date,garden_unscaled,garden_monthly,isPartial,scale,garden
2019-12-16,76,58.0,,0.58,44.08
2019-12-17,74,58.0,,0.58,42.919999999999995
2019-12-18,76,58.0,,0.58,44.08
2019-12-19,75,58.0,,0.58,43.5
2019-12-20,85,58.0,,0.58,49.3
2019-12-21,95,58.0,,0.58,55.099999999999994
2019-12-22,94,58.0,,0.58,54.519999999999996
2019-12-23,94,58.0,,0.58,54.519999999999996
2019-12-24,98,58.0,,0.58,56.839999999999996
2019-12-25,87,58.0,,0.58,50.459999999999994
2019-12-26,88,58.0,,0.58,51.04
2019-12-27,93,58.0,,0.58,53.94
2019-12-28,100,58.0,,0.58,57.99999999999999
2019-12-29,97,58.0,,0.58,56.26
2019-12-30,92,58.0,,0.58,53.36
2019-12-31,97,58.0,,0.58,56.26
2020-01-01,100,57.0,False,0.57,56.99999999999999
2020-01-02,84,57.0,,0.57,47.879999999999995
2020-01-03,83,57.0,,0.57,47.309999999999995
2020-01-04,96,57.0,,0.57,54.72
2020-01-05,88,57.0,,0.57,50.16
2020-01-06,73,57.0,,0.57,41.61
2020-01-07,71,57.0,,0.57,40.47
2020-01-08,69,57.0,,0.57,39.33
2020-01-09,70,57.0,,0.57,39.9
2020-01-10,81,57.0,,0.57,46.169999999999995
2020-01-11,93,57.0,,0.57,53.01
2020-01-12,85,57.0,,0.57,48.449999999999996
2020-01-13,73,57.0,,0.57,41.61
2020-01-14,69,57.0,,0.57,39.33
2020-01-15,75,57.0,,0.57,42.74999999999999
2020-01-16,71,57.0,,0.57,40.47
2020-01-17,80,57.0,,0.57,45.599999999999994
2020-01-18,94,57.0,,0.57,53.58
2020-01-19,91,57.0,,0.57,51.87
2020-01-20,84,57.0,,0.57,47.879999999999995
2020-01-21,71,57.0,,0.57,40.47
2020-01-22,72,57.0,,0.57,41.04
2020-01-23,73,57.0,,0.57,41.61
2020-01-24,80,57.0,,0.57,45.599999999999994
2020-01-25,100,57.0,,0.57,56.99999999999999
2020-01-26,86,57.0,,0.57,49.019999999999996
2020-01-27,69,57.0,,0.57,39.33
2020-01-28,71,57.0,,0.57,40.47
2020-01-29,67,57.0,,0.57,38.19
2020-01-30,71,57.0,,0.57,40.47
2020-01-31,78,57.0,,0.57,44.459999999999994
2020-02-01,82,62.0,False,0.62,50.839999999999996
2020-02-02,68,62.0,,0.62,42.16
2020-02-03,52,62.0,,0.62,32.24
2020-02-04,57,62.0,,0.62,35.339999999999996
2020-02-05,58,62.0,,0.62,35.96
2020-02-06,58,62.0,,0.62,35.96
2020-02-07,69,62.0,,0.62,42.78
2020-02-08,84,62.0,,0.62,52.08
2020-02-09,78,62.0,,0.62,48.36
2020-02-10,62,62.0,,0.62,38.44
2020-02-11,61,62.0,,0.62,37.82
2020-02-12,64,62.0,,0.62,39.68
2020-02-13,66,62.0,,0.62,40.92
2020-02-14,92,62.0,,0.62,57.04
2020-02-15,100,62.0,,0.62,62.0
2020-02-16,92,62.0,,0.62,57.04
2020-02-17,73,62.0,,0.62,45.26
2020-02-18,61,62.0,,0.62,37.82
2020-02-19,63,62.0,,0.62,39.06
2020-02-20,63,62.0,,0.62,39.06
2020-02-21,70,62.0,,0.62,43.4
2020-02-22,84,62.0,,0.62,52.08
2020-02-23,85,62.0,,0.62,52.7
2020-02-24,65,62.0,,0.62,40.3
2020-02-25,62,62.0,,0.62,38.44
2020-02-26,64,62.0,,0.62,39.68
2020-02-27,63,62.0,,0.62,39.06
2020-02-28,71,62.0,,0.62,44.02
2020-02-29,93,62.0,,0.62,57.66
2020-03-01,88,63.0,False,0.63,55.44
2020-03-02,69,63.0,,0.63,43.47
2020-03-03,64,63.0,,0.63,40.32
2020-03-04,64,63.0,,0.63,40.32
2020-03-05,68,63.0,,0.63,42.84
2020-03-06,74,63.0,,0.63,46.62
2020-03-07,92,63.0,,0.63,57.96
2020-03-08,89,63.0,,0.63,56.07
2020-03-09,71,63.0,,0.63,44.73
2020-03-10,66,63.0,,0.63,41.58
2020-03-11,62,63.0,,0.63,39.06
2020-03-12,56,63.0,,0.63,35.28
2020-03-13,61,63.0,,0.63,38.43
2020-03-14,76,63.0,,0.63,47.88
2020-03-15,73,63.0,,0.63,45.99
2020-03-16,58,63.0,,0.63,36.54
2020-03-17,56,63.0,,0.63,35.28
2020-03-18,57,63.0,,0.63,35.910000000000004
2020-03-19,58,63.0,,0.63,36.54
2020-03-20,62,63.0,,0.63,39.06
2020-03-21,80,63.0,,0.63,50.4
2020-03-22,77,63.0,,0.63,48.51
2020-03-23,64,63.0,,0.63,40.32
2020-03-24,69,63.0,,0.63,43.47
2020-03-25,64,63.0,,0.63,40.32
2020-03-26,72,63.0,,0.63,45.36
2020-03-27,80,63.0,,0.63,50.4
2020-03-28,100,63.0,,0.63,63.0
2020-03-29,93,63.0,,0.63,58.59
2020-03-30,77,63.0,,0.63,48.51
2020-03-31,74,63.0,,0.63,46.62
2020-04-01,58,83.0,False,0.83,48.14
2020-04-02,60,83.0,,0.83,49.8
2020-04-03,68,83.0,,0.83,56.44
2020-04-04,86,83.0,,0.83,71.38
2020-04-05,84,83.0,,0.83,69.72
2020-04-06,64,83.0,,0.83,53.12
2020-04-07,68,83.0,,0.83,56.44
2020-04-08,67,83.0,,0.83,55.61
2020-04-09,67,83.0,,0.83,55.61
2020-04-10,76,83.0,,0.83,63.08
2020-04-11,91,83.0,,0.83,75.53
2020-04-12,80,83.0,,0.83,66.39999999999999
2020-04-13,63,83.0,,0.83,52.29
2020-04-14,63,83.0,,0.83,52.29
2020-04-15,69,83.0,,0.83,57.269999999999996
2020-04-16,69,83.0,,0.83,57.269999999999996
2020-04-17,78,83.0,,0.83,64.74
2020-04-18,96,83.0,,0.83,79.67999999999999
2020-04-19,98,83.0,,0.83,81.33999999999999
2020-04-20,77,83.0,,0.83,63.91
2020-04-21,74,83.0,,0.83,61.419999999999995
2020-04-22,74,83.0,,0.83,61.419999999999995
2020-04-23,70,83.0,,0.83,58.099999999999994
2020-04-24,75,83.0,,0.83,62.25
2020-04-25,100,83.0,,0.83,83.0
2020-04-26,100,83.0,,0.83,83.0
2020-04-27,78,83.0,,0.83,64.74
2020-04-28,76,83.0,,0.83,63.08
2020-04-29,74,83.0,,0.83,61.419999999999995
2020-04-30,74,83.0,,0.83,61.419999999999995
2020-05-01,55,100.0,False,1.0,55.0
2020-05-02,77,100.0,,1.0,77.0
2020-05-03,78,100.0,,1.0,78.0
2020-05-04,57,100.0,,1.0,57.0
2020-05-05,50,100.0,,1.0,50.0
2020-05-06,51,100.0,,1.0,51.0
2020-05-07,53,100.0,,1.0,53.0
2020-05-08,58,100.0,,1.0,58.0
2020-05-09,74,100.0,,1.0,74.0
2020-05-10,100,100.0,,1.0,100.0
2020-05-11,54,100.0,,1.0,54.0
2020-05-12,50,100.0,,1.0,50.0
2020-05-13,50,100.0,,1.0,50.0
2020-05-14,49,100.0,,1.0,49.0
2020-05-15,56,100.0,,1.0,56.0
2020-05-16,73,100.0,,1.0,73.0
2020-05-17,72,100.0,,1.0,72.0
2020-05-18,50,100.0,,1.0,50.0
2020-05-19,50,100.0,,1.0,50.0
2020-05-20,48,100.0,,1.0,48.0
2020-05-21,52,100.0,,1.0,52.0
2020-05-22,54,100.0,,1.0,54.0
2020-05-23,67,100.0,,1.0,67.0
2020-05-24,68,100.0,,1.0,68.0
2020-05-25,62,100.0,,1.0,62.0
2020-05-26,48,100.0,,1.0,48.0
2020-05-27,47,100.0,,1.0,47.0
2020-05-28,47,100.0,,1.0,47.0
2020-05-29,51,100.0,,1.0,51.0
2020-05-30,61,100.0,,1.0,61.0
2020-05-31,61,100.0,,1.0,61.0
2020-06-01,81,80.0,False,0.8,64.8
2020-06-02,79,80.0,,0.8,63.2
2020-06-03,78,80.0,,0.8,62.400000000000006
2020-06-04,75,80.0,,0.8,60.0
2020-06-05,83,80.0,,0.8,66.4
2020-06-06,97,80.0,,0.8,77.60000000000001
2020-06-07,100,80.0,,0.8,80.0
2020-06-08,78,80.0,,0.8,62.400000000000006
2020-06-09,74,80.0,,0.8,59.2
2020-06-10,74,80.0,,0.8,59.2
2020-06-11,77,80.0,,0.8,61.6
2020-06-12,79,80.0,,0.8,63.2
2020-06-13,98,80.0,,0.8,78.4
2020-06-14,99,80.0,,0.8,79.2
2020-06-15,75,80.0,,0.8,60.0
2020-06-16,75,80.0,,0.8,60.0
2020-06-17,75,80.0,,0.8,60.0
2020-06-18,74,80.0,,0.8,59.2
2020-06-19,78,80.0,,0.8,62.400000000000006
2020-06-20,93,80.0,,0.8,74.4
2020-06-21,99,80.0,,0.8,79.2
2020-06-22,77,80.0,,0.8,61.6
2020-06-23,70,80.0,,0.8,56.0
2020-06-24,72,80.0,,0.8,57.6
2020-06-25,75,80.0,,0.8,60.0
2020-06-26,82,80.0,,0.8,65.60000000000001
2020-06-27,91,80.0,,0.8,72.8
2020-06-28,92,80.0,,0.8,73.60000000000001
2020-06-29,75,80.0,,0.8,60.0
2020-06-30,70,80.0,,0.8,56.0
2020-07-01,83,72.0,False,0.72,59.76
2020-07-02,88,72.0,,0.72,63.36
2020-07-03,95,72.0,,0.72,68.39999999999999
2020-07-04,93,72.0,,0.72,66.96
2020-07-05,99,72.0,,0.72,71.28
2020-07-06,84,72.0,,0.72,60.48
2020-07-07,81,72.0,,0.72,58.32
2020-07-08,78,72.0,,0.72,56.16
2020-07-09,83,72.0,,0.72,59.76
2020-07-10,85,72.0,,0.72,61.199999999999996
2020-07-11,99,72.0,,0.72,71.28
2020-07-12,98,72.0,,0.72,70.56
2020-07-13,80,72.0,,0.72,57.599999999999994
2020-07-14,77,72.0,,0.72,55.44
2020-07-15,78,72.0,,0.72,56.16
2020-07-16,81,72.0,,0.72,58.32
2020-07-17,82,72.0,,0.72,59.04
2020-07-18,99,72.0,,0.72,71.28
2020-07-19,100,72.0,,0.72,72.0
2020-07-20,77,72.0,,0.72,55.44
2020-07-21,78,72.0,,0.72,56.16
2020-07-22,76,72.0,,0.72,54.72
2020-07-23,80,72.0,,0.72,57.599999999999994
2020-07-24,81,72.0,,0.72,58.32
2020-07-25,96,72.0,,0.72,69.12
2020-07-26,93,72.0,,0.72,66.96
2020-07-27,77,72.0,,0.72,55.44
2020-07-28,78,72.0,,0.72,56.16
2020-07-29,78,72.0,,0.72,56.16
2020-07-30,78,72.0,,0.72,56.16
2020-07-31,82,72.0,,0.72,59.04
2020-08-01,82,68.0,False,0.68,55.760000000000005
2020-08-02,83,68.0,,0.68,56.440000000000005
2020-08-03,63,68.0,,0.68,42.84
2020-08-04,60,68.0,,0.68,40.800000000000004
2020-08-05,64,68.0,,0.68,43.52
2020-08-06,64,68.0,,0.68,43.52
2020-08-07,70,68.0,,0.68,47.6
2020-08-08,83,68.0,,0.68,56.440000000000005
2020-08-09,83,68.0,,0.68,56.440000000000005
2020-08-10,62,68.0,,0.68,42.160000000000004
2020-08-11,62,68.0,,0.68,42.160000000000004
2020-08-12,62,68.0,,0.68,42.160000000000004
2020-08-13,62,68.0,,0.68,42.160000000000004
2020-08-14,68,68.0,,0.68,46.24
2020-08-15,83,68.0,,0.68,56.440000000000005
2020-08-16,79,68.0,,0.68,53.720000000000006
2020-08-17,61,68.0,,0.68,41.480000000000004
2020-08-18,57,68.0,,0.68,38.760000000000005
2020-08-19,58,68.0,,0.68,39.440000000000005
2020-08-20,59,68.0,,0.68,40.120000000000005
2020-08-21,64,68.0,,0.68,43.52
2020-08-22,84,68.0,,0.68,57.120000000000005
2020-08-23,100,68.0,,0.68,68.0
2020-08-24,74,68.0,,0.68,50.32
2020-08-25,62,68.0,,0.68,42.160000000000004
2020-08-26,63,68.0,,0.68,42.84
2020-08-27,58,68.0,,0.68,39.440000000000005
2020-08-28,62,68.0,,0.68,42.160000000000004
2020-08-29,79,68.0,,0.68,53.720000000000006
2020-08-30,78,68.0,,0.68,53.040000000000006
2020-08-31,55,68.0,,0.68,37.400000000000006
2020-09-01,69,61.0,False,0.61,42.089999999999996
2020-09-02,69,61.0,,0.61,42.089999999999996
2020-09-03,71,61.0,,0.61,43.31
2020-09-04,78,61.0,,0.61,47.58
2020-09-05,97,61.0,,0.61,59.17
2020-09-06,100,61.0,,0.61,61.0
2020-09-07,92,61.0,,0.61,56.12
2020-09-08,65,61.0,,0.61,39.65
2020-09-09,65,61.0,,0.61,39.65
2020-09-10,69,61.0,,0.61,42.089999999999996
2020-09-11,74,61.0,,0.61,45.14
2020-09-12,99,61.0,,0.61,60.39
2020-09-13,86,61.0,,0.61,52.46
2020-09-14,69,61.0,,0.61,42.089999999999996
2020-09-15,63,61.0,,0.61,38.43
2020-09-16,64,61.0,,0.61,39.04
2020-09-17,69,61.0,,0.61,42.089999999999996
2020-09-18,72,61.0,,0.61,43.92
2020-09-19,97,61.0,,0.61,59.17
2020-09-20,90,61.0,,0.61,54.9
2020-09-21,62,61.0,,0.61,37.82
2020-09-22,63,61.0,,0.61,38.43
2020-09-23,65,61.0,,0.61,39.65
2020-09-24,67,61.0,,0.61,40.87
2020-09-25,76,61.0,,0.61,46.36
2020-09-26,93,61.0,,0.61,56.73
2020-09-27,89,61.0,,0.61,54.29
2020-09-28,67,61.0,,0.61,40.87
2020-09-29,64,61.0,,0.61,39.04
2020-09-30,61,61.0,,0.61,37.21
2020-10-01,68,60.0,False,0.6,40.8
2020-10-02,73,60.0,,0.6,43.8
2020-10-03,100,60.0,,0.6,60.0
2020-10-04,94,60.0,,0.6,56.4
2020-10-05,68,60.0,,0.6,40.8
2020-10-06,69,60.0,,0.6,41.4
2020-10-07,66,60.0,,0.6,39.6
2020-10-08,70,60.0,,0.6,42.0
2020-10-09,73,60.0,,0.6,43.8
2020-10-10,96,60.0,,0.6,57.599999999999994
2020-10-11,91,60.0,,0.6,54.6
2020-10-12,70,60.0,,0.6,42.0
2020-10-13,67,60.0,,0.6,40.199999999999996
2020-10-14,65,60.0,,0.6,39.0
2020-10-15,69,60.0,,0.6,41.4
2020-10-16,76,60.0,,0.6,45.6
2020-10-17,94,60.0,,0.6,56.4
2020-10-18,86,60.0,,0.6,51.6
2020-10-19,67,60.0,,0.6,40.199999999999996
2020-10-20,64,60.0,,0.6,38.4
2020-10-21,65,60.0,,0.6,39.0
2020-10-22,67,60.0,,0.6,40.199999999999996
2020-10-23,75,60.0,,0.6,45.0
2020-10-24,86,60.0,,0.6,51.6
2020-10-25,80,60.0,,0.6,48.0
2020-10-26,63,60.0,,0.6,37.8
2020-10-27,62,60.0,,0.6,37.199999999999996
2020-10-28,61,60.0,,0.6,36.6
2020-10-29,69,60.0,,0.6,41.4
2020-10-30,71,60.0,,0.6,42.6
2020-10-31,78,60.0,,0.6,46.8
2020-11-01,95,52.0,False,0.52,49.4
2020-11-02,79,52.0,,0.52,41.08
2020-11-03,74,52.0,,0.52,38.480000000000004
2020-11-04,46,52.0,,0.52,23.92
2020-11-05,59,52.0,,0.52,30.68
2020-11-06,69,52.0,,0.52,35.88
2020-11-07,85,52.0,,0.52,44.2
2020-11-08,94,52.0,,0.52,48.88
2020-11-09,76,52.0,,0.52,39.52
2020-11-10,72,52.0,,0.52,37.44
2020-11-11,88,52.0,,0.52,45.760000000000005
2020-11-12,79,52.0,,0.52,41.08
2020-11-13,81,52.0,,0.52,42.120000000000005
2020-11-14,100,52.0,,0.52,52.0
2020-11-15,96,52.0,,0.52,49.92
2020-11-16,74,52.0,,0.52,38.480000000000004
2020-11-17,72,52.0,,0.52,37.44
2020-11-18,73,52.0,,0.52,37.96
2020-11-19,75,52.0,,0.52,39.0
2020-11-20,78,52.0,,0.52,40.56
2020-11-21,95,52.0,,0.52,49.4
2020-11-22,92,52.0,,0.52,47.84
2020-11-23,76,52.0,,0.52,39.52
2020-11-24,72,52.0,,0.52,37.44
2020-11-25,74,52.0,,0.52,38.480000000000004
2020-11-26,65,52.0,,0.52,33.800000000000004
2020-11-27,76,52.0,,0.52,39.52
2020-11-28,92,52.0,,0.52,47.84
2020-11-29,85,52.0,,0.52,44.2
2020-11-30,70,52.0,,0.52,36.4
