date,garden_unscaled,garden_monthly,isPartial,scale,garden
2010-01-01,97,45.0,False,0.45,43.65
2010-01-02,100,45.0,,0.45,45.0
2010-01-03,92,45.0,,0.45,41.4
2010-01-04,77,45.0,,0.45,34.65
2010-01-05,73,45.0,,0.45,32.85
2010-01-06,78,45.0,,0.45,35.1
2010-01-07,79,45.0,,0.45,35.550000000000004
2010-01-08,82,45.0,,0.45,36.9
2010-01-09,95,45.0,,0.45,42.75
2010-01-10,86,45.0,,0.45,38.7
2010-01-11,73,45.0,,0.45,32.85
2010-01-12,80,45.0,,0.45,36.0
2010-01-13,71,45.0,,0.45,31.95
2010-01-14,78,45.0,,0.45,35.1
2010-01-15,80,45.0,,0.45,36.0
2010-01-16,85,45.0,,0.45,38.25
2010-01-17,88,45.0,,0.45,39.6
2010-01-18,80,45.0,,0.45,36.0
2010-01-19,72,45.0,,0.45,32.4
2010-01-20,73,45.0,,0.45,32.85
2010-01-21,76,45.0,,0.45,34.2
2010-01-22,91,45.0,,0.45,40.95
2010-01-23,86,45.0,,0.45,38.7
2010-01-24,90,45.0,,0.45,40.5
2010-01-25,74,45.0,,0.45,33.300000000000004
2010-01-26,67,45.0,,0.45,30.150000000000002
2010-01-27,70,45.0,,0.45,31.5
2010-01-28,75,45.0,,0.45,33.75
2010-01-29,78,45.0,,0.45,35.1
2010-01-30,90,45.0,,0.45,40.5
2010-01-31,83,45.0,,0.45,37.35
2010-02-01,60,48.0,False,0.48,28.799999999999997
2010-02-02,60,48.0,,0.48,28.799999999999997
2010-02-03,60,48.0,,0.48,28.799999999999997
2010-02-04,67,48.0,,0.48,32.16
2010-02-05,66,48.0,,0.48,31.68
2010-02-06,77,48.0,,0.48,36.96
2010-02-07,66,48.0,,0.48,31.68
2010-02-08,64,48.0,,0.48,30.72
2010-02-09,59,48.0,,0.48,28.32
2010-02-10,61,48.0,,0.48,29.279999999999998
2010-02-11,69,48.0,,0.48,33.12
2010-02-12,78,48.0,,0.48,37.44
2010-02-13,89,48.0,,0.48,42.72
2010-02-14,100,48.0,,0.48,48.0
2010-02-15,74,48.0,,0.48,35.519999999999996
2010-02-16,63,48.0,,0.48,30.24
2010-02-17,69,48.0,,0.48,33.12
2010-02-18,67,48.0,,0.48,32.16
2010-02-19,73,48.0,,0.48,35.04
2010-02-20,85,48.0,,0.48,40.8
2010-02-21,83,48.0,,0.48,39.839999999999996
2010-02-22,70,48.0,,0.48,33.6
2010-02-23,70,48.0,,0.48,33.6
2010-02-24,68,48.0,,0.48,32.64
2010-02-25,67,48.0,,0.48,32.16
2010-02-26,75,48.0,,0.48,36.0
2010-02-27,82,48.0,,0.48,39.36
2010-02-28,83,48.0,,0.48,39.839999999999996
2010-03-01,66,56.0,False,0.56,36.96
2010-03-02,68,56.0,,0.56,38.080000000000005
2010-03-03,68,56.0,,0.56,38.080000000000005
2010-03-04,70,56.0,,0.56,39.2
2010-03-05,86,56.0,,0.56,48.160000000000004
2010-03-06,93,56.0,,0.56,52.080000000000005
2010-03-07,90,56.0,,0.56,50.400000000000006
2010-03-08,75,56.0,,0.56,42.00000000000001
2010-03-09,77,56.0,,0.56,43.120000000000005
2010-03-10,74,56.0,,0.56,41.440000000000005
2010-03-11,76,56.0,,0.56,42.56
2010-03-12,88,56.0,,0.56,49.28
2010-03-13,86,56.0,,0.56,48.160000000000004
2010-03-14,85,56.0,,0.56,47.6
2010-03-15,79,56.0,,0.56,44.24
2010-03-16,71,56.0,,0.56,39.760000000000005
2010-03-17,76,56.0,,0.56,42.56
2010-03-18,79,56.0,,0.56,44.24
2010-03-19,87,56.0,,0.56,48.720000000000006
2010-03-20,100,56.0,,0.56,56.00000000000001
2010-03-21,91,56.0,,0.56,50.96000000000001
2010-03-22,76,56.0,,0.56,42.56
2010-03-23,75,56.0,,0.56,42.00000000000001
2010-03-24,79,56.0,,0.56,44.24
2010-03-25,77,56.0,,0.56,43.120000000000005
2010-03-26,92,56.0,,0.56,51.52
2010-03-27,100,56.0,,0.56,56.00000000000001
2010-03-28,92,56.0,,0.56,51.52
2010-03-29,71,56.0,,0.56,39.760000000000005
2010-03-30,74,56.0,,0.56,41.440000000000005
2010-03-31,81,56.0,,0.56,45.36000000000001
2010-04-01,75,61.0,False,0.61,45.75
2010-04-02,82,61.0,,0.61,50.019999999999996
2010-04-03,85,61.0,,0.61,51.85
2010-04-04,85,61.0,,0.61,51.85
2010-04-05,76,61.0,,0.61,46.36
2010-04-06,75,61.0,,0.61,45.75
2010-04-07,77,61.0,,0.61,46.97
2010-04-08,75,61.0,,0.61,45.75
2010-04-09,79,61.0,,0.61,48.19
2010-04-10,100,61.0,,0.61,61.0
2010-04-11,94,61.0,,0.61,57.339999999999996
2010-04-12,79,61.0,,0.61,48.19
2010-04-13,76,61.0,,0.61,46.36
2010-04-14,73,61.0,,0.61,44.53
2010-04-15,73,61.0,,0.61,44.53
2010-04-16,80,61.0,,0.61,48.8
2010-04-17,91,61.0,,0.61,55.51
2010-04-18,93,61.0,,0.61,56.73
2010-04-19,85,61.0,,0.61,51.85
2010-04-20,78,61.0,,0.61,47.58
2010-04-21,71,61.0,,0.61,43.31
2010-04-22,74,61.0,,0.61,45.14
2010-04-23,76,61.0,,0.61,46.36
2010-04-24,92,61.0,,0.61,56.12
2010-04-25,88,61.0,,0.61,53.68
2010-04-26,79,61.0,,0.61,48.19
2010-04-27,73,61.0,,0.61,44.53
2010-04-28,70,61.0,,0.61,42.699999999999996
2010-04-29,72,61.0,,0.61,43.92
2010-04-30,83,61.0,,0.61,50.629999999999995
2010-05-01,83,63.0,False,0.63,52.29
2010-05-02,87,63.0,,0.63,54.81
2010-05-03,76,63.0,,0.63,47.88
2010-05-04,68,63.0,,0.63,42.84
2010-05-05,65,63.0,,0.63,40.95
2010-05-06,69,63.0,,0.63,43.47
2010-05-07,76,63.0,,0.63,47.88
2010-05-08,93,63.0,,0.63,58.59
2010-05-09,100,63.0,,0.63,63.0
2010-05-10,68,63.0,,0.63,42.84
2010-05-11,66,63.0,,0.63,41.58
2010-05-12,69,63.0,,0.63,43.47
2010-05-13,68,63.0,,0.63,42.84
2010-05-14,72,63.0,,0.63,45.36
2010-05-15,85,63.0,,0.63,53.55
2010-05-16,92,63.0,,0.63,57.96
2010-05-17,73,63.0,,0.63,45.99
2010-05-18,70,63.0,,0.63,44.1
2010-05-19,65,63.0,,0.63,40.95
2010-05-20,69,63.0,,0.63,43.47
2010-05-21,67,63.0,,0.63,42.21
2010-05-22,80,63.0,,0.63,50.4
2010-05-23,83,63.0,,0.63,52.29
2010-05-24,71,63.0,,0.63,44.73
2010-05-25,71,63.0,,0.63,44.73
2010-05-26,70,63.0,,0.63,44.1
2010-05-27,66,63.0,,0.63,41.58
2010-05-28,70,63.0,,0.63,44.1
2010-05-29,84,63.0,,0.63,52.92
2010-05-30,83,63.0,,0.63,52.29
2010-05-31,81,63.0,,0.63,51.03
2010-06-01,92,57.0,False,0.57,52.44
2010-06-02,84,57.0,,0.57,47.879999999999995
2010-06-03,87,57.0,,0.57,49.589999999999996
2010-06-04,90,57.0,,0.57,51.3
2010-06-05,100,57.0,,0.57,56.99999999999999
2010-06-06,93,57.0,,0.57,53.01
2010-06-07,84,57.0,,0.57,47.879999999999995
2010-06-08,81,57.0,,0.57,46.169999999999995
2010-06-09,87,57.0,,0.57,49.589999999999996
2010-06-10,86,57.0,,0.57,49.019999999999996
2010-06-11,86,57.0,,0.57,49.019999999999996
2010-06-12,97,57.0,,0.57,55.28999999999999
2010-06-13,100,57.0,,0.57,56.99999999999999
2010-06-14,79,57.0,,0.57,45.029999999999994
2010-06-15,88,57.0,,0.57,50.16
2010-06-16,86,57.0,,0.57,49.019999999999996
2010-06-17,85,57.0,,0.57,48.449999999999996
2010-06-18,85,57.0,,0.57,48.449999999999996
2010-06-19,92,57.0,,0.57,52.44
2010-06-20,92,57.0,,0.57,52.44
2010-06-21,80,57.0,,0.57,45.599999999999994
2010-06-22,78,57.0,,0.57,44.459999999999994
2010-06-23,76,57.0,,0.57,43.31999999999999
2010-06-24,83,57.0,,0.57,47.309999999999995
2010-06-25,84,57.0,,0.57,47.879999999999995
2010-06-26,96,57.0,,0.57,54.72
2010-06-27,92,57.0,,0.57,52.44
2010-06-28,77,57.0,,0.57,43.88999999999999
2010-06-29,83,57.0,,0.57,47.309999999999995
2010-06-30,84,57.0,,0.57,47.879999999999995
2010-07-01,81,52.0,False,0.52,42.120000000000005
2010-07-02,86,52.0,,0.52,44.72
2010-07-03,88,52.0,,0.52,45.760000000000005
2010-07-04,83,52.0,,0.52,43.160000000000004
2010-07-05,87,52.0,,0.52,45.24
2010-07-06,82,52.0,,0.52,42.64
2010-07-07,92,52.0,,0.52,47.84
2010-07-08,83,52.0,,0.52,43.160000000000004
2010-07-09,89,52.0,,0.52,46.28
2010-07-10,95,52.0,,0.52,49.4
2010-07-11,100,52.0,,0.52,52.0
2010-07-12,80,52.0,,0.52,41.6
2010-07-13,83,52.0,,0.52,43.160000000000004
2010-07-14,74,52.0,,0.52,38.480000000000004
2010-07-15,83,52.0,,0.52,43.160000000000004
2010-07-16,82,52.0,,0.52,42.64
2010-07-17,92,52.0,,0.52,47.84
2010-07-18,98,52.0,,0.52,50.96
2010-07-19,88,52.0,,0.52,45.760000000000005
2010-07-20,78,52.0,,0.52,40.56
2010-07-21,81,52.0,,0.52,42.120000000000005
2010-07-22,77,52.0,,0.52,40.04
2010-07-23,73,52.0,,0.52,37.96
2010-07-24,86,52.0,,0.52,44.72
2010-07-25,94,52.0,,0.52,48.88
2010-07-26,89,52.0,,0.52,46.28
2010-07-27,73,52.0,,0.52,37.96
2010-07-28,71,52.0,,0.52,36.92
2010-07-29,73,52.0,,0.52,37.96
2010-07-30,83,52.0,,0.52,43.160000000000004
2010-07-31,88,52.0,,0.52,45.760000000000005
2010-08-01,91,48.0,False,0.48,43.68
2010-08-02,84,48.0,,0.48,40.32
2010-08-03,77,48.0,,0.48,36.96
2010-08-04,76,48.0,,0.48,36.48
2010-08-05,81,48.0,,0.48,38.879999999999995
2010-08-06,84,48.0,,0.48,40.32
2010-08-07,85,48.0,,0.48,40.8
2010-08-08,93,48.0,,0.48,44.64
2010-08-09,85,48.0,,0.48,40.8
2010-08-10,80,48.0,,0.48,38.4
2010-08-11,74,48.0,,0.48,35.519999999999996
2010-08-12,75,48.0,,0.48,36.0
2010-08-13,76,48.0,,0.48,36.48
2010-08-14,92,48.0,,0.48,44.16
2010-08-15,82,48.0,,0.48,39.36
2010-08-16,80,48.0,,0.48,38.4
2010-08-17,72,48.0,,0.48,34.56
2010-08-18,76,48.0,,0.48,36.48
2010-08-19,79,48.0,,0.48,37.92
2010-08-20,76,48.0,,0.48,36.48
2010-08-21,84,48.0,,0.48,40.32
2010-08-22,83,48.0,,0.48,39.839999999999996
2010-08-23,77,48.0,,0.48,36.96
2010-08-24,72,48.0,,0.48,34.56
2010-08-25,78,48.0,,0.48,37.44
2010-08-26,66,48.0,,0.48,31.68
2010-08-27,81,48.0,,0.48,38.879999999999995
2010-08-28,100,48.0,,0.48,48.0
2010-08-29,86,48.0,,0.48,41.28
2010-08-30,72,48.0,,0.48,34.56
2010-08-31,73,48.0,,0.48,35.04
2010-09-01,85,45.0,False,0.45,38.25
2010-09-02,79,45.0,,0.45,35.550000000000004
2010-09-03,90,45.0,,0.45,40.5
2010-09-04,100,45.0,,0.45,45.0
2010-09-05,98,45.0,,0.45,44.1
2010-09-06,97,45.0,,0.45,43.65
2010-09-07,85,45.0,,0.45,38.25
2010-09-08,83,45.0,,0.45,37.35
2010-09-09,88,45.0,,0.45,39.6
2010-09-10,95,45.0,,0.45,42.75
2010-09-11,94,45.0,,0.45,42.300000000000004
2010-09-12,99,45.0,,0.45,44.550000000000004
2010-09-13,83,45.0,,0.45,37.35
2010-09-14,82,45.0,,0.45,36.9
2010-09-15,88,45.0,,0.45,39.6
2010-09-16,84,45.0,,0.45,37.800000000000004
2010-09-17,89,45.0,,0.45,40.050000000000004
2010-09-18,96,45.0,,0.45,43.2
2010-09-19,94,45.0,,0.45,42.300000000000004
2010-09-20,82,45.0,,0.45,36.9
2010-09-21,80,45.0,,0.45,36.0
2010-09-22,80,45.0,,0.45,36.0
2010-09-23,82,45.0,,0.45,36.9
2010-09-24,91,45.0,,0.45,40.95
2010-09-25,98,45.0,,0.45,44.1
2010-09-26,93,45.0,,0.45,41.85
2010-09-27,84,45.0,,0.45,37.800000000000004
2010-09-28,80,45.0,,0.45,36.0
2010-09-29,80,45.0,,0.45,36.0
2010-09-30,77,45.0,,0.45,34.65
2010-10-01,84,43.0,False,0.43,36.12
2010-10-02,100,43.0,,0.43,43.0
2010-10-03,94,43.0,,0.43,40.42
2010-10-04,83,43.0,,0.43,35.69
2010-10-05,80,43.0,,0.43,34.4
2010-10-06,77,43.0,,0.43,33.11
2010-10-07,86,43.0,,0.43,36.98
2010-10-08,89,43.0,,0.43,38.269999999999996
2010-10-09,92,43.0,,0.43,39.56
2010-10-10,90,43.0,,0.43,38.7
2010-10-11,86,43.0,,0.43,36.98
2010-10-12,78,43.0,,0.43,33.54
2010-10-13,73,43.0,,0.43,31.39
2010-10-14,76,43.0,,0.43,32.68
2010-10-15,86,43.0,,0.43,36.98
2010-10-16,97,43.0,,0.43,41.71
2010-10-17,85,43.0,,0.43,36.55
2010-10-18,78,43.0,,0.43,33.54
2010-10-19,81,43.0,,0.43,34.83
2010-10-20,77,43.0,,0.43,33.11
2010-10-21,78,43.0,,0.43,33.54
2010-10-22,88,43.0,,0.43,37.839999999999996
2010-10-23,90,43.0,,0.43,38.7
2010-10-24,89,43.0,,0.43,38.269999999999996
2010-10-25,77,43.0,,0.43,33.11
2010-10-26,76,43.0,,0.43,32.68
2010-10-27,74,43.0,,0.43,31.82
2010-10-28,71,43.0,,0.43,30.53
2010-10-29,80,43.0,,0.43,34.4
2010-10-30,89,43.0,,0.43,38.269999999999996
2010-10-31,81,43.0,,0.43,34.83
2010-11-01,80,43.0,False,0.43,34.4
2010-11-02,70,43.0,,0.43,30.099999999999998
2010-11-03,75,43.0,,0.43,32.25
2010-11-04,82,43.0,,0.43,35.26
2010-11-05,89,43.0,,0.43,38.269999999999996
2010-11-06,97,43.0,,0.43,41.71
2010-11-07,90,43.0,,0.43,38.7
2010-11-08,78,43.0,,0.43,33.54
2010-11-09,82,43.0,,0.43,35.26
2010-11-10,77,43.0,,0.43,33.11
2010-11-11,84,43.0,,0.43,36.12
2010-11-12,82,43.0,,0.43,35.26
2010-11-13,98,43.0,,0.43,42.14
2010-11-14,98,43.0,,0.43,42.14
2010-11-15,82,43.0,,0.43,35.26
2010-11-16,77,43.0,,0.43,33.11
2010-11-17,83,43.0,,0.43,35.69
2010-11-18,82,43.0,,0.43,35.26
2010-11-19,87,43.0,,0.43,37.41
2010-11-20,97,43.0,,0.43,41.71
2010-11-21,92,43.0,,0.43,39.56
2010-11-22,81,43.0,,0.43,34.83
2010-11-23,73,43.0,,0.43,31.39
2010-11-24,80,43.0,,0.43,34.4
2010-11-25,75,43.0,,0.43,32.25
2010-11-26,90,43.0,,0.43,38.7
2010-11-27,100,43.0,,0.43,43.0
2010-11-28,93,43.0,,0.43,39.99
2010-11-29,75,43.0,,0.43,32.25
2010-11-30,78,43.0,,0.43,33.54
2010-12-01,74,45.0,False,0.45,33.300000000000004
2010-12-02,79,45.0,,0.45,35.550000000000004
2010-12-03,91,45.0,,0.45,40.95
2010-12-04,100,45.0,,0.45,45.0
2010-12-05,95,45.0,,0.45,42.75
2010-12-06,80,45.0,,0.45,36.0
2010-12-07,77,45.0,,0.45,34.65
2010-12-08,79,45.0,,0.45,35.550000000000004
2010-12-09,78,45.0,,0.45,35.1
2010-12-10,86,45.0,,0.45,38.7
2010-12-11,91,45.0,,0.45,40.95
2010-12-12,88,45.0,,0.45,39.6
2010-12-13,84,45.0,,0.45,37.800000000000004
2010-12-14,76,45.0,,0.45,34.2
2010-12-15,78,45.0,,0.45,35.1
2010-12-16,79,45.0,,0.45,35.550000000000004
2010-12-17,88,45.0,,0.45,39.6
2010-12-18,91,45.0,,0.45,40.95
2010-12-19,84,45.0,,0.45,37.800000000000004
2010-12-20,82,45.0,,0.45,36.9
2010-12-21,85,45.0,,0.45,38.25
2010-12-22,81,45.0,,0.45,36.45
2010-12-23,82,45.0,,0.45,36.9
2010-12-24,86,45.0,,0.45,38.7
2010-12-25,78,45.0,,0.45,35.1
2010-12-26,89,45.0,,0.45,40.050000000000004
2010-12-27,95,45.0,,0.45,42.75
2010-12-28,89,45.0,,0.45,40.050000000000004
2010-12-29,91,45.0,,0.45,40.95
2010-12-30,94,45.0,,0.45,42.300000000000004
2010-12-31,100,45.0,,0.45,45.0
2011-01-01,100,52.0,False,0.52,52.0
2011-01-02,92,52.0,,0.52,47.84
2011-01-03,74,52.0,,0.52,38.480000000000004
2011-01-04,74,52.0,,0.52,38.480000000000004
2011-01-05,70,52.0,,0.52,36.4
2011-01-06,71,52.0,,0.52,36.92
2011-01-07,75,52.0,,0.52,39.0
2011-01-08,87,52.0,,0.52,45.24
2011-01-09,83,52.0,,0.52,43.160000000000004
2011-01-10,70,52.0,,0.52,36.4
2011-01-11,68,52.0,,0.52,35.36
2011-01-12,72,52.0,,0.52,37.44
2011-01-13,73,52.0,,0.52,37.96
2011-01-14,75,52.0,,0.52,39.0
2011-01-15,90,52.0,,0.52,46.800000000000004
2011-01-16,86,52.0,,0.52,44.72
2011-01-17,82,52.0,,0.52,42.64
2011-01-18,70,52.0,,0.52,36.4
2011-01-19,74,52.0,,0.52,38.480000000000004
2011-01-20,71,52.0,,0.52,36.92
2011-01-21,78,52.0,,0.52,40.56
2011-01-22,93,52.0,,0.52,48.36
2011-01-23,87,52.0,,0.52,45.24
2011-01-24,69,52.0,,0.52,35.88
2011-01-25,70,52.0,,0.52,36.4
2011-01-26,68,52.0,,0.52,35.36
2011-01-27,76,52.0,,0.52,39.52
2011-01-28,80,52.0,,0.52,41.6
2011-01-29,93,52.0,,0.52,48.36
2011-01-30,88,52.0,,0.52,45.760000000000005
2011-01-31,68,52.0,,0.52,35.36
2011-02-01,63,56.0,False,0.56,35.28
2011-02-02,63,56.0,,0.56,35.28
2011-02-03,63,56.0,,0.56,35.28
2011-02-04,74,56.0,,0.56,41.440000000000005
2011-02-05,79,56.0,,0.56,44.24
2011-02-06,71,56.0,,0.56,39.760000000000005
2011-02-07,65,56.0,,0.56,36.400000000000006
2011-02-08,66,56.0,,0.56,36.96
2011-02-09,72,56.0,,0.56,40.32000000000001
2011-02-10,69,56.0,,0.56,38.64
2011-02-11,81,56.0,,0.56,45.36000000000001
2011-02-12,100,56.0,,0.56,56.00000000000001
2011-02-13,97,56.0,,0.56,54.32000000000001
2011-02-14,100,56.0,,0.56,56.00000000000001
2011-02-15,83,56.0,,0.56,46.480000000000004
2011-02-16,69,56.0,,0.56,38.64
2011-02-17,73,56.0,,0.56,40.88
2011-02-18,79,56.0,,0.56,44.24
2011-02-19,96,56.0,,0.56,53.760000000000005
2011-02-20,92,56.0,,0.56,51.52
2011-02-21,78,56.0,,0.56,43.68000000000001
2011-02-22,72,56.0,,0.56,40.32000000000001
2011-02-23,74,56.0,,0.56,41.440000000000005
2011-02-24,74,56.0,,0.56,41.440000000000005
2011-02-25,79,56.0,,0.56,44.24
2011-02-26,96,56.0,,0.56,53.760000000000005
2011-02-27,96,56.0,,0.56,53.760000000000005
2011-02-28,73,56.0,,0.56,40.88
2011-03-01,68,61.0,False,0.61,41.48
2011-03-02,70,61.0,,0.61,42.699999999999996
2011-03-03,66,61.0,,0.61,40.26
2011-03-04,78,61.0,,0.61,47.58
2011-03-05,98,61.0,,0.61,59.78
2011-03-06,93,61.0,,0.61,56.73
2011-03-07,71,61.0,,0.61,43.31
2011-03-08,70,61.0,,0.61,42.699999999999996
2011-03-09,67,61.0,,0.61,40.87
2011-03-10,71,61.0,,0.61,43.31
2011-03-11,73,61.0,,0.61,44.53
2011-03-12,89,61.0,,0.61,54.29
2011-03-13,95,61.0,,0.61,57.949999999999996
2011-03-14,75,61.0,,0.61,45.75
2011-03-15,66,61.0,,0.61,40.26
2011-03-16,72,61.0,,0.61,43.92
2011-03-17,69,61.0,,0.61,42.089999999999996
2011-03-18,83,61.0,,0.61,50.629999999999995
2011-03-19,95,61.0,,0.61,57.949999999999996
2011-03-20,100,61.0,,0.61,61.0
2011-03-21,78,61.0,,0.61,47.58
2011-03-22,73,61.0,,0.61,44.53
2011-03-23,77,61.0,,0.61,46.97
2011-03-24,71,61.0,,0.61,43.31
2011-03-25,83,61.0,,0.61,50.629999999999995
2011-03-26,94,61.0,,0.61,57.339999999999996
2011-03-27,91,61.0,,0.61,55.51
2011-03-28,79,61.0,,0.61,48.19
2011-03-29,73,61.0,,0.61,44.53
2011-03-30,76,61.0,,0.61,46.36
2011-03-31,76,61.0,,0.61,46.36
2011-04-01,81,66.0,False,0.66,53.46
2011-04-02,98,66.0,,0.66,64.68
2011-04-03,94,66.0,,0.66,62.040000000000006
2011-04-04,73,66.0,,0.66,48.18
2011-04-05,71,66.0,,0.66,46.86
2011-04-06,71,66.0,,0.66,46.86
2011-04-07,70,66.0,,0.66,46.2
2011-04-08,81,66.0,,0.66,53.46
2011-04-09,99,66.0,,0.66,65.34
2011-04-10,99,66.0,,0.66,65.34
2011-04-11,83,66.0,,0.66,54.78
2011-04-12,74,66.0,,0.66,48.84
2011-04-13,78,66.0,,0.66,51.480000000000004
2011-04-14,83,66.0,,0.66,54.78
2011-04-15,84,66.0,,0.66,55.440000000000005
2011-04-16,93,66.0,,0.66,61.38
2011-04-17,99,66.0,,0.66,65.34
2011-04-18,79,66.0,,0.66,52.14
2011-04-19,75,66.0,,0.66,49.5
2011-04-20,71,66.0,,0.66,46.86
2011-04-21,73,66.0,,0.66,48.18
2011-04-22,88,66.0,,0.66,58.080000000000005
2011-04-23,100,66.0,,0.66,66.0
2011-04-24,89,66.0,,0.66,58.74
2011-04-25,78,66.0,,0.66,51.480000000000004
2011-04-26,73,66.0,,0.66,48.18
2011-04-27,75,66.0,,0.66,49.5
2011-04-28,69,66.0,,0.66,45.54
2011-04-29,73,66.0,,0.66,48.18
2011-04-30,99,66.0,,0.66,65.34
2011-05-01,76,69.0,False,0.69,52.44
2011-05-02,60,69.0,,0.69,41.4
2011-05-03,57,69.0,,0.69,39.33
2011-05-04,62,69.0,,0.69,42.779999999999994
2011-05-05,61,69.0,,0.69,42.089999999999996
2011-05-06,73,69.0,,0.69,50.37
2011-05-07,93,69.0,,0.69,64.17
2011-05-08,100,69.0,,0.69,69.0
2011-05-09,65,69.0,,0.69,44.849999999999994
2011-05-10,67,69.0,,0.69,46.23
2011-05-11,63,69.0,,0.69,43.47
2011-05-12,61,69.0,,0.69,42.089999999999996
2011-05-13,68,69.0,,0.69,46.919999999999995
2011-05-14,80,69.0,,0.69,55.199999999999996
2011-05-15,82,69.0,,0.69,56.58
2011-05-16,59,69.0,,0.69,40.709999999999994
2011-05-17,61,69.0,,0.69,42.089999999999996
2011-05-18,57,69.0,,0.69,39.33
2011-05-19,56,69.0,,0.69,38.64
2011-05-20,64,69.0,,0.69,44.16
2011-05-21,76,69.0,,0.69,52.44
2011-05-22,75,69.0,,0.69,51.74999999999999
2011-05-23,62,69.0,,0.69,42.779999999999994
2011-05-24,56,69.0,,0.69,38.64
2011-05-25,60,69.0,,0.69,41.4
2011-05-26,56,69.0,,0.69,38.64
2011-05-27,65,69.0,,0.69,44.849999999999994
2011-05-28,79,69.0,,0.69,54.51
2011-05-29,81,69.0,,0.69,55.88999999999999
2011-05-30,75,69.0,,0.69,51.74999999999999
2011-05-31,65,69.0,,0.69,44.849999999999994
2011-06-01,77,63.0,False,0.63,48.51
2011-06-02,85,63.0,,0.63,53.55
2011-06-03,88,63.0,,0.63,55.44
2011-06-04,100,63.0,,0.63,63.0
2011-06-05,100,63.0,,0.63,63.0
2011-06-06,80,63.0,,0.63,50.4
2011-06-07,78,63.0,,0.63,49.14
2011-06-08,79,63.0,,0.63,49.77
2011-06-09,81,63.0,,0.63,51.03
2011-06-10,85,63.0,,0.63,53.55
2011-06-11,95,63.0,,0.63,59.85
2011-06-12,100,63.0,,0.63,63.0
2011-06-13,81,63.0,,0.63,51.03
2011-06-14,78,63.0,,0.63,49.14
2011-06-15,84,63.0,,0.63,52.92
2011-06-16,79,63.0,,0.63,49.77
2011-06-17,85,63.0,,0.63,53.55
2011-06-18,92,63.0,,0.63,57.96
2011-06-19,97,63.0,,0.63,61.11
2011-06-20,75,63.0,,0.63,47.25
2011-06-21,75,63.0,,0.63,47.25
2011-06-22,78,63.0,,0.63,49.14
2011-06-23,75,63.0,,0.63,47.25
2011-06-24,81,63.0,,0.63,51.03
2011-06-25,97,63.0,,0.63,61.11
2011-06-26,93,63.0,,0.63,58.59
2011-06-27,81,63.0,,0.63,51.03
2011-06-28,76,63.0,,0.63,47.88
2011-06-29,76,63.0,,0.63,47.88
2011-06-30,75,63.0,,0.63,47.25
2011-07-01,87,60.0,False,0.6,52.199999999999996
2011-07-02,100,60.0,,0.6,60.0
2011-07-03,97,60.0,,0.6,58.199999999999996
2011-07-04,96,60.0,,0.6,57.599999999999994
2011-07-05,72,60.0,,0.6,43.199999999999996
2011-07-06,80,60.0,,0.6,48.0
2011-07-07,81,60.0,,0.6,48.6
2011-07-08,82,60.0,,0.6,49.199999999999996
2011-07-09,90,60.0,,0.6,54.0
2011-07-10,97,60.0,,0.6,58.199999999999996
2011-07-11,76,60.0,,0.6,45.6
2011-07-12,74,60.0,,0.6,44.4
2011-07-13,77,60.0,,0.6,46.199999999999996
2011-07-14,86,60.0,,0.6,51.6
2011-07-15,85,60.0,,0.6,51.0
2011-07-16,94,60.0,,0.6,56.4
2011-07-17,81,60.0,,0.6,48.6
2011-07-18,81,60.0,,0.6,48.6
2011-07-19,75,60.0,,0.6,45.0
2011-07-20,71,60.0,,0.6,42.6
2011-07-21,77,60.0,,0.6,46.199999999999996
2011-07-22,79,60.0,,0.6,47.4
2011-07-23,80,60.0,,0.6,48.0
2011-07-24,85,60.0,,0.6,51.0
2011-07-25,80,60.0,,0.6,48.0
2011-07-26,76,60.0,,0.6,45.6
2011-07-27,73,60.0,,0.6,43.8
2011-07-28,74,60.0,,0.6,44.4
2011-07-29,79,60.0,,0.6,47.4
2011-07-30,92,60.0,,0.6,55.199999999999996
2011-07-31,89,60.0,,0.6,53.4
2011-08-01,83,55.0,False,0.55,45.650000000000006
2011-08-02,84,55.0,,0.55,46.2
2011-08-03,82,55.0,,0.55,45.1
2011-08-04,83,55.0,,0.55,45.650000000000006
2011-08-05,87,55.0,,0.55,47.85
2011-08-06,98,55.0,,0.55,53.900000000000006
2011-08-07,97,55.0,,0.55,53.35
2011-08-08,82,55.0,,0.55,45.1
2011-08-09,78,55.0,,0.55,42.900000000000006
2011-08-10,77,55.0,,0.55,42.35
2011-08-11,77,55.0,,0.55,42.35
2011-08-12,86,55.0,,0.55,47.300000000000004
2011-08-13,97,55.0,,0.55,53.35
2011-08-14,96,55.0,,0.55,52.800000000000004
2011-08-15,81,55.0,,0.55,44.550000000000004
2011-08-16,80,55.0,,0.55,44.0
2011-08-17,84,55.0,,0.55,46.2
2011-08-18,83,55.0,,0.55,45.650000000000006
2011-08-19,88,55.0,,0.55,48.400000000000006
2011-08-20,100,55.0,,0.55,55.00000000000001
2011-08-21,100,55.0,,0.55,55.00000000000001
2011-08-22,81,55.0,,0.55,44.550000000000004
2011-08-23,82,55.0,,0.55,45.1
2011-08-24,78,55.0,,0.55,42.900000000000006
2011-08-25,78,55.0,,0.55,42.900000000000006
2011-08-26,89,55.0,,0.55,48.95
2011-08-27,98,55.0,,0.55,53.900000000000006
