date,short sell_unscaled,short sell_monthly,isPartial,scale,short sell
2013-04-10,17,47.0,,0.47,7.989999999999999
2013-04-11,51,47.0,,0.47,23.97
2013-04-12,71,47.0,,0.47,33.37
2013-04-13,43,47.0,,0.47,20.209999999999997
2013-04-14,42,47.0,,0.47,19.74
2013-04-15,16,47.0,,0.47,7.52
2013-04-16,66,47.0,,0.47,31.02
2013-04-17,100,47.0,,0.47,47.0
2013-04-18,51,47.0,,0.47,23.97
2013-04-19,17,47.0,,0.47,7.989999999999999
2013-04-20,0,47.0,,0.47,0.0
2013-04-21,22,47.0,,0.47,10.34
2013-04-22,0,47.0,,0.47,0.0
2013-04-23,33,47.0,,0.47,15.51
2013-04-24,85,47.0,,0.47,39.949999999999996
2013-04-25,52,47.0,,0.47,24.439999999999998
2013-04-26,18,47.0,,0.47,8.459999999999999
2013-04-27,66,47.0,,0.47,31.02
2013-04-28,65,47.0,,0.47,30.549999999999997
2013-04-29,50,47.0,,0.47,23.5
2013-04-30,34,47.0,,0.47,15.979999999999999
2013-05-01,34,47.0,False,0.47,15.979999999999999
2013-05-02,34,47.0,,0.47,15.979999999999999
2013-05-03,53,47.0,,0.47,24.91
2013-05-04,43,47.0,,0.47,20.209999999999997
2013-05-05,21,47.0,,0.47,9.87
2013-05-06,67,47.0,,0.47,31.49
2013-05-07,17,47.0,,0.47,7.989999999999999
2013-05-08,84,47.0,,0.47,39.48
2013-05-09,51,47.0,,0.47,23.97
2013-05-10,36,47.0,,0.47,16.919999999999998
2013-05-11,0,47.0,,0.47,0.0
2013-05-12,89,47.0,,0.47,41.83
2013-05-13,34,47.0,,0.47,15.979999999999999
2013-05-14,85,47.0,,0.47,39.949999999999996
2013-05-15,68,47.0,,0.47,31.959999999999997
2013-05-16,34,47.0,,0.47,15.979999999999999
2013-05-17,54,47.0,,0.47,25.38
2013-05-18,44,47.0,,0.47,20.68
2013-05-19,42,47.0,,0.47,19.74
2013-05-20,50,47.0,,0.47,23.5
2013-05-21,100,47.0,,0.47,47.0
2013-05-22,51,47.0,,0.47,23.97
2013-05-23,52,47.0,,0.47,24.439999999999998
2013-05-24,73,47.0,,0.47,34.309999999999995
2013-05-25,67,47.0,,0.47,31.49
2013-05-26,23,47.0,,0.47,10.809999999999999
2013-05-27,21,47.0,,0.47,9.87
2013-05-28,34,47.0,,0.47,15.979999999999999
2013-05-29,68,47.0,,0.47,31.959999999999997
2013-05-30,17,47.0,,0.47,7.989999999999999
2013-05-31,0,47.0,,0.47,0.0
2013-06-01,31,43.0,False,0.43,13.33
2013-06-02,31,43.0,,0.43,13.33
2013-06-03,37,43.0,,0.43,15.91
2013-06-04,25,43.0,,0.43,10.75
2013-06-05,100,43.0,,0.43,43.0
2013-06-06,50,43.0,,0.43,21.5
2013-06-07,90,43.0,,0.43,38.7
2013-06-08,32,43.0,,0.43,13.76
2013-06-09,64,43.0,,0.43,27.52
2013-06-10,98,43.0,,0.43,42.14
2013-06-11,49,43.0,,0.43,21.07
2013-06-12,25,43.0,,0.43,10.75
2013-06-13,63,43.0,,0.43,27.09
2013-06-14,53,43.0,,0.43,22.79
2013-06-15,32,43.0,,0.43,13.76
2013-06-16,33,43.0,,0.43,14.19
2013-06-17,50,43.0,,0.43,21.5
2013-06-18,62,43.0,,0.43,26.66
2013-06-19,87,43.0,,0.43,37.41
2013-06-20,64,43.0,,0.43,27.52
2013-06-21,79,43.0,,0.43,33.97
2013-06-22,80,43.0,,0.43,34.4
2013-06-23,48,43.0,,0.43,20.64
2013-06-24,51,43.0,,0.43,21.93
2013-06-25,75,43.0,,0.43,32.25
2013-06-26,62,43.0,,0.43,26.66
2013-06-27,76,43.0,,0.43,32.68
2013-06-28,52,43.0,,0.43,22.36
2013-06-29,63,43.0,,0.43,27.09
2013-06-30,32,43.0,,0.43,13.76
2013-07-01,0,37.0,False,0.37,0.0
2013-07-02,43,37.0,,0.37,15.91
2013-07-03,15,37.0,,0.37,5.55
2013-07-04,37,37.0,,0.37,13.69
2013-07-05,17,37.0,,0.37,6.29
2013-07-06,36,37.0,,0.37,13.32
2013-07-07,18,37.0,,0.37,6.66
2013-07-08,29,37.0,,0.37,10.73
2013-07-09,42,37.0,,0.37,15.54
2013-07-10,86,37.0,,0.37,31.82
2013-07-11,15,37.0,,0.37,5.55
2013-07-12,0,37.0,,0.37,0.0
2013-07-13,17,37.0,,0.37,6.29
2013-07-14,0,37.0,,0.37,0.0
2013-07-15,0,37.0,,0.37,0.0
2013-07-16,14,37.0,,0.37,5.18
2013-07-17,14,37.0,,0.37,5.18
2013-07-18,87,37.0,,0.37,32.19
2013-07-19,45,37.0,,0.37,16.65
2013-07-20,18,37.0,,0.37,6.66
2013-07-21,18,37.0,,0.37,6.66
2013-07-22,70,37.0,,0.37,25.9
2013-07-23,70,37.0,,0.37,25.9
2013-07-24,43,37.0,,0.37,15.91
2013-07-25,15,37.0,,0.37,5.55
2013-07-26,30,37.0,,0.37,11.1
2013-07-27,18,37.0,,0.37,6.66
2013-07-28,36,37.0,,0.37,13.32
2013-07-29,57,37.0,,0.37,21.09
2013-07-30,100,37.0,,0.37,37.0
2013-07-31,14,37.0,,0.37,5.18
2013-08-01,68,44.0,False,0.44,29.92
2013-08-02,35,44.0,,0.44,15.4
2013-08-03,83,44.0,,0.44,36.52
2013-08-04,28,44.0,,0.44,12.32
2013-08-05,45,44.0,,0.44,19.8
2013-08-06,100,44.0,,0.44,44.0
2013-08-07,56,44.0,,0.44,24.64
2013-08-08,22,44.0,,0.44,9.68
2013-08-09,47,44.0,,0.44,20.68
2013-08-10,56,44.0,,0.44,24.64
2013-08-11,57,44.0,,0.44,25.080000000000002
2013-08-12,33,44.0,,0.44,14.52
2013-08-13,67,44.0,,0.44,29.48
2013-08-14,45,44.0,,0.44,19.8
2013-08-15,80,44.0,,0.44,35.2
2013-08-16,23,44.0,,0.44,10.12
2013-08-17,42,44.0,,0.44,18.48
2013-08-18,28,44.0,,0.44,12.32
2013-08-19,56,44.0,,0.44,24.64
2013-08-20,78,44.0,,0.44,34.32
2013-08-21,22,44.0,,0.44,9.68
2013-08-22,79,44.0,,0.44,34.76
2013-08-23,46,44.0,,0.44,20.24
2013-08-24,69,44.0,,0.44,30.36
2013-08-25,82,44.0,,0.44,36.08
2013-08-26,32,44.0,,0.44,14.08
2013-08-27,86,44.0,,0.44,37.84
2013-08-28,43,44.0,,0.44,18.92
2013-08-29,22,44.0,,0.44,9.68
2013-08-30,46,44.0,,0.44,20.24
2013-08-31,54,44.0,,0.44,23.76
2013-09-01,25,43.0,False,0.43,10.75
2013-09-02,22,43.0,,0.43,9.459999999999999
2013-09-03,0,43.0,,0.43,0.0
2013-09-04,96,43.0,,0.43,41.28
2013-09-05,19,43.0,,0.43,8.17
2013-09-06,60,43.0,,0.43,25.8
2013-09-07,24,43.0,,0.43,10.32
2013-09-08,46,43.0,,0.43,19.78
2013-09-09,38,43.0,,0.43,16.34
2013-09-10,37,43.0,,0.43,15.91
2013-09-11,19,43.0,,0.43,8.17
2013-09-12,0,43.0,,0.43,0.0
2013-09-13,39,43.0,,0.43,16.77
2013-09-14,24,43.0,,0.43,10.32
2013-09-15,68,43.0,,0.43,29.24
2013-09-16,75,43.0,,0.43,32.25
2013-09-17,19,43.0,,0.43,8.17
2013-09-18,58,43.0,,0.43,24.94
2013-09-19,19,43.0,,0.43,8.17
2013-09-20,100,43.0,,0.43,43.0
2013-09-21,24,43.0,,0.43,10.32
2013-09-22,23,43.0,,0.43,9.89
2013-09-23,58,43.0,,0.43,24.94
2013-09-24,19,43.0,,0.43,8.17
2013-09-25,39,43.0,,0.43,16.77
2013-09-26,60,43.0,,0.43,25.8
2013-09-27,83,43.0,,0.43,35.69
2013-09-28,99,43.0,,0.43,42.57
2013-09-29,0,43.0,,0.43,0.0
2013-09-30,77,43.0,,0.43,33.11
2013-10-01,49,58.0,False,0.58,28.419999999999998
2013-10-02,33,58.0,,0.58,19.139999999999997
2013-10-03,67,58.0,,0.58,38.86
2013-10-04,35,58.0,,0.58,20.299999999999997
2013-10-05,42,58.0,,0.58,24.36
2013-10-06,61,58.0,,0.58,35.379999999999995
2013-10-07,66,58.0,,0.58,38.279999999999994
2013-10-08,17,58.0,,0.58,9.86
2013-10-09,68,58.0,,0.58,39.44
2013-10-10,34,58.0,,0.58,19.72
2013-10-11,18,58.0,,0.58,10.44
2013-10-12,0,58.0,,0.58,0.0
2013-10-13,84,58.0,,0.58,48.72
2013-10-14,34,58.0,,0.58,19.72
2013-10-15,98,58.0,,0.58,56.839999999999996
2013-10-16,50,58.0,,0.58,28.999999999999996
2013-10-17,84,58.0,,0.58,48.72
2013-10-18,18,58.0,,0.58,10.44
2013-10-19,21,58.0,,0.58,12.18
2013-10-20,62,58.0,,0.58,35.96
2013-10-21,65,58.0,,0.58,37.699999999999996
2013-10-22,49,58.0,,0.58,28.419999999999998
2013-10-23,100,58.0,,0.58,57.99999999999999
2013-10-24,84,58.0,,0.58,48.72
2013-10-25,52,58.0,,0.58,30.159999999999997
2013-10-26,42,58.0,,0.58,24.36
2013-10-27,62,58.0,,0.58,35.96
2013-10-28,16,58.0,,0.58,9.28
2013-10-29,32,58.0,,0.58,18.56
2013-10-30,49,58.0,,0.58,28.419999999999998
2013-10-31,34,58.0,,0.58,19.72
2013-11-01,34,47.0,False,0.47,15.979999999999999
2013-11-02,39,47.0,,0.47,18.33
2013-11-03,19,47.0,,0.47,8.93
2013-11-04,31,47.0,,0.47,14.569999999999999
2013-11-05,31,47.0,,0.47,14.569999999999999
2013-11-06,46,47.0,,0.47,21.619999999999997
2013-11-07,86,47.0,,0.47,40.419999999999995
2013-11-08,90,47.0,,0.47,42.3
2013-11-09,29,47.0,,0.47,13.629999999999999
2013-11-10,20,47.0,,0.47,9.399999999999999
2013-11-11,55,47.0,,0.47,25.849999999999998
2013-11-12,69,47.0,,0.47,32.43
2013-11-13,100,47.0,,0.47,47.0
2013-11-14,39,47.0,,0.47,18.33
2013-11-15,72,47.0,,0.47,33.839999999999996
2013-11-16,57,47.0,,0.47,26.79
2013-11-17,75,47.0,,0.47,35.25
2013-11-18,30,47.0,,0.47,14.1
2013-11-19,68,47.0,,0.47,31.959999999999997
2013-11-20,15,47.0,,0.47,7.05
2013-11-21,15,47.0,,0.47,7.05
2013-11-22,32,47.0,,0.47,15.04
2013-11-23,76,47.0,,0.47,35.72
2013-11-24,19,47.0,,0.47,8.93
2013-11-25,31,47.0,,0.47,14.569999999999999
2013-11-26,78,47.0,,0.47,36.66
2013-11-27,33,47.0,,0.47,15.51
2013-11-28,40,47.0,,0.47,18.799999999999997
2013-11-29,47,47.0,,0.47,22.09
2013-11-30,48,47.0,,0.47,22.56
2013-12-01,47,42.0,False,0.42,19.74
2013-12-02,49,42.0,,0.42,20.58
2013-12-03,60,42.0,,0.42,25.2
2013-12-04,40,42.0,,0.42,16.8
2013-12-05,41,42.0,,0.42,17.22
2013-12-06,42,42.0,,0.42,17.64
2013-12-07,38,42.0,,0.42,15.959999999999999
2013-12-08,100,42.0,,0.42,42.0
2013-12-09,71,42.0,,0.42,29.82
2013-12-10,71,42.0,,0.42,29.82
2013-12-11,21,42.0,,0.42,8.82
2013-12-12,42,42.0,,0.42,17.64
2013-12-13,67,42.0,,0.42,28.14
2013-12-14,26,42.0,,0.42,10.92
2013-12-15,66,42.0,,0.42,27.72
2013-12-16,75,42.0,,0.42,31.5
2013-12-17,74,42.0,,0.42,31.08
2013-12-18,53,42.0,,0.42,22.259999999999998
2013-12-19,45,42.0,,0.42,18.9
2013-12-20,46,42.0,,0.42,19.32
2013-12-21,55,42.0,,0.42,23.099999999999998
2013-12-22,42,42.0,,0.42,17.64
2013-12-23,24,42.0,,0.42,10.08
2013-12-24,53,42.0,,0.42,22.259999999999998
2013-12-25,0,42.0,,0.42,0.0
2013-12-26,89,42.0,,0.42,37.379999999999995
2013-12-27,24,42.0,,0.42,10.08
2013-12-28,54,42.0,,0.42,22.68
2013-12-29,39,42.0,,0.42,16.38
2013-12-30,45,42.0,,0.42,18.9
2013-12-31,71,42.0,,0.42,29.82
2014-01-01,19,42.0,False,0.42,7.9799999999999995
2014-01-02,30,42.0,,0.42,12.6
2014-01-03,45,42.0,,0.42,18.9
2014-01-04,52,42.0,,0.42,21.84
2014-01-05,68,42.0,,0.42,28.56
2014-01-06,14,42.0,,0.42,5.88
2014-01-07,14,42.0,,0.42,5.88
2014-01-08,58,42.0,,0.42,24.36
2014-01-09,44,42.0,,0.42,18.48
2014-01-10,44,42.0,,0.42,18.48
2014-01-11,52,42.0,,0.42,21.84
2014-01-12,34,42.0,,0.42,14.28
2014-01-13,71,42.0,,0.42,29.82
2014-01-14,70,42.0,,0.42,29.4
2014-01-15,43,42.0,,0.42,18.06
2014-01-16,71,42.0,,0.42,29.82
2014-01-17,29,42.0,,0.42,12.18
2014-01-18,18,42.0,,0.42,7.56
2014-01-19,35,42.0,,0.42,14.7
2014-01-20,44,42.0,,0.42,18.48
2014-01-21,28,42.0,,0.42,11.76
2014-01-22,14,42.0,,0.42,5.88
2014-01-23,14,42.0,,0.42,5.88
2014-01-24,100,42.0,,0.42,42.0
2014-01-25,17,42.0,,0.42,7.14
2014-01-26,17,42.0,,0.42,7.14
2014-01-27,94,42.0,,0.42,39.48
2014-01-28,14,42.0,,0.42,5.88
2014-01-29,42,42.0,,0.42,17.64
2014-01-30,43,42.0,,0.42,18.06
2014-01-31,0,42.0,,0.42,0.0
2014-02-01,39,49.0,False,0.49,19.11
2014-02-02,38,49.0,,0.49,18.62
2014-02-03,62,49.0,,0.49,30.38
2014-02-04,31,49.0,,0.49,15.19
2014-02-05,64,49.0,,0.49,31.36
2014-02-06,47,49.0,,0.49,23.03
2014-02-07,76,49.0,,0.49,37.24
2014-02-08,87,49.0,,0.49,42.63
2014-02-09,57,49.0,,0.49,27.93
2014-02-10,46,49.0,,0.49,22.54
2014-02-11,100,49.0,,0.49,49.0
2014-02-12,55,49.0,,0.49,26.95
2014-02-13,55,49.0,,0.49,26.95
2014-02-14,75,49.0,,0.49,36.75
2014-02-15,20,49.0,,0.49,9.8
2014-02-16,60,49.0,,0.49,29.4
2014-02-17,41,49.0,,0.49,20.09
2014-02-18,55,49.0,,0.49,26.95
2014-02-19,48,49.0,,0.49,23.52
2014-02-20,63,49.0,,0.49,30.87
2014-02-21,49,49.0,,0.49,24.009999999999998
2014-02-22,50,49.0,,0.49,24.5
2014-02-23,59,49.0,,0.49,28.91
2014-02-24,47,49.0,,0.49,23.03
2014-02-25,70,49.0,,0.49,34.3
2014-02-26,31,49.0,,0.49,15.19
2014-02-27,63,49.0,,0.49,30.87
2014-02-28,41,49.0,,0.49,20.09
2014-03-01,54,54.0,False,0.54,29.160000000000004
2014-03-02,43,54.0,,0.54,23.220000000000002
2014-03-03,59,54.0,,0.54,31.860000000000003
2014-03-04,96,54.0,,0.54,51.84
2014-03-05,44,54.0,,0.54,23.76
2014-03-06,53,54.0,,0.54,28.62
2014-03-07,83,54.0,,0.54,44.82
2014-03-08,44,54.0,,0.54,23.76
2014-03-09,44,54.0,,0.54,23.76
2014-03-10,90,54.0,,0.54,48.6
2014-03-11,54,54.0,,0.54,29.160000000000004
2014-03-12,89,54.0,,0.54,48.06
2014-03-13,100,54.0,,0.54,54.0
2014-03-14,29,54.0,,0.54,15.66
2014-03-15,34,54.0,,0.54,18.36
2014-03-16,33,54.0,,0.54,17.82
2014-03-17,71,54.0,,0.54,38.34
2014-03-18,72,54.0,,0.54,38.88
2014-03-19,54,54.0,,0.54,29.160000000000004
2014-03-20,54,54.0,,0.54,29.160000000000004
2014-03-21,67,54.0,,0.54,36.18
2014-03-22,44,54.0,,0.54,23.76
2014-03-23,55,54.0,,0.54,29.700000000000003
2014-03-24,44,54.0,,0.54,23.76
2014-03-25,44,54.0,,0.54,23.76
2014-03-26,36,54.0,,0.54,19.44
2014-03-27,63,54.0,,0.54,34.02
2014-03-28,83,54.0,,0.54,44.82
2014-03-29,22,54.0,,0.54,11.88
2014-03-30,54,54.0,,0.54,29.160000000000004
2014-03-31,45,54.0,,0.54,24.3
2014-04-01,27,46.0,False,0.46,12.42
2014-04-02,55,46.0,,0.46,25.3
2014-04-03,33,46.0,,0.46,15.180000000000001
2014-04-04,91,46.0,,0.46,41.86
2014-04-05,21,46.0,,0.46,9.66
2014-04-06,14,46.0,,0.46,6.44
2014-04-07,37,46.0,,0.46,17.02
2014-04-08,44,46.0,,0.46,20.240000000000002
2014-04-09,33,46.0,,0.46,15.180000000000001
2014-04-10,34,46.0,,0.46,15.64
2014-04-11,12,46.0,,0.46,5.5200000000000005
2014-04-12,37,46.0,,0.46,17.02
2014-04-13,14,46.0,,0.46,6.44
2014-04-14,49,46.0,,0.46,22.540000000000003
2014-04-15,42,46.0,,0.46,19.32
2014-04-16,56,46.0,,0.46,25.76
2014-04-17,46,46.0,,0.46,21.16
2014-04-18,37,46.0,,0.46,17.02
2014-04-19,14,46.0,,0.46,6.44
2014-04-20,15,46.0,,0.46,6.9
2014-04-21,17,46.0,,0.46,7.82
2014-04-22,22,46.0,,0.46,10.120000000000001
2014-04-23,49,46.0,,0.46,22.540000000000003
2014-04-24,28,46.0,,0.46,12.88
2014-04-25,23,46.0,,0.46,10.58
2014-04-26,100,46.0,,0.46,46.0
2014-04-27,35,46.0,,0.46,16.1
2014-04-28,27,46.0,,0.46,12.42
2014-04-29,11,46.0,,0.46,5.0600000000000005
2014-04-30,43,46.0,,0.46,19.78
2014-05-01,65,41.0,False,0.41,26.65
2014-05-02,57,41.0,,0.41,23.369999999999997
2014-05-03,42,41.0,,0.41,17.22
2014-05-04,27,41.0,,0.41,11.069999999999999
2014-05-05,44,41.0,,0.41,18.04
2014-05-06,54,41.0,,0.41,22.139999999999997
2014-05-07,88,41.0,,0.41,36.08
2014-05-08,100,41.0,,0.41,41.0
2014-05-09,91,41.0,,0.41,37.309999999999995
2014-05-10,84,41.0,,0.41,34.44
2014-05-11,73,41.0,,0.41,29.93
2014-05-12,88,41.0,,0.41,36.08
2014-05-13,43,41.0,,0.41,17.63
2014-05-14,44,41.0,,0.41,18.04
2014-05-15,22,41.0,,0.41,9.02
2014-05-16,45,41.0,,0.41,18.45
2014-05-17,43,41.0,,0.41,17.63
2014-05-18,29,41.0,,0.41,11.889999999999999
2014-05-19,77,41.0,,0.41,31.569999999999997
2014-05-20,68,41.0,,0.41,27.88
2014-05-21,100,41.0,,0.41,41.0
2014-05-22,62,41.0,,0.41,25.419999999999998
2014-05-23,53,41.0,,0.41,21.73
2014-05-24,51,41.0,,0.41,20.91
2014-05-25,70,41.0,,0.41,28.7
2014-05-26,32,41.0,,0.41,13.12
2014-05-27,37,41.0,,0.41,15.17
2014-05-28,24,41.0,,0.41,9.84
2014-05-29,50,41.0,,0.41,20.5
2014-05-30,26,41.0,,0.41,10.66
2014-05-31,81,41.0,,0.41,33.21
2014-06-01,94,42.0,False,0.42,39.48
2014-06-02,74,42.0,,0.42,31.08
2014-06-03,60,42.0,,0.42,25.2
2014-06-04,73,42.0,,0.42,30.66
2014-06-05,99,42.0,,0.42,41.58
2014-06-06,64,42.0,,0.42,26.88
2014-06-07,32,42.0,,0.42,13.44
2014-06-08,32,42.0,,0.42,13.44
2014-06-09,24,42.0,,0.42,10.08
2014-06-10,99,42.0,,0.42,41.58
2014-06-11,74,42.0,,0.42,31.08
2014-06-12,74,42.0,,0.42,31.08
2014-06-13,52,42.0,,0.42,21.84
2014-06-14,48,42.0,,0.42,20.16
2014-06-15,67,42.0,,0.42,28.14
2014-06-16,100,42.0,,0.42,42.0
2014-06-17,75,42.0,,0.42,31.5
2014-06-18,88,42.0,,0.42,36.96
2014-06-19,50,42.0,,0.42,21.0
2014-06-20,39,42.0,,0.42,16.38
2014-06-21,48,42.0,,0.42,20.16
2014-06-22,65,42.0,,0.42,27.3
2014-06-23,25,42.0,,0.42,10.5
2014-06-24,74,42.0,,0.42,31.08
2014-06-25,62,42.0,,0.42,26.04
2014-06-26,100,42.0,,0.42,42.0
2014-06-27,78,42.0,,0.42,32.76
2014-06-28,95,42.0,,0.42,39.9
2014-06-29,64,42.0,,0.42,26.88
2014-06-30,63,42.0,,0.42,26.459999999999997
2014-07-01,53,37.0,False,0.37,19.61
2014-07-02,65,37.0,,0.37,24.05
2014-07-03,45,37.0,,0.37,16.65
2014-07-04,0,37.0,,0.37,0.0
2014-07-05,30,37.0,,0.37,11.1
2014-07-06,84,37.0,,0.37,31.08
2014-07-07,21,37.0,,0.37,7.77
2014-07-08,42,37.0,,0.37,15.54
2014-07-09,64,37.0,,0.37,23.68
2014-07-10,43,37.0,,0.37,15.91
2014-07-11,77,37.0,,0.37,28.49
2014-07-12,39,37.0,,0.37,14.43
2014-07-13,26,37.0,,0.37,9.62
2014-07-14,42,37.0,,0.37,15.54
2014-07-15,41,37.0,,0.37,15.17
2014-07-16,32,37.0,,0.37,11.84
2014-07-17,43,37.0,,0.37,15.91
2014-07-18,100,37.0,,0.37,37.0
2014-07-19,40,37.0,,0.37,14.8
2014-07-20,0,37.0,,0.37,0.0
2014-07-21,43,37.0,,0.37,15.91
2014-07-22,73,37.0,,0.37,27.009999999999998
2014-07-23,86,37.0,,0.37,31.82
2014-07-24,21,37.0,,0.37,7.77
2014-07-25,89,37.0,,0.37,32.93
2014-07-26,27,37.0,,0.37,9.99
2014-07-27,40,37.0,,0.37,14.8
2014-07-28,31,37.0,,0.37,11.47
2014-07-29,52,37.0,,0.37,19.24
2014-07-30,42,37.0,,0.37,15.54
2014-07-31,42,37.0,,0.37,15.54
2014-08-01,29,42.0,False,0.42,12.18
2014-08-02,58,42.0,,0.42,24.36
2014-08-03,23,42.0,,0.42,9.66
2014-08-04,65,42.0,,0.42,27.3
2014-08-05,65,42.0,,0.42,27.3
2014-08-06,37,42.0,,0.42,15.54
2014-08-07,100,42.0,,0.42,42.0
2014-08-08,99,42.0,,0.42,41.58
2014-08-09,36,42.0,,0.42,15.12
2014-08-10,59,42.0,,0.42,24.779999999999998
2014-08-11,64,42.0,,0.42,26.88
2014-08-12,26,42.0,,0.42,10.92
2014-08-13,27,42.0,,0.42,11.34
2014-08-14,66,42.0,,0.42,27.72
2014-08-15,19,42.0,,0.42,7.9799999999999995
2014-08-16,23,42.0,,0.42,9.66
2014-08-17,47,42.0,,0.42,19.74
2014-08-18,0,42.0,,0.42,0.0
2014-08-19,46,42.0,,0.42,19.32
2014-08-20,74,42.0,,0.42,31.08
2014-08-21,73,42.0,,0.42,30.66
2014-08-22,76,42.0,,0.42,31.919999999999998
2014-08-23,23,42.0,,0.42,9.66
2014-08-24,46,42.0,,0.42,19.32
2014-08-25,18,42.0,,0.42,7.56
2014-08-26,18,42.0,,0.42,7.56
2014-08-27,36,42.0,,0.42,15.12
2014-08-28,63,42.0,,0.42,26.459999999999997
2014-08-29,76,42.0,,0.42,31.919999999999998
2014-08-30,23,42.0,,0.42,9.66
2014-08-31,23,42.0,,0.42,9.66
2014-09-01,67,49.0,False,0.49,32.83
2014-09-02,44,49.0,,0.49,21.56
2014-09-03,22,49.0,,0.49,10.78
2014-09-04,45,49.0,,0.49,22.05
2014-09-05,35,49.0,,0.49,17.15
2014-09-06,28,49.0,,0.49,13.719999999999999
2014-09-07,41,49.0,,0.49,20.09
2014-09-08,89,49.0,,0.49,43.61
2014-09-09,64,49.0,,0.49,31.36
2014-09-10,55,49.0,,0.49,26.95
2014-09-11,22,49.0,,0.49,10.78
2014-09-12,80,49.0,,0.49,39.2
2014-09-13,28,49.0,,0.49,13.719999999999999
2014-09-14,69,49.0,,0.49,33.81
2014-09-15,66,49.0,,0.49,32.339999999999996
2014-09-16,99,49.0,,0.49,48.51
2014-09-17,88,49.0,,0.49,43.12
2014-09-18,45,49.0,,0.49,22.05
2014-09-19,46,49.0,,0.49,22.54
2014-09-20,29,49.0,,0.49,14.209999999999999
2014-09-21,41,49.0,,0.49,20.09
2014-09-22,88,49.0,,0.49,43.12
2014-09-23,88,49.0,,0.49,43.12
2014-09-24,100,49.0,,0.49,49.0
2014-09-25,34,49.0,,0.49,16.66
2014-09-26,82,49.0,,0.49,40.18
2014-09-27,29,49.0,,0.49,14.209999999999999
2014-09-28,57,49.0,,0.49,27.93
2014-09-29,55,49.0,,0.49,26.95
2014-09-30,65,49.0,,0.49,31.849999999999998
2014-10-01,49,45.0,False,0.45,22.05
2014-10-02,45,45.0,,0.45,20.25
2014-10-03,29,45.0,,0.45,13.05
2014-10-04,14,45.0,,0.45,6.3
2014-10-05,29,45.0,,0.45,13.05
2014-10-06,28,45.0,,0.45,12.6
2014-10-07,44,45.0,,0.45,19.8
2014-10-08,33,45.0,,0.45,14.85
2014-10-09,22,45.0,,0.45,9.9
2014-10-10,41,45.0,,0.45,18.45
2014-10-11,0,45.0,,0.45,0.0
2014-10-12,21,45.0,,0.45,9.450000000000001
2014-10-13,56,45.0,,0.45,25.2
2014-10-14,27,45.0,,0.45,12.15
2014-10-15,16,45.0,,0.45,7.2
2014-10-16,17,45.0,,0.45,7.65
2014-10-17,52,45.0,,0.45,23.400000000000002
2014-10-18,22,45.0,,0.45,9.9
2014-10-19,100,45.0,,0.45,45.0
2014-10-20,28,45.0,,0.45,12.6
2014-10-21,38,45.0,,0.45,17.1
2014-10-22,16,45.0,,0.45,7.2
2014-10-23,33,45.0,,0.45,14.85
2014-10-24,23,45.0,,0.45,10.35
2014-10-25,14,45.0,,0.45,6.3
2014-10-26,42,45.0,,0.45,18.900000000000002
2014-10-27,22,45.0,,0.45,9.9
2014-10-28,21,45.0,,0.45,9.450000000000001
2014-10-29,27,45.0,,0.45,12.15
2014-10-30,22,45.0,,0.45,9.9
2014-10-31,36,45.0,,0.45,16.2
2014-11-01,0,33.0,False,0.33,0.0
2014-11-02,0,33.0,,0.33,0.0
2014-11-03,49,33.0,,0.33,16.17
2014-11-04,48,33.0,,0.33,15.84
2014-11-05,77,33.0,,0.33,25.41
2014-11-06,48,33.0,,0.33,15.84
2014-11-07,34,33.0,,0.33,11.22
2014-11-08,41,33.0,,0.33,13.530000000000001
2014-11-09,62,33.0,,0.33,20.46
2014-11-10,0,33.0,,0.33,0.0
2014-11-11,16,33.0,,0.33,5.28
2014-11-12,64,33.0,,0.33,21.12
2014-11-13,64,33.0,,0.33,21.12
2014-11-14,33,33.0,,0.33,10.89
2014-11-15,0,33.0,,0.33,0.0
2014-11-16,40,33.0,,0.33,13.200000000000001
2014-11-17,62,33.0,,0.33,20.46
2014-11-18,17,33.0,,0.33,5.61
2014-11-19,100,33.0,,0.33,33.0
2014-11-20,64,33.0,,0.33,21.12
2014-11-21,33,33.0,,0.33,10.89
2014-11-22,20,33.0,,0.33,6.6000000000000005
2014-11-23,0,33.0,,0.33,0.0
2014-11-24,79,33.0,,0.33,26.07
2014-11-25,32,33.0,,0.33,10.56
2014-11-26,17,33.0,,0.33,5.61
2014-11-27,0,33.0,,0.33,0.0
2014-11-28,20,33.0,,0.33,6.6000000000000005
2014-11-29,0,33.0,,0.33,0.0
2014-11-30,0,33.0,,0.33,0.0
2014-12-01,24,40.0,False,0.4,9.600000000000001
2014-12-02,24,40.0,,0.4,9.600000000000001
2014-12-03,31,40.0,,0.4,12.4
2014-12-04,13,40.0,,0.4,5.2
2014-12-05,13,40.0,,0.4,5.2
2014-12-06,16,40.0,,0.4,6.4
2014-12-07,16,40.0,,0.4,6.4
2014-12-08,50,40.0,,0.4,20.0
2014-12-09,49,40.0,,0.4,19.6
2014-12-10,25,40.0,,0.4,10.0
2014-12-11,45,40.0,,0.4,18.0
2014-12-12,67,40.0,,0.4,26.8
2014-12-13,0,40.0,,0.4,0.0
2014-12-14,25,40.0,,0.4,10.0
2014-12-15,26,40.0,,0.4,10.4
