date,short sell_unscaled,short sell_monthly,isPartial,scale,short sell
2011-08-17,29,80.0,,0.8,23.200000000000003
2011-08-18,19,80.0,,0.8,15.200000000000001
2011-08-19,29,80.0,,0.8,23.200000000000003
2011-08-20,24,80.0,,0.8,19.200000000000003
2011-08-21,12,80.0,,0.8,9.600000000000001
2011-08-22,0,80.0,,0.8,0.0
2011-08-23,27,80.0,,0.8,21.6
2011-08-24,37,80.0,,0.8,29.6
2011-08-25,47,80.0,,0.8,37.6
2011-08-26,10,80.0,,0.8,8.0
2011-08-27,12,80.0,,0.8,9.600000000000001
2011-08-28,0,80.0,,0.8,0.0
2011-08-29,28,80.0,,0.8,22.400000000000002
2011-08-30,9,80.0,,0.8,7.2
2011-08-31,18,80.0,,0.8,14.4
2011-09-01,100,58.0,False,0.58,57.99999999999999
2011-09-02,65,58.0,,0.58,37.699999999999996
2011-09-03,32,58.0,,0.58,18.56
2011-09-04,65,58.0,,0.58,37.699999999999996
2011-09-05,43,58.0,,0.58,24.939999999999998
2011-09-06,36,58.0,,0.58,20.88
2011-09-07,84,58.0,,0.58,48.72
2011-09-08,49,58.0,,0.58,28.419999999999998
2011-09-09,76,58.0,,0.58,44.08
2011-09-10,0,58.0,,0.58,0.0
2011-09-11,60,58.0,,0.58,34.8
2011-09-12,24,58.0,,0.58,13.919999999999998
2011-09-13,47,58.0,,0.58,27.259999999999998
2011-09-14,95,58.0,,0.58,55.099999999999994
2011-09-15,60,58.0,,0.58,34.8
2011-09-16,63,58.0,,0.58,36.54
2011-09-17,47,58.0,,0.58,27.259999999999998
2011-09-18,45,58.0,,0.58,26.099999999999998
2011-09-19,71,58.0,,0.58,41.18
2011-09-20,47,58.0,,0.58,27.259999999999998
2011-09-21,36,58.0,,0.58,20.88
2011-09-22,84,58.0,,0.58,48.72
2011-09-23,37,58.0,,0.58,21.459999999999997
2011-09-24,31,58.0,,0.58,17.98
2011-09-25,60,58.0,,0.58,34.8
2011-09-26,47,58.0,,0.58,27.259999999999998
2011-09-27,70,58.0,,0.58,40.599999999999994
2011-09-28,35,58.0,,0.58,20.299999999999997
2011-09-29,36,58.0,,0.58,20.88
2011-09-30,50,58.0,,0.58,28.999999999999996
2011-10-01,50,62.0,False,0.62,31.0
2011-10-02,100,62.0,,0.62,62.0
2011-10-03,39,62.0,,0.62,24.18
2011-10-04,57,62.0,,0.62,35.339999999999996
2011-10-05,58,62.0,,0.62,35.96
2011-10-06,58,62.0,,0.62,35.96
2011-10-07,61,62.0,,0.62,37.82
2011-10-08,50,62.0,,0.62,31.0
2011-10-09,25,62.0,,0.62,15.5
2011-10-10,0,62.0,,0.62,0.0
2011-10-11,54,62.0,,0.62,33.48
2011-10-12,36,62.0,,0.62,22.32
2011-10-13,0,62.0,,0.62,0.0
2011-10-14,40,62.0,,0.62,24.8
2011-10-15,25,62.0,,0.62,15.5
2011-10-16,97,62.0,,0.62,60.14
2011-10-17,19,62.0,,0.62,11.78
2011-10-18,57,62.0,,0.62,35.339999999999996
2011-10-19,94,62.0,,0.62,58.28
2011-10-20,58,62.0,,0.62,35.96
2011-10-21,62,62.0,,0.62,38.44
2011-10-22,25,62.0,,0.62,15.5
2011-10-23,24,62.0,,0.62,14.879999999999999
2011-10-24,38,62.0,,0.62,23.56
2011-10-25,57,62.0,,0.62,35.339999999999996
2011-10-26,38,62.0,,0.62,23.56
2011-10-27,76,62.0,,0.62,47.12
2011-10-28,80,62.0,,0.62,49.6
2011-10-29,73,62.0,,0.62,45.26
2011-10-30,0,62.0,,0.62,0.0
2011-10-31,60,62.0,,0.62,37.2
2011-11-01,42,58.0,False,0.58,24.36
2011-11-02,40,58.0,,0.58,23.2
2011-11-03,51,58.0,,0.58,29.58
2011-11-04,32,58.0,,0.58,18.56
2011-11-05,25,58.0,,0.58,14.499999999999998
2011-11-06,25,58.0,,0.58,14.499999999999998
2011-11-07,40,58.0,,0.58,23.2
2011-11-08,30,58.0,,0.58,17.4
2011-11-09,89,58.0,,0.58,51.62
2011-11-10,80,58.0,,0.58,46.4
2011-11-11,85,58.0,,0.58,49.3
2011-11-12,0,58.0,,0.58,0.0
2011-11-13,37,58.0,,0.58,21.459999999999997
2011-11-14,40,58.0,,0.58,23.2
2011-11-15,58,58.0,,0.58,33.64
2011-11-16,39,58.0,,0.58,22.619999999999997
2011-11-17,70,58.0,,0.58,40.599999999999994
2011-11-18,73,58.0,,0.58,42.339999999999996
2011-11-19,88,58.0,,0.58,51.04
2011-11-20,100,58.0,,0.58,57.99999999999999
2011-11-21,40,58.0,,0.58,23.2
2011-11-22,40,58.0,,0.58,23.2
2011-11-23,53,58.0,,0.58,30.74
2011-11-24,39,58.0,,0.58,22.619999999999997
2011-11-25,50,58.0,,0.58,28.999999999999996
2011-11-26,25,58.0,,0.58,14.499999999999998
2011-11-27,50,58.0,,0.58,28.999999999999996
2011-11-28,48,58.0,,0.58,27.839999999999996
2011-11-29,47,58.0,,0.58,27.259999999999998
2011-11-30,67,58.0,,0.58,38.86
2011-12-01,100,47.0,False,0.47,47.0
2011-12-02,59,47.0,,0.47,27.729999999999997
2011-12-03,36,47.0,,0.47,16.919999999999998
2011-12-04,54,47.0,,0.47,25.38
2011-12-05,28,47.0,,0.47,13.16
2011-12-06,14,47.0,,0.47,6.58
2011-12-07,42,47.0,,0.47,19.74
2011-12-08,58,47.0,,0.47,27.259999999999998
2011-12-09,30,47.0,,0.47,14.1
2011-12-10,35,47.0,,0.47,16.45
2011-12-11,18,47.0,,0.47,8.459999999999999
2011-12-12,28,47.0,,0.47,13.16
2011-12-13,42,47.0,,0.47,19.74
2011-12-14,0,47.0,,0.47,0.0
2011-12-15,44,47.0,,0.47,20.68
2011-12-16,76,47.0,,0.47,35.72
2011-12-17,0,47.0,,0.47,0.0
2011-12-18,19,47.0,,0.47,8.93
2011-12-19,15,47.0,,0.47,7.05
2011-12-20,44,47.0,,0.47,20.68
2011-12-21,61,47.0,,0.47,28.669999999999998
2011-12-22,0,47.0,,0.47,0.0
2011-12-23,34,47.0,,0.47,15.979999999999999
2011-12-24,20,47.0,,0.47,9.399999999999999
2011-12-25,45,47.0,,0.47,21.15
2011-12-26,0,47.0,,0.47,0.0
2011-12-27,16,47.0,,0.47,7.52
2011-12-28,61,47.0,,0.47,28.669999999999998
2011-12-29,47,47.0,,0.47,22.09
2011-12-30,0,47.0,,0.47,0.0
2011-12-31,0,47.0,,0.47,0.0
2012-01-01,26,61.0,False,0.61,15.86
2012-01-02,61,61.0,,0.61,37.21
2012-01-03,27,61.0,,0.61,16.47
2012-01-04,45,61.0,,0.61,27.45
2012-01-05,100,61.0,,0.61,61.0
2012-01-06,19,61.0,,0.61,11.59
2012-01-07,0,61.0,,0.61,0.0
2012-01-08,55,61.0,,0.61,33.55
2012-01-09,27,61.0,,0.61,16.47
2012-01-10,44,61.0,,0.61,26.84
2012-01-11,44,61.0,,0.61,26.84
2012-01-12,27,61.0,,0.61,16.47
2012-01-13,27,61.0,,0.61,16.47
2012-01-14,44,61.0,,0.61,26.84
2012-01-15,44,61.0,,0.61,26.84
2012-01-16,64,61.0,,0.61,39.04
2012-01-17,44,61.0,,0.61,26.84
2012-01-18,52,61.0,,0.61,31.72
2012-01-19,88,61.0,,0.61,53.68
2012-01-20,36,61.0,,0.61,21.96
2012-01-21,21,61.0,,0.61,12.81
2012-01-22,63,61.0,,0.61,38.43
2012-01-23,86,61.0,,0.61,52.46
2012-01-24,69,61.0,,0.61,42.089999999999996
2012-01-25,26,61.0,,0.61,15.86
2012-01-26,52,61.0,,0.61,31.72
2012-01-27,36,61.0,,0.61,21.96
2012-01-28,64,61.0,,0.61,39.04
2012-01-29,76,61.0,,0.61,46.36
2012-01-30,69,61.0,,0.61,42.089999999999996
2012-01-31,78,61.0,,0.61,47.58
2012-02-01,51,57.0,False,0.57,29.069999999999997
2012-02-02,41,57.0,,0.57,23.369999999999997
2012-02-03,53,57.0,,0.57,30.209999999999997
2012-02-04,100,57.0,,0.57,56.99999999999999
2012-02-05,63,57.0,,0.57,35.91
2012-02-06,42,57.0,,0.57,23.939999999999998
2012-02-07,41,57.0,,0.57,23.369999999999997
2012-02-08,71,57.0,,0.57,40.47
2012-02-09,41,57.0,,0.57,23.369999999999997
2012-02-10,43,57.0,,0.57,24.509999999999998
2012-02-11,75,57.0,,0.57,42.74999999999999
2012-02-12,36,57.0,,0.57,20.52
2012-02-13,60,57.0,,0.57,34.199999999999996
2012-02-14,0,57.0,,0.57,0.0
2012-02-15,94,57.0,,0.57,53.58
2012-02-16,41,57.0,,0.57,23.369999999999997
2012-02-17,75,57.0,,0.57,42.74999999999999
2012-02-18,0,57.0,,0.57,0.0
2012-02-19,51,57.0,,0.57,29.069999999999997
2012-02-20,53,57.0,,0.57,30.209999999999997
2012-02-21,41,57.0,,0.57,23.369999999999997
2012-02-22,41,57.0,,0.57,23.369999999999997
2012-02-23,61,57.0,,0.57,34.769999999999996
2012-02-24,73,57.0,,0.57,41.61
2012-02-25,38,57.0,,0.57,21.659999999999997
2012-02-26,26,57.0,,0.57,14.819999999999999
2012-02-27,51,57.0,,0.57,29.069999999999997
2012-02-28,60,57.0,,0.57,34.199999999999996
2012-02-29,70,57.0,,0.57,39.9
2012-03-01,59,58.0,False,0.58,34.22
2012-03-02,16,58.0,,0.58,9.28
2012-03-03,19,58.0,,0.58,11.02
2012-03-04,0,58.0,,0.58,0.0
2012-03-05,30,58.0,,0.58,17.4
2012-03-06,28,58.0,,0.58,16.24
2012-03-07,28,58.0,,0.58,16.24
2012-03-08,42,58.0,,0.58,24.36
2012-03-09,42,58.0,,0.58,24.36
2012-03-10,35,58.0,,0.58,20.299999999999997
2012-03-11,53,58.0,,0.58,30.74
2012-03-12,43,58.0,,0.58,24.939999999999998
2012-03-13,43,58.0,,0.58,24.939999999999998
2012-03-14,71,58.0,,0.58,41.18
2012-03-15,29,58.0,,0.58,16.82
2012-03-16,59,58.0,,0.58,34.22
2012-03-17,18,58.0,,0.58,10.44
2012-03-18,36,58.0,,0.58,20.88
2012-03-19,70,58.0,,0.58,40.599999999999994
2012-03-20,14,58.0,,0.58,8.12
2012-03-21,70,58.0,,0.58,40.599999999999994
2012-03-22,100,58.0,,0.58,57.99999999999999
2012-03-23,45,58.0,,0.58,26.099999999999998
2012-03-24,18,58.0,,0.58,10.44
2012-03-25,17,58.0,,0.58,9.86
2012-03-26,42,58.0,,0.58,24.36
2012-03-27,28,58.0,,0.58,16.24
2012-03-28,56,58.0,,0.58,32.48
2012-03-29,28,58.0,,0.58,16.24
2012-03-30,30,58.0,,0.58,17.4
2012-03-31,33,58.0,,0.58,19.139999999999997
2012-04-01,41,65.0,False,0.65,26.650000000000002
2012-04-02,100,65.0,,0.65,65.0
2012-04-03,65,65.0,,0.65,42.25
2012-04-04,16,65.0,,0.65,10.4
2012-04-05,34,65.0,,0.65,22.1
2012-04-06,0,65.0,,0.65,0.0
2012-04-07,65,65.0,,0.65,42.25
2012-04-08,22,65.0,,0.65,14.3
2012-04-09,59,65.0,,0.65,38.35
2012-04-10,35,65.0,,0.65,22.75
2012-04-11,49,65.0,,0.65,31.85
2012-04-12,33,65.0,,0.65,21.45
2012-04-13,17,65.0,,0.65,11.05
2012-04-14,20,65.0,,0.65,13.0
2012-04-15,41,65.0,,0.65,26.650000000000002
2012-04-16,64,65.0,,0.65,41.6
2012-04-17,48,65.0,,0.65,31.200000000000003
2012-04-18,16,65.0,,0.65,10.4
2012-04-19,33,65.0,,0.65,21.45
2012-04-20,17,65.0,,0.65,11.05
2012-04-21,62,65.0,,0.65,40.300000000000004
2012-04-22,0,65.0,,0.65,0.0
2012-04-23,0,65.0,,0.65,0.0
2012-04-24,16,65.0,,0.65,10.4
2012-04-25,32,65.0,,0.65,20.8
2012-04-26,49,65.0,,0.65,31.85
2012-04-27,34,65.0,,0.65,22.1
2012-04-28,20,65.0,,0.65,13.0
2012-04-29,62,65.0,,0.65,40.300000000000004
2012-04-30,64,65.0,,0.65,41.6
2012-05-01,14,68.0,False,0.68,9.520000000000001
2012-05-02,84,68.0,,0.68,57.120000000000005
2012-05-03,28,68.0,,0.68,19.040000000000003
2012-05-04,44,68.0,,0.68,29.92
2012-05-05,18,68.0,,0.68,12.24
2012-05-06,0,68.0,,0.68,0.0
2012-05-07,42,68.0,,0.68,28.560000000000002
2012-05-08,68,68.0,,0.68,46.24
2012-05-09,41,68.0,,0.68,27.880000000000003
2012-05-10,28,68.0,,0.68,19.040000000000003
2012-05-11,15,68.0,,0.68,10.200000000000001
2012-05-12,57,68.0,,0.68,38.760000000000005
2012-05-13,19,68.0,,0.68,12.920000000000002
2012-05-14,14,68.0,,0.68,9.520000000000001
2012-05-15,97,68.0,,0.68,65.96000000000001
2012-05-16,14,68.0,,0.68,9.520000000000001
2012-05-17,87,68.0,,0.68,59.160000000000004
2012-05-18,61,68.0,,0.68,41.480000000000004
2012-05-19,19,68.0,,0.68,12.920000000000002
2012-05-20,19,68.0,,0.68,12.920000000000002
2012-05-21,98,68.0,,0.68,66.64
2012-05-22,56,68.0,,0.68,38.080000000000005
2012-05-23,29,68.0,,0.68,19.720000000000002
2012-05-24,44,68.0,,0.68,29.92
2012-05-25,16,68.0,,0.68,10.88
2012-05-26,0,68.0,,0.68,0.0
2012-05-27,80,68.0,,0.68,54.400000000000006
2012-05-28,0,68.0,,0.68,0.0
2012-05-29,100,68.0,,0.68,68.0
2012-05-30,43,68.0,,0.68,29.240000000000002
2012-05-31,43,68.0,,0.68,29.240000000000002
2012-06-01,75,62.0,False,0.62,46.5
2012-06-02,15,62.0,,0.62,9.3
2012-06-03,15,62.0,,0.62,9.3
2012-06-04,24,62.0,,0.62,14.879999999999999
2012-06-05,36,62.0,,0.62,22.32
2012-06-06,37,62.0,,0.62,22.94
2012-06-07,37,62.0,,0.62,22.94
2012-06-08,13,62.0,,0.62,8.06
2012-06-09,63,62.0,,0.62,39.06
2012-06-10,31,62.0,,0.62,19.22
2012-06-11,36,62.0,,0.62,22.32
2012-06-12,36,62.0,,0.62,22.32
2012-06-13,48,62.0,,0.62,29.759999999999998
2012-06-14,100,62.0,,0.62,62.0
2012-06-15,39,62.0,,0.62,24.18
2012-06-16,16,62.0,,0.62,9.92
2012-06-17,16,62.0,,0.62,9.92
2012-06-18,12,62.0,,0.62,7.4399999999999995
2012-06-19,37,62.0,,0.62,22.94
2012-06-20,37,62.0,,0.62,22.94
2012-06-21,37,62.0,,0.62,22.94
2012-06-22,25,62.0,,0.62,15.5
2012-06-23,32,62.0,,0.62,19.84
2012-06-24,0,62.0,,0.62,0.0
2012-06-25,49,62.0,,0.62,30.38
2012-06-26,49,62.0,,0.62,30.38
2012-06-27,49,62.0,,0.62,30.38
2012-06-28,25,62.0,,0.62,15.5
2012-06-29,38,62.0,,0.62,23.56
2012-06-30,0,62.0,,0.62,0.0
2012-07-01,28,54.0,False,0.54,15.120000000000001
2012-07-02,7,54.0,,0.54,3.7800000000000002
2012-07-03,29,54.0,,0.54,15.66
2012-07-04,18,54.0,,0.54,9.72
2012-07-05,32,54.0,,0.54,17.28
2012-07-06,15,54.0,,0.54,8.100000000000001
2012-07-07,18,54.0,,0.54,9.72
2012-07-08,18,54.0,,0.54,9.72
2012-07-09,35,54.0,,0.54,18.900000000000002
2012-07-10,14,54.0,,0.54,7.5600000000000005
2012-07-11,0,54.0,,0.54,0.0
2012-07-12,21,54.0,,0.54,11.34
2012-07-13,0,54.0,,0.54,0.0
2012-07-14,0,54.0,,0.54,0.0
2012-07-15,27,54.0,,0.54,14.580000000000002
2012-07-16,14,54.0,,0.54,7.5600000000000005
2012-07-17,28,54.0,,0.54,15.120000000000001
2012-07-18,28,54.0,,0.54,15.120000000000001
2012-07-19,7,54.0,,0.54,3.7800000000000002
2012-07-20,22,54.0,,0.54,11.88
2012-07-21,0,54.0,,0.54,0.0
2012-07-22,18,54.0,,0.54,9.72
2012-07-23,28,54.0,,0.54,15.120000000000001
2012-07-24,34,54.0,,0.54,18.36
2012-07-25,21,54.0,,0.54,11.34
2012-07-26,100,54.0,,0.54,54.0
2012-07-27,29,54.0,,0.54,15.66
2012-07-28,9,54.0,,0.54,4.86
2012-07-29,18,54.0,,0.54,9.72
2012-07-30,35,54.0,,0.54,18.900000000000002
2012-07-31,21,54.0,,0.54,11.34
2012-08-01,32,45.0,False,0.45,14.4
2012-08-02,81,45.0,,0.45,36.45
2012-08-03,51,45.0,,0.45,22.95
2012-08-04,0,45.0,,0.45,0.0
2012-08-05,61,45.0,,0.45,27.45
2012-08-06,32,45.0,,0.45,14.4
2012-08-07,16,45.0,,0.45,7.2
2012-08-08,32,45.0,,0.45,14.4
2012-08-09,65,45.0,,0.45,29.25
2012-08-10,66,45.0,,0.45,29.7
2012-08-11,41,45.0,,0.45,18.45
2012-08-12,20,45.0,,0.45,9.0
2012-08-13,48,45.0,,0.45,21.6
2012-08-14,47,45.0,,0.45,21.150000000000002
2012-08-15,32,45.0,,0.45,14.4
2012-08-16,32,45.0,,0.45,14.4
2012-08-17,100,45.0,,0.45,45.0
2012-08-18,0,45.0,,0.45,0.0
2012-08-19,41,45.0,,0.45,18.45
2012-08-20,32,45.0,,0.45,14.4
2012-08-21,48,45.0,,0.45,21.6
2012-08-22,0,45.0,,0.45,0.0
2012-08-23,0,45.0,,0.45,0.0
2012-08-24,0,45.0,,0.45,0.0
2012-08-25,20,45.0,,0.45,9.0
2012-08-26,20,45.0,,0.45,9.0
2012-08-27,31,45.0,,0.45,13.950000000000001
2012-08-28,31,45.0,,0.45,13.950000000000001
2012-08-29,16,45.0,,0.45,7.2
2012-08-30,16,45.0,,0.45,7.2
2012-08-31,17,45.0,,0.45,7.65
2012-09-01,25,47.0,False,0.47,11.75
2012-09-02,26,47.0,,0.47,12.219999999999999
2012-09-03,58,47.0,,0.47,27.259999999999998
2012-09-04,59,47.0,,0.47,27.729999999999997
2012-09-05,89,47.0,,0.47,41.83
2012-09-06,30,47.0,,0.47,14.1
2012-09-07,72,47.0,,0.47,33.839999999999996
2012-09-08,97,47.0,,0.47,45.589999999999996
2012-09-09,73,47.0,,0.47,34.309999999999995
2012-09-10,50,47.0,,0.47,23.5
2012-09-11,49,47.0,,0.47,23.029999999999998
2012-09-12,88,47.0,,0.47,41.36
2012-09-13,69,47.0,,0.47,32.43
2012-09-14,31,47.0,,0.47,14.569999999999999
2012-09-15,50,47.0,,0.47,23.5
2012-09-16,0,47.0,,0.47,0.0
2012-09-17,59,47.0,,0.47,27.729999999999997
2012-09-18,96,47.0,,0.47,45.12
2012-09-19,60,47.0,,0.47,28.2
2012-09-20,100,47.0,,0.47,47.0
2012-09-21,31,47.0,,0.47,14.569999999999999
2012-09-22,37,47.0,,0.47,17.39
2012-09-23,24,47.0,,0.47,11.28
2012-09-24,20,47.0,,0.47,9.399999999999999
2012-09-25,58,47.0,,0.47,27.259999999999998
2012-09-26,78,47.0,,0.47,36.66
2012-09-27,79,47.0,,0.47,37.129999999999995
2012-09-28,41,47.0,,0.47,19.27
2012-09-29,0,47.0,,0.47,0.0
2012-09-30,48,47.0,,0.47,22.56
2012-10-01,100,51.0,False,0.51,51.0
2012-10-02,33,51.0,,0.51,16.830000000000002
2012-10-03,83,51.0,,0.51,42.33
2012-10-04,100,51.0,,0.51,51.0
2012-10-05,0,51.0,,0.51,0.0
2012-10-06,0,51.0,,0.51,0.0
2012-10-07,60,51.0,,0.51,30.6
2012-10-08,66,51.0,,0.51,33.660000000000004
2012-10-09,49,51.0,,0.51,24.990000000000002
2012-10-10,16,51.0,,0.51,8.16
2012-10-11,33,51.0,,0.51,16.830000000000002
2012-10-12,34,51.0,,0.51,17.34
2012-10-13,61,51.0,,0.51,31.11
2012-10-14,0,51.0,,0.51,0.0
2012-10-15,80,51.0,,0.51,40.8
2012-10-16,80,51.0,,0.51,40.8
2012-10-17,0,51.0,,0.51,0.0
2012-10-18,33,51.0,,0.51,16.830000000000002
2012-10-19,17,51.0,,0.51,8.67
2012-10-20,20,51.0,,0.51,10.2
2012-10-21,61,51.0,,0.51,31.11
2012-10-22,16,51.0,,0.51,8.16
2012-10-23,47,51.0,,0.51,23.97
2012-10-24,95,51.0,,0.51,48.45
2012-10-25,47,51.0,,0.51,23.97
2012-10-26,33,51.0,,0.51,16.830000000000002
2012-10-27,40,51.0,,0.51,20.4
2012-10-28,19,51.0,,0.51,9.69
2012-10-29,46,51.0,,0.51,23.46
2012-10-30,16,51.0,,0.51,8.16
2012-10-31,16,51.0,,0.51,8.16
2012-11-01,69,49.0,False,0.49,33.81
2012-11-02,33,49.0,,0.49,16.169999999999998
2012-11-03,40,49.0,,0.49,19.6
2012-11-04,78,49.0,,0.49,38.22
2012-11-05,32,49.0,,0.49,15.68
2012-11-06,47,49.0,,0.49,23.03
2012-11-07,29,49.0,,0.49,14.209999999999999
2012-11-08,49,49.0,,0.49,24.009999999999998
2012-11-09,34,49.0,,0.49,16.66
2012-11-10,61,49.0,,0.49,29.89
2012-11-11,0,49.0,,0.49,0.0
2012-11-12,32,49.0,,0.49,15.68
2012-11-13,16,49.0,,0.49,7.84
2012-11-14,16,49.0,,0.49,7.84
2012-11-15,64,49.0,,0.49,31.36
2012-11-16,100,49.0,,0.49,49.0
2012-11-17,80,49.0,,0.49,39.2
2012-11-18,20,49.0,,0.49,9.8
2012-11-19,32,49.0,,0.49,15.68
2012-11-20,16,49.0,,0.49,7.84
2012-11-21,34,49.0,,0.49,16.66
2012-11-22,21,49.0,,0.49,10.29
2012-11-23,0,49.0,,0.49,0.0
2012-11-24,20,49.0,,0.49,9.8
2012-11-25,38,49.0,,0.49,18.62
2012-11-26,15,49.0,,0.49,7.35
2012-11-27,0,49.0,,0.49,0.0
2012-11-28,15,49.0,,0.49,7.35
2012-11-29,30,49.0,,0.49,14.7
2012-11-30,48,49.0,,0.49,23.52
2012-12-01,43,43.0,False,0.43,18.49
2012-12-02,43,43.0,,0.43,18.49
2012-12-03,28,43.0,,0.43,12.04
2012-12-04,49,43.0,,0.43,21.07
2012-12-05,35,43.0,,0.43,15.049999999999999
2012-12-06,100,43.0,,0.43,43.0
2012-12-07,15,43.0,,0.43,6.45
2012-12-08,18,43.0,,0.43,7.74
2012-12-09,17,43.0,,0.43,7.31
2012-12-10,42,43.0,,0.43,18.06
2012-12-11,56,43.0,,0.43,24.08
2012-12-12,35,43.0,,0.43,15.049999999999999
2012-12-13,50,43.0,,0.43,21.5
2012-12-14,44,43.0,,0.43,18.919999999999998
2012-12-15,18,43.0,,0.43,7.74
2012-12-16,44,43.0,,0.43,18.919999999999998
2012-12-17,43,43.0,,0.43,18.49
2012-12-18,29,43.0,,0.43,12.47
2012-12-19,22,43.0,,0.43,9.459999999999999
2012-12-20,15,43.0,,0.43,6.45
2012-12-21,16,43.0,,0.43,6.88
2012-12-22,28,43.0,,0.43,12.04
2012-12-23,39,43.0,,0.43,16.77
2012-12-24,0,43.0,,0.43,0.0
2012-12-25,21,43.0,,0.43,9.03
2012-12-26,75,43.0,,0.43,32.25
2012-12-27,23,43.0,,0.43,9.89
2012-12-28,56,43.0,,0.43,24.08
2012-12-29,53,43.0,,0.43,22.79
2012-12-30,27,43.0,,0.43,11.61
2012-12-31,40,43.0,,0.43,17.2
2013-01-01,0,51.0,False,0.51,0.0
2013-01-02,66,51.0,,0.51,33.660000000000004
2013-01-03,43,51.0,,0.51,21.93
2013-01-04,43,51.0,,0.51,21.93
2013-01-05,0,51.0,,0.51,0.0
2013-01-06,74,51.0,,0.51,37.74
2013-01-07,21,51.0,,0.51,10.71
2013-01-08,62,51.0,,0.51,31.62
2013-01-09,21,51.0,,0.51,10.71
2013-01-10,83,51.0,,0.51,42.33
2013-01-11,42,51.0,,0.51,21.42
2013-01-12,75,51.0,,0.51,38.25
2013-01-13,0,51.0,,0.51,0.0
2013-01-14,20,51.0,,0.51,10.2
2013-01-15,0,51.0,,0.51,0.0
2013-01-16,61,51.0,,0.51,31.11
2013-01-17,20,51.0,,0.51,10.2
2013-01-18,42,51.0,,0.51,21.42
2013-01-19,50,51.0,,0.51,25.5
2013-01-20,25,51.0,,0.51,12.75
2013-01-21,85,51.0,,0.51,43.35
2013-01-22,81,51.0,,0.51,41.31
2013-01-23,82,51.0,,0.51,41.82
2013-01-24,82,51.0,,0.51,41.82
2013-01-25,63,51.0,,0.51,32.13
2013-01-26,98,51.0,,0.51,49.980000000000004
2013-01-27,25,51.0,,0.51,12.75
2013-01-28,60,51.0,,0.51,30.6
2013-01-29,100,51.0,,0.51,51.0
2013-01-30,60,51.0,,0.51,30.6
2013-01-31,60,51.0,,0.51,30.6
2013-02-01,53,54.0,False,0.54,28.62
2013-02-02,46,54.0,,0.54,24.840000000000003
2013-02-03,46,54.0,,0.54,24.840000000000003
2013-02-04,26,54.0,,0.54,14.040000000000001
2013-02-05,88,54.0,,0.54,47.52
2013-02-06,13,54.0,,0.54,7.0200000000000005
2013-02-07,13,54.0,,0.54,7.0200000000000005
2013-02-08,13,54.0,,0.54,7.0200000000000005
2013-02-09,0,54.0,,0.54,0.0
2013-02-10,47,54.0,,0.54,25.380000000000003
2013-02-11,62,54.0,,0.54,33.480000000000004
2013-02-12,25,54.0,,0.54,13.5
2013-02-13,37,54.0,,0.54,19.98
2013-02-14,40,54.0,,0.54,21.6
2013-02-15,27,54.0,,0.54,14.580000000000002
2013-02-16,0,54.0,,0.54,0.0
2013-02-17,16,54.0,,0.54,8.64
2013-02-18,0,54.0,,0.54,0.0
2013-02-19,100,54.0,,0.54,54.0
2013-02-20,38,54.0,,0.54,20.520000000000003
2013-02-21,25,54.0,,0.54,13.5
2013-02-22,52,54.0,,0.54,28.080000000000002
2013-02-23,31,54.0,,0.54,16.740000000000002
2013-02-24,31,54.0,,0.54,16.740000000000002
2013-02-25,62,54.0,,0.54,33.480000000000004
2013-02-26,86,54.0,,0.54,46.440000000000005
2013-02-27,88,54.0,,0.54,47.52
2013-02-28,51,54.0,,0.54,27.540000000000003
2013-03-01,57,50.0,False,0.5,28.5
2013-03-02,17,50.0,,0.5,8.5
2013-03-03,42,50.0,,0.5,21.0
2013-03-04,28,50.0,,0.5,14.0
2013-03-05,61,50.0,,0.5,30.5
2013-03-06,34,50.0,,0.5,17.0
2013-03-07,48,50.0,,0.5,24.0
2013-03-08,70,50.0,,0.5,35.0
2013-03-09,34,50.0,,0.5,17.0
2013-03-10,67,50.0,,0.5,33.5
2013-03-11,41,50.0,,0.5,20.5
2013-03-12,54,50.0,,0.5,27.0
2013-03-13,62,50.0,,0.5,31.0
2013-03-14,28,50.0,,0.5,14.0
2013-03-15,100,50.0,,0.5,50.0
2013-03-16,50,50.0,,0.5,25.0
2013-03-17,34,50.0,,0.5,17.0
2013-03-18,68,50.0,,0.5,34.0
2013-03-19,27,50.0,,0.5,13.5
2013-03-20,55,50.0,,0.5,27.5
2013-03-21,42,50.0,,0.5,21.0
2013-03-22,50,50.0,,0.5,25.0
2013-03-23,17,50.0,,0.5,8.5
2013-03-24,50,50.0,,0.5,25.0
2013-03-25,48,50.0,,0.5,24.0
2013-03-26,69,50.0,,0.5,34.5
2013-03-27,35,50.0,,0.5,17.5
2013-03-28,14,50.0,,0.5,7.0
2013-03-29,46,50.0,,0.5,23.0
2013-03-30,0,50.0,,0.5,0.0
2013-03-31,36,50.0,,0.5,18.0
2013-04-01,34,47.0,False,0.47,15.979999999999999
2013-04-02,34,47.0,,0.47,15.979999999999999
2013-04-03,85,47.0,,0.47,39.949999999999996
2013-04-04,52,47.0,,0.47,24.439999999999998
2013-04-05,18,47.0,,0.47,8.459999999999999
2013-04-06,87,47.0,,0.47,40.89
2013-04-07,21,47.0,,0.47,9.87
2013-04-08,17,47.0,,0.47,7.989999999999999
2013-04-09,67,47.0,,0.47,31.49
