date,vaccine_unscaled,vaccine_monthly,isPartial,scale,vaccine
2011-08-17,88,13.0,,0.13,11.440000000000001
2011-08-18,84,13.0,,0.13,10.92
2011-08-19,87,13.0,,0.13,11.31
2011-08-20,79,13.0,,0.13,10.27
2011-08-21,69,13.0,,0.13,8.97
2011-08-22,91,13.0,,0.13,11.83
2011-08-23,88,13.0,,0.13,11.440000000000001
2011-08-24,97,13.0,,0.13,12.610000000000001
2011-08-25,79,13.0,,0.13,10.27
2011-08-26,73,13.0,,0.13,9.49
2011-08-27,31,13.0,,0.13,4.03
2011-08-28,38,13.0,,0.13,4.94
2011-08-29,77,13.0,,0.13,10.01
2011-08-30,100,13.0,,0.13,13.0
2011-08-31,82,13.0,,0.13,10.66
2011-09-01,40,17.0,False,0.17,6.800000000000001
2011-09-02,52,17.0,,0.17,8.84
2011-09-03,21,17.0,,0.17,3.5700000000000003
2011-09-04,24,17.0,,0.17,4.08
2011-09-05,38,17.0,,0.17,6.460000000000001
2011-09-06,43,17.0,,0.17,7.3100000000000005
2011-09-07,44,17.0,,0.17,7.48
2011-09-08,64,17.0,,0.17,10.88
2011-09-09,57,17.0,,0.17,9.690000000000001
2011-09-10,39,17.0,,0.17,6.630000000000001
2011-09-11,38,17.0,,0.17,6.460000000000001
2011-09-12,53,17.0,,0.17,9.01
2011-09-13,96,17.0,,0.17,16.32
2011-09-14,100,17.0,,0.17,17.0
2011-09-15,82,17.0,,0.17,13.940000000000001
2011-09-16,80,17.0,,0.17,13.600000000000001
2011-09-17,61,17.0,,0.17,10.370000000000001
2011-09-18,40,17.0,,0.17,6.800000000000001
2011-09-19,62,17.0,,0.17,10.540000000000001
2011-09-20,73,17.0,,0.17,12.41
2011-09-21,60,17.0,,0.17,10.200000000000001
2011-09-22,65,17.0,,0.17,11.05
2011-09-23,59,17.0,,0.17,10.030000000000001
2011-09-24,34,17.0,,0.17,5.78
2011-09-25,36,17.0,,0.17,6.12
2011-09-26,66,17.0,,0.17,11.22
2011-09-27,74,17.0,,0.17,12.58
2011-09-28,87,17.0,,0.17,14.790000000000001
2011-09-29,73,17.0,,0.17,12.41
2011-09-30,60,17.0,,0.17,10.200000000000001
2011-10-01,46,18.0,False,0.18,8.28
2011-10-02,37,18.0,,0.18,6.66
2011-10-03,66,18.0,,0.18,11.879999999999999
2011-10-04,66,18.0,,0.18,11.879999999999999
2011-10-05,73,18.0,,0.18,13.139999999999999
2011-10-06,69,18.0,,0.18,12.42
2011-10-07,63,18.0,,0.18,11.34
2011-10-08,40,18.0,,0.18,7.199999999999999
2011-10-09,43,18.0,,0.18,7.739999999999999
2011-10-10,58,18.0,,0.18,10.44
2011-10-11,88,18.0,,0.18,15.84
2011-10-12,67,18.0,,0.18,12.059999999999999
2011-10-13,82,18.0,,0.18,14.76
2011-10-14,65,18.0,,0.18,11.7
2011-10-15,49,18.0,,0.18,8.82
2011-10-16,41,18.0,,0.18,7.38
2011-10-17,64,18.0,,0.18,11.52
2011-10-18,72,18.0,,0.18,12.959999999999999
2011-10-19,71,18.0,,0.18,12.78
2011-10-20,63,18.0,,0.18,11.34
2011-10-21,71,18.0,,0.18,12.78
2011-10-22,50,18.0,,0.18,9.0
2011-10-23,45,18.0,,0.18,8.1
2011-10-24,77,18.0,,0.18,13.86
2011-10-25,100,18.0,,0.18,18.0
2011-10-26,100,18.0,,0.18,18.0
2011-10-27,75,18.0,,0.18,13.5
2011-10-28,78,18.0,,0.18,14.04
2011-10-29,44,18.0,,0.18,7.92
2011-10-30,45,18.0,,0.18,8.1
2011-10-31,60,18.0,,0.18,10.799999999999999
2011-11-01,94,15.0,False,0.15,14.1
2011-11-02,79,15.0,,0.15,11.85
2011-11-03,88,15.0,,0.15,13.2
2011-11-04,80,15.0,,0.15,12.0
2011-11-05,51,15.0,,0.15,7.6499999999999995
2011-11-06,55,15.0,,0.15,8.25
2011-11-07,82,15.0,,0.15,12.299999999999999
2011-11-08,88,15.0,,0.15,13.2
2011-11-09,86,15.0,,0.15,12.9
2011-11-10,87,15.0,,0.15,13.049999999999999
2011-11-11,73,15.0,,0.15,10.95
2011-11-12,49,15.0,,0.15,7.35
2011-11-13,45,15.0,,0.15,6.75
2011-11-14,88,15.0,,0.15,13.2
2011-11-15,100,15.0,,0.15,15.0
2011-11-16,98,15.0,,0.15,14.7
2011-11-17,88,15.0,,0.15,13.2
2011-11-18,77,15.0,,0.15,11.549999999999999
2011-11-19,59,15.0,,0.15,8.85
2011-11-20,51,15.0,,0.15,7.6499999999999995
2011-11-21,80,15.0,,0.15,12.0
2011-11-22,71,15.0,,0.15,10.65
2011-11-23,66,15.0,,0.15,9.9
2011-11-24,46,15.0,,0.15,6.8999999999999995
2011-11-25,43,15.0,,0.15,6.45
2011-11-26,39,15.0,,0.15,5.85
2011-11-27,50,15.0,,0.15,7.5
2011-11-28,74,15.0,,0.15,11.1
2011-11-29,100,15.0,,0.15,15.0
2011-11-30,94,15.0,,0.15,14.1
2011-12-01,74,12.0,False,0.12,8.879999999999999
2011-12-02,69,12.0,,0.12,8.28
2011-12-03,60,12.0,,0.12,7.199999999999999
2011-12-04,48,12.0,,0.12,5.76
2011-12-05,89,12.0,,0.12,10.68
2011-12-06,96,12.0,,0.12,11.52
2011-12-07,100,12.0,,0.12,12.0
2011-12-08,75,12.0,,0.12,9.0
2011-12-09,74,12.0,,0.12,8.879999999999999
2011-12-10,46,12.0,,0.12,5.52
2011-12-11,45,12.0,,0.12,5.3999999999999995
2011-12-12,75,12.0,,0.12,9.0
2011-12-13,80,12.0,,0.12,9.6
2011-12-14,92,12.0,,0.12,11.04
2011-12-15,62,12.0,,0.12,7.4399999999999995
2011-12-16,74,12.0,,0.12,8.879999999999999
2011-12-17,48,12.0,,0.12,5.76
2011-12-18,44,12.0,,0.12,5.279999999999999
2011-12-19,75,12.0,,0.12,9.0
2011-12-20,69,12.0,,0.12,8.28
2011-12-21,78,12.0,,0.12,9.36
2011-12-22,59,12.0,,0.12,7.08
2011-12-23,46,12.0,,0.12,5.52
2011-12-24,49,12.0,,0.12,5.88
2011-12-25,30,12.0,,0.12,3.5999999999999996
2011-12-26,28,12.0,,0.12,3.36
2011-12-27,32,12.0,,0.12,3.84
2011-12-28,78,12.0,,0.12,9.36
2011-12-29,46,12.0,,0.12,5.52
2011-12-30,49,12.0,,0.12,5.88
2011-12-31,57,12.0,,0.12,6.84
2012-01-01,46,12.0,False,0.12,5.52
2012-01-02,52,12.0,,0.12,6.24
2012-01-03,74,12.0,,0.12,8.879999999999999
2012-01-04,65,12.0,,0.12,7.8
2012-01-05,78,12.0,,0.12,9.36
2012-01-06,78,12.0,,0.12,9.36
2012-01-07,52,12.0,,0.12,6.24
2012-01-08,38,12.0,,0.12,4.56
2012-01-09,76,12.0,,0.12,9.12
2012-01-10,95,12.0,,0.12,11.4
2012-01-11,78,12.0,,0.12,9.36
2012-01-12,98,12.0,,0.12,11.76
2012-01-13,73,12.0,,0.12,8.76
2012-01-14,59,12.0,,0.12,7.08
2012-01-15,59,12.0,,0.12,7.08
2012-01-16,69,12.0,,0.12,8.28
2012-01-17,86,12.0,,0.12,10.32
2012-01-18,80,12.0,,0.12,9.6
2012-01-19,81,12.0,,0.12,9.719999999999999
2012-01-20,75,12.0,,0.12,9.0
2012-01-21,55,12.0,,0.12,6.6
2012-01-22,45,12.0,,0.12,5.3999999999999995
2012-01-23,85,12.0,,0.12,10.2
2012-01-24,81,12.0,,0.12,9.719999999999999
2012-01-25,84,12.0,,0.12,10.08
2012-01-26,100,12.0,,0.12,12.0
2012-01-27,84,12.0,,0.12,10.08
2012-01-28,66,12.0,,0.12,7.92
2012-01-29,54,12.0,,0.12,6.4799999999999995
2012-01-30,66,12.0,,0.12,7.92
2012-01-31,68,12.0,,0.12,8.16
2012-02-01,88,13.0,False,0.13,11.440000000000001
2012-02-02,88,13.0,,0.13,11.440000000000001
2012-02-03,70,13.0,,0.13,9.1
2012-02-04,54,13.0,,0.13,7.0200000000000005
2012-02-05,48,13.0,,0.13,6.24
2012-02-06,60,13.0,,0.13,7.800000000000001
2012-02-07,85,13.0,,0.13,11.05
2012-02-08,67,13.0,,0.13,8.71
2012-02-09,72,13.0,,0.13,9.36
2012-02-10,80,13.0,,0.13,10.4
2012-02-11,56,13.0,,0.13,7.28
2012-02-12,45,13.0,,0.13,5.8500000000000005
2012-02-13,65,13.0,,0.13,8.450000000000001
2012-02-14,64,13.0,,0.13,8.32
2012-02-15,84,13.0,,0.13,10.92
2012-02-16,74,13.0,,0.13,9.620000000000001
2012-02-17,72,13.0,,0.13,9.36
2012-02-18,43,13.0,,0.13,5.59
2012-02-19,56,13.0,,0.13,7.28
2012-02-20,57,13.0,,0.13,7.41
2012-02-21,88,13.0,,0.13,11.440000000000001
2012-02-22,88,13.0,,0.13,11.440000000000001
2012-02-23,100,13.0,,0.13,13.0
2012-02-24,78,13.0,,0.13,10.14
2012-02-25,58,13.0,,0.13,7.54
2012-02-26,56,13.0,,0.13,7.28
2012-02-27,74,13.0,,0.13,9.620000000000001
2012-02-28,86,13.0,,0.13,11.18
2012-02-29,91,13.0,,0.13,11.83
2012-03-01,71,12.0,False,0.12,8.52
2012-03-02,79,12.0,,0.12,9.48
2012-03-03,51,12.0,,0.12,6.12
2012-03-04,60,12.0,,0.12,7.199999999999999
2012-03-05,84,12.0,,0.12,10.08
2012-03-06,81,12.0,,0.12,9.719999999999999
2012-03-07,77,12.0,,0.12,9.24
2012-03-08,87,12.0,,0.12,10.44
2012-03-09,76,12.0,,0.12,9.12
2012-03-10,55,12.0,,0.12,6.6
2012-03-11,64,12.0,,0.12,7.68
2012-03-12,82,12.0,,0.12,9.84
2012-03-13,82,12.0,,0.12,9.84
2012-03-14,72,12.0,,0.12,8.64
2012-03-15,66,12.0,,0.12,7.92
2012-03-16,67,12.0,,0.12,8.04
2012-03-17,56,12.0,,0.12,6.72
2012-03-18,63,12.0,,0.12,7.56
2012-03-19,75,12.0,,0.12,9.0
2012-03-20,96,12.0,,0.12,11.52
2012-03-21,88,12.0,,0.12,10.559999999999999
2012-03-22,79,12.0,,0.12,9.48
2012-03-23,92,12.0,,0.12,11.04
2012-03-24,42,12.0,,0.12,5.04
2012-03-25,42,12.0,,0.12,5.04
2012-03-26,79,12.0,,0.12,9.48
2012-03-27,98,12.0,,0.12,11.76
2012-03-28,100,12.0,,0.12,12.0
2012-03-29,75,12.0,,0.12,9.0
2012-03-30,78,12.0,,0.12,9.36
2012-03-31,69,12.0,,0.12,8.28
2012-04-01,49,15.0,False,0.15,7.35
2012-04-02,87,15.0,,0.15,13.049999999999999
2012-04-03,71,15.0,,0.15,10.65
2012-04-04,87,15.0,,0.15,13.049999999999999
2012-04-05,80,15.0,,0.15,12.0
2012-04-06,88,15.0,,0.15,13.2
2012-04-07,45,15.0,,0.15,6.75
2012-04-08,52,15.0,,0.15,7.8
2012-04-09,87,15.0,,0.15,13.049999999999999
2012-04-10,85,15.0,,0.15,12.75
2012-04-11,89,15.0,,0.15,13.35
2012-04-12,85,15.0,,0.15,12.75
2012-04-13,80,15.0,,0.15,12.0
2012-04-14,54,15.0,,0.15,8.1
2012-04-15,56,15.0,,0.15,8.4
2012-04-16,82,15.0,,0.15,12.299999999999999
2012-04-17,77,15.0,,0.15,11.549999999999999
2012-04-18,74,15.0,,0.15,11.1
2012-04-19,83,15.0,,0.15,12.45
2012-04-20,95,15.0,,0.15,14.25
2012-04-21,65,15.0,,0.15,9.75
2012-04-22,59,15.0,,0.15,8.85
2012-04-23,97,15.0,,0.15,14.549999999999999
2012-04-24,90,15.0,,0.15,13.5
2012-04-25,100,15.0,,0.15,15.0
2012-04-26,89,15.0,,0.15,13.35
2012-04-27,67,15.0,,0.15,10.049999999999999
2012-04-28,64,15.0,,0.15,9.6
2012-04-29,48,15.0,,0.15,7.199999999999999
2012-04-30,85,15.0,,0.15,12.75
2012-05-01,74,14.0,False,0.14,10.360000000000001
2012-05-02,100,14.0,,0.14,14.000000000000002
2012-05-03,79,14.0,,0.14,11.06
2012-05-04,72,14.0,,0.14,10.080000000000002
2012-05-05,59,14.0,,0.14,8.260000000000002
2012-05-06,55,14.0,,0.14,7.700000000000001
2012-05-07,79,14.0,,0.14,11.06
2012-05-08,86,14.0,,0.14,12.040000000000001
2012-05-09,98,14.0,,0.14,13.72
2012-05-10,95,14.0,,0.14,13.3
2012-05-11,78,14.0,,0.14,10.920000000000002
2012-05-12,59,14.0,,0.14,8.260000000000002
2012-05-13,49,14.0,,0.14,6.86
2012-05-14,87,14.0,,0.14,12.180000000000001
2012-05-15,90,14.0,,0.14,12.600000000000001
2012-05-16,83,14.0,,0.14,11.620000000000001
2012-05-17,92,14.0,,0.14,12.88
2012-05-18,79,14.0,,0.14,11.06
2012-05-19,53,14.0,,0.14,7.420000000000001
2012-05-20,40,14.0,,0.14,5.6000000000000005
2012-05-21,75,14.0,,0.14,10.500000000000002
2012-05-22,86,14.0,,0.14,12.040000000000001
2012-05-23,85,14.0,,0.14,11.9
2012-05-24,73,14.0,,0.14,10.22
2012-05-25,68,14.0,,0.14,9.520000000000001
2012-05-26,43,14.0,,0.14,6.0200000000000005
2012-05-27,50,14.0,,0.14,7.000000000000001
2012-05-28,52,14.0,,0.14,7.280000000000001
2012-05-29,84,14.0,,0.14,11.760000000000002
2012-05-30,64,14.0,,0.14,8.96
2012-05-31,67,14.0,,0.14,9.38
2012-06-01,93,14.0,False,0.14,13.020000000000001
2012-06-02,42,14.0,,0.14,5.880000000000001
2012-06-03,48,14.0,,0.14,6.720000000000001
2012-06-04,75,14.0,,0.14,10.500000000000002
2012-06-05,76,14.0,,0.14,10.64
2012-06-06,88,14.0,,0.14,12.32
2012-06-07,91,14.0,,0.14,12.740000000000002
2012-06-08,79,14.0,,0.14,11.06
2012-06-09,50,14.0,,0.14,7.000000000000001
2012-06-10,46,14.0,,0.14,6.44
2012-06-11,88,14.0,,0.14,12.32
2012-06-12,88,14.0,,0.14,12.32
2012-06-13,73,14.0,,0.14,10.22
2012-06-14,83,14.0,,0.14,11.620000000000001
2012-06-15,63,14.0,,0.14,8.82
2012-06-16,62,14.0,,0.14,8.680000000000001
2012-06-17,49,14.0,,0.14,6.86
2012-06-18,81,14.0,,0.14,11.340000000000002
2012-06-19,100,14.0,,0.14,14.000000000000002
2012-06-20,62,14.0,,0.14,8.680000000000001
2012-06-21,81,14.0,,0.14,11.340000000000002
2012-06-22,79,14.0,,0.14,11.06
2012-06-23,54,14.0,,0.14,7.5600000000000005
2012-06-24,51,14.0,,0.14,7.140000000000001
2012-06-25,73,14.0,,0.14,10.22
2012-06-26,67,14.0,,0.14,9.38
2012-06-27,84,14.0,,0.14,11.760000000000002
2012-06-28,90,14.0,,0.14,12.600000000000001
2012-06-29,61,14.0,,0.14,8.540000000000001
2012-06-30,57,14.0,,0.14,7.98
2012-07-01,43,15.0,False,0.15,6.45
2012-07-02,69,15.0,,0.15,10.35
2012-07-03,59,15.0,,0.15,8.85
2012-07-04,52,15.0,,0.15,7.8
2012-07-05,64,15.0,,0.15,9.6
2012-07-06,74,15.0,,0.15,11.1
2012-07-07,38,15.0,,0.15,5.7
2012-07-08,63,15.0,,0.15,9.45
2012-07-09,83,15.0,,0.15,12.45
2012-07-10,87,15.0,,0.15,13.049999999999999
2012-07-11,65,15.0,,0.15,9.75
2012-07-12,62,15.0,,0.15,9.299999999999999
2012-07-13,62,15.0,,0.15,9.299999999999999
2012-07-14,61,15.0,,0.15,9.15
2012-07-15,47,15.0,,0.15,7.05
2012-07-16,71,15.0,,0.15,10.65
2012-07-17,73,15.0,,0.15,10.95
2012-07-18,79,15.0,,0.15,11.85
2012-07-19,84,15.0,,0.15,12.6
2012-07-20,88,15.0,,0.15,13.2
2012-07-21,67,15.0,,0.15,10.049999999999999
2012-07-22,45,15.0,,0.15,6.75
2012-07-23,74,15.0,,0.15,11.1
2012-07-24,86,15.0,,0.15,12.9
2012-07-25,86,15.0,,0.15,12.9
2012-07-26,83,15.0,,0.15,12.45
2012-07-27,80,15.0,,0.15,12.0
2012-07-28,49,15.0,,0.15,7.35
2012-07-29,46,15.0,,0.15,6.8999999999999995
2012-07-30,82,15.0,,0.15,12.299999999999999
2012-07-31,100,15.0,,0.15,15.0
2012-08-01,100,16.0,False,0.16,16.0
2012-08-02,76,16.0,,0.16,12.16
2012-08-03,50,16.0,,0.16,8.0
2012-08-04,36,16.0,,0.16,5.76
2012-08-05,40,16.0,,0.16,6.4
2012-08-06,68,16.0,,0.16,10.88
2012-08-07,73,16.0,,0.16,11.68
2012-08-08,76,16.0,,0.16,12.16
2012-08-09,87,16.0,,0.16,13.92
2012-08-10,80,16.0,,0.16,12.8
2012-08-11,55,16.0,,0.16,8.8
2012-08-12,48,16.0,,0.16,7.68
2012-08-13,70,16.0,,0.16,11.200000000000001
2012-08-14,96,16.0,,0.16,15.36
2012-08-15,79,16.0,,0.16,12.64
2012-08-16,96,16.0,,0.16,15.36
2012-08-17,73,16.0,,0.16,11.68
2012-08-18,53,16.0,,0.16,8.48
2012-08-19,47,16.0,,0.16,7.5200000000000005
2012-08-20,91,16.0,,0.16,14.56
2012-08-21,83,16.0,,0.16,13.280000000000001
2012-08-22,99,16.0,,0.16,15.84
2012-08-23,69,16.0,,0.16,11.040000000000001
2012-08-24,74,16.0,,0.16,11.84
2012-08-25,56,16.0,,0.16,8.96
2012-08-26,39,16.0,,0.16,6.24
2012-08-27,66,16.0,,0.16,10.56
2012-08-28,83,16.0,,0.16,13.280000000000001
2012-08-29,77,16.0,,0.16,12.32
2012-08-30,80,16.0,,0.16,12.8
2012-08-31,55,16.0,,0.16,8.8
2012-09-01,47,17.0,False,0.17,7.99
2012-09-02,40,17.0,,0.17,6.800000000000001
2012-09-03,45,17.0,,0.17,7.65
2012-09-04,71,17.0,,0.17,12.07
2012-09-05,81,17.0,,0.17,13.770000000000001
2012-09-06,69,17.0,,0.17,11.73
2012-09-07,76,17.0,,0.17,12.920000000000002
2012-09-08,43,17.0,,0.17,7.3100000000000005
2012-09-09,48,17.0,,0.17,8.16
2012-09-10,56,17.0,,0.17,9.520000000000001
2012-09-11,81,17.0,,0.17,13.770000000000001
2012-09-12,78,17.0,,0.17,13.260000000000002
2012-09-13,76,17.0,,0.17,12.920000000000002
2012-09-14,70,17.0,,0.17,11.9
2012-09-15,47,17.0,,0.17,7.99
2012-09-16,45,17.0,,0.17,7.65
2012-09-17,83,17.0,,0.17,14.110000000000001
2012-09-18,73,17.0,,0.17,12.41
2012-09-19,100,17.0,,0.17,17.0
2012-09-20,84,17.0,,0.17,14.280000000000001
2012-09-21,68,17.0,,0.17,11.56
2012-09-22,44,17.0,,0.17,7.48
2012-09-23,42,17.0,,0.17,7.140000000000001
2012-09-24,65,17.0,,0.17,11.05
2012-09-25,86,17.0,,0.17,14.620000000000001
2012-09-26,87,17.0,,0.17,14.790000000000001
2012-09-27,81,17.0,,0.17,13.770000000000001
2012-09-28,68,17.0,,0.17,11.56
2012-09-29,66,17.0,,0.17,11.22
2012-09-30,50,17.0,,0.17,8.5
2012-10-01,80,17.0,False,0.17,13.600000000000001
2012-10-02,81,17.0,,0.17,13.770000000000001
2012-10-03,83,17.0,,0.17,14.110000000000001
2012-10-04,78,17.0,,0.17,13.260000000000002
2012-10-05,75,17.0,,0.17,12.750000000000002
2012-10-06,47,17.0,,0.17,7.99
2012-10-07,53,17.0,,0.17,9.01
2012-10-08,76,17.0,,0.17,12.920000000000002
2012-10-09,100,17.0,,0.17,17.0
2012-10-10,93,17.0,,0.17,15.81
2012-10-11,86,17.0,,0.17,14.620000000000001
2012-10-12,67,17.0,,0.17,11.39
2012-10-13,45,17.0,,0.17,7.65
2012-10-14,62,17.0,,0.17,10.540000000000001
2012-10-15,79,17.0,,0.17,13.430000000000001
2012-10-16,75,17.0,,0.17,12.750000000000002
2012-10-17,81,17.0,,0.17,13.770000000000001
2012-10-18,80,17.0,,0.17,13.600000000000001
2012-10-19,75,17.0,,0.17,12.750000000000002
2012-10-20,50,17.0,,0.17,8.5
2012-10-21,57,17.0,,0.17,9.690000000000001
2012-10-22,67,17.0,,0.17,11.39
2012-10-23,82,17.0,,0.17,13.940000000000001
2012-10-24,69,17.0,,0.17,11.73
2012-10-25,80,17.0,,0.17,13.600000000000001
2012-10-26,59,17.0,,0.17,10.030000000000001
2012-10-27,39,17.0,,0.17,6.630000000000001
2012-10-28,35,17.0,,0.17,5.95
2012-10-29,56,17.0,,0.17,9.520000000000001
2012-10-30,58,17.0,,0.17,9.860000000000001
2012-10-31,72,17.0,,0.17,12.24
2012-11-01,79,14.0,False,0.14,11.06
2012-11-02,100,14.0,,0.14,14.000000000000002
2012-11-03,67,14.0,,0.14,9.38
2012-11-04,37,14.0,,0.14,5.180000000000001
2012-11-05,69,14.0,,0.14,9.66
2012-11-06,79,14.0,,0.14,11.06
2012-11-07,61,14.0,,0.14,8.540000000000001
2012-11-08,74,14.0,,0.14,10.360000000000001
2012-11-09,80,14.0,,0.14,11.200000000000001
2012-11-10,57,14.0,,0.14,7.98
2012-11-11,45,14.0,,0.14,6.300000000000001
2012-11-12,63,14.0,,0.14,8.82
2012-11-13,86,14.0,,0.14,12.040000000000001
2012-11-14,96,14.0,,0.14,13.440000000000001
2012-11-15,90,14.0,,0.14,12.600000000000001
2012-11-16,83,14.0,,0.14,11.620000000000001
2012-11-17,46,14.0,,0.14,6.44
2012-11-18,57,14.0,,0.14,7.98
2012-11-19,85,14.0,,0.14,11.9
2012-11-20,72,14.0,,0.14,10.080000000000002
2012-11-21,70,14.0,,0.14,9.8
2012-11-22,31,14.0,,0.14,4.340000000000001
2012-11-23,38,14.0,,0.14,5.32
2012-11-24,47,14.0,,0.14,6.580000000000001
2012-11-25,45,14.0,,0.14,6.300000000000001
2012-11-26,70,14.0,,0.14,9.8
2012-11-27,89,14.0,,0.14,12.46
2012-11-28,86,14.0,,0.14,12.040000000000001
2012-11-29,97,14.0,,0.14,13.580000000000002
2012-11-30,85,14.0,,0.14,11.9
2012-12-01,72,13.0,False,0.13,9.36
2012-12-02,60,13.0,,0.13,7.800000000000001
2012-12-03,86,13.0,,0.13,11.18
2012-12-04,98,13.0,,0.13,12.74
2012-12-05,100,13.0,,0.13,13.0
2012-12-06,95,13.0,,0.13,12.35
2012-12-07,84,13.0,,0.13,10.92
2012-12-08,67,13.0,,0.13,8.71
2012-12-09,58,13.0,,0.13,7.54
2012-12-10,86,13.0,,0.13,11.18
2012-12-11,96,13.0,,0.13,12.48
2012-12-12,90,13.0,,0.13,11.700000000000001
2012-12-13,93,13.0,,0.13,12.09
2012-12-14,80,13.0,,0.13,10.4
2012-12-15,49,13.0,,0.13,6.37
2012-12-16,45,13.0,,0.13,5.8500000000000005
2012-12-17,59,13.0,,0.13,7.67
2012-12-18,81,13.0,,0.13,10.530000000000001
2012-12-19,80,13.0,,0.13,10.4
2012-12-20,68,13.0,,0.13,8.84
2012-12-21,48,13.0,,0.13,6.24
2012-12-22,46,13.0,,0.13,5.98
2012-12-23,48,13.0,,0.13,6.24
2012-12-24,44,13.0,,0.13,5.720000000000001
2012-12-25,30,13.0,,0.13,3.9000000000000004
2012-12-26,48,13.0,,0.13,6.24
2012-12-27,62,13.0,,0.13,8.06
2012-12-28,69,13.0,,0.13,8.97
2012-12-29,50,13.0,,0.13,6.5
2012-12-30,58,13.0,,0.13,7.54
2012-12-31,50,13.0,,0.13,6.5
2013-01-01,15,19.0,False,0.19,2.85
2013-01-02,33,19.0,,0.19,6.2700000000000005
2013-01-03,41,19.0,,0.19,7.79
2013-01-04,37,19.0,,0.19,7.03
2013-01-05,33,19.0,,0.19,6.2700000000000005
2013-01-06,21,19.0,,0.19,3.99
2013-01-07,41,19.0,,0.19,7.79
2013-01-08,65,19.0,,0.19,12.35
2013-01-09,65,19.0,,0.19,12.35
2013-01-10,87,19.0,,0.19,16.53
2013-01-11,100,19.0,,0.19,19.0
2013-01-12,69,19.0,,0.19,13.11
2013-01-13,51,19.0,,0.19,9.69
2013-01-14,74,19.0,,0.19,14.06
2013-01-15,68,19.0,,0.19,12.92
2013-01-16,53,19.0,,0.19,10.07
2013-01-17,56,19.0,,0.19,10.64
2013-01-18,50,19.0,,0.19,9.5
2013-01-19,36,19.0,,0.19,6.84
2013-01-20,36,19.0,,0.19,6.84
2013-01-21,37,19.0,,0.19,7.03
2013-01-22,41,19.0,,0.19,7.79
2013-01-23,45,19.0,,0.19,8.55
2013-01-24,42,19.0,,0.19,7.98
2013-01-25,43,19.0,,0.19,8.17
2013-01-26,31,19.0,,0.19,5.89
2013-01-27,33,19.0,,0.19,6.2700000000000005
2013-01-28,47,19.0,,0.19,8.93
2013-01-29,39,19.0,,0.19,7.41
2013-01-30,42,19.0,,0.19,7.98
2013-01-31,42,19.0,,0.19,7.98
2013-02-01,81,12.0,False,0.12,9.719999999999999
2013-02-02,53,12.0,,0.12,6.359999999999999
2013-02-03,46,12.0,,0.12,5.52
2013-02-04,85,12.0,,0.12,10.2
2013-02-05,69,12.0,,0.12,8.28
2013-02-06,100,12.0,,0.12,12.0
2013-02-07,96,12.0,,0.12,11.52
2013-02-08,93,12.0,,0.12,11.16
2013-02-09,59,12.0,,0.12,7.08
2013-02-10,55,12.0,,0.12,6.6
2013-02-11,70,12.0,,0.12,8.4
2013-02-12,79,12.0,,0.12,9.48
2013-02-13,88,12.0,,0.12,10.559999999999999
2013-02-14,79,12.0,,0.12,9.48
2013-02-15,71,12.0,,0.12,8.52
2013-02-16,54,12.0,,0.12,6.4799999999999995
2013-02-17,38,12.0,,0.12,4.56
2013-02-18,62,12.0,,0.12,7.4399999999999995
2013-02-19,93,12.0,,0.12,11.16
2013-02-20,90,12.0,,0.12,10.799999999999999
2013-02-21,80,12.0,,0.12,9.6
2013-02-22,87,12.0,,0.12,10.44
2013-02-23,48,12.0,,0.12,5.76
2013-02-24,41,12.0,,0.12,4.92
2013-02-25,71,12.0,,0.12,8.52
2013-02-26,85,12.0,,0.12,10.2
2013-02-27,82,12.0,,0.12,9.84
2013-02-28,92,12.0,,0.12,11.04
2013-03-01,78,12.0,False,0.12,9.36
2013-03-02,48,12.0,,0.12,5.76
2013-03-03,47,12.0,,0.12,5.64
2013-03-04,89,12.0,,0.12,10.68
2013-03-05,97,12.0,,0.12,11.639999999999999
2013-03-06,81,12.0,,0.12,9.719999999999999
2013-03-07,94,12.0,,0.12,11.28
2013-03-08,73,12.0,,0.12,8.76
2013-03-09,56,12.0,,0.12,6.72
2013-03-10,53,12.0,,0.12,6.359999999999999
2013-03-11,82,12.0,,0.12,9.84
2013-03-12,95,12.0,,0.12,11.4
2013-03-13,67,12.0,,0.12,8.04
2013-03-14,85,12.0,,0.12,10.2
2013-03-15,82,12.0,,0.12,9.84
2013-03-16,70,12.0,,0.12,8.4
2013-03-17,55,12.0,,0.12,6.6
2013-03-18,88,12.0,,0.12,10.559999999999999
2013-03-19,100,12.0,,0.12,12.0
2013-03-20,89,12.0,,0.12,10.68
2013-03-21,83,12.0,,0.12,9.959999999999999
2013-03-22,99,12.0,,0.12,11.879999999999999
2013-03-23,61,12.0,,0.12,7.319999999999999
2013-03-24,48,12.0,,0.12,5.76
2013-03-25,87,12.0,,0.12,10.44
2013-03-26,84,12.0,,0.12,10.08
2013-03-27,71,12.0,,0.12,8.52
2013-03-28,91,12.0,,0.12,10.92
2013-03-29,85,12.0,,0.12,10.2
2013-03-30,48,12.0,,0.12,5.76
2013-03-31,50,12.0,,0.12,6.0
2013-04-01,71,14.0,False,0.14,9.940000000000001
2013-04-02,73,14.0,,0.14,10.22
2013-04-03,94,14.0,,0.14,13.160000000000002
2013-04-04,91,14.0,,0.14,12.740000000000002
2013-04-05,83,14.0,,0.14,11.620000000000001
