date,vaccine_unscaled,vaccine_monthly,isPartial,scale,vaccine
2013-04-06,54,14.0,,0.14,7.5600000000000005
2013-04-07,54,14.0,,0.14,7.5600000000000005
2013-04-08,89,14.0,,0.14,12.46
2013-04-09,79,14.0,,0.14,11.06
2013-04-10,91,14.0,,0.14,12.740000000000002
2013-04-11,82,14.0,,0.14,11.48
2013-04-12,72,14.0,,0.14,10.080000000000002
2013-04-13,66,14.0,,0.14,9.24
2013-04-14,55,14.0,,0.14,7.700000000000001
2013-04-15,86,14.0,,0.14,12.040000000000001
2013-04-16,96,14.0,,0.14,13.440000000000001
2013-04-17,89,14.0,,0.14,12.46
2013-04-18,100,14.0,,0.14,14.000000000000002
2013-04-19,68,14.0,,0.14,9.520000000000001
2013-04-20,56,14.0,,0.14,7.840000000000001
2013-04-21,57,14.0,,0.14,7.98
2013-04-22,88,14.0,,0.14,12.32
2013-04-23,86,14.0,,0.14,12.040000000000001
2013-04-24,75,14.0,,0.14,10.500000000000002
2013-04-25,80,14.0,,0.14,11.200000000000001
2013-04-26,83,14.0,,0.14,11.620000000000001
2013-04-27,42,14.0,,0.14,5.880000000000001
2013-04-28,62,14.0,,0.14,8.680000000000001
2013-04-29,86,14.0,,0.14,12.040000000000001
2013-04-30,82,14.0,,0.14,11.48
2013-05-01,90,14.0,False,0.14,12.600000000000001
2013-05-02,100,14.0,,0.14,14.000000000000002
2013-05-03,70,14.0,,0.14,9.8
2013-05-04,53,14.0,,0.14,7.420000000000001
2013-05-05,57,14.0,,0.14,7.98
2013-05-06,86,14.0,,0.14,12.040000000000001
2013-05-07,83,14.0,,0.14,11.620000000000001
2013-05-08,87,14.0,,0.14,12.180000000000001
2013-05-09,91,14.0,,0.14,12.740000000000002
2013-05-10,78,14.0,,0.14,10.920000000000002
2013-05-11,58,14.0,,0.14,8.120000000000001
2013-05-12,52,14.0,,0.14,7.280000000000001
2013-05-13,68,14.0,,0.14,9.520000000000001
2013-05-14,70,14.0,,0.14,9.8
2013-05-15,75,14.0,,0.14,10.500000000000002
2013-05-16,78,14.0,,0.14,10.920000000000002
2013-05-17,71,14.0,,0.14,9.940000000000001
2013-05-18,45,14.0,,0.14,6.300000000000001
2013-05-19,47,14.0,,0.14,6.580000000000001
2013-05-20,69,14.0,,0.14,9.66
2013-05-21,94,14.0,,0.14,13.160000000000002
2013-05-22,74,14.0,,0.14,10.360000000000001
2013-05-23,94,14.0,,0.14,13.160000000000002
2013-05-24,57,14.0,,0.14,7.98
2013-05-25,54,14.0,,0.14,7.5600000000000005
2013-05-26,35,14.0,,0.14,4.9
2013-05-27,52,14.0,,0.14,7.280000000000001
2013-05-28,73,14.0,,0.14,10.22
2013-05-29,80,14.0,,0.14,11.200000000000001
2013-05-30,95,14.0,,0.14,13.3
2013-05-31,84,14.0,,0.14,11.760000000000002
2013-06-01,56,14.0,False,0.14,7.840000000000001
2013-06-02,49,14.0,,0.14,6.86
2013-06-03,91,14.0,,0.14,12.740000000000002
2013-06-04,100,14.0,,0.14,14.000000000000002
2013-06-05,76,14.0,,0.14,10.64
2013-06-06,71,14.0,,0.14,9.940000000000001
2013-06-07,80,14.0,,0.14,11.200000000000001
2013-06-08,50,14.0,,0.14,7.000000000000001
2013-06-09,40,14.0,,0.14,5.6000000000000005
2013-06-10,80,14.0,,0.14,11.200000000000001
2013-06-11,69,14.0,,0.14,9.66
2013-06-12,68,14.0,,0.14,9.520000000000001
2013-06-13,71,14.0,,0.14,9.940000000000001
2013-06-14,73,14.0,,0.14,10.22
2013-06-15,45,14.0,,0.14,6.300000000000001
2013-06-16,46,14.0,,0.14,6.44
2013-06-17,61,14.0,,0.14,8.540000000000001
2013-06-18,82,14.0,,0.14,11.48
2013-06-19,70,14.0,,0.14,9.8
2013-06-20,83,14.0,,0.14,11.620000000000001
2013-06-21,63,14.0,,0.14,8.82
2013-06-22,47,14.0,,0.14,6.580000000000001
2013-06-23,43,14.0,,0.14,6.0200000000000005
2013-06-24,64,14.0,,0.14,8.96
2013-06-25,66,14.0,,0.14,9.24
2013-06-26,63,14.0,,0.14,8.82
2013-06-27,64,14.0,,0.14,8.96
2013-06-28,60,14.0,,0.14,8.4
2013-06-29,40,14.0,,0.14,5.6000000000000005
2013-06-30,38,14.0,,0.14,5.32
2013-07-01,64,15.0,False,0.15,9.6
2013-07-02,80,15.0,,0.15,12.0
2013-07-03,63,15.0,,0.15,9.45
2013-07-04,44,15.0,,0.15,6.6
2013-07-05,41,15.0,,0.15,6.1499999999999995
2013-07-06,51,15.0,,0.15,7.6499999999999995
2013-07-07,48,15.0,,0.15,7.199999999999999
2013-07-08,61,15.0,,0.15,9.15
2013-07-09,87,15.0,,0.15,13.049999999999999
2013-07-10,93,15.0,,0.15,13.95
2013-07-11,79,15.0,,0.15,11.85
2013-07-12,69,15.0,,0.15,10.35
2013-07-13,58,15.0,,0.15,8.7
2013-07-14,58,15.0,,0.15,8.7
2013-07-15,84,15.0,,0.15,12.6
2013-07-16,85,15.0,,0.15,12.75
2013-07-17,83,15.0,,0.15,12.45
2013-07-18,85,15.0,,0.15,12.75
2013-07-19,77,15.0,,0.15,11.549999999999999
2013-07-20,61,15.0,,0.15,9.15
2013-07-21,54,15.0,,0.15,8.1
2013-07-22,74,15.0,,0.15,11.1
2013-07-23,67,15.0,,0.15,10.049999999999999
2013-07-24,94,15.0,,0.15,14.1
2013-07-25,87,15.0,,0.15,13.049999999999999
2013-07-26,77,15.0,,0.15,11.549999999999999
2013-07-27,48,15.0,,0.15,7.199999999999999
2013-07-28,50,15.0,,0.15,7.5
2013-07-29,100,15.0,,0.15,15.0
2013-07-30,95,15.0,,0.15,14.25
2013-07-31,85,15.0,,0.15,12.75
2013-08-01,79,15.0,False,0.15,11.85
2013-08-02,83,15.0,,0.15,12.45
2013-08-03,60,15.0,,0.15,9.0
2013-08-04,49,15.0,,0.15,7.35
2013-08-05,83,15.0,,0.15,12.45
2013-08-06,90,15.0,,0.15,13.5
2013-08-07,84,15.0,,0.15,12.6
2013-08-08,97,15.0,,0.15,14.549999999999999
2013-08-09,89,15.0,,0.15,13.35
2013-08-10,77,15.0,,0.15,11.549999999999999
2013-08-11,53,15.0,,0.15,7.949999999999999
2013-08-12,73,15.0,,0.15,10.95
2013-08-13,100,15.0,,0.15,15.0
2013-08-14,95,15.0,,0.15,14.25
2013-08-15,84,15.0,,0.15,12.6
2013-08-16,76,15.0,,0.15,11.4
2013-08-17,76,15.0,,0.15,11.4
2013-08-18,45,15.0,,0.15,6.75
2013-08-19,92,15.0,,0.15,13.799999999999999
2013-08-20,89,15.0,,0.15,13.35
2013-08-21,100,15.0,,0.15,15.0
2013-08-22,89,15.0,,0.15,13.35
2013-08-23,81,15.0,,0.15,12.15
2013-08-24,67,15.0,,0.15,10.049999999999999
2013-08-25,49,15.0,,0.15,7.35
2013-08-26,79,15.0,,0.15,11.85
2013-08-27,89,15.0,,0.15,13.35
2013-08-28,87,15.0,,0.15,13.049999999999999
2013-08-29,83,15.0,,0.15,12.45
2013-08-30,79,15.0,,0.15,11.85
2013-08-31,48,15.0,,0.15,7.199999999999999
2013-09-01,34,19.0,False,0.19,6.46
2013-09-02,46,19.0,,0.19,8.74
2013-09-03,73,19.0,,0.19,13.870000000000001
2013-09-04,71,19.0,,0.19,13.49
2013-09-05,87,19.0,,0.19,16.53
2013-09-06,71,19.0,,0.19,13.49
2013-09-07,52,19.0,,0.19,9.88
2013-09-08,38,19.0,,0.19,7.22
2013-09-09,77,19.0,,0.19,14.63
2013-09-10,91,19.0,,0.19,17.29
2013-09-11,75,19.0,,0.19,14.25
2013-09-12,100,19.0,,0.19,19.0
2013-09-13,82,19.0,,0.19,15.58
2013-09-14,47,19.0,,0.19,8.93
2013-09-15,52,19.0,,0.19,9.88
2013-09-16,78,19.0,,0.19,14.82
2013-09-17,78,19.0,,0.19,14.82
2013-09-18,85,19.0,,0.19,16.15
2013-09-19,94,19.0,,0.19,17.86
2013-09-20,69,19.0,,0.19,13.11
2013-09-21,48,19.0,,0.19,9.120000000000001
2013-09-22,37,19.0,,0.19,7.03
2013-09-23,86,19.0,,0.19,16.34
2013-09-24,81,19.0,,0.19,15.39
2013-09-25,78,19.0,,0.19,14.82
2013-09-26,86,19.0,,0.19,16.34
2013-09-27,78,19.0,,0.19,14.82
2013-09-28,63,19.0,,0.19,11.97
2013-09-29,49,19.0,,0.19,9.31
2013-09-30,91,19.0,,0.19,17.29
2013-10-01,90,20.0,False,0.2,18.0
2013-10-02,83,20.0,,0.2,16.6
2013-10-03,72,20.0,,0.2,14.4
2013-10-04,66,20.0,,0.2,13.200000000000001
2013-10-05,47,20.0,,0.2,9.4
2013-10-06,47,20.0,,0.2,9.4
2013-10-07,85,20.0,,0.2,17.0
2013-10-08,84,20.0,,0.2,16.8
2013-10-09,100,20.0,,0.2,20.0
2013-10-10,83,20.0,,0.2,16.6
2013-10-11,62,20.0,,0.2,12.4
2013-10-12,40,20.0,,0.2,8.0
2013-10-13,41,20.0,,0.2,8.200000000000001
2013-10-14,61,20.0,,0.2,12.200000000000001
2013-10-15,73,20.0,,0.2,14.600000000000001
2013-10-16,74,20.0,,0.2,14.8
2013-10-17,82,20.0,,0.2,16.400000000000002
2013-10-18,74,20.0,,0.2,14.8
2013-10-19,39,20.0,,0.2,7.800000000000001
2013-10-20,43,20.0,,0.2,8.6
2013-10-21,72,20.0,,0.2,14.4
2013-10-22,78,20.0,,0.2,15.600000000000001
2013-10-23,75,20.0,,0.2,15.0
2013-10-24,85,20.0,,0.2,17.0
2013-10-25,56,20.0,,0.2,11.200000000000001
2013-10-26,50,20.0,,0.2,10.0
2013-10-27,39,20.0,,0.2,7.800000000000001
2013-10-28,63,20.0,,0.2,12.600000000000001
2013-10-29,77,20.0,,0.2,15.4
2013-10-30,82,20.0,,0.2,16.400000000000002
2013-10-31,69,20.0,,0.2,13.8
2013-11-01,67,17.0,False,0.17,11.39
2013-11-02,54,17.0,,0.17,9.180000000000001
2013-11-03,55,17.0,,0.17,9.350000000000001
2013-11-04,76,17.0,,0.17,12.920000000000002
2013-11-05,74,17.0,,0.17,12.58
2013-11-06,86,17.0,,0.17,14.620000000000001
2013-11-07,100,17.0,,0.17,17.0
2013-11-08,84,17.0,,0.17,14.280000000000001
2013-11-09,60,17.0,,0.17,10.200000000000001
2013-11-10,64,17.0,,0.17,10.88
2013-11-11,78,17.0,,0.17,13.260000000000002
2013-11-12,95,17.0,,0.17,16.150000000000002
2013-11-13,87,17.0,,0.17,14.790000000000001
2013-11-14,91,17.0,,0.17,15.47
2013-11-15,83,17.0,,0.17,14.110000000000001
2013-11-16,55,17.0,,0.17,9.350000000000001
2013-11-17,42,17.0,,0.17,7.140000000000001
2013-11-18,79,17.0,,0.17,13.430000000000001
2013-11-19,83,17.0,,0.17,14.110000000000001
2013-11-20,83,17.0,,0.17,14.110000000000001
2013-11-21,83,17.0,,0.17,14.110000000000001
2013-11-22,86,17.0,,0.17,14.620000000000001
2013-11-23,62,17.0,,0.17,10.540000000000001
2013-11-24,47,17.0,,0.17,7.99
2013-11-25,89,17.0,,0.17,15.13
2013-11-26,78,17.0,,0.17,13.260000000000002
2013-11-27,59,17.0,,0.17,10.030000000000001
2013-11-28,29,17.0,,0.17,4.930000000000001
2013-11-29,37,17.0,,0.17,6.29
2013-11-30,40,17.0,,0.17,6.800000000000001
2013-12-01,51,14.0,False,0.14,7.140000000000001
2013-12-02,78,14.0,,0.14,10.920000000000002
2013-12-03,94,14.0,,0.14,13.160000000000002
2013-12-04,100,14.0,,0.14,14.000000000000002
2013-12-05,98,14.0,,0.14,13.72
2013-12-06,60,14.0,,0.14,8.4
2013-12-07,57,14.0,,0.14,7.98
2013-12-08,53,14.0,,0.14,7.420000000000001
2013-12-09,70,14.0,,0.14,9.8
2013-12-10,77,14.0,,0.14,10.780000000000001
2013-12-11,70,14.0,,0.14,9.8
2013-12-12,89,14.0,,0.14,12.46
2013-12-13,66,14.0,,0.14,9.24
2013-12-14,40,14.0,,0.14,5.6000000000000005
2013-12-15,44,14.0,,0.14,6.16
2013-12-16,55,14.0,,0.14,7.700000000000001
2013-12-17,64,14.0,,0.14,8.96
2013-12-18,68,14.0,,0.14,9.520000000000001
2013-12-19,74,14.0,,0.14,10.360000000000001
2013-12-20,57,14.0,,0.14,7.98
2013-12-21,45,14.0,,0.14,6.300000000000001
2013-12-22,36,14.0,,0.14,5.040000000000001
2013-12-23,50,14.0,,0.14,7.000000000000001
2013-12-24,48,14.0,,0.14,6.720000000000001
2013-12-25,26,14.0,,0.14,3.6400000000000006
2013-12-26,50,14.0,,0.14,7.000000000000001
2013-12-27,56,14.0,,0.14,7.840000000000001
2013-12-28,55,14.0,,0.14,7.700000000000001
2013-12-29,47,14.0,,0.14,6.580000000000001
2013-12-30,63,14.0,,0.14,8.82
2013-12-31,67,14.0,,0.14,9.38
2014-01-01,47,17.0,False,0.17,7.99
2014-01-02,62,17.0,,0.17,10.540000000000001
2014-01-03,68,17.0,,0.17,11.56
2014-01-04,69,17.0,,0.17,11.73
2014-01-05,74,17.0,,0.17,12.58
2014-01-06,76,17.0,,0.17,12.920000000000002
2014-01-07,84,17.0,,0.17,14.280000000000001
2014-01-08,88,17.0,,0.17,14.96
2014-01-09,100,17.0,,0.17,17.0
2014-01-10,92,17.0,,0.17,15.64
2014-01-11,81,17.0,,0.17,13.770000000000001
2014-01-12,57,17.0,,0.17,9.690000000000001
2014-01-13,75,17.0,,0.17,12.750000000000002
2014-01-14,93,17.0,,0.17,15.81
2014-01-15,89,17.0,,0.17,15.13
2014-01-16,86,17.0,,0.17,14.620000000000001
2014-01-17,82,17.0,,0.17,13.940000000000001
2014-01-18,69,17.0,,0.17,11.73
2014-01-19,55,17.0,,0.17,9.350000000000001
2014-01-20,70,17.0,,0.17,11.9
2014-01-21,68,17.0,,0.17,11.56
2014-01-22,82,17.0,,0.17,13.940000000000001
2014-01-23,91,17.0,,0.17,15.47
2014-01-24,76,17.0,,0.17,12.920000000000002
2014-01-25,59,17.0,,0.17,10.030000000000001
2014-01-26,58,17.0,,0.17,9.860000000000001
2014-01-27,80,17.0,,0.17,13.600000000000001
2014-01-28,70,17.0,,0.17,11.9
2014-01-29,77,17.0,,0.17,13.090000000000002
2014-01-30,84,17.0,,0.17,14.280000000000001
2014-01-31,78,17.0,,0.17,13.260000000000002
2014-02-01,54,13.0,False,0.13,7.0200000000000005
2014-02-02,52,13.0,,0.13,6.76
2014-02-03,78,13.0,,0.13,10.14
2014-02-04,93,13.0,,0.13,12.09
2014-02-05,88,13.0,,0.13,11.440000000000001
2014-02-06,80,13.0,,0.13,10.4
2014-02-07,77,13.0,,0.13,10.01
2014-02-08,51,13.0,,0.13,6.63
2014-02-09,51,13.0,,0.13,6.63
2014-02-10,82,13.0,,0.13,10.66
2014-02-11,78,13.0,,0.13,10.14
2014-02-12,84,13.0,,0.13,10.92
2014-02-13,71,13.0,,0.13,9.23
2014-02-14,48,13.0,,0.13,6.24
2014-02-15,56,13.0,,0.13,7.28
2014-02-16,47,13.0,,0.13,6.11
2014-02-17,64,13.0,,0.13,8.32
2014-02-18,65,13.0,,0.13,8.450000000000001
2014-02-19,78,13.0,,0.13,10.14
2014-02-20,94,13.0,,0.13,12.22
2014-02-21,75,13.0,,0.13,9.75
2014-02-22,60,13.0,,0.13,7.800000000000001
2014-02-23,67,13.0,,0.13,8.71
2014-02-24,89,13.0,,0.13,11.57
2014-02-25,100,13.0,,0.13,13.0
2014-02-26,91,13.0,,0.13,11.83
2014-02-27,74,13.0,,0.13,9.620000000000001
2014-02-28,81,13.0,,0.13,10.530000000000001
2014-03-01,60,14.0,False,0.14,8.4
2014-03-02,35,14.0,,0.14,4.9
2014-03-03,75,14.0,,0.14,10.500000000000002
2014-03-04,70,14.0,,0.14,9.8
2014-03-05,100,14.0,,0.14,14.000000000000002
2014-03-06,69,14.0,,0.14,9.66
2014-03-07,68,14.0,,0.14,9.520000000000001
2014-03-08,41,14.0,,0.14,5.74
2014-03-09,60,14.0,,0.14,8.4
2014-03-10,64,14.0,,0.14,8.96
2014-03-11,81,14.0,,0.14,11.340000000000002
2014-03-12,76,14.0,,0.14,10.64
2014-03-13,84,14.0,,0.14,11.760000000000002
2014-03-14,89,14.0,,0.14,12.46
2014-03-15,84,14.0,,0.14,11.760000000000002
2014-03-16,67,14.0,,0.14,9.38
2014-03-17,92,14.0,,0.14,12.88
2014-03-18,85,14.0,,0.14,11.9
2014-03-19,96,14.0,,0.14,13.440000000000001
2014-03-20,87,14.0,,0.14,12.180000000000001
2014-03-21,99,14.0,,0.14,13.860000000000001
2014-03-22,56,14.0,,0.14,7.840000000000001
2014-03-23,42,14.0,,0.14,5.880000000000001
2014-03-24,74,14.0,,0.14,10.360000000000001
2014-03-25,90,14.0,,0.14,12.600000000000001
2014-03-26,85,14.0,,0.14,11.9
2014-03-27,74,14.0,,0.14,10.360000000000001
2014-03-28,89,14.0,,0.14,12.46
2014-03-29,48,14.0,,0.14,6.720000000000001
2014-03-30,65,14.0,,0.14,9.100000000000001
2014-03-31,98,14.0,,0.14,13.72
2014-04-01,81,15.0,False,0.15,12.15
2014-04-02,72,15.0,,0.15,10.799999999999999
2014-04-03,76,15.0,,0.15,11.4
2014-04-04,72,15.0,,0.15,10.799999999999999
2014-04-05,45,15.0,,0.15,6.75
2014-04-06,50,15.0,,0.15,7.5
2014-04-07,82,15.0,,0.15,12.299999999999999
2014-04-08,88,15.0,,0.15,13.2
2014-04-09,100,15.0,,0.15,15.0
2014-04-10,77,15.0,,0.15,11.549999999999999
2014-04-11,80,15.0,,0.15,12.0
2014-04-12,60,15.0,,0.15,9.0
2014-04-13,48,15.0,,0.15,7.199999999999999
2014-04-14,69,15.0,,0.15,10.35
2014-04-15,81,15.0,,0.15,12.15
2014-04-16,78,15.0,,0.15,11.7
2014-04-17,82,15.0,,0.15,12.299999999999999
2014-04-18,61,15.0,,0.15,9.15
2014-04-19,37,15.0,,0.15,5.55
2014-04-20,45,15.0,,0.15,6.75
2014-04-21,68,15.0,,0.15,10.2
2014-04-22,76,15.0,,0.15,11.4
2014-04-23,80,15.0,,0.15,12.0
2014-04-24,87,15.0,,0.15,13.049999999999999
2014-04-25,82,15.0,,0.15,12.299999999999999
2014-04-26,52,15.0,,0.15,7.8
2014-04-27,54,15.0,,0.15,8.1
2014-04-28,60,15.0,,0.15,9.0
2014-04-29,86,15.0,,0.15,12.9
2014-04-30,80,15.0,,0.15,12.0
2014-05-01,90,15.0,False,0.15,13.5
2014-05-02,74,15.0,,0.15,11.1
2014-05-03,50,15.0,,0.15,7.5
2014-05-04,48,15.0,,0.15,7.199999999999999
2014-05-05,78,15.0,,0.15,11.7
2014-05-06,85,15.0,,0.15,12.75
2014-05-07,88,15.0,,0.15,13.2
2014-05-08,94,15.0,,0.15,14.1
2014-05-09,87,15.0,,0.15,13.049999999999999
2014-05-10,45,15.0,,0.15,6.75
2014-05-11,40,15.0,,0.15,6.0
2014-05-12,72,15.0,,0.15,10.799999999999999
2014-05-13,78,15.0,,0.15,11.7
2014-05-14,85,15.0,,0.15,12.75
2014-05-15,100,15.0,,0.15,15.0
2014-05-16,75,15.0,,0.15,11.25
2014-05-17,67,15.0,,0.15,10.049999999999999
2014-05-18,48,15.0,,0.15,7.199999999999999
2014-05-19,72,15.0,,0.15,10.799999999999999
2014-05-20,98,15.0,,0.15,14.7
2014-05-21,86,15.0,,0.15,12.9
2014-05-22,75,15.0,,0.15,11.25
2014-05-23,60,15.0,,0.15,9.0
2014-05-24,69,15.0,,0.15,10.35
2014-05-25,55,15.0,,0.15,8.25
2014-05-26,48,15.0,,0.15,7.199999999999999
2014-05-27,73,15.0,,0.15,10.95
2014-05-28,75,15.0,,0.15,11.25
2014-05-29,88,15.0,,0.15,13.2
2014-05-30,67,15.0,,0.15,10.049999999999999
2014-05-31,47,15.0,,0.15,7.05
2014-06-01,56,15.0,False,0.15,8.4
2014-06-02,92,15.0,,0.15,13.799999999999999
2014-06-03,99,15.0,,0.15,14.85
2014-06-04,93,15.0,,0.15,13.95
2014-06-05,100,15.0,,0.15,15.0
2014-06-06,96,15.0,,0.15,14.399999999999999
2014-06-07,48,15.0,,0.15,7.199999999999999
2014-06-08,66,15.0,,0.15,9.9
2014-06-09,87,15.0,,0.15,13.049999999999999
2014-06-10,96,15.0,,0.15,14.399999999999999
2014-06-11,76,15.0,,0.15,11.4
2014-06-12,94,15.0,,0.15,14.1
2014-06-13,69,15.0,,0.15,10.35
2014-06-14,69,15.0,,0.15,10.35
2014-06-15,37,15.0,,0.15,5.55
2014-06-16,96,15.0,,0.15,14.399999999999999
2014-06-17,95,15.0,,0.15,14.25
2014-06-18,87,15.0,,0.15,13.049999999999999
2014-06-19,81,15.0,,0.15,12.15
2014-06-20,89,15.0,,0.15,13.35
2014-06-21,57,15.0,,0.15,8.549999999999999
2014-06-22,55,15.0,,0.15,8.25
2014-06-23,90,15.0,,0.15,13.5
2014-06-24,74,15.0,,0.15,11.1
2014-06-25,79,15.0,,0.15,11.85
2014-06-26,81,15.0,,0.15,12.15
2014-06-27,87,15.0,,0.15,13.049999999999999
2014-06-28,71,15.0,,0.15,10.65
2014-06-29,69,15.0,,0.15,10.35
2014-06-30,92,15.0,,0.15,13.799999999999999
2014-07-01,88,15.0,False,0.15,13.2
2014-07-02,72,15.0,,0.15,10.799999999999999
2014-07-03,71,15.0,,0.15,10.65
2014-07-04,55,15.0,,0.15,8.25
2014-07-05,41,15.0,,0.15,6.1499999999999995
2014-07-06,40,15.0,,0.15,6.0
2014-07-07,68,15.0,,0.15,10.2
2014-07-08,81,15.0,,0.15,12.15
2014-07-09,88,15.0,,0.15,13.2
2014-07-10,99,15.0,,0.15,14.85
2014-07-11,86,15.0,,0.15,12.9
2014-07-12,52,15.0,,0.15,7.8
2014-07-13,40,15.0,,0.15,6.0
2014-07-14,75,15.0,,0.15,11.25
2014-07-15,84,15.0,,0.15,12.6
2014-07-16,100,15.0,,0.15,15.0
2014-07-17,79,15.0,,0.15,11.85
2014-07-18,67,15.0,,0.15,10.049999999999999
2014-07-19,50,15.0,,0.15,7.5
2014-07-20,39,15.0,,0.15,5.85
2014-07-21,89,15.0,,0.15,13.35
2014-07-22,90,15.0,,0.15,13.5
2014-07-23,77,15.0,,0.15,11.549999999999999
2014-07-24,84,15.0,,0.15,12.6
2014-07-25,65,15.0,,0.15,9.75
2014-07-26,52,15.0,,0.15,7.8
2014-07-27,51,15.0,,0.15,7.6499999999999995
2014-07-28,75,15.0,,0.15,11.25
2014-07-29,89,15.0,,0.15,13.35
2014-07-30,80,15.0,,0.15,12.0
2014-07-31,94,15.0,,0.15,14.1
2014-08-01,67,16.0,False,0.16,10.72
2014-08-02,55,16.0,,0.16,8.8
2014-08-03,52,16.0,,0.16,8.32
2014-08-04,79,16.0,,0.16,12.64
2014-08-05,92,16.0,,0.16,14.72
2014-08-06,90,16.0,,0.16,14.4
2014-08-07,100,16.0,,0.16,16.0
2014-08-08,83,16.0,,0.16,13.280000000000001
2014-08-09,59,16.0,,0.16,9.44
2014-08-10,58,16.0,,0.16,9.28
2014-08-11,82,16.0,,0.16,13.120000000000001
2014-08-12,82,16.0,,0.16,13.120000000000001
2014-08-13,82,16.0,,0.16,13.120000000000001
2014-08-14,86,16.0,,0.16,13.76
2014-08-15,73,16.0,,0.16,11.68
2014-08-16,48,16.0,,0.16,7.68
2014-08-17,43,16.0,,0.16,6.88
2014-08-18,69,16.0,,0.16,11.040000000000001
2014-08-19,84,16.0,,0.16,13.44
2014-08-20,71,16.0,,0.16,11.36
2014-08-21,79,16.0,,0.16,12.64
2014-08-22,77,16.0,,0.16,12.32
2014-08-23,58,16.0,,0.16,9.28
2014-08-24,46,16.0,,0.16,7.36
2014-08-25,78,16.0,,0.16,12.48
2014-08-26,92,16.0,,0.16,14.72
2014-08-27,87,16.0,,0.16,13.92
2014-08-28,89,16.0,,0.16,14.24
2014-08-29,83,16.0,,0.16,13.280000000000001
2014-08-30,56,16.0,,0.16,8.96
2014-08-31,45,16.0,,0.16,7.2
2014-09-01,48,19.0,False,0.19,9.120000000000001
2014-09-02,59,19.0,,0.19,11.21
2014-09-03,78,19.0,,0.19,14.82
2014-09-04,68,19.0,,0.19,12.92
2014-09-05,57,19.0,,0.19,10.83
2014-09-06,53,19.0,,0.19,10.07
2014-09-07,52,19.0,,0.19,9.88
2014-09-08,67,19.0,,0.19,12.73
2014-09-09,83,19.0,,0.19,15.77
2014-09-10,83,19.0,,0.19,15.77
2014-09-11,76,19.0,,0.19,14.44
2014-09-12,66,19.0,,0.19,12.540000000000001
2014-09-13,59,19.0,,0.19,11.21
2014-09-14,27,19.0,,0.19,5.13
2014-09-15,71,19.0,,0.19,13.49
2014-09-16,76,19.0,,0.19,14.44
2014-09-17,80,19.0,,0.19,15.2
2014-09-18,84,19.0,,0.19,15.96
2014-09-19,100,19.0,,0.19,19.0
2014-09-20,66,19.0,,0.19,12.540000000000001
2014-09-21,48,19.0,,0.19,9.120000000000001
2014-09-22,80,19.0,,0.19,15.2
2014-09-23,89,19.0,,0.19,16.91
2014-09-24,79,19.0,,0.19,15.01
2014-09-25,79,19.0,,0.19,15.01
2014-09-26,67,19.0,,0.19,12.73
2014-09-27,55,19.0,,0.19,10.45
2014-09-28,45,19.0,,0.19,8.55
2014-09-29,83,19.0,,0.19,15.77
2014-09-30,98,19.0,,0.19,18.62
2014-10-01,72,27.0,False,0.27,19.44
2014-10-02,71,27.0,,0.27,19.17
2014-10-03,67,27.0,,0.27,18.09
2014-10-04,53,27.0,,0.27,14.31
2014-10-05,49,27.0,,0.27,13.23
2014-10-06,72,27.0,,0.27,19.44
2014-10-07,65,27.0,,0.27,17.55
2014-10-08,82,27.0,,0.27,22.14
2014-10-09,77,27.0,,0.27,20.790000000000003
2014-10-10,68,27.0,,0.27,18.36
2014-10-11,48,27.0,,0.27,12.96
2014-10-12,46,27.0,,0.27,12.420000000000002
2014-10-13,79,27.0,,0.27,21.330000000000002
2014-10-14,82,27.0,,0.27,22.14
2014-10-15,94,27.0,,0.27,25.380000000000003
2014-10-16,100,27.0,,0.27,27.0
2014-10-17,78,27.0,,0.27,21.060000000000002
2014-10-18,56,27.0,,0.27,15.120000000000001
2014-10-19,50,27.0,,0.27,13.5
2014-10-20,68,27.0,,0.27,18.36
2014-10-21,82,27.0,,0.27,22.14
2014-10-22,83,27.0,,0.27,22.41
2014-10-23,79,27.0,,0.27,21.330000000000002
2014-10-24,68,27.0,,0.27,18.36
2014-10-25,43,27.0,,0.27,11.610000000000001
2014-10-26,45,27.0,,0.27,12.15
2014-10-27,64,27.0,,0.27,17.28
2014-10-28,76,27.0,,0.27,20.520000000000003
2014-10-29,56,27.0,,0.27,15.120000000000001
2014-10-30,55,27.0,,0.27,14.850000000000001
2014-10-31,40,27.0,,0.27,10.8
2014-11-01,66,17.0,False,0.17,11.22
2014-11-02,63,17.0,,0.17,10.71
2014-11-03,93,17.0,,0.17,15.81
2014-11-04,98,17.0,,0.17,16.66
2014-11-05,100,17.0,,0.17,17.0
2014-11-06,92,17.0,,0.17,15.64
2014-11-07,96,17.0,,0.17,16.32
2014-11-08,62,17.0,,0.17,10.540000000000001
2014-11-09,55,17.0,,0.17,9.350000000000001
2014-11-10,98,17.0,,0.17,16.66
2014-11-11,93,17.0,,0.17,15.81
2014-11-12,92,17.0,,0.17,15.64
2014-11-13,93,17.0,,0.17,15.81
2014-11-14,75,17.0,,0.17,12.750000000000002
2014-11-15,63,17.0,,0.17,10.71
2014-11-16,53,17.0,,0.17,9.01
2014-11-17,91,17.0,,0.17,15.47
2014-11-18,79,17.0,,0.17,13.430000000000001
2014-11-19,96,17.0,,0.17,16.32
