date,finance_unscaled,finance_monthly,isPartial,scale,finance
2019-06-02,38,50.0,,0.5,19.0
2019-06-03,97,50.0,,0.5,48.5
2019-06-04,93,50.0,,0.5,46.5
2019-06-05,94,50.0,,0.5,47.0
2019-06-06,93,50.0,,0.5,46.5
2019-06-07,93,50.0,,0.5,46.5
2019-06-08,47,50.0,,0.5,23.5
2019-06-09,39,50.0,,0.5,19.5
2019-06-10,94,50.0,,0.5,47.0
2019-06-11,89,50.0,,0.5,44.5
2019-06-12,93,50.0,,0.5,46.5
2019-06-13,92,50.0,,0.5,46.0
2019-06-14,94,50.0,,0.5,47.0
2019-06-15,48,50.0,,0.5,24.0
2019-06-16,36,50.0,,0.5,18.0
2019-06-17,93,50.0,,0.5,46.5
2019-06-18,94,50.0,,0.5,47.0
2019-06-19,96,50.0,,0.5,48.0
2019-06-20,94,50.0,,0.5,47.0
2019-06-21,100,50.0,,0.5,50.0
2019-06-22,48,50.0,,0.5,24.0
2019-06-23,37,50.0,,0.5,18.5
2019-06-24,90,50.0,,0.5,45.0
2019-06-25,91,50.0,,0.5,45.5
2019-06-26,89,50.0,,0.5,44.5
2019-06-27,91,50.0,,0.5,45.5
2019-06-28,100,50.0,,0.5,50.0
2019-06-29,49,50.0,,0.5,24.5
2019-06-30,39,50.0,,0.5,19.5
2019-07-01,85,51.0,False,0.51,43.35
2019-07-02,79,51.0,,0.51,40.29
2019-07-03,79,51.0,,0.51,40.29
2019-07-04,42,51.0,,0.51,21.42
2019-07-05,73,51.0,,0.51,37.230000000000004
2019-07-06,41,51.0,,0.51,20.91
2019-07-07,32,51.0,,0.51,16.32
2019-07-08,78,51.0,,0.51,39.78
2019-07-09,82,51.0,,0.51,41.82
2019-07-10,84,51.0,,0.51,42.84
2019-07-11,83,51.0,,0.51,42.33
2019-07-12,84,51.0,,0.51,42.84
2019-07-13,44,51.0,,0.51,22.44
2019-07-14,33,51.0,,0.51,16.830000000000002
2019-07-15,83,51.0,,0.51,42.33
2019-07-16,80,51.0,,0.51,40.8
2019-07-17,79,51.0,,0.51,40.29
2019-07-18,80,51.0,,0.51,40.8
2019-07-19,80,51.0,,0.51,40.8
2019-07-20,43,51.0,,0.51,21.93
2019-07-21,33,51.0,,0.51,16.830000000000002
2019-07-22,79,51.0,,0.51,40.29
2019-07-23,84,51.0,,0.51,42.84
2019-07-24,82,51.0,,0.51,41.82
2019-07-25,85,51.0,,0.51,43.35
2019-07-26,85,51.0,,0.51,43.35
2019-07-27,43,51.0,,0.51,21.93
2019-07-28,34,51.0,,0.51,17.34
2019-07-29,82,51.0,,0.51,41.82
2019-07-30,84,51.0,,0.51,42.84
2019-07-31,100,51.0,,0.51,51.0
2019-08-01,81,73.0,False,0.73,59.129999999999995
2019-08-02,83,73.0,,0.73,60.589999999999996
2019-08-03,54,73.0,,0.73,39.42
2019-08-04,45,73.0,,0.73,32.85
2019-08-05,81,73.0,,0.73,59.129999999999995
2019-08-06,89,73.0,,0.73,64.97
2019-08-07,93,73.0,,0.73,67.89
2019-08-08,88,73.0,,0.73,64.24
2019-08-09,88,73.0,,0.73,64.24
2019-08-10,60,73.0,,0.73,43.8
2019-08-11,50,73.0,,0.73,36.5
2019-08-12,89,73.0,,0.73,64.97
2019-08-13,100,73.0,,0.73,73.0
2019-08-14,95,73.0,,0.73,69.35
2019-08-15,93,73.0,,0.73,67.89
2019-08-16,80,73.0,,0.73,58.4
2019-08-17,47,73.0,,0.73,34.31
2019-08-18,39,73.0,,0.73,28.47
2019-08-19,83,73.0,,0.73,60.589999999999996
2019-08-20,97,73.0,,0.73,70.81
2019-08-21,94,73.0,,0.73,68.62
2019-08-22,91,73.0,,0.73,66.42999999999999
2019-08-23,91,73.0,,0.73,66.42999999999999
2019-08-24,51,73.0,,0.73,37.23
2019-08-25,44,73.0,,0.73,32.12
2019-08-26,78,73.0,,0.73,56.94
2019-08-27,75,73.0,,0.73,54.75
2019-08-28,72,73.0,,0.73,52.56
2019-08-29,74,73.0,,0.73,54.019999999999996
2019-08-30,70,73.0,,0.73,51.1
2019-08-31,35,73.0,,0.73,25.55
2019-09-01,42,50.0,False,0.5,21.0
2019-09-02,45,50.0,,0.5,22.5
2019-09-03,98,50.0,,0.5,49.0
2019-09-04,96,50.0,,0.5,48.0
2019-09-05,99,50.0,,0.5,49.5
2019-09-06,95,50.0,,0.5,47.5
2019-09-07,46,50.0,,0.5,23.0
2019-09-08,36,50.0,,0.5,18.0
2019-09-09,92,50.0,,0.5,46.0
2019-09-10,99,50.0,,0.5,49.5
2019-09-11,92,50.0,,0.5,46.0
2019-09-12,95,50.0,,0.5,47.5
2019-09-13,99,50.0,,0.5,49.5
2019-09-14,49,50.0,,0.5,24.5
2019-09-15,40,50.0,,0.5,20.0
2019-09-16,100,50.0,,0.5,50.0
2019-09-17,89,50.0,,0.5,44.5
2019-09-18,95,50.0,,0.5,47.5
2019-09-19,90,50.0,,0.5,45.0
2019-09-20,100,50.0,,0.5,50.0
2019-09-21,47,50.0,,0.5,23.5
2019-09-22,37,50.0,,0.5,18.5
2019-09-23,93,50.0,,0.5,46.5
2019-09-24,99,50.0,,0.5,49.5
2019-09-25,90,50.0,,0.5,45.0
2019-09-26,93,50.0,,0.5,46.5
2019-09-27,94,50.0,,0.5,47.0
2019-09-28,44,50.0,,0.5,22.0
2019-09-29,36,50.0,,0.5,18.0
2019-09-30,95,50.0,,0.5,47.5
2019-10-01,86,59.0,False,0.59,50.739999999999995
2019-10-02,93,59.0,,0.59,54.87
2019-10-03,100,59.0,,0.59,59.0
2019-10-04,99,59.0,,0.59,58.41
2019-10-05,46,59.0,,0.59,27.139999999999997
2019-10-06,36,59.0,,0.59,21.24
2019-10-07,89,59.0,,0.59,52.51
2019-10-08,90,59.0,,0.59,53.099999999999994
2019-10-09,91,59.0,,0.59,53.69
2019-10-10,89,59.0,,0.59,52.51
2019-10-11,96,59.0,,0.59,56.64
2019-10-12,45,59.0,,0.59,26.549999999999997
2019-10-13,36,59.0,,0.59,21.24
2019-10-14,86,59.0,,0.59,50.739999999999995
2019-10-15,95,59.0,,0.59,56.05
2019-10-16,94,59.0,,0.59,55.459999999999994
2019-10-17,93,59.0,,0.59,54.87
2019-10-18,96,59.0,,0.59,56.64
2019-10-19,45,59.0,,0.59,26.549999999999997
2019-10-20,35,59.0,,0.59,20.65
2019-10-21,92,59.0,,0.59,54.279999999999994
2019-10-22,93,59.0,,0.59,54.87
2019-10-23,90,59.0,,0.59,53.099999999999994
2019-10-24,90,59.0,,0.59,53.099999999999994
2019-10-25,96,59.0,,0.59,56.64
2019-10-26,43,59.0,,0.59,25.369999999999997
2019-10-27,35,59.0,,0.59,20.65
2019-10-28,95,59.0,,0.59,56.05
2019-10-29,93,59.0,,0.59,54.87
2019-10-30,91,59.0,,0.59,53.69
2019-10-31,92,59.0,,0.59,54.279999999999994
2019-11-01,97,56.0,False,0.56,54.32000000000001
2019-11-02,47,56.0,,0.56,26.320000000000004
2019-11-03,35,56.0,,0.56,19.6
2019-11-04,98,56.0,,0.56,54.88
2019-11-05,93,56.0,,0.56,52.080000000000005
2019-11-06,92,56.0,,0.56,51.52
2019-11-07,97,56.0,,0.56,54.32000000000001
2019-11-08,95,56.0,,0.56,53.2
2019-11-09,46,56.0,,0.56,25.76
2019-11-10,33,56.0,,0.56,18.48
2019-11-11,79,56.0,,0.56,44.24
2019-11-12,90,56.0,,0.56,50.400000000000006
2019-11-13,89,56.0,,0.56,49.84
2019-11-14,92,56.0,,0.56,51.52
2019-11-15,100,56.0,,0.56,56.00000000000001
2019-11-16,49,56.0,,0.56,27.44
2019-11-17,38,56.0,,0.56,21.28
2019-11-18,93,56.0,,0.56,52.080000000000005
2019-11-19,89,56.0,,0.56,49.84
2019-11-20,91,56.0,,0.56,50.96000000000001
2019-11-21,91,56.0,,0.56,50.96000000000001
2019-11-22,91,56.0,,0.56,50.96000000000001
2019-11-23,48,56.0,,0.56,26.880000000000003
2019-11-24,31,56.0,,0.56,17.360000000000003
2019-11-25,83,56.0,,0.56,46.480000000000004
2019-11-26,85,56.0,,0.56,47.6
2019-11-27,85,56.0,,0.56,47.6
2019-11-28,36,56.0,,0.56,20.160000000000004
2019-11-29,66,56.0,,0.56,36.96
2019-11-30,43,56.0,,0.56,24.080000000000002
2019-12-01,35,53.0,False,0.53,18.55
2019-12-02,92,53.0,,0.53,48.760000000000005
2019-12-03,92,53.0,,0.53,48.760000000000005
2019-12-04,86,53.0,,0.53,45.580000000000005
2019-12-05,89,53.0,,0.53,47.17
2019-12-06,89,53.0,,0.53,47.17
2019-12-07,50,53.0,,0.53,26.5
2019-12-08,32,53.0,,0.53,16.96
2019-12-09,85,53.0,,0.53,45.050000000000004
2019-12-10,88,53.0,,0.53,46.64
2019-12-11,88,53.0,,0.53,46.64
2019-12-12,92,53.0,,0.53,48.760000000000005
2019-12-13,100,53.0,,0.53,53.0
2019-12-14,53,53.0,,0.53,28.09
2019-12-15,36,53.0,,0.53,19.080000000000002
2019-12-16,90,53.0,,0.53,47.7
2019-12-17,88,53.0,,0.53,46.64
2019-12-18,84,53.0,,0.53,44.52
2019-12-19,85,53.0,,0.53,45.050000000000004
2019-12-20,96,53.0,,0.53,50.88
2019-12-21,46,53.0,,0.53,24.380000000000003
2019-12-22,35,53.0,,0.53,18.55
2019-12-23,87,53.0,,0.53,46.11
2019-12-24,63,53.0,,0.53,33.39
2019-12-25,31,53.0,,0.53,16.43
2019-12-26,85,53.0,,0.53,45.050000000000004
2019-12-27,92,53.0,,0.53,48.760000000000005
2019-12-28,46,53.0,,0.53,24.380000000000003
2019-12-29,31,53.0,,0.53,16.43
2019-12-30,85,53.0,,0.53,45.050000000000004
2019-12-31,82,53.0,,0.53,43.46
2020-01-01,38,62.0,False,0.62,23.56
2020-01-02,88,62.0,,0.62,54.56
2020-01-03,98,62.0,,0.62,60.76
2020-01-04,48,62.0,,0.62,29.759999999999998
2020-01-05,33,62.0,,0.62,20.46
2020-01-06,87,62.0,,0.62,53.94
2020-01-07,90,62.0,,0.62,55.8
2020-01-08,98,62.0,,0.62,60.76
2020-01-09,91,62.0,,0.62,56.42
2020-01-10,93,62.0,,0.62,57.66
2020-01-11,47,62.0,,0.62,29.14
2020-01-12,32,62.0,,0.62,19.84
2020-01-13,87,62.0,,0.62,53.94
2020-01-14,89,62.0,,0.62,55.18
2020-01-15,92,62.0,,0.62,57.04
2020-01-16,99,62.0,,0.62,61.38
2020-01-17,95,62.0,,0.62,58.9
2020-01-18,46,62.0,,0.62,28.52
2020-01-19,33,62.0,,0.62,20.46
2020-01-20,57,62.0,,0.62,35.339999999999996
2020-01-21,95,62.0,,0.62,58.9
2020-01-22,92,62.0,,0.62,57.04
2020-01-23,93,62.0,,0.62,57.66
2020-01-24,93,62.0,,0.62,57.66
2020-01-25,44,62.0,,0.62,27.28
2020-01-26,31,62.0,,0.62,19.22
2020-01-27,89,62.0,,0.62,55.18
2020-01-28,95,62.0,,0.62,58.9
2020-01-29,93,62.0,,0.62,57.66
2020-01-30,100,62.0,,0.62,62.0
2020-01-31,100,62.0,,0.62,62.0
2020-02-01,31,72.0,False,0.72,22.32
2020-02-02,22,72.0,,0.72,15.84
2020-02-03,59,72.0,,0.72,42.48
2020-02-04,64,72.0,,0.72,46.08
2020-02-05,64,72.0,,0.72,46.08
2020-02-06,63,72.0,,0.72,45.36
2020-02-07,62,72.0,,0.72,44.64
2020-02-08,30,72.0,,0.72,21.599999999999998
2020-02-09,23,72.0,,0.72,16.56
2020-02-10,57,72.0,,0.72,41.04
2020-02-11,61,72.0,,0.72,43.92
2020-02-12,60,72.0,,0.72,43.199999999999996
2020-02-13,61,72.0,,0.72,43.92
2020-02-14,61,72.0,,0.72,43.92
2020-02-15,31,72.0,,0.72,22.32
2020-02-16,22,72.0,,0.72,15.84
2020-02-17,42,72.0,,0.72,30.24
2020-02-18,59,72.0,,0.72,42.48
2020-02-19,62,72.0,,0.72,44.64
2020-02-20,64,72.0,,0.72,46.08
2020-02-21,60,72.0,,0.72,43.199999999999996
2020-02-22,31,72.0,,0.72,22.32
2020-02-23,24,72.0,,0.72,17.28
2020-02-24,72,72.0,,0.72,51.839999999999996
2020-02-25,80,72.0,,0.72,57.599999999999994
2020-02-26,84,72.0,,0.72,60.48
2020-02-27,85,72.0,,0.72,61.199999999999996
2020-02-28,100,72.0,,0.72,72.0
2020-02-29,38,72.0,,0.72,27.36
2020-03-01,24,100.0,False,1.0,24.0
2020-03-02,72,100.0,,1.0,72.0
2020-03-03,74,100.0,,1.0,74.0
2020-03-04,68,100.0,,1.0,68.0
2020-03-05,67,100.0,,1.0,67.0
2020-03-06,70,100.0,,1.0,70.0
2020-03-07,30,100.0,,1.0,30.0
2020-03-08,23,100.0,,1.0,23.0
2020-03-09,94,100.0,,1.0,94.0
2020-03-10,88,100.0,,1.0,88.0
2020-03-11,78,100.0,,1.0,78.0
2020-03-12,97,100.0,,1.0,97.0
2020-03-13,100,100.0,,1.0,100.0
2020-03-14,35,100.0,,1.0,35.0
2020-03-15,29,100.0,,1.0,29.0
2020-03-16,97,100.0,,1.0,97.0
2020-03-17,89,100.0,,1.0,89.0
2020-03-18,91,100.0,,1.0,91.0
2020-03-19,85,100.0,,1.0,85.0
2020-03-20,80,100.0,,1.0,80.0
2020-03-21,37,100.0,,1.0,37.0
2020-03-22,29,100.0,,1.0,29.0
2020-03-23,80,100.0,,1.0,80.0
2020-03-24,89,100.0,,1.0,89.0
2020-03-25,93,100.0,,1.0,93.0
2020-03-26,81,100.0,,1.0,81.0
2020-03-27,74,100.0,,1.0,74.0
2020-03-28,30,100.0,,1.0,30.0
2020-03-29,29,100.0,,1.0,29.0
2020-03-30,66,100.0,,1.0,66.0
2020-03-31,70,100.0,,1.0,70.0
2020-04-01,99,79.0,False,0.79,78.21000000000001
2020-04-02,100,79.0,,0.79,79.0
2020-04-03,94,79.0,,0.79,74.26
2020-04-04,44,79.0,,0.79,34.760000000000005
2020-04-05,35,79.0,,0.79,27.650000000000002
2020-04-06,93,79.0,,0.79,73.47
2020-04-07,96,79.0,,0.79,75.84
2020-04-08,94,79.0,,0.79,74.26
2020-04-09,98,79.0,,0.79,77.42
2020-04-10,76,79.0,,0.79,60.040000000000006
2020-04-11,39,79.0,,0.79,30.810000000000002
2020-04-12,34,79.0,,0.79,26.86
2020-04-13,93,79.0,,0.79,73.47
2020-04-14,95,79.0,,0.79,75.05
2020-04-15,98,79.0,,0.79,77.42
2020-04-16,96,79.0,,0.79,75.84
2020-04-17,95,79.0,,0.79,75.05
2020-04-18,45,79.0,,0.79,35.550000000000004
2020-04-19,38,79.0,,0.79,30.020000000000003
2020-04-20,97,79.0,,0.79,76.63000000000001
2020-04-21,97,79.0,,0.79,76.63000000000001
2020-04-22,89,79.0,,0.79,70.31
2020-04-23,88,79.0,,0.79,69.52000000000001
2020-04-24,85,79.0,,0.79,67.15
2020-04-25,41,79.0,,0.79,32.39
2020-04-26,35,79.0,,0.79,27.650000000000002
2020-04-27,88,79.0,,0.79,69.52000000000001
2020-04-28,87,79.0,,0.79,68.73
2020-04-29,94,79.0,,0.79,74.26
2020-04-30,95,79.0,,0.79,75.05
2020-05-01,100,69.0,False,0.69,69.0
2020-05-02,52,69.0,,0.69,35.879999999999995
2020-05-03,41,69.0,,0.69,28.29
2020-05-04,99,69.0,,0.69,68.30999999999999
2020-05-05,98,69.0,,0.69,67.61999999999999
2020-05-06,96,69.0,,0.69,66.24
2020-05-07,94,69.0,,0.69,64.86
2020-05-08,95,69.0,,0.69,65.55
2020-05-09,46,69.0,,0.69,31.74
2020-05-10,36,69.0,,0.69,24.839999999999996
2020-05-11,93,69.0,,0.69,64.17
2020-05-12,94,69.0,,0.69,64.86
2020-05-13,93,69.0,,0.69,64.17
2020-05-14,96,69.0,,0.69,66.24
2020-05-15,94,69.0,,0.69,64.86
2020-05-16,46,69.0,,0.69,31.74
2020-05-17,38,69.0,,0.69,26.22
2020-05-18,96,69.0,,0.69,66.24
2020-05-19,97,69.0,,0.69,66.92999999999999
2020-05-20,96,69.0,,0.69,66.24
2020-05-21,95,69.0,,0.69,65.55
2020-05-22,90,69.0,,0.69,62.099999999999994
2020-05-23,44,69.0,,0.69,30.36
2020-05-24,36,69.0,,0.69,24.839999999999996
2020-05-25,41,69.0,,0.69,28.29
2020-05-26,98,69.0,,0.69,67.61999999999999
2020-05-27,98,69.0,,0.69,67.61999999999999
2020-05-28,95,69.0,,0.69,65.55
2020-05-29,91,69.0,,0.69,62.78999999999999
2020-05-30,44,69.0,,0.69,30.36
2020-05-31,34,69.0,,0.69,23.459999999999997
2020-06-01,81,74.0,False,0.74,59.94
2020-06-02,77,74.0,,0.74,56.98
2020-06-03,89,74.0,,0.74,65.86
2020-06-04,93,74.0,,0.74,68.82
2020-06-05,86,74.0,,0.74,63.64
2020-06-06,43,74.0,,0.74,31.82
2020-06-07,33,74.0,,0.74,24.419999999999998
2020-06-08,91,74.0,,0.74,67.34
2020-06-09,93,74.0,,0.74,68.82
2020-06-10,90,74.0,,0.74,66.6
2020-06-11,100,74.0,,0.74,74.0
2020-06-12,93,74.0,,0.74,68.82
2020-06-13,43,74.0,,0.74,31.82
2020-06-14,33,74.0,,0.74,24.419999999999998
2020-06-15,94,74.0,,0.74,69.56
2020-06-16,88,74.0,,0.74,65.12
2020-06-17,84,74.0,,0.74,62.16
2020-06-18,79,74.0,,0.74,58.46
2020-06-19,75,74.0,,0.74,55.5
2020-06-20,35,74.0,,0.74,25.9
2020-06-21,30,74.0,,0.74,22.2
2020-06-22,75,74.0,,0.74,55.5
2020-06-23,77,74.0,,0.74,56.98
2020-06-24,77,74.0,,0.74,56.98
2020-06-25,76,74.0,,0.74,56.24
2020-06-26,81,74.0,,0.74,59.94
2020-06-27,34,74.0,,0.74,25.16
2020-06-28,31,74.0,,0.74,22.94
2020-06-29,77,74.0,,0.74,56.98
2020-06-30,77,74.0,,0.74,56.98
2020-07-01,98,65.0,False,0.65,63.7
2020-07-02,97,65.0,,0.65,63.050000000000004
2020-07-03,61,65.0,,0.65,39.65
2020-07-04,37,65.0,,0.65,24.05
2020-07-05,35,65.0,,0.65,22.75
2020-07-06,95,65.0,,0.65,61.75
2020-07-07,94,65.0,,0.65,61.1
2020-07-08,94,65.0,,0.65,61.1
2020-07-09,95,65.0,,0.65,61.75
2020-07-10,96,65.0,,0.65,62.400000000000006
2020-07-11,46,65.0,,0.65,29.900000000000002
2020-07-12,37,65.0,,0.65,24.05
2020-07-13,94,65.0,,0.65,61.1
2020-07-14,95,65.0,,0.65,61.75
2020-07-15,100,65.0,,0.65,65.0
2020-07-16,95,65.0,,0.65,61.75
2020-07-17,94,65.0,,0.65,61.1
2020-07-18,44,65.0,,0.65,28.6
2020-07-19,39,65.0,,0.65,25.35
2020-07-20,91,65.0,,0.65,59.15
2020-07-21,92,65.0,,0.65,59.800000000000004
2020-07-22,95,65.0,,0.65,61.75
2020-07-23,93,65.0,,0.65,60.45
2020-07-24,90,65.0,,0.65,58.5
2020-07-25,44,65.0,,0.65,28.6
2020-07-26,38,65.0,,0.65,24.7
2020-07-27,91,65.0,,0.65,59.15
2020-07-28,95,65.0,,0.65,61.75
2020-07-29,92,65.0,,0.65,59.800000000000004
2020-07-30,99,65.0,,0.65,64.35000000000001
2020-07-31,99,65.0,,0.65,64.35000000000001
2020-08-01,46,61.0,False,0.61,28.06
2020-08-02,40,61.0,,0.61,24.4
2020-08-03,100,61.0,,0.61,61.0
2020-08-04,95,61.0,,0.61,57.949999999999996
2020-08-05,100,61.0,,0.61,61.0
2020-08-06,98,61.0,,0.61,59.78
2020-08-07,94,61.0,,0.61,57.339999999999996
2020-08-08,46,61.0,,0.61,28.06
2020-08-09,38,61.0,,0.61,23.18
2020-08-10,97,61.0,,0.61,59.17
2020-08-11,99,61.0,,0.61,60.39
2020-08-12,97,61.0,,0.61,59.17
2020-08-13,96,61.0,,0.61,58.56
2020-08-14,91,61.0,,0.61,55.51
2020-08-15,46,61.0,,0.61,28.06
2020-08-16,39,61.0,,0.61,23.79
2020-08-17,90,61.0,,0.61,54.9
2020-08-18,88,61.0,,0.61,53.68
2020-08-19,88,61.0,,0.61,53.68
2020-08-20,91,61.0,,0.61,55.51
2020-08-21,89,61.0,,0.61,54.29
2020-08-22,44,61.0,,0.61,26.84
2020-08-23,37,61.0,,0.61,22.57
2020-08-24,86,61.0,,0.61,52.46
2020-08-25,92,61.0,,0.61,56.12
2020-08-26,85,61.0,,0.61,51.85
2020-08-27,88,61.0,,0.61,53.68
2020-08-28,91,61.0,,0.61,55.51
2020-08-29,45,61.0,,0.61,27.45
2020-08-30,38,61.0,,0.61,23.18
2020-08-31,94,61.0,,0.61,57.339999999999996
2020-09-01,95,61.0,False,0.61,57.949999999999996
2020-09-02,93,61.0,,0.61,56.73
2020-09-03,97,61.0,,0.61,59.17
2020-09-04,100,61.0,,0.61,61.0
2020-09-05,46,61.0,,0.61,28.06
2020-09-06,35,61.0,,0.61,21.349999999999998
2020-09-07,44,61.0,,0.61,26.84
2020-09-08,93,61.0,,0.61,56.73
2020-09-09,93,61.0,,0.61,56.73
2020-09-10,94,61.0,,0.61,57.339999999999996
2020-09-11,92,61.0,,0.61,56.12
2020-09-12,45,61.0,,0.61,27.45
2020-09-13,42,61.0,,0.61,25.62
2020-09-14,85,61.0,,0.61,51.85
2020-09-15,85,61.0,,0.61,51.85
2020-09-16,85,61.0,,0.61,51.85
2020-09-17,87,61.0,,0.61,53.07
2020-09-18,82,61.0,,0.61,50.019999999999996
2020-09-19,40,61.0,,0.61,24.4
2020-09-20,35,61.0,,0.61,21.349999999999998
2020-09-21,90,61.0,,0.61,54.9
2020-09-22,91,61.0,,0.61,55.51
2020-09-23,89,61.0,,0.61,54.29
2020-09-24,90,61.0,,0.61,54.9
2020-09-25,91,61.0,,0.61,55.51
2020-09-26,44,61.0,,0.61,26.84
2020-09-27,34,61.0,,0.61,20.74
2020-09-28,82,61.0,,0.61,50.019999999999996
2020-09-29,89,61.0,,0.61,54.29
2020-09-30,92,61.0,,0.61,56.12
2020-10-01,90,61.0,False,0.61,54.9
2020-10-02,98,61.0,,0.61,59.78
2020-10-03,45,61.0,,0.61,27.45
2020-10-04,39,61.0,,0.61,23.79
2020-10-05,90,61.0,,0.61,54.9
2020-10-06,92,61.0,,0.61,56.12
2020-10-07,84,61.0,,0.61,51.24
2020-10-08,90,61.0,,0.61,54.9
2020-10-09,94,61.0,,0.61,57.339999999999996
2020-10-10,46,61.0,,0.61,28.06
2020-10-11,30,61.0,,0.61,18.3
2020-10-12,91,61.0,,0.61,55.51
2020-10-13,91,61.0,,0.61,55.51
2020-10-14,96,61.0,,0.61,58.56
2020-10-15,90,61.0,,0.61,54.9
2020-10-16,91,61.0,,0.61,55.51
2020-10-17,43,61.0,,0.61,26.23
2020-10-18,36,61.0,,0.61,21.96
2020-10-19,91,61.0,,0.61,55.51
2020-10-20,91,61.0,,0.61,55.51
2020-10-21,94,61.0,,0.61,57.339999999999996
2020-10-22,90,61.0,,0.61,54.9
2020-10-23,90,61.0,,0.61,54.9
2020-10-24,39,61.0,,0.61,23.79
2020-10-25,33,61.0,,0.61,20.13
2020-10-26,96,61.0,,0.61,58.56
2020-10-27,90,61.0,,0.61,54.9
2020-10-28,96,61.0,,0.61,58.56
2020-10-29,100,61.0,,0.61,61.0
2020-10-30,95,61.0,,0.61,57.949999999999996
2020-10-31,42,61.0,,0.61,25.62
2020-11-01,30,56.0,True,0.56,16.8
2020-11-02,79,56.0,,0.56,44.24
2020-11-03,76,56.0,,0.56,42.56
2020-11-04,55,56.0,,0.56,30.800000000000004
2020-11-05,61,56.0,,0.56,34.160000000000004
2020-11-06,65,56.0,,0.56,36.400000000000006
2020-11-07,36,56.0,,0.56,20.160000000000004
2020-11-08,30,56.0,,0.56,16.8
2020-11-09,100,56.0,,0.56,56.00000000000001
2020-11-10,85,56.0,,0.56,47.6
2020-11-11,76,56.0,,0.56,42.56
2020-11-12,79,56.0,,0.56,44.24
2020-11-13,77,56.0,,0.56,43.120000000000005
2020-11-14,38,56.0,,0.56,21.28
2020-11-15,35,56.0,,0.56,19.6
2020-11-16,88,56.0,,0.56,49.28
2020-11-17,85,56.0,,0.56,47.6
2020-11-18,85,56.0,,0.56,47.6
2020-11-19,81,56.0,,0.56,45.36000000000001
2020-11-20,80,56.0,,0.56,44.800000000000004
2020-11-21,41,56.0,,0.56,22.96
2020-11-22,33,56.0,,0.56,18.48
2020-11-23,84,56.0,,0.56,47.040000000000006
2020-11-24,90,56.0,,0.56,50.400000000000006
2020-11-25,88,56.0,,0.56,49.28
2020-11-26,38,56.0,,0.56,21.28
2020-11-27,64,56.0,,0.56,35.84
2020-11-28,37,56.0,,0.56,20.720000000000002
2020-11-29,30,56.0,,0.56,16.8
