date,finance_unscaled,finance_monthly,isPartial,scale,finance
2016-01-31,32,53.0,,0.53,16.96
2016-02-01,82,55.0,False,0.55,45.1
2016-02-02,82,55.0,,0.55,45.1
2016-02-03,87,55.0,,0.55,47.85
2016-02-04,88,55.0,,0.55,48.400000000000006
2016-02-05,82,55.0,,0.55,45.1
2016-02-06,43,55.0,,0.55,23.650000000000002
2016-02-07,31,55.0,,0.55,17.05
2016-02-08,78,55.0,,0.55,42.900000000000006
2016-02-09,89,55.0,,0.55,48.95
2016-02-10,88,55.0,,0.55,48.400000000000006
2016-02-11,100,55.0,,0.55,55.00000000000001
2016-02-12,90,55.0,,0.55,49.50000000000001
2016-02-13,44,55.0,,0.55,24.200000000000003
2016-02-14,29,55.0,,0.55,15.950000000000001
2016-02-15,55,55.0,,0.55,30.250000000000004
2016-02-16,80,55.0,,0.55,44.0
2016-02-17,86,55.0,,0.55,47.300000000000004
2016-02-18,86,55.0,,0.55,47.300000000000004
2016-02-19,84,55.0,,0.55,46.2
2016-02-20,41,55.0,,0.55,22.55
2016-02-21,31,55.0,,0.55,17.05
2016-02-22,80,55.0,,0.55,44.0
2016-02-23,84,55.0,,0.55,46.2
2016-02-24,83,55.0,,0.55,45.650000000000006
2016-02-25,81,55.0,,0.55,44.550000000000004
2016-02-26,78,55.0,,0.55,42.900000000000006
2016-02-27,39,55.0,,0.55,21.450000000000003
2016-02-28,30,55.0,,0.55,16.5
2016-02-29,79,55.0,,0.55,43.45
2016-03-01,100,51.0,False,0.51,51.0
2016-03-02,98,51.0,,0.51,49.980000000000004
2016-03-03,97,51.0,,0.51,49.47
2016-03-04,94,51.0,,0.51,47.94
2016-03-05,49,51.0,,0.51,24.990000000000002
2016-03-06,37,51.0,,0.51,18.87
2016-03-07,97,51.0,,0.51,49.47
2016-03-08,99,51.0,,0.51,50.49
2016-03-09,91,51.0,,0.51,46.410000000000004
2016-03-10,92,51.0,,0.51,46.92
2016-03-11,90,51.0,,0.51,45.9
2016-03-12,46,51.0,,0.51,23.46
2016-03-13,36,51.0,,0.51,18.36
2016-03-14,92,51.0,,0.51,46.92
2016-03-15,96,51.0,,0.51,48.96
2016-03-16,95,51.0,,0.51,48.45
2016-03-17,95,51.0,,0.51,48.45
2016-03-18,91,51.0,,0.51,46.410000000000004
2016-03-19,46,51.0,,0.51,23.46
2016-03-20,37,51.0,,0.51,18.87
2016-03-21,91,51.0,,0.51,46.410000000000004
2016-03-22,91,51.0,,0.51,46.410000000000004
2016-03-23,87,51.0,,0.51,44.37
2016-03-24,86,51.0,,0.51,43.86
2016-03-25,65,51.0,,0.51,33.15
2016-03-26,39,51.0,,0.51,19.89
2016-03-27,34,51.0,,0.51,17.34
2016-03-28,90,51.0,,0.51,45.9
2016-03-29,94,51.0,,0.51,47.94
2016-03-30,91,51.0,,0.51,46.410000000000004
2016-03-31,95,51.0,,0.51,48.45
2016-04-01,94,51.0,False,0.51,47.94
2016-04-02,44,51.0,,0.51,22.44
2016-04-03,39,51.0,,0.51,19.89
2016-04-04,94,51.0,,0.51,47.94
2016-04-05,92,51.0,,0.51,46.92
2016-04-06,85,51.0,,0.51,43.35
2016-04-07,87,51.0,,0.51,44.37
2016-04-08,87,51.0,,0.51,44.37
2016-04-09,41,51.0,,0.51,20.91
2016-04-10,40,51.0,,0.51,20.4
2016-04-11,91,51.0,,0.51,46.410000000000004
2016-04-12,91,51.0,,0.51,46.410000000000004
2016-04-13,94,51.0,,0.51,47.94
2016-04-14,92,51.0,,0.51,46.92
2016-04-15,90,51.0,,0.51,45.9
2016-04-16,45,51.0,,0.51,22.95
2016-04-17,40,51.0,,0.51,20.4
2016-04-18,98,51.0,,0.51,49.980000000000004
2016-04-19,98,51.0,,0.51,49.980000000000004
2016-04-20,88,51.0,,0.51,44.88
2016-04-21,93,51.0,,0.51,47.43
2016-04-22,87,51.0,,0.51,44.37
2016-04-23,39,51.0,,0.51,19.89
2016-04-24,36,51.0,,0.51,18.36
2016-04-25,89,51.0,,0.51,45.39
2016-04-26,93,51.0,,0.51,47.43
2016-04-27,89,51.0,,0.51,45.39
2016-04-28,100,51.0,,0.51,51.0
2016-04-29,89,51.0,,0.51,45.39
2016-04-30,45,51.0,,0.51,22.95
2016-05-01,37,48.0,False,0.48,17.759999999999998
2016-05-02,96,48.0,,0.48,46.08
2016-05-03,99,48.0,,0.48,47.519999999999996
2016-05-04,96,48.0,,0.48,46.08
2016-05-05,100,48.0,,0.48,48.0
2016-05-06,92,48.0,,0.48,44.16
2016-05-07,46,48.0,,0.48,22.08
2016-05-08,36,48.0,,0.48,17.28
2016-05-09,94,48.0,,0.48,45.12
2016-05-10,93,48.0,,0.48,44.64
2016-05-11,99,48.0,,0.48,47.519999999999996
2016-05-12,94,48.0,,0.48,45.12
2016-05-13,95,48.0,,0.48,45.6
2016-05-14,45,48.0,,0.48,21.599999999999998
2016-05-15,36,48.0,,0.48,17.28
2016-05-16,92,48.0,,0.48,44.16
2016-05-17,94,48.0,,0.48,45.12
2016-05-18,94,48.0,,0.48,45.12
2016-05-19,90,48.0,,0.48,43.199999999999996
2016-05-20,91,48.0,,0.48,43.68
2016-05-21,45,48.0,,0.48,21.599999999999998
2016-05-22,37,48.0,,0.48,17.759999999999998
2016-05-23,88,48.0,,0.48,42.239999999999995
2016-05-24,98,48.0,,0.48,47.04
2016-05-25,90,48.0,,0.48,43.199999999999996
2016-05-26,93,48.0,,0.48,44.64
2016-05-27,89,48.0,,0.48,42.72
2016-05-28,41,48.0,,0.48,19.68
2016-05-29,33,48.0,,0.48,15.84
2016-05-30,43,48.0,,0.48,20.64
2016-05-31,91,48.0,,0.48,43.68
2016-06-01,59,51.0,False,0.51,30.09
2016-06-02,63,51.0,,0.51,32.13
2016-06-03,61,51.0,,0.51,31.11
2016-06-04,30,51.0,,0.51,15.3
2016-06-05,23,51.0,,0.51,11.73
2016-06-06,62,51.0,,0.51,31.62
2016-06-07,72,51.0,,0.51,36.72
2016-06-08,66,51.0,,0.51,33.660000000000004
2016-06-09,61,51.0,,0.51,31.11
2016-06-10,62,51.0,,0.51,31.62
2016-06-11,29,51.0,,0.51,14.790000000000001
2016-06-12,24,51.0,,0.51,12.24
2016-06-13,62,51.0,,0.51,31.62
2016-06-14,57,51.0,,0.51,29.07
2016-06-15,61,51.0,,0.51,31.11
2016-06-16,61,51.0,,0.51,31.11
2016-06-17,58,51.0,,0.51,29.580000000000002
2016-06-18,28,51.0,,0.51,14.280000000000001
2016-06-19,22,51.0,,0.51,11.22
2016-06-20,59,51.0,,0.51,30.09
2016-06-21,59,51.0,,0.51,30.09
2016-06-22,61,51.0,,0.51,31.11
2016-06-23,60,51.0,,0.51,30.6
2016-06-24,100,51.0,,0.51,51.0
2016-06-25,36,51.0,,0.51,18.36
2016-06-26,27,51.0,,0.51,13.77
2016-06-27,76,51.0,,0.51,38.76
2016-06-28,68,51.0,,0.51,34.68
2016-06-29,66,51.0,,0.51,33.660000000000004
2016-06-30,68,51.0,,0.51,34.68
2016-07-01,92,47.0,False,0.47,43.239999999999995
2016-07-02,48,47.0,,0.47,22.56
2016-07-03,34,47.0,,0.47,15.979999999999999
2016-07-04,36,47.0,,0.47,16.919999999999998
2016-07-05,92,47.0,,0.47,43.239999999999995
2016-07-06,98,47.0,,0.47,46.059999999999995
2016-07-07,92,47.0,,0.47,43.239999999999995
2016-07-08,90,47.0,,0.47,42.3
2016-07-09,43,47.0,,0.47,20.209999999999997
2016-07-10,36,47.0,,0.47,16.919999999999998
2016-07-11,92,47.0,,0.47,43.239999999999995
2016-07-12,96,47.0,,0.47,45.12
2016-07-13,100,47.0,,0.47,47.0
2016-07-14,96,47.0,,0.47,45.12
2016-07-15,95,47.0,,0.47,44.65
2016-07-16,44,47.0,,0.47,20.68
2016-07-17,37,47.0,,0.47,17.39
2016-07-18,97,47.0,,0.47,45.589999999999996
2016-07-19,90,47.0,,0.47,42.3
2016-07-20,94,47.0,,0.47,44.18
2016-07-21,89,47.0,,0.47,41.83
2016-07-22,91,47.0,,0.47,42.769999999999996
2016-07-23,42,47.0,,0.47,19.74
2016-07-24,32,47.0,,0.47,15.04
2016-07-25,92,47.0,,0.47,43.239999999999995
2016-07-26,98,47.0,,0.47,46.059999999999995
2016-07-27,95,47.0,,0.47,44.65
2016-07-28,91,47.0,,0.47,42.769999999999996
2016-07-29,94,47.0,,0.47,44.18
2016-07-30,46,47.0,,0.47,21.619999999999997
2016-07-31,36,47.0,,0.47,16.919999999999998
2016-08-01,97,46.0,False,0.46,44.620000000000005
2016-08-02,100,46.0,,0.46,46.0
2016-08-03,92,46.0,,0.46,42.32
2016-08-04,91,46.0,,0.46,41.86
2016-08-05,92,46.0,,0.46,42.32
2016-08-06,47,46.0,,0.46,21.62
2016-08-07,33,46.0,,0.46,15.180000000000001
2016-08-08,88,46.0,,0.46,40.480000000000004
2016-08-09,89,46.0,,0.46,40.940000000000005
2016-08-10,80,46.0,,0.46,36.800000000000004
2016-08-11,87,46.0,,0.46,40.02
2016-08-12,87,46.0,,0.46,40.02
2016-08-13,48,46.0,,0.46,22.080000000000002
2016-08-14,34,46.0,,0.46,15.64
2016-08-15,86,46.0,,0.46,39.56
2016-08-16,93,46.0,,0.46,42.78
2016-08-17,85,46.0,,0.46,39.1
2016-08-18,86,46.0,,0.46,39.56
2016-08-19,84,46.0,,0.46,38.64
2016-08-20,44,46.0,,0.46,20.240000000000002
2016-08-21,38,46.0,,0.46,17.48
2016-08-22,89,46.0,,0.46,40.940000000000005
2016-08-23,83,46.0,,0.46,38.18
2016-08-24,86,46.0,,0.46,39.56
2016-08-25,94,46.0,,0.46,43.24
2016-08-26,87,46.0,,0.46,40.02
2016-08-27,44,46.0,,0.46,20.240000000000002
2016-08-28,35,46.0,,0.46,16.1
2016-08-29,86,46.0,,0.46,39.56
2016-08-30,88,46.0,,0.46,40.480000000000004
2016-08-31,90,46.0,,0.46,41.4
2016-09-01,98,45.0,False,0.45,44.1
2016-09-02,90,45.0,,0.45,40.5
2016-09-03,44,45.0,,0.45,19.8
2016-09-04,31,45.0,,0.45,13.950000000000001
2016-09-05,47,45.0,,0.45,21.150000000000002
2016-09-06,96,45.0,,0.45,43.2
2016-09-07,94,45.0,,0.45,42.300000000000004
2016-09-08,94,45.0,,0.45,42.300000000000004
2016-09-09,100,45.0,,0.45,45.0
2016-09-10,47,45.0,,0.45,21.150000000000002
2016-09-11,35,45.0,,0.45,15.75
2016-09-12,95,45.0,,0.45,42.75
2016-09-13,94,45.0,,0.45,42.300000000000004
2016-09-14,94,45.0,,0.45,42.300000000000004
2016-09-15,99,45.0,,0.45,44.550000000000004
2016-09-16,99,45.0,,0.45,44.550000000000004
2016-09-17,42,45.0,,0.45,18.900000000000002
2016-09-18,35,45.0,,0.45,15.75
2016-09-19,94,45.0,,0.45,42.300000000000004
2016-09-20,88,45.0,,0.45,39.6
2016-09-21,98,45.0,,0.45,44.1
2016-09-22,96,45.0,,0.45,43.2
2016-09-23,94,45.0,,0.45,42.300000000000004
2016-09-24,44,45.0,,0.45,19.8
2016-09-25,42,45.0,,0.45,18.900000000000002
2016-09-26,93,45.0,,0.45,41.85
2016-09-27,89,45.0,,0.45,40.050000000000004
2016-09-28,92,45.0,,0.45,41.4
2016-09-29,100,45.0,,0.45,45.0
2016-09-30,93,45.0,,0.45,41.85
2016-10-01,43,44.0,False,0.44,18.92
2016-10-02,39,44.0,,0.44,17.16
2016-10-03,83,44.0,,0.44,36.52
2016-10-04,88,44.0,,0.44,38.72
2016-10-05,100,44.0,,0.44,44.0
2016-10-06,85,44.0,,0.44,37.4
2016-10-07,81,44.0,,0.44,35.64
2016-10-08,39,44.0,,0.44,17.16
2016-10-09,34,44.0,,0.44,14.96
2016-10-10,78,44.0,,0.44,34.32
2016-10-11,91,44.0,,0.44,40.04
2016-10-12,91,44.0,,0.44,40.04
2016-10-13,93,44.0,,0.44,40.92
2016-10-14,92,44.0,,0.44,40.48
2016-10-15,41,44.0,,0.44,18.04
2016-10-16,37,44.0,,0.44,16.28
2016-10-17,85,44.0,,0.44,37.4
2016-10-18,89,44.0,,0.44,39.160000000000004
2016-10-19,86,44.0,,0.44,37.84
2016-10-20,89,44.0,,0.44,39.160000000000004
2016-10-21,88,44.0,,0.44,38.72
2016-10-22,39,44.0,,0.44,17.16
2016-10-23,36,44.0,,0.44,15.84
2016-10-24,92,44.0,,0.44,40.48
2016-10-25,89,44.0,,0.44,39.160000000000004
2016-10-26,91,44.0,,0.44,40.04
2016-10-27,91,44.0,,0.44,40.04
2016-10-28,88,44.0,,0.44,38.72
2016-10-29,42,44.0,,0.44,18.48
2016-10-30,38,44.0,,0.44,16.72
2016-10-31,92,44.0,,0.44,40.48
2016-11-01,75,47.0,False,0.47,35.25
2016-11-02,70,47.0,,0.47,32.9
2016-11-03,69,47.0,,0.47,32.43
2016-11-04,71,47.0,,0.47,33.37
2016-11-05,32,47.0,,0.47,15.04
2016-11-06,28,47.0,,0.47,13.16
2016-11-07,70,47.0,,0.47,32.9
2016-11-08,67,47.0,,0.47,31.49
2016-11-09,100,47.0,,0.47,47.0
2016-11-10,87,47.0,,0.47,40.89
2016-11-11,74,47.0,,0.47,34.78
2016-11-12,37,47.0,,0.47,17.39
2016-11-13,32,47.0,,0.47,15.04
2016-11-14,83,47.0,,0.47,39.01
2016-11-15,80,47.0,,0.47,37.599999999999994
2016-11-16,80,47.0,,0.47,37.599999999999994
2016-11-17,76,47.0,,0.47,35.72
2016-11-18,75,47.0,,0.47,35.25
2016-11-19,36,47.0,,0.47,16.919999999999998
2016-11-20,28,47.0,,0.47,13.16
2016-11-21,73,47.0,,0.47,34.309999999999995
2016-11-22,73,47.0,,0.47,34.309999999999995
2016-11-23,69,47.0,,0.47,32.43
2016-11-24,28,47.0,,0.47,13.16
2016-11-25,46,47.0,,0.47,21.619999999999997
2016-11-26,33,47.0,,0.47,15.51
2016-11-27,27,47.0,,0.47,12.69
2016-11-28,66,47.0,,0.47,31.02
2016-11-29,69,47.0,,0.47,32.43
2016-11-30,77,47.0,,0.47,36.19
2016-12-01,94,44.0,False,0.44,41.36
2016-12-02,91,44.0,,0.44,40.04
2016-12-03,50,44.0,,0.44,22.0
2016-12-04,35,44.0,,0.44,15.4
2016-12-05,96,44.0,,0.44,42.24
2016-12-06,93,44.0,,0.44,40.92
2016-12-07,95,44.0,,0.44,41.8
2016-12-08,100,44.0,,0.44,44.0
2016-12-09,94,44.0,,0.44,41.36
2016-12-10,46,44.0,,0.44,20.24
2016-12-11,41,44.0,,0.44,18.04
2016-12-12,95,44.0,,0.44,41.8
2016-12-13,96,44.0,,0.44,42.24
2016-12-14,93,44.0,,0.44,40.92
2016-12-15,86,44.0,,0.44,37.84
2016-12-16,92,44.0,,0.44,40.48
2016-12-17,43,44.0,,0.44,18.92
2016-12-18,34,44.0,,0.44,14.96
2016-12-19,83,44.0,,0.44,36.52
2016-12-20,90,44.0,,0.44,39.6
2016-12-21,80,44.0,,0.44,35.2
2016-12-22,79,44.0,,0.44,34.76
2016-12-23,73,44.0,,0.44,32.12
2016-12-24,29,44.0,,0.44,12.76
2016-12-25,24,44.0,,0.44,10.56
2016-12-26,47,44.0,,0.44,20.68
2016-12-27,83,44.0,,0.44,36.52
2016-12-28,74,44.0,,0.44,32.56
2016-12-29,81,44.0,,0.44,35.64
2016-12-30,81,44.0,,0.44,35.64
2016-12-31,40,44.0,,0.44,17.6
2017-01-01,26,47.0,False,0.47,12.219999999999999
2017-01-02,49,47.0,,0.47,23.029999999999998
2017-01-03,85,47.0,,0.47,39.949999999999996
2017-01-04,85,47.0,,0.47,39.949999999999996
2017-01-05,88,47.0,,0.47,41.36
2017-01-06,98,47.0,,0.47,46.059999999999995
2017-01-07,45,47.0,,0.47,21.15
2017-01-08,35,47.0,,0.47,16.45
2017-01-09,83,47.0,,0.47,39.01
2017-01-10,84,47.0,,0.47,39.48
2017-01-11,85,47.0,,0.47,39.949999999999996
2017-01-12,89,47.0,,0.47,41.83
2017-01-13,90,47.0,,0.47,42.3
2017-01-14,47,47.0,,0.47,22.09
2017-01-15,33,47.0,,0.47,15.51
2017-01-16,59,47.0,,0.47,27.729999999999997
2017-01-17,85,47.0,,0.47,39.949999999999996
2017-01-18,91,47.0,,0.47,42.769999999999996
2017-01-19,85,47.0,,0.47,39.949999999999996
2017-01-20,87,47.0,,0.47,40.89
2017-01-21,45,47.0,,0.47,21.15
2017-01-22,39,47.0,,0.47,18.33
2017-01-23,84,47.0,,0.47,39.48
2017-01-24,89,47.0,,0.47,41.83
2017-01-25,92,47.0,,0.47,43.239999999999995
2017-01-26,88,47.0,,0.47,41.36
2017-01-27,86,47.0,,0.47,40.419999999999995
2017-01-28,47,47.0,,0.47,22.09
2017-01-29,37,47.0,,0.47,17.39
2017-01-30,88,47.0,,0.47,41.36
2017-01-31,100,47.0,,0.47,47.0
2017-02-01,98,49.0,False,0.49,48.019999999999996
2017-02-02,95,49.0,,0.49,46.55
2017-02-03,100,49.0,,0.49,49.0
2017-02-04,49,49.0,,0.49,24.009999999999998
2017-02-05,40,49.0,,0.49,19.6
2017-02-06,84,49.0,,0.49,41.16
2017-02-07,94,49.0,,0.49,46.06
2017-02-08,89,49.0,,0.49,43.61
2017-02-09,94,49.0,,0.49,46.06
2017-02-10,89,49.0,,0.49,43.61
2017-02-11,44,49.0,,0.49,21.56
2017-02-12,39,49.0,,0.49,19.11
2017-02-13,87,49.0,,0.49,42.63
2017-02-14,88,49.0,,0.49,43.12
2017-02-15,94,49.0,,0.49,46.06
2017-02-16,95,49.0,,0.49,46.55
2017-02-17,90,49.0,,0.49,44.1
2017-02-18,52,49.0,,0.49,25.48
2017-02-19,39,49.0,,0.49,19.11
2017-02-20,67,49.0,,0.49,32.83
2017-02-21,92,49.0,,0.49,45.08
2017-02-22,95,49.0,,0.49,46.55
2017-02-23,97,49.0,,0.49,47.53
2017-02-24,94,49.0,,0.49,46.06
2017-02-25,52,49.0,,0.49,25.48
2017-02-26,40,49.0,,0.49,19.6
2017-02-27,85,49.0,,0.49,41.65
2017-02-28,97,49.0,,0.49,47.53
2017-03-01,95,50.0,False,0.5,47.5
2017-03-02,100,50.0,,0.5,50.0
2017-03-03,91,50.0,,0.5,45.5
2017-03-04,45,50.0,,0.5,22.5
2017-03-05,38,50.0,,0.5,19.0
2017-03-06,79,50.0,,0.5,39.5
2017-03-07,83,50.0,,0.5,41.5
2017-03-08,80,50.0,,0.5,40.0
2017-03-09,81,50.0,,0.5,40.5
2017-03-10,83,50.0,,0.5,41.5
2017-03-11,43,50.0,,0.5,21.5
2017-03-12,33,50.0,,0.5,16.5
2017-03-13,74,50.0,,0.5,37.0
2017-03-14,76,50.0,,0.5,38.0
2017-03-15,83,50.0,,0.5,41.5
2017-03-16,80,50.0,,0.5,40.0
2017-03-17,75,50.0,,0.5,37.5
2017-03-18,39,50.0,,0.5,19.5
2017-03-19,34,50.0,,0.5,17.0
2017-03-20,80,50.0,,0.5,40.0
2017-03-21,83,50.0,,0.5,41.5
2017-03-22,79,50.0,,0.5,39.5
2017-03-23,79,50.0,,0.5,39.5
2017-03-24,78,50.0,,0.5,39.0
2017-03-25,38,50.0,,0.5,19.0
2017-03-26,35,50.0,,0.5,17.5
2017-03-27,81,50.0,,0.5,40.5
2017-03-28,84,50.0,,0.5,42.0
2017-03-29,82,50.0,,0.5,41.0
2017-03-30,80,50.0,,0.5,40.0
2017-03-31,77,50.0,,0.5,38.5
2017-04-01,45,46.0,False,0.46,20.7
2017-04-02,38,46.0,,0.46,17.48
2017-04-03,95,46.0,,0.46,43.7
2017-04-04,95,46.0,,0.46,43.7
2017-04-05,93,46.0,,0.46,42.78
2017-04-06,88,46.0,,0.46,40.480000000000004
2017-04-07,91,46.0,,0.46,41.86
2017-04-08,46,46.0,,0.46,21.16
2017-04-09,42,46.0,,0.46,19.32
2017-04-10,96,46.0,,0.46,44.160000000000004
2017-04-11,92,46.0,,0.46,42.32
2017-04-12,90,46.0,,0.46,41.4
2017-04-13,89,46.0,,0.46,40.940000000000005
2017-04-14,74,46.0,,0.46,34.04
2017-04-15,40,46.0,,0.46,18.400000000000002
2017-04-16,38,46.0,,0.46,17.48
2017-04-17,92,46.0,,0.46,42.32
2017-04-18,91,46.0,,0.46,41.86
2017-04-19,87,46.0,,0.46,40.02
2017-04-20,91,46.0,,0.46,41.86
2017-04-21,89,46.0,,0.46,40.940000000000005
2017-04-22,44,46.0,,0.46,20.240000000000002
2017-04-23,40,46.0,,0.46,18.400000000000002
2017-04-24,96,46.0,,0.46,44.160000000000004
2017-04-25,100,46.0,,0.46,46.0
2017-04-26,97,46.0,,0.46,44.620000000000005
2017-04-27,98,46.0,,0.46,45.080000000000005
2017-04-28,92,46.0,,0.46,42.32
2017-04-29,45,46.0,,0.46,20.7
2017-04-30,41,46.0,,0.46,18.86
2017-05-01,94,49.0,False,0.49,46.06
2017-05-02,100,49.0,,0.49,49.0
2017-05-03,90,49.0,,0.49,44.1
2017-05-04,94,49.0,,0.49,46.06
2017-05-05,86,49.0,,0.49,42.14
2017-05-06,47,49.0,,0.49,23.03
2017-05-07,37,49.0,,0.49,18.13
2017-05-08,94,49.0,,0.49,46.06
2017-05-09,91,49.0,,0.49,44.589999999999996
2017-05-10,90,49.0,,0.49,44.1
2017-05-11,89,49.0,,0.49,43.61
2017-05-12,91,49.0,,0.49,44.589999999999996
2017-05-13,46,49.0,,0.49,22.54
2017-05-14,35,49.0,,0.49,17.15
2017-05-15,90,49.0,,0.49,44.1
2017-05-16,93,49.0,,0.49,45.57
2017-05-17,93,49.0,,0.49,45.57
2017-05-18,95,49.0,,0.49,46.55
2017-05-19,88,49.0,,0.49,43.12
2017-05-20,42,49.0,,0.49,20.58
2017-05-21,34,49.0,,0.49,16.66
2017-05-22,85,49.0,,0.49,41.65
2017-05-23,83,49.0,,0.49,40.67
2017-05-24,81,49.0,,0.49,39.69
2017-05-25,81,49.0,,0.49,39.69
2017-05-26,80,49.0,,0.49,39.2
2017-05-27,40,49.0,,0.49,19.6
2017-05-28,32,49.0,,0.49,15.68
2017-05-29,41,49.0,,0.49,20.09
2017-05-30,84,49.0,,0.49,41.16
2017-05-31,87,49.0,,0.49,42.63
2017-06-01,93,47.0,False,0.47,43.71
2017-06-02,96,47.0,,0.47,45.12
2017-06-03,48,47.0,,0.47,22.56
2017-06-04,38,47.0,,0.47,17.86
2017-06-05,94,47.0,,0.47,44.18
2017-06-06,88,47.0,,0.47,41.36
2017-06-07,93,47.0,,0.47,43.71
2017-06-08,89,47.0,,0.47,41.83
2017-06-09,100,47.0,,0.47,47.0
2017-06-10,51,47.0,,0.47,23.97
2017-06-11,38,47.0,,0.47,17.86
2017-06-12,93,47.0,,0.47,43.71
2017-06-13,93,47.0,,0.47,43.71
2017-06-14,96,47.0,,0.47,45.12
2017-06-15,94,47.0,,0.47,44.18
2017-06-16,95,47.0,,0.47,44.65
2017-06-17,45,47.0,,0.47,21.15
2017-06-18,37,47.0,,0.47,17.39
2017-06-19,96,47.0,,0.47,45.12
2017-06-20,96,47.0,,0.47,45.12
2017-06-21,93,47.0,,0.47,43.71
2017-06-22,95,47.0,,0.47,44.65
2017-06-23,92,47.0,,0.47,43.239999999999995
2017-06-24,45,47.0,,0.47,21.15
2017-06-25,36,47.0,,0.47,16.919999999999998
2017-06-26,96,47.0,,0.47,45.12
2017-06-27,90,47.0,,0.47,42.3
2017-06-28,96,47.0,,0.47,45.12
2017-06-29,93,47.0,,0.47,43.71
2017-06-30,98,47.0,,0.47,46.059999999999995
2017-07-01,47,47.0,False,0.47,22.09
2017-07-02,37,47.0,,0.47,17.39
2017-07-03,80,47.0,,0.47,37.599999999999994
2017-07-04,47,47.0,,0.47,22.09
2017-07-05,89,47.0,,0.47,41.83
2017-07-06,93,47.0,,0.47,43.71
2017-07-07,85,47.0,,0.47,39.949999999999996
2017-07-08,47,47.0,,0.47,22.09
2017-07-09,42,47.0,,0.47,19.74
2017-07-10,93,47.0,,0.47,43.71
2017-07-11,90,47.0,,0.47,42.3
2017-07-12,85,47.0,,0.47,39.949999999999996
2017-07-13,86,47.0,,0.47,40.419999999999995
2017-07-14,88,47.0,,0.47,41.36
2017-07-15,50,47.0,,0.47,23.5
2017-07-16,34,47.0,,0.47,15.979999999999999
2017-07-17,90,47.0,,0.47,42.3
2017-07-18,90,47.0,,0.47,42.3
2017-07-19,89,47.0,,0.47,41.83
2017-07-20,87,47.0,,0.47,40.89
2017-07-21,88,47.0,,0.47,41.36
2017-07-22,44,47.0,,0.47,20.68
2017-07-23,35,47.0,,0.47,16.45
2017-07-24,88,47.0,,0.47,41.36
2017-07-25,90,47.0,,0.47,42.3
2017-07-26,100,47.0,,0.47,47.0
2017-07-27,98,47.0,,0.47,46.059999999999995
2017-07-28,96,47.0,,0.47,45.12
2017-07-29,46,47.0,,0.47,21.619999999999997
2017-07-30,34,47.0,,0.47,15.979999999999999
2017-07-31,92,47.0,,0.47,43.239999999999995
2017-08-01,100,48.0,False,0.48,48.0
2017-08-02,100,48.0,,0.48,48.0
2017-08-03,92,48.0,,0.48,44.16
2017-08-04,87,48.0,,0.48,41.76
2017-08-05,45,48.0,,0.48,21.599999999999998
2017-08-06,36,48.0,,0.48,17.28
2017-08-07,89,48.0,,0.48,42.72
2017-08-08,91,48.0,,0.48,43.68
2017-08-09,92,48.0,,0.48,44.16
2017-08-10,100,48.0,,0.48,48.0
2017-08-11,91,48.0,,0.48,43.68
2017-08-12,47,48.0,,0.48,22.56
2017-08-13,39,48.0,,0.48,18.72
2017-08-14,86,48.0,,0.48,41.28
2017-08-15,93,48.0,,0.48,44.64
2017-08-16,90,48.0,,0.48,43.199999999999996
2017-08-17,90,48.0,,0.48,43.199999999999996
2017-08-18,88,48.0,,0.48,42.239999999999995
2017-08-19,42,48.0,,0.48,20.16
2017-08-20,36,48.0,,0.48,17.28
2017-08-21,71,48.0,,0.48,34.08
2017-08-22,95,48.0,,0.48,45.6
2017-08-23,82,48.0,,0.48,39.36
2017-08-24,91,48.0,,0.48,43.68
2017-08-25,91,48.0,,0.48,43.68
2017-08-26,42,48.0,,0.48,20.16
2017-08-27,30,48.0,,0.48,14.399999999999999
2017-08-28,83,48.0,,0.48,39.839999999999996
2017-08-29,93,48.0,,0.48,44.64
2017-08-30,88,48.0,,0.48,42.239999999999995
2017-08-31,90,48.0,,0.48,43.199999999999996
2017-09-01,92,46.0,False,0.46,42.32
2017-09-02,44,46.0,,0.46,20.240000000000002
2017-09-03,33,46.0,,0.46,15.180000000000001
2017-09-04,46,46.0,,0.46,21.16
2017-09-05,91,46.0,,0.46,41.86
2017-09-06,87,46.0,,0.46,40.02
2017-09-07,86,46.0,,0.46,39.56
2017-09-08,89,46.0,,0.46,40.940000000000005
2017-09-09,41,46.0,,0.46,18.86
2017-09-10,34,46.0,,0.46,15.64
2017-09-11,87,46.0,,0.46,40.02
2017-09-12,96,46.0,,0.46,44.160000000000004
2017-09-13,94,46.0,,0.46,43.24
2017-09-14,93,46.0,,0.46,42.78
2017-09-15,100,46.0,,0.46,46.0
2017-09-16,48,46.0,,0.46,22.080000000000002
2017-09-17,38,46.0,,0.46,17.48
2017-09-18,88,46.0,,0.46,40.480000000000004
2017-09-19,98,46.0,,0.46,45.080000000000005
2017-09-20,92,46.0,,0.46,42.32
2017-09-21,92,46.0,,0.46,42.32
2017-09-22,92,46.0,,0.46,42.32
2017-09-23,43,46.0,,0.46,19.78
2017-09-24,37,46.0,,0.46,17.02
2017-09-25,87,46.0,,0.46,40.02
2017-09-26,94,46.0,,0.46,43.24
2017-09-27,92,46.0,,0.46,42.32
2017-09-28,89,46.0,,0.46,40.940000000000005
2017-09-29,94,46.0,,0.46,43.24
