date,leverage_unscaled,leverage_monthly,isPartial,scale,leverage
2013-04-28,90,33.0,,0.33,29.700000000000003
2013-04-29,89,33.0,,0.33,29.37
2013-04-30,92,33.0,,0.33,30.360000000000003
2013-05-01,76,32.0,False,0.32,24.32
2013-05-02,77,32.0,,0.32,24.64
2013-05-03,58,32.0,,0.32,18.56
2013-05-04,70,32.0,,0.32,22.400000000000002
2013-05-05,73,32.0,,0.32,23.36
2013-05-06,100,32.0,,0.32,32.0
2013-05-07,67,32.0,,0.32,21.44
2013-05-08,91,32.0,,0.32,29.12
2013-05-09,62,32.0,,0.32,19.84
2013-05-10,61,32.0,,0.32,19.52
2013-05-11,48,32.0,,0.32,15.36
2013-05-12,68,32.0,,0.32,21.76
2013-05-13,53,32.0,,0.32,16.96
2013-05-14,92,32.0,,0.32,29.44
2013-05-15,61,32.0,,0.32,19.52
2013-05-16,53,32.0,,0.32,16.96
2013-05-17,47,32.0,,0.32,15.040000000000001
2013-05-18,49,32.0,,0.32,15.68
2013-05-19,60,32.0,,0.32,19.2
2013-05-20,94,32.0,,0.32,30.080000000000002
2013-05-21,55,32.0,,0.32,17.6
2013-05-22,64,32.0,,0.32,20.48
2013-05-23,57,32.0,,0.32,18.240000000000002
2013-05-24,39,32.0,,0.32,12.48
2013-05-25,34,32.0,,0.32,10.88
2013-05-26,60,32.0,,0.32,19.2
2013-05-27,68,32.0,,0.32,21.76
2013-05-28,50,32.0,,0.32,16.0
2013-05-29,46,32.0,,0.32,14.72
2013-05-30,57,32.0,,0.32,18.240000000000002
2013-05-31,60,32.0,,0.32,19.2
2013-06-01,61,29.0,False,0.29,17.689999999999998
2013-06-02,79,29.0,,0.29,22.91
2013-06-03,89,29.0,,0.29,25.81
2013-06-04,63,29.0,,0.29,18.27
2013-06-05,100,29.0,,0.29,28.999999999999996
2013-06-06,76,29.0,,0.29,22.04
2013-06-07,73,29.0,,0.29,21.169999999999998
2013-06-08,54,29.0,,0.29,15.659999999999998
2013-06-09,74,29.0,,0.29,21.459999999999997
2013-06-10,88,29.0,,0.29,25.52
2013-06-11,82,29.0,,0.29,23.779999999999998
2013-06-12,66,29.0,,0.29,19.139999999999997
2013-06-13,94,29.0,,0.29,27.259999999999998
2013-06-14,62,29.0,,0.29,17.98
2013-06-15,89,29.0,,0.29,25.81
2013-06-16,46,29.0,,0.29,13.34
2013-06-17,75,29.0,,0.29,21.75
2013-06-18,93,29.0,,0.29,26.97
2013-06-19,61,29.0,,0.29,17.689999999999998
2013-06-20,88,29.0,,0.29,25.52
2013-06-21,96,29.0,,0.29,27.839999999999996
2013-06-22,49,29.0,,0.29,14.209999999999999
2013-06-23,75,29.0,,0.29,21.75
2013-06-24,79,29.0,,0.29,22.91
2013-06-25,74,29.0,,0.29,21.459999999999997
2013-06-26,61,29.0,,0.29,17.689999999999998
2013-06-27,68,29.0,,0.29,19.72
2013-06-28,69,29.0,,0.29,20.009999999999998
2013-06-29,48,29.0,,0.29,13.919999999999998
2013-06-30,65,29.0,,0.29,18.849999999999998
2013-07-01,95,32.0,False,0.32,30.400000000000002
2013-07-02,59,32.0,,0.32,18.88
2013-07-03,77,32.0,,0.32,24.64
2013-07-04,100,32.0,,0.32,32.0
2013-07-05,64,32.0,,0.32,20.48
2013-07-06,41,32.0,,0.32,13.120000000000001
2013-07-07,54,32.0,,0.32,17.28
2013-07-08,72,32.0,,0.32,23.04
2013-07-09,95,32.0,,0.32,30.400000000000002
2013-07-10,68,32.0,,0.32,21.76
2013-07-11,96,32.0,,0.32,30.72
2013-07-12,68,32.0,,0.32,21.76
2013-07-13,43,32.0,,0.32,13.76
2013-07-14,90,32.0,,0.32,28.8
2013-07-15,74,32.0,,0.32,23.68
2013-07-16,62,32.0,,0.32,19.84
2013-07-17,76,32.0,,0.32,24.32
2013-07-18,83,32.0,,0.32,26.560000000000002
2013-07-19,62,32.0,,0.32,19.84
2013-07-20,41,32.0,,0.32,13.120000000000001
2013-07-21,52,32.0,,0.32,16.64
2013-07-22,80,32.0,,0.32,25.6
2013-07-23,94,32.0,,0.32,30.080000000000002
2013-07-24,76,32.0,,0.32,24.32
2013-07-25,70,32.0,,0.32,22.400000000000002
2013-07-26,68,32.0,,0.32,21.76
2013-07-27,99,32.0,,0.32,31.68
2013-07-28,79,32.0,,0.32,25.28
2013-07-29,78,32.0,,0.32,24.96
2013-07-30,60,32.0,,0.32,19.2
2013-07-31,63,32.0,,0.32,20.16
2013-08-01,88,28.0,False,0.28,24.64
2013-08-02,72,28.0,,0.28,20.160000000000004
2013-08-03,68,28.0,,0.28,19.040000000000003
2013-08-04,72,28.0,,0.28,20.160000000000004
2013-08-05,84,28.0,,0.28,23.520000000000003
2013-08-06,57,28.0,,0.28,15.96
2013-08-07,62,28.0,,0.28,17.360000000000003
2013-08-08,60,28.0,,0.28,16.8
2013-08-09,72,28.0,,0.28,20.160000000000004
2013-08-10,56,28.0,,0.28,15.680000000000001
2013-08-11,69,28.0,,0.28,19.32
2013-08-12,64,28.0,,0.28,17.92
2013-08-13,86,28.0,,0.28,24.080000000000002
2013-08-14,74,28.0,,0.28,20.720000000000002
2013-08-15,78,28.0,,0.28,21.840000000000003
2013-08-16,68,28.0,,0.28,19.040000000000003
2013-08-17,62,28.0,,0.28,17.360000000000003
2013-08-18,100,28.0,,0.28,28.000000000000004
2013-08-19,55,28.0,,0.28,15.400000000000002
2013-08-20,90,28.0,,0.28,25.200000000000003
2013-08-21,64,28.0,,0.28,17.92
2013-08-22,82,28.0,,0.28,22.96
2013-08-23,64,28.0,,0.28,17.92
2013-08-24,44,28.0,,0.28,12.32
2013-08-25,79,28.0,,0.28,22.12
2013-08-26,64,28.0,,0.28,17.92
2013-08-27,81,28.0,,0.28,22.680000000000003
2013-08-28,90,28.0,,0.28,25.200000000000003
2013-08-29,73,28.0,,0.28,20.44
2013-08-30,58,28.0,,0.28,16.240000000000002
2013-08-31,34,28.0,,0.28,9.520000000000001
2013-09-01,44,29.0,False,0.29,12.76
2013-09-02,53,29.0,,0.29,15.37
2013-09-03,50,29.0,,0.29,14.499999999999998
2013-09-04,67,29.0,,0.29,19.43
2013-09-05,76,29.0,,0.29,22.04
2013-09-06,59,29.0,,0.29,17.11
2013-09-07,56,29.0,,0.29,16.24
2013-09-08,68,29.0,,0.29,19.72
2013-09-09,84,29.0,,0.29,24.36
2013-09-10,67,29.0,,0.29,19.43
2013-09-11,76,29.0,,0.29,22.04
2013-09-12,71,29.0,,0.29,20.59
2013-09-13,62,29.0,,0.29,17.98
2013-09-14,43,29.0,,0.29,12.469999999999999
2013-09-15,77,29.0,,0.29,22.33
2013-09-16,51,29.0,,0.29,14.79
2013-09-17,72,29.0,,0.29,20.88
2013-09-18,78,29.0,,0.29,22.619999999999997
2013-09-19,85,29.0,,0.29,24.65
2013-09-20,70,29.0,,0.29,20.299999999999997
2013-09-21,40,29.0,,0.29,11.6
2013-09-22,85,29.0,,0.29,24.65
2013-09-23,70,29.0,,0.29,20.299999999999997
2013-09-24,100,29.0,,0.29,28.999999999999996
2013-09-25,94,29.0,,0.29,27.259999999999998
2013-09-26,65,29.0,,0.29,18.849999999999998
2013-09-27,79,29.0,,0.29,22.91
2013-09-28,42,29.0,,0.29,12.18
2013-09-29,51,29.0,,0.29,14.79
2013-09-30,61,29.0,,0.29,17.689999999999998
2013-10-01,47,35.0,False,0.35,16.45
2013-10-02,72,35.0,,0.35,25.2
2013-10-03,43,35.0,,0.35,15.049999999999999
2013-10-04,67,35.0,,0.35,23.45
2013-10-05,58,35.0,,0.35,20.299999999999997
2013-10-06,57,35.0,,0.35,19.95
2013-10-07,69,35.0,,0.35,24.15
2013-10-08,59,35.0,,0.35,20.65
2013-10-09,78,35.0,,0.35,27.299999999999997
2013-10-10,67,35.0,,0.35,23.45
2013-10-11,41,35.0,,0.35,14.35
2013-10-12,29,35.0,,0.35,10.149999999999999
2013-10-13,53,35.0,,0.35,18.549999999999997
2013-10-14,47,35.0,,0.35,16.45
2013-10-15,85,35.0,,0.35,29.749999999999996
2013-10-16,100,35.0,,0.35,35.0
2013-10-17,59,35.0,,0.35,20.65
2013-10-18,58,35.0,,0.35,20.299999999999997
2013-10-19,61,35.0,,0.35,21.349999999999998
2013-10-20,100,35.0,,0.35,35.0
2013-10-21,76,35.0,,0.35,26.599999999999998
2013-10-22,62,35.0,,0.35,21.7
2013-10-23,46,35.0,,0.35,16.099999999999998
2013-10-24,75,35.0,,0.35,26.25
2013-10-25,41,35.0,,0.35,14.35
2013-10-26,41,35.0,,0.35,14.35
2013-10-27,86,35.0,,0.35,30.099999999999998
2013-10-28,92,35.0,,0.35,32.199999999999996
2013-10-29,73,35.0,,0.35,25.549999999999997
2013-10-30,63,35.0,,0.35,22.049999999999997
2013-10-31,56,35.0,,0.35,19.599999999999998
2013-11-01,57,51.0,False,0.51,29.07
2013-11-02,58,51.0,,0.51,29.580000000000002
2013-11-03,61,51.0,,0.51,31.11
2013-11-04,92,51.0,,0.51,46.92
2013-11-05,74,51.0,,0.51,37.74
2013-11-06,72,51.0,,0.51,36.72
2013-11-07,80,51.0,,0.51,40.8
2013-11-08,59,51.0,,0.51,30.09
2013-11-09,78,51.0,,0.51,39.78
2013-11-10,70,51.0,,0.51,35.7
2013-11-11,100,51.0,,0.51,51.0
2013-11-12,58,51.0,,0.51,29.580000000000002
2013-11-13,66,51.0,,0.51,33.660000000000004
2013-11-14,75,51.0,,0.51,38.25
2013-11-15,77,51.0,,0.51,39.27
2013-11-16,67,51.0,,0.51,34.17
2013-11-17,84,51.0,,0.51,42.84
2013-11-18,68,51.0,,0.51,34.68
2013-11-19,93,51.0,,0.51,47.43
2013-11-20,74,51.0,,0.51,37.74
2013-11-21,67,51.0,,0.51,34.17
2013-11-22,45,51.0,,0.51,22.95
2013-11-23,89,51.0,,0.51,45.39
2013-11-24,71,51.0,,0.51,36.21
2013-11-25,92,51.0,,0.51,46.92
2013-11-26,77,51.0,,0.51,39.27
2013-11-27,87,51.0,,0.51,44.37
2013-11-28,57,51.0,,0.51,29.07
2013-11-29,49,51.0,,0.51,24.990000000000002
2013-11-30,60,51.0,,0.51,30.6
2013-12-01,84,50.0,False,0.5,42.0
2013-12-02,74,50.0,,0.5,37.0
2013-12-03,80,50.0,,0.5,40.0
2013-12-04,86,50.0,,0.5,43.0
2013-12-05,81,50.0,,0.5,40.5
2013-12-06,88,50.0,,0.5,44.0
2013-12-07,100,50.0,,0.5,50.0
2013-12-08,62,50.0,,0.5,31.0
2013-12-09,87,50.0,,0.5,43.5
2013-12-10,71,50.0,,0.5,35.5
2013-12-11,83,50.0,,0.5,41.5
2013-12-12,58,50.0,,0.5,29.0
2013-12-13,53,50.0,,0.5,26.5
2013-12-14,68,50.0,,0.5,34.0
2013-12-15,81,50.0,,0.5,40.5
2013-12-16,65,50.0,,0.5,32.5
2013-12-17,59,50.0,,0.5,29.5
2013-12-18,64,50.0,,0.5,32.0
2013-12-19,53,50.0,,0.5,26.5
2013-12-20,47,50.0,,0.5,23.5
2013-12-21,51,50.0,,0.5,25.5
2013-12-22,67,50.0,,0.5,33.5
2013-12-23,51,50.0,,0.5,25.5
2013-12-24,44,50.0,,0.5,22.0
2013-12-25,47,50.0,,0.5,23.5
2013-12-26,54,50.0,,0.5,27.0
2013-12-27,53,50.0,,0.5,26.5
2013-12-28,65,50.0,,0.5,32.5
2013-12-29,76,50.0,,0.5,38.0
2013-12-30,61,50.0,,0.5,30.5
2013-12-31,55,50.0,,0.5,27.5
2014-01-01,44,64.0,False,0.64,28.16
2014-01-02,52,64.0,,0.64,33.28
2014-01-03,68,64.0,,0.64,43.52
2014-01-04,63,64.0,,0.64,40.32
2014-01-05,97,64.0,,0.64,62.08
2014-01-06,88,64.0,,0.64,56.32
2014-01-07,57,64.0,,0.64,36.480000000000004
2014-01-08,55,64.0,,0.64,35.2
2014-01-09,57,64.0,,0.64,36.480000000000004
2014-01-10,51,64.0,,0.64,32.64
2014-01-11,60,64.0,,0.64,38.4
2014-01-12,68,64.0,,0.64,43.52
2014-01-13,97,64.0,,0.64,62.08
2014-01-14,62,64.0,,0.64,39.68
2014-01-15,54,64.0,,0.64,34.56
2014-01-16,43,64.0,,0.64,27.52
2014-01-17,69,64.0,,0.64,44.160000000000004
2014-01-18,50,64.0,,0.64,32.0
2014-01-19,89,64.0,,0.64,56.96
2014-01-20,83,64.0,,0.64,53.120000000000005
2014-01-21,47,64.0,,0.64,30.080000000000002
2014-01-22,57,64.0,,0.64,36.480000000000004
2014-01-23,46,64.0,,0.64,29.44
2014-01-24,63,64.0,,0.64,40.32
2014-01-25,68,64.0,,0.64,43.52
2014-01-26,72,64.0,,0.64,46.08
2014-01-27,100,64.0,,0.64,64.0
2014-01-28,59,64.0,,0.64,37.76
2014-01-29,62,64.0,,0.64,39.68
2014-01-30,51,64.0,,0.64,32.64
2014-01-31,74,64.0,,0.64,47.36
2014-02-01,72,63.0,False,0.63,45.36
2014-02-02,49,63.0,,0.63,30.87
2014-02-03,45,63.0,,0.63,28.35
2014-02-04,49,63.0,,0.63,30.87
2014-02-05,35,63.0,,0.63,22.05
2014-02-06,38,63.0,,0.63,23.94
2014-02-07,42,63.0,,0.63,26.46
2014-02-08,33,63.0,,0.63,20.79
2014-02-09,71,63.0,,0.63,44.73
2014-02-10,100,63.0,,0.63,63.0
2014-02-11,36,63.0,,0.63,22.68
2014-02-12,51,63.0,,0.63,32.13
2014-02-13,33,63.0,,0.63,20.79
2014-02-14,42,63.0,,0.63,26.46
2014-02-15,43,63.0,,0.63,27.09
2014-02-16,69,63.0,,0.63,43.47
2014-02-17,97,63.0,,0.63,61.11
2014-02-18,43,63.0,,0.63,27.09
2014-02-19,45,63.0,,0.63,28.35
2014-02-20,45,63.0,,0.63,28.35
2014-02-21,41,63.0,,0.63,25.830000000000002
2014-02-22,47,63.0,,0.63,29.61
2014-02-23,67,63.0,,0.63,42.21
2014-02-24,99,63.0,,0.63,62.37
2014-02-25,42,63.0,,0.63,26.46
2014-02-26,59,63.0,,0.63,37.17
2014-02-27,38,63.0,,0.63,23.94
2014-02-28,51,63.0,,0.63,32.13
2014-03-01,46,57.0,False,0.57,26.22
2014-03-02,88,57.0,,0.57,50.16
2014-03-03,100,57.0,,0.57,56.99999999999999
2014-03-04,50,57.0,,0.57,28.499999999999996
2014-03-05,56,57.0,,0.57,31.919999999999998
2014-03-06,48,57.0,,0.57,27.36
2014-03-07,51,57.0,,0.57,29.069999999999997
2014-03-08,46,57.0,,0.57,26.22
2014-03-09,73,57.0,,0.57,41.61
2014-03-10,77,57.0,,0.57,43.88999999999999
2014-03-11,45,57.0,,0.57,25.65
2014-03-12,38,57.0,,0.57,21.659999999999997
2014-03-13,30,57.0,,0.57,17.099999999999998
2014-03-14,51,57.0,,0.57,29.069999999999997
2014-03-15,43,57.0,,0.57,24.509999999999998
2014-03-16,63,57.0,,0.57,35.91
2014-03-17,80,57.0,,0.57,45.599999999999994
2014-03-18,40,57.0,,0.57,22.799999999999997
2014-03-19,38,57.0,,0.57,21.659999999999997
2014-03-20,42,57.0,,0.57,23.939999999999998
2014-03-21,30,57.0,,0.57,17.099999999999998
2014-03-22,34,57.0,,0.57,19.38
2014-03-23,51,57.0,,0.57,29.069999999999997
2014-03-24,73,57.0,,0.57,41.61
2014-03-25,41,57.0,,0.57,23.369999999999997
2014-03-26,41,57.0,,0.57,23.369999999999997
2014-03-27,42,57.0,,0.57,23.939999999999998
2014-03-28,36,57.0,,0.57,20.52
2014-03-29,33,57.0,,0.57,18.81
2014-03-30,81,57.0,,0.57,46.169999999999995
2014-03-31,67,57.0,,0.57,38.19
2014-04-01,70,48.0,False,0.48,33.6
2014-04-02,66,48.0,,0.48,31.68
2014-04-03,44,48.0,,0.48,21.119999999999997
2014-04-04,47,48.0,,0.48,22.56
2014-04-05,50,48.0,,0.48,24.0
2014-04-06,100,48.0,,0.48,48.0
2014-04-07,72,48.0,,0.48,34.56
2014-04-08,57,48.0,,0.48,27.36
2014-04-09,53,48.0,,0.48,25.439999999999998
2014-04-10,49,48.0,,0.48,23.52
2014-04-11,57,48.0,,0.48,27.36
2014-04-12,33,48.0,,0.48,15.84
2014-04-13,75,48.0,,0.48,36.0
2014-04-14,74,48.0,,0.48,35.519999999999996
2014-04-15,49,48.0,,0.48,23.52
2014-04-16,66,48.0,,0.48,31.68
2014-04-17,48,48.0,,0.48,23.04
2014-04-18,41,48.0,,0.48,19.68
2014-04-19,48,48.0,,0.48,23.04
2014-04-20,47,48.0,,0.48,22.56
2014-04-21,58,48.0,,0.48,27.84
2014-04-22,57,48.0,,0.48,27.36
2014-04-23,59,48.0,,0.48,28.32
2014-04-24,41,48.0,,0.48,19.68
2014-04-25,55,48.0,,0.48,26.4
2014-04-26,29,48.0,,0.48,13.92
2014-04-27,89,48.0,,0.48,42.72
2014-04-28,83,48.0,,0.48,39.839999999999996
2014-04-29,61,48.0,,0.48,29.279999999999998
2014-04-30,61,48.0,,0.48,29.279999999999998
2014-05-01,59,41.0,False,0.41,24.189999999999998
2014-05-02,59,41.0,,0.41,24.189999999999998
2014-05-03,51,41.0,,0.41,20.91
2014-05-04,89,41.0,,0.41,36.489999999999995
2014-05-05,98,41.0,,0.41,40.18
2014-05-06,69,41.0,,0.41,28.29
2014-05-07,64,41.0,,0.41,26.24
2014-05-08,51,41.0,,0.41,20.91
2014-05-09,47,41.0,,0.41,19.27
2014-05-10,56,41.0,,0.41,22.959999999999997
2014-05-11,81,41.0,,0.41,33.21
2014-05-12,100,41.0,,0.41,41.0
2014-05-13,49,41.0,,0.41,20.09
2014-05-14,56,41.0,,0.41,22.959999999999997
2014-05-15,41,41.0,,0.41,16.81
2014-05-16,55,41.0,,0.41,22.549999999999997
2014-05-17,63,41.0,,0.41,25.83
2014-05-18,25,41.0,,0.41,10.25
2014-05-19,52,41.0,,0.41,21.32
2014-05-20,55,41.0,,0.41,22.549999999999997
2014-05-21,49,41.0,,0.41,20.09
2014-05-22,62,41.0,,0.41,25.419999999999998
2014-05-23,52,41.0,,0.41,21.32
2014-05-24,45,41.0,,0.41,18.45
2014-05-25,43,41.0,,0.41,17.63
2014-05-26,41,41.0,,0.41,16.81
2014-05-27,47,41.0,,0.41,19.27
2014-05-28,53,41.0,,0.41,21.73
2014-05-29,57,41.0,,0.41,23.369999999999997
2014-05-30,49,41.0,,0.41,20.09
2014-05-31,50,41.0,,0.41,20.5
2014-06-01,76,44.0,False,0.44,33.44
2014-06-02,61,44.0,,0.44,26.84
2014-06-03,58,44.0,,0.44,25.52
2014-06-04,46,44.0,,0.44,20.24
2014-06-05,57,44.0,,0.44,25.080000000000002
2014-06-06,38,44.0,,0.44,16.72
2014-06-07,47,44.0,,0.44,20.68
2014-06-08,77,44.0,,0.44,33.88
2014-06-09,100,44.0,,0.44,44.0
2014-06-10,59,44.0,,0.44,25.96
2014-06-11,36,44.0,,0.44,15.84
2014-06-12,61,44.0,,0.44,26.84
2014-06-13,47,44.0,,0.44,20.68
2014-06-14,59,44.0,,0.44,25.96
2014-06-15,89,44.0,,0.44,39.160000000000004
2014-06-16,78,44.0,,0.44,34.32
2014-06-17,47,44.0,,0.44,20.68
2014-06-18,44,44.0,,0.44,19.36
2014-06-19,58,44.0,,0.44,25.52
2014-06-20,53,44.0,,0.44,23.32
2014-06-21,49,44.0,,0.44,21.56
2014-06-22,96,44.0,,0.44,42.24
2014-06-23,92,44.0,,0.44,40.48
2014-06-24,65,44.0,,0.44,28.6
2014-06-25,57,44.0,,0.44,25.080000000000002
2014-06-26,44,44.0,,0.44,19.36
2014-06-27,43,44.0,,0.44,18.92
2014-06-28,39,44.0,,0.44,17.16
2014-06-29,93,44.0,,0.44,40.92
2014-06-30,88,44.0,,0.44,38.72
2014-07-01,45,41.0,False,0.41,18.45
2014-07-02,51,41.0,,0.41,20.91
2014-07-03,56,41.0,,0.41,22.959999999999997
2014-07-04,36,41.0,,0.41,14.76
2014-07-05,36,41.0,,0.41,14.76
2014-07-06,84,41.0,,0.41,34.44
2014-07-07,59,41.0,,0.41,24.189999999999998
2014-07-08,49,41.0,,0.41,20.09
2014-07-09,59,41.0,,0.41,24.189999999999998
2014-07-10,68,41.0,,0.41,27.88
2014-07-11,50,41.0,,0.41,20.5
2014-07-12,56,41.0,,0.41,22.959999999999997
2014-07-13,67,41.0,,0.41,27.47
2014-07-14,75,41.0,,0.41,30.749999999999996
2014-07-15,52,41.0,,0.41,21.32
2014-07-16,25,41.0,,0.41,10.25
2014-07-17,42,41.0,,0.41,17.22
2014-07-18,94,41.0,,0.41,38.54
2014-07-19,43,41.0,,0.41,17.63
2014-07-20,100,41.0,,0.41,41.0
2014-07-21,70,41.0,,0.41,28.7
2014-07-22,44,41.0,,0.41,18.04
2014-07-23,23,41.0,,0.41,9.43
2014-07-24,39,41.0,,0.41,15.989999999999998
2014-07-25,29,41.0,,0.41,11.889999999999999
2014-07-26,42,41.0,,0.41,17.22
2014-07-27,67,41.0,,0.41,27.47
2014-07-28,75,41.0,,0.41,30.749999999999996
2014-07-29,53,41.0,,0.41,21.73
2014-07-30,48,41.0,,0.41,19.68
2014-07-31,70,41.0,,0.41,28.7
2014-08-01,41,42.0,False,0.42,17.22
2014-08-02,21,42.0,,0.42,8.82
2014-08-03,95,42.0,,0.42,39.9
2014-08-04,69,42.0,,0.42,28.98
2014-08-05,39,42.0,,0.42,16.38
2014-08-06,44,42.0,,0.42,18.48
2014-08-07,90,42.0,,0.42,37.8
2014-08-08,37,42.0,,0.42,15.54
2014-08-09,41,42.0,,0.42,17.22
2014-08-10,59,42.0,,0.42,24.779999999999998
2014-08-11,58,42.0,,0.42,24.36
2014-08-12,37,42.0,,0.42,15.54
2014-08-13,46,42.0,,0.42,19.32
2014-08-14,50,42.0,,0.42,21.0
2014-08-15,64,42.0,,0.42,26.88
2014-08-16,31,42.0,,0.42,13.02
2014-08-17,95,42.0,,0.42,39.9
2014-08-18,71,42.0,,0.42,29.82
2014-08-19,39,42.0,,0.42,16.38
2014-08-20,43,42.0,,0.42,18.06
2014-08-21,51,42.0,,0.42,21.419999999999998
2014-08-22,35,42.0,,0.42,14.7
2014-08-23,36,42.0,,0.42,15.12
2014-08-24,100,42.0,,0.42,42.0
2014-08-25,84,42.0,,0.42,35.28
2014-08-26,45,42.0,,0.42,18.9
2014-08-27,31,42.0,,0.42,13.02
2014-08-28,36,42.0,,0.42,15.12
2014-08-29,35,42.0,,0.42,14.7
2014-08-30,52,42.0,,0.42,21.84
2014-08-31,61,42.0,,0.42,25.619999999999997
2014-09-01,85,43.0,False,0.43,36.55
2014-09-02,52,43.0,,0.43,22.36
2014-09-03,63,43.0,,0.43,27.09
2014-09-04,73,43.0,,0.43,31.39
2014-09-05,49,43.0,,0.43,21.07
2014-09-06,63,43.0,,0.43,27.09
2014-09-07,100,43.0,,0.43,43.0
2014-09-08,82,43.0,,0.43,35.26
2014-09-09,80,43.0,,0.43,34.4
2014-09-10,57,43.0,,0.43,24.509999999999998
2014-09-11,55,43.0,,0.43,23.65
2014-09-12,54,43.0,,0.43,23.22
2014-09-13,79,43.0,,0.43,33.97
2014-09-14,86,43.0,,0.43,36.98
2014-09-15,83,43.0,,0.43,35.69
2014-09-16,63,43.0,,0.43,27.09
2014-09-17,70,43.0,,0.43,30.099999999999998
2014-09-18,67,43.0,,0.43,28.81
2014-09-19,45,43.0,,0.43,19.35
2014-09-20,55,43.0,,0.43,23.65
2014-09-21,78,43.0,,0.43,33.54
2014-09-22,74,43.0,,0.43,31.82
2014-09-23,48,43.0,,0.43,20.64
2014-09-24,52,43.0,,0.43,22.36
2014-09-25,65,43.0,,0.43,27.95
2014-09-26,76,43.0,,0.43,32.68
2014-09-27,80,43.0,,0.43,34.4
2014-09-28,95,43.0,,0.43,40.85
2014-09-29,77,43.0,,0.43,33.11
2014-09-30,53,43.0,,0.43,22.79
2014-10-01,84,36.0,False,0.36,30.24
2014-10-02,70,36.0,,0.36,25.2
2014-10-03,63,36.0,,0.36,22.68
2014-10-04,49,36.0,,0.36,17.64
2014-10-05,60,36.0,,0.36,21.599999999999998
2014-10-06,91,36.0,,0.36,32.76
2014-10-07,100,36.0,,0.36,36.0
2014-10-08,56,36.0,,0.36,20.16
2014-10-09,84,36.0,,0.36,30.24
2014-10-10,55,36.0,,0.36,19.8
2014-10-11,51,36.0,,0.36,18.36
2014-10-12,50,36.0,,0.36,18.0
2014-10-13,80,36.0,,0.36,28.799999999999997
2014-10-14,74,36.0,,0.36,26.64
2014-10-15,85,36.0,,0.36,30.599999999999998
2014-10-16,58,36.0,,0.36,20.88
2014-10-17,53,36.0,,0.36,19.08
2014-10-18,61,36.0,,0.36,21.96
2014-10-19,87,36.0,,0.36,31.32
2014-10-20,84,36.0,,0.36,30.24
2014-10-21,74,36.0,,0.36,26.64
2014-10-22,57,36.0,,0.36,20.52
2014-10-23,79,36.0,,0.36,28.439999999999998
2014-10-24,98,36.0,,0.36,35.28
2014-10-25,54,36.0,,0.36,19.439999999999998
2014-10-26,57,36.0,,0.36,20.52
2014-10-27,76,36.0,,0.36,27.36
2014-10-28,54,36.0,,0.36,19.439999999999998
2014-10-29,75,36.0,,0.36,27.0
2014-10-30,74,36.0,,0.36,26.64
2014-10-31,69,36.0,,0.36,24.84
2014-11-01,48,32.0,False,0.32,15.36
2014-11-02,89,32.0,,0.32,28.48
2014-11-03,63,32.0,,0.32,20.16
2014-11-04,65,32.0,,0.32,20.8
2014-11-05,71,32.0,,0.32,22.72
2014-11-06,96,32.0,,0.32,30.72
2014-11-07,83,32.0,,0.32,26.560000000000002
2014-11-08,51,32.0,,0.32,16.32
2014-11-09,83,32.0,,0.32,26.560000000000002
2014-11-10,78,32.0,,0.32,24.96
2014-11-11,65,32.0,,0.32,20.8
2014-11-12,81,32.0,,0.32,25.92
2014-11-13,72,32.0,,0.32,23.04
2014-11-14,79,32.0,,0.32,25.28
2014-11-15,52,32.0,,0.32,16.64
2014-11-16,65,32.0,,0.32,20.8
2014-11-17,100,32.0,,0.32,32.0
2014-11-18,60,32.0,,0.32,19.2
2014-11-19,93,32.0,,0.32,29.76
2014-11-20,97,32.0,,0.32,31.04
2014-11-21,61,32.0,,0.32,19.52
2014-11-22,60,32.0,,0.32,19.2
2014-11-23,67,32.0,,0.32,21.44
2014-11-24,72,32.0,,0.32,23.04
2014-11-25,79,32.0,,0.32,25.28
2014-11-26,59,32.0,,0.32,18.88
2014-11-27,52,32.0,,0.32,16.64
2014-11-28,33,32.0,,0.32,10.56
2014-11-29,61,32.0,,0.32,19.52
2014-11-30,69,32.0,,0.32,22.080000000000002
2014-12-01,59,34.0,False,0.34,20.060000000000002
2014-12-02,62,34.0,,0.34,21.080000000000002
2014-12-03,59,34.0,,0.34,20.060000000000002
2014-12-04,79,34.0,,0.34,26.860000000000003
2014-12-05,87,34.0,,0.34,29.580000000000002
2014-12-06,65,34.0,,0.34,22.1
2014-12-07,80,34.0,,0.34,27.200000000000003
2014-12-08,88,34.0,,0.34,29.92
2014-12-09,78,34.0,,0.34,26.520000000000003
2014-12-10,77,34.0,,0.34,26.180000000000003
2014-12-11,56,34.0,,0.34,19.040000000000003
2014-12-12,68,34.0,,0.34,23.12
2014-12-13,60,34.0,,0.34,20.400000000000002
2014-12-14,38,34.0,,0.34,12.920000000000002
2014-12-15,100,34.0,,0.34,34.0
2014-12-16,85,34.0,,0.34,28.900000000000002
2014-12-17,68,34.0,,0.34,23.12
2014-12-18,75,34.0,,0.34,25.500000000000004
2014-12-19,69,34.0,,0.34,23.46
2014-12-20,32,34.0,,0.34,10.88
2014-12-21,48,34.0,,0.34,16.32
2014-12-22,55,34.0,,0.34,18.700000000000003
2014-12-23,66,34.0,,0.34,22.44
