date,leverage_unscaled,leverage_monthly,isPartial,scale,leverage
2011-08-25,39,78.0,,0.78,30.42
2011-08-26,29,78.0,,0.78,22.62
2011-08-27,56,78.0,,0.78,43.68
2011-08-28,51,78.0,,0.78,39.78
2011-08-29,88,78.0,,0.78,68.64
2011-08-30,54,78.0,,0.78,42.120000000000005
2011-08-31,50,78.0,,0.78,39.0
2011-09-01,94,53.0,False,0.53,49.82
2011-09-02,55,53.0,,0.53,29.150000000000002
2011-09-03,42,53.0,,0.53,22.26
2011-09-04,91,53.0,,0.53,48.230000000000004
2011-09-05,85,53.0,,0.53,45.050000000000004
2011-09-06,61,53.0,,0.53,32.33
2011-09-07,44,53.0,,0.53,23.32
2011-09-08,100,53.0,,0.53,53.0
2011-09-09,53,53.0,,0.53,28.09
2011-09-10,48,53.0,,0.53,25.44
2011-09-11,60,53.0,,0.53,31.8
2011-09-12,80,53.0,,0.53,42.400000000000006
2011-09-13,50,53.0,,0.53,26.5
2011-09-14,73,53.0,,0.53,38.690000000000005
2011-09-15,29,53.0,,0.53,15.370000000000001
2011-09-16,56,53.0,,0.53,29.68
2011-09-17,41,53.0,,0.53,21.73
2011-09-18,55,53.0,,0.53,29.150000000000002
2011-09-19,22,53.0,,0.53,11.66
2011-09-20,63,53.0,,0.53,33.39
2011-09-21,32,53.0,,0.53,16.96
2011-09-22,57,53.0,,0.53,30.21
2011-09-23,30,53.0,,0.53,15.9
2011-09-24,32,53.0,,0.53,16.96
2011-09-25,63,53.0,,0.53,33.39
2011-09-26,53,53.0,,0.53,28.09
2011-09-27,56,53.0,,0.53,29.68
2011-09-28,57,53.0,,0.53,30.21
2011-09-29,25,53.0,,0.53,13.25
2011-09-30,64,53.0,,0.53,33.92
2011-10-01,65,41.0,False,0.41,26.65
2011-10-02,67,41.0,,0.41,27.47
2011-10-03,69,41.0,,0.41,28.29
2011-10-04,68,41.0,,0.41,27.88
2011-10-05,59,41.0,,0.41,24.189999999999998
2011-10-06,81,41.0,,0.41,33.21
2011-10-07,56,41.0,,0.41,22.959999999999997
2011-10-08,62,41.0,,0.41,25.419999999999998
2011-10-09,83,41.0,,0.41,34.03
2011-10-10,84,41.0,,0.41,34.44
2011-10-11,100,41.0,,0.41,41.0
2011-10-12,88,41.0,,0.41,36.08
2011-10-13,83,41.0,,0.41,34.03
2011-10-14,60,41.0,,0.41,24.599999999999998
2011-10-15,67,41.0,,0.41,27.47
2011-10-16,42,41.0,,0.41,17.22
2011-10-17,80,41.0,,0.41,32.8
2011-10-18,88,41.0,,0.41,36.08
2011-10-19,67,41.0,,0.41,27.47
2011-10-20,79,41.0,,0.41,32.39
2011-10-21,61,41.0,,0.41,25.009999999999998
2011-10-22,80,41.0,,0.41,32.8
2011-10-23,42,41.0,,0.41,17.22
2011-10-24,86,41.0,,0.41,35.26
2011-10-25,62,41.0,,0.41,25.419999999999998
2011-10-26,72,41.0,,0.41,29.52
2011-10-27,82,41.0,,0.41,33.62
2011-10-28,71,41.0,,0.41,29.11
2011-10-29,83,41.0,,0.41,34.03
2011-10-30,52,41.0,,0.41,21.32
2011-10-31,88,41.0,,0.41,36.08
2011-11-01,54,44.0,False,0.44,23.76
2011-11-02,38,44.0,,0.44,16.72
2011-11-03,41,44.0,,0.44,18.04
2011-11-04,38,44.0,,0.44,16.72
2011-11-05,39,44.0,,0.44,17.16
2011-11-06,33,44.0,,0.44,14.52
2011-11-07,51,44.0,,0.44,22.44
2011-11-08,54,44.0,,0.44,23.76
2011-11-09,46,44.0,,0.44,20.24
2011-11-10,40,44.0,,0.44,17.6
2011-11-11,38,44.0,,0.44,16.72
2011-11-12,47,44.0,,0.44,20.68
2011-11-13,37,44.0,,0.44,16.28
2011-11-14,53,44.0,,0.44,23.32
2011-11-15,42,44.0,,0.44,18.48
2011-11-16,43,44.0,,0.44,18.92
2011-11-17,41,44.0,,0.44,18.04
2011-11-18,59,44.0,,0.44,25.96
2011-11-19,40,44.0,,0.44,17.6
2011-11-20,32,44.0,,0.44,14.08
2011-11-21,45,44.0,,0.44,19.8
2011-11-22,57,44.0,,0.44,25.080000000000002
2011-11-23,45,44.0,,0.44,19.8
2011-11-24,31,44.0,,0.44,13.64
2011-11-25,35,44.0,,0.44,15.4
2011-11-26,47,44.0,,0.44,20.68
2011-11-27,54,44.0,,0.44,23.76
2011-11-28,100,44.0,,0.44,44.0
2011-11-29,67,44.0,,0.44,29.48
2011-11-30,52,44.0,,0.44,22.88
2011-12-01,50,61.0,False,0.61,30.5
2011-12-02,35,61.0,,0.61,21.349999999999998
2011-12-03,44,61.0,,0.61,26.84
2011-12-04,43,61.0,,0.61,26.23
2011-12-05,84,61.0,,0.61,51.24
2011-12-06,52,61.0,,0.61,31.72
2011-12-07,36,61.0,,0.61,21.96
2011-12-08,45,61.0,,0.61,27.45
2011-12-09,40,61.0,,0.61,24.4
2011-12-10,53,61.0,,0.61,32.33
2011-12-11,49,61.0,,0.61,29.89
2011-12-12,72,61.0,,0.61,43.92
2011-12-13,53,61.0,,0.61,32.33
2011-12-14,36,61.0,,0.61,21.96
2011-12-15,50,61.0,,0.61,30.5
2011-12-16,42,61.0,,0.61,25.62
2011-12-17,44,61.0,,0.61,26.84
2011-12-18,56,61.0,,0.61,34.16
2011-12-19,72,61.0,,0.61,43.92
2011-12-20,42,61.0,,0.61,25.62
2011-12-21,33,61.0,,0.61,20.13
2011-12-22,42,61.0,,0.61,25.62
2011-12-23,34,61.0,,0.61,20.74
2011-12-24,28,61.0,,0.61,17.08
2011-12-25,34,61.0,,0.61,20.74
2011-12-26,100,61.0,,0.61,61.0
2011-12-27,52,61.0,,0.61,31.72
2011-12-28,37,61.0,,0.61,22.57
2011-12-29,54,61.0,,0.61,32.94
2011-12-30,49,61.0,,0.61,29.89
2011-12-31,45,61.0,,0.61,27.45
2012-01-01,31,65.0,False,0.65,20.150000000000002
2012-01-02,93,65.0,,0.65,60.45
2012-01-03,40,65.0,,0.65,26.0
2012-01-04,42,65.0,,0.65,27.3
2012-01-05,43,65.0,,0.65,27.95
2012-01-06,53,65.0,,0.65,34.45
2012-01-07,29,65.0,,0.65,18.85
2012-01-08,47,65.0,,0.65,30.55
2012-01-09,84,65.0,,0.65,54.6
2012-01-10,54,65.0,,0.65,35.1
2012-01-11,44,65.0,,0.65,28.6
2012-01-12,44,65.0,,0.65,28.6
2012-01-13,37,65.0,,0.65,24.05
2012-01-14,58,65.0,,0.65,37.7
2012-01-15,42,65.0,,0.65,27.3
2012-01-16,100,65.0,,0.65,65.0
2012-01-17,63,65.0,,0.65,40.95
2012-01-18,42,65.0,,0.65,27.3
2012-01-19,54,65.0,,0.65,35.1
2012-01-20,53,65.0,,0.65,34.45
2012-01-21,32,65.0,,0.65,20.8
2012-01-22,35,65.0,,0.65,22.75
2012-01-23,52,65.0,,0.65,33.800000000000004
2012-01-24,46,65.0,,0.65,29.900000000000002
2012-01-25,50,65.0,,0.65,32.5
2012-01-26,41,65.0,,0.65,26.650000000000002
2012-01-27,55,65.0,,0.65,35.75
2012-01-28,37,65.0,,0.65,24.05
2012-01-29,40,65.0,,0.65,26.0
2012-01-30,39,65.0,,0.65,25.35
2012-01-31,25,65.0,,0.65,16.25
2012-02-01,89,43.0,False,0.43,38.269999999999996
2012-02-02,47,43.0,,0.43,20.21
2012-02-03,78,43.0,,0.43,33.54
2012-02-04,45,43.0,,0.43,19.35
2012-02-05,80,43.0,,0.43,34.4
2012-02-06,77,43.0,,0.43,33.11
2012-02-07,42,43.0,,0.43,18.06
2012-02-08,90,43.0,,0.43,38.7
2012-02-09,51,43.0,,0.43,21.93
2012-02-10,56,43.0,,0.43,24.08
2012-02-11,61,43.0,,0.43,26.23
2012-02-12,50,43.0,,0.43,21.5
2012-02-13,67,43.0,,0.43,28.81
2012-02-14,76,43.0,,0.43,32.68
2012-02-15,66,43.0,,0.43,28.38
2012-02-16,47,43.0,,0.43,20.21
2012-02-17,76,43.0,,0.43,32.68
2012-02-18,40,43.0,,0.43,17.2
2012-02-19,100,43.0,,0.43,43.0
2012-02-20,75,43.0,,0.43,32.25
2012-02-21,72,43.0,,0.43,30.96
2012-02-22,71,43.0,,0.43,30.53
2012-02-23,50,43.0,,0.43,21.5
2012-02-24,66,43.0,,0.43,28.38
2012-02-25,63,43.0,,0.43,27.09
2012-02-26,90,43.0,,0.43,38.7
2012-02-27,57,43.0,,0.43,24.509999999999998
2012-02-28,92,43.0,,0.43,39.56
2012-02-29,46,43.0,,0.43,19.78
2012-03-01,79,41.0,False,0.41,32.39
2012-03-02,72,41.0,,0.41,29.52
2012-03-03,67,41.0,,0.41,27.47
2012-03-04,100,41.0,,0.41,41.0
2012-03-05,80,41.0,,0.41,32.8
2012-03-06,89,41.0,,0.41,36.489999999999995
2012-03-07,66,41.0,,0.41,27.06
2012-03-08,69,41.0,,0.41,28.29
2012-03-09,61,41.0,,0.41,25.009999999999998
2012-03-10,46,41.0,,0.41,18.86
2012-03-11,86,41.0,,0.41,35.26
2012-03-12,77,41.0,,0.41,31.569999999999997
2012-03-13,59,41.0,,0.41,24.189999999999998
2012-03-14,66,41.0,,0.41,27.06
2012-03-15,64,41.0,,0.41,26.24
2012-03-16,48,41.0,,0.41,19.68
2012-03-17,67,41.0,,0.41,27.47
2012-03-18,63,41.0,,0.41,25.83
2012-03-19,73,41.0,,0.41,29.93
2012-03-20,60,41.0,,0.41,24.599999999999998
2012-03-21,65,41.0,,0.41,26.65
2012-03-22,66,41.0,,0.41,27.06
2012-03-23,75,41.0,,0.41,30.749999999999996
2012-03-24,45,41.0,,0.41,18.45
2012-03-25,67,41.0,,0.41,27.47
2012-03-26,61,41.0,,0.41,25.009999999999998
2012-03-27,69,41.0,,0.41,28.29
2012-03-28,84,41.0,,0.41,34.44
2012-03-29,52,41.0,,0.41,21.32
2012-03-30,69,41.0,,0.41,28.29
2012-03-31,45,41.0,,0.41,18.45
2012-04-01,44,38.0,False,0.38,16.72
2012-04-02,76,38.0,,0.38,28.88
2012-04-03,59,38.0,,0.38,22.42
2012-04-04,83,38.0,,0.38,31.54
2012-04-05,72,38.0,,0.38,27.36
2012-04-06,69,38.0,,0.38,26.22
2012-04-07,49,38.0,,0.38,18.62
2012-04-08,79,38.0,,0.38,30.02
2012-04-09,82,38.0,,0.38,31.16
2012-04-10,96,38.0,,0.38,36.480000000000004
2012-04-11,100,38.0,,0.38,38.0
2012-04-12,75,38.0,,0.38,28.5
2012-04-13,89,38.0,,0.38,33.82
2012-04-14,42,38.0,,0.38,15.96
2012-04-15,72,38.0,,0.38,27.36
2012-04-16,71,38.0,,0.38,26.98
2012-04-17,84,38.0,,0.38,31.92
2012-04-18,95,38.0,,0.38,36.1
2012-04-19,75,38.0,,0.38,28.5
2012-04-20,81,38.0,,0.38,30.78
2012-04-21,66,38.0,,0.38,25.080000000000002
2012-04-22,59,38.0,,0.38,22.42
2012-04-23,67,38.0,,0.38,25.46
2012-04-24,80,38.0,,0.38,30.4
2012-04-25,82,38.0,,0.38,31.16
2012-04-26,65,38.0,,0.38,24.7
2012-04-27,83,38.0,,0.38,31.54
2012-04-28,52,38.0,,0.38,19.76
2012-04-29,38,38.0,,0.38,14.44
2012-04-30,50,38.0,,0.38,19.0
2012-05-01,84,35.0,False,0.35,29.4
2012-05-02,99,35.0,,0.35,34.65
2012-05-03,100,35.0,,0.35,35.0
2012-05-04,63,35.0,,0.35,22.049999999999997
2012-05-05,52,35.0,,0.35,18.2
2012-05-06,41,35.0,,0.35,14.35
2012-05-07,79,35.0,,0.35,27.65
2012-05-08,56,35.0,,0.35,19.599999999999998
2012-05-09,78,35.0,,0.35,27.299999999999997
2012-05-10,57,35.0,,0.35,19.95
2012-05-11,94,35.0,,0.35,32.9
2012-05-12,32,35.0,,0.35,11.2
2012-05-13,66,35.0,,0.35,23.099999999999998
2012-05-14,71,35.0,,0.35,24.849999999999998
2012-05-15,51,35.0,,0.35,17.849999999999998
2012-05-16,76,35.0,,0.35,26.599999999999998
2012-05-17,79,35.0,,0.35,27.65
2012-05-18,77,35.0,,0.35,26.95
2012-05-19,46,35.0,,0.35,16.099999999999998
2012-05-20,58,35.0,,0.35,20.299999999999997
2012-05-21,67,35.0,,0.35,23.45
2012-05-22,73,35.0,,0.35,25.549999999999997
2012-05-23,58,35.0,,0.35,20.299999999999997
2012-05-24,85,35.0,,0.35,29.749999999999996
2012-05-25,57,35.0,,0.35,19.95
2012-05-26,44,35.0,,0.35,15.399999999999999
2012-05-27,64,35.0,,0.35,22.4
2012-05-28,71,35.0,,0.35,24.849999999999998
2012-05-29,63,35.0,,0.35,22.049999999999997
2012-05-30,74,35.0,,0.35,25.9
2012-05-31,79,35.0,,0.35,27.65
2012-06-01,51,36.0,False,0.36,18.36
2012-06-02,54,36.0,,0.36,19.439999999999998
2012-06-03,88,36.0,,0.36,31.68
2012-06-04,74,36.0,,0.36,26.64
2012-06-05,73,36.0,,0.36,26.279999999999998
2012-06-06,80,36.0,,0.36,28.799999999999997
2012-06-07,87,36.0,,0.36,31.32
2012-06-08,69,36.0,,0.36,24.84
2012-06-09,87,36.0,,0.36,31.32
2012-06-10,73,36.0,,0.36,26.279999999999998
2012-06-11,88,36.0,,0.36,31.68
2012-06-12,79,36.0,,0.36,28.439999999999998
2012-06-13,48,36.0,,0.36,17.28
2012-06-14,90,36.0,,0.36,32.4
2012-06-15,69,36.0,,0.36,24.84
2012-06-16,62,36.0,,0.36,22.32
2012-06-17,73,36.0,,0.36,26.279999999999998
2012-06-18,90,36.0,,0.36,32.4
2012-06-19,100,36.0,,0.36,36.0
2012-06-20,69,36.0,,0.36,24.84
2012-06-21,71,36.0,,0.36,25.56
2012-06-22,72,36.0,,0.36,25.919999999999998
2012-06-23,71,36.0,,0.36,25.56
2012-06-24,93,36.0,,0.36,33.48
2012-06-25,69,36.0,,0.36,24.84
2012-06-26,57,36.0,,0.36,20.52
2012-06-27,74,36.0,,0.36,26.64
2012-06-28,77,36.0,,0.36,27.72
2012-06-29,97,36.0,,0.36,34.92
2012-06-30,88,36.0,,0.36,31.68
2012-07-01,51,76.0,False,0.76,38.76
2012-07-02,62,76.0,,0.76,47.12
2012-07-03,38,76.0,,0.76,28.88
2012-07-04,33,76.0,,0.76,25.080000000000002
2012-07-05,37,76.0,,0.76,28.12
2012-07-06,18,76.0,,0.76,13.68
2012-07-07,24,76.0,,0.76,18.240000000000002
2012-07-08,41,76.0,,0.76,31.16
2012-07-09,62,76.0,,0.76,47.12
2012-07-10,41,76.0,,0.76,31.16
2012-07-11,27,76.0,,0.76,20.52
2012-07-12,33,76.0,,0.76,25.080000000000002
2012-07-13,34,76.0,,0.76,25.84
2012-07-14,39,76.0,,0.76,29.64
2012-07-15,67,76.0,,0.76,50.92
2012-07-16,100,76.0,,0.76,76.0
2012-07-17,51,76.0,,0.76,38.76
2012-07-18,53,76.0,,0.76,40.28
2012-07-19,58,76.0,,0.76,44.08
2012-07-20,44,76.0,,0.76,33.44
2012-07-21,44,76.0,,0.76,33.44
2012-07-22,51,76.0,,0.76,38.76
2012-07-23,99,76.0,,0.76,75.24
2012-07-24,57,76.0,,0.76,43.32
2012-07-25,42,76.0,,0.76,31.92
2012-07-26,45,76.0,,0.76,34.2
2012-07-27,36,76.0,,0.76,27.36
2012-07-28,26,76.0,,0.76,19.76
2012-07-29,51,76.0,,0.76,38.76
2012-07-30,66,76.0,,0.76,50.160000000000004
2012-07-31,45,76.0,,0.76,34.2
2012-08-01,46,64.0,False,0.64,29.44
2012-08-02,45,64.0,,0.64,28.8
2012-08-03,23,64.0,,0.64,14.72
2012-08-04,32,64.0,,0.64,20.48
2012-08-05,37,64.0,,0.64,23.68
2012-08-06,85,64.0,,0.64,54.4
2012-08-07,48,64.0,,0.64,30.72
2012-08-08,54,64.0,,0.64,34.56
2012-08-09,64,64.0,,0.64,40.96
2012-08-10,39,64.0,,0.64,24.96
2012-08-11,27,64.0,,0.64,17.28
2012-08-12,59,64.0,,0.64,37.76
2012-08-13,83,64.0,,0.64,53.120000000000005
2012-08-14,60,64.0,,0.64,38.4
2012-08-15,45,64.0,,0.64,28.8
2012-08-16,56,64.0,,0.64,35.84
2012-08-17,31,64.0,,0.64,19.84
2012-08-18,47,64.0,,0.64,30.080000000000002
2012-08-19,38,64.0,,0.64,24.32
2012-08-20,100,64.0,,0.64,64.0
2012-08-21,49,64.0,,0.64,31.36
2012-08-22,59,64.0,,0.64,37.76
2012-08-23,87,64.0,,0.64,55.68
2012-08-24,54,64.0,,0.64,34.56
2012-08-25,49,64.0,,0.64,31.36
2012-08-26,43,64.0,,0.64,27.52
2012-08-27,78,64.0,,0.64,49.92
2012-08-28,53,64.0,,0.64,33.92
2012-08-29,43,64.0,,0.64,27.52
2012-08-30,70,64.0,,0.64,44.800000000000004
2012-08-31,31,64.0,,0.64,19.84
2012-09-01,21,70.0,False,0.7,14.7
2012-09-02,32,70.0,,0.7,22.4
2012-09-03,77,70.0,,0.7,53.9
2012-09-04,28,70.0,,0.7,19.599999999999998
2012-09-05,28,70.0,,0.7,19.599999999999998
2012-09-06,50,70.0,,0.7,35.0
2012-09-07,23,70.0,,0.7,16.099999999999998
2012-09-08,31,70.0,,0.7,21.7
2012-09-09,32,70.0,,0.7,22.4
2012-09-10,72,70.0,,0.7,50.4
2012-09-11,41,70.0,,0.7,28.7
2012-09-12,24,70.0,,0.7,16.799999999999997
2012-09-13,41,70.0,,0.7,28.7
2012-09-14,30,70.0,,0.7,21.0
2012-09-15,32,70.0,,0.7,22.4
2012-09-16,62,70.0,,0.7,43.4
2012-09-17,100,70.0,,0.7,70.0
2012-09-18,54,70.0,,0.7,37.8
2012-09-19,40,70.0,,0.7,28.0
2012-09-20,52,70.0,,0.7,36.4
2012-09-21,35,70.0,,0.7,24.5
2012-09-22,26,70.0,,0.7,18.2
2012-09-23,38,70.0,,0.7,26.599999999999998
2012-09-24,43,70.0,,0.7,30.099999999999998
2012-09-25,34,70.0,,0.7,23.799999999999997
2012-09-26,27,70.0,,0.7,18.9
2012-09-27,41,70.0,,0.7,28.7
2012-09-28,24,70.0,,0.7,16.799999999999997
2012-09-29,22,70.0,,0.7,15.399999999999999
2012-09-30,31,70.0,,0.7,21.7
2012-10-01,66,43.0,False,0.43,28.38
2012-10-02,50,43.0,,0.43,21.5
2012-10-03,80,43.0,,0.43,34.4
2012-10-04,66,43.0,,0.43,28.38
2012-10-05,66,43.0,,0.43,28.38
2012-10-06,39,43.0,,0.43,16.77
2012-10-07,69,43.0,,0.43,29.669999999999998
2012-10-08,47,43.0,,0.43,20.21
2012-10-09,57,43.0,,0.43,24.509999999999998
2012-10-10,67,43.0,,0.43,28.81
2012-10-11,82,43.0,,0.43,35.26
2012-10-12,51,43.0,,0.43,21.93
2012-10-13,56,43.0,,0.43,24.08
2012-10-14,71,43.0,,0.43,30.53
2012-10-15,74,43.0,,0.43,31.82
2012-10-16,88,43.0,,0.43,37.839999999999996
2012-10-17,67,43.0,,0.43,28.81
2012-10-18,85,43.0,,0.43,36.55
2012-10-19,61,43.0,,0.43,26.23
2012-10-20,39,43.0,,0.43,16.77
2012-10-21,63,43.0,,0.43,27.09
2012-10-22,52,43.0,,0.43,22.36
2012-10-23,51,43.0,,0.43,21.93
2012-10-24,79,43.0,,0.43,33.97
2012-10-25,100,43.0,,0.43,43.0
2012-10-26,37,43.0,,0.43,15.91
2012-10-27,49,43.0,,0.43,21.07
2012-10-28,60,43.0,,0.43,25.8
2012-10-29,54,43.0,,0.43,23.22
2012-10-30,58,43.0,,0.43,24.94
2012-10-31,51,43.0,,0.43,21.93
2012-11-01,61,49.0,False,0.49,29.89
2012-11-02,38,49.0,,0.49,18.62
2012-11-03,40,49.0,,0.49,19.6
2012-11-04,52,49.0,,0.49,25.48
2012-11-05,48,49.0,,0.49,23.52
2012-11-06,40,49.0,,0.49,19.6
2012-11-07,43,49.0,,0.49,21.07
2012-11-08,72,49.0,,0.49,35.28
2012-11-09,49,49.0,,0.49,24.009999999999998
2012-11-10,22,49.0,,0.49,10.78
2012-11-11,37,49.0,,0.49,18.13
2012-11-12,69,49.0,,0.49,33.81
2012-11-13,41,49.0,,0.49,20.09
2012-11-14,52,49.0,,0.49,25.48
2012-11-15,65,49.0,,0.49,31.849999999999998
2012-11-16,44,49.0,,0.49,21.56
2012-11-17,42,49.0,,0.49,20.58
2012-11-18,46,49.0,,0.49,22.54
2012-11-19,44,49.0,,0.49,21.56
2012-11-20,42,49.0,,0.49,20.58
2012-11-21,42,49.0,,0.49,20.58
2012-11-22,70,49.0,,0.49,34.3
2012-11-23,38,49.0,,0.49,18.62
2012-11-24,35,49.0,,0.49,17.15
2012-11-25,42,49.0,,0.49,20.58
2012-11-26,55,49.0,,0.49,26.95
2012-11-27,60,49.0,,0.49,29.4
2012-11-28,100,49.0,,0.49,49.0
2012-11-29,79,49.0,,0.49,38.71
2012-11-30,68,49.0,,0.49,33.32
2012-12-01,13,80.0,False,0.8,10.4
2012-12-02,14,80.0,,0.8,11.200000000000001
2012-12-03,18,80.0,,0.8,14.4
2012-12-04,16,80.0,,0.8,12.8
2012-12-05,24,80.0,,0.8,19.200000000000003
2012-12-06,18,80.0,,0.8,14.4
2012-12-07,17,80.0,,0.8,13.600000000000001
2012-12-08,14,80.0,,0.8,11.200000000000001
2012-12-09,14,80.0,,0.8,11.200000000000001
2012-12-10,13,80.0,,0.8,10.4
2012-12-11,13,80.0,,0.8,10.4
2012-12-12,26,80.0,,0.8,20.8
2012-12-13,20,80.0,,0.8,16.0
2012-12-14,11,80.0,,0.8,8.8
2012-12-15,13,80.0,,0.8,10.4
2012-12-16,11,80.0,,0.8,8.8
2012-12-17,12,80.0,,0.8,9.600000000000001
2012-12-18,11,80.0,,0.8,8.8
2012-12-19,20,80.0,,0.8,16.0
2012-12-20,14,80.0,,0.8,11.200000000000001
2012-12-21,12,80.0,,0.8,9.600000000000001
2012-12-22,23,80.0,,0.8,18.400000000000002
2012-12-23,16,80.0,,0.8,12.8
2012-12-24,27,80.0,,0.8,21.6
2012-12-25,27,80.0,,0.8,21.6
2012-12-26,100,80.0,,0.8,80.0
2012-12-27,58,80.0,,0.8,46.400000000000006
2012-12-28,38,80.0,,0.8,30.400000000000002
2012-12-29,43,80.0,,0.8,34.4
2012-12-30,27,80.0,,0.8,21.6
2012-12-31,23,80.0,,0.8,18.400000000000002
2013-01-01,92,45.0,False,0.45,41.4
2013-01-02,95,45.0,,0.45,42.75
2013-01-03,100,45.0,,0.45,45.0
2013-01-04,78,45.0,,0.45,35.1
2013-01-05,60,45.0,,0.45,27.0
2013-01-06,52,45.0,,0.45,23.400000000000002
2013-01-07,44,45.0,,0.45,19.8
2013-01-08,77,45.0,,0.45,34.65
2013-01-09,39,45.0,,0.45,17.55
2013-01-10,61,45.0,,0.45,27.45
2013-01-11,47,45.0,,0.45,21.150000000000002
2013-01-12,44,45.0,,0.45,19.8
2013-01-13,66,45.0,,0.45,29.7
2013-01-14,48,45.0,,0.45,21.6
2013-01-15,26,45.0,,0.45,11.700000000000001
2013-01-16,52,45.0,,0.45,23.400000000000002
2013-01-17,55,45.0,,0.45,24.75
2013-01-18,42,45.0,,0.45,18.900000000000002
2013-01-19,64,45.0,,0.45,28.8
2013-01-20,47,45.0,,0.45,21.150000000000002
2013-01-21,54,45.0,,0.45,24.3
2013-01-22,40,45.0,,0.45,18.0
2013-01-23,52,45.0,,0.45,23.400000000000002
2013-01-24,40,45.0,,0.45,18.0
2013-01-25,49,45.0,,0.45,22.05
2013-01-26,39,45.0,,0.45,17.55
2013-01-27,46,45.0,,0.45,20.7
2013-01-28,47,45.0,,0.45,21.150000000000002
2013-01-29,47,45.0,,0.45,21.150000000000002
2013-01-30,30,45.0,,0.45,13.5
2013-01-31,38,45.0,,0.45,17.1
2013-02-01,44,35.0,False,0.35,15.399999999999999
2013-02-02,52,35.0,,0.35,18.2
2013-02-03,78,35.0,,0.35,27.299999999999997
2013-02-04,39,35.0,,0.35,13.649999999999999
2013-02-05,65,35.0,,0.35,22.75
2013-02-06,39,35.0,,0.35,13.649999999999999
2013-02-07,65,35.0,,0.35,22.75
2013-02-08,64,35.0,,0.35,22.4
2013-02-09,32,35.0,,0.35,11.2
2013-02-10,68,35.0,,0.35,23.799999999999997
2013-02-11,100,35.0,,0.35,35.0
2013-02-12,65,35.0,,0.35,22.75
2013-02-13,36,35.0,,0.35,12.6
2013-02-14,71,35.0,,0.35,24.849999999999998
2013-02-15,61,35.0,,0.35,21.349999999999998
2013-02-16,20,35.0,,0.35,7.0
2013-02-17,69,35.0,,0.35,24.15
2013-02-18,47,35.0,,0.35,16.45
2013-02-19,70,35.0,,0.35,24.5
2013-02-20,58,35.0,,0.35,20.299999999999997
2013-02-21,62,35.0,,0.35,21.7
2013-02-22,60,35.0,,0.35,21.0
2013-02-23,67,35.0,,0.35,23.45
2013-02-24,43,35.0,,0.35,15.049999999999999
2013-02-25,54,35.0,,0.35,18.9
2013-02-26,63,35.0,,0.35,22.049999999999997
2013-02-27,42,35.0,,0.35,14.7
2013-02-28,62,35.0,,0.35,21.7
2013-03-01,43,33.0,False,0.33,14.190000000000001
2013-03-02,53,33.0,,0.33,17.490000000000002
2013-03-03,93,33.0,,0.33,30.69
2013-03-04,71,33.0,,0.33,23.43
2013-03-05,83,33.0,,0.33,27.39
2013-03-06,81,33.0,,0.33,26.73
2013-03-07,99,33.0,,0.33,32.67
2013-03-08,75,33.0,,0.33,24.75
2013-03-09,59,33.0,,0.33,19.470000000000002
2013-03-10,66,33.0,,0.33,21.78
2013-03-11,60,33.0,,0.33,19.8
2013-03-12,97,33.0,,0.33,32.01
2013-03-13,86,33.0,,0.33,28.380000000000003
2013-03-14,62,33.0,,0.33,20.46
2013-03-15,60,33.0,,0.33,19.8
2013-03-16,52,33.0,,0.33,17.16
2013-03-17,67,33.0,,0.33,22.11
2013-03-18,77,33.0,,0.33,25.41
2013-03-19,83,33.0,,0.33,27.39
2013-03-20,80,33.0,,0.33,26.400000000000002
2013-03-21,79,33.0,,0.33,26.07
2013-03-22,59,33.0,,0.33,19.470000000000002
2013-03-23,49,33.0,,0.33,16.17
2013-03-24,77,33.0,,0.33,25.41
2013-03-25,100,33.0,,0.33,33.0
2013-03-26,70,33.0,,0.33,23.1
2013-03-27,89,33.0,,0.33,29.37
2013-03-28,79,33.0,,0.33,26.07
2013-03-29,68,33.0,,0.33,22.44
2013-03-30,68,33.0,,0.33,22.44
2013-03-31,53,33.0,,0.33,17.490000000000002
2013-04-01,63,33.0,False,0.33,20.790000000000003
2013-04-02,65,33.0,,0.33,21.45
2013-04-03,76,33.0,,0.33,25.080000000000002
2013-04-04,81,33.0,,0.33,26.73
2013-04-05,63,33.0,,0.33,20.790000000000003
2013-04-06,75,33.0,,0.33,24.75
2013-04-07,47,33.0,,0.33,15.510000000000002
2013-04-08,85,33.0,,0.33,28.05
2013-04-09,100,33.0,,0.33,33.0
2013-04-10,82,33.0,,0.33,27.060000000000002
2013-04-11,67,33.0,,0.33,22.11
2013-04-12,67,33.0,,0.33,22.11
2013-04-13,55,33.0,,0.33,18.150000000000002
2013-04-14,55,33.0,,0.33,18.150000000000002
2013-04-15,83,33.0,,0.33,27.39
2013-04-16,56,33.0,,0.33,18.48
2013-04-17,73,33.0,,0.33,24.09
2013-04-18,70,33.0,,0.33,23.1
2013-04-19,65,33.0,,0.33,21.45
2013-04-20,50,33.0,,0.33,16.5
2013-04-21,64,33.0,,0.33,21.12
2013-04-22,90,33.0,,0.33,29.700000000000003
2013-04-23,75,33.0,,0.33,24.75
2013-04-24,83,33.0,,0.33,27.39
2013-04-25,54,33.0,,0.33,17.82
2013-04-26,69,33.0,,0.33,22.77
2013-04-27,51,33.0,,0.33,16.830000000000002
