date,energy_unscaled,energy_monthly,isPartial,scale,energy
2014-02-22,59,94.0,,0.94,55.459999999999994
2014-02-23,58,94.0,,0.94,54.519999999999996
2014-02-24,97,94.0,,0.94,91.17999999999999
2014-02-25,94,94.0,,0.94,88.36
2014-02-26,91,94.0,,0.94,85.53999999999999
2014-02-27,98,94.0,,0.94,92.11999999999999
2014-02-28,100,94.0,,0.94,94.0
2014-03-01,61,92.0,False,0.92,56.120000000000005
2014-03-02,59,92.0,,0.92,54.28
2014-03-03,100,92.0,,0.92,92.0
2014-03-04,100,92.0,,0.92,92.0
2014-03-05,98,92.0,,0.92,90.16000000000001
2014-03-06,92,92.0,,0.92,84.64
2014-03-07,98,92.0,,0.92,90.16000000000001
2014-03-08,63,92.0,,0.92,57.96
2014-03-09,57,92.0,,0.92,52.440000000000005
2014-03-10,96,92.0,,0.92,88.32000000000001
2014-03-11,93,92.0,,0.92,85.56
2014-03-12,93,92.0,,0.92,85.56
2014-03-13,91,92.0,,0.92,83.72
2014-03-14,93,92.0,,0.92,85.56
2014-03-15,59,92.0,,0.92,54.28
2014-03-16,57,92.0,,0.92,52.440000000000005
2014-03-17,98,92.0,,0.92,90.16000000000001
2014-03-18,93,92.0,,0.92,85.56
2014-03-19,94,92.0,,0.92,86.48
2014-03-20,97,92.0,,0.92,89.24000000000001
2014-03-21,86,92.0,,0.92,79.12
2014-03-22,53,92.0,,0.92,48.760000000000005
2014-03-23,58,92.0,,0.92,53.36
2014-03-24,90,92.0,,0.92,82.8
2014-03-25,92,92.0,,0.92,84.64
2014-03-26,93,92.0,,0.92,85.56
2014-03-27,88,92.0,,0.92,80.96000000000001
2014-03-28,85,92.0,,0.92,78.2
2014-03-29,54,92.0,,0.92,49.68
2014-03-30,55,92.0,,0.92,50.6
2014-03-31,97,92.0,,0.92,89.24000000000001
2014-04-01,99,91.0,False,0.91,90.09
2014-04-02,91,91.0,,0.91,82.81
2014-04-03,95,91.0,,0.91,86.45
2014-04-04,91,91.0,,0.91,82.81
2014-04-05,55,91.0,,0.91,50.050000000000004
2014-04-06,58,91.0,,0.91,52.78
2014-04-07,94,91.0,,0.91,85.54
2014-04-08,96,91.0,,0.91,87.36
2014-04-09,96,91.0,,0.91,87.36
2014-04-10,93,91.0,,0.91,84.63000000000001
2014-04-11,89,91.0,,0.91,80.99000000000001
2014-04-12,56,91.0,,0.91,50.96
2014-04-13,62,91.0,,0.91,56.42
2014-04-14,97,91.0,,0.91,88.27
2014-04-15,94,91.0,,0.91,85.54
2014-04-16,95,91.0,,0.91,86.45
2014-04-17,89,91.0,,0.91,80.99000000000001
2014-04-18,71,91.0,,0.91,64.61
2014-04-19,52,91.0,,0.91,47.32
2014-04-20,47,91.0,,0.91,42.77
2014-04-21,94,91.0,,0.91,85.54
2014-04-22,99,91.0,,0.91,90.09
2014-04-23,92,91.0,,0.91,83.72
2014-04-24,90,91.0,,0.91,81.9
2014-04-25,91,91.0,,0.91,82.81
2014-04-26,55,91.0,,0.91,50.050000000000004
2014-04-27,59,91.0,,0.91,53.690000000000005
2014-04-28,100,91.0,,0.91,91.0
2014-04-29,97,91.0,,0.91,88.27
2014-04-30,100,91.0,,0.91,91.0
2014-05-01,100,84.0,False,0.84,84.0
2014-05-02,94,84.0,,0.84,78.96
2014-05-03,50,84.0,,0.84,42.0
2014-05-04,55,84.0,,0.84,46.199999999999996
2014-05-05,94,84.0,,0.84,78.96
2014-05-06,91,84.0,,0.84,76.44
2014-05-07,91,84.0,,0.84,76.44
2014-05-08,91,84.0,,0.84,76.44
2014-05-09,84,84.0,,0.84,70.56
2014-05-10,50,84.0,,0.84,42.0
2014-05-11,50,84.0,,0.84,42.0
2014-05-12,93,84.0,,0.84,78.11999999999999
2014-05-13,92,84.0,,0.84,77.28
2014-05-14,89,84.0,,0.84,74.75999999999999
2014-05-15,87,84.0,,0.84,73.08
2014-05-16,80,84.0,,0.84,67.2
2014-05-17,48,84.0,,0.84,40.32
2014-05-18,49,84.0,,0.84,41.16
2014-05-19,92,84.0,,0.84,77.28
2014-05-20,90,84.0,,0.84,75.6
2014-05-21,83,84.0,,0.84,69.72
2014-05-22,81,84.0,,0.84,68.03999999999999
2014-05-23,81,84.0,,0.84,68.03999999999999
2014-05-24,45,84.0,,0.84,37.8
2014-05-25,40,84.0,,0.84,33.6
2014-05-26,53,84.0,,0.84,44.519999999999996
2014-05-27,89,84.0,,0.84,74.75999999999999
2014-05-28,89,84.0,,0.84,74.75999999999999
2014-05-29,84,84.0,,0.84,70.56
2014-05-30,87,84.0,,0.84,73.08
2014-05-31,53,84.0,,0.84,44.519999999999996
2014-06-01,60,78.0,False,0.78,46.800000000000004
2014-06-02,98,78.0,,0.78,76.44
2014-06-03,100,78.0,,0.78,78.0
2014-06-04,92,78.0,,0.78,71.76
2014-06-05,85,78.0,,0.78,66.3
2014-06-06,83,78.0,,0.78,64.74000000000001
2014-06-07,53,78.0,,0.78,41.34
2014-06-08,54,78.0,,0.78,42.120000000000005
2014-06-09,87,78.0,,0.78,67.86
2014-06-10,91,78.0,,0.78,70.98
2014-06-11,89,78.0,,0.78,69.42
2014-06-12,87,78.0,,0.78,67.86
2014-06-13,82,78.0,,0.78,63.96
2014-06-14,59,78.0,,0.78,46.02
2014-06-15,50,78.0,,0.78,39.0
2014-06-16,89,78.0,,0.78,69.42
2014-06-17,88,78.0,,0.78,68.64
2014-06-18,90,78.0,,0.78,70.2
2014-06-19,89,78.0,,0.78,69.42
2014-06-20,80,78.0,,0.78,62.400000000000006
2014-06-21,57,78.0,,0.78,44.46
2014-06-22,52,78.0,,0.78,40.56
2014-06-23,86,78.0,,0.78,67.08
2014-06-24,85,78.0,,0.78,66.3
2014-06-25,83,78.0,,0.78,64.74000000000001
2014-06-26,81,78.0,,0.78,63.18
2014-06-27,80,78.0,,0.78,62.400000000000006
2014-06-28,54,78.0,,0.78,42.120000000000005
2014-06-29,53,78.0,,0.78,41.34
2014-06-30,88,78.0,,0.78,68.64
2014-07-01,95,74.0,False,0.74,70.3
2014-07-02,90,74.0,,0.74,66.6
2014-07-03,80,74.0,,0.74,59.2
2014-07-04,50,74.0,,0.74,37.0
2014-07-05,52,74.0,,0.74,38.48
2014-07-06,54,74.0,,0.74,39.96
2014-07-07,100,74.0,,0.74,74.0
2014-07-08,85,74.0,,0.74,62.9
2014-07-09,85,74.0,,0.74,62.9
2014-07-10,82,74.0,,0.74,60.68
2014-07-11,78,74.0,,0.74,57.72
2014-07-12,58,74.0,,0.74,42.92
2014-07-13,47,74.0,,0.74,34.78
2014-07-14,92,74.0,,0.74,68.08
2014-07-15,94,74.0,,0.74,69.56
2014-07-16,87,74.0,,0.74,64.38
2014-07-17,82,74.0,,0.74,60.68
2014-07-18,85,74.0,,0.74,62.9
2014-07-19,54,74.0,,0.74,39.96
2014-07-20,53,74.0,,0.74,39.22
2014-07-21,84,74.0,,0.74,62.16
2014-07-22,88,74.0,,0.74,65.12
2014-07-23,83,74.0,,0.74,61.42
2014-07-24,89,74.0,,0.74,65.86
2014-07-25,77,74.0,,0.74,56.98
2014-07-26,58,74.0,,0.74,42.92
2014-07-27,58,74.0,,0.74,42.92
2014-07-28,86,74.0,,0.74,63.64
2014-07-29,88,74.0,,0.74,65.12
2014-07-30,85,74.0,,0.74,62.9
2014-07-31,86,74.0,,0.74,63.64
2014-08-01,95,72.0,False,0.72,68.39999999999999
2014-08-02,63,72.0,,0.72,45.36
2014-08-03,58,72.0,,0.72,41.76
2014-08-04,93,72.0,,0.72,66.96
2014-08-05,93,72.0,,0.72,66.96
2014-08-06,90,72.0,,0.72,64.8
2014-08-07,97,72.0,,0.72,69.84
2014-08-08,87,72.0,,0.72,62.64
2014-08-09,62,72.0,,0.72,44.64
2014-08-10,58,72.0,,0.72,41.76
2014-08-11,92,72.0,,0.72,66.24
2014-08-12,88,72.0,,0.72,63.36
2014-08-13,90,72.0,,0.72,64.8
2014-08-14,86,72.0,,0.72,61.919999999999995
2014-08-15,92,72.0,,0.72,66.24
2014-08-16,61,72.0,,0.72,43.92
2014-08-17,57,72.0,,0.72,41.04
2014-08-18,86,72.0,,0.72,61.919999999999995
2014-08-19,93,72.0,,0.72,66.96
2014-08-20,92,72.0,,0.72,66.24
2014-08-21,88,72.0,,0.72,63.36
2014-08-22,86,72.0,,0.72,61.919999999999995
2014-08-23,61,72.0,,0.72,43.92
2014-08-24,57,72.0,,0.72,41.04
2014-08-25,90,72.0,,0.72,64.8
2014-08-26,97,72.0,,0.72,69.84
2014-08-27,100,72.0,,0.72,72.0
2014-08-28,93,72.0,,0.72,66.96
2014-08-29,93,72.0,,0.72,66.96
2014-08-30,60,72.0,,0.72,43.199999999999996
2014-08-31,54,72.0,,0.72,38.879999999999995
2014-09-01,55,89.0,False,0.89,48.95
2014-09-02,84,89.0,,0.89,74.76
2014-09-03,83,89.0,,0.89,73.87
2014-09-04,87,89.0,,0.89,77.43
2014-09-05,83,89.0,,0.89,73.87
2014-09-06,69,89.0,,0.89,61.410000000000004
2014-09-07,56,89.0,,0.89,49.84
2014-09-08,89,89.0,,0.89,79.21000000000001
2014-09-09,86,89.0,,0.89,76.54
2014-09-10,88,89.0,,0.89,78.32000000000001
2014-09-11,85,89.0,,0.89,75.65
2014-09-12,87,89.0,,0.89,77.43
2014-09-13,53,89.0,,0.89,47.17
2014-09-14,53,89.0,,0.89,47.17
2014-09-15,94,89.0,,0.89,83.66
2014-09-16,92,89.0,,0.89,81.88
2014-09-17,92,89.0,,0.89,81.88
2014-09-18,93,89.0,,0.89,82.77
2014-09-19,88,89.0,,0.89,78.32000000000001
2014-09-20,53,89.0,,0.89,47.17
2014-09-21,57,89.0,,0.89,50.730000000000004
2014-09-22,98,89.0,,0.89,87.22
2014-09-23,99,89.0,,0.89,88.11
2014-09-24,93,89.0,,0.89,82.77
2014-09-25,90,89.0,,0.89,80.1
2014-09-26,86,89.0,,0.89,76.54
2014-09-27,53,89.0,,0.89,47.17
2014-09-28,57,89.0,,0.89,50.730000000000004
2014-09-29,96,89.0,,0.89,85.44
2014-09-30,100,89.0,,0.89,89.0
2014-10-01,100,95.0,False,0.95,95.0
2014-10-02,92,95.0,,0.95,87.39999999999999
2014-10-03,90,95.0,,0.95,85.5
2014-10-04,52,95.0,,0.95,49.4
2014-10-05,57,95.0,,0.95,54.15
2014-10-06,95,95.0,,0.95,90.25
2014-10-07,97,95.0,,0.95,92.14999999999999
2014-10-08,92,95.0,,0.95,87.39999999999999
2014-10-09,97,95.0,,0.95,92.14999999999999
2014-10-10,85,95.0,,0.95,80.75
2014-10-11,54,95.0,,0.95,51.3
2014-10-12,53,95.0,,0.95,50.349999999999994
2014-10-13,87,95.0,,0.95,82.64999999999999
2014-10-14,97,95.0,,0.95,92.14999999999999
2014-10-15,100,95.0,,0.95,95.0
2014-10-16,93,95.0,,0.95,88.35
2014-10-17,87,95.0,,0.95,82.64999999999999
2014-10-18,56,95.0,,0.95,53.199999999999996
2014-10-19,66,95.0,,0.95,62.699999999999996
2014-10-20,99,95.0,,0.95,94.05
2014-10-21,98,95.0,,0.95,93.1
2014-10-22,95,95.0,,0.95,90.25
2014-10-23,95,95.0,,0.95,90.25
2014-10-24,86,95.0,,0.95,81.7
2014-10-25,50,95.0,,0.95,47.5
2014-10-26,60,95.0,,0.95,57.0
2014-10-27,96,95.0,,0.95,91.19999999999999
2014-10-28,99,95.0,,0.95,94.05
2014-10-29,94,95.0,,0.95,89.3
2014-10-30,94,95.0,,0.95,89.3
2014-10-31,87,95.0,,0.95,82.64999999999999
2014-11-01,53,91.0,False,0.91,48.230000000000004
2014-11-02,54,91.0,,0.91,49.14
2014-11-03,97,91.0,,0.91,88.27
2014-11-04,92,91.0,,0.91,83.72
2014-11-05,88,91.0,,0.91,80.08
2014-11-06,88,91.0,,0.91,80.08
2014-11-07,88,91.0,,0.91,80.08
2014-11-08,50,91.0,,0.91,45.5
2014-11-09,53,91.0,,0.91,48.230000000000004
2014-11-10,100,91.0,,0.91,91.0
2014-11-11,84,91.0,,0.91,76.44
2014-11-12,98,91.0,,0.91,89.18
2014-11-13,95,91.0,,0.91,86.45
2014-11-14,93,91.0,,0.91,84.63000000000001
2014-11-15,52,91.0,,0.91,47.32
2014-11-16,55,91.0,,0.91,50.050000000000004
2014-11-17,93,91.0,,0.91,84.63000000000001
2014-11-18,98,91.0,,0.91,89.18
2014-11-19,91,91.0,,0.91,82.81
2014-11-20,90,91.0,,0.91,81.9
2014-11-21,83,91.0,,0.91,75.53
2014-11-22,45,91.0,,0.91,40.95
2014-11-23,48,91.0,,0.91,43.68
2014-11-24,83,91.0,,0.91,75.53
2014-11-25,74,91.0,,0.91,67.34
2014-11-26,57,91.0,,0.91,51.870000000000005
2014-11-27,33,91.0,,0.91,30.03
2014-11-28,44,91.0,,0.91,40.04
2014-11-29,47,91.0,,0.91,42.77
2014-11-30,49,91.0,,0.91,44.59
2014-12-01,95,82.0,False,0.82,77.89999999999999
2014-12-02,97,82.0,,0.82,79.53999999999999
2014-12-03,100,82.0,,0.82,82.0
2014-12-04,99,82.0,,0.82,81.17999999999999
2014-12-05,93,82.0,,0.82,76.25999999999999
2014-12-06,51,82.0,,0.82,41.82
2014-12-07,55,82.0,,0.82,45.099999999999994
2014-12-08,99,82.0,,0.82,81.17999999999999
2014-12-09,97,82.0,,0.82,79.53999999999999
2014-12-10,96,82.0,,0.82,78.72
2014-12-11,96,82.0,,0.82,78.72
2014-12-12,95,82.0,,0.82,77.89999999999999
2014-12-13,56,82.0,,0.82,45.919999999999995
2014-12-14,56,82.0,,0.82,45.919999999999995
2014-12-15,95,82.0,,0.82,77.89999999999999
2014-12-16,92,82.0,,0.82,75.44
2014-12-17,84,82.0,,0.82,68.88
2014-12-18,86,82.0,,0.82,70.52
2014-12-19,78,82.0,,0.82,63.959999999999994
2014-12-20,43,82.0,,0.82,35.26
2014-12-21,40,82.0,,0.82,32.8
2014-12-22,60,82.0,,0.82,49.199999999999996
2014-12-23,54,82.0,,0.82,44.279999999999994
2014-12-24,41,82.0,,0.82,33.62
2014-12-25,31,82.0,,0.82,25.419999999999998
2014-12-26,53,82.0,,0.82,43.46
2014-12-27,41,82.0,,0.82,33.62
2014-12-28,39,82.0,,0.82,31.979999999999997
2014-12-29,61,82.0,,0.82,50.019999999999996
2014-12-30,63,82.0,,0.82,51.66
2014-12-31,57,82.0,,0.82,46.739999999999995
2015-01-01,48,87.0,False,0.87,41.76
2015-01-02,69,87.0,,0.87,60.03
2015-01-03,59,87.0,,0.87,51.33
2015-01-04,52,87.0,,0.87,45.24
2015-01-05,90,87.0,,0.87,78.3
2015-01-06,88,87.0,,0.87,76.56
2015-01-07,90,87.0,,0.87,78.3
2015-01-08,93,87.0,,0.87,80.91
2015-01-09,91,87.0,,0.87,79.17
2015-01-10,52,87.0,,0.87,45.24
2015-01-11,55,87.0,,0.87,47.85
2015-01-12,91,87.0,,0.87,79.17
2015-01-13,95,87.0,,0.87,82.65
2015-01-14,94,87.0,,0.87,81.78
2015-01-15,94,87.0,,0.87,81.78
2015-01-16,90,87.0,,0.87,78.3
2015-01-17,58,87.0,,0.87,50.46
2015-01-18,52,87.0,,0.87,45.24
2015-01-19,71,87.0,,0.87,61.77
2015-01-20,90,87.0,,0.87,78.3
2015-01-21,98,87.0,,0.87,85.26
2015-01-22,100,87.0,,0.87,87.0
2015-01-23,90,87.0,,0.87,78.3
2015-01-24,55,87.0,,0.87,47.85
2015-01-25,56,87.0,,0.87,48.72
2015-01-26,89,87.0,,0.87,77.42999999999999
2015-01-27,88,87.0,,0.87,76.56
2015-01-28,94,87.0,,0.87,81.78
2015-01-29,93,87.0,,0.87,80.91
2015-01-30,92,87.0,,0.87,80.04
2015-01-31,57,87.0,,0.87,49.589999999999996
2015-02-01,56,95.0,False,0.95,53.199999999999996
2015-02-02,89,95.0,,0.95,84.55
2015-02-03,96,95.0,,0.95,91.19999999999999
2015-02-04,94,95.0,,0.95,89.3
2015-02-05,98,95.0,,0.95,93.1
2015-02-06,94,95.0,,0.95,89.3
2015-02-07,55,95.0,,0.95,52.25
2015-02-08,57,95.0,,0.95,54.15
2015-02-09,90,95.0,,0.95,85.5
2015-02-10,100,95.0,,0.95,95.0
2015-02-11,96,95.0,,0.95,91.19999999999999
2015-02-12,92,95.0,,0.95,87.39999999999999
2015-02-13,91,95.0,,0.95,86.45
2015-02-14,59,95.0,,0.95,56.05
2015-02-15,56,95.0,,0.95,53.199999999999996
2015-02-16,80,95.0,,0.95,76.0
2015-02-17,94,95.0,,0.95,89.3
2015-02-18,91,95.0,,0.95,86.45
2015-02-19,94,95.0,,0.95,89.3
2015-02-20,92,95.0,,0.95,87.39999999999999
2015-02-21,56,95.0,,0.95,53.199999999999996
2015-02-22,55,95.0,,0.95,52.25
2015-02-23,90,95.0,,0.95,85.5
2015-02-24,93,95.0,,0.95,88.35
2015-02-25,92,95.0,,0.95,87.39999999999999
2015-02-26,100,95.0,,0.95,95.0
2015-02-27,91,95.0,,0.95,86.45
2015-02-28,61,95.0,,0.95,57.949999999999996
2015-03-01,59,89.0,False,0.89,52.51
2015-03-02,100,89.0,,0.89,89.0
2015-03-03,100,89.0,,0.89,89.0
2015-03-04,95,89.0,,0.89,84.55
2015-03-05,90,89.0,,0.89,80.1
2015-03-06,89,89.0,,0.89,79.21000000000001
2015-03-07,55,89.0,,0.89,48.95
2015-03-08,54,89.0,,0.89,48.06
2015-03-09,91,89.0,,0.89,80.99
2015-03-10,93,89.0,,0.89,82.77
2015-03-11,92,89.0,,0.89,81.88
2015-03-12,94,89.0,,0.89,83.66
2015-03-13,90,89.0,,0.89,80.1
2015-03-14,56,89.0,,0.89,49.84
2015-03-15,55,89.0,,0.89,48.95
2015-03-16,91,89.0,,0.89,80.99
2015-03-17,88,89.0,,0.89,78.32000000000001
2015-03-18,88,89.0,,0.89,78.32000000000001
2015-03-19,85,89.0,,0.89,75.65
2015-03-20,82,89.0,,0.89,72.98
2015-03-21,50,89.0,,0.89,44.5
2015-03-22,54,89.0,,0.89,48.06
2015-03-23,91,89.0,,0.89,80.99
2015-03-24,93,89.0,,0.89,82.77
2015-03-25,89,89.0,,0.89,79.21000000000001
2015-03-26,94,89.0,,0.89,83.66
2015-03-27,84,89.0,,0.89,74.76
2015-03-28,52,89.0,,0.89,46.28
2015-03-29,52,89.0,,0.89,46.28
2015-03-30,93,89.0,,0.89,82.77
2015-03-31,91,89.0,,0.89,80.99
2015-04-01,92,90.0,False,0.9,82.8
2015-04-02,84,90.0,,0.9,75.60000000000001
2015-04-03,71,90.0,,0.9,63.9
2015-04-04,53,90.0,,0.9,47.7
2015-04-05,43,90.0,,0.9,38.7
2015-04-06,92,90.0,,0.9,82.8
2015-04-07,88,90.0,,0.9,79.2
2015-04-08,88,90.0,,0.9,79.2
2015-04-09,87,90.0,,0.9,78.3
2015-04-10,83,90.0,,0.9,74.7
2015-04-11,53,90.0,,0.9,47.7
2015-04-12,49,90.0,,0.9,44.1
2015-04-13,100,90.0,,0.9,90.0
2015-04-14,92,90.0,,0.9,82.8
2015-04-15,92,90.0,,0.9,82.8
2015-04-16,92,90.0,,0.9,82.8
2015-04-17,88,90.0,,0.9,79.2
2015-04-18,50,90.0,,0.9,45.0
2015-04-19,53,90.0,,0.9,47.7
2015-04-20,96,90.0,,0.9,86.4
2015-04-21,97,90.0,,0.9,87.3
2015-04-22,96,90.0,,0.9,86.4
2015-04-23,95,90.0,,0.9,85.5
2015-04-24,83,90.0,,0.9,74.7
2015-04-25,54,90.0,,0.9,48.6
2015-04-26,53,90.0,,0.9,47.7
2015-04-27,93,90.0,,0.9,83.7
2015-04-28,92,90.0,,0.9,82.8
2015-04-29,95,90.0,,0.9,85.5
2015-04-30,93,90.0,,0.9,83.7
2015-05-01,99,84.0,False,0.84,83.16
2015-05-02,54,84.0,,0.84,45.36
2015-05-03,53,84.0,,0.84,44.519999999999996
2015-05-04,99,84.0,,0.84,83.16
2015-05-05,94,84.0,,0.84,78.96
2015-05-06,93,84.0,,0.84,78.11999999999999
2015-05-07,95,84.0,,0.84,79.8
2015-05-08,93,84.0,,0.84,78.11999999999999
2015-05-09,54,84.0,,0.84,45.36
2015-05-10,49,84.0,,0.84,41.16
2015-05-11,100,84.0,,0.84,84.0
2015-05-12,94,84.0,,0.84,78.96
2015-05-13,92,84.0,,0.84,77.28
2015-05-14,93,84.0,,0.84,78.11999999999999
2015-05-15,91,84.0,,0.84,76.44
2015-05-16,50,84.0,,0.84,42.0
2015-05-17,53,84.0,,0.84,44.519999999999996
2015-05-18,92,84.0,,0.84,77.28
2015-05-19,92,84.0,,0.84,77.28
2015-05-20,93,84.0,,0.84,78.11999999999999
2015-05-21,85,84.0,,0.84,71.39999999999999
2015-05-22,84,84.0,,0.84,70.56
2015-05-23,44,84.0,,0.84,36.96
2015-05-24,46,84.0,,0.84,38.64
2015-05-25,51,84.0,,0.84,42.839999999999996
2015-05-26,89,84.0,,0.84,74.75999999999999
2015-05-27,90,84.0,,0.84,75.6
2015-05-28,86,84.0,,0.84,72.24
2015-05-29,85,84.0,,0.84,71.39999999999999
2015-05-30,51,84.0,,0.84,42.839999999999996
2015-05-31,49,84.0,,0.84,41.16
2015-06-01,94,76.0,False,0.76,71.44
2015-06-02,97,76.0,,0.76,73.72
2015-06-03,100,76.0,,0.76,76.0
2015-06-04,91,76.0,,0.76,69.16
2015-06-05,95,76.0,,0.76,72.2
2015-06-06,53,76.0,,0.76,40.28
2015-06-07,58,76.0,,0.76,44.08
2015-06-08,94,76.0,,0.76,71.44
2015-06-09,94,76.0,,0.76,71.44
2015-06-10,90,76.0,,0.76,68.4
2015-06-11,83,76.0,,0.76,63.08
2015-06-12,89,76.0,,0.76,67.64
2015-06-13,58,76.0,,0.76,44.08
2015-06-14,59,76.0,,0.76,44.84
2015-06-15,89,76.0,,0.76,67.64
2015-06-16,90,76.0,,0.76,68.4
2015-06-17,90,76.0,,0.76,68.4
2015-06-18,78,76.0,,0.76,59.28
2015-06-19,88,76.0,,0.76,66.88
2015-06-20,56,76.0,,0.76,42.56
2015-06-21,51,76.0,,0.76,38.76
2015-06-22,92,76.0,,0.76,69.92
2015-06-23,92,76.0,,0.76,69.92
2015-06-24,89,76.0,,0.76,67.64
2015-06-25,90,76.0,,0.76,68.4
2015-06-26,83,76.0,,0.76,63.08
2015-06-27,53,76.0,,0.76,40.28
2015-06-28,53,76.0,,0.76,40.28
2015-06-29,82,76.0,,0.76,62.32
2015-06-30,92,76.0,,0.76,69.92
2015-07-01,90,75.0,False,0.75,67.5
2015-07-02,79,75.0,,0.75,59.25
2015-07-03,60,75.0,,0.75,45.0
2015-07-04,48,75.0,,0.75,36.0
2015-07-05,49,75.0,,0.75,36.75
2015-07-06,93,75.0,,0.75,69.75
2015-07-07,86,75.0,,0.75,64.5
2015-07-08,80,75.0,,0.75,60.0
2015-07-09,90,75.0,,0.75,67.5
2015-07-10,91,75.0,,0.75,68.25
2015-07-11,75,75.0,,0.75,56.25
2015-07-12,62,75.0,,0.75,46.5
2015-07-13,100,75.0,,0.75,75.0
2015-07-14,94,75.0,,0.75,70.5
2015-07-15,91,75.0,,0.75,68.25
2015-07-16,88,75.0,,0.75,66.0
2015-07-17,84,75.0,,0.75,63.0
2015-07-18,70,75.0,,0.75,52.5
2015-07-19,56,75.0,,0.75,42.0
2015-07-20,92,75.0,,0.75,69.0
2015-07-21,90,75.0,,0.75,67.5
2015-07-22,84,75.0,,0.75,63.0
2015-07-23,87,75.0,,0.75,65.25
2015-07-24,85,75.0,,0.75,63.75
2015-07-25,58,75.0,,0.75,43.5
2015-07-26,53,75.0,,0.75,39.75
2015-07-27,89,75.0,,0.75,66.75
2015-07-28,88,75.0,,0.75,66.0
2015-07-29,89,75.0,,0.75,66.75
2015-07-30,84,75.0,,0.75,63.0
2015-07-31,88,75.0,,0.75,66.0
2015-08-01,63,76.0,False,0.76,47.88
2015-08-02,58,76.0,,0.76,44.08
2015-08-03,100,76.0,,0.76,76.0
2015-08-04,88,76.0,,0.76,66.88
2015-08-05,82,76.0,,0.76,62.32
2015-08-06,79,76.0,,0.76,60.04
2015-08-07,78,76.0,,0.76,59.28
2015-08-08,60,76.0,,0.76,45.6
2015-08-09,51,76.0,,0.76,38.76
2015-08-10,80,76.0,,0.76,60.8
2015-08-11,84,76.0,,0.76,63.84
2015-08-12,91,76.0,,0.76,69.16
2015-08-13,81,76.0,,0.76,61.56
2015-08-14,84,76.0,,0.76,63.84
2015-08-15,59,76.0,,0.76,44.84
2015-08-16,53,76.0,,0.76,40.28
2015-08-17,85,76.0,,0.76,64.6
2015-08-18,84,76.0,,0.76,63.84
2015-08-19,84,76.0,,0.76,63.84
2015-08-20,84,76.0,,0.76,63.84
2015-08-21,82,76.0,,0.76,62.32
2015-08-22,59,76.0,,0.76,44.84
2015-08-23,55,76.0,,0.76,41.8
2015-08-24,92,76.0,,0.76,69.92
2015-08-25,94,76.0,,0.76,71.44
2015-08-26,85,76.0,,0.76,64.6
2015-08-27,94,76.0,,0.76,71.44
2015-08-28,89,76.0,,0.76,67.64
2015-08-29,66,76.0,,0.76,50.160000000000004
2015-08-30,61,76.0,,0.76,46.36
2015-08-31,92,76.0,,0.76,69.92
2015-09-01,86,86.0,False,0.86,73.96
2015-09-02,83,86.0,,0.86,71.38
2015-09-03,84,86.0,,0.86,72.24
2015-09-04,78,86.0,,0.86,67.08
2015-09-05,51,86.0,,0.86,43.86
2015-09-06,47,86.0,,0.86,40.42
2015-09-07,52,86.0,,0.86,44.72
2015-09-08,88,86.0,,0.86,75.67999999999999
2015-09-09,91,86.0,,0.86,78.26
2015-09-10,87,86.0,,0.86,74.82
2015-09-11,82,86.0,,0.86,70.52
2015-09-12,50,86.0,,0.86,43.0
2015-09-13,50,86.0,,0.86,43.0
2015-09-14,89,86.0,,0.86,76.53999999999999
2015-09-15,92,86.0,,0.86,79.12
2015-09-16,89,86.0,,0.86,76.53999999999999
2015-09-17,92,86.0,,0.86,79.12
2015-09-18,88,86.0,,0.86,75.67999999999999
2015-09-19,56,86.0,,0.86,48.16
2015-09-20,50,86.0,,0.86,43.0
2015-09-21,92,86.0,,0.86,79.12
2015-09-22,93,86.0,,0.86,79.98
2015-09-23,92,86.0,,0.86,79.12
2015-09-24,96,86.0,,0.86,82.56
2015-09-25,88,86.0,,0.86,75.67999999999999
2015-09-26,53,86.0,,0.86,45.58
2015-09-27,53,86.0,,0.86,45.58
2015-09-28,98,86.0,,0.86,84.28
2015-09-29,100,86.0,,0.86,86.0
2015-09-30,100,86.0,,0.86,86.0
2015-10-01,94,96.0,False,0.96,90.24
2015-10-02,89,96.0,,0.96,85.44
2015-10-03,48,96.0,,0.96,46.08
2015-10-04,53,96.0,,0.96,50.879999999999995
2015-10-05,95,96.0,,0.96,91.2
2015-10-06,93,96.0,,0.96,89.28
2015-10-07,95,96.0,,0.96,91.2
2015-10-08,96,96.0,,0.96,92.16
2015-10-09,86,96.0,,0.96,82.56
2015-10-10,48,96.0,,0.96,46.08
2015-10-11,55,96.0,,0.96,52.8
2015-10-12,85,96.0,,0.96,81.6
2015-10-13,92,96.0,,0.96,88.32
2015-10-14,88,96.0,,0.96,84.47999999999999
2015-10-15,91,96.0,,0.96,87.36
2015-10-16,89,96.0,,0.96,85.44
2015-10-17,59,96.0,,0.96,56.64
2015-10-18,63,96.0,,0.96,60.48
2015-10-19,98,96.0,,0.96,94.08
2015-10-20,97,96.0,,0.96,93.11999999999999
2015-10-21,93,96.0,,0.96,89.28
2015-10-22,97,96.0,,0.96,93.11999999999999
2015-10-23,85,96.0,,0.96,81.6
2015-10-24,50,96.0,,0.96,48.0
2015-10-25,54,96.0,,0.96,51.839999999999996
