date,energy_unscaled,energy_monthly,isPartial,scale,energy
2012-06-20,90,78.0,,0.78,70.2
2012-06-21,92,78.0,,0.78,71.76
2012-06-22,86,78.0,,0.78,67.08
2012-06-23,62,78.0,,0.78,48.36
2012-06-24,57,78.0,,0.78,44.46
2012-06-25,92,78.0,,0.78,71.76
2012-06-26,87,78.0,,0.78,67.86
2012-06-27,85,78.0,,0.78,66.3
2012-06-28,82,78.0,,0.78,63.96
2012-06-29,86,78.0,,0.78,67.08
2012-06-30,81,78.0,,0.78,63.18
2012-07-01,67,76.0,False,0.76,50.92
2012-07-02,90,76.0,,0.76,68.4
2012-07-03,95,76.0,,0.76,72.2
2012-07-04,59,76.0,,0.76,44.84
2012-07-05,100,76.0,,0.76,76.0
2012-07-06,97,76.0,,0.76,73.72
2012-07-07,68,76.0,,0.76,51.68
2012-07-08,65,76.0,,0.76,49.4
2012-07-09,94,76.0,,0.76,71.44
2012-07-10,93,76.0,,0.76,70.68
2012-07-11,94,76.0,,0.76,71.44
2012-07-12,96,76.0,,0.76,72.96000000000001
2012-07-13,91,76.0,,0.76,69.16
2012-07-14,62,76.0,,0.76,47.12
2012-07-15,64,76.0,,0.76,48.64
2012-07-16,100,76.0,,0.76,76.0
2012-07-17,98,76.0,,0.76,74.48
2012-07-18,96,76.0,,0.76,72.96000000000001
2012-07-19,96,76.0,,0.76,72.96000000000001
2012-07-20,86,76.0,,0.76,65.36
2012-07-21,61,76.0,,0.76,46.36
2012-07-22,59,76.0,,0.76,44.84
2012-07-23,99,76.0,,0.76,75.24
2012-07-24,97,76.0,,0.76,73.72
2012-07-25,94,76.0,,0.76,71.44
2012-07-26,91,76.0,,0.76,69.16
2012-07-27,84,76.0,,0.76,63.84
2012-07-28,66,76.0,,0.76,50.160000000000004
2012-07-29,57,76.0,,0.76,43.32
2012-07-30,88,76.0,,0.76,66.88
2012-07-31,95,76.0,,0.76,72.2
2012-08-01,92,74.0,False,0.74,68.08
2012-08-02,94,74.0,,0.74,69.56
2012-08-03,91,74.0,,0.74,67.34
2012-08-04,65,74.0,,0.74,48.1
2012-08-05,57,74.0,,0.74,42.18
2012-08-06,87,74.0,,0.74,64.38
2012-08-07,89,74.0,,0.74,65.86
2012-08-08,93,74.0,,0.74,68.82
2012-08-09,83,74.0,,0.74,61.42
2012-08-10,95,74.0,,0.74,70.3
2012-08-11,59,74.0,,0.74,43.66
2012-08-12,55,74.0,,0.74,40.7
2012-08-13,85,74.0,,0.74,62.9
2012-08-14,95,74.0,,0.74,70.3
2012-08-15,92,74.0,,0.74,68.08
2012-08-16,92,74.0,,0.74,68.08
2012-08-17,86,74.0,,0.74,63.64
2012-08-18,62,74.0,,0.74,45.88
2012-08-19,59,74.0,,0.74,43.66
2012-08-20,89,74.0,,0.74,65.86
2012-08-21,92,74.0,,0.74,68.08
2012-08-22,91,74.0,,0.74,67.34
2012-08-23,92,74.0,,0.74,68.08
2012-08-24,86,74.0,,0.74,63.64
2012-08-25,58,74.0,,0.74,42.92
2012-08-26,60,74.0,,0.74,44.4
2012-08-27,90,74.0,,0.74,66.6
2012-08-28,97,74.0,,0.74,71.78
2012-08-29,100,74.0,,0.74,74.0
2012-08-30,90,74.0,,0.74,66.6
2012-08-31,92,74.0,,0.74,68.08
2012-09-01,54,82.0,False,0.82,44.279999999999994
2012-09-02,49,82.0,,0.82,40.18
2012-09-03,58,82.0,,0.82,47.559999999999995
2012-09-04,92,82.0,,0.82,75.44
2012-09-05,90,82.0,,0.82,73.8
2012-09-06,92,82.0,,0.82,75.44
2012-09-07,86,82.0,,0.82,70.52
2012-09-08,54,82.0,,0.82,44.279999999999994
2012-09-09,56,82.0,,0.82,45.919999999999995
2012-09-10,90,82.0,,0.82,73.8
2012-09-11,86,82.0,,0.82,70.52
2012-09-12,92,82.0,,0.82,75.44
2012-09-13,91,82.0,,0.82,74.61999999999999
2012-09-14,89,82.0,,0.82,72.97999999999999
2012-09-15,57,82.0,,0.82,46.739999999999995
2012-09-16,63,82.0,,0.82,51.66
2012-09-17,97,82.0,,0.82,79.53999999999999
2012-09-18,100,82.0,,0.82,82.0
2012-09-19,97,82.0,,0.82,79.53999999999999
2012-09-20,93,82.0,,0.82,76.25999999999999
2012-09-21,90,82.0,,0.82,73.8
2012-09-22,56,82.0,,0.82,45.919999999999995
2012-09-23,56,82.0,,0.82,45.919999999999995
2012-09-24,99,82.0,,0.82,81.17999999999999
2012-09-25,93,82.0,,0.82,76.25999999999999
2012-09-26,95,82.0,,0.82,77.89999999999999
2012-09-27,98,82.0,,0.82,80.36
2012-09-28,89,82.0,,0.82,72.97999999999999
2012-09-29,62,82.0,,0.82,50.839999999999996
2012-09-30,64,82.0,,0.82,52.48
2012-10-01,89,95.0,False,0.95,84.55
2012-10-02,87,95.0,,0.95,82.64999999999999
2012-10-03,82,95.0,,0.95,77.89999999999999
2012-10-04,87,95.0,,0.95,82.64999999999999
2012-10-05,80,95.0,,0.95,76.0
2012-10-06,48,95.0,,0.95,45.599999999999994
2012-10-07,49,95.0,,0.95,46.55
2012-10-08,81,95.0,,0.95,76.95
2012-10-09,85,95.0,,0.95,80.75
2012-10-10,82,95.0,,0.95,77.89999999999999
2012-10-11,84,95.0,,0.95,79.8
2012-10-12,80,95.0,,0.95,76.0
2012-10-13,51,95.0,,0.95,48.449999999999996
2012-10-14,51,95.0,,0.95,48.449999999999996
2012-10-15,87,95.0,,0.95,82.64999999999999
2012-10-16,87,95.0,,0.95,82.64999999999999
2012-10-17,91,95.0,,0.95,86.45
2012-10-18,88,95.0,,0.95,83.6
2012-10-19,80,95.0,,0.95,76.0
2012-10-20,54,95.0,,0.95,51.3
2012-10-21,63,95.0,,0.95,59.849999999999994
2012-10-22,91,95.0,,0.95,86.45
2012-10-23,100,95.0,,0.95,95.0
2012-10-24,97,95.0,,0.95,92.14999999999999
2012-10-25,90,95.0,,0.95,85.5
2012-10-26,75,95.0,,0.95,71.25
2012-10-27,52,95.0,,0.95,49.4
2012-10-28,48,95.0,,0.95,45.599999999999994
2012-10-29,80,95.0,,0.95,76.0
2012-10-30,91,95.0,,0.95,86.45
2012-10-31,87,95.0,,0.95,82.64999999999999
2012-11-01,91,87.0,False,0.87,79.17
2012-11-02,85,87.0,,0.87,73.95
2012-11-03,55,87.0,,0.87,47.85
2012-11-04,53,87.0,,0.87,46.11
2012-11-05,84,87.0,,0.87,73.08
2012-11-06,81,87.0,,0.87,70.47
2012-11-07,77,87.0,,0.87,66.99
2012-11-08,86,87.0,,0.87,74.82
2012-11-09,86,87.0,,0.87,74.82
2012-11-10,47,87.0,,0.87,40.89
2012-11-11,47,87.0,,0.87,40.89
2012-11-12,86,87.0,,0.87,74.82
2012-11-13,91,87.0,,0.87,79.17
2012-11-14,91,87.0,,0.87,79.17
2012-11-15,100,87.0,,0.87,87.0
2012-11-16,100,87.0,,0.87,87.0
2012-11-17,56,87.0,,0.87,48.72
2012-11-18,52,87.0,,0.87,45.24
2012-11-19,81,87.0,,0.87,70.47
2012-11-20,73,87.0,,0.87,63.51
2012-11-21,57,87.0,,0.87,49.589999999999996
2012-11-22,36,87.0,,0.87,31.32
2012-11-23,42,87.0,,0.87,36.54
2012-11-24,44,87.0,,0.87,38.28
2012-11-25,48,87.0,,0.87,41.76
2012-11-26,83,87.0,,0.87,72.21
2012-11-27,85,87.0,,0.87,73.95
2012-11-28,89,87.0,,0.87,77.42999999999999
2012-11-29,84,87.0,,0.87,73.08
2012-11-30,85,87.0,,0.87,73.95
2012-12-01,60,76.0,False,0.76,45.6
2012-12-02,62,76.0,,0.76,47.12
2012-12-03,100,76.0,,0.76,76.0
2012-12-04,96,76.0,,0.76,72.96000000000001
2012-12-05,95,76.0,,0.76,72.2
2012-12-06,96,76.0,,0.76,72.96000000000001
2012-12-07,89,76.0,,0.76,67.64
2012-12-08,57,76.0,,0.76,43.32
2012-12-09,56,76.0,,0.76,42.56
2012-12-10,91,76.0,,0.76,69.16
2012-12-11,98,76.0,,0.76,74.48
2012-12-12,89,76.0,,0.76,67.64
2012-12-13,93,76.0,,0.76,70.68
2012-12-14,86,76.0,,0.76,65.36
2012-12-15,51,76.0,,0.76,38.76
2012-12-16,51,76.0,,0.76,38.76
2012-12-17,86,76.0,,0.76,65.36
2012-12-18,82,76.0,,0.76,62.32
2012-12-19,82,76.0,,0.76,62.32
2012-12-20,74,76.0,,0.76,56.24
2012-12-21,72,76.0,,0.76,54.72
2012-12-22,46,76.0,,0.76,34.96
2012-12-23,38,76.0,,0.76,28.88
2012-12-24,40,76.0,,0.76,30.4
2012-12-25,34,76.0,,0.76,25.84
2012-12-26,61,76.0,,0.76,46.36
2012-12-27,63,76.0,,0.76,47.88
2012-12-28,65,76.0,,0.76,49.4
2012-12-29,49,76.0,,0.76,37.24
2012-12-30,46,76.0,,0.76,34.96
2012-12-31,57,76.0,,0.76,43.32
2013-01-01,50,85.0,False,0.85,42.5
2013-01-02,83,85.0,,0.85,70.55
2013-01-03,84,85.0,,0.85,71.39999999999999
2013-01-04,84,85.0,,0.85,71.39999999999999
2013-01-05,58,85.0,,0.85,49.3
2013-01-06,56,85.0,,0.85,47.6
2013-01-07,88,85.0,,0.85,74.8
2013-01-08,86,85.0,,0.85,73.1
2013-01-09,90,85.0,,0.85,76.5
2013-01-10,89,85.0,,0.85,75.64999999999999
2013-01-11,88,85.0,,0.85,74.8
2013-01-12,53,85.0,,0.85,45.05
2013-01-13,55,85.0,,0.85,46.75
2013-01-14,92,85.0,,0.85,78.2
2013-01-15,97,85.0,,0.85,82.45
2013-01-16,97,85.0,,0.85,82.45
2013-01-17,93,85.0,,0.85,79.05
2013-01-18,89,85.0,,0.85,75.64999999999999
2013-01-19,57,85.0,,0.85,48.449999999999996
2013-01-20,60,85.0,,0.85,51.0
2013-01-21,76,85.0,,0.85,64.6
2013-01-22,91,85.0,,0.85,77.35
2013-01-23,96,85.0,,0.85,81.6
2013-01-24,92,85.0,,0.85,78.2
2013-01-25,90,85.0,,0.85,76.5
2013-01-26,58,85.0,,0.85,49.3
2013-01-27,58,85.0,,0.85,49.3
2013-01-28,95,85.0,,0.85,80.75
2013-01-29,95,85.0,,0.85,80.75
2013-01-30,95,85.0,,0.85,80.75
2013-01-31,100,85.0,,0.85,85.0
2013-02-01,91,89.0,False,0.89,80.99
2013-02-02,60,89.0,,0.89,53.4
2013-02-03,57,89.0,,0.89,50.730000000000004
2013-02-04,91,89.0,,0.89,80.99
2013-02-05,90,89.0,,0.89,80.1
2013-02-06,91,89.0,,0.89,80.99
2013-02-07,90,89.0,,0.89,80.1
2013-02-08,82,89.0,,0.89,72.98
2013-02-09,55,89.0,,0.89,48.95
2013-02-10,54,89.0,,0.89,48.06
2013-02-11,92,89.0,,0.89,81.88
2013-02-12,94,89.0,,0.89,83.66
2013-02-13,92,89.0,,0.89,81.88
2013-02-14,85,89.0,,0.89,75.65
2013-02-15,86,89.0,,0.89,76.54
2013-02-16,58,89.0,,0.89,51.62
2013-02-17,55,89.0,,0.89,48.95
2013-02-18,79,89.0,,0.89,70.31
2013-02-19,92,89.0,,0.89,81.88
2013-02-20,93,89.0,,0.89,82.77
2013-02-21,98,89.0,,0.89,87.22
2013-02-22,85,89.0,,0.89,75.65
2013-02-23,55,89.0,,0.89,48.95
2013-02-24,56,89.0,,0.89,49.84
2013-02-25,93,89.0,,0.89,82.77
2013-02-26,93,89.0,,0.89,82.77
2013-02-27,96,89.0,,0.89,85.44
2013-02-28,100,89.0,,0.89,89.0
2013-03-01,100,86.0,False,0.86,86.0
2013-03-02,60,86.0,,0.86,51.6
2013-03-03,58,86.0,,0.86,49.88
2013-03-04,99,86.0,,0.86,85.14
2013-03-05,92,86.0,,0.86,79.12
2013-03-06,89,86.0,,0.86,76.53999999999999
2013-03-07,92,86.0,,0.86,79.12
2013-03-08,87,86.0,,0.86,74.82
2013-03-09,52,86.0,,0.86,44.72
2013-03-10,54,86.0,,0.86,46.44
2013-03-11,88,86.0,,0.86,75.67999999999999
2013-03-12,89,86.0,,0.86,76.53999999999999
2013-03-13,86,86.0,,0.86,73.96
2013-03-14,90,86.0,,0.86,77.4
2013-03-15,86,86.0,,0.86,73.96
2013-03-16,54,86.0,,0.86,46.44
2013-03-17,56,86.0,,0.86,48.16
2013-03-18,87,86.0,,0.86,74.82
2013-03-19,89,86.0,,0.86,76.53999999999999
2013-03-20,88,86.0,,0.86,75.67999999999999
2013-03-21,87,86.0,,0.86,74.82
2013-03-22,87,86.0,,0.86,74.82
2013-03-23,54,86.0,,0.86,46.44
2013-03-24,59,86.0,,0.86,50.74
2013-03-25,90,86.0,,0.86,77.4
2013-03-26,89,86.0,,0.86,76.53999999999999
2013-03-27,88,86.0,,0.86,75.67999999999999
2013-03-28,83,86.0,,0.86,71.38
2013-03-29,69,86.0,,0.86,59.339999999999996
2013-03-30,54,86.0,,0.86,46.44
2013-03-31,50,86.0,,0.86,43.0
2013-04-01,89,91.0,False,0.91,80.99000000000001
2013-04-02,90,91.0,,0.91,81.9
2013-04-03,88,91.0,,0.91,80.08
2013-04-04,94,91.0,,0.91,85.54
2013-04-05,86,91.0,,0.91,78.26
2013-04-06,55,91.0,,0.91,50.050000000000004
2013-04-07,60,91.0,,0.91,54.6
2013-04-08,97,91.0,,0.91,88.27
2013-04-09,97,91.0,,0.91,88.27
2013-04-10,93,91.0,,0.91,84.63000000000001
2013-04-11,100,91.0,,0.91,91.0
2013-04-12,90,91.0,,0.91,81.9
2013-04-13,55,91.0,,0.91,50.050000000000004
2013-04-14,56,91.0,,0.91,50.96
2013-04-15,91,91.0,,0.91,82.81
2013-04-16,94,91.0,,0.91,85.54
2013-04-17,93,91.0,,0.91,84.63000000000001
2013-04-18,92,91.0,,0.91,83.72
2013-04-19,82,91.0,,0.91,74.62
2013-04-20,49,91.0,,0.91,44.59
2013-04-21,55,91.0,,0.91,50.050000000000004
2013-04-22,93,91.0,,0.91,84.63000000000001
2013-04-23,98,91.0,,0.91,89.18
2013-04-24,89,91.0,,0.91,80.99000000000001
2013-04-25,90,91.0,,0.91,81.9
2013-04-26,84,91.0,,0.91,76.44
2013-04-27,53,91.0,,0.91,48.230000000000004
2013-04-28,59,91.0,,0.91,53.690000000000005
2013-04-29,90,91.0,,0.91,81.9
2013-04-30,98,91.0,,0.91,89.18
2013-05-01,100,84.0,False,0.84,84.0
2013-05-02,97,84.0,,0.84,81.48
2013-05-03,92,84.0,,0.84,77.28
2013-05-04,56,84.0,,0.84,47.04
2013-05-05,56,84.0,,0.84,47.04
2013-05-06,96,84.0,,0.84,80.64
2013-05-07,91,84.0,,0.84,76.44
2013-05-08,88,84.0,,0.84,73.92
2013-05-09,90,84.0,,0.84,75.6
2013-05-10,82,84.0,,0.84,68.88
2013-05-11,54,84.0,,0.84,45.36
2013-05-12,51,84.0,,0.84,42.839999999999996
2013-05-13,90,84.0,,0.84,75.6
2013-05-14,92,84.0,,0.84,77.28
2013-05-15,94,84.0,,0.84,78.96
2013-05-16,93,84.0,,0.84,78.11999999999999
2013-05-17,86,84.0,,0.84,72.24
2013-05-18,51,84.0,,0.84,42.839999999999996
2013-05-19,55,84.0,,0.84,46.199999999999996
2013-05-20,90,84.0,,0.84,75.6
2013-05-21,88,84.0,,0.84,73.92
2013-05-22,92,84.0,,0.84,77.28
2013-05-23,82,84.0,,0.84,68.88
2013-05-24,75,84.0,,0.84,63.0
2013-05-25,50,84.0,,0.84,42.0
2013-05-26,43,84.0,,0.84,36.12
2013-05-27,50,84.0,,0.84,42.0
2013-05-28,86,84.0,,0.84,72.24
2013-05-29,89,84.0,,0.84,74.75999999999999
2013-05-30,90,84.0,,0.84,75.6
2013-05-31,80,84.0,,0.84,67.2
2013-06-01,62,76.0,False,0.76,47.12
2013-06-02,59,76.0,,0.76,44.84
2013-06-03,100,76.0,,0.76,76.0
2013-06-04,92,76.0,,0.76,69.92
2013-06-05,91,76.0,,0.76,69.16
2013-06-06,85,76.0,,0.76,64.6
2013-06-07,81,76.0,,0.76,61.56
2013-06-08,56,76.0,,0.76,42.56
2013-06-09,54,76.0,,0.76,41.04
2013-06-10,89,76.0,,0.76,67.64
2013-06-11,85,76.0,,0.76,64.6
2013-06-12,82,76.0,,0.76,62.32
2013-06-13,95,76.0,,0.76,72.2
2013-06-14,91,76.0,,0.76,69.16
2013-06-15,57,76.0,,0.76,43.32
2013-06-16,49,76.0,,0.76,37.24
2013-06-17,89,76.0,,0.76,67.64
2013-06-18,84,76.0,,0.76,63.84
2013-06-19,83,76.0,,0.76,63.08
2013-06-20,83,76.0,,0.76,63.08
2013-06-21,83,76.0,,0.76,63.08
2013-06-22,72,76.0,,0.76,54.72
2013-06-23,58,76.0,,0.76,44.08
2013-06-24,91,76.0,,0.76,69.16
2013-06-25,85,76.0,,0.76,64.6
2013-06-26,87,76.0,,0.76,66.12
2013-06-27,84,76.0,,0.76,63.84
2013-06-28,87,76.0,,0.76,66.12
2013-06-29,59,76.0,,0.76,44.84
2013-06-30,53,76.0,,0.76,40.28
2013-07-01,94,75.0,False,0.75,70.5
2013-07-02,94,75.0,,0.75,70.5
2013-07-03,81,75.0,,0.75,60.75
2013-07-04,54,75.0,,0.75,40.5
2013-07-05,75,75.0,,0.75,56.25
2013-07-06,57,75.0,,0.75,42.75
2013-07-07,56,75.0,,0.75,42.0
2013-07-08,100,75.0,,0.75,75.0
2013-07-09,92,75.0,,0.75,69.0
2013-07-10,90,75.0,,0.75,67.5
2013-07-11,89,75.0,,0.75,66.75
2013-07-12,85,75.0,,0.75,63.75
2013-07-13,62,75.0,,0.75,46.5
2013-07-14,56,75.0,,0.75,42.0
2013-07-15,92,75.0,,0.75,69.0
2013-07-16,88,75.0,,0.75,66.0
2013-07-17,92,75.0,,0.75,69.0
2013-07-18,94,75.0,,0.75,70.5
2013-07-19,90,75.0,,0.75,67.5
2013-07-20,71,75.0,,0.75,53.25
2013-07-21,57,75.0,,0.75,42.75
2013-07-22,91,75.0,,0.75,68.25
2013-07-23,91,75.0,,0.75,68.25
2013-07-24,86,75.0,,0.75,64.5
2013-07-25,83,75.0,,0.75,62.25
2013-07-26,83,75.0,,0.75,62.25
2013-07-27,60,75.0,,0.75,45.0
2013-07-28,59,75.0,,0.75,44.25
2013-07-29,89,75.0,,0.75,66.75
2013-07-30,90,75.0,,0.75,67.5
2013-07-31,91,75.0,,0.75,68.25
2013-08-01,96,72.0,False,0.72,69.12
2013-08-02,96,72.0,,0.72,69.12
2013-08-03,65,72.0,,0.72,46.8
2013-08-04,63,72.0,,0.72,45.36
2013-08-05,95,72.0,,0.72,68.39999999999999
2013-08-06,94,72.0,,0.72,67.67999999999999
2013-08-07,93,72.0,,0.72,66.96
2013-08-08,93,72.0,,0.72,66.96
2013-08-09,89,72.0,,0.72,64.08
2013-08-10,65,72.0,,0.72,46.8
2013-08-11,61,72.0,,0.72,43.92
2013-08-12,91,72.0,,0.72,65.52
2013-08-13,91,72.0,,0.72,65.52
2013-08-14,90,72.0,,0.72,64.8
2013-08-15,94,72.0,,0.72,67.67999999999999
2013-08-16,96,72.0,,0.72,69.12
2013-08-17,65,72.0,,0.72,46.8
2013-08-18,58,72.0,,0.72,41.76
2013-08-19,93,72.0,,0.72,66.96
2013-08-20,96,72.0,,0.72,69.12
2013-08-21,98,72.0,,0.72,70.56
2013-08-22,92,72.0,,0.72,66.24
2013-08-23,87,72.0,,0.72,62.64
2013-08-24,60,72.0,,0.72,43.199999999999996
2013-08-25,60,72.0,,0.72,43.199999999999996
2013-08-26,89,72.0,,0.72,64.08
2013-08-27,98,72.0,,0.72,70.56
2013-08-28,100,72.0,,0.72,72.0
2013-08-29,94,72.0,,0.72,67.67999999999999
2013-08-30,99,72.0,,0.72,71.28
2013-08-31,62,72.0,,0.72,44.64
2013-09-01,45,83.0,False,0.83,37.35
2013-09-02,57,83.0,,0.83,47.309999999999995
2013-09-03,89,83.0,,0.83,73.86999999999999
2013-09-04,87,83.0,,0.83,72.21
2013-09-05,83,83.0,,0.83,68.89
2013-09-06,81,83.0,,0.83,67.22999999999999
2013-09-07,55,83.0,,0.83,45.65
2013-09-08,57,83.0,,0.83,47.309999999999995
2013-09-09,80,83.0,,0.83,66.39999999999999
2013-09-10,86,83.0,,0.83,71.38
2013-09-11,83,83.0,,0.83,68.89
2013-09-12,91,83.0,,0.83,75.53
2013-09-13,80,83.0,,0.83,66.39999999999999
2013-09-14,54,83.0,,0.83,44.82
2013-09-15,58,83.0,,0.83,48.14
2013-09-16,89,83.0,,0.83,73.86999999999999
2013-09-17,93,83.0,,0.83,77.19
2013-09-18,89,83.0,,0.83,73.86999999999999
2013-09-19,88,83.0,,0.83,73.03999999999999
2013-09-20,84,83.0,,0.83,69.72
2013-09-21,52,83.0,,0.83,43.16
2013-09-22,58,83.0,,0.83,48.14
2013-09-23,96,83.0,,0.83,79.67999999999999
2013-09-24,93,83.0,,0.83,77.19
2013-09-25,92,83.0,,0.83,76.36
2013-09-26,96,83.0,,0.83,79.67999999999999
2013-09-27,87,83.0,,0.83,72.21
2013-09-28,58,83.0,,0.83,48.14
2013-09-29,58,83.0,,0.83,48.14
2013-09-30,100,83.0,,0.83,83.0
2013-10-01,92,96.0,False,0.96,88.32
2013-10-02,91,96.0,,0.96,87.36
2013-10-03,89,96.0,,0.96,85.44
2013-10-04,81,96.0,,0.96,77.75999999999999
2013-10-05,51,96.0,,0.96,48.96
2013-10-06,55,96.0,,0.96,52.8
2013-10-07,88,96.0,,0.96,84.47999999999999
2013-10-08,95,96.0,,0.96,91.2
2013-10-09,95,96.0,,0.96,91.2
2013-10-10,91,96.0,,0.96,87.36
2013-10-11,88,96.0,,0.96,84.47999999999999
2013-10-12,52,96.0,,0.96,49.92
2013-10-13,55,96.0,,0.96,52.8
2013-10-14,85,96.0,,0.96,81.6
2013-10-15,93,96.0,,0.96,89.28
2013-10-16,93,96.0,,0.96,89.28
2013-10-17,92,96.0,,0.96,88.32
2013-10-18,83,96.0,,0.96,79.67999999999999
2013-10-19,55,96.0,,0.96,52.8
2013-10-20,65,96.0,,0.96,62.4
2013-10-21,98,96.0,,0.96,94.08
2013-10-22,99,96.0,,0.96,95.03999999999999
2013-10-23,100,96.0,,0.96,96.0
2013-10-24,95,96.0,,0.96,91.2
2013-10-25,83,96.0,,0.96,79.67999999999999
2013-10-26,56,96.0,,0.96,53.76
2013-10-27,60,96.0,,0.96,57.599999999999994
2013-10-28,97,96.0,,0.96,93.11999999999999
2013-10-29,94,96.0,,0.96,90.24
2013-10-30,97,96.0,,0.96,93.11999999999999
2013-10-31,95,96.0,,0.96,91.2
2013-11-01,77,87.0,False,0.87,66.99
2013-11-02,46,87.0,,0.87,40.02
2013-11-03,51,87.0,,0.87,44.37
2013-11-04,77,87.0,,0.87,66.99
2013-11-05,79,87.0,,0.87,68.73
2013-11-06,81,87.0,,0.87,70.47
2013-11-07,77,87.0,,0.87,66.99
2013-11-08,73,87.0,,0.87,63.51
2013-11-09,45,87.0,,0.87,39.15
2013-11-10,43,87.0,,0.87,37.41
2013-11-11,70,87.0,,0.87,60.9
2013-11-12,78,87.0,,0.87,67.86
2013-11-13,82,87.0,,0.87,71.34
2013-11-14,76,87.0,,0.87,66.12
2013-11-15,76,87.0,,0.87,66.12
2013-11-16,48,87.0,,0.87,41.76
2013-11-17,49,87.0,,0.87,42.63
2013-11-18,100,87.0,,0.87,87.0
2013-11-19,87,87.0,,0.87,75.69
2013-11-20,81,87.0,,0.87,70.47
2013-11-21,77,87.0,,0.87,66.99
2013-11-22,73,87.0,,0.87,63.51
2013-11-23,40,87.0,,0.87,34.8
2013-11-24,41,87.0,,0.87,35.67
2013-11-25,67,87.0,,0.87,58.29
2013-11-26,64,87.0,,0.87,55.68
2013-11-27,51,87.0,,0.87,44.37
2013-11-28,29,87.0,,0.87,25.23
2013-11-29,41,87.0,,0.87,35.67
2013-11-30,38,87.0,,0.87,33.06
2013-12-01,49,79.0,False,0.79,38.71
2013-12-02,95,79.0,,0.79,75.05
2013-12-03,99,79.0,,0.79,78.21000000000001
2013-12-04,99,79.0,,0.79,78.21000000000001
2013-12-05,93,79.0,,0.79,73.47
2013-12-06,90,79.0,,0.79,71.10000000000001
2013-12-07,57,79.0,,0.79,45.03
2013-12-08,58,79.0,,0.79,45.82
2013-12-09,90,79.0,,0.79,71.10000000000001
2013-12-10,94,79.0,,0.79,74.26
2013-12-11,97,79.0,,0.79,76.63000000000001
2013-12-12,100,79.0,,0.79,79.0
2013-12-13,92,79.0,,0.79,72.68
2013-12-14,56,79.0,,0.79,44.24
2013-12-15,55,79.0,,0.79,43.45
2013-12-16,93,79.0,,0.79,73.47
2013-12-17,90,79.0,,0.79,71.10000000000001
2013-12-18,86,79.0,,0.79,67.94
2013-12-19,81,79.0,,0.79,63.99
2013-12-20,72,79.0,,0.79,56.88
2013-12-21,44,79.0,,0.79,34.760000000000005
2013-12-22,63,79.0,,0.79,49.77
2013-12-23,70,79.0,,0.79,55.300000000000004
2013-12-24,48,79.0,,0.79,37.92
2013-12-25,38,79.0,,0.79,30.020000000000003
2013-12-26,63,79.0,,0.79,49.77
2013-12-27,70,79.0,,0.79,55.300000000000004
2013-12-28,53,79.0,,0.79,41.870000000000005
2013-12-29,46,79.0,,0.79,36.34
2013-12-30,69,79.0,,0.79,54.510000000000005
2013-12-31,61,79.0,,0.79,48.190000000000005
2014-01-01,51,88.0,False,0.88,44.88
2014-01-02,76,88.0,,0.88,66.88
2014-01-03,82,88.0,,0.88,72.16
2014-01-04,60,88.0,,0.88,52.8
2014-01-05,53,88.0,,0.88,46.64
2014-01-06,85,88.0,,0.88,74.8
2014-01-07,89,88.0,,0.88,78.32000000000001
2014-01-08,91,88.0,,0.88,80.08
2014-01-09,95,88.0,,0.88,83.6
2014-01-10,95,88.0,,0.88,83.6
2014-01-11,58,88.0,,0.88,51.04
2014-01-12,59,88.0,,0.88,51.92
2014-01-13,95,88.0,,0.88,83.6
2014-01-14,95,88.0,,0.88,83.6
2014-01-15,98,88.0,,0.88,86.24
2014-01-16,100,88.0,,0.88,88.0
2014-01-17,96,88.0,,0.88,84.48
2014-01-18,60,88.0,,0.88,52.8
2014-01-19,54,88.0,,0.88,47.52
2014-01-20,76,88.0,,0.88,66.88
2014-01-21,90,88.0,,0.88,79.2
2014-01-22,96,88.0,,0.88,84.48
2014-01-23,95,88.0,,0.88,83.6
2014-01-24,96,88.0,,0.88,84.48
2014-01-25,61,88.0,,0.88,53.68
2014-01-26,67,88.0,,0.88,58.96
2014-01-27,95,88.0,,0.88,83.6
2014-01-28,94,88.0,,0.88,82.72
2014-01-29,93,88.0,,0.88,81.84
2014-01-30,95,88.0,,0.88,83.6
2014-01-31,95,88.0,,0.88,83.6
2014-02-01,60,94.0,False,0.94,56.4
2014-02-02,58,94.0,,0.94,54.519999999999996
2014-02-03,85,94.0,,0.94,79.89999999999999
2014-02-04,94,94.0,,0.94,88.36
2014-02-05,92,94.0,,0.94,86.47999999999999
2014-02-06,97,94.0,,0.94,91.17999999999999
2014-02-07,94,94.0,,0.94,88.36
2014-02-08,62,94.0,,0.94,58.279999999999994
2014-02-09,59,94.0,,0.94,55.459999999999994
2014-02-10,90,94.0,,0.94,84.6
2014-02-11,91,94.0,,0.94,85.53999999999999
2014-02-12,97,94.0,,0.94,91.17999999999999
2014-02-13,91,94.0,,0.94,85.53999999999999
2014-02-14,82,94.0,,0.94,77.08
2014-02-15,58,94.0,,0.94,54.519999999999996
2014-02-16,56,94.0,,0.94,52.64
2014-02-17,82,94.0,,0.94,77.08
2014-02-18,93,94.0,,0.94,87.42
2014-02-19,95,94.0,,0.94,89.3
2014-02-20,92,94.0,,0.94,86.47999999999999
2014-02-21,89,94.0,,0.94,83.66
