date,train_unscaled,train_monthly,isPartial,scale,train
2010-01-01,96,66.0,False,0.66,63.36
2010-01-02,86,66.0,,0.66,56.760000000000005
2010-01-03,89,66.0,,0.66,58.74
2010-01-04,80,66.0,,0.66,52.800000000000004
2010-01-05,72,66.0,,0.66,47.52
2010-01-06,69,66.0,,0.66,45.54
2010-01-07,78,66.0,,0.66,51.480000000000004
2010-01-08,81,66.0,,0.66,53.46
2010-01-09,78,66.0,,0.66,51.480000000000004
2010-01-10,84,66.0,,0.66,55.440000000000005
2010-01-11,84,66.0,,0.66,55.440000000000005
2010-01-12,67,66.0,,0.66,44.22
2010-01-13,78,66.0,,0.66,51.480000000000004
2010-01-14,71,66.0,,0.66,46.86
2010-01-15,76,66.0,,0.66,50.160000000000004
2010-01-16,99,66.0,,0.66,65.34
2010-01-17,81,66.0,,0.66,53.46
2010-01-18,82,66.0,,0.66,54.120000000000005
2010-01-19,77,66.0,,0.66,50.82
2010-01-20,66,66.0,,0.66,43.56
2010-01-21,67,66.0,,0.66,44.22
2010-01-22,65,66.0,,0.66,42.9
2010-01-23,91,66.0,,0.66,60.06
2010-01-24,100,66.0,,0.66,66.0
2010-01-25,68,66.0,,0.66,44.88
2010-01-26,69,66.0,,0.66,45.54
2010-01-27,64,66.0,,0.66,42.24
2010-01-28,73,66.0,,0.66,48.18
2010-01-29,74,66.0,,0.66,48.84
2010-01-30,79,66.0,,0.66,52.14
2010-01-31,82,66.0,,0.66,54.120000000000005
2010-02-01,71,68.0,False,0.68,48.28
2010-02-02,65,68.0,,0.68,44.2
2010-02-03,71,68.0,,0.68,48.28
2010-02-04,68,68.0,,0.68,46.24
2010-02-05,78,68.0,,0.68,53.040000000000006
2010-02-06,74,68.0,,0.68,50.32
2010-02-07,83,68.0,,0.68,56.440000000000005
2010-02-08,70,68.0,,0.68,47.6
2010-02-09,70,68.0,,0.68,47.6
2010-02-10,82,68.0,,0.68,55.760000000000005
2010-02-11,77,68.0,,0.68,52.36000000000001
2010-02-12,88,68.0,,0.68,59.84
2010-02-13,90,68.0,,0.68,61.2
2010-02-14,91,68.0,,0.68,61.88
2010-02-15,83,68.0,,0.68,56.440000000000005
2010-02-16,78,68.0,,0.68,53.040000000000006
2010-02-17,77,68.0,,0.68,52.36000000000001
2010-02-18,76,68.0,,0.68,51.68000000000001
2010-02-19,76,68.0,,0.68,51.68000000000001
2010-02-20,89,68.0,,0.68,60.52
2010-02-21,96,68.0,,0.68,65.28
2010-02-22,76,68.0,,0.68,51.68000000000001
2010-02-23,77,68.0,,0.68,52.36000000000001
2010-02-24,74,68.0,,0.68,50.32
2010-02-25,78,68.0,,0.68,53.040000000000006
2010-02-26,95,68.0,,0.68,64.60000000000001
2010-02-27,85,68.0,,0.68,57.800000000000004
2010-02-28,100,68.0,,0.68,68.0
2010-03-01,49,77.0,False,0.77,37.730000000000004
2010-03-02,57,77.0,,0.77,43.89
2010-03-03,51,77.0,,0.77,39.27
2010-03-04,50,77.0,,0.77,38.5
2010-03-05,59,77.0,,0.77,45.43
2010-03-06,64,77.0,,0.77,49.28
2010-03-07,62,77.0,,0.77,47.74
2010-03-08,57,77.0,,0.77,43.89
2010-03-09,55,77.0,,0.77,42.35
2010-03-10,55,77.0,,0.77,42.35
2010-03-11,52,77.0,,0.77,40.04
2010-03-12,61,77.0,,0.77,46.97
2010-03-13,69,77.0,,0.77,53.13
2010-03-14,63,77.0,,0.77,48.51
2010-03-15,57,77.0,,0.77,43.89
2010-03-16,53,77.0,,0.77,40.81
2010-03-17,55,77.0,,0.77,42.35
2010-03-18,56,77.0,,0.77,43.120000000000005
2010-03-19,61,77.0,,0.77,46.97
2010-03-20,58,77.0,,0.77,44.660000000000004
2010-03-21,65,77.0,,0.77,50.050000000000004
2010-03-22,60,77.0,,0.77,46.2
2010-03-23,60,77.0,,0.77,46.2
2010-03-24,58,77.0,,0.77,44.660000000000004
2010-03-25,61,77.0,,0.77,46.97
2010-03-26,76,77.0,,0.77,58.52
2010-03-27,92,77.0,,0.77,70.84
2010-03-28,100,77.0,,0.77,77.0
2010-03-29,78,77.0,,0.77,60.06
2010-03-30,70,77.0,,0.77,53.9
2010-03-31,72,77.0,,0.77,55.44
2010-04-01,75,84.0,False,0.84,63.0
2010-04-02,93,84.0,,0.84,78.11999999999999
2010-04-03,100,84.0,,0.84,84.0
2010-04-04,100,84.0,,0.84,84.0
2010-04-05,78,84.0,,0.84,65.52
2010-04-06,68,84.0,,0.84,57.12
2010-04-07,70,84.0,,0.84,58.8
2010-04-08,69,84.0,,0.84,57.96
2010-04-09,80,84.0,,0.84,67.2
2010-04-10,95,84.0,,0.84,79.8
2010-04-11,89,84.0,,0.84,74.75999999999999
2010-04-12,71,84.0,,0.84,59.64
2010-04-13,65,84.0,,0.84,54.6
2010-04-14,65,84.0,,0.84,54.6
2010-04-15,65,84.0,,0.84,54.6
2010-04-16,77,84.0,,0.84,64.67999999999999
2010-04-17,96,84.0,,0.84,80.64
2010-04-18,94,84.0,,0.84,78.96
2010-04-19,74,84.0,,0.84,62.16
2010-04-20,68,84.0,,0.84,57.12
2010-04-21,62,84.0,,0.84,52.08
2010-04-22,61,84.0,,0.84,51.239999999999995
2010-04-23,75,84.0,,0.84,63.0
2010-04-24,74,84.0,,0.84,62.16
2010-04-25,83,84.0,,0.84,69.72
2010-04-26,67,84.0,,0.84,56.28
2010-04-27,64,84.0,,0.84,53.76
2010-04-28,60,84.0,,0.84,50.4
2010-04-29,63,84.0,,0.84,52.919999999999995
2010-04-30,67,84.0,,0.84,56.28
2010-05-01,95,78.0,False,0.78,74.10000000000001
2010-05-02,93,78.0,,0.78,72.54
2010-05-03,78,78.0,,0.78,60.84
2010-05-04,73,78.0,,0.78,56.940000000000005
2010-05-05,74,78.0,,0.78,57.72
2010-05-06,74,78.0,,0.78,57.72
2010-05-07,80,78.0,,0.78,62.400000000000006
2010-05-08,91,78.0,,0.78,70.98
2010-05-09,95,78.0,,0.78,74.10000000000001
2010-05-10,80,78.0,,0.78,62.400000000000006
2010-05-11,70,78.0,,0.78,54.6
2010-05-12,72,78.0,,0.78,56.160000000000004
2010-05-13,73,78.0,,0.78,56.940000000000005
2010-05-14,81,78.0,,0.78,63.18
2010-05-15,100,78.0,,0.78,78.0
2010-05-16,94,78.0,,0.78,73.32000000000001
2010-05-17,80,78.0,,0.78,62.400000000000006
2010-05-18,75,78.0,,0.78,58.5
2010-05-19,77,78.0,,0.78,60.06
2010-05-20,76,78.0,,0.78,59.28
2010-05-21,87,78.0,,0.78,67.86
2010-05-22,88,78.0,,0.78,68.64
2010-05-23,92,78.0,,0.78,71.76
2010-05-24,80,78.0,,0.78,62.400000000000006
2010-05-25,79,78.0,,0.78,61.620000000000005
2010-05-26,74,78.0,,0.78,57.72
2010-05-27,77,78.0,,0.78,60.06
2010-05-28,91,78.0,,0.78,70.98
2010-05-29,86,78.0,,0.78,67.08
2010-05-30,92,78.0,,0.78,71.76
2010-05-31,83,78.0,,0.78,64.74000000000001
2010-06-01,78,78.0,False,0.78,60.84
2010-06-02,78,78.0,,0.78,60.84
2010-06-03,74,78.0,,0.78,57.72
2010-06-04,80,78.0,,0.78,62.400000000000006
2010-06-05,89,78.0,,0.78,69.42
2010-06-06,95,78.0,,0.78,74.10000000000001
2010-06-07,82,78.0,,0.78,63.96
2010-06-08,76,78.0,,0.78,59.28
2010-06-09,78,78.0,,0.78,60.84
2010-06-10,83,78.0,,0.78,64.74000000000001
2010-06-11,91,78.0,,0.78,70.98
2010-06-12,86,78.0,,0.78,67.08
2010-06-13,98,78.0,,0.78,76.44
2010-06-14,75,78.0,,0.78,58.5
2010-06-15,76,78.0,,0.78,59.28
2010-06-16,79,78.0,,0.78,61.620000000000005
2010-06-17,80,78.0,,0.78,62.400000000000006
2010-06-18,81,78.0,,0.78,63.18
2010-06-19,95,78.0,,0.78,74.10000000000001
2010-06-20,100,78.0,,0.78,78.0
2010-06-21,84,78.0,,0.78,65.52
2010-06-22,80,78.0,,0.78,62.400000000000006
2010-06-23,76,78.0,,0.78,59.28
2010-06-24,80,78.0,,0.78,62.400000000000006
2010-06-25,87,78.0,,0.78,67.86
2010-06-26,96,78.0,,0.78,74.88
2010-06-27,90,78.0,,0.78,70.2
2010-06-28,85,78.0,,0.78,66.3
2010-06-29,84,78.0,,0.78,65.52
2010-06-30,84,78.0,,0.78,65.52
2010-07-01,98,82.0,False,0.82,80.36
2010-07-02,97,82.0,,0.82,79.53999999999999
2010-07-03,100,82.0,,0.82,82.0
2010-07-04,95,82.0,,0.82,77.89999999999999
2010-07-05,93,82.0,,0.82,76.25999999999999
2010-07-06,74,82.0,,0.82,60.68
2010-07-07,80,82.0,,0.82,65.6
2010-07-08,85,82.0,,0.82,69.7
2010-07-09,85,82.0,,0.82,69.7
2010-07-10,96,82.0,,0.82,78.72
2010-07-11,86,82.0,,0.82,70.52
2010-07-12,86,82.0,,0.82,70.52
2010-07-13,81,82.0,,0.82,66.42
2010-07-14,78,82.0,,0.82,63.959999999999994
2010-07-15,78,82.0,,0.82,63.959999999999994
2010-07-16,88,82.0,,0.82,72.16
2010-07-17,92,82.0,,0.82,75.44
2010-07-18,95,82.0,,0.82,77.89999999999999
2010-07-19,90,82.0,,0.82,73.8
2010-07-20,81,82.0,,0.82,66.42
2010-07-21,78,82.0,,0.82,63.959999999999994
2010-07-22,85,82.0,,0.82,69.7
2010-07-23,96,82.0,,0.82,78.72
2010-07-24,87,82.0,,0.82,71.33999999999999
2010-07-25,92,82.0,,0.82,75.44
2010-07-26,79,82.0,,0.82,64.78
2010-07-27,83,82.0,,0.82,68.06
2010-07-28,86,82.0,,0.82,70.52
2010-07-29,79,82.0,,0.82,64.78
2010-07-30,87,82.0,,0.82,71.33999999999999
2010-07-31,88,82.0,,0.82,72.16
2010-08-01,91,75.0,False,0.75,68.25
2010-08-02,87,75.0,,0.75,65.25
2010-08-03,89,75.0,,0.75,66.75
2010-08-04,86,75.0,,0.75,64.5
2010-08-05,94,75.0,,0.75,70.5
2010-08-06,99,75.0,,0.75,74.25
2010-08-07,100,75.0,,0.75,75.0
2010-08-08,93,75.0,,0.75,69.75
2010-08-09,89,75.0,,0.75,66.75
2010-08-10,87,75.0,,0.75,65.25
2010-08-11,88,75.0,,0.75,66.0
2010-08-12,85,75.0,,0.75,63.75
2010-08-13,91,75.0,,0.75,68.25
2010-08-14,85,75.0,,0.75,63.75
2010-08-15,100,75.0,,0.75,75.0
2010-08-16,75,75.0,,0.75,56.25
2010-08-17,76,75.0,,0.75,57.0
2010-08-18,82,75.0,,0.75,61.5
2010-08-19,78,75.0,,0.75,58.5
2010-08-20,85,75.0,,0.75,63.75
2010-08-21,90,75.0,,0.75,67.5
2010-08-22,100,75.0,,0.75,75.0
2010-08-23,80,75.0,,0.75,60.0
2010-08-24,78,75.0,,0.75,58.5
2010-08-25,78,75.0,,0.75,58.5
2010-08-26,76,75.0,,0.75,57.0
2010-08-27,80,75.0,,0.75,60.0
2010-08-28,99,75.0,,0.75,74.25
2010-08-29,92,75.0,,0.75,69.0
2010-08-30,85,75.0,,0.75,63.75
2010-08-31,78,75.0,,0.75,58.5
2010-09-01,79,71.0,False,0.71,56.089999999999996
2010-09-02,79,71.0,,0.71,56.089999999999996
2010-09-03,89,71.0,,0.71,63.19
2010-09-04,100,71.0,,0.71,71.0
2010-09-05,100,71.0,,0.71,71.0
2010-09-06,93,71.0,,0.71,66.03
2010-09-07,82,71.0,,0.71,58.22
2010-09-08,83,71.0,,0.71,58.93
2010-09-09,79,71.0,,0.71,56.089999999999996
2010-09-10,89,71.0,,0.71,63.19
2010-09-11,95,71.0,,0.71,67.45
2010-09-12,88,71.0,,0.71,62.48
2010-09-13,79,71.0,,0.71,56.089999999999996
2010-09-14,78,71.0,,0.71,55.379999999999995
2010-09-15,74,71.0,,0.71,52.54
2010-09-16,79,71.0,,0.71,56.089999999999996
2010-09-17,85,71.0,,0.71,60.349999999999994
2010-09-18,96,71.0,,0.71,68.16
2010-09-19,99,71.0,,0.71,70.28999999999999
2010-09-20,86,71.0,,0.71,61.059999999999995
2010-09-21,77,71.0,,0.71,54.669999999999995
2010-09-22,79,71.0,,0.71,56.089999999999996
2010-09-23,75,71.0,,0.71,53.25
2010-09-24,89,71.0,,0.71,63.19
2010-09-25,96,71.0,,0.71,68.16
2010-09-26,93,71.0,,0.71,66.03
2010-09-27,77,71.0,,0.71,54.669999999999995
2010-09-28,73,71.0,,0.71,51.83
2010-09-29,76,71.0,,0.71,53.959999999999994
2010-09-30,81,71.0,,0.71,57.51
2010-10-01,76,76.0,False,0.76,57.76
2010-10-02,79,76.0,,0.76,60.04
2010-10-03,83,76.0,,0.76,63.08
2010-10-04,69,76.0,,0.76,52.44
2010-10-05,65,76.0,,0.76,49.4
2010-10-06,67,76.0,,0.76,50.92
2010-10-07,73,76.0,,0.76,55.480000000000004
2010-10-08,80,76.0,,0.76,60.8
2010-10-09,88,76.0,,0.76,66.88
2010-10-10,88,76.0,,0.76,66.88
2010-10-11,72,76.0,,0.76,54.72
2010-10-12,68,76.0,,0.76,51.68
2010-10-13,67,76.0,,0.76,50.92
2010-10-14,74,76.0,,0.76,56.24
2010-10-15,85,76.0,,0.76,64.6
2010-10-16,100,76.0,,0.76,76.0
2010-10-17,93,76.0,,0.76,70.68
2010-10-18,81,76.0,,0.76,61.56
2010-10-19,73,76.0,,0.76,55.480000000000004
2010-10-20,72,76.0,,0.76,54.72
2010-10-21,70,76.0,,0.76,53.2
2010-10-22,75,76.0,,0.76,57.0
2010-10-23,91,76.0,,0.76,69.16
2010-10-24,87,76.0,,0.76,66.12
2010-10-25,70,76.0,,0.76,53.2
2010-10-26,72,76.0,,0.76,54.72
2010-10-27,75,76.0,,0.76,57.0
2010-10-28,68,76.0,,0.76,51.68
2010-10-29,72,76.0,,0.76,54.72
2010-10-30,83,76.0,,0.76,63.08
2010-10-31,81,76.0,,0.76,61.56
2010-11-01,71,79.0,False,0.79,56.09
2010-11-02,70,79.0,,0.79,55.300000000000004
2010-11-03,66,79.0,,0.79,52.14
2010-11-04,67,79.0,,0.79,52.93
2010-11-05,80,79.0,,0.79,63.2
2010-11-06,93,79.0,,0.79,73.47
2010-11-07,95,79.0,,0.79,75.05
2010-11-08,77,79.0,,0.79,60.830000000000005
2010-11-09,70,79.0,,0.79,55.300000000000004
2010-11-10,72,79.0,,0.79,56.88
2010-11-11,80,79.0,,0.79,63.2
2010-11-12,83,79.0,,0.79,65.57000000000001
2010-11-13,93,79.0,,0.79,73.47
2010-11-14,90,79.0,,0.79,71.10000000000001
2010-11-15,72,79.0,,0.79,56.88
2010-11-16,69,79.0,,0.79,54.510000000000005
2010-11-17,70,79.0,,0.79,55.300000000000004
2010-11-18,73,79.0,,0.79,57.67
2010-11-19,79,79.0,,0.79,62.410000000000004
2010-11-20,92,79.0,,0.79,72.68
2010-11-21,91,79.0,,0.79,71.89
2010-11-22,91,79.0,,0.79,71.89
2010-11-23,75,79.0,,0.79,59.25
2010-11-24,91,79.0,,0.79,71.89
2010-11-25,81,79.0,,0.79,63.99
2010-11-26,97,79.0,,0.79,76.63000000000001
2010-11-27,97,79.0,,0.79,76.63000000000001
2010-11-28,100,79.0,,0.79,79.0
2010-11-29,93,79.0,,0.79,73.47
2010-11-30,79,79.0,,0.79,62.410000000000004
2010-12-01,72,84.0,False,0.84,60.48
2010-12-02,69,84.0,,0.84,57.96
2010-12-03,76,84.0,,0.84,63.839999999999996
2010-12-04,87,84.0,,0.84,73.08
2010-12-05,85,84.0,,0.84,71.39999999999999
2010-12-06,77,84.0,,0.84,64.67999999999999
2010-12-07,71,84.0,,0.84,59.64
2010-12-08,74,84.0,,0.84,62.16
2010-12-09,67,84.0,,0.84,56.28
2010-12-10,77,84.0,,0.84,64.67999999999999
2010-12-11,91,84.0,,0.84,76.44
2010-12-12,87,84.0,,0.84,73.08
2010-12-13,76,84.0,,0.84,63.839999999999996
2010-12-14,71,84.0,,0.84,59.64
2010-12-15,68,84.0,,0.84,57.12
2010-12-16,75,84.0,,0.84,63.0
2010-12-17,82,84.0,,0.84,68.88
2010-12-18,89,84.0,,0.84,74.75999999999999
2010-12-19,100,84.0,,0.84,84.0
2010-12-20,75,84.0,,0.84,63.0
2010-12-21,74,84.0,,0.84,62.16
2010-12-22,78,84.0,,0.84,65.52
2010-12-23,84,84.0,,0.84,70.56
2010-12-24,76,84.0,,0.84,63.839999999999996
2010-12-25,70,84.0,,0.84,58.8
2010-12-26,83,84.0,,0.84,69.72
2010-12-27,95,84.0,,0.84,79.8
2010-12-28,95,84.0,,0.84,79.8
2010-12-29,82,84.0,,0.84,68.88
2010-12-30,79,84.0,,0.84,66.36
2010-12-31,82,84.0,,0.84,68.88
2011-01-01,100,78.0,False,0.78,78.0
2011-01-02,84,78.0,,0.78,65.52
2011-01-03,69,78.0,,0.78,53.82
2011-01-04,68,78.0,,0.78,53.04
2011-01-05,65,78.0,,0.78,50.7
2011-01-06,67,78.0,,0.78,52.260000000000005
2011-01-07,71,78.0,,0.78,55.38
2011-01-08,80,78.0,,0.78,62.400000000000006
2011-01-09,75,78.0,,0.78,58.5
2011-01-10,68,78.0,,0.78,53.04
2011-01-11,70,78.0,,0.78,54.6
2011-01-12,70,78.0,,0.78,54.6
2011-01-13,64,78.0,,0.78,49.92
2011-01-14,69,78.0,,0.78,53.82
2011-01-15,81,78.0,,0.78,63.18
2011-01-16,78,78.0,,0.78,60.84
2011-01-17,68,78.0,,0.78,53.04
2011-01-18,70,78.0,,0.78,54.6
2011-01-19,60,78.0,,0.78,46.800000000000004
2011-01-20,62,78.0,,0.78,48.36
2011-01-21,67,78.0,,0.78,52.260000000000005
2011-01-22,73,78.0,,0.78,56.940000000000005
2011-01-23,77,78.0,,0.78,60.06
2011-01-24,56,78.0,,0.78,43.68
2011-01-25,62,78.0,,0.78,48.36
2011-01-26,59,78.0,,0.78,46.02
2011-01-27,81,78.0,,0.78,63.18
2011-01-28,67,78.0,,0.78,52.260000000000005
2011-01-29,76,78.0,,0.78,59.28
2011-01-30,75,78.0,,0.78,58.5
2011-01-31,61,78.0,,0.78,47.58
2011-02-01,76,72.0,False,0.72,54.72
2011-02-02,88,72.0,,0.72,63.36
2011-02-03,80,72.0,,0.72,57.599999999999994
2011-02-04,79,72.0,,0.72,56.879999999999995
2011-02-05,94,72.0,,0.72,67.67999999999999
2011-02-06,92,72.0,,0.72,66.24
2011-02-07,75,72.0,,0.72,54.0
2011-02-08,76,72.0,,0.72,54.72
2011-02-09,75,72.0,,0.72,54.0
2011-02-10,76,72.0,,0.72,54.72
2011-02-11,81,72.0,,0.72,58.32
2011-02-12,97,72.0,,0.72,69.84
2011-02-13,93,72.0,,0.72,66.96
2011-02-14,88,72.0,,0.72,63.36
2011-02-15,77,72.0,,0.72,55.44
2011-02-16,75,72.0,,0.72,54.0
2011-02-17,75,72.0,,0.72,54.0
2011-02-18,79,72.0,,0.72,56.879999999999995
2011-02-19,100,72.0,,0.72,72.0
2011-02-20,92,72.0,,0.72,66.24
2011-02-21,81,72.0,,0.72,58.32
2011-02-22,76,72.0,,0.72,54.72
2011-02-23,73,72.0,,0.72,52.559999999999995
2011-02-24,71,72.0,,0.72,51.12
2011-02-25,84,72.0,,0.72,60.48
2011-02-26,90,72.0,,0.72,64.8
2011-02-27,87,72.0,,0.72,62.64
2011-02-28,77,72.0,,0.72,55.44
2011-03-01,74,72.0,False,0.72,53.28
2011-03-02,77,72.0,,0.72,55.44
2011-03-03,77,72.0,,0.72,55.44
2011-03-04,76,72.0,,0.72,54.72
2011-03-05,92,72.0,,0.72,66.24
2011-03-06,99,72.0,,0.72,71.28
2011-03-07,77,72.0,,0.72,55.44
2011-03-08,78,72.0,,0.72,56.16
2011-03-09,71,72.0,,0.72,51.12
2011-03-10,75,72.0,,0.72,54.0
2011-03-11,81,72.0,,0.72,58.32
2011-03-12,100,72.0,,0.72,72.0
2011-03-13,88,72.0,,0.72,63.36
2011-03-14,81,72.0,,0.72,58.32
2011-03-15,78,72.0,,0.72,56.16
2011-03-16,78,72.0,,0.72,56.16
2011-03-17,78,72.0,,0.72,56.16
2011-03-18,79,72.0,,0.72,56.879999999999995
2011-03-19,100,72.0,,0.72,72.0
2011-03-20,91,72.0,,0.72,65.52
2011-03-21,80,72.0,,0.72,57.599999999999994
2011-03-22,79,72.0,,0.72,56.879999999999995
2011-03-23,78,72.0,,0.72,56.16
2011-03-24,81,72.0,,0.72,58.32
2011-03-25,80,72.0,,0.72,57.599999999999994
2011-03-26,97,72.0,,0.72,69.84
2011-03-27,92,72.0,,0.72,66.24
2011-03-28,84,72.0,,0.72,60.48
2011-03-29,78,72.0,,0.72,56.16
2011-03-30,78,72.0,,0.72,56.16
2011-03-31,77,72.0,,0.72,55.44
2011-04-01,82,70.0,False,0.7,57.4
2011-04-02,94,70.0,,0.7,65.8
2011-04-03,95,70.0,,0.7,66.5
2011-04-04,80,70.0,,0.7,56.0
2011-04-05,82,70.0,,0.7,57.4
2011-04-06,81,70.0,,0.7,56.699999999999996
2011-04-07,84,70.0,,0.7,58.8
2011-04-08,82,70.0,,0.7,57.4
2011-04-09,100,70.0,,0.7,70.0
2011-04-10,93,70.0,,0.7,65.1
2011-04-11,79,70.0,,0.7,55.3
2011-04-12,79,70.0,,0.7,55.3
2011-04-13,82,70.0,,0.7,57.4
2011-04-14,78,70.0,,0.7,54.599999999999994
2011-04-15,90,70.0,,0.7,62.99999999999999
2011-04-16,98,70.0,,0.7,68.6
2011-04-17,95,70.0,,0.7,66.5
2011-04-18,88,70.0,,0.7,61.599999999999994
2011-04-19,80,70.0,,0.7,56.0
2011-04-20,85,70.0,,0.7,59.49999999999999
2011-04-21,81,70.0,,0.7,56.699999999999996
2011-04-22,87,70.0,,0.7,60.9
2011-04-23,89,70.0,,0.7,62.3
2011-04-24,94,70.0,,0.7,65.8
2011-04-25,87,70.0,,0.7,60.9
2011-04-26,81,70.0,,0.7,56.699999999999996
2011-04-27,78,70.0,,0.7,54.599999999999994
2011-04-28,82,70.0,,0.7,57.4
2011-04-29,78,70.0,,0.7,54.599999999999994
2011-04-30,95,70.0,,0.7,66.5
2011-05-01,90,74.0,False,0.74,66.6
2011-05-02,68,74.0,,0.74,50.32
2011-05-03,70,74.0,,0.74,51.8
2011-05-04,70,74.0,,0.74,51.8
2011-05-05,71,74.0,,0.74,52.54
2011-05-06,82,74.0,,0.74,60.68
2011-05-07,89,74.0,,0.74,65.86
2011-05-08,94,74.0,,0.74,69.56
2011-05-09,85,74.0,,0.74,62.9
2011-05-10,78,74.0,,0.74,57.72
2011-05-11,81,74.0,,0.74,59.94
2011-05-12,73,74.0,,0.74,54.019999999999996
2011-05-13,85,74.0,,0.74,62.9
2011-05-14,89,74.0,,0.74,65.86
2011-05-15,100,74.0,,0.74,74.0
2011-05-16,81,74.0,,0.74,59.94
2011-05-17,80,74.0,,0.74,59.2
2011-05-18,78,74.0,,0.74,57.72
2011-05-19,81,74.0,,0.74,59.94
2011-05-20,82,74.0,,0.74,60.68
2011-05-21,94,74.0,,0.74,69.56
2011-05-22,89,74.0,,0.74,65.86
2011-05-23,82,74.0,,0.74,60.68
2011-05-24,83,74.0,,0.74,61.42
2011-05-25,80,74.0,,0.74,59.2
2011-05-26,81,74.0,,0.74,59.94
2011-05-27,88,74.0,,0.74,65.12
2011-05-28,95,74.0,,0.74,70.3
2011-05-29,98,74.0,,0.74,72.52
2011-05-30,100,74.0,,0.74,74.0
2011-05-31,81,74.0,,0.74,59.94
2011-06-01,77,78.0,False,0.78,60.06
2011-06-02,76,78.0,,0.78,59.28
2011-06-03,78,78.0,,0.78,60.84
2011-06-04,88,78.0,,0.78,68.64
2011-06-05,82,78.0,,0.78,63.96
2011-06-06,76,78.0,,0.78,59.28
2011-06-07,74,78.0,,0.78,57.72
2011-06-08,71,78.0,,0.78,55.38
2011-06-09,76,78.0,,0.78,59.28
2011-06-10,77,78.0,,0.78,60.06
2011-06-11,84,78.0,,0.78,65.52
2011-06-12,91,78.0,,0.78,70.98
2011-06-13,74,78.0,,0.78,57.72
2011-06-14,76,78.0,,0.78,59.28
2011-06-15,74,78.0,,0.78,57.72
2011-06-16,74,78.0,,0.78,57.72
2011-06-17,83,78.0,,0.78,64.74000000000001
2011-06-18,93,78.0,,0.78,72.54
2011-06-19,88,78.0,,0.78,68.64
2011-06-20,71,78.0,,0.78,55.38
2011-06-21,76,78.0,,0.78,59.28
2011-06-22,74,78.0,,0.78,57.72
2011-06-23,77,78.0,,0.78,60.06
2011-06-24,83,78.0,,0.78,64.74000000000001
2011-06-25,94,78.0,,0.78,73.32000000000001
2011-06-26,100,78.0,,0.78,78.0
2011-06-27,85,78.0,,0.78,66.3
2011-06-28,77,78.0,,0.78,60.06
2011-06-29,75,78.0,,0.78,58.5
2011-06-30,85,78.0,,0.78,66.3
2011-07-01,95,82.0,False,0.82,77.89999999999999
2011-07-02,96,82.0,,0.82,78.72
2011-07-03,89,82.0,,0.82,72.97999999999999
2011-07-04,99,82.0,,0.82,81.17999999999999
2011-07-05,85,82.0,,0.82,69.7
2011-07-06,82,82.0,,0.82,67.24
2011-07-07,84,82.0,,0.82,68.88
2011-07-08,80,82.0,,0.82,65.6
2011-07-09,95,82.0,,0.82,77.89999999999999
2011-07-10,92,82.0,,0.82,75.44
2011-07-11,88,82.0,,0.82,72.16
2011-07-12,81,82.0,,0.82,66.42
2011-07-13,75,82.0,,0.82,61.49999999999999
2011-07-14,81,82.0,,0.82,66.42
2011-07-15,79,82.0,,0.82,64.78
2011-07-16,87,82.0,,0.82,71.33999999999999
2011-07-17,89,82.0,,0.82,72.97999999999999
2011-07-18,83,82.0,,0.82,68.06
2011-07-19,79,82.0,,0.82,64.78
2011-07-20,83,82.0,,0.82,68.06
2011-07-21,79,82.0,,0.82,64.78
2011-07-22,86,82.0,,0.82,70.52
2011-07-23,91,82.0,,0.82,74.61999999999999
2011-07-24,100,82.0,,0.82,82.0
2011-07-25,88,82.0,,0.82,72.16
2011-07-26,89,82.0,,0.82,72.97999999999999
2011-07-27,83,82.0,,0.82,68.06
2011-07-28,86,82.0,,0.82,70.52
2011-07-29,82,82.0,,0.82,67.24
2011-07-30,99,82.0,,0.82,81.17999999999999
2011-07-31,96,82.0,,0.82,78.72
2011-08-01,79,75.0,False,0.75,59.25
2011-08-02,80,75.0,,0.75,60.0
2011-08-03,80,75.0,,0.75,60.0
2011-08-04,79,75.0,,0.75,59.25
2011-08-05,87,75.0,,0.75,65.25
2011-08-06,93,75.0,,0.75,69.75
2011-08-07,84,75.0,,0.75,63.0
2011-08-08,81,75.0,,0.75,60.75
2011-08-09,81,75.0,,0.75,60.75
2011-08-10,78,75.0,,0.75,58.5
2011-08-11,79,75.0,,0.75,59.25
2011-08-12,78,75.0,,0.75,58.5
2011-08-13,84,75.0,,0.75,63.0
2011-08-14,89,75.0,,0.75,66.75
2011-08-15,76,75.0,,0.75,57.0
2011-08-16,74,75.0,,0.75,55.5
2011-08-17,77,75.0,,0.75,57.75
2011-08-18,70,75.0,,0.75,52.5
2011-08-19,79,75.0,,0.75,59.25
2011-08-20,92,75.0,,0.75,69.0
2011-08-21,100,75.0,,0.75,75.0
2011-08-22,79,75.0,,0.75,59.25
2011-08-23,67,75.0,,0.75,50.25
2011-08-24,78,75.0,,0.75,58.5
2011-08-25,75,75.0,,0.75,56.25
2011-08-26,81,75.0,,0.75,60.75
2011-08-27,76,75.0,,0.75,57.0
2011-08-28,81,75.0,,0.75,60.75
2011-08-29,86,75.0,,0.75,64.5
2011-08-30,76,75.0,,0.75,57.0
2011-08-31,73,75.0,,0.75,54.75
2011-09-01,82,71.0,False,0.71,58.22
