date,train_unscaled,train_monthly,isPartial,scale,train
2020-10-15,82,51.0,,0.51,41.82
2020-10-16,87,51.0,,0.51,44.37
2020-10-17,100,51.0,,0.51,51.0
2020-10-18,97,51.0,,0.51,49.47
2020-10-19,86,51.0,,0.51,43.86
2020-10-20,79,51.0,,0.51,40.29
2020-10-21,83,51.0,,0.51,42.33
2020-10-22,82,51.0,,0.51,41.82
2020-10-23,82,51.0,,0.51,41.82
2020-10-24,99,51.0,,0.51,50.49
2020-10-25,96,51.0,,0.51,48.96
2020-10-26,85,51.0,,0.51,43.35
2020-10-27,80,51.0,,0.51,40.8
2020-10-28,77,51.0,,0.51,39.27
2020-10-29,84,51.0,,0.51,42.84
2020-10-30,84,51.0,,0.51,42.84
2020-10-31,96,51.0,,0.51,48.96
2020-11-01,100,51.0,True,0.51,51.0
2020-11-02,86,51.0,,0.51,43.86
2020-11-03,80,51.0,,0.51,40.8
2020-11-04,45,51.0,,0.51,22.95
2020-11-05,52,51.0,,0.51,26.52
2020-11-06,60,51.0,,0.51,30.6
2020-11-07,72,51.0,,0.51,36.72
2020-11-08,75,51.0,,0.51,38.25
2020-11-09,73,51.0,,0.51,37.230000000000004
2020-11-10,65,51.0,,0.51,33.15
2020-11-11,78,51.0,,0.51,39.78
2020-11-12,69,51.0,,0.51,35.19
2020-11-13,72,51.0,,0.51,36.72
2020-11-14,87,51.0,,0.51,44.37
2020-11-15,85,51.0,,0.51,43.35
2020-11-16,69,51.0,,0.51,35.19
2020-11-17,69,51.0,,0.51,35.19
2020-11-18,69,51.0,,0.51,35.19
2020-11-19,66,51.0,,0.51,33.660000000000004
2020-11-20,68,51.0,,0.51,34.68
2020-11-21,82,51.0,,0.51,41.82
2020-11-22,83,51.0,,0.51,42.33
2020-11-23,76,51.0,,0.51,38.76
2020-11-24,78,51.0,,0.51,39.78
2020-11-25,75,51.0,,0.51,38.25
2020-11-26,78,51.0,,0.51,39.78
2020-11-27,86,51.0,,0.51,43.86
2020-11-28,90,51.0,,0.51,45.9
2020-11-29,92,51.0,,0.51,46.92
