date,holiday_unscaled,holiday_monthly,isPartial,scale,holiday
2018-08-18,84,20.0,,0.2,16.8
2018-08-19,81,20.0,,0.2,16.2
2018-08-20,88,20.0,,0.2,17.6
2018-08-21,86,20.0,,0.2,17.2
2018-08-22,79,20.0,,0.2,15.8
2018-08-23,84,20.0,,0.2,16.8
2018-08-24,79,20.0,,0.2,15.8
2018-08-25,80,20.0,,0.2,16.0
2018-08-26,78,20.0,,0.2,15.600000000000001
2018-08-27,93,20.0,,0.2,18.6
2018-08-28,88,20.0,,0.2,17.6
2018-08-29,85,20.0,,0.2,17.0
2018-08-30,89,20.0,,0.2,17.8
2018-08-31,97,20.0,,0.2,19.400000000000002
2018-09-01,65,21.0,False,0.21,13.65
2018-09-02,67,21.0,,0.21,14.07
2018-09-03,100,21.0,,0.21,21.0
2018-09-04,58,21.0,,0.21,12.18
2018-09-05,49,21.0,,0.21,10.29
2018-09-06,49,21.0,,0.21,10.29
2018-09-07,47,21.0,,0.21,9.87
2018-09-08,48,21.0,,0.21,10.08
2018-09-09,50,21.0,,0.21,10.5
2018-09-10,70,21.0,,0.21,14.7
2018-09-11,56,21.0,,0.21,11.76
2018-09-12,51,21.0,,0.21,10.709999999999999
2018-09-13,47,21.0,,0.21,9.87
2018-09-14,46,21.0,,0.21,9.66
2018-09-15,46,21.0,,0.21,9.66
2018-09-16,45,21.0,,0.21,9.45
2018-09-17,59,21.0,,0.21,12.389999999999999
2018-09-18,55,21.0,,0.21,11.549999999999999
2018-09-19,66,21.0,,0.21,13.86
2018-09-20,59,21.0,,0.21,12.389999999999999
2018-09-21,50,21.0,,0.21,10.5
2018-09-22,49,21.0,,0.21,10.29
2018-09-23,47,21.0,,0.21,9.87
2018-09-24,57,21.0,,0.21,11.969999999999999
2018-09-25,51,21.0,,0.21,10.709999999999999
2018-09-26,52,21.0,,0.21,10.92
2018-09-27,49,21.0,,0.21,10.29
2018-09-28,52,21.0,,0.21,10.92
2018-09-29,50,21.0,,0.21,10.5
2018-09-30,49,21.0,,0.21,10.29
2018-10-01,43,25.0,False,0.25,10.75
2018-10-02,39,25.0,,0.25,9.75
2018-10-03,40,25.0,,0.25,10.0
2018-10-04,43,25.0,,0.25,10.75
2018-10-05,49,25.0,,0.25,12.25
2018-10-06,48,25.0,,0.25,12.0
2018-10-07,55,25.0,,0.25,13.75
2018-10-08,100,25.0,,0.25,25.0
2018-10-09,42,25.0,,0.25,10.5
2018-10-10,37,25.0,,0.25,9.25
2018-10-11,38,25.0,,0.25,9.5
2018-10-12,37,25.0,,0.25,9.25
2018-10-13,36,25.0,,0.25,9.0
2018-10-14,34,25.0,,0.25,8.5
2018-10-15,40,25.0,,0.25,10.0
2018-10-16,39,25.0,,0.25,9.75
2018-10-17,38,25.0,,0.25,9.5
2018-10-18,38,25.0,,0.25,9.5
2018-10-19,39,25.0,,0.25,9.75
2018-10-20,36,25.0,,0.25,9.0
2018-10-21,35,25.0,,0.25,8.75
2018-10-22,39,25.0,,0.25,9.75
2018-10-23,37,25.0,,0.25,9.25
2018-10-24,37,25.0,,0.25,9.25
2018-10-25,39,25.0,,0.25,9.75
2018-10-26,41,25.0,,0.25,10.25
2018-10-27,38,25.0,,0.25,9.5
2018-10-28,40,25.0,,0.25,10.0
2018-10-29,44,25.0,,0.25,11.0
2018-10-30,44,25.0,,0.25,11.0
2018-10-31,48,25.0,,0.25,12.0
2018-11-01,56,48.0,False,0.48,26.88
2018-11-02,71,48.0,,0.48,34.08
2018-11-03,54,48.0,,0.48,25.919999999999998
2018-11-04,52,48.0,,0.48,24.96
2018-11-05,56,48.0,,0.48,26.88
2018-11-06,52,48.0,,0.48,24.96
2018-11-07,49,48.0,,0.48,23.52
2018-11-08,54,48.0,,0.48,25.919999999999998
2018-11-09,59,48.0,,0.48,28.32
2018-11-10,60,48.0,,0.48,28.799999999999997
2018-11-11,69,48.0,,0.48,33.12
2018-11-12,90,48.0,,0.48,43.199999999999996
2018-11-13,64,48.0,,0.48,30.72
2018-11-14,59,48.0,,0.48,28.32
2018-11-15,58,48.0,,0.48,27.84
2018-11-16,63,48.0,,0.48,30.24
2018-11-17,68,48.0,,0.48,32.64
2018-11-18,68,48.0,,0.48,32.64
2018-11-19,74,48.0,,0.48,35.519999999999996
2018-11-20,80,48.0,,0.48,38.4
2018-11-21,86,48.0,,0.48,41.28
2018-11-22,100,48.0,,0.48,48.0
2018-11-23,83,48.0,,0.48,39.839999999999996
2018-11-24,80,48.0,,0.48,38.4
2018-11-25,82,48.0,,0.48,39.36
2018-11-26,76,48.0,,0.48,36.48
2018-11-27,76,48.0,,0.48,36.48
2018-11-28,72,48.0,,0.48,34.56
2018-11-29,76,48.0,,0.48,36.48
2018-11-30,75,48.0,,0.48,36.0
2018-12-01,31,73.0,False,0.73,22.63
2018-12-02,32,73.0,,0.73,23.36
2018-12-03,33,73.0,,0.73,24.09
2018-12-04,33,73.0,,0.73,24.09
2018-12-05,32,73.0,,0.73,23.36
2018-12-06,28,73.0,,0.73,20.439999999999998
2018-12-07,30,73.0,,0.73,21.9
2018-12-08,32,73.0,,0.73,23.36
2018-12-09,32,73.0,,0.73,23.36
2018-12-10,28,73.0,,0.73,20.439999999999998
2018-12-11,29,73.0,,0.73,21.169999999999998
2018-12-12,29,73.0,,0.73,21.169999999999998
2018-12-13,30,73.0,,0.73,21.9
2018-12-14,30,73.0,,0.73,21.9
2018-12-15,33,73.0,,0.73,24.09
2018-12-16,34,73.0,,0.73,24.82
2018-12-17,31,73.0,,0.73,22.63
2018-12-18,31,73.0,,0.73,22.63
2018-12-19,34,73.0,,0.73,24.82
2018-12-20,36,73.0,,0.73,26.28
2018-12-21,40,73.0,,0.73,29.2
2018-12-22,42,73.0,,0.73,30.66
2018-12-23,57,73.0,,0.73,41.61
2018-12-24,96,73.0,,0.73,70.08
2018-12-25,100,73.0,,0.73,73.0
2018-12-26,40,73.0,,0.73,29.2
2018-12-27,25,73.0,,0.73,18.25
2018-12-28,23,73.0,,0.73,16.79
2018-12-29,21,73.0,,0.73,15.33
2018-12-30,21,73.0,,0.73,15.33
2018-12-31,35,73.0,,0.73,25.55
2019-01-01,100,23.0,False,0.23,23.0
2019-01-02,41,23.0,,0.23,9.43
2019-01-03,28,23.0,,0.23,6.44
2019-01-04,25,23.0,,0.23,5.75
2019-01-05,23,23.0,,0.23,5.29
2019-01-06,21,23.0,,0.23,4.83
2019-01-07,22,23.0,,0.23,5.0600000000000005
2019-01-08,21,23.0,,0.23,4.83
2019-01-09,21,23.0,,0.23,4.83
2019-01-10,19,23.0,,0.23,4.37
2019-01-11,20,23.0,,0.23,4.6000000000000005
2019-01-12,18,23.0,,0.23,4.140000000000001
2019-01-13,19,23.0,,0.23,4.37
2019-01-14,22,23.0,,0.23,5.0600000000000005
2019-01-15,20,23.0,,0.23,4.6000000000000005
2019-01-16,21,23.0,,0.23,4.83
2019-01-17,21,23.0,,0.23,4.83
2019-01-18,24,23.0,,0.23,5.5200000000000005
2019-01-19,23,23.0,,0.23,5.29
2019-01-20,26,23.0,,0.23,5.98
2019-01-21,47,23.0,,0.23,10.81
2019-01-22,22,23.0,,0.23,5.0600000000000005
2019-01-23,18,23.0,,0.23,4.140000000000001
2019-01-24,17,23.0,,0.23,3.91
2019-01-25,17,23.0,,0.23,3.91
2019-01-26,18,23.0,,0.23,4.140000000000001
2019-01-27,17,23.0,,0.23,3.91
2019-01-28,18,23.0,,0.23,4.140000000000001
2019-01-29,16,23.0,,0.23,3.68
2019-01-30,16,23.0,,0.23,3.68
2019-01-31,17,23.0,,0.23,3.91
2019-02-01,41,20.0,False,0.2,8.200000000000001
2019-02-02,35,20.0,,0.2,7.0
2019-02-03,36,20.0,,0.2,7.2
2019-02-04,41,20.0,,0.2,8.200000000000001
2019-02-05,39,20.0,,0.2,7.800000000000001
2019-02-06,38,20.0,,0.2,7.6000000000000005
2019-02-07,37,20.0,,0.2,7.4
2019-02-08,44,20.0,,0.2,8.8
2019-02-09,41,20.0,,0.2,8.200000000000001
2019-02-10,39,20.0,,0.2,7.800000000000001
2019-02-11,54,20.0,,0.2,10.8
2019-02-12,45,20.0,,0.2,9.0
2019-02-13,41,20.0,,0.2,8.200000000000001
2019-02-14,46,20.0,,0.2,9.200000000000001
2019-02-15,59,20.0,,0.2,11.8
2019-02-16,54,20.0,,0.2,10.8
2019-02-17,61,20.0,,0.2,12.200000000000001
2019-02-18,100,20.0,,0.2,20.0
2019-02-19,43,20.0,,0.2,8.6
2019-02-20,38,20.0,,0.2,7.6000000000000005
2019-02-21,36,20.0,,0.2,7.2
2019-02-22,39,20.0,,0.2,7.800000000000001
2019-02-23,38,20.0,,0.2,7.6000000000000005
2019-02-24,34,20.0,,0.2,6.800000000000001
2019-02-25,38,20.0,,0.2,7.6000000000000005
2019-02-26,38,20.0,,0.2,7.6000000000000005
2019-02-27,37,20.0,,0.2,7.4
2019-02-28,36,20.0,,0.2,7.2
2019-03-01,82,19.0,False,0.19,15.58
2019-03-02,85,19.0,,0.19,16.15
2019-03-03,93,19.0,,0.19,17.67
2019-03-04,88,19.0,,0.19,16.72
2019-03-05,80,19.0,,0.19,15.2
2019-03-06,84,19.0,,0.19,15.96
2019-03-07,83,19.0,,0.19,15.77
2019-03-08,93,19.0,,0.19,17.67
2019-03-09,87,19.0,,0.19,16.53
2019-03-10,84,19.0,,0.19,15.96
2019-03-11,97,19.0,,0.19,18.43
2019-03-12,84,19.0,,0.19,15.96
2019-03-13,84,19.0,,0.19,15.96
2019-03-14,86,19.0,,0.19,16.34
2019-03-15,88,19.0,,0.19,16.72
2019-03-16,100,19.0,,0.19,19.0
2019-03-17,91,19.0,,0.19,17.29
2019-03-18,94,19.0,,0.19,17.86
2019-03-19,84,19.0,,0.19,15.96
2019-03-20,87,19.0,,0.19,16.53
2019-03-21,91,19.0,,0.19,17.29
2019-03-22,83,19.0,,0.19,15.77
2019-03-23,86,19.0,,0.19,16.34
2019-03-24,78,19.0,,0.19,14.82
2019-03-25,94,19.0,,0.19,17.86
2019-03-26,82,19.0,,0.19,15.58
2019-03-27,74,19.0,,0.19,14.06
2019-03-28,83,19.0,,0.19,15.77
2019-03-29,87,19.0,,0.19,16.53
2019-03-30,90,19.0,,0.19,17.1
2019-03-31,84,19.0,,0.19,15.96
2019-04-01,58,20.0,False,0.2,11.600000000000001
2019-04-02,50,20.0,,0.2,10.0
2019-04-03,48,20.0,,0.2,9.600000000000001
2019-04-04,47,20.0,,0.2,9.4
2019-04-05,49,20.0,,0.2,9.8
2019-04-06,48,20.0,,0.2,9.600000000000001
2019-04-07,48,20.0,,0.2,9.600000000000001
2019-04-08,48,20.0,,0.2,9.600000000000001
2019-04-09,44,20.0,,0.2,8.8
2019-04-10,48,20.0,,0.2,9.600000000000001
2019-04-11,50,20.0,,0.2,10.0
2019-04-12,54,20.0,,0.2,10.8
2019-04-13,48,20.0,,0.2,9.600000000000001
2019-04-14,51,20.0,,0.2,10.200000000000001
2019-04-15,58,20.0,,0.2,11.600000000000001
2019-04-16,57,20.0,,0.2,11.4
2019-04-17,55,20.0,,0.2,11.0
2019-04-18,74,20.0,,0.2,14.8
2019-04-19,90,20.0,,0.2,18.0
2019-04-20,67,20.0,,0.2,13.4
2019-04-21,100,20.0,,0.2,20.0
2019-04-22,75,20.0,,0.2,15.0
2019-04-23,51,20.0,,0.2,10.200000000000001
2019-04-24,49,20.0,,0.2,9.8
2019-04-25,48,20.0,,0.2,9.600000000000001
2019-04-26,50,20.0,,0.2,10.0
2019-04-27,52,20.0,,0.2,10.4
2019-04-28,47,20.0,,0.2,9.4
2019-04-29,52,20.0,,0.2,10.4
2019-04-30,53,20.0,,0.2,10.600000000000001
2019-05-01,45,21.0,False,0.21,9.45
2019-05-02,41,21.0,,0.21,8.61
2019-05-03,43,21.0,,0.21,9.03
2019-05-04,44,21.0,,0.21,9.24
2019-05-05,42,21.0,,0.21,8.82
2019-05-06,45,21.0,,0.21,9.45
2019-05-07,38,21.0,,0.21,7.9799999999999995
2019-05-08,36,21.0,,0.21,7.56
2019-05-09,39,21.0,,0.21,8.19
2019-05-10,39,21.0,,0.21,8.19
2019-05-11,40,21.0,,0.21,8.4
2019-05-12,38,21.0,,0.21,7.9799999999999995
2019-05-13,43,21.0,,0.21,9.03
2019-05-14,40,21.0,,0.21,8.4
2019-05-15,40,21.0,,0.21,8.4
2019-05-16,41,21.0,,0.21,8.61
2019-05-17,41,21.0,,0.21,8.61
2019-05-18,44,21.0,,0.21,9.24
2019-05-19,42,21.0,,0.21,8.82
2019-05-20,50,21.0,,0.21,10.5
2019-05-21,45,21.0,,0.21,9.45
2019-05-22,44,21.0,,0.21,9.24
2019-05-23,48,21.0,,0.21,10.08
2019-05-24,66,21.0,,0.21,13.86
2019-05-25,64,21.0,,0.21,13.44
2019-05-26,65,21.0,,0.21,13.65
2019-05-27,100,21.0,,0.21,21.0
2019-05-28,57,21.0,,0.21,11.969999999999999
2019-05-29,51,21.0,,0.21,10.709999999999999
2019-05-30,49,21.0,,0.21,10.29
2019-05-31,50,21.0,,0.21,10.5
2019-06-01,80,20.0,False,0.2,16.0
2019-06-02,79,20.0,,0.2,15.8
2019-06-03,90,20.0,,0.2,18.0
2019-06-04,95,20.0,,0.2,19.0
2019-06-05,94,20.0,,0.2,18.8
2019-06-06,87,20.0,,0.2,17.400000000000002
2019-06-07,89,20.0,,0.2,17.8
2019-06-08,88,20.0,,0.2,17.6
2019-06-09,91,20.0,,0.2,18.2
2019-06-10,100,20.0,,0.2,20.0
2019-06-11,84,20.0,,0.2,16.8
2019-06-12,81,20.0,,0.2,16.2
2019-06-13,83,20.0,,0.2,16.6
2019-06-14,93,20.0,,0.2,18.6
2019-06-15,81,20.0,,0.2,16.2
2019-06-16,88,20.0,,0.2,17.6
2019-06-17,97,20.0,,0.2,19.400000000000002
2019-06-18,90,20.0,,0.2,18.0
2019-06-19,91,20.0,,0.2,18.2
2019-06-20,91,20.0,,0.2,18.2
2019-06-21,89,20.0,,0.2,17.8
2019-06-22,82,20.0,,0.2,16.400000000000002
2019-06-23,90,20.0,,0.2,18.0
2019-06-24,89,20.0,,0.2,17.8
2019-06-25,94,20.0,,0.2,18.8
2019-06-26,89,20.0,,0.2,17.8
2019-06-27,90,20.0,,0.2,18.0
2019-06-28,95,20.0,,0.2,19.0
2019-06-29,93,20.0,,0.2,18.6
2019-06-30,93,20.0,,0.2,18.6
2019-07-01,57,22.0,False,0.22,12.540000000000001
2019-07-02,58,22.0,,0.22,12.76
2019-07-03,75,22.0,,0.22,16.5
2019-07-04,100,22.0,,0.22,22.0
2019-07-05,72,22.0,,0.22,15.84
2019-07-06,51,22.0,,0.22,11.22
2019-07-07,46,22.0,,0.22,10.12
2019-07-08,49,22.0,,0.22,10.78
2019-07-09,48,22.0,,0.22,10.56
2019-07-10,47,22.0,,0.22,10.34
2019-07-11,46,22.0,,0.22,10.12
2019-07-12,49,22.0,,0.22,10.78
2019-07-13,47,22.0,,0.22,10.34
2019-07-14,47,22.0,,0.22,10.34
2019-07-15,47,22.0,,0.22,10.34
2019-07-16,45,22.0,,0.22,9.9
2019-07-17,47,22.0,,0.22,10.34
2019-07-18,48,22.0,,0.22,10.56
2019-07-19,53,22.0,,0.22,11.66
2019-07-20,47,22.0,,0.22,10.34
2019-07-21,48,22.0,,0.22,10.56
2019-07-22,48,22.0,,0.22,10.56
2019-07-23,45,22.0,,0.22,9.9
2019-07-24,42,22.0,,0.22,9.24
2019-07-25,45,22.0,,0.22,9.9
2019-07-26,46,22.0,,0.22,10.12
2019-07-27,51,22.0,,0.22,11.22
2019-07-28,46,22.0,,0.22,10.12
2019-07-29,45,22.0,,0.22,9.9
2019-07-30,45,22.0,,0.22,9.9
2019-07-31,46,22.0,,0.22,10.12
2019-08-01,96,19.0,False,0.19,18.240000000000002
2019-08-02,95,19.0,,0.19,18.05
2019-08-03,90,19.0,,0.19,17.1
2019-08-04,92,19.0,,0.19,17.48
2019-08-05,92,19.0,,0.19,17.48
2019-08-06,88,19.0,,0.19,16.72
2019-08-07,78,19.0,,0.19,14.82
2019-08-08,80,19.0,,0.19,15.2
2019-08-09,82,19.0,,0.19,15.58
2019-08-10,98,19.0,,0.19,18.62
2019-08-11,92,19.0,,0.19,17.48
2019-08-12,92,19.0,,0.19,17.48
2019-08-13,80,19.0,,0.19,15.2
2019-08-14,80,19.0,,0.19,15.2
2019-08-15,81,19.0,,0.19,15.39
2019-08-16,86,19.0,,0.19,16.34
2019-08-17,84,19.0,,0.19,15.96
2019-08-18,76,19.0,,0.19,14.44
2019-08-19,84,19.0,,0.19,15.96
2019-08-20,78,19.0,,0.19,14.82
2019-08-21,81,19.0,,0.19,15.39
2019-08-22,83,19.0,,0.19,15.77
2019-08-23,84,19.0,,0.19,15.96
2019-08-24,78,19.0,,0.19,14.82
2019-08-25,81,19.0,,0.19,15.39
2019-08-26,92,19.0,,0.19,17.48
2019-08-27,85,19.0,,0.19,16.15
2019-08-28,81,19.0,,0.19,15.39
2019-08-29,82,19.0,,0.19,15.58
2019-08-30,100,19.0,,0.19,19.0
2019-08-31,89,19.0,,0.19,16.91
2019-09-01,67,21.0,False,0.21,14.07
2019-09-02,100,21.0,,0.21,21.0
2019-09-03,59,21.0,,0.21,12.389999999999999
2019-09-04,51,21.0,,0.21,10.709999999999999
2019-09-05,47,21.0,,0.21,9.87
2019-09-06,52,21.0,,0.21,10.92
2019-09-07,46,21.0,,0.21,9.66
2019-09-08,46,21.0,,0.21,9.66
2019-09-09,54,21.0,,0.21,11.34
2019-09-10,50,21.0,,0.21,10.5
2019-09-11,51,21.0,,0.21,10.709999999999999
2019-09-12,48,21.0,,0.21,10.08
2019-09-13,49,21.0,,0.21,10.29
2019-09-14,47,21.0,,0.21,9.87
2019-09-15,49,21.0,,0.21,10.29
2019-09-16,54,21.0,,0.21,11.34
2019-09-17,52,21.0,,0.21,10.92
2019-09-18,52,21.0,,0.21,10.92
2019-09-19,48,21.0,,0.21,10.08
2019-09-20,51,21.0,,0.21,10.709999999999999
2019-09-21,52,21.0,,0.21,10.92
2019-09-22,52,21.0,,0.21,10.92
2019-09-23,54,21.0,,0.21,11.34
2019-09-24,53,21.0,,0.21,11.129999999999999
2019-09-25,53,21.0,,0.21,11.129999999999999
2019-09-26,52,21.0,,0.21,10.92
2019-09-27,56,21.0,,0.21,11.76
2019-09-28,61,21.0,,0.21,12.809999999999999
2019-09-29,60,21.0,,0.21,12.6
2019-09-30,81,21.0,,0.21,17.009999999999998
2019-10-01,41,27.0,False,0.27,11.07
2019-10-02,38,27.0,,0.27,10.260000000000002
2019-10-03,38,27.0,,0.27,10.260000000000002
2019-10-04,38,27.0,,0.27,10.260000000000002
2019-10-05,36,27.0,,0.27,9.72
2019-10-06,32,27.0,,0.27,8.64
2019-10-07,43,27.0,,0.27,11.610000000000001
2019-10-08,44,27.0,,0.27,11.88
2019-10-09,50,27.0,,0.27,13.5
2019-10-10,43,27.0,,0.27,11.610000000000001
2019-10-11,50,27.0,,0.27,13.5
2019-10-12,45,27.0,,0.27,12.15
2019-10-13,57,27.0,,0.27,15.39
2019-10-14,100,27.0,,0.27,27.0
2019-10-15,45,27.0,,0.27,12.15
2019-10-16,38,27.0,,0.27,10.260000000000002
2019-10-17,39,27.0,,0.27,10.530000000000001
2019-10-18,40,27.0,,0.27,10.8
2019-10-19,38,27.0,,0.27,10.260000000000002
2019-10-20,37,27.0,,0.27,9.99
2019-10-21,42,27.0,,0.27,11.34
2019-10-22,43,27.0,,0.27,11.610000000000001
2019-10-23,42,27.0,,0.27,11.34
2019-10-24,38,27.0,,0.27,10.260000000000002
2019-10-25,41,27.0,,0.27,11.07
2019-10-26,37,27.0,,0.27,9.99
2019-10-27,39,27.0,,0.27,10.530000000000001
2019-10-28,47,27.0,,0.27,12.690000000000001
2019-10-29,41,27.0,,0.27,11.07
2019-10-30,43,27.0,,0.27,11.610000000000001
2019-10-31,45,27.0,,0.27,12.15
2019-11-01,47,47.0,False,0.47,22.09
2019-11-02,47,47.0,,0.47,22.09
2019-11-03,48,47.0,,0.47,22.56
2019-11-04,54,47.0,,0.47,25.38
2019-11-05,55,47.0,,0.47,25.849999999999998
2019-11-06,56,47.0,,0.47,26.32
2019-11-07,74,47.0,,0.47,34.78
2019-11-08,66,47.0,,0.47,31.02
2019-11-09,64,47.0,,0.47,30.08
2019-11-10,67,47.0,,0.47,31.49
2019-11-11,91,47.0,,0.47,42.769999999999996
2019-11-12,57,47.0,,0.47,26.79
2019-11-13,54,47.0,,0.47,25.38
2019-11-14,53,47.0,,0.47,24.91
2019-11-15,53,47.0,,0.47,24.91
2019-11-16,58,47.0,,0.47,27.259999999999998
2019-11-17,57,47.0,,0.47,26.79
2019-11-18,60,47.0,,0.47,28.2
2019-11-19,60,47.0,,0.47,28.2
2019-11-20,59,47.0,,0.47,27.729999999999997
2019-11-21,61,47.0,,0.47,28.669999999999998
2019-11-22,64,47.0,,0.47,30.08
2019-11-23,66,47.0,,0.47,31.02
2019-11-24,68,47.0,,0.47,31.959999999999997
2019-11-25,73,47.0,,0.47,34.309999999999995
2019-11-26,75,47.0,,0.47,35.25
2019-11-27,88,47.0,,0.47,41.36
2019-11-28,100,47.0,,0.47,47.0
2019-11-29,87,47.0,,0.47,40.89
2019-11-30,80,47.0,,0.47,37.599999999999994
2019-12-01,10,100.0,False,1.0,10.0
2019-12-02,10,100.0,,1.0,10.0
2019-12-03,9,100.0,,1.0,9.0
2019-12-04,10,100.0,,1.0,10.0
2019-12-05,10,100.0,,1.0,10.0
2019-12-06,9,100.0,,1.0,9.0
2019-12-07,11,100.0,,1.0,11.0
2019-12-08,11,100.0,,1.0,11.0
2019-12-09,9,100.0,,1.0,9.0
2019-12-10,9,100.0,,1.0,9.0
2019-12-11,9,100.0,,1.0,9.0
2019-12-12,10,100.0,,1.0,10.0
2019-12-13,10,100.0,,1.0,10.0
2019-12-14,11,100.0,,1.0,11.0
2019-12-15,11,100.0,,1.0,11.0
2019-12-16,10,100.0,,1.0,10.0
2019-12-17,10,100.0,,1.0,10.0
2019-12-18,11,100.0,,1.0,11.0
2019-12-19,11,100.0,,1.0,11.0
2019-12-20,12,100.0,,1.0,12.0
2019-12-21,12,100.0,,1.0,12.0
2019-12-22,13,100.0,,1.0,13.0
2019-12-23,33,100.0,,1.0,33.0
2019-12-24,99,100.0,,1.0,99.0
2019-12-25,100,100.0,,1.0,100.0
2019-12-26,32,100.0,,1.0,32.0
2019-12-27,9,100.0,,1.0,9.0
2019-12-28,8,100.0,,1.0,8.0
2019-12-29,7,100.0,,1.0,7.0
2019-12-30,7,100.0,,1.0,7.0
2019-12-31,10,100.0,,1.0,10.0
2020-01-01,100,24.0,False,0.24,24.0
2020-01-02,53,24.0,,0.24,12.719999999999999
2020-01-03,44,24.0,,0.24,10.559999999999999
2020-01-04,38,24.0,,0.24,9.12
2020-01-05,40,24.0,,0.24,9.6
2020-01-06,43,24.0,,0.24,10.32
2020-01-07,36,24.0,,0.24,8.64
2020-01-08,34,24.0,,0.24,8.16
2020-01-09,34,24.0,,0.24,8.16
2020-01-10,32,24.0,,0.24,7.68
2020-01-11,35,24.0,,0.24,8.4
2020-01-12,32,24.0,,0.24,7.68
2020-01-13,35,24.0,,0.24,8.4
2020-01-14,34,24.0,,0.24,8.16
2020-01-15,34,24.0,,0.24,8.16
2020-01-16,35,24.0,,0.24,8.4
2020-01-17,40,24.0,,0.24,9.6
2020-01-18,40,24.0,,0.24,9.6
2020-01-19,44,24.0,,0.24,10.559999999999999
2020-01-20,78,24.0,,0.24,18.72
2020-01-21,38,24.0,,0.24,9.12
2020-01-22,29,24.0,,0.24,6.96
2020-01-23,30,24.0,,0.24,7.199999999999999
2020-01-24,30,24.0,,0.24,7.199999999999999
2020-01-25,29,24.0,,0.24,6.96
2020-01-26,25,24.0,,0.24,6.0
2020-01-27,28,24.0,,0.24,6.72
2020-01-28,27,24.0,,0.24,6.4799999999999995
2020-01-29,26,24.0,,0.24,6.24
2020-01-30,26,24.0,,0.24,6.24
2020-01-31,25,24.0,,0.24,6.0
2020-02-01,33,22.0,False,0.22,7.26
2020-02-02,32,22.0,,0.22,7.04
2020-02-03,35,22.0,,0.22,7.7
2020-02-04,35,22.0,,0.22,7.7
2020-02-05,34,22.0,,0.22,7.48
2020-02-06,33,22.0,,0.22,7.26
2020-02-07,38,22.0,,0.22,8.36
2020-02-08,39,22.0,,0.22,8.58
2020-02-09,38,22.0,,0.22,8.36
2020-02-10,48,22.0,,0.22,10.56
2020-02-11,39,22.0,,0.22,8.58
2020-02-12,41,22.0,,0.22,9.02
2020-02-13,42,22.0,,0.22,9.24
2020-02-14,53,22.0,,0.22,11.66
2020-02-15,51,22.0,,0.22,11.22
2020-02-16,52,22.0,,0.22,11.44
2020-02-17,100,22.0,,0.22,22.0
2020-02-18,40,22.0,,0.22,8.8
2020-02-19,33,22.0,,0.22,7.26
2020-02-20,33,22.0,,0.22,7.26
2020-02-21,37,22.0,,0.22,8.14
2020-02-22,37,22.0,,0.22,8.14
2020-02-23,34,22.0,,0.22,7.48
2020-02-24,36,22.0,,0.22,7.92
2020-02-25,35,22.0,,0.22,7.7
2020-02-26,33,22.0,,0.22,7.26
2020-02-27,32,22.0,,0.22,7.04
2020-02-28,34,22.0,,0.22,7.48
2020-02-29,33,22.0,,0.22,7.26
2020-03-01,94,15.0,False,0.15,14.1
2020-03-02,100,15.0,,0.15,15.0
2020-03-03,86,15.0,,0.15,12.9
2020-03-04,73,15.0,,0.15,10.95
2020-03-05,76,15.0,,0.15,11.4
2020-03-06,85,15.0,,0.15,12.75
2020-03-07,88,15.0,,0.15,13.2
2020-03-08,91,15.0,,0.15,13.65
2020-03-09,93,15.0,,0.15,13.95
2020-03-10,85,15.0,,0.15,12.75
2020-03-11,71,15.0,,0.15,10.65
2020-03-12,68,15.0,,0.15,10.2
2020-03-13,69,15.0,,0.15,10.35
2020-03-14,74,15.0,,0.15,11.1
2020-03-15,66,15.0,,0.15,9.9
2020-03-16,64,15.0,,0.15,9.6
2020-03-17,62,15.0,,0.15,9.299999999999999
2020-03-18,52,15.0,,0.15,7.8
2020-03-19,49,15.0,,0.15,7.35
2020-03-20,51,15.0,,0.15,7.6499999999999995
2020-03-21,54,15.0,,0.15,8.1
2020-03-22,49,15.0,,0.15,7.35
2020-03-23,48,15.0,,0.15,7.199999999999999
2020-03-24,45,15.0,,0.15,6.75
2020-03-25,49,15.0,,0.15,7.35
2020-03-26,44,15.0,,0.15,6.6
2020-03-27,47,15.0,,0.15,7.05
2020-03-28,44,15.0,,0.15,6.6
2020-03-29,47,15.0,,0.15,7.05
2020-03-30,44,15.0,,0.15,6.6
2020-03-31,46,15.0,,0.15,6.8999999999999995
2020-04-01,41,12.0,False,0.12,4.92
2020-04-02,43,12.0,,0.12,5.16
2020-04-03,44,12.0,,0.12,5.279999999999999
2020-04-04,44,12.0,,0.12,5.279999999999999
2020-04-05,47,12.0,,0.12,5.64
2020-04-06,56,12.0,,0.12,6.72
2020-04-07,50,12.0,,0.12,6.0
2020-04-08,58,12.0,,0.12,6.96
2020-04-09,79,12.0,,0.12,9.48
2020-04-10,100,12.0,,0.12,12.0
2020-04-11,64,12.0,,0.12,7.68
2020-04-12,91,12.0,,0.12,10.92
2020-04-13,82,12.0,,0.12,9.84
2020-04-14,53,12.0,,0.12,6.359999999999999
2020-04-15,42,12.0,,0.12,5.04
2020-04-16,48,12.0,,0.12,5.76
2020-04-17,52,12.0,,0.12,6.24
2020-04-18,49,12.0,,0.12,5.88
2020-04-19,55,12.0,,0.12,6.6
2020-04-20,69,12.0,,0.12,8.28
2020-04-21,48,12.0,,0.12,5.76
2020-04-22,50,12.0,,0.12,6.0
