date,conflict_unscaled,conflict_monthly,isPartial,scale,conflict
2019-11-26,69,62.0,,0.62,42.78
2019-11-27,43,62.0,,0.62,26.66
2019-11-28,22,62.0,,0.62,13.64
2019-11-29,24,62.0,,0.62,14.879999999999999
2019-11-30,27,62.0,,0.62,16.74
2019-12-01,47,56.0,False,0.56,26.320000000000004
2019-12-02,77,56.0,,0.56,43.120000000000005
2019-12-03,88,56.0,,0.56,49.28
2019-12-04,97,56.0,,0.56,54.32000000000001
2019-12-05,92,56.0,,0.56,51.52
2019-12-06,83,56.0,,0.56,46.480000000000004
2019-12-07,43,56.0,,0.56,24.080000000000002
2019-12-08,53,56.0,,0.56,29.680000000000003
2019-12-09,94,56.0,,0.56,52.64000000000001
2019-12-10,96,56.0,,0.56,53.760000000000005
2019-12-11,100,56.0,,0.56,56.00000000000001
2019-12-12,95,56.0,,0.56,53.2
2019-12-13,94,56.0,,0.56,52.64000000000001
2019-12-14,40,56.0,,0.56,22.400000000000002
2019-12-15,49,56.0,,0.56,27.44
2019-12-16,87,56.0,,0.56,48.720000000000006
2019-12-17,87,56.0,,0.56,48.720000000000006
2019-12-18,78,56.0,,0.56,43.68000000000001
2019-12-19,73,56.0,,0.56,40.88
2019-12-20,42,56.0,,0.56,23.520000000000003
2019-12-21,24,56.0,,0.56,13.440000000000001
2019-12-22,19,56.0,,0.56,10.64
2019-12-23,29,56.0,,0.56,16.240000000000002
2019-12-24,15,56.0,,0.56,8.4
2019-12-25,14,56.0,,0.56,7.840000000000001
2019-12-26,22,56.0,,0.56,12.32
2019-12-27,28,56.0,,0.56,15.680000000000001
2019-12-28,23,56.0,,0.56,12.88
2019-12-29,22,56.0,,0.56,12.32
2019-12-30,26,56.0,,0.56,14.560000000000002
2019-12-31,29,56.0,,0.56,16.240000000000002
2020-01-01,15,63.0,False,0.63,9.45
2020-01-02,25,63.0,,0.63,15.75
2020-01-03,48,63.0,,0.63,30.240000000000002
2020-01-04,42,63.0,,0.63,26.46
2020-01-05,45,63.0,,0.63,28.35
2020-01-06,62,63.0,,0.63,39.06
2020-01-07,71,63.0,,0.63,44.73
2020-01-08,100,63.0,,0.63,63.0
2020-01-09,68,63.0,,0.63,42.84
2020-01-10,62,63.0,,0.63,39.06
2020-01-11,27,63.0,,0.63,17.01
2020-01-12,38,63.0,,0.63,23.94
2020-01-13,67,63.0,,0.63,42.21
2020-01-14,63,63.0,,0.63,39.69
2020-01-15,80,63.0,,0.63,50.4
2020-01-16,69,63.0,,0.63,43.47
2020-01-17,62,63.0,,0.63,39.06
2020-01-18,24,63.0,,0.63,15.120000000000001
2020-01-19,29,63.0,,0.63,18.27
2020-01-20,42,63.0,,0.63,26.46
2020-01-21,69,63.0,,0.63,43.47
2020-01-22,75,63.0,,0.63,47.25
2020-01-23,69,63.0,,0.63,43.47
2020-01-24,61,63.0,,0.63,38.43
2020-01-25,36,63.0,,0.63,22.68
2020-01-26,36,63.0,,0.63,22.68
2020-01-27,67,63.0,,0.63,42.21
2020-01-28,72,63.0,,0.63,45.36
2020-01-29,71,63.0,,0.63,44.73
2020-01-30,75,63.0,,0.63,47.25
2020-01-31,65,63.0,,0.63,40.95
2020-02-01,37,66.0,False,0.66,24.42
2020-02-02,47,66.0,,0.66,31.020000000000003
2020-02-03,86,66.0,,0.66,56.760000000000005
2020-02-04,89,66.0,,0.66,58.74
2020-02-05,92,66.0,,0.66,60.720000000000006
2020-02-06,89,66.0,,0.66,58.74
2020-02-07,86,66.0,,0.66,56.760000000000005
2020-02-08,45,66.0,,0.66,29.700000000000003
2020-02-09,51,66.0,,0.66,33.660000000000004
2020-02-10,93,66.0,,0.66,61.38
2020-02-11,94,66.0,,0.66,62.040000000000006
2020-02-12,93,66.0,,0.66,61.38
2020-02-13,100,66.0,,0.66,66.0
2020-02-14,76,66.0,,0.66,50.160000000000004
2020-02-15,36,66.0,,0.66,23.76
2020-02-16,42,66.0,,0.66,27.720000000000002
2020-02-17,65,66.0,,0.66,42.9
2020-02-18,91,66.0,,0.66,60.06
2020-02-19,94,66.0,,0.66,62.040000000000006
2020-02-20,92,66.0,,0.66,60.720000000000006
2020-02-21,88,66.0,,0.66,58.080000000000005
2020-02-22,46,66.0,,0.66,30.360000000000003
2020-02-23,49,66.0,,0.66,32.34
2020-02-24,91,66.0,,0.66,60.06
2020-02-25,95,66.0,,0.66,62.7
2020-02-26,92,66.0,,0.66,60.720000000000006
2020-02-27,95,66.0,,0.66,62.7
2020-02-28,85,66.0,,0.66,56.1
2020-02-29,42,66.0,,0.66,27.720000000000002
2020-03-01,49,58.0,False,0.58,28.419999999999998
2020-03-02,100,58.0,,0.58,57.99999999999999
2020-03-03,74,58.0,,0.58,42.919999999999995
2020-03-04,82,58.0,,0.58,47.559999999999995
2020-03-05,81,58.0,,0.58,46.98
2020-03-06,78,58.0,,0.58,45.239999999999995
2020-03-07,26,58.0,,0.58,15.079999999999998
2020-03-08,42,58.0,,0.58,24.36
2020-03-09,71,58.0,,0.58,41.18
2020-03-10,81,58.0,,0.58,46.98
2020-03-11,77,58.0,,0.58,44.66
2020-03-12,71,58.0,,0.58,41.18
2020-03-13,45,58.0,,0.58,26.099999999999998
2020-03-14,33,58.0,,0.58,19.139999999999997
2020-03-15,34,58.0,,0.58,19.72
2020-03-16,45,58.0,,0.58,26.099999999999998
2020-03-17,58,58.0,,0.58,33.64
2020-03-18,62,58.0,,0.58,35.96
2020-03-19,62,58.0,,0.58,35.96
2020-03-20,49,58.0,,0.58,28.419999999999998
2020-03-21,30,58.0,,0.58,17.4
2020-03-22,40,58.0,,0.58,23.2
2020-03-23,58,58.0,,0.58,33.64
2020-03-24,61,58.0,,0.58,35.379999999999995
2020-03-25,68,58.0,,0.58,39.44
2020-03-26,65,58.0,,0.58,37.699999999999996
2020-03-27,67,58.0,,0.58,38.86
2020-03-28,32,58.0,,0.58,18.56
2020-03-29,38,58.0,,0.58,22.04
2020-03-30,70,58.0,,0.58,40.599999999999994
2020-03-31,71,58.0,,0.58,41.18
2020-04-01,78,71.0,False,0.71,55.379999999999995
2020-04-02,77,71.0,,0.71,54.669999999999995
2020-04-03,77,71.0,,0.71,54.669999999999995
2020-04-04,38,71.0,,0.71,26.979999999999997
2020-04-05,53,71.0,,0.71,37.629999999999995
2020-04-06,83,71.0,,0.71,58.93
2020-04-07,82,71.0,,0.71,58.22
2020-04-08,84,71.0,,0.71,59.64
2020-04-09,76,71.0,,0.71,53.959999999999994
2020-04-10,63,71.0,,0.71,44.73
2020-04-11,37,71.0,,0.71,26.27
2020-04-12,46,71.0,,0.71,32.66
2020-04-13,80,71.0,,0.71,56.8
2020-04-14,79,71.0,,0.71,56.089999999999996
2020-04-15,74,71.0,,0.71,52.54
2020-04-16,80,71.0,,0.71,56.8
2020-04-17,80,71.0,,0.71,56.8
2020-04-18,46,71.0,,0.71,32.66
2020-04-19,55,71.0,,0.71,39.05
2020-04-20,94,71.0,,0.71,66.74
2020-04-21,84,71.0,,0.71,59.64
2020-04-22,90,71.0,,0.71,63.9
2020-04-23,87,71.0,,0.71,61.769999999999996
2020-04-24,80,71.0,,0.71,56.8
2020-04-25,42,71.0,,0.71,29.82
2020-04-26,48,71.0,,0.71,34.08
2020-04-27,87,71.0,,0.71,61.769999999999996
2020-04-28,92,71.0,,0.71,65.32
2020-04-29,89,71.0,,0.71,63.19
2020-04-30,100,71.0,,0.71,71.0
2020-05-01,74,64.0,False,0.64,47.36
2020-05-02,53,64.0,,0.64,33.92
2020-05-03,55,64.0,,0.64,35.2
2020-05-04,87,64.0,,0.64,55.68
2020-05-05,85,64.0,,0.64,54.4
2020-05-06,87,64.0,,0.64,55.68
2020-05-07,97,64.0,,0.64,62.08
2020-05-08,85,64.0,,0.64,54.4
2020-05-09,49,64.0,,0.64,31.36
2020-05-10,45,64.0,,0.64,28.8
2020-05-11,75,64.0,,0.64,48.0
2020-05-12,75,64.0,,0.64,48.0
2020-05-13,72,64.0,,0.64,46.08
2020-05-14,69,64.0,,0.64,44.160000000000004
2020-05-15,87,64.0,,0.64,55.68
2020-05-16,45,64.0,,0.64,28.8
2020-05-17,37,64.0,,0.64,23.68
2020-05-18,71,64.0,,0.64,45.44
2020-05-19,100,64.0,,0.64,64.0
2020-05-20,64,64.0,,0.64,40.96
2020-05-21,66,64.0,,0.64,42.24
2020-05-22,62,64.0,,0.64,39.68
2020-05-23,34,64.0,,0.64,21.76
2020-05-24,29,64.0,,0.64,18.56
2020-05-25,39,64.0,,0.64,24.96
2020-05-26,45,64.0,,0.64,28.8
2020-05-27,58,64.0,,0.64,37.12
2020-05-28,56,64.0,,0.64,35.84
2020-05-29,53,64.0,,0.64,33.92
2020-05-30,39,64.0,,0.64,24.96
2020-05-31,39,64.0,,0.64,24.96
2020-06-01,92,43.0,False,0.43,39.56
2020-06-02,85,43.0,,0.43,36.55
2020-06-03,92,43.0,,0.43,39.56
2020-06-04,79,43.0,,0.43,33.97
2020-06-05,81,43.0,,0.43,34.83
2020-06-06,52,43.0,,0.43,22.36
2020-06-07,63,43.0,,0.43,27.09
2020-06-08,75,43.0,,0.43,32.25
2020-06-09,100,43.0,,0.43,43.0
2020-06-10,77,43.0,,0.43,33.11
2020-06-11,75,43.0,,0.43,32.25
2020-06-12,71,43.0,,0.43,30.53
2020-06-13,49,43.0,,0.43,21.07
2020-06-14,54,43.0,,0.43,23.22
2020-06-15,68,43.0,,0.43,29.24
2020-06-16,93,43.0,,0.43,39.99
2020-06-17,85,43.0,,0.43,36.55
2020-06-18,73,43.0,,0.43,31.39
2020-06-19,87,43.0,,0.43,37.41
2020-06-20,62,43.0,,0.43,26.66
2020-06-21,71,43.0,,0.43,30.53
2020-06-22,79,43.0,,0.43,33.97
2020-06-23,75,43.0,,0.43,32.25
2020-06-24,89,43.0,,0.43,38.269999999999996
2020-06-25,90,43.0,,0.43,38.7
2020-06-26,67,43.0,,0.43,28.81
2020-06-27,55,43.0,,0.43,23.65
2020-06-28,52,43.0,,0.43,22.36
2020-06-29,73,43.0,,0.43,31.39
2020-06-30,74,43.0,,0.43,31.82
2020-07-01,84,37.0,False,0.37,31.08
2020-07-02,89,37.0,,0.37,32.93
2020-07-03,76,37.0,,0.37,28.12
2020-07-04,61,37.0,,0.37,22.57
2020-07-05,66,37.0,,0.37,24.419999999999998
2020-07-06,100,37.0,,0.37,37.0
2020-07-07,98,37.0,,0.37,36.26
2020-07-08,90,37.0,,0.37,33.3
2020-07-09,94,37.0,,0.37,34.78
2020-07-10,81,37.0,,0.37,29.97
2020-07-11,70,37.0,,0.37,25.9
2020-07-12,69,37.0,,0.37,25.53
2020-07-13,83,37.0,,0.37,30.71
2020-07-14,93,37.0,,0.37,34.41
2020-07-15,98,37.0,,0.37,36.26
2020-07-16,97,37.0,,0.37,35.89
2020-07-17,78,37.0,,0.37,28.86
2020-07-18,62,37.0,,0.37,22.94
2020-07-19,88,37.0,,0.37,32.56
2020-07-20,98,37.0,,0.37,36.26
2020-07-21,94,37.0,,0.37,34.78
2020-07-22,99,37.0,,0.37,36.63
2020-07-23,98,37.0,,0.37,36.26
2020-07-24,78,37.0,,0.37,28.86
2020-07-25,69,37.0,,0.37,25.53
2020-07-26,69,37.0,,0.37,25.53
2020-07-27,86,37.0,,0.37,31.82
2020-07-28,80,37.0,,0.37,29.6
2020-07-29,80,37.0,,0.37,29.6
2020-07-30,80,37.0,,0.37,29.6
2020-07-31,79,37.0,,0.37,29.23
2020-08-01,33,46.0,False,0.46,15.180000000000001
2020-08-02,32,46.0,,0.46,14.72
2020-08-03,35,46.0,,0.46,16.1
2020-08-04,52,46.0,,0.46,23.92
2020-08-05,47,46.0,,0.46,21.62
2020-08-06,36,46.0,,0.46,16.560000000000002
2020-08-07,33,46.0,,0.46,15.180000000000001
2020-08-08,34,46.0,,0.46,15.64
2020-08-09,31,46.0,,0.46,14.26
2020-08-10,44,46.0,,0.46,20.240000000000002
2020-08-11,53,46.0,,0.46,24.380000000000003
2020-08-12,48,46.0,,0.46,22.080000000000002
2020-08-13,55,46.0,,0.46,25.3
2020-08-14,45,46.0,,0.46,20.7
2020-08-15,33,46.0,,0.46,15.180000000000001
2020-08-16,37,46.0,,0.46,17.02
2020-08-17,57,46.0,,0.46,26.220000000000002
2020-08-18,71,46.0,,0.46,32.660000000000004
2020-08-19,63,46.0,,0.46,28.98
2020-08-20,76,46.0,,0.46,34.96
2020-08-21,68,46.0,,0.46,31.28
2020-08-22,35,46.0,,0.46,16.1
2020-08-23,41,46.0,,0.46,18.86
2020-08-24,80,46.0,,0.46,36.800000000000004
2020-08-25,81,46.0,,0.46,37.260000000000005
2020-08-26,94,46.0,,0.46,43.24
2020-08-27,95,46.0,,0.46,43.7
2020-08-28,95,46.0,,0.46,43.7
2020-08-29,43,46.0,,0.46,19.78
2020-08-30,52,46.0,,0.46,23.92
2020-08-31,100,46.0,,0.46,46.0
2020-09-01,74,100.0,False,1.0,74.0
2020-09-02,69,100.0,,1.0,69.0
2020-09-03,67,100.0,,1.0,67.0
2020-09-04,70,100.0,,1.0,70.0
2020-09-05,30,100.0,,1.0,30.0
2020-09-06,33,100.0,,1.0,33.0
2020-09-07,36,100.0,,1.0,36.0
2020-09-08,78,100.0,,1.0,78.0
2020-09-09,78,100.0,,1.0,78.0
2020-09-10,93,100.0,,1.0,93.0
2020-09-11,82,100.0,,1.0,82.0
2020-09-12,38,100.0,,1.0,38.0
2020-09-13,40,100.0,,1.0,40.0
2020-09-14,86,100.0,,1.0,86.0
2020-09-15,96,100.0,,1.0,96.0
2020-09-16,92,100.0,,1.0,92.0
2020-09-17,99,100.0,,1.0,99.0
2020-09-18,83,100.0,,1.0,83.0
2020-09-19,36,100.0,,1.0,36.0
2020-09-20,41,100.0,,1.0,41.0
2020-09-21,91,100.0,,1.0,91.0
2020-09-22,88,100.0,,1.0,88.0
2020-09-23,92,100.0,,1.0,92.0
2020-09-24,100,100.0,,1.0,100.0
2020-09-25,94,100.0,,1.0,94.0
2020-09-26,32,100.0,,1.0,32.0
2020-09-27,41,100.0,,1.0,41.0
2020-09-28,69,100.0,,1.0,69.0
2020-09-29,96,100.0,,1.0,96.0
2020-09-30,92,100.0,,1.0,92.0
2020-10-01,98,80.0,False,0.8,78.4
2020-10-02,100,80.0,,0.8,80.0
2020-10-03,48,80.0,,0.8,38.400000000000006
2020-10-04,45,80.0,,0.8,36.0
2020-10-05,100,80.0,,0.8,80.0
2020-10-06,92,80.0,,0.8,73.60000000000001
2020-10-07,99,80.0,,0.8,79.2
2020-10-08,96,80.0,,0.8,76.80000000000001
2020-10-09,69,80.0,,0.8,55.2
2020-10-10,38,80.0,,0.8,30.400000000000002
2020-10-11,41,80.0,,0.8,32.800000000000004
2020-10-12,65,80.0,,0.8,52.0
2020-10-13,77,80.0,,0.8,61.6
2020-10-14,77,80.0,,0.8,61.6
2020-10-15,82,80.0,,0.8,65.60000000000001
2020-10-16,72,80.0,,0.8,57.6
2020-10-17,33,80.0,,0.8,26.400000000000002
2020-10-18,40,80.0,,0.8,32.0
2020-10-19,73,80.0,,0.8,58.400000000000006
2020-10-20,81,80.0,,0.8,64.8
2020-10-21,66,80.0,,0.8,52.800000000000004
2020-10-22,82,80.0,,0.8,65.60000000000001
2020-10-23,53,80.0,,0.8,42.400000000000006
2020-10-24,33,80.0,,0.8,26.400000000000002
2020-10-25,35,80.0,,0.8,28.0
2020-10-26,73,80.0,,0.8,58.400000000000006
2020-10-27,70,80.0,,0.8,56.0
2020-10-28,64,80.0,,0.8,51.2
2020-10-29,71,80.0,,0.8,56.800000000000004
2020-10-30,64,80.0,,0.8,51.2
2020-10-31,29,80.0,,0.8,23.200000000000003
2020-11-01,42,60.0,True,0.6,25.2
2020-11-02,92,60.0,,0.6,55.199999999999996
2020-11-03,75,60.0,,0.6,45.0
2020-11-04,56,60.0,,0.6,33.6
2020-11-05,67,60.0,,0.6,40.199999999999996
2020-11-06,71,60.0,,0.6,42.6
2020-11-07,39,60.0,,0.6,23.4
2020-11-08,47,60.0,,0.6,28.2
2020-11-09,91,60.0,,0.6,54.6
2020-11-10,94,60.0,,0.6,56.4
2020-11-11,68,60.0,,0.6,40.8
2020-11-12,83,60.0,,0.6,49.8
2020-11-13,88,60.0,,0.6,52.8
2020-11-14,46,60.0,,0.6,27.599999999999998
2020-11-15,53,60.0,,0.6,31.799999999999997
2020-11-16,85,60.0,,0.6,51.0
2020-11-17,93,60.0,,0.6,55.8
2020-11-18,97,60.0,,0.6,58.199999999999996
2020-11-19,100,60.0,,0.6,60.0
2020-11-20,89,60.0,,0.6,53.4
2020-11-21,46,60.0,,0.6,27.599999999999998
2020-11-22,39,60.0,,0.6,23.4
2020-11-23,71,60.0,,0.6,42.6
2020-11-24,70,60.0,,0.6,42.0
2020-11-25,50,60.0,,0.6,30.0
2020-11-26,30,60.0,,0.6,18.0
2020-11-27,28,60.0,,0.6,16.8
2020-11-28,35,60.0,,0.6,21.0
2020-11-29,33,60.0,,0.6,19.8
