date,conflict_unscaled,conflict_monthly,isPartial,scale,conflict
2018-04-04,70,73.0,,0.73,51.1
2018-04-05,77,73.0,,0.73,56.21
2018-04-06,65,73.0,,0.73,47.449999999999996
2018-04-07,35,73.0,,0.73,25.55
2018-04-08,49,73.0,,0.73,35.769999999999996
2018-04-09,89,73.0,,0.73,64.97
2018-04-10,87,73.0,,0.73,63.51
2018-04-11,91,73.0,,0.73,66.42999999999999
2018-04-12,84,73.0,,0.73,61.32
2018-04-13,75,73.0,,0.73,54.75
2018-04-14,50,73.0,,0.73,36.5
2018-04-15,66,73.0,,0.73,48.18
2018-04-16,87,73.0,,0.73,63.51
2018-04-17,100,73.0,,0.73,73.0
2018-04-18,88,73.0,,0.73,64.24
2018-04-19,95,73.0,,0.73,69.35
2018-04-20,73,73.0,,0.73,53.29
2018-04-21,34,73.0,,0.73,24.82
2018-04-22,55,73.0,,0.73,40.15
2018-04-23,90,73.0,,0.73,65.7
2018-04-24,90,73.0,,0.73,65.7
2018-04-25,94,73.0,,0.73,68.62
2018-04-26,97,73.0,,0.73,70.81
2018-04-27,74,73.0,,0.73,54.019999999999996
2018-04-28,44,73.0,,0.73,32.12
2018-04-29,48,73.0,,0.73,35.04
2018-04-30,94,73.0,,0.73,68.62
2018-05-01,83,68.0,False,0.68,56.440000000000005
2018-05-02,82,68.0,,0.68,55.760000000000005
2018-05-03,84,68.0,,0.68,57.120000000000005
2018-05-04,69,68.0,,0.68,46.92
2018-05-05,40,68.0,,0.68,27.200000000000003
2018-05-06,40,68.0,,0.68,27.200000000000003
2018-05-07,78,68.0,,0.68,53.040000000000006
2018-05-08,88,68.0,,0.68,59.84
2018-05-09,82,68.0,,0.68,55.760000000000005
2018-05-10,82,68.0,,0.68,55.760000000000005
2018-05-11,72,68.0,,0.68,48.96
2018-05-12,22,68.0,,0.68,14.96
2018-05-13,42,68.0,,0.68,28.560000000000002
2018-05-14,78,68.0,,0.68,53.040000000000006
2018-05-15,100,68.0,,0.68,68.0
2018-05-16,77,68.0,,0.68,52.36000000000001
2018-05-17,73,68.0,,0.68,49.64
2018-05-18,66,68.0,,0.68,44.88
2018-05-19,30,68.0,,0.68,20.400000000000002
2018-05-20,36,68.0,,0.68,24.48
2018-05-21,62,68.0,,0.68,42.160000000000004
2018-05-22,64,68.0,,0.68,43.52
2018-05-23,61,68.0,,0.68,41.480000000000004
2018-05-24,67,68.0,,0.68,45.56
2018-05-25,49,68.0,,0.68,33.32
2018-05-26,28,68.0,,0.68,19.040000000000003
2018-05-27,30,68.0,,0.68,20.400000000000002
2018-05-28,37,68.0,,0.68,25.16
2018-05-29,56,68.0,,0.68,38.080000000000005
2018-05-30,58,68.0,,0.68,39.440000000000005
2018-05-31,55,68.0,,0.68,37.400000000000006
2018-06-01,88,41.0,False,0.41,36.08
2018-06-02,43,41.0,,0.41,17.63
2018-06-03,54,41.0,,0.41,22.139999999999997
2018-06-04,100,41.0,,0.41,41.0
2018-06-05,86,41.0,,0.41,35.26
2018-06-06,84,41.0,,0.41,34.44
2018-06-07,91,41.0,,0.41,37.309999999999995
2018-06-08,78,41.0,,0.41,31.979999999999997
2018-06-09,44,41.0,,0.41,18.04
2018-06-10,69,41.0,,0.41,28.29
2018-06-11,79,41.0,,0.41,32.39
2018-06-12,79,41.0,,0.41,32.39
2018-06-13,79,41.0,,0.41,32.39
2018-06-14,83,41.0,,0.41,34.03
2018-06-15,65,41.0,,0.41,26.65
2018-06-16,41,41.0,,0.41,16.81
2018-06-17,44,41.0,,0.41,18.04
2018-06-18,77,41.0,,0.41,31.569999999999997
2018-06-19,78,41.0,,0.41,31.979999999999997
2018-06-20,65,41.0,,0.41,26.65
2018-06-21,76,41.0,,0.41,31.159999999999997
2018-06-22,53,41.0,,0.41,21.73
2018-06-23,30,41.0,,0.41,12.299999999999999
2018-06-24,48,41.0,,0.41,19.68
2018-06-25,58,41.0,,0.41,23.779999999999998
2018-06-26,64,41.0,,0.41,26.24
2018-06-27,60,41.0,,0.41,24.599999999999998
2018-06-28,68,41.0,,0.41,27.88
2018-06-29,54,41.0,,0.41,22.139999999999997
2018-06-30,52,41.0,,0.41,21.32
2018-07-01,54,35.0,False,0.35,18.9
2018-07-02,78,35.0,,0.35,27.299999999999997
2018-07-03,61,35.0,,0.35,21.349999999999998
2018-07-04,44,35.0,,0.35,15.399999999999999
2018-07-05,57,35.0,,0.35,19.95
2018-07-06,60,35.0,,0.35,21.0
2018-07-07,51,35.0,,0.35,17.849999999999998
2018-07-08,42,35.0,,0.35,14.7
2018-07-09,69,35.0,,0.35,24.15
2018-07-10,66,35.0,,0.35,23.099999999999998
2018-07-11,74,35.0,,0.35,25.9
2018-07-12,64,35.0,,0.35,22.4
2018-07-13,76,35.0,,0.35,26.599999999999998
2018-07-14,37,35.0,,0.35,12.95
2018-07-15,50,35.0,,0.35,17.5
2018-07-16,70,35.0,,0.35,24.5
2018-07-17,64,35.0,,0.35,22.4
2018-07-18,100,35.0,,0.35,35.0
2018-07-19,75,35.0,,0.35,26.25
2018-07-20,64,35.0,,0.35,22.4
2018-07-21,52,35.0,,0.35,18.2
2018-07-22,66,35.0,,0.35,23.099999999999998
2018-07-23,83,35.0,,0.35,29.049999999999997
2018-07-24,65,35.0,,0.35,22.75
2018-07-25,72,35.0,,0.35,25.2
2018-07-26,82,35.0,,0.35,28.7
2018-07-27,50,35.0,,0.35,17.5
2018-07-28,49,35.0,,0.35,17.15
2018-07-29,76,35.0,,0.35,26.599999999999998
2018-07-30,71,35.0,,0.35,24.849999999999998
2018-07-31,79,35.0,,0.35,27.65
2018-08-01,50,45.0,False,0.45,22.5
2018-08-02,48,45.0,,0.45,21.6
2018-08-03,38,45.0,,0.45,17.1
2018-08-04,31,45.0,,0.45,13.950000000000001
2018-08-05,42,45.0,,0.45,18.900000000000002
2018-08-06,55,45.0,,0.45,24.75
2018-08-07,58,45.0,,0.45,26.1
2018-08-08,60,45.0,,0.45,27.0
2018-08-09,56,45.0,,0.45,25.2
2018-08-10,46,45.0,,0.45,20.7
2018-08-11,35,45.0,,0.45,15.75
2018-08-12,47,45.0,,0.45,21.150000000000002
2018-08-13,56,45.0,,0.45,25.2
2018-08-14,63,45.0,,0.45,28.35
2018-08-15,63,45.0,,0.45,28.35
2018-08-16,68,45.0,,0.45,30.6
2018-08-17,60,45.0,,0.45,27.0
2018-08-18,38,45.0,,0.45,17.1
2018-08-19,44,45.0,,0.45,19.8
2018-08-20,69,45.0,,0.45,31.05
2018-08-21,69,45.0,,0.45,31.05
2018-08-22,88,45.0,,0.45,39.6
2018-08-23,82,45.0,,0.45,36.9
2018-08-24,77,45.0,,0.45,34.65
2018-08-25,44,45.0,,0.45,19.8
2018-08-26,48,45.0,,0.45,21.6
2018-08-27,95,45.0,,0.45,42.75
2018-08-28,86,45.0,,0.45,38.7
2018-08-29,95,45.0,,0.45,42.75
2018-08-30,100,45.0,,0.45,45.0
2018-08-31,92,45.0,,0.45,41.4
2018-09-01,31,69.0,False,0.69,21.389999999999997
2018-09-02,37,69.0,,0.69,25.529999999999998
2018-09-03,46,69.0,,0.69,31.74
2018-09-04,88,69.0,,0.69,60.72
2018-09-05,86,69.0,,0.69,59.339999999999996
2018-09-06,85,69.0,,0.69,58.65
2018-09-07,75,69.0,,0.69,51.74999999999999
2018-09-08,34,69.0,,0.69,23.459999999999997
2018-09-09,44,69.0,,0.69,30.36
2018-09-10,82,69.0,,0.69,56.58
2018-09-11,85,69.0,,0.69,58.65
2018-09-12,88,69.0,,0.69,60.72
2018-09-13,88,69.0,,0.69,60.72
2018-09-14,72,69.0,,0.69,49.67999999999999
2018-09-15,35,69.0,,0.69,24.15
2018-09-16,58,69.0,,0.69,40.019999999999996
2018-09-17,83,69.0,,0.69,57.269999999999996
2018-09-18,95,69.0,,0.69,65.55
2018-09-19,87,69.0,,0.69,60.029999999999994
2018-09-20,97,69.0,,0.69,66.92999999999999
2018-09-21,85,69.0,,0.69,58.65
2018-09-22,36,69.0,,0.69,24.839999999999996
2018-09-23,55,69.0,,0.69,37.949999999999996
2018-09-24,98,69.0,,0.69,67.61999999999999
2018-09-25,100,69.0,,0.69,69.0
2018-09-26,99,69.0,,0.69,68.30999999999999
2018-09-27,89,69.0,,0.69,61.41
2018-09-28,85,69.0,,0.69,58.65
2018-09-29,33,69.0,,0.69,22.77
2018-09-30,55,69.0,,0.69,37.949999999999996
2018-10-01,98,74.0,False,0.74,72.52
2018-10-02,86,74.0,,0.74,63.64
2018-10-03,96,74.0,,0.74,71.03999999999999
2018-10-04,94,74.0,,0.74,69.56
2018-10-05,73,74.0,,0.74,54.019999999999996
2018-10-06,36,74.0,,0.74,26.64
2018-10-07,41,74.0,,0.74,30.34
2018-10-08,73,74.0,,0.74,54.019999999999996
2018-10-09,87,74.0,,0.74,64.38
2018-10-10,93,74.0,,0.74,68.82
2018-10-11,83,74.0,,0.74,61.42
2018-10-12,69,74.0,,0.74,51.06
2018-10-13,30,74.0,,0.74,22.2
2018-10-14,54,74.0,,0.74,39.96
2018-10-15,88,74.0,,0.74,65.12
2018-10-16,100,74.0,,0.74,74.0
2018-10-17,92,74.0,,0.74,68.08
2018-10-18,88,74.0,,0.74,65.12
2018-10-19,71,74.0,,0.74,52.54
2018-10-20,37,74.0,,0.74,27.38
2018-10-21,47,74.0,,0.74,34.78
2018-10-22,93,74.0,,0.74,68.82
2018-10-23,95,74.0,,0.74,70.3
2018-10-24,90,74.0,,0.74,66.6
2018-10-25,93,74.0,,0.74,68.82
2018-10-26,82,74.0,,0.74,60.68
2018-10-27,35,74.0,,0.74,25.9
2018-10-28,48,74.0,,0.74,35.519999999999996
2018-10-29,90,74.0,,0.74,66.6
2018-10-30,90,74.0,,0.74,66.6
2018-10-31,80,74.0,,0.74,59.2
2018-11-01,95,64.0,False,0.64,60.800000000000004
2018-11-02,80,64.0,,0.64,51.2
2018-11-03,36,64.0,,0.64,23.04
2018-11-04,48,64.0,,0.64,30.72
2018-11-05,80,64.0,,0.64,51.2
2018-11-06,76,64.0,,0.64,48.64
2018-11-07,90,64.0,,0.64,57.6
2018-11-08,84,64.0,,0.64,53.76
2018-11-09,77,64.0,,0.64,49.28
2018-11-10,36,64.0,,0.64,23.04
2018-11-11,37,64.0,,0.64,23.68
2018-11-12,84,64.0,,0.64,53.76
2018-11-13,83,64.0,,0.64,53.120000000000005
2018-11-14,100,64.0,,0.64,64.0
2018-11-15,80,64.0,,0.64,51.2
2018-11-16,71,64.0,,0.64,45.44
2018-11-17,35,64.0,,0.64,22.400000000000002
2018-11-18,41,64.0,,0.64,26.240000000000002
2018-11-19,81,64.0,,0.64,51.84
2018-11-20,54,64.0,,0.64,34.56
2018-11-21,44,64.0,,0.64,28.16
2018-11-22,18,64.0,,0.64,11.52
2018-11-23,23,64.0,,0.64,14.72
2018-11-24,33,64.0,,0.64,21.12
2018-11-25,46,64.0,,0.64,29.44
2018-11-26,78,64.0,,0.64,49.92
2018-11-27,83,64.0,,0.64,53.120000000000005
2018-11-28,88,64.0,,0.64,56.32
2018-11-29,91,64.0,,0.64,58.24
2018-11-30,83,64.0,,0.64,53.120000000000005
2018-12-01,30,57.0,False,0.57,17.099999999999998
2018-12-02,39,57.0,,0.57,22.229999999999997
2018-12-03,83,57.0,,0.57,47.309999999999995
2018-12-04,81,57.0,,0.57,46.169999999999995
2018-12-05,85,57.0,,0.57,48.449999999999996
2018-12-06,99,57.0,,0.57,56.42999999999999
2018-12-07,78,57.0,,0.57,44.459999999999994
2018-12-08,32,57.0,,0.57,18.24
2018-12-09,53,57.0,,0.57,30.209999999999997
2018-12-10,92,57.0,,0.57,52.44
2018-12-11,83,57.0,,0.57,47.309999999999995
2018-12-12,90,57.0,,0.57,51.3
2018-12-13,100,57.0,,0.57,56.99999999999999
2018-12-14,87,57.0,,0.57,49.589999999999996
2018-12-15,35,57.0,,0.57,19.95
2018-12-16,38,57.0,,0.57,21.659999999999997
2018-12-17,79,57.0,,0.57,45.029999999999994
2018-12-18,84,57.0,,0.57,47.879999999999995
2018-12-19,71,57.0,,0.57,40.47
2018-12-20,51,57.0,,0.57,29.069999999999997
2018-12-21,38,57.0,,0.57,21.659999999999997
2018-12-22,17,57.0,,0.57,9.69
2018-12-23,14,57.0,,0.57,7.9799999999999995
2018-12-24,18,57.0,,0.57,10.26
2018-12-25,12,57.0,,0.57,6.84
2018-12-26,19,57.0,,0.57,10.829999999999998
2018-12-27,21,57.0,,0.57,11.969999999999999
2018-12-28,18,57.0,,0.57,10.26
2018-12-29,13,57.0,,0.57,7.409999999999999
2018-12-30,17,57.0,,0.57,9.69
2018-12-31,23,57.0,,0.57,13.11
2019-01-01,24,56.0,False,0.56,13.440000000000001
2019-01-02,43,56.0,,0.56,24.080000000000002
2019-01-03,53,56.0,,0.56,29.680000000000003
2019-01-04,57,56.0,,0.56,31.92
2019-01-05,31,56.0,,0.56,17.360000000000003
2019-01-06,41,56.0,,0.56,22.96
2019-01-07,76,56.0,,0.56,42.56
2019-01-08,86,56.0,,0.56,48.160000000000004
2019-01-09,88,56.0,,0.56,49.28
2019-01-10,99,56.0,,0.56,55.440000000000005
2019-01-11,99,56.0,,0.56,55.440000000000005
2019-01-12,30,56.0,,0.56,16.8
2019-01-13,42,56.0,,0.56,23.520000000000003
2019-01-14,99,56.0,,0.56,55.440000000000005
2019-01-15,100,56.0,,0.56,56.00000000000001
2019-01-16,93,56.0,,0.56,52.080000000000005
2019-01-17,95,56.0,,0.56,53.2
2019-01-18,86,56.0,,0.56,48.160000000000004
2019-01-19,36,56.0,,0.56,20.160000000000004
2019-01-20,39,56.0,,0.56,21.840000000000003
2019-01-21,61,56.0,,0.56,34.160000000000004
2019-01-22,85,56.0,,0.56,47.6
2019-01-23,94,56.0,,0.56,52.64000000000001
2019-01-24,97,56.0,,0.56,54.32000000000001
2019-01-25,88,56.0,,0.56,49.28
2019-01-26,44,56.0,,0.56,24.64
2019-01-27,46,56.0,,0.56,25.76
2019-01-28,89,56.0,,0.56,49.84
2019-01-29,93,56.0,,0.56,52.080000000000005
2019-01-30,84,56.0,,0.56,47.040000000000006
2019-01-31,87,56.0,,0.56,48.720000000000006
2019-02-01,71,67.0,False,0.67,47.57
2019-02-02,33,67.0,,0.67,22.110000000000003
2019-02-03,41,67.0,,0.67,27.470000000000002
2019-02-04,71,67.0,,0.67,47.57
2019-02-05,89,67.0,,0.67,59.63
2019-02-06,74,67.0,,0.67,49.580000000000005
2019-02-07,84,67.0,,0.67,56.28
2019-02-08,70,67.0,,0.67,46.900000000000006
2019-02-09,34,67.0,,0.67,22.78
2019-02-10,40,67.0,,0.67,26.8
2019-02-11,85,67.0,,0.67,56.95
2019-02-12,68,67.0,,0.67,45.56
2019-02-13,71,67.0,,0.67,47.57
2019-02-14,72,67.0,,0.67,48.24
2019-02-15,55,67.0,,0.67,36.85
2019-02-16,33,67.0,,0.67,22.110000000000003
2019-02-17,34,67.0,,0.67,22.78
2019-02-18,53,67.0,,0.67,35.510000000000005
2019-02-19,74,67.0,,0.67,49.580000000000005
2019-02-20,67,67.0,,0.67,44.89
2019-02-21,71,67.0,,0.67,47.57
2019-02-22,77,67.0,,0.67,51.59
2019-02-23,30,67.0,,0.67,20.1
2019-02-24,42,67.0,,0.67,28.14
2019-02-25,67,67.0,,0.67,44.89
2019-02-26,84,67.0,,0.67,56.28
2019-02-27,87,67.0,,0.67,58.290000000000006
2019-02-28,100,67.0,,0.67,67.0
2019-03-01,79,65.0,False,0.65,51.35
2019-03-02,42,65.0,,0.65,27.3
2019-03-03,46,65.0,,0.65,29.900000000000002
2019-03-04,83,65.0,,0.65,53.95
2019-03-05,100,65.0,,0.65,65.0
2019-03-06,91,65.0,,0.65,59.15
2019-03-07,86,65.0,,0.65,55.9
2019-03-08,77,65.0,,0.65,50.050000000000004
2019-03-09,38,65.0,,0.65,24.7
2019-03-10,42,65.0,,0.65,27.3
2019-03-11,80,65.0,,0.65,52.0
2019-03-12,83,65.0,,0.65,53.95
2019-03-13,76,65.0,,0.65,49.4
2019-03-14,76,65.0,,0.65,49.4
2019-03-15,65,65.0,,0.65,42.25
2019-03-16,30,65.0,,0.65,19.5
2019-03-17,45,65.0,,0.65,29.25
2019-03-18,78,65.0,,0.65,50.7
2019-03-19,81,65.0,,0.65,52.65
2019-03-20,85,65.0,,0.65,55.25
2019-03-21,82,65.0,,0.65,53.300000000000004
2019-03-22,71,65.0,,0.65,46.15
2019-03-23,30,65.0,,0.65,19.5
2019-03-24,45,65.0,,0.65,29.25
2019-03-25,80,65.0,,0.65,52.0
2019-03-26,80,65.0,,0.65,52.0
2019-03-27,81,65.0,,0.65,52.65
2019-03-28,85,65.0,,0.65,55.25
2019-03-29,70,65.0,,0.65,45.5
2019-03-30,32,65.0,,0.65,20.8
2019-03-31,44,65.0,,0.65,28.6
2019-04-01,75,70.0,False,0.7,52.5
2019-04-02,91,70.0,,0.7,63.699999999999996
2019-04-03,82,70.0,,0.7,57.4
2019-04-04,90,70.0,,0.7,62.99999999999999
2019-04-05,70,70.0,,0.7,49.0
2019-04-06,37,70.0,,0.7,25.9
2019-04-07,42,70.0,,0.7,29.4
2019-04-08,87,70.0,,0.7,60.9
2019-04-09,92,70.0,,0.7,64.39999999999999
2019-04-10,85,70.0,,0.7,59.49999999999999
2019-04-11,75,70.0,,0.7,52.5
2019-04-12,87,70.0,,0.7,60.9
2019-04-13,39,70.0,,0.7,27.299999999999997
2019-04-14,46,70.0,,0.7,32.199999999999996
2019-04-15,80,70.0,,0.7,56.0
2019-04-16,77,70.0,,0.7,53.9
2019-04-17,80,70.0,,0.7,56.0
2019-04-18,80,70.0,,0.7,56.0
2019-04-19,49,70.0,,0.7,34.3
2019-04-20,33,70.0,,0.7,23.099999999999998
2019-04-21,40,70.0,,0.7,28.0
2019-04-22,84,70.0,,0.7,58.8
2019-04-23,96,70.0,,0.7,67.19999999999999
2019-04-24,94,70.0,,0.7,65.8
2019-04-25,87,70.0,,0.7,60.9
2019-04-26,80,70.0,,0.7,56.0
2019-04-27,43,70.0,,0.7,30.099999999999998
2019-04-28,45,70.0,,0.7,31.499999999999996
2019-04-29,100,70.0,,0.7,70.0
2019-04-30,94,70.0,,0.7,65.8
2019-05-01,84,64.0,False,0.64,53.76
2019-05-02,84,64.0,,0.64,53.76
2019-05-03,72,64.0,,0.64,46.08
2019-05-04,39,64.0,,0.64,24.96
2019-05-05,48,64.0,,0.64,30.72
2019-05-06,89,64.0,,0.64,56.96
2019-05-07,93,64.0,,0.64,59.52
2019-05-08,100,64.0,,0.64,64.0
2019-05-09,97,64.0,,0.64,62.08
2019-05-10,67,64.0,,0.64,42.88
2019-05-11,25,64.0,,0.64,16.0
2019-05-12,40,64.0,,0.64,25.6
2019-05-13,88,64.0,,0.64,56.32
2019-05-14,96,64.0,,0.64,61.44
2019-05-15,90,64.0,,0.64,57.6
2019-05-16,75,64.0,,0.64,48.0
2019-05-17,68,64.0,,0.64,43.52
2019-05-18,28,64.0,,0.64,17.92
2019-05-19,36,64.0,,0.64,23.04
2019-05-20,73,64.0,,0.64,46.72
2019-05-21,83,64.0,,0.64,53.120000000000005
2019-05-22,74,64.0,,0.64,47.36
2019-05-23,69,64.0,,0.64,44.160000000000004
2019-05-24,50,64.0,,0.64,32.0
2019-05-25,27,64.0,,0.64,17.28
2019-05-26,26,64.0,,0.64,16.64
2019-05-27,37,64.0,,0.64,23.68
2019-05-28,58,64.0,,0.64,37.12
2019-05-29,57,64.0,,0.64,36.480000000000004
2019-05-30,58,64.0,,0.64,37.12
2019-05-31,61,64.0,,0.64,39.04
2019-06-01,36,43.0,False,0.43,15.48
2019-06-02,54,43.0,,0.43,23.22
2019-06-03,99,43.0,,0.43,42.57
2019-06-04,86,43.0,,0.43,36.98
2019-06-05,100,43.0,,0.43,43.0
2019-06-06,91,43.0,,0.43,39.13
2019-06-07,69,43.0,,0.43,29.669999999999998
2019-06-08,48,43.0,,0.43,20.64
2019-06-09,40,43.0,,0.43,17.2
2019-06-10,90,43.0,,0.43,38.7
2019-06-11,87,43.0,,0.43,37.41
2019-06-12,92,43.0,,0.43,39.56
2019-06-13,77,43.0,,0.43,33.11
2019-06-14,64,43.0,,0.43,27.52
2019-06-15,45,43.0,,0.43,19.35
2019-06-16,47,43.0,,0.43,20.21
2019-06-17,67,43.0,,0.43,28.81
2019-06-18,62,43.0,,0.43,26.66
2019-06-19,80,43.0,,0.43,34.4
2019-06-20,75,43.0,,0.43,32.25
2019-06-21,63,43.0,,0.43,27.09
2019-06-22,39,43.0,,0.43,16.77
2019-06-23,51,43.0,,0.43,21.93
2019-06-24,73,43.0,,0.43,31.39
2019-06-25,64,43.0,,0.43,27.52
2019-06-26,79,43.0,,0.43,33.97
2019-06-27,64,43.0,,0.43,27.52
2019-06-28,56,43.0,,0.43,24.08
2019-06-29,35,43.0,,0.43,15.049999999999999
2019-06-30,37,43.0,,0.43,15.91
2019-07-01,77,35.0,False,0.35,26.95
2019-07-02,86,35.0,,0.35,30.099999999999998
2019-07-03,79,35.0,,0.35,27.65
2019-07-04,69,35.0,,0.35,24.15
2019-07-05,58,35.0,,0.35,20.299999999999997
2019-07-06,53,35.0,,0.35,18.549999999999997
2019-07-07,61,35.0,,0.35,21.349999999999998
2019-07-08,88,35.0,,0.35,30.799999999999997
2019-07-09,75,35.0,,0.35,26.25
2019-07-10,85,35.0,,0.35,29.749999999999996
2019-07-11,100,35.0,,0.35,35.0
2019-07-12,76,35.0,,0.35,26.599999999999998
2019-07-13,66,35.0,,0.35,23.099999999999998
2019-07-14,78,35.0,,0.35,27.299999999999997
2019-07-15,99,35.0,,0.35,34.65
2019-07-16,86,35.0,,0.35,30.099999999999998
2019-07-17,92,35.0,,0.35,32.199999999999996
2019-07-18,93,35.0,,0.35,32.55
2019-07-19,87,35.0,,0.35,30.45
2019-07-20,69,35.0,,0.35,24.15
2019-07-21,57,35.0,,0.35,19.95
2019-07-22,82,35.0,,0.35,28.7
2019-07-23,82,35.0,,0.35,28.7
2019-07-24,89,35.0,,0.35,31.15
2019-07-25,72,35.0,,0.35,25.2
2019-07-26,85,35.0,,0.35,29.749999999999996
2019-07-27,51,35.0,,0.35,17.849999999999998
2019-07-28,79,35.0,,0.35,27.65
2019-07-29,93,35.0,,0.35,32.55
2019-07-30,86,35.0,,0.35,30.099999999999998
2019-07-31,93,35.0,,0.35,32.55
2019-08-01,48,45.0,False,0.45,21.6
2019-08-02,44,45.0,,0.45,19.8
2019-08-03,35,45.0,,0.45,15.75
2019-08-04,36,45.0,,0.45,16.2
2019-08-05,49,45.0,,0.45,22.05
2019-08-06,49,45.0,,0.45,22.05
2019-08-07,49,45.0,,0.45,22.05
2019-08-08,52,45.0,,0.45,23.400000000000002
2019-08-09,46,45.0,,0.45,20.7
2019-08-10,35,45.0,,0.45,15.75
2019-08-11,32,45.0,,0.45,14.4
2019-08-12,53,45.0,,0.45,23.85
2019-08-13,59,45.0,,0.45,26.55
2019-08-14,63,45.0,,0.45,28.35
2019-08-15,62,45.0,,0.45,27.900000000000002
2019-08-16,57,45.0,,0.45,25.650000000000002
2019-08-17,35,45.0,,0.45,15.75
2019-08-18,44,45.0,,0.45,19.8
2019-08-19,69,45.0,,0.45,31.05
2019-08-20,68,45.0,,0.45,30.6
2019-08-21,68,45.0,,0.45,30.6
2019-08-22,73,45.0,,0.45,32.85
2019-08-23,61,45.0,,0.45,27.45
2019-08-24,37,45.0,,0.45,16.650000000000002
2019-08-25,54,45.0,,0.45,24.3
2019-08-26,81,45.0,,0.45,36.45
2019-08-27,86,45.0,,0.45,38.7
2019-08-28,96,45.0,,0.45,43.2
2019-08-29,100,45.0,,0.45,45.0
2019-08-30,80,45.0,,0.45,36.0
2019-08-31,33,45.0,,0.45,14.85
2019-09-01,28,70.0,False,0.7,19.599999999999998
2019-09-02,45,70.0,,0.7,31.499999999999996
2019-09-03,70,70.0,,0.7,49.0
2019-09-04,76,70.0,,0.7,53.199999999999996
2019-09-05,81,70.0,,0.7,56.699999999999996
2019-09-06,68,70.0,,0.7,47.599999999999994
2019-09-07,36,70.0,,0.7,25.2
2019-09-08,52,70.0,,0.7,36.4
2019-09-09,82,70.0,,0.7,57.4
2019-09-10,90,70.0,,0.7,62.99999999999999
2019-09-11,83,70.0,,0.7,58.099999999999994
2019-09-12,82,70.0,,0.7,57.4
2019-09-13,77,70.0,,0.7,53.9
2019-09-14,35,70.0,,0.7,24.5
2019-09-15,41,70.0,,0.7,28.7
2019-09-16,90,70.0,,0.7,62.99999999999999
2019-09-17,96,70.0,,0.7,67.19999999999999
2019-09-18,96,70.0,,0.7,67.19999999999999
2019-09-19,87,70.0,,0.7,60.9
2019-09-20,74,70.0,,0.7,51.8
2019-09-21,29,70.0,,0.7,20.299999999999997
2019-09-22,42,70.0,,0.7,29.4
2019-09-23,82,70.0,,0.7,57.4
2019-09-24,91,70.0,,0.7,63.699999999999996
2019-09-25,100,70.0,,0.7,70.0
2019-09-26,90,70.0,,0.7,62.99999999999999
2019-09-27,84,70.0,,0.7,58.8
2019-09-28,34,70.0,,0.7,23.799999999999997
2019-09-29,50,70.0,,0.7,35.0
2019-09-30,82,70.0,,0.7,57.4
2019-10-01,90,78.0,False,0.78,70.2
2019-10-02,91,78.0,,0.78,70.98
2019-10-03,99,78.0,,0.78,77.22
2019-10-04,73,78.0,,0.78,56.940000000000005
2019-10-05,34,78.0,,0.78,26.52
2019-10-06,52,78.0,,0.78,40.56
2019-10-07,84,78.0,,0.78,65.52
2019-10-08,100,78.0,,0.78,78.0
2019-10-09,96,78.0,,0.78,74.88
2019-10-10,96,78.0,,0.78,74.88
2019-10-11,73,78.0,,0.78,56.940000000000005
2019-10-12,34,78.0,,0.78,26.52
2019-10-13,43,78.0,,0.78,33.54
2019-10-14,76,78.0,,0.78,59.28
2019-10-15,93,78.0,,0.78,72.54
2019-10-16,79,78.0,,0.78,61.620000000000005
2019-10-17,95,78.0,,0.78,74.10000000000001
2019-10-18,76,78.0,,0.78,59.28
2019-10-19,38,78.0,,0.78,29.64
2019-10-20,45,78.0,,0.78,35.1
2019-10-21,92,78.0,,0.78,71.76
2019-10-22,83,78.0,,0.78,64.74000000000001
2019-10-23,94,78.0,,0.78,73.32000000000001
2019-10-24,87,78.0,,0.78,67.86
2019-10-25,73,78.0,,0.78,56.940000000000005
2019-10-26,40,78.0,,0.78,31.200000000000003
2019-10-27,48,78.0,,0.78,37.44
2019-10-28,85,78.0,,0.78,66.3
2019-10-29,92,78.0,,0.78,71.76
2019-10-30,87,78.0,,0.78,67.86
2019-10-31,77,78.0,,0.78,60.06
2019-11-01,76,62.0,False,0.62,47.12
2019-11-02,37,62.0,,0.62,22.94
2019-11-03,47,62.0,,0.62,29.14
2019-11-04,87,62.0,,0.62,53.94
2019-11-05,85,62.0,,0.62,52.7
2019-11-06,92,62.0,,0.62,57.04
2019-11-07,88,62.0,,0.62,54.56
2019-11-08,80,62.0,,0.62,49.6
2019-11-09,37,62.0,,0.62,22.94
2019-11-10,43,62.0,,0.62,26.66
2019-11-11,83,62.0,,0.62,51.46
2019-11-12,87,62.0,,0.62,53.94
2019-11-13,93,62.0,,0.62,57.66
2019-11-14,91,62.0,,0.62,56.42
2019-11-15,81,62.0,,0.62,50.22
2019-11-16,32,62.0,,0.62,19.84
2019-11-17,52,62.0,,0.62,32.24
2019-11-18,95,62.0,,0.62,58.9
2019-11-19,94,62.0,,0.62,58.28
2019-11-20,94,62.0,,0.62,58.28
2019-11-21,100,62.0,,0.62,62.0
2019-11-22,85,62.0,,0.62,52.7
2019-11-23,30,62.0,,0.62,18.6
2019-11-24,42,62.0,,0.62,26.04
2019-11-25,67,62.0,,0.62,41.54
