date,debt_unscaled,debt_monthly,isPartial,scale,debt
2013-04-30,100,38.0,,0.38,38.0
2013-05-01,89,33.0,False,0.33,29.37
2013-05-02,84,33.0,,0.33,27.720000000000002
2013-05-03,71,33.0,,0.33,23.43
2013-05-04,46,33.0,,0.33,15.180000000000001
2013-05-05,53,33.0,,0.33,17.490000000000002
2013-05-06,100,33.0,,0.33,33.0
2013-05-07,89,33.0,,0.33,29.37
2013-05-08,80,33.0,,0.33,26.400000000000002
2013-05-09,84,33.0,,0.33,27.720000000000002
2013-05-10,83,33.0,,0.33,27.39
2013-05-11,52,33.0,,0.33,17.16
2013-05-12,46,33.0,,0.33,15.180000000000001
2013-05-13,78,33.0,,0.33,25.740000000000002
2013-05-14,98,33.0,,0.33,32.34
2013-05-15,91,33.0,,0.33,30.03
2013-05-16,70,33.0,,0.33,23.1
2013-05-17,72,33.0,,0.33,23.76
2013-05-18,60,33.0,,0.33,19.8
2013-05-19,63,33.0,,0.33,20.790000000000003
2013-05-20,71,33.0,,0.33,23.43
2013-05-21,80,33.0,,0.33,26.400000000000002
2013-05-22,81,33.0,,0.33,26.73
2013-05-23,63,33.0,,0.33,20.790000000000003
2013-05-24,76,33.0,,0.33,25.080000000000002
2013-05-25,42,33.0,,0.33,13.860000000000001
2013-05-26,44,33.0,,0.33,14.520000000000001
2013-05-27,47,33.0,,0.33,15.510000000000002
2013-05-28,80,33.0,,0.33,26.400000000000002
2013-05-29,82,33.0,,0.33,27.060000000000002
2013-05-30,82,33.0,,0.33,27.060000000000002
2013-05-31,70,33.0,,0.33,23.1
2013-06-01,64,30.0,False,0.3,19.2
2013-06-02,66,30.0,,0.3,19.8
2013-06-03,75,30.0,,0.3,22.5
2013-06-04,88,30.0,,0.3,26.4
2013-06-05,83,30.0,,0.3,24.9
2013-06-06,83,30.0,,0.3,24.9
2013-06-07,78,30.0,,0.3,23.4
2013-06-08,61,30.0,,0.3,18.3
2013-06-09,56,30.0,,0.3,16.8
2013-06-10,100,30.0,,0.3,30.0
2013-06-11,88,30.0,,0.3,26.4
2013-06-12,80,30.0,,0.3,24.0
2013-06-13,88,30.0,,0.3,26.4
2013-06-14,79,30.0,,0.3,23.7
2013-06-15,60,30.0,,0.3,18.0
2013-06-16,60,30.0,,0.3,18.0
2013-06-17,98,30.0,,0.3,29.4
2013-06-18,87,30.0,,0.3,26.099999999999998
2013-06-19,95,30.0,,0.3,28.5
2013-06-20,78,30.0,,0.3,23.4
2013-06-21,71,30.0,,0.3,21.3
2013-06-22,51,30.0,,0.3,15.299999999999999
2013-06-23,48,30.0,,0.3,14.399999999999999
2013-06-24,71,30.0,,0.3,21.3
2013-06-25,81,30.0,,0.3,24.3
2013-06-26,70,30.0,,0.3,21.0
2013-06-27,81,30.0,,0.3,24.3
2013-06-28,86,30.0,,0.3,25.8
2013-06-29,52,30.0,,0.3,15.6
2013-06-30,61,30.0,,0.3,18.3
2013-07-01,75,30.0,False,0.3,22.5
2013-07-02,83,30.0,,0.3,24.9
2013-07-03,69,30.0,,0.3,20.7
2013-07-04,53,30.0,,0.3,15.899999999999999
2013-07-05,63,30.0,,0.3,18.9
2013-07-06,59,30.0,,0.3,17.7
2013-07-07,63,30.0,,0.3,18.9
2013-07-08,80,30.0,,0.3,24.0
2013-07-09,88,30.0,,0.3,26.4
2013-07-10,94,30.0,,0.3,28.2
2013-07-11,93,30.0,,0.3,27.9
2013-07-12,80,30.0,,0.3,24.0
2013-07-13,56,30.0,,0.3,16.8
2013-07-14,47,30.0,,0.3,14.1
2013-07-15,86,30.0,,0.3,25.8
2013-07-16,87,30.0,,0.3,26.099999999999998
2013-07-17,88,30.0,,0.3,26.4
2013-07-18,96,30.0,,0.3,28.799999999999997
2013-07-19,85,30.0,,0.3,25.5
2013-07-20,59,30.0,,0.3,17.7
2013-07-21,59,30.0,,0.3,17.7
2013-07-22,81,30.0,,0.3,24.3
2013-07-23,90,30.0,,0.3,27.0
2013-07-24,100,30.0,,0.3,30.0
2013-07-25,81,30.0,,0.3,24.3
2013-07-26,84,30.0,,0.3,25.2
2013-07-27,70,30.0,,0.3,21.0
2013-07-28,60,30.0,,0.3,18.0
2013-07-29,93,30.0,,0.3,27.9
2013-07-30,94,30.0,,0.3,28.2
2013-07-31,95,30.0,,0.3,28.5
2013-08-01,82,31.0,False,0.31,25.419999999999998
2013-08-02,71,31.0,,0.31,22.01
2013-08-03,54,31.0,,0.31,16.74
2013-08-04,54,31.0,,0.31,16.74
2013-08-05,82,31.0,,0.31,25.419999999999998
2013-08-06,93,31.0,,0.31,28.83
2013-08-07,84,31.0,,0.31,26.04
2013-08-08,79,31.0,,0.31,24.49
2013-08-09,72,31.0,,0.31,22.32
2013-08-10,50,31.0,,0.31,15.5
2013-08-11,53,31.0,,0.31,16.43
2013-08-12,73,31.0,,0.31,22.63
2013-08-13,90,31.0,,0.31,27.9
2013-08-14,84,31.0,,0.31,26.04
2013-08-15,82,31.0,,0.31,25.419999999999998
2013-08-16,79,31.0,,0.31,24.49
2013-08-17,57,31.0,,0.31,17.669999999999998
2013-08-18,56,31.0,,0.31,17.36
2013-08-19,82,31.0,,0.31,25.419999999999998
2013-08-20,89,31.0,,0.31,27.59
2013-08-21,88,31.0,,0.31,27.28
2013-08-22,82,31.0,,0.31,25.419999999999998
2013-08-23,88,31.0,,0.31,27.28
2013-08-24,58,31.0,,0.31,17.98
2013-08-25,63,31.0,,0.31,19.53
2013-08-26,85,31.0,,0.31,26.35
2013-08-27,100,31.0,,0.31,31.0
2013-08-28,82,31.0,,0.31,25.419999999999998
2013-08-29,80,31.0,,0.31,24.8
2013-08-30,79,31.0,,0.31,24.49
2013-08-31,59,31.0,,0.31,18.29
2013-09-01,37,36.0,False,0.36,13.32
2013-09-02,42,36.0,,0.36,15.12
2013-09-03,61,36.0,,0.36,21.96
2013-09-04,66,36.0,,0.36,23.759999999999998
2013-09-05,63,36.0,,0.36,22.68
2013-09-06,67,36.0,,0.36,24.119999999999997
2013-09-07,46,36.0,,0.36,16.56
2013-09-08,47,36.0,,0.36,16.919999999999998
2013-09-09,71,36.0,,0.36,25.56
2013-09-10,69,36.0,,0.36,24.84
2013-09-11,66,36.0,,0.36,23.759999999999998
2013-09-12,73,36.0,,0.36,26.279999999999998
2013-09-13,68,36.0,,0.36,24.48
2013-09-14,44,36.0,,0.36,15.84
2013-09-15,44,36.0,,0.36,15.84
2013-09-16,63,36.0,,0.36,22.68
2013-09-17,78,36.0,,0.36,28.08
2013-09-18,73,36.0,,0.36,26.279999999999998
2013-09-19,88,36.0,,0.36,31.68
2013-09-20,84,36.0,,0.36,30.24
2013-09-21,52,36.0,,0.36,18.72
2013-09-22,58,36.0,,0.36,20.88
2013-09-23,79,36.0,,0.36,28.439999999999998
2013-09-24,82,36.0,,0.36,29.52
2013-09-25,90,36.0,,0.36,32.4
2013-09-26,90,36.0,,0.36,32.4
2013-09-27,97,36.0,,0.36,34.92
2013-09-28,63,36.0,,0.36,22.68
2013-09-29,72,36.0,,0.36,25.919999999999998
2013-09-30,100,36.0,,0.36,36.0
2013-10-01,53,69.0,False,0.69,36.57
2013-10-02,47,69.0,,0.69,32.43
2013-10-03,47,69.0,,0.69,32.43
2013-10-04,41,69.0,,0.69,28.29
2013-10-05,26,69.0,,0.69,17.939999999999998
2013-10-06,30,69.0,,0.69,20.7
2013-10-07,52,69.0,,0.69,35.879999999999995
2013-10-08,73,69.0,,0.69,50.37
2013-10-09,66,69.0,,0.69,45.54
2013-10-10,58,69.0,,0.69,40.019999999999996
2013-10-11,48,69.0,,0.69,33.12
2013-10-12,36,69.0,,0.69,24.839999999999996
2013-10-13,34,69.0,,0.69,23.459999999999997
2013-10-14,55,69.0,,0.69,37.949999999999996
2013-10-15,66,69.0,,0.69,45.54
2013-10-16,100,69.0,,0.69,69.0
2013-10-17,100,69.0,,0.69,69.0
2013-10-18,47,69.0,,0.69,32.43
2013-10-19,27,69.0,,0.69,18.63
2013-10-20,25,69.0,,0.69,17.25
2013-10-21,31,69.0,,0.69,21.389999999999997
2013-10-22,29,69.0,,0.69,20.009999999999998
2013-10-23,30,69.0,,0.69,20.7
2013-10-24,30,69.0,,0.69,20.7
2013-10-25,25,69.0,,0.69,17.25
2013-10-26,14,69.0,,0.69,9.66
2013-10-27,15,69.0,,0.69,10.35
2013-10-28,25,69.0,,0.69,17.25
2013-10-29,27,69.0,,0.69,18.63
2013-10-30,28,69.0,,0.69,19.32
2013-10-31,25,69.0,,0.69,17.25
2013-11-01,82,33.0,False,0.33,27.060000000000002
2013-11-02,58,33.0,,0.33,19.14
2013-11-03,61,33.0,,0.33,20.130000000000003
2013-11-04,93,33.0,,0.33,30.69
2013-11-05,95,33.0,,0.33,31.35
2013-11-06,91,33.0,,0.33,30.03
2013-11-07,100,33.0,,0.33,33.0
2013-11-08,79,33.0,,0.33,26.07
2013-11-09,48,33.0,,0.33,15.84
2013-11-10,55,33.0,,0.33,18.150000000000002
2013-11-11,79,33.0,,0.33,26.07
2013-11-12,97,33.0,,0.33,32.01
2013-11-13,95,33.0,,0.33,31.35
2013-11-14,97,33.0,,0.33,32.01
2013-11-15,78,33.0,,0.33,25.740000000000002
2013-11-16,67,33.0,,0.33,22.11
2013-11-17,55,33.0,,0.33,18.150000000000002
2013-11-18,88,33.0,,0.33,29.040000000000003
2013-11-19,94,33.0,,0.33,31.020000000000003
2013-11-20,96,33.0,,0.33,31.68
2013-11-21,92,33.0,,0.33,30.360000000000003
2013-11-22,72,33.0,,0.33,23.76
2013-11-23,61,33.0,,0.33,20.130000000000003
2013-11-24,62,33.0,,0.33,20.46
2013-11-25,80,33.0,,0.33,26.400000000000002
2013-11-26,85,33.0,,0.33,28.05
2013-11-27,59,33.0,,0.33,19.470000000000002
2013-11-28,38,33.0,,0.33,12.540000000000001
2013-11-29,54,33.0,,0.33,17.82
2013-11-30,49,33.0,,0.33,16.17
2013-12-01,49,28.0,False,0.28,13.72
2013-12-02,83,28.0,,0.28,23.240000000000002
2013-12-03,98,28.0,,0.28,27.44
2013-12-04,100,28.0,,0.28,28.000000000000004
2013-12-05,94,28.0,,0.28,26.320000000000004
2013-12-06,76,28.0,,0.28,21.28
2013-12-07,54,28.0,,0.28,15.120000000000001
2013-12-08,52,28.0,,0.28,14.560000000000002
2013-12-09,84,28.0,,0.28,23.520000000000003
2013-12-10,80,28.0,,0.28,22.400000000000002
2013-12-11,87,28.0,,0.28,24.360000000000003
2013-12-12,91,28.0,,0.28,25.480000000000004
2013-12-13,75,28.0,,0.28,21.000000000000004
2013-12-14,56,28.0,,0.28,15.680000000000001
2013-12-15,51,28.0,,0.28,14.280000000000001
2013-12-16,78,28.0,,0.28,21.840000000000003
2013-12-17,79,28.0,,0.28,22.12
2013-12-18,75,28.0,,0.28,21.000000000000004
2013-12-19,73,28.0,,0.28,20.44
2013-12-20,61,28.0,,0.28,17.080000000000002
2013-12-21,43,28.0,,0.28,12.040000000000001
2013-12-22,42,28.0,,0.28,11.760000000000002
2013-12-23,54,28.0,,0.28,15.120000000000001
2013-12-24,41,28.0,,0.28,11.48
2013-12-25,33,28.0,,0.28,9.24
2013-12-26,57,28.0,,0.28,15.96
2013-12-27,61,28.0,,0.28,17.080000000000002
2013-12-28,47,28.0,,0.28,13.160000000000002
2013-12-29,51,28.0,,0.28,14.280000000000001
2013-12-30,68,28.0,,0.28,19.040000000000003
2013-12-31,66,28.0,,0.28,18.48
2014-01-01,43,35.0,False,0.35,15.049999999999999
2014-01-02,60,35.0,,0.35,21.0
2014-01-03,60,35.0,,0.35,21.0
2014-01-04,47,35.0,,0.35,16.45
2014-01-05,43,35.0,,0.35,15.049999999999999
2014-01-06,66,35.0,,0.35,23.099999999999998
2014-01-07,66,35.0,,0.35,23.099999999999998
2014-01-08,79,35.0,,0.35,27.65
2014-01-09,73,35.0,,0.35,25.549999999999997
2014-01-10,74,35.0,,0.35,25.9
2014-01-11,56,35.0,,0.35,19.599999999999998
2014-01-12,50,35.0,,0.35,17.5
2014-01-13,78,35.0,,0.35,27.299999999999997
2014-01-14,82,35.0,,0.35,28.7
2014-01-15,79,35.0,,0.35,27.65
2014-01-16,88,35.0,,0.35,30.799999999999997
2014-01-17,83,35.0,,0.35,29.049999999999997
2014-01-18,54,35.0,,0.35,18.9
2014-01-19,58,35.0,,0.35,20.299999999999997
2014-01-20,62,35.0,,0.35,21.7
2014-01-21,70,35.0,,0.35,24.5
2014-01-22,77,35.0,,0.35,26.95
2014-01-23,84,35.0,,0.35,29.4
2014-01-24,79,35.0,,0.35,27.65
2014-01-25,61,35.0,,0.35,21.349999999999998
2014-01-26,61,35.0,,0.35,21.349999999999998
2014-01-27,80,35.0,,0.35,28.0
2014-01-28,92,35.0,,0.35,32.199999999999996
2014-01-29,100,35.0,,0.35,35.0
2014-01-30,83,35.0,,0.35,29.049999999999997
2014-01-31,86,35.0,,0.35,30.099999999999998
2014-02-01,53,40.0,False,0.4,21.200000000000003
2014-02-02,44,40.0,,0.4,17.6
2014-02-03,58,40.0,,0.4,23.200000000000003
2014-02-04,76,40.0,,0.4,30.400000000000002
2014-02-05,78,40.0,,0.4,31.200000000000003
2014-02-06,80,40.0,,0.4,32.0
2014-02-07,69,40.0,,0.4,27.6
2014-02-08,58,40.0,,0.4,23.200000000000003
2014-02-09,59,40.0,,0.4,23.6
2014-02-10,65,40.0,,0.4,26.0
2014-02-11,84,40.0,,0.4,33.6
2014-02-12,100,40.0,,0.4,40.0
2014-02-13,87,40.0,,0.4,34.800000000000004
2014-02-14,60,40.0,,0.4,24.0
2014-02-15,44,40.0,,0.4,17.6
2014-02-16,48,40.0,,0.4,19.200000000000003
2014-02-17,57,40.0,,0.4,22.8
2014-02-18,78,40.0,,0.4,31.200000000000003
2014-02-19,77,40.0,,0.4,30.8
2014-02-20,63,40.0,,0.4,25.200000000000003
2014-02-21,71,40.0,,0.4,28.400000000000002
2014-02-22,39,40.0,,0.4,15.600000000000001
2014-02-23,53,40.0,,0.4,21.200000000000003
2014-02-24,67,40.0,,0.4,26.8
2014-02-25,77,40.0,,0.4,30.8
2014-02-26,72,40.0,,0.4,28.8
2014-02-27,72,40.0,,0.4,28.8
2014-02-28,60,40.0,,0.4,24.0
2014-03-01,76,34.0,False,0.34,25.840000000000003
2014-03-02,71,34.0,,0.34,24.14
2014-03-03,84,34.0,,0.34,28.560000000000002
2014-03-04,98,34.0,,0.34,33.32
2014-03-05,100,34.0,,0.34,34.0
2014-03-06,95,34.0,,0.34,32.300000000000004
2014-03-07,87,34.0,,0.34,29.580000000000002
2014-03-08,64,34.0,,0.34,21.76
2014-03-09,61,34.0,,0.34,20.740000000000002
2014-03-10,95,34.0,,0.34,32.300000000000004
2014-03-11,98,34.0,,0.34,33.32
2014-03-12,90,34.0,,0.34,30.6
2014-03-13,89,34.0,,0.34,30.26
2014-03-14,90,34.0,,0.34,30.6
2014-03-15,57,34.0,,0.34,19.380000000000003
2014-03-16,62,34.0,,0.34,21.080000000000002
2014-03-17,87,34.0,,0.34,29.580000000000002
2014-03-18,97,34.0,,0.34,32.980000000000004
2014-03-19,99,34.0,,0.34,33.660000000000004
2014-03-20,88,34.0,,0.34,29.92
2014-03-21,86,34.0,,0.34,29.240000000000002
2014-03-22,61,34.0,,0.34,20.740000000000002
2014-03-23,63,34.0,,0.34,21.42
2014-03-24,92,34.0,,0.34,31.28
2014-03-25,99,34.0,,0.34,33.660000000000004
2014-03-26,96,34.0,,0.34,32.64
2014-03-27,81,34.0,,0.34,27.540000000000003
2014-03-28,84,34.0,,0.34,28.560000000000002
2014-03-29,61,34.0,,0.34,20.740000000000002
2014-03-30,52,34.0,,0.34,17.68
2014-03-31,91,34.0,,0.34,30.94
2014-04-01,89,37.0,False,0.37,32.93
2014-04-02,88,37.0,,0.37,32.56
2014-04-03,97,37.0,,0.37,35.89
2014-04-04,83,37.0,,0.37,30.71
2014-04-05,55,37.0,,0.37,20.35
2014-04-06,64,37.0,,0.37,23.68
2014-04-07,92,37.0,,0.37,34.04
2014-04-08,91,37.0,,0.37,33.67
2014-04-09,85,37.0,,0.37,31.45
2014-04-10,99,37.0,,0.37,36.63
2014-04-11,90,37.0,,0.37,33.3
2014-04-12,63,37.0,,0.37,23.31
2014-04-13,61,37.0,,0.37,22.57
2014-04-14,99,37.0,,0.37,36.63
2014-04-15,99,37.0,,0.37,36.63
2014-04-16,100,37.0,,0.37,37.0
2014-04-17,85,37.0,,0.37,31.45
2014-04-18,63,37.0,,0.37,23.31
2014-04-19,57,37.0,,0.37,21.09
2014-04-20,55,37.0,,0.37,20.35
2014-04-21,93,37.0,,0.37,34.41
2014-04-22,86,37.0,,0.37,31.82
2014-04-23,93,37.0,,0.37,34.41
2014-04-24,98,37.0,,0.37,36.26
2014-04-25,83,37.0,,0.37,30.71
2014-04-26,47,37.0,,0.37,17.39
2014-04-27,63,37.0,,0.37,23.31
2014-04-28,91,37.0,,0.37,33.67
2014-04-29,85,37.0,,0.37,31.45
2014-04-30,95,37.0,,0.37,35.15
2014-05-01,90,32.0,False,0.32,28.8
2014-05-02,82,32.0,,0.32,26.240000000000002
2014-05-03,52,32.0,,0.32,16.64
2014-05-04,56,32.0,,0.32,17.92
2014-05-05,93,32.0,,0.32,29.76
2014-05-06,100,32.0,,0.32,32.0
2014-05-07,96,32.0,,0.32,30.72
2014-05-08,92,32.0,,0.32,29.44
2014-05-09,75,32.0,,0.32,24.0
2014-05-10,49,32.0,,0.32,15.68
2014-05-11,55,32.0,,0.32,17.6
2014-05-12,94,32.0,,0.32,30.080000000000002
2014-05-13,93,32.0,,0.32,29.76
2014-05-14,89,32.0,,0.32,28.48
2014-05-15,83,32.0,,0.32,26.560000000000002
2014-05-16,70,32.0,,0.32,22.400000000000002
2014-05-17,51,32.0,,0.32,16.32
2014-05-18,55,32.0,,0.32,17.6
2014-05-19,83,32.0,,0.32,26.560000000000002
2014-05-20,91,32.0,,0.32,29.12
2014-05-21,87,32.0,,0.32,27.84
2014-05-22,81,32.0,,0.32,25.92
2014-05-23,75,32.0,,0.32,24.0
2014-05-24,43,32.0,,0.32,13.76
2014-05-25,45,32.0,,0.32,14.4
2014-05-26,47,32.0,,0.32,15.040000000000001
2014-05-27,82,32.0,,0.32,26.240000000000002
2014-05-28,82,32.0,,0.32,26.240000000000002
2014-05-29,83,32.0,,0.32,26.560000000000002
2014-05-30,85,32.0,,0.32,27.2
2014-05-31,55,32.0,,0.32,17.6
2014-06-01,51,31.0,False,0.31,15.81
2014-06-02,63,31.0,,0.31,19.53
2014-06-03,76,31.0,,0.31,23.56
2014-06-04,66,31.0,,0.31,20.46
2014-06-05,69,31.0,,0.31,21.39
2014-06-06,62,31.0,,0.31,19.22
2014-06-07,41,31.0,,0.31,12.709999999999999
2014-06-08,53,31.0,,0.31,16.43
2014-06-09,100,31.0,,0.31,31.0
2014-06-10,83,31.0,,0.31,25.73
2014-06-11,77,31.0,,0.31,23.87
2014-06-12,73,31.0,,0.31,22.63
2014-06-13,59,31.0,,0.31,18.29
2014-06-14,45,31.0,,0.31,13.95
2014-06-15,51,31.0,,0.31,15.81
2014-06-16,66,31.0,,0.31,20.46
2014-06-17,88,31.0,,0.31,27.28
2014-06-18,72,31.0,,0.31,22.32
2014-06-19,75,31.0,,0.31,23.25
2014-06-20,65,31.0,,0.31,20.15
2014-06-21,54,31.0,,0.31,16.74
2014-06-22,43,31.0,,0.31,13.33
2014-06-23,68,31.0,,0.31,21.08
2014-06-24,75,31.0,,0.31,23.25
2014-06-25,81,31.0,,0.31,25.11
2014-06-26,68,31.0,,0.31,21.08
2014-06-27,63,31.0,,0.31,19.53
2014-06-28,41,31.0,,0.31,12.709999999999999
2014-06-29,44,31.0,,0.31,13.64
2014-06-30,59,31.0,,0.31,18.29
2014-07-01,74,33.0,False,0.33,24.42
2014-07-02,79,33.0,,0.33,26.07
2014-07-03,77,33.0,,0.33,25.41
2014-07-04,44,33.0,,0.33,14.520000000000001
2014-07-05,47,33.0,,0.33,15.510000000000002
2014-07-06,52,33.0,,0.33,17.16
2014-07-07,76,33.0,,0.33,25.080000000000002
2014-07-08,84,33.0,,0.33,27.720000000000002
2014-07-09,76,33.0,,0.33,25.080000000000002
2014-07-10,85,33.0,,0.33,28.05
2014-07-11,72,33.0,,0.33,23.76
2014-07-12,57,33.0,,0.33,18.810000000000002
2014-07-13,52,33.0,,0.33,17.16
2014-07-14,76,33.0,,0.33,25.080000000000002
2014-07-15,85,33.0,,0.33,28.05
2014-07-16,80,33.0,,0.33,26.400000000000002
2014-07-17,86,33.0,,0.33,28.380000000000003
2014-07-18,71,33.0,,0.33,23.43
2014-07-19,54,33.0,,0.33,17.82
2014-07-20,50,33.0,,0.33,16.5
2014-07-21,79,33.0,,0.33,26.07
2014-07-22,88,33.0,,0.33,29.040000000000003
2014-07-23,81,33.0,,0.33,26.73
2014-07-24,76,33.0,,0.33,25.080000000000002
2014-07-25,79,33.0,,0.33,26.07
2014-07-26,49,33.0,,0.33,16.17
2014-07-27,51,33.0,,0.33,16.830000000000002
2014-07-28,84,33.0,,0.33,27.720000000000002
2014-07-29,100,33.0,,0.33,33.0
2014-07-30,92,33.0,,0.33,30.360000000000003
2014-07-31,88,33.0,,0.33,29.040000000000003
2014-08-01,80,31.0,False,0.31,24.8
2014-08-02,60,31.0,,0.31,18.6
2014-08-03,62,31.0,,0.31,19.22
2014-08-04,86,31.0,,0.31,26.66
2014-08-05,100,31.0,,0.31,31.0
2014-08-06,82,31.0,,0.31,25.419999999999998
2014-08-07,79,31.0,,0.31,24.49
2014-08-08,78,31.0,,0.31,24.18
2014-08-09,55,31.0,,0.31,17.05
2014-08-10,56,31.0,,0.31,17.36
2014-08-11,83,31.0,,0.31,25.73
2014-08-12,78,31.0,,0.31,24.18
2014-08-13,77,31.0,,0.31,23.87
2014-08-14,79,31.0,,0.31,24.49
2014-08-15,71,31.0,,0.31,22.01
2014-08-16,45,31.0,,0.31,13.95
2014-08-17,49,31.0,,0.31,15.19
2014-08-18,86,31.0,,0.31,26.66
2014-08-19,74,31.0,,0.31,22.94
2014-08-20,75,31.0,,0.31,23.25
2014-08-21,89,31.0,,0.31,27.59
2014-08-22,74,31.0,,0.31,22.94
2014-08-23,52,31.0,,0.31,16.12
2014-08-24,55,31.0,,0.31,17.05
2014-08-25,87,31.0,,0.31,26.97
2014-08-26,79,31.0,,0.31,24.49
2014-08-27,81,31.0,,0.31,25.11
2014-08-28,75,31.0,,0.31,23.25
2014-08-29,80,31.0,,0.31,24.8
2014-08-30,48,31.0,,0.31,14.879999999999999
2014-08-31,38,31.0,,0.31,11.78
2014-09-01,49,33.0,False,0.33,16.17
2014-09-02,77,33.0,,0.33,25.41
2014-09-03,84,33.0,,0.33,27.720000000000002
2014-09-04,84,33.0,,0.33,27.720000000000002
2014-09-05,67,33.0,,0.33,22.11
2014-09-06,52,33.0,,0.33,17.16
2014-09-07,50,33.0,,0.33,16.5
2014-09-08,78,33.0,,0.33,25.740000000000002
2014-09-09,98,33.0,,0.33,32.34
2014-09-10,89,33.0,,0.33,29.37
2014-09-11,91,33.0,,0.33,30.03
2014-09-12,78,33.0,,0.33,25.740000000000002
2014-09-13,45,33.0,,0.33,14.850000000000001
2014-09-14,48,33.0,,0.33,15.84
2014-09-15,92,33.0,,0.33,30.360000000000003
2014-09-16,96,33.0,,0.33,31.68
2014-09-17,100,33.0,,0.33,33.0
2014-09-18,89,33.0,,0.33,29.37
2014-09-19,78,33.0,,0.33,25.740000000000002
2014-09-20,50,33.0,,0.33,16.5
2014-09-21,58,33.0,,0.33,19.14
2014-09-22,81,33.0,,0.33,26.73
2014-09-23,89,33.0,,0.33,29.37
2014-09-24,89,33.0,,0.33,29.37
2014-09-25,90,33.0,,0.33,29.700000000000003
2014-09-26,72,33.0,,0.33,23.76
2014-09-27,62,33.0,,0.33,20.46
2014-09-28,58,33.0,,0.33,19.14
2014-09-29,94,33.0,,0.33,31.020000000000003
2014-09-30,89,33.0,,0.33,29.37
2014-10-01,94,34.0,False,0.34,31.96
2014-10-02,87,34.0,,0.34,29.580000000000002
2014-10-03,77,34.0,,0.34,26.180000000000003
2014-10-04,52,34.0,,0.34,17.68
2014-10-05,50,34.0,,0.34,17.0
2014-10-06,92,34.0,,0.34,31.28
2014-10-07,86,34.0,,0.34,29.240000000000002
2014-10-08,94,34.0,,0.34,31.96
2014-10-09,93,34.0,,0.34,31.62
2014-10-10,80,34.0,,0.34,27.200000000000003
2014-10-11,51,34.0,,0.34,17.34
2014-10-12,58,34.0,,0.34,19.720000000000002
2014-10-13,88,34.0,,0.34,29.92
2014-10-14,89,34.0,,0.34,30.26
2014-10-15,99,34.0,,0.34,33.660000000000004
2014-10-16,87,34.0,,0.34,29.580000000000002
2014-10-17,75,34.0,,0.34,25.500000000000004
2014-10-18,49,34.0,,0.34,16.66
2014-10-19,55,34.0,,0.34,18.700000000000003
2014-10-20,82,34.0,,0.34,27.880000000000003
2014-10-21,97,34.0,,0.34,32.980000000000004
2014-10-22,100,34.0,,0.34,34.0
2014-10-23,90,34.0,,0.34,30.6
2014-10-24,80,34.0,,0.34,27.200000000000003
2014-10-25,52,34.0,,0.34,17.68
2014-10-26,60,34.0,,0.34,20.400000000000002
2014-10-27,84,34.0,,0.34,28.560000000000002
2014-10-28,95,34.0,,0.34,32.300000000000004
2014-10-29,93,34.0,,0.34,31.62
2014-10-30,89,34.0,,0.34,30.26
2014-10-31,82,34.0,,0.34,27.880000000000003
2014-11-01,51,34.0,False,0.34,17.34
2014-11-02,54,34.0,,0.34,18.360000000000003
2014-11-03,79,34.0,,0.34,26.860000000000003
2014-11-04,99,34.0,,0.34,33.660000000000004
2014-11-05,90,34.0,,0.34,30.6
2014-11-06,89,34.0,,0.34,30.26
2014-11-07,72,34.0,,0.34,24.48
2014-11-08,57,34.0,,0.34,19.380000000000003
2014-11-09,54,34.0,,0.34,18.360000000000003
2014-11-10,85,34.0,,0.34,28.900000000000002
2014-11-11,88,34.0,,0.34,29.92
2014-11-12,100,34.0,,0.34,34.0
2014-11-13,90,34.0,,0.34,30.6
2014-11-14,77,34.0,,0.34,26.180000000000003
2014-11-15,54,34.0,,0.34,18.360000000000003
2014-11-16,56,34.0,,0.34,19.040000000000003
2014-11-17,92,34.0,,0.34,31.28
2014-11-18,80,34.0,,0.34,27.200000000000003
2014-11-19,94,34.0,,0.34,31.96
2014-11-20,93,34.0,,0.34,31.62
2014-11-21,77,34.0,,0.34,26.180000000000003
2014-11-22,51,34.0,,0.34,17.34
2014-11-23,49,34.0,,0.34,16.66
2014-11-24,84,34.0,,0.34,28.560000000000002
2014-11-25,76,34.0,,0.34,25.840000000000003
2014-11-26,61,34.0,,0.34,20.740000000000002
2014-11-27,41,34.0,,0.34,13.940000000000001
2014-11-28,44,34.0,,0.34,14.96
2014-11-29,56,34.0,,0.34,19.040000000000003
2014-11-30,57,34.0,,0.34,19.380000000000003
2014-12-01,83,32.0,False,0.32,26.560000000000002
2014-12-02,93,32.0,,0.32,29.76
2014-12-03,100,32.0,,0.32,32.0
2014-12-04,98,32.0,,0.32,31.36
2014-12-05,79,32.0,,0.32,25.28
2014-12-06,58,32.0,,0.32,18.56
2014-12-07,57,32.0,,0.32,18.240000000000002
2014-12-08,86,32.0,,0.32,27.52
2014-12-09,92,32.0,,0.32,29.44
2014-12-10,89,32.0,,0.32,28.48
2014-12-11,85,32.0,,0.32,27.2
2014-12-12,85,32.0,,0.32,27.2
2014-12-13,47,32.0,,0.32,15.040000000000001
2014-12-14,55,32.0,,0.32,17.6
2014-12-15,71,32.0,,0.32,22.72
2014-12-16,78,32.0,,0.32,24.96
2014-12-17,84,32.0,,0.32,26.88
2014-12-18,73,32.0,,0.32,23.36
