date,debt_unscaled,debt_monthly,isPartial,scale,debt
2011-08-31,22,80.0,,0.8,17.6
2011-09-01,83,59.0,False,0.59,48.97
2011-09-02,84,59.0,,0.59,49.559999999999995
2011-09-03,88,59.0,,0.59,51.919999999999995
2011-09-04,100,59.0,,0.59,59.0
2011-09-05,90,59.0,,0.59,53.099999999999994
2011-09-06,84,59.0,,0.59,49.559999999999995
2011-09-07,84,59.0,,0.59,49.559999999999995
2011-09-08,85,59.0,,0.59,50.15
2011-09-09,78,59.0,,0.59,46.019999999999996
2011-09-10,82,59.0,,0.59,48.379999999999995
2011-09-11,79,59.0,,0.59,46.61
2011-09-12,73,59.0,,0.59,43.07
2011-09-13,79,59.0,,0.59,46.61
2011-09-14,74,59.0,,0.59,43.66
2011-09-15,69,59.0,,0.59,40.71
2011-09-16,71,59.0,,0.59,41.89
2011-09-17,64,59.0,,0.59,37.76
2011-09-18,72,59.0,,0.59,42.48
2011-09-19,72,59.0,,0.59,42.48
2011-09-20,76,59.0,,0.59,44.839999999999996
2011-09-21,71,59.0,,0.59,41.89
2011-09-22,70,59.0,,0.59,41.3
2011-09-23,72,59.0,,0.59,42.48
2011-09-24,58,59.0,,0.59,34.22
2011-09-25,56,59.0,,0.59,33.04
2011-09-26,77,59.0,,0.59,45.43
2011-09-27,79,59.0,,0.59,46.61
2011-09-28,90,59.0,,0.59,53.099999999999994
2011-09-29,76,59.0,,0.59,44.839999999999996
2011-09-30,67,59.0,,0.59,39.53
2011-10-01,86,50.0,False,0.5,43.0
2011-10-02,59,50.0,,0.5,29.5
2011-10-03,98,50.0,,0.5,49.0
2011-10-04,89,50.0,,0.5,44.5
2011-10-05,92,50.0,,0.5,46.0
2011-10-06,84,50.0,,0.5,42.0
2011-10-07,80,50.0,,0.5,40.0
2011-10-08,53,50.0,,0.5,26.5
2011-10-09,69,50.0,,0.5,34.5
2011-10-10,81,50.0,,0.5,40.5
2011-10-11,97,50.0,,0.5,48.5
2011-10-12,81,50.0,,0.5,40.5
2011-10-13,77,50.0,,0.5,38.5
2011-10-14,77,50.0,,0.5,38.5
2011-10-15,62,50.0,,0.5,31.0
2011-10-16,60,50.0,,0.5,30.0
2011-10-17,84,50.0,,0.5,42.0
2011-10-18,87,50.0,,0.5,43.5
2011-10-19,90,50.0,,0.5,45.0
2011-10-20,92,50.0,,0.5,46.0
2011-10-21,70,50.0,,0.5,35.0
2011-10-22,67,50.0,,0.5,33.5
2011-10-23,56,50.0,,0.5,28.0
2011-10-24,89,50.0,,0.5,44.5
2011-10-25,88,50.0,,0.5,44.0
2011-10-26,100,50.0,,0.5,50.0
2011-10-27,83,50.0,,0.5,41.5
2011-10-28,77,50.0,,0.5,38.5
2011-10-29,51,50.0,,0.5,25.5
2011-10-30,47,50.0,,0.5,23.5
2011-10-31,79,50.0,,0.5,39.5
2011-11-01,92,47.0,False,0.47,43.239999999999995
2011-11-02,87,47.0,,0.47,40.89
2011-11-03,91,47.0,,0.47,42.769999999999996
2011-11-04,84,47.0,,0.47,39.48
2011-11-05,54,47.0,,0.47,25.38
2011-11-06,62,47.0,,0.47,29.139999999999997
2011-11-07,85,47.0,,0.47,39.949999999999996
2011-11-08,82,47.0,,0.47,38.54
2011-11-09,96,47.0,,0.47,45.12
2011-11-10,92,47.0,,0.47,43.239999999999995
2011-11-11,73,47.0,,0.47,34.309999999999995
2011-11-12,53,47.0,,0.47,24.91
2011-11-13,60,47.0,,0.47,28.2
2011-11-14,83,47.0,,0.47,39.01
2011-11-15,78,47.0,,0.47,36.66
2011-11-16,100,47.0,,0.47,47.0
2011-11-17,94,47.0,,0.47,44.18
2011-11-18,80,47.0,,0.47,37.599999999999994
2011-11-19,60,47.0,,0.47,28.2
2011-11-20,61,47.0,,0.47,28.669999999999998
2011-11-21,91,47.0,,0.47,42.769999999999996
2011-11-22,76,47.0,,0.47,35.72
2011-11-23,72,47.0,,0.47,33.839999999999996
2011-11-24,55,47.0,,0.47,25.849999999999998
2011-11-25,58,47.0,,0.47,27.259999999999998
2011-11-26,65,47.0,,0.47,30.549999999999997
2011-11-27,64,47.0,,0.47,30.08
2011-11-28,83,47.0,,0.47,39.01
2011-11-29,98,47.0,,0.47,46.059999999999995
2011-11-30,89,47.0,,0.47,41.83
2011-12-01,96,40.0,False,0.4,38.400000000000006
2011-12-02,87,40.0,,0.4,34.800000000000004
2011-12-03,66,40.0,,0.4,26.400000000000002
2011-12-04,67,40.0,,0.4,26.8
2011-12-05,100,40.0,,0.4,40.0
2011-12-06,89,40.0,,0.4,35.6
2011-12-07,97,40.0,,0.4,38.800000000000004
2011-12-08,94,40.0,,0.4,37.6
2011-12-09,94,40.0,,0.4,37.6
2011-12-10,74,40.0,,0.4,29.6
2011-12-11,90,40.0,,0.4,36.0
2011-12-12,93,40.0,,0.4,37.2
2011-12-13,98,40.0,,0.4,39.2
2011-12-14,88,40.0,,0.4,35.2
2011-12-15,81,40.0,,0.4,32.4
2011-12-16,75,40.0,,0.4,30.0
2011-12-17,62,40.0,,0.4,24.8
2011-12-18,61,40.0,,0.4,24.400000000000002
2011-12-19,70,40.0,,0.4,28.0
2011-12-20,74,40.0,,0.4,29.6
2011-12-21,67,40.0,,0.4,26.8
2011-12-22,56,40.0,,0.4,22.400000000000002
2011-12-23,57,40.0,,0.4,22.8
2011-12-24,48,40.0,,0.4,19.200000000000003
2011-12-25,38,40.0,,0.4,15.200000000000001
2011-12-26,47,40.0,,0.4,18.8
2011-12-27,70,40.0,,0.4,28.0
2011-12-28,83,40.0,,0.4,33.2
2011-12-29,80,40.0,,0.4,32.0
2011-12-30,58,40.0,,0.4,23.200000000000003
2011-12-31,57,40.0,,0.4,22.8
2012-01-01,37,49.0,False,0.49,18.13
2012-01-02,50,49.0,,0.49,24.5
2012-01-03,60,49.0,,0.49,29.4
2012-01-04,73,49.0,,0.49,35.769999999999996
2012-01-05,71,49.0,,0.49,34.79
2012-01-06,65,49.0,,0.49,31.849999999999998
2012-01-07,53,49.0,,0.49,25.97
2012-01-08,50,49.0,,0.49,24.5
2012-01-09,54,49.0,,0.49,26.46
2012-01-10,65,49.0,,0.49,31.849999999999998
2012-01-11,65,49.0,,0.49,31.849999999999998
2012-01-12,66,49.0,,0.49,32.339999999999996
2012-01-13,79,49.0,,0.49,38.71
2012-01-14,54,49.0,,0.49,26.46
2012-01-15,58,49.0,,0.49,28.419999999999998
2012-01-16,58,49.0,,0.49,28.419999999999998
2012-01-17,65,49.0,,0.49,31.849999999999998
2012-01-18,63,49.0,,0.49,30.87
2012-01-19,83,49.0,,0.49,40.67
2012-01-20,71,49.0,,0.49,34.79
2012-01-21,59,49.0,,0.49,28.91
2012-01-22,62,49.0,,0.49,30.38
2012-01-23,79,49.0,,0.49,38.71
2012-01-24,94,49.0,,0.49,46.06
2012-01-25,100,49.0,,0.49,49.0
2012-01-26,74,49.0,,0.49,36.26
2012-01-27,80,49.0,,0.49,39.2
2012-01-28,57,49.0,,0.49,27.93
2012-01-29,66,49.0,,0.49,32.339999999999996
2012-01-30,76,49.0,,0.49,37.24
2012-01-31,90,49.0,,0.49,44.1
2012-02-01,100,45.0,False,0.45,45.0
2012-02-02,96,45.0,,0.45,43.2
2012-02-03,89,45.0,,0.45,40.050000000000004
2012-02-04,70,45.0,,0.45,31.5
2012-02-05,65,45.0,,0.45,29.25
2012-02-06,88,45.0,,0.45,39.6
2012-02-07,98,45.0,,0.45,44.1
2012-02-08,91,45.0,,0.45,40.95
2012-02-09,95,45.0,,0.45,42.75
2012-02-10,90,45.0,,0.45,40.5
2012-02-11,81,45.0,,0.45,36.45
2012-02-12,67,45.0,,0.45,30.150000000000002
2012-02-13,94,45.0,,0.45,42.300000000000004
2012-02-14,95,45.0,,0.45,42.75
2012-02-15,95,45.0,,0.45,42.75
2012-02-16,93,45.0,,0.45,41.85
2012-02-17,87,45.0,,0.45,39.15
2012-02-18,58,45.0,,0.45,26.1
2012-02-19,75,45.0,,0.45,33.75
2012-02-20,93,45.0,,0.45,41.85
2012-02-21,100,45.0,,0.45,45.0
2012-02-22,86,45.0,,0.45,38.7
2012-02-23,91,45.0,,0.45,40.95
2012-02-24,83,45.0,,0.45,37.35
2012-02-25,55,45.0,,0.45,24.75
2012-02-26,66,45.0,,0.45,29.7
2012-02-27,88,45.0,,0.45,39.6
2012-02-28,87,45.0,,0.45,39.15
2012-02-29,94,45.0,,0.45,42.300000000000004
2012-03-01,87,39.0,False,0.39,33.93
2012-03-02,90,39.0,,0.39,35.1
2012-03-03,63,39.0,,0.39,24.57
2012-03-04,73,39.0,,0.39,28.470000000000002
2012-03-05,86,39.0,,0.39,33.54
2012-03-06,90,39.0,,0.39,35.1
2012-03-07,91,39.0,,0.39,35.49
2012-03-08,90,39.0,,0.39,35.1
2012-03-09,88,39.0,,0.39,34.32
2012-03-10,60,39.0,,0.39,23.400000000000002
2012-03-11,58,39.0,,0.39,22.62
2012-03-12,84,39.0,,0.39,32.76
2012-03-13,92,39.0,,0.39,35.88
2012-03-14,84,39.0,,0.39,32.76
2012-03-15,83,39.0,,0.39,32.370000000000005
2012-03-16,81,39.0,,0.39,31.59
2012-03-17,61,39.0,,0.39,23.79
2012-03-18,63,39.0,,0.39,24.57
2012-03-19,84,39.0,,0.39,32.76
2012-03-20,100,39.0,,0.39,39.0
2012-03-21,91,39.0,,0.39,35.49
2012-03-22,86,39.0,,0.39,33.54
2012-03-23,82,39.0,,0.39,31.98
2012-03-24,61,39.0,,0.39,23.79
2012-03-25,68,39.0,,0.39,26.52
2012-03-26,87,39.0,,0.39,33.93
2012-03-27,88,39.0,,0.39,34.32
2012-03-28,86,39.0,,0.39,33.54
2012-03-29,88,39.0,,0.39,34.32
2012-03-30,83,39.0,,0.39,32.370000000000005
2012-03-31,54,39.0,,0.39,21.060000000000002
2012-04-01,63,41.0,False,0.41,25.83
2012-04-02,75,41.0,,0.41,30.749999999999996
2012-04-03,86,41.0,,0.41,35.26
2012-04-04,77,41.0,,0.41,31.569999999999997
2012-04-05,82,41.0,,0.41,33.62
2012-04-06,64,41.0,,0.41,26.24
2012-04-07,52,41.0,,0.41,21.32
2012-04-08,61,41.0,,0.41,25.009999999999998
2012-04-09,87,41.0,,0.41,35.669999999999995
2012-04-10,98,41.0,,0.41,40.18
2012-04-11,88,41.0,,0.41,36.08
2012-04-12,86,41.0,,0.41,35.26
2012-04-13,78,41.0,,0.41,31.979999999999997
2012-04-14,64,41.0,,0.41,26.24
2012-04-15,64,41.0,,0.41,26.24
2012-04-16,80,41.0,,0.41,32.8
2012-04-17,88,41.0,,0.41,36.08
2012-04-18,97,41.0,,0.41,39.769999999999996
2012-04-19,94,41.0,,0.41,38.54
2012-04-20,72,41.0,,0.41,29.52
2012-04-21,48,41.0,,0.41,19.68
2012-04-22,60,41.0,,0.41,24.599999999999998
2012-04-23,82,41.0,,0.41,33.62
2012-04-24,94,41.0,,0.41,38.54
2012-04-25,92,41.0,,0.41,37.72
2012-04-26,100,41.0,,0.41,41.0
2012-04-27,82,41.0,,0.41,33.62
2012-04-28,65,41.0,,0.41,26.65
2012-04-29,66,41.0,,0.41,27.06
2012-04-30,91,41.0,,0.41,37.309999999999995
2012-05-01,94,40.0,False,0.4,37.6
2012-05-02,82,40.0,,0.4,32.800000000000004
2012-05-03,83,40.0,,0.4,33.2
2012-05-04,74,40.0,,0.4,29.6
2012-05-05,42,40.0,,0.4,16.8
2012-05-06,55,40.0,,0.4,22.0
2012-05-07,78,40.0,,0.4,31.200000000000003
2012-05-08,87,40.0,,0.4,34.800000000000004
2012-05-09,78,40.0,,0.4,31.200000000000003
2012-05-10,82,40.0,,0.4,32.800000000000004
2012-05-11,63,40.0,,0.4,25.200000000000003
2012-05-12,46,40.0,,0.4,18.400000000000002
2012-05-13,63,40.0,,0.4,25.200000000000003
2012-05-14,80,40.0,,0.4,32.0
2012-05-15,85,40.0,,0.4,34.0
2012-05-16,96,40.0,,0.4,38.400000000000006
2012-05-17,100,40.0,,0.4,40.0
2012-05-18,76,40.0,,0.4,30.400000000000002
2012-05-19,49,40.0,,0.4,19.6
2012-05-20,62,40.0,,0.4,24.8
2012-05-21,77,40.0,,0.4,30.8
2012-05-22,91,40.0,,0.4,36.4
2012-05-23,82,40.0,,0.4,32.800000000000004
2012-05-24,76,40.0,,0.4,30.400000000000002
2012-05-25,66,40.0,,0.4,26.400000000000002
2012-05-26,53,40.0,,0.4,21.200000000000003
2012-05-27,46,40.0,,0.4,18.400000000000002
2012-05-28,55,40.0,,0.4,22.0
2012-05-29,68,40.0,,0.4,27.200000000000003
2012-05-30,80,40.0,,0.4,32.0
2012-05-31,63,40.0,,0.4,25.200000000000003
2012-06-01,77,36.0,False,0.36,27.72
2012-06-02,62,36.0,,0.36,22.32
2012-06-03,70,36.0,,0.36,25.2
2012-06-04,83,36.0,,0.36,29.88
2012-06-05,96,36.0,,0.36,34.56
2012-06-06,97,36.0,,0.36,34.92
2012-06-07,93,36.0,,0.36,33.48
2012-06-08,98,36.0,,0.36,35.28
2012-06-09,66,36.0,,0.36,23.759999999999998
2012-06-10,64,36.0,,0.36,23.04
2012-06-11,92,36.0,,0.36,33.12
2012-06-12,96,36.0,,0.36,34.56
2012-06-13,96,36.0,,0.36,34.56
2012-06-14,93,36.0,,0.36,33.48
2012-06-15,76,36.0,,0.36,27.36
2012-06-16,68,36.0,,0.36,24.48
2012-06-17,63,36.0,,0.36,22.68
2012-06-18,87,36.0,,0.36,31.32
2012-06-19,99,36.0,,0.36,35.64
2012-06-20,93,36.0,,0.36,33.48
2012-06-21,90,36.0,,0.36,32.4
2012-06-22,83,36.0,,0.36,29.88
2012-06-23,61,36.0,,0.36,21.96
2012-06-24,70,36.0,,0.36,25.2
2012-06-25,92,36.0,,0.36,33.12
2012-06-26,95,36.0,,0.36,34.199999999999996
2012-06-27,90,36.0,,0.36,32.4
2012-06-28,100,36.0,,0.36,36.0
2012-06-29,82,36.0,,0.36,29.52
2012-06-30,69,36.0,,0.36,24.84
2012-07-01,70,35.0,False,0.35,24.5
2012-07-02,88,35.0,,0.35,30.799999999999997
2012-07-03,91,35.0,,0.35,31.849999999999998
2012-07-04,65,35.0,,0.35,22.75
2012-07-05,79,35.0,,0.35,27.65
2012-07-06,89,35.0,,0.35,31.15
2012-07-07,57,35.0,,0.35,19.95
2012-07-08,60,35.0,,0.35,21.0
2012-07-09,94,35.0,,0.35,32.9
2012-07-10,92,35.0,,0.35,32.199999999999996
2012-07-11,93,35.0,,0.35,32.55
2012-07-12,98,35.0,,0.35,34.3
2012-07-13,94,35.0,,0.35,32.9
2012-07-14,69,35.0,,0.35,24.15
2012-07-15,72,35.0,,0.35,25.2
2012-07-16,96,35.0,,0.35,33.599999999999994
2012-07-17,91,35.0,,0.35,31.849999999999998
2012-07-18,95,35.0,,0.35,33.25
2012-07-19,87,35.0,,0.35,30.45
2012-07-20,84,35.0,,0.35,29.4
2012-07-21,70,35.0,,0.35,24.5
2012-07-22,60,35.0,,0.35,21.0
2012-07-23,91,35.0,,0.35,31.849999999999998
2012-07-24,100,35.0,,0.35,35.0
2012-07-25,93,35.0,,0.35,32.55
2012-07-26,98,35.0,,0.35,34.3
2012-07-27,75,35.0,,0.35,26.25
2012-07-28,65,35.0,,0.35,22.75
2012-07-29,66,35.0,,0.35,23.099999999999998
2012-07-30,82,35.0,,0.35,28.7
2012-07-31,93,35.0,,0.35,32.55
2012-08-01,59,38.0,False,0.38,22.42
2012-08-02,63,38.0,,0.38,23.94
2012-08-03,54,38.0,,0.38,20.52
2012-08-04,40,38.0,,0.38,15.2
2012-08-05,39,38.0,,0.38,14.82
2012-08-06,58,38.0,,0.38,22.04
2012-08-07,68,38.0,,0.38,25.84
2012-08-08,61,38.0,,0.38,23.18
2012-08-09,67,38.0,,0.38,25.46
2012-08-10,63,38.0,,0.38,23.94
2012-08-11,49,38.0,,0.38,18.62
2012-08-12,51,38.0,,0.38,19.38
2012-08-13,67,38.0,,0.38,25.46
2012-08-14,68,38.0,,0.38,25.84
2012-08-15,74,38.0,,0.38,28.12
2012-08-16,68,38.0,,0.38,25.84
2012-08-17,56,38.0,,0.38,21.28
2012-08-18,48,38.0,,0.38,18.240000000000002
2012-08-19,52,38.0,,0.38,19.76
2012-08-20,63,38.0,,0.38,23.94
2012-08-21,58,38.0,,0.38,22.04
2012-08-22,70,38.0,,0.38,26.6
2012-08-23,66,38.0,,0.38,25.080000000000002
2012-08-24,58,38.0,,0.38,22.04
2012-08-25,44,38.0,,0.38,16.72
2012-08-26,44,38.0,,0.38,16.72
2012-08-27,66,38.0,,0.38,25.080000000000002
2012-08-28,82,38.0,,0.38,31.16
2012-08-29,81,38.0,,0.38,30.78
2012-08-30,100,38.0,,0.38,38.0
2012-08-31,88,38.0,,0.38,33.44
2012-09-01,42,47.0,False,0.47,19.74
2012-09-02,40,47.0,,0.47,18.799999999999997
2012-09-03,49,47.0,,0.47,23.029999999999998
2012-09-04,87,47.0,,0.47,40.89
2012-09-05,100,47.0,,0.47,47.0
2012-09-06,85,47.0,,0.47,39.949999999999996
2012-09-07,77,47.0,,0.47,36.19
2012-09-08,49,47.0,,0.47,23.029999999999998
2012-09-09,45,47.0,,0.47,21.15
2012-09-10,56,47.0,,0.47,26.32
2012-09-11,67,47.0,,0.47,31.49
2012-09-12,60,47.0,,0.47,28.2
2012-09-13,65,47.0,,0.47,30.549999999999997
2012-09-14,49,47.0,,0.47,23.029999999999998
2012-09-15,47,47.0,,0.47,22.09
2012-09-16,43,47.0,,0.47,20.209999999999997
2012-09-17,54,47.0,,0.47,25.38
2012-09-18,62,47.0,,0.47,29.139999999999997
2012-09-19,68,47.0,,0.47,31.959999999999997
2012-09-20,64,47.0,,0.47,30.08
2012-09-21,50,47.0,,0.47,23.5
2012-09-22,40,47.0,,0.47,18.799999999999997
2012-09-23,40,47.0,,0.47,18.799999999999997
2012-09-24,56,47.0,,0.47,26.32
2012-09-25,61,47.0,,0.47,28.669999999999998
2012-09-26,53,47.0,,0.47,24.91
2012-09-27,56,47.0,,0.47,26.32
2012-09-28,52,47.0,,0.47,24.439999999999998
2012-09-29,40,47.0,,0.47,18.799999999999997
2012-09-30,48,47.0,,0.47,22.56
2012-10-01,59,47.0,False,0.47,27.729999999999997
2012-10-02,59,47.0,,0.47,27.729999999999997
2012-10-03,72,47.0,,0.47,33.839999999999996
2012-10-04,100,47.0,,0.47,47.0
2012-10-05,60,47.0,,0.47,28.2
2012-10-06,39,47.0,,0.47,18.33
2012-10-07,49,47.0,,0.47,23.029999999999998
2012-10-08,57,47.0,,0.47,26.79
2012-10-09,62,47.0,,0.47,29.139999999999997
2012-10-10,63,47.0,,0.47,29.61
2012-10-11,59,47.0,,0.47,27.729999999999997
2012-10-12,54,47.0,,0.47,25.38
2012-10-13,39,47.0,,0.47,18.33
2012-10-14,44,47.0,,0.47,20.68
2012-10-15,56,47.0,,0.47,26.32
2012-10-16,63,47.0,,0.47,29.61
2012-10-17,88,47.0,,0.47,41.36
2012-10-18,70,47.0,,0.47,32.9
2012-10-19,57,47.0,,0.47,26.79
2012-10-20,37,47.0,,0.47,17.39
2012-10-21,45,47.0,,0.47,21.15
2012-10-22,66,47.0,,0.47,31.02
2012-10-23,83,47.0,,0.47,39.01
2012-10-24,71,47.0,,0.47,33.37
2012-10-25,71,47.0,,0.47,33.37
2012-10-26,60,47.0,,0.47,28.2
2012-10-27,41,47.0,,0.47,19.27
2012-10-28,40,47.0,,0.47,18.799999999999997
2012-10-29,56,47.0,,0.47,26.32
2012-10-30,56,47.0,,0.47,26.32
2012-10-31,57,47.0,,0.47,26.79
2012-11-01,39,46.0,False,0.46,17.94
2012-11-02,43,46.0,,0.46,19.78
2012-11-03,29,46.0,,0.46,13.34
2012-11-04,33,46.0,,0.46,15.180000000000001
2012-11-05,48,46.0,,0.46,22.080000000000002
2012-11-06,55,46.0,,0.46,25.3
2012-11-07,100,46.0,,0.46,46.0
2012-11-08,66,46.0,,0.46,30.360000000000003
2012-11-09,50,46.0,,0.46,23.0
2012-11-10,31,46.0,,0.46,14.26
2012-11-11,32,46.0,,0.46,14.72
2012-11-12,38,46.0,,0.46,17.48
2012-11-13,46,46.0,,0.46,21.16
2012-11-14,47,46.0,,0.46,21.62
2012-11-15,45,46.0,,0.46,20.7
2012-11-16,37,46.0,,0.46,17.02
2012-11-17,30,46.0,,0.46,13.8
2012-11-18,25,46.0,,0.46,11.5
2012-11-19,39,46.0,,0.46,17.94
2012-11-20,37,46.0,,0.46,17.02
2012-11-21,31,46.0,,0.46,14.26
2012-11-22,21,46.0,,0.46,9.66
2012-11-23,19,46.0,,0.46,8.74
2012-11-24,21,46.0,,0.46,9.66
2012-11-25,24,46.0,,0.46,11.040000000000001
2012-11-26,38,46.0,,0.46,17.48
2012-11-27,40,46.0,,0.46,18.400000000000002
2012-11-28,43,46.0,,0.46,19.78
2012-11-29,43,46.0,,0.46,19.78
2012-11-30,36,46.0,,0.46,16.560000000000002
2012-12-01,64,35.0,False,0.35,22.4
2012-12-02,63,35.0,,0.35,22.049999999999997
2012-12-03,79,35.0,,0.35,27.65
2012-12-04,90,35.0,,0.35,31.499999999999996
2012-12-05,88,35.0,,0.35,30.799999999999997
2012-12-06,100,35.0,,0.35,35.0
2012-12-07,92,35.0,,0.35,32.199999999999996
2012-12-08,60,35.0,,0.35,21.0
2012-12-09,56,35.0,,0.35,19.599999999999998
2012-12-10,75,35.0,,0.35,26.25
2012-12-11,90,35.0,,0.35,31.499999999999996
2012-12-12,82,35.0,,0.35,28.7
2012-12-13,75,35.0,,0.35,26.25
2012-12-14,66,35.0,,0.35,23.099999999999998
2012-12-15,42,35.0,,0.35,14.7
2012-12-16,41,35.0,,0.35,14.35
2012-12-17,61,35.0,,0.35,21.349999999999998
2012-12-18,72,35.0,,0.35,25.2
2012-12-19,62,35.0,,0.35,21.7
2012-12-20,54,35.0,,0.35,18.9
2012-12-21,52,35.0,,0.35,18.2
2012-12-22,38,35.0,,0.35,13.299999999999999
2012-12-23,37,35.0,,0.35,12.95
2012-12-24,41,35.0,,0.35,14.35
2012-12-25,32,35.0,,0.35,11.2
2012-12-26,52,35.0,,0.35,18.2
2012-12-27,71,35.0,,0.35,24.849999999999998
2012-12-28,72,35.0,,0.35,25.2
2012-12-29,58,35.0,,0.35,20.299999999999997
2012-12-30,51,35.0,,0.35,17.849999999999998
2012-12-31,64,35.0,,0.35,22.4
2013-01-01,52,45.0,False,0.45,23.400000000000002
2013-01-02,100,45.0,,0.45,45.0
2013-01-03,78,45.0,,0.45,35.1
2013-01-04,72,45.0,,0.45,32.4
2013-01-05,53,45.0,,0.45,23.85
2013-01-06,56,45.0,,0.45,25.2
2013-01-07,77,45.0,,0.45,34.65
2013-01-08,71,45.0,,0.45,31.95
2013-01-09,76,45.0,,0.45,34.2
2013-01-10,70,45.0,,0.45,31.5
2013-01-11,73,45.0,,0.45,32.85
2013-01-12,47,45.0,,0.45,21.150000000000002
2013-01-13,52,45.0,,0.45,23.400000000000002
2013-01-14,90,45.0,,0.45,40.5
2013-01-15,93,45.0,,0.45,41.85
2013-01-16,84,45.0,,0.45,37.800000000000004
2013-01-17,69,45.0,,0.45,31.05
2013-01-18,69,45.0,,0.45,31.05
2013-01-19,48,45.0,,0.45,21.6
2013-01-20,46,45.0,,0.45,20.7
2013-01-21,59,45.0,,0.45,26.55
2013-01-22,74,45.0,,0.45,33.300000000000004
2013-01-23,73,45.0,,0.45,32.85
2013-01-24,75,45.0,,0.45,33.75
2013-01-25,61,45.0,,0.45,27.45
2013-01-26,47,45.0,,0.45,21.150000000000002
2013-01-27,46,45.0,,0.45,20.7
2013-01-28,64,45.0,,0.45,28.8
2013-01-29,72,45.0,,0.45,32.4
2013-01-30,71,45.0,,0.45,31.95
2013-01-31,72,45.0,,0.45,32.4
2013-02-01,81,40.0,False,0.4,32.4
2013-02-02,55,40.0,,0.4,22.0
2013-02-03,50,40.0,,0.4,20.0
2013-02-04,74,40.0,,0.4,29.6
2013-02-05,86,40.0,,0.4,34.4
2013-02-06,84,40.0,,0.4,33.6
2013-02-07,74,40.0,,0.4,29.6
2013-02-08,73,40.0,,0.4,29.200000000000003
2013-02-09,50,40.0,,0.4,20.0
2013-02-10,49,40.0,,0.4,19.6
2013-02-11,74,40.0,,0.4,29.6
2013-02-12,81,40.0,,0.4,32.4
2013-02-13,100,40.0,,0.4,40.0
2013-02-14,87,40.0,,0.4,34.800000000000004
2013-02-15,68,40.0,,0.4,27.200000000000003
2013-02-16,47,40.0,,0.4,18.8
2013-02-17,49,40.0,,0.4,19.6
2013-02-18,68,40.0,,0.4,27.200000000000003
2013-02-19,80,40.0,,0.4,32.0
2013-02-20,85,40.0,,0.4,34.0
2013-02-21,83,40.0,,0.4,33.2
2013-02-22,67,40.0,,0.4,26.8
2013-02-23,56,40.0,,0.4,22.400000000000002
2013-02-24,60,40.0,,0.4,24.0
2013-02-25,79,40.0,,0.4,31.6
2013-02-26,88,40.0,,0.4,35.2
2013-02-27,89,40.0,,0.4,35.6
2013-02-28,87,40.0,,0.4,34.800000000000004
2013-03-01,85,37.0,False,0.37,31.45
2013-03-02,61,37.0,,0.37,22.57
2013-03-03,62,37.0,,0.37,22.94
2013-03-04,84,37.0,,0.37,31.08
2013-03-05,90,37.0,,0.37,33.3
2013-03-06,90,37.0,,0.37,33.3
2013-03-07,89,37.0,,0.37,32.93
2013-03-08,74,37.0,,0.37,27.38
2013-03-09,62,37.0,,0.37,22.94
2013-03-10,60,37.0,,0.37,22.2
2013-03-11,93,37.0,,0.37,34.41
2013-03-12,100,37.0,,0.37,37.0
2013-03-13,91,37.0,,0.37,33.67
2013-03-14,84,37.0,,0.37,31.08
2013-03-15,80,37.0,,0.37,29.6
2013-03-16,53,37.0,,0.37,19.61
2013-03-17,61,37.0,,0.37,22.57
2013-03-18,78,37.0,,0.37,28.86
2013-03-19,85,37.0,,0.37,31.45
2013-03-20,94,37.0,,0.37,34.78
2013-03-21,81,37.0,,0.37,29.97
2013-03-22,70,37.0,,0.37,25.9
2013-03-23,51,37.0,,0.37,18.87
2013-03-24,57,37.0,,0.37,21.09
2013-03-25,79,37.0,,0.37,29.23
2013-03-26,74,37.0,,0.37,27.38
2013-03-27,91,37.0,,0.37,33.67
2013-03-28,73,37.0,,0.37,27.009999999999998
2013-03-29,65,37.0,,0.37,24.05
2013-03-30,62,37.0,,0.37,22.94
2013-03-31,59,37.0,,0.37,21.83
2013-04-01,76,38.0,False,0.38,28.88
2013-04-02,90,38.0,,0.38,34.2
2013-04-03,86,38.0,,0.38,32.68
2013-04-04,76,38.0,,0.38,28.88
2013-04-05,75,38.0,,0.38,28.5
2013-04-06,53,38.0,,0.38,20.14
2013-04-07,53,38.0,,0.38,20.14
2013-04-08,90,38.0,,0.38,34.2
2013-04-09,86,38.0,,0.38,32.68
2013-04-10,92,38.0,,0.38,34.96
2013-04-11,91,38.0,,0.38,34.58
2013-04-12,77,38.0,,0.38,29.26
2013-04-13,56,38.0,,0.38,21.28
2013-04-14,61,38.0,,0.38,23.18
2013-04-15,85,38.0,,0.38,32.3
2013-04-16,87,38.0,,0.38,33.06
2013-04-17,84,38.0,,0.38,31.92
2013-04-18,86,38.0,,0.38,32.68
2013-04-19,68,38.0,,0.38,25.84
2013-04-20,56,38.0,,0.38,21.28
2013-04-21,58,38.0,,0.38,22.04
2013-04-22,78,38.0,,0.38,29.64
2013-04-23,90,38.0,,0.38,34.2
2013-04-24,89,38.0,,0.38,33.82
2013-04-25,86,38.0,,0.38,32.68
2013-04-26,76,38.0,,0.38,28.88
2013-04-27,53,38.0,,0.38,20.14
2013-04-28,54,38.0,,0.38,20.52
2013-04-29,94,38.0,,0.38,35.72
