date,war_unscaled,war_monthly,isPartial,scale,war
2016-01-05,81,46.0,,0.46,37.260000000000005
2016-01-06,90,46.0,,0.46,41.4
2016-01-07,88,46.0,,0.46,40.480000000000004
2016-01-08,87,46.0,,0.46,40.02
2016-01-09,73,46.0,,0.46,33.58
2016-01-10,75,46.0,,0.46,34.5
2016-01-11,87,46.0,,0.46,40.02
2016-01-12,85,46.0,,0.46,39.1
2016-01-13,86,46.0,,0.46,39.56
2016-01-14,82,46.0,,0.46,37.72
2016-01-15,84,46.0,,0.46,38.64
2016-01-16,65,46.0,,0.46,29.900000000000002
2016-01-17,75,46.0,,0.46,34.5
2016-01-18,80,46.0,,0.46,36.800000000000004
2016-01-19,100,46.0,,0.46,46.0
2016-01-20,89,46.0,,0.46,40.940000000000005
2016-01-21,91,46.0,,0.46,41.86
2016-01-22,85,46.0,,0.46,39.1
2016-01-23,74,46.0,,0.46,34.04
2016-01-24,77,46.0,,0.46,35.42
2016-01-25,84,46.0,,0.46,38.64
2016-01-26,98,46.0,,0.46,45.080000000000005
2016-01-27,93,46.0,,0.46,42.78
2016-01-28,87,46.0,,0.46,40.02
2016-01-29,84,46.0,,0.46,38.64
2016-01-30,70,46.0,,0.46,32.2
2016-01-31,88,46.0,,0.46,40.480000000000004
2016-02-01,92,49.0,False,0.49,45.08
2016-02-02,92,49.0,,0.49,45.08
2016-02-03,95,49.0,,0.49,46.55
2016-02-04,98,49.0,,0.49,48.019999999999996
2016-02-05,87,49.0,,0.49,42.63
2016-02-06,72,49.0,,0.49,35.28
2016-02-07,81,49.0,,0.49,39.69
2016-02-08,100,49.0,,0.49,49.0
2016-02-09,98,49.0,,0.49,48.019999999999996
2016-02-10,92,49.0,,0.49,45.08
2016-02-11,93,49.0,,0.49,45.57
2016-02-12,86,49.0,,0.49,42.14
2016-02-13,71,49.0,,0.49,34.79
2016-02-14,79,49.0,,0.49,38.71
2016-02-15,81,49.0,,0.49,39.69
2016-02-16,88,49.0,,0.49,43.12
2016-02-17,91,49.0,,0.49,44.589999999999996
2016-02-18,92,49.0,,0.49,45.08
2016-02-19,92,49.0,,0.49,45.08
2016-02-20,75,49.0,,0.49,36.75
2016-02-21,82,49.0,,0.49,40.18
2016-02-22,96,49.0,,0.49,47.04
2016-02-23,98,49.0,,0.49,48.019999999999996
2016-02-24,93,49.0,,0.49,45.57
2016-02-25,96,49.0,,0.49,47.04
2016-02-26,90,49.0,,0.49,44.1
2016-02-27,68,49.0,,0.49,33.32
2016-02-28,77,49.0,,0.49,37.73
2016-02-29,93,49.0,,0.49,45.57
2016-03-01,57,52.0,False,0.52,29.64
2016-03-02,56,52.0,,0.52,29.12
2016-03-03,60,52.0,,0.52,31.200000000000003
2016-03-04,57,52.0,,0.52,29.64
2016-03-05,42,52.0,,0.52,21.84
2016-03-06,47,52.0,,0.52,24.44
2016-03-07,59,52.0,,0.52,30.68
2016-03-08,58,52.0,,0.52,30.16
2016-03-09,59,52.0,,0.52,30.68
2016-03-10,100,52.0,,0.52,52.0
2016-03-11,100,52.0,,0.52,52.0
2016-03-12,67,52.0,,0.52,34.84
2016-03-13,68,52.0,,0.52,35.36
2016-03-14,64,52.0,,0.52,33.28
2016-03-15,65,52.0,,0.52,33.800000000000004
2016-03-16,62,52.0,,0.52,32.24
2016-03-17,61,52.0,,0.52,31.720000000000002
2016-03-18,57,52.0,,0.52,29.64
2016-03-19,49,52.0,,0.52,25.48
2016-03-20,51,52.0,,0.52,26.52
2016-03-21,57,52.0,,0.52,29.64
2016-03-22,58,52.0,,0.52,30.16
2016-03-23,58,52.0,,0.52,30.16
2016-03-24,59,52.0,,0.52,30.68
2016-03-25,53,52.0,,0.52,27.560000000000002
2016-03-26,50,52.0,,0.52,26.0
2016-03-27,56,52.0,,0.52,29.12
2016-03-28,58,52.0,,0.52,30.16
2016-03-29,58,52.0,,0.52,30.16
2016-03-30,60,52.0,,0.52,31.200000000000003
2016-03-31,60,52.0,,0.52,31.200000000000003
2016-04-01,66,61.0,False,0.61,40.26
2016-04-02,56,61.0,,0.61,34.16
2016-04-03,65,61.0,,0.61,39.65
2016-04-04,76,61.0,,0.61,46.36
2016-04-05,75,61.0,,0.61,45.75
2016-04-06,75,61.0,,0.61,45.75
2016-04-07,79,61.0,,0.61,48.19
2016-04-08,74,61.0,,0.61,45.14
2016-04-09,64,61.0,,0.61,39.04
2016-04-10,74,61.0,,0.61,45.14
2016-04-11,94,61.0,,0.61,57.339999999999996
2016-04-12,87,61.0,,0.61,53.07
2016-04-13,94,61.0,,0.61,57.339999999999996
2016-04-14,96,61.0,,0.61,58.56
2016-04-15,90,61.0,,0.61,54.9
2016-04-16,75,61.0,,0.61,45.75
2016-04-17,79,61.0,,0.61,48.19
2016-04-18,95,61.0,,0.61,57.949999999999996
2016-04-19,92,61.0,,0.61,56.12
2016-04-20,87,61.0,,0.61,53.07
2016-04-21,89,61.0,,0.61,54.29
2016-04-22,87,61.0,,0.61,53.07
2016-04-23,75,61.0,,0.61,45.75
2016-04-24,81,61.0,,0.61,49.41
2016-04-25,93,61.0,,0.61,56.73
2016-04-26,95,61.0,,0.61,57.949999999999996
2016-04-27,100,61.0,,0.61,61.0
2016-04-28,98,61.0,,0.61,59.78
2016-04-29,97,61.0,,0.61,59.17
2016-04-30,86,61.0,,0.61,52.46
2016-05-01,47,80.0,False,0.8,37.6
2016-05-02,51,80.0,,0.8,40.800000000000004
2016-05-03,52,80.0,,0.8,41.6
2016-05-04,54,80.0,,0.8,43.2
2016-05-05,61,80.0,,0.8,48.800000000000004
2016-05-06,91,80.0,,0.8,72.8
2016-05-07,100,80.0,,0.8,80.0
2016-05-08,91,80.0,,0.8,72.8
2016-05-09,72,80.0,,0.8,57.6
2016-05-10,59,80.0,,0.8,47.2
2016-05-11,55,80.0,,0.8,44.0
2016-05-12,52,80.0,,0.8,41.6
2016-05-13,50,80.0,,0.8,40.0
2016-05-14,54,80.0,,0.8,43.2
2016-05-15,58,80.0,,0.8,46.400000000000006
2016-05-16,49,80.0,,0.8,39.2
2016-05-17,44,80.0,,0.8,35.2
2016-05-18,42,80.0,,0.8,33.6
2016-05-19,39,80.0,,0.8,31.200000000000003
2016-05-20,40,80.0,,0.8,32.0
2016-05-21,37,80.0,,0.8,29.6
2016-05-22,43,80.0,,0.8,34.4
2016-05-23,42,80.0,,0.8,33.6
2016-05-24,39,80.0,,0.8,31.200000000000003
2016-05-25,37,80.0,,0.8,29.6
2016-05-26,38,80.0,,0.8,30.400000000000002
2016-05-27,35,80.0,,0.8,28.0
2016-05-28,33,80.0,,0.8,26.400000000000002
2016-05-29,38,80.0,,0.8,30.400000000000002
2016-05-30,43,80.0,,0.8,34.4
2016-05-31,35,80.0,,0.8,28.0
2016-06-01,99,39.0,False,0.39,38.61
2016-06-02,96,39.0,,0.39,37.44
2016-06-03,92,39.0,,0.39,35.88
2016-06-04,88,39.0,,0.39,34.32
2016-06-05,100,39.0,,0.39,39.0
2016-06-06,89,39.0,,0.39,34.71
2016-06-07,86,39.0,,0.39,33.54
2016-06-08,82,39.0,,0.39,31.98
2016-06-09,81,39.0,,0.39,31.59
2016-06-10,87,39.0,,0.39,33.93
2016-06-11,73,39.0,,0.39,28.470000000000002
2016-06-12,84,39.0,,0.39,32.76
2016-06-13,79,39.0,,0.39,30.810000000000002
2016-06-14,95,39.0,,0.39,37.050000000000004
2016-06-15,82,39.0,,0.39,31.98
2016-06-16,76,39.0,,0.39,29.64
2016-06-17,70,39.0,,0.39,27.3
2016-06-18,73,39.0,,0.39,28.470000000000002
2016-06-19,82,39.0,,0.39,31.98
2016-06-20,64,39.0,,0.39,24.96
2016-06-21,69,39.0,,0.39,26.91
2016-06-22,65,39.0,,0.39,25.35
2016-06-23,62,39.0,,0.39,24.18
2016-06-24,67,39.0,,0.39,26.130000000000003
2016-06-25,72,39.0,,0.39,28.080000000000002
2016-06-26,75,39.0,,0.39,29.25
2016-06-27,60,39.0,,0.39,23.400000000000002
2016-06-28,64,39.0,,0.39,24.96
2016-06-29,63,39.0,,0.39,24.57
2016-06-30,65,39.0,,0.39,25.35
2016-07-01,43,35.0,False,0.35,15.049999999999999
2016-07-02,47,35.0,,0.35,16.45
2016-07-03,52,35.0,,0.35,18.2
2016-07-04,61,35.0,,0.35,21.349999999999998
2016-07-05,48,35.0,,0.35,16.799999999999997
2016-07-06,45,35.0,,0.35,15.749999999999998
2016-07-07,42,35.0,,0.35,14.7
2016-07-08,46,35.0,,0.35,16.099999999999998
2016-07-09,46,35.0,,0.35,16.099999999999998
2016-07-10,45,35.0,,0.35,15.749999999999998
2016-07-11,40,35.0,,0.35,14.0
2016-07-12,38,35.0,,0.35,13.299999999999999
2016-07-13,38,35.0,,0.35,13.299999999999999
2016-07-14,41,35.0,,0.35,14.35
2016-07-15,43,35.0,,0.35,15.049999999999999
2016-07-16,47,35.0,,0.35,16.45
2016-07-17,46,35.0,,0.35,16.099999999999998
2016-07-18,42,35.0,,0.35,14.7
2016-07-19,40,35.0,,0.35,14.0
2016-07-20,40,35.0,,0.35,14.0
2016-07-21,39,35.0,,0.35,13.649999999999999
2016-07-22,39,35.0,,0.35,13.649999999999999
2016-07-23,42,35.0,,0.35,14.7
2016-07-24,45,35.0,,0.35,15.749999999999998
2016-07-25,39,35.0,,0.35,13.649999999999999
2016-07-26,37,35.0,,0.35,12.95
2016-07-27,40,35.0,,0.35,14.0
2016-07-28,43,35.0,,0.35,15.049999999999999
2016-07-29,100,35.0,,0.35,35.0
2016-07-30,75,35.0,,0.35,26.25
2016-07-31,63,35.0,,0.35,22.049999999999997
2016-08-01,74,37.0,False,0.37,27.38
2016-08-02,70,37.0,,0.37,25.9
2016-08-03,68,37.0,,0.37,25.16
2016-08-04,61,37.0,,0.37,22.57
2016-08-05,59,37.0,,0.37,21.83
2016-08-06,66,37.0,,0.37,24.419999999999998
2016-08-07,64,37.0,,0.37,23.68
2016-08-08,54,37.0,,0.37,19.98
2016-08-09,54,37.0,,0.37,19.98
2016-08-10,52,37.0,,0.37,19.24
2016-08-11,56,37.0,,0.37,20.72
2016-08-12,54,37.0,,0.37,19.98
2016-08-13,57,37.0,,0.37,21.09
2016-08-14,64,37.0,,0.37,23.68
2016-08-15,59,37.0,,0.37,21.83
2016-08-16,61,37.0,,0.37,22.57
2016-08-17,58,37.0,,0.37,21.46
2016-08-18,67,37.0,,0.37,24.79
2016-08-19,84,37.0,,0.37,31.08
2016-08-20,100,37.0,,0.37,37.0
2016-08-21,99,37.0,,0.37,36.63
2016-08-22,73,37.0,,0.37,27.009999999999998
2016-08-23,76,37.0,,0.37,28.12
2016-08-24,69,37.0,,0.37,25.53
2016-08-25,75,37.0,,0.37,27.75
2016-08-26,79,37.0,,0.37,29.23
2016-08-27,100,37.0,,0.37,37.0
2016-08-28,98,37.0,,0.37,36.26
2016-08-29,78,37.0,,0.37,28.86
2016-08-30,76,37.0,,0.37,28.12
2016-08-31,74,37.0,,0.37,27.38
2016-09-01,77,43.0,False,0.43,33.11
2016-09-02,81,43.0,,0.43,34.83
2016-09-03,92,43.0,,0.43,39.56
2016-09-04,100,43.0,,0.43,43.0
2016-09-05,100,43.0,,0.43,43.0
2016-09-06,76,43.0,,0.43,32.68
2016-09-07,77,43.0,,0.43,33.11
2016-09-08,81,43.0,,0.43,34.83
2016-09-09,78,43.0,,0.43,33.54
2016-09-10,79,43.0,,0.43,33.97
2016-09-11,79,43.0,,0.43,33.97
2016-09-12,76,43.0,,0.43,32.68
2016-09-13,84,43.0,,0.43,36.12
2016-09-14,83,43.0,,0.43,35.69
2016-09-15,82,43.0,,0.43,35.26
2016-09-16,81,43.0,,0.43,34.83
2016-09-17,75,43.0,,0.43,32.25
2016-09-18,82,43.0,,0.43,35.26
2016-09-19,78,43.0,,0.43,33.54
2016-09-20,78,43.0,,0.43,33.54
2016-09-21,82,43.0,,0.43,35.26
2016-09-22,80,43.0,,0.43,34.4
2016-09-23,80,43.0,,0.43,34.4
2016-09-24,75,43.0,,0.43,32.25
2016-09-25,80,43.0,,0.43,34.4
2016-09-26,87,43.0,,0.43,37.41
2016-09-27,95,43.0,,0.43,40.85
2016-09-28,88,43.0,,0.43,37.839999999999996
2016-09-29,89,43.0,,0.43,38.269999999999996
2016-09-30,82,43.0,,0.43,35.26
2016-10-01,59,47.0,False,0.47,27.729999999999997
2016-10-02,67,47.0,,0.47,31.49
2016-10-03,66,47.0,,0.47,31.02
2016-10-04,72,47.0,,0.47,33.839999999999996
2016-10-05,77,47.0,,0.47,36.19
2016-10-06,82,47.0,,0.47,38.54
2016-10-07,79,47.0,,0.47,37.129999999999995
2016-10-08,68,47.0,,0.47,31.959999999999997
2016-10-09,73,47.0,,0.47,34.309999999999995
2016-10-10,76,47.0,,0.47,35.72
2016-10-11,86,47.0,,0.47,40.419999999999995
2016-10-12,88,47.0,,0.47,41.36
2016-10-13,97,47.0,,0.47,45.589999999999996
2016-10-14,82,47.0,,0.47,38.54
2016-10-15,76,47.0,,0.47,35.72
2016-10-16,83,47.0,,0.47,39.01
2016-10-17,84,47.0,,0.47,39.48
2016-10-18,77,47.0,,0.47,36.19
2016-10-19,78,47.0,,0.47,36.66
2016-10-20,100,47.0,,0.47,47.0
2016-10-21,69,47.0,,0.47,32.43
2016-10-22,68,47.0,,0.47,31.959999999999997
2016-10-23,68,47.0,,0.47,31.959999999999997
2016-10-24,77,47.0,,0.47,36.19
2016-10-25,75,47.0,,0.47,35.25
2016-10-26,75,47.0,,0.47,35.25
2016-10-27,74,47.0,,0.47,34.78
2016-10-28,70,47.0,,0.47,32.9
2016-10-29,57,47.0,,0.47,26.79
2016-10-30,67,47.0,,0.47,31.49
2016-10-31,70,47.0,,0.47,32.9
2016-11-01,85,44.0,False,0.44,37.4
2016-11-02,86,44.0,,0.44,37.84
2016-11-03,80,44.0,,0.44,35.2
2016-11-04,80,44.0,,0.44,35.2
2016-11-05,70,44.0,,0.44,30.8
2016-11-06,77,44.0,,0.44,33.88
2016-11-07,85,44.0,,0.44,37.4
2016-11-08,80,44.0,,0.44,35.2
2016-11-09,78,44.0,,0.44,34.32
2016-11-10,94,44.0,,0.44,41.36
2016-11-11,100,44.0,,0.44,44.0
2016-11-12,83,44.0,,0.44,36.52
2016-11-13,80,44.0,,0.44,35.2
2016-11-14,87,44.0,,0.44,38.28
2016-11-15,87,44.0,,0.44,38.28
2016-11-16,92,44.0,,0.44,40.48
2016-11-17,89,44.0,,0.44,39.160000000000004
2016-11-18,83,44.0,,0.44,36.52
2016-11-19,69,44.0,,0.44,30.36
2016-11-20,74,44.0,,0.44,32.56
2016-11-21,80,44.0,,0.44,35.2
2016-11-22,74,44.0,,0.44,32.56
2016-11-23,70,44.0,,0.44,30.8
2016-11-24,73,44.0,,0.44,32.12
2016-11-25,72,44.0,,0.44,31.68
2016-11-26,91,44.0,,0.44,40.04
2016-11-27,88,44.0,,0.44,38.72
2016-11-28,86,44.0,,0.44,37.84
2016-11-29,90,44.0,,0.44,39.6
2016-11-30,93,44.0,,0.44,40.92
2016-12-01,94,43.0,False,0.43,40.42
2016-12-02,85,43.0,,0.43,36.55
2016-12-03,71,43.0,,0.43,30.53
2016-12-04,82,43.0,,0.43,35.26
2016-12-05,94,43.0,,0.43,40.42
2016-12-06,92,43.0,,0.43,39.56
2016-12-07,100,43.0,,0.43,43.0
2016-12-08,97,43.0,,0.43,41.71
2016-12-09,89,43.0,,0.43,38.269999999999996
2016-12-10,75,43.0,,0.43,32.25
2016-12-11,82,43.0,,0.43,35.26
2016-12-12,96,43.0,,0.43,41.28
2016-12-13,95,43.0,,0.43,40.85
2016-12-14,97,43.0,,0.43,41.71
2016-12-15,94,43.0,,0.43,40.42
2016-12-16,84,43.0,,0.43,36.12
2016-12-17,71,43.0,,0.43,30.53
2016-12-18,75,43.0,,0.43,32.25
2016-12-19,83,43.0,,0.43,35.69
2016-12-20,76,43.0,,0.43,32.68
2016-12-21,74,43.0,,0.43,31.82
2016-12-22,69,43.0,,0.43,29.669999999999998
2016-12-23,63,43.0,,0.43,27.09
2016-12-24,60,43.0,,0.43,25.8
2016-12-25,68,43.0,,0.43,29.24
2016-12-26,73,43.0,,0.43,31.39
2016-12-27,66,43.0,,0.43,28.38
2016-12-28,70,43.0,,0.43,30.099999999999998
2016-12-29,73,43.0,,0.43,31.39
2016-12-30,66,43.0,,0.43,28.38
2016-12-31,63,43.0,,0.43,27.09
2017-01-01,76,45.0,False,0.45,34.2
2017-01-02,77,45.0,,0.45,34.65
2017-01-03,74,45.0,,0.45,33.300000000000004
2017-01-04,82,45.0,,0.45,36.9
2017-01-05,84,45.0,,0.45,37.800000000000004
2017-01-06,85,45.0,,0.45,38.25
2017-01-07,79,45.0,,0.45,35.550000000000004
2017-01-08,88,45.0,,0.45,39.6
2017-01-09,87,45.0,,0.45,39.15
2017-01-10,83,45.0,,0.45,37.35
2017-01-11,92,45.0,,0.45,41.4
2017-01-12,95,45.0,,0.45,42.75
2017-01-13,84,45.0,,0.45,37.800000000000004
2017-01-14,72,45.0,,0.45,32.4
2017-01-15,79,45.0,,0.45,35.550000000000004
2017-01-16,69,45.0,,0.45,31.05
2017-01-17,89,45.0,,0.45,40.050000000000004
2017-01-18,93,45.0,,0.45,41.85
2017-01-19,92,45.0,,0.45,41.4
2017-01-20,91,45.0,,0.45,40.95
2017-01-21,73,45.0,,0.45,32.85
2017-01-22,86,45.0,,0.45,38.7
2017-01-23,90,45.0,,0.45,40.5
2017-01-24,88,45.0,,0.45,39.6
2017-01-25,93,45.0,,0.45,41.85
2017-01-26,97,45.0,,0.45,43.65
2017-01-27,89,45.0,,0.45,40.050000000000004
2017-01-28,79,45.0,,0.45,35.550000000000004
2017-01-29,88,45.0,,0.45,39.6
2017-01-30,96,45.0,,0.45,43.2
2017-01-31,100,45.0,,0.45,45.0
2017-02-01,94,45.0,False,0.45,42.300000000000004
2017-02-02,100,45.0,,0.45,45.0
2017-02-03,95,45.0,,0.45,42.75
2017-02-04,76,45.0,,0.45,34.2
2017-02-05,87,45.0,,0.45,39.15
2017-02-06,85,45.0,,0.45,38.25
2017-02-07,96,45.0,,0.45,43.2
2017-02-08,92,45.0,,0.45,41.4
2017-02-09,92,45.0,,0.45,41.4
2017-02-10,88,45.0,,0.45,39.6
2017-02-11,78,45.0,,0.45,35.1
2017-02-12,86,45.0,,0.45,38.7
2017-02-13,91,45.0,,0.45,40.95
2017-02-14,90,45.0,,0.45,40.5
2017-02-15,93,45.0,,0.45,41.85
2017-02-16,95,45.0,,0.45,42.75
2017-02-17,84,45.0,,0.45,37.800000000000004
2017-02-18,72,45.0,,0.45,32.4
2017-02-19,78,45.0,,0.45,35.1
2017-02-20,82,45.0,,0.45,36.9
2017-02-21,91,45.0,,0.45,40.95
2017-02-22,92,45.0,,0.45,41.4
2017-02-23,92,45.0,,0.45,41.4
2017-02-24,87,45.0,,0.45,39.15
2017-02-25,71,45.0,,0.45,31.95
2017-02-26,80,45.0,,0.45,36.0
2017-02-27,97,45.0,,0.45,43.65
2017-02-28,99,45.0,,0.45,44.550000000000004
2017-03-01,96,46.0,False,0.46,44.160000000000004
2017-03-02,96,46.0,,0.46,44.160000000000004
2017-03-03,93,46.0,,0.46,42.78
2017-03-04,67,46.0,,0.46,30.82
2017-03-05,79,46.0,,0.46,36.34
2017-03-06,99,46.0,,0.46,45.54
2017-03-07,98,46.0,,0.46,45.080000000000005
2017-03-08,96,46.0,,0.46,44.160000000000004
2017-03-09,95,46.0,,0.46,43.7
2017-03-10,89,46.0,,0.46,40.940000000000005
2017-03-11,67,46.0,,0.46,30.82
2017-03-12,74,46.0,,0.46,34.04
2017-03-13,87,46.0,,0.46,40.02
2017-03-14,88,46.0,,0.46,40.480000000000004
2017-03-15,86,46.0,,0.46,39.56
2017-03-16,86,46.0,,0.46,39.56
2017-03-17,84,46.0,,0.46,38.64
2017-03-18,65,46.0,,0.46,29.900000000000002
2017-03-19,76,46.0,,0.46,34.96
2017-03-20,93,46.0,,0.46,42.78
2017-03-21,100,46.0,,0.46,46.0
2017-03-22,96,46.0,,0.46,44.160000000000004
2017-03-23,94,46.0,,0.46,43.24
2017-03-24,85,46.0,,0.46,39.1
2017-03-25,65,46.0,,0.46,29.900000000000002
2017-03-26,78,46.0,,0.46,35.88
2017-03-27,91,46.0,,0.46,41.86
2017-03-28,94,46.0,,0.46,43.24
2017-03-29,94,46.0,,0.46,43.24
2017-03-30,96,46.0,,0.46,44.160000000000004
2017-03-31,92,46.0,,0.46,42.32
2017-04-01,36,57.0,False,0.57,20.52
2017-04-02,40,57.0,,0.57,22.799999999999997
2017-04-03,49,57.0,,0.57,27.929999999999996
2017-04-04,50,57.0,,0.57,28.499999999999996
2017-04-05,51,57.0,,0.57,29.069999999999997
2017-04-06,55,57.0,,0.57,31.349999999999998
2017-04-07,100,57.0,,0.57,56.99999999999999
2017-04-08,55,57.0,,0.57,31.349999999999998
2017-04-09,61,57.0,,0.57,34.769999999999996
2017-04-10,63,57.0,,0.57,35.91
2017-04-11,65,57.0,,0.57,37.05
2017-04-12,61,57.0,,0.57,34.769999999999996
2017-04-13,63,57.0,,0.57,35.91
2017-04-14,60,57.0,,0.57,34.199999999999996
2017-04-15,54,57.0,,0.57,30.779999999999998
2017-04-16,54,57.0,,0.57,30.779999999999998
2017-04-17,55,57.0,,0.57,31.349999999999998
2017-04-18,61,57.0,,0.57,34.769999999999996
2017-04-19,56,57.0,,0.57,31.919999999999998
2017-04-20,60,57.0,,0.57,34.199999999999996
2017-04-21,59,57.0,,0.57,33.629999999999995
2017-04-22,46,57.0,,0.57,26.22
2017-04-23,51,57.0,,0.57,29.069999999999997
2017-04-24,64,57.0,,0.57,36.48
2017-04-25,64,57.0,,0.57,36.48
2017-04-26,71,57.0,,0.57,40.47
2017-04-27,68,57.0,,0.57,38.76
2017-04-28,62,57.0,,0.57,35.339999999999996
2017-04-29,42,57.0,,0.57,23.939999999999998
2017-04-30,53,57.0,,0.57,30.209999999999997
2017-05-01,97,54.0,False,0.54,52.38
2017-05-02,100,54.0,,0.54,54.0
2017-05-03,93,54.0,,0.54,50.220000000000006
2017-05-04,91,54.0,,0.54,49.14
2017-05-05,89,54.0,,0.54,48.06
2017-05-06,65,54.0,,0.54,35.1
2017-05-07,65,54.0,,0.54,35.1
2017-05-08,85,54.0,,0.54,45.900000000000006
2017-05-09,82,54.0,,0.54,44.28
2017-05-10,84,54.0,,0.54,45.36
2017-05-11,85,54.0,,0.54,45.900000000000006
2017-05-12,79,54.0,,0.54,42.660000000000004
2017-05-13,53,54.0,,0.54,28.62
2017-05-14,60,54.0,,0.54,32.400000000000006
2017-05-15,79,54.0,,0.54,42.660000000000004
2017-05-16,79,54.0,,0.54,42.660000000000004
2017-05-17,77,54.0,,0.54,41.580000000000005
2017-05-18,76,54.0,,0.54,41.040000000000006
2017-05-19,73,54.0,,0.54,39.42
2017-05-20,49,54.0,,0.54,26.46
2017-05-21,61,54.0,,0.54,32.940000000000005
2017-05-22,77,54.0,,0.54,41.580000000000005
2017-05-23,71,54.0,,0.54,38.34
2017-05-24,70,54.0,,0.54,37.800000000000004
2017-05-25,67,54.0,,0.54,36.18
2017-05-26,66,54.0,,0.54,35.64
2017-05-27,61,54.0,,0.54,32.940000000000005
2017-05-28,73,54.0,,0.54,39.42
2017-05-29,88,54.0,,0.54,47.52
2017-05-30,76,54.0,,0.54,41.040000000000006
2017-05-31,65,54.0,,0.54,35.1
2017-06-01,82,35.0,False,0.35,28.7
2017-06-02,74,35.0,,0.35,25.9
2017-06-03,69,35.0,,0.35,24.15
2017-06-04,79,35.0,,0.35,27.65
2017-06-05,85,35.0,,0.35,29.749999999999996
2017-06-06,100,35.0,,0.35,35.0
2017-06-07,80,35.0,,0.35,28.0
2017-06-08,74,35.0,,0.35,25.9
2017-06-09,73,35.0,,0.35,25.549999999999997
2017-06-10,70,35.0,,0.35,24.5
2017-06-11,75,35.0,,0.35,26.25
2017-06-12,73,35.0,,0.35,25.549999999999997
2017-06-13,71,35.0,,0.35,24.849999999999998
2017-06-14,67,35.0,,0.35,23.45
2017-06-15,61,35.0,,0.35,21.349999999999998
2017-06-16,62,35.0,,0.35,21.7
2017-06-17,61,35.0,,0.35,21.349999999999998
2017-06-18,75,35.0,,0.35,26.25
2017-06-19,63,35.0,,0.35,22.049999999999997
2017-06-20,61,35.0,,0.35,21.349999999999998
2017-06-21,60,35.0,,0.35,21.0
2017-06-22,60,35.0,,0.35,21.0
2017-06-23,57,35.0,,0.35,19.95
2017-06-24,64,35.0,,0.35,22.4
2017-06-25,69,35.0,,0.35,24.15
2017-06-26,65,35.0,,0.35,22.75
2017-06-27,58,35.0,,0.35,20.299999999999997
2017-06-28,57,35.0,,0.35,19.95
2017-06-29,58,35.0,,0.35,20.299999999999997
2017-06-30,57,35.0,,0.35,19.95
2017-07-01,46,40.0,False,0.4,18.400000000000002
2017-07-02,55,40.0,,0.4,22.0
2017-07-03,49,40.0,,0.4,19.6
2017-07-04,70,40.0,,0.4,28.0
2017-07-05,57,40.0,,0.4,22.8
2017-07-06,52,40.0,,0.4,20.8
2017-07-07,48,40.0,,0.4,19.200000000000003
2017-07-08,55,40.0,,0.4,22.0
2017-07-09,59,40.0,,0.4,23.6
2017-07-10,50,40.0,,0.4,20.0
2017-07-11,49,40.0,,0.4,19.6
2017-07-12,50,40.0,,0.4,20.0
2017-07-13,53,40.0,,0.4,21.200000000000003
2017-07-14,65,40.0,,0.4,26.0
2017-07-15,85,40.0,,0.4,34.0
2017-07-16,100,40.0,,0.4,40.0
2017-07-17,67,40.0,,0.4,26.8
2017-07-18,62,40.0,,0.4,24.8
2017-07-19,58,40.0,,0.4,23.200000000000003
2017-07-20,53,40.0,,0.4,21.200000000000003
2017-07-21,55,40.0,,0.4,22.0
2017-07-22,64,40.0,,0.4,25.6
2017-07-23,86,40.0,,0.4,34.4
2017-07-24,63,40.0,,0.4,25.200000000000003
2017-07-25,57,40.0,,0.4,22.8
2017-07-26,53,40.0,,0.4,21.200000000000003
2017-07-27,55,40.0,,0.4,22.0
2017-07-28,56,40.0,,0.4,22.400000000000002
2017-07-29,66,40.0,,0.4,26.400000000000002
2017-07-30,67,40.0,,0.4,26.8
2017-07-31,53,40.0,,0.4,21.200000000000003
2017-08-01,74,38.0,False,0.38,28.12
2017-08-02,68,38.0,,0.38,25.84
2017-08-03,67,38.0,,0.38,25.46
2017-08-04,69,38.0,,0.38,26.22
2017-08-05,81,38.0,,0.38,30.78
2017-08-06,84,38.0,,0.38,31.92
2017-08-07,76,38.0,,0.38,28.88
2017-08-08,76,38.0,,0.38,28.88
2017-08-09,91,38.0,,0.38,34.58
2017-08-10,87,38.0,,0.38,33.06
2017-08-11,89,38.0,,0.38,33.82
2017-08-12,100,38.0,,0.38,38.0
2017-08-13,92,38.0,,0.38,34.96
2017-08-14,80,38.0,,0.38,30.4
2017-08-15,86,38.0,,0.38,32.68
2017-08-16,96,38.0,,0.38,36.480000000000004
2017-08-17,93,38.0,,0.38,35.34
2017-08-18,90,38.0,,0.38,34.2
2017-08-19,88,38.0,,0.38,33.44
2017-08-20,86,38.0,,0.38,32.68
2017-08-21,67,38.0,,0.38,25.46
2017-08-22,75,38.0,,0.38,28.5
2017-08-23,72,38.0,,0.38,27.36
2017-08-24,68,38.0,,0.38,25.84
2017-08-25,71,38.0,,0.38,26.98
2017-08-26,67,38.0,,0.38,25.46
2017-08-27,66,38.0,,0.38,25.080000000000002
2017-08-28,65,38.0,,0.38,24.7
2017-08-29,69,38.0,,0.38,26.22
2017-08-30,70,38.0,,0.38,26.6
2017-08-31,71,38.0,,0.38,26.98
2017-09-01,58,40.0,False,0.4,23.200000000000003
2017-09-02,55,40.0,,0.4,22.0
