date,war_unscaled,war_monthly,isPartial,scale,war
2017-09-03,67,40.0,,0.4,26.8
2017-09-04,71,40.0,,0.4,28.400000000000002
2017-09-05,58,40.0,,0.4,23.200000000000003
2017-09-06,55,40.0,,0.4,22.0
2017-09-07,55,40.0,,0.4,22.0
2017-09-08,57,40.0,,0.4,22.8
2017-09-09,52,40.0,,0.4,20.8
2017-09-10,52,40.0,,0.4,20.8
2017-09-11,59,40.0,,0.4,23.6
2017-09-12,58,40.0,,0.4,23.200000000000003
2017-09-13,59,40.0,,0.4,23.6
2017-09-14,62,40.0,,0.4,24.8
2017-09-15,62,40.0,,0.4,24.8
2017-09-16,56,40.0,,0.4,22.400000000000002
2017-09-17,61,40.0,,0.4,24.400000000000002
2017-09-18,73,40.0,,0.4,29.200000000000003
2017-09-19,73,40.0,,0.4,29.200000000000003
2017-09-20,74,40.0,,0.4,29.6
2017-09-21,75,40.0,,0.4,30.0
2017-09-22,74,40.0,,0.4,29.6
2017-09-23,63,40.0,,0.4,25.200000000000003
2017-09-24,71,40.0,,0.4,28.400000000000002
2017-09-25,100,40.0,,0.4,40.0
2017-09-26,91,40.0,,0.4,36.4
2017-09-27,82,40.0,,0.4,32.800000000000004
2017-09-28,82,40.0,,0.4,32.800000000000004
2017-09-29,77,40.0,,0.4,30.8
2017-09-30,68,40.0,,0.4,27.200000000000003
2017-10-01,79,45.0,False,0.45,35.550000000000004
2017-10-02,81,45.0,,0.45,36.45
2017-10-03,81,45.0,,0.45,36.45
2017-10-04,86,45.0,,0.45,38.7
2017-10-05,88,45.0,,0.45,39.6
2017-10-06,80,45.0,,0.45,36.0
2017-10-07,69,45.0,,0.45,31.05
2017-10-08,77,45.0,,0.45,34.65
2017-10-09,86,45.0,,0.45,38.7
2017-10-10,100,45.0,,0.45,45.0
2017-10-11,97,45.0,,0.45,43.65
2017-10-12,96,45.0,,0.45,43.2
2017-10-13,90,45.0,,0.45,40.5
2017-10-14,79,45.0,,0.45,35.550000000000004
2017-10-15,88,45.0,,0.45,39.6
2017-10-16,93,45.0,,0.45,41.85
2017-10-17,93,45.0,,0.45,41.85
2017-10-18,93,45.0,,0.45,41.85
2017-10-19,93,45.0,,0.45,41.85
2017-10-20,86,45.0,,0.45,38.7
2017-10-21,75,45.0,,0.45,33.75
2017-10-22,83,45.0,,0.45,37.35
2017-10-23,90,45.0,,0.45,40.5
2017-10-24,95,45.0,,0.45,42.75
2017-10-25,92,45.0,,0.45,41.4
2017-10-26,89,45.0,,0.45,40.050000000000004
2017-10-27,86,45.0,,0.45,38.7
2017-10-28,68,45.0,,0.45,30.6
2017-10-29,79,45.0,,0.45,35.550000000000004
2017-10-30,83,45.0,,0.45,37.35
2017-10-31,88,45.0,,0.45,39.6
2017-11-01,47,48.0,False,0.48,22.56
2017-11-02,49,48.0,,0.48,23.52
2017-11-03,53,48.0,,0.48,25.439999999999998
2017-11-04,48,48.0,,0.48,23.04
2017-11-05,51,48.0,,0.48,24.48
2017-11-06,48,48.0,,0.48,23.04
2017-11-07,53,48.0,,0.48,25.439999999999998
2017-11-08,49,48.0,,0.48,23.52
2017-11-09,52,48.0,,0.48,24.96
2017-11-10,48,48.0,,0.48,23.04
2017-11-11,50,48.0,,0.48,24.0
2017-11-12,48,48.0,,0.48,23.04
2017-11-13,51,48.0,,0.48,24.48
2017-11-14,52,48.0,,0.48,24.96
2017-11-15,53,48.0,,0.48,25.439999999999998
2017-11-16,52,48.0,,0.48,24.96
2017-11-17,50,48.0,,0.48,24.0
2017-11-18,39,48.0,,0.48,18.72
2017-11-19,46,48.0,,0.48,22.08
2017-11-20,46,48.0,,0.48,22.08
2017-11-21,45,48.0,,0.48,21.599999999999998
2017-11-22,38,48.0,,0.48,18.24
2017-11-23,39,48.0,,0.48,18.72
2017-11-24,39,48.0,,0.48,18.72
2017-11-25,44,48.0,,0.48,21.119999999999997
2017-11-26,51,48.0,,0.48,24.48
2017-11-27,53,48.0,,0.48,25.439999999999998
2017-11-28,53,48.0,,0.48,25.439999999999998
2017-11-29,100,48.0,,0.48,48.0
2017-11-30,84,48.0,,0.48,40.32
2017-12-01,100,43.0,False,0.43,43.0
2017-12-02,79,43.0,,0.43,33.97
2017-12-03,77,43.0,,0.43,33.11
2017-12-04,87,43.0,,0.43,37.41
2017-12-05,83,43.0,,0.43,35.69
2017-12-06,88,43.0,,0.43,37.839999999999996
2017-12-07,93,43.0,,0.43,39.99
2017-12-08,78,43.0,,0.43,33.54
2017-12-09,66,43.0,,0.43,28.38
2017-12-10,73,43.0,,0.43,31.39
2017-12-11,85,43.0,,0.43,36.55
2017-12-12,83,43.0,,0.43,35.69
2017-12-13,78,43.0,,0.43,33.54
2017-12-14,82,43.0,,0.43,35.26
2017-12-15,78,43.0,,0.43,33.54
2017-12-16,61,43.0,,0.43,26.23
2017-12-17,65,43.0,,0.43,27.95
2017-12-18,73,43.0,,0.43,31.39
2017-12-19,72,43.0,,0.43,30.96
2017-12-20,67,43.0,,0.43,28.81
2017-12-21,60,43.0,,0.43,25.8
2017-12-22,55,43.0,,0.43,23.65
2017-12-23,58,43.0,,0.43,24.94
2017-12-24,56,43.0,,0.43,24.08
2017-12-25,60,43.0,,0.43,25.8
2017-12-26,56,43.0,,0.43,24.08
2017-12-27,55,43.0,,0.43,23.65
2017-12-28,52,43.0,,0.43,22.36
2017-12-29,54,43.0,,0.43,23.22
2017-12-30,57,43.0,,0.43,24.509999999999998
2017-12-31,56,43.0,,0.43,24.08
2018-01-01,72,40.0,False,0.4,28.8
2018-01-02,74,40.0,,0.4,29.6
2018-01-03,74,40.0,,0.4,29.6
2018-01-04,74,40.0,,0.4,29.6
2018-01-05,70,40.0,,0.4,28.0
2018-01-06,70,40.0,,0.4,28.0
2018-01-07,73,40.0,,0.4,29.200000000000003
2018-01-08,78,40.0,,0.4,31.200000000000003
2018-01-09,82,40.0,,0.4,32.800000000000004
2018-01-10,88,40.0,,0.4,35.2
2018-01-11,90,40.0,,0.4,36.0
2018-01-12,82,40.0,,0.4,32.800000000000004
2018-01-13,70,40.0,,0.4,28.0
2018-01-14,74,40.0,,0.4,29.6
2018-01-15,73,40.0,,0.4,29.200000000000003
2018-01-16,81,40.0,,0.4,32.4
2018-01-17,82,40.0,,0.4,32.800000000000004
2018-01-18,89,40.0,,0.4,35.6
2018-01-19,87,40.0,,0.4,34.800000000000004
2018-01-20,68,40.0,,0.4,27.200000000000003
2018-01-21,77,40.0,,0.4,30.8
2018-01-22,86,40.0,,0.4,34.4
2018-01-23,90,40.0,,0.4,36.0
2018-01-24,100,40.0,,0.4,40.0
2018-01-25,95,40.0,,0.4,38.0
2018-01-26,89,40.0,,0.4,35.6
2018-01-27,70,40.0,,0.4,28.0
2018-01-28,78,40.0,,0.4,31.200000000000003
2018-01-29,95,40.0,,0.4,38.0
2018-01-30,93,40.0,,0.4,37.2
2018-01-31,92,40.0,,0.4,36.800000000000004
2018-02-01,82,44.0,False,0.44,36.08
2018-02-02,79,44.0,,0.44,34.76
2018-02-03,62,44.0,,0.44,27.28
2018-02-04,70,44.0,,0.44,30.8
2018-02-05,88,44.0,,0.44,38.72
2018-02-06,87,44.0,,0.44,38.28
2018-02-07,80,44.0,,0.44,35.2
2018-02-08,87,44.0,,0.44,38.28
2018-02-09,80,44.0,,0.44,35.2
2018-02-10,71,44.0,,0.44,31.24
2018-02-11,74,44.0,,0.44,32.56
2018-02-12,88,44.0,,0.44,38.72
2018-02-13,89,44.0,,0.44,39.160000000000004
2018-02-14,82,44.0,,0.44,36.08
2018-02-15,86,44.0,,0.44,37.84
2018-02-16,82,44.0,,0.44,36.08
2018-02-17,67,44.0,,0.44,29.48
2018-02-18,75,44.0,,0.44,33.0
2018-02-19,79,44.0,,0.44,34.76
2018-02-20,89,44.0,,0.44,39.160000000000004
2018-02-21,89,44.0,,0.44,39.160000000000004
2018-02-22,87,44.0,,0.44,38.28
2018-02-23,86,44.0,,0.44,37.84
2018-02-24,70,44.0,,0.44,30.8
2018-02-25,81,44.0,,0.44,35.64
2018-02-26,100,44.0,,0.44,44.0
2018-02-27,93,44.0,,0.44,40.92
2018-02-28,94,44.0,,0.44,41.36
2018-03-01,75,51.0,False,0.51,38.25
2018-03-02,73,51.0,,0.51,37.230000000000004
2018-03-03,52,51.0,,0.51,26.52
2018-03-04,58,51.0,,0.51,29.580000000000002
2018-03-05,69,51.0,,0.51,35.19
2018-03-06,69,51.0,,0.51,35.19
2018-03-07,70,51.0,,0.51,35.7
2018-03-08,73,51.0,,0.51,37.230000000000004
2018-03-09,66,51.0,,0.51,33.660000000000004
2018-03-10,50,51.0,,0.51,25.5
2018-03-11,58,51.0,,0.51,29.580000000000002
2018-03-12,68,51.0,,0.51,34.68
2018-03-13,68,51.0,,0.51,34.68
2018-03-14,67,51.0,,0.51,34.17
2018-03-15,68,51.0,,0.51,34.68
2018-03-16,100,51.0,,0.51,51.0
2018-03-17,83,51.0,,0.51,42.33
2018-03-18,69,51.0,,0.51,35.19
2018-03-19,80,51.0,,0.51,40.8
2018-03-20,76,51.0,,0.51,38.76
2018-03-21,71,51.0,,0.51,36.21
2018-03-22,76,51.0,,0.51,38.76
2018-03-23,72,51.0,,0.51,36.72
2018-03-24,56,51.0,,0.51,28.560000000000002
2018-03-25,63,51.0,,0.51,32.13
2018-03-26,72,51.0,,0.51,36.72
2018-03-27,68,51.0,,0.51,34.68
2018-03-28,70,51.0,,0.51,35.7
2018-03-29,65,51.0,,0.51,33.15
2018-03-30,53,51.0,,0.51,27.03
2018-03-31,52,51.0,,0.51,26.52
2018-04-01,15,100.0,False,1.0,15.0
2018-04-02,17,100.0,,1.0,17.0
2018-04-03,18,100.0,,1.0,18.0
2018-04-04,19,100.0,,1.0,19.0
2018-04-05,19,100.0,,1.0,19.0
2018-04-06,18,100.0,,1.0,18.0
2018-04-07,16,100.0,,1.0,16.0
2018-04-08,19,100.0,,1.0,19.0
2018-04-09,22,100.0,,1.0,22.0
2018-04-10,21,100.0,,1.0,21.0
2018-04-11,23,100.0,,1.0,23.0
2018-04-12,27,100.0,,1.0,27.0
2018-04-13,25,100.0,,1.0,25.0
2018-04-14,32,100.0,,1.0,32.0
2018-04-15,26,100.0,,1.0,26.0
2018-04-16,26,100.0,,1.0,26.0
2018-04-17,26,100.0,,1.0,26.0
2018-04-18,26,100.0,,1.0,26.0
2018-04-19,28,100.0,,1.0,28.0
2018-04-20,33,100.0,,1.0,33.0
2018-04-21,31,100.0,,1.0,31.0
2018-04-22,37,100.0,,1.0,37.0
2018-04-23,39,100.0,,1.0,39.0
2018-04-24,44,100.0,,1.0,44.0
2018-04-25,46,100.0,,1.0,46.0
2018-04-26,51,100.0,,1.0,51.0
2018-04-27,88,100.0,,1.0,88.0
2018-04-28,99,100.0,,1.0,99.0
2018-04-29,100,100.0,,1.0,100.0
2018-04-30,81,100.0,,1.0,81.0
2018-05-01,100,94.0,False,0.94,94.0
2018-05-02,88,94.0,,0.94,82.72
2018-05-03,80,94.0,,0.94,75.19999999999999
2018-05-04,80,94.0,,0.94,75.19999999999999
2018-05-05,92,94.0,,0.94,86.47999999999999
2018-05-06,100,94.0,,0.94,94.0
2018-05-07,78,94.0,,0.94,73.32
2018-05-08,65,94.0,,0.94,61.099999999999994
2018-05-09,64,94.0,,0.94,60.16
2018-05-10,61,94.0,,0.94,57.339999999999996
2018-05-11,59,94.0,,0.94,55.459999999999994
2018-05-12,61,94.0,,0.94,57.339999999999996
2018-05-13,68,94.0,,0.94,63.919999999999995
2018-05-14,59,94.0,,0.94,55.459999999999994
2018-05-15,50,94.0,,0.94,47.0
2018-05-16,47,94.0,,0.94,44.18
2018-05-17,46,94.0,,0.94,43.239999999999995
2018-05-18,46,94.0,,0.94,43.239999999999995
2018-05-19,44,94.0,,0.94,41.36
2018-05-20,50,94.0,,0.94,47.0
2018-05-21,46,94.0,,0.94,43.239999999999995
2018-05-22,41,94.0,,0.94,38.54
2018-05-23,41,94.0,,0.94,38.54
2018-05-24,39,94.0,,0.94,36.66
2018-05-25,35,94.0,,0.94,32.9
2018-05-26,37,94.0,,0.94,34.78
2018-05-27,42,94.0,,0.94,39.48
2018-05-28,47,94.0,,0.94,44.18
2018-05-29,39,94.0,,0.94,36.66
2018-05-30,34,94.0,,0.94,31.959999999999997
2018-05-31,33,94.0,,0.94,31.02
2018-06-01,86,43.0,False,0.43,36.98
2018-06-02,87,43.0,,0.43,37.41
2018-06-03,100,43.0,,0.43,43.0
2018-06-04,86,43.0,,0.43,36.98
2018-06-05,83,43.0,,0.43,35.69
2018-06-06,85,43.0,,0.43,36.55
2018-06-07,83,43.0,,0.43,35.69
2018-06-08,75,43.0,,0.43,32.25
2018-06-09,81,43.0,,0.43,34.83
2018-06-10,95,43.0,,0.43,40.85
2018-06-11,84,43.0,,0.43,36.12
2018-06-12,82,43.0,,0.43,35.26
2018-06-13,77,43.0,,0.43,33.11
2018-06-14,73,43.0,,0.43,31.39
2018-06-15,71,43.0,,0.43,30.53
2018-06-16,79,43.0,,0.43,33.97
2018-06-17,82,43.0,,0.43,35.26
2018-06-18,72,43.0,,0.43,30.96
2018-06-19,68,43.0,,0.43,29.24
2018-06-20,65,43.0,,0.43,27.95
2018-06-21,65,43.0,,0.43,27.95
2018-06-22,62,43.0,,0.43,26.66
2018-06-23,72,43.0,,0.43,30.96
2018-06-24,77,43.0,,0.43,33.11
2018-06-25,65,43.0,,0.43,27.95
2018-06-26,62,43.0,,0.43,26.66
2018-06-27,62,43.0,,0.43,26.66
2018-06-28,60,43.0,,0.43,25.8
2018-06-29,60,43.0,,0.43,25.8
2018-06-30,68,43.0,,0.43,29.24
2018-07-01,83,38.0,False,0.38,31.54
2018-07-02,70,38.0,,0.38,26.6
2018-07-03,73,38.0,,0.38,27.740000000000002
2018-07-04,100,38.0,,0.38,38.0
2018-07-05,86,38.0,,0.38,32.68
2018-07-06,78,38.0,,0.38,29.64
2018-07-07,90,38.0,,0.38,34.2
2018-07-08,98,38.0,,0.38,37.24
2018-07-09,78,38.0,,0.38,29.64
2018-07-10,71,38.0,,0.38,26.98
2018-07-11,70,38.0,,0.38,26.6
2018-07-12,66,38.0,,0.38,25.080000000000002
2018-07-13,67,38.0,,0.38,25.46
2018-07-14,77,38.0,,0.38,29.26
2018-07-15,85,38.0,,0.38,32.3
2018-07-16,69,38.0,,0.38,26.22
2018-07-17,65,38.0,,0.38,24.7
2018-07-18,66,38.0,,0.38,25.080000000000002
2018-07-19,64,38.0,,0.38,24.32
2018-07-20,69,38.0,,0.38,26.22
2018-07-21,77,38.0,,0.38,29.26
2018-07-22,83,38.0,,0.38,31.54
2018-07-23,75,38.0,,0.38,28.5
2018-07-24,68,38.0,,0.38,25.84
2018-07-25,66,38.0,,0.38,25.080000000000002
2018-07-26,66,38.0,,0.38,25.080000000000002
2018-07-27,69,38.0,,0.38,26.22
2018-07-28,80,38.0,,0.38,30.4
2018-07-29,84,38.0,,0.38,31.92
2018-07-30,76,38.0,,0.38,28.88
2018-07-31,90,38.0,,0.38,34.2
2018-08-01,93,40.0,False,0.4,37.2
2018-08-02,82,40.0,,0.4,32.800000000000004
2018-08-03,78,40.0,,0.4,31.200000000000003
2018-08-04,93,40.0,,0.4,37.2
2018-08-05,94,40.0,,0.4,37.6
2018-08-06,78,40.0,,0.4,31.200000000000003
2018-08-07,68,40.0,,0.4,27.200000000000003
2018-08-08,73,40.0,,0.4,29.200000000000003
2018-08-09,74,40.0,,0.4,29.6
2018-08-10,65,40.0,,0.4,26.0
2018-08-11,79,40.0,,0.4,31.6
2018-08-12,84,40.0,,0.4,33.6
2018-08-13,71,40.0,,0.4,28.400000000000002
2018-08-14,77,40.0,,0.4,30.8
2018-08-15,78,40.0,,0.4,31.200000000000003
2018-08-16,75,40.0,,0.4,30.0
2018-08-17,74,40.0,,0.4,29.6
2018-08-18,93,40.0,,0.4,37.2
2018-08-19,100,40.0,,0.4,40.0
2018-08-20,78,40.0,,0.4,31.200000000000003
2018-08-21,71,40.0,,0.4,28.400000000000002
2018-08-22,69,40.0,,0.4,27.6
2018-08-23,72,40.0,,0.4,28.8
2018-08-24,68,40.0,,0.4,27.200000000000003
2018-08-25,76,40.0,,0.4,30.400000000000002
2018-08-26,92,40.0,,0.4,36.800000000000004
2018-08-27,78,40.0,,0.4,31.200000000000003
2018-08-28,71,40.0,,0.4,28.400000000000002
2018-08-29,70,40.0,,0.4,28.0
2018-08-30,69,40.0,,0.4,27.6
2018-08-31,70,40.0,,0.4,28.0
2018-09-01,94,38.0,False,0.38,35.72
2018-09-02,97,38.0,,0.38,36.86
2018-09-03,100,38.0,,0.38,38.0
2018-09-04,88,38.0,,0.38,33.44
2018-09-05,86,38.0,,0.38,32.68
2018-09-06,87,38.0,,0.38,33.06
2018-09-07,85,38.0,,0.38,32.3
2018-09-08,85,38.0,,0.38,32.3
2018-09-09,88,38.0,,0.38,33.44
2018-09-10,85,38.0,,0.38,32.3
2018-09-11,89,38.0,,0.38,33.82
2018-09-12,89,38.0,,0.38,33.82
2018-09-13,88,38.0,,0.38,33.44
2018-09-14,88,38.0,,0.38,33.44
2018-09-15,81,38.0,,0.38,30.78
2018-09-16,87,38.0,,0.38,33.06
2018-09-17,94,38.0,,0.38,35.72
2018-09-18,92,38.0,,0.38,34.96
2018-09-19,94,38.0,,0.38,35.72
2018-09-20,94,38.0,,0.38,35.72
2018-09-21,92,38.0,,0.38,34.96
2018-09-22,80,38.0,,0.38,30.4
2018-09-23,89,38.0,,0.38,33.82
2018-09-24,97,38.0,,0.38,36.86
2018-09-25,97,38.0,,0.38,36.86
2018-09-26,99,38.0,,0.38,37.62
2018-09-27,91,38.0,,0.38,34.58
2018-09-28,86,38.0,,0.38,32.68
2018-09-29,76,38.0,,0.38,28.88
2018-09-30,89,38.0,,0.38,33.82
2018-10-01,92,38.0,False,0.38,34.96
2018-10-02,92,38.0,,0.38,34.96
2018-10-03,91,38.0,,0.38,34.58
2018-10-04,93,38.0,,0.38,35.34
2018-10-05,87,38.0,,0.38,33.06
2018-10-06,74,38.0,,0.38,28.12
2018-10-07,78,38.0,,0.38,29.64
2018-10-08,87,38.0,,0.38,33.06
2018-10-09,84,38.0,,0.38,31.92
2018-10-10,86,38.0,,0.38,32.68
2018-10-11,93,38.0,,0.38,35.34
2018-10-12,86,38.0,,0.38,32.68
2018-10-13,73,38.0,,0.38,27.740000000000002
2018-10-14,82,38.0,,0.38,31.16
2018-10-15,90,38.0,,0.38,34.2
2018-10-16,97,38.0,,0.38,36.86
2018-10-17,99,38.0,,0.38,37.62
2018-10-18,99,38.0,,0.38,37.62
2018-10-19,85,38.0,,0.38,32.3
2018-10-20,75,38.0,,0.38,28.5
2018-10-21,79,38.0,,0.38,30.02
2018-10-22,93,38.0,,0.38,35.34
2018-10-23,98,38.0,,0.38,37.24
2018-10-24,94,38.0,,0.38,35.72
2018-10-25,100,38.0,,0.38,38.0
2018-10-26,94,38.0,,0.38,35.72
2018-10-27,81,38.0,,0.38,30.78
2018-10-28,82,38.0,,0.38,31.16
2018-10-29,95,38.0,,0.38,36.1
2018-10-30,93,38.0,,0.38,35.34
2018-10-31,97,38.0,,0.38,36.86
2018-11-01,76,41.0,False,0.41,31.159999999999997
2018-11-02,77,41.0,,0.41,31.569999999999997
2018-11-03,63,41.0,,0.41,25.83
2018-11-04,68,41.0,,0.41,27.88
2018-11-05,77,41.0,,0.41,31.569999999999997
2018-11-06,74,41.0,,0.41,30.34
2018-11-07,69,41.0,,0.41,28.29
2018-11-08,78,41.0,,0.41,31.979999999999997
2018-11-09,78,41.0,,0.41,31.979999999999997
2018-11-10,69,41.0,,0.41,28.29
2018-11-11,98,41.0,,0.41,40.18
2018-11-12,100,41.0,,0.41,41.0
2018-11-13,93,41.0,,0.41,38.129999999999995
2018-11-14,88,41.0,,0.41,36.08
2018-11-15,84,41.0,,0.41,34.44
2018-11-16,80,41.0,,0.41,32.8
2018-11-17,66,41.0,,0.41,27.06
2018-11-18,74,41.0,,0.41,30.34
2018-11-19,76,41.0,,0.41,31.159999999999997
2018-11-20,70,41.0,,0.41,28.7
2018-11-21,60,41.0,,0.41,24.599999999999998
2018-11-22,58,41.0,,0.41,23.779999999999998
2018-11-23,67,41.0,,0.41,27.47
2018-11-24,67,41.0,,0.41,27.47
2018-11-25,71,41.0,,0.41,29.11
2018-11-26,78,41.0,,0.41,31.979999999999997
2018-11-27,82,41.0,,0.41,33.62
2018-11-28,87,41.0,,0.41,35.669999999999995
2018-11-29,90,41.0,,0.41,36.9
2018-11-30,80,41.0,,0.41,32.8
2018-12-01,59,42.0,False,0.42,24.779999999999998
2018-12-02,67,42.0,,0.42,28.14
2018-12-03,86,42.0,,0.42,36.12
2018-12-04,89,42.0,,0.42,37.379999999999995
2018-12-05,88,42.0,,0.42,36.96
2018-12-06,92,42.0,,0.42,38.64
2018-12-07,100,42.0,,0.42,42.0
2018-12-08,72,42.0,,0.42,30.24
2018-12-09,73,42.0,,0.42,30.66
2018-12-10,88,42.0,,0.42,36.96
2018-12-11,90,42.0,,0.42,37.8
2018-12-12,90,42.0,,0.42,37.8
2018-12-13,89,42.0,,0.42,37.379999999999995
2018-12-14,83,42.0,,0.42,34.86
2018-12-15,63,42.0,,0.42,26.459999999999997
2018-12-16,67,42.0,,0.42,28.14
2018-12-17,83,42.0,,0.42,34.86
2018-12-18,80,42.0,,0.42,33.6
2018-12-19,75,42.0,,0.42,31.5
2018-12-20,75,42.0,,0.42,31.5
2018-12-21,62,42.0,,0.42,26.04
2018-12-22,58,42.0,,0.42,24.36
2018-12-23,58,42.0,,0.42,24.36
2018-12-24,58,42.0,,0.42,24.36
2018-12-25,76,42.0,,0.42,31.919999999999998
2018-12-26,72,42.0,,0.42,30.24
2018-12-27,73,42.0,,0.42,30.66
2018-12-28,69,42.0,,0.42,28.98
2018-12-29,77,42.0,,0.42,32.339999999999996
2018-12-30,79,42.0,,0.42,33.18
2018-12-31,70,42.0,,0.42,29.4
2019-01-01,91,40.0,False,0.4,36.4
2019-01-02,81,40.0,,0.4,32.4
2019-01-03,86,40.0,,0.4,34.4
2019-01-04,81,40.0,,0.4,32.4
2019-01-05,83,40.0,,0.4,33.2
2019-01-06,79,40.0,,0.4,31.6
2019-01-07,89,40.0,,0.4,35.6
2019-01-08,88,40.0,,0.4,35.2
2019-01-09,97,40.0,,0.4,38.800000000000004
2019-01-10,94,40.0,,0.4,37.6
2019-01-11,91,40.0,,0.4,36.4
2019-01-12,73,40.0,,0.4,29.200000000000003
2019-01-13,80,40.0,,0.4,32.0
2019-01-14,95,40.0,,0.4,38.0
2019-01-15,100,40.0,,0.4,40.0
2019-01-16,95,40.0,,0.4,38.0
2019-01-17,94,40.0,,0.4,37.6
2019-01-18,91,40.0,,0.4,36.4
2019-01-19,74,40.0,,0.4,29.6
2019-01-20,71,40.0,,0.4,28.400000000000002
2019-01-21,73,40.0,,0.4,29.200000000000003
2019-01-22,95,40.0,,0.4,38.0
2019-01-23,94,40.0,,0.4,37.6
2019-01-24,100,40.0,,0.4,40.0
2019-01-25,90,40.0,,0.4,36.0
2019-01-26,74,40.0,,0.4,29.6
2019-01-27,82,40.0,,0.4,32.800000000000004
2019-01-28,90,40.0,,0.4,36.0
2019-01-29,93,40.0,,0.4,37.2
2019-01-30,87,40.0,,0.4,34.800000000000004
2019-01-31,95,40.0,,0.4,38.0
2019-02-01,85,43.0,False,0.43,36.55
2019-02-02,69,43.0,,0.43,29.669999999999998
2019-02-03,72,43.0,,0.43,30.96
2019-02-04,84,43.0,,0.43,36.12
2019-02-05,88,43.0,,0.43,37.839999999999996
2019-02-06,92,43.0,,0.43,39.56
2019-02-07,88,43.0,,0.43,37.839999999999996
2019-02-08,87,43.0,,0.43,37.41
2019-02-09,65,43.0,,0.43,27.95
2019-02-10,76,43.0,,0.43,32.68
2019-02-11,89,43.0,,0.43,38.269999999999996
2019-02-12,87,43.0,,0.43,37.41
2019-02-13,91,43.0,,0.43,39.13
2019-02-14,86,43.0,,0.43,36.98
2019-02-15,83,43.0,,0.43,35.69
2019-02-16,67,43.0,,0.43,28.81
2019-02-17,76,43.0,,0.43,32.68
2019-02-18,76,43.0,,0.43,32.68
2019-02-19,90,43.0,,0.43,38.7
2019-02-20,82,43.0,,0.43,35.26
2019-02-21,87,43.0,,0.43,37.41
2019-02-22,87,43.0,,0.43,37.41
2019-02-23,64,43.0,,0.43,27.52
2019-02-24,74,43.0,,0.43,31.82
2019-02-25,92,43.0,,0.43,39.56
2019-02-26,97,43.0,,0.43,41.71
2019-02-27,97,43.0,,0.43,41.71
2019-02-28,100,43.0,,0.43,43.0
2019-03-01,93,43.0,False,0.43,39.99
2019-03-02,68,43.0,,0.43,29.24
2019-03-03,79,43.0,,0.43,33.97
2019-03-04,92,43.0,,0.43,39.56
2019-03-05,95,43.0,,0.43,40.85
2019-03-06,92,43.0,,0.43,39.56
2019-03-07,100,43.0,,0.43,43.0
2019-03-08,94,43.0,,0.43,40.42
2019-03-09,73,43.0,,0.43,31.39
2019-03-10,76,43.0,,0.43,32.68
2019-03-11,90,43.0,,0.43,38.7
2019-03-12,95,43.0,,0.43,40.85
2019-03-13,87,43.0,,0.43,37.41
2019-03-14,92,43.0,,0.43,39.56
2019-03-15,86,43.0,,0.43,36.98
2019-03-16,69,43.0,,0.43,29.669999999999998
2019-03-17,78,43.0,,0.43,33.54
2019-03-18,94,43.0,,0.43,40.42
2019-03-19,97,43.0,,0.43,41.71
2019-03-20,90,43.0,,0.43,38.7
2019-03-21,94,43.0,,0.43,40.42
2019-03-22,91,43.0,,0.43,39.13
2019-03-23,66,43.0,,0.43,28.38
2019-03-24,70,43.0,,0.43,30.099999999999998
2019-03-25,92,43.0,,0.43,39.56
2019-03-26,98,43.0,,0.43,42.14
2019-03-27,97,43.0,,0.43,41.71
2019-03-28,93,43.0,,0.43,39.99
2019-03-29,86,43.0,,0.43,36.98
2019-03-30,69,43.0,,0.43,29.669999999999998
2019-03-31,82,43.0,,0.43,35.26
2019-04-01,71,53.0,False,0.53,37.63
2019-04-02,73,53.0,,0.53,38.690000000000005
2019-04-03,77,53.0,,0.53,40.81
2019-04-04,76,53.0,,0.53,40.28
2019-04-05,71,53.0,,0.53,37.63
2019-04-06,54,53.0,,0.53,28.62
2019-04-07,59,53.0,,0.53,31.270000000000003
2019-04-08,76,53.0,,0.53,40.28
2019-04-09,74,53.0,,0.53,39.22
2019-04-10,76,53.0,,0.53,40.28
2019-04-11,77,53.0,,0.53,40.81
2019-04-12,74,53.0,,0.53,39.22
2019-04-13,54,53.0,,0.53,28.62
2019-04-14,59,53.0,,0.53,31.270000000000003
2019-04-15,77,53.0,,0.53,40.81
2019-04-16,86,53.0,,0.53,45.580000000000005
2019-04-17,81,53.0,,0.53,42.93
2019-04-18,78,53.0,,0.53,41.34
2019-04-19,60,53.0,,0.53,31.8
2019-04-20,61,53.0,,0.53,32.33
2019-04-21,66,53.0,,0.53,34.980000000000004
2019-04-22,75,53.0,,0.53,39.75
2019-04-23,82,53.0,,0.53,43.46
2019-04-24,89,53.0,,0.53,47.17
2019-04-25,91,53.0,,0.53,48.230000000000004
2019-04-26,92,53.0,,0.53,48.760000000000005
2019-04-27,83,53.0,,0.53,43.99
2019-04-28,90,53.0,,0.53,47.7
2019-04-29,100,53.0,,0.53,53.0
2019-04-30,91,53.0,,0.53,48.230000000000004
2019-05-01,99,52.0,False,0.52,51.480000000000004
2019-05-02,100,52.0,,0.52,52.0
2019-05-03,93,52.0,,0.52,48.36
2019-05-04,74,52.0,,0.52,38.480000000000004
2019-05-05,78,52.0,,0.52,40.56
2019-05-06,96,52.0,,0.52,49.92
2019-05-07,94,52.0,,0.52,48.88
2019-05-08,93,52.0,,0.52,48.36
