date,water_unscaled,water_monthly,isPartial,scale,water
2020-07-21,84,97.0,,0.97,81.48
2020-07-22,84,97.0,,0.97,81.48
2020-07-23,82,97.0,,0.97,79.53999999999999
2020-07-24,83,97.0,,0.97,80.50999999999999
2020-07-25,91,97.0,,0.97,88.27
2020-07-26,94,97.0,,0.97,91.17999999999999
2020-07-27,87,97.0,,0.97,84.39
2020-07-28,84,97.0,,0.97,81.48
2020-07-29,81,97.0,,0.97,78.57
2020-07-30,81,97.0,,0.97,78.57
2020-07-31,79,97.0,,0.97,76.63
2020-08-01,97,88.0,False,0.88,85.36
2020-08-02,100,88.0,,0.88,88.0
2020-08-03,96,88.0,,0.88,84.48
2020-08-04,90,88.0,,0.88,79.2
2020-08-05,89,88.0,,0.88,78.32000000000001
2020-08-06,89,88.0,,0.88,78.32000000000001
2020-08-07,89,88.0,,0.88,78.32000000000001
2020-08-08,94,88.0,,0.88,82.72
2020-08-09,100,88.0,,0.88,88.0
2020-08-10,91,88.0,,0.88,80.08
2020-08-11,88,88.0,,0.88,77.44
2020-08-12,90,88.0,,0.88,79.2
2020-08-13,93,88.0,,0.88,81.84
2020-08-14,98,88.0,,0.88,86.24
2020-08-15,99,88.0,,0.88,87.12
2020-08-16,98,88.0,,0.88,86.24
2020-08-17,92,88.0,,0.88,80.96
2020-08-18,92,88.0,,0.88,80.96
2020-08-19,89,88.0,,0.88,78.32000000000001
2020-08-20,90,88.0,,0.88,79.2
2020-08-21,86,88.0,,0.88,75.68
2020-08-22,93,88.0,,0.88,81.84
2020-08-23,95,88.0,,0.88,83.6
2020-08-24,89,88.0,,0.88,78.32000000000001
2020-08-25,86,88.0,,0.88,75.68
2020-08-26,87,88.0,,0.88,76.56
2020-08-27,86,88.0,,0.88,75.68
2020-08-28,88,88.0,,0.88,77.44
2020-08-29,86,88.0,,0.88,75.68
2020-08-30,92,88.0,,0.88,80.96
2020-08-31,88,88.0,,0.88,77.44
2020-09-01,93,85.0,False,0.85,79.05
2020-09-02,97,85.0,,0.85,82.45
2020-09-03,94,85.0,,0.85,79.89999999999999
2020-09-04,94,85.0,,0.85,79.89999999999999
2020-09-05,96,85.0,,0.85,81.6
2020-09-06,100,85.0,,0.85,85.0
2020-09-07,97,85.0,,0.85,82.45
2020-09-08,92,85.0,,0.85,78.2
2020-09-09,93,85.0,,0.85,79.05
2020-09-10,92,85.0,,0.85,78.2
2020-09-11,91,85.0,,0.85,77.35
2020-09-12,88,85.0,,0.85,74.8
2020-09-13,87,85.0,,0.85,73.95
2020-09-14,96,85.0,,0.85,81.6
2020-09-15,95,85.0,,0.85,80.75
2020-09-16,94,85.0,,0.85,79.89999999999999
2020-09-17,92,85.0,,0.85,78.2
2020-09-18,93,85.0,,0.85,79.05
2020-09-19,86,85.0,,0.85,73.1
2020-09-20,84,85.0,,0.85,71.39999999999999
2020-09-21,92,85.0,,0.85,78.2
2020-09-22,93,85.0,,0.85,79.05
2020-09-23,93,85.0,,0.85,79.05
2020-09-24,94,85.0,,0.85,79.89999999999999
2020-09-25,91,85.0,,0.85,77.35
2020-09-26,88,85.0,,0.85,74.8
2020-09-27,88,85.0,,0.85,74.8
2020-09-28,92,85.0,,0.85,78.2
2020-09-29,94,85.0,,0.85,79.89999999999999
2020-09-30,88,85.0,,0.85,74.8
2020-10-01,98,78.0,False,0.78,76.44
2020-10-02,93,78.0,,0.78,72.54
2020-10-03,85,78.0,,0.78,66.3
2020-10-04,87,78.0,,0.78,67.86
2020-10-05,100,78.0,,0.78,78.0
2020-10-06,99,78.0,,0.78,77.22
2020-10-07,93,78.0,,0.78,72.54
2020-10-08,97,78.0,,0.78,75.66
2020-10-09,90,78.0,,0.78,70.2
2020-10-10,86,78.0,,0.78,67.08
2020-10-11,88,78.0,,0.78,68.64
2020-10-12,93,78.0,,0.78,72.54
2020-10-13,93,78.0,,0.78,72.54
2020-10-14,95,78.0,,0.78,74.10000000000001
2020-10-15,95,78.0,,0.78,74.10000000000001
2020-10-16,92,78.0,,0.78,71.76
2020-10-17,86,78.0,,0.78,67.08
2020-10-18,89,78.0,,0.78,69.42
2020-10-19,96,78.0,,0.78,74.88
2020-10-20,95,78.0,,0.78,74.10000000000001
2020-10-21,91,78.0,,0.78,70.98
2020-10-22,91,78.0,,0.78,70.98
2020-10-23,91,78.0,,0.78,70.98
2020-10-24,82,78.0,,0.78,63.96
2020-10-25,83,78.0,,0.78,64.74000000000001
2020-10-26,92,78.0,,0.78,71.76
2020-10-27,91,78.0,,0.78,70.98
2020-10-28,89,78.0,,0.78,69.42
2020-10-29,91,78.0,,0.78,70.98
2020-10-30,88,78.0,,0.78,68.64
2020-10-31,80,78.0,,0.78,62.400000000000006
2020-11-01,89,69.0,True,0.69,61.41
2020-11-02,99,69.0,,0.69,68.30999999999999
2020-11-03,89,69.0,,0.69,61.41
2020-11-04,58,69.0,,0.69,40.019999999999996
2020-11-05,72,69.0,,0.69,49.67999999999999
2020-11-06,81,69.0,,0.69,55.88999999999999
2020-11-07,74,69.0,,0.69,51.059999999999995
2020-11-08,84,69.0,,0.69,57.959999999999994
2020-11-09,99,69.0,,0.69,68.30999999999999
2020-11-10,95,69.0,,0.69,65.55
2020-11-11,92,69.0,,0.69,63.48
2020-11-12,96,69.0,,0.69,66.24
2020-11-13,100,69.0,,0.69,69.0
2020-11-14,90,69.0,,0.69,62.099999999999994
2020-11-15,89,69.0,,0.69,61.41
2020-11-16,97,69.0,,0.69,66.92999999999999
2020-11-17,97,69.0,,0.69,66.92999999999999
2020-11-18,97,69.0,,0.69,66.92999999999999
2020-11-19,94,69.0,,0.69,64.86
2020-11-20,92,69.0,,0.69,63.48
2020-11-21,88,69.0,,0.69,60.72
2020-11-22,90,69.0,,0.69,62.099999999999994
2020-11-23,91,69.0,,0.69,62.78999999999999
2020-11-24,91,69.0,,0.69,62.78999999999999
2020-11-25,87,69.0,,0.69,60.029999999999994
2020-11-26,85,69.0,,0.69,58.65
2020-11-27,82,69.0,,0.69,56.58
2020-11-28,83,69.0,,0.69,57.269999999999996
2020-11-29,89,69.0,,0.69,61.41
