date,water_unscaled,water_monthly,isPartial,scale,water
2018-11-16,93,69.0,,0.69,64.17
2018-11-17,86,69.0,,0.69,59.339999999999996
2018-11-18,88,69.0,,0.69,60.72
2018-11-19,94,69.0,,0.69,64.86
2018-11-20,90,69.0,,0.69,62.099999999999994
2018-11-21,85,69.0,,0.69,58.65
2018-11-22,80,69.0,,0.69,55.199999999999996
2018-11-23,78,69.0,,0.69,53.81999999999999
2018-11-24,84,69.0,,0.69,57.959999999999994
2018-11-25,87,69.0,,0.69,60.029999999999994
2018-11-26,99,69.0,,0.69,68.30999999999999
2018-11-27,96,69.0,,0.69,66.24
2018-11-28,100,69.0,,0.69,69.0
2018-11-29,99,69.0,,0.69,68.30999999999999
2018-11-30,99,69.0,,0.69,68.30999999999999
2018-12-01,83,69.0,False,0.69,57.269999999999996
2018-12-02,86,69.0,,0.69,59.339999999999996
2018-12-03,99,69.0,,0.69,68.30999999999999
2018-12-04,100,69.0,,0.69,69.0
2018-12-05,95,69.0,,0.69,65.55
2018-12-06,95,69.0,,0.69,65.55
2018-12-07,92,69.0,,0.69,63.48
2018-12-08,83,69.0,,0.69,57.269999999999996
2018-12-09,85,69.0,,0.69,58.65
2018-12-10,95,69.0,,0.69,65.55
2018-12-11,92,69.0,,0.69,63.48
2018-12-12,93,69.0,,0.69,64.17
2018-12-13,97,69.0,,0.69,66.92999999999999
2018-12-14,93,69.0,,0.69,64.17
2018-12-15,86,69.0,,0.69,59.339999999999996
2018-12-16,87,69.0,,0.69,60.029999999999994
2018-12-17,93,69.0,,0.69,64.17
2018-12-18,92,69.0,,0.69,63.48
2018-12-19,87,69.0,,0.69,60.029999999999994
2018-12-20,85,69.0,,0.69,58.65
2018-12-21,85,69.0,,0.69,58.65
2018-12-22,82,69.0,,0.69,56.58
2018-12-23,79,69.0,,0.69,54.51
2018-12-24,76,69.0,,0.69,52.44
2018-12-25,74,69.0,,0.69,51.059999999999995
2018-12-26,86,69.0,,0.69,59.339999999999996
2018-12-27,91,69.0,,0.69,62.78999999999999
2018-12-28,94,69.0,,0.69,64.86
2018-12-29,88,69.0,,0.69,60.72
2018-12-30,88,69.0,,0.69,60.72
2018-12-31,89,69.0,,0.69,61.41
2019-01-01,79,77.0,False,0.77,60.83
2019-01-02,89,77.0,,0.77,68.53
2019-01-03,90,77.0,,0.77,69.3
2019-01-04,89,77.0,,0.77,68.53
2019-01-05,84,77.0,,0.77,64.68
2019-01-06,84,77.0,,0.77,64.68
2019-01-07,94,77.0,,0.77,72.38
2019-01-08,95,77.0,,0.77,73.15
2019-01-09,94,77.0,,0.77,72.38
2019-01-10,90,77.0,,0.77,69.3
2019-01-11,89,77.0,,0.77,68.53
2019-01-12,83,77.0,,0.77,63.910000000000004
2019-01-13,84,77.0,,0.77,64.68
2019-01-14,93,77.0,,0.77,71.61
2019-01-15,94,77.0,,0.77,72.38
2019-01-16,93,77.0,,0.77,71.61
2019-01-17,90,77.0,,0.77,69.3
2019-01-18,90,77.0,,0.77,69.3
2019-01-19,83,77.0,,0.77,63.910000000000004
2019-01-20,81,77.0,,0.77,62.370000000000005
2019-01-21,89,77.0,,0.77,68.53
2019-01-22,93,77.0,,0.77,71.61
2019-01-23,93,77.0,,0.77,71.61
2019-01-24,88,77.0,,0.77,67.76
2019-01-25,89,77.0,,0.77,68.53
2019-01-26,86,77.0,,0.77,66.22
2019-01-27,87,77.0,,0.77,66.99
2019-01-28,93,77.0,,0.77,71.61
2019-01-29,92,77.0,,0.77,70.84
2019-01-30,97,77.0,,0.77,74.69
2019-01-31,100,77.0,,0.77,77.0
2019-02-01,99,77.0,False,0.77,76.23
2019-02-02,93,77.0,,0.77,71.61
2019-02-03,90,77.0,,0.77,69.3
2019-02-04,92,77.0,,0.77,70.84
2019-02-05,100,77.0,,0.77,77.0
2019-02-06,95,77.0,,0.77,73.15
2019-02-07,97,77.0,,0.77,74.69
2019-02-08,93,77.0,,0.77,71.61
2019-02-09,89,77.0,,0.77,68.53
2019-02-10,93,77.0,,0.77,71.61
2019-02-11,94,77.0,,0.77,72.38
2019-02-12,94,77.0,,0.77,72.38
2019-02-13,92,77.0,,0.77,70.84
2019-02-14,96,77.0,,0.77,73.92
2019-02-15,92,77.0,,0.77,70.84
2019-02-16,88,77.0,,0.77,67.76
2019-02-17,94,77.0,,0.77,72.38
2019-02-18,95,77.0,,0.77,73.15
2019-02-19,97,77.0,,0.77,74.69
2019-02-20,95,77.0,,0.77,73.15
2019-02-21,97,77.0,,0.77,74.69
2019-02-22,93,77.0,,0.77,71.61
2019-02-23,92,77.0,,0.77,70.84
2019-02-24,96,77.0,,0.77,73.92
2019-02-25,97,77.0,,0.77,74.69
2019-02-26,98,77.0,,0.77,75.46000000000001
2019-02-27,97,77.0,,0.77,74.69
2019-02-28,97,77.0,,0.77,74.69
2019-03-01,89,78.0,False,0.78,69.42
2019-03-02,85,78.0,,0.78,66.3
2019-03-03,87,78.0,,0.78,67.86
2019-03-04,96,78.0,,0.78,74.88
2019-03-05,95,78.0,,0.78,74.10000000000001
2019-03-06,94,78.0,,0.78,73.32000000000001
2019-03-07,97,78.0,,0.78,75.66
2019-03-08,96,78.0,,0.78,74.88
2019-03-09,90,78.0,,0.78,70.2
2019-03-10,93,78.0,,0.78,72.54
2019-03-11,98,78.0,,0.78,76.44
2019-03-12,95,78.0,,0.78,74.10000000000001
2019-03-13,95,78.0,,0.78,74.10000000000001
2019-03-14,95,78.0,,0.78,74.10000000000001
2019-03-15,93,78.0,,0.78,72.54
2019-03-16,87,78.0,,0.78,67.86
2019-03-17,94,78.0,,0.78,73.32000000000001
2019-03-18,98,78.0,,0.78,76.44
2019-03-19,100,78.0,,0.78,78.0
2019-03-20,96,78.0,,0.78,74.88
2019-03-21,91,78.0,,0.78,70.98
2019-03-22,94,78.0,,0.78,73.32000000000001
2019-03-23,88,78.0,,0.78,68.64
2019-03-24,95,78.0,,0.78,74.10000000000001
2019-03-25,98,78.0,,0.78,76.44
2019-03-26,99,78.0,,0.78,77.22
2019-03-27,99,78.0,,0.78,77.22
2019-03-28,96,78.0,,0.78,74.88
2019-03-29,91,78.0,,0.78,70.98
2019-03-30,91,78.0,,0.78,70.98
2019-03-31,97,78.0,,0.78,75.66
2019-04-01,94,82.0,False,0.82,77.08
2019-04-02,94,82.0,,0.82,77.08
2019-04-03,94,82.0,,0.82,77.08
2019-04-04,92,82.0,,0.82,75.44
2019-04-05,89,82.0,,0.82,72.97999999999999
2019-04-06,84,82.0,,0.82,68.88
2019-04-07,91,82.0,,0.82,74.61999999999999
2019-04-08,96,82.0,,0.82,78.72
2019-04-09,95,82.0,,0.82,77.89999999999999
2019-04-10,92,82.0,,0.82,75.44
2019-04-11,88,82.0,,0.82,72.16
2019-04-12,89,82.0,,0.82,72.97999999999999
2019-04-13,86,82.0,,0.82,70.52
2019-04-14,88,82.0,,0.82,72.16
2019-04-15,93,82.0,,0.82,76.25999999999999
2019-04-16,95,82.0,,0.82,77.89999999999999
2019-04-17,94,82.0,,0.82,77.08
2019-04-18,94,82.0,,0.82,77.08
2019-04-19,88,82.0,,0.82,72.16
2019-04-20,89,82.0,,0.82,72.97999999999999
2019-04-21,91,82.0,,0.82,74.61999999999999
2019-04-22,99,82.0,,0.82,81.17999999999999
2019-04-23,100,82.0,,0.82,82.0
2019-04-24,98,82.0,,0.82,80.36
2019-04-25,98,82.0,,0.82,80.36
2019-04-26,94,82.0,,0.82,77.08
2019-04-27,90,82.0,,0.82,73.8
2019-04-28,99,82.0,,0.82,81.17999999999999
2019-04-29,100,82.0,,0.82,82.0
2019-04-30,99,82.0,,0.82,81.17999999999999
2019-05-01,84,88.0,False,0.88,73.92
2019-05-02,87,88.0,,0.88,76.56
2019-05-03,79,88.0,,0.88,69.52
2019-05-04,78,88.0,,0.88,68.64
2019-05-05,83,88.0,,0.88,73.04
2019-05-06,85,88.0,,0.88,74.8
2019-05-07,82,88.0,,0.88,72.16
2019-05-08,82,88.0,,0.88,72.16
2019-05-09,82,88.0,,0.88,72.16
2019-05-10,79,88.0,,0.88,69.52
2019-05-11,77,88.0,,0.88,67.76
2019-05-12,77,88.0,,0.88,67.76
2019-05-13,82,88.0,,0.88,72.16
2019-05-14,84,88.0,,0.88,73.92
2019-05-15,85,88.0,,0.88,74.8
2019-05-16,84,88.0,,0.88,73.92
2019-05-17,83,88.0,,0.88,73.04
2019-05-18,81,88.0,,0.88,71.28
2019-05-19,88,88.0,,0.88,77.44
2019-05-20,94,88.0,,0.88,82.72
2019-05-21,89,88.0,,0.88,78.32000000000001
2019-05-22,87,88.0,,0.88,76.56
2019-05-23,85,88.0,,0.88,74.8
2019-05-24,86,88.0,,0.88,75.68
2019-05-25,95,88.0,,0.88,83.6
2019-05-26,100,88.0,,0.88,88.0
2019-05-27,99,88.0,,0.88,87.12
2019-05-28,94,88.0,,0.88,82.72
2019-05-29,91,88.0,,0.88,80.08
2019-05-30,90,88.0,,0.88,79.2
2019-05-31,88,88.0,,0.88,77.44
2019-06-01,87,96.0,False,0.96,83.52
2019-06-02,89,96.0,,0.96,85.44
2019-06-03,87,96.0,,0.96,83.52
2019-06-04,87,96.0,,0.96,83.52
2019-06-05,83,96.0,,0.96,79.67999999999999
2019-06-06,82,96.0,,0.96,78.72
2019-06-07,82,96.0,,0.96,78.72
2019-06-08,85,96.0,,0.96,81.6
2019-06-09,91,96.0,,0.96,87.36
2019-06-10,85,96.0,,0.96,81.6
2019-06-11,84,96.0,,0.96,80.64
2019-06-12,86,96.0,,0.96,82.56
2019-06-13,82,96.0,,0.96,78.72
2019-06-14,82,96.0,,0.96,78.72
2019-06-15,84,96.0,,0.96,80.64
2019-06-16,86,96.0,,0.96,82.56
2019-06-17,87,96.0,,0.96,83.52
2019-06-18,85,96.0,,0.96,81.6
2019-06-19,84,96.0,,0.96,80.64
2019-06-20,83,96.0,,0.96,79.67999999999999
2019-06-21,85,96.0,,0.96,81.6
2019-06-22,91,96.0,,0.96,87.36
2019-06-23,93,96.0,,0.96,89.28
2019-06-24,90,96.0,,0.96,86.39999999999999
2019-06-25,91,96.0,,0.96,87.36
2019-06-26,91,96.0,,0.96,87.36
2019-06-27,88,96.0,,0.96,84.47999999999999
2019-06-28,91,96.0,,0.96,87.36
2019-06-29,99,96.0,,0.96,95.03999999999999
2019-06-30,100,96.0,,0.96,96.0
2019-07-01,97,100.0,False,1.0,97.0
2019-07-02,91,100.0,,1.0,91.0
2019-07-03,87,100.0,,1.0,87.0
2019-07-04,92,100.0,,1.0,92.0
2019-07-05,96,100.0,,1.0,96.0
2019-07-06,94,100.0,,1.0,94.0
2019-07-07,91,100.0,,1.0,91.0
2019-07-08,91,100.0,,1.0,91.0
2019-07-09,90,100.0,,1.0,90.0
2019-07-10,91,100.0,,1.0,91.0
2019-07-11,89,100.0,,1.0,89.0
2019-07-12,90,100.0,,1.0,90.0
2019-07-13,96,100.0,,1.0,96.0
2019-07-14,100,100.0,,1.0,100.0
2019-07-15,93,100.0,,1.0,93.0
2019-07-16,89,100.0,,1.0,89.0
2019-07-17,88,100.0,,1.0,88.0
2019-07-18,92,100.0,,1.0,92.0
2019-07-19,90,100.0,,1.0,90.0
2019-07-20,95,100.0,,1.0,95.0
2019-07-21,100,100.0,,1.0,100.0
2019-07-22,89,100.0,,1.0,89.0
2019-07-23,86,100.0,,1.0,86.0
2019-07-24,85,100.0,,1.0,85.0
2019-07-25,86,100.0,,1.0,86.0
2019-07-26,88,100.0,,1.0,88.0
2019-07-27,92,100.0,,1.0,92.0
2019-07-28,93,100.0,,1.0,93.0
2019-07-29,87,100.0,,1.0,87.0
2019-07-30,83,100.0,,1.0,83.0
2019-07-31,81,100.0,,1.0,81.0
2019-08-01,98,87.0,False,0.87,85.26
2019-08-02,95,87.0,,0.87,82.65
2019-08-03,100,87.0,,0.87,87.0
2019-08-04,100,87.0,,0.87,87.0
2019-08-05,94,87.0,,0.87,81.78
2019-08-06,89,87.0,,0.87,77.42999999999999
2019-08-07,88,87.0,,0.87,76.56
2019-08-08,91,87.0,,0.87,79.17
2019-08-09,89,87.0,,0.87,77.42999999999999
2019-08-10,94,87.0,,0.87,81.78
2019-08-11,96,87.0,,0.87,83.52
2019-08-12,92,87.0,,0.87,80.04
2019-08-13,89,87.0,,0.87,77.42999999999999
2019-08-14,90,87.0,,0.87,78.3
2019-08-15,91,87.0,,0.87,79.17
2019-08-16,89,87.0,,0.87,77.42999999999999
2019-08-17,96,87.0,,0.87,83.52
2019-08-18,96,87.0,,0.87,83.52
2019-08-19,91,87.0,,0.87,79.17
2019-08-20,89,87.0,,0.87,77.42999999999999
2019-08-21,87,87.0,,0.87,75.69
2019-08-22,85,87.0,,0.87,73.95
2019-08-23,82,87.0,,0.87,71.34
2019-08-24,83,87.0,,0.87,72.21
2019-08-25,88,87.0,,0.87,76.56
2019-08-26,84,87.0,,0.87,73.08
2019-08-27,83,87.0,,0.87,72.21
2019-08-28,86,87.0,,0.87,74.82
2019-08-29,87,87.0,,0.87,75.69
2019-08-30,87,87.0,,0.87,75.69
2019-08-31,81,87.0,,0.87,70.47
2019-09-01,98,78.0,False,0.78,76.44
2019-09-02,98,78.0,,0.78,76.44
2019-09-03,98,78.0,,0.78,76.44
2019-09-04,98,78.0,,0.78,76.44
2019-09-05,94,78.0,,0.78,73.32000000000001
2019-09-06,93,78.0,,0.78,72.54
2019-09-07,92,78.0,,0.78,71.76
2019-09-08,90,78.0,,0.78,70.2
2019-09-09,96,78.0,,0.78,74.88
2019-09-10,96,78.0,,0.78,74.88
2019-09-11,93,78.0,,0.78,72.54
2019-09-12,98,78.0,,0.78,76.44
2019-09-13,97,78.0,,0.78,75.66
2019-09-14,93,78.0,,0.78,72.54
2019-09-15,96,78.0,,0.78,74.88
2019-09-16,99,78.0,,0.78,77.22
2019-09-17,96,78.0,,0.78,74.88
2019-09-18,98,78.0,,0.78,76.44
2019-09-19,98,78.0,,0.78,76.44
2019-09-20,98,78.0,,0.78,76.44
2019-09-21,92,78.0,,0.78,71.76
2019-09-22,93,78.0,,0.78,72.54
2019-09-23,100,78.0,,0.78,78.0
2019-09-24,97,78.0,,0.78,75.66
2019-09-25,95,78.0,,0.78,74.10000000000001
2019-09-26,95,78.0,,0.78,74.10000000000001
2019-09-27,94,78.0,,0.78,73.32000000000001
2019-09-28,89,78.0,,0.78,69.42
2019-09-29,90,78.0,,0.78,70.2
2019-09-30,98,78.0,,0.78,76.44
2019-10-01,98,74.0,False,0.74,72.52
2019-10-02,99,74.0,,0.74,73.26
2019-10-03,100,74.0,,0.74,74.0
2019-10-04,96,74.0,,0.74,71.03999999999999
2019-10-05,92,74.0,,0.74,68.08
2019-10-06,88,74.0,,0.74,65.12
2019-10-07,97,74.0,,0.74,71.78
2019-10-08,98,74.0,,0.74,72.52
2019-10-09,100,74.0,,0.74,74.0
2019-10-10,98,74.0,,0.74,72.52
2019-10-11,93,74.0,,0.74,68.82
2019-10-12,85,74.0,,0.74,62.9
2019-10-13,85,74.0,,0.74,62.9
2019-10-14,96,74.0,,0.74,71.03999999999999
2019-10-15,97,74.0,,0.74,71.78
2019-10-16,94,74.0,,0.74,69.56
2019-10-17,95,74.0,,0.74,70.3
2019-10-18,91,74.0,,0.74,67.34
2019-10-19,85,74.0,,0.74,62.9
2019-10-20,87,74.0,,0.74,64.38
2019-10-21,96,74.0,,0.74,71.03999999999999
2019-10-22,97,74.0,,0.74,71.78
2019-10-23,95,74.0,,0.74,70.3
2019-10-24,95,74.0,,0.74,70.3
2019-10-25,91,74.0,,0.74,67.34
2019-10-26,81,74.0,,0.74,59.94
2019-10-27,85,74.0,,0.74,62.9
2019-10-28,95,74.0,,0.74,70.3
2019-10-29,94,74.0,,0.74,69.56
2019-10-30,91,74.0,,0.74,67.34
2019-10-31,87,74.0,,0.74,64.38
2019-11-01,93,72.0,False,0.72,66.96
2019-11-02,86,72.0,,0.72,61.919999999999995
2019-11-03,90,72.0,,0.72,64.8
2019-11-04,100,72.0,,0.72,72.0
2019-11-05,95,72.0,,0.72,68.39999999999999
2019-11-06,96,72.0,,0.72,69.12
2019-11-07,98,72.0,,0.72,70.56
2019-11-08,96,72.0,,0.72,69.12
2019-11-09,88,72.0,,0.72,63.36
2019-11-10,89,72.0,,0.72,64.08
2019-11-11,95,72.0,,0.72,68.39999999999999
2019-11-12,94,72.0,,0.72,67.67999999999999
2019-11-13,98,72.0,,0.72,70.56
2019-11-14,94,72.0,,0.72,67.67999999999999
2019-11-15,94,72.0,,0.72,67.67999999999999
2019-11-16,84,72.0,,0.72,60.48
2019-11-17,89,72.0,,0.72,64.08
2019-11-18,99,72.0,,0.72,71.28
2019-11-19,99,72.0,,0.72,71.28
2019-11-20,97,72.0,,0.72,69.84
2019-11-21,92,72.0,,0.72,66.24
2019-11-22,92,72.0,,0.72,66.24
2019-11-23,84,72.0,,0.72,60.48
2019-11-24,85,72.0,,0.72,61.199999999999996
2019-11-25,90,72.0,,0.72,64.8
2019-11-26,90,72.0,,0.72,64.8
2019-11-27,88,72.0,,0.72,63.36
2019-11-28,81,72.0,,0.72,58.32
2019-11-29,76,72.0,,0.72,54.72
2019-11-30,81,72.0,,0.72,58.32
2019-12-01,88,69.0,False,0.69,60.72
2019-12-02,96,69.0,,0.69,66.24
2019-12-03,98,69.0,,0.69,67.61999999999999
2019-12-04,100,69.0,,0.69,69.0
2019-12-05,99,69.0,,0.69,68.30999999999999
2019-12-06,96,69.0,,0.69,66.24
2019-12-07,86,69.0,,0.69,59.339999999999996
2019-12-08,88,69.0,,0.69,60.72
2019-12-09,96,69.0,,0.69,66.24
2019-12-10,96,69.0,,0.69,66.24
2019-12-11,97,69.0,,0.69,66.92999999999999
2019-12-12,97,69.0,,0.69,66.92999999999999
2019-12-13,96,69.0,,0.69,66.24
2019-12-14,89,69.0,,0.69,61.41
2019-12-15,89,69.0,,0.69,61.41
2019-12-16,97,69.0,,0.69,66.92999999999999
2019-12-17,96,69.0,,0.69,66.24
2019-12-18,92,69.0,,0.69,63.48
2019-12-19,87,69.0,,0.69,60.029999999999994
2019-12-20,89,69.0,,0.69,61.41
2019-12-21,83,69.0,,0.69,57.269999999999996
2019-12-22,83,69.0,,0.69,57.269999999999996
2019-12-23,88,69.0,,0.69,60.72
2019-12-24,83,69.0,,0.69,57.269999999999996
2019-12-25,79,69.0,,0.69,54.51
2019-12-26,95,69.0,,0.69,65.55
2019-12-27,99,69.0,,0.69,68.30999999999999
2019-12-28,93,69.0,,0.69,64.17
2019-12-29,93,69.0,,0.69,64.17
2019-12-30,98,69.0,,0.69,67.61999999999999
2019-12-31,94,69.0,,0.69,64.86
2020-01-01,80,76.0,False,0.76,60.8
2020-01-02,94,76.0,,0.76,71.44
2020-01-03,94,76.0,,0.76,71.44
2020-01-04,90,76.0,,0.76,68.4
2020-01-05,87,76.0,,0.76,66.12
2020-01-06,91,76.0,,0.76,69.16
2020-01-07,93,76.0,,0.76,70.68
2020-01-08,94,76.0,,0.76,71.44
2020-01-09,95,76.0,,0.76,72.2
2020-01-10,95,76.0,,0.76,72.2
2020-01-11,89,76.0,,0.76,67.64
2020-01-12,88,76.0,,0.76,66.88
2020-01-13,100,76.0,,0.76,76.0
2020-01-14,95,76.0,,0.76,72.2
2020-01-15,95,76.0,,0.76,72.2
2020-01-16,95,76.0,,0.76,72.2
2020-01-17,92,76.0,,0.76,69.92
2020-01-18,87,76.0,,0.76,66.12
2020-01-19,86,76.0,,0.76,65.36
2020-01-20,90,76.0,,0.76,68.4
2020-01-21,97,76.0,,0.76,73.72
2020-01-22,96,76.0,,0.76,72.96000000000001
2020-01-23,96,76.0,,0.76,72.96000000000001
2020-01-24,96,76.0,,0.76,72.96000000000001
2020-01-25,88,76.0,,0.76,66.88
2020-01-26,85,76.0,,0.76,64.6
2020-01-27,92,76.0,,0.76,69.92
2020-01-28,95,76.0,,0.76,72.2
2020-01-29,94,76.0,,0.76,71.44
2020-01-30,93,76.0,,0.76,70.68
2020-01-31,90,76.0,,0.76,68.4
2020-02-01,75,78.0,False,0.78,58.5
2020-02-02,76,78.0,,0.78,59.28
2020-02-03,79,78.0,,0.78,61.620000000000005
2020-02-04,83,78.0,,0.78,64.74000000000001
2020-02-05,81,78.0,,0.78,63.18
2020-02-06,84,78.0,,0.78,65.52
2020-02-07,81,78.0,,0.78,63.18
2020-02-08,78,78.0,,0.78,60.84
2020-02-09,81,78.0,,0.78,63.18
2020-02-10,85,78.0,,0.78,66.3
2020-02-11,86,78.0,,0.78,67.08
2020-02-12,85,78.0,,0.78,66.3
2020-02-13,84,78.0,,0.78,65.52
2020-02-14,81,78.0,,0.78,63.18
2020-02-15,81,78.0,,0.78,63.18
2020-02-16,83,78.0,,0.78,64.74000000000001
2020-02-17,87,78.0,,0.78,67.86
2020-02-18,84,78.0,,0.78,65.52
2020-02-19,86,78.0,,0.78,67.08
2020-02-20,87,78.0,,0.78,67.86
2020-02-21,84,78.0,,0.78,65.52
2020-02-22,80,78.0,,0.78,62.400000000000006
2020-02-23,82,78.0,,0.78,63.96
2020-02-24,91,78.0,,0.78,70.98
2020-02-25,85,78.0,,0.78,66.3
2020-02-26,87,78.0,,0.78,67.86
2020-02-27,90,78.0,,0.78,70.2
2020-02-28,100,78.0,,0.78,78.0
2020-02-29,91,78.0,,0.78,70.98
2020-03-01,93,78.0,False,0.78,72.54
2020-03-02,95,78.0,,0.78,74.10000000000001
2020-03-03,93,78.0,,0.78,72.54
2020-03-04,92,78.0,,0.78,71.76
2020-03-05,94,78.0,,0.78,73.32000000000001
2020-03-06,90,78.0,,0.78,70.2
2020-03-07,82,78.0,,0.78,63.96
2020-03-08,89,78.0,,0.78,69.42
2020-03-09,96,78.0,,0.78,74.88
2020-03-10,94,78.0,,0.78,73.32000000000001
2020-03-11,89,78.0,,0.78,69.42
2020-03-12,90,78.0,,0.78,70.2
2020-03-13,95,78.0,,0.78,74.10000000000001
2020-03-14,100,78.0,,0.78,78.0
2020-03-15,96,78.0,,0.78,74.88
2020-03-16,90,78.0,,0.78,70.2
2020-03-17,85,78.0,,0.78,66.3
2020-03-18,84,78.0,,0.78,65.52
2020-03-19,87,78.0,,0.78,67.86
2020-03-20,83,78.0,,0.78,64.74000000000001
2020-03-21,88,78.0,,0.78,68.64
2020-03-22,87,78.0,,0.78,67.86
2020-03-23,86,78.0,,0.78,67.08
2020-03-24,85,78.0,,0.78,66.3
2020-03-25,83,78.0,,0.78,64.74000000000001
2020-03-26,86,78.0,,0.78,67.08
2020-03-27,85,78.0,,0.78,66.3
2020-03-28,88,78.0,,0.78,68.64
2020-03-29,91,78.0,,0.78,70.98
2020-03-30,89,78.0,,0.78,69.42
2020-03-31,87,78.0,,0.78,67.86
2020-04-01,84,83.0,False,0.83,69.72
2020-04-02,86,83.0,,0.83,71.38
2020-04-03,85,83.0,,0.83,70.55
2020-04-04,86,83.0,,0.83,71.38
2020-04-05,88,83.0,,0.83,73.03999999999999
2020-04-06,86,83.0,,0.83,71.38
2020-04-07,92,83.0,,0.83,76.36
2020-04-08,100,83.0,,0.83,83.0
2020-04-09,93,83.0,,0.83,77.19
2020-04-10,92,83.0,,0.83,76.36
2020-04-11,90,83.0,,0.83,74.7
2020-04-12,84,83.0,,0.83,69.72
2020-04-13,90,83.0,,0.83,74.7
2020-04-14,90,83.0,,0.83,74.7
2020-04-15,87,83.0,,0.83,72.21
2020-04-16,87,83.0,,0.83,72.21
2020-04-17,88,83.0,,0.83,73.03999999999999
2020-04-18,88,83.0,,0.83,73.03999999999999
2020-04-19,91,83.0,,0.83,75.53
2020-04-20,94,83.0,,0.83,78.02
2020-04-21,92,83.0,,0.83,76.36
2020-04-22,89,83.0,,0.83,73.86999999999999
2020-04-23,91,83.0,,0.83,75.53
2020-04-24,92,83.0,,0.83,76.36
2020-04-25,94,83.0,,0.83,78.02
2020-04-26,99,83.0,,0.83,82.17
2020-04-27,99,83.0,,0.83,82.17
2020-04-28,95,83.0,,0.83,78.85
2020-04-29,96,83.0,,0.83,79.67999999999999
2020-04-30,97,83.0,,0.83,80.50999999999999
2020-05-01,84,90.0,False,0.9,75.60000000000001
2020-05-02,89,90.0,,0.9,80.10000000000001
2020-05-03,92,90.0,,0.9,82.8
2020-05-04,89,90.0,,0.9,80.10000000000001
2020-05-05,86,90.0,,0.9,77.4
2020-05-06,83,90.0,,0.9,74.7
2020-05-07,80,90.0,,0.9,72.0
2020-05-08,80,90.0,,0.9,72.0
2020-05-09,82,90.0,,0.9,73.8
2020-05-10,78,90.0,,0.9,70.2
2020-05-11,83,90.0,,0.9,74.7
2020-05-12,81,90.0,,0.9,72.9
2020-05-13,82,90.0,,0.9,73.8
2020-05-14,81,90.0,,0.9,72.9
2020-05-15,87,90.0,,0.9,78.3
2020-05-16,89,90.0,,0.9,80.10000000000001
2020-05-17,94,90.0,,0.9,84.60000000000001
2020-05-18,91,90.0,,0.9,81.9
2020-05-19,86,90.0,,0.9,77.4
2020-05-20,87,90.0,,0.9,78.3
2020-05-21,88,90.0,,0.9,79.2
2020-05-22,88,90.0,,0.9,79.2
2020-05-23,94,90.0,,0.9,84.60000000000001
2020-05-24,98,90.0,,0.9,88.2
2020-05-25,100,90.0,,0.9,90.0
2020-05-26,94,90.0,,0.9,84.60000000000001
2020-05-27,93,90.0,,0.9,83.7
2020-05-28,88,90.0,,0.9,79.2
2020-05-29,86,90.0,,0.9,77.4
2020-05-30,86,90.0,,0.9,77.4
2020-05-31,87,90.0,,0.9,78.3
2020-06-01,84,95.0,False,0.95,79.8
2020-06-02,84,95.0,,0.95,79.8
2020-06-03,87,95.0,,0.95,82.64999999999999
2020-06-04,89,95.0,,0.95,84.55
2020-06-05,88,95.0,,0.95,83.6
2020-06-06,94,95.0,,0.95,89.3
2020-06-07,99,95.0,,0.95,94.05
2020-06-08,96,95.0,,0.95,91.19999999999999
2020-06-09,94,95.0,,0.95,89.3
2020-06-10,90,95.0,,0.95,85.5
2020-06-11,91,95.0,,0.95,86.45
2020-06-12,89,95.0,,0.95,84.55
2020-06-13,95,95.0,,0.95,90.25
2020-06-14,100,95.0,,0.95,95.0
2020-06-15,97,95.0,,0.95,92.14999999999999
2020-06-16,90,95.0,,0.95,85.5
2020-06-17,87,95.0,,0.95,82.64999999999999
2020-06-18,90,95.0,,0.95,85.5
2020-06-19,89,95.0,,0.95,84.55
2020-06-20,93,95.0,,0.95,88.35
2020-06-21,98,95.0,,0.95,93.1
2020-06-22,93,95.0,,0.95,88.35
2020-06-23,92,95.0,,0.95,87.39999999999999
2020-06-24,90,95.0,,0.95,85.5
2020-06-25,91,95.0,,0.95,86.45
2020-06-26,89,95.0,,0.95,84.55
2020-06-27,92,95.0,,0.95,87.39999999999999
2020-06-28,100,95.0,,0.95,95.0
2020-06-29,94,95.0,,0.95,89.3
2020-06-30,92,95.0,,0.95,87.39999999999999
2020-07-01,85,97.0,False,0.97,82.45
2020-07-02,85,97.0,,0.97,82.45
2020-07-03,90,97.0,,0.97,87.3
2020-07-04,91,97.0,,0.97,88.27
2020-07-05,95,97.0,,0.97,92.14999999999999
2020-07-06,90,97.0,,0.97,87.3
2020-07-07,86,97.0,,0.97,83.42
2020-07-08,84,97.0,,0.97,81.48
2020-07-09,87,97.0,,0.97,84.39
2020-07-10,87,97.0,,0.97,84.39
2020-07-11,91,97.0,,0.97,88.27
2020-07-12,94,97.0,,0.97,91.17999999999999
2020-07-13,88,97.0,,0.97,85.36
2020-07-14,86,97.0,,0.97,83.42
2020-07-15,82,97.0,,0.97,79.53999999999999
2020-07-16,83,97.0,,0.97,80.50999999999999
2020-07-17,84,97.0,,0.97,81.48
2020-07-18,93,97.0,,0.97,90.21
2020-07-19,100,97.0,,0.97,97.0
2020-07-20,90,97.0,,0.97,87.3
