date,stock market_unscaled,stock market_monthly,isPartial,scale,stock market
2012-05-05,13,8.0,,0.08,1.04
2012-05-06,14,8.0,,0.08,1.12
2012-05-07,44,8.0,,0.08,3.52
2012-05-08,37,8.0,,0.08,2.96
2012-05-09,34,8.0,,0.08,2.72
2012-05-10,38,8.0,,0.08,3.04
2012-05-11,43,8.0,,0.08,3.44
2012-05-12,16,8.0,,0.08,1.28
2012-05-13,16,8.0,,0.08,1.28
2012-05-14,41,8.0,,0.08,3.2800000000000002
2012-05-15,46,8.0,,0.08,3.68
2012-05-16,42,8.0,,0.08,3.36
2012-05-17,45,8.0,,0.08,3.6
2012-05-18,100,8.0,,0.08,8.0
2012-05-19,34,8.0,,0.08,2.72
2012-05-20,15,8.0,,0.08,1.2
2012-05-21,49,8.0,,0.08,3.92
2012-05-22,50,8.0,,0.08,4.0
2012-05-23,51,8.0,,0.08,4.08
2012-05-24,56,8.0,,0.08,4.48
2012-05-25,34,8.0,,0.08,2.72
2012-05-26,18,8.0,,0.08,1.44
2012-05-27,15,8.0,,0.08,1.2
2012-05-28,19,8.0,,0.08,1.52
2012-05-29,26,8.0,,0.08,2.08
2012-05-30,43,8.0,,0.08,3.44
2012-05-31,36,8.0,,0.08,2.88
2012-06-01,100,7.0,False,0.07,7.000000000000001
2012-06-02,50,7.0,,0.07,3.5000000000000004
2012-06-03,39,7.0,,0.07,2.7300000000000004
2012-06-04,90,7.0,,0.07,6.300000000000001
2012-06-05,78,7.0,,0.07,5.460000000000001
2012-06-06,62,7.0,,0.07,4.340000000000001
2012-06-07,70,7.0,,0.07,4.9
2012-06-08,60,7.0,,0.07,4.2
2012-06-09,32,7.0,,0.07,2.24
2012-06-10,35,7.0,,0.07,2.45
2012-06-11,63,7.0,,0.07,4.41
2012-06-12,68,7.0,,0.07,4.760000000000001
2012-06-13,65,7.0,,0.07,4.550000000000001
2012-06-14,63,7.0,,0.07,4.41
2012-06-15,62,7.0,,0.07,4.340000000000001
2012-06-16,38,7.0,,0.07,2.66
2012-06-17,36,7.0,,0.07,2.5200000000000005
2012-06-18,71,7.0,,0.07,4.970000000000001
2012-06-19,63,7.0,,0.07,4.41
2012-06-20,56,7.0,,0.07,3.9200000000000004
2012-06-21,70,7.0,,0.07,4.9
2012-06-22,65,7.0,,0.07,4.550000000000001
2012-06-23,30,7.0,,0.07,2.1
2012-06-24,22,7.0,,0.07,1.54
2012-06-25,59,7.0,,0.07,4.130000000000001
2012-06-26,67,7.0,,0.07,4.69
2012-06-27,59,7.0,,0.07,4.130000000000001
2012-06-28,90,7.0,,0.07,6.300000000000001
2012-06-29,63,7.0,,0.07,4.41
2012-06-30,34,7.0,,0.07,2.3800000000000003
2012-07-01,35,6.0,False,0.06,2.1
2012-07-02,71,6.0,,0.06,4.26
2012-07-03,100,6.0,,0.06,6.0
2012-07-04,44,6.0,,0.06,2.6399999999999997
2012-07-05,77,6.0,,0.06,4.62
2012-07-06,61,6.0,,0.06,3.6599999999999997
2012-07-07,33,6.0,,0.06,1.98
2012-07-08,27,6.0,,0.06,1.6199999999999999
2012-07-09,62,6.0,,0.06,3.7199999999999998
2012-07-10,57,6.0,,0.06,3.42
2012-07-11,57,6.0,,0.06,3.42
2012-07-12,67,6.0,,0.06,4.02
2012-07-13,63,6.0,,0.06,3.78
2012-07-14,33,6.0,,0.06,1.98
2012-07-15,30,6.0,,0.06,1.7999999999999998
2012-07-16,59,6.0,,0.06,3.54
2012-07-17,50,6.0,,0.06,3.0
2012-07-18,53,6.0,,0.06,3.1799999999999997
2012-07-19,59,6.0,,0.06,3.54
2012-07-20,54,6.0,,0.06,3.2399999999999998
2012-07-21,42,6.0,,0.06,2.52
2012-07-22,30,6.0,,0.06,1.7999999999999998
2012-07-23,65,6.0,,0.06,3.9
2012-07-24,62,6.0,,0.06,3.7199999999999998
2012-07-25,49,6.0,,0.06,2.94
2012-07-26,54,6.0,,0.06,3.2399999999999998
2012-07-27,77,6.0,,0.06,4.62
2012-07-28,36,6.0,,0.06,2.16
2012-07-29,32,6.0,,0.06,1.92
2012-07-30,56,6.0,,0.06,3.36
2012-07-31,61,6.0,,0.06,3.6599999999999997
2012-08-01,77,6.0,False,0.06,4.62
2012-08-02,73,6.0,,0.06,4.38
2012-08-03,70,6.0,,0.06,4.2
2012-08-04,39,6.0,,0.06,2.34
2012-08-05,52,6.0,,0.06,3.12
2012-08-06,76,6.0,,0.06,4.56
2012-08-07,84,6.0,,0.06,5.04
2012-08-08,83,6.0,,0.06,4.9799999999999995
2012-08-09,63,6.0,,0.06,3.78
2012-08-10,74,6.0,,0.06,4.4399999999999995
2012-08-11,43,6.0,,0.06,2.58
2012-08-12,45,6.0,,0.06,2.6999999999999997
2012-08-13,77,6.0,,0.06,4.62
2012-08-14,88,6.0,,0.06,5.279999999999999
2012-08-15,64,6.0,,0.06,3.84
2012-08-16,74,6.0,,0.06,4.4399999999999995
2012-08-17,68,6.0,,0.06,4.08
2012-08-18,49,6.0,,0.06,2.94
2012-08-19,41,6.0,,0.06,2.46
2012-08-20,73,6.0,,0.06,4.38
2012-08-21,66,6.0,,0.06,3.96
2012-08-22,67,6.0,,0.06,4.02
2012-08-23,83,6.0,,0.06,4.9799999999999995
2012-08-24,81,6.0,,0.06,4.859999999999999
2012-08-25,36,6.0,,0.06,2.16
2012-08-26,37,6.0,,0.06,2.2199999999999998
2012-08-27,70,6.0,,0.06,4.2
2012-08-28,79,6.0,,0.06,4.74
2012-08-29,57,6.0,,0.06,3.42
2012-08-30,71,6.0,,0.06,4.26
2012-08-31,100,6.0,,0.06,6.0
2012-09-01,38,7.0,False,0.07,2.66
2012-09-02,30,7.0,,0.07,2.1
2012-09-03,52,7.0,,0.07,3.6400000000000006
2012-09-04,88,7.0,,0.07,6.16
2012-09-05,77,7.0,,0.07,5.390000000000001
2012-09-06,89,7.0,,0.07,6.23
2012-09-07,100,7.0,,0.07,7.000000000000001
2012-09-08,46,7.0,,0.07,3.22
2012-09-09,50,7.0,,0.07,3.5000000000000004
2012-09-10,71,7.0,,0.07,4.970000000000001
2012-09-11,85,7.0,,0.07,5.95
2012-09-12,75,7.0,,0.07,5.250000000000001
2012-09-13,99,7.0,,0.07,6.930000000000001
2012-09-14,97,7.0,,0.07,6.790000000000001
2012-09-15,52,7.0,,0.07,3.6400000000000006
2012-09-16,43,7.0,,0.07,3.0100000000000002
2012-09-17,80,7.0,,0.07,5.6000000000000005
2012-09-18,90,7.0,,0.07,6.300000000000001
2012-09-19,84,7.0,,0.07,5.880000000000001
2012-09-20,86,7.0,,0.07,6.0200000000000005
2012-09-21,85,7.0,,0.07,5.95
2012-09-22,44,7.0,,0.07,3.08
2012-09-23,43,7.0,,0.07,3.0100000000000002
2012-09-24,87,7.0,,0.07,6.090000000000001
2012-09-25,94,7.0,,0.07,6.580000000000001
2012-09-26,89,7.0,,0.07,6.23
2012-09-27,88,7.0,,0.07,6.16
2012-09-28,77,7.0,,0.07,5.390000000000001
2012-09-29,42,7.0,,0.07,2.9400000000000004
2012-09-30,35,7.0,,0.07,2.45
2012-10-01,53,8.0,False,0.08,4.24
2012-10-02,51,8.0,,0.08,4.08
2012-10-03,49,8.0,,0.08,3.92
2012-10-04,50,8.0,,0.08,4.0
2012-10-05,68,8.0,,0.08,5.44
2012-10-06,28,8.0,,0.08,2.24
2012-10-07,45,8.0,,0.08,3.6
2012-10-08,65,8.0,,0.08,5.2
2012-10-09,37,8.0,,0.08,2.96
2012-10-10,53,8.0,,0.08,4.24
2012-10-11,42,8.0,,0.08,3.36
2012-10-12,40,8.0,,0.08,3.2
2012-10-13,16,8.0,,0.08,1.28
2012-10-14,23,8.0,,0.08,1.84
2012-10-15,40,8.0,,0.08,3.2
2012-10-16,50,8.0,,0.08,4.0
2012-10-17,54,8.0,,0.08,4.32
2012-10-18,58,8.0,,0.08,4.64
2012-10-19,48,8.0,,0.08,3.84
2012-10-20,25,8.0,,0.08,2.0
2012-10-21,25,8.0,,0.08,2.0
2012-10-22,55,8.0,,0.08,4.4
2012-10-23,65,8.0,,0.08,5.2
2012-10-24,61,8.0,,0.08,4.88
2012-10-25,50,8.0,,0.08,4.0
2012-10-26,53,8.0,,0.08,4.24
2012-10-27,18,8.0,,0.08,1.44
2012-10-28,23,8.0,,0.08,1.84
2012-10-29,100,8.0,,0.08,8.0
2012-10-30,88,8.0,,0.08,7.04
2012-10-31,65,8.0,,0.08,5.2
2012-11-01,18,11.0,False,0.11,1.98
2012-11-02,19,11.0,,0.11,2.09
2012-11-03,8,11.0,,0.11,0.88
2012-11-04,7,11.0,,0.11,0.77
2012-11-05,20,11.0,,0.11,2.2
2012-11-06,19,11.0,,0.11,2.09
2012-11-07,100,11.0,,0.11,11.0
2012-11-08,65,11.0,,0.11,7.15
2012-11-09,54,11.0,,0.11,5.94
2012-11-10,20,11.0,,0.11,2.2
2012-11-11,18,11.0,,0.11,1.98
2012-11-12,31,11.0,,0.11,3.41
2012-11-13,24,11.0,,0.11,2.64
2012-11-14,26,11.0,,0.11,2.86
2012-11-15,30,11.0,,0.11,3.3
2012-11-16,27,11.0,,0.11,2.97
2012-11-17,12,11.0,,0.11,1.32
2012-11-18,9,11.0,,0.11,0.99
2012-11-19,23,11.0,,0.11,2.53
2012-11-20,22,11.0,,0.11,2.42
2012-11-21,24,11.0,,0.11,2.64
2012-11-22,12,11.0,,0.11,1.32
2012-11-23,19,11.0,,0.11,2.09
2012-11-24,8,11.0,,0.11,0.88
2012-11-25,7,11.0,,0.11,0.77
2012-11-26,16,11.0,,0.11,1.76
2012-11-27,19,11.0,,0.11,2.09
2012-11-28,19,11.0,,0.11,2.09
2012-11-29,17,11.0,,0.11,1.87
2012-11-30,18,11.0,,0.11,1.98
2012-12-01,22,8.0,False,0.08,1.76
2012-12-02,17,8.0,,0.08,1.36
2012-12-03,60,8.0,,0.08,4.8
2012-12-04,57,8.0,,0.08,4.5600000000000005
2012-12-05,48,8.0,,0.08,3.84
2012-12-06,55,8.0,,0.08,4.4
2012-12-07,41,8.0,,0.08,3.2800000000000002
2012-12-08,20,8.0,,0.08,1.6
2012-12-09,31,8.0,,0.08,2.48
2012-12-10,54,8.0,,0.08,4.32
2012-12-11,57,8.0,,0.08,4.5600000000000005
2012-12-12,50,8.0,,0.08,4.0
2012-12-13,56,8.0,,0.08,4.48
2012-12-14,44,8.0,,0.08,3.52
2012-12-15,23,8.0,,0.08,1.84
2012-12-16,20,8.0,,0.08,1.6
2012-12-17,47,8.0,,0.08,3.7600000000000002
2012-12-18,52,8.0,,0.08,4.16
2012-12-19,49,8.0,,0.08,3.92
2012-12-20,43,8.0,,0.08,3.44
2012-12-21,64,8.0,,0.08,5.12
2012-12-22,25,8.0,,0.08,2.0
2012-12-23,32,8.0,,0.08,2.56
2012-12-24,67,8.0,,0.08,5.36
2012-12-25,28,8.0,,0.08,2.24
2012-12-26,46,8.0,,0.08,3.68
2012-12-27,57,8.0,,0.08,4.5600000000000005
2012-12-28,60,8.0,,0.08,4.8
2012-12-29,26,8.0,,0.08,2.08
2012-12-30,33,8.0,,0.08,2.64
2012-12-31,100,8.0,,0.08,8.0
2013-01-01,44,8.0,False,0.08,3.52
2013-01-02,100,8.0,,0.08,8.0
2013-01-03,74,8.0,,0.08,5.92
2013-01-04,59,8.0,,0.08,4.72
2013-01-05,34,8.0,,0.08,2.72
2013-01-06,23,8.0,,0.08,1.84
2013-01-07,63,8.0,,0.08,5.04
2013-01-08,64,8.0,,0.08,5.12
2013-01-09,53,8.0,,0.08,4.24
2013-01-10,66,8.0,,0.08,5.28
2013-01-11,61,8.0,,0.08,4.88
2013-01-12,30,8.0,,0.08,2.4
2013-01-13,31,8.0,,0.08,2.48
2013-01-14,62,8.0,,0.08,4.96
2013-01-15,61,8.0,,0.08,4.88
2013-01-16,54,8.0,,0.08,4.32
2013-01-17,65,8.0,,0.08,5.2
2013-01-18,73,8.0,,0.08,5.84
2013-01-19,41,8.0,,0.08,3.2800000000000002
2013-01-20,50,8.0,,0.08,4.0
2013-01-21,96,8.0,,0.08,7.68
2013-01-22,75,8.0,,0.08,6.0
2013-01-23,80,8.0,,0.08,6.4
2013-01-24,71,8.0,,0.08,5.68
2013-01-25,54,8.0,,0.08,4.32
2013-01-26,34,8.0,,0.08,2.72
2013-01-27,30,8.0,,0.08,2.4
2013-01-28,48,8.0,,0.08,3.84
2013-01-29,75,8.0,,0.08,6.0
2013-01-30,86,8.0,,0.08,6.88
2013-01-31,76,8.0,,0.08,6.08
2013-02-01,89,9.0,False,0.09,8.01
2013-02-02,47,9.0,,0.09,4.2299999999999995
2013-02-03,33,9.0,,0.09,2.9699999999999998
2013-02-04,72,9.0,,0.09,6.4799999999999995
2013-02-05,79,9.0,,0.09,7.109999999999999
2013-02-06,67,9.0,,0.09,6.029999999999999
2013-02-07,81,9.0,,0.09,7.29
2013-02-08,81,9.0,,0.09,7.29
2013-02-09,33,9.0,,0.09,2.9699999999999998
2013-02-10,36,9.0,,0.09,3.2399999999999998
2013-02-11,83,9.0,,0.09,7.47
2013-02-12,76,9.0,,0.09,6.84
2013-02-13,71,9.0,,0.09,6.39
2013-02-14,79,9.0,,0.09,7.109999999999999
2013-02-15,71,9.0,,0.09,6.39
2013-02-16,37,9.0,,0.09,3.33
2013-02-17,45,9.0,,0.09,4.05
2013-02-18,100,9.0,,0.09,9.0
2013-02-19,70,9.0,,0.09,6.3
2013-02-20,72,9.0,,0.09,6.4799999999999995
2013-02-21,83,9.0,,0.09,7.47
2013-02-22,63,9.0,,0.09,5.67
2013-02-23,28,9.0,,0.09,2.52
2013-02-24,39,9.0,,0.09,3.51
2013-02-25,80,9.0,,0.09,7.199999999999999
2013-02-26,82,9.0,,0.09,7.38
2013-02-27,88,9.0,,0.09,7.92
2013-02-28,89,9.0,,0.09,8.01
2013-03-01,67,10.0,False,0.1,6.7
2013-03-02,31,10.0,,0.1,3.1
2013-03-03,28,10.0,,0.1,2.8000000000000003
2013-03-04,60,10.0,,0.1,6.0
2013-03-05,72,10.0,,0.1,7.2
2013-03-06,87,10.0,,0.1,8.700000000000001
2013-03-07,71,10.0,,0.1,7.1000000000000005
2013-03-08,68,10.0,,0.1,6.800000000000001
2013-03-09,34,10.0,,0.1,3.4000000000000004
2013-03-10,39,10.0,,0.1,3.9000000000000004
2013-03-11,65,10.0,,0.1,6.5
2013-03-12,60,10.0,,0.1,6.0
2013-03-13,56,10.0,,0.1,5.6000000000000005
2013-03-14,65,10.0,,0.1,6.5
2013-03-15,59,10.0,,0.1,5.9
2013-03-16,30,10.0,,0.1,3.0
2013-03-17,27,10.0,,0.1,2.7
2013-03-18,57,10.0,,0.1,5.7
2013-03-19,56,10.0,,0.1,5.6000000000000005
2013-03-20,57,10.0,,0.1,5.7
2013-03-21,67,10.0,,0.1,6.7
2013-03-22,54,10.0,,0.1,5.4
2013-03-23,25,10.0,,0.1,2.5
2013-03-24,27,10.0,,0.1,2.7
2013-03-25,55,10.0,,0.1,5.5
2013-03-26,60,10.0,,0.1,6.0
2013-03-27,59,10.0,,0.1,5.9
2013-03-28,77,10.0,,0.1,7.7
2013-03-29,100,10.0,,0.1,10.0
2013-03-30,27,10.0,,0.1,2.7
2013-03-31,22,10.0,,0.1,2.2
2013-04-01,67,9.0,False,0.09,6.029999999999999
2013-04-02,71,9.0,,0.09,6.39
2013-04-03,68,9.0,,0.09,6.12
2013-04-04,86,9.0,,0.09,7.739999999999999
2013-04-05,67,9.0,,0.09,6.029999999999999
2013-04-06,33,9.0,,0.09,2.9699999999999998
2013-04-07,34,9.0,,0.09,3.06
2013-04-08,86,9.0,,0.09,7.739999999999999
2013-04-09,77,9.0,,0.09,6.93
2013-04-10,89,9.0,,0.09,8.01
2013-04-11,73,9.0,,0.09,6.569999999999999
2013-04-12,72,9.0,,0.09,6.4799999999999995
2013-04-13,34,9.0,,0.09,3.06
2013-04-14,34,9.0,,0.09,3.06
2013-04-15,88,9.0,,0.09,7.92
2013-04-16,100,9.0,,0.09,9.0
2013-04-17,83,9.0,,0.09,7.47
2013-04-18,72,9.0,,0.09,6.4799999999999995
2013-04-19,74,9.0,,0.09,6.66
2013-04-20,40,9.0,,0.09,3.5999999999999996
2013-04-21,28,9.0,,0.09,2.52
2013-04-22,71,9.0,,0.09,6.39
2013-04-23,75,9.0,,0.09,6.75
2013-04-24,86,9.0,,0.09,7.739999999999999
2013-04-25,81,9.0,,0.09,7.29
2013-04-26,59,9.0,,0.09,5.31
2013-04-27,34,9.0,,0.09,3.06
2013-04-28,34,9.0,,0.09,3.06
2013-04-29,74,9.0,,0.09,6.66
2013-04-30,78,9.0,,0.09,7.02
2013-05-01,80,9.0,False,0.09,7.199999999999999
2013-05-02,100,9.0,,0.09,9.0
2013-05-03,100,9.0,,0.09,9.0
2013-05-04,48,9.0,,0.09,4.32
2013-05-05,40,9.0,,0.09,3.5999999999999996
2013-05-06,78,9.0,,0.09,7.02
2013-05-07,87,9.0,,0.09,7.83
2013-05-08,95,9.0,,0.09,8.549999999999999
2013-05-09,89,9.0,,0.09,8.01
2013-05-10,87,9.0,,0.09,7.83
2013-05-11,40,9.0,,0.09,3.5999999999999996
2013-05-12,45,9.0,,0.09,4.05
2013-05-13,78,9.0,,0.09,7.02
2013-05-14,88,9.0,,0.09,7.92
2013-05-15,85,9.0,,0.09,7.6499999999999995
2013-05-16,73,9.0,,0.09,6.569999999999999
2013-05-17,94,9.0,,0.09,8.459999999999999
2013-05-18,45,9.0,,0.09,4.05
2013-05-19,33,9.0,,0.09,2.9699999999999998
2013-05-20,83,9.0,,0.09,7.47
2013-05-21,78,9.0,,0.09,7.02
2013-05-22,88,9.0,,0.09,7.92
2013-05-23,97,9.0,,0.09,8.73
2013-05-24,94,9.0,,0.09,8.459999999999999
2013-05-25,33,9.0,,0.09,2.9699999999999998
2013-05-26,32,9.0,,0.09,2.88
2013-05-27,44,9.0,,0.09,3.96
2013-05-28,83,9.0,,0.09,7.47
2013-05-29,74,9.0,,0.09,6.66
2013-05-30,95,9.0,,0.09,8.549999999999999
2013-05-31,83,9.0,,0.09,7.47
2013-06-01,32,8.0,False,0.08,2.56
2013-06-02,33,8.0,,0.08,2.64
2013-06-03,52,8.0,,0.08,4.16
2013-06-04,59,8.0,,0.08,4.72
2013-06-05,51,8.0,,0.08,4.08
2013-06-06,64,8.0,,0.08,5.12
2013-06-07,59,8.0,,0.08,4.72
2013-06-08,32,8.0,,0.08,2.56
2013-06-09,27,8.0,,0.08,2.16
2013-06-10,56,8.0,,0.08,4.48
2013-06-11,57,8.0,,0.08,4.5600000000000005
2013-06-12,51,8.0,,0.08,4.08
2013-06-13,55,8.0,,0.08,4.4
2013-06-14,51,8.0,,0.08,4.08
2013-06-15,30,8.0,,0.08,2.4
2013-06-16,23,8.0,,0.08,1.84
2013-06-17,49,8.0,,0.08,3.92
2013-06-18,56,8.0,,0.08,4.48
2013-06-19,59,8.0,,0.08,4.72
2013-06-20,90,8.0,,0.08,7.2
2013-06-21,100,8.0,,0.08,8.0
2013-06-22,40,8.0,,0.08,3.2
2013-06-23,36,8.0,,0.08,2.88
2013-06-24,93,8.0,,0.08,7.44
2013-06-25,79,8.0,,0.08,6.32
2013-06-26,49,8.0,,0.08,3.92
2013-06-27,59,8.0,,0.08,4.72
2013-06-28,61,8.0,,0.08,4.88
2013-06-29,19,8.0,,0.08,1.52
2013-06-30,22,8.0,,0.08,1.76
2013-07-01,81,7.0,False,0.07,5.670000000000001
2013-07-02,79,7.0,,0.07,5.53
2013-07-03,100,7.0,,0.07,7.000000000000001
2013-07-04,57,7.0,,0.07,3.99
2013-07-05,86,7.0,,0.07,6.0200000000000005
2013-07-06,43,7.0,,0.07,3.0100000000000002
2013-07-07,36,7.0,,0.07,2.5200000000000005
2013-07-08,87,7.0,,0.07,6.090000000000001
2013-07-09,76,7.0,,0.07,5.32
2013-07-10,73,7.0,,0.07,5.11
2013-07-11,71,7.0,,0.07,4.970000000000001
2013-07-12,79,7.0,,0.07,5.53
2013-07-13,41,7.0,,0.07,2.87
2013-07-14,27,7.0,,0.07,1.8900000000000001
2013-07-15,72,7.0,,0.07,5.040000000000001
2013-07-16,68,7.0,,0.07,4.760000000000001
2013-07-17,69,7.0,,0.07,4.83
2013-07-18,76,7.0,,0.07,5.32
2013-07-19,70,7.0,,0.07,4.9
2013-07-20,39,7.0,,0.07,2.7300000000000004
2013-07-21,42,7.0,,0.07,2.9400000000000004
2013-07-22,71,7.0,,0.07,4.970000000000001
2013-07-23,72,7.0,,0.07,5.040000000000001
2013-07-24,76,7.0,,0.07,5.32
2013-07-25,69,7.0,,0.07,4.83
2013-07-26,69,7.0,,0.07,4.83
2013-07-27,36,7.0,,0.07,2.5200000000000005
2013-07-28,29,7.0,,0.07,2.0300000000000002
2013-07-29,68,7.0,,0.07,4.760000000000001
2013-07-30,62,7.0,,0.07,4.340000000000001
2013-07-31,67,7.0,,0.07,4.69
2013-08-01,75,7.0,False,0.07,5.250000000000001
2013-08-02,95,7.0,,0.07,6.65
2013-08-03,40,7.0,,0.07,2.8000000000000003
2013-08-04,41,7.0,,0.07,2.87
2013-08-05,73,7.0,,0.07,5.11
2013-08-06,70,7.0,,0.07,4.9
2013-08-07,73,7.0,,0.07,5.11
2013-08-08,66,7.0,,0.07,4.62
2013-08-09,71,7.0,,0.07,4.970000000000001
2013-08-10,44,7.0,,0.07,3.08
2013-08-11,30,7.0,,0.07,2.1
2013-08-12,71,7.0,,0.07,4.970000000000001
2013-08-13,69,7.0,,0.07,4.83
2013-08-14,80,7.0,,0.07,5.6000000000000005
2013-08-15,91,7.0,,0.07,6.370000000000001
2013-08-16,81,7.0,,0.07,5.670000000000001
2013-08-17,50,7.0,,0.07,3.5000000000000004
2013-08-18,42,7.0,,0.07,2.9400000000000004
2013-08-19,76,7.0,,0.07,5.32
2013-08-20,77,7.0,,0.07,5.390000000000001
2013-08-21,92,7.0,,0.07,6.44
2013-08-22,100,7.0,,0.07,7.000000000000001
2013-08-23,83,7.0,,0.07,5.8100000000000005
2013-08-24,33,7.0,,0.07,2.31
2013-08-25,30,7.0,,0.07,2.1
2013-08-26,74,7.0,,0.07,5.180000000000001
2013-08-27,86,7.0,,0.07,6.0200000000000005
2013-08-28,98,7.0,,0.07,6.86
2013-08-29,89,7.0,,0.07,6.23
2013-08-30,79,7.0,,0.07,5.53
2013-08-31,46,7.0,,0.07,3.22
2013-09-01,17,10.0,False,0.1,1.7000000000000002
2013-09-02,28,10.0,,0.1,2.8000000000000003
2013-09-03,49,10.0,,0.1,4.9
2013-09-04,46,10.0,,0.1,4.6000000000000005
2013-09-05,47,10.0,,0.1,4.7
2013-09-06,43,10.0,,0.1,4.3
2013-09-07,25,10.0,,0.1,2.5
2013-09-08,18,10.0,,0.1,1.8
2013-09-09,42,10.0,,0.1,4.2
2013-09-10,48,10.0,,0.1,4.800000000000001
2013-09-11,50,10.0,,0.1,5.0
2013-09-12,47,10.0,,0.1,4.7
2013-09-13,50,10.0,,0.1,5.0
2013-09-14,18,10.0,,0.1,1.8
2013-09-15,16,10.0,,0.1,1.6
2013-09-16,54,10.0,,0.1,5.4
2013-09-17,54,10.0,,0.1,5.4
2013-09-18,73,10.0,,0.1,7.300000000000001
2013-09-19,86,10.0,,0.1,8.6
2013-09-20,81,10.0,,0.1,8.1
2013-09-21,62,10.0,,0.1,6.2
2013-09-22,85,10.0,,0.1,8.5
2013-09-23,82,10.0,,0.1,8.200000000000001
2013-09-24,93,10.0,,0.1,9.3
2013-09-25,86,10.0,,0.1,8.6
2013-09-26,87,10.0,,0.1,8.700000000000001
2013-09-27,89,10.0,,0.1,8.9
2013-09-28,69,10.0,,0.1,6.9
2013-09-29,70,10.0,,0.1,7.0
2013-09-30,100,10.0,,0.1,10.0
2013-10-01,100,12.0,False,0.12,12.0
2013-10-02,56,12.0,,0.12,6.72
2013-10-03,66,12.0,,0.12,7.92
2013-10-04,57,12.0,,0.12,6.84
2013-10-05,32,12.0,,0.12,3.84
2013-10-06,28,12.0,,0.12,3.36
2013-10-07,51,12.0,,0.12,6.12
2013-10-08,62,12.0,,0.12,7.4399999999999995
2013-10-09,61,12.0,,0.12,7.319999999999999
2013-10-10,64,12.0,,0.12,7.68
2013-10-11,57,12.0,,0.12,6.84
2013-10-12,33,12.0,,0.12,3.96
2013-10-13,48,12.0,,0.12,5.76
2013-10-14,74,12.0,,0.12,8.879999999999999
2013-10-15,53,12.0,,0.12,6.359999999999999
2013-10-16,62,12.0,,0.12,7.4399999999999995
2013-10-17,52,12.0,,0.12,6.24
2013-10-18,53,12.0,,0.12,6.359999999999999
2013-10-19,39,12.0,,0.12,4.68
2013-10-20,23,12.0,,0.12,2.76
2013-10-21,46,12.0,,0.12,5.52
2013-10-22,55,12.0,,0.12,6.6
2013-10-23,50,12.0,,0.12,6.0
2013-10-24,52,12.0,,0.12,6.24
2013-10-25,42,12.0,,0.12,5.04
2013-10-26,23,12.0,,0.12,2.76
2013-10-27,24,12.0,,0.12,2.88
2013-10-28,36,12.0,,0.12,4.32
2013-10-29,47,12.0,,0.12,5.64
2013-10-30,46,12.0,,0.12,5.52
2013-10-31,46,12.0,,0.12,5.52
2013-11-01,61,11.0,False,0.11,6.71
2013-11-02,32,11.0,,0.11,3.52
2013-11-03,32,11.0,,0.11,3.52
2013-11-04,78,11.0,,0.11,8.58
2013-11-05,62,11.0,,0.11,6.82
2013-11-06,62,11.0,,0.11,6.82
2013-11-07,94,11.0,,0.11,10.34
2013-11-08,73,11.0,,0.11,8.03
2013-11-09,39,11.0,,0.11,4.29
2013-11-10,54,11.0,,0.11,5.94
2013-11-11,100,11.0,,0.11,11.0
2013-11-12,63,11.0,,0.11,6.93
2013-11-13,62,11.0,,0.11,6.82
2013-11-14,73,11.0,,0.11,8.03
2013-11-15,63,11.0,,0.11,6.93
2013-11-16,37,11.0,,0.11,4.07
2013-11-17,36,11.0,,0.11,3.96
2013-11-18,68,11.0,,0.11,7.48
2013-11-19,58,11.0,,0.11,6.38
2013-11-20,69,11.0,,0.11,7.59
2013-11-21,59,11.0,,0.11,6.49
2013-11-22,62,11.0,,0.11,6.82
2013-11-23,29,11.0,,0.11,3.19
2013-11-24,38,11.0,,0.11,4.18
2013-11-25,57,11.0,,0.11,6.2700000000000005
2013-11-26,60,11.0,,0.11,6.6
2013-11-27,72,11.0,,0.11,7.92
2013-11-28,46,11.0,,0.11,5.06
2013-11-29,62,11.0,,0.11,6.82
2013-11-30,35,11.0,,0.11,3.85
2013-12-01,24,9.0,False,0.09,2.16
2013-12-02,51,9.0,,0.09,4.59
2013-12-03,55,9.0,,0.09,4.95
2013-12-04,63,9.0,,0.09,5.67
2013-12-05,51,9.0,,0.09,4.59
2013-12-06,61,9.0,,0.09,5.49
2013-12-07,31,9.0,,0.09,2.79
2013-12-08,29,9.0,,0.09,2.61
2013-12-09,45,9.0,,0.09,4.05
2013-12-10,63,9.0,,0.09,5.67
2013-12-11,62,9.0,,0.09,5.58
2013-12-12,58,9.0,,0.09,5.22
2013-12-13,57,9.0,,0.09,5.13
2013-12-14,34,9.0,,0.09,3.06
2013-12-15,31,9.0,,0.09,2.79
2013-12-16,52,9.0,,0.09,4.68
2013-12-17,51,9.0,,0.09,4.59
2013-12-18,58,9.0,,0.09,5.22
2013-12-19,48,9.0,,0.09,4.32
2013-12-20,54,9.0,,0.09,4.859999999999999
2013-12-21,29,9.0,,0.09,2.61
2013-12-22,22,9.0,,0.09,1.98
2013-12-23,65,9.0,,0.09,5.85
2013-12-24,81,9.0,,0.09,7.29
2013-12-25,38,9.0,,0.09,3.42
2013-12-26,59,9.0,,0.09,5.31
2013-12-27,68,9.0,,0.09,6.12
2013-12-28,34,9.0,,0.09,3.06
