date,stock market_unscaled,stock market_monthly,isPartial,scale,stock market
2013-12-29,29,9.0,,0.09,2.61
2013-12-30,66,9.0,,0.09,5.9399999999999995
2013-12-31,100,9.0,,0.09,9.0
2014-01-01,47,11.0,False,0.11,5.17
2014-01-02,56,11.0,,0.11,6.16
2014-01-03,58,11.0,,0.11,6.38
2014-01-04,36,11.0,,0.11,3.96
2014-01-05,35,11.0,,0.11,3.85
2014-01-06,53,11.0,,0.11,5.83
2014-01-07,57,11.0,,0.11,6.2700000000000005
2014-01-08,57,11.0,,0.11,6.2700000000000005
2014-01-09,66,11.0,,0.11,7.26
2014-01-10,58,11.0,,0.11,6.38
2014-01-11,33,11.0,,0.11,3.63
2014-01-12,27,11.0,,0.11,2.97
2014-01-13,63,11.0,,0.11,6.93
2014-01-14,66,11.0,,0.11,7.26
2014-01-15,68,11.0,,0.11,7.48
2014-01-16,55,11.0,,0.11,6.05
2014-01-17,68,11.0,,0.11,7.48
2014-01-18,37,11.0,,0.11,4.07
2014-01-19,41,11.0,,0.11,4.51
2014-01-20,100,11.0,,0.11,11.0
2014-01-21,56,11.0,,0.11,6.16
2014-01-22,52,11.0,,0.11,5.72
2014-01-23,69,11.0,,0.11,7.59
2014-01-24,92,11.0,,0.11,10.12
2014-01-25,60,11.0,,0.11,6.6
2014-01-26,40,11.0,,0.11,4.4
2014-01-27,79,11.0,,0.11,8.69
2014-01-28,85,11.0,,0.11,9.35
2014-01-29,70,11.0,,0.11,7.7
2014-01-30,74,11.0,,0.11,8.14
2014-01-31,71,11.0,,0.11,7.81
2014-02-01,29,12.0,False,0.12,3.48
2014-02-02,31,12.0,,0.12,3.7199999999999998
2014-02-03,82,12.0,,0.12,9.84
2014-02-04,100,12.0,,0.12,12.0
2014-02-05,75,12.0,,0.12,9.0
2014-02-06,64,12.0,,0.12,7.68
2014-02-07,68,12.0,,0.12,8.16
2014-02-08,34,12.0,,0.12,4.08
2014-02-09,28,12.0,,0.12,3.36
2014-02-10,54,12.0,,0.12,6.4799999999999995
2014-02-11,74,12.0,,0.12,8.879999999999999
2014-02-12,71,12.0,,0.12,8.52
2014-02-13,56,12.0,,0.12,6.72
2014-02-14,61,12.0,,0.12,7.319999999999999
2014-02-15,38,12.0,,0.12,4.56
2014-02-16,36,12.0,,0.12,4.32
2014-02-17,94,12.0,,0.12,11.28
2014-02-18,64,12.0,,0.12,7.68
2014-02-19,63,12.0,,0.12,7.56
2014-02-20,63,12.0,,0.12,7.56
2014-02-21,53,12.0,,0.12,6.359999999999999
2014-02-22,28,12.0,,0.12,3.36
2014-02-23,26,12.0,,0.12,3.12
2014-02-24,64,12.0,,0.12,7.68
2014-02-25,67,12.0,,0.12,8.04
2014-02-26,67,12.0,,0.12,8.04
2014-02-27,66,12.0,,0.12,7.92
2014-02-28,62,12.0,,0.12,7.4399999999999995
2014-03-01,47,10.0,False,0.1,4.7
2014-03-02,39,10.0,,0.1,3.9000000000000004
2014-03-03,91,10.0,,0.1,9.1
2014-03-04,100,10.0,,0.1,10.0
2014-03-05,83,10.0,,0.1,8.3
2014-03-06,83,10.0,,0.1,8.3
2014-03-07,75,10.0,,0.1,7.5
2014-03-08,27,10.0,,0.1,2.7
2014-03-09,44,10.0,,0.1,4.4
2014-03-10,79,10.0,,0.1,7.9
2014-03-11,84,10.0,,0.1,8.4
2014-03-12,74,10.0,,0.1,7.4
2014-03-13,88,10.0,,0.1,8.8
2014-03-14,81,10.0,,0.1,8.1
2014-03-15,37,10.0,,0.1,3.7
2014-03-16,40,10.0,,0.1,4.0
2014-03-17,70,10.0,,0.1,7.0
2014-03-18,74,10.0,,0.1,7.4
2014-03-19,75,10.0,,0.1,7.5
2014-03-20,63,10.0,,0.1,6.300000000000001
2014-03-21,72,10.0,,0.1,7.2
2014-03-22,36,10.0,,0.1,3.6
2014-03-23,33,10.0,,0.1,3.3000000000000003
2014-03-24,66,10.0,,0.1,6.6000000000000005
2014-03-25,74,10.0,,0.1,7.4
2014-03-26,70,10.0,,0.1,7.0
2014-03-27,91,10.0,,0.1,9.1
2014-03-28,62,10.0,,0.1,6.2
2014-03-29,36,10.0,,0.1,3.6
2014-03-30,38,10.0,,0.1,3.8000000000000003
2014-03-31,93,10.0,,0.1,9.3
2014-04-01,66,11.0,False,0.11,7.26
2014-04-02,63,11.0,,0.11,6.93
2014-04-03,60,11.0,,0.11,6.6
2014-04-04,58,11.0,,0.11,6.38
2014-04-05,26,11.0,,0.11,2.86
2014-04-06,29,11.0,,0.11,3.19
2014-04-07,62,11.0,,0.11,6.82
2014-04-08,63,11.0,,0.11,6.93
2014-04-09,55,11.0,,0.11,6.05
2014-04-10,64,11.0,,0.11,7.04
2014-04-11,76,11.0,,0.11,8.36
2014-04-12,37,11.0,,0.11,4.07
2014-04-13,37,11.0,,0.11,4.07
2014-04-14,60,11.0,,0.11,6.6
2014-04-15,69,11.0,,0.11,7.59
2014-04-16,62,11.0,,0.11,6.82
2014-04-17,81,11.0,,0.11,8.91
2014-04-18,100,11.0,,0.11,11.0
2014-04-19,26,11.0,,0.11,2.86
2014-04-20,27,11.0,,0.11,2.97
2014-04-21,57,11.0,,0.11,6.2700000000000005
2014-04-22,55,11.0,,0.11,6.05
2014-04-23,52,11.0,,0.11,5.72
2014-04-24,55,11.0,,0.11,6.05
2014-04-25,51,11.0,,0.11,5.61
2014-04-26,28,11.0,,0.11,3.08
2014-04-27,27,11.0,,0.11,2.97
2014-04-28,56,11.0,,0.11,6.16
2014-04-29,60,11.0,,0.11,6.6
2014-04-30,54,11.0,,0.11,5.94
2014-05-01,100,8.0,False,0.08,8.0
2014-05-02,85,8.0,,0.08,6.8
2014-05-03,38,8.0,,0.08,3.04
2014-05-04,42,8.0,,0.08,3.36
2014-05-05,96,8.0,,0.08,7.68
2014-05-06,85,8.0,,0.08,6.8
2014-05-07,88,8.0,,0.08,7.04
2014-05-08,94,8.0,,0.08,7.5200000000000005
2014-05-09,89,8.0,,0.08,7.12
2014-05-10,35,8.0,,0.08,2.8000000000000003
2014-05-11,45,8.0,,0.08,3.6
2014-05-12,84,8.0,,0.08,6.72
2014-05-13,94,8.0,,0.08,7.5200000000000005
2014-05-14,87,8.0,,0.08,6.96
2014-05-15,94,8.0,,0.08,7.5200000000000005
2014-05-16,82,8.0,,0.08,6.5600000000000005
2014-05-17,44,8.0,,0.08,3.52
2014-05-18,37,8.0,,0.08,2.96
2014-05-19,80,8.0,,0.08,6.4
2014-05-20,89,8.0,,0.08,7.12
2014-05-21,90,8.0,,0.08,7.2
2014-05-22,82,8.0,,0.08,6.5600000000000005
2014-05-23,83,8.0,,0.08,6.640000000000001
2014-05-24,48,8.0,,0.08,3.84
2014-05-25,37,8.0,,0.08,2.96
2014-05-26,46,8.0,,0.08,3.68
2014-05-27,83,8.0,,0.08,6.640000000000001
2014-05-28,93,8.0,,0.08,7.44
2014-05-29,83,8.0,,0.08,6.640000000000001
2014-05-30,77,8.0,,0.08,6.16
2014-05-31,49,8.0,,0.08,3.92
2014-06-01,38,7.0,False,0.07,2.66
2014-06-02,86,7.0,,0.07,6.0200000000000005
2014-06-03,82,7.0,,0.07,5.74
2014-06-04,78,7.0,,0.07,5.460000000000001
2014-06-05,78,7.0,,0.07,5.460000000000001
2014-06-06,82,7.0,,0.07,5.74
2014-06-07,45,7.0,,0.07,3.1500000000000004
2014-06-08,52,7.0,,0.07,3.6400000000000006
2014-06-09,96,7.0,,0.07,6.720000000000001
2014-06-10,98,7.0,,0.07,6.86
2014-06-11,92,7.0,,0.07,6.44
2014-06-12,100,7.0,,0.07,7.000000000000001
2014-06-13,92,7.0,,0.07,6.44
2014-06-14,46,7.0,,0.07,3.22
2014-06-15,49,7.0,,0.07,3.43
2014-06-16,73,7.0,,0.07,5.11
2014-06-17,77,7.0,,0.07,5.390000000000001
2014-06-18,77,7.0,,0.07,5.390000000000001
2014-06-19,86,7.0,,0.07,6.0200000000000005
2014-06-20,81,7.0,,0.07,5.670000000000001
2014-06-21,52,7.0,,0.07,3.6400000000000006
2014-06-22,43,7.0,,0.07,3.0100000000000002
2014-06-23,84,7.0,,0.07,5.880000000000001
2014-06-24,75,7.0,,0.07,5.250000000000001
2014-06-25,87,7.0,,0.07,6.090000000000001
2014-06-26,82,7.0,,0.07,5.74
2014-06-27,96,7.0,,0.07,6.720000000000001
2014-06-28,47,7.0,,0.07,3.2900000000000005
2014-06-29,42,7.0,,0.07,2.9400000000000004
2014-06-30,93,7.0,,0.07,6.510000000000001
2014-07-01,51,7.0,False,0.07,3.5700000000000003
2014-07-02,64,7.0,,0.07,4.48
2014-07-03,100,7.0,,0.07,7.000000000000001
2014-07-04,35,7.0,,0.07,2.45
2014-07-05,20,7.0,,0.07,1.4000000000000001
2014-07-06,31,7.0,,0.07,2.1700000000000004
2014-07-07,59,7.0,,0.07,4.130000000000001
2014-07-08,49,7.0,,0.07,3.43
2014-07-09,50,7.0,,0.07,3.5000000000000004
2014-07-10,56,7.0,,0.07,3.9200000000000004
2014-07-11,45,7.0,,0.07,3.1500000000000004
2014-07-12,26,7.0,,0.07,1.8200000000000003
2014-07-13,19,7.0,,0.07,1.33
2014-07-14,48,7.0,,0.07,3.3600000000000003
2014-07-15,59,7.0,,0.07,4.130000000000001
2014-07-16,50,7.0,,0.07,3.5000000000000004
2014-07-17,63,7.0,,0.07,4.41
2014-07-18,58,7.0,,0.07,4.0600000000000005
2014-07-19,26,7.0,,0.07,1.8200000000000003
2014-07-20,30,7.0,,0.07,2.1
2014-07-21,47,7.0,,0.07,3.2900000000000005
2014-07-22,56,7.0,,0.07,3.9200000000000004
2014-07-23,44,7.0,,0.07,3.08
2014-07-24,51,7.0,,0.07,3.5700000000000003
2014-07-25,61,7.0,,0.07,4.2700000000000005
2014-07-26,41,7.0,,0.07,2.87
2014-07-27,24,7.0,,0.07,1.6800000000000002
2014-07-28,46,7.0,,0.07,3.22
2014-07-29,70,7.0,,0.07,4.9
2014-07-30,56,7.0,,0.07,3.9200000000000004
2014-07-31,87,7.0,,0.07,6.090000000000001
2014-08-01,100,8.0,False,0.08,8.0
2014-08-02,49,8.0,,0.08,3.92
2014-08-03,32,8.0,,0.08,2.56
2014-08-04,63,8.0,,0.08,5.04
2014-08-05,68,8.0,,0.08,5.44
2014-08-06,67,8.0,,0.08,5.36
2014-08-07,58,8.0,,0.08,4.64
2014-08-08,53,8.0,,0.08,4.24
2014-08-09,28,8.0,,0.08,2.24
2014-08-10,28,8.0,,0.08,2.24
2014-08-11,49,8.0,,0.08,3.92
2014-08-12,46,8.0,,0.08,3.68
2014-08-13,50,8.0,,0.08,4.0
2014-08-14,48,8.0,,0.08,3.84
2014-08-15,47,8.0,,0.08,3.7600000000000002
2014-08-16,24,8.0,,0.08,1.92
2014-08-17,28,8.0,,0.08,2.24
2014-08-18,53,8.0,,0.08,4.24
2014-08-19,48,8.0,,0.08,3.84
2014-08-20,51,8.0,,0.08,4.08
2014-08-21,54,8.0,,0.08,4.32
2014-08-22,54,8.0,,0.08,4.32
2014-08-23,23,8.0,,0.08,1.84
2014-08-24,24,8.0,,0.08,1.92
2014-08-25,56,8.0,,0.08,4.48
2014-08-26,50,8.0,,0.08,4.0
2014-08-27,48,8.0,,0.08,3.84
2014-08-28,55,8.0,,0.08,4.4
2014-08-29,60,8.0,,0.08,4.8
2014-08-30,27,8.0,,0.08,2.16
2014-08-31,29,8.0,,0.08,2.32
2014-09-01,40,9.0,False,0.09,3.5999999999999996
2014-09-02,67,9.0,,0.09,6.029999999999999
2014-09-03,67,9.0,,0.09,6.029999999999999
2014-09-04,67,9.0,,0.09,6.029999999999999
2014-09-05,66,9.0,,0.09,5.9399999999999995
2014-09-06,26,9.0,,0.09,2.34
2014-09-07,43,9.0,,0.09,3.8699999999999997
2014-09-08,62,9.0,,0.09,5.58
2014-09-09,70,9.0,,0.09,6.3
2014-09-10,80,9.0,,0.09,7.199999999999999
2014-09-11,60,9.0,,0.09,5.3999999999999995
2014-09-12,69,9.0,,0.09,6.21
2014-09-13,36,9.0,,0.09,3.2399999999999998
2014-09-14,36,9.0,,0.09,3.2399999999999998
2014-09-15,70,9.0,,0.09,6.3
2014-09-16,76,9.0,,0.09,6.84
2014-09-17,72,9.0,,0.09,6.4799999999999995
2014-09-18,73,9.0,,0.09,6.569999999999999
2014-09-19,99,9.0,,0.09,8.91
2014-09-20,51,9.0,,0.09,4.59
2014-09-21,33,9.0,,0.09,2.9699999999999998
2014-09-22,77,9.0,,0.09,6.93
2014-09-23,80,9.0,,0.09,7.199999999999999
2014-09-24,74,9.0,,0.09,6.66
2014-09-25,100,9.0,,0.09,9.0
2014-09-26,93,9.0,,0.09,8.37
2014-09-27,36,9.0,,0.09,3.2399999999999998
2014-09-28,40,9.0,,0.09,3.5999999999999996
2014-09-29,80,9.0,,0.09,7.199999999999999
2014-09-30,95,9.0,,0.09,8.549999999999999
2014-10-01,47,14.0,False,0.14,6.580000000000001
2014-10-02,56,14.0,,0.14,7.840000000000001
2014-10-03,42,14.0,,0.14,5.880000000000001
2014-10-04,15,14.0,,0.14,2.1
2014-10-05,13,14.0,,0.14,1.8200000000000003
2014-10-06,38,14.0,,0.14,5.32
2014-10-07,44,14.0,,0.14,6.16
2014-10-08,49,14.0,,0.14,6.86
2014-10-09,60,14.0,,0.14,8.4
2014-10-10,75,14.0,,0.14,10.500000000000002
2014-10-11,32,14.0,,0.14,4.48
2014-10-12,36,14.0,,0.14,5.040000000000001
2014-10-13,79,14.0,,0.14,11.06
2014-10-14,60,14.0,,0.14,8.4
2014-10-15,100,14.0,,0.14,14.000000000000002
2014-10-16,90,14.0,,0.14,12.600000000000001
2014-10-17,64,14.0,,0.14,8.96
2014-10-18,24,14.0,,0.14,3.3600000000000003
2014-10-19,20,14.0,,0.14,2.8000000000000003
2014-10-20,48,14.0,,0.14,6.720000000000001
2014-10-21,51,14.0,,0.14,7.140000000000001
2014-10-22,49,14.0,,0.14,6.86
2014-10-23,47,14.0,,0.14,6.580000000000001
2014-10-24,45,14.0,,0.14,6.300000000000001
2014-10-25,18,14.0,,0.14,2.5200000000000005
2014-10-26,15,14.0,,0.14,2.1
2014-10-27,40,14.0,,0.14,5.6000000000000005
2014-10-28,40,14.0,,0.14,5.6000000000000005
2014-10-29,46,14.0,,0.14,6.44
2014-10-30,44,14.0,,0.14,6.16
2014-10-31,50,14.0,,0.14,7.000000000000001
2014-11-01,42,11.0,False,0.11,4.62
2014-11-02,35,11.0,,0.11,3.85
2014-11-03,85,11.0,,0.11,9.35
2014-11-04,81,11.0,,0.11,8.91
2014-11-05,89,11.0,,0.11,9.790000000000001
2014-11-06,88,11.0,,0.11,9.68
2014-11-07,85,11.0,,0.11,9.35
2014-11-08,41,11.0,,0.11,4.51
2014-11-09,36,11.0,,0.11,3.96
2014-11-10,95,11.0,,0.11,10.45
2014-11-11,100,11.0,,0.11,11.0
2014-11-12,78,11.0,,0.11,8.58
2014-11-13,74,11.0,,0.11,8.14
2014-11-14,73,11.0,,0.11,8.03
2014-11-15,31,11.0,,0.11,3.41
2014-11-16,35,11.0,,0.11,3.85
2014-11-17,77,11.0,,0.11,8.47
2014-11-18,83,11.0,,0.11,9.13
2014-11-19,78,11.0,,0.11,8.58
2014-11-20,81,11.0,,0.11,8.91
2014-11-21,78,11.0,,0.11,8.58
2014-11-22,45,11.0,,0.11,4.95
2014-11-23,40,11.0,,0.11,4.4
2014-11-24,82,11.0,,0.11,9.02
2014-11-25,78,11.0,,0.11,8.58
2014-11-26,94,11.0,,0.11,10.34
2014-11-27,51,11.0,,0.11,5.61
2014-11-28,100,11.0,,0.11,11.0
2014-11-29,41,11.0,,0.11,4.51
2014-11-30,36,11.0,,0.11,3.96
2014-12-01,56,13.0,False,0.13,7.28
2014-12-02,57,13.0,,0.13,7.41
2014-12-03,62,13.0,,0.13,8.06
2014-12-04,64,13.0,,0.13,8.32
2014-12-05,68,13.0,,0.13,8.84
2014-12-06,36,13.0,,0.13,4.68
2014-12-07,27,13.0,,0.13,3.5100000000000002
2014-12-08,69,13.0,,0.13,8.97
2014-12-09,78,13.0,,0.13,10.14
2014-12-10,76,13.0,,0.13,9.88
2014-12-11,63,13.0,,0.13,8.19
2014-12-12,72,13.0,,0.13,9.36
2014-12-13,39,13.0,,0.13,5.07
2014-12-14,38,13.0,,0.13,4.94
2014-12-15,90,13.0,,0.13,11.700000000000001
2014-12-16,84,13.0,,0.13,10.92
2014-12-17,71,13.0,,0.13,9.23
2014-12-18,69,13.0,,0.13,8.97
2014-12-19,69,13.0,,0.13,8.97
2014-12-20,43,13.0,,0.13,5.59
2014-12-21,35,13.0,,0.13,4.55
2014-12-22,63,13.0,,0.13,8.19
2014-12-23,66,13.0,,0.13,8.58
2014-12-24,98,13.0,,0.13,12.74
2014-12-25,42,13.0,,0.13,5.46
2014-12-26,77,13.0,,0.13,10.01
2014-12-27,42,13.0,,0.13,5.46
2014-12-28,39,13.0,,0.13,5.07
2014-12-29,54,13.0,,0.13,7.0200000000000005
2014-12-30,69,13.0,,0.13,8.97
2014-12-31,100,13.0,,0.13,13.0
2015-01-01,49,12.0,False,0.12,5.88
2015-01-02,63,12.0,,0.12,7.56
2015-01-03,39,12.0,,0.12,4.68
2015-01-04,38,12.0,,0.12,4.56
2015-01-05,75,12.0,,0.12,9.0
2015-01-06,98,12.0,,0.12,11.76
2015-01-07,81,12.0,,0.12,9.719999999999999
2015-01-08,76,12.0,,0.12,9.12
2015-01-09,80,12.0,,0.12,9.6
2015-01-10,32,12.0,,0.12,3.84
2015-01-11,33,12.0,,0.12,3.96
2015-01-12,78,12.0,,0.12,9.36
2015-01-13,68,12.0,,0.12,8.16
2015-01-14,70,12.0,,0.12,8.4
2015-01-15,81,12.0,,0.12,9.719999999999999
2015-01-16,75,12.0,,0.12,9.0
2015-01-17,36,12.0,,0.12,4.32
2015-01-18,40,12.0,,0.12,4.8
2015-01-19,100,12.0,,0.12,12.0
2015-01-20,69,12.0,,0.12,8.28
2015-01-21,64,12.0,,0.12,7.68
2015-01-22,62,12.0,,0.12,7.4399999999999995
2015-01-23,66,12.0,,0.12,7.92
2015-01-24,34,12.0,,0.12,4.08
2015-01-25,37,12.0,,0.12,4.4399999999999995
2015-01-26,62,12.0,,0.12,7.4399999999999995
2015-01-27,75,12.0,,0.12,9.0
2015-01-28,79,12.0,,0.12,9.48
2015-01-29,73,12.0,,0.12,8.76
2015-01-30,69,12.0,,0.12,8.28
2015-01-31,47,12.0,,0.12,5.64
2015-02-01,28,11.0,False,0.11,3.08
2015-02-02,73,11.0,,0.11,8.03
2015-02-03,83,11.0,,0.11,9.13
2015-02-04,69,11.0,,0.11,7.59
2015-02-05,81,11.0,,0.11,8.91
2015-02-06,81,11.0,,0.11,8.91
2015-02-07,29,11.0,,0.11,3.19
2015-02-08,27,11.0,,0.11,2.97
2015-02-09,62,11.0,,0.11,6.82
2015-02-10,81,11.0,,0.11,8.91
2015-02-11,74,11.0,,0.11,8.14
2015-02-12,81,11.0,,0.11,8.91
2015-02-13,67,11.0,,0.11,7.37
2015-02-14,43,11.0,,0.11,4.73
2015-02-15,53,11.0,,0.11,5.83
2015-02-16,100,11.0,,0.11,11.0
2015-02-17,67,11.0,,0.11,7.37
2015-02-18,66,11.0,,0.11,7.26
2015-02-19,69,11.0,,0.11,7.59
2015-02-20,59,11.0,,0.11,6.49
2015-02-21,33,11.0,,0.11,3.63
2015-02-22,40,11.0,,0.11,4.4
2015-02-23,75,11.0,,0.11,8.25
2015-02-24,78,11.0,,0.11,8.58
2015-02-25,66,11.0,,0.11,7.26
2015-02-26,59,11.0,,0.11,6.49
2015-02-27,72,11.0,,0.11,7.92
2015-02-28,31,11.0,,0.11,3.41
2015-03-01,29,11.0,False,0.11,3.19
2015-03-02,85,11.0,,0.11,9.35
2015-03-03,80,11.0,,0.11,8.8
2015-03-04,83,11.0,,0.11,9.13
2015-03-05,77,11.0,,0.11,8.47
2015-03-06,81,11.0,,0.11,8.91
2015-03-07,34,11.0,,0.11,3.74
2015-03-08,32,11.0,,0.11,3.52
2015-03-09,85,11.0,,0.11,9.35
2015-03-10,100,11.0,,0.11,11.0
2015-03-11,97,11.0,,0.11,10.67
2015-03-12,84,11.0,,0.11,9.24
2015-03-13,78,11.0,,0.11,8.58
2015-03-14,32,11.0,,0.11,3.52
2015-03-15,32,11.0,,0.11,3.52
2015-03-16,73,11.0,,0.11,8.03
2015-03-17,79,11.0,,0.11,8.69
2015-03-18,84,11.0,,0.11,9.24
2015-03-19,83,11.0,,0.11,9.13
2015-03-20,78,11.0,,0.11,8.58
2015-03-21,34,11.0,,0.11,3.74
2015-03-22,36,11.0,,0.11,3.96
2015-03-23,69,11.0,,0.11,7.59
2015-03-24,83,11.0,,0.11,9.13
2015-03-25,78,11.0,,0.11,8.58
2015-03-26,89,11.0,,0.11,9.790000000000001
2015-03-27,79,11.0,,0.11,8.69
2015-03-28,32,11.0,,0.11,3.52
2015-03-29,32,11.0,,0.11,3.52
2015-03-30,70,11.0,,0.11,7.7
2015-03-31,80,11.0,,0.11,8.8
2015-04-01,64,11.0,False,0.11,7.04
2015-04-02,67,11.0,,0.11,7.37
2015-04-03,100,11.0,,0.11,11.0
2015-04-04,29,11.0,,0.11,3.19
2015-04-05,24,11.0,,0.11,2.64
2015-04-06,49,11.0,,0.11,5.39
2015-04-07,60,11.0,,0.11,6.6
2015-04-08,48,11.0,,0.11,5.28
2015-04-09,57,11.0,,0.11,6.2700000000000005
2015-04-10,57,11.0,,0.11,6.2700000000000005
2015-04-11,24,11.0,,0.11,2.64
2015-04-12,23,11.0,,0.11,2.53
2015-04-13,57,11.0,,0.11,6.2700000000000005
2015-04-14,46,11.0,,0.11,5.06
2015-04-15,56,11.0,,0.11,6.16
2015-04-16,56,11.0,,0.11,6.16
2015-04-17,71,11.0,,0.11,7.81
2015-04-18,33,11.0,,0.11,3.63
2015-04-19,40,11.0,,0.11,4.4
2015-04-20,61,11.0,,0.11,6.71
2015-04-21,61,11.0,,0.11,6.71
2015-04-22,60,11.0,,0.11,6.6
2015-04-23,55,11.0,,0.11,6.05
2015-04-24,56,11.0,,0.11,6.16
2015-04-25,28,11.0,,0.11,3.08
2015-04-26,29,11.0,,0.11,3.19
2015-04-27,54,11.0,,0.11,5.94
2015-04-28,59,11.0,,0.11,6.49
2015-04-29,53,11.0,,0.11,5.83
2015-04-30,65,11.0,,0.11,7.15
2015-05-01,88,9.0,False,0.09,7.92
2015-05-02,42,9.0,,0.09,3.78
2015-05-03,46,9.0,,0.09,4.14
2015-05-04,88,9.0,,0.09,7.92
2015-05-05,99,9.0,,0.09,8.91
2015-05-06,100,9.0,,0.09,9.0
2015-05-07,94,9.0,,0.09,8.459999999999999
2015-05-08,97,9.0,,0.09,8.73
2015-05-09,47,9.0,,0.09,4.2299999999999995
2015-05-10,33,9.0,,0.09,2.9699999999999998
2015-05-11,92,9.0,,0.09,8.28
2015-05-12,92,9.0,,0.09,8.28
2015-05-13,77,9.0,,0.09,6.93
2015-05-14,76,9.0,,0.09,6.84
2015-05-15,76,9.0,,0.09,6.84
2015-05-16,38,9.0,,0.09,3.42
2015-05-17,39,9.0,,0.09,3.51
2015-05-18,79,9.0,,0.09,7.109999999999999
2015-05-19,89,9.0,,0.09,8.01
2015-05-20,80,9.0,,0.09,7.199999999999999
2015-05-21,90,9.0,,0.09,8.1
2015-05-22,86,9.0,,0.09,7.739999999999999
2015-05-23,37,9.0,,0.09,3.33
2015-05-24,44,9.0,,0.09,3.96
2015-05-25,50,9.0,,0.09,4.5
2015-05-26,76,9.0,,0.09,6.84
2015-05-27,69,9.0,,0.09,6.21
2015-05-28,76,9.0,,0.09,6.84
2015-05-29,72,9.0,,0.09,6.4799999999999995
2015-05-30,41,9.0,,0.09,3.69
2015-05-31,39,9.0,,0.09,3.51
2015-06-01,36,9.0,False,0.09,3.2399999999999998
2015-06-02,38,9.0,,0.09,3.42
2015-06-03,41,9.0,,0.09,3.69
2015-06-04,37,9.0,,0.09,3.33
2015-06-05,43,9.0,,0.09,3.8699999999999997
2015-06-06,16,9.0,,0.09,1.44
2015-06-07,18,9.0,,0.09,1.6199999999999999
2015-06-08,45,9.0,,0.09,4.05
2015-06-09,45,9.0,,0.09,4.05
2015-06-10,42,9.0,,0.09,3.78
2015-06-11,39,9.0,,0.09,3.51
2015-06-12,33,9.0,,0.09,2.9699999999999998
2015-06-13,20,9.0,,0.09,1.7999999999999998
2015-06-14,18,9.0,,0.09,1.6199999999999999
2015-06-15,38,9.0,,0.09,3.42
2015-06-16,39,9.0,,0.09,3.51
2015-06-17,37,9.0,,0.09,3.33
2015-06-18,38,9.0,,0.09,3.42
2015-06-19,32,9.0,,0.09,2.88
2015-06-20,20,9.0,,0.09,1.7999999999999998
2015-06-21,20,9.0,,0.09,1.7999999999999998
2015-06-22,39,9.0,,0.09,3.51
2015-06-23,40,9.0,,0.09,3.5999999999999996
2015-06-24,40,9.0,,0.09,3.5999999999999996
2015-06-25,38,9.0,,0.09,3.42
2015-06-26,45,9.0,,0.09,4.05
2015-06-27,21,9.0,,0.09,1.89
2015-06-28,28,9.0,,0.09,2.52
2015-06-29,100,9.0,,0.09,9.0
2015-06-30,96,9.0,,0.09,8.64
2015-07-01,26,15.0,False,0.15,3.9
2015-07-02,24,15.0,,0.15,3.5999999999999996
2015-07-03,28,15.0,,0.15,4.2
2015-07-04,10,15.0,,0.15,1.5
2015-07-05,16,15.0,,0.15,2.4
2015-07-06,35,15.0,,0.15,5.25
2015-07-07,29,15.0,,0.15,4.35
2015-07-08,100,15.0,,0.15,15.0
2015-07-09,60,15.0,,0.15,9.0
2015-07-10,31,15.0,,0.15,4.6499999999999995
2015-07-11,15,15.0,,0.15,2.25
2015-07-12,12,15.0,,0.15,1.7999999999999998
2015-07-13,22,15.0,,0.15,3.3
2015-07-14,20,15.0,,0.15,3.0
2015-07-15,19,15.0,,0.15,2.85
2015-07-16,17,15.0,,0.15,2.55
2015-07-17,17,15.0,,0.15,2.55
2015-07-18,9,15.0,,0.15,1.3499999999999999
2015-07-19,9,15.0,,0.15,1.3499999999999999
2015-07-20,17,15.0,,0.15,2.55
2015-07-21,22,15.0,,0.15,3.3
2015-07-22,17,15.0,,0.15,2.55
2015-07-23,18,15.0,,0.15,2.6999999999999997
2015-07-24,16,15.0,,0.15,2.4
2015-07-25,12,15.0,,0.15,1.7999999999999998
2015-07-26,10,15.0,,0.15,1.5
2015-07-27,26,15.0,,0.15,3.9
2015-07-28,28,15.0,,0.15,4.2
2015-07-29,19,15.0,,0.15,2.85
2015-07-30,18,15.0,,0.15,2.6999999999999997
2015-07-31,16,15.0,,0.15,2.4
2015-08-01,4,26.0,False,0.26,1.04
2015-08-02,3,26.0,,0.26,0.78
2015-08-03,8,26.0,,0.26,2.08
2015-08-04,8,26.0,,0.26,2.08
2015-08-05,7,26.0,,0.26,1.82
2015-08-06,8,26.0,,0.26,2.08
2015-08-07,8,26.0,,0.26,2.08
2015-08-08,5,26.0,,0.26,1.3
2015-08-09,4,26.0,,0.26,1.04
2015-08-10,8,26.0,,0.26,2.08
2015-08-11,8,26.0,,0.26,2.08
2015-08-12,10,26.0,,0.26,2.6
2015-08-13,7,26.0,,0.26,1.82
2015-08-14,8,26.0,,0.26,2.08
2015-08-15,4,26.0,,0.26,1.04
2015-08-16,4,26.0,,0.26,1.04
2015-08-17,7,26.0,,0.26,1.82
2015-08-18,9,26.0,,0.26,2.34
2015-08-19,9,26.0,,0.26,2.34
2015-08-20,13,26.0,,0.26,3.38
2015-08-21,33,26.0,,0.26,8.58
2015-08-22,20,26.0,,0.26,5.2
2015-08-23,13,26.0,,0.26,3.38
2015-08-24,100,26.0,,0.26,26.0
