date,cancer_unscaled,cancer_monthly,isPartial,scale,cancer
2018-05-29,82,78.0,,0.78,63.96
2018-05-30,100,78.0,,0.78,78.0
2018-05-31,95,78.0,,0.78,74.10000000000001
2018-06-01,91,77.0,False,0.77,70.07000000000001
2018-06-02,81,77.0,,0.77,62.370000000000005
2018-06-03,86,77.0,,0.77,66.22
2018-06-04,99,77.0,,0.77,76.23
2018-06-05,97,77.0,,0.77,74.69
2018-06-06,98,77.0,,0.77,75.46000000000001
2018-06-07,97,77.0,,0.77,74.69
2018-06-08,95,77.0,,0.77,73.15
2018-06-09,87,77.0,,0.77,66.99
2018-06-10,81,77.0,,0.77,62.370000000000005
2018-06-11,95,77.0,,0.77,73.15
2018-06-12,95,77.0,,0.77,73.15
2018-06-13,99,77.0,,0.77,76.23
2018-06-14,100,77.0,,0.77,77.0
2018-06-15,90,77.0,,0.77,69.3
2018-06-16,80,77.0,,0.77,61.6
2018-06-17,75,77.0,,0.77,57.75
2018-06-18,91,77.0,,0.77,70.07000000000001
2018-06-19,92,77.0,,0.77,70.84
2018-06-20,98,77.0,,0.77,75.46000000000001
2018-06-21,96,77.0,,0.77,73.92
2018-06-22,95,77.0,,0.77,73.15
2018-06-23,87,77.0,,0.77,66.99
2018-06-24,80,77.0,,0.77,61.6
2018-06-25,96,77.0,,0.77,73.92
2018-06-26,97,77.0,,0.77,74.69
2018-06-27,95,77.0,,0.77,73.15
2018-06-28,99,77.0,,0.77,76.23
2018-06-29,91,77.0,,0.77,70.07000000000001
2018-06-30,77,77.0,,0.77,59.29
2018-07-01,80,78.0,False,0.78,62.400000000000006
2018-07-02,87,78.0,,0.78,67.86
2018-07-03,85,78.0,,0.78,66.3
2018-07-04,79,78.0,,0.78,61.620000000000005
2018-07-05,87,78.0,,0.78,67.86
2018-07-06,88,78.0,,0.78,68.64
2018-07-07,80,78.0,,0.78,62.400000000000006
2018-07-08,86,78.0,,0.78,67.08
2018-07-09,91,78.0,,0.78,70.98
2018-07-10,93,78.0,,0.78,72.54
2018-07-11,91,78.0,,0.78,70.98
2018-07-12,94,78.0,,0.78,73.32000000000001
2018-07-13,96,78.0,,0.78,74.88
2018-07-14,76,78.0,,0.78,59.28
2018-07-15,77,78.0,,0.78,60.06
2018-07-16,97,78.0,,0.78,75.66
2018-07-17,96,78.0,,0.78,74.88
2018-07-18,100,78.0,,0.78,78.0
2018-07-19,100,78.0,,0.78,78.0
2018-07-20,93,78.0,,0.78,72.54
2018-07-21,76,78.0,,0.78,59.28
2018-07-22,83,78.0,,0.78,64.74000000000001
2018-07-23,93,78.0,,0.78,72.54
2018-07-24,90,78.0,,0.78,70.2
2018-07-25,97,78.0,,0.78,75.66
2018-07-26,95,78.0,,0.78,74.10000000000001
2018-07-27,88,78.0,,0.78,68.64
2018-07-28,76,78.0,,0.78,59.28
2018-07-29,74,78.0,,0.78,57.72
2018-07-30,92,78.0,,0.78,71.76
2018-07-31,92,78.0,,0.78,71.76
2018-08-01,80,80.0,False,0.8,64.0
2018-08-02,81,80.0,,0.8,64.8
2018-08-03,72,80.0,,0.8,57.6
2018-08-04,65,80.0,,0.8,52.0
2018-08-05,73,80.0,,0.8,58.400000000000006
2018-08-06,79,80.0,,0.8,63.2
2018-08-07,81,80.0,,0.8,64.8
2018-08-08,79,80.0,,0.8,63.2
2018-08-09,79,80.0,,0.8,63.2
2018-08-10,74,80.0,,0.8,59.2
2018-08-11,74,80.0,,0.8,59.2
2018-08-12,70,80.0,,0.8,56.0
2018-08-13,81,80.0,,0.8,64.8
2018-08-14,85,80.0,,0.8,68.0
2018-08-15,82,80.0,,0.8,65.60000000000001
2018-08-16,100,80.0,,0.8,80.0
2018-08-17,87,80.0,,0.8,69.60000000000001
2018-08-18,73,80.0,,0.8,58.400000000000006
2018-08-19,72,80.0,,0.8,57.6
2018-08-20,81,80.0,,0.8,64.8
2018-08-21,80,80.0,,0.8,64.0
2018-08-22,86,80.0,,0.8,68.8
2018-08-23,80,80.0,,0.8,64.0
2018-08-24,85,80.0,,0.8,68.0
2018-08-25,70,80.0,,0.8,56.0
2018-08-26,84,80.0,,0.8,67.2
2018-08-27,83,80.0,,0.8,66.4
2018-08-28,83,80.0,,0.8,66.4
2018-08-29,81,80.0,,0.8,64.8
2018-08-30,80,80.0,,0.8,64.0
2018-08-31,79,80.0,,0.8,63.2
2018-09-01,79,82.0,False,0.82,64.78
2018-09-02,81,82.0,,0.82,66.42
2018-09-03,79,82.0,,0.82,64.78
2018-09-04,86,82.0,,0.82,70.52
2018-09-05,90,82.0,,0.82,73.8
2018-09-06,91,82.0,,0.82,74.61999999999999
2018-09-07,89,82.0,,0.82,72.97999999999999
2018-09-08,90,82.0,,0.82,73.8
2018-09-09,74,82.0,,0.82,60.68
2018-09-10,95,82.0,,0.82,77.89999999999999
2018-09-11,90,82.0,,0.82,73.8
2018-09-12,90,82.0,,0.82,73.8
2018-09-13,92,82.0,,0.82,75.44
2018-09-14,84,82.0,,0.82,68.88
2018-09-15,77,82.0,,0.82,63.13999999999999
2018-09-16,72,82.0,,0.82,59.04
2018-09-17,94,82.0,,0.82,77.08
2018-09-18,93,82.0,,0.82,76.25999999999999
2018-09-19,92,82.0,,0.82,75.44
2018-09-20,93,82.0,,0.82,76.25999999999999
2018-09-21,94,82.0,,0.82,77.08
2018-09-22,78,82.0,,0.82,63.959999999999994
2018-09-23,74,82.0,,0.82,60.68
2018-09-24,92,82.0,,0.82,75.44
2018-09-25,95,82.0,,0.82,77.89999999999999
2018-09-26,95,82.0,,0.82,77.89999999999999
2018-09-27,100,82.0,,0.82,82.0
2018-09-28,91,82.0,,0.82,74.61999999999999
2018-09-29,77,82.0,,0.82,63.13999999999999
2018-09-30,77,82.0,,0.82,63.13999999999999
2018-10-01,90,91.0,False,0.91,81.9
2018-10-02,100,91.0,,0.91,91.0
2018-10-03,94,91.0,,0.91,85.54
2018-10-04,93,91.0,,0.91,84.63000000000001
2018-10-05,84,91.0,,0.91,76.44
2018-10-06,73,91.0,,0.91,66.43
2018-10-07,74,91.0,,0.91,67.34
2018-10-08,84,91.0,,0.91,76.44
2018-10-09,84,91.0,,0.91,76.44
2018-10-10,83,91.0,,0.91,75.53
2018-10-11,90,91.0,,0.91,81.9
2018-10-12,83,91.0,,0.91,75.53
2018-10-13,70,91.0,,0.91,63.7
2018-10-14,74,91.0,,0.91,67.34
2018-10-15,80,91.0,,0.91,72.8
2018-10-16,83,91.0,,0.91,75.53
2018-10-17,82,91.0,,0.91,74.62
2018-10-18,85,91.0,,0.91,77.35000000000001
2018-10-19,80,91.0,,0.91,72.8
2018-10-20,67,91.0,,0.91,60.97
2018-10-21,82,91.0,,0.91,74.62
2018-10-22,79,91.0,,0.91,71.89
2018-10-23,100,91.0,,0.91,91.0
2018-10-24,84,91.0,,0.91,76.44
2018-10-25,81,91.0,,0.91,73.71000000000001
2018-10-26,76,91.0,,0.91,69.16
2018-10-27,67,91.0,,0.91,60.97
2018-10-28,64,91.0,,0.91,58.24
2018-10-29,79,91.0,,0.91,71.89
2018-10-30,79,91.0,,0.91,71.89
2018-10-31,74,91.0,,0.91,67.34
2018-11-01,92,79.0,False,0.79,72.68
2018-11-02,89,79.0,,0.79,70.31
2018-11-03,73,79.0,,0.79,57.67
2018-11-04,79,79.0,,0.79,62.410000000000004
2018-11-05,92,79.0,,0.79,72.68
2018-11-06,87,79.0,,0.79,68.73
2018-11-07,79,79.0,,0.79,62.410000000000004
2018-11-08,88,79.0,,0.79,69.52000000000001
2018-11-09,85,79.0,,0.79,67.15
2018-11-10,73,79.0,,0.79,57.67
2018-11-11,72,79.0,,0.79,56.88
2018-11-12,86,79.0,,0.79,67.94
2018-11-13,90,79.0,,0.79,71.10000000000001
2018-11-14,92,79.0,,0.79,72.68
2018-11-15,83,79.0,,0.79,65.57000000000001
2018-11-16,82,79.0,,0.79,64.78
2018-11-17,72,79.0,,0.79,56.88
2018-11-18,74,79.0,,0.79,58.46
2018-11-19,86,79.0,,0.79,67.94
2018-11-20,83,79.0,,0.79,65.57000000000001
2018-11-21,77,79.0,,0.79,60.830000000000005
2018-11-22,61,79.0,,0.79,48.190000000000005
2018-11-23,60,79.0,,0.79,47.400000000000006
2018-11-24,59,79.0,,0.79,46.61
2018-11-25,68,79.0,,0.79,53.72
2018-11-26,80,79.0,,0.79,63.2
2018-11-27,92,79.0,,0.79,72.68
2018-11-28,100,79.0,,0.79,79.0
2018-11-29,93,79.0,,0.79,73.47
2018-11-30,91,79.0,,0.79,71.89
2018-12-01,82,72.0,False,0.72,59.04
2018-12-02,78,72.0,,0.72,56.16
2018-12-03,98,72.0,,0.72,70.56
2018-12-04,94,72.0,,0.72,67.67999999999999
2018-12-05,100,72.0,,0.72,72.0
2018-12-06,97,72.0,,0.72,69.84
2018-12-07,90,72.0,,0.72,64.8
2018-12-08,75,72.0,,0.72,54.0
2018-12-09,80,72.0,,0.72,57.599999999999994
2018-12-10,89,72.0,,0.72,64.08
2018-12-11,93,72.0,,0.72,66.96
2018-12-12,93,72.0,,0.72,66.96
2018-12-13,99,72.0,,0.72,71.28
2018-12-14,88,72.0,,0.72,63.36
2018-12-15,74,72.0,,0.72,53.28
2018-12-16,71,72.0,,0.72,51.12
2018-12-17,88,72.0,,0.72,63.36
2018-12-18,90,72.0,,0.72,64.8
2018-12-19,87,72.0,,0.72,62.64
2018-12-20,83,72.0,,0.72,59.76
2018-12-21,89,72.0,,0.72,64.08
2018-12-22,75,72.0,,0.72,54.0
2018-12-23,64,72.0,,0.72,46.08
2018-12-24,66,72.0,,0.72,47.519999999999996
2018-12-25,59,72.0,,0.72,42.48
2018-12-26,74,72.0,,0.72,53.28
2018-12-27,81,72.0,,0.72,58.32
2018-12-28,92,72.0,,0.72,66.24
2018-12-29,70,72.0,,0.72,50.4
2018-12-30,71,72.0,,0.72,51.12
2018-12-31,71,72.0,,0.72,51.12
2019-01-01,65,80.0,False,0.8,52.0
2019-01-02,82,80.0,,0.8,65.60000000000001
2019-01-03,89,80.0,,0.8,71.2
2019-01-04,87,80.0,,0.8,69.60000000000001
2019-01-05,74,80.0,,0.8,59.2
2019-01-06,66,80.0,,0.8,52.800000000000004
2019-01-07,78,80.0,,0.8,62.400000000000006
2019-01-08,88,80.0,,0.8,70.4
2019-01-09,88,80.0,,0.8,70.4
2019-01-10,94,80.0,,0.8,75.2
2019-01-11,82,80.0,,0.8,65.60000000000001
2019-01-12,70,80.0,,0.8,56.0
2019-01-13,68,80.0,,0.8,54.400000000000006
2019-01-14,85,80.0,,0.8,68.0
2019-01-15,86,80.0,,0.8,68.8
2019-01-16,86,80.0,,0.8,68.8
2019-01-17,92,80.0,,0.8,73.60000000000001
2019-01-18,83,80.0,,0.8,66.4
2019-01-19,73,80.0,,0.8,58.400000000000006
2019-01-20,71,80.0,,0.8,56.800000000000004
2019-01-21,77,80.0,,0.8,61.6
2019-01-22,87,80.0,,0.8,69.60000000000001
2019-01-23,88,80.0,,0.8,70.4
2019-01-24,91,80.0,,0.8,72.8
2019-01-25,89,80.0,,0.8,71.2
2019-01-26,82,80.0,,0.8,65.60000000000001
2019-01-27,79,80.0,,0.8,63.2
2019-01-28,85,80.0,,0.8,68.0
2019-01-29,100,80.0,,0.8,80.0
2019-01-30,97,80.0,,0.8,77.60000000000001
2019-01-31,91,80.0,,0.8,72.8
2019-02-01,97,81.0,False,0.81,78.57000000000001
2019-02-02,79,81.0,,0.81,63.99
2019-02-03,74,81.0,,0.81,59.940000000000005
2019-02-04,89,81.0,,0.81,72.09
2019-02-05,100,81.0,,0.81,81.0
2019-02-06,91,81.0,,0.81,73.71000000000001
2019-02-07,100,81.0,,0.81,81.0
2019-02-08,91,81.0,,0.81,73.71000000000001
2019-02-09,75,81.0,,0.81,60.75000000000001
2019-02-10,75,81.0,,0.81,60.75000000000001
2019-02-11,86,81.0,,0.81,69.66000000000001
2019-02-12,89,81.0,,0.81,72.09
2019-02-13,88,81.0,,0.81,71.28
2019-02-14,91,81.0,,0.81,73.71000000000001
2019-02-15,85,81.0,,0.81,68.85000000000001
2019-02-16,72,81.0,,0.81,58.32000000000001
2019-02-17,74,81.0,,0.81,59.940000000000005
2019-02-18,81,81.0,,0.81,65.61
2019-02-19,86,81.0,,0.81,69.66000000000001
2019-02-20,88,81.0,,0.81,71.28
2019-02-21,90,81.0,,0.81,72.9
2019-02-22,81,81.0,,0.81,65.61
2019-02-23,80,81.0,,0.81,64.80000000000001
2019-02-24,74,81.0,,0.81,59.940000000000005
2019-02-25,84,81.0,,0.81,68.04
2019-02-26,94,81.0,,0.81,76.14
2019-02-27,84,81.0,,0.81,68.04
2019-02-28,86,81.0,,0.81,69.66000000000001
2019-03-01,48,88.0,False,0.88,42.24
2019-03-02,38,88.0,,0.88,33.44
2019-03-03,38,88.0,,0.88,33.44
2019-03-04,43,88.0,,0.88,37.84
2019-03-05,47,88.0,,0.88,41.36
2019-03-06,68,88.0,,0.88,59.84
2019-03-07,100,88.0,,0.88,88.0
2019-03-08,59,88.0,,0.88,51.92
2019-03-09,43,88.0,,0.88,37.84
2019-03-10,41,88.0,,0.88,36.08
2019-03-11,50,88.0,,0.88,44.0
2019-03-12,50,88.0,,0.88,44.0
2019-03-13,50,88.0,,0.88,44.0
2019-03-14,51,88.0,,0.88,44.88
2019-03-15,50,88.0,,0.88,44.0
2019-03-16,43,88.0,,0.88,37.84
2019-03-17,41,88.0,,0.88,36.08
2019-03-18,48,88.0,,0.88,42.24
2019-03-19,49,88.0,,0.88,43.12
2019-03-20,50,88.0,,0.88,44.0
2019-03-21,52,88.0,,0.88,45.76
2019-03-22,44,88.0,,0.88,38.72
2019-03-23,41,88.0,,0.88,36.08
2019-03-24,38,88.0,,0.88,33.44
2019-03-25,47,88.0,,0.88,41.36
2019-03-26,50,88.0,,0.88,44.0
2019-03-27,50,88.0,,0.88,44.0
2019-03-28,53,88.0,,0.88,46.64
2019-03-29,47,88.0,,0.88,41.36
2019-03-30,40,88.0,,0.88,35.2
2019-03-31,43,88.0,,0.88,37.84
2019-04-01,86,84.0,False,0.84,72.24
2019-04-02,88,84.0,,0.84,73.92
2019-04-03,94,84.0,,0.84,78.96
2019-04-04,100,84.0,,0.84,84.0
2019-04-05,94,84.0,,0.84,78.96
2019-04-06,80,84.0,,0.84,67.2
2019-04-07,74,84.0,,0.84,62.16
2019-04-08,92,84.0,,0.84,77.28
2019-04-09,89,84.0,,0.84,74.75999999999999
2019-04-10,81,84.0,,0.84,68.03999999999999
2019-04-11,89,84.0,,0.84,74.75999999999999
2019-04-12,78,84.0,,0.84,65.52
2019-04-13,67,84.0,,0.84,56.28
2019-04-14,67,84.0,,0.84,56.28
2019-04-15,74,84.0,,0.84,62.16
2019-04-16,82,84.0,,0.84,68.88
2019-04-17,80,84.0,,0.84,67.2
2019-04-18,84,84.0,,0.84,70.56
2019-04-19,75,84.0,,0.84,63.0
2019-04-20,68,84.0,,0.84,57.12
2019-04-21,66,84.0,,0.84,55.44
2019-04-22,75,84.0,,0.84,63.0
2019-04-23,82,84.0,,0.84,68.88
2019-04-24,91,84.0,,0.84,76.44
2019-04-25,88,84.0,,0.84,73.92
2019-04-26,81,84.0,,0.84,68.03999999999999
2019-04-27,64,84.0,,0.84,53.76
2019-04-28,67,84.0,,0.84,56.28
2019-04-29,81,84.0,,0.84,68.03999999999999
2019-04-30,87,84.0,,0.84,73.08
2019-05-01,95,80.0,False,0.8,76.0
2019-05-02,95,80.0,,0.8,76.0
2019-05-03,87,80.0,,0.8,69.60000000000001
2019-05-04,73,80.0,,0.8,58.400000000000006
2019-05-05,74,80.0,,0.8,59.2
2019-05-06,87,80.0,,0.8,69.60000000000001
2019-05-07,89,80.0,,0.8,71.2
2019-05-08,89,80.0,,0.8,71.2
2019-05-09,95,80.0,,0.8,76.0
2019-05-10,83,80.0,,0.8,66.4
2019-05-11,72,80.0,,0.8,57.6
2019-05-12,73,80.0,,0.8,58.400000000000006
2019-05-13,84,80.0,,0.8,67.2
2019-05-14,92,80.0,,0.8,73.60000000000001
2019-05-15,93,80.0,,0.8,74.4
2019-05-16,93,80.0,,0.8,74.4
2019-05-17,86,80.0,,0.8,68.8
2019-05-18,71,80.0,,0.8,56.800000000000004
2019-05-19,72,80.0,,0.8,57.6
2019-05-20,81,80.0,,0.8,64.8
2019-05-21,91,80.0,,0.8,72.8
2019-05-22,89,80.0,,0.8,71.2
2019-05-23,90,80.0,,0.8,72.0
2019-05-24,100,80.0,,0.8,80.0
2019-05-25,71,80.0,,0.8,56.800000000000004
2019-05-26,69,80.0,,0.8,55.2
2019-05-27,69,80.0,,0.8,55.2
2019-05-28,84,80.0,,0.8,67.2
2019-05-29,90,80.0,,0.8,72.0
2019-05-30,89,80.0,,0.8,71.2
2019-05-31,82,80.0,,0.8,65.60000000000001
2019-06-01,68,84.0,False,0.84,57.12
2019-06-02,74,84.0,,0.84,62.16
2019-06-03,79,84.0,,0.84,66.36
2019-06-04,81,84.0,,0.84,68.03999999999999
2019-06-05,85,84.0,,0.84,71.39999999999999
2019-06-06,92,84.0,,0.84,77.28
2019-06-07,87,84.0,,0.84,73.08
2019-06-08,71,84.0,,0.84,59.64
2019-06-09,70,84.0,,0.84,58.8
2019-06-10,82,84.0,,0.84,68.88
2019-06-11,82,84.0,,0.84,68.88
2019-06-12,87,84.0,,0.84,73.08
2019-06-13,90,84.0,,0.84,75.6
2019-06-14,85,84.0,,0.84,71.39999999999999
2019-06-15,71,84.0,,0.84,59.64
2019-06-16,72,84.0,,0.84,60.48
2019-06-17,84,84.0,,0.84,70.56
2019-06-18,86,84.0,,0.84,72.24
2019-06-19,90,84.0,,0.84,75.6
2019-06-20,85,84.0,,0.84,71.39999999999999
2019-06-21,92,84.0,,0.84,77.28
2019-06-22,72,84.0,,0.84,60.48
2019-06-23,77,84.0,,0.84,64.67999999999999
2019-06-24,87,84.0,,0.84,73.08
2019-06-25,84,84.0,,0.84,70.56
2019-06-26,96,84.0,,0.84,80.64
2019-06-27,100,84.0,,0.84,84.0
2019-06-28,84,84.0,,0.84,70.56
2019-06-29,75,84.0,,0.84,63.0
2019-06-30,75,84.0,,0.84,63.0
2019-07-01,86,79.0,False,0.79,67.94
2019-07-02,87,79.0,,0.79,68.73
2019-07-03,87,79.0,,0.79,68.73
2019-07-04,79,79.0,,0.79,62.410000000000004
2019-07-05,71,79.0,,0.79,56.09
2019-07-06,67,79.0,,0.79,52.93
2019-07-07,73,79.0,,0.79,57.67
2019-07-08,82,79.0,,0.79,64.78
2019-07-09,86,79.0,,0.79,67.94
2019-07-10,94,79.0,,0.79,74.26
2019-07-11,100,79.0,,0.79,79.0
2019-07-12,83,79.0,,0.79,65.57000000000001
2019-07-13,73,79.0,,0.79,57.67
2019-07-14,77,79.0,,0.79,60.830000000000005
2019-07-15,86,79.0,,0.79,67.94
2019-07-16,90,79.0,,0.79,71.10000000000001
2019-07-17,92,79.0,,0.79,72.68
2019-07-18,93,79.0,,0.79,73.47
2019-07-19,84,79.0,,0.79,66.36
2019-07-20,71,79.0,,0.79,56.09
2019-07-21,75,79.0,,0.79,59.25
2019-07-22,86,79.0,,0.79,67.94
2019-07-23,87,79.0,,0.79,68.73
2019-07-24,85,79.0,,0.79,67.15
2019-07-25,95,79.0,,0.79,75.05
2019-07-26,88,79.0,,0.79,69.52000000000001
2019-07-27,76,79.0,,0.79,60.040000000000006
2019-07-28,74,79.0,,0.79,58.46
2019-07-29,86,79.0,,0.79,67.94
2019-07-30,84,79.0,,0.79,66.36
2019-07-31,80,79.0,,0.79,63.2
2019-08-01,96,79.0,False,0.79,75.84
2019-08-02,89,79.0,,0.79,70.31
2019-08-03,77,79.0,,0.79,60.830000000000005
2019-08-04,77,79.0,,0.79,60.830000000000005
2019-08-05,86,79.0,,0.79,67.94
2019-08-06,89,79.0,,0.79,70.31
2019-08-07,92,79.0,,0.79,72.68
2019-08-08,90,79.0,,0.79,71.10000000000001
2019-08-09,90,79.0,,0.79,71.10000000000001
2019-08-10,76,79.0,,0.79,60.040000000000006
2019-08-11,79,79.0,,0.79,62.410000000000004
2019-08-12,89,79.0,,0.79,70.31
2019-08-13,91,79.0,,0.79,71.89
2019-08-14,97,79.0,,0.79,76.63000000000001
2019-08-15,92,79.0,,0.79,72.68
2019-08-16,97,79.0,,0.79,76.63000000000001
2019-08-17,77,79.0,,0.79,60.830000000000005
2019-08-18,80,79.0,,0.79,63.2
2019-08-19,97,79.0,,0.79,76.63000000000001
2019-08-20,97,79.0,,0.79,76.63000000000001
2019-08-21,98,79.0,,0.79,77.42
2019-08-22,90,79.0,,0.79,71.10000000000001
2019-08-23,100,79.0,,0.79,79.0
2019-08-24,82,79.0,,0.79,64.78
2019-08-25,84,79.0,,0.79,66.36
2019-08-26,93,79.0,,0.79,73.47
2019-08-27,93,79.0,,0.79,73.47
2019-08-28,97,79.0,,0.79,76.63000000000001
2019-08-29,91,79.0,,0.79,71.89
2019-08-30,94,79.0,,0.79,74.26
2019-08-31,73,79.0,,0.79,57.67
2019-09-01,62,81.0,False,0.81,50.220000000000006
2019-09-02,67,81.0,,0.81,54.27
2019-09-03,72,81.0,,0.81,58.32000000000001
2019-09-04,80,81.0,,0.81,64.80000000000001
2019-09-05,81,81.0,,0.81,65.61
2019-09-06,79,81.0,,0.81,63.99
2019-09-07,66,81.0,,0.81,53.46
2019-09-08,70,81.0,,0.81,56.7
2019-09-09,82,81.0,,0.81,66.42
2019-09-10,87,81.0,,0.81,70.47
2019-09-11,89,81.0,,0.81,72.09
2019-09-12,86,81.0,,0.81,69.66000000000001
2019-09-13,94,81.0,,0.81,76.14
2019-09-14,85,81.0,,0.81,68.85000000000001
2019-09-15,75,81.0,,0.81,60.75000000000001
2019-09-16,85,81.0,,0.81,68.85000000000001
2019-09-17,94,81.0,,0.81,76.14
2019-09-18,97,81.0,,0.81,78.57000000000001
2019-09-19,92,81.0,,0.81,74.52000000000001
2019-09-20,88,81.0,,0.81,71.28
2019-09-21,77,81.0,,0.81,62.370000000000005
2019-09-22,73,81.0,,0.81,59.13
2019-09-23,90,81.0,,0.81,72.9
2019-09-24,91,81.0,,0.81,73.71000000000001
2019-09-25,91,81.0,,0.81,73.71000000000001
2019-09-26,87,81.0,,0.81,70.47
2019-09-27,93,81.0,,0.81,75.33
2019-09-28,76,81.0,,0.81,61.56
2019-09-29,79,81.0,,0.81,63.99
2019-09-30,100,81.0,,0.81,81.0
2019-10-01,97,94.0,False,0.94,91.17999999999999
2019-10-02,96,94.0,,0.94,90.24
2019-10-03,84,94.0,,0.94,78.96
2019-10-04,83,94.0,,0.94,78.02
2019-10-05,75,94.0,,0.94,70.5
2019-10-06,71,94.0,,0.94,66.74
2019-10-07,77,94.0,,0.94,72.38
2019-10-08,83,94.0,,0.94,78.02
2019-10-09,100,94.0,,0.94,94.0
2019-10-10,84,94.0,,0.94,78.96
2019-10-11,79,94.0,,0.94,74.25999999999999
2019-10-12,64,94.0,,0.94,60.16
2019-10-13,68,94.0,,0.94,63.919999999999995
2019-10-14,80,94.0,,0.94,75.19999999999999
2019-10-15,80,94.0,,0.94,75.19999999999999
2019-10-16,76,94.0,,0.94,71.44
2019-10-17,80,94.0,,0.94,75.19999999999999
2019-10-18,81,94.0,,0.94,76.14
2019-10-19,65,94.0,,0.94,61.099999999999994
2019-10-20,70,94.0,,0.94,65.8
2019-10-21,75,94.0,,0.94,70.5
2019-10-22,78,94.0,,0.94,73.32
2019-10-23,76,94.0,,0.94,71.44
2019-10-24,78,94.0,,0.94,73.32
2019-10-25,75,94.0,,0.94,70.5
2019-10-26,67,94.0,,0.94,62.98
2019-10-27,63,94.0,,0.94,59.22
2019-10-28,64,94.0,,0.94,60.16
2019-10-29,72,94.0,,0.94,67.67999999999999
2019-10-30,76,94.0,,0.94,71.44
2019-10-31,69,94.0,,0.94,64.86
2019-11-01,87,80.0,False,0.8,69.60000000000001
2019-11-02,72,80.0,,0.8,57.6
2019-11-03,79,80.0,,0.8,63.2
2019-11-04,84,80.0,,0.8,67.2
2019-11-05,88,80.0,,0.8,70.4
2019-11-06,89,80.0,,0.8,71.2
2019-11-07,90,80.0,,0.8,72.0
2019-11-08,89,80.0,,0.8,71.2
2019-11-09,73,80.0,,0.8,58.400000000000006
2019-11-10,74,80.0,,0.8,59.2
2019-11-11,81,80.0,,0.8,64.8
2019-11-12,90,80.0,,0.8,72.0
2019-11-13,88,80.0,,0.8,70.4
2019-11-14,87,80.0,,0.8,69.60000000000001
2019-11-15,88,80.0,,0.8,70.4
2019-11-16,69,80.0,,0.8,55.2
2019-11-17,74,80.0,,0.8,59.2
2019-11-18,84,80.0,,0.8,67.2
2019-11-19,90,80.0,,0.8,72.0
2019-11-20,100,80.0,,0.8,80.0
2019-11-21,96,80.0,,0.8,76.80000000000001
2019-11-22,87,80.0,,0.8,69.60000000000001
2019-11-23,76,80.0,,0.8,60.800000000000004
2019-11-24,75,80.0,,0.8,60.0
2019-11-25,83,80.0,,0.8,66.4
2019-11-26,83,80.0,,0.8,66.4
2019-11-27,73,80.0,,0.8,58.400000000000006
2019-11-28,66,80.0,,0.8,52.800000000000004
2019-11-29,56,80.0,,0.8,44.800000000000004
2019-11-30,60,80.0,,0.8,48.0
2019-12-01,68,75.0,False,0.75,51.0
2019-12-02,80,75.0,,0.75,60.0
2019-12-03,89,75.0,,0.75,66.75
2019-12-04,96,75.0,,0.75,72.0
2019-12-05,99,75.0,,0.75,74.25
2019-12-06,96,75.0,,0.75,72.0
2019-12-07,78,75.0,,0.75,58.5
2019-12-08,77,75.0,,0.75,57.75
2019-12-09,86,75.0,,0.75,64.5
2019-12-10,89,75.0,,0.75,66.75
2019-12-11,93,75.0,,0.75,69.75
2019-12-12,93,75.0,,0.75,69.75
2019-12-13,87,75.0,,0.75,65.25
2019-12-14,73,75.0,,0.75,54.75
2019-12-15,72,75.0,,0.75,54.0
2019-12-16,81,75.0,,0.75,60.75
2019-12-17,81,75.0,,0.75,60.75
2019-12-18,81,75.0,,0.75,60.75
2019-12-19,80,75.0,,0.75,60.0
2019-12-20,92,75.0,,0.75,69.0
2019-12-21,68,75.0,,0.75,51.0
2019-12-22,69,75.0,,0.75,51.75
2019-12-23,81,75.0,,0.75,60.75
2019-12-24,69,75.0,,0.75,51.75
2019-12-25,57,75.0,,0.75,42.75
2019-12-26,75,75.0,,0.75,56.25
2019-12-27,84,75.0,,0.75,63.0
2019-12-28,68,75.0,,0.75,51.0
2019-12-29,73,75.0,,0.75,54.75
2019-12-30,100,75.0,,0.75,75.0
2019-12-31,90,75.0,,0.75,67.5
2020-01-01,69,83.0,False,0.83,57.269999999999996
2020-01-02,85,83.0,,0.83,70.55
2020-01-03,95,83.0,,0.83,78.85
2020-01-04,77,83.0,,0.83,63.91
2020-01-05,73,83.0,,0.83,60.589999999999996
2020-01-06,84,83.0,,0.83,69.72
2020-01-07,88,83.0,,0.83,73.03999999999999
2020-01-08,92,83.0,,0.83,76.36
2020-01-09,91,83.0,,0.83,75.53
2020-01-10,100,83.0,,0.83,83.0
2020-01-11,78,83.0,,0.83,64.74
2020-01-12,74,83.0,,0.83,61.419999999999995
2020-01-13,89,83.0,,0.83,73.86999999999999
2020-01-14,91,83.0,,0.83,75.53
2020-01-15,91,83.0,,0.83,75.53
2020-01-16,95,83.0,,0.83,78.85
2020-01-17,87,83.0,,0.83,72.21
2020-01-18,76,83.0,,0.83,63.08
2020-01-19,77,83.0,,0.83,63.91
2020-01-20,83,83.0,,0.83,68.89
2020-01-21,90,83.0,,0.83,74.7
2020-01-22,91,83.0,,0.83,75.53
2020-01-23,93,83.0,,0.83,77.19
2020-01-24,95,83.0,,0.83,78.85
2020-01-25,77,83.0,,0.83,63.91
2020-01-26,71,83.0,,0.83,58.93
