date,cancer_unscaled,cancer_monthly,isPartial,scale,cancer
2020-01-27,84,83.0,,0.83,69.72
2020-01-28,90,83.0,,0.83,74.7
2020-01-29,92,83.0,,0.83,76.36
2020-01-30,93,83.0,,0.83,77.19
2020-01-31,92,83.0,,0.83,76.36
2020-02-01,58,86.0,False,0.86,49.88
2020-02-02,55,86.0,,0.86,47.3
2020-02-03,75,86.0,,0.86,64.5
2020-02-04,100,86.0,,0.86,86.0
2020-02-05,87,86.0,,0.86,74.82
2020-02-06,72,86.0,,0.86,61.92
2020-02-07,69,86.0,,0.86,59.339999999999996
2020-02-08,61,86.0,,0.86,52.46
2020-02-09,54,86.0,,0.86,46.44
2020-02-10,65,86.0,,0.86,55.9
2020-02-11,71,86.0,,0.86,61.06
2020-02-12,67,86.0,,0.86,57.62
2020-02-13,67,86.0,,0.86,57.62
2020-02-14,58,86.0,,0.86,49.88
2020-02-15,57,86.0,,0.86,49.019999999999996
2020-02-16,59,86.0,,0.86,50.74
2020-02-17,63,86.0,,0.86,54.18
2020-02-18,67,86.0,,0.86,57.62
2020-02-19,68,86.0,,0.86,58.48
2020-02-20,68,86.0,,0.86,58.48
2020-02-21,64,86.0,,0.86,55.04
2020-02-22,57,86.0,,0.86,49.019999999999996
2020-02-23,60,86.0,,0.86,51.6
2020-02-24,64,86.0,,0.86,55.04
2020-02-25,67,86.0,,0.86,57.62
2020-02-26,68,86.0,,0.86,58.48
2020-02-27,66,86.0,,0.86,56.76
2020-02-28,61,86.0,,0.86,52.46
2020-02-29,56,86.0,,0.86,48.16
2020-03-01,83,65.0,False,0.65,53.95
2020-03-02,94,65.0,,0.65,61.1
2020-03-03,94,65.0,,0.65,61.1
2020-03-04,94,65.0,,0.65,61.1
2020-03-05,100,65.0,,0.65,65.0
2020-03-06,95,65.0,,0.65,61.75
2020-03-07,78,65.0,,0.65,50.7
2020-03-08,80,65.0,,0.65,52.0
2020-03-09,91,65.0,,0.65,59.15
2020-03-10,92,65.0,,0.65,59.800000000000004
2020-03-11,87,65.0,,0.65,56.550000000000004
2020-03-12,82,65.0,,0.65,53.300000000000004
2020-03-13,79,65.0,,0.65,51.35
2020-03-14,66,65.0,,0.65,42.9
2020-03-15,67,65.0,,0.65,43.550000000000004
2020-03-16,66,65.0,,0.65,42.9
2020-03-17,69,65.0,,0.65,44.85
2020-03-18,69,65.0,,0.65,44.85
2020-03-19,69,65.0,,0.65,44.85
2020-03-20,62,65.0,,0.65,40.300000000000004
2020-03-21,69,65.0,,0.65,44.85
2020-03-22,67,65.0,,0.65,43.550000000000004
2020-03-23,66,65.0,,0.65,42.9
2020-03-24,69,65.0,,0.65,44.85
2020-03-25,68,65.0,,0.65,44.2
2020-03-26,67,65.0,,0.65,43.550000000000004
2020-03-27,71,65.0,,0.65,46.15
2020-03-28,59,65.0,,0.65,38.35
2020-03-29,66,65.0,,0.65,42.9
2020-03-30,68,65.0,,0.65,44.2
2020-03-31,69,65.0,,0.65,44.85
2020-04-01,83,60.0,False,0.6,49.8
2020-04-02,87,60.0,,0.6,52.199999999999996
2020-04-03,77,60.0,,0.6,46.199999999999996
2020-04-04,76,60.0,,0.6,45.6
2020-04-05,76,60.0,,0.6,45.6
2020-04-06,80,60.0,,0.6,48.0
2020-04-07,82,60.0,,0.6,49.199999999999996
2020-04-08,82,60.0,,0.6,49.199999999999996
2020-04-09,82,60.0,,0.6,49.199999999999996
2020-04-10,83,60.0,,0.6,49.8
2020-04-11,75,60.0,,0.6,45.0
2020-04-12,75,60.0,,0.6,45.0
2020-04-13,80,60.0,,0.6,48.0
2020-04-14,82,60.0,,0.6,49.199999999999996
2020-04-15,79,60.0,,0.6,47.4
2020-04-16,75,60.0,,0.6,45.0
2020-04-17,81,60.0,,0.6,48.6
2020-04-18,73,60.0,,0.6,43.8
2020-04-19,81,60.0,,0.6,48.6
2020-04-20,81,60.0,,0.6,48.6
2020-04-21,82,60.0,,0.6,49.199999999999996
2020-04-22,100,60.0,,0.6,60.0
2020-04-23,87,60.0,,0.6,52.199999999999996
2020-04-24,87,60.0,,0.6,52.199999999999996
2020-04-25,80,60.0,,0.6,48.0
2020-04-26,79,60.0,,0.6,47.4
2020-04-27,83,60.0,,0.6,49.8
2020-04-28,88,60.0,,0.6,52.8
2020-04-29,88,60.0,,0.6,52.8
2020-04-30,83,60.0,,0.6,49.8
2020-05-01,88,61.0,False,0.61,53.68
2020-05-02,83,61.0,,0.61,50.629999999999995
2020-05-03,84,61.0,,0.61,51.24
2020-05-04,88,61.0,,0.61,53.68
2020-05-05,84,61.0,,0.61,51.24
2020-05-06,86,61.0,,0.61,52.46
2020-05-07,91,61.0,,0.61,55.51
2020-05-08,85,61.0,,0.61,51.85
2020-05-09,78,61.0,,0.61,47.58
2020-05-10,79,61.0,,0.61,48.19
2020-05-11,86,61.0,,0.61,52.46
2020-05-12,91,61.0,,0.61,55.51
2020-05-13,92,61.0,,0.61,56.12
2020-05-14,81,61.0,,0.61,49.41
2020-05-15,86,61.0,,0.61,52.46
2020-05-16,81,61.0,,0.61,49.41
2020-05-17,82,61.0,,0.61,50.019999999999996
2020-05-18,88,61.0,,0.61,53.68
2020-05-19,90,61.0,,0.61,54.9
2020-05-20,91,61.0,,0.61,55.51
2020-05-21,93,61.0,,0.61,56.73
2020-05-22,97,61.0,,0.61,59.17
2020-05-23,81,61.0,,0.61,49.41
2020-05-24,81,61.0,,0.61,49.41
2020-05-25,87,61.0,,0.61,53.07
2020-05-26,86,61.0,,0.61,52.46
2020-05-27,92,61.0,,0.61,56.12
2020-05-28,100,61.0,,0.61,61.0
2020-05-29,93,61.0,,0.61,56.73
2020-05-30,75,61.0,,0.61,45.75
2020-05-31,84,61.0,,0.61,51.24
2020-06-01,69,66.0,False,0.66,45.54
2020-06-02,77,66.0,,0.66,50.82
2020-06-03,79,66.0,,0.66,52.14
2020-06-04,89,66.0,,0.66,58.74
2020-06-05,82,66.0,,0.66,54.120000000000005
2020-06-06,72,66.0,,0.66,47.52
2020-06-07,81,66.0,,0.66,53.46
2020-06-08,86,66.0,,0.66,56.760000000000005
2020-06-09,84,66.0,,0.66,55.440000000000005
2020-06-10,86,66.0,,0.66,56.760000000000005
2020-06-11,95,66.0,,0.66,62.7
2020-06-12,82,66.0,,0.66,54.120000000000005
2020-06-13,74,66.0,,0.66,48.84
2020-06-14,72,66.0,,0.66,47.52
2020-06-15,81,66.0,,0.66,53.46
2020-06-16,90,66.0,,0.66,59.400000000000006
2020-06-17,91,66.0,,0.66,60.06
2020-06-18,97,66.0,,0.66,64.02
2020-06-19,89,66.0,,0.66,58.74
2020-06-20,81,66.0,,0.66,53.46
2020-06-21,81,66.0,,0.66,53.46
2020-06-22,93,66.0,,0.66,61.38
2020-06-23,94,66.0,,0.66,62.040000000000006
2020-06-24,89,66.0,,0.66,58.74
2020-06-25,100,66.0,,0.66,66.0
2020-06-26,88,66.0,,0.66,58.080000000000005
2020-06-27,76,66.0,,0.66,50.160000000000004
2020-06-28,74,66.0,,0.66,48.84
2020-06-29,85,66.0,,0.66,56.1
2020-06-30,87,66.0,,0.66,57.42
2020-07-01,72,72.0,False,0.72,51.839999999999996
2020-07-02,79,72.0,,0.72,56.879999999999995
2020-07-03,70,72.0,,0.72,50.4
2020-07-04,62,72.0,,0.72,44.64
2020-07-05,59,72.0,,0.72,42.48
2020-07-06,71,72.0,,0.72,51.12
2020-07-07,77,72.0,,0.72,55.44
2020-07-08,83,72.0,,0.72,59.76
2020-07-09,82,72.0,,0.72,59.04
2020-07-10,76,72.0,,0.72,54.72
2020-07-11,66,72.0,,0.72,47.519999999999996
2020-07-12,65,72.0,,0.72,46.8
2020-07-13,100,72.0,,0.72,72.0
2020-07-14,84,72.0,,0.72,60.48
2020-07-15,80,72.0,,0.72,57.599999999999994
2020-07-16,87,72.0,,0.72,62.64
2020-07-17,79,72.0,,0.72,56.879999999999995
2020-07-18,77,72.0,,0.72,55.44
2020-07-19,66,72.0,,0.72,47.519999999999996
2020-07-20,80,72.0,,0.72,57.599999999999994
2020-07-21,80,72.0,,0.72,57.599999999999994
2020-07-22,83,72.0,,0.72,59.76
2020-07-23,87,72.0,,0.72,62.64
2020-07-24,75,72.0,,0.72,54.0
2020-07-25,71,72.0,,0.72,51.12
2020-07-26,68,72.0,,0.72,48.96
2020-07-27,72,72.0,,0.72,51.839999999999996
2020-07-28,75,72.0,,0.72,54.0
2020-07-29,77,72.0,,0.72,55.44
2020-07-30,91,72.0,,0.72,65.52
2020-07-31,74,72.0,,0.72,53.28
2020-08-01,25,74.0,False,0.74,18.5
2020-08-02,25,74.0,,0.74,18.5
2020-08-03,29,74.0,,0.74,21.46
2020-08-04,29,74.0,,0.74,21.46
2020-08-05,30,74.0,,0.74,22.2
2020-08-06,31,74.0,,0.74,22.94
2020-08-07,28,74.0,,0.74,20.72
2020-08-08,26,74.0,,0.74,19.24
2020-08-09,25,74.0,,0.74,18.5
2020-08-10,27,74.0,,0.74,19.98
2020-08-11,29,74.0,,0.74,21.46
2020-08-12,29,74.0,,0.74,21.46
2020-08-13,30,74.0,,0.74,22.2
2020-08-14,27,74.0,,0.74,19.98
2020-08-15,24,74.0,,0.74,17.759999999999998
2020-08-16,24,74.0,,0.74,17.759999999999998
2020-08-17,28,74.0,,0.74,20.72
2020-08-18,28,74.0,,0.74,20.72
2020-08-19,28,74.0,,0.74,20.72
2020-08-20,30,74.0,,0.74,22.2
2020-08-21,30,74.0,,0.74,22.2
2020-08-22,26,74.0,,0.74,19.24
2020-08-23,25,74.0,,0.74,18.5
2020-08-24,26,74.0,,0.74,19.24
2020-08-25,27,74.0,,0.74,19.98
2020-08-26,29,74.0,,0.74,21.46
2020-08-27,30,74.0,,0.74,22.2
2020-08-28,26,74.0,,0.74,19.24
2020-08-29,100,74.0,,0.74,74.0
2020-08-30,45,74.0,,0.74,33.3
2020-08-31,43,74.0,,0.74,31.82
2020-09-01,100,75.0,False,0.75,75.0
2020-09-02,92,75.0,,0.75,69.0
2020-09-03,91,75.0,,0.75,68.25
2020-09-04,83,75.0,,0.75,62.25
2020-09-05,79,75.0,,0.75,59.25
2020-09-06,75,75.0,,0.75,56.25
2020-09-07,72,75.0,,0.75,54.0
2020-09-08,73,75.0,,0.75,54.75
2020-09-09,82,75.0,,0.75,61.5
2020-09-10,88,75.0,,0.75,66.0
2020-09-11,81,75.0,,0.75,60.75
2020-09-12,78,75.0,,0.75,58.5
2020-09-13,74,75.0,,0.75,55.5
2020-09-14,81,75.0,,0.75,60.75
2020-09-15,81,75.0,,0.75,60.75
2020-09-16,83,75.0,,0.75,62.25
2020-09-17,87,75.0,,0.75,65.25
2020-09-18,79,75.0,,0.75,59.25
2020-09-19,79,75.0,,0.75,59.25
2020-09-20,74,75.0,,0.75,55.5
2020-09-21,81,75.0,,0.75,60.75
2020-09-22,83,75.0,,0.75,62.25
2020-09-23,83,75.0,,0.75,62.25
2020-09-24,91,75.0,,0.75,68.25
2020-09-25,86,75.0,,0.75,64.5
2020-09-26,73,75.0,,0.75,54.75
2020-09-27,73,75.0,,0.75,54.75
2020-09-28,81,75.0,,0.75,60.75
2020-09-29,85,75.0,,0.75,63.75
2020-09-30,87,75.0,,0.75,65.25
2020-10-01,93,81.0,False,0.81,75.33
2020-10-02,83,81.0,,0.81,67.23
2020-10-03,71,81.0,,0.81,57.510000000000005
2020-10-04,69,81.0,,0.81,55.89
2020-10-05,83,81.0,,0.81,67.23
2020-10-06,100,81.0,,0.81,81.0
2020-10-07,90,81.0,,0.81,72.9
2020-10-08,86,81.0,,0.81,69.66000000000001
2020-10-09,83,81.0,,0.81,67.23
2020-10-10,77,81.0,,0.81,62.370000000000005
2020-10-11,74,81.0,,0.81,59.940000000000005
2020-10-12,81,81.0,,0.81,65.61
2020-10-13,80,81.0,,0.81,64.80000000000001
2020-10-14,84,81.0,,0.81,68.04
2020-10-15,92,81.0,,0.81,74.52000000000001
2020-10-16,80,81.0,,0.81,64.80000000000001
2020-10-17,71,81.0,,0.81,57.510000000000005
2020-10-18,68,81.0,,0.81,55.080000000000005
2020-10-19,83,81.0,,0.81,67.23
2020-10-20,97,81.0,,0.81,78.57000000000001
2020-10-21,88,81.0,,0.81,71.28
2020-10-22,89,81.0,,0.81,72.09
2020-10-23,84,81.0,,0.81,68.04
2020-10-24,69,81.0,,0.81,55.89
2020-10-25,63,81.0,,0.81,51.03
2020-10-26,78,81.0,,0.81,63.18000000000001
2020-10-27,78,81.0,,0.81,63.18000000000001
2020-10-28,80,81.0,,0.81,64.80000000000001
2020-10-29,85,81.0,,0.81,68.85000000000001
2020-10-30,74,81.0,,0.81,59.940000000000005
2020-10-31,64,81.0,,0.81,51.84
2020-11-01,68,69.0,True,0.69,46.919999999999995
2020-11-02,78,69.0,,0.69,53.81999999999999
2020-11-03,80,69.0,,0.69,55.199999999999996
2020-11-04,48,69.0,,0.69,33.12
2020-11-05,68,69.0,,0.69,46.919999999999995
2020-11-06,72,69.0,,0.69,49.67999999999999
2020-11-07,63,69.0,,0.69,43.47
2020-11-08,82,69.0,,0.69,56.58
2020-11-09,100,69.0,,0.69,69.0
2020-11-10,91,69.0,,0.69,62.78999999999999
2020-11-11,86,69.0,,0.69,59.339999999999996
2020-11-12,95,69.0,,0.69,65.55
2020-11-13,84,69.0,,0.69,57.959999999999994
2020-11-14,72,69.0,,0.69,49.67999999999999
2020-11-15,75,69.0,,0.69,51.74999999999999
2020-11-16,89,69.0,,0.69,61.41
2020-11-17,92,69.0,,0.69,63.48
2020-11-18,90,69.0,,0.69,62.099999999999994
2020-11-19,95,69.0,,0.69,65.55
2020-11-20,93,69.0,,0.69,64.17
2020-11-21,74,69.0,,0.69,51.059999999999995
2020-11-22,71,69.0,,0.69,48.989999999999995
2020-11-23,82,69.0,,0.69,56.58
2020-11-24,82,69.0,,0.69,56.58
2020-11-25,76,69.0,,0.69,52.44
2020-11-26,70,69.0,,0.69,48.3
2020-11-27,64,69.0,,0.69,44.16
2020-11-28,64,69.0,,0.69,44.16
2020-11-29,69,69.0,,0.69,47.61
