date,world_unscaled,world_monthly,isPartial,scale,world
2010-01-01,100,32.0,False,0.32,32.0
2010-01-02,91,32.0,,0.32,29.12
2010-01-03,94,32.0,,0.32,30.080000000000002
2010-01-04,89,32.0,,0.32,28.48
2010-01-05,86,32.0,,0.32,27.52
2010-01-06,88,32.0,,0.32,28.16
2010-01-07,81,32.0,,0.32,25.92
2010-01-08,84,32.0,,0.32,26.88
2010-01-09,87,32.0,,0.32,27.84
2010-01-10,91,32.0,,0.32,29.12
2010-01-11,84,32.0,,0.32,26.88
2010-01-12,84,32.0,,0.32,26.88
2010-01-13,93,32.0,,0.32,29.76
2010-01-14,93,32.0,,0.32,29.76
2010-01-15,88,32.0,,0.32,28.16
2010-01-16,87,32.0,,0.32,27.84
2010-01-17,93,32.0,,0.32,29.76
2010-01-18,86,32.0,,0.32,27.52
2010-01-19,84,32.0,,0.32,26.88
2010-01-20,85,32.0,,0.32,27.2
2010-01-21,82,32.0,,0.32,26.240000000000002
2010-01-22,82,32.0,,0.32,26.240000000000002
2010-01-23,88,32.0,,0.32,28.16
2010-01-24,92,32.0,,0.32,29.44
2010-01-25,83,32.0,,0.32,26.560000000000002
2010-01-26,81,32.0,,0.32,25.92
2010-01-27,81,32.0,,0.32,25.92
2010-01-28,80,32.0,,0.32,25.6
2010-01-29,82,32.0,,0.32,26.240000000000002
2010-01-30,81,32.0,,0.32,25.92
2010-01-31,87,32.0,,0.32,27.84
2010-02-01,67,34.0,False,0.34,22.78
2010-02-02,71,34.0,,0.34,24.14
2010-02-03,71,34.0,,0.34,24.14
2010-02-04,69,34.0,,0.34,23.46
2010-02-05,65,34.0,,0.34,22.1
2010-02-06,68,34.0,,0.34,23.12
2010-02-07,71,34.0,,0.34,24.14
2010-02-08,65,34.0,,0.34,22.1
2010-02-09,67,34.0,,0.34,22.78
2010-02-10,64,34.0,,0.34,21.76
2010-02-11,67,34.0,,0.34,22.78
2010-02-12,68,34.0,,0.34,23.12
2010-02-13,100,34.0,,0.34,34.0
2010-02-14,90,34.0,,0.34,30.6
2010-02-15,79,34.0,,0.34,26.860000000000003
2010-02-16,76,34.0,,0.34,25.840000000000003
2010-02-17,69,34.0,,0.34,23.46
2010-02-18,70,34.0,,0.34,23.8
2010-02-19,69,34.0,,0.34,23.46
2010-02-20,69,34.0,,0.34,23.46
2010-02-21,77,34.0,,0.34,26.180000000000003
2010-02-22,71,34.0,,0.34,24.14
2010-02-23,69,34.0,,0.34,23.46
2010-02-24,76,34.0,,0.34,25.840000000000003
2010-02-25,91,34.0,,0.34,30.94
2010-02-26,79,34.0,,0.34,26.860000000000003
2010-02-27,91,34.0,,0.34,30.94
2010-02-28,88,34.0,,0.34,29.92
2010-03-01,100,32.0,False,0.32,32.0
2010-03-02,98,32.0,,0.32,31.36
2010-03-03,95,32.0,,0.32,30.400000000000002
2010-03-04,97,32.0,,0.32,31.04
2010-03-05,90,32.0,,0.32,28.8
2010-03-06,93,32.0,,0.32,29.76
2010-03-07,97,32.0,,0.32,31.04
2010-03-08,89,32.0,,0.32,28.48
2010-03-09,88,32.0,,0.32,28.16
2010-03-10,89,32.0,,0.32,28.48
2010-03-11,92,32.0,,0.32,29.44
2010-03-12,90,32.0,,0.32,28.8
2010-03-13,91,32.0,,0.32,29.12
2010-03-14,96,32.0,,0.32,30.72
2010-03-15,90,32.0,,0.32,28.8
2010-03-16,86,32.0,,0.32,27.52
2010-03-17,84,32.0,,0.32,26.88
2010-03-18,85,32.0,,0.32,27.2
2010-03-19,83,32.0,,0.32,26.560000000000002
2010-03-20,85,32.0,,0.32,27.2
2010-03-21,91,32.0,,0.32,29.12
2010-03-22,87,32.0,,0.32,27.84
2010-03-23,92,32.0,,0.32,29.44
2010-03-24,87,32.0,,0.32,27.84
2010-03-25,90,32.0,,0.32,28.8
2010-03-26,89,32.0,,0.32,28.48
2010-03-27,90,32.0,,0.32,28.8
2010-03-28,92,32.0,,0.32,29.44
2010-03-29,87,32.0,,0.32,27.84
2010-03-30,85,32.0,,0.32,27.2
2010-03-31,86,32.0,,0.32,27.52
2010-04-01,88,32.0,False,0.32,28.16
2010-04-02,89,32.0,,0.32,28.48
2010-04-03,86,32.0,,0.32,27.52
2010-04-04,96,32.0,,0.32,30.72
2010-04-05,91,32.0,,0.32,29.12
2010-04-06,88,32.0,,0.32,28.16
2010-04-07,87,32.0,,0.32,27.84
2010-04-08,91,32.0,,0.32,29.12
2010-04-09,89,32.0,,0.32,28.48
2010-04-10,90,32.0,,0.32,28.8
2010-04-11,97,32.0,,0.32,31.04
2010-04-12,91,32.0,,0.32,29.12
2010-04-13,96,32.0,,0.32,30.72
2010-04-14,91,32.0,,0.32,29.12
2010-04-15,95,32.0,,0.32,30.400000000000002
2010-04-16,93,32.0,,0.32,29.76
2010-04-17,94,32.0,,0.32,30.080000000000002
2010-04-18,98,32.0,,0.32,31.36
2010-04-19,91,32.0,,0.32,29.12
2010-04-20,91,32.0,,0.32,29.12
2010-04-21,90,32.0,,0.32,28.8
2010-04-22,93,32.0,,0.32,29.76
2010-04-23,88,32.0,,0.32,28.16
2010-04-24,88,32.0,,0.32,28.16
2010-04-25,100,32.0,,0.32,32.0
2010-04-26,92,32.0,,0.32,29.44
2010-04-27,93,32.0,,0.32,29.76
2010-04-28,94,32.0,,0.32,30.080000000000002
2010-04-29,93,32.0,,0.32,29.76
2010-04-30,94,32.0,,0.32,30.080000000000002
2010-05-01,86,35.0,False,0.35,30.099999999999998
2010-05-02,93,35.0,,0.35,32.55
2010-05-03,86,35.0,,0.35,30.099999999999998
2010-05-04,84,35.0,,0.35,29.4
2010-05-05,81,35.0,,0.35,28.349999999999998
2010-05-06,83,35.0,,0.35,29.049999999999997
2010-05-07,82,35.0,,0.35,28.7
2010-05-08,87,35.0,,0.35,30.45
2010-05-09,88,35.0,,0.35,30.799999999999997
2010-05-10,88,35.0,,0.35,30.799999999999997
2010-05-11,85,35.0,,0.35,29.749999999999996
2010-05-12,85,35.0,,0.35,29.749999999999996
2010-05-13,86,35.0,,0.35,30.099999999999998
2010-05-14,84,35.0,,0.35,29.4
2010-05-15,84,35.0,,0.35,29.4
2010-05-16,92,35.0,,0.35,32.199999999999996
2010-05-17,86,35.0,,0.35,30.099999999999998
2010-05-18,85,35.0,,0.35,29.749999999999996
2010-05-19,83,35.0,,0.35,29.049999999999997
2010-05-20,86,35.0,,0.35,30.099999999999998
2010-05-21,83,35.0,,0.35,29.049999999999997
2010-05-22,87,35.0,,0.35,30.45
2010-05-23,93,35.0,,0.35,32.55
2010-05-24,87,35.0,,0.35,30.45
2010-05-25,87,35.0,,0.35,30.45
2010-05-26,89,35.0,,0.35,31.15
2010-05-27,85,35.0,,0.35,29.749999999999996
2010-05-28,84,35.0,,0.35,29.4
2010-05-29,90,35.0,,0.35,31.499999999999996
2010-05-30,97,35.0,,0.35,33.949999999999996
2010-05-31,100,35.0,,0.35,35.0
2010-06-01,26,73.0,False,0.73,18.98
2010-06-02,26,73.0,,0.73,18.98
2010-06-03,26,73.0,,0.73,18.98
2010-06-04,28,73.0,,0.73,20.439999999999998
2010-06-05,29,73.0,,0.73,21.169999999999998
2010-06-06,31,73.0,,0.73,22.63
2010-06-07,31,73.0,,0.73,22.63
2010-06-08,33,73.0,,0.73,24.09
2010-06-09,34,73.0,,0.73,24.82
2010-06-10,44,73.0,,0.73,32.12
2010-06-11,94,73.0,,0.73,68.62
2010-06-12,100,73.0,,0.73,73.0
2010-06-13,71,73.0,,0.73,51.83
2010-06-14,61,73.0,,0.73,44.53
2010-06-15,57,73.0,,0.73,41.61
2010-06-16,53,73.0,,0.73,38.69
2010-06-17,57,73.0,,0.73,41.61
2010-06-18,75,73.0,,0.73,54.75
2010-06-19,56,73.0,,0.73,40.879999999999995
2010-06-20,60,73.0,,0.73,43.8
2010-06-21,52,73.0,,0.73,37.96
2010-06-22,56,73.0,,0.73,40.879999999999995
2010-06-23,82,73.0,,0.73,59.86
2010-06-24,57,73.0,,0.73,41.61
2010-06-25,58,73.0,,0.73,42.339999999999996
2010-06-26,74,73.0,,0.73,54.019999999999996
2010-06-27,57,73.0,,0.73,41.61
2010-06-28,47,73.0,,0.73,34.31
2010-06-29,45,73.0,,0.73,32.85
2010-06-30,35,73.0,,0.73,25.55
2010-07-01,34,43.0,False,0.43,14.62
2010-07-02,60,43.0,,0.43,25.8
2010-07-03,68,43.0,,0.43,29.24
2010-07-04,42,43.0,,0.43,18.06
2010-07-05,38,43.0,,0.43,16.34
2010-07-06,52,43.0,,0.43,22.36
2010-07-07,56,43.0,,0.43,24.08
2010-07-08,37,43.0,,0.43,15.91
2010-07-09,32,43.0,,0.43,13.76
2010-07-10,47,43.0,,0.43,20.21
2010-07-11,100,43.0,,0.43,43.0
2010-07-12,41,43.0,,0.43,17.63
2010-07-13,26,43.0,,0.43,11.18
2010-07-14,25,43.0,,0.43,10.75
2010-07-15,24,43.0,,0.43,10.32
2010-07-16,23,43.0,,0.43,9.89
2010-07-17,24,43.0,,0.43,10.32
2010-07-18,27,43.0,,0.43,11.61
2010-07-19,22,43.0,,0.43,9.459999999999999
2010-07-20,24,43.0,,0.43,10.32
2010-07-21,22,43.0,,0.43,9.459999999999999
2010-07-22,22,43.0,,0.43,9.459999999999999
2010-07-23,23,43.0,,0.43,9.89
2010-07-24,24,43.0,,0.43,10.32
2010-07-25,24,43.0,,0.43,10.32
2010-07-26,23,43.0,,0.43,9.89
2010-07-27,20,43.0,,0.43,8.6
2010-07-28,22,43.0,,0.43,9.459999999999999
2010-07-29,22,43.0,,0.43,9.459999999999999
2010-07-30,22,43.0,,0.43,9.459999999999999
2010-07-31,22,43.0,,0.43,9.459999999999999
2010-08-01,91,29.0,False,0.29,26.389999999999997
2010-08-02,81,29.0,,0.29,23.49
2010-08-03,79,29.0,,0.29,22.91
2010-08-04,79,29.0,,0.29,22.91
2010-08-05,83,29.0,,0.29,24.069999999999997
2010-08-06,77,29.0,,0.29,22.33
2010-08-07,84,29.0,,0.29,24.36
2010-08-08,90,29.0,,0.29,26.099999999999998
2010-08-09,77,29.0,,0.29,22.33
2010-08-10,81,29.0,,0.29,23.49
2010-08-11,83,29.0,,0.29,24.069999999999997
2010-08-12,82,29.0,,0.29,23.779999999999998
2010-08-13,82,29.0,,0.29,23.779999999999998
2010-08-14,92,29.0,,0.29,26.68
2010-08-15,97,29.0,,0.29,28.13
2010-08-16,86,29.0,,0.29,24.939999999999998
2010-08-17,90,29.0,,0.29,26.099999999999998
2010-08-18,82,29.0,,0.29,23.779999999999998
2010-08-19,83,29.0,,0.29,24.069999999999997
2010-08-20,85,29.0,,0.29,24.65
2010-08-21,94,29.0,,0.29,27.259999999999998
2010-08-22,95,29.0,,0.29,27.549999999999997
2010-08-23,83,29.0,,0.29,24.069999999999997
2010-08-24,82,29.0,,0.29,23.779999999999998
2010-08-25,85,29.0,,0.29,24.65
2010-08-26,87,29.0,,0.29,25.229999999999997
2010-08-27,85,29.0,,0.29,24.65
2010-08-28,95,29.0,,0.29,27.549999999999997
2010-08-29,100,29.0,,0.29,28.999999999999996
2010-08-30,83,29.0,,0.29,24.069999999999997
2010-08-31,79,29.0,,0.29,22.91
2010-09-01,79,29.0,False,0.29,22.91
2010-09-02,83,29.0,,0.29,24.069999999999997
2010-09-03,81,29.0,,0.29,23.49
2010-09-04,84,29.0,,0.29,24.36
2010-09-05,87,29.0,,0.29,25.229999999999997
2010-09-06,91,29.0,,0.29,26.389999999999997
2010-09-07,87,29.0,,0.29,25.229999999999997
2010-09-08,90,29.0,,0.29,26.099999999999998
2010-09-09,90,29.0,,0.29,26.099999999999998
2010-09-10,82,29.0,,0.29,23.779999999999998
2010-09-11,99,29.0,,0.29,28.709999999999997
2010-09-12,100,29.0,,0.29,28.999999999999996
2010-09-13,87,29.0,,0.29,25.229999999999997
2010-09-14,84,29.0,,0.29,24.36
2010-09-15,79,29.0,,0.29,22.91
2010-09-16,85,29.0,,0.29,24.65
2010-09-17,84,29.0,,0.29,24.36
2010-09-18,83,29.0,,0.29,24.069999999999997
2010-09-19,89,29.0,,0.29,25.81
2010-09-20,81,29.0,,0.29,23.49
2010-09-21,86,29.0,,0.29,24.939999999999998
2010-09-22,80,29.0,,0.29,23.2
2010-09-23,82,29.0,,0.29,23.779999999999998
2010-09-24,80,29.0,,0.29,23.2
2010-09-25,82,29.0,,0.29,23.779999999999998
2010-09-26,88,29.0,,0.29,25.52
2010-09-27,82,29.0,,0.29,23.779999999999998
2010-09-28,83,29.0,,0.29,24.069999999999997
2010-09-29,83,29.0,,0.29,24.069999999999997
2010-09-30,82,29.0,,0.29,23.779999999999998
2010-10-01,71,31.0,False,0.31,22.01
2010-10-02,71,31.0,,0.31,22.01
2010-10-03,75,31.0,,0.31,23.25
2010-10-04,73,31.0,,0.31,22.63
2010-10-05,72,31.0,,0.31,22.32
2010-10-06,74,31.0,,0.31,22.94
2010-10-07,75,31.0,,0.31,23.25
2010-10-08,70,31.0,,0.31,21.7
2010-10-09,74,31.0,,0.31,22.94
2010-10-10,78,31.0,,0.31,24.18
2010-10-11,75,31.0,,0.31,23.25
2010-10-12,73,31.0,,0.31,22.63
2010-10-13,74,31.0,,0.31,22.94
2010-10-14,73,31.0,,0.31,22.63
2010-10-15,73,31.0,,0.31,22.63
2010-10-16,72,31.0,,0.31,22.32
2010-10-17,76,31.0,,0.31,23.56
2010-10-18,73,31.0,,0.31,22.63
2010-10-19,75,31.0,,0.31,23.25
2010-10-20,77,31.0,,0.31,23.87
2010-10-21,77,31.0,,0.31,23.87
2010-10-22,73,31.0,,0.31,22.63
2010-10-23,87,31.0,,0.31,26.97
2010-10-24,96,31.0,,0.31,29.759999999999998
2010-10-25,81,31.0,,0.31,25.11
2010-10-26,84,31.0,,0.31,26.04
2010-10-27,89,31.0,,0.31,27.59
2010-10-28,98,31.0,,0.31,30.38
2010-10-29,92,31.0,,0.31,28.52
2010-10-30,89,31.0,,0.31,27.59
2010-10-31,100,31.0,,0.31,31.0
2010-11-01,98,29.0,False,0.29,28.419999999999998
2010-11-02,100,29.0,,0.29,28.999999999999996
2010-11-03,73,29.0,,0.29,21.169999999999998
2010-11-04,73,29.0,,0.29,21.169999999999998
2010-11-05,70,29.0,,0.29,20.299999999999997
2010-11-06,72,29.0,,0.29,20.88
2010-11-07,79,29.0,,0.29,22.91
2010-11-08,72,29.0,,0.29,20.88
2010-11-09,74,29.0,,0.29,21.459999999999997
2010-11-10,74,29.0,,0.29,21.459999999999997
2010-11-11,77,29.0,,0.29,22.33
2010-11-12,70,29.0,,0.29,20.299999999999997
2010-11-13,75,29.0,,0.29,21.75
2010-11-14,76,29.0,,0.29,22.04
2010-11-15,73,29.0,,0.29,21.169999999999998
2010-11-16,74,29.0,,0.29,21.459999999999997
2010-11-17,71,29.0,,0.29,20.59
2010-11-18,73,29.0,,0.29,21.169999999999998
2010-11-19,68,29.0,,0.29,19.72
2010-11-20,69,29.0,,0.29,20.009999999999998
2010-11-21,73,29.0,,0.29,21.169999999999998
2010-11-22,70,29.0,,0.29,20.299999999999997
2010-11-23,72,29.0,,0.29,20.88
2010-11-24,68,29.0,,0.29,19.72
2010-11-25,67,29.0,,0.29,19.43
2010-11-26,69,29.0,,0.29,20.009999999999998
2010-11-27,75,29.0,,0.29,21.75
2010-11-28,78,29.0,,0.29,22.619999999999997
2010-11-29,71,29.0,,0.29,20.59
2010-11-30,75,29.0,,0.29,21.75
2010-12-01,81,29.0,False,0.29,23.49
2010-12-02,100,29.0,,0.29,28.999999999999996
2010-12-03,82,29.0,,0.29,23.779999999999998
2010-12-04,76,29.0,,0.29,22.04
2010-12-05,82,29.0,,0.29,23.779999999999998
2010-12-06,75,29.0,,0.29,21.75
2010-12-07,79,29.0,,0.29,22.91
2010-12-08,79,29.0,,0.29,22.91
2010-12-09,80,29.0,,0.29,23.2
2010-12-10,76,29.0,,0.29,22.04
2010-12-11,75,29.0,,0.29,21.75
2010-12-12,78,29.0,,0.29,22.619999999999997
2010-12-13,73,29.0,,0.29,21.169999999999998
2010-12-14,73,29.0,,0.29,21.169999999999998
2010-12-15,77,29.0,,0.29,22.33
2010-12-16,72,29.0,,0.29,20.88
2010-12-17,71,29.0,,0.29,20.59
2010-12-18,74,29.0,,0.29,21.459999999999997
2010-12-19,76,29.0,,0.29,22.04
2010-12-20,68,29.0,,0.29,19.72
2010-12-21,70,29.0,,0.29,20.299999999999997
2010-12-22,68,29.0,,0.29,19.72
2010-12-23,71,29.0,,0.29,20.59
2010-12-24,75,29.0,,0.29,21.75
2010-12-25,76,29.0,,0.29,22.04
2010-12-26,72,29.0,,0.29,20.88
2010-12-27,70,29.0,,0.29,20.299999999999997
2010-12-28,68,29.0,,0.29,19.72
2010-12-29,70,29.0,,0.29,20.299999999999997
2010-12-30,70,29.0,,0.29,20.299999999999997
2010-12-31,77,29.0,,0.29,22.33
2011-01-01,99,31.0,False,0.31,30.69
2011-01-02,100,31.0,,0.31,31.0
2011-01-03,89,31.0,,0.31,27.59
2011-01-04,91,31.0,,0.31,28.21
2011-01-05,90,31.0,,0.31,27.9
2011-01-06,95,31.0,,0.31,29.45
2011-01-07,88,31.0,,0.31,27.28
2011-01-08,95,31.0,,0.31,29.45
2011-01-09,99,31.0,,0.31,30.69
2011-01-10,86,31.0,,0.31,26.66
2011-01-11,86,31.0,,0.31,26.66
2011-01-12,89,31.0,,0.31,27.59
2011-01-13,88,31.0,,0.31,27.28
2011-01-14,85,31.0,,0.31,26.35
2011-01-15,91,31.0,,0.31,28.21
2011-01-16,97,31.0,,0.31,30.07
2011-01-17,91,31.0,,0.31,28.21
2011-01-18,87,31.0,,0.31,26.97
2011-01-19,88,31.0,,0.31,27.28
2011-01-20,86,31.0,,0.31,26.66
2011-01-21,87,31.0,,0.31,26.97
2011-01-22,91,31.0,,0.31,28.21
2011-01-23,96,31.0,,0.31,29.759999999999998
2011-01-24,91,31.0,,0.31,28.21
2011-01-25,89,31.0,,0.31,27.59
2011-01-26,86,31.0,,0.31,26.66
2011-01-27,86,31.0,,0.31,26.66
2011-01-28,87,31.0,,0.31,26.97
2011-01-29,91,31.0,,0.31,28.21
2011-01-30,95,31.0,,0.31,29.45
2011-01-31,89,31.0,,0.31,27.59
2011-02-01,80,31.0,False,0.31,24.8
2011-02-02,78,31.0,,0.31,24.18
2011-02-03,82,31.0,,0.31,25.419999999999998
2011-02-04,81,31.0,,0.31,25.11
2011-02-05,81,31.0,,0.31,25.11
2011-02-06,85,31.0,,0.31,26.35
2011-02-07,77,31.0,,0.31,23.87
2011-02-08,82,31.0,,0.31,25.419999999999998
2011-02-09,80,31.0,,0.31,24.8
2011-02-10,81,31.0,,0.31,25.11
2011-02-11,83,31.0,,0.31,25.73
2011-02-12,84,31.0,,0.31,26.04
2011-02-13,90,31.0,,0.31,27.9
2011-02-14,82,31.0,,0.31,25.419999999999998
2011-02-15,83,31.0,,0.31,25.73
2011-02-16,84,31.0,,0.31,26.04
2011-02-17,88,31.0,,0.31,27.28
2011-02-18,86,31.0,,0.31,26.66
2011-02-19,100,31.0,,0.31,31.0
2011-02-20,91,31.0,,0.31,28.21
2011-02-21,88,31.0,,0.31,27.28
2011-02-22,88,31.0,,0.31,27.28
2011-02-23,86,31.0,,0.31,26.66
2011-02-24,84,31.0,,0.31,26.04
2011-02-25,85,31.0,,0.31,26.35
2011-02-26,88,31.0,,0.31,27.28
2011-02-27,99,31.0,,0.31,30.69
2011-02-28,85,31.0,,0.31,26.35
2011-03-01,76,34.0,False,0.34,25.840000000000003
2011-03-02,74,34.0,,0.34,25.16
2011-03-03,77,34.0,,0.34,26.180000000000003
2011-03-04,77,34.0,,0.34,26.180000000000003
2011-03-05,82,34.0,,0.34,27.880000000000003
2011-03-06,90,34.0,,0.34,30.6
2011-03-07,79,34.0,,0.34,26.860000000000003
2011-03-08,76,34.0,,0.34,25.840000000000003
2011-03-09,79,34.0,,0.34,26.860000000000003
2011-03-10,79,34.0,,0.34,26.860000000000003
2011-03-11,100,34.0,,0.34,34.0
2011-03-12,95,34.0,,0.34,32.300000000000004
2011-03-13,91,34.0,,0.34,30.94
2011-03-14,86,34.0,,0.34,29.240000000000002
2011-03-15,85,34.0,,0.34,28.900000000000002
2011-03-16,83,34.0,,0.34,28.220000000000002
2011-03-17,83,34.0,,0.34,28.220000000000002
2011-03-18,78,34.0,,0.34,26.520000000000003
2011-03-19,87,34.0,,0.34,29.580000000000002
2011-03-20,93,34.0,,0.34,31.62
2011-03-21,79,34.0,,0.34,26.860000000000003
2011-03-22,81,34.0,,0.34,27.540000000000003
2011-03-23,82,34.0,,0.34,27.880000000000003
2011-03-24,91,34.0,,0.34,30.94
2011-03-25,80,34.0,,0.34,27.200000000000003
2011-03-26,82,34.0,,0.34,27.880000000000003
2011-03-27,84,34.0,,0.34,28.560000000000002
2011-03-28,79,34.0,,0.34,26.860000000000003
2011-03-29,81,34.0,,0.34,27.540000000000003
2011-03-30,99,34.0,,0.34,33.660000000000004
2011-03-31,85,34.0,,0.34,28.900000000000002
2011-04-01,70,32.0,False,0.32,22.400000000000002
2011-04-02,100,32.0,,0.32,32.0
2011-04-03,82,32.0,,0.32,26.240000000000002
2011-04-04,69,32.0,,0.32,22.080000000000002
2011-04-05,65,32.0,,0.32,20.8
2011-04-06,67,32.0,,0.32,21.44
2011-04-07,70,32.0,,0.32,22.400000000000002
2011-04-08,63,32.0,,0.32,20.16
2011-04-09,65,32.0,,0.32,20.8
2011-04-10,73,32.0,,0.32,23.36
2011-04-11,67,32.0,,0.32,21.44
2011-04-12,67,32.0,,0.32,21.44
2011-04-13,65,32.0,,0.32,20.8
2011-04-14,66,32.0,,0.32,21.12
2011-04-15,64,32.0,,0.32,20.48
2011-04-16,67,32.0,,0.32,21.44
2011-04-17,69,32.0,,0.32,22.080000000000002
2011-04-18,65,32.0,,0.32,20.8
2011-04-19,65,32.0,,0.32,20.8
2011-04-20,64,32.0,,0.32,20.48
2011-04-21,70,32.0,,0.32,22.400000000000002
2011-04-22,67,32.0,,0.32,21.44
2011-04-23,71,32.0,,0.32,22.72
2011-04-24,73,32.0,,0.32,23.36
2011-04-25,70,32.0,,0.32,22.400000000000002
2011-04-26,68,32.0,,0.32,21.76
2011-04-27,66,32.0,,0.32,21.12
2011-04-28,82,32.0,,0.32,26.240000000000002
2011-04-29,69,32.0,,0.32,22.080000000000002
2011-04-30,68,32.0,,0.32,21.76
2011-05-01,29,38.0,False,0.38,11.02
2011-05-02,28,38.0,,0.38,10.64
2011-05-03,25,38.0,,0.38,9.5
2011-05-04,25,38.0,,0.38,9.5
2011-05-05,27,38.0,,0.38,10.26
2011-05-06,25,38.0,,0.38,9.5
2011-05-07,24,38.0,,0.38,9.120000000000001
2011-05-08,27,38.0,,0.38,10.26
2011-05-09,26,38.0,,0.38,9.88
2011-05-10,25,38.0,,0.38,9.5
2011-05-11,26,38.0,,0.38,9.88
2011-05-12,27,38.0,,0.38,10.26
2011-05-13,26,38.0,,0.38,9.88
2011-05-14,26,38.0,,0.38,9.88
2011-05-15,29,38.0,,0.38,11.02
2011-05-16,29,38.0,,0.38,11.02
2011-05-17,30,38.0,,0.38,11.4
2011-05-18,33,38.0,,0.38,12.540000000000001
2011-05-19,42,38.0,,0.38,15.96
2011-05-20,64,38.0,,0.38,24.32
2011-05-21,100,38.0,,0.38,38.0
2011-05-22,49,38.0,,0.38,18.62
2011-05-23,30,38.0,,0.38,11.4
2011-05-24,28,38.0,,0.38,10.64
2011-05-25,25,38.0,,0.38,9.5
2011-05-26,26,38.0,,0.38,9.88
2011-05-27,25,38.0,,0.38,9.5
2011-05-28,26,38.0,,0.38,9.88
2011-05-29,27,38.0,,0.38,10.26
2011-05-30,27,38.0,,0.38,10.26
2011-05-31,25,38.0,,0.38,9.5
2011-06-01,81,32.0,False,0.32,25.92
2011-06-02,85,32.0,,0.32,27.2
2011-06-03,82,32.0,,0.32,26.240000000000002
2011-06-04,87,32.0,,0.32,27.84
2011-06-05,88,32.0,,0.32,28.16
2011-06-06,80,32.0,,0.32,25.6
2011-06-07,81,32.0,,0.32,25.92
2011-06-08,76,32.0,,0.32,24.32
2011-06-09,82,32.0,,0.32,26.240000000000002
2011-06-10,78,32.0,,0.32,24.96
2011-06-11,85,32.0,,0.32,27.2
2011-06-12,91,32.0,,0.32,29.12
2011-06-13,85,32.0,,0.32,27.2
2011-06-14,83,32.0,,0.32,26.560000000000002
2011-06-15,78,32.0,,0.32,24.96
2011-06-16,80,32.0,,0.32,25.6
2011-06-17,80,32.0,,0.32,25.6
2011-06-18,88,32.0,,0.32,28.16
2011-06-19,95,32.0,,0.32,30.400000000000002
2011-06-20,85,32.0,,0.32,27.2
2011-06-21,85,32.0,,0.32,27.2
2011-06-22,81,32.0,,0.32,25.92
2011-06-23,86,32.0,,0.32,27.52
2011-06-24,90,32.0,,0.32,28.8
2011-06-25,97,32.0,,0.32,31.04
2011-06-26,100,32.0,,0.32,32.0
2011-06-27,85,32.0,,0.32,27.2
2011-06-28,92,32.0,,0.32,29.44
2011-06-29,88,32.0,,0.32,28.16
2011-06-30,86,32.0,,0.32,27.52
2011-07-01,41,34.0,False,0.34,13.940000000000001
2011-07-02,47,34.0,,0.34,15.98
2011-07-03,47,34.0,,0.34,15.98
2011-07-04,46,34.0,,0.34,15.64
2011-07-05,41,34.0,,0.34,13.940000000000001
2011-07-06,44,34.0,,0.34,14.96
2011-07-07,44,34.0,,0.34,14.96
2011-07-08,43,34.0,,0.34,14.620000000000001
2011-07-09,50,34.0,,0.34,17.0
2011-07-10,62,34.0,,0.34,21.080000000000002
2011-07-11,49,34.0,,0.34,16.66
2011-07-12,43,34.0,,0.34,14.620000000000001
2011-07-13,62,34.0,,0.34,21.080000000000002
2011-07-14,47,34.0,,0.34,15.98
2011-07-15,44,34.0,,0.34,14.96
2011-07-16,51,34.0,,0.34,17.34
2011-07-17,100,34.0,,0.34,34.0
2011-07-18,49,34.0,,0.34,16.66
2011-07-19,41,34.0,,0.34,13.940000000000001
2011-07-20,40,34.0,,0.34,13.600000000000001
2011-07-21,40,34.0,,0.34,13.600000000000001
2011-07-22,39,34.0,,0.34,13.260000000000002
2011-07-23,42,34.0,,0.34,14.280000000000001
2011-07-24,45,34.0,,0.34,15.3
2011-07-25,41,34.0,,0.34,13.940000000000001
2011-07-26,38,34.0,,0.34,12.920000000000002
2011-07-27,38,34.0,,0.34,12.920000000000002
2011-07-28,39,34.0,,0.34,13.260000000000002
2011-07-29,38,34.0,,0.34,12.920000000000002
2011-07-30,43,34.0,,0.34,14.620000000000001
2011-07-31,44,34.0,,0.34,14.96
2011-08-01,80,30.0,False,0.3,24.0
2011-08-02,80,30.0,,0.3,24.0
2011-08-03,80,30.0,,0.3,24.0
2011-08-04,81,30.0,,0.3,24.3
2011-08-05,81,30.0,,0.3,24.3
2011-08-06,87,30.0,,0.3,26.099999999999998
2011-08-07,92,30.0,,0.3,27.599999999999998
2011-08-08,79,30.0,,0.3,23.7
2011-08-09,83,30.0,,0.3,24.9
2011-08-10,84,30.0,,0.3,25.2
2011-08-11,83,30.0,,0.3,24.9
2011-08-12,86,30.0,,0.3,25.8
2011-08-13,90,30.0,,0.3,27.0
2011-08-14,97,30.0,,0.3,29.099999999999998
2011-08-15,79,30.0,,0.3,23.7
2011-08-16,81,30.0,,0.3,24.3
2011-08-17,78,30.0,,0.3,23.4
2011-08-18,83,30.0,,0.3,24.9
2011-08-19,83,30.0,,0.3,24.9
2011-08-20,90,30.0,,0.3,27.0
2011-08-21,97,30.0,,0.3,29.099999999999998
2011-08-22,86,30.0,,0.3,25.8
2011-08-23,85,30.0,,0.3,25.5
2011-08-24,85,30.0,,0.3,25.5
2011-08-25,82,30.0,,0.3,24.599999999999998
