date,world_unscaled,world_monthly,isPartial,scale,world
2011-08-26,84,30.0,,0.3,25.2
2011-08-27,91,30.0,,0.3,27.3
2011-08-28,100,30.0,,0.3,30.0
2011-08-29,81,30.0,,0.3,24.3
2011-08-30,80,30.0,,0.3,24.0
2011-08-31,81,30.0,,0.3,24.3
2011-09-01,60,30.0,False,0.3,18.0
2011-09-02,62,30.0,,0.3,18.599999999999998
2011-09-03,63,30.0,,0.3,18.9
2011-09-04,72,30.0,,0.3,21.599999999999998
2011-09-05,68,30.0,,0.3,20.4
2011-09-06,62,30.0,,0.3,18.599999999999998
2011-09-07,63,30.0,,0.3,18.9
2011-09-08,62,30.0,,0.3,18.599999999999998
2011-09-09,67,30.0,,0.3,20.099999999999998
2011-09-10,70,30.0,,0.3,21.0
2011-09-11,100,30.0,,0.3,30.0
2011-09-12,78,30.0,,0.3,23.4
2011-09-13,67,30.0,,0.3,20.099999999999998
2011-09-14,66,30.0,,0.3,19.8
2011-09-15,64,30.0,,0.3,19.2
2011-09-16,63,30.0,,0.3,18.9
2011-09-17,64,30.0,,0.3,19.2
2011-09-18,63,30.0,,0.3,18.9
2011-09-19,62,30.0,,0.3,18.599999999999998
2011-09-20,60,30.0,,0.3,18.0
2011-09-21,64,30.0,,0.3,19.2
2011-09-22,62,30.0,,0.3,18.599999999999998
2011-09-23,62,30.0,,0.3,18.599999999999998
2011-09-24,65,30.0,,0.3,19.5
2011-09-25,66,30.0,,0.3,19.8
2011-09-26,59,30.0,,0.3,17.7
2011-09-27,66,30.0,,0.3,19.8
2011-09-28,67,30.0,,0.3,20.099999999999998
2011-09-29,66,30.0,,0.3,19.8
2011-09-30,64,30.0,,0.3,19.2
2011-10-01,50,35.0,False,0.35,17.5
2011-10-02,52,35.0,,0.35,18.2
2011-10-03,48,35.0,,0.35,16.799999999999997
2011-10-04,46,35.0,,0.35,16.099999999999998
2011-10-05,49,35.0,,0.35,17.15
2011-10-06,50,35.0,,0.35,17.5
2011-10-07,49,35.0,,0.35,17.15
2011-10-08,54,35.0,,0.35,18.9
2011-10-09,52,35.0,,0.35,18.2
2011-10-10,49,35.0,,0.35,17.15
2011-10-11,49,35.0,,0.35,17.15
2011-10-12,49,35.0,,0.35,17.15
2011-10-13,50,35.0,,0.35,17.5
2011-10-14,47,35.0,,0.35,16.45
2011-10-15,49,35.0,,0.35,17.15
2011-10-16,58,35.0,,0.35,20.299999999999997
2011-10-17,55,35.0,,0.35,19.25
2011-10-18,54,35.0,,0.35,18.9
2011-10-19,57,35.0,,0.35,19.95
2011-10-20,65,35.0,,0.35,22.75
2011-10-21,64,35.0,,0.35,22.4
2011-10-22,60,35.0,,0.35,21.0
2011-10-23,77,35.0,,0.35,26.95
2011-10-24,62,35.0,,0.35,21.7
2011-10-25,62,35.0,,0.35,21.7
2011-10-26,60,35.0,,0.35,21.0
2011-10-27,64,35.0,,0.35,22.4
2011-10-28,99,35.0,,0.35,34.65
2011-10-29,100,35.0,,0.35,35.0
2011-10-30,51,35.0,,0.35,17.849999999999998
2011-10-31,48,35.0,,0.35,16.799999999999997
2011-11-01,88,28.0,False,0.28,24.64
2011-11-02,89,28.0,,0.28,24.92
2011-11-03,89,28.0,,0.28,24.92
2011-11-04,87,28.0,,0.28,24.360000000000003
2011-11-05,87,28.0,,0.28,24.360000000000003
2011-11-06,100,28.0,,0.28,28.000000000000004
2011-11-07,94,28.0,,0.28,26.320000000000004
2011-11-08,90,28.0,,0.28,25.200000000000003
2011-11-09,91,28.0,,0.28,25.480000000000004
2011-11-10,91,28.0,,0.28,25.480000000000004
2011-11-11,92,28.0,,0.28,25.76
2011-11-12,92,28.0,,0.28,25.76
2011-11-13,92,28.0,,0.28,25.76
2011-11-14,86,28.0,,0.28,24.080000000000002
2011-11-15,89,28.0,,0.28,24.92
2011-11-16,85,28.0,,0.28,23.8
2011-11-17,84,28.0,,0.28,23.520000000000003
2011-11-18,83,28.0,,0.28,23.240000000000002
2011-11-19,84,28.0,,0.28,23.520000000000003
2011-11-20,90,28.0,,0.28,25.200000000000003
2011-11-21,85,28.0,,0.28,23.8
2011-11-22,81,28.0,,0.28,22.680000000000003
2011-11-23,80,28.0,,0.28,22.400000000000002
2011-11-24,82,28.0,,0.28,22.96
2011-11-25,82,28.0,,0.28,22.96
2011-11-26,86,28.0,,0.28,24.080000000000002
2011-11-27,90,28.0,,0.28,25.200000000000003
2011-11-28,83,28.0,,0.28,23.240000000000002
2011-11-29,86,28.0,,0.28,24.080000000000002
2011-11-30,86,28.0,,0.28,24.080000000000002
2011-12-01,97,29.0,False,0.29,28.13
2011-12-02,95,29.0,,0.29,27.549999999999997
2011-12-03,94,29.0,,0.29,27.259999999999998
2011-12-04,99,29.0,,0.29,28.709999999999997
2011-12-05,93,29.0,,0.29,26.97
2011-12-06,91,29.0,,0.29,26.389999999999997
2011-12-07,94,29.0,,0.29,27.259999999999998
2011-12-08,94,29.0,,0.29,27.259999999999998
2011-12-09,92,29.0,,0.29,26.68
2011-12-10,92,29.0,,0.29,26.68
2011-12-11,97,29.0,,0.29,28.13
2011-12-12,94,29.0,,0.29,27.259999999999998
2011-12-13,94,29.0,,0.29,27.259999999999998
2011-12-14,95,29.0,,0.29,27.549999999999997
2011-12-15,95,29.0,,0.29,27.549999999999997
2011-12-16,89,29.0,,0.29,25.81
2011-12-17,95,29.0,,0.29,27.549999999999997
2011-12-18,92,29.0,,0.29,26.68
2011-12-19,90,29.0,,0.29,26.099999999999998
2011-12-20,91,29.0,,0.29,26.389999999999997
2011-12-21,87,29.0,,0.29,25.229999999999997
2011-12-22,90,29.0,,0.29,26.099999999999998
2011-12-23,89,29.0,,0.29,25.81
2011-12-24,90,29.0,,0.29,26.099999999999998
2011-12-25,95,29.0,,0.29,27.549999999999997
2011-12-26,95,29.0,,0.29,27.549999999999997
2011-12-27,93,29.0,,0.29,26.97
2011-12-28,94,29.0,,0.29,27.259999999999998
2011-12-29,90,29.0,,0.29,26.099999999999998
2011-12-30,93,29.0,,0.29,26.97
2011-12-31,100,29.0,,0.29,28.999999999999996
2012-01-01,100,28.0,False,0.28,28.000000000000004
2012-01-02,86,28.0,,0.28,24.080000000000002
2012-01-03,83,28.0,,0.28,23.240000000000002
2012-01-04,84,28.0,,0.28,23.520000000000003
2012-01-05,83,28.0,,0.28,23.240000000000002
2012-01-06,84,28.0,,0.28,23.520000000000003
2012-01-07,82,28.0,,0.28,22.96
2012-01-08,86,28.0,,0.28,24.080000000000002
2012-01-09,82,28.0,,0.28,22.96
2012-01-10,80,28.0,,0.28,22.400000000000002
2012-01-11,82,28.0,,0.28,22.96
2012-01-12,83,28.0,,0.28,23.240000000000002
2012-01-13,80,28.0,,0.28,22.400000000000002
2012-01-14,82,28.0,,0.28,22.96
2012-01-15,85,28.0,,0.28,23.8
2012-01-16,81,28.0,,0.28,22.680000000000003
2012-01-17,81,28.0,,0.28,22.680000000000003
2012-01-18,81,28.0,,0.28,22.680000000000003
2012-01-19,82,28.0,,0.28,22.96
2012-01-20,78,28.0,,0.28,21.840000000000003
2012-01-21,82,28.0,,0.28,22.96
2012-01-22,85,28.0,,0.28,23.8
2012-01-23,79,28.0,,0.28,22.12
2012-01-24,84,28.0,,0.28,23.520000000000003
2012-01-25,80,28.0,,0.28,22.400000000000002
2012-01-26,85,28.0,,0.28,23.8
2012-01-27,82,28.0,,0.28,22.96
2012-01-28,98,28.0,,0.28,27.44
2012-01-29,95,28.0,,0.28,26.6
2012-01-30,81,28.0,,0.28,22.680000000000003
2012-01-31,80,28.0,,0.28,22.400000000000002
2012-02-01,89,29.0,False,0.29,25.81
2012-02-02,94,29.0,,0.29,27.259999999999998
2012-02-03,90,29.0,,0.29,26.099999999999998
2012-02-04,95,29.0,,0.29,27.549999999999997
2012-02-05,95,29.0,,0.29,27.549999999999997
2012-02-06,91,29.0,,0.29,26.389999999999997
2012-02-07,96,29.0,,0.29,27.839999999999996
2012-02-08,94,29.0,,0.29,27.259999999999998
2012-02-09,93,29.0,,0.29,26.97
2012-02-10,93,29.0,,0.29,26.97
2012-02-11,92,29.0,,0.29,26.68
2012-02-12,95,29.0,,0.29,27.549999999999997
2012-02-13,88,29.0,,0.29,25.52
2012-02-14,88,29.0,,0.29,25.52
2012-02-15,91,29.0,,0.29,26.389999999999997
2012-02-16,97,29.0,,0.29,28.13
2012-02-17,96,29.0,,0.29,27.839999999999996
2012-02-18,98,29.0,,0.29,28.419999999999998
2012-02-19,100,29.0,,0.29,28.999999999999996
2012-02-20,98,29.0,,0.29,28.419999999999998
2012-02-21,100,29.0,,0.29,28.999999999999996
2012-02-22,95,29.0,,0.29,27.549999999999997
2012-02-23,99,29.0,,0.29,28.709999999999997
2012-02-24,97,29.0,,0.29,28.13
2012-02-25,97,29.0,,0.29,28.13
2012-02-26,99,29.0,,0.29,28.709999999999997
2012-02-27,96,29.0,,0.29,27.839999999999996
2012-02-28,92,29.0,,0.29,26.68
2012-02-29,95,29.0,,0.29,27.549999999999997
2012-03-01,95,29.0,False,0.29,27.549999999999997
2012-03-02,91,29.0,,0.29,26.389999999999997
2012-03-03,93,29.0,,0.29,26.97
2012-03-04,100,29.0,,0.29,28.999999999999996
2012-03-05,97,29.0,,0.29,28.13
2012-03-06,89,29.0,,0.29,25.81
2012-03-07,91,29.0,,0.29,26.389999999999997
2012-03-08,95,29.0,,0.29,27.549999999999997
2012-03-09,91,29.0,,0.29,26.389999999999997
2012-03-10,90,29.0,,0.29,26.099999999999998
2012-03-11,100,29.0,,0.29,28.999999999999996
2012-03-12,94,29.0,,0.29,27.259999999999998
2012-03-13,89,29.0,,0.29,25.81
2012-03-14,87,29.0,,0.29,25.229999999999997
2012-03-15,87,29.0,,0.29,25.229999999999997
2012-03-16,84,29.0,,0.29,24.36
2012-03-17,84,29.0,,0.29,24.36
2012-03-18,93,29.0,,0.29,26.97
2012-03-19,84,29.0,,0.29,24.36
2012-03-20,84,29.0,,0.29,24.36
2012-03-21,87,29.0,,0.29,25.229999999999997
2012-03-22,90,29.0,,0.29,26.099999999999998
2012-03-23,87,29.0,,0.29,25.229999999999997
2012-03-24,88,29.0,,0.29,25.52
2012-03-25,90,29.0,,0.29,26.099999999999998
2012-03-26,89,29.0,,0.29,25.81
2012-03-27,84,29.0,,0.29,24.36
2012-03-28,90,29.0,,0.29,26.099999999999998
2012-03-29,89,29.0,,0.29,25.81
2012-03-30,85,29.0,,0.29,24.65
2012-03-31,85,29.0,,0.29,24.65
2012-04-01,82,29.0,False,0.29,23.779999999999998
2012-04-02,76,29.0,,0.29,22.04
2012-04-03,76,29.0,,0.29,22.04
2012-04-04,78,29.0,,0.29,22.619999999999997
2012-04-05,78,29.0,,0.29,22.619999999999997
2012-04-06,75,29.0,,0.29,21.75
2012-04-07,77,29.0,,0.29,22.33
2012-04-08,81,29.0,,0.29,23.49
2012-04-09,77,29.0,,0.29,22.33
2012-04-10,76,29.0,,0.29,22.04
2012-04-11,76,29.0,,0.29,22.04
2012-04-12,78,29.0,,0.29,22.619999999999997
2012-04-13,74,29.0,,0.29,21.459999999999997
2012-04-14,77,29.0,,0.29,22.33
2012-04-15,85,29.0,,0.29,24.65
2012-04-16,76,29.0,,0.29,22.04
2012-04-17,77,29.0,,0.29,22.33
2012-04-18,78,29.0,,0.29,22.619999999999997
2012-04-19,80,29.0,,0.29,23.2
2012-04-20,76,29.0,,0.29,22.04
2012-04-21,80,29.0,,0.29,23.2
2012-04-22,93,29.0,,0.29,26.97
2012-04-23,100,29.0,,0.29,28.999999999999996
2012-04-24,89,29.0,,0.29,25.81
2012-04-25,90,29.0,,0.29,26.099999999999998
2012-04-26,81,29.0,,0.29,23.49
2012-04-27,77,29.0,,0.29,22.33
2012-04-28,76,29.0,,0.29,22.04
2012-04-29,85,29.0,,0.29,24.65
2012-04-30,86,29.0,,0.29,24.939999999999998
2012-05-01,91,29.0,False,0.29,26.389999999999997
2012-05-02,88,29.0,,0.29,25.52
2012-05-03,88,29.0,,0.29,25.52
2012-05-04,87,29.0,,0.29,25.229999999999997
2012-05-05,87,29.0,,0.29,25.229999999999997
2012-05-06,89,29.0,,0.29,25.81
2012-05-07,91,29.0,,0.29,26.389999999999997
2012-05-08,89,29.0,,0.29,25.81
2012-05-09,89,29.0,,0.29,25.81
2012-05-10,93,29.0,,0.29,26.97
2012-05-11,88,29.0,,0.29,25.52
2012-05-12,90,29.0,,0.29,26.099999999999998
2012-05-13,100,29.0,,0.29,28.999999999999996
2012-05-14,95,29.0,,0.29,27.549999999999997
2012-05-15,92,29.0,,0.29,26.68
2012-05-16,90,29.0,,0.29,26.099999999999998
2012-05-17,91,29.0,,0.29,26.389999999999997
2012-05-18,85,29.0,,0.29,24.65
2012-05-19,90,29.0,,0.29,26.099999999999998
2012-05-20,100,29.0,,0.29,28.999999999999996
2012-05-21,90,29.0,,0.29,26.099999999999998
2012-05-22,91,29.0,,0.29,26.389999999999997
2012-05-23,86,29.0,,0.29,24.939999999999998
2012-05-24,84,29.0,,0.29,24.36
2012-05-25,88,29.0,,0.29,25.52
2012-05-26,90,29.0,,0.29,26.099999999999998
2012-05-27,97,29.0,,0.29,28.13
2012-05-28,100,29.0,,0.29,28.999999999999996
2012-05-29,87,29.0,,0.29,25.229999999999997
2012-05-30,88,29.0,,0.29,25.52
2012-05-31,84,29.0,,0.29,24.36
2012-06-01,79,29.0,False,0.29,22.91
2012-06-02,89,29.0,,0.29,25.81
2012-06-03,93,29.0,,0.29,26.97
2012-06-04,83,29.0,,0.29,24.069999999999997
2012-06-05,82,29.0,,0.29,23.779999999999998
2012-06-06,79,29.0,,0.29,22.91
2012-06-07,84,29.0,,0.29,24.36
2012-06-08,85,29.0,,0.29,24.65
2012-06-09,92,29.0,,0.29,26.68
2012-06-10,93,29.0,,0.29,26.97
2012-06-11,85,29.0,,0.29,24.65
2012-06-12,84,29.0,,0.29,24.36
2012-06-13,85,29.0,,0.29,24.65
2012-06-14,83,29.0,,0.29,24.069999999999997
2012-06-15,83,29.0,,0.29,24.069999999999997
2012-06-16,95,29.0,,0.29,27.549999999999997
2012-06-17,96,29.0,,0.29,27.839999999999996
2012-06-18,87,29.0,,0.29,25.229999999999997
2012-06-19,89,29.0,,0.29,25.81
2012-06-20,83,29.0,,0.29,24.069999999999997
2012-06-21,88,29.0,,0.29,25.52
2012-06-22,90,29.0,,0.29,26.099999999999998
2012-06-23,96,29.0,,0.29,27.839999999999996
2012-06-24,100,29.0,,0.29,28.999999999999996
2012-06-25,86,29.0,,0.29,24.939999999999998
2012-06-26,84,29.0,,0.29,24.36
2012-06-27,83,29.0,,0.29,24.069999999999997
2012-06-28,82,29.0,,0.29,23.779999999999998
2012-06-29,76,29.0,,0.29,22.04
2012-06-30,86,29.0,,0.29,24.939999999999998
2012-07-01,95,28.0,False,0.28,26.6
2012-07-02,82,28.0,,0.28,22.96
2012-07-03,78,28.0,,0.28,21.840000000000003
2012-07-04,87,28.0,,0.28,24.360000000000003
2012-07-05,81,28.0,,0.28,22.680000000000003
2012-07-06,80,28.0,,0.28,22.400000000000002
2012-07-07,83,28.0,,0.28,23.240000000000002
2012-07-08,87,28.0,,0.28,24.360000000000003
2012-07-09,76,28.0,,0.28,21.28
2012-07-10,78,28.0,,0.28,21.840000000000003
2012-07-11,80,28.0,,0.28,22.400000000000002
2012-07-12,79,28.0,,0.28,22.12
2012-07-13,78,28.0,,0.28,21.840000000000003
2012-07-14,82,28.0,,0.28,22.96
2012-07-15,87,28.0,,0.28,24.360000000000003
2012-07-16,81,28.0,,0.28,22.680000000000003
2012-07-17,75,28.0,,0.28,21.000000000000004
2012-07-18,76,28.0,,0.28,21.28
2012-07-19,76,28.0,,0.28,21.28
2012-07-20,74,28.0,,0.28,20.720000000000002
2012-07-21,80,28.0,,0.28,22.400000000000002
2012-07-22,84,28.0,,0.28,23.520000000000003
2012-07-23,79,28.0,,0.28,22.12
2012-07-24,74,28.0,,0.28,20.720000000000002
2012-07-25,75,28.0,,0.28,21.000000000000004
2012-07-26,77,28.0,,0.28,21.560000000000002
2012-07-27,79,28.0,,0.28,22.12
2012-07-28,100,28.0,,0.28,28.000000000000004
2012-07-29,91,28.0,,0.28,25.480000000000004
2012-07-30,79,28.0,,0.28,22.12
2012-07-31,75,28.0,,0.28,21.000000000000004
2012-08-01,76,29.0,False,0.29,22.04
2012-08-02,82,29.0,,0.29,23.779999999999998
2012-08-03,79,29.0,,0.29,22.91
2012-08-04,89,29.0,,0.29,25.81
2012-08-05,95,29.0,,0.29,27.549999999999997
2012-08-06,83,29.0,,0.29,24.069999999999997
2012-08-07,79,29.0,,0.29,22.91
2012-08-08,82,29.0,,0.29,23.779999999999998
2012-08-09,84,29.0,,0.29,24.36
2012-08-10,82,29.0,,0.29,23.779999999999998
2012-08-11,94,29.0,,0.29,27.259999999999998
2012-08-12,97,29.0,,0.29,28.13
2012-08-13,85,29.0,,0.29,24.65
2012-08-14,77,29.0,,0.29,22.33
2012-08-15,79,29.0,,0.29,22.91
2012-08-16,84,29.0,,0.29,24.36
2012-08-17,85,29.0,,0.29,24.65
2012-08-18,96,29.0,,0.29,27.839999999999996
2012-08-19,100,29.0,,0.29,28.999999999999996
2012-08-20,86,29.0,,0.29,24.939999999999998
2012-08-21,83,29.0,,0.29,24.069999999999997
2012-08-22,83,29.0,,0.29,24.069999999999997
2012-08-23,82,29.0,,0.29,23.779999999999998
2012-08-24,80,29.0,,0.29,23.2
2012-08-25,94,29.0,,0.29,27.259999999999998
2012-08-26,98,29.0,,0.29,28.419999999999998
2012-08-27,79,29.0,,0.29,22.91
2012-08-28,76,29.0,,0.29,22.04
2012-08-29,75,29.0,,0.29,21.75
2012-08-30,76,29.0,,0.29,22.04
2012-08-31,73,29.0,,0.29,21.169999999999998
2012-09-01,85,28.0,False,0.28,23.8
2012-09-02,87,28.0,,0.28,24.360000000000003
2012-09-03,90,28.0,,0.28,25.200000000000003
2012-09-04,82,28.0,,0.28,22.96
2012-09-05,83,28.0,,0.28,23.240000000000002
2012-09-06,86,28.0,,0.28,24.080000000000002
2012-09-07,79,28.0,,0.28,22.12
2012-09-08,87,28.0,,0.28,24.360000000000003
2012-09-09,91,28.0,,0.28,25.480000000000004
2012-09-10,85,28.0,,0.28,23.8
2012-09-11,100,28.0,,0.28,28.000000000000004
2012-09-12,97,28.0,,0.28,27.160000000000004
2012-09-13,90,28.0,,0.28,25.200000000000003
2012-09-14,86,28.0,,0.28,24.080000000000002
2012-09-15,85,28.0,,0.28,23.8
2012-09-16,91,28.0,,0.28,25.480000000000004
2012-09-17,85,28.0,,0.28,23.8
2012-09-18,86,28.0,,0.28,24.080000000000002
2012-09-19,86,28.0,,0.28,24.080000000000002
2012-09-20,87,28.0,,0.28,24.360000000000003
2012-09-21,82,28.0,,0.28,22.96
2012-09-22,90,28.0,,0.28,25.200000000000003
2012-09-23,89,28.0,,0.28,24.92
2012-09-24,85,28.0,,0.28,23.8
2012-09-25,82,28.0,,0.28,22.96
2012-09-26,84,28.0,,0.28,23.520000000000003
2012-09-27,83,28.0,,0.28,23.240000000000002
2012-09-28,82,28.0,,0.28,22.96
2012-09-29,85,28.0,,0.28,23.8
2012-09-30,88,28.0,,0.28,24.64
2012-10-01,61,29.0,False,0.29,17.689999999999998
2012-10-02,67,29.0,,0.29,19.43
2012-10-03,64,29.0,,0.29,18.56
2012-10-04,66,29.0,,0.29,19.139999999999997
2012-10-05,65,29.0,,0.29,18.849999999999998
2012-10-06,67,29.0,,0.29,19.43
2012-10-07,71,29.0,,0.29,20.59
2012-10-08,65,29.0,,0.29,18.849999999999998
2012-10-09,63,29.0,,0.29,18.27
2012-10-10,66,29.0,,0.29,19.139999999999997
2012-10-11,66,29.0,,0.29,19.139999999999997
2012-10-12,65,29.0,,0.29,18.849999999999998
2012-10-13,71,29.0,,0.29,20.59
2012-10-14,70,29.0,,0.29,20.299999999999997
2012-10-15,68,29.0,,0.29,19.72
2012-10-16,67,29.0,,0.29,19.43
2012-10-17,67,29.0,,0.29,19.43
2012-10-18,68,29.0,,0.29,19.72
2012-10-19,72,29.0,,0.29,20.88
2012-10-20,68,29.0,,0.29,19.72
2012-10-21,70,29.0,,0.29,20.299999999999997
2012-10-22,68,29.0,,0.29,19.72
2012-10-23,80,29.0,,0.29,23.2
2012-10-24,80,29.0,,0.29,23.2
2012-10-25,93,29.0,,0.29,26.97
2012-10-26,82,29.0,,0.29,23.779999999999998
2012-10-27,71,29.0,,0.29,20.59
2012-10-28,93,29.0,,0.29,26.97
2012-10-29,100,29.0,,0.29,28.999999999999996
2012-10-30,64,29.0,,0.29,18.56
2012-10-31,64,29.0,,0.29,18.56
2012-11-01,78,27.0,False,0.27,21.060000000000002
2012-11-02,75,27.0,,0.27,20.25
2012-11-03,82,27.0,,0.27,22.14
2012-11-04,87,27.0,,0.27,23.490000000000002
2012-11-05,83,27.0,,0.27,22.41
2012-11-06,76,27.0,,0.27,20.520000000000003
2012-11-07,75,27.0,,0.27,20.25
2012-11-08,86,27.0,,0.27,23.220000000000002
2012-11-09,90,27.0,,0.27,24.3
2012-11-10,83,27.0,,0.27,22.41
2012-11-11,88,27.0,,0.27,23.76
2012-11-12,87,27.0,,0.27,23.490000000000002
2012-11-13,83,27.0,,0.27,22.41
2012-11-14,82,27.0,,0.27,22.14
2012-11-15,82,27.0,,0.27,22.14
2012-11-16,78,27.0,,0.27,21.060000000000002
2012-11-17,81,27.0,,0.27,21.87
2012-11-18,86,27.0,,0.27,23.220000000000002
2012-11-19,81,27.0,,0.27,21.87
2012-11-20,78,27.0,,0.27,21.060000000000002
2012-11-21,75,27.0,,0.27,20.25
2012-11-22,76,27.0,,0.27,20.520000000000003
2012-11-23,78,27.0,,0.27,21.060000000000002
2012-11-24,84,27.0,,0.27,22.68
2012-11-25,86,27.0,,0.27,23.220000000000002
2012-11-26,82,27.0,,0.27,22.14
2012-11-27,100,27.0,,0.27,27.0
2012-11-28,94,27.0,,0.27,25.380000000000003
2012-11-29,88,27.0,,0.27,23.76
2012-11-30,88,27.0,,0.27,23.76
2012-12-01,36,32.0,False,0.32,11.52
2012-12-02,36,32.0,,0.32,11.52
2012-12-03,36,32.0,,0.32,11.52
2012-12-04,35,32.0,,0.32,11.200000000000001
2012-12-05,34,32.0,,0.32,10.88
2012-12-06,36,32.0,,0.32,11.52
2012-12-07,35,32.0,,0.32,11.200000000000001
2012-12-08,34,32.0,,0.32,10.88
2012-12-09,35,32.0,,0.32,11.200000000000001
2012-12-10,34,32.0,,0.32,10.88
2012-12-11,36,32.0,,0.32,11.52
2012-12-12,41,32.0,,0.32,13.120000000000001
2012-12-13,36,32.0,,0.32,11.52
2012-12-14,35,32.0,,0.32,11.200000000000001
2012-12-15,36,32.0,,0.32,11.52
2012-12-16,37,32.0,,0.32,11.84
2012-12-17,37,32.0,,0.32,11.84
2012-12-18,38,32.0,,0.32,12.16
2012-12-19,40,32.0,,0.32,12.8
2012-12-20,62,32.0,,0.32,19.84
2012-12-21,100,32.0,,0.32,32.0
2012-12-22,45,32.0,,0.32,14.4
2012-12-23,34,32.0,,0.32,10.88
2012-12-24,32,32.0,,0.32,10.24
2012-12-25,34,32.0,,0.32,10.88
2012-12-26,31,32.0,,0.32,9.92
2012-12-27,31,32.0,,0.32,9.92
2012-12-28,31,32.0,,0.32,9.92
2012-12-29,32,32.0,,0.32,10.24
2012-12-30,34,32.0,,0.32,10.88
2012-12-31,31,32.0,,0.32,9.92
2013-01-01,100,26.0,False,0.26,26.0
2013-01-02,95,26.0,,0.26,24.7
2013-01-03,91,26.0,,0.26,23.66
2013-01-04,91,26.0,,0.26,23.66
2013-01-05,97,26.0,,0.26,25.220000000000002
2013-01-06,95,26.0,,0.26,24.7
2013-01-07,88,26.0,,0.26,22.880000000000003
2013-01-08,90,26.0,,0.26,23.400000000000002
2013-01-09,91,26.0,,0.26,23.66
2013-01-10,90,26.0,,0.26,23.400000000000002
2013-01-11,89,26.0,,0.26,23.14
2013-01-12,93,26.0,,0.26,24.18
2013-01-13,94,26.0,,0.26,24.44
2013-01-14,89,26.0,,0.26,23.14
2013-01-15,90,26.0,,0.26,23.400000000000002
2013-01-16,89,26.0,,0.26,23.14
2013-01-17,90,26.0,,0.26,23.400000000000002
2013-01-18,88,26.0,,0.26,22.880000000000003
2013-01-19,91,26.0,,0.26,23.66
2013-01-20,95,26.0,,0.26,24.7
2013-01-21,88,26.0,,0.26,22.880000000000003
2013-01-22,85,26.0,,0.26,22.1
2013-01-23,88,26.0,,0.26,22.880000000000003
2013-01-24,87,26.0,,0.26,22.62
2013-01-25,86,26.0,,0.26,22.36
2013-01-26,90,26.0,,0.26,23.400000000000002
2013-01-27,97,26.0,,0.26,25.220000000000002
2013-01-28,91,26.0,,0.26,23.66
2013-01-29,89,26.0,,0.26,23.14
2013-01-30,91,26.0,,0.26,23.66
2013-01-31,90,26.0,,0.26,23.400000000000002
2013-02-01,96,26.0,False,0.26,24.96
2013-02-02,96,26.0,,0.26,24.96
2013-02-03,96,26.0,,0.26,24.96
2013-02-04,99,26.0,,0.26,25.740000000000002
2013-02-05,96,26.0,,0.26,24.96
2013-02-06,97,26.0,,0.26,25.220000000000002
2013-02-07,94,26.0,,0.26,24.44
2013-02-08,90,26.0,,0.26,23.400000000000002
2013-02-09,93,26.0,,0.26,24.18
2013-02-10,98,26.0,,0.26,25.48
2013-02-11,90,26.0,,0.26,23.400000000000002
2013-02-12,92,26.0,,0.26,23.92
2013-02-13,93,26.0,,0.26,24.18
2013-02-14,90,26.0,,0.26,23.400000000000002
2013-02-15,88,26.0,,0.26,22.880000000000003
2013-02-16,93,26.0,,0.26,24.18
2013-02-17,98,26.0,,0.26,25.48
2013-02-18,96,26.0,,0.26,24.96
2013-02-19,94,26.0,,0.26,24.44
2013-02-20,95,26.0,,0.26,24.7
2013-02-21,93,26.0,,0.26,24.18
2013-02-22,92,26.0,,0.26,23.92
2013-02-23,95,26.0,,0.26,24.7
2013-02-24,100,26.0,,0.26,26.0
2013-02-25,92,26.0,,0.26,23.92
2013-02-26,94,26.0,,0.26,24.44
2013-02-27,91,26.0,,0.26,23.66
2013-02-28,93,26.0,,0.26,24.18
2013-03-01,77,29.0,False,0.29,22.33
2013-03-02,80,29.0,,0.29,23.2
2013-03-03,87,29.0,,0.29,25.229999999999997
2013-03-04,82,29.0,,0.29,23.779999999999998
2013-03-05,81,29.0,,0.29,23.49
2013-03-06,79,29.0,,0.29,22.91
2013-03-07,80,29.0,,0.29,23.2
2013-03-08,84,29.0,,0.29,24.36
2013-03-09,88,29.0,,0.29,25.52
2013-03-10,100,29.0,,0.29,28.999999999999996
2013-03-11,88,29.0,,0.29,25.52
2013-03-12,86,29.0,,0.29,24.939999999999998
2013-03-13,87,29.0,,0.29,25.229999999999997
2013-03-14,84,29.0,,0.29,24.36
2013-03-15,84,29.0,,0.29,24.36
2013-03-16,86,29.0,,0.29,24.939999999999998
2013-03-17,82,29.0,,0.29,23.779999999999998
2013-03-18,81,29.0,,0.29,23.49
2013-03-19,83,29.0,,0.29,24.069999999999997
2013-03-20,84,29.0,,0.29,24.36
2013-03-21,81,29.0,,0.29,23.49
2013-03-22,80,29.0,,0.29,23.2
2013-03-23,96,29.0,,0.29,27.839999999999996
2013-03-24,100,29.0,,0.29,28.999999999999996
2013-03-25,83,29.0,,0.29,24.069999999999997
2013-03-26,85,29.0,,0.29,24.65
2013-03-27,89,29.0,,0.29,25.81
2013-03-28,83,29.0,,0.29,24.069999999999997
2013-03-29,77,29.0,,0.29,22.33
2013-03-30,80,29.0,,0.29,23.2
2013-03-31,82,29.0,,0.29,23.779999999999998
2013-04-01,90,28.0,False,0.28,25.200000000000003
2013-04-02,90,28.0,,0.28,25.200000000000003
