date,revenue_unscaled,revenue_monthly,isPartial,scale,revenue
2016-06-10,69,43.0,,0.43,29.669999999999998
2016-06-11,35,43.0,,0.43,15.049999999999999
2016-06-12,29,43.0,,0.43,12.47
2016-06-13,82,43.0,,0.43,35.26
2016-06-14,88,43.0,,0.43,37.839999999999996
2016-06-15,100,43.0,,0.43,43.0
2016-06-16,83,43.0,,0.43,35.69
2016-06-17,69,43.0,,0.43,29.669999999999998
2016-06-18,32,43.0,,0.43,13.76
2016-06-19,36,43.0,,0.43,15.48
2016-06-20,76,43.0,,0.43,32.68
2016-06-21,88,43.0,,0.43,37.839999999999996
2016-06-22,84,43.0,,0.43,36.12
2016-06-23,75,43.0,,0.43,32.25
2016-06-24,60,43.0,,0.43,25.8
2016-06-25,30,43.0,,0.43,12.9
2016-06-26,33,43.0,,0.43,14.19
2016-06-27,72,43.0,,0.43,30.96
2016-06-28,80,43.0,,0.43,34.4
2016-06-29,88,43.0,,0.43,37.839999999999996
2016-06-30,81,43.0,,0.43,34.83
2016-07-01,74,41.0,False,0.41,30.34
2016-07-02,42,41.0,,0.41,17.22
2016-07-03,34,41.0,,0.41,13.94
2016-07-04,39,41.0,,0.41,15.989999999999998
2016-07-05,90,41.0,,0.41,36.9
2016-07-06,91,41.0,,0.41,37.309999999999995
2016-07-07,92,41.0,,0.41,37.72
2016-07-08,74,41.0,,0.41,30.34
2016-07-09,35,41.0,,0.41,14.35
2016-07-10,39,41.0,,0.41,15.989999999999998
2016-07-11,83,41.0,,0.41,34.03
2016-07-12,100,41.0,,0.41,41.0
2016-07-13,92,41.0,,0.41,37.72
2016-07-14,87,41.0,,0.41,35.669999999999995
2016-07-15,75,41.0,,0.41,30.749999999999996
2016-07-16,35,41.0,,0.41,14.35
2016-07-17,38,41.0,,0.41,15.579999999999998
2016-07-18,100,41.0,,0.41,41.0
2016-07-19,91,41.0,,0.41,37.309999999999995
2016-07-20,96,41.0,,0.41,39.36
2016-07-21,87,41.0,,0.41,35.669999999999995
2016-07-22,76,41.0,,0.41,31.159999999999997
2016-07-23,35,41.0,,0.41,14.35
2016-07-24,39,41.0,,0.41,15.989999999999998
2016-07-25,85,41.0,,0.41,34.85
2016-07-26,83,41.0,,0.41,34.03
2016-07-27,94,41.0,,0.41,38.54
2016-07-28,77,41.0,,0.41,31.569999999999997
2016-07-29,82,41.0,,0.41,33.62
2016-07-30,47,41.0,,0.41,19.27
2016-07-31,36,41.0,,0.41,14.76
2016-08-01,89,38.0,False,0.38,33.82
2016-08-02,96,38.0,,0.38,36.480000000000004
2016-08-03,88,38.0,,0.38,33.44
2016-08-04,88,38.0,,0.38,33.44
2016-08-05,78,38.0,,0.38,29.64
2016-08-06,38,38.0,,0.38,14.44
2016-08-07,39,38.0,,0.38,14.82
2016-08-08,84,38.0,,0.38,31.92
2016-08-09,80,38.0,,0.38,30.4
2016-08-10,78,38.0,,0.38,29.64
2016-08-11,81,38.0,,0.38,30.78
2016-08-12,76,38.0,,0.38,28.88
2016-08-13,36,38.0,,0.38,13.68
2016-08-14,27,38.0,,0.38,10.26
2016-08-15,80,38.0,,0.38,30.4
2016-08-16,90,38.0,,0.38,34.2
2016-08-17,82,38.0,,0.38,31.16
2016-08-18,79,38.0,,0.38,30.02
2016-08-19,72,38.0,,0.38,27.36
2016-08-20,36,38.0,,0.38,13.68
2016-08-21,36,38.0,,0.38,13.68
2016-08-22,80,38.0,,0.38,30.4
2016-08-23,85,38.0,,0.38,32.3
2016-08-24,91,38.0,,0.38,34.58
2016-08-25,89,38.0,,0.38,33.82
2016-08-26,79,38.0,,0.38,30.02
2016-08-27,34,38.0,,0.38,12.92
2016-08-28,38,38.0,,0.38,14.44
2016-08-29,86,38.0,,0.38,32.68
2016-08-30,94,38.0,,0.38,35.72
2016-08-31,100,38.0,,0.38,38.0
2016-09-01,85,44.0,False,0.44,37.4
2016-09-02,75,44.0,,0.44,33.0
2016-09-03,34,44.0,,0.44,14.96
2016-09-04,38,44.0,,0.44,16.72
2016-09-05,42,44.0,,0.44,18.48
2016-09-06,87,44.0,,0.44,38.28
2016-09-07,84,44.0,,0.44,36.96
2016-09-08,100,44.0,,0.44,44.0
2016-09-09,76,44.0,,0.44,33.44
2016-09-10,36,44.0,,0.44,15.84
2016-09-11,42,44.0,,0.44,18.48
2016-09-12,86,44.0,,0.44,37.84
2016-09-13,99,44.0,,0.44,43.56
2016-09-14,94,44.0,,0.44,41.36
2016-09-15,85,44.0,,0.44,37.4
2016-09-16,83,44.0,,0.44,36.52
2016-09-17,45,44.0,,0.44,19.8
2016-09-18,45,44.0,,0.44,19.8
2016-09-19,97,44.0,,0.44,42.68
2016-09-20,85,44.0,,0.44,37.4
2016-09-21,91,44.0,,0.44,40.04
2016-09-22,95,44.0,,0.44,41.8
2016-09-23,74,44.0,,0.44,32.56
2016-09-24,39,44.0,,0.44,17.16
2016-09-25,38,44.0,,0.44,16.72
2016-09-26,94,44.0,,0.44,41.36
2016-09-27,82,44.0,,0.44,36.08
2016-09-28,81,44.0,,0.44,35.64
2016-09-29,88,44.0,,0.44,38.72
2016-09-30,81,44.0,,0.44,35.64
2016-10-01,43,45.0,False,0.45,19.35
2016-10-02,42,45.0,,0.45,18.900000000000002
2016-10-03,95,45.0,,0.45,42.75
2016-10-04,94,45.0,,0.45,42.300000000000004
2016-10-05,97,45.0,,0.45,43.65
2016-10-06,87,45.0,,0.45,39.15
2016-10-07,70,45.0,,0.45,31.5
2016-10-08,42,45.0,,0.45,18.900000000000002
2016-10-09,42,45.0,,0.45,18.900000000000002
2016-10-10,88,45.0,,0.45,39.6
2016-10-11,100,45.0,,0.45,45.0
2016-10-12,96,45.0,,0.45,43.2
2016-10-13,88,45.0,,0.45,39.6
2016-10-14,91,45.0,,0.45,40.95
2016-10-15,43,45.0,,0.45,19.35
2016-10-16,46,45.0,,0.45,20.7
2016-10-17,99,45.0,,0.45,44.550000000000004
2016-10-18,95,45.0,,0.45,42.75
2016-10-19,98,45.0,,0.45,44.1
2016-10-20,93,45.0,,0.45,41.85
2016-10-21,91,45.0,,0.45,40.95
2016-10-22,46,45.0,,0.45,20.7
2016-10-23,41,45.0,,0.45,18.45
2016-10-24,97,45.0,,0.45,43.65
2016-10-25,97,45.0,,0.45,43.65
2016-10-26,92,45.0,,0.45,41.4
2016-10-27,96,45.0,,0.45,43.2
2016-10-28,83,45.0,,0.45,37.35
2016-10-29,40,45.0,,0.45,18.0
2016-10-30,39,45.0,,0.45,17.55
2016-10-31,90,45.0,,0.45,40.5
2016-11-01,100,42.0,False,0.42,42.0
2016-11-02,80,42.0,,0.42,33.6
2016-11-03,81,42.0,,0.42,34.019999999999996
2016-11-04,82,42.0,,0.42,34.44
2016-11-05,43,42.0,,0.42,18.06
2016-11-06,36,42.0,,0.42,15.12
2016-11-07,96,42.0,,0.42,40.32
2016-11-08,90,42.0,,0.42,37.8
2016-11-09,61,42.0,,0.42,25.619999999999997
2016-11-10,81,42.0,,0.42,34.019999999999996
2016-11-11,63,42.0,,0.42,26.459999999999997
2016-11-12,31,42.0,,0.42,13.02
2016-11-13,35,42.0,,0.42,14.7
2016-11-14,95,42.0,,0.42,39.9
2016-11-15,84,42.0,,0.42,35.28
2016-11-16,89,42.0,,0.42,37.379999999999995
2016-11-17,91,42.0,,0.42,38.22
2016-11-18,79,42.0,,0.42,33.18
2016-11-19,41,42.0,,0.42,17.22
2016-11-20,30,42.0,,0.42,12.6
2016-11-21,90,42.0,,0.42,37.8
2016-11-22,75,42.0,,0.42,31.5
2016-11-23,59,42.0,,0.42,24.779999999999998
2016-11-24,27,42.0,,0.42,11.34
2016-11-25,28,42.0,,0.42,11.76
2016-11-26,25,42.0,,0.42,10.5
2016-11-27,42,42.0,,0.42,17.64
2016-11-28,76,42.0,,0.42,31.919999999999998
2016-11-29,85,42.0,,0.42,35.699999999999996
2016-11-30,91,42.0,,0.42,38.22
2016-12-01,100,39.0,False,0.39,39.0
2016-12-02,90,39.0,,0.39,35.1
2016-12-03,37,39.0,,0.39,14.43
2016-12-04,44,39.0,,0.39,17.16
2016-12-05,99,39.0,,0.39,38.61
2016-12-06,99,39.0,,0.39,38.61
2016-12-07,96,39.0,,0.39,37.44
2016-12-08,92,39.0,,0.39,35.88
2016-12-09,68,39.0,,0.39,26.52
2016-12-10,38,39.0,,0.39,14.82
2016-12-11,46,39.0,,0.39,17.94
2016-12-12,85,39.0,,0.39,33.15
2016-12-13,94,39.0,,0.39,36.660000000000004
2016-12-14,98,39.0,,0.39,38.22
2016-12-15,75,39.0,,0.39,29.25
2016-12-16,71,39.0,,0.39,27.69
2016-12-17,35,39.0,,0.39,13.65
2016-12-18,32,39.0,,0.39,12.48
2016-12-19,68,39.0,,0.39,26.52
2016-12-20,80,39.0,,0.39,31.200000000000003
2016-12-21,72,39.0,,0.39,28.080000000000002
2016-12-22,62,39.0,,0.39,24.18
2016-12-23,51,39.0,,0.39,19.89
2016-12-24,22,39.0,,0.39,8.58
2016-12-25,22,39.0,,0.39,8.58
2016-12-26,33,39.0,,0.39,12.870000000000001
2016-12-27,49,39.0,,0.39,19.11
2016-12-28,56,39.0,,0.39,21.84
2016-12-29,66,39.0,,0.39,25.740000000000002
2016-12-30,47,39.0,,0.39,18.330000000000002
2016-12-31,34,39.0,,0.39,13.26
2017-01-01,20,47.0,False,0.47,9.399999999999999
2017-01-02,32,47.0,,0.47,15.04
2017-01-03,59,47.0,,0.47,27.729999999999997
2017-01-04,69,47.0,,0.47,32.43
2017-01-05,72,47.0,,0.47,33.839999999999996
2017-01-06,59,47.0,,0.47,27.729999999999997
2017-01-07,33,47.0,,0.47,15.51
2017-01-08,27,47.0,,0.47,12.69
2017-01-09,63,47.0,,0.47,29.61
2017-01-10,66,47.0,,0.47,31.02
2017-01-11,64,47.0,,0.47,30.08
2017-01-12,68,47.0,,0.47,31.959999999999997
2017-01-13,72,47.0,,0.47,33.839999999999996
2017-01-14,34,47.0,,0.47,15.979999999999999
2017-01-15,31,47.0,,0.47,14.569999999999999
2017-01-16,56,47.0,,0.47,26.32
2017-01-17,75,47.0,,0.47,35.25
2017-01-18,78,47.0,,0.47,36.66
2017-01-19,85,47.0,,0.47,39.949999999999996
2017-01-20,74,47.0,,0.47,34.78
2017-01-21,37,47.0,,0.47,17.39
2017-01-22,37,47.0,,0.47,17.39
2017-01-23,77,47.0,,0.47,36.19
2017-01-24,83,47.0,,0.47,39.01
2017-01-25,93,47.0,,0.47,43.71
2017-01-26,93,47.0,,0.47,43.71
2017-01-27,83,47.0,,0.47,39.01
2017-01-28,45,47.0,,0.47,21.15
2017-01-29,48,47.0,,0.47,22.56
2017-01-30,89,47.0,,0.47,41.83
2017-01-31,100,47.0,,0.47,47.0
2017-02-01,83,63.0,False,0.63,52.29
2017-02-02,82,63.0,,0.63,51.660000000000004
2017-02-03,82,63.0,,0.63,51.660000000000004
2017-02-04,53,63.0,,0.63,33.39
2017-02-05,45,63.0,,0.63,28.35
2017-02-06,83,63.0,,0.63,52.29
2017-02-07,90,63.0,,0.63,56.7
2017-02-08,89,63.0,,0.63,56.07
2017-02-09,82,63.0,,0.63,51.660000000000004
2017-02-10,86,63.0,,0.63,54.18
2017-02-11,46,63.0,,0.63,28.98
2017-02-12,51,63.0,,0.63,32.13
2017-02-13,83,63.0,,0.63,52.29
2017-02-14,85,63.0,,0.63,53.55
2017-02-15,96,63.0,,0.63,60.480000000000004
2017-02-16,97,63.0,,0.63,61.11
2017-02-17,84,63.0,,0.63,52.92
2017-02-18,45,63.0,,0.63,28.35
2017-02-19,42,63.0,,0.63,26.46
2017-02-20,81,63.0,,0.63,51.03
2017-02-21,100,63.0,,0.63,63.0
2017-02-22,100,63.0,,0.63,63.0
2017-02-23,84,63.0,,0.63,52.92
2017-02-24,82,63.0,,0.63,51.660000000000004
2017-02-25,50,63.0,,0.63,31.5
2017-02-26,43,63.0,,0.63,27.09
2017-02-27,78,63.0,,0.63,49.14
2017-02-28,96,63.0,,0.63,60.480000000000004
2017-03-01,100,62.0,False,0.62,62.0
2017-03-02,96,62.0,,0.62,59.519999999999996
2017-03-03,79,62.0,,0.62,48.98
2017-03-04,48,62.0,,0.62,29.759999999999998
2017-03-05,45,62.0,,0.62,27.9
2017-03-06,96,62.0,,0.62,59.519999999999996
2017-03-07,95,62.0,,0.62,58.9
2017-03-08,88,62.0,,0.62,54.56
2017-03-09,90,62.0,,0.62,55.8
2017-03-10,81,62.0,,0.62,50.22
2017-03-11,48,62.0,,0.62,29.759999999999998
2017-03-12,49,62.0,,0.62,30.38
2017-03-13,88,62.0,,0.62,54.56
2017-03-14,89,62.0,,0.62,55.18
2017-03-15,89,62.0,,0.62,55.18
2017-03-16,86,62.0,,0.62,53.32
2017-03-17,83,62.0,,0.62,51.46
2017-03-18,44,62.0,,0.62,27.28
2017-03-19,48,62.0,,0.62,29.759999999999998
2017-03-20,96,62.0,,0.62,59.519999999999996
2017-03-21,90,62.0,,0.62,55.8
2017-03-22,93,62.0,,0.62,57.66
2017-03-23,83,62.0,,0.62,51.46
2017-03-24,72,62.0,,0.62,44.64
2017-03-25,41,62.0,,0.62,25.419999999999998
2017-03-26,46,62.0,,0.62,28.52
2017-03-27,89,62.0,,0.62,55.18
2017-03-28,88,62.0,,0.62,54.56
2017-03-29,89,62.0,,0.62,55.18
2017-03-30,93,62.0,,0.62,57.66
2017-03-31,75,62.0,,0.62,46.5
2017-04-01,33,65.0,False,0.65,21.45
2017-04-02,32,65.0,,0.65,20.8
2017-04-03,68,65.0,,0.65,44.2
2017-04-04,70,65.0,,0.65,45.5
2017-04-05,68,65.0,,0.65,44.2
2017-04-06,65,65.0,,0.65,42.25
2017-04-07,61,65.0,,0.65,39.65
2017-04-08,36,65.0,,0.65,23.400000000000002
2017-04-09,37,65.0,,0.65,24.05
2017-04-10,78,65.0,,0.65,50.7
2017-04-11,68,65.0,,0.65,44.2
2017-04-12,74,65.0,,0.65,48.1
2017-04-13,78,65.0,,0.65,50.7
2017-04-14,65,65.0,,0.65,42.25
2017-04-15,38,65.0,,0.65,24.7
2017-04-16,35,65.0,,0.65,22.75
2017-04-17,94,65.0,,0.65,61.1
2017-04-18,100,65.0,,0.65,65.0
2017-04-19,69,65.0,,0.65,44.85
2017-04-20,63,65.0,,0.65,40.95
2017-04-21,57,65.0,,0.65,37.050000000000004
2017-04-22,27,65.0,,0.65,17.55
2017-04-23,30,65.0,,0.65,19.5
2017-04-24,66,65.0,,0.65,42.9
2017-04-25,64,65.0,,0.65,41.6
2017-04-26,63,65.0,,0.65,40.95
2017-04-27,61,65.0,,0.65,39.65
2017-04-28,53,65.0,,0.65,34.45
2017-04-29,23,65.0,,0.65,14.950000000000001
2017-04-30,26,65.0,,0.65,16.900000000000002
2017-05-01,92,48.0,False,0.48,44.16
2017-05-02,100,48.0,,0.48,48.0
2017-05-03,94,48.0,,0.48,45.12
2017-05-04,94,48.0,,0.48,45.12
2017-05-05,78,48.0,,0.48,37.44
2017-05-06,44,48.0,,0.48,21.119999999999997
2017-05-07,45,48.0,,0.48,21.599999999999998
2017-05-08,90,48.0,,0.48,43.199999999999996
2017-05-09,86,48.0,,0.48,41.28
2017-05-10,78,48.0,,0.48,37.44
2017-05-11,90,48.0,,0.48,43.199999999999996
2017-05-12,70,48.0,,0.48,33.6
2017-05-13,35,48.0,,0.48,16.8
2017-05-14,37,48.0,,0.48,17.759999999999998
2017-05-15,84,48.0,,0.48,40.32
2017-05-16,85,48.0,,0.48,40.8
2017-05-17,84,48.0,,0.48,40.32
2017-05-18,72,48.0,,0.48,34.56
2017-05-19,69,48.0,,0.48,33.12
2017-05-20,36,48.0,,0.48,17.28
2017-05-21,34,48.0,,0.48,16.32
2017-05-22,72,48.0,,0.48,34.56
2017-05-23,78,48.0,,0.48,37.44
2017-05-24,75,48.0,,0.48,36.0
2017-05-25,71,48.0,,0.48,34.08
2017-05-26,67,48.0,,0.48,32.16
2017-05-27,31,48.0,,0.48,14.879999999999999
2017-05-28,30,48.0,,0.48,14.399999999999999
2017-05-29,38,48.0,,0.48,18.24
2017-05-30,71,48.0,,0.48,34.08
2017-05-31,83,48.0,,0.48,39.839999999999996
2017-06-01,81,42.0,False,0.42,34.019999999999996
2017-06-02,81,42.0,,0.42,34.019999999999996
2017-06-03,51,42.0,,0.42,21.419999999999998
2017-06-04,48,42.0,,0.42,20.16
2017-06-05,86,42.0,,0.42,36.12
2017-06-06,94,42.0,,0.42,39.48
2017-06-07,97,42.0,,0.42,40.74
2017-06-08,89,42.0,,0.42,37.379999999999995
2017-06-09,84,42.0,,0.42,35.28
2017-06-10,40,42.0,,0.42,16.8
2017-06-11,40,42.0,,0.42,16.8
2017-06-12,88,42.0,,0.42,36.96
2017-06-13,87,42.0,,0.42,36.54
2017-06-14,96,42.0,,0.42,40.32
2017-06-15,100,42.0,,0.42,42.0
2017-06-16,79,42.0,,0.42,33.18
2017-06-17,40,42.0,,0.42,16.8
2017-06-18,35,42.0,,0.42,14.7
2017-06-19,95,42.0,,0.42,39.9
2017-06-20,94,42.0,,0.42,39.48
2017-06-21,83,42.0,,0.42,34.86
2017-06-22,89,42.0,,0.42,37.379999999999995
2017-06-23,85,42.0,,0.42,35.699999999999996
2017-06-24,35,42.0,,0.42,14.7
2017-06-25,42,42.0,,0.42,17.64
2017-06-26,92,42.0,,0.42,38.64
2017-06-27,93,42.0,,0.42,39.059999999999995
2017-06-28,76,42.0,,0.42,31.919999999999998
2017-06-29,86,42.0,,0.42,36.12
2017-06-30,83,42.0,,0.42,34.86
2017-07-01,40,41.0,False,0.41,16.4
2017-07-02,42,41.0,,0.41,17.22
2017-07-03,65,41.0,,0.41,26.65
2017-07-04,45,41.0,,0.41,18.45
2017-07-05,85,41.0,,0.41,34.85
2017-07-06,87,41.0,,0.41,35.669999999999995
2017-07-07,75,41.0,,0.41,30.749999999999996
2017-07-08,40,41.0,,0.41,16.4
2017-07-09,45,41.0,,0.41,18.45
2017-07-10,85,41.0,,0.41,34.85
2017-07-11,100,41.0,,0.41,41.0
2017-07-12,91,41.0,,0.41,37.309999999999995
2017-07-13,95,41.0,,0.41,38.949999999999996
2017-07-14,91,41.0,,0.41,37.309999999999995
2017-07-15,46,41.0,,0.41,18.86
2017-07-16,37,41.0,,0.41,15.17
2017-07-17,88,41.0,,0.41,36.08
2017-07-18,95,41.0,,0.41,38.949999999999996
2017-07-19,94,41.0,,0.41,38.54
2017-07-20,99,41.0,,0.41,40.589999999999996
2017-07-21,88,41.0,,0.41,36.08
2017-07-22,40,41.0,,0.41,16.4
2017-07-23,35,41.0,,0.41,14.35
2017-07-24,88,41.0,,0.41,36.08
2017-07-25,92,41.0,,0.41,37.72
2017-07-26,99,41.0,,0.41,40.589999999999996
2017-07-27,97,41.0,,0.41,39.769999999999996
2017-07-28,78,41.0,,0.41,31.979999999999997
2017-07-29,40,41.0,,0.41,16.4
2017-07-30,44,41.0,,0.41,18.04
2017-07-31,96,41.0,,0.41,39.36
2017-08-01,100,40.0,False,0.4,40.0
2017-08-02,96,40.0,,0.4,38.400000000000006
2017-08-03,96,40.0,,0.4,38.400000000000006
2017-08-04,86,40.0,,0.4,34.4
2017-08-05,41,40.0,,0.4,16.400000000000002
2017-08-06,37,40.0,,0.4,14.8
2017-08-07,89,40.0,,0.4,35.6
2017-08-08,86,40.0,,0.4,34.4
2017-08-09,93,40.0,,0.4,37.2
2017-08-10,90,40.0,,0.4,36.0
2017-08-11,76,40.0,,0.4,30.400000000000002
2017-08-12,39,40.0,,0.4,15.600000000000001
2017-08-13,36,40.0,,0.4,14.4
2017-08-14,95,40.0,,0.4,38.0
2017-08-15,93,40.0,,0.4,37.2
2017-08-16,100,40.0,,0.4,40.0
2017-08-17,85,40.0,,0.4,34.0
2017-08-18,85,40.0,,0.4,34.0
2017-08-19,37,40.0,,0.4,14.8
2017-08-20,36,40.0,,0.4,14.4
2017-08-21,72,40.0,,0.4,28.8
2017-08-22,92,40.0,,0.4,36.800000000000004
2017-08-23,91,40.0,,0.4,36.4
2017-08-24,88,40.0,,0.4,35.2
2017-08-25,84,40.0,,0.4,33.6
2017-08-26,39,40.0,,0.4,15.600000000000001
2017-08-27,41,40.0,,0.4,16.400000000000002
2017-08-28,85,40.0,,0.4,34.0
2017-08-29,81,40.0,,0.4,32.4
2017-08-30,95,40.0,,0.4,38.0
2017-08-31,91,40.0,,0.4,36.4
2017-09-01,65,45.0,False,0.45,29.25
2017-09-02,31,45.0,,0.45,13.950000000000001
2017-09-03,37,45.0,,0.45,16.650000000000002
2017-09-04,44,45.0,,0.45,19.8
2017-09-05,79,45.0,,0.45,35.550000000000004
2017-09-06,78,45.0,,0.45,35.1
2017-09-07,79,45.0,,0.45,35.550000000000004
2017-09-08,75,45.0,,0.45,33.75
2017-09-09,37,45.0,,0.45,16.650000000000002
2017-09-10,39,45.0,,0.45,17.55
2017-09-11,77,45.0,,0.45,34.65
2017-09-12,86,45.0,,0.45,38.7
2017-09-13,87,45.0,,0.45,39.15
2017-09-14,95,45.0,,0.45,42.75
2017-09-15,82,45.0,,0.45,36.9
2017-09-16,47,45.0,,0.45,21.150000000000002
2017-09-17,45,45.0,,0.45,20.25
2017-09-18,95,45.0,,0.45,42.75
2017-09-19,94,45.0,,0.45,42.300000000000004
2017-09-20,95,45.0,,0.45,42.75
2017-09-21,86,45.0,,0.45,38.7
2017-09-22,77,45.0,,0.45,34.65
2017-09-23,38,45.0,,0.45,17.1
2017-09-24,48,45.0,,0.45,21.6
2017-09-25,100,45.0,,0.45,45.0
2017-09-26,95,45.0,,0.45,42.75
2017-09-27,88,45.0,,0.45,39.6
2017-09-28,91,45.0,,0.45,40.95
2017-09-29,84,45.0,,0.45,37.800000000000004
2017-09-30,43,45.0,,0.45,19.35
2017-10-01,47,47.0,False,0.47,22.09
2017-10-02,83,47.0,,0.47,39.01
2017-10-03,89,47.0,,0.47,41.83
2017-10-04,91,47.0,,0.47,42.769999999999996
2017-10-05,83,47.0,,0.47,39.01
2017-10-06,80,47.0,,0.47,37.599999999999994
2017-10-07,33,47.0,,0.47,15.51
2017-10-08,35,47.0,,0.47,16.45
2017-10-09,74,47.0,,0.47,34.78
2017-10-10,84,47.0,,0.47,39.48
2017-10-11,94,47.0,,0.47,44.18
2017-10-12,90,47.0,,0.47,42.3
2017-10-13,86,47.0,,0.47,40.419999999999995
2017-10-14,36,47.0,,0.47,16.919999999999998
2017-10-15,43,47.0,,0.47,20.209999999999997
2017-10-16,100,47.0,,0.47,47.0
2017-10-17,98,47.0,,0.47,46.059999999999995
2017-10-18,89,47.0,,0.47,41.83
2017-10-19,91,47.0,,0.47,42.769999999999996
2017-10-20,75,47.0,,0.47,35.25
2017-10-21,33,47.0,,0.47,15.51
2017-10-22,45,47.0,,0.47,21.15
2017-10-23,90,47.0,,0.47,42.3
2017-10-24,92,47.0,,0.47,43.239999999999995
2017-10-25,95,47.0,,0.47,44.65
2017-10-26,89,47.0,,0.47,41.83
2017-10-27,83,47.0,,0.47,39.01
2017-10-28,34,47.0,,0.47,15.979999999999999
2017-10-29,40,47.0,,0.47,18.799999999999997
2017-10-30,89,47.0,,0.47,41.83
2017-10-31,96,47.0,,0.47,45.12
2017-11-01,88,45.0,False,0.45,39.6
2017-11-02,100,45.0,,0.45,45.0
2017-11-03,81,45.0,,0.45,36.45
2017-11-04,38,45.0,,0.45,17.1
2017-11-05,42,45.0,,0.45,18.900000000000002
2017-11-06,88,45.0,,0.45,39.6
2017-11-07,100,45.0,,0.45,45.0
2017-11-08,93,45.0,,0.45,41.85
2017-11-09,91,45.0,,0.45,40.95
2017-11-10,78,45.0,,0.45,35.1
2017-11-11,33,45.0,,0.45,14.85
2017-11-12,45,45.0,,0.45,20.25
2017-11-13,87,45.0,,0.45,39.15
2017-11-14,98,45.0,,0.45,44.1
2017-11-15,98,45.0,,0.45,44.1
2017-11-16,90,45.0,,0.45,40.5
2017-11-17,83,45.0,,0.45,37.35
2017-11-18,40,45.0,,0.45,18.0
2017-11-19,35,45.0,,0.45,15.75
2017-11-20,88,45.0,,0.45,39.6
2017-11-21,82,45.0,,0.45,36.9
2017-11-22,61,45.0,,0.45,27.45
2017-11-23,31,45.0,,0.45,13.950000000000001
2017-11-24,37,45.0,,0.45,16.650000000000002
2017-11-25,39,45.0,,0.45,17.55
2017-11-26,37,45.0,,0.45,16.650000000000002
2017-11-27,79,45.0,,0.45,35.550000000000004
2017-11-28,94,45.0,,0.45,42.300000000000004
2017-11-29,86,45.0,,0.45,38.7
2017-11-30,93,45.0,,0.45,41.85
2017-12-01,95,40.0,False,0.4,38.0
2017-12-02,54,40.0,,0.4,21.6
2017-12-03,53,40.0,,0.4,21.200000000000003
2017-12-04,100,40.0,,0.4,40.0
2017-12-05,100,40.0,,0.4,40.0
2017-12-06,99,40.0,,0.4,39.6
2017-12-07,95,40.0,,0.4,38.0
2017-12-08,87,40.0,,0.4,34.800000000000004
2017-12-09,54,40.0,,0.4,21.6
2017-12-10,47,40.0,,0.4,18.8
2017-12-11,93,40.0,,0.4,37.2
2017-12-12,90,40.0,,0.4,36.0
2017-12-13,98,40.0,,0.4,39.2
2017-12-14,95,40.0,,0.4,38.0
2017-12-15,84,40.0,,0.4,33.6
2017-12-16,46,40.0,,0.4,18.400000000000002
2017-12-17,39,40.0,,0.4,15.600000000000001
2017-12-18,84,40.0,,0.4,33.6
2017-12-19,88,40.0,,0.4,35.2
2017-12-20,81,40.0,,0.4,32.4
2017-12-21,78,40.0,,0.4,31.200000000000003
2017-12-22,65,40.0,,0.4,26.0
2017-12-23,33,40.0,,0.4,13.200000000000001
2017-12-24,27,40.0,,0.4,10.8
2017-12-25,20,40.0,,0.4,8.0
2017-12-26,58,40.0,,0.4,23.200000000000003
2017-12-27,75,40.0,,0.4,30.0
2017-12-28,74,40.0,,0.4,29.6
2017-12-29,69,40.0,,0.4,27.6
2017-12-30,35,40.0,,0.4,14.0
2017-12-31,32,40.0,,0.4,12.8
2018-01-01,22,48.0,False,0.48,10.559999999999999
2018-01-02,58,48.0,,0.48,27.84
2018-01-03,66,48.0,,0.48,31.68
2018-01-04,61,48.0,,0.48,29.279999999999998
2018-01-05,58,48.0,,0.48,27.84
2018-01-06,31,48.0,,0.48,14.879999999999999
2018-01-07,28,48.0,,0.48,13.44
2018-01-08,61,48.0,,0.48,29.279999999999998
2018-01-09,73,48.0,,0.48,35.04
2018-01-10,71,48.0,,0.48,34.08
2018-01-11,75,48.0,,0.48,36.0
2018-01-12,66,48.0,,0.48,31.68
2018-01-13,28,48.0,,0.48,13.44
2018-01-14,30,48.0,,0.48,14.399999999999999
2018-01-15,57,48.0,,0.48,27.36
2018-01-16,77,48.0,,0.48,36.96
2018-01-17,76,48.0,,0.48,36.48
2018-01-18,82,48.0,,0.48,39.36
2018-01-19,80,48.0,,0.48,38.4
2018-01-20,37,48.0,,0.48,17.759999999999998
2018-01-21,35,48.0,,0.48,16.8
2018-01-22,82,48.0,,0.48,39.36
2018-01-23,85,48.0,,0.48,40.8
2018-01-24,84,48.0,,0.48,40.32
2018-01-25,83,48.0,,0.48,39.839999999999996
2018-01-26,83,48.0,,0.48,39.839999999999996
2018-01-27,45,48.0,,0.48,21.599999999999998
2018-01-28,44,48.0,,0.48,21.119999999999997
2018-01-29,91,48.0,,0.48,43.68
2018-01-30,96,48.0,,0.48,46.08
2018-01-31,100,48.0,,0.48,48.0
2018-02-01,84,65.0,False,0.65,54.6
2018-02-02,76,65.0,,0.65,49.4
2018-02-03,49,65.0,,0.65,31.85
2018-02-04,42,65.0,,0.65,27.3
2018-02-05,78,65.0,,0.65,50.7
2018-02-06,86,65.0,,0.65,55.9
2018-02-07,87,65.0,,0.65,56.550000000000004
