date,revenue_unscaled,revenue_monthly,isPartial,scale,revenue
2019-10-13,41,49.0,,0.49,20.09
2019-10-14,88,49.0,,0.49,43.12
2019-10-15,99,49.0,,0.49,48.51
2019-10-16,92,49.0,,0.49,45.08
2019-10-17,90,49.0,,0.49,44.1
2019-10-18,84,49.0,,0.49,41.16
2019-10-19,38,49.0,,0.49,18.62
2019-10-20,41,49.0,,0.49,20.09
2019-10-21,91,49.0,,0.49,44.589999999999996
2019-10-22,93,49.0,,0.49,45.57
2019-10-23,86,49.0,,0.49,42.14
2019-10-24,83,49.0,,0.49,40.67
2019-10-25,81,49.0,,0.49,39.69
2019-10-26,40,49.0,,0.49,19.6
2019-10-27,43,49.0,,0.49,21.07
2019-10-28,86,49.0,,0.49,42.14
2019-10-29,88,49.0,,0.49,43.12
2019-10-30,88,49.0,,0.49,43.12
2019-10-31,79,49.0,,0.49,38.71
2019-11-01,81,42.0,False,0.42,34.019999999999996
2019-11-02,43,42.0,,0.42,18.06
2019-11-03,47,42.0,,0.42,19.74
2019-11-04,87,42.0,,0.42,36.54
2019-11-05,88,42.0,,0.42,36.96
2019-11-06,87,42.0,,0.42,36.54
2019-11-07,100,42.0,,0.42,42.0
2019-11-08,83,42.0,,0.42,34.86
2019-11-09,37,42.0,,0.42,15.54
2019-11-10,37,42.0,,0.42,15.54
2019-11-11,78,42.0,,0.42,32.76
2019-11-12,94,42.0,,0.42,39.48
2019-11-13,91,42.0,,0.42,38.22
2019-11-14,87,42.0,,0.42,36.54
2019-11-15,78,42.0,,0.42,32.76
2019-11-16,44,42.0,,0.42,18.48
2019-11-17,42,42.0,,0.42,17.64
2019-11-18,99,42.0,,0.42,41.58
2019-11-19,85,42.0,,0.42,35.699999999999996
2019-11-20,93,42.0,,0.42,39.059999999999995
2019-11-21,98,42.0,,0.42,41.16
2019-11-22,79,42.0,,0.42,33.18
2019-11-23,39,42.0,,0.42,16.38
2019-11-24,38,42.0,,0.42,15.959999999999999
2019-11-25,82,42.0,,0.42,34.44
2019-11-26,72,42.0,,0.42,30.24
2019-11-27,64,42.0,,0.42,26.88
2019-11-28,35,42.0,,0.42,14.7
2019-11-29,41,42.0,,0.42,17.22
2019-11-30,31,42.0,,0.42,13.02
2019-12-01,40,38.0,False,0.38,15.2
2019-12-02,82,38.0,,0.38,31.16
2019-12-03,96,38.0,,0.38,36.480000000000004
2019-12-04,100,38.0,,0.38,38.0
2019-12-05,86,38.0,,0.38,32.68
2019-12-06,76,38.0,,0.38,28.88
2019-12-07,44,38.0,,0.38,16.72
2019-12-08,36,38.0,,0.38,13.68
2019-12-09,85,38.0,,0.38,32.3
2019-12-10,91,38.0,,0.38,34.58
2019-12-11,94,38.0,,0.38,35.72
2019-12-12,95,38.0,,0.38,36.1
2019-12-13,86,38.0,,0.38,32.68
2019-12-14,38,38.0,,0.38,14.44
2019-12-15,41,38.0,,0.38,15.58
2019-12-16,79,38.0,,0.38,30.02
2019-12-17,91,38.0,,0.38,34.58
2019-12-18,80,38.0,,0.38,30.4
2019-12-19,73,38.0,,0.38,27.740000000000002
2019-12-20,74,38.0,,0.38,28.12
2019-12-21,35,38.0,,0.38,13.3
2019-12-22,28,38.0,,0.38,10.64
2019-12-23,55,38.0,,0.38,20.9
2019-12-24,42,38.0,,0.38,15.96
2019-12-25,28,38.0,,0.38,10.64
2019-12-26,47,38.0,,0.38,17.86
2019-12-27,55,38.0,,0.38,20.9
2019-12-28,41,38.0,,0.38,15.58
2019-12-29,32,38.0,,0.38,12.16
2019-12-30,69,38.0,,0.38,26.22
2019-12-31,61,38.0,,0.38,23.18
2020-01-01,32,48.0,False,0.48,15.36
2020-01-02,61,48.0,,0.48,29.279999999999998
2020-01-03,58,48.0,,0.48,27.84
2020-01-04,29,48.0,,0.48,13.92
2020-01-05,28,48.0,,0.48,13.44
2020-01-06,69,48.0,,0.48,33.12
2020-01-07,77,48.0,,0.48,36.96
2020-01-08,73,48.0,,0.48,35.04
2020-01-09,73,48.0,,0.48,35.04
2020-01-10,78,48.0,,0.48,37.44
2020-01-11,38,48.0,,0.48,18.24
2020-01-12,34,48.0,,0.48,16.32
2020-01-13,73,48.0,,0.48,35.04
2020-01-14,82,48.0,,0.48,39.36
2020-01-15,87,48.0,,0.48,41.76
2020-01-16,80,48.0,,0.48,38.4
2020-01-17,79,48.0,,0.48,37.92
2020-01-18,37,48.0,,0.48,17.759999999999998
2020-01-19,37,48.0,,0.48,17.759999999999998
2020-01-20,59,48.0,,0.48,28.32
2020-01-21,87,48.0,,0.48,41.76
2020-01-22,89,48.0,,0.48,42.72
2020-01-23,84,48.0,,0.48,40.32
2020-01-24,83,48.0,,0.48,39.839999999999996
2020-01-25,45,48.0,,0.48,21.599999999999998
2020-01-26,38,48.0,,0.48,18.24
2020-01-27,83,48.0,,0.48,39.839999999999996
2020-01-28,93,48.0,,0.48,44.64
2020-01-29,96,48.0,,0.48,46.08
2020-01-30,100,48.0,,0.48,48.0
2020-01-31,100,48.0,,0.48,48.0
2020-02-01,44,62.0,False,0.62,27.28
2020-02-02,41,62.0,,0.62,25.419999999999998
2020-02-03,79,62.0,,0.62,48.98
2020-02-04,88,62.0,,0.62,54.56
2020-02-05,86,62.0,,0.62,53.32
2020-02-06,80,62.0,,0.62,49.6
2020-02-07,79,62.0,,0.62,48.98
2020-02-08,51,62.0,,0.62,31.62
2020-02-09,43,62.0,,0.62,26.66
2020-02-10,96,62.0,,0.62,59.519999999999996
2020-02-11,89,62.0,,0.62,55.18
2020-02-12,82,62.0,,0.62,50.839999999999996
2020-02-13,85,62.0,,0.62,52.7
2020-02-14,77,62.0,,0.62,47.74
2020-02-15,46,62.0,,0.62,28.52
2020-02-16,47,62.0,,0.62,29.14
2020-02-17,77,62.0,,0.62,47.74
2020-02-18,98,62.0,,0.62,60.76
2020-02-19,92,62.0,,0.62,57.04
2020-02-20,100,62.0,,0.62,62.0
2020-02-21,93,62.0,,0.62,57.66
2020-02-22,51,62.0,,0.62,31.62
2020-02-23,47,62.0,,0.62,29.14
2020-02-24,98,62.0,,0.62,60.76
2020-02-25,89,62.0,,0.62,55.18
2020-02-26,92,62.0,,0.62,57.04
2020-02-27,88,62.0,,0.62,54.56
2020-02-28,83,62.0,,0.62,51.46
2020-02-29,50,62.0,,0.62,31.0
2020-03-01,56,54.0,False,0.54,30.240000000000002
2020-03-02,100,54.0,,0.54,54.0
2020-03-03,100,54.0,,0.54,54.0
2020-03-04,94,54.0,,0.54,50.760000000000005
2020-03-05,100,54.0,,0.54,54.0
2020-03-06,93,54.0,,0.54,50.220000000000006
2020-03-07,53,54.0,,0.54,28.62
2020-03-08,50,54.0,,0.54,27.0
2020-03-09,92,54.0,,0.54,49.68000000000001
2020-03-10,86,54.0,,0.54,46.440000000000005
2020-03-11,94,54.0,,0.54,50.760000000000005
2020-03-12,89,54.0,,0.54,48.06
2020-03-13,80,54.0,,0.54,43.2
2020-03-14,47,54.0,,0.54,25.380000000000003
2020-03-15,38,54.0,,0.54,20.520000000000003
2020-03-16,77,54.0,,0.54,41.580000000000005
2020-03-17,85,54.0,,0.54,45.900000000000006
2020-03-18,79,54.0,,0.54,42.660000000000004
2020-03-19,84,54.0,,0.54,45.36
2020-03-20,75,54.0,,0.54,40.5
2020-03-21,48,54.0,,0.54,25.92
2020-03-22,43,54.0,,0.54,23.220000000000002
2020-03-23,89,54.0,,0.54,48.06
2020-03-24,86,54.0,,0.54,46.440000000000005
2020-03-25,89,54.0,,0.54,48.06
2020-03-26,79,54.0,,0.54,42.660000000000004
2020-03-27,82,54.0,,0.54,44.28
2020-03-28,52,54.0,,0.54,28.080000000000002
2020-03-29,47,54.0,,0.54,25.380000000000003
2020-03-30,100,54.0,,0.54,54.0
2020-03-31,99,54.0,,0.54,53.46
2020-04-01,78,59.0,False,0.59,46.019999999999996
2020-04-02,75,59.0,,0.59,44.25
2020-04-03,72,59.0,,0.59,42.48
2020-04-04,47,59.0,,0.59,27.729999999999997
2020-04-05,47,59.0,,0.59,27.729999999999997
2020-04-06,81,59.0,,0.59,47.79
2020-04-07,78,59.0,,0.59,46.019999999999996
2020-04-08,75,59.0,,0.59,44.25
2020-04-09,73,59.0,,0.59,43.07
2020-04-10,68,59.0,,0.59,40.12
2020-04-11,47,59.0,,0.59,27.729999999999997
2020-04-12,41,59.0,,0.59,24.189999999999998
2020-04-13,86,59.0,,0.59,50.739999999999995
2020-04-14,89,59.0,,0.59,52.51
2020-04-15,100,59.0,,0.59,59.0
2020-04-16,90,59.0,,0.59,53.099999999999994
2020-04-17,81,59.0,,0.59,47.79
2020-04-18,43,59.0,,0.59,25.369999999999997
2020-04-19,40,59.0,,0.59,23.599999999999998
2020-04-20,78,59.0,,0.59,46.019999999999996
2020-04-21,74,59.0,,0.59,43.66
2020-04-22,74,59.0,,0.59,43.66
2020-04-23,67,59.0,,0.59,39.53
2020-04-24,72,59.0,,0.59,42.48
2020-04-25,39,59.0,,0.59,23.009999999999998
2020-04-26,38,59.0,,0.59,22.419999999999998
2020-04-27,73,59.0,,0.59,43.07
2020-04-28,75,59.0,,0.59,44.25
2020-04-29,77,59.0,,0.59,45.43
2020-04-30,72,59.0,,0.59,42.48
2020-05-01,90,45.0,False,0.45,40.5
2020-05-02,60,45.0,,0.45,27.0
2020-05-03,47,45.0,,0.45,21.150000000000002
2020-05-04,98,45.0,,0.45,44.1
2020-05-05,95,45.0,,0.45,42.75
2020-05-06,94,45.0,,0.45,42.300000000000004
2020-05-07,91,45.0,,0.45,40.95
2020-05-08,82,45.0,,0.45,36.9
2020-05-09,46,45.0,,0.45,20.7
2020-05-10,43,45.0,,0.45,19.35
2020-05-11,86,45.0,,0.45,38.7
2020-05-12,94,45.0,,0.45,42.300000000000004
2020-05-13,80,45.0,,0.45,36.0
2020-05-14,86,45.0,,0.45,38.7
2020-05-15,77,45.0,,0.45,34.65
2020-05-16,46,45.0,,0.45,20.7
2020-05-17,45,45.0,,0.45,20.25
2020-05-18,84,45.0,,0.45,37.800000000000004
2020-05-19,90,45.0,,0.45,40.5
2020-05-20,100,45.0,,0.45,45.0
2020-05-21,76,45.0,,0.45,34.2
2020-05-22,64,45.0,,0.45,28.8
2020-05-23,33,45.0,,0.45,14.85
2020-05-24,35,45.0,,0.45,15.75
2020-05-25,41,45.0,,0.45,18.45
2020-05-26,73,45.0,,0.45,32.85
2020-05-27,76,45.0,,0.45,34.2
2020-05-28,78,45.0,,0.45,35.1
2020-05-29,77,45.0,,0.45,34.65
2020-05-30,39,45.0,,0.45,17.55
2020-05-31,35,45.0,,0.45,15.75
2020-06-01,84,45.0,False,0.45,37.800000000000004
2020-06-02,83,45.0,,0.45,37.35
2020-06-03,83,45.0,,0.45,37.35
2020-06-04,84,45.0,,0.45,37.800000000000004
2020-06-05,81,45.0,,0.45,36.45
2020-06-06,46,45.0,,0.45,20.7
2020-06-07,49,45.0,,0.45,22.05
2020-06-08,92,45.0,,0.45,41.4
2020-06-09,90,45.0,,0.45,40.5
2020-06-10,92,45.0,,0.45,41.4
2020-06-11,86,45.0,,0.45,38.7
2020-06-12,78,45.0,,0.45,35.1
2020-06-13,49,45.0,,0.45,22.05
2020-06-14,48,45.0,,0.45,21.6
2020-06-15,96,45.0,,0.45,43.2
2020-06-16,100,45.0,,0.45,45.0
2020-06-17,93,45.0,,0.45,41.85
2020-06-18,93,45.0,,0.45,41.85
2020-06-19,84,45.0,,0.45,37.800000000000004
2020-06-20,48,45.0,,0.45,21.6
2020-06-21,44,45.0,,0.45,19.8
2020-06-22,92,45.0,,0.45,41.4
2020-06-23,96,45.0,,0.45,43.2
2020-06-24,92,45.0,,0.45,41.4
2020-06-25,95,45.0,,0.45,42.75
2020-06-26,84,45.0,,0.45,37.800000000000004
2020-06-27,51,45.0,,0.45,22.95
2020-06-28,55,45.0,,0.45,24.75
2020-06-29,95,45.0,,0.45,42.75
2020-06-30,99,45.0,,0.45,44.550000000000004
2020-07-01,51,50.0,False,0.5,25.5
2020-07-02,53,50.0,,0.5,26.5
2020-07-03,32,50.0,,0.5,16.0
2020-07-04,22,50.0,,0.5,11.0
2020-07-05,30,50.0,,0.5,15.0
2020-07-06,53,50.0,,0.5,26.5
2020-07-07,60,50.0,,0.5,30.0
2020-07-08,63,50.0,,0.5,31.5
2020-07-09,57,50.0,,0.5,28.5
2020-07-10,58,50.0,,0.5,29.0
2020-07-11,34,50.0,,0.5,17.0
2020-07-12,35,50.0,,0.5,17.5
2020-07-13,69,50.0,,0.5,34.5
2020-07-14,80,50.0,,0.5,40.0
2020-07-15,100,50.0,,0.5,50.0
2020-07-16,67,50.0,,0.5,33.5
2020-07-17,54,50.0,,0.5,27.0
2020-07-18,25,50.0,,0.5,12.5
2020-07-19,29,50.0,,0.5,14.5
2020-07-20,57,50.0,,0.5,28.5
2020-07-21,58,50.0,,0.5,29.0
2020-07-22,59,50.0,,0.5,29.5
2020-07-23,57,50.0,,0.5,28.5
2020-07-24,49,50.0,,0.5,24.5
2020-07-25,26,50.0,,0.5,13.0
2020-07-26,29,50.0,,0.5,14.5
2020-07-27,49,50.0,,0.5,24.5
2020-07-28,56,50.0,,0.5,28.0
2020-07-29,54,50.0,,0.5,27.0
2020-07-30,53,50.0,,0.5,26.5
2020-07-31,54,50.0,,0.5,27.0
2020-08-01,46,40.0,False,0.4,18.400000000000002
2020-08-02,41,40.0,,0.4,16.400000000000002
2020-08-03,96,40.0,,0.4,38.400000000000006
2020-08-04,98,40.0,,0.4,39.2
2020-08-05,83,40.0,,0.4,33.2
2020-08-06,95,40.0,,0.4,38.0
2020-08-07,83,40.0,,0.4,33.2
2020-08-08,51,40.0,,0.4,20.400000000000002
2020-08-09,50,40.0,,0.4,20.0
2020-08-10,93,40.0,,0.4,37.2
2020-08-11,97,40.0,,0.4,38.800000000000004
2020-08-12,88,40.0,,0.4,35.2
2020-08-13,85,40.0,,0.4,34.0
2020-08-14,88,40.0,,0.4,35.2
2020-08-15,42,40.0,,0.4,16.8
2020-08-16,43,40.0,,0.4,17.2
2020-08-17,84,40.0,,0.4,33.6
2020-08-18,97,40.0,,0.4,38.800000000000004
2020-08-19,82,40.0,,0.4,32.800000000000004
2020-08-20,95,40.0,,0.4,38.0
2020-08-21,94,40.0,,0.4,37.6
2020-08-22,45,40.0,,0.4,18.0
2020-08-23,43,40.0,,0.4,17.2
2020-08-24,76,40.0,,0.4,30.400000000000002
2020-08-25,100,40.0,,0.4,40.0
2020-08-26,95,40.0,,0.4,38.0
2020-08-27,88,40.0,,0.4,35.2
2020-08-28,80,40.0,,0.4,32.0
2020-08-29,50,40.0,,0.4,20.0
2020-08-30,59,40.0,,0.4,23.6
2020-08-31,95,40.0,,0.4,38.0
2020-09-01,87,48.0,False,0.48,41.76
2020-09-02,88,48.0,,0.48,42.239999999999995
2020-09-03,86,48.0,,0.48,41.28
2020-09-04,72,48.0,,0.48,34.56
2020-09-05,45,48.0,,0.48,21.599999999999998
2020-09-06,41,48.0,,0.48,19.68
2020-09-07,52,48.0,,0.48,24.96
2020-09-08,88,48.0,,0.48,42.239999999999995
2020-09-09,82,48.0,,0.48,39.36
2020-09-10,82,48.0,,0.48,39.36
2020-09-11,83,48.0,,0.48,39.839999999999996
2020-09-12,46,48.0,,0.48,22.08
2020-09-13,46,48.0,,0.48,22.08
2020-09-14,100,48.0,,0.48,48.0
2020-09-15,100,48.0,,0.48,48.0
2020-09-16,93,48.0,,0.48,44.64
2020-09-17,90,48.0,,0.48,43.199999999999996
2020-09-18,92,48.0,,0.48,44.16
2020-09-19,47,48.0,,0.48,22.56
2020-09-20,51,48.0,,0.48,24.48
2020-09-21,94,48.0,,0.48,45.12
2020-09-22,97,48.0,,0.48,46.559999999999995
2020-09-23,86,48.0,,0.48,41.28
2020-09-24,93,48.0,,0.48,44.64
2020-09-25,80,48.0,,0.48,38.4
2020-09-26,50,48.0,,0.48,24.0
2020-09-27,47,48.0,,0.48,22.56
2020-09-28,90,48.0,,0.48,43.199999999999996
2020-09-29,91,48.0,,0.48,43.68
2020-09-30,89,48.0,,0.48,42.72
2020-10-01,93,46.0,False,0.46,42.78
2020-10-02,82,46.0,,0.46,37.72
2020-10-03,49,46.0,,0.46,22.540000000000003
2020-10-04,50,46.0,,0.46,23.0
2020-10-05,91,46.0,,0.46,41.86
2020-10-06,95,46.0,,0.46,43.7
2020-10-07,95,46.0,,0.46,43.7
2020-10-08,85,46.0,,0.46,39.1
2020-10-09,89,46.0,,0.46,40.940000000000005
2020-10-10,42,46.0,,0.46,19.32
2020-10-11,50,46.0,,0.46,23.0
2020-10-12,82,46.0,,0.46,37.72
2020-10-13,89,46.0,,0.46,40.940000000000005
2020-10-14,87,46.0,,0.46,40.02
2020-10-15,100,46.0,,0.46,46.0
2020-10-16,83,46.0,,0.46,38.18
2020-10-17,47,46.0,,0.46,21.62
2020-10-18,48,46.0,,0.46,22.080000000000002
2020-10-19,97,46.0,,0.46,44.620000000000005
2020-10-20,97,46.0,,0.46,44.620000000000005
2020-10-21,95,46.0,,0.46,43.7
2020-10-22,95,46.0,,0.46,43.7
2020-10-23,81,46.0,,0.46,37.260000000000005
2020-10-24,46,46.0,,0.46,21.16
2020-10-25,45,46.0,,0.46,20.7
2020-10-26,88,46.0,,0.46,40.480000000000004
2020-10-27,90,46.0,,0.46,41.4
2020-10-28,88,46.0,,0.46,40.480000000000004
2020-10-29,92,46.0,,0.46,42.32
2020-10-30,75,46.0,,0.46,34.5
2020-10-31,47,46.0,,0.46,21.62
2020-11-01,41,37.0,True,0.37,15.17
2020-11-02,85,37.0,,0.37,31.45
2020-11-03,76,37.0,,0.37,28.12
2020-11-04,49,37.0,,0.37,18.13
2020-11-05,64,37.0,,0.37,23.68
2020-11-06,59,37.0,,0.37,21.83
2020-11-07,36,37.0,,0.37,13.32
2020-11-08,43,37.0,,0.37,15.91
2020-11-09,80,37.0,,0.37,29.6
2020-11-10,77,37.0,,0.37,28.49
2020-11-11,74,37.0,,0.37,27.38
2020-11-12,82,37.0,,0.37,30.34
2020-11-13,77,37.0,,0.37,28.49
2020-11-14,38,37.0,,0.37,14.06
2020-11-15,45,37.0,,0.37,16.65
2020-11-16,84,37.0,,0.37,31.08
2020-11-17,91,37.0,,0.37,33.67
2020-11-18,86,37.0,,0.37,31.82
2020-11-19,100,37.0,,0.37,37.0
2020-11-20,81,37.0,,0.37,29.97
2020-11-21,38,37.0,,0.37,14.06
2020-11-22,42,37.0,,0.37,15.54
2020-11-23,73,37.0,,0.37,27.009999999999998
2020-11-24,71,37.0,,0.37,26.27
2020-11-25,60,37.0,,0.37,22.2
2020-11-26,32,37.0,,0.37,11.84
2020-11-27,40,37.0,,0.37,14.8
2020-11-28,35,37.0,,0.37,12.95
2020-11-29,41,37.0,,0.37,15.17
