date,profit_unscaled,profit_monthly,isPartial,scale,profit
2013-12-01,57,76.0,False,0.76,43.32
2013-12-02,85,76.0,,0.76,64.6
2013-12-03,91,76.0,,0.76,69.16
2013-12-04,100,76.0,,0.76,76.0
2013-12-05,89,76.0,,0.76,67.64
2013-12-06,74,76.0,,0.76,56.24
2013-12-07,58,76.0,,0.76,44.08
2013-12-08,66,76.0,,0.76,50.160000000000004
2013-12-09,91,76.0,,0.76,69.16
2013-12-10,94,76.0,,0.76,71.44
2013-12-11,86,76.0,,0.76,65.36
2013-12-12,88,76.0,,0.76,66.88
2013-12-13,74,76.0,,0.76,56.24
2013-12-14,54,76.0,,0.76,41.04
2013-12-15,49,76.0,,0.76,37.24
2013-12-16,80,76.0,,0.76,60.8
2013-12-17,91,76.0,,0.76,69.16
2013-12-18,79,76.0,,0.76,60.04
2013-12-19,71,76.0,,0.76,53.96
2013-12-20,66,76.0,,0.76,50.160000000000004
2013-12-21,37,76.0,,0.76,28.12
2013-12-22,49,76.0,,0.76,37.24
2013-12-23,46,76.0,,0.76,34.96
2013-12-24,38,76.0,,0.76,28.88
2013-12-25,28,76.0,,0.76,21.28
2013-12-26,49,76.0,,0.76,37.24
2013-12-27,54,76.0,,0.76,41.04
2013-12-28,40,76.0,,0.76,30.4
2013-12-29,43,76.0,,0.76,32.68
2013-12-30,64,76.0,,0.76,48.64
2013-12-31,55,76.0,,0.76,41.8
2014-01-01,39,87.0,False,0.87,33.93
2014-01-02,61,87.0,,0.87,53.07
2014-01-03,55,87.0,,0.87,47.85
2014-01-04,50,87.0,,0.87,43.5
2014-01-05,41,87.0,,0.87,35.67
2014-01-06,63,87.0,,0.87,54.81
2014-01-07,68,87.0,,0.87,59.16
2014-01-08,81,87.0,,0.87,70.47
2014-01-09,80,87.0,,0.87,69.6
2014-01-10,66,87.0,,0.87,57.42
2014-01-11,52,87.0,,0.87,45.24
2014-01-12,52,87.0,,0.87,45.24
2014-01-13,77,87.0,,0.87,66.99
2014-01-14,75,87.0,,0.87,65.25
2014-01-15,80,87.0,,0.87,69.6
2014-01-16,87,87.0,,0.87,75.69
2014-01-17,77,87.0,,0.87,66.99
2014-01-18,53,87.0,,0.87,46.11
2014-01-19,56,87.0,,0.87,48.72
2014-01-20,63,87.0,,0.87,54.81
2014-01-21,78,87.0,,0.87,67.86
2014-01-22,89,87.0,,0.87,77.42999999999999
2014-01-23,89,87.0,,0.87,77.42999999999999
2014-01-24,72,87.0,,0.87,62.64
2014-01-25,51,87.0,,0.87,44.37
2014-01-26,61,87.0,,0.87,53.07
2014-01-27,78,87.0,,0.87,67.86
2014-01-28,88,87.0,,0.87,76.56
2014-01-29,100,87.0,,0.87,87.0
2014-01-30,94,87.0,,0.87,81.78
2014-01-31,77,87.0,,0.87,66.99
2014-02-01,44,99.0,False,0.99,43.56
2014-02-02,48,99.0,,0.99,47.519999999999996
2014-02-03,80,99.0,,0.99,79.2
2014-02-04,84,99.0,,0.99,83.16
2014-02-05,80,99.0,,0.99,79.2
2014-02-06,80,99.0,,0.99,79.2
2014-02-07,72,99.0,,0.99,71.28
2014-02-08,54,99.0,,0.99,53.46
2014-02-09,47,99.0,,0.99,46.53
2014-02-10,80,99.0,,0.99,79.2
2014-02-11,77,99.0,,0.99,76.23
2014-02-12,79,99.0,,0.99,78.21
2014-02-13,79,99.0,,0.99,78.21
2014-02-14,63,99.0,,0.99,62.37
2014-02-15,44,99.0,,0.99,43.56
2014-02-16,53,99.0,,0.99,52.47
2014-02-17,72,99.0,,0.99,71.28
2014-02-18,84,99.0,,0.99,83.16
2014-02-19,79,99.0,,0.99,78.21
2014-02-20,72,99.0,,0.99,71.28
2014-02-21,68,99.0,,0.99,67.32
2014-02-22,45,99.0,,0.99,44.55
2014-02-23,51,99.0,,0.99,50.49
2014-02-24,90,99.0,,0.99,89.1
2014-02-25,92,99.0,,0.99,91.08
2014-02-26,100,99.0,,0.99,99.0
2014-02-27,80,99.0,,0.99,79.2
2014-02-28,70,99.0,,0.99,69.3
2014-03-01,61,98.0,False,0.98,59.78
2014-03-02,63,98.0,,0.98,61.74
2014-03-03,79,98.0,,0.98,77.42
2014-03-04,84,98.0,,0.98,82.32
2014-03-05,95,98.0,,0.98,93.1
2014-03-06,86,98.0,,0.98,84.28
2014-03-07,71,98.0,,0.98,69.58
2014-03-08,52,98.0,,0.98,50.96
2014-03-09,63,98.0,,0.98,61.74
2014-03-10,72,98.0,,0.98,70.56
2014-03-11,88,98.0,,0.98,86.24
2014-03-12,81,98.0,,0.98,79.38
2014-03-13,72,98.0,,0.98,70.56
2014-03-14,65,98.0,,0.98,63.699999999999996
2014-03-15,46,98.0,,0.98,45.08
2014-03-16,50,98.0,,0.98,49.0
2014-03-17,75,98.0,,0.98,73.5
2014-03-18,88,98.0,,0.98,86.24
2014-03-19,82,98.0,,0.98,80.36
2014-03-20,82,98.0,,0.98,80.36
2014-03-21,69,98.0,,0.98,67.62
2014-03-22,49,98.0,,0.98,48.019999999999996
2014-03-23,54,98.0,,0.98,52.92
2014-03-24,80,98.0,,0.98,78.4
2014-03-25,80,98.0,,0.98,78.4
2014-03-26,100,98.0,,0.98,98.0
2014-03-27,84,98.0,,0.98,82.32
2014-03-28,69,98.0,,0.98,67.62
2014-03-29,51,98.0,,0.98,49.98
2014-03-30,61,98.0,,0.98,59.78
2014-03-31,75,98.0,,0.98,73.5
2014-04-01,85,95.0,False,0.95,80.75
2014-04-02,92,95.0,,0.95,87.39999999999999
2014-04-03,87,95.0,,0.95,82.64999999999999
2014-04-04,71,95.0,,0.95,67.45
2014-04-05,58,95.0,,0.95,55.099999999999994
2014-04-06,53,95.0,,0.95,50.349999999999994
2014-04-07,77,95.0,,0.95,73.14999999999999
2014-04-08,83,95.0,,0.95,78.85
2014-04-09,90,95.0,,0.95,85.5
2014-04-10,85,95.0,,0.95,80.75
2014-04-11,80,95.0,,0.95,76.0
2014-04-12,52,95.0,,0.95,49.4
2014-04-13,59,95.0,,0.95,56.05
2014-04-14,78,95.0,,0.95,74.1
2014-04-15,99,95.0,,0.95,94.05
2014-04-16,100,95.0,,0.95,95.0
2014-04-17,73,95.0,,0.95,69.35
2014-04-18,64,95.0,,0.95,60.8
2014-04-19,49,95.0,,0.95,46.55
2014-04-20,61,95.0,,0.95,57.949999999999996
2014-04-21,82,95.0,,0.95,77.89999999999999
2014-04-22,86,95.0,,0.95,81.7
2014-04-23,90,95.0,,0.95,85.5
2014-04-24,88,95.0,,0.95,83.6
2014-04-25,64,95.0,,0.95,60.8
2014-04-26,51,95.0,,0.95,48.449999999999996
2014-04-27,58,95.0,,0.95,55.099999999999994
2014-04-28,83,95.0,,0.95,78.85
2014-04-29,86,95.0,,0.95,81.7
2014-04-30,88,95.0,,0.95,83.6
2014-05-01,96,85.0,False,0.85,81.6
2014-05-02,73,85.0,,0.85,62.05
2014-05-03,58,85.0,,0.85,49.3
2014-05-04,53,85.0,,0.85,45.05
2014-05-05,100,85.0,,0.85,85.0
2014-05-06,84,85.0,,0.85,71.39999999999999
2014-05-07,95,85.0,,0.85,80.75
2014-05-08,77,85.0,,0.85,65.45
2014-05-09,69,85.0,,0.85,58.65
2014-05-10,49,85.0,,0.85,41.65
2014-05-11,45,85.0,,0.85,38.25
2014-05-12,83,85.0,,0.85,70.55
2014-05-13,86,85.0,,0.85,73.1
2014-05-14,80,85.0,,0.85,68.0
2014-05-15,85,85.0,,0.85,72.25
2014-05-16,86,85.0,,0.85,73.1
2014-05-17,47,85.0,,0.85,39.949999999999996
2014-05-18,56,85.0,,0.85,47.6
2014-05-19,81,85.0,,0.85,68.85
2014-05-20,78,85.0,,0.85,66.3
2014-05-21,81,85.0,,0.85,68.85
2014-05-22,78,85.0,,0.85,66.3
2014-05-23,68,85.0,,0.85,57.8
2014-05-24,41,85.0,,0.85,34.85
2014-05-25,39,85.0,,0.85,33.15
2014-05-26,55,85.0,,0.85,46.75
2014-05-27,74,85.0,,0.85,62.9
2014-05-28,80,85.0,,0.85,68.0
2014-05-29,78,85.0,,0.85,66.3
2014-05-30,60,85.0,,0.85,51.0
2014-05-31,44,85.0,,0.85,37.4
2014-06-01,56,78.0,False,0.78,43.68
2014-06-02,81,78.0,,0.78,63.18
2014-06-03,90,78.0,,0.78,70.2
2014-06-04,95,78.0,,0.78,74.10000000000001
2014-06-05,88,78.0,,0.78,68.64
2014-06-06,69,78.0,,0.78,53.82
2014-06-07,43,78.0,,0.78,33.54
2014-06-08,53,78.0,,0.78,41.34
2014-06-09,88,78.0,,0.78,68.64
2014-06-10,100,78.0,,0.78,78.0
2014-06-11,90,78.0,,0.78,70.2
2014-06-12,83,78.0,,0.78,64.74000000000001
2014-06-13,76,78.0,,0.78,59.28
2014-06-14,46,78.0,,0.78,35.88
2014-06-15,47,78.0,,0.78,36.660000000000004
2014-06-16,72,78.0,,0.78,56.160000000000004
2014-06-17,86,78.0,,0.78,67.08
2014-06-18,90,78.0,,0.78,70.2
2014-06-19,87,78.0,,0.78,67.86
2014-06-20,70,78.0,,0.78,54.6
2014-06-21,59,78.0,,0.78,46.02
2014-06-22,51,78.0,,0.78,39.78
2014-06-23,84,78.0,,0.78,65.52
2014-06-24,97,78.0,,0.78,75.66
2014-06-25,88,78.0,,0.78,68.64
2014-06-26,85,78.0,,0.78,66.3
2014-06-27,72,78.0,,0.78,56.160000000000004
2014-06-28,59,78.0,,0.78,46.02
2014-06-29,52,78.0,,0.78,40.56
2014-06-30,80,78.0,,0.78,62.400000000000006
2014-07-01,69,79.0,False,0.79,54.510000000000005
2014-07-02,67,79.0,,0.79,52.93
2014-07-03,67,79.0,,0.79,52.93
2014-07-04,43,79.0,,0.79,33.97
2014-07-05,51,79.0,,0.79,40.29
2014-07-06,45,79.0,,0.79,35.550000000000004
2014-07-07,79,79.0,,0.79,62.410000000000004
2014-07-08,100,79.0,,0.79,79.0
2014-07-09,85,79.0,,0.79,67.15
2014-07-10,84,79.0,,0.79,66.36
2014-07-11,60,79.0,,0.79,47.400000000000006
2014-07-12,52,79.0,,0.79,41.08
2014-07-13,46,79.0,,0.79,36.34
2014-07-14,67,79.0,,0.79,52.93
2014-07-15,73,79.0,,0.79,57.67
2014-07-16,71,79.0,,0.79,56.09
2014-07-17,78,79.0,,0.79,61.620000000000005
2014-07-18,60,79.0,,0.79,47.400000000000006
2014-07-19,53,79.0,,0.79,41.870000000000005
2014-07-20,58,79.0,,0.79,45.82
2014-07-21,67,79.0,,0.79,52.93
2014-07-22,76,79.0,,0.79,60.040000000000006
2014-07-23,75,79.0,,0.79,59.25
2014-07-24,87,79.0,,0.79,68.73
2014-07-25,63,79.0,,0.79,49.77
2014-07-26,56,79.0,,0.79,44.24
2014-07-27,47,79.0,,0.79,37.13
2014-07-28,74,79.0,,0.79,58.46
2014-07-29,92,79.0,,0.79,72.68
2014-07-30,78,79.0,,0.79,61.620000000000005
2014-07-31,79,79.0,,0.79,62.410000000000004
2014-08-01,79,75.0,False,0.75,59.25
2014-08-02,68,75.0,,0.75,51.0
2014-08-03,58,75.0,,0.75,43.5
2014-08-04,96,75.0,,0.75,72.0
2014-08-05,93,75.0,,0.75,69.75
2014-08-06,92,75.0,,0.75,69.0
2014-08-07,84,75.0,,0.75,63.0
2014-08-08,82,75.0,,0.75,61.5
2014-08-09,51,75.0,,0.75,38.25
2014-08-10,57,75.0,,0.75,42.75
2014-08-11,67,75.0,,0.75,50.25
2014-08-12,99,75.0,,0.75,74.25
2014-08-13,78,75.0,,0.75,58.5
2014-08-14,96,75.0,,0.75,72.0
2014-08-15,68,75.0,,0.75,51.0
2014-08-16,43,75.0,,0.75,32.25
2014-08-17,61,75.0,,0.75,45.75
2014-08-18,94,75.0,,0.75,70.5
2014-08-19,95,75.0,,0.75,71.25
2014-08-20,94,75.0,,0.75,70.5
2014-08-21,87,75.0,,0.75,65.25
2014-08-22,79,75.0,,0.75,59.25
2014-08-23,50,75.0,,0.75,37.5
2014-08-24,55,75.0,,0.75,41.25
2014-08-25,89,75.0,,0.75,66.75
2014-08-26,100,75.0,,0.75,75.0
2014-08-27,88,75.0,,0.75,66.0
2014-08-28,88,75.0,,0.75,66.0
2014-08-29,82,75.0,,0.75,61.5
2014-08-30,47,75.0,,0.75,35.25
2014-08-31,52,75.0,,0.75,39.0
2014-09-01,49,91.0,False,0.91,44.59
2014-09-02,66,91.0,,0.91,60.06
2014-09-03,81,91.0,,0.91,73.71000000000001
2014-09-04,68,91.0,,0.91,61.88
2014-09-05,57,91.0,,0.91,51.870000000000005
2014-09-06,48,91.0,,0.91,43.68
2014-09-07,45,91.0,,0.91,40.95
2014-09-08,73,91.0,,0.91,66.43
2014-09-09,85,91.0,,0.91,77.35000000000001
2014-09-10,80,91.0,,0.91,72.8
2014-09-11,80,91.0,,0.91,72.8
2014-09-12,69,91.0,,0.91,62.79
2014-09-13,53,91.0,,0.91,48.230000000000004
2014-09-14,54,91.0,,0.91,49.14
2014-09-15,86,91.0,,0.91,78.26
2014-09-16,78,91.0,,0.91,70.98
2014-09-17,89,91.0,,0.91,80.99000000000001
2014-09-18,89,91.0,,0.91,80.99000000000001
2014-09-19,74,91.0,,0.91,67.34
2014-09-20,48,91.0,,0.91,43.68
2014-09-21,44,91.0,,0.91,40.04
2014-09-22,100,91.0,,0.91,91.0
2014-09-23,81,91.0,,0.91,73.71000000000001
2014-09-24,79,91.0,,0.91,71.89
2014-09-25,69,91.0,,0.91,62.79
2014-09-26,71,91.0,,0.91,64.61
2014-09-27,45,91.0,,0.91,40.95
2014-09-28,45,91.0,,0.91,40.95
2014-09-29,83,91.0,,0.91,75.53
2014-09-30,83,91.0,,0.91,75.53
2014-10-01,70,98.0,False,0.98,68.6
2014-10-02,73,98.0,,0.98,71.53999999999999
2014-10-03,64,98.0,,0.98,62.72
2014-10-04,43,98.0,,0.98,42.14
2014-10-05,42,98.0,,0.98,41.16
2014-10-06,68,98.0,,0.98,66.64
2014-10-07,72,98.0,,0.98,70.56
2014-10-08,74,98.0,,0.98,72.52
2014-10-09,78,98.0,,0.98,76.44
2014-10-10,51,98.0,,0.98,49.98
2014-10-11,36,98.0,,0.98,35.28
2014-10-12,44,98.0,,0.98,43.12
2014-10-13,70,98.0,,0.98,68.6
2014-10-14,81,98.0,,0.98,79.38
2014-10-15,75,98.0,,0.98,73.5
2014-10-16,77,98.0,,0.98,75.46
2014-10-17,59,98.0,,0.98,57.82
2014-10-18,45,98.0,,0.98,44.1
2014-10-19,46,98.0,,0.98,45.08
2014-10-20,68,98.0,,0.98,66.64
2014-10-21,91,98.0,,0.98,89.17999999999999
2014-10-22,80,98.0,,0.98,78.4
2014-10-23,78,98.0,,0.98,76.44
2014-10-24,60,98.0,,0.98,58.8
2014-10-25,48,98.0,,0.98,47.04
2014-10-26,44,98.0,,0.98,43.12
2014-10-27,73,98.0,,0.98,71.53999999999999
2014-10-28,77,98.0,,0.98,75.46
2014-10-29,100,98.0,,0.98,98.0
2014-10-30,73,98.0,,0.98,71.53999999999999
2014-10-31,60,98.0,,0.98,58.8
2014-11-01,61,92.0,False,0.92,56.120000000000005
2014-11-02,62,92.0,,0.92,57.04
2014-11-03,90,92.0,,0.92,82.8
2014-11-04,98,92.0,,0.92,90.16000000000001
2014-11-05,86,92.0,,0.92,79.12
2014-11-06,92,92.0,,0.92,84.64
2014-11-07,89,92.0,,0.92,81.88000000000001
2014-11-08,61,92.0,,0.92,56.120000000000005
2014-11-09,64,92.0,,0.92,58.88
2014-11-10,96,92.0,,0.92,88.32000000000001
2014-11-11,96,92.0,,0.92,88.32000000000001
2014-11-12,95,92.0,,0.92,87.4
2014-11-13,97,92.0,,0.92,89.24000000000001
2014-11-14,65,92.0,,0.92,59.800000000000004
2014-11-15,53,92.0,,0.92,48.760000000000005
2014-11-16,61,92.0,,0.92,56.120000000000005
2014-11-17,98,92.0,,0.92,90.16000000000001
2014-11-18,95,92.0,,0.92,87.4
2014-11-19,100,92.0,,0.92,92.0
2014-11-20,96,92.0,,0.92,88.32000000000001
2014-11-21,72,92.0,,0.92,66.24000000000001
2014-11-22,57,92.0,,0.92,52.440000000000005
2014-11-23,64,92.0,,0.92,58.88
2014-11-24,82,92.0,,0.92,75.44
2014-11-25,91,92.0,,0.92,83.72
2014-11-26,68,92.0,,0.92,62.56
2014-11-27,50,92.0,,0.92,46.0
2014-11-28,49,92.0,,0.92,45.080000000000005
2014-11-29,62,92.0,,0.92,57.04
2014-11-30,69,92.0,,0.92,63.480000000000004
2014-12-01,91,83.0,False,0.83,75.53
2014-12-02,93,83.0,,0.83,77.19
2014-12-03,100,83.0,,0.83,83.0
2014-12-04,92,83.0,,0.83,76.36
2014-12-05,80,83.0,,0.83,66.39999999999999
2014-12-06,56,83.0,,0.83,46.48
2014-12-07,56,83.0,,0.83,46.48
2014-12-08,93,83.0,,0.83,77.19
2014-12-09,89,83.0,,0.83,73.86999999999999
2014-12-10,95,83.0,,0.83,78.85
2014-12-11,85,83.0,,0.83,70.55
2014-12-12,73,83.0,,0.83,60.589999999999996
2014-12-13,51,83.0,,0.83,42.33
2014-12-14,57,83.0,,0.83,47.309999999999995
2014-12-15,75,83.0,,0.83,62.25
2014-12-16,88,83.0,,0.83,73.03999999999999
2014-12-17,97,83.0,,0.83,80.50999999999999
2014-12-18,75,83.0,,0.83,62.25
2014-12-19,64,83.0,,0.83,53.12
2014-12-20,41,83.0,,0.83,34.03
2014-12-21,45,83.0,,0.83,37.35
2014-12-22,49,83.0,,0.83,40.669999999999995
2014-12-23,57,83.0,,0.83,47.309999999999995
2014-12-24,42,83.0,,0.83,34.86
2014-12-25,31,83.0,,0.83,25.73
2014-12-26,38,83.0,,0.83,31.54
2014-12-27,34,83.0,,0.83,28.22
2014-12-28,41,83.0,,0.83,34.03
2014-12-29,46,83.0,,0.83,38.18
2014-12-30,63,83.0,,0.83,52.29
2014-12-31,47,83.0,,0.83,39.01
2015-01-01,46,86.0,False,0.86,39.56
2015-01-02,52,86.0,,0.86,44.72
2015-01-03,50,86.0,,0.86,43.0
2015-01-04,52,86.0,,0.86,44.72
2015-01-05,69,86.0,,0.86,59.339999999999996
2015-01-06,75,86.0,,0.86,64.5
2015-01-07,90,86.0,,0.86,77.4
2015-01-08,83,86.0,,0.86,71.38
2015-01-09,75,86.0,,0.86,64.5
2015-01-10,50,86.0,,0.86,43.0
2015-01-11,52,86.0,,0.86,44.72
2015-01-12,85,86.0,,0.86,73.1
2015-01-13,95,86.0,,0.86,81.7
2015-01-14,85,86.0,,0.86,73.1
2015-01-15,81,86.0,,0.86,69.66
2015-01-16,65,86.0,,0.86,55.9
2015-01-17,58,86.0,,0.86,49.88
2015-01-18,44,86.0,,0.86,37.839999999999996
2015-01-19,73,86.0,,0.86,62.78
2015-01-20,86,86.0,,0.86,73.96
2015-01-21,100,86.0,,0.86,86.0
2015-01-22,84,86.0,,0.86,72.24
2015-01-23,75,86.0,,0.86,64.5
2015-01-24,54,86.0,,0.86,46.44
2015-01-25,63,86.0,,0.86,54.18
2015-01-26,80,86.0,,0.86,68.8
2015-01-27,89,86.0,,0.86,76.53999999999999
2015-01-28,91,86.0,,0.86,78.26
2015-01-29,96,86.0,,0.86,82.56
2015-01-30,81,86.0,,0.86,69.66
2015-01-31,59,86.0,,0.86,50.74
2015-02-01,55,91.0,False,0.91,50.050000000000004
2015-02-02,73,91.0,,0.91,66.43
2015-02-03,100,91.0,,0.91,91.0
2015-02-04,88,91.0,,0.91,80.08
2015-02-05,90,91.0,,0.91,81.9
2015-02-06,72,91.0,,0.91,65.52
2015-02-07,55,91.0,,0.91,50.050000000000004
2015-02-08,48,91.0,,0.91,43.68
2015-02-09,80,91.0,,0.91,72.8
2015-02-10,75,91.0,,0.91,68.25
2015-02-11,84,91.0,,0.91,76.44
2015-02-12,80,91.0,,0.91,72.8
2015-02-13,74,91.0,,0.91,67.34
2015-02-14,41,91.0,,0.91,37.31
2015-02-15,44,91.0,,0.91,40.04
2015-02-16,62,91.0,,0.91,56.42
2015-02-17,87,91.0,,0.91,79.17
2015-02-18,78,91.0,,0.91,70.98
2015-02-19,77,91.0,,0.91,70.07000000000001
2015-02-20,69,91.0,,0.91,62.79
2015-02-21,50,91.0,,0.91,45.5
2015-02-22,61,91.0,,0.91,55.510000000000005
2015-02-23,69,91.0,,0.91,62.79
2015-02-24,81,91.0,,0.91,73.71000000000001
2015-02-25,93,91.0,,0.91,84.63000000000001
2015-02-26,88,91.0,,0.91,80.08
2015-02-27,64,91.0,,0.91,58.24
2015-02-28,57,91.0,,0.91,51.870000000000005
2015-03-01,59,95.0,False,0.95,56.05
2015-03-02,91,95.0,,0.95,86.45
2015-03-03,97,95.0,,0.95,92.14999999999999
2015-03-04,92,95.0,,0.95,87.39999999999999
2015-03-05,86,95.0,,0.95,81.7
2015-03-06,86,95.0,,0.95,81.7
2015-03-07,55,95.0,,0.95,52.25
2015-03-08,58,95.0,,0.95,55.099999999999994
2015-03-09,88,95.0,,0.95,83.6
2015-03-10,99,95.0,,0.95,94.05
2015-03-11,98,95.0,,0.95,93.1
2015-03-12,86,95.0,,0.95,81.7
2015-03-13,69,95.0,,0.95,65.55
2015-03-14,56,95.0,,0.95,53.199999999999996
2015-03-15,59,95.0,,0.95,56.05
2015-03-16,92,95.0,,0.95,87.39999999999999
2015-03-17,96,95.0,,0.95,91.19999999999999
2015-03-18,95,95.0,,0.95,90.25
2015-03-19,90,95.0,,0.95,85.5
2015-03-20,76,95.0,,0.95,72.2
2015-03-21,60,95.0,,0.95,57.0
2015-03-22,64,95.0,,0.95,60.8
2015-03-23,89,95.0,,0.95,84.55
2015-03-24,95,95.0,,0.95,90.25
2015-03-25,100,95.0,,0.95,95.0
2015-03-26,95,95.0,,0.95,90.25
2015-03-27,79,95.0,,0.95,75.05
2015-03-28,57,95.0,,0.95,54.15
2015-03-29,63,95.0,,0.95,59.849999999999994
2015-03-30,94,95.0,,0.95,89.3
2015-03-31,97,95.0,,0.95,92.14999999999999
2015-04-01,84,98.0,False,0.98,82.32
2015-04-02,82,98.0,,0.98,80.36
2015-04-03,66,98.0,,0.98,64.67999999999999
2015-04-04,55,98.0,,0.98,53.9
2015-04-05,61,98.0,,0.98,59.78
2015-04-06,89,98.0,,0.98,87.22
2015-04-07,95,98.0,,0.98,93.1
2015-04-08,92,98.0,,0.98,90.16
2015-04-09,87,98.0,,0.98,85.26
2015-04-10,86,98.0,,0.98,84.28
2015-04-11,63,98.0,,0.98,61.74
2015-04-12,55,98.0,,0.98,53.9
2015-04-13,91,98.0,,0.98,89.17999999999999
2015-04-14,95,98.0,,0.98,93.1
2015-04-15,89,98.0,,0.98,87.22
2015-04-16,82,98.0,,0.98,80.36
2015-04-17,81,98.0,,0.98,79.38
2015-04-18,54,98.0,,0.98,52.92
2015-04-19,62,98.0,,0.98,60.76
2015-04-20,90,98.0,,0.98,88.2
2015-04-21,97,98.0,,0.98,95.06
2015-04-22,78,98.0,,0.98,76.44
2015-04-23,87,98.0,,0.98,85.26
2015-04-24,85,98.0,,0.98,83.3
2015-04-25,64,98.0,,0.98,62.72
2015-04-26,62,98.0,,0.98,60.76
2015-04-27,100,98.0,,0.98,98.0
2015-04-28,92,98.0,,0.98,90.16
2015-04-29,100,98.0,,0.98,98.0
2015-04-30,90,98.0,,0.98,88.2
2015-05-01,69,86.0,False,0.86,59.339999999999996
2015-05-02,51,86.0,,0.86,43.86
2015-05-03,66,86.0,,0.86,56.76
2015-05-04,87,86.0,,0.86,74.82
2015-05-05,89,86.0,,0.86,76.53999999999999
2015-05-06,95,86.0,,0.86,81.7
2015-05-07,95,86.0,,0.86,81.7
2015-05-08,72,86.0,,0.86,61.92
2015-05-09,57,86.0,,0.86,49.019999999999996
2015-05-10,53,86.0,,0.86,45.58
2015-05-11,80,86.0,,0.86,68.8
2015-05-12,100,86.0,,0.86,86.0
2015-05-13,78,86.0,,0.86,67.08
2015-05-14,82,86.0,,0.86,70.52
2015-05-15,82,86.0,,0.86,70.52
2015-05-16,47,86.0,,0.86,40.42
2015-05-17,45,86.0,,0.86,38.7
2015-05-18,81,86.0,,0.86,69.66
2015-05-19,74,86.0,,0.86,63.64
2015-05-20,86,86.0,,0.86,73.96
2015-05-21,77,86.0,,0.86,66.22
2015-05-22,62,86.0,,0.86,53.32
2015-05-23,42,86.0,,0.86,36.12
2015-05-24,52,86.0,,0.86,44.72
2015-05-25,64,86.0,,0.86,55.04
2015-05-26,67,86.0,,0.86,57.62
2015-05-27,85,86.0,,0.86,73.1
2015-05-28,72,86.0,,0.86,61.92
2015-05-29,74,86.0,,0.86,63.64
2015-05-30,50,86.0,,0.86,43.0
2015-05-31,37,86.0,,0.86,31.82
2015-06-01,69,85.0,False,0.85,58.65
2015-06-02,100,85.0,,0.85,85.0
2015-06-03,85,85.0,,0.85,72.25
2015-06-04,74,85.0,,0.85,62.9
2015-06-05,80,85.0,,0.85,68.0
2015-06-06,48,85.0,,0.85,40.8
2015-06-07,49,85.0,,0.85,41.65
2015-06-08,67,85.0,,0.85,56.949999999999996
2015-06-09,75,85.0,,0.85,63.75
2015-06-10,78,85.0,,0.85,66.3
2015-06-11,75,85.0,,0.85,63.75
2015-06-12,56,85.0,,0.85,47.6
2015-06-13,49,85.0,,0.85,41.65
2015-06-14,48,85.0,,0.85,40.8
2015-06-15,75,85.0,,0.85,63.75
2015-06-16,80,85.0,,0.85,68.0
2015-06-17,80,85.0,,0.85,68.0
2015-06-18,63,85.0,,0.85,53.55
2015-06-19,69,85.0,,0.85,58.65
2015-06-20,41,85.0,,0.85,34.85
2015-06-21,37,85.0,,0.85,31.45
2015-06-22,64,85.0,,0.85,54.4
2015-06-23,83,85.0,,0.85,70.55
2015-06-24,89,85.0,,0.85,75.64999999999999
2015-06-25,69,85.0,,0.85,58.65
2015-06-26,65,85.0,,0.85,55.25
2015-06-27,49,85.0,,0.85,41.65
2015-06-28,50,85.0,,0.85,42.5
2015-06-29,76,85.0,,0.85,64.6
2015-06-30,72,85.0,,0.85,61.199999999999996
2015-07-01,89,87.0,False,0.87,77.42999999999999
2015-07-02,73,87.0,,0.87,63.51
2015-07-03,68,87.0,,0.87,59.16
2015-07-04,51,87.0,,0.87,44.37
2015-07-05,62,87.0,,0.87,53.94
2015-07-06,83,87.0,,0.87,72.21
2015-07-07,93,87.0,,0.87,80.91
2015-07-08,90,87.0,,0.87,78.3
2015-07-09,88,87.0,,0.87,76.56
2015-07-10,70,87.0,,0.87,60.9
2015-07-11,51,87.0,,0.87,44.37
2015-07-12,58,87.0,,0.87,50.46
2015-07-13,80,87.0,,0.87,69.6
2015-07-14,100,87.0,,0.87,87.0
2015-07-15,89,87.0,,0.87,77.42999999999999
2015-07-16,85,87.0,,0.87,73.95
2015-07-17,73,87.0,,0.87,63.51
2015-07-18,55,87.0,,0.87,47.85
2015-07-19,71,87.0,,0.87,61.77
2015-07-20,88,87.0,,0.87,76.56
2015-07-21,94,87.0,,0.87,81.78
2015-07-22,91,87.0,,0.87,79.17
2015-07-23,81,87.0,,0.87,70.47
2015-07-24,75,87.0,,0.87,65.25
2015-07-25,49,87.0,,0.87,42.63
2015-07-26,54,87.0,,0.87,46.98
2015-07-27,76,87.0,,0.87,66.12
2015-07-28,88,87.0,,0.87,76.56
2015-07-29,89,87.0,,0.87,77.42999999999999
2015-07-30,80,87.0,,0.87,69.6
2015-07-31,75,87.0,,0.87,65.25
2015-08-01,60,79.0,False,0.79,47.400000000000006
2015-08-02,59,79.0,,0.79,46.61
2015-08-03,89,79.0,,0.79,70.31
2015-08-04,90,79.0,,0.79,71.10000000000001
2015-08-05,96,79.0,,0.79,75.84
2015-08-06,92,79.0,,0.79,72.68
2015-08-07,89,79.0,,0.79,70.31
