date,return_unscaled,return_monthly,isPartial,scale,return
2010-01-01,45,51.0,False,0.51,22.95
2010-01-02,66,51.0,,0.51,33.660000000000004
2010-01-03,69,51.0,,0.51,35.19
2010-01-04,86,51.0,,0.51,43.86
2010-01-05,86,51.0,,0.51,43.86
2010-01-06,79,51.0,,0.51,40.29
2010-01-07,70,51.0,,0.51,35.7
2010-01-08,68,51.0,,0.51,34.68
2010-01-09,62,51.0,,0.51,31.62
2010-01-10,66,51.0,,0.51,33.660000000000004
2010-01-11,83,51.0,,0.51,42.33
2010-01-12,71,51.0,,0.51,36.21
2010-01-13,77,51.0,,0.51,39.27
2010-01-14,80,51.0,,0.51,40.8
2010-01-15,76,51.0,,0.51,38.76
2010-01-16,70,51.0,,0.51,35.7
2010-01-17,78,51.0,,0.51,39.78
2010-01-18,82,51.0,,0.51,41.82
2010-01-19,89,51.0,,0.51,45.39
2010-01-20,86,51.0,,0.51,43.86
2010-01-21,85,51.0,,0.51,43.35
2010-01-22,84,51.0,,0.51,42.84
2010-01-23,84,51.0,,0.51,42.84
2010-01-24,74,51.0,,0.51,37.74
2010-01-25,92,51.0,,0.51,46.92
2010-01-26,89,51.0,,0.51,45.39
2010-01-27,96,51.0,,0.51,48.96
2010-01-28,100,51.0,,0.51,51.0
2010-01-29,89,51.0,,0.51,45.39
2010-01-30,97,51.0,,0.51,49.47
2010-01-31,99,51.0,,0.51,50.49
2010-02-01,93,58.0,False,0.58,53.94
2010-02-02,100,58.0,,0.58,57.99999999999999
2010-02-03,97,58.0,,0.58,56.26
2010-02-04,84,58.0,,0.58,48.72
2010-02-05,90,58.0,,0.58,52.199999999999996
2010-02-06,85,58.0,,0.58,49.3
2010-02-07,76,58.0,,0.58,44.08
2010-02-08,80,58.0,,0.58,46.4
2010-02-09,84,58.0,,0.58,48.72
2010-02-10,72,58.0,,0.58,41.76
2010-02-11,86,58.0,,0.58,49.879999999999995
2010-02-12,74,58.0,,0.58,42.919999999999995
2010-02-13,67,58.0,,0.58,38.86
2010-02-14,61,58.0,,0.58,35.379999999999995
2010-02-15,73,58.0,,0.58,42.339999999999996
2010-02-16,79,58.0,,0.58,45.82
2010-02-17,78,58.0,,0.58,45.239999999999995
2010-02-18,85,58.0,,0.58,49.3
2010-02-19,84,58.0,,0.58,48.72
2010-02-20,56,58.0,,0.58,32.48
2010-02-21,62,58.0,,0.58,35.96
2010-02-22,78,58.0,,0.58,45.239999999999995
2010-02-23,74,58.0,,0.58,42.919999999999995
2010-02-24,77,58.0,,0.58,44.66
2010-02-25,75,58.0,,0.58,43.5
2010-02-26,64,58.0,,0.58,37.12
2010-02-27,66,58.0,,0.58,38.279999999999994
2010-02-28,62,58.0,,0.58,35.96
2010-03-01,91,55.0,False,0.55,50.050000000000004
2010-03-02,100,55.0,,0.55,55.00000000000001
2010-03-03,89,55.0,,0.55,48.95
2010-03-04,82,55.0,,0.55,45.1
2010-03-05,80,55.0,,0.55,44.0
2010-03-06,79,55.0,,0.55,43.45
2010-03-07,76,55.0,,0.55,41.800000000000004
2010-03-08,89,55.0,,0.55,48.95
2010-03-09,95,55.0,,0.55,52.25000000000001
2010-03-10,80,55.0,,0.55,44.0
2010-03-11,90,55.0,,0.55,49.50000000000001
2010-03-12,80,55.0,,0.55,44.0
2010-03-13,73,55.0,,0.55,40.150000000000006
2010-03-14,72,55.0,,0.55,39.6
2010-03-15,100,55.0,,0.55,55.00000000000001
2010-03-16,97,55.0,,0.55,53.35
2010-03-17,98,55.0,,0.55,53.900000000000006
2010-03-18,83,55.0,,0.55,45.650000000000006
2010-03-19,78,55.0,,0.55,42.900000000000006
2010-03-20,77,55.0,,0.55,42.35
2010-03-21,86,55.0,,0.55,47.300000000000004
2010-03-22,88,55.0,,0.55,48.400000000000006
2010-03-23,86,55.0,,0.55,47.300000000000004
2010-03-24,85,55.0,,0.55,46.75000000000001
2010-03-25,90,55.0,,0.55,49.50000000000001
2010-03-26,86,55.0,,0.55,47.300000000000004
2010-03-27,70,55.0,,0.55,38.5
2010-03-28,86,55.0,,0.55,47.300000000000004
2010-03-29,91,55.0,,0.55,50.050000000000004
2010-03-30,90,55.0,,0.55,49.50000000000001
2010-03-31,85,55.0,,0.55,46.75000000000001
2010-04-01,46,60.0,False,0.6,27.599999999999998
2010-04-02,40,60.0,,0.6,24.0
2010-04-03,40,60.0,,0.6,24.0
2010-04-04,41,60.0,,0.6,24.599999999999998
2010-04-05,48,60.0,,0.6,28.799999999999997
2010-04-06,49,60.0,,0.6,29.4
2010-04-07,51,60.0,,0.6,30.599999999999998
2010-04-08,48,60.0,,0.6,28.799999999999997
2010-04-09,49,60.0,,0.6,29.4
2010-04-10,45,60.0,,0.6,27.0
2010-04-11,52,60.0,,0.6,31.2
2010-04-12,62,60.0,,0.6,37.199999999999996
2010-04-13,71,60.0,,0.6,42.6
2010-04-14,79,60.0,,0.6,47.4
2010-04-15,100,60.0,,0.6,60.0
2010-04-16,50,60.0,,0.6,30.0
2010-04-17,34,60.0,,0.6,20.4
2010-04-18,32,60.0,,0.6,19.2
2010-04-19,39,60.0,,0.6,23.4
2010-04-20,36,60.0,,0.6,21.599999999999998
2010-04-21,40,60.0,,0.6,24.0
2010-04-22,39,60.0,,0.6,23.4
2010-04-23,34,60.0,,0.6,20.4
2010-04-24,29,60.0,,0.6,17.4
2010-04-25,34,60.0,,0.6,20.4
2010-04-26,40,60.0,,0.6,24.0
2010-04-27,35,60.0,,0.6,21.0
2010-04-28,37,60.0,,0.6,22.2
2010-04-29,34,60.0,,0.6,20.4
2010-04-30,35,60.0,,0.6,21.0
2010-05-01,74,39.0,False,0.39,28.86
2010-05-02,74,39.0,,0.39,28.86
2010-05-03,100,39.0,,0.39,39.0
2010-05-04,82,39.0,,0.39,31.98
2010-05-05,85,39.0,,0.39,33.15
2010-05-06,85,39.0,,0.39,33.15
2010-05-07,87,39.0,,0.39,33.93
2010-05-08,64,39.0,,0.39,24.96
2010-05-09,64,39.0,,0.39,24.96
2010-05-10,85,39.0,,0.39,33.15
2010-05-11,90,39.0,,0.39,35.1
2010-05-12,81,39.0,,0.39,31.59
2010-05-13,87,39.0,,0.39,33.93
2010-05-14,82,39.0,,0.39,31.98
2010-05-15,66,39.0,,0.39,25.740000000000002
2010-05-16,63,39.0,,0.39,24.57
2010-05-17,82,39.0,,0.39,31.98
2010-05-18,81,39.0,,0.39,31.59
2010-05-19,94,39.0,,0.39,36.660000000000004
2010-05-20,86,39.0,,0.39,33.54
2010-05-21,80,39.0,,0.39,31.200000000000003
2010-05-22,63,39.0,,0.39,24.57
2010-05-23,68,39.0,,0.39,26.52
2010-05-24,84,39.0,,0.39,32.76
2010-05-25,87,39.0,,0.39,33.93
2010-05-26,84,39.0,,0.39,32.76
2010-05-27,86,39.0,,0.39,33.54
2010-05-28,72,39.0,,0.39,28.080000000000002
2010-05-29,64,39.0,,0.39,24.96
2010-05-30,60,39.0,,0.39,23.400000000000002
2010-05-31,74,39.0,,0.39,28.86
2010-06-01,88,37.0,False,0.37,32.56
2010-06-02,90,37.0,,0.37,33.3
2010-06-03,94,37.0,,0.37,34.78
2010-06-04,91,37.0,,0.37,33.67
2010-06-05,69,37.0,,0.37,25.53
2010-06-06,75,37.0,,0.37,27.75
2010-06-07,89,37.0,,0.37,32.93
2010-06-08,87,37.0,,0.37,32.19
2010-06-09,92,37.0,,0.37,34.04
2010-06-10,81,37.0,,0.37,29.97
2010-06-11,78,37.0,,0.37,28.86
2010-06-12,70,37.0,,0.37,25.9
2010-06-13,68,37.0,,0.37,25.16
2010-06-14,88,37.0,,0.37,32.56
2010-06-15,90,37.0,,0.37,33.3
2010-06-16,88,37.0,,0.37,32.56
2010-06-17,94,37.0,,0.37,34.78
2010-06-18,100,37.0,,0.37,37.0
2010-06-19,58,37.0,,0.37,21.46
2010-06-20,68,37.0,,0.37,25.16
2010-06-21,95,37.0,,0.37,35.15
2010-06-22,80,37.0,,0.37,29.6
2010-06-23,83,37.0,,0.37,30.71
2010-06-24,87,37.0,,0.37,32.19
2010-06-25,86,37.0,,0.37,31.82
2010-06-26,73,37.0,,0.37,27.009999999999998
2010-06-27,73,37.0,,0.37,27.009999999999998
2010-06-28,83,37.0,,0.37,30.71
2010-06-29,95,37.0,,0.37,35.15
2010-06-30,92,37.0,,0.37,34.04
2010-07-01,85,34.0,False,0.34,28.900000000000002
2010-07-02,84,34.0,,0.34,28.560000000000002
2010-07-03,71,34.0,,0.34,24.14
2010-07-04,57,34.0,,0.34,19.380000000000003
2010-07-05,84,34.0,,0.34,28.560000000000002
2010-07-06,92,34.0,,0.34,31.28
2010-07-07,94,34.0,,0.34,31.96
2010-07-08,84,34.0,,0.34,28.560000000000002
2010-07-09,92,34.0,,0.34,31.28
2010-07-10,71,34.0,,0.34,24.14
2010-07-11,65,34.0,,0.34,22.1
2010-07-12,93,34.0,,0.34,31.62
2010-07-13,88,34.0,,0.34,29.92
2010-07-14,93,34.0,,0.34,31.62
2010-07-15,95,34.0,,0.34,32.300000000000004
2010-07-16,95,34.0,,0.34,32.300000000000004
2010-07-17,63,34.0,,0.34,21.42
2010-07-18,73,34.0,,0.34,24.82
2010-07-19,99,34.0,,0.34,33.660000000000004
2010-07-20,92,34.0,,0.34,31.28
2010-07-21,88,34.0,,0.34,29.92
2010-07-22,85,34.0,,0.34,28.900000000000002
2010-07-23,86,34.0,,0.34,29.240000000000002
2010-07-24,77,34.0,,0.34,26.180000000000003
2010-07-25,85,34.0,,0.34,28.900000000000002
2010-07-26,94,34.0,,0.34,31.96
2010-07-27,89,34.0,,0.34,30.26
2010-07-28,90,34.0,,0.34,30.6
2010-07-29,100,34.0,,0.34,34.0
2010-07-30,92,34.0,,0.34,31.28
2010-07-31,70,34.0,,0.34,23.8
2010-08-01,75,35.0,False,0.35,26.25
2010-08-02,92,35.0,,0.35,32.199999999999996
2010-08-03,100,35.0,,0.35,35.0
2010-08-04,73,35.0,,0.35,25.549999999999997
2010-08-05,79,35.0,,0.35,27.65
2010-08-06,74,35.0,,0.35,25.9
2010-08-07,75,35.0,,0.35,26.25
2010-08-08,64,35.0,,0.35,22.4
2010-08-09,76,35.0,,0.35,26.599999999999998
2010-08-10,83,35.0,,0.35,29.049999999999997
2010-08-11,88,35.0,,0.35,30.799999999999997
2010-08-12,78,35.0,,0.35,27.299999999999997
2010-08-13,81,35.0,,0.35,28.349999999999998
2010-08-14,68,35.0,,0.35,23.799999999999997
2010-08-15,83,35.0,,0.35,29.049999999999997
2010-08-16,96,35.0,,0.35,33.599999999999994
2010-08-17,97,35.0,,0.35,33.949999999999996
2010-08-18,86,35.0,,0.35,30.099999999999998
2010-08-19,80,35.0,,0.35,28.0
2010-08-20,75,35.0,,0.35,26.25
2010-08-21,64,35.0,,0.35,22.4
2010-08-22,83,35.0,,0.35,29.049999999999997
2010-08-23,79,35.0,,0.35,27.65
2010-08-24,81,35.0,,0.35,28.349999999999998
2010-08-25,80,35.0,,0.35,28.0
2010-08-26,75,35.0,,0.35,26.25
2010-08-27,72,35.0,,0.35,25.2
2010-08-28,54,35.0,,0.35,18.9
2010-08-29,70,35.0,,0.35,24.5
2010-08-30,74,35.0,,0.35,25.9
2010-08-31,90,35.0,,0.35,31.499999999999996
2010-09-01,79,35.0,False,0.35,27.65
2010-09-02,80,35.0,,0.35,28.0
2010-09-03,75,35.0,,0.35,26.25
2010-09-04,61,35.0,,0.35,21.349999999999998
2010-09-05,67,35.0,,0.35,23.45
2010-09-06,73,35.0,,0.35,25.549999999999997
2010-09-07,92,35.0,,0.35,32.199999999999996
2010-09-08,93,35.0,,0.35,32.55
2010-09-09,78,35.0,,0.35,27.299999999999997
2010-09-10,86,35.0,,0.35,30.099999999999998
2010-09-11,67,35.0,,0.35,23.45
2010-09-12,78,35.0,,0.35,27.299999999999997
2010-09-13,83,35.0,,0.35,29.049999999999997
2010-09-14,100,35.0,,0.35,35.0
2010-09-15,82,35.0,,0.35,28.7
2010-09-16,81,35.0,,0.35,28.349999999999998
2010-09-17,83,35.0,,0.35,29.049999999999997
2010-09-18,65,35.0,,0.35,22.75
2010-09-19,74,35.0,,0.35,25.9
2010-09-20,91,35.0,,0.35,31.849999999999998
2010-09-21,93,35.0,,0.35,32.55
2010-09-22,82,35.0,,0.35,28.7
2010-09-23,82,35.0,,0.35,28.7
2010-09-24,83,35.0,,0.35,29.049999999999997
2010-09-25,68,35.0,,0.35,23.799999999999997
2010-09-26,83,35.0,,0.35,29.049999999999997
2010-09-27,96,35.0,,0.35,33.599999999999994
2010-09-28,89,35.0,,0.35,31.15
2010-09-29,81,35.0,,0.35,28.349999999999998
2010-09-30,83,35.0,,0.35,29.049999999999997
2010-10-01,85,37.0,False,0.37,31.45
2010-10-02,63,37.0,,0.37,23.31
2010-10-03,86,37.0,,0.37,31.82
2010-10-04,96,37.0,,0.37,35.519999999999996
2010-10-05,87,37.0,,0.37,32.19
2010-10-06,87,37.0,,0.37,32.19
2010-10-07,85,37.0,,0.37,31.45
2010-10-08,87,37.0,,0.37,32.19
2010-10-09,68,37.0,,0.37,25.16
2010-10-10,83,37.0,,0.37,30.71
2010-10-11,98,37.0,,0.37,36.26
2010-10-12,90,37.0,,0.37,33.3
2010-10-13,86,37.0,,0.37,31.82
2010-10-14,87,37.0,,0.37,32.19
2010-10-15,100,37.0,,0.37,37.0
2010-10-16,77,37.0,,0.37,28.49
2010-10-17,68,37.0,,0.37,25.16
2010-10-18,81,37.0,,0.37,29.97
2010-10-19,96,37.0,,0.37,35.519999999999996
2010-10-20,86,37.0,,0.37,31.82
2010-10-21,90,37.0,,0.37,33.3
2010-10-22,80,37.0,,0.37,29.6
2010-10-23,72,37.0,,0.37,26.64
2010-10-24,83,37.0,,0.37,30.71
2010-10-25,99,37.0,,0.37,36.63
2010-10-26,81,37.0,,0.37,29.97
2010-10-27,93,37.0,,0.37,34.41
2010-10-28,97,37.0,,0.37,35.89
2010-10-29,100,37.0,,0.37,37.0
2010-10-30,83,37.0,,0.37,30.71
2010-10-31,93,37.0,,0.37,34.41
2010-11-01,82,41.0,False,0.41,33.62
2010-11-02,88,41.0,,0.41,36.08
2010-11-03,89,41.0,,0.41,36.489999999999995
2010-11-04,89,41.0,,0.41,36.489999999999995
2010-11-05,88,41.0,,0.41,36.08
2010-11-06,76,41.0,,0.41,31.159999999999997
2010-11-07,75,41.0,,0.41,30.749999999999996
2010-11-08,94,41.0,,0.41,38.54
2010-11-09,94,41.0,,0.41,38.54
2010-11-10,96,41.0,,0.41,39.36
2010-11-11,87,41.0,,0.41,35.669999999999995
2010-11-12,86,41.0,,0.41,35.26
2010-11-13,78,41.0,,0.41,31.979999999999997
2010-11-14,81,41.0,,0.41,33.21
2010-11-15,93,41.0,,0.41,38.129999999999995
2010-11-16,84,41.0,,0.41,34.44
2010-11-17,94,41.0,,0.41,38.54
2010-11-18,96,41.0,,0.41,39.36
2010-11-19,95,41.0,,0.41,38.949999999999996
2010-11-20,67,41.0,,0.41,27.47
2010-11-21,73,41.0,,0.41,29.93
2010-11-22,89,41.0,,0.41,36.489999999999995
2010-11-23,95,41.0,,0.41,38.949999999999996
2010-11-24,80,41.0,,0.41,32.8
2010-11-25,68,41.0,,0.41,27.88
2010-11-26,66,41.0,,0.41,27.06
2010-11-27,76,41.0,,0.41,31.159999999999997
2010-11-28,91,41.0,,0.41,37.309999999999995
2010-11-29,100,41.0,,0.41,41.0
2010-11-30,98,41.0,,0.41,40.18
2010-12-01,74,45.0,False,0.45,33.300000000000004
2010-12-02,89,45.0,,0.45,40.050000000000004
2010-12-03,90,45.0,,0.45,40.5
2010-12-04,64,45.0,,0.45,28.8
2010-12-05,71,45.0,,0.45,31.95
2010-12-06,92,45.0,,0.45,41.4
2010-12-07,82,45.0,,0.45,36.9
2010-12-08,90,45.0,,0.45,40.5
2010-12-09,95,45.0,,0.45,42.75
2010-12-10,86,45.0,,0.45,38.7
2010-12-11,74,45.0,,0.45,33.300000000000004
2010-12-12,73,45.0,,0.45,32.85
2010-12-13,81,45.0,,0.45,36.45
2010-12-14,84,45.0,,0.45,37.800000000000004
2010-12-15,88,45.0,,0.45,39.6
2010-12-16,84,45.0,,0.45,37.800000000000004
2010-12-17,91,45.0,,0.45,40.95
2010-12-18,69,45.0,,0.45,31.05
2010-12-19,78,45.0,,0.45,35.1
2010-12-20,100,45.0,,0.45,45.0
2010-12-21,93,45.0,,0.45,41.85
2010-12-22,84,45.0,,0.45,37.800000000000004
2010-12-23,78,45.0,,0.45,35.1
2010-12-24,60,45.0,,0.45,27.0
2010-12-25,78,45.0,,0.45,35.1
2010-12-26,86,45.0,,0.45,38.7
2010-12-27,98,45.0,,0.45,44.1
2010-12-28,86,45.0,,0.45,38.7
2010-12-29,85,45.0,,0.45,38.25
2010-12-30,89,45.0,,0.45,40.050000000000004
2010-12-31,78,45.0,,0.45,35.1
2011-01-01,56,62.0,False,0.62,34.72
2011-01-02,68,62.0,,0.62,42.16
2011-01-03,74,62.0,,0.62,45.88
2011-01-04,73,62.0,,0.62,45.26
2011-01-05,67,62.0,,0.62,41.54
2011-01-06,67,62.0,,0.62,41.54
2011-01-07,70,62.0,,0.62,43.4
2011-01-08,56,62.0,,0.62,34.72
2011-01-09,56,62.0,,0.62,34.72
2011-01-10,64,62.0,,0.62,39.68
2011-01-11,66,62.0,,0.62,40.92
2011-01-12,64,62.0,,0.62,39.68
2011-01-13,71,62.0,,0.62,44.02
2011-01-14,75,62.0,,0.62,46.5
2011-01-15,75,62.0,,0.62,46.5
2011-01-16,70,62.0,,0.62,43.4
2011-01-17,74,62.0,,0.62,45.88
2011-01-18,80,62.0,,0.62,49.6
2011-01-19,80,62.0,,0.62,49.6
2011-01-20,79,62.0,,0.62,48.98
2011-01-21,83,62.0,,0.62,51.46
2011-01-22,74,62.0,,0.62,45.88
2011-01-23,71,62.0,,0.62,44.02
2011-01-24,82,62.0,,0.62,50.839999999999996
2011-01-25,100,62.0,,0.62,62.0
2011-01-26,90,62.0,,0.62,55.8
2011-01-27,94,62.0,,0.62,58.28
2011-01-28,92,62.0,,0.62,57.04
2011-01-29,80,62.0,,0.62,49.6
2011-01-30,90,62.0,,0.62,55.8
2011-01-31,94,62.0,,0.62,58.28
2011-02-01,95,68.0,False,0.68,64.60000000000001
2011-02-02,88,68.0,,0.68,59.84
2011-02-03,96,68.0,,0.68,65.28
2011-02-04,91,68.0,,0.68,61.88
2011-02-05,88,68.0,,0.68,59.84
2011-02-06,72,68.0,,0.68,48.96
2011-02-07,90,68.0,,0.68,61.2
2011-02-08,87,68.0,,0.68,59.160000000000004
2011-02-09,85,68.0,,0.68,57.800000000000004
2011-02-10,81,68.0,,0.68,55.080000000000005
2011-02-11,85,68.0,,0.68,57.800000000000004
2011-02-12,76,68.0,,0.68,51.68000000000001
2011-02-13,65,68.0,,0.68,44.2
2011-02-14,81,68.0,,0.68,55.080000000000005
2011-02-15,94,68.0,,0.68,63.92
2011-02-16,100,68.0,,0.68,68.0
2011-02-17,86,68.0,,0.68,58.480000000000004
2011-02-18,81,68.0,,0.68,55.080000000000005
2011-02-19,71,68.0,,0.68,48.28
2011-02-20,74,68.0,,0.68,50.32
2011-02-21,91,68.0,,0.68,61.88
2011-02-22,89,68.0,,0.68,60.52
2011-02-23,83,68.0,,0.68,56.440000000000005
2011-02-24,81,68.0,,0.68,55.080000000000005
2011-02-25,80,68.0,,0.68,54.400000000000006
2011-02-26,71,68.0,,0.68,48.28
2011-02-27,67,68.0,,0.68,45.56
2011-02-28,81,68.0,,0.68,55.080000000000005
2011-03-01,92,61.0,False,0.61,56.12
2011-03-02,83,61.0,,0.61,50.629999999999995
2011-03-03,100,61.0,,0.61,61.0
2011-03-04,89,61.0,,0.61,54.29
2011-03-05,79,61.0,,0.61,48.19
2011-03-06,76,61.0,,0.61,46.36
2011-03-07,96,61.0,,0.61,58.56
2011-03-08,98,61.0,,0.61,59.78
2011-03-09,87,61.0,,0.61,53.07
2011-03-10,83,61.0,,0.61,50.629999999999995
2011-03-11,79,61.0,,0.61,48.19
2011-03-12,58,61.0,,0.61,35.38
2011-03-13,68,61.0,,0.61,41.48
2011-03-14,82,61.0,,0.61,50.019999999999996
2011-03-15,89,61.0,,0.61,54.29
2011-03-16,84,61.0,,0.61,51.24
2011-03-17,81,61.0,,0.61,49.41
2011-03-18,83,61.0,,0.61,50.629999999999995
2011-03-19,88,61.0,,0.61,53.68
2011-03-20,73,61.0,,0.61,44.53
2011-03-21,99,61.0,,0.61,60.39
2011-03-22,99,61.0,,0.61,60.39
2011-03-23,85,61.0,,0.61,51.85
2011-03-24,76,61.0,,0.61,46.36
2011-03-25,87,61.0,,0.61,53.07
2011-03-26,89,61.0,,0.61,54.29
2011-03-27,79,61.0,,0.61,48.19
2011-03-28,95,61.0,,0.61,57.949999999999996
2011-03-29,95,61.0,,0.61,57.949999999999996
2011-03-30,84,61.0,,0.61,51.24
2011-03-31,91,61.0,,0.61,55.51
2011-04-01,57,62.0,False,0.62,35.339999999999996
2011-04-02,45,62.0,,0.62,27.9
2011-04-03,55,62.0,,0.62,34.1
2011-04-04,61,62.0,,0.62,37.82
2011-04-05,65,62.0,,0.62,40.3
2011-04-06,56,62.0,,0.62,34.72
2011-04-07,54,62.0,,0.62,33.48
2011-04-08,57,62.0,,0.62,35.339999999999996
2011-04-09,59,62.0,,0.62,36.58
2011-04-10,59,62.0,,0.62,36.58
2011-04-11,70,62.0,,0.62,43.4
2011-04-12,77,62.0,,0.62,47.74
2011-04-13,80,62.0,,0.62,49.6
2011-04-14,74,62.0,,0.62,45.88
2011-04-15,92,62.0,,0.62,57.04
2011-04-16,66,62.0,,0.62,40.92
2011-04-17,66,62.0,,0.62,40.92
2011-04-18,100,62.0,,0.62,62.0
2011-04-19,61,62.0,,0.62,37.82
2011-04-20,51,62.0,,0.62,31.62
2011-04-21,46,62.0,,0.62,28.52
2011-04-22,37,62.0,,0.62,22.94
2011-04-23,36,62.0,,0.62,22.32
2011-04-24,32,62.0,,0.62,19.84
2011-04-25,48,62.0,,0.62,29.759999999999998
2011-04-26,48,62.0,,0.62,29.759999999999998
2011-04-27,48,62.0,,0.62,29.759999999999998
2011-04-28,46,62.0,,0.62,28.52
2011-04-29,46,62.0,,0.62,28.52
2011-04-30,40,62.0,,0.62,24.8
2011-05-01,76,45.0,False,0.45,34.2
2011-05-02,81,45.0,,0.45,36.45
2011-05-03,87,45.0,,0.45,39.15
2011-05-04,89,45.0,,0.45,40.050000000000004
2011-05-05,80,45.0,,0.45,36.0
2011-05-06,78,45.0,,0.45,35.1
2011-05-07,62,45.0,,0.45,27.900000000000002
2011-05-08,68,45.0,,0.45,30.6
2011-05-09,86,45.0,,0.45,38.7
2011-05-10,85,45.0,,0.45,38.25
2011-05-11,77,45.0,,0.45,34.65
2011-05-12,83,45.0,,0.45,37.35
2011-05-13,79,45.0,,0.45,35.550000000000004
2011-05-14,67,45.0,,0.45,30.150000000000002
2011-05-15,65,45.0,,0.45,29.25
2011-05-16,82,45.0,,0.45,36.9
2011-05-17,86,45.0,,0.45,38.7
2011-05-18,83,45.0,,0.45,37.35
2011-05-19,87,45.0,,0.45,39.15
2011-05-20,86,45.0,,0.45,38.7
2011-05-21,78,45.0,,0.45,35.1
2011-05-22,72,45.0,,0.45,32.4
2011-05-23,94,45.0,,0.45,42.300000000000004
2011-05-24,100,45.0,,0.45,45.0
2011-05-25,86,45.0,,0.45,38.7
2011-05-26,84,45.0,,0.45,37.800000000000004
2011-05-27,82,45.0,,0.45,36.9
2011-05-28,63,45.0,,0.45,28.35
2011-05-29,63,45.0,,0.45,28.35
2011-05-30,73,45.0,,0.45,32.85
2011-05-31,83,45.0,,0.45,37.35
2011-06-01,100,41.0,False,0.41,41.0
2011-06-02,98,41.0,,0.41,40.18
2011-06-03,95,41.0,,0.41,38.949999999999996
2011-06-04,78,41.0,,0.41,31.979999999999997
2011-06-05,84,41.0,,0.41,34.44
2011-06-06,88,41.0,,0.41,36.08
2011-06-07,92,41.0,,0.41,37.72
2011-06-08,89,41.0,,0.41,36.489999999999995
2011-06-09,86,41.0,,0.41,35.26
2011-06-10,88,41.0,,0.41,36.08
2011-06-11,82,41.0,,0.41,33.62
2011-06-12,80,41.0,,0.41,32.8
2011-06-13,88,41.0,,0.41,36.08
2011-06-14,93,41.0,,0.41,38.129999999999995
2011-06-15,88,41.0,,0.41,36.08
2011-06-16,89,41.0,,0.41,36.489999999999995
2011-06-17,78,41.0,,0.41,31.979999999999997
2011-06-18,76,41.0,,0.41,31.159999999999997
2011-06-19,85,41.0,,0.41,34.85
2011-06-20,92,41.0,,0.41,37.72
2011-06-21,93,41.0,,0.41,38.129999999999995
2011-06-22,90,41.0,,0.41,36.9
2011-06-23,79,41.0,,0.41,32.39
2011-06-24,82,41.0,,0.41,33.62
2011-06-25,78,41.0,,0.41,31.979999999999997
2011-06-26,73,41.0,,0.41,29.93
2011-06-27,91,41.0,,0.41,37.309999999999995
2011-06-28,95,41.0,,0.41,38.949999999999996
2011-06-29,91,41.0,,0.41,37.309999999999995
2011-06-30,90,41.0,,0.41,36.9
2011-07-01,80,40.0,False,0.4,32.0
2011-07-02,73,40.0,,0.4,29.200000000000003
2011-07-03,66,40.0,,0.4,26.400000000000002
2011-07-04,77,40.0,,0.4,30.8
2011-07-05,88,40.0,,0.4,35.2
2011-07-06,94,40.0,,0.4,37.6
2011-07-07,87,40.0,,0.4,34.800000000000004
2011-07-08,75,40.0,,0.4,30.0
2011-07-09,76,40.0,,0.4,30.400000000000002
2011-07-10,79,40.0,,0.4,31.6
2011-07-11,88,40.0,,0.4,35.2
2011-07-12,90,40.0,,0.4,36.0
2011-07-13,87,40.0,,0.4,34.800000000000004
2011-07-14,89,40.0,,0.4,35.6
2011-07-15,77,40.0,,0.4,30.8
2011-07-16,76,40.0,,0.4,30.400000000000002
2011-07-17,77,40.0,,0.4,30.8
2011-07-18,100,40.0,,0.4,40.0
2011-07-19,88,40.0,,0.4,35.2
2011-07-20,99,40.0,,0.4,39.6
2011-07-21,90,40.0,,0.4,36.0
2011-07-22,78,40.0,,0.4,31.200000000000003
2011-07-23,76,40.0,,0.4,30.400000000000002
2011-07-24,82,40.0,,0.4,32.800000000000004
2011-07-25,89,40.0,,0.4,35.6
2011-07-26,90,40.0,,0.4,36.0
2011-07-27,84,40.0,,0.4,33.6
2011-07-28,91,40.0,,0.4,36.4
2011-07-29,73,40.0,,0.4,29.200000000000003
2011-07-30,80,40.0,,0.4,32.0
2011-07-31,82,40.0,,0.4,32.800000000000004
2011-08-01,88,40.0,False,0.4,35.2
2011-08-02,86,40.0,,0.4,34.4
2011-08-03,100,40.0,,0.4,40.0
2011-08-04,96,40.0,,0.4,38.400000000000006
2011-08-05,82,40.0,,0.4,32.800000000000004
2011-08-06,84,40.0,,0.4,33.6
2011-08-07,86,40.0,,0.4,34.4
2011-08-08,86,40.0,,0.4,34.4
2011-08-09,92,40.0,,0.4,36.800000000000004
2011-08-10,95,40.0,,0.4,38.0
2011-08-11,91,40.0,,0.4,36.4
2011-08-12,78,40.0,,0.4,31.200000000000003
2011-08-13,87,40.0,,0.4,34.800000000000004
2011-08-14,87,40.0,,0.4,34.800000000000004
2011-08-15,84,40.0,,0.4,33.6
2011-08-16,91,40.0,,0.4,36.4
2011-08-17,96,40.0,,0.4,38.400000000000006
2011-08-18,86,40.0,,0.4,34.4
2011-08-19,95,40.0,,0.4,38.0
2011-08-20,81,40.0,,0.4,32.4
2011-08-21,73,40.0,,0.4,29.200000000000003
2011-08-22,88,40.0,,0.4,35.2
2011-08-23,82,40.0,,0.4,32.800000000000004
2011-08-24,80,40.0,,0.4,32.0
2011-08-25,80,40.0,,0.4,32.0
