date,return_unscaled,return_monthly,isPartial,scale,return
2019-05-15,94,62.0,,0.62,58.28
2019-05-16,80,62.0,,0.62,49.6
2019-05-17,82,62.0,,0.62,50.839999999999996
2019-05-18,73,62.0,,0.62,45.26
2019-05-19,77,62.0,,0.62,47.74
2019-05-20,89,62.0,,0.62,55.18
2019-05-21,93,62.0,,0.62,57.66
2019-05-22,99,62.0,,0.62,61.38
2019-05-23,87,62.0,,0.62,53.94
2019-05-24,79,62.0,,0.62,48.98
2019-05-25,78,62.0,,0.62,48.36
2019-05-26,72,62.0,,0.62,44.64
2019-05-27,82,62.0,,0.62,50.839999999999996
2019-05-28,89,62.0,,0.62,55.18
2019-05-29,92,62.0,,0.62,57.04
2019-05-30,90,62.0,,0.62,55.8
2019-05-31,84,62.0,,0.62,52.08
2019-06-01,84,61.0,False,0.61,51.24
2019-06-02,84,61.0,,0.61,51.24
2019-06-03,95,61.0,,0.61,57.949999999999996
2019-06-04,98,61.0,,0.61,59.78
2019-06-05,94,61.0,,0.61,57.339999999999996
2019-06-06,94,61.0,,0.61,57.339999999999996
2019-06-07,90,61.0,,0.61,54.9
2019-06-08,84,61.0,,0.61,51.24
2019-06-09,84,61.0,,0.61,51.24
2019-06-10,94,61.0,,0.61,57.339999999999996
2019-06-11,94,61.0,,0.61,57.339999999999996
2019-06-12,93,61.0,,0.61,56.73
2019-06-13,93,61.0,,0.61,56.73
2019-06-14,89,61.0,,0.61,54.29
2019-06-15,78,61.0,,0.61,47.58
2019-06-16,84,61.0,,0.61,51.24
2019-06-17,91,61.0,,0.61,55.51
2019-06-18,95,61.0,,0.61,57.949999999999996
2019-06-19,91,61.0,,0.61,55.51
2019-06-20,94,61.0,,0.61,57.339999999999996
2019-06-21,89,61.0,,0.61,54.29
2019-06-22,83,61.0,,0.61,50.629999999999995
2019-06-23,85,61.0,,0.61,51.85
2019-06-24,95,61.0,,0.61,57.949999999999996
2019-06-25,100,61.0,,0.61,61.0
2019-06-26,91,61.0,,0.61,55.51
2019-06-27,91,61.0,,0.61,55.51
2019-06-28,86,61.0,,0.61,52.46
2019-06-29,83,61.0,,0.61,50.629999999999995
2019-06-30,86,61.0,,0.61,52.46
2019-07-01,89,60.0,False,0.6,53.4
2019-07-02,90,60.0,,0.6,54.0
2019-07-03,90,60.0,,0.6,54.0
2019-07-04,67,60.0,,0.6,40.199999999999996
2019-07-05,78,60.0,,0.6,46.8
2019-07-06,75,60.0,,0.6,45.0
2019-07-07,76,60.0,,0.6,45.6
2019-07-08,91,60.0,,0.6,54.6
2019-07-09,94,60.0,,0.6,56.4
2019-07-10,91,60.0,,0.6,54.6
2019-07-11,88,60.0,,0.6,52.8
2019-07-12,89,60.0,,0.6,53.4
2019-07-13,80,60.0,,0.6,48.0
2019-07-14,83,60.0,,0.6,49.8
2019-07-15,97,60.0,,0.6,58.199999999999996
2019-07-16,99,60.0,,0.6,59.4
2019-07-17,91,60.0,,0.6,54.6
2019-07-18,93,60.0,,0.6,55.8
2019-07-19,86,60.0,,0.6,51.6
2019-07-20,79,60.0,,0.6,47.4
2019-07-21,75,60.0,,0.6,45.0
2019-07-22,95,60.0,,0.6,57.0
2019-07-23,95,60.0,,0.6,57.0
2019-07-24,89,60.0,,0.6,53.4
2019-07-25,87,60.0,,0.6,52.199999999999996
2019-07-26,88,60.0,,0.6,52.8
2019-07-27,79,60.0,,0.6,47.4
2019-07-28,84,60.0,,0.6,50.4
2019-07-29,100,60.0,,0.6,60.0
2019-07-30,92,60.0,,0.6,55.199999999999996
2019-07-31,94,60.0,,0.6,56.4
2019-08-01,89,59.0,False,0.59,52.51
2019-08-02,85,59.0,,0.59,50.15
2019-08-03,78,59.0,,0.59,46.019999999999996
2019-08-04,80,59.0,,0.59,47.199999999999996
2019-08-05,95,59.0,,0.59,56.05
2019-08-06,89,59.0,,0.59,52.51
2019-08-07,89,59.0,,0.59,52.51
2019-08-08,88,59.0,,0.59,51.919999999999995
2019-08-09,85,59.0,,0.59,50.15
2019-08-10,78,59.0,,0.59,46.019999999999996
2019-08-11,83,59.0,,0.59,48.97
2019-08-12,100,59.0,,0.59,59.0
2019-08-13,93,59.0,,0.59,54.87
2019-08-14,95,59.0,,0.59,56.05
2019-08-15,93,59.0,,0.59,54.87
2019-08-16,89,59.0,,0.59,52.51
2019-08-17,80,59.0,,0.59,47.199999999999996
2019-08-18,80,59.0,,0.59,47.199999999999996
2019-08-19,94,59.0,,0.59,55.459999999999994
2019-08-20,93,59.0,,0.59,54.87
2019-08-21,90,59.0,,0.59,53.099999999999994
2019-08-22,90,59.0,,0.59,53.099999999999994
2019-08-23,87,59.0,,0.59,51.33
2019-08-24,81,59.0,,0.59,47.79
2019-08-25,84,59.0,,0.59,49.559999999999995
2019-08-26,96,59.0,,0.59,56.64
2019-08-27,99,59.0,,0.59,58.41
2019-08-28,90,59.0,,0.59,53.099999999999994
2019-08-29,90,59.0,,0.59,53.099999999999994
2019-08-30,86,59.0,,0.59,50.739999999999995
2019-08-31,77,59.0,,0.59,45.43
2019-09-01,80,64.0,False,0.64,51.2
2019-09-02,81,64.0,,0.64,51.84
2019-09-03,89,64.0,,0.64,56.96
2019-09-04,89,64.0,,0.64,56.96
2019-09-05,91,64.0,,0.64,58.24
2019-09-06,85,64.0,,0.64,54.4
2019-09-07,80,64.0,,0.64,51.2
2019-09-08,86,64.0,,0.64,55.04
2019-09-09,98,64.0,,0.64,62.72
2019-09-10,94,64.0,,0.64,60.160000000000004
2019-09-11,90,64.0,,0.64,57.6
2019-09-12,92,64.0,,0.64,58.88
2019-09-13,85,64.0,,0.64,54.4
2019-09-14,78,64.0,,0.64,49.92
2019-09-15,80,64.0,,0.64,51.2
2019-09-16,92,64.0,,0.64,58.88
2019-09-17,90,64.0,,0.64,57.6
2019-09-18,90,64.0,,0.64,57.6
2019-09-19,91,64.0,,0.64,58.24
2019-09-20,93,64.0,,0.64,59.52
2019-09-21,81,64.0,,0.64,51.84
2019-09-22,82,64.0,,0.64,52.480000000000004
2019-09-23,94,64.0,,0.64,60.160000000000004
2019-09-24,97,64.0,,0.64,62.08
2019-09-25,96,64.0,,0.64,61.44
2019-09-26,100,64.0,,0.64,64.0
2019-09-27,92,64.0,,0.64,58.88
2019-09-28,81,64.0,,0.64,51.84
2019-09-29,84,64.0,,0.64,53.76
2019-09-30,95,64.0,,0.64,60.800000000000004
2019-10-01,96,64.0,False,0.64,61.44
2019-10-02,95,64.0,,0.64,60.800000000000004
2019-10-03,89,64.0,,0.64,56.96
2019-10-04,85,64.0,,0.64,54.4
2019-10-05,78,64.0,,0.64,49.92
2019-10-06,83,64.0,,0.64,53.120000000000005
2019-10-07,100,64.0,,0.64,64.0
2019-10-08,90,64.0,,0.64,57.6
2019-10-09,89,64.0,,0.64,56.96
2019-10-10,80,64.0,,0.64,51.2
2019-10-11,84,64.0,,0.64,53.76
2019-10-12,79,64.0,,0.64,50.56
2019-10-13,79,64.0,,0.64,50.56
2019-10-14,92,64.0,,0.64,58.88
2019-10-15,95,64.0,,0.64,60.800000000000004
2019-10-16,87,64.0,,0.64,55.68
2019-10-17,84,64.0,,0.64,53.76
2019-10-18,87,64.0,,0.64,55.68
2019-10-19,73,64.0,,0.64,46.72
2019-10-20,79,64.0,,0.64,50.56
2019-10-21,88,64.0,,0.64,56.32
2019-10-22,89,64.0,,0.64,56.96
2019-10-23,89,64.0,,0.64,56.96
2019-10-24,83,64.0,,0.64,53.120000000000005
2019-10-25,75,64.0,,0.64,48.0
2019-10-26,74,64.0,,0.64,47.36
2019-10-27,74,64.0,,0.64,47.36
2019-10-28,93,64.0,,0.64,59.52
2019-10-29,88,64.0,,0.64,56.32
2019-10-30,85,64.0,,0.64,54.4
2019-10-31,81,64.0,,0.64,51.84
2019-11-01,79,64.0,False,0.64,50.56
2019-11-02,75,64.0,,0.64,48.0
2019-11-03,83,64.0,,0.64,53.120000000000005
2019-11-04,91,64.0,,0.64,58.24
2019-11-05,83,64.0,,0.64,53.120000000000005
2019-11-06,80,64.0,,0.64,51.2
2019-11-07,86,64.0,,0.64,55.04
2019-11-08,81,64.0,,0.64,51.84
2019-11-09,83,64.0,,0.64,53.120000000000005
2019-11-10,73,64.0,,0.64,46.72
2019-11-11,92,64.0,,0.64,58.88
2019-11-12,86,64.0,,0.64,55.04
2019-11-13,84,64.0,,0.64,53.76
2019-11-14,87,64.0,,0.64,55.68
2019-11-15,81,64.0,,0.64,51.84
2019-11-16,78,64.0,,0.64,49.92
2019-11-17,80,64.0,,0.64,51.2
2019-11-18,92,64.0,,0.64,58.88
2019-11-19,100,64.0,,0.64,64.0
2019-11-20,88,64.0,,0.64,56.32
2019-11-21,78,64.0,,0.64,49.92
2019-11-22,81,64.0,,0.64,51.84
2019-11-23,72,64.0,,0.64,46.08
2019-11-24,83,64.0,,0.64,53.120000000000005
2019-11-25,86,64.0,,0.64,55.04
2019-11-26,87,64.0,,0.64,55.68
2019-11-27,81,64.0,,0.64,51.84
2019-11-28,69,64.0,,0.64,44.160000000000004
2019-11-29,87,64.0,,0.64,55.68
2019-11-30,92,64.0,,0.64,58.88
2019-12-01,72,75.0,False,0.75,54.0
2019-12-02,79,75.0,,0.75,59.25
2019-12-03,79,75.0,,0.75,59.25
2019-12-04,76,75.0,,0.75,57.0
2019-12-05,72,75.0,,0.75,54.0
2019-12-06,73,75.0,,0.75,54.75
2019-12-07,64,75.0,,0.75,48.0
2019-12-08,60,75.0,,0.75,45.0
2019-12-09,71,75.0,,0.75,53.25
2019-12-10,75,75.0,,0.75,56.25
2019-12-11,73,75.0,,0.75,54.75
2019-12-12,70,75.0,,0.75,52.5
2019-12-13,71,75.0,,0.75,53.25
2019-12-14,73,75.0,,0.75,54.75
2019-12-15,73,75.0,,0.75,54.75
2019-12-16,77,75.0,,0.75,57.75
2019-12-17,75,75.0,,0.75,56.25
2019-12-18,71,75.0,,0.75,53.25
2019-12-19,78,75.0,,0.75,58.5
2019-12-20,71,75.0,,0.75,53.25
2019-12-21,69,75.0,,0.75,51.75
2019-12-22,71,75.0,,0.75,53.25
2019-12-23,78,75.0,,0.75,58.5
2019-12-24,65,75.0,,0.75,48.75
2019-12-25,70,75.0,,0.75,52.5
2019-12-26,100,75.0,,0.75,75.0
2019-12-27,94,75.0,,0.75,70.5
2019-12-28,89,75.0,,0.75,66.75
2019-12-29,84,75.0,,0.75,63.0
2019-12-30,87,75.0,,0.75,65.25
2019-12-31,78,75.0,,0.75,58.5
2020-01-01,64,87.0,False,0.87,55.68
2020-01-02,86,87.0,,0.87,74.82
2020-01-03,76,87.0,,0.87,66.12
2020-01-04,78,87.0,,0.87,67.86
2020-01-05,74,87.0,,0.87,64.38
2020-01-06,79,87.0,,0.87,68.73
2020-01-07,82,87.0,,0.87,71.34
2020-01-08,78,87.0,,0.87,67.86
2020-01-09,75,87.0,,0.87,65.25
2020-01-10,72,87.0,,0.87,62.64
2020-01-11,71,87.0,,0.87,61.77
2020-01-12,64,87.0,,0.87,55.68
2020-01-13,77,87.0,,0.87,66.99
2020-01-14,74,87.0,,0.87,64.38
2020-01-15,75,87.0,,0.87,65.25
2020-01-16,75,87.0,,0.87,65.25
2020-01-17,78,87.0,,0.87,67.86
2020-01-18,69,87.0,,0.87,60.03
2020-01-19,66,87.0,,0.87,57.42
2020-01-20,76,87.0,,0.87,66.12
2020-01-21,83,87.0,,0.87,72.21
2020-01-22,87,87.0,,0.87,75.69
2020-01-23,88,87.0,,0.87,76.56
2020-01-24,82,87.0,,0.87,71.34
2020-01-25,73,87.0,,0.87,63.51
2020-01-26,68,87.0,,0.87,59.16
2020-01-27,94,87.0,,0.87,81.78
2020-01-28,100,87.0,,0.87,87.0
2020-01-29,95,87.0,,0.87,82.65
2020-01-30,98,87.0,,0.87,85.26
2020-01-31,92,87.0,,0.87,80.04
2020-02-01,86,100.0,False,1.0,86.0
2020-02-02,79,100.0,,1.0,79.0
2020-02-03,86,100.0,,1.0,86.0
2020-02-04,91,100.0,,1.0,91.0
2020-02-05,89,100.0,,1.0,89.0
2020-02-06,85,100.0,,1.0,85.0
2020-02-07,85,100.0,,1.0,85.0
2020-02-08,81,100.0,,1.0,81.0
2020-02-09,77,100.0,,1.0,77.0
2020-02-10,89,100.0,,1.0,89.0
2020-02-11,87,100.0,,1.0,87.0
2020-02-12,85,100.0,,1.0,85.0
2020-02-13,86,100.0,,1.0,86.0
2020-02-14,78,100.0,,1.0,78.0
2020-02-15,80,100.0,,1.0,80.0
2020-02-16,88,100.0,,1.0,88.0
2020-02-17,99,100.0,,1.0,99.0
2020-02-18,96,100.0,,1.0,96.0
2020-02-19,100,100.0,,1.0,100.0
2020-02-20,94,100.0,,1.0,94.0
2020-02-21,95,100.0,,1.0,95.0
2020-02-22,86,100.0,,1.0,86.0
2020-02-23,79,100.0,,1.0,79.0
2020-02-24,90,100.0,,1.0,90.0
2020-02-25,88,100.0,,1.0,88.0
2020-02-26,86,100.0,,1.0,86.0
2020-02-27,80,100.0,,1.0,80.0
2020-02-28,76,100.0,,1.0,76.0
2020-02-29,74,100.0,,1.0,74.0
2020-03-01,87,83.0,False,0.83,72.21
2020-03-02,98,83.0,,0.83,81.33999999999999
2020-03-03,99,83.0,,0.83,82.17
2020-03-04,95,83.0,,0.83,78.85
2020-03-05,96,83.0,,0.83,79.67999999999999
2020-03-06,87,83.0,,0.83,72.21
2020-03-07,83,83.0,,0.83,68.89
2020-03-08,79,83.0,,0.83,65.57
2020-03-09,90,83.0,,0.83,74.7
2020-03-10,93,83.0,,0.83,77.19
2020-03-11,90,83.0,,0.83,74.7
2020-03-12,79,83.0,,0.83,65.57
2020-03-13,76,83.0,,0.83,63.08
2020-03-14,85,83.0,,0.83,70.55
2020-03-15,74,83.0,,0.83,61.419999999999995
2020-03-16,78,83.0,,0.83,64.74
2020-03-17,86,83.0,,0.83,71.38
2020-03-18,88,83.0,,0.83,73.03999999999999
2020-03-19,88,83.0,,0.83,73.03999999999999
2020-03-20,88,83.0,,0.83,73.03999999999999
2020-03-21,78,83.0,,0.83,64.74
2020-03-22,74,83.0,,0.83,61.419999999999995
2020-03-23,81,83.0,,0.83,67.22999999999999
2020-03-24,83,83.0,,0.83,68.89
2020-03-25,87,83.0,,0.83,72.21
2020-03-26,97,83.0,,0.83,80.50999999999999
2020-03-27,97,83.0,,0.83,80.50999999999999
2020-03-28,90,83.0,,0.83,74.7
2020-03-29,86,83.0,,0.83,71.38
2020-03-30,90,83.0,,0.83,74.7
2020-03-31,100,83.0,,0.83,83.0
2020-04-01,70,87.0,False,0.87,60.9
2020-04-02,72,87.0,,0.87,62.64
2020-04-03,63,87.0,,0.87,54.81
2020-04-04,59,87.0,,0.87,51.33
2020-04-05,55,87.0,,0.87,47.85
2020-04-06,61,87.0,,0.87,53.07
2020-04-07,62,87.0,,0.87,53.94
2020-04-08,64,87.0,,0.87,55.68
2020-04-09,66,87.0,,0.87,57.42
2020-04-10,64,87.0,,0.87,55.68
2020-04-11,59,87.0,,0.87,51.33
2020-04-12,57,87.0,,0.87,49.589999999999996
2020-04-13,76,87.0,,0.87,66.12
2020-04-14,78,87.0,,0.87,67.86
2020-04-15,100,87.0,,0.87,87.0
2020-04-16,87,87.0,,0.87,75.69
2020-04-17,72,87.0,,0.87,62.64
2020-04-18,62,87.0,,0.87,53.94
2020-04-19,55,87.0,,0.87,47.85
2020-04-20,64,87.0,,0.87,55.68
2020-04-21,65,87.0,,0.87,56.55
2020-04-22,66,87.0,,0.87,57.42
2020-04-23,64,87.0,,0.87,55.68
2020-04-24,59,87.0,,0.87,51.33
2020-04-25,55,87.0,,0.87,47.85
2020-04-26,52,87.0,,0.87,45.24
2020-04-27,65,87.0,,0.87,56.55
2020-04-28,66,87.0,,0.87,57.42
2020-04-29,64,87.0,,0.87,55.68
2020-04-30,65,87.0,,0.87,56.55
2020-05-01,85,81.0,False,0.81,68.85000000000001
2020-05-02,83,81.0,,0.81,67.23
2020-05-03,85,81.0,,0.81,68.85000000000001
2020-05-04,96,81.0,,0.81,77.76
2020-05-05,97,81.0,,0.81,78.57000000000001
2020-05-06,99,81.0,,0.81,80.19000000000001
2020-05-07,93,81.0,,0.81,75.33
2020-05-08,89,81.0,,0.81,72.09
2020-05-09,81,81.0,,0.81,65.61
2020-05-10,72,81.0,,0.81,58.32000000000001
2020-05-11,100,81.0,,0.81,81.0
2020-05-12,97,81.0,,0.81,78.57000000000001
2020-05-13,99,81.0,,0.81,80.19000000000001
2020-05-14,86,81.0,,0.81,69.66000000000001
2020-05-15,90,81.0,,0.81,72.9
2020-05-16,84,81.0,,0.81,68.04
2020-05-17,77,81.0,,0.81,62.370000000000005
2020-05-18,90,81.0,,0.81,72.9
2020-05-19,92,81.0,,0.81,74.52000000000001
2020-05-20,95,81.0,,0.81,76.95
2020-05-21,89,81.0,,0.81,72.09
2020-05-22,88,81.0,,0.81,71.28
2020-05-23,79,81.0,,0.81,63.99
2020-05-24,73,81.0,,0.81,59.13
2020-05-25,76,81.0,,0.81,61.56
2020-05-26,92,81.0,,0.81,74.52000000000001
2020-05-27,96,81.0,,0.81,77.76
2020-05-28,90,81.0,,0.81,72.9
2020-05-29,82,81.0,,0.81,66.42
2020-05-30,81,81.0,,0.81,65.61
2020-05-31,85,81.0,,0.81,68.85000000000001
2020-06-01,86,76.0,False,0.76,65.36
2020-06-02,87,76.0,,0.76,66.12
2020-06-03,91,76.0,,0.76,69.16
2020-06-04,93,76.0,,0.76,70.68
2020-06-05,92,76.0,,0.76,69.92
2020-06-06,78,76.0,,0.76,59.28
2020-06-07,80,76.0,,0.76,60.8
2020-06-08,91,76.0,,0.76,69.16
2020-06-09,100,76.0,,0.76,76.0
2020-06-10,91,76.0,,0.76,69.16
2020-06-11,85,76.0,,0.76,64.6
2020-06-12,84,76.0,,0.76,63.84
2020-06-13,81,76.0,,0.76,61.56
2020-06-14,77,76.0,,0.76,58.52
2020-06-15,93,76.0,,0.76,70.68
2020-06-16,89,76.0,,0.76,67.64
2020-06-17,88,76.0,,0.76,66.88
2020-06-18,89,76.0,,0.76,67.64
2020-06-19,88,76.0,,0.76,66.88
2020-06-20,77,76.0,,0.76,58.52
2020-06-21,69,76.0,,0.76,52.44
2020-06-22,87,76.0,,0.76,66.12
2020-06-23,92,76.0,,0.76,69.92
2020-06-24,89,76.0,,0.76,67.64
2020-06-25,88,76.0,,0.76,66.88
2020-06-26,85,76.0,,0.76,64.6
2020-06-27,73,76.0,,0.76,55.480000000000004
2020-06-28,78,76.0,,0.76,59.28
2020-06-29,90,76.0,,0.76,68.4
2020-06-30,91,76.0,,0.76,69.16
2020-07-01,73,80.0,False,0.8,58.400000000000006
2020-07-02,66,80.0,,0.8,52.800000000000004
2020-07-03,64,80.0,,0.8,51.2
2020-07-04,54,80.0,,0.8,43.2
2020-07-05,60,80.0,,0.8,48.0
2020-07-06,73,80.0,,0.8,58.400000000000006
2020-07-07,73,80.0,,0.8,58.400000000000006
2020-07-08,75,80.0,,0.8,60.0
2020-07-09,75,80.0,,0.8,60.0
2020-07-10,73,80.0,,0.8,58.400000000000006
2020-07-11,66,80.0,,0.8,52.800000000000004
2020-07-12,66,80.0,,0.8,52.800000000000004
2020-07-13,86,80.0,,0.8,68.8
2020-07-14,96,80.0,,0.8,76.80000000000001
2020-07-15,100,80.0,,0.8,80.0
2020-07-16,80,80.0,,0.8,64.0
2020-07-17,65,80.0,,0.8,52.0
2020-07-18,61,80.0,,0.8,48.800000000000004
2020-07-19,58,80.0,,0.8,46.400000000000006
2020-07-20,71,80.0,,0.8,56.800000000000004
2020-07-21,67,80.0,,0.8,53.6
2020-07-22,65,80.0,,0.8,52.0
2020-07-23,65,80.0,,0.8,52.0
2020-07-24,69,80.0,,0.8,55.2
2020-07-25,54,80.0,,0.8,43.2
2020-07-26,63,80.0,,0.8,50.400000000000006
2020-07-27,69,80.0,,0.8,55.2
2020-07-28,69,80.0,,0.8,55.2
2020-07-29,69,80.0,,0.8,55.2
2020-07-30,67,80.0,,0.8,53.6
2020-07-31,64,80.0,,0.8,51.2
2020-08-01,57,70.0,False,0.7,39.9
2020-08-02,100,70.0,,0.7,70.0
2020-08-03,64,70.0,,0.7,44.8
2020-08-04,56,70.0,,0.7,39.199999999999996
2020-08-05,56,70.0,,0.7,39.199999999999996
2020-08-06,53,70.0,,0.7,37.099999999999994
2020-08-07,51,70.0,,0.7,35.699999999999996
2020-08-08,49,70.0,,0.7,34.3
2020-08-09,47,70.0,,0.7,32.9
2020-08-10,55,70.0,,0.7,38.5
2020-08-11,55,70.0,,0.7,38.5
2020-08-12,52,70.0,,0.7,36.4
2020-08-13,52,70.0,,0.7,36.4
2020-08-14,50,70.0,,0.7,35.0
2020-08-15,47,70.0,,0.7,32.9
2020-08-16,45,70.0,,0.7,31.499999999999996
2020-08-17,52,70.0,,0.7,36.4
2020-08-18,52,70.0,,0.7,36.4
2020-08-19,52,70.0,,0.7,36.4
2020-08-20,53,70.0,,0.7,37.099999999999994
2020-08-21,49,70.0,,0.7,34.3
2020-08-22,45,70.0,,0.7,31.499999999999996
2020-08-23,47,70.0,,0.7,32.9
2020-08-24,51,70.0,,0.7,35.699999999999996
2020-08-25,50,70.0,,0.7,35.0
2020-08-26,50,70.0,,0.7,35.0
2020-08-27,48,70.0,,0.7,33.599999999999994
2020-08-28,47,70.0,,0.7,32.9
2020-08-29,44,70.0,,0.7,30.799999999999997
2020-08-30,47,70.0,,0.7,32.9
2020-08-31,50,70.0,,0.7,35.0
2020-09-01,68,68.0,False,0.68,46.24
2020-09-02,65,68.0,,0.68,44.2
2020-09-03,65,68.0,,0.68,44.2
2020-09-04,64,68.0,,0.68,43.52
2020-09-05,59,68.0,,0.68,40.120000000000005
2020-09-06,59,68.0,,0.68,40.120000000000005
2020-09-07,62,68.0,,0.68,42.160000000000004
2020-09-08,66,68.0,,0.68,44.88
2020-09-09,69,68.0,,0.68,46.92
2020-09-10,64,68.0,,0.68,43.52
2020-09-11,65,68.0,,0.68,44.2
2020-09-12,61,68.0,,0.68,41.480000000000004
2020-09-13,61,68.0,,0.68,41.480000000000004
2020-09-14,69,68.0,,0.68,46.92
2020-09-15,70,68.0,,0.68,47.6
2020-09-16,67,68.0,,0.68,45.56
2020-09-17,68,68.0,,0.68,46.24
2020-09-18,63,68.0,,0.68,42.84
2020-09-19,60,68.0,,0.68,40.800000000000004
2020-09-20,60,68.0,,0.68,40.800000000000004
2020-09-21,72,68.0,,0.68,48.96
2020-09-22,68,68.0,,0.68,46.24
2020-09-23,68,68.0,,0.68,46.24
2020-09-24,69,68.0,,0.68,46.92
2020-09-25,71,68.0,,0.68,48.28
2020-09-26,100,68.0,,0.68,68.0
2020-09-27,70,68.0,,0.68,47.6
2020-09-28,79,68.0,,0.68,53.720000000000006
2020-09-29,79,68.0,,0.68,53.720000000000006
2020-09-30,71,68.0,,0.68,48.28
2020-10-01,95,68.0,False,0.68,64.60000000000001
2020-10-02,80,68.0,,0.68,54.400000000000006
2020-10-03,79,68.0,,0.68,53.720000000000006
2020-10-04,78,68.0,,0.68,53.040000000000006
2020-10-05,98,68.0,,0.68,66.64
2020-10-06,97,68.0,,0.68,65.96000000000001
2020-10-07,93,68.0,,0.68,63.24
2020-10-08,84,68.0,,0.68,57.120000000000005
2020-10-09,85,68.0,,0.68,57.800000000000004
2020-10-10,76,68.0,,0.68,51.68000000000001
2020-10-11,82,68.0,,0.68,55.760000000000005
2020-10-12,91,68.0,,0.68,61.88
2020-10-13,97,68.0,,0.68,65.96000000000001
2020-10-14,99,68.0,,0.68,67.32000000000001
2020-10-15,100,68.0,,0.68,68.0
2020-10-16,90,68.0,,0.68,61.2
2020-10-17,81,68.0,,0.68,55.080000000000005
2020-10-18,79,68.0,,0.68,53.720000000000006
2020-10-19,96,68.0,,0.68,65.28
2020-10-20,97,68.0,,0.68,65.96000000000001
2020-10-21,89,68.0,,0.68,60.52
2020-10-22,94,68.0,,0.68,63.92
2020-10-23,87,68.0,,0.68,59.160000000000004
2020-10-24,77,68.0,,0.68,52.36000000000001
2020-10-25,82,68.0,,0.68,55.760000000000005
2020-10-26,94,68.0,,0.68,63.92
2020-10-27,87,68.0,,0.68,59.160000000000004
2020-10-28,91,68.0,,0.68,61.88
2020-10-29,92,68.0,,0.68,62.56
2020-10-30,86,68.0,,0.68,58.480000000000004
2020-10-31,82,68.0,,0.68,55.760000000000005
2020-11-01,83,63.0,True,0.63,52.29
2020-11-02,90,63.0,,0.63,56.7
2020-11-03,91,63.0,,0.63,57.33
2020-11-04,52,63.0,,0.63,32.76
2020-11-05,65,63.0,,0.63,40.95
2020-11-06,70,63.0,,0.63,44.1
2020-11-07,65,63.0,,0.63,40.95
2020-11-08,72,63.0,,0.63,45.36
2020-11-09,91,63.0,,0.63,57.33
2020-11-10,88,63.0,,0.63,55.44
2020-11-11,92,63.0,,0.63,57.96
2020-11-12,86,63.0,,0.63,54.18
2020-11-13,90,63.0,,0.63,56.7
2020-11-14,87,63.0,,0.63,54.81
2020-11-15,83,63.0,,0.63,52.29
2020-11-16,94,63.0,,0.63,59.22
2020-11-17,100,63.0,,0.63,63.0
2020-11-18,92,63.0,,0.63,57.96
2020-11-19,90,63.0,,0.63,56.7
2020-11-20,88,63.0,,0.63,55.44
2020-11-21,78,63.0,,0.63,49.14
2020-11-22,87,63.0,,0.63,54.81
2020-11-23,90,63.0,,0.63,56.7
2020-11-24,94,63.0,,0.63,59.22
2020-11-25,86,63.0,,0.63,54.18
2020-11-26,67,63.0,,0.63,42.21
2020-11-27,87,63.0,,0.63,54.81
2020-11-28,95,63.0,,0.63,59.85
