date,forex_unscaled,forex_monthly,isPartial,scale,forex
2013-11-27,83,24.0,,0.24,19.919999999999998
2013-11-28,51,24.0,,0.24,12.24
2013-11-29,42,24.0,,0.24,10.08
2013-11-30,60,24.0,,0.24,14.399999999999999
2013-12-01,67,22.0,False,0.22,14.74
2013-12-02,58,22.0,,0.22,12.76
2013-12-03,79,22.0,,0.22,17.38
2013-12-04,49,22.0,,0.22,10.78
2013-12-05,79,22.0,,0.22,17.38
2013-12-06,78,22.0,,0.22,17.16
2013-12-07,41,22.0,,0.22,9.02
2013-12-08,45,22.0,,0.22,9.9
2013-12-09,60,22.0,,0.22,13.2
2013-12-10,76,22.0,,0.22,16.72
2013-12-11,65,22.0,,0.22,14.3
2013-12-12,89,22.0,,0.22,19.580000000000002
2013-12-13,72,22.0,,0.22,15.84
2013-12-14,60,22.0,,0.22,13.2
2013-12-15,42,22.0,,0.22,9.24
2013-12-16,65,22.0,,0.22,14.3
2013-12-17,100,22.0,,0.22,22.0
2013-12-18,80,22.0,,0.22,17.6
2013-12-19,69,22.0,,0.22,15.18
2013-12-20,73,22.0,,0.22,16.06
2013-12-21,64,22.0,,0.22,14.08
2013-12-22,42,22.0,,0.22,9.24
2013-12-23,66,22.0,,0.22,14.52
2013-12-24,67,22.0,,0.22,14.74
2013-12-25,68,22.0,,0.22,14.96
2013-12-26,87,22.0,,0.22,19.14
2013-12-27,59,22.0,,0.22,12.98
2013-12-28,52,22.0,,0.22,11.44
2013-12-29,67,22.0,,0.22,14.74
2013-12-30,96,22.0,,0.22,21.12
2013-12-31,69,22.0,,0.22,15.18
2014-01-01,64,23.0,False,0.23,14.72
2014-01-02,55,23.0,,0.23,12.65
2014-01-03,63,23.0,,0.23,14.49
2014-01-04,41,23.0,,0.23,9.43
2014-01-05,58,23.0,,0.23,13.34
2014-01-06,68,23.0,,0.23,15.64
2014-01-07,68,23.0,,0.23,15.64
2014-01-08,76,23.0,,0.23,17.48
2014-01-09,99,23.0,,0.23,22.77
2014-01-10,78,23.0,,0.23,17.94
2014-01-11,56,23.0,,0.23,12.88
2014-01-12,44,23.0,,0.23,10.120000000000001
2014-01-13,75,23.0,,0.23,17.25
2014-01-14,56,23.0,,0.23,12.88
2014-01-15,72,23.0,,0.23,16.560000000000002
2014-01-16,100,23.0,,0.23,23.0
2014-01-17,78,23.0,,0.23,17.94
2014-01-18,50,23.0,,0.23,11.5
2014-01-19,50,23.0,,0.23,11.5
2014-01-20,72,23.0,,0.23,16.560000000000002
2014-01-21,81,23.0,,0.23,18.630000000000003
2014-01-22,81,23.0,,0.23,18.630000000000003
2014-01-23,82,23.0,,0.23,18.86
2014-01-24,60,23.0,,0.23,13.8
2014-01-25,41,23.0,,0.23,9.43
2014-01-26,59,23.0,,0.23,13.57
2014-01-27,83,23.0,,0.23,19.09
2014-01-28,62,23.0,,0.23,14.26
2014-01-29,98,23.0,,0.23,22.540000000000003
2014-01-30,75,23.0,,0.23,17.25
2014-01-31,74,23.0,,0.23,17.02
2014-02-01,55,23.0,False,0.23,12.65
2014-02-02,57,23.0,,0.23,13.110000000000001
2014-02-03,67,23.0,,0.23,15.41
2014-02-04,67,23.0,,0.23,15.41
2014-02-05,100,23.0,,0.23,23.0
2014-02-06,81,23.0,,0.23,18.630000000000003
2014-02-07,69,23.0,,0.23,15.870000000000001
2014-02-08,54,23.0,,0.23,12.42
2014-02-09,57,23.0,,0.23,13.110000000000001
2014-02-10,47,23.0,,0.23,10.81
2014-02-11,43,23.0,,0.23,9.89
2014-02-12,61,23.0,,0.23,14.030000000000001
2014-02-13,58,23.0,,0.23,13.34
2014-02-14,50,23.0,,0.23,11.5
2014-02-15,51,23.0,,0.23,11.73
2014-02-16,47,23.0,,0.23,10.81
2014-02-17,54,23.0,,0.23,12.42
2014-02-18,64,23.0,,0.23,14.72
2014-02-19,68,23.0,,0.23,15.64
2014-02-20,85,23.0,,0.23,19.55
2014-02-21,56,23.0,,0.23,12.88
2014-02-22,55,23.0,,0.23,12.65
2014-02-23,80,23.0,,0.23,18.400000000000002
2014-02-24,57,23.0,,0.23,13.110000000000001
2014-02-25,76,23.0,,0.23,17.48
2014-02-26,54,23.0,,0.23,12.42
2014-02-27,88,23.0,,0.23,20.240000000000002
2014-02-28,78,23.0,,0.23,17.94
2014-03-01,93,24.0,False,0.24,22.32
2014-03-02,43,24.0,,0.24,10.32
2014-03-03,75,24.0,,0.24,18.0
2014-03-04,61,24.0,,0.24,14.639999999999999
2014-03-05,66,24.0,,0.24,15.84
2014-03-06,92,24.0,,0.24,22.08
2014-03-07,90,24.0,,0.24,21.599999999999998
2014-03-08,45,24.0,,0.24,10.799999999999999
2014-03-09,82,24.0,,0.24,19.68
2014-03-10,87,24.0,,0.24,20.88
2014-03-11,69,24.0,,0.24,16.56
2014-03-12,86,24.0,,0.24,20.64
2014-03-13,74,24.0,,0.24,17.759999999999998
2014-03-14,84,24.0,,0.24,20.16
2014-03-15,68,24.0,,0.24,16.32
2014-03-16,53,24.0,,0.24,12.719999999999999
2014-03-17,90,24.0,,0.24,21.599999999999998
2014-03-18,91,24.0,,0.24,21.84
2014-03-19,76,24.0,,0.24,18.24
2014-03-20,72,24.0,,0.24,17.28
2014-03-21,77,24.0,,0.24,18.48
2014-03-22,63,24.0,,0.24,15.12
2014-03-23,61,24.0,,0.24,14.639999999999999
2014-03-24,88,24.0,,0.24,21.119999999999997
2014-03-25,67,24.0,,0.24,16.08
2014-03-26,64,24.0,,0.24,15.36
2014-03-27,100,24.0,,0.24,24.0
2014-03-28,65,24.0,,0.24,15.6
2014-03-29,57,24.0,,0.24,13.68
2014-03-30,60,24.0,,0.24,14.399999999999999
2014-03-31,98,24.0,,0.24,23.52
2014-04-01,78,22.0,False,0.22,17.16
2014-04-02,84,22.0,,0.22,18.48
2014-04-03,77,22.0,,0.22,16.94
2014-04-04,80,22.0,,0.22,17.6
2014-04-05,39,22.0,,0.22,8.58
2014-04-06,53,22.0,,0.22,11.66
2014-04-07,76,22.0,,0.22,16.72
2014-04-08,68,22.0,,0.22,14.96
2014-04-09,54,22.0,,0.22,11.88
2014-04-10,60,22.0,,0.22,13.2
2014-04-11,62,22.0,,0.22,13.64
2014-04-12,76,22.0,,0.22,16.72
2014-04-13,65,22.0,,0.22,14.3
2014-04-14,61,22.0,,0.22,13.42
2014-04-15,52,22.0,,0.22,11.44
2014-04-16,58,22.0,,0.22,12.76
2014-04-17,100,22.0,,0.22,22.0
2014-04-18,73,22.0,,0.22,16.06
2014-04-19,10,22.0,,0.22,2.2
2014-04-20,47,22.0,,0.22,10.34
2014-04-21,72,22.0,,0.22,15.84
2014-04-22,46,22.0,,0.22,10.12
2014-04-23,88,22.0,,0.22,19.36
2014-04-24,59,22.0,,0.22,12.98
2014-04-25,74,22.0,,0.22,16.28
2014-04-26,40,22.0,,0.22,8.8
2014-04-27,39,22.0,,0.22,8.58
2014-04-28,54,22.0,,0.22,11.88
2014-04-29,64,22.0,,0.22,14.08
2014-04-30,64,22.0,,0.22,14.08
2014-05-01,55,22.0,False,0.22,12.1
2014-05-02,81,22.0,,0.22,17.82
2014-05-03,38,22.0,,0.22,8.36
2014-05-04,72,22.0,,0.22,15.84
2014-05-05,95,22.0,,0.22,20.9
2014-05-06,84,22.0,,0.22,18.48
2014-05-07,69,22.0,,0.22,15.18
2014-05-08,88,22.0,,0.22,19.36
2014-05-09,52,22.0,,0.22,11.44
2014-05-10,62,22.0,,0.22,13.64
2014-05-11,67,22.0,,0.22,14.74
2014-05-12,69,22.0,,0.22,15.18
2014-05-13,75,22.0,,0.22,16.5
2014-05-14,76,22.0,,0.22,16.72
2014-05-15,73,22.0,,0.22,16.06
2014-05-16,100,22.0,,0.22,22.0
2014-05-17,65,22.0,,0.22,14.3
2014-05-18,71,22.0,,0.22,15.62
2014-05-19,99,22.0,,0.22,21.78
2014-05-20,50,22.0,,0.22,11.0
2014-05-21,80,22.0,,0.22,17.6
2014-05-22,100,22.0,,0.22,22.0
2014-05-23,75,22.0,,0.22,16.5
2014-05-24,42,22.0,,0.22,9.24
2014-05-25,62,22.0,,0.22,13.64
2014-05-26,53,22.0,,0.22,11.66
2014-05-27,86,22.0,,0.22,18.92
2014-05-28,79,22.0,,0.22,17.38
2014-05-29,94,22.0,,0.22,20.68
2014-05-30,60,22.0,,0.22,13.2
2014-05-31,57,22.0,,0.22,12.540000000000001
2014-06-01,53,23.0,False,0.23,12.190000000000001
2014-06-02,61,23.0,,0.23,14.030000000000001
2014-06-03,57,23.0,,0.23,13.110000000000001
2014-06-04,65,23.0,,0.23,14.950000000000001
2014-06-05,58,23.0,,0.23,13.34
2014-06-06,51,23.0,,0.23,11.73
2014-06-07,27,23.0,,0.23,6.21
2014-06-08,27,23.0,,0.23,6.21
2014-06-09,94,23.0,,0.23,21.62
2014-06-10,66,23.0,,0.23,15.180000000000001
2014-06-11,72,23.0,,0.23,16.560000000000002
2014-06-12,37,23.0,,0.23,8.51
2014-06-13,47,23.0,,0.23,10.81
2014-06-14,64,23.0,,0.23,14.72
2014-06-15,44,23.0,,0.23,10.120000000000001
2014-06-16,54,23.0,,0.23,12.42
2014-06-17,41,23.0,,0.23,9.43
2014-06-18,100,23.0,,0.23,23.0
2014-06-19,51,23.0,,0.23,11.73
2014-06-20,87,23.0,,0.23,20.01
2014-06-21,37,23.0,,0.23,8.51
2014-06-22,54,23.0,,0.23,12.42
2014-06-23,84,23.0,,0.23,19.32
2014-06-24,58,23.0,,0.23,13.34
2014-06-25,49,23.0,,0.23,11.270000000000001
2014-06-26,54,23.0,,0.23,12.42
2014-06-27,79,23.0,,0.23,18.17
2014-06-28,26,23.0,,0.23,5.98
2014-06-29,75,23.0,,0.23,17.25
2014-06-30,75,23.0,,0.23,17.25
2014-07-01,63,23.0,False,0.23,14.49
2014-07-02,97,23.0,,0.23,22.310000000000002
2014-07-03,74,23.0,,0.23,17.02
2014-07-04,64,23.0,,0.23,14.72
2014-07-05,60,23.0,,0.23,13.8
2014-07-06,56,23.0,,0.23,12.88
2014-07-07,70,23.0,,0.23,16.1
2014-07-08,73,23.0,,0.23,16.79
2014-07-09,72,23.0,,0.23,16.560000000000002
2014-07-10,59,23.0,,0.23,13.57
2014-07-11,82,23.0,,0.23,18.86
2014-07-12,62,23.0,,0.23,14.26
2014-07-13,31,23.0,,0.23,7.13
2014-07-14,83,23.0,,0.23,19.09
2014-07-15,81,23.0,,0.23,18.630000000000003
2014-07-16,75,23.0,,0.23,17.25
2014-07-17,64,23.0,,0.23,14.72
2014-07-18,52,23.0,,0.23,11.96
2014-07-19,37,23.0,,0.23,8.51
2014-07-20,46,23.0,,0.23,10.58
2014-07-21,59,23.0,,0.23,13.57
2014-07-22,65,23.0,,0.23,14.950000000000001
2014-07-23,82,23.0,,0.23,18.86
2014-07-24,66,23.0,,0.23,15.180000000000001
2014-07-25,66,23.0,,0.23,15.180000000000001
2014-07-26,45,23.0,,0.23,10.35
2014-07-27,71,23.0,,0.23,16.330000000000002
2014-07-28,82,23.0,,0.23,18.86
2014-07-29,74,23.0,,0.23,17.02
2014-07-30,81,23.0,,0.23,18.630000000000003
2014-07-31,100,23.0,,0.23,23.0
2014-08-01,66,22.0,False,0.22,14.52
2014-08-02,57,22.0,,0.22,12.540000000000001
2014-08-03,52,22.0,,0.22,11.44
2014-08-04,89,22.0,,0.22,19.580000000000002
2014-08-05,63,22.0,,0.22,13.86
2014-08-06,77,22.0,,0.22,16.94
2014-08-07,63,22.0,,0.22,13.86
2014-08-08,54,22.0,,0.22,11.88
2014-08-09,70,22.0,,0.22,15.4
2014-08-10,55,22.0,,0.22,12.1
2014-08-11,66,22.0,,0.22,14.52
2014-08-12,72,22.0,,0.22,15.84
2014-08-13,76,22.0,,0.22,16.72
2014-08-14,51,22.0,,0.22,11.22
2014-08-15,65,22.0,,0.22,14.3
2014-08-16,54,22.0,,0.22,11.88
2014-08-17,100,22.0,,0.22,22.0
2014-08-18,80,22.0,,0.22,17.6
2014-08-19,48,22.0,,0.22,10.56
2014-08-20,57,22.0,,0.22,12.540000000000001
2014-08-21,67,22.0,,0.22,14.74
2014-08-22,64,22.0,,0.22,14.08
2014-08-23,89,22.0,,0.22,19.580000000000002
2014-08-24,74,22.0,,0.22,16.28
2014-08-25,66,22.0,,0.22,14.52
2014-08-26,68,22.0,,0.22,14.96
2014-08-27,75,22.0,,0.22,16.5
2014-08-28,74,22.0,,0.22,16.28
2014-08-29,59,22.0,,0.22,12.98
2014-08-30,44,22.0,,0.22,9.68
2014-08-31,72,22.0,,0.22,15.84
2014-09-01,64,24.0,False,0.24,15.36
2014-09-02,95,24.0,,0.24,22.8
2014-09-03,63,24.0,,0.24,15.12
2014-09-04,64,24.0,,0.24,15.36
2014-09-05,68,24.0,,0.24,16.32
2014-09-06,49,24.0,,0.24,11.76
2014-09-07,61,24.0,,0.24,14.639999999999999
2014-09-08,80,24.0,,0.24,19.2
2014-09-09,64,24.0,,0.24,15.36
2014-09-10,89,24.0,,0.24,21.36
2014-09-11,78,24.0,,0.24,18.72
2014-09-12,78,24.0,,0.24,18.72
2014-09-13,71,24.0,,0.24,17.04
2014-09-14,61,24.0,,0.24,14.639999999999999
2014-09-15,93,24.0,,0.24,22.32
2014-09-16,79,24.0,,0.24,18.96
2014-09-17,83,24.0,,0.24,19.919999999999998
2014-09-18,78,24.0,,0.24,18.72
2014-09-19,76,24.0,,0.24,18.24
2014-09-20,94,24.0,,0.24,22.56
2014-09-21,67,24.0,,0.24,16.08
2014-09-22,65,24.0,,0.24,15.6
2014-09-23,99,24.0,,0.24,23.759999999999998
2014-09-24,98,24.0,,0.24,23.52
2014-09-25,89,24.0,,0.24,21.36
2014-09-26,85,24.0,,0.24,20.4
2014-09-27,51,24.0,,0.24,12.24
2014-09-28,100,24.0,,0.24,24.0
2014-09-29,61,24.0,,0.24,14.639999999999999
2014-09-30,55,24.0,,0.24,13.2
2014-10-01,85,23.0,False,0.23,19.55
2014-10-02,44,23.0,,0.23,10.120000000000001
2014-10-03,71,23.0,,0.23,16.330000000000002
2014-10-04,53,23.0,,0.23,12.190000000000001
2014-10-05,65,23.0,,0.23,14.950000000000001
2014-10-06,75,23.0,,0.23,17.25
2014-10-07,68,23.0,,0.23,15.64
2014-10-08,76,23.0,,0.23,17.48
2014-10-09,91,23.0,,0.23,20.93
2014-10-10,54,23.0,,0.23,12.42
2014-10-11,48,23.0,,0.23,11.040000000000001
2014-10-12,82,23.0,,0.23,18.86
2014-10-13,80,23.0,,0.23,18.400000000000002
2014-10-14,78,23.0,,0.23,17.94
2014-10-15,68,23.0,,0.23,15.64
2014-10-16,92,23.0,,0.23,21.16
2014-10-17,57,23.0,,0.23,13.110000000000001
2014-10-18,89,23.0,,0.23,20.470000000000002
2014-10-19,34,23.0,,0.23,7.82
2014-10-20,60,23.0,,0.23,13.8
2014-10-21,54,23.0,,0.23,12.42
2014-10-22,77,23.0,,0.23,17.71
2014-10-23,83,23.0,,0.23,19.09
2014-10-24,56,23.0,,0.23,12.88
2014-10-25,62,23.0,,0.23,14.26
2014-10-26,69,23.0,,0.23,15.870000000000001
2014-10-27,81,23.0,,0.23,18.630000000000003
2014-10-28,100,23.0,,0.23,23.0
2014-10-29,86,23.0,,0.23,19.78
2014-10-30,52,23.0,,0.23,11.96
2014-10-31,85,23.0,,0.23,19.55
2014-11-01,56,24.0,False,0.24,13.44
2014-11-02,48,24.0,,0.24,11.52
2014-11-03,54,24.0,,0.24,12.959999999999999
2014-11-04,76,24.0,,0.24,18.24
2014-11-05,45,24.0,,0.24,10.799999999999999
2014-11-06,47,24.0,,0.24,11.28
2014-11-07,55,24.0,,0.24,13.2
2014-11-08,52,24.0,,0.24,12.48
2014-11-09,34,24.0,,0.24,8.16
2014-11-10,55,24.0,,0.24,13.2
2014-11-11,62,24.0,,0.24,14.879999999999999
2014-11-12,100,24.0,,0.24,24.0
2014-11-13,65,24.0,,0.24,15.6
2014-11-14,56,24.0,,0.24,13.44
2014-11-15,42,24.0,,0.24,10.08
2014-11-16,53,24.0,,0.24,12.719999999999999
2014-11-17,66,24.0,,0.24,15.84
2014-11-18,66,24.0,,0.24,15.84
2014-11-19,57,24.0,,0.24,13.68
2014-11-20,69,24.0,,0.24,16.56
2014-11-21,69,24.0,,0.24,16.56
2014-11-22,55,24.0,,0.24,13.2
2014-11-23,44,24.0,,0.24,10.559999999999999
2014-11-24,37,24.0,,0.24,8.879999999999999
2014-11-25,65,24.0,,0.24,15.6
2014-11-26,61,24.0,,0.24,14.639999999999999
2014-11-27,53,24.0,,0.24,12.719999999999999
2014-11-28,43,24.0,,0.24,10.32
2014-11-29,49,24.0,,0.24,11.76
2014-11-30,39,24.0,,0.24,9.36
2014-12-01,53,24.0,False,0.24,12.719999999999999
2014-12-02,75,24.0,,0.24,18.0
2014-12-03,66,24.0,,0.24,15.84
2014-12-04,76,24.0,,0.24,18.24
2014-12-05,55,24.0,,0.24,13.2
2014-12-06,45,24.0,,0.24,10.799999999999999
2014-12-07,68,24.0,,0.24,16.32
2014-12-08,86,24.0,,0.24,20.64
2014-12-09,59,24.0,,0.24,14.16
2014-12-10,51,24.0,,0.24,12.24
2014-12-11,71,24.0,,0.24,17.04
2014-12-12,75,24.0,,0.24,18.0
2014-12-13,58,24.0,,0.24,13.92
2014-12-14,56,24.0,,0.24,13.44
2014-12-15,80,24.0,,0.24,19.2
2014-12-16,94,24.0,,0.24,22.56
2014-12-17,85,24.0,,0.24,20.4
2014-12-18,95,24.0,,0.24,22.8
2014-12-19,94,24.0,,0.24,22.56
2014-12-20,50,24.0,,0.24,12.0
2014-12-21,67,24.0,,0.24,16.08
2014-12-22,100,24.0,,0.24,24.0
2014-12-23,96,24.0,,0.24,23.04
2014-12-24,64,24.0,,0.24,15.36
2014-12-25,55,24.0,,0.24,13.2
2014-12-26,75,24.0,,0.24,18.0
2014-12-27,64,24.0,,0.24,15.36
2014-12-28,67,24.0,,0.24,16.08
2014-12-29,86,24.0,,0.24,20.64
2014-12-30,67,24.0,,0.24,16.08
2014-12-31,60,24.0,,0.24,14.399999999999999
2015-01-01,63,25.0,False,0.25,15.75
2015-01-02,67,25.0,,0.25,16.75
2015-01-03,36,25.0,,0.25,9.0
2015-01-04,59,25.0,,0.25,14.75
2015-01-05,74,25.0,,0.25,18.5
2015-01-06,58,25.0,,0.25,14.5
2015-01-07,74,25.0,,0.25,18.5
2015-01-08,90,25.0,,0.25,22.5
2015-01-09,72,25.0,,0.25,18.0
2015-01-10,47,25.0,,0.25,11.75
2015-01-11,75,25.0,,0.25,18.75
2015-01-12,64,25.0,,0.25,16.0
2015-01-13,75,25.0,,0.25,18.75
2015-01-14,85,25.0,,0.25,21.25
2015-01-15,97,25.0,,0.25,24.25
2015-01-16,96,25.0,,0.25,24.0
2015-01-17,85,25.0,,0.25,21.25
2015-01-18,77,25.0,,0.25,19.25
2015-01-19,97,25.0,,0.25,24.25
2015-01-20,67,25.0,,0.25,16.75
2015-01-21,100,25.0,,0.25,25.0
2015-01-22,99,25.0,,0.25,24.75
2015-01-23,79,25.0,,0.25,19.75
2015-01-24,78,25.0,,0.25,19.5
2015-01-25,74,25.0,,0.25,18.5
2015-01-26,95,25.0,,0.25,23.75
2015-01-27,84,25.0,,0.25,21.0
2015-01-28,67,25.0,,0.25,16.75
2015-01-29,89,25.0,,0.25,22.25
2015-01-30,78,25.0,,0.25,19.5
2015-01-31,69,25.0,,0.25,17.25
2015-02-01,66,22.0,False,0.22,14.52
2015-02-02,60,22.0,,0.22,13.2
2015-02-03,62,22.0,,0.22,13.64
2015-02-04,66,22.0,,0.22,14.52
2015-02-05,52,22.0,,0.22,11.44
2015-02-06,69,22.0,,0.22,15.18
2015-02-07,48,22.0,,0.22,10.56
2015-02-08,55,22.0,,0.22,12.1
2015-02-09,57,22.0,,0.22,12.540000000000001
2015-02-10,87,22.0,,0.22,19.14
2015-02-11,80,22.0,,0.22,17.6
2015-02-12,88,22.0,,0.22,19.36
2015-02-13,57,22.0,,0.22,12.540000000000001
2015-02-14,36,22.0,,0.22,7.92
2015-02-15,65,22.0,,0.22,14.3
2015-02-16,73,22.0,,0.22,16.06
2015-02-17,63,22.0,,0.22,13.86
2015-02-18,100,22.0,,0.22,22.0
2015-02-19,65,22.0,,0.22,14.3
2015-02-20,55,22.0,,0.22,12.1
2015-02-21,65,22.0,,0.22,14.3
2015-02-22,73,22.0,,0.22,16.06
2015-02-23,71,22.0,,0.22,15.62
2015-02-24,74,22.0,,0.22,16.28
2015-02-25,48,22.0,,0.22,10.56
2015-02-26,49,22.0,,0.22,10.78
2015-02-27,63,22.0,,0.22,13.86
2015-02-28,70,22.0,,0.22,15.4
2015-03-01,42,26.0,False,0.26,10.92
2015-03-02,66,26.0,,0.26,17.16
2015-03-03,67,26.0,,0.26,17.42
2015-03-04,73,26.0,,0.26,18.98
2015-03-05,75,26.0,,0.26,19.5
2015-03-06,43,26.0,,0.26,11.18
2015-03-07,60,26.0,,0.26,15.600000000000001
2015-03-08,53,26.0,,0.26,13.780000000000001
2015-03-09,59,26.0,,0.26,15.34
2015-03-10,63,26.0,,0.26,16.38
2015-03-11,81,26.0,,0.26,21.060000000000002
2015-03-12,100,26.0,,0.26,26.0
2015-03-13,64,26.0,,0.26,16.64
2015-03-14,48,26.0,,0.26,12.48
2015-03-15,61,26.0,,0.26,15.860000000000001
2015-03-16,60,26.0,,0.26,15.600000000000001
2015-03-17,78,26.0,,0.26,20.28
2015-03-18,79,26.0,,0.26,20.54
2015-03-19,90,26.0,,0.26,23.400000000000002
2015-03-20,84,26.0,,0.26,21.84
2015-03-21,65,26.0,,0.26,16.900000000000002
2015-03-22,58,26.0,,0.26,15.08
2015-03-23,66,26.0,,0.26,17.16
2015-03-24,56,26.0,,0.26,14.56
2015-03-25,65,26.0,,0.26,16.900000000000002
2015-03-26,71,26.0,,0.26,18.46
2015-03-27,73,26.0,,0.26,18.98
2015-03-28,48,26.0,,0.26,12.48
2015-03-29,71,26.0,,0.26,18.46
2015-03-30,90,26.0,,0.26,23.400000000000002
2015-03-31,68,26.0,,0.26,17.68
2015-04-01,85,25.0,False,0.25,21.25
2015-04-02,84,25.0,,0.25,21.0
2015-04-03,82,25.0,,0.25,20.5
2015-04-04,86,25.0,,0.25,21.5
2015-04-05,57,25.0,,0.25,14.25
2015-04-06,99,25.0,,0.25,24.75
2015-04-07,88,25.0,,0.25,22.0
2015-04-08,93,25.0,,0.25,23.25
2015-04-09,93,25.0,,0.25,23.25
2015-04-10,84,25.0,,0.25,21.0
2015-04-11,64,25.0,,0.25,16.0
2015-04-12,65,25.0,,0.25,16.25
2015-04-13,80,25.0,,0.25,20.0
2015-04-14,93,25.0,,0.25,23.25
2015-04-15,75,25.0,,0.25,18.75
2015-04-16,100,25.0,,0.25,25.0
2015-04-17,82,25.0,,0.25,20.5
2015-04-18,78,25.0,,0.25,19.5
2015-04-19,85,25.0,,0.25,21.25
2015-04-20,91,25.0,,0.25,22.75
2015-04-21,93,25.0,,0.25,23.25
2015-04-22,78,25.0,,0.25,19.5
2015-04-23,89,25.0,,0.25,22.25
2015-04-24,69,25.0,,0.25,17.25
2015-04-25,70,25.0,,0.25,17.5
2015-04-26,58,25.0,,0.25,14.5
2015-04-27,81,25.0,,0.25,20.25
2015-04-28,87,25.0,,0.25,21.75
2015-04-29,88,25.0,,0.25,22.0
2015-04-30,94,25.0,,0.25,23.5
2015-05-01,72,26.0,False,0.26,18.72
2015-05-02,60,26.0,,0.26,15.600000000000001
2015-05-03,57,26.0,,0.26,14.82
2015-05-04,56,26.0,,0.26,14.56
2015-05-05,63,26.0,,0.26,16.38
2015-05-06,50,26.0,,0.26,13.0
2015-05-07,81,26.0,,0.26,21.060000000000002
2015-05-08,82,26.0,,0.26,21.32
2015-05-09,37,26.0,,0.26,9.620000000000001
2015-05-10,76,26.0,,0.26,19.76
2015-05-11,59,26.0,,0.26,15.34
2015-05-12,67,26.0,,0.26,17.42
2015-05-13,58,26.0,,0.26,15.08
2015-05-14,100,26.0,,0.26,26.0
2015-05-15,47,26.0,,0.26,12.22
2015-05-16,59,26.0,,0.26,15.34
2015-05-17,70,26.0,,0.26,18.2
2015-05-18,91,26.0,,0.26,23.66
2015-05-19,69,26.0,,0.26,17.94
2015-05-20,90,26.0,,0.26,23.400000000000002
2015-05-21,79,26.0,,0.26,20.54
2015-05-22,90,26.0,,0.26,23.400000000000002
2015-05-23,53,26.0,,0.26,13.780000000000001
2015-05-24,69,26.0,,0.26,17.94
2015-05-25,92,26.0,,0.26,23.92
2015-05-26,67,26.0,,0.26,17.42
2015-05-27,89,26.0,,0.26,23.14
2015-05-28,68,26.0,,0.26,17.68
2015-05-29,54,26.0,,0.26,14.040000000000001
2015-05-30,62,26.0,,0.26,16.12
2015-05-31,70,26.0,,0.26,18.2
2015-06-01,45,25.0,False,0.25,11.25
2015-06-02,53,25.0,,0.25,13.25
2015-06-03,95,25.0,,0.25,23.75
2015-06-04,55,25.0,,0.25,13.75
2015-06-05,66,25.0,,0.25,16.5
2015-06-06,59,25.0,,0.25,14.75
2015-06-07,33,25.0,,0.25,8.25
2015-06-08,75,25.0,,0.25,18.75
2015-06-09,80,25.0,,0.25,20.0
2015-06-10,99,25.0,,0.25,24.75
2015-06-11,60,25.0,,0.25,15.0
2015-06-12,66,25.0,,0.25,16.5
2015-06-13,76,25.0,,0.25,19.0
2015-06-14,49,25.0,,0.25,12.25
2015-06-15,54,25.0,,0.25,13.5
2015-06-16,100,25.0,,0.25,25.0
2015-06-17,91,25.0,,0.25,22.75
2015-06-18,89,25.0,,0.25,22.25
2015-06-19,70,25.0,,0.25,17.5
2015-06-20,63,25.0,,0.25,15.75
2015-06-21,60,25.0,,0.25,15.0
2015-06-22,72,25.0,,0.25,18.0
2015-06-23,66,25.0,,0.25,16.5
2015-06-24,79,25.0,,0.25,19.75
2015-06-25,83,25.0,,0.25,20.75
2015-06-26,48,25.0,,0.25,12.0
2015-06-27,58,25.0,,0.25,14.5
2015-06-28,81,25.0,,0.25,20.25
2015-06-29,67,25.0,,0.25,16.75
2015-06-30,83,25.0,,0.25,20.75
2015-07-01,83,26.0,False,0.26,21.580000000000002
2015-07-02,71,26.0,,0.26,18.46
2015-07-03,61,26.0,,0.26,15.860000000000001
2015-07-04,84,26.0,,0.26,21.84
2015-07-05,77,26.0,,0.26,20.02
2015-07-06,71,26.0,,0.26,18.46
2015-07-07,90,26.0,,0.26,23.400000000000002
2015-07-08,75,26.0,,0.26,19.5
2015-07-09,66,26.0,,0.26,17.16
2015-07-10,88,26.0,,0.26,22.880000000000003
2015-07-11,69,26.0,,0.26,17.94
2015-07-12,65,26.0,,0.26,16.900000000000002
2015-07-13,87,26.0,,0.26,22.62
2015-07-14,100,26.0,,0.26,26.0
2015-07-15,92,26.0,,0.26,23.92
2015-07-16,69,26.0,,0.26,17.94
2015-07-17,59,26.0,,0.26,15.34
2015-07-18,57,26.0,,0.26,14.82
2015-07-19,53,26.0,,0.26,13.780000000000001
2015-07-20,64,26.0,,0.26,16.64
2015-07-21,93,26.0,,0.26,24.18
2015-07-22,77,26.0,,0.26,20.02
2015-07-23,80,26.0,,0.26,20.8
2015-07-24,62,26.0,,0.26,16.12
2015-07-25,70,26.0,,0.26,18.2
2015-07-26,72,26.0,,0.26,18.72
2015-07-27,67,26.0,,0.26,17.42
2015-07-28,76,26.0,,0.26,19.76
2015-07-29,86,26.0,,0.26,22.36
2015-07-30,80,26.0,,0.26,20.8
2015-07-31,80,26.0,,0.26,20.8
2015-08-01,69,28.0,False,0.28,19.32
2015-08-02,62,28.0,,0.28,17.360000000000003
2015-08-03,54,28.0,,0.28,15.120000000000001
