date,forex_unscaled,forex_monthly,isPartial,scale,forex
2015-08-04,68,28.0,,0.28,19.040000000000003
2015-08-05,66,28.0,,0.28,18.48
2015-08-06,48,28.0,,0.28,13.440000000000001
2015-08-07,50,28.0,,0.28,14.000000000000002
2015-08-08,64,28.0,,0.28,17.92
2015-08-09,59,28.0,,0.28,16.520000000000003
2015-08-10,54,28.0,,0.28,15.120000000000001
2015-08-11,76,28.0,,0.28,21.28
2015-08-12,100,28.0,,0.28,28.000000000000004
2015-08-13,81,28.0,,0.28,22.680000000000003
2015-08-14,55,28.0,,0.28,15.400000000000002
2015-08-15,65,28.0,,0.28,18.200000000000003
2015-08-16,59,28.0,,0.28,16.520000000000003
2015-08-17,81,28.0,,0.28,22.680000000000003
2015-08-18,77,28.0,,0.28,21.560000000000002
2015-08-19,79,28.0,,0.28,22.12
2015-08-20,74,28.0,,0.28,20.720000000000002
2015-08-21,80,28.0,,0.28,22.400000000000002
2015-08-22,74,28.0,,0.28,20.720000000000002
2015-08-23,55,28.0,,0.28,15.400000000000002
2015-08-24,81,28.0,,0.28,22.680000000000003
2015-08-25,90,28.0,,0.28,25.200000000000003
2015-08-26,82,28.0,,0.28,22.96
2015-08-27,76,28.0,,0.28,21.28
2015-08-28,71,28.0,,0.28,19.880000000000003
2015-08-29,66,28.0,,0.28,18.48
2015-08-30,47,28.0,,0.28,13.160000000000002
2015-08-31,79,28.0,,0.28,22.12
2015-09-01,100,27.0,False,0.27,27.0
2015-09-02,65,27.0,,0.27,17.55
2015-09-03,93,27.0,,0.27,25.110000000000003
2015-09-04,76,27.0,,0.27,20.520000000000003
2015-09-05,60,27.0,,0.27,16.200000000000003
2015-09-06,100,27.0,,0.27,27.0
2015-09-07,88,27.0,,0.27,23.76
2015-09-08,77,27.0,,0.27,20.790000000000003
2015-09-09,72,27.0,,0.27,19.44
2015-09-10,82,27.0,,0.27,22.14
2015-09-11,91,27.0,,0.27,24.57
2015-09-12,48,27.0,,0.27,12.96
2015-09-13,65,27.0,,0.27,17.55
2015-09-14,89,27.0,,0.27,24.03
2015-09-15,77,27.0,,0.27,20.790000000000003
2015-09-16,57,27.0,,0.27,15.39
2015-09-17,68,27.0,,0.27,18.36
2015-09-18,77,27.0,,0.27,20.790000000000003
2015-09-19,52,27.0,,0.27,14.040000000000001
2015-09-20,52,27.0,,0.27,14.040000000000001
2015-09-21,100,27.0,,0.27,27.0
2015-09-22,88,27.0,,0.27,23.76
2015-09-23,80,27.0,,0.27,21.6
2015-09-24,64,27.0,,0.27,17.28
2015-09-25,70,27.0,,0.27,18.900000000000002
2015-09-26,41,27.0,,0.27,11.07
2015-09-27,61,27.0,,0.27,16.470000000000002
2015-09-28,88,27.0,,0.27,23.76
2015-09-29,83,27.0,,0.27,22.41
2015-09-30,81,27.0,,0.27,21.87
2015-10-01,74,23.0,False,0.23,17.02
2015-10-02,50,23.0,,0.23,11.5
2015-10-03,38,23.0,,0.23,8.74
2015-10-04,43,23.0,,0.23,9.89
2015-10-05,100,23.0,,0.23,23.0
2015-10-06,61,23.0,,0.23,14.030000000000001
2015-10-07,64,23.0,,0.23,14.72
2015-10-08,63,23.0,,0.23,14.49
2015-10-09,55,23.0,,0.23,12.65
2015-10-10,47,23.0,,0.23,10.81
2015-10-11,47,23.0,,0.23,10.81
2015-10-12,75,23.0,,0.23,17.25
2015-10-13,60,23.0,,0.23,13.8
2015-10-14,67,23.0,,0.23,15.41
2015-10-15,78,23.0,,0.23,17.94
2015-10-16,62,23.0,,0.23,14.26
2015-10-17,83,23.0,,0.23,19.09
2015-10-18,53,23.0,,0.23,12.190000000000001
2015-10-19,77,23.0,,0.23,17.71
2015-10-20,86,23.0,,0.23,19.78
2015-10-21,84,23.0,,0.23,19.32
2015-10-22,72,23.0,,0.23,16.560000000000002
2015-10-23,68,23.0,,0.23,15.64
2015-10-24,30,23.0,,0.23,6.9
2015-10-25,51,23.0,,0.23,11.73
2015-10-26,69,23.0,,0.23,15.870000000000001
2015-10-27,80,23.0,,0.23,18.400000000000002
2015-10-28,77,23.0,,0.23,17.71
2015-10-29,57,23.0,,0.23,13.110000000000001
2015-10-30,75,23.0,,0.23,17.25
2015-10-31,81,23.0,,0.23,18.630000000000003
2015-11-01,57,25.0,False,0.25,14.25
2015-11-02,79,25.0,,0.25,19.75
2015-11-03,67,25.0,,0.25,16.75
2015-11-04,90,25.0,,0.25,22.5
2015-11-05,100,25.0,,0.25,25.0
2015-11-06,93,25.0,,0.25,23.25
2015-11-07,41,25.0,,0.25,10.25
2015-11-08,56,25.0,,0.25,14.0
2015-11-09,71,25.0,,0.25,17.75
2015-11-10,58,25.0,,0.25,14.5
2015-11-11,93,25.0,,0.25,23.25
2015-11-12,84,25.0,,0.25,21.0
2015-11-13,67,25.0,,0.25,16.75
2015-11-14,58,25.0,,0.25,14.5
2015-11-15,64,25.0,,0.25,16.0
2015-11-16,88,25.0,,0.25,22.0
2015-11-17,67,25.0,,0.25,16.75
2015-11-18,79,25.0,,0.25,19.75
2015-11-19,81,25.0,,0.25,20.25
2015-11-20,66,25.0,,0.25,16.5
2015-11-21,76,25.0,,0.25,19.0
2015-11-22,56,25.0,,0.25,14.0
2015-11-23,87,25.0,,0.25,21.75
2015-11-24,86,25.0,,0.25,21.5
2015-11-25,67,25.0,,0.25,16.75
2015-11-26,55,25.0,,0.25,13.75
2015-11-27,75,25.0,,0.25,18.75
2015-11-28,76,25.0,,0.25,19.0
2015-11-29,40,25.0,,0.25,10.0
2015-11-30,76,25.0,,0.25,19.0
2015-12-01,50,28.0,False,0.28,14.000000000000002
2015-12-02,74,28.0,,0.28,20.720000000000002
2015-12-03,72,28.0,,0.28,20.160000000000004
2015-12-04,68,28.0,,0.28,19.040000000000003
2015-12-05,35,28.0,,0.28,9.8
2015-12-06,27,28.0,,0.28,7.5600000000000005
2015-12-07,44,28.0,,0.28,12.32
2015-12-08,74,28.0,,0.28,20.720000000000002
2015-12-09,75,28.0,,0.28,21.000000000000004
2015-12-10,64,28.0,,0.28,17.92
2015-12-11,59,28.0,,0.28,16.520000000000003
2015-12-12,47,28.0,,0.28,13.160000000000002
2015-12-13,35,28.0,,0.28,9.8
2015-12-14,33,28.0,,0.28,9.24
2015-12-15,58,28.0,,0.28,16.240000000000002
2015-12-16,90,28.0,,0.28,25.200000000000003
2015-12-17,65,28.0,,0.28,18.200000000000003
2015-12-18,47,28.0,,0.28,13.160000000000002
2015-12-19,37,28.0,,0.28,10.360000000000001
2015-12-20,42,28.0,,0.28,11.760000000000002
2015-12-21,65,28.0,,0.28,18.200000000000003
2015-12-22,96,28.0,,0.28,26.880000000000003
2015-12-23,60,28.0,,0.28,16.8
2015-12-24,73,28.0,,0.28,20.44
2015-12-25,84,28.0,,0.28,23.520000000000003
2015-12-26,17,28.0,,0.28,4.760000000000001
2015-12-27,44,28.0,,0.28,12.32
2015-12-28,52,28.0,,0.28,14.560000000000002
2015-12-29,100,28.0,,0.28,28.000000000000004
2015-12-30,66,28.0,,0.28,18.48
2015-12-31,66,28.0,,0.28,18.48
2016-01-01,77,33.0,False,0.33,25.41
2016-01-02,66,33.0,,0.33,21.78
2016-01-03,70,33.0,,0.33,23.1
2016-01-04,88,33.0,,0.33,29.040000000000003
2016-01-05,81,33.0,,0.33,26.73
2016-01-06,96,33.0,,0.33,31.68
2016-01-07,85,33.0,,0.33,28.05
2016-01-08,85,33.0,,0.33,28.05
2016-01-09,79,33.0,,0.33,26.07
2016-01-10,76,33.0,,0.33,25.080000000000002
2016-01-11,89,33.0,,0.33,29.37
2016-01-12,90,33.0,,0.33,29.700000000000003
2016-01-13,89,33.0,,0.33,29.37
2016-01-14,82,33.0,,0.33,27.060000000000002
2016-01-15,72,33.0,,0.33,23.76
2016-01-16,53,33.0,,0.33,17.490000000000002
2016-01-17,59,33.0,,0.33,19.470000000000002
2016-01-18,93,33.0,,0.33,30.69
2016-01-19,83,33.0,,0.33,27.39
2016-01-20,100,33.0,,0.33,33.0
2016-01-21,81,33.0,,0.33,26.73
2016-01-22,86,33.0,,0.33,28.380000000000003
2016-01-23,68,33.0,,0.33,22.44
2016-01-24,66,33.0,,0.33,21.78
2016-01-25,95,33.0,,0.33,31.35
2016-01-26,77,33.0,,0.33,25.41
2016-01-27,94,33.0,,0.33,31.020000000000003
2016-01-28,87,33.0,,0.33,28.71
2016-01-29,81,33.0,,0.33,26.73
2016-01-30,73,33.0,,0.33,24.09
2016-01-31,83,33.0,,0.33,27.39
2016-02-01,70,34.0,False,0.34,23.8
2016-02-02,66,34.0,,0.34,22.44
2016-02-03,75,34.0,,0.34,25.500000000000004
2016-02-04,86,34.0,,0.34,29.240000000000002
2016-02-05,85,34.0,,0.34,28.900000000000002
2016-02-06,65,34.0,,0.34,22.1
2016-02-07,48,34.0,,0.34,16.32
2016-02-08,61,34.0,,0.34,20.740000000000002
2016-02-09,74,34.0,,0.34,25.16
2016-02-10,68,34.0,,0.34,23.12
2016-02-11,69,34.0,,0.34,23.46
2016-02-12,69,34.0,,0.34,23.46
2016-02-13,93,34.0,,0.34,31.62
2016-02-14,61,34.0,,0.34,20.740000000000002
2016-02-15,51,34.0,,0.34,17.34
2016-02-16,77,34.0,,0.34,26.180000000000003
2016-02-17,57,34.0,,0.34,19.380000000000003
2016-02-18,85,34.0,,0.34,28.900000000000002
2016-02-19,74,34.0,,0.34,25.16
2016-02-20,55,34.0,,0.34,18.700000000000003
2016-02-21,66,34.0,,0.34,22.44
2016-02-22,70,34.0,,0.34,23.8
2016-02-23,80,34.0,,0.34,27.200000000000003
2016-02-24,91,34.0,,0.34,30.94
2016-02-25,100,34.0,,0.34,34.0
2016-02-26,59,34.0,,0.34,20.060000000000002
2016-02-27,77,34.0,,0.34,26.180000000000003
2016-02-28,64,34.0,,0.34,21.76
2016-02-29,69,34.0,,0.34,23.46
2016-03-01,64,35.0,False,0.35,22.4
2016-03-02,62,35.0,,0.35,21.7
2016-03-03,66,35.0,,0.35,23.099999999999998
2016-03-04,77,35.0,,0.35,26.95
2016-03-05,75,35.0,,0.35,26.25
2016-03-06,63,35.0,,0.35,22.049999999999997
2016-03-07,85,35.0,,0.35,29.749999999999996
2016-03-08,74,35.0,,0.35,25.9
2016-03-09,63,35.0,,0.35,22.049999999999997
2016-03-10,75,35.0,,0.35,26.25
2016-03-11,60,35.0,,0.35,21.0
2016-03-12,63,35.0,,0.35,22.049999999999997
2016-03-13,72,35.0,,0.35,25.2
2016-03-14,63,35.0,,0.35,22.049999999999997
2016-03-15,83,35.0,,0.35,29.049999999999997
2016-03-16,100,35.0,,0.35,35.0
2016-03-17,72,35.0,,0.35,25.2
2016-03-18,82,35.0,,0.35,28.7
2016-03-19,53,35.0,,0.35,18.549999999999997
2016-03-20,66,35.0,,0.35,23.099999999999998
2016-03-21,59,35.0,,0.35,20.65
2016-03-22,69,35.0,,0.35,24.15
2016-03-23,84,35.0,,0.35,29.4
2016-03-24,80,35.0,,0.35,28.0
2016-03-25,73,35.0,,0.35,25.549999999999997
2016-03-26,50,35.0,,0.35,17.5
2016-03-27,39,35.0,,0.35,13.649999999999999
2016-03-28,76,35.0,,0.35,26.599999999999998
2016-03-29,69,35.0,,0.35,24.15
2016-03-30,70,35.0,,0.35,24.5
2016-03-31,64,35.0,,0.35,22.4
2016-04-01,72,37.0,False,0.37,26.64
2016-04-02,70,37.0,,0.37,25.9
2016-04-03,91,37.0,,0.37,33.67
2016-04-04,80,37.0,,0.37,29.6
2016-04-05,67,37.0,,0.37,24.79
2016-04-06,73,37.0,,0.37,27.009999999999998
2016-04-07,86,37.0,,0.37,31.82
2016-04-08,82,37.0,,0.37,30.34
2016-04-09,85,37.0,,0.37,31.45
2016-04-10,65,37.0,,0.37,24.05
2016-04-11,96,37.0,,0.37,35.519999999999996
2016-04-12,66,37.0,,0.37,24.419999999999998
2016-04-13,100,37.0,,0.37,37.0
2016-04-14,75,37.0,,0.37,27.75
2016-04-15,78,37.0,,0.37,28.86
2016-04-16,75,37.0,,0.37,27.75
2016-04-17,76,37.0,,0.37,28.12
2016-04-18,88,37.0,,0.37,32.56
2016-04-19,83,37.0,,0.37,30.71
2016-04-20,86,37.0,,0.37,31.82
2016-04-21,81,37.0,,0.37,29.97
2016-04-22,80,37.0,,0.37,29.6
2016-04-23,65,37.0,,0.37,24.05
2016-04-24,85,37.0,,0.37,31.45
2016-04-25,76,37.0,,0.37,28.12
2016-04-26,86,37.0,,0.37,31.82
2016-04-27,77,37.0,,0.37,28.49
2016-04-28,84,37.0,,0.37,31.08
2016-04-29,76,37.0,,0.37,28.12
2016-04-30,81,37.0,,0.37,29.97
2016-05-01,63,36.0,False,0.36,22.68
2016-05-02,60,36.0,,0.36,21.599999999999998
2016-05-03,81,36.0,,0.36,29.16
2016-05-04,100,36.0,,0.36,36.0
2016-05-05,77,36.0,,0.36,27.72
2016-05-06,86,36.0,,0.36,30.959999999999997
2016-05-07,50,36.0,,0.36,18.0
2016-05-08,85,36.0,,0.36,30.599999999999998
2016-05-09,89,36.0,,0.36,32.04
2016-05-10,71,36.0,,0.36,25.56
2016-05-11,85,36.0,,0.36,30.599999999999998
2016-05-12,78,36.0,,0.36,28.08
2016-05-13,71,36.0,,0.36,25.56
2016-05-14,71,36.0,,0.36,25.56
2016-05-15,71,36.0,,0.36,25.56
2016-05-16,64,36.0,,0.36,23.04
2016-05-17,88,36.0,,0.36,31.68
2016-05-18,89,36.0,,0.36,32.04
2016-05-19,66,36.0,,0.36,23.759999999999998
2016-05-20,68,36.0,,0.36,24.48
2016-05-21,60,36.0,,0.36,21.599999999999998
2016-05-22,86,36.0,,0.36,30.959999999999997
2016-05-23,83,36.0,,0.36,29.88
2016-05-24,84,36.0,,0.36,30.24
2016-05-25,60,36.0,,0.36,21.599999999999998
2016-05-26,70,36.0,,0.36,25.2
2016-05-27,70,36.0,,0.36,25.2
2016-05-28,51,36.0,,0.36,18.36
2016-05-29,59,36.0,,0.36,21.24
2016-05-30,73,36.0,,0.36,26.279999999999998
2016-05-31,77,36.0,,0.36,27.72
2016-06-01,42,40.0,False,0.4,16.8
2016-06-02,45,40.0,,0.4,18.0
2016-06-03,31,40.0,,0.4,12.4
2016-06-04,30,40.0,,0.4,12.0
2016-06-05,35,40.0,,0.4,14.0
2016-06-06,33,40.0,,0.4,13.200000000000001
2016-06-07,44,40.0,,0.4,17.6
2016-06-08,41,40.0,,0.4,16.400000000000002
2016-06-09,32,40.0,,0.4,12.8
2016-06-10,34,40.0,,0.4,13.600000000000001
2016-06-11,28,40.0,,0.4,11.200000000000001
2016-06-12,16,40.0,,0.4,6.4
2016-06-13,25,40.0,,0.4,10.0
2016-06-14,31,40.0,,0.4,12.4
2016-06-15,36,40.0,,0.4,14.4
2016-06-16,36,40.0,,0.4,14.4
2016-06-17,26,40.0,,0.4,10.4
2016-06-18,25,40.0,,0.4,10.0
2016-06-19,33,40.0,,0.4,13.200000000000001
2016-06-20,28,40.0,,0.4,11.200000000000001
2016-06-21,34,40.0,,0.4,13.600000000000001
2016-06-22,35,40.0,,0.4,14.0
2016-06-23,43,40.0,,0.4,17.2
2016-06-24,100,40.0,,0.4,40.0
2016-06-25,36,40.0,,0.4,14.4
2016-06-26,39,40.0,,0.4,15.600000000000001
2016-06-27,49,40.0,,0.4,19.6
2016-06-28,41,40.0,,0.4,16.400000000000002
2016-06-29,47,40.0,,0.4,18.8
2016-06-30,35,40.0,,0.4,14.0
2016-07-01,53,34.0,False,0.34,18.02
2016-07-02,66,34.0,,0.34,22.44
2016-07-03,58,34.0,,0.34,19.720000000000002
2016-07-04,62,34.0,,0.34,21.080000000000002
2016-07-05,52,34.0,,0.34,17.68
2016-07-06,100,34.0,,0.34,34.0
2016-07-07,70,34.0,,0.34,23.8
2016-07-08,67,34.0,,0.34,22.78
2016-07-09,63,34.0,,0.34,21.42
2016-07-10,53,34.0,,0.34,18.02
2016-07-11,87,34.0,,0.34,29.580000000000002
2016-07-12,75,34.0,,0.34,25.500000000000004
2016-07-13,58,34.0,,0.34,19.720000000000002
2016-07-14,78,34.0,,0.34,26.520000000000003
2016-07-15,65,34.0,,0.34,22.1
2016-07-16,40,34.0,,0.34,13.600000000000001
2016-07-17,61,34.0,,0.34,20.740000000000002
2016-07-18,63,34.0,,0.34,21.42
2016-07-19,67,34.0,,0.34,22.78
2016-07-20,62,34.0,,0.34,21.080000000000002
2016-07-21,52,34.0,,0.34,17.68
2016-07-22,62,34.0,,0.34,21.080000000000002
2016-07-23,42,34.0,,0.34,14.280000000000001
2016-07-24,56,34.0,,0.34,19.040000000000003
2016-07-25,52,34.0,,0.34,17.68
2016-07-26,52,34.0,,0.34,17.68
2016-07-27,52,34.0,,0.34,17.68
2016-07-28,64,34.0,,0.34,21.76
2016-07-29,55,34.0,,0.34,18.700000000000003
2016-07-30,55,34.0,,0.34,18.700000000000003
2016-07-31,58,34.0,,0.34,19.720000000000002
2016-08-01,75,35.0,False,0.35,26.25
2016-08-02,68,35.0,,0.35,23.799999999999997
2016-08-03,70,35.0,,0.35,24.5
2016-08-04,82,35.0,,0.35,28.7
2016-08-05,100,35.0,,0.35,35.0
2016-08-06,58,35.0,,0.35,20.299999999999997
2016-08-07,76,35.0,,0.35,26.599999999999998
2016-08-08,68,35.0,,0.35,23.799999999999997
2016-08-09,44,35.0,,0.35,15.399999999999999
2016-08-10,59,35.0,,0.35,20.65
2016-08-11,70,35.0,,0.35,24.5
2016-08-12,67,35.0,,0.35,23.45
2016-08-13,68,35.0,,0.35,23.799999999999997
2016-08-14,65,35.0,,0.35,22.75
2016-08-15,80,35.0,,0.35,28.0
2016-08-16,67,35.0,,0.35,23.45
2016-08-17,73,35.0,,0.35,25.549999999999997
2016-08-18,51,35.0,,0.35,17.849999999999998
2016-08-19,59,35.0,,0.35,20.65
2016-08-20,61,35.0,,0.35,21.349999999999998
2016-08-21,62,35.0,,0.35,21.7
2016-08-22,77,35.0,,0.35,26.95
2016-08-23,58,35.0,,0.35,20.299999999999997
2016-08-24,89,35.0,,0.35,31.15
2016-08-25,55,35.0,,0.35,19.25
2016-08-26,70,35.0,,0.35,24.5
2016-08-27,64,35.0,,0.35,22.4
2016-08-28,65,35.0,,0.35,22.75
2016-08-29,62,35.0,,0.35,21.7
2016-08-30,62,35.0,,0.35,21.7
2016-08-31,64,35.0,,0.35,22.4
2016-09-01,72,32.0,False,0.32,23.04
2016-09-02,72,32.0,,0.32,23.04
2016-09-03,54,32.0,,0.32,17.28
2016-09-04,77,32.0,,0.32,24.64
2016-09-05,68,32.0,,0.32,21.76
2016-09-06,71,32.0,,0.32,22.72
2016-09-07,60,32.0,,0.32,19.2
2016-09-08,66,32.0,,0.32,21.12
2016-09-09,97,32.0,,0.32,31.04
2016-09-10,68,32.0,,0.32,21.76
2016-09-11,48,32.0,,0.32,15.36
2016-09-12,70,32.0,,0.32,22.400000000000002
2016-09-13,75,32.0,,0.32,24.0
2016-09-14,65,32.0,,0.32,20.8
2016-09-15,88,32.0,,0.32,28.16
2016-09-16,100,32.0,,0.32,32.0
2016-09-17,71,32.0,,0.32,22.72
2016-09-18,63,32.0,,0.32,20.16
2016-09-19,67,32.0,,0.32,21.44
2016-09-20,58,32.0,,0.32,18.56
2016-09-21,62,32.0,,0.32,19.84
2016-09-22,54,32.0,,0.32,17.28
2016-09-23,67,32.0,,0.32,21.44
2016-09-24,57,32.0,,0.32,18.240000000000002
2016-09-25,89,32.0,,0.32,28.48
2016-09-26,75,32.0,,0.32,24.0
2016-09-27,64,32.0,,0.32,20.48
2016-09-28,74,32.0,,0.32,23.68
2016-09-29,60,32.0,,0.32,19.2
2016-09-30,65,32.0,,0.32,20.8
2016-10-01,72,31.0,False,0.31,22.32
2016-10-02,45,31.0,,0.31,13.95
2016-10-03,48,31.0,,0.31,14.879999999999999
2016-10-04,86,31.0,,0.31,26.66
2016-10-05,73,31.0,,0.31,22.63
2016-10-06,83,31.0,,0.31,25.73
2016-10-07,91,31.0,,0.31,28.21
2016-10-08,63,31.0,,0.31,19.53
2016-10-09,69,31.0,,0.31,21.39
2016-10-10,60,31.0,,0.31,18.6
2016-10-11,83,31.0,,0.31,25.73
2016-10-12,67,31.0,,0.31,20.77
2016-10-13,80,31.0,,0.31,24.8
2016-10-14,86,31.0,,0.31,26.66
2016-10-15,58,31.0,,0.31,17.98
2016-10-16,46,31.0,,0.31,14.26
2016-10-17,91,31.0,,0.31,28.21
2016-10-18,61,31.0,,0.31,18.91
2016-10-19,68,31.0,,0.31,21.08
2016-10-20,93,31.0,,0.31,28.83
2016-10-21,57,31.0,,0.31,17.669999999999998
2016-10-22,54,31.0,,0.31,16.74
2016-10-23,58,31.0,,0.31,17.98
2016-10-24,89,31.0,,0.31,27.59
2016-10-25,100,31.0,,0.31,31.0
2016-10-26,77,31.0,,0.31,23.87
2016-10-27,59,31.0,,0.31,18.29
2016-10-28,85,31.0,,0.31,26.35
2016-10-29,64,31.0,,0.31,19.84
2016-10-30,51,31.0,,0.31,15.81
2016-10-31,72,31.0,,0.31,22.32
2016-11-01,63,32.0,False,0.32,20.16
2016-11-02,48,32.0,,0.32,15.36
2016-11-03,78,32.0,,0.32,24.96
2016-11-04,61,32.0,,0.32,19.52
2016-11-05,90,32.0,,0.32,28.8
2016-11-06,51,32.0,,0.32,16.32
2016-11-07,57,32.0,,0.32,18.240000000000002
2016-11-08,60,32.0,,0.32,19.2
2016-11-09,82,32.0,,0.32,26.240000000000002
2016-11-10,74,32.0,,0.32,23.68
2016-11-11,68,32.0,,0.32,21.76
2016-11-12,52,32.0,,0.32,16.64
2016-11-13,64,32.0,,0.32,20.48
2016-11-14,64,32.0,,0.32,20.48
2016-11-15,73,32.0,,0.32,23.36
2016-11-16,48,32.0,,0.32,15.36
2016-11-17,85,32.0,,0.32,27.2
2016-11-18,68,32.0,,0.32,21.76
2016-11-19,86,32.0,,0.32,27.52
2016-11-20,72,32.0,,0.32,23.04
2016-11-21,69,32.0,,0.32,22.080000000000002
2016-11-22,100,32.0,,0.32,32.0
2016-11-23,74,32.0,,0.32,23.68
2016-11-24,79,32.0,,0.32,25.28
2016-11-25,94,32.0,,0.32,30.080000000000002
2016-11-26,58,32.0,,0.32,18.56
2016-11-27,77,32.0,,0.32,24.64
2016-11-28,57,32.0,,0.32,18.240000000000002
2016-11-29,77,32.0,,0.32,24.64
2016-11-30,55,32.0,,0.32,17.6
2016-12-01,63,33.0,False,0.33,20.790000000000003
2016-12-02,91,33.0,,0.33,30.03
2016-12-03,60,33.0,,0.33,19.8
2016-12-04,53,33.0,,0.33,17.490000000000002
2016-12-05,90,33.0,,0.33,29.700000000000003
2016-12-06,55,33.0,,0.33,18.150000000000002
2016-12-07,68,33.0,,0.33,22.44
2016-12-08,61,33.0,,0.33,20.130000000000003
2016-12-09,71,33.0,,0.33,23.43
2016-12-10,58,33.0,,0.33,19.14
2016-12-11,72,33.0,,0.33,23.76
2016-12-12,83,33.0,,0.33,27.39
2016-12-13,75,33.0,,0.33,24.75
2016-12-14,67,33.0,,0.33,22.11
2016-12-15,90,33.0,,0.33,29.700000000000003
2016-12-16,88,33.0,,0.33,29.040000000000003
2016-12-17,56,33.0,,0.33,18.48
2016-12-18,47,33.0,,0.33,15.510000000000002
2016-12-19,79,33.0,,0.33,26.07
2016-12-20,72,33.0,,0.33,23.76
2016-12-21,100,33.0,,0.33,33.0
2016-12-22,51,33.0,,0.33,16.830000000000002
2016-12-23,73,33.0,,0.33,24.09
2016-12-24,42,33.0,,0.33,13.860000000000001
2016-12-25,87,33.0,,0.33,28.71
2016-12-26,68,33.0,,0.33,22.44
2016-12-27,77,33.0,,0.33,25.41
2016-12-28,99,33.0,,0.33,32.67
2016-12-29,50,33.0,,0.33,16.5
2016-12-30,80,33.0,,0.33,26.400000000000002
2016-12-31,66,33.0,,0.33,21.78
2017-01-01,84,35.0,False,0.35,29.4
2017-01-02,78,35.0,,0.35,27.299999999999997
2017-01-03,66,35.0,,0.35,23.099999999999998
2017-01-04,74,35.0,,0.35,25.9
2017-01-05,84,35.0,,0.35,29.4
2017-01-06,75,35.0,,0.35,26.25
2017-01-07,82,35.0,,0.35,28.7
2017-01-08,75,35.0,,0.35,26.25
2017-01-09,81,35.0,,0.35,28.349999999999998
2017-01-10,82,35.0,,0.35,28.7
2017-01-11,94,35.0,,0.35,32.9
2017-01-12,82,35.0,,0.35,28.7
2017-01-13,84,35.0,,0.35,29.4
2017-01-14,82,35.0,,0.35,28.7
2017-01-15,58,35.0,,0.35,20.299999999999997
2017-01-16,83,35.0,,0.35,29.049999999999997
2017-01-17,85,35.0,,0.35,29.749999999999996
2017-01-18,95,35.0,,0.35,33.25
2017-01-19,81,35.0,,0.35,28.349999999999998
2017-01-20,85,35.0,,0.35,29.749999999999996
2017-01-21,82,35.0,,0.35,28.7
2017-01-22,69,35.0,,0.35,24.15
2017-01-23,63,35.0,,0.35,22.049999999999997
2017-01-24,86,35.0,,0.35,30.099999999999998
2017-01-25,94,35.0,,0.35,32.9
2017-01-26,91,35.0,,0.35,31.849999999999998
2017-01-27,91,35.0,,0.35,31.849999999999998
2017-01-28,76,35.0,,0.35,26.599999999999998
2017-01-29,79,35.0,,0.35,27.65
2017-01-30,84,35.0,,0.35,29.4
2017-01-31,100,35.0,,0.35,35.0
2017-02-01,87,35.0,False,0.35,30.45
2017-02-02,89,35.0,,0.35,31.15
2017-02-03,76,35.0,,0.35,26.599999999999998
2017-02-04,65,35.0,,0.35,22.75
2017-02-05,78,35.0,,0.35,27.299999999999997
2017-02-06,71,35.0,,0.35,24.849999999999998
2017-02-07,100,35.0,,0.35,35.0
2017-02-08,85,35.0,,0.35,29.749999999999996
2017-02-09,93,35.0,,0.35,32.55
2017-02-10,74,35.0,,0.35,25.9
2017-02-11,97,35.0,,0.35,33.949999999999996
2017-02-12,96,35.0,,0.35,33.599999999999994
2017-02-13,77,35.0,,0.35,26.95
2017-02-14,78,35.0,,0.35,27.299999999999997
2017-02-15,95,35.0,,0.35,33.25
2017-02-16,81,35.0,,0.35,28.349999999999998
2017-02-17,74,35.0,,0.35,25.9
2017-02-18,69,35.0,,0.35,24.15
2017-02-19,72,35.0,,0.35,25.2
2017-02-20,89,35.0,,0.35,31.15
2017-02-21,65,35.0,,0.35,22.75
2017-02-22,96,35.0,,0.35,33.599999999999994
2017-02-23,77,35.0,,0.35,26.95
2017-02-24,100,35.0,,0.35,35.0
2017-02-25,70,35.0,,0.35,24.5
2017-02-26,84,35.0,,0.35,29.4
2017-02-27,85,35.0,,0.35,29.749999999999996
2017-02-28,72,35.0,,0.35,25.2
2017-03-01,81,36.0,False,0.36,29.16
2017-03-02,100,36.0,,0.36,36.0
2017-03-03,95,36.0,,0.36,34.199999999999996
2017-03-04,69,36.0,,0.36,24.84
2017-03-05,70,36.0,,0.36,25.2
2017-03-06,66,36.0,,0.36,23.759999999999998
2017-03-07,77,36.0,,0.36,27.72
2017-03-08,77,36.0,,0.36,27.72
2017-03-09,77,36.0,,0.36,27.72
2017-03-10,77,36.0,,0.36,27.72
2017-03-11,75,36.0,,0.36,27.0
2017-03-12,85,36.0,,0.36,30.599999999999998
2017-03-13,87,36.0,,0.36,31.32
2017-03-14,73,36.0,,0.36,26.279999999999998
2017-03-15,90,36.0,,0.36,32.4
2017-03-16,91,36.0,,0.36,32.76
2017-03-17,93,36.0,,0.36,33.48
2017-03-18,70,36.0,,0.36,25.2
2017-03-19,72,36.0,,0.36,25.919999999999998
2017-03-20,73,36.0,,0.36,26.279999999999998
2017-03-21,88,36.0,,0.36,31.68
2017-03-22,87,36.0,,0.36,31.32
2017-03-23,75,36.0,,0.36,27.0
2017-03-24,71,36.0,,0.36,25.56
2017-03-25,71,36.0,,0.36,25.56
