date,car_unscaled,car_monthly,isPartial,scale,car
2017-08-13,98,91.0,,0.91,89.18
2017-08-14,88,91.0,,0.91,80.08
2017-08-15,84,91.0,,0.91,76.44
2017-08-16,81,91.0,,0.91,73.71000000000001
2017-08-17,84,91.0,,0.91,76.44
2017-08-18,84,91.0,,0.91,76.44
2017-08-19,97,91.0,,0.91,88.27
2017-08-20,88,91.0,,0.91,80.08
2017-08-21,75,91.0,,0.91,68.25
2017-08-22,80,91.0,,0.91,72.8
2017-08-23,80,91.0,,0.91,72.8
2017-08-24,79,91.0,,0.91,71.89
2017-08-25,79,91.0,,0.91,71.89
2017-08-26,84,91.0,,0.91,76.44
2017-08-27,77,91.0,,0.91,70.07000000000001
2017-08-28,78,91.0,,0.91,70.98
2017-08-29,77,91.0,,0.91,70.07000000000001
2017-08-30,79,91.0,,0.91,71.89
2017-08-31,80,91.0,,0.91,72.8
2017-09-01,94,86.0,False,0.86,80.84
2017-09-02,95,86.0,,0.86,81.7
2017-09-03,96,86.0,,0.86,82.56
2017-09-04,96,86.0,,0.86,82.56
2017-09-05,84,86.0,,0.86,72.24
2017-09-06,79,86.0,,0.86,67.94
2017-09-07,81,86.0,,0.86,69.66
2017-09-08,82,86.0,,0.86,70.52
2017-09-09,87,86.0,,0.86,74.82
2017-09-10,85,86.0,,0.86,73.1
2017-09-11,83,86.0,,0.86,71.38
2017-09-12,84,86.0,,0.86,72.24
2017-09-13,87,86.0,,0.86,74.82
2017-09-14,85,86.0,,0.86,73.1
2017-09-15,91,86.0,,0.86,78.26
2017-09-16,100,86.0,,0.86,86.0
2017-09-17,89,86.0,,0.86,76.53999999999999
2017-09-18,89,86.0,,0.86,76.53999999999999
2017-09-19,88,86.0,,0.86,75.67999999999999
2017-09-20,83,86.0,,0.86,71.38
2017-09-21,86,86.0,,0.86,73.96
2017-09-22,91,86.0,,0.86,78.26
2017-09-23,99,86.0,,0.86,85.14
2017-09-24,93,86.0,,0.86,79.98
2017-09-25,86,86.0,,0.86,73.96
2017-09-26,89,86.0,,0.86,76.53999999999999
2017-09-27,84,86.0,,0.86,72.24
2017-09-28,83,86.0,,0.86,71.38
2017-09-29,90,86.0,,0.86,77.4
2017-09-30,99,86.0,,0.86,85.14
2017-10-01,94,81.0,False,0.81,76.14
2017-10-02,86,81.0,,0.81,69.66000000000001
2017-10-03,87,81.0,,0.81,70.47
2017-10-04,85,81.0,,0.81,68.85000000000001
2017-10-05,90,81.0,,0.81,72.9
2017-10-06,89,81.0,,0.81,72.09
2017-10-07,98,81.0,,0.81,79.38000000000001
2017-10-08,90,81.0,,0.81,72.9
2017-10-09,90,81.0,,0.81,72.9
2017-10-10,85,81.0,,0.81,68.85000000000001
2017-10-11,85,81.0,,0.81,68.85000000000001
2017-10-12,85,81.0,,0.81,68.85000000000001
2017-10-13,90,81.0,,0.81,72.9
2017-10-14,100,81.0,,0.81,81.0
2017-10-15,95,81.0,,0.81,76.95
2017-10-16,89,81.0,,0.81,72.09
2017-10-17,92,81.0,,0.81,74.52000000000001
2017-10-18,87,81.0,,0.81,70.47
2017-10-19,88,81.0,,0.81,71.28
2017-10-20,90,81.0,,0.81,72.9
2017-10-21,100,81.0,,0.81,81.0
2017-10-22,91,81.0,,0.81,73.71000000000001
2017-10-23,89,81.0,,0.81,72.09
2017-10-24,87,81.0,,0.81,70.47
2017-10-25,84,81.0,,0.81,68.04
2017-10-26,88,81.0,,0.81,71.28
2017-10-27,92,81.0,,0.81,74.52000000000001
2017-10-28,92,81.0,,0.81,74.52000000000001
2017-10-29,90,81.0,,0.81,72.9
2017-10-30,86,81.0,,0.81,69.66000000000001
2017-10-31,79,81.0,,0.81,63.99
2017-11-01,84,79.0,False,0.79,66.36
2017-11-02,85,79.0,,0.79,67.15
2017-11-03,87,79.0,,0.79,68.73
2017-11-04,95,79.0,,0.79,75.05
2017-11-05,89,79.0,,0.79,70.31
2017-11-06,87,79.0,,0.79,68.73
2017-11-07,89,79.0,,0.79,70.31
2017-11-08,89,79.0,,0.79,70.31
2017-11-09,89,79.0,,0.79,70.31
2017-11-10,96,79.0,,0.79,75.84
2017-11-11,100,79.0,,0.79,79.0
2017-11-12,93,79.0,,0.79,73.47
2017-11-13,89,79.0,,0.79,70.31
2017-11-14,90,79.0,,0.79,71.10000000000001
2017-11-15,88,79.0,,0.79,69.52000000000001
2017-11-16,86,79.0,,0.79,67.94
2017-11-17,92,79.0,,0.79,72.68
2017-11-18,95,79.0,,0.79,75.05
2017-11-19,94,79.0,,0.79,74.26
2017-11-20,90,79.0,,0.79,71.10000000000001
2017-11-21,90,79.0,,0.79,71.10000000000001
2017-11-22,92,79.0,,0.79,72.68
2017-11-23,84,79.0,,0.79,66.36
2017-11-24,91,79.0,,0.79,71.89
2017-11-25,90,79.0,,0.79,71.10000000000001
2017-11-26,91,79.0,,0.79,71.89
2017-11-27,86,79.0,,0.79,67.94
2017-11-28,89,79.0,,0.79,70.31
2017-11-29,82,79.0,,0.79,64.78
2017-11-30,83,79.0,,0.79,65.57000000000001
2017-12-01,81,80.0,False,0.8,64.8
2017-12-02,89,80.0,,0.8,71.2
2017-12-03,84,80.0,,0.8,67.2
2017-12-04,81,80.0,,0.8,64.8
2017-12-05,80,80.0,,0.8,64.0
2017-12-06,78,80.0,,0.8,62.400000000000006
2017-12-07,79,80.0,,0.8,63.2
2017-12-08,79,80.0,,0.8,63.2
2017-12-09,86,80.0,,0.8,68.8
2017-12-10,85,80.0,,0.8,68.0
2017-12-11,84,80.0,,0.8,67.2
2017-12-12,81,80.0,,0.8,64.8
2017-12-13,77,80.0,,0.8,61.6
2017-12-14,82,80.0,,0.8,65.60000000000001
2017-12-15,82,80.0,,0.8,65.60000000000001
2017-12-16,98,80.0,,0.8,78.4
2017-12-17,84,80.0,,0.8,67.2
2017-12-18,86,80.0,,0.8,68.8
2017-12-19,88,80.0,,0.8,70.4
2017-12-20,83,80.0,,0.8,66.4
2017-12-21,90,80.0,,0.8,72.0
2017-12-22,87,80.0,,0.8,69.60000000000001
2017-12-23,86,80.0,,0.8,68.8
2017-12-24,77,80.0,,0.8,61.6
2017-12-25,74,80.0,,0.8,59.2
2017-12-26,94,80.0,,0.8,75.2
2017-12-27,99,80.0,,0.8,79.2
2017-12-28,100,80.0,,0.8,80.0
2017-12-29,100,80.0,,0.8,80.0
2017-12-30,99,80.0,,0.8,79.2
2017-12-31,84,80.0,,0.8,67.2
2018-01-01,83,86.0,False,0.86,71.38
2018-01-02,93,86.0,,0.86,79.98
2018-01-03,88,86.0,,0.86,75.67999999999999
2018-01-04,83,86.0,,0.86,71.38
2018-01-05,91,86.0,,0.86,78.26
2018-01-06,100,86.0,,0.86,86.0
2018-01-07,90,86.0,,0.86,77.4
2018-01-08,82,86.0,,0.86,70.52
2018-01-09,80,86.0,,0.86,68.8
2018-01-10,83,86.0,,0.86,71.38
2018-01-11,82,86.0,,0.86,70.52
2018-01-12,84,86.0,,0.86,72.24
2018-01-13,90,86.0,,0.86,77.4
2018-01-14,88,86.0,,0.86,75.67999999999999
2018-01-15,90,86.0,,0.86,77.4
2018-01-16,84,86.0,,0.86,72.24
2018-01-17,79,86.0,,0.86,67.94
2018-01-18,83,86.0,,0.86,71.38
2018-01-19,86,86.0,,0.86,73.96
2018-01-20,100,86.0,,0.86,86.0
2018-01-21,91,86.0,,0.86,78.26
2018-01-22,83,86.0,,0.86,71.38
2018-01-23,80,86.0,,0.86,68.8
2018-01-24,82,86.0,,0.86,70.52
2018-01-25,84,86.0,,0.86,72.24
2018-01-26,86,86.0,,0.86,73.96
2018-01-27,96,86.0,,0.86,82.56
2018-01-28,91,86.0,,0.86,78.26
2018-01-29,82,86.0,,0.86,70.52
2018-01-30,83,86.0,,0.86,71.38
2018-01-31,81,86.0,,0.86,69.66
2018-02-01,77,86.0,False,0.86,66.22
2018-02-02,78,86.0,,0.86,67.08
2018-02-03,90,86.0,,0.86,77.4
2018-02-04,78,86.0,,0.86,67.08
2018-02-05,71,86.0,,0.86,61.06
2018-02-06,77,86.0,,0.86,66.22
2018-02-07,80,86.0,,0.86,68.8
2018-02-08,80,86.0,,0.86,68.8
2018-02-09,81,86.0,,0.86,69.66
2018-02-10,88,86.0,,0.86,75.67999999999999
2018-02-11,84,86.0,,0.86,72.24
2018-02-12,80,86.0,,0.86,68.8
2018-02-13,77,86.0,,0.86,66.22
2018-02-14,74,86.0,,0.86,63.64
2018-02-15,76,86.0,,0.86,65.36
2018-02-16,82,86.0,,0.86,70.52
2018-02-17,89,86.0,,0.86,76.53999999999999
2018-02-18,91,86.0,,0.86,78.26
2018-02-19,84,86.0,,0.86,72.24
2018-02-20,82,86.0,,0.86,70.52
2018-02-21,83,86.0,,0.86,71.38
2018-02-22,83,86.0,,0.86,71.38
2018-02-23,88,86.0,,0.86,75.67999999999999
2018-02-24,100,86.0,,0.86,86.0
2018-02-25,92,86.0,,0.86,79.12
2018-02-26,87,86.0,,0.86,74.82
2018-02-27,86,86.0,,0.86,73.96
2018-02-28,84,86.0,,0.86,72.24
2018-03-01,87,88.0,False,0.88,76.56
2018-03-02,90,88.0,,0.88,79.2
2018-03-03,100,88.0,,0.88,88.0
2018-03-04,97,88.0,,0.88,85.36
2018-03-05,86,88.0,,0.88,75.68
2018-03-06,87,88.0,,0.88,76.56
2018-03-07,84,88.0,,0.88,73.92
2018-03-08,84,88.0,,0.88,73.92
2018-03-09,89,88.0,,0.88,78.32000000000001
2018-03-10,99,88.0,,0.88,87.12
2018-03-11,96,88.0,,0.88,84.48
2018-03-12,87,88.0,,0.88,76.56
2018-03-13,82,88.0,,0.88,72.16
2018-03-14,79,88.0,,0.88,69.52
2018-03-15,83,88.0,,0.88,73.04
2018-03-16,88,88.0,,0.88,77.44
2018-03-17,97,88.0,,0.88,85.36
2018-03-18,95,88.0,,0.88,83.6
2018-03-19,88,88.0,,0.88,77.44
2018-03-20,86,88.0,,0.88,75.68
2018-03-21,84,88.0,,0.88,73.92
2018-03-22,85,88.0,,0.88,74.8
2018-03-23,87,88.0,,0.88,76.56
2018-03-24,98,88.0,,0.88,86.24
2018-03-25,93,88.0,,0.88,81.84
2018-03-26,92,88.0,,0.88,80.96
2018-03-27,89,88.0,,0.88,78.32000000000001
2018-03-28,88,88.0,,0.88,77.44
2018-03-29,90,88.0,,0.88,79.2
2018-03-30,95,88.0,,0.88,83.6
2018-03-31,98,88.0,,0.88,86.24
2018-04-01,92,89.0,False,0.89,81.88
2018-04-02,93,89.0,,0.89,82.77
2018-04-03,90,89.0,,0.89,80.1
2018-04-04,87,89.0,,0.89,77.43
2018-04-05,90,89.0,,0.89,80.1
2018-04-06,89,89.0,,0.89,79.21000000000001
2018-04-07,97,89.0,,0.89,86.33
2018-04-08,96,89.0,,0.89,85.44
2018-04-09,87,89.0,,0.89,77.43
2018-04-10,86,89.0,,0.89,76.54
2018-04-11,84,89.0,,0.89,74.76
2018-04-12,88,89.0,,0.89,78.32000000000001
2018-04-13,92,89.0,,0.89,81.88
2018-04-14,99,89.0,,0.89,88.11
2018-04-15,92,89.0,,0.89,81.88
2018-04-16,86,89.0,,0.89,76.54
2018-04-17,86,89.0,,0.89,76.54
2018-04-18,85,89.0,,0.89,75.65
2018-04-19,86,89.0,,0.89,76.54
2018-04-20,92,89.0,,0.89,81.88
2018-04-21,100,89.0,,0.89,89.0
2018-04-22,95,89.0,,0.89,84.55
2018-04-23,92,89.0,,0.89,81.88
2018-04-24,89,89.0,,0.89,79.21000000000001
2018-04-25,86,89.0,,0.89,76.54
2018-04-26,87,89.0,,0.89,77.43
2018-04-27,88,89.0,,0.89,78.32000000000001
2018-04-28,99,89.0,,0.89,88.11
2018-04-29,95,89.0,,0.89,84.55
2018-04-30,90,89.0,,0.89,80.1
2018-05-01,85,92.0,False,0.92,78.2
2018-05-02,84,92.0,,0.92,77.28
2018-05-03,85,92.0,,0.92,78.2
2018-05-04,88,92.0,,0.92,80.96000000000001
2018-05-05,94,92.0,,0.92,86.48
2018-05-06,90,92.0,,0.92,82.8
2018-05-07,87,92.0,,0.92,80.04
2018-05-08,85,92.0,,0.92,78.2
2018-05-09,86,92.0,,0.92,79.12
2018-05-10,87,92.0,,0.92,80.04
2018-05-11,88,92.0,,0.92,80.96000000000001
2018-05-12,97,92.0,,0.92,89.24000000000001
2018-05-13,89,92.0,,0.92,81.88000000000001
2018-05-14,89,92.0,,0.92,81.88000000000001
2018-05-15,85,92.0,,0.92,78.2
2018-05-16,85,92.0,,0.92,78.2
2018-05-17,86,92.0,,0.92,79.12
2018-05-18,88,92.0,,0.92,80.96000000000001
2018-05-19,92,92.0,,0.92,84.64
2018-05-20,95,92.0,,0.92,87.4
2018-05-21,93,92.0,,0.92,85.56
2018-05-22,87,92.0,,0.92,80.04
2018-05-23,87,92.0,,0.92,80.04
2018-05-24,88,92.0,,0.92,80.96000000000001
2018-05-25,93,92.0,,0.92,85.56
2018-05-26,100,92.0,,0.92,92.0
2018-05-27,98,92.0,,0.92,90.16000000000001
2018-05-28,94,92.0,,0.92,86.48
2018-05-29,89,92.0,,0.92,81.88000000000001
2018-05-30,87,92.0,,0.92,80.04
2018-05-31,91,92.0,,0.92,83.72
2018-06-01,86,97.0,False,0.97,83.42
2018-06-02,95,97.0,,0.97,92.14999999999999
2018-06-03,92,97.0,,0.97,89.24
2018-06-04,86,97.0,,0.97,83.42
2018-06-05,86,97.0,,0.97,83.42
2018-06-06,86,97.0,,0.97,83.42
2018-06-07,85,97.0,,0.97,82.45
2018-06-08,86,97.0,,0.97,83.42
2018-06-09,91,97.0,,0.97,88.27
2018-06-10,91,97.0,,0.97,88.27
2018-06-11,86,97.0,,0.97,83.42
2018-06-12,87,97.0,,0.97,84.39
2018-06-13,88,97.0,,0.97,85.36
2018-06-14,87,97.0,,0.97,84.39
2018-06-15,89,97.0,,0.97,86.33
2018-06-16,97,97.0,,0.97,94.09
2018-06-17,91,97.0,,0.97,88.27
2018-06-18,88,97.0,,0.97,85.36
2018-06-19,88,97.0,,0.97,85.36
2018-06-20,85,97.0,,0.97,82.45
2018-06-21,86,97.0,,0.97,83.42
2018-06-22,88,97.0,,0.97,85.36
2018-06-23,92,97.0,,0.97,89.24
2018-06-24,93,97.0,,0.97,90.21
2018-06-25,89,97.0,,0.97,86.33
2018-06-26,85,97.0,,0.97,82.45
2018-06-27,84,97.0,,0.97,81.48
2018-06-28,87,97.0,,0.97,84.39
2018-06-29,92,97.0,,0.97,89.24
2018-06-30,100,97.0,,0.97,97.0
2018-07-01,94,100.0,False,1.0,94.0
2018-07-02,88,100.0,,1.0,88.0
2018-07-03,87,100.0,,1.0,87.0
2018-07-04,87,100.0,,1.0,87.0
2018-07-05,90,100.0,,1.0,90.0
2018-07-06,89,100.0,,1.0,89.0
2018-07-07,96,100.0,,1.0,96.0
2018-07-08,96,100.0,,1.0,96.0
2018-07-09,91,100.0,,1.0,91.0
2018-07-10,88,100.0,,1.0,88.0
2018-07-11,90,100.0,,1.0,90.0
2018-07-12,90,100.0,,1.0,90.0
2018-07-13,93,100.0,,1.0,93.0
2018-07-14,100,100.0,,1.0,100.0
2018-07-15,94,100.0,,1.0,94.0
2018-07-16,90,100.0,,1.0,90.0
2018-07-17,89,100.0,,1.0,89.0
2018-07-18,89,100.0,,1.0,89.0
2018-07-19,90,100.0,,1.0,90.0
2018-07-20,90,100.0,,1.0,90.0
2018-07-21,99,100.0,,1.0,99.0
2018-07-22,95,100.0,,1.0,95.0
2018-07-23,91,100.0,,1.0,91.0
2018-07-24,88,100.0,,1.0,88.0
2018-07-25,85,100.0,,1.0,85.0
2018-07-26,88,100.0,,1.0,88.0
2018-07-27,93,100.0,,1.0,93.0
2018-07-28,100,100.0,,1.0,100.0
2018-07-29,96,100.0,,1.0,96.0
2018-07-30,94,100.0,,1.0,94.0
2018-07-31,89,100.0,,1.0,89.0
2018-08-01,87,92.0,False,0.92,80.04
2018-08-02,89,92.0,,0.92,81.88000000000001
2018-08-03,91,92.0,,0.92,83.72
2018-08-04,100,92.0,,0.92,92.0
2018-08-05,98,92.0,,0.92,90.16000000000001
2018-08-06,92,92.0,,0.92,84.64
2018-08-07,91,92.0,,0.92,83.72
2018-08-08,86,92.0,,0.92,79.12
2018-08-09,88,92.0,,0.92,80.96000000000001
2018-08-10,91,92.0,,0.92,83.72
2018-08-11,98,92.0,,0.92,90.16000000000001
2018-08-12,95,92.0,,0.92,87.4
2018-08-13,90,92.0,,0.92,82.8
2018-08-14,90,92.0,,0.92,82.8
2018-08-15,88,92.0,,0.92,80.96000000000001
2018-08-16,87,92.0,,0.92,80.04
2018-08-17,89,92.0,,0.92,81.88000000000001
2018-08-18,99,92.0,,0.92,91.08
2018-08-19,96,92.0,,0.92,88.32000000000001
2018-08-20,89,92.0,,0.92,81.88000000000001
2018-08-21,83,92.0,,0.92,76.36
2018-08-22,83,92.0,,0.92,76.36
2018-08-23,84,92.0,,0.92,77.28
2018-08-24,87,92.0,,0.92,80.04
2018-08-25,97,92.0,,0.92,89.24000000000001
2018-08-26,94,92.0,,0.92,86.48
2018-08-27,87,92.0,,0.92,80.04
2018-08-28,79,92.0,,0.92,72.68
2018-08-29,82,92.0,,0.92,75.44
2018-08-30,84,92.0,,0.92,77.28
2018-08-31,88,92.0,,0.92,80.96000000000001
2018-09-01,100,85.0,False,0.85,85.0
2018-09-02,98,85.0,,0.85,83.3
2018-09-03,97,85.0,,0.85,82.45
2018-09-04,87,85.0,,0.85,73.95
2018-09-05,83,85.0,,0.85,70.55
2018-09-06,85,85.0,,0.85,72.25
2018-09-07,85,85.0,,0.85,72.25
2018-09-08,96,85.0,,0.85,81.6
2018-09-09,88,85.0,,0.85,74.8
2018-09-10,84,85.0,,0.85,71.39999999999999
2018-09-11,83,85.0,,0.85,70.55
2018-09-12,85,85.0,,0.85,72.25
2018-09-13,81,85.0,,0.85,68.85
2018-09-14,87,85.0,,0.85,73.95
2018-09-15,97,85.0,,0.85,82.45
2018-09-16,90,85.0,,0.85,76.5
2018-09-17,88,85.0,,0.85,74.8
2018-09-18,86,85.0,,0.85,73.1
2018-09-19,89,85.0,,0.85,75.64999999999999
2018-09-20,88,85.0,,0.85,74.8
2018-09-21,91,85.0,,0.85,77.35
2018-09-22,98,85.0,,0.85,83.3
2018-09-23,90,85.0,,0.85,76.5
2018-09-24,87,85.0,,0.85,73.95
2018-09-25,86,85.0,,0.85,73.1
2018-09-26,85,85.0,,0.85,72.25
2018-09-27,84,85.0,,0.85,71.39999999999999
2018-09-28,87,85.0,,0.85,73.95
2018-09-29,96,85.0,,0.85,81.6
2018-09-30,92,85.0,,0.85,78.2
2018-10-01,94,82.0,False,0.82,77.08
2018-10-02,93,82.0,,0.82,76.25999999999999
2018-10-03,91,82.0,,0.82,74.61999999999999
2018-10-04,93,82.0,,0.82,76.25999999999999
2018-10-05,95,82.0,,0.82,77.89999999999999
2018-10-06,100,82.0,,0.82,82.0
2018-10-07,97,82.0,,0.82,79.53999999999999
2018-10-08,94,82.0,,0.82,77.08
2018-10-09,89,82.0,,0.82,72.97999999999999
2018-10-10,89,82.0,,0.82,72.97999999999999
2018-10-11,89,82.0,,0.82,72.97999999999999
2018-10-12,92,82.0,,0.82,75.44
2018-10-13,98,82.0,,0.82,80.36
2018-10-14,93,82.0,,0.82,76.25999999999999
2018-10-15,92,82.0,,0.82,75.44
2018-10-16,91,82.0,,0.82,74.61999999999999
2018-10-17,86,82.0,,0.82,70.52
2018-10-18,88,82.0,,0.82,72.16
2018-10-19,90,82.0,,0.82,73.8
2018-10-20,97,82.0,,0.82,79.53999999999999
2018-10-21,96,82.0,,0.82,78.72
2018-10-22,94,82.0,,0.82,77.08
2018-10-23,87,82.0,,0.82,71.33999999999999
2018-10-24,86,82.0,,0.82,70.52
2018-10-25,87,82.0,,0.82,71.33999999999999
2018-10-26,92,82.0,,0.82,75.44
2018-10-27,94,82.0,,0.82,77.08
2018-10-28,91,82.0,,0.82,74.61999999999999
2018-10-29,89,82.0,,0.82,72.97999999999999
2018-10-30,88,82.0,,0.82,72.16
2018-10-31,83,82.0,,0.82,68.06
2018-11-01,86,82.0,False,0.82,70.52
2018-11-02,90,82.0,,0.82,73.8
2018-11-03,100,82.0,,0.82,82.0
2018-11-04,90,82.0,,0.82,73.8
2018-11-05,87,82.0,,0.82,71.33999999999999
2018-11-06,81,82.0,,0.82,66.42
2018-11-07,76,82.0,,0.82,62.31999999999999
2018-11-08,86,82.0,,0.82,70.52
2018-11-09,87,82.0,,0.82,71.33999999999999
2018-11-10,98,82.0,,0.82,80.36
2018-11-11,92,82.0,,0.82,75.44
2018-11-12,88,82.0,,0.82,72.16
2018-11-13,86,82.0,,0.82,70.52
2018-11-14,87,82.0,,0.82,71.33999999999999
2018-11-15,87,82.0,,0.82,71.33999999999999
2018-11-16,92,82.0,,0.82,75.44
2018-11-17,99,82.0,,0.82,81.17999999999999
2018-11-18,94,82.0,,0.82,77.08
2018-11-19,93,82.0,,0.82,76.25999999999999
2018-11-20,92,82.0,,0.82,75.44
2018-11-21,92,82.0,,0.82,75.44
2018-11-22,78,82.0,,0.82,63.959999999999994
2018-11-23,93,82.0,,0.82,76.25999999999999
2018-11-24,92,82.0,,0.82,75.44
2018-11-25,92,82.0,,0.82,75.44
2018-11-26,90,82.0,,0.82,73.8
2018-11-27,87,82.0,,0.82,71.33999999999999
2018-11-28,87,82.0,,0.82,71.33999999999999
2018-11-29,88,82.0,,0.82,72.16
2018-11-30,88,82.0,,0.82,72.16
2018-12-01,92,82.0,False,0.82,75.44
2018-12-02,88,82.0,,0.82,72.16
2018-12-03,86,82.0,,0.82,70.52
2018-12-04,86,82.0,,0.82,70.52
2018-12-05,88,82.0,,0.82,72.16
2018-12-06,88,82.0,,0.82,72.16
2018-12-07,87,82.0,,0.82,71.33999999999999
2018-12-08,95,82.0,,0.82,77.89999999999999
2018-12-09,89,82.0,,0.82,72.97999999999999
2018-12-10,88,82.0,,0.82,72.16
2018-12-11,87,82.0,,0.82,71.33999999999999
2018-12-12,86,82.0,,0.82,70.52
2018-12-13,85,82.0,,0.82,69.7
2018-12-14,87,82.0,,0.82,71.33999999999999
2018-12-15,97,82.0,,0.82,79.53999999999999
2018-12-16,92,82.0,,0.82,75.44
2018-12-17,92,82.0,,0.82,75.44
2018-12-18,91,82.0,,0.82,74.61999999999999
2018-12-19,89,82.0,,0.82,72.97999999999999
2018-12-20,90,82.0,,0.82,73.8
2018-12-21,94,82.0,,0.82,77.08
2018-12-22,100,82.0,,0.82,82.0
2018-12-23,92,82.0,,0.82,75.44
2018-12-24,83,82.0,,0.82,68.06
2018-12-25,78,82.0,,0.82,63.959999999999994
2018-12-26,95,82.0,,0.82,77.89999999999999
2018-12-27,98,82.0,,0.82,80.36
2018-12-28,97,82.0,,0.82,79.53999999999999
2018-12-29,99,82.0,,0.82,81.17999999999999
2018-12-30,91,82.0,,0.82,74.61999999999999
2018-12-31,88,82.0,,0.82,72.16
2019-01-01,80,84.0,False,0.84,67.2
2019-01-02,89,84.0,,0.84,74.75999999999999
2019-01-03,90,84.0,,0.84,75.6
2019-01-04,91,84.0,,0.84,76.44
2019-01-05,99,84.0,,0.84,83.16
2019-01-06,86,84.0,,0.84,72.24
2019-01-07,85,84.0,,0.84,71.39999999999999
2019-01-08,82,84.0,,0.84,68.88
2019-01-09,81,84.0,,0.84,68.03999999999999
2019-01-10,85,84.0,,0.84,71.39999999999999
2019-01-11,84,84.0,,0.84,70.56
2019-01-12,93,84.0,,0.84,78.11999999999999
2019-01-13,89,84.0,,0.84,74.75999999999999
2019-01-14,85,84.0,,0.84,71.39999999999999
2019-01-15,85,84.0,,0.84,71.39999999999999
2019-01-16,86,84.0,,0.84,72.24
2019-01-17,86,84.0,,0.84,72.24
2019-01-18,88,84.0,,0.84,73.92
2019-01-19,92,84.0,,0.84,77.28
2019-01-20,89,84.0,,0.84,74.75999999999999
2019-01-21,93,84.0,,0.84,78.11999999999999
2019-01-22,89,84.0,,0.84,74.75999999999999
2019-01-23,84,84.0,,0.84,70.56
2019-01-24,85,84.0,,0.84,71.39999999999999
2019-01-25,88,84.0,,0.84,73.92
2019-01-26,100,84.0,,0.84,84.0
2019-01-27,96,84.0,,0.84,80.64
2019-01-28,88,84.0,,0.84,73.92
2019-01-29,87,84.0,,0.84,73.08
2019-01-30,89,84.0,,0.84,74.75999999999999
2019-01-31,92,84.0,,0.84,77.28
2019-02-01,85,86.0,False,0.86,73.1
2019-02-02,98,86.0,,0.86,84.28
2019-02-03,90,86.0,,0.86,77.4
2019-02-04,82,86.0,,0.86,70.52
2019-02-05,83,86.0,,0.86,71.38
2019-02-06,82,86.0,,0.86,70.52
2019-02-07,84,86.0,,0.86,72.24
2019-02-08,85,86.0,,0.86,73.1
2019-02-09,95,86.0,,0.86,81.7
2019-02-10,87,86.0,,0.86,74.82
2019-02-11,81,86.0,,0.86,69.66
2019-02-12,80,86.0,,0.86,68.8
2019-02-13,79,86.0,,0.86,67.94
2019-02-14,76,86.0,,0.86,65.36
2019-02-15,85,86.0,,0.86,73.1
2019-02-16,100,86.0,,0.86,86.0
2019-02-17,93,86.0,,0.86,79.98
2019-02-18,89,86.0,,0.86,76.53999999999999
2019-02-19,81,86.0,,0.86,69.66
2019-02-20,80,86.0,,0.86,68.8
2019-02-21,84,86.0,,0.86,72.24
2019-02-22,89,86.0,,0.86,76.53999999999999
2019-02-23,100,86.0,,0.86,86.0
2019-02-24,94,86.0,,0.86,80.84
2019-02-25,87,86.0,,0.86,74.82
2019-02-26,86,86.0,,0.86,73.96
2019-02-27,88,86.0,,0.86,75.67999999999999
2019-02-28,88,86.0,,0.86,75.67999999999999
2019-03-01,86,92.0,False,0.92,79.12
2019-03-02,93,92.0,,0.92,85.56
2019-03-03,89,92.0,,0.92,81.88000000000001
2019-03-04,83,92.0,,0.92,76.36
2019-03-05,83,92.0,,0.92,76.36
2019-03-06,83,92.0,,0.92,76.36
2019-03-07,85,92.0,,0.92,78.2
2019-03-08,85,92.0,,0.92,78.2
2019-03-09,96,92.0,,0.92,88.32000000000001
2019-03-10,91,92.0,,0.92,83.72
2019-03-11,88,92.0,,0.92,80.96000000000001
2019-03-12,84,92.0,,0.92,77.28
2019-03-13,84,92.0,,0.92,77.28
2019-03-14,82,92.0,,0.92,75.44
2019-03-15,89,92.0,,0.92,81.88000000000001
2019-03-16,96,92.0,,0.92,88.32000000000001
2019-03-17,96,92.0,,0.92,88.32000000000001
2019-03-18,88,92.0,,0.92,80.96000000000001
2019-03-19,87,92.0,,0.92,80.04
2019-03-20,82,92.0,,0.92,75.44
2019-03-21,81,92.0,,0.92,74.52000000000001
2019-03-22,85,92.0,,0.92,78.2
2019-03-23,95,92.0,,0.92,87.4
2019-03-24,97,92.0,,0.92,89.24000000000001
2019-03-25,86,92.0,,0.92,79.12
2019-03-26,86,92.0,,0.92,79.12
2019-03-27,84,92.0,,0.92,77.28
2019-03-28,84,92.0,,0.92,77.28
2019-03-29,87,92.0,,0.92,80.04
2019-03-30,100,92.0,,0.92,92.0
2019-03-31,93,92.0,,0.92,85.56
2019-04-01,92,91.0,False,0.91,83.72
2019-04-02,87,91.0,,0.91,79.17
2019-04-03,87,91.0,,0.91,79.17
2019-04-04,86,91.0,,0.91,78.26
2019-04-05,90,91.0,,0.91,81.9
2019-04-06,97,91.0,,0.91,88.27
2019-04-07,95,91.0,,0.91,86.45
2019-04-08,91,91.0,,0.91,82.81
2019-04-09,88,91.0,,0.91,80.08
2019-04-10,86,91.0,,0.91,78.26
2019-04-11,85,91.0,,0.91,77.35000000000001
2019-04-12,86,91.0,,0.91,78.26
2019-04-13,100,91.0,,0.91,91.0
2019-04-14,92,91.0,,0.91,83.72
2019-04-15,84,91.0,,0.91,76.44
