date,car_unscaled,car_monthly,isPartial,scale,car
2019-04-16,85,91.0,,0.91,77.35000000000001
2019-04-17,85,91.0,,0.91,77.35000000000001
2019-04-18,88,91.0,,0.91,80.08
2019-04-19,90,91.0,,0.91,81.9
2019-04-20,95,91.0,,0.91,86.45
2019-04-21,91,91.0,,0.91,82.81
2019-04-22,92,91.0,,0.91,83.72
2019-04-23,88,91.0,,0.91,80.08
2019-04-24,87,91.0,,0.91,79.17
2019-04-25,88,91.0,,0.91,80.08
2019-04-26,89,91.0,,0.91,80.99000000000001
2019-04-27,94,91.0,,0.91,85.54
2019-04-28,96,91.0,,0.91,87.36
2019-04-29,89,91.0,,0.91,80.99000000000001
2019-04-30,85,91.0,,0.91,77.35000000000001
2019-05-01,80,91.0,False,0.91,72.8
2019-05-02,81,91.0,,0.91,73.71000000000001
2019-05-03,83,91.0,,0.91,75.53
2019-05-04,87,91.0,,0.91,79.17
2019-05-05,85,91.0,,0.91,77.35000000000001
2019-05-06,84,91.0,,0.91,76.44
2019-05-07,79,91.0,,0.91,71.89
2019-05-08,80,91.0,,0.91,72.8
2019-05-09,81,91.0,,0.91,73.71000000000001
2019-05-10,80,91.0,,0.91,72.8
2019-05-11,91,91.0,,0.91,82.81
2019-05-12,82,91.0,,0.91,74.62
2019-05-13,81,91.0,,0.91,73.71000000000001
2019-05-14,83,91.0,,0.91,75.53
2019-05-15,81,91.0,,0.91,73.71000000000001
2019-05-16,83,91.0,,0.91,75.53
2019-05-17,82,91.0,,0.91,74.62
2019-05-18,93,91.0,,0.91,84.63000000000001
2019-05-19,89,91.0,,0.91,80.99000000000001
2019-05-20,83,91.0,,0.91,75.53
2019-05-21,82,91.0,,0.91,74.62
2019-05-22,83,91.0,,0.91,75.53
2019-05-23,84,91.0,,0.91,76.44
2019-05-24,89,91.0,,0.91,80.99000000000001
2019-05-25,100,91.0,,0.91,91.0
2019-05-26,95,91.0,,0.91,86.45
2019-05-27,92,91.0,,0.91,83.72
2019-05-28,87,91.0,,0.91,79.17
2019-05-29,82,91.0,,0.91,74.62
2019-05-30,87,91.0,,0.91,79.17
2019-05-31,90,91.0,,0.91,81.9
2019-06-01,95,98.0,False,0.98,93.1
2019-06-02,87,98.0,,0.98,85.26
2019-06-03,80,98.0,,0.98,78.4
2019-06-04,83,98.0,,0.98,81.34
2019-06-05,81,98.0,,0.98,79.38
2019-06-06,82,98.0,,0.98,80.36
2019-06-07,87,98.0,,0.98,85.26
2019-06-08,93,98.0,,0.98,91.14
2019-06-09,89,98.0,,0.98,87.22
2019-06-10,81,98.0,,0.98,79.38
2019-06-11,80,98.0,,0.98,78.4
2019-06-12,84,98.0,,0.98,82.32
2019-06-13,81,98.0,,0.98,79.38
2019-06-14,85,98.0,,0.98,83.3
2019-06-15,94,98.0,,0.98,92.12
2019-06-16,87,98.0,,0.98,85.26
2019-06-17,87,98.0,,0.98,85.26
2019-06-18,83,98.0,,0.98,81.34
2019-06-19,84,98.0,,0.98,82.32
2019-06-20,82,98.0,,0.98,80.36
2019-06-21,85,98.0,,0.98,83.3
2019-06-22,95,98.0,,0.98,93.1
2019-06-23,93,98.0,,0.98,91.14
2019-06-24,88,98.0,,0.98,86.24
2019-06-25,85,98.0,,0.98,83.3
2019-06-26,84,98.0,,0.98,82.32
2019-06-27,86,98.0,,0.98,84.28
2019-06-28,88,98.0,,0.98,86.24
2019-06-29,100,98.0,,0.98,98.0
2019-06-30,91,98.0,,0.98,89.17999999999999
2019-07-01,90,99.0,False,0.99,89.1
2019-07-02,86,99.0,,0.99,85.14
2019-07-03,86,99.0,,0.99,85.14
2019-07-04,85,99.0,,0.99,84.15
2019-07-05,91,99.0,,0.99,90.09
2019-07-06,92,99.0,,0.99,91.08
2019-07-07,90,99.0,,0.99,89.1
2019-07-08,87,99.0,,0.99,86.13
2019-07-09,87,99.0,,0.99,86.13
2019-07-10,86,99.0,,0.99,85.14
2019-07-11,88,99.0,,0.99,87.12
2019-07-12,89,99.0,,0.99,88.11
2019-07-13,100,99.0,,0.99,99.0
2019-07-14,94,99.0,,0.99,93.06
2019-07-15,88,99.0,,0.99,87.12
2019-07-16,90,99.0,,0.99,89.1
2019-07-17,85,99.0,,0.99,84.15
2019-07-18,88,99.0,,0.99,87.12
2019-07-19,92,99.0,,0.99,91.08
2019-07-20,97,99.0,,0.99,96.03
2019-07-21,95,99.0,,0.99,94.05
2019-07-22,89,99.0,,0.99,88.11
2019-07-23,84,99.0,,0.99,83.16
2019-07-24,84,99.0,,0.99,83.16
2019-07-25,88,99.0,,0.99,87.12
2019-07-26,90,99.0,,0.99,89.1
2019-07-27,100,99.0,,0.99,99.0
2019-07-28,95,99.0,,0.99,94.05
2019-07-29,92,99.0,,0.99,91.08
2019-07-30,87,99.0,,0.99,86.13
2019-07-31,86,99.0,,0.99,85.14
2019-08-01,88,100.0,False,1.0,88.0
2019-08-02,89,100.0,,1.0,89.0
2019-08-03,100,100.0,,1.0,100.0
2019-08-04,92,100.0,,1.0,92.0
2019-08-05,89,100.0,,1.0,89.0
2019-08-06,85,100.0,,1.0,85.0
2019-08-07,84,100.0,,1.0,84.0
2019-08-08,86,100.0,,1.0,86.0
2019-08-09,90,100.0,,1.0,90.0
2019-08-10,96,100.0,,1.0,96.0
2019-08-11,94,100.0,,1.0,94.0
2019-08-12,88,100.0,,1.0,88.0
2019-08-13,85,100.0,,1.0,85.0
2019-08-14,87,100.0,,1.0,87.0
2019-08-15,85,100.0,,1.0,85.0
2019-08-16,89,100.0,,1.0,89.0
2019-08-17,97,100.0,,1.0,97.0
2019-08-18,92,100.0,,1.0,92.0
2019-08-19,88,100.0,,1.0,88.0
2019-08-20,85,100.0,,1.0,85.0
2019-08-21,82,100.0,,1.0,82.0
2019-08-22,85,100.0,,1.0,85.0
2019-08-23,84,100.0,,1.0,84.0
2019-08-24,93,100.0,,1.0,93.0
2019-08-25,93,100.0,,1.0,93.0
2019-08-26,85,100.0,,1.0,85.0
2019-08-27,81,100.0,,1.0,81.0
2019-08-28,83,100.0,,1.0,83.0
2019-08-29,84,100.0,,1.0,84.0
2019-08-30,88,100.0,,1.0,88.0
2019-08-31,92,100.0,,1.0,92.0
2019-09-01,75,91.0,False,0.91,68.25
2019-09-02,100,91.0,,0.91,91.0
2019-09-03,75,91.0,,0.91,68.25
2019-09-04,72,91.0,,0.91,65.52
2019-09-05,71,91.0,,0.91,64.61
2019-09-06,71,91.0,,0.91,64.61
2019-09-07,79,91.0,,0.91,71.89
2019-09-08,73,91.0,,0.91,66.43
2019-09-09,67,91.0,,0.91,60.97
2019-09-10,69,91.0,,0.91,62.79
2019-09-11,65,91.0,,0.91,59.15
2019-09-12,69,91.0,,0.91,62.79
2019-09-13,71,91.0,,0.91,64.61
2019-09-14,78,91.0,,0.91,70.98
2019-09-15,73,91.0,,0.91,66.43
2019-09-16,72,91.0,,0.91,65.52
2019-09-17,71,91.0,,0.91,64.61
2019-09-18,71,91.0,,0.91,64.61
2019-09-19,68,91.0,,0.91,61.88
2019-09-20,73,91.0,,0.91,66.43
2019-09-21,84,91.0,,0.91,76.44
2019-09-22,73,91.0,,0.91,66.43
2019-09-23,71,91.0,,0.91,64.61
2019-09-24,67,91.0,,0.91,60.97
2019-09-25,67,91.0,,0.91,60.97
2019-09-26,68,91.0,,0.91,61.88
2019-09-27,72,91.0,,0.91,65.52
2019-09-28,80,91.0,,0.91,72.8
2019-09-29,72,91.0,,0.91,65.52
2019-09-30,70,91.0,,0.91,63.7
2019-10-01,83,87.0,False,0.87,72.21
2019-10-02,85,87.0,,0.87,73.95
2019-10-03,86,87.0,,0.87,74.82
2019-10-04,89,87.0,,0.87,77.42999999999999
2019-10-05,100,87.0,,0.87,87.0
2019-10-06,86,87.0,,0.87,74.82
2019-10-07,83,87.0,,0.87,72.21
2019-10-08,81,87.0,,0.87,70.47
2019-10-09,83,87.0,,0.87,72.21
2019-10-10,81,87.0,,0.87,70.47
2019-10-11,85,87.0,,0.87,73.95
2019-10-12,90,87.0,,0.87,78.3
2019-10-13,87,87.0,,0.87,75.69
2019-10-14,85,87.0,,0.87,73.95
2019-10-15,83,87.0,,0.87,72.21
2019-10-16,80,87.0,,0.87,69.6
2019-10-17,83,87.0,,0.87,72.21
2019-10-18,85,87.0,,0.87,73.95
2019-10-19,91,87.0,,0.87,79.17
2019-10-20,84,87.0,,0.87,73.08
2019-10-21,83,87.0,,0.87,72.21
2019-10-22,80,87.0,,0.87,69.6
2019-10-23,80,87.0,,0.87,69.6
2019-10-24,82,87.0,,0.87,71.34
2019-10-25,84,87.0,,0.87,73.08
2019-10-26,87,87.0,,0.87,75.69
2019-10-27,79,87.0,,0.87,68.73
2019-10-28,79,87.0,,0.87,68.73
2019-10-29,80,87.0,,0.87,69.6
2019-10-30,77,87.0,,0.87,66.99
2019-10-31,76,87.0,,0.87,66.12
2019-11-01,88,85.0,False,0.85,74.8
2019-11-02,95,85.0,,0.85,80.75
2019-11-03,89,85.0,,0.85,75.64999999999999
2019-11-04,87,85.0,,0.85,73.95
2019-11-05,87,85.0,,0.85,73.95
2019-11-06,83,85.0,,0.85,70.55
2019-11-07,85,85.0,,0.85,72.25
2019-11-08,90,85.0,,0.85,76.5
2019-11-09,95,85.0,,0.85,80.75
2019-11-10,90,85.0,,0.85,76.5
2019-11-11,87,85.0,,0.85,73.95
2019-11-12,84,85.0,,0.85,71.39999999999999
2019-11-13,86,85.0,,0.85,73.1
2019-11-14,84,85.0,,0.85,71.39999999999999
2019-11-15,87,85.0,,0.85,73.95
2019-11-16,98,85.0,,0.85,83.3
2019-11-17,91,85.0,,0.85,77.35
2019-11-18,85,85.0,,0.85,72.25
2019-11-19,83,85.0,,0.85,70.55
2019-11-20,84,85.0,,0.85,71.39999999999999
2019-11-21,85,85.0,,0.85,72.25
2019-11-22,92,85.0,,0.85,78.2
2019-11-23,100,85.0,,0.85,85.0
2019-11-24,94,85.0,,0.85,79.89999999999999
2019-11-25,86,85.0,,0.85,73.1
2019-11-26,87,85.0,,0.85,73.95
2019-11-27,87,85.0,,0.85,73.95
2019-11-28,74,85.0,,0.85,62.9
2019-11-29,87,85.0,,0.85,73.95
2019-11-30,89,85.0,,0.85,75.64999999999999
2019-12-01,85,86.0,False,0.86,73.1
2019-12-02,81,86.0,,0.86,69.66
2019-12-03,82,86.0,,0.86,70.52
2019-12-04,80,86.0,,0.86,68.8
2019-12-05,81,86.0,,0.86,69.66
2019-12-06,83,86.0,,0.86,71.38
2019-12-07,93,86.0,,0.86,79.98
2019-12-08,86,86.0,,0.86,73.96
2019-12-09,80,86.0,,0.86,68.8
2019-12-10,81,86.0,,0.86,69.66
2019-12-11,83,86.0,,0.86,71.38
2019-12-12,83,86.0,,0.86,71.38
2019-12-13,87,86.0,,0.86,74.82
2019-12-14,91,86.0,,0.86,78.26
2019-12-15,86,86.0,,0.86,73.96
2019-12-16,84,86.0,,0.86,72.24
2019-12-17,84,86.0,,0.86,72.24
2019-12-18,84,86.0,,0.86,72.24
2019-12-19,85,86.0,,0.86,73.1
2019-12-20,92,86.0,,0.86,79.12
2019-12-21,98,86.0,,0.86,84.28
2019-12-22,96,86.0,,0.86,82.56
2019-12-23,98,86.0,,0.86,84.28
2019-12-24,88,86.0,,0.86,75.67999999999999
2019-12-25,78,86.0,,0.86,67.08
2019-12-26,95,86.0,,0.86,81.7
2019-12-27,98,86.0,,0.86,84.28
2019-12-28,100,86.0,,0.86,86.0
2019-12-29,89,86.0,,0.86,76.53999999999999
2019-12-30,93,86.0,,0.86,79.98
2019-12-31,90,86.0,,0.86,77.4
2020-01-01,84,86.0,False,0.86,72.24
2020-01-02,95,86.0,,0.86,81.7
2020-01-03,94,86.0,,0.86,80.84
2020-01-04,98,86.0,,0.86,84.28
2020-01-05,91,86.0,,0.86,78.26
2020-01-06,90,86.0,,0.86,77.4
2020-01-07,90,86.0,,0.86,77.4
2020-01-08,87,86.0,,0.86,74.82
2020-01-09,87,86.0,,0.86,74.82
2020-01-10,91,86.0,,0.86,78.26
2020-01-11,99,86.0,,0.86,85.14
2020-01-12,91,86.0,,0.86,78.26
2020-01-13,89,86.0,,0.86,76.53999999999999
2020-01-14,89,86.0,,0.86,76.53999999999999
2020-01-15,88,86.0,,0.86,75.67999999999999
2020-01-16,89,86.0,,0.86,76.53999999999999
2020-01-17,88,86.0,,0.86,75.67999999999999
2020-01-18,100,86.0,,0.86,86.0
2020-01-19,94,86.0,,0.86,80.84
2020-01-20,94,86.0,,0.86,80.84
2020-01-21,92,86.0,,0.86,79.12
2020-01-22,87,86.0,,0.86,74.82
2020-01-23,86,86.0,,0.86,73.96
2020-01-24,93,86.0,,0.86,79.98
2020-01-25,100,86.0,,0.86,86.0
2020-01-26,88,86.0,,0.86,75.67999999999999
2020-01-27,85,86.0,,0.86,73.1
2020-01-28,84,86.0,,0.86,72.24
2020-01-29,87,86.0,,0.86,74.82
2020-01-30,87,86.0,,0.86,74.82
2020-01-31,87,86.0,,0.86,74.82
2020-02-01,91,90.0,False,0.9,81.9
2020-02-02,83,90.0,,0.9,74.7
2020-02-03,79,90.0,,0.9,71.10000000000001
2020-02-04,77,90.0,,0.9,69.3
2020-02-05,76,90.0,,0.9,68.4
2020-02-06,78,90.0,,0.9,70.2
2020-02-07,83,90.0,,0.9,74.7
2020-02-08,95,90.0,,0.9,85.5
2020-02-09,91,90.0,,0.9,81.9
2020-02-10,80,90.0,,0.9,72.0
2020-02-11,80,90.0,,0.9,72.0
2020-02-12,77,90.0,,0.9,69.3
2020-02-13,83,90.0,,0.9,74.7
2020-02-14,85,90.0,,0.9,76.5
2020-02-15,94,90.0,,0.9,84.60000000000001
2020-02-16,100,90.0,,0.9,90.0
2020-02-17,95,90.0,,0.9,85.5
2020-02-18,88,90.0,,0.9,79.2
2020-02-19,86,90.0,,0.9,77.4
2020-02-20,83,90.0,,0.9,74.7
2020-02-21,86,90.0,,0.9,77.4
2020-02-22,96,90.0,,0.9,86.4
2020-02-23,93,90.0,,0.9,83.7
2020-02-24,86,90.0,,0.9,77.4
2020-02-25,81,90.0,,0.9,72.9
2020-02-26,83,90.0,,0.9,74.7
2020-02-27,90,90.0,,0.9,81.0
2020-02-28,90,90.0,,0.9,81.0
2020-02-29,99,90.0,,0.9,89.10000000000001
2020-03-01,99,73.0,False,0.73,72.27
2020-03-02,89,73.0,,0.73,64.97
2020-03-03,88,73.0,,0.73,64.24
2020-03-04,84,73.0,,0.73,61.32
2020-03-05,89,73.0,,0.73,64.97
2020-03-06,91,73.0,,0.73,66.42999999999999
2020-03-07,100,73.0,,0.73,73.0
2020-03-08,100,73.0,,0.73,73.0
2020-03-09,89,73.0,,0.73,64.97
2020-03-10,84,73.0,,0.73,61.32
2020-03-11,81,73.0,,0.73,59.129999999999995
2020-03-12,71,73.0,,0.73,51.83
2020-03-13,75,73.0,,0.73,54.75
2020-03-14,81,73.0,,0.73,59.129999999999995
2020-03-15,78,73.0,,0.73,56.94
2020-03-16,65,73.0,,0.73,47.449999999999996
2020-03-17,62,73.0,,0.73,45.26
2020-03-18,61,73.0,,0.73,44.53
2020-03-19,62,73.0,,0.73,45.26
2020-03-20,62,73.0,,0.73,45.26
2020-03-21,69,73.0,,0.73,50.37
2020-03-22,68,73.0,,0.73,49.64
2020-03-23,59,73.0,,0.73,43.07
2020-03-24,57,73.0,,0.73,41.61
2020-03-25,60,73.0,,0.73,43.8
2020-03-26,64,73.0,,0.73,46.72
2020-03-27,67,73.0,,0.73,48.91
2020-03-28,66,73.0,,0.73,48.18
2020-03-29,68,73.0,,0.73,49.64
2020-03-30,61,73.0,,0.73,44.53
2020-03-31,59,73.0,,0.73,43.07
2020-04-01,78,66.0,False,0.66,51.480000000000004
2020-04-02,79,66.0,,0.66,52.14
2020-04-03,77,66.0,,0.66,50.82
2020-04-04,84,66.0,,0.66,55.440000000000005
2020-04-05,85,66.0,,0.66,56.1
2020-04-06,79,66.0,,0.66,52.14
2020-04-07,80,66.0,,0.66,52.800000000000004
2020-04-08,79,66.0,,0.66,52.14
2020-04-09,82,66.0,,0.66,54.120000000000005
2020-04-10,84,66.0,,0.66,55.440000000000005
2020-04-11,93,66.0,,0.66,61.38
2020-04-12,84,66.0,,0.66,55.440000000000005
2020-04-13,84,66.0,,0.66,55.440000000000005
2020-04-14,83,66.0,,0.66,54.78
2020-04-15,87,66.0,,0.66,57.42
2020-04-16,89,66.0,,0.66,58.74
2020-04-17,91,66.0,,0.66,60.06
2020-04-18,98,66.0,,0.66,64.68
2020-04-19,98,66.0,,0.66,64.68
2020-04-20,90,66.0,,0.66,59.400000000000006
2020-04-21,88,66.0,,0.66,58.080000000000005
2020-04-22,88,66.0,,0.66,58.080000000000005
2020-04-23,90,66.0,,0.66,59.400000000000006
2020-04-24,89,66.0,,0.66,58.74
2020-04-25,100,66.0,,0.66,66.0
2020-04-26,97,66.0,,0.66,64.02
2020-04-27,94,66.0,,0.66,62.040000000000006
2020-04-28,95,66.0,,0.66,62.7
2020-04-29,93,66.0,,0.66,61.38
2020-04-30,93,66.0,,0.66,61.38
2020-05-01,71,87.0,False,0.87,61.77
2020-05-02,85,87.0,,0.87,73.95
2020-05-03,77,87.0,,0.87,66.99
2020-05-04,74,87.0,,0.87,64.38
2020-05-05,71,87.0,,0.87,61.77
2020-05-06,74,87.0,,0.87,64.38
2020-05-07,72,87.0,,0.87,62.64
2020-05-08,73,87.0,,0.87,63.51
2020-05-09,79,87.0,,0.87,68.73
2020-05-10,77,87.0,,0.87,66.99
2020-05-11,74,87.0,,0.87,64.38
2020-05-12,77,87.0,,0.87,66.99
2020-05-13,76,87.0,,0.87,66.12
2020-05-14,75,87.0,,0.87,65.25
2020-05-15,80,87.0,,0.87,69.6
2020-05-16,90,87.0,,0.87,78.3
2020-05-17,85,87.0,,0.87,73.95
2020-05-18,77,87.0,,0.87,66.99
2020-05-19,80,87.0,,0.87,69.6
2020-05-20,81,87.0,,0.87,70.47
2020-05-21,82,87.0,,0.87,71.34
2020-05-22,85,87.0,,0.87,73.95
2020-05-23,95,87.0,,0.87,82.65
2020-05-24,92,87.0,,0.87,80.04
2020-05-25,100,87.0,,0.87,87.0
2020-05-26,90,87.0,,0.87,78.3
2020-05-27,86,87.0,,0.87,74.82
2020-05-28,85,87.0,,0.87,73.95
2020-05-29,85,87.0,,0.87,73.95
2020-05-30,92,87.0,,0.87,80.04
2020-05-31,89,87.0,,0.87,77.42999999999999
2020-06-01,79,96.0,False,0.96,75.84
2020-06-02,75,96.0,,0.96,72.0
2020-06-03,82,96.0,,0.96,78.72
2020-06-04,83,96.0,,0.96,79.67999999999999
2020-06-05,83,96.0,,0.96,79.67999999999999
2020-06-06,94,96.0,,0.96,90.24
2020-06-07,93,96.0,,0.96,89.28
2020-06-08,87,96.0,,0.96,83.52
2020-06-09,86,96.0,,0.96,82.56
2020-06-10,83,96.0,,0.96,79.67999999999999
2020-06-11,90,96.0,,0.96,86.39999999999999
2020-06-12,89,96.0,,0.96,85.44
2020-06-13,100,96.0,,0.96,96.0
2020-06-14,99,96.0,,0.96,95.03999999999999
2020-06-15,86,96.0,,0.96,82.56
2020-06-16,87,96.0,,0.96,83.52
2020-06-17,87,96.0,,0.96,83.52
2020-06-18,89,96.0,,0.96,85.44
2020-06-19,90,96.0,,0.96,86.39999999999999
2020-06-20,94,96.0,,0.96,90.24
2020-06-21,91,96.0,,0.96,87.36
2020-06-22,91,96.0,,0.96,87.36
2020-06-23,87,96.0,,0.96,83.52
2020-06-24,86,96.0,,0.96,82.56
2020-06-25,88,96.0,,0.96,84.47999999999999
2020-06-26,90,96.0,,0.96,86.39999999999999
2020-06-27,95,96.0,,0.96,91.2
2020-06-28,93,96.0,,0.96,89.28
2020-06-29,89,96.0,,0.96,85.44
2020-06-30,86,96.0,,0.96,82.56
2020-07-01,92,96.0,False,0.96,88.32
2020-07-02,93,96.0,,0.96,89.28
2020-07-03,99,96.0,,0.96,95.03999999999999
2020-07-04,94,96.0,,0.96,90.24
2020-07-05,95,96.0,,0.96,91.2
2020-07-06,95,96.0,,0.96,91.2
2020-07-07,92,96.0,,0.96,88.32
2020-07-08,90,96.0,,0.96,86.39999999999999
2020-07-09,88,96.0,,0.96,84.47999999999999
2020-07-10,91,96.0,,0.96,87.36
2020-07-11,99,96.0,,0.96,95.03999999999999
2020-07-12,95,96.0,,0.96,91.2
2020-07-13,89,96.0,,0.96,85.44
2020-07-14,88,96.0,,0.96,84.47999999999999
2020-07-15,87,96.0,,0.96,83.52
2020-07-16,89,96.0,,0.96,85.44
2020-07-17,92,96.0,,0.96,88.32
2020-07-18,99,96.0,,0.96,95.03999999999999
2020-07-19,95,96.0,,0.96,91.2
2020-07-20,92,96.0,,0.96,88.32
2020-07-21,90,96.0,,0.96,86.39999999999999
2020-07-22,88,96.0,,0.96,84.47999999999999
2020-07-23,90,96.0,,0.96,86.39999999999999
2020-07-24,91,96.0,,0.96,87.36
2020-07-25,100,96.0,,0.96,96.0
2020-07-26,95,96.0,,0.96,91.2
2020-07-27,91,96.0,,0.96,87.36
2020-07-28,89,96.0,,0.96,85.44
2020-07-29,90,96.0,,0.96,86.39999999999999
2020-07-30,90,96.0,,0.96,86.39999999999999
2020-07-31,92,96.0,,0.96,88.32
2020-08-01,97,92.0,False,0.92,89.24000000000001
2020-08-02,91,92.0,,0.92,83.72
2020-08-03,89,92.0,,0.92,81.88000000000001
2020-08-04,86,92.0,,0.92,79.12
2020-08-05,89,92.0,,0.92,81.88000000000001
2020-08-06,89,92.0,,0.92,81.88000000000001
2020-08-07,89,92.0,,0.92,81.88000000000001
2020-08-08,100,92.0,,0.92,92.0
2020-08-09,91,92.0,,0.92,83.72
2020-08-10,85,92.0,,0.92,78.2
2020-08-11,83,92.0,,0.92,76.36
2020-08-12,85,92.0,,0.92,78.2
2020-08-13,87,92.0,,0.92,80.04
2020-08-14,87,92.0,,0.92,80.04
2020-08-15,98,92.0,,0.92,90.16000000000001
2020-08-16,93,92.0,,0.92,85.56
2020-08-17,86,92.0,,0.92,79.12
2020-08-18,83,92.0,,0.92,76.36
2020-08-19,83,92.0,,0.92,76.36
2020-08-20,84,92.0,,0.92,77.28
2020-08-21,85,92.0,,0.92,78.2
2020-08-22,97,92.0,,0.92,89.24000000000001
2020-08-23,92,92.0,,0.92,84.64
2020-08-24,83,92.0,,0.92,76.36
2020-08-25,80,92.0,,0.92,73.60000000000001
2020-08-26,79,92.0,,0.92,72.68
2020-08-27,81,92.0,,0.92,74.52000000000001
2020-08-28,81,92.0,,0.92,74.52000000000001
2020-08-29,92,92.0,,0.92,84.64
2020-08-30,89,92.0,,0.92,81.88000000000001
2020-08-31,81,92.0,,0.92,74.52000000000001
2020-09-01,77,85.0,False,0.85,65.45
2020-09-02,82,85.0,,0.85,69.7
2020-09-03,83,85.0,,0.85,70.55
2020-09-04,87,85.0,,0.85,73.95
2020-09-05,100,85.0,,0.85,85.0
2020-09-06,90,85.0,,0.85,76.5
2020-09-07,91,85.0,,0.85,77.35
2020-09-08,78,85.0,,0.85,66.3
2020-09-09,74,85.0,,0.85,62.9
2020-09-10,78,85.0,,0.85,66.3
2020-09-11,82,85.0,,0.85,69.7
2020-09-12,91,85.0,,0.85,77.35
2020-09-13,86,85.0,,0.85,73.1
2020-09-14,78,85.0,,0.85,66.3
2020-09-15,80,85.0,,0.85,68.0
2020-09-16,77,85.0,,0.85,65.45
2020-09-17,81,85.0,,0.85,68.85
2020-09-18,81,85.0,,0.85,68.85
2020-09-19,93,85.0,,0.85,79.05
2020-09-20,87,85.0,,0.85,73.95
2020-09-21,76,85.0,,0.85,64.6
2020-09-22,79,85.0,,0.85,67.14999999999999
2020-09-23,81,85.0,,0.85,68.85
2020-09-24,86,85.0,,0.85,73.1
2020-09-25,84,85.0,,0.85,71.39999999999999
2020-09-26,95,85.0,,0.85,80.75
2020-09-27,89,85.0,,0.85,75.64999999999999
2020-09-28,84,85.0,,0.85,71.39999999999999
2020-09-29,79,85.0,,0.85,67.14999999999999
2020-09-30,78,85.0,,0.85,66.3
2020-10-01,88,85.0,False,0.85,74.8
2020-10-02,86,85.0,,0.85,73.1
2020-10-03,97,85.0,,0.85,82.45
2020-10-04,92,85.0,,0.85,78.2
2020-10-05,86,85.0,,0.85,73.1
2020-10-06,85,85.0,,0.85,72.25
2020-10-07,82,85.0,,0.85,69.7
2020-10-08,88,85.0,,0.85,74.8
2020-10-09,91,85.0,,0.85,77.35
2020-10-10,98,85.0,,0.85,83.3
2020-10-11,91,85.0,,0.85,77.35
2020-10-12,89,85.0,,0.85,75.64999999999999
2020-10-13,88,85.0,,0.85,74.8
2020-10-14,89,85.0,,0.85,75.64999999999999
2020-10-15,91,85.0,,0.85,77.35
2020-10-16,90,85.0,,0.85,76.5
2020-10-17,100,85.0,,0.85,85.0
2020-10-18,94,85.0,,0.85,79.89999999999999
2020-10-19,90,85.0,,0.85,76.5
2020-10-20,88,85.0,,0.85,74.8
2020-10-21,89,85.0,,0.85,75.64999999999999
2020-10-22,91,85.0,,0.85,77.35
2020-10-23,89,85.0,,0.85,75.64999999999999
2020-10-24,97,85.0,,0.85,82.45
2020-10-25,90,85.0,,0.85,76.5
2020-10-26,85,85.0,,0.85,72.25
2020-10-27,86,85.0,,0.85,73.1
2020-10-28,82,85.0,,0.85,69.7
2020-10-29,86,85.0,,0.85,73.1
2020-10-30,89,85.0,,0.85,75.64999999999999
2020-10-31,93,85.0,,0.85,79.05
2020-11-01,92,78.0,True,0.78,71.76
2020-11-02,90,78.0,,0.78,70.2
2020-11-03,83,78.0,,0.78,64.74000000000001
2020-11-04,52,78.0,,0.78,40.56
2020-11-05,67,78.0,,0.78,52.260000000000005
2020-11-06,75,78.0,,0.78,58.5
2020-11-07,85,78.0,,0.78,66.3
2020-11-08,90,78.0,,0.78,70.2
2020-11-09,92,78.0,,0.78,71.76
2020-11-10,88,78.0,,0.78,68.64
2020-11-11,86,78.0,,0.78,67.08
2020-11-12,88,78.0,,0.78,68.64
2020-11-13,90,78.0,,0.78,70.2
2020-11-14,96,78.0,,0.78,74.88
2020-11-15,89,78.0,,0.78,69.42
2020-11-16,87,78.0,,0.78,67.86
2020-11-17,86,78.0,,0.78,67.08
2020-11-18,90,78.0,,0.78,70.2
2020-11-19,93,78.0,,0.78,72.54
2020-11-20,93,78.0,,0.78,72.54
2020-11-21,100,78.0,,0.78,78.0
2020-11-22,93,78.0,,0.78,72.54
2020-11-23,91,78.0,,0.78,70.98
2020-11-24,91,78.0,,0.78,70.98
2020-11-25,87,78.0,,0.78,67.86
2020-11-26,84,78.0,,0.78,65.52
2020-11-27,96,78.0,,0.78,74.88
2020-11-28,93,78.0,,0.78,72.54
2020-11-29,90,78.0,,0.78,70.2
