date,portfolio_unscaled,portfolio_monthly,isPartial,scale,portfolio
2013-10-11,78,81.0,,0.81,63.18000000000001
2013-10-12,49,81.0,,0.81,39.690000000000005
2013-10-13,52,81.0,,0.81,42.120000000000005
2013-10-14,83,81.0,,0.81,67.23
2013-10-15,87,81.0,,0.81,70.47
2013-10-16,89,81.0,,0.81,72.09
2013-10-17,93,81.0,,0.81,75.33
2013-10-18,80,81.0,,0.81,64.80000000000001
2013-10-19,58,81.0,,0.81,46.980000000000004
2013-10-20,56,81.0,,0.81,45.36
2013-10-21,93,81.0,,0.81,75.33
2013-10-22,96,81.0,,0.81,77.76
2013-10-23,98,81.0,,0.81,79.38000000000001
2013-10-24,97,81.0,,0.81,78.57000000000001
2013-10-25,90,81.0,,0.81,72.9
2013-10-26,51,81.0,,0.81,41.31
2013-10-27,55,81.0,,0.81,44.550000000000004
2013-10-28,84,81.0,,0.81,68.04
2013-10-29,100,81.0,,0.81,81.0
2013-10-30,92,81.0,,0.81,74.52000000000001
2013-10-31,80,81.0,,0.81,64.80000000000001
2013-11-01,72,82.0,False,0.82,59.04
2013-11-02,54,82.0,,0.82,44.279999999999994
2013-11-03,52,82.0,,0.82,42.64
2013-11-04,89,82.0,,0.82,72.97999999999999
2013-11-05,100,82.0,,0.82,82.0
2013-11-06,81,82.0,,0.82,66.42
2013-11-07,89,82.0,,0.82,72.97999999999999
2013-11-08,93,82.0,,0.82,76.25999999999999
2013-11-09,50,82.0,,0.82,41.0
2013-11-10,46,82.0,,0.82,37.72
2013-11-11,76,82.0,,0.82,62.31999999999999
2013-11-12,91,82.0,,0.82,74.61999999999999
2013-11-13,77,82.0,,0.82,63.13999999999999
2013-11-14,90,82.0,,0.82,73.8
2013-11-15,89,82.0,,0.82,72.97999999999999
2013-11-16,57,82.0,,0.82,46.739999999999995
2013-11-17,47,82.0,,0.82,38.54
2013-11-18,71,82.0,,0.82,58.22
2013-11-19,93,82.0,,0.82,76.25999999999999
2013-11-20,94,82.0,,0.82,77.08
2013-11-21,91,82.0,,0.82,74.61999999999999
2013-11-22,68,82.0,,0.82,55.76
2013-11-23,42,82.0,,0.82,34.44
2013-11-24,60,82.0,,0.82,49.199999999999996
2013-11-25,92,82.0,,0.82,75.44
2013-11-26,86,82.0,,0.82,70.52
2013-11-27,77,82.0,,0.82,63.13999999999999
2013-11-28,47,82.0,,0.82,38.54
2013-11-29,46,82.0,,0.82,37.72
2013-11-30,45,82.0,,0.82,36.9
2013-12-01,57,76.0,False,0.76,43.32
2013-12-02,79,76.0,,0.76,60.04
2013-12-03,90,76.0,,0.76,68.4
2013-12-04,86,76.0,,0.76,65.36
2013-12-05,86,76.0,,0.76,65.36
2013-12-06,72,76.0,,0.76,54.72
2013-12-07,60,76.0,,0.76,45.6
2013-12-08,62,76.0,,0.76,47.12
2013-12-09,84,76.0,,0.76,63.84
2013-12-10,100,76.0,,0.76,76.0
2013-12-11,89,76.0,,0.76,67.64
2013-12-12,88,76.0,,0.76,66.88
2013-12-13,88,76.0,,0.76,66.88
2013-12-14,53,76.0,,0.76,40.28
2013-12-15,63,76.0,,0.76,47.88
2013-12-16,89,76.0,,0.76,67.64
2013-12-17,86,76.0,,0.76,65.36
2013-12-18,87,76.0,,0.76,66.12
2013-12-19,80,76.0,,0.76,60.8
2013-12-20,63,76.0,,0.76,47.88
2013-12-21,41,76.0,,0.76,31.16
2013-12-22,41,76.0,,0.76,31.16
2013-12-23,62,76.0,,0.76,47.12
2013-12-24,58,76.0,,0.76,44.08
2013-12-25,28,76.0,,0.76,21.28
2013-12-26,54,76.0,,0.76,41.04
2013-12-27,59,76.0,,0.76,44.84
2013-12-28,51,76.0,,0.76,38.76
2013-12-29,46,76.0,,0.76,34.96
2013-12-30,59,76.0,,0.76,44.84
2013-12-31,64,76.0,,0.76,48.64
2014-01-01,50,80.0,False,0.8,40.0
2014-01-02,67,80.0,,0.8,53.6
2014-01-03,66,80.0,,0.8,52.800000000000004
2014-01-04,55,80.0,,0.8,44.0
2014-01-05,54,80.0,,0.8,43.2
2014-01-06,72,80.0,,0.8,57.6
2014-01-07,80,80.0,,0.8,64.0
2014-01-08,77,80.0,,0.8,61.6
2014-01-09,89,80.0,,0.8,71.2
2014-01-10,77,80.0,,0.8,61.6
2014-01-11,48,80.0,,0.8,38.400000000000006
2014-01-12,63,80.0,,0.8,50.400000000000006
2014-01-13,91,80.0,,0.8,72.8
2014-01-14,94,80.0,,0.8,75.2
2014-01-15,82,80.0,,0.8,65.60000000000001
2014-01-16,87,80.0,,0.8,69.60000000000001
2014-01-17,79,80.0,,0.8,63.2
2014-01-18,59,80.0,,0.8,47.2
2014-01-19,59,80.0,,0.8,47.2
2014-01-20,63,80.0,,0.8,50.400000000000006
2014-01-21,75,80.0,,0.8,60.0
2014-01-22,78,80.0,,0.8,62.400000000000006
2014-01-23,90,80.0,,0.8,72.0
2014-01-24,89,80.0,,0.8,71.2
2014-01-25,59,80.0,,0.8,47.2
2014-01-26,67,80.0,,0.8,53.6
2014-01-27,77,80.0,,0.8,61.6
2014-01-28,84,80.0,,0.8,67.2
2014-01-29,100,80.0,,0.8,80.0
2014-01-30,81,80.0,,0.8,64.8
2014-01-31,88,80.0,,0.8,70.4
2014-02-01,53,83.0,False,0.83,43.989999999999995
2014-02-02,48,83.0,,0.83,39.839999999999996
2014-02-03,84,83.0,,0.83,69.72
2014-02-04,73,83.0,,0.83,60.589999999999996
2014-02-05,81,83.0,,0.83,67.22999999999999
2014-02-06,67,83.0,,0.83,55.61
2014-02-07,66,83.0,,0.83,54.779999999999994
2014-02-08,50,83.0,,0.83,41.5
2014-02-09,54,83.0,,0.83,44.82
2014-02-10,83,83.0,,0.83,68.89
2014-02-11,73,83.0,,0.83,60.589999999999996
2014-02-12,83,83.0,,0.83,68.89
2014-02-13,79,83.0,,0.83,65.57
2014-02-14,77,83.0,,0.83,63.91
2014-02-15,57,83.0,,0.83,47.309999999999995
2014-02-16,50,83.0,,0.83,41.5
2014-02-17,88,83.0,,0.83,73.03999999999999
2014-02-18,68,83.0,,0.83,56.44
2014-02-19,77,83.0,,0.83,63.91
2014-02-20,100,83.0,,0.83,83.0
2014-02-21,85,83.0,,0.83,70.55
2014-02-22,45,83.0,,0.83,37.35
2014-02-23,56,83.0,,0.83,46.48
2014-02-24,81,83.0,,0.83,67.22999999999999
2014-02-25,88,83.0,,0.83,73.03999999999999
2014-02-26,81,83.0,,0.83,67.22999999999999
2014-02-27,78,83.0,,0.83,64.74
2014-02-28,82,83.0,,0.83,68.06
2014-03-01,55,82.0,False,0.82,45.099999999999994
2014-03-02,65,82.0,,0.82,53.3
2014-03-03,95,82.0,,0.82,77.89999999999999
2014-03-04,91,82.0,,0.82,74.61999999999999
2014-03-05,95,82.0,,0.82,77.89999999999999
2014-03-06,86,82.0,,0.82,70.52
2014-03-07,74,82.0,,0.82,60.68
2014-03-08,56,82.0,,0.82,45.919999999999995
2014-03-09,51,82.0,,0.82,41.82
2014-03-10,80,82.0,,0.82,65.6
2014-03-11,85,82.0,,0.82,69.7
2014-03-12,92,82.0,,0.82,75.44
2014-03-13,84,82.0,,0.82,68.88
2014-03-14,81,82.0,,0.82,66.42
2014-03-15,60,82.0,,0.82,49.199999999999996
2014-03-16,50,82.0,,0.82,41.0
2014-03-17,93,82.0,,0.82,76.25999999999999
2014-03-18,85,82.0,,0.82,69.7
2014-03-19,89,82.0,,0.82,72.97999999999999
2014-03-20,73,82.0,,0.82,59.86
2014-03-21,75,82.0,,0.82,61.49999999999999
2014-03-22,54,82.0,,0.82,44.279999999999994
2014-03-23,54,82.0,,0.82,44.279999999999994
2014-03-24,91,82.0,,0.82,74.61999999999999
2014-03-25,93,82.0,,0.82,76.25999999999999
2014-03-26,90,82.0,,0.82,73.8
2014-03-27,89,82.0,,0.82,72.97999999999999
2014-03-28,84,82.0,,0.82,68.88
2014-03-29,69,82.0,,0.82,56.58
2014-03-30,60,82.0,,0.82,49.199999999999996
2014-03-31,100,82.0,,0.82,82.0
2014-04-01,84,86.0,False,0.86,72.24
2014-04-02,78,86.0,,0.86,67.08
2014-04-03,87,86.0,,0.86,74.82
2014-04-04,87,86.0,,0.86,74.82
2014-04-05,47,86.0,,0.86,40.42
2014-04-06,58,86.0,,0.86,49.88
2014-04-07,85,86.0,,0.86,73.1
2014-04-08,92,86.0,,0.86,79.12
2014-04-09,91,86.0,,0.86,78.26
2014-04-10,88,86.0,,0.86,75.67999999999999
2014-04-11,78,86.0,,0.86,67.08
2014-04-12,58,86.0,,0.86,49.88
2014-04-13,48,86.0,,0.86,41.28
2014-04-14,80,86.0,,0.86,68.8
2014-04-15,85,86.0,,0.86,73.1
2014-04-16,68,86.0,,0.86,58.48
2014-04-17,83,86.0,,0.86,71.38
2014-04-18,64,86.0,,0.86,55.04
2014-04-19,52,86.0,,0.86,44.72
2014-04-20,52,86.0,,0.86,44.72
2014-04-21,94,86.0,,0.86,80.84
2014-04-22,93,86.0,,0.86,79.98
2014-04-23,97,86.0,,0.86,83.42
2014-04-24,100,86.0,,0.86,86.0
2014-04-25,75,86.0,,0.86,64.5
2014-04-26,43,86.0,,0.86,36.98
2014-04-27,58,86.0,,0.86,49.88
2014-04-28,76,86.0,,0.86,65.36
2014-04-29,99,86.0,,0.86,85.14
2014-04-30,94,86.0,,0.86,80.84
2014-05-01,89,80.0,False,0.8,71.2
2014-05-02,94,80.0,,0.8,75.2
2014-05-03,64,80.0,,0.8,51.2
2014-05-04,60,80.0,,0.8,48.0
2014-05-05,86,80.0,,0.8,68.8
2014-05-06,96,80.0,,0.8,76.80000000000001
2014-05-07,87,80.0,,0.8,69.60000000000001
2014-05-08,94,80.0,,0.8,75.2
2014-05-09,77,80.0,,0.8,61.6
2014-05-10,44,80.0,,0.8,35.2
2014-05-11,53,80.0,,0.8,42.400000000000006
2014-05-12,99,80.0,,0.8,79.2
2014-05-13,100,80.0,,0.8,80.0
2014-05-14,93,80.0,,0.8,74.4
2014-05-15,89,80.0,,0.8,71.2
2014-05-16,79,80.0,,0.8,63.2
2014-05-17,60,80.0,,0.8,48.0
2014-05-18,55,80.0,,0.8,44.0
2014-05-19,92,80.0,,0.8,73.60000000000001
2014-05-20,93,80.0,,0.8,74.4
2014-05-21,87,80.0,,0.8,69.60000000000001
2014-05-22,87,80.0,,0.8,69.60000000000001
2014-05-23,78,80.0,,0.8,62.400000000000006
2014-05-24,50,80.0,,0.8,40.0
2014-05-25,47,80.0,,0.8,37.6
2014-05-26,53,80.0,,0.8,42.400000000000006
2014-05-27,73,80.0,,0.8,58.400000000000006
2014-05-28,94,80.0,,0.8,75.2
2014-05-29,83,80.0,,0.8,66.4
2014-05-30,74,80.0,,0.8,59.2
2014-05-31,46,80.0,,0.8,36.800000000000004
2014-06-01,59,74.0,False,0.74,43.66
2014-06-02,89,74.0,,0.74,65.86
2014-06-03,94,74.0,,0.74,69.56
2014-06-04,85,74.0,,0.74,62.9
2014-06-05,91,74.0,,0.74,67.34
2014-06-06,82,74.0,,0.74,60.68
2014-06-07,52,74.0,,0.74,38.48
2014-06-08,66,74.0,,0.74,48.839999999999996
2014-06-09,89,74.0,,0.74,65.86
2014-06-10,90,74.0,,0.74,66.6
2014-06-11,99,74.0,,0.74,73.26
2014-06-12,92,74.0,,0.74,68.08
2014-06-13,84,74.0,,0.74,62.16
2014-06-14,49,74.0,,0.74,36.26
2014-06-15,51,74.0,,0.74,37.74
2014-06-16,94,74.0,,0.74,69.56
2014-06-17,79,74.0,,0.74,58.46
2014-06-18,83,74.0,,0.74,61.42
2014-06-19,84,74.0,,0.74,62.16
2014-06-20,80,74.0,,0.74,59.2
2014-06-21,49,74.0,,0.74,36.26
2014-06-22,49,74.0,,0.74,36.26
2014-06-23,86,74.0,,0.74,63.64
2014-06-24,89,74.0,,0.74,65.86
2014-06-25,100,74.0,,0.74,74.0
2014-06-26,81,74.0,,0.74,59.94
2014-06-27,76,74.0,,0.74,56.24
2014-06-28,53,74.0,,0.74,39.22
2014-06-29,51,74.0,,0.74,37.74
2014-06-30,80,74.0,,0.74,59.2
2014-07-01,93,69.0,False,0.69,64.17
2014-07-02,100,69.0,,0.69,69.0
2014-07-03,69,69.0,,0.69,47.61
2014-07-04,51,69.0,,0.69,35.19
2014-07-05,53,69.0,,0.69,36.57
2014-07-06,59,69.0,,0.69,40.709999999999994
2014-07-07,84,69.0,,0.69,57.959999999999994
2014-07-08,90,69.0,,0.69,62.099999999999994
2014-07-09,92,69.0,,0.69,63.48
2014-07-10,80,69.0,,0.69,55.199999999999996
2014-07-11,79,69.0,,0.69,54.51
2014-07-12,40,69.0,,0.69,27.599999999999998
2014-07-13,45,69.0,,0.69,31.049999999999997
2014-07-14,94,69.0,,0.69,64.86
2014-07-15,82,69.0,,0.69,56.58
2014-07-16,88,69.0,,0.69,60.72
2014-07-17,91,69.0,,0.69,62.78999999999999
2014-07-18,74,69.0,,0.69,51.059999999999995
2014-07-19,62,69.0,,0.69,42.779999999999994
2014-07-20,68,69.0,,0.69,46.919999999999995
2014-07-21,93,69.0,,0.69,64.17
2014-07-22,94,69.0,,0.69,64.86
2014-07-23,88,69.0,,0.69,60.72
2014-07-24,96,69.0,,0.69,66.24
2014-07-25,98,69.0,,0.69,67.61999999999999
2014-07-26,64,69.0,,0.69,44.16
2014-07-27,50,69.0,,0.69,34.5
2014-07-28,98,69.0,,0.69,67.61999999999999
2014-07-29,87,69.0,,0.69,60.029999999999994
2014-07-30,100,69.0,,0.69,69.0
2014-07-31,78,69.0,,0.69,53.81999999999999
2014-08-01,71,71.0,False,0.71,50.41
2014-08-02,55,71.0,,0.71,39.05
2014-08-03,49,71.0,,0.71,34.79
2014-08-04,76,71.0,,0.71,53.959999999999994
2014-08-05,81,71.0,,0.71,57.51
2014-08-06,76,71.0,,0.71,53.959999999999994
2014-08-07,92,71.0,,0.71,65.32
2014-08-08,76,71.0,,0.71,53.959999999999994
2014-08-09,44,71.0,,0.71,31.24
2014-08-10,44,71.0,,0.71,31.24
2014-08-11,77,71.0,,0.71,54.669999999999995
2014-08-12,83,71.0,,0.71,58.93
2014-08-13,83,71.0,,0.71,58.93
2014-08-14,94,71.0,,0.71,66.74
2014-08-15,84,71.0,,0.71,59.64
2014-08-16,50,71.0,,0.71,35.5
2014-08-17,58,71.0,,0.71,41.18
2014-08-18,79,71.0,,0.71,56.089999999999996
2014-08-19,95,71.0,,0.71,67.45
2014-08-20,89,71.0,,0.71,63.19
2014-08-21,100,71.0,,0.71,71.0
2014-08-22,91,71.0,,0.71,64.61
2014-08-23,49,71.0,,0.71,34.79
2014-08-24,57,71.0,,0.71,40.47
2014-08-25,77,71.0,,0.71,54.669999999999995
2014-08-26,99,71.0,,0.71,70.28999999999999
2014-08-27,92,71.0,,0.71,65.32
2014-08-28,92,71.0,,0.71,65.32
2014-08-29,80,71.0,,0.71,56.8
2014-08-30,68,71.0,,0.71,48.28
2014-08-31,51,71.0,,0.71,36.21
2014-09-01,51,77.0,False,0.77,39.27
2014-09-02,82,77.0,,0.77,63.14
2014-09-03,75,77.0,,0.77,57.75
2014-09-04,97,77.0,,0.77,74.69
2014-09-05,78,77.0,,0.77,60.06
2014-09-06,62,77.0,,0.77,47.74
2014-09-07,70,77.0,,0.77,53.9
2014-09-08,75,77.0,,0.77,57.75
2014-09-09,75,77.0,,0.77,57.75
2014-09-10,71,77.0,,0.77,54.67
2014-09-11,86,77.0,,0.77,66.22
2014-09-12,77,77.0,,0.77,59.29
2014-09-13,46,77.0,,0.77,35.42
2014-09-14,61,77.0,,0.77,46.97
2014-09-15,58,77.0,,0.77,44.660000000000004
2014-09-16,95,77.0,,0.77,73.15
2014-09-17,83,77.0,,0.77,63.910000000000004
2014-09-18,85,77.0,,0.77,65.45
2014-09-19,82,77.0,,0.77,63.14
2014-09-20,47,77.0,,0.77,36.19
2014-09-21,64,77.0,,0.77,49.28
2014-09-22,78,77.0,,0.77,60.06
2014-09-23,83,77.0,,0.77,63.910000000000004
2014-09-24,81,77.0,,0.77,62.370000000000005
2014-09-25,74,77.0,,0.77,56.980000000000004
2014-09-26,69,77.0,,0.77,53.13
2014-09-27,49,77.0,,0.77,37.730000000000004
2014-09-28,55,77.0,,0.77,42.35
2014-09-29,75,77.0,,0.77,57.75
2014-09-30,100,77.0,,0.77,77.0
2014-10-01,87,79.0,False,0.79,68.73
2014-10-02,88,79.0,,0.79,69.52000000000001
2014-10-03,64,79.0,,0.79,50.56
2014-10-04,62,79.0,,0.79,48.980000000000004
2014-10-05,50,79.0,,0.79,39.5
2014-10-06,71,79.0,,0.79,56.09
2014-10-07,87,79.0,,0.79,68.73
2014-10-08,83,79.0,,0.79,65.57000000000001
2014-10-09,68,79.0,,0.79,53.72
2014-10-10,78,79.0,,0.79,61.620000000000005
2014-10-11,48,79.0,,0.79,37.92
2014-10-12,45,79.0,,0.79,35.550000000000004
2014-10-13,74,79.0,,0.79,58.46
2014-10-14,82,79.0,,0.79,64.78
2014-10-15,80,79.0,,0.79,63.2
2014-10-16,76,79.0,,0.79,60.040000000000006
2014-10-17,76,79.0,,0.79,60.040000000000006
2014-10-18,45,79.0,,0.79,35.550000000000004
2014-10-19,44,79.0,,0.79,34.760000000000005
2014-10-20,79,79.0,,0.79,62.410000000000004
2014-10-21,100,79.0,,0.79,79.0
2014-10-22,76,79.0,,0.79,60.040000000000006
2014-10-23,100,79.0,,0.79,79.0
2014-10-24,67,79.0,,0.79,52.93
2014-10-25,68,79.0,,0.79,53.72
2014-10-26,59,79.0,,0.79,46.61
2014-10-27,83,79.0,,0.79,65.57000000000001
2014-10-28,79,79.0,,0.79,62.410000000000004
2014-10-29,91,79.0,,0.79,71.89
2014-10-30,66,79.0,,0.79,52.14
2014-10-31,72,79.0,,0.79,56.88
2014-11-01,38,78.0,False,0.78,29.64
2014-11-02,38,78.0,,0.78,29.64
2014-11-03,67,78.0,,0.78,52.260000000000005
2014-11-04,66,78.0,,0.78,51.480000000000004
2014-11-05,67,78.0,,0.78,52.260000000000005
2014-11-06,72,78.0,,0.78,56.160000000000004
2014-11-07,72,78.0,,0.78,56.160000000000004
2014-11-08,42,78.0,,0.78,32.76
2014-11-09,48,78.0,,0.78,37.44
2014-11-10,72,78.0,,0.78,56.160000000000004
2014-11-11,82,78.0,,0.78,63.96
2014-11-12,74,78.0,,0.78,57.72
2014-11-13,77,78.0,,0.78,60.06
2014-11-14,63,78.0,,0.78,49.14
2014-11-15,63,78.0,,0.78,49.14
2014-11-16,60,78.0,,0.78,46.800000000000004
2014-11-17,92,78.0,,0.78,71.76
2014-11-18,92,78.0,,0.78,71.76
2014-11-19,100,78.0,,0.78,78.0
2014-11-20,81,78.0,,0.78,63.18
2014-11-21,69,78.0,,0.78,53.82
2014-11-22,45,78.0,,0.78,35.1
2014-11-23,47,78.0,,0.78,36.660000000000004
2014-11-24,72,78.0,,0.78,56.160000000000004
2014-11-25,61,78.0,,0.78,47.58
2014-11-26,72,78.0,,0.78,56.160000000000004
2014-11-27,32,78.0,,0.78,24.96
2014-11-28,47,78.0,,0.78,36.660000000000004
2014-11-29,50,78.0,,0.78,39.0
2014-11-30,47,78.0,,0.78,36.660000000000004
