date,portfolio_unscaled,portfolio_monthly,isPartial,scale,portfolio
2010-06-03,72,79.0,,0.79,56.88
2010-06-04,56,79.0,,0.79,44.24
2010-06-05,41,79.0,,0.79,32.39
2010-06-06,30,79.0,,0.79,23.700000000000003
2010-06-07,72,79.0,,0.79,56.88
2010-06-08,83,79.0,,0.79,65.57000000000001
2010-06-09,100,79.0,,0.79,79.0
2010-06-10,87,79.0,,0.79,68.73
2010-06-11,65,79.0,,0.79,51.35
2010-06-12,61,79.0,,0.79,48.190000000000005
2010-06-13,59,79.0,,0.79,46.61
2010-06-14,56,79.0,,0.79,44.24
2010-06-15,58,79.0,,0.79,45.82
2010-06-16,65,79.0,,0.79,51.35
2010-06-17,80,79.0,,0.79,63.2
2010-06-18,52,79.0,,0.79,41.08
2010-06-19,37,79.0,,0.79,29.23
2010-06-20,45,79.0,,0.79,35.550000000000004
2010-06-21,55,79.0,,0.79,43.45
2010-06-22,63,79.0,,0.79,49.77
2010-06-23,72,79.0,,0.79,56.88
2010-06-24,74,79.0,,0.79,58.46
2010-06-25,61,79.0,,0.79,48.190000000000005
2010-06-26,39,79.0,,0.79,30.810000000000002
2010-06-27,51,79.0,,0.79,40.29
2010-06-28,54,79.0,,0.79,42.660000000000004
2010-06-29,63,79.0,,0.79,49.77
2010-06-30,70,79.0,,0.79,55.300000000000004
2010-07-01,100,72.0,False,0.72,72.0
2010-07-02,39,72.0,,0.72,28.08
2010-07-03,49,72.0,,0.72,35.28
2010-07-04,52,72.0,,0.72,37.44
2010-07-05,34,72.0,,0.72,24.48
2010-07-06,93,72.0,,0.72,66.96
2010-07-07,53,72.0,,0.72,38.16
2010-07-08,68,72.0,,0.72,48.96
2010-07-09,58,72.0,,0.72,41.76
2010-07-10,39,72.0,,0.72,28.08
2010-07-11,52,72.0,,0.72,37.44
2010-07-12,75,72.0,,0.72,54.0
2010-07-13,62,72.0,,0.72,44.64
2010-07-14,75,72.0,,0.72,54.0
2010-07-15,56,72.0,,0.72,40.32
2010-07-16,57,72.0,,0.72,41.04
2010-07-17,29,72.0,,0.72,20.88
2010-07-18,50,72.0,,0.72,36.0
2010-07-19,61,72.0,,0.72,43.92
2010-07-20,75,72.0,,0.72,54.0
2010-07-21,75,72.0,,0.72,54.0
2010-07-22,66,72.0,,0.72,47.519999999999996
2010-07-23,75,72.0,,0.72,54.0
2010-07-24,37,72.0,,0.72,26.64
2010-07-25,47,72.0,,0.72,33.839999999999996
2010-07-26,100,72.0,,0.72,72.0
2010-07-27,89,72.0,,0.72,64.08
2010-07-28,75,72.0,,0.72,54.0
2010-07-29,68,72.0,,0.72,48.96
2010-07-30,74,72.0,,0.72,53.28
2010-07-31,55,72.0,,0.72,39.6
2010-08-01,44,71.0,False,0.71,31.24
2010-08-02,97,71.0,,0.71,68.86999999999999
2010-08-03,92,71.0,,0.71,65.32
2010-08-04,85,71.0,,0.71,60.349999999999994
2010-08-05,69,71.0,,0.71,48.989999999999995
2010-08-06,83,71.0,,0.71,58.93
2010-08-07,53,71.0,,0.71,37.629999999999995
2010-08-08,84,71.0,,0.71,59.64
2010-08-09,81,71.0,,0.71,57.51
2010-08-10,100,71.0,,0.71,71.0
2010-08-11,86,71.0,,0.71,61.059999999999995
2010-08-12,82,71.0,,0.71,58.22
2010-08-13,78,71.0,,0.71,55.379999999999995
2010-08-14,60,71.0,,0.71,42.599999999999994
2010-08-15,43,71.0,,0.71,30.529999999999998
2010-08-16,90,71.0,,0.71,63.9
2010-08-17,90,71.0,,0.71,63.9
2010-08-18,71,71.0,,0.71,50.41
2010-08-19,93,71.0,,0.71,66.03
2010-08-20,79,71.0,,0.71,56.089999999999996
2010-08-21,50,71.0,,0.71,35.5
2010-08-22,55,71.0,,0.71,39.05
2010-08-23,92,71.0,,0.71,65.32
2010-08-24,96,71.0,,0.71,68.16
2010-08-25,91,71.0,,0.71,64.61
2010-08-26,79,71.0,,0.71,56.089999999999996
2010-08-27,85,71.0,,0.71,60.349999999999994
2010-08-28,46,71.0,,0.71,32.66
2010-08-29,84,71.0,,0.71,59.64
2010-08-30,77,71.0,,0.71,54.669999999999995
2010-08-31,80,71.0,,0.71,56.8
2010-09-01,56,72.0,False,0.72,40.32
2010-09-02,76,72.0,,0.72,54.72
2010-09-03,62,72.0,,0.72,44.64
2010-09-04,50,72.0,,0.72,36.0
2010-09-05,42,72.0,,0.72,30.24
2010-09-06,41,72.0,,0.72,29.52
2010-09-07,86,72.0,,0.72,61.919999999999995
2010-09-08,72,72.0,,0.72,51.839999999999996
2010-09-09,64,72.0,,0.72,46.08
2010-09-10,97,72.0,,0.72,69.84
2010-09-11,23,72.0,,0.72,16.56
2010-09-12,50,72.0,,0.72,36.0
2010-09-13,100,72.0,,0.72,72.0
2010-09-14,69,72.0,,0.72,49.68
2010-09-15,70,72.0,,0.72,50.4
2010-09-16,85,72.0,,0.72,61.199999999999996
2010-09-17,52,72.0,,0.72,37.44
2010-09-18,60,72.0,,0.72,43.199999999999996
2010-09-19,38,72.0,,0.72,27.36
2010-09-20,62,72.0,,0.72,44.64
2010-09-21,76,72.0,,0.72,54.72
2010-09-22,96,72.0,,0.72,69.12
2010-09-23,58,72.0,,0.72,41.76
2010-09-24,94,72.0,,0.72,67.67999999999999
2010-09-25,62,72.0,,0.72,44.64
2010-09-26,55,72.0,,0.72,39.6
2010-09-27,78,72.0,,0.72,56.16
2010-09-28,69,72.0,,0.72,49.68
2010-09-29,72,72.0,,0.72,51.839999999999996
2010-09-30,80,72.0,,0.72,57.599999999999994
2010-10-01,57,80.0,False,0.8,45.6
2010-10-02,42,80.0,,0.8,33.6
2010-10-03,60,80.0,,0.8,48.0
2010-10-04,64,80.0,,0.8,51.2
2010-10-05,66,80.0,,0.8,52.800000000000004
2010-10-06,75,80.0,,0.8,60.0
2010-10-07,75,80.0,,0.8,60.0
2010-10-08,68,80.0,,0.8,54.400000000000006
2010-10-09,49,80.0,,0.8,39.2
2010-10-10,47,80.0,,0.8,37.6
2010-10-11,77,80.0,,0.8,61.6
2010-10-12,83,80.0,,0.8,66.4
2010-10-13,65,80.0,,0.8,52.0
2010-10-14,82,80.0,,0.8,65.60000000000001
2010-10-15,69,80.0,,0.8,55.2
2010-10-16,50,80.0,,0.8,40.0
2010-10-17,65,80.0,,0.8,52.0
2010-10-18,82,80.0,,0.8,65.60000000000001
2010-10-19,73,80.0,,0.8,58.400000000000006
2010-10-20,66,80.0,,0.8,52.800000000000004
2010-10-21,71,80.0,,0.8,56.800000000000004
2010-10-22,72,80.0,,0.8,57.6
2010-10-23,60,80.0,,0.8,48.0
2010-10-24,71,80.0,,0.8,56.800000000000004
2010-10-25,82,80.0,,0.8,65.60000000000001
2010-10-26,100,80.0,,0.8,80.0
2010-10-27,86,80.0,,0.8,68.8
2010-10-28,78,80.0,,0.8,62.400000000000006
2010-10-29,81,80.0,,0.8,64.8
2010-10-30,47,80.0,,0.8,37.6
2010-10-31,59,80.0,,0.8,47.2
2010-11-01,63,83.0,False,0.83,52.29
2010-11-02,91,83.0,,0.83,75.53
2010-11-03,81,83.0,,0.83,67.22999999999999
2010-11-04,81,83.0,,0.83,67.22999999999999
2010-11-05,74,83.0,,0.83,61.419999999999995
2010-11-06,61,83.0,,0.83,50.629999999999995
2010-11-07,59,83.0,,0.83,48.97
2010-11-08,82,83.0,,0.83,68.06
2010-11-09,83,83.0,,0.83,68.89
2010-11-10,78,83.0,,0.83,64.74
2010-11-11,90,83.0,,0.83,74.7
2010-11-12,80,83.0,,0.83,66.39999999999999
2010-11-13,57,83.0,,0.83,47.309999999999995
2010-11-14,69,83.0,,0.83,57.269999999999996
2010-11-15,79,83.0,,0.83,65.57
2010-11-16,100,83.0,,0.83,83.0
2010-11-17,94,83.0,,0.83,78.02
2010-11-18,71,83.0,,0.83,58.93
2010-11-19,74,83.0,,0.83,61.419999999999995
2010-11-20,78,83.0,,0.83,64.74
2010-11-21,63,83.0,,0.83,52.29
2010-11-22,62,83.0,,0.83,51.46
2010-11-23,87,83.0,,0.83,72.21
2010-11-24,55,83.0,,0.83,45.65
2010-11-25,38,83.0,,0.83,31.54
2010-11-26,48,83.0,,0.83,39.839999999999996
2010-11-27,43,83.0,,0.83,35.69
2010-11-28,49,83.0,,0.83,40.669999999999995
2010-11-29,94,83.0,,0.83,78.02
2010-11-30,83,83.0,,0.83,68.89
2010-12-01,75,84.0,False,0.84,63.0
2010-12-02,100,84.0,,0.84,84.0
2010-12-03,80,84.0,,0.84,67.2
2010-12-04,63,84.0,,0.84,52.919999999999995
2010-12-05,66,84.0,,0.84,55.44
2010-12-06,86,84.0,,0.84,72.24
2010-12-07,95,84.0,,0.84,79.8
2010-12-08,76,84.0,,0.84,63.839999999999996
2010-12-09,82,84.0,,0.84,68.88
2010-12-10,78,84.0,,0.84,65.52
2010-12-11,58,84.0,,0.84,48.72
2010-12-12,68,84.0,,0.84,57.12
2010-12-13,77,84.0,,0.84,64.67999999999999
2010-12-14,70,84.0,,0.84,58.8
2010-12-15,91,84.0,,0.84,76.44
2010-12-16,62,84.0,,0.84,52.08
2010-12-17,70,84.0,,0.84,58.8
2010-12-18,46,84.0,,0.84,38.64
2010-12-19,49,84.0,,0.84,41.16
2010-12-20,72,84.0,,0.84,60.48
2010-12-21,81,84.0,,0.84,68.03999999999999
2010-12-22,68,84.0,,0.84,57.12
2010-12-23,58,84.0,,0.84,48.72
2010-12-24,43,84.0,,0.84,36.12
2010-12-25,32,84.0,,0.84,26.88
2010-12-26,43,84.0,,0.84,36.12
2010-12-27,51,84.0,,0.84,42.839999999999996
2010-12-28,79,84.0,,0.84,66.36
2010-12-29,73,84.0,,0.84,61.32
2010-12-30,60,84.0,,0.84,50.4
2010-12-31,55,84.0,,0.84,46.199999999999996
2011-01-01,48,90.0,False,0.9,43.2
2011-01-02,49,90.0,,0.9,44.1
2011-01-03,84,90.0,,0.9,75.60000000000001
2011-01-04,82,90.0,,0.9,73.8
2011-01-05,100,90.0,,0.9,90.0
2011-01-06,85,90.0,,0.9,76.5
2011-01-07,65,90.0,,0.9,58.5
2011-01-08,58,90.0,,0.9,52.2
2011-01-09,59,90.0,,0.9,53.1
2011-01-10,79,90.0,,0.9,71.10000000000001
2011-01-11,79,90.0,,0.9,71.10000000000001
2011-01-12,82,90.0,,0.9,73.8
2011-01-13,91,90.0,,0.9,81.9
2011-01-14,71,90.0,,0.9,63.9
2011-01-15,63,90.0,,0.9,56.7
2011-01-16,42,90.0,,0.9,37.800000000000004
2011-01-17,63,90.0,,0.9,56.7
2011-01-18,95,90.0,,0.9,85.5
2011-01-19,91,90.0,,0.9,81.9
2011-01-20,83,90.0,,0.9,74.7
2011-01-21,83,90.0,,0.9,74.7
2011-01-22,71,90.0,,0.9,63.9
2011-01-23,55,90.0,,0.9,49.5
2011-01-24,83,90.0,,0.9,74.7
2011-01-25,70,90.0,,0.9,63.0
2011-01-26,79,90.0,,0.9,71.10000000000001
2011-01-27,71,90.0,,0.9,63.9
2011-01-28,59,90.0,,0.9,53.1
2011-01-29,50,90.0,,0.9,45.0
2011-01-30,62,90.0,,0.9,55.800000000000004
2011-01-31,94,90.0,,0.9,84.60000000000001
2011-02-01,75,89.0,False,0.89,66.75
2011-02-02,79,89.0,,0.89,70.31
2011-02-03,76,89.0,,0.89,67.64
2011-02-04,88,89.0,,0.89,78.32000000000001
2011-02-05,68,89.0,,0.89,60.52
2011-02-06,60,89.0,,0.89,53.4
2011-02-07,83,89.0,,0.89,73.87
2011-02-08,88,89.0,,0.89,78.32000000000001
2011-02-09,83,89.0,,0.89,73.87
2011-02-10,65,89.0,,0.89,57.85
2011-02-11,82,89.0,,0.89,72.98
2011-02-12,58,89.0,,0.89,51.62
2011-02-13,57,89.0,,0.89,50.730000000000004
2011-02-14,84,89.0,,0.89,74.76
2011-02-15,90,89.0,,0.89,80.1
2011-02-16,100,89.0,,0.89,89.0
2011-02-17,82,89.0,,0.89,72.98
2011-02-18,68,89.0,,0.89,60.52
2011-02-19,59,89.0,,0.89,52.51
2011-02-20,52,89.0,,0.89,46.28
2011-02-21,60,89.0,,0.89,53.4
2011-02-22,72,89.0,,0.89,64.08
2011-02-23,76,89.0,,0.89,67.64
2011-02-24,77,89.0,,0.89,68.53
2011-02-25,74,89.0,,0.89,65.86
2011-02-26,50,89.0,,0.89,44.5
2011-02-27,61,89.0,,0.89,54.29
2011-02-28,82,89.0,,0.89,72.98
2011-03-01,100,87.0,False,0.87,87.0
2011-03-02,78,87.0,,0.87,67.86
2011-03-03,84,87.0,,0.87,73.08
2011-03-04,71,87.0,,0.87,61.77
2011-03-05,56,87.0,,0.87,48.72
2011-03-06,76,87.0,,0.87,66.12
2011-03-07,77,87.0,,0.87,66.99
2011-03-08,74,87.0,,0.87,64.38
2011-03-09,98,87.0,,0.87,85.26
2011-03-10,78,87.0,,0.87,67.86
2011-03-11,67,87.0,,0.87,58.29
2011-03-12,51,87.0,,0.87,44.37
2011-03-13,46,87.0,,0.87,40.02
2011-03-14,65,87.0,,0.87,56.55
2011-03-15,63,87.0,,0.87,54.81
2011-03-16,72,87.0,,0.87,62.64
2011-03-17,76,87.0,,0.87,66.12
2011-03-18,79,87.0,,0.87,68.73
2011-03-19,61,87.0,,0.87,53.07
2011-03-20,42,87.0,,0.87,36.54
2011-03-21,99,87.0,,0.87,86.13
2011-03-22,86,87.0,,0.87,74.82
2011-03-23,86,87.0,,0.87,74.82
2011-03-24,86,87.0,,0.87,74.82
2011-03-25,67,87.0,,0.87,58.29
2011-03-26,53,87.0,,0.87,46.11
2011-03-27,60,87.0,,0.87,52.2
2011-03-28,74,87.0,,0.87,64.38
2011-03-29,79,87.0,,0.87,68.73
2011-03-30,81,87.0,,0.87,70.47
2011-03-31,82,87.0,,0.87,71.34
2011-04-01,73,90.0,False,0.9,65.7
2011-04-02,59,90.0,,0.9,53.1
2011-04-03,74,90.0,,0.9,66.60000000000001
2011-04-04,80,90.0,,0.9,72.0
2011-04-05,80,90.0,,0.9,72.0
2011-04-06,87,90.0,,0.9,78.3
2011-04-07,74,90.0,,0.9,66.60000000000001
2011-04-08,62,90.0,,0.9,55.800000000000004
2011-04-09,50,90.0,,0.9,45.0
2011-04-10,48,90.0,,0.9,43.2
2011-04-11,63,90.0,,0.9,56.7
2011-04-12,81,90.0,,0.9,72.9
2011-04-13,85,90.0,,0.9,76.5
2011-04-14,79,90.0,,0.9,71.10000000000001
2011-04-15,74,90.0,,0.9,66.60000000000001
2011-04-16,58,90.0,,0.9,52.2
2011-04-17,69,90.0,,0.9,62.1
2011-04-18,81,90.0,,0.9,72.9
2011-04-19,67,90.0,,0.9,60.300000000000004
2011-04-20,62,90.0,,0.9,55.800000000000004
2011-04-21,62,90.0,,0.9,55.800000000000004
2011-04-22,63,90.0,,0.9,56.7
2011-04-23,67,90.0,,0.9,60.300000000000004
2011-04-24,51,90.0,,0.9,45.9
2011-04-25,100,90.0,,0.9,90.0
2011-04-26,92,90.0,,0.9,82.8
2011-04-27,77,90.0,,0.9,69.3
2011-04-28,76,90.0,,0.9,68.4
2011-04-29,80,90.0,,0.9,72.0
2011-04-30,65,90.0,,0.9,58.5
2011-05-01,54,90.0,False,0.9,48.6
2011-05-02,91,90.0,,0.9,81.9
2011-05-03,91,90.0,,0.9,81.9
2011-05-04,82,90.0,,0.9,73.8
2011-05-05,91,90.0,,0.9,81.9
2011-05-06,75,90.0,,0.9,67.5
2011-05-07,59,90.0,,0.9,53.1
2011-05-08,62,90.0,,0.9,55.800000000000004
2011-05-09,75,90.0,,0.9,67.5
2011-05-10,100,90.0,,0.9,90.0
2011-05-11,86,90.0,,0.9,77.4
2011-05-12,88,90.0,,0.9,79.2
2011-05-13,90,90.0,,0.9,81.0
2011-05-14,54,90.0,,0.9,48.6
2011-05-15,69,90.0,,0.9,62.1
2011-05-16,72,90.0,,0.9,64.8
2011-05-17,74,90.0,,0.9,66.60000000000001
2011-05-18,79,90.0,,0.9,71.10000000000001
2011-05-19,82,90.0,,0.9,73.8
2011-05-20,73,90.0,,0.9,65.7
2011-05-21,52,90.0,,0.9,46.800000000000004
2011-05-22,61,90.0,,0.9,54.9
2011-05-23,90,90.0,,0.9,81.0
2011-05-24,76,90.0,,0.9,68.4
2011-05-25,86,90.0,,0.9,77.4
2011-05-26,74,90.0,,0.9,66.60000000000001
2011-05-27,85,90.0,,0.9,76.5
2011-05-28,50,90.0,,0.9,45.0
2011-05-29,49,90.0,,0.9,44.1
2011-05-30,70,90.0,,0.9,63.0
2011-05-31,85,90.0,,0.9,76.5
2011-06-01,80,77.0,False,0.77,61.6
2011-06-02,74,77.0,,0.77,56.980000000000004
2011-06-03,78,77.0,,0.77,60.06
2011-06-04,42,77.0,,0.77,32.34
2011-06-05,48,77.0,,0.77,36.96
2011-06-06,65,77.0,,0.77,50.050000000000004
2011-06-07,75,77.0,,0.77,57.75
2011-06-08,70,77.0,,0.77,53.9
2011-06-09,54,77.0,,0.77,41.58
2011-06-10,52,77.0,,0.77,40.04
2011-06-11,49,77.0,,0.77,37.730000000000004
2011-06-12,48,77.0,,0.77,36.96
2011-06-13,69,77.0,,0.77,53.13
2011-06-14,83,77.0,,0.77,63.910000000000004
2011-06-15,67,77.0,,0.77,51.59
2011-06-16,94,77.0,,0.77,72.38
2011-06-17,73,77.0,,0.77,56.21
2011-06-18,48,77.0,,0.77,36.96
2011-06-19,65,77.0,,0.77,50.050000000000004
2011-06-20,58,77.0,,0.77,44.660000000000004
2011-06-21,100,77.0,,0.77,77.0
2011-06-22,68,77.0,,0.77,52.36
2011-06-23,66,77.0,,0.77,50.82
2011-06-24,54,77.0,,0.77,41.58
2011-06-25,68,77.0,,0.77,52.36
2011-06-26,50,77.0,,0.77,38.5
2011-06-27,57,77.0,,0.77,43.89
2011-06-28,78,77.0,,0.77,60.06
2011-06-29,80,77.0,,0.77,61.6
2011-06-30,80,77.0,,0.77,61.6
2011-07-01,62,76.0,False,0.76,47.12
2011-07-02,47,76.0,,0.76,35.72
2011-07-03,51,76.0,,0.76,38.76
2011-07-04,55,76.0,,0.76,41.8
2011-07-05,82,76.0,,0.76,62.32
2011-07-06,79,76.0,,0.76,60.04
2011-07-07,86,76.0,,0.76,65.36
2011-07-08,65,76.0,,0.76,49.4
2011-07-09,56,76.0,,0.76,42.56
2011-07-10,51,76.0,,0.76,38.76
2011-07-11,86,76.0,,0.76,65.36
2011-07-12,80,76.0,,0.76,60.8
2011-07-13,68,76.0,,0.76,51.68
2011-07-14,73,76.0,,0.76,55.480000000000004
2011-07-15,68,76.0,,0.76,51.68
2011-07-16,65,76.0,,0.76,49.4
2011-07-17,58,76.0,,0.76,44.08
2011-07-18,63,76.0,,0.76,47.88
2011-07-19,100,76.0,,0.76,76.0
2011-07-20,85,76.0,,0.76,64.6
2011-07-21,90,76.0,,0.76,68.4
2011-07-22,67,76.0,,0.76,50.92
2011-07-23,55,76.0,,0.76,41.8
2011-07-24,47,76.0,,0.76,35.72
2011-07-25,72,76.0,,0.76,54.72
2011-07-26,85,76.0,,0.76,64.6
2011-07-27,65,76.0,,0.76,49.4
2011-07-28,64,76.0,,0.76,48.64
2011-07-29,58,76.0,,0.76,44.08
2011-07-30,63,76.0,,0.76,47.88
2011-07-31,56,76.0,,0.76,42.56
2011-08-01,69,85.0,False,0.85,58.65
2011-08-02,80,85.0,,0.85,68.0
2011-08-03,73,85.0,,0.85,62.05
2011-08-04,77,85.0,,0.85,65.45
2011-08-05,86,85.0,,0.85,73.1
2011-08-06,55,85.0,,0.85,46.75
2011-08-07,42,85.0,,0.85,35.699999999999996
2011-08-08,73,85.0,,0.85,62.05
2011-08-09,89,85.0,,0.85,75.64999999999999
2011-08-10,96,85.0,,0.85,81.6
2011-08-11,86,85.0,,0.85,73.1
2011-08-12,64,85.0,,0.85,54.4
2011-08-13,56,85.0,,0.85,47.6
2011-08-14,53,85.0,,0.85,45.05
2011-08-15,98,85.0,,0.85,83.3
2011-08-16,90,85.0,,0.85,76.5
2011-08-17,100,85.0,,0.85,85.0
2011-08-18,78,85.0,,0.85,66.3
2011-08-19,85,85.0,,0.85,72.25
2011-08-20,59,85.0,,0.85,50.15
2011-08-21,61,85.0,,0.85,51.85
2011-08-22,79,85.0,,0.85,67.14999999999999
2011-08-23,97,85.0,,0.85,82.45
2011-08-24,92,85.0,,0.85,78.2
2011-08-25,91,85.0,,0.85,77.35
2011-08-26,78,85.0,,0.85,66.3
2011-08-27,60,85.0,,0.85,51.0
2011-08-28,59,85.0,,0.85,50.15
2011-08-29,87,85.0,,0.85,73.95
2011-08-30,81,85.0,,0.85,68.85
2011-08-31,95,85.0,,0.85,80.75
2011-09-01,74,91.0,False,0.91,67.34
2011-09-02,65,91.0,,0.91,59.15
2011-09-03,45,91.0,,0.91,40.95
2011-09-04,47,91.0,,0.91,42.77
2011-09-05,52,91.0,,0.91,47.32
2011-09-06,69,91.0,,0.91,62.79
2011-09-07,81,91.0,,0.91,73.71000000000001
2011-09-08,67,91.0,,0.91,60.97
2011-09-09,65,91.0,,0.91,59.15
2011-09-10,52,91.0,,0.91,47.32
2011-09-11,62,91.0,,0.91,56.42
2011-09-12,82,91.0,,0.91,74.62
2011-09-13,82,91.0,,0.91,74.62
2011-09-14,75,91.0,,0.91,68.25
2011-09-15,83,91.0,,0.91,75.53
2011-09-16,77,91.0,,0.91,70.07000000000001
2011-09-17,52,91.0,,0.91,47.32
2011-09-18,49,91.0,,0.91,44.59
2011-09-19,100,91.0,,0.91,91.0
2011-09-20,89,91.0,,0.91,80.99000000000001
2011-09-21,95,91.0,,0.91,86.45
2011-09-22,81,91.0,,0.91,73.71000000000001
2011-09-23,76,91.0,,0.91,69.16
2011-09-24,56,91.0,,0.91,50.96
2011-09-25,52,91.0,,0.91,47.32
2011-09-26,79,91.0,,0.91,71.89
2011-09-27,69,91.0,,0.91,62.79
2011-09-28,79,91.0,,0.91,71.89
2011-09-29,77,91.0,,0.91,70.07000000000001
2011-09-30,70,91.0,,0.91,63.7
2011-10-01,65,85.0,False,0.85,55.25
2011-10-02,65,85.0,,0.85,55.25
2011-10-03,88,85.0,,0.85,74.8
2011-10-04,86,85.0,,0.85,73.1
2011-10-05,85,85.0,,0.85,72.25
2011-10-06,81,85.0,,0.85,68.85
2011-10-07,91,85.0,,0.85,77.35
2011-10-08,73,85.0,,0.85,62.05
2011-10-09,47,85.0,,0.85,39.949999999999996
2011-10-10,93,85.0,,0.85,79.05
2011-10-11,69,85.0,,0.85,58.65
2011-10-12,75,85.0,,0.85,63.75
2011-10-13,78,85.0,,0.85,66.3
2011-10-14,74,85.0,,0.85,62.9
2011-10-15,40,85.0,,0.85,34.0
2011-10-16,46,85.0,,0.85,39.1
2011-10-17,74,85.0,,0.85,62.9
2011-10-18,69,85.0,,0.85,58.65
2011-10-19,84,85.0,,0.85,71.39999999999999
2011-10-20,87,85.0,,0.85,73.95
2011-10-21,71,85.0,,0.85,60.35
2011-10-22,57,85.0,,0.85,48.449999999999996
2011-10-23,39,85.0,,0.85,33.15
2011-10-24,98,85.0,,0.85,83.3
2011-10-25,79,85.0,,0.85,67.14999999999999
2011-10-26,76,85.0,,0.85,64.6
2011-10-27,100,85.0,,0.85,85.0
2011-10-28,70,85.0,,0.85,59.5
2011-10-29,62,85.0,,0.85,52.699999999999996
2011-10-30,70,85.0,,0.85,59.5
2011-10-31,78,85.0,,0.85,66.3
2011-11-01,100,85.0,False,0.85,85.0
2011-11-02,95,85.0,,0.85,80.75
2011-11-03,82,85.0,,0.85,69.7
2011-11-04,67,85.0,,0.85,56.949999999999996
2011-11-05,43,85.0,,0.85,36.55
2011-11-06,63,85.0,,0.85,53.55
2011-11-07,80,85.0,,0.85,68.0
2011-11-08,85,85.0,,0.85,72.25
2011-11-09,82,85.0,,0.85,69.7
2011-11-10,88,85.0,,0.85,74.8
2011-11-11,71,85.0,,0.85,60.35
2011-11-12,62,85.0,,0.85,52.699999999999996
2011-11-13,67,85.0,,0.85,56.949999999999996
2011-11-14,84,85.0,,0.85,71.39999999999999
2011-11-15,78,85.0,,0.85,66.3
2011-11-16,88,85.0,,0.85,74.8
2011-11-17,66,85.0,,0.85,56.1
2011-11-18,63,85.0,,0.85,53.55
2011-11-19,51,85.0,,0.85,43.35
2011-11-20,76,85.0,,0.85,64.6
2011-11-21,79,85.0,,0.85,67.14999999999999
2011-11-22,82,85.0,,0.85,69.7
2011-11-23,68,85.0,,0.85,57.8
2011-11-24,44,85.0,,0.85,37.4
2011-11-25,52,85.0,,0.85,44.199999999999996
2011-11-26,50,85.0,,0.85,42.5
2011-11-27,43,85.0,,0.85,36.55
2011-11-28,92,85.0,,0.85,78.2
2011-11-29,93,85.0,,0.85,79.05
2011-11-30,71,85.0,,0.85,60.35
2011-12-01,100,83.0,False,0.83,83.0
2011-12-02,84,83.0,,0.83,69.72
2011-12-03,68,83.0,,0.83,56.44
2011-12-04,60,83.0,,0.83,49.8
2011-12-05,96,83.0,,0.83,79.67999999999999
2011-12-06,88,83.0,,0.83,73.03999999999999
2011-12-07,98,83.0,,0.83,81.33999999999999
2011-12-08,90,83.0,,0.83,74.7
2011-12-09,87,83.0,,0.83,72.21
2011-12-10,52,83.0,,0.83,43.16
2011-12-11,61,83.0,,0.83,50.629999999999995
2011-12-12,83,83.0,,0.83,68.89
2011-12-13,86,83.0,,0.83,71.38
2011-12-14,63,83.0,,0.83,52.29
2011-12-15,86,83.0,,0.83,71.38
2011-12-16,76,83.0,,0.83,63.08
2011-12-17,50,83.0,,0.83,41.5
2011-12-18,36,83.0,,0.83,29.88
2011-12-19,63,83.0,,0.83,52.29
2011-12-20,73,83.0,,0.83,60.589999999999996
2011-12-21,84,83.0,,0.83,69.72
2011-12-22,62,83.0,,0.83,51.46
2011-12-23,52,83.0,,0.83,43.16
2011-12-24,44,83.0,,0.83,36.519999999999996
2011-12-25,34,83.0,,0.83,28.22
2011-12-26,57,83.0,,0.83,47.309999999999995
2011-12-27,60,83.0,,0.83,49.8
2011-12-28,67,83.0,,0.83,55.61
2011-12-29,65,83.0,,0.83,53.949999999999996
2011-12-30,58,83.0,,0.83,48.14
2011-12-31,59,83.0,,0.83,48.97
2012-01-01,49,88.0,False,0.88,43.12
2012-01-02,64,88.0,,0.88,56.32
2012-01-03,80,88.0,,0.88,70.4
2012-01-04,77,88.0,,0.88,67.76
2012-01-05,92,88.0,,0.88,80.96
2012-01-06,81,88.0,,0.88,71.28
2012-01-07,51,88.0,,0.88,44.88
2012-01-08,46,88.0,,0.88,40.48
2012-01-09,86,88.0,,0.88,75.68
2012-01-10,72,88.0,,0.88,63.36
2012-01-11,88,88.0,,0.88,77.44
2012-01-12,100,88.0,,0.88,88.0
2012-01-13,94,88.0,,0.88,82.72
2012-01-14,64,88.0,,0.88,56.32
2012-01-15,50,88.0,,0.88,44.0
2012-01-16,81,88.0,,0.88,71.28
2012-01-17,76,88.0,,0.88,66.88
2012-01-18,89,88.0,,0.88,78.32000000000001
2012-01-19,84,88.0,,0.88,73.92
2012-01-20,75,88.0,,0.88,66.0
2012-01-21,63,88.0,,0.88,55.44
2012-01-22,64,88.0,,0.88,56.32
2012-01-23,83,88.0,,0.88,73.04
2012-01-24,80,88.0,,0.88,70.4
2012-01-25,85,88.0,,0.88,74.8
2012-01-26,85,88.0,,0.88,74.8
2012-01-27,71,88.0,,0.88,62.48
2012-01-28,56,88.0,,0.88,49.28
2012-01-29,70,88.0,,0.88,61.6
2012-01-30,80,88.0,,0.88,70.4
2012-01-31,97,88.0,,0.88,85.36
2012-02-01,100,85.0,False,0.85,85.0
2012-02-02,96,85.0,,0.85,81.6
2012-02-03,70,85.0,,0.85,59.5
2012-02-04,48,85.0,,0.85,40.8
2012-02-05,61,85.0,,0.85,51.85
