date,marriage_unscaled,marriage_monthly,isPartial,scale,marriage
2018-06-14,84,38.0,,0.38,31.92
2018-06-15,80,38.0,,0.38,30.4
2018-06-16,74,38.0,,0.38,28.12
2018-06-17,71,38.0,,0.38,26.98
2018-06-18,86,38.0,,0.38,32.68
2018-06-19,86,38.0,,0.38,32.68
2018-06-20,92,38.0,,0.38,34.96
2018-06-21,92,38.0,,0.38,34.96
2018-06-22,80,38.0,,0.38,30.4
2018-06-23,80,38.0,,0.38,30.4
2018-06-24,89,38.0,,0.38,33.82
2018-06-25,100,38.0,,0.38,38.0
2018-06-26,95,38.0,,0.38,36.1
2018-06-27,90,38.0,,0.38,34.2
2018-06-28,91,38.0,,0.38,34.58
2018-06-29,77,38.0,,0.38,29.26
2018-06-30,83,38.0,,0.38,31.54
2018-07-01,82,38.0,False,0.38,31.16
2018-07-02,86,38.0,,0.38,32.68
2018-07-03,88,38.0,,0.38,33.44
2018-07-04,77,38.0,,0.38,29.26
2018-07-05,95,38.0,,0.38,36.1
2018-07-06,88,38.0,,0.38,33.44
2018-07-07,81,38.0,,0.38,30.78
2018-07-08,89,38.0,,0.38,33.82
2018-07-09,100,38.0,,0.38,38.0
2018-07-10,100,38.0,,0.38,38.0
2018-07-11,87,38.0,,0.38,33.06
2018-07-12,85,38.0,,0.38,32.3
2018-07-13,88,38.0,,0.38,33.44
2018-07-14,82,38.0,,0.38,31.16
2018-07-15,84,38.0,,0.38,31.92
2018-07-16,98,38.0,,0.38,37.24
2018-07-17,90,38.0,,0.38,34.2
2018-07-18,92,38.0,,0.38,34.96
2018-07-19,90,38.0,,0.38,34.2
2018-07-20,88,38.0,,0.38,33.44
2018-07-21,77,38.0,,0.38,29.26
2018-07-22,87,38.0,,0.38,33.06
2018-07-23,98,38.0,,0.38,37.24
2018-07-24,95,38.0,,0.38,36.1
2018-07-25,87,38.0,,0.38,33.06
2018-07-26,86,38.0,,0.38,32.68
2018-07-27,85,38.0,,0.38,32.3
2018-07-28,77,38.0,,0.38,29.26
2018-07-29,89,38.0,,0.38,33.82
2018-07-30,98,38.0,,0.38,37.24
2018-07-31,93,38.0,,0.38,35.34
2018-08-01,93,38.0,False,0.38,35.34
2018-08-02,98,38.0,,0.38,37.24
2018-08-03,85,38.0,,0.38,32.3
2018-08-04,87,38.0,,0.38,33.06
2018-08-05,84,38.0,,0.38,31.92
2018-08-06,92,38.0,,0.38,34.96
2018-08-07,94,38.0,,0.38,35.72
2018-08-08,95,38.0,,0.38,36.1
2018-08-09,100,38.0,,0.38,38.0
2018-08-10,86,38.0,,0.38,32.68
2018-08-11,79,38.0,,0.38,30.02
2018-08-12,82,38.0,,0.38,31.16
2018-08-13,97,38.0,,0.38,36.86
2018-08-14,93,38.0,,0.38,35.34
2018-08-15,82,38.0,,0.38,31.16
2018-08-16,95,38.0,,0.38,36.1
2018-08-17,87,38.0,,0.38,33.06
2018-08-18,83,38.0,,0.38,31.54
2018-08-19,96,38.0,,0.38,36.480000000000004
2018-08-20,99,38.0,,0.38,37.62
2018-08-21,93,38.0,,0.38,35.34
2018-08-22,86,38.0,,0.38,32.68
2018-08-23,86,38.0,,0.38,32.68
2018-08-24,82,38.0,,0.38,31.16
2018-08-25,88,38.0,,0.38,33.44
2018-08-26,92,38.0,,0.38,34.96
2018-08-27,99,38.0,,0.38,37.62
2018-08-28,92,38.0,,0.38,34.96
2018-08-29,90,38.0,,0.38,34.2
2018-08-30,89,38.0,,0.38,33.82
2018-08-31,86,38.0,,0.38,32.68
2018-09-01,78,36.0,False,0.36,28.08
2018-09-02,83,36.0,,0.36,29.88
2018-09-03,86,36.0,,0.36,30.959999999999997
2018-09-04,93,36.0,,0.36,33.48
2018-09-05,84,36.0,,0.36,30.24
2018-09-06,88,36.0,,0.36,31.68
2018-09-07,82,36.0,,0.36,29.52
2018-09-08,84,36.0,,0.36,30.24
2018-09-09,83,36.0,,0.36,29.88
2018-09-10,91,36.0,,0.36,32.76
2018-09-11,93,36.0,,0.36,33.48
2018-09-12,90,36.0,,0.36,32.4
2018-09-13,80,36.0,,0.36,28.799999999999997
2018-09-14,79,36.0,,0.36,28.439999999999998
2018-09-15,78,36.0,,0.36,28.08
2018-09-16,82,36.0,,0.36,29.52
2018-09-17,96,36.0,,0.36,34.56
2018-09-18,97,36.0,,0.36,34.92
2018-09-19,93,36.0,,0.36,33.48
2018-09-20,97,36.0,,0.36,34.92
2018-09-21,88,36.0,,0.36,31.68
2018-09-22,76,36.0,,0.36,27.36
2018-09-23,87,36.0,,0.36,31.32
2018-09-24,100,36.0,,0.36,36.0
2018-09-25,92,36.0,,0.36,33.12
2018-09-26,95,36.0,,0.36,34.199999999999996
2018-09-27,81,36.0,,0.36,29.16
2018-09-28,81,36.0,,0.36,29.16
2018-09-29,75,36.0,,0.36,27.0
2018-09-30,83,36.0,,0.36,29.88
2018-10-01,86,37.0,False,0.37,31.82
2018-10-02,97,37.0,,0.37,35.89
2018-10-03,85,37.0,,0.37,31.45
2018-10-04,83,37.0,,0.37,30.71
2018-10-05,86,37.0,,0.37,31.82
2018-10-06,78,37.0,,0.37,28.86
2018-10-07,83,37.0,,0.37,30.71
2018-10-08,94,37.0,,0.37,34.78
2018-10-09,90,37.0,,0.37,33.3
2018-10-10,85,37.0,,0.37,31.45
2018-10-11,85,37.0,,0.37,31.45
2018-10-12,81,37.0,,0.37,29.97
2018-10-13,75,37.0,,0.37,27.75
2018-10-14,86,37.0,,0.37,31.82
2018-10-15,100,37.0,,0.37,37.0
2018-10-16,90,37.0,,0.37,33.3
2018-10-17,78,37.0,,0.37,28.86
2018-10-18,83,37.0,,0.37,30.71
2018-10-19,81,37.0,,0.37,29.97
2018-10-20,69,37.0,,0.37,25.53
2018-10-21,82,37.0,,0.37,30.34
2018-10-22,92,37.0,,0.37,34.04
2018-10-23,82,37.0,,0.37,30.34
2018-10-24,87,37.0,,0.37,32.19
2018-10-25,75,37.0,,0.37,27.75
2018-10-26,76,37.0,,0.37,28.12
2018-10-27,65,37.0,,0.37,24.05
2018-10-28,81,37.0,,0.37,29.97
2018-10-29,95,37.0,,0.37,35.15
2018-10-30,83,37.0,,0.37,30.71
2018-10-31,82,37.0,,0.37,30.34
2018-11-01,88,35.0,False,0.35,30.799999999999997
2018-11-02,91,35.0,,0.35,31.849999999999998
2018-11-03,85,35.0,,0.35,29.749999999999996
2018-11-04,96,35.0,,0.35,33.599999999999994
2018-11-05,99,35.0,,0.35,34.65
2018-11-06,95,35.0,,0.35,33.25
2018-11-07,86,35.0,,0.35,30.099999999999998
2018-11-08,95,35.0,,0.35,33.25
2018-11-09,87,35.0,,0.35,30.45
2018-11-10,83,35.0,,0.35,29.049999999999997
2018-11-11,81,35.0,,0.35,28.349999999999998
2018-11-12,95,35.0,,0.35,33.25
2018-11-13,96,35.0,,0.35,33.599999999999994
2018-11-14,100,35.0,,0.35,35.0
2018-11-15,90,35.0,,0.35,31.499999999999996
2018-11-16,86,35.0,,0.35,30.099999999999998
2018-11-17,77,35.0,,0.35,26.95
2018-11-18,89,35.0,,0.35,31.15
2018-11-19,95,35.0,,0.35,33.25
2018-11-20,83,35.0,,0.35,29.049999999999997
2018-11-21,79,35.0,,0.35,27.65
2018-11-22,64,35.0,,0.35,22.4
2018-11-23,66,35.0,,0.35,23.099999999999998
2018-11-24,78,35.0,,0.35,27.299999999999997
2018-11-25,92,35.0,,0.35,32.199999999999996
2018-11-26,92,35.0,,0.35,32.199999999999996
2018-11-27,91,35.0,,0.35,31.849999999999998
2018-11-28,92,35.0,,0.35,32.199999999999996
2018-11-29,89,35.0,,0.35,31.15
2018-11-30,80,35.0,,0.35,28.0
2018-12-01,88,34.0,False,0.34,29.92
2018-12-02,81,34.0,,0.34,27.540000000000003
2018-12-03,100,34.0,,0.34,34.0
2018-12-04,96,34.0,,0.34,32.64
2018-12-05,94,34.0,,0.34,31.96
2018-12-06,90,34.0,,0.34,30.6
2018-12-07,85,34.0,,0.34,28.900000000000002
2018-12-08,71,34.0,,0.34,24.14
2018-12-09,86,34.0,,0.34,29.240000000000002
2018-12-10,92,34.0,,0.34,31.28
2018-12-11,94,34.0,,0.34,31.96
2018-12-12,91,34.0,,0.34,30.94
2018-12-13,84,34.0,,0.34,28.560000000000002
2018-12-14,86,34.0,,0.34,29.240000000000002
2018-12-15,76,34.0,,0.34,25.840000000000003
2018-12-16,78,34.0,,0.34,26.520000000000003
2018-12-17,89,34.0,,0.34,30.26
2018-12-18,87,34.0,,0.34,29.580000000000002
2018-12-19,90,34.0,,0.34,30.6
2018-12-20,84,34.0,,0.34,28.560000000000002
2018-12-21,79,34.0,,0.34,26.860000000000003
2018-12-22,66,34.0,,0.34,22.44
2018-12-23,73,34.0,,0.34,24.82
2018-12-24,77,34.0,,0.34,26.180000000000003
2018-12-25,67,34.0,,0.34,22.78
2018-12-26,86,34.0,,0.34,29.240000000000002
2018-12-27,100,34.0,,0.34,34.0
2018-12-28,94,34.0,,0.34,31.96
2018-12-29,83,34.0,,0.34,28.220000000000002
2018-12-30,81,34.0,,0.34,27.540000000000003
2018-12-31,90,34.0,,0.34,30.6
2019-01-01,74,38.0,False,0.38,28.12
2019-01-02,100,38.0,,0.38,38.0
2019-01-03,95,38.0,,0.38,36.1
2019-01-04,98,38.0,,0.38,37.24
2019-01-05,89,38.0,,0.38,33.82
2019-01-06,93,38.0,,0.38,35.34
2019-01-07,84,38.0,,0.38,31.92
2019-01-08,87,38.0,,0.38,33.06
2019-01-09,96,38.0,,0.38,36.480000000000004
2019-01-10,96,38.0,,0.38,36.480000000000004
2019-01-11,95,38.0,,0.38,36.1
2019-01-12,84,38.0,,0.38,31.92
2019-01-13,99,38.0,,0.38,37.62
2019-01-14,92,38.0,,0.38,34.96
2019-01-15,91,38.0,,0.38,34.58
2019-01-16,85,38.0,,0.38,32.3
2019-01-17,88,38.0,,0.38,33.44
2019-01-18,83,38.0,,0.38,31.54
2019-01-19,81,38.0,,0.38,30.78
2019-01-20,86,38.0,,0.38,32.68
2019-01-21,95,38.0,,0.38,36.1
2019-01-22,97,38.0,,0.38,36.86
2019-01-23,87,38.0,,0.38,33.06
2019-01-24,87,38.0,,0.38,33.06
2019-01-25,85,38.0,,0.38,32.3
2019-01-26,85,38.0,,0.38,32.3
2019-01-27,84,38.0,,0.38,31.92
2019-01-28,89,38.0,,0.38,33.82
2019-01-29,84,38.0,,0.38,31.92
2019-01-30,79,38.0,,0.38,30.02
2019-01-31,84,38.0,,0.38,31.92
2019-02-01,86,39.0,False,0.39,33.54
2019-02-02,77,39.0,,0.39,30.03
2019-02-03,82,39.0,,0.39,31.98
2019-02-04,89,39.0,,0.39,34.71
2019-02-05,92,39.0,,0.39,35.88
2019-02-06,84,39.0,,0.39,32.76
2019-02-07,86,39.0,,0.39,33.54
2019-02-08,93,39.0,,0.39,36.27
2019-02-09,94,39.0,,0.39,36.660000000000004
2019-02-10,100,39.0,,0.39,39.0
2019-02-11,97,39.0,,0.39,37.83
2019-02-12,94,39.0,,0.39,36.660000000000004
2019-02-13,88,39.0,,0.39,34.32
2019-02-14,89,39.0,,0.39,34.71
2019-02-15,100,39.0,,0.39,39.0
2019-02-16,97,39.0,,0.39,37.83
2019-02-17,99,39.0,,0.39,38.61
2019-02-18,95,39.0,,0.39,37.050000000000004
2019-02-19,92,39.0,,0.39,35.88
2019-02-20,85,39.0,,0.39,33.15
2019-02-21,89,39.0,,0.39,34.71
2019-02-22,92,39.0,,0.39,35.88
2019-02-23,83,39.0,,0.39,32.370000000000005
2019-02-24,93,39.0,,0.39,36.27
2019-02-25,90,39.0,,0.39,35.1
2019-02-26,93,39.0,,0.39,36.27
2019-02-27,94,39.0,,0.39,36.660000000000004
2019-02-28,84,39.0,,0.39,32.76
2019-03-01,81,36.0,False,0.36,29.16
2019-03-02,88,36.0,,0.36,31.68
2019-03-03,93,36.0,,0.36,33.48
2019-03-04,91,36.0,,0.36,32.76
2019-03-05,88,36.0,,0.36,31.68
2019-03-06,87,36.0,,0.36,31.32
2019-03-07,87,36.0,,0.36,31.32
2019-03-08,94,36.0,,0.36,33.839999999999996
2019-03-09,83,36.0,,0.36,29.88
2019-03-10,89,36.0,,0.36,32.04
2019-03-11,100,36.0,,0.36,36.0
2019-03-12,84,36.0,,0.36,30.24
2019-03-13,82,36.0,,0.36,29.52
2019-03-14,81,36.0,,0.36,29.16
2019-03-15,83,36.0,,0.36,29.88
2019-03-16,85,36.0,,0.36,30.599999999999998
2019-03-17,81,36.0,,0.36,29.16
2019-03-18,91,36.0,,0.36,32.76
2019-03-19,83,36.0,,0.36,29.88
2019-03-20,84,36.0,,0.36,30.24
2019-03-21,81,36.0,,0.36,29.16
2019-03-22,82,36.0,,0.36,29.52
2019-03-23,74,36.0,,0.36,26.64
2019-03-24,86,36.0,,0.36,30.959999999999997
2019-03-25,91,36.0,,0.36,32.76
2019-03-26,91,36.0,,0.36,32.76
2019-03-27,84,36.0,,0.36,30.24
2019-03-28,86,36.0,,0.36,30.959999999999997
2019-03-29,81,36.0,,0.36,29.16
2019-03-30,77,36.0,,0.36,27.72
2019-03-31,80,36.0,,0.36,28.799999999999997
2019-04-01,95,34.0,False,0.34,32.300000000000004
2019-04-02,93,34.0,,0.34,31.62
2019-04-03,93,34.0,,0.34,31.62
2019-04-04,94,34.0,,0.34,31.96
2019-04-05,81,34.0,,0.34,27.540000000000003
2019-04-06,79,34.0,,0.34,26.860000000000003
2019-04-07,83,34.0,,0.34,28.220000000000002
2019-04-08,100,34.0,,0.34,34.0
2019-04-09,92,34.0,,0.34,31.28
2019-04-10,91,34.0,,0.34,30.94
2019-04-11,92,34.0,,0.34,31.28
2019-04-12,85,34.0,,0.34,28.900000000000002
2019-04-13,77,34.0,,0.34,26.180000000000003
2019-04-14,91,34.0,,0.34,30.94
2019-04-15,93,34.0,,0.34,31.62
2019-04-16,94,34.0,,0.34,31.96
2019-04-17,90,34.0,,0.34,30.6
2019-04-18,85,34.0,,0.34,28.900000000000002
2019-04-19,79,34.0,,0.34,26.860000000000003
2019-04-20,84,34.0,,0.34,28.560000000000002
2019-04-21,82,34.0,,0.34,27.880000000000003
2019-04-22,92,34.0,,0.34,31.28
2019-04-23,99,34.0,,0.34,33.660000000000004
2019-04-24,91,34.0,,0.34,30.94
2019-04-25,88,34.0,,0.34,29.92
2019-04-26,80,34.0,,0.34,27.200000000000003
2019-04-27,78,34.0,,0.34,26.520000000000003
2019-04-28,84,34.0,,0.34,28.560000000000002
2019-04-29,100,34.0,,0.34,34.0
2019-04-30,99,34.0,,0.34,33.660000000000004
2019-05-01,90,36.0,False,0.36,32.4
2019-05-02,91,36.0,,0.36,32.76
2019-05-03,92,36.0,,0.36,33.12
2019-05-04,77,36.0,,0.36,27.72
2019-05-05,82,36.0,,0.36,29.52
2019-05-06,93,36.0,,0.36,33.48
2019-05-07,90,36.0,,0.36,32.4
2019-05-08,87,36.0,,0.36,31.32
2019-05-09,80,36.0,,0.36,28.799999999999997
2019-05-10,81,36.0,,0.36,29.16
2019-05-11,66,36.0,,0.36,23.759999999999998
2019-05-12,70,36.0,,0.36,25.2
2019-05-13,95,36.0,,0.36,34.199999999999996
2019-05-14,95,36.0,,0.36,34.199999999999996
2019-05-15,86,36.0,,0.36,30.959999999999997
2019-05-16,97,36.0,,0.36,34.92
2019-05-17,92,36.0,,0.36,33.12
2019-05-18,88,36.0,,0.36,31.68
2019-05-19,85,36.0,,0.36,30.599999999999998
2019-05-20,100,36.0,,0.36,36.0
2019-05-21,94,36.0,,0.36,33.839999999999996
2019-05-22,86,36.0,,0.36,30.959999999999997
2019-05-23,83,36.0,,0.36,29.88
2019-05-24,76,36.0,,0.36,27.36
2019-05-25,72,36.0,,0.36,25.919999999999998
2019-05-26,89,36.0,,0.36,32.04
2019-05-27,91,36.0,,0.36,32.76
2019-05-28,92,36.0,,0.36,33.12
2019-05-29,87,36.0,,0.36,31.32
2019-05-30,84,36.0,,0.36,30.24
2019-05-31,88,36.0,,0.36,31.68
2019-06-01,73,36.0,False,0.36,26.279999999999998
2019-06-02,79,36.0,,0.36,28.439999999999998
2019-06-03,96,36.0,,0.36,34.56
2019-06-04,88,36.0,,0.36,31.68
2019-06-05,83,36.0,,0.36,29.88
2019-06-06,85,36.0,,0.36,30.599999999999998
2019-06-07,84,36.0,,0.36,30.24
2019-06-08,71,36.0,,0.36,25.56
2019-06-09,82,36.0,,0.36,29.52
2019-06-10,99,36.0,,0.36,35.64
2019-06-11,84,36.0,,0.36,30.24
2019-06-12,93,36.0,,0.36,33.48
2019-06-13,84,36.0,,0.36,30.24
2019-06-14,86,36.0,,0.36,30.959999999999997
2019-06-15,74,36.0,,0.36,26.64
2019-06-16,78,36.0,,0.36,28.08
2019-06-17,89,36.0,,0.36,32.04
2019-06-18,86,36.0,,0.36,30.959999999999997
2019-06-19,89,36.0,,0.36,32.04
2019-06-20,88,36.0,,0.36,31.68
2019-06-21,90,36.0,,0.36,32.4
2019-06-22,81,36.0,,0.36,29.16
2019-06-23,86,36.0,,0.36,30.959999999999997
2019-06-24,100,36.0,,0.36,36.0
2019-06-25,95,36.0,,0.36,34.199999999999996
2019-06-26,96,36.0,,0.36,34.56
2019-06-27,92,36.0,,0.36,33.12
2019-06-28,80,36.0,,0.36,28.799999999999997
2019-06-29,77,36.0,,0.36,27.72
2019-06-30,87,36.0,,0.36,31.32
2019-07-01,93,35.0,False,0.35,32.55
2019-07-02,88,35.0,,0.35,30.799999999999997
2019-07-03,85,35.0,,0.35,29.749999999999996
2019-07-04,74,35.0,,0.35,25.9
2019-07-05,75,35.0,,0.35,26.25
2019-07-06,74,35.0,,0.35,25.9
2019-07-07,82,35.0,,0.35,28.7
2019-07-08,93,35.0,,0.35,32.55
2019-07-09,99,35.0,,0.35,34.65
2019-07-10,87,35.0,,0.35,30.45
2019-07-11,89,35.0,,0.35,31.15
2019-07-12,82,35.0,,0.35,28.7
2019-07-13,83,35.0,,0.35,29.049999999999997
2019-07-14,84,35.0,,0.35,29.4
2019-07-15,94,35.0,,0.35,32.9
2019-07-16,90,35.0,,0.35,31.499999999999996
2019-07-17,89,35.0,,0.35,31.15
2019-07-18,82,35.0,,0.35,28.7
2019-07-19,84,35.0,,0.35,29.4
2019-07-20,76,35.0,,0.35,26.599999999999998
2019-07-21,85,35.0,,0.35,29.749999999999996
2019-07-22,100,35.0,,0.35,35.0
2019-07-23,89,35.0,,0.35,31.15
2019-07-24,90,35.0,,0.35,31.499999999999996
2019-07-25,87,35.0,,0.35,30.45
2019-07-26,90,35.0,,0.35,31.499999999999996
2019-07-27,73,35.0,,0.35,25.549999999999997
2019-07-28,82,35.0,,0.35,28.7
2019-07-29,94,35.0,,0.35,32.9
2019-07-30,86,35.0,,0.35,30.099999999999998
2019-07-31,86,35.0,,0.35,30.099999999999998
2019-08-01,75,36.0,False,0.36,27.0
2019-08-02,83,36.0,,0.36,29.88
2019-08-03,70,36.0,,0.36,25.2
2019-08-04,74,36.0,,0.36,26.64
2019-08-05,88,36.0,,0.36,31.68
2019-08-06,93,36.0,,0.36,33.48
2019-08-07,86,36.0,,0.36,30.959999999999997
2019-08-08,79,36.0,,0.36,28.439999999999998
2019-08-09,77,36.0,,0.36,27.72
2019-08-10,74,36.0,,0.36,26.64
2019-08-11,89,36.0,,0.36,32.04
2019-08-12,91,36.0,,0.36,32.76
2019-08-13,76,36.0,,0.36,27.36
2019-08-14,85,36.0,,0.36,30.599999999999998
2019-08-15,84,36.0,,0.36,30.24
2019-08-16,81,36.0,,0.36,29.16
2019-08-17,69,36.0,,0.36,24.84
2019-08-18,87,36.0,,0.36,31.32
2019-08-19,100,36.0,,0.36,36.0
2019-08-20,89,36.0,,0.36,32.04
2019-08-21,94,36.0,,0.36,33.839999999999996
2019-08-22,92,36.0,,0.36,33.12
2019-08-23,77,36.0,,0.36,27.72
2019-08-24,75,36.0,,0.36,27.0
2019-08-25,83,36.0,,0.36,29.88
2019-08-26,88,36.0,,0.36,31.68
2019-08-27,86,36.0,,0.36,30.959999999999997
2019-08-28,79,36.0,,0.36,28.439999999999998
2019-08-29,84,36.0,,0.36,30.24
2019-08-30,79,36.0,,0.36,28.439999999999998
2019-08-31,69,36.0,,0.36,24.84
2019-09-01,78,36.0,False,0.36,28.08
2019-09-02,86,36.0,,0.36,30.959999999999997
2019-09-03,89,36.0,,0.36,32.04
2019-09-04,90,36.0,,0.36,32.4
2019-09-05,84,36.0,,0.36,30.24
2019-09-06,85,36.0,,0.36,30.599999999999998
2019-09-07,81,36.0,,0.36,29.16
2019-09-08,96,36.0,,0.36,34.56
2019-09-09,100,36.0,,0.36,36.0
2019-09-10,90,36.0,,0.36,32.4
2019-09-11,87,36.0,,0.36,31.32
2019-09-12,83,36.0,,0.36,29.88
2019-09-13,76,36.0,,0.36,27.36
2019-09-14,80,36.0,,0.36,28.799999999999997
2019-09-15,88,36.0,,0.36,31.68
2019-09-16,90,36.0,,0.36,32.4
2019-09-17,94,36.0,,0.36,33.839999999999996
2019-09-18,85,36.0,,0.36,30.599999999999998
2019-09-19,88,36.0,,0.36,31.68
2019-09-20,82,36.0,,0.36,29.52
2019-09-21,80,36.0,,0.36,28.799999999999997
2019-09-22,86,36.0,,0.36,30.959999999999997
2019-09-23,90,36.0,,0.36,32.4
2019-09-24,89,36.0,,0.36,32.04
2019-09-25,84,36.0,,0.36,30.24
2019-09-26,86,36.0,,0.36,30.959999999999997
2019-09-27,78,36.0,,0.36,28.08
2019-09-28,80,36.0,,0.36,28.799999999999997
2019-09-29,86,36.0,,0.36,30.959999999999997
2019-09-30,90,36.0,,0.36,32.4
2019-10-01,91,37.0,False,0.37,33.67
2019-10-02,86,37.0,,0.37,31.82
2019-10-03,87,37.0,,0.37,32.19
2019-10-04,85,37.0,,0.37,31.45
2019-10-05,75,37.0,,0.37,27.75
2019-10-06,87,37.0,,0.37,32.19
2019-10-07,100,37.0,,0.37,37.0
2019-10-08,90,37.0,,0.37,33.3
2019-10-09,94,37.0,,0.37,34.78
2019-10-10,92,37.0,,0.37,34.04
2019-10-11,94,37.0,,0.37,34.78
2019-10-12,87,37.0,,0.37,32.19
2019-10-13,85,37.0,,0.37,31.45
2019-10-14,95,37.0,,0.37,35.15
2019-10-15,92,37.0,,0.37,34.04
2019-10-16,86,37.0,,0.37,31.82
2019-10-17,98,37.0,,0.37,36.26
2019-10-18,86,37.0,,0.37,31.82
2019-10-19,81,37.0,,0.37,29.97
2019-10-20,82,37.0,,0.37,30.34
2019-10-21,97,37.0,,0.37,35.89
2019-10-22,94,37.0,,0.37,34.78
2019-10-23,88,37.0,,0.37,32.56
2019-10-24,82,37.0,,0.37,30.34
2019-10-25,86,37.0,,0.37,31.82
2019-10-26,76,37.0,,0.37,28.12
2019-10-27,84,37.0,,0.37,31.08
2019-10-28,91,37.0,,0.37,33.67
2019-10-29,93,37.0,,0.37,34.41
2019-10-30,79,37.0,,0.37,29.23
2019-10-31,76,37.0,,0.37,28.12
2019-11-01,71,34.0,False,0.34,24.14
2019-11-02,71,34.0,,0.34,24.14
2019-11-03,72,34.0,,0.34,24.48
2019-11-04,100,34.0,,0.34,34.0
2019-11-05,98,34.0,,0.34,33.32
2019-11-06,91,34.0,,0.34,30.94
2019-11-07,92,34.0,,0.34,31.28
2019-11-08,84,34.0,,0.34,28.560000000000002
2019-11-09,85,34.0,,0.34,28.900000000000002
2019-11-10,82,34.0,,0.34,27.880000000000003
2019-11-11,93,34.0,,0.34,31.62
2019-11-12,89,34.0,,0.34,30.26
2019-11-13,92,34.0,,0.34,31.28
2019-11-14,89,34.0,,0.34,30.26
2019-11-15,81,34.0,,0.34,27.540000000000003
2019-11-16,80,34.0,,0.34,27.200000000000003
2019-11-17,94,34.0,,0.34,31.96
2019-11-18,94,34.0,,0.34,31.96
2019-11-19,92,34.0,,0.34,31.28
2019-11-20,85,34.0,,0.34,28.900000000000002
2019-11-21,90,34.0,,0.34,30.6
2019-11-22,81,34.0,,0.34,27.540000000000003
2019-11-23,73,34.0,,0.34,24.82
2019-11-24,85,34.0,,0.34,28.900000000000002
2019-11-25,97,34.0,,0.34,32.980000000000004
2019-11-26,82,34.0,,0.34,27.880000000000003
2019-11-27,72,34.0,,0.34,24.48
2019-11-28,53,34.0,,0.34,18.02
2019-11-29,68,34.0,,0.34,23.12
2019-11-30,76,34.0,,0.34,25.840000000000003
2019-12-01,61,44.0,False,0.44,26.84
2019-12-02,60,44.0,,0.44,26.4
2019-12-03,61,44.0,,0.44,26.84
2019-12-04,61,44.0,,0.44,26.84
2019-12-05,56,44.0,,0.44,24.64
2019-12-06,69,44.0,,0.44,30.36
2019-12-07,92,44.0,,0.44,40.48
2019-12-08,90,44.0,,0.44,39.6
2019-12-09,100,44.0,,0.44,44.0
2019-12-10,92,44.0,,0.44,40.48
2019-12-11,81,44.0,,0.44,35.64
2019-12-12,81,44.0,,0.44,35.64
2019-12-13,70,44.0,,0.44,30.8
2019-12-14,78,44.0,,0.44,34.32
2019-12-15,82,44.0,,0.44,36.08
2019-12-16,80,44.0,,0.44,35.2
2019-12-17,69,44.0,,0.44,30.36
2019-12-18,68,44.0,,0.44,29.92
2019-12-19,63,44.0,,0.44,27.72
2019-12-20,61,44.0,,0.44,26.84
2019-12-21,58,44.0,,0.44,25.52
2019-12-22,61,44.0,,0.44,26.84
2019-12-23,67,44.0,,0.44,29.48
2019-12-24,52,44.0,,0.44,22.88
2019-12-25,55,44.0,,0.44,24.2
2019-12-26,71,44.0,,0.44,31.24
2019-12-27,76,44.0,,0.44,33.44
2019-12-28,69,44.0,,0.44,30.36
2019-12-29,76,44.0,,0.44,33.44
2019-12-30,80,44.0,,0.44,35.2
2019-12-31,72,44.0,,0.44,31.68
2020-01-01,66,44.0,False,0.44,29.04
2020-01-02,73,44.0,,0.44,32.12
2020-01-03,76,44.0,,0.44,33.44
2020-01-04,70,44.0,,0.44,30.8
2020-01-05,73,44.0,,0.44,32.12
2020-01-06,100,44.0,,0.44,44.0
2020-01-07,72,44.0,,0.44,31.68
2020-01-08,65,44.0,,0.44,28.6
2020-01-09,67,44.0,,0.44,29.48
2020-01-10,57,44.0,,0.44,25.080000000000002
2020-01-11,64,44.0,,0.44,28.16
2020-01-12,70,44.0,,0.44,30.8
2020-01-13,80,44.0,,0.44,35.2
2020-01-14,68,44.0,,0.44,29.92
2020-01-15,62,44.0,,0.44,27.28
2020-01-16,67,44.0,,0.44,29.48
2020-01-17,58,44.0,,0.44,25.52
2020-01-18,62,44.0,,0.44,27.28
2020-01-19,72,44.0,,0.44,31.68
2020-01-20,75,44.0,,0.44,33.0
2020-01-21,73,44.0,,0.44,32.12
2020-01-22,57,44.0,,0.44,25.080000000000002
2020-01-23,61,44.0,,0.44,26.84
2020-01-24,59,44.0,,0.44,25.96
2020-01-25,61,44.0,,0.44,26.84
2020-01-26,67,44.0,,0.44,29.48
2020-01-27,65,44.0,,0.44,28.6
2020-01-28,60,44.0,,0.44,26.4
2020-01-29,61,44.0,,0.44,26.84
2020-01-30,59,44.0,,0.44,25.96
2020-01-31,56,44.0,,0.44,24.64
2020-02-01,54,41.0,False,0.41,22.139999999999997
2020-02-02,55,41.0,,0.41,22.549999999999997
2020-02-03,60,41.0,,0.41,24.599999999999998
2020-02-04,58,41.0,,0.41,23.779999999999998
2020-02-05,57,41.0,,0.41,23.369999999999997
2020-02-06,53,41.0,,0.41,21.73
2020-02-07,57,41.0,,0.41,23.369999999999997
2020-02-08,62,41.0,,0.41,25.419999999999998
2020-02-09,74,41.0,,0.41,30.34
2020-02-10,100,41.0,,0.41,41.0
2020-02-11,67,41.0,,0.41,27.47
2020-02-12,61,41.0,,0.41,25.009999999999998
2020-02-13,64,41.0,,0.41,26.24
