date,marriage_unscaled,marriage_monthly,isPartial,scale,marriage
2010-01-01,57,46.0,False,0.46,26.220000000000002
2010-01-02,68,46.0,,0.46,31.28
2010-01-03,87,46.0,,0.46,40.02
2010-01-04,83,46.0,,0.46,38.18
2010-01-05,91,46.0,,0.46,41.86
2010-01-06,88,46.0,,0.46,40.480000000000004
2010-01-07,89,46.0,,0.46,40.940000000000005
2010-01-08,95,46.0,,0.46,43.7
2010-01-09,70,46.0,,0.46,32.2
2010-01-10,95,46.0,,0.46,43.7
2010-01-11,100,46.0,,0.46,46.0
2010-01-12,86,46.0,,0.46,39.56
2010-01-13,85,46.0,,0.46,39.1
2010-01-14,88,46.0,,0.46,40.480000000000004
2010-01-15,84,46.0,,0.46,38.64
2010-01-16,74,46.0,,0.46,34.04
2010-01-17,76,46.0,,0.46,34.96
2010-01-18,77,46.0,,0.46,35.42
2010-01-19,92,46.0,,0.46,42.32
2010-01-20,89,46.0,,0.46,40.940000000000005
2010-01-21,92,46.0,,0.46,42.32
2010-01-22,84,46.0,,0.46,38.64
2010-01-23,72,46.0,,0.46,33.120000000000005
2010-01-24,79,46.0,,0.46,36.34
2010-01-25,92,46.0,,0.46,42.32
2010-01-26,86,46.0,,0.46,39.56
2010-01-27,85,46.0,,0.46,39.1
2010-01-28,89,46.0,,0.46,40.940000000000005
2010-01-29,74,46.0,,0.46,34.04
2010-01-30,66,46.0,,0.46,30.360000000000003
2010-01-31,84,46.0,,0.46,38.64
2010-02-01,94,45.0,False,0.45,42.300000000000004
2010-02-02,96,45.0,,0.45,43.2
2010-02-03,92,45.0,,0.45,41.4
2010-02-04,88,45.0,,0.45,39.6
2010-02-05,78,45.0,,0.45,35.1
2010-02-06,74,45.0,,0.45,33.300000000000004
2010-02-07,76,45.0,,0.45,34.2
2010-02-08,96,45.0,,0.45,43.2
2010-02-09,87,45.0,,0.45,39.15
2010-02-10,80,45.0,,0.45,36.0
2010-02-11,86,45.0,,0.45,38.7
2010-02-12,90,45.0,,0.45,40.5
2010-02-13,87,45.0,,0.45,39.15
2010-02-14,80,45.0,,0.45,36.0
2010-02-15,91,45.0,,0.45,40.95
2010-02-16,100,45.0,,0.45,45.0
2010-02-17,94,45.0,,0.45,42.300000000000004
2010-02-18,90,45.0,,0.45,40.5
2010-02-19,98,45.0,,0.45,44.1
2010-02-20,71,45.0,,0.45,31.95
2010-02-21,89,45.0,,0.45,40.050000000000004
2010-02-22,97,45.0,,0.45,43.65
2010-02-23,92,45.0,,0.45,41.4
2010-02-24,84,45.0,,0.45,37.800000000000004
2010-02-25,88,45.0,,0.45,39.6
2010-02-26,79,45.0,,0.45,35.550000000000004
2010-02-27,79,45.0,,0.45,35.550000000000004
2010-02-28,84,45.0,,0.45,37.800000000000004
2010-03-01,55,53.0,False,0.53,29.150000000000002
2010-03-02,53,53.0,,0.53,28.09
2010-03-03,43,53.0,,0.53,22.790000000000003
2010-03-04,46,53.0,,0.53,24.380000000000003
2010-03-05,53,53.0,,0.53,28.09
2010-03-06,40,53.0,,0.53,21.200000000000003
2010-03-07,45,53.0,,0.53,23.85
2010-03-08,52,53.0,,0.53,27.560000000000002
2010-03-09,48,53.0,,0.53,25.44
2010-03-10,42,53.0,,0.53,22.26
2010-03-11,42,53.0,,0.53,22.26
2010-03-12,48,53.0,,0.53,25.44
2010-03-13,34,53.0,,0.53,18.02
2010-03-14,47,53.0,,0.53,24.91
2010-03-15,49,53.0,,0.53,25.970000000000002
2010-03-16,46,53.0,,0.53,24.380000000000003
2010-03-17,42,53.0,,0.53,22.26
2010-03-18,100,53.0,,0.53,53.0
2010-03-19,54,53.0,,0.53,28.62
2010-03-20,36,53.0,,0.53,19.080000000000002
2010-03-21,37,53.0,,0.53,19.61
2010-03-22,47,53.0,,0.53,24.91
2010-03-23,34,53.0,,0.53,18.02
2010-03-24,40,53.0,,0.53,21.200000000000003
2010-03-25,39,53.0,,0.53,20.67
2010-03-26,44,53.0,,0.53,23.32
2010-03-27,38,53.0,,0.53,20.14
2010-03-28,41,53.0,,0.53,21.73
2010-03-29,46,53.0,,0.53,24.380000000000003
2010-03-30,36,53.0,,0.53,19.080000000000002
2010-03-31,39,53.0,,0.53,20.67
2010-04-01,76,50.0,False,0.5,38.0
2010-04-02,79,50.0,,0.5,39.5
2010-04-03,72,50.0,,0.5,36.0
2010-04-04,75,50.0,,0.5,37.5
2010-04-05,93,50.0,,0.5,46.5
2010-04-06,86,50.0,,0.5,43.0
2010-04-07,82,50.0,,0.5,41.0
2010-04-08,83,50.0,,0.5,41.5
2010-04-09,88,50.0,,0.5,44.0
2010-04-10,74,50.0,,0.5,37.0
2010-04-11,80,50.0,,0.5,40.0
2010-04-12,95,50.0,,0.5,47.5
2010-04-13,98,50.0,,0.5,49.0
2010-04-14,92,50.0,,0.5,46.0
2010-04-15,90,50.0,,0.5,45.0
2010-04-16,80,50.0,,0.5,40.0
2010-04-17,67,50.0,,0.5,33.5
2010-04-18,77,50.0,,0.5,38.5
2010-04-19,98,50.0,,0.5,49.0
2010-04-20,94,50.0,,0.5,47.0
2010-04-21,91,50.0,,0.5,45.5
2010-04-22,90,50.0,,0.5,45.0
2010-04-23,85,50.0,,0.5,42.5
2010-04-24,80,50.0,,0.5,40.0
2010-04-25,85,50.0,,0.5,42.5
2010-04-26,100,50.0,,0.5,50.0
2010-04-27,97,50.0,,0.5,48.5
2010-04-28,97,50.0,,0.5,48.5
2010-04-29,95,50.0,,0.5,47.5
2010-04-30,85,50.0,,0.5,42.5
2010-05-01,83,47.0,False,0.47,39.01
2010-05-02,88,47.0,,0.47,41.36
2010-05-03,100,47.0,,0.47,47.0
2010-05-04,97,47.0,,0.47,45.589999999999996
2010-05-05,81,47.0,,0.47,38.07
2010-05-06,86,47.0,,0.47,40.419999999999995
2010-05-07,79,47.0,,0.47,37.129999999999995
2010-05-08,71,47.0,,0.47,33.37
2010-05-09,74,47.0,,0.47,34.78
2010-05-10,88,47.0,,0.47,41.36
2010-05-11,97,47.0,,0.47,45.589999999999996
2010-05-12,81,47.0,,0.47,38.07
2010-05-13,87,47.0,,0.47,40.89
2010-05-14,84,47.0,,0.47,39.48
2010-05-15,59,47.0,,0.47,27.729999999999997
2010-05-16,69,47.0,,0.47,32.43
2010-05-17,84,47.0,,0.47,39.48
2010-05-18,84,47.0,,0.47,39.48
2010-05-19,83,47.0,,0.47,39.01
2010-05-20,82,47.0,,0.47,38.54
2010-05-21,83,47.0,,0.47,39.01
2010-05-22,68,47.0,,0.47,31.959999999999997
2010-05-23,74,47.0,,0.47,34.78
2010-05-24,88,47.0,,0.47,41.36
2010-05-25,80,47.0,,0.47,37.599999999999994
2010-05-26,76,47.0,,0.47,35.72
2010-05-27,77,47.0,,0.47,36.19
2010-05-28,63,47.0,,0.47,29.61
2010-05-29,57,47.0,,0.47,26.79
2010-05-30,71,47.0,,0.47,33.37
2010-05-31,68,47.0,,0.47,31.959999999999997
2010-06-01,91,45.0,False,0.45,40.95
2010-06-02,99,45.0,,0.45,44.550000000000004
2010-06-03,100,45.0,,0.45,45.0
2010-06-04,82,45.0,,0.45,36.9
2010-06-05,71,45.0,,0.45,31.95
2010-06-06,77,45.0,,0.45,34.65
2010-06-07,100,45.0,,0.45,45.0
2010-06-08,98,45.0,,0.45,44.1
2010-06-09,92,45.0,,0.45,41.4
2010-06-10,83,45.0,,0.45,37.35
2010-06-11,72,45.0,,0.45,32.4
2010-06-12,70,45.0,,0.45,31.5
2010-06-13,82,45.0,,0.45,36.9
2010-06-14,83,45.0,,0.45,37.35
2010-06-15,76,45.0,,0.45,34.2
2010-06-16,92,45.0,,0.45,41.4
2010-06-17,79,45.0,,0.45,35.550000000000004
2010-06-18,76,45.0,,0.45,34.2
2010-06-19,70,45.0,,0.45,31.5
2010-06-20,75,45.0,,0.45,33.75
2010-06-21,84,45.0,,0.45,37.800000000000004
2010-06-22,79,45.0,,0.45,35.550000000000004
2010-06-23,79,45.0,,0.45,35.550000000000004
2010-06-24,79,45.0,,0.45,35.550000000000004
2010-06-25,78,45.0,,0.45,35.1
2010-06-26,70,45.0,,0.45,31.5
2010-06-27,81,45.0,,0.45,36.45
2010-06-28,95,45.0,,0.45,42.75
2010-06-29,91,45.0,,0.45,40.95
2010-06-30,87,45.0,,0.45,39.15
2010-07-01,82,41.0,False,0.41,33.62
2010-07-02,77,41.0,,0.41,31.569999999999997
2010-07-03,72,41.0,,0.41,29.52
2010-07-04,68,41.0,,0.41,27.88
2010-07-05,88,41.0,,0.41,36.08
2010-07-06,93,41.0,,0.41,38.129999999999995
2010-07-07,91,41.0,,0.41,37.309999999999995
2010-07-08,92,41.0,,0.41,37.72
2010-07-09,91,41.0,,0.41,37.309999999999995
2010-07-10,74,41.0,,0.41,30.34
2010-07-11,84,41.0,,0.41,34.44
2010-07-12,91,41.0,,0.41,37.309999999999995
2010-07-13,95,41.0,,0.41,38.949999999999996
2010-07-14,91,41.0,,0.41,37.309999999999995
2010-07-15,100,41.0,,0.41,41.0
2010-07-16,86,41.0,,0.41,35.26
2010-07-17,72,41.0,,0.41,29.52
2010-07-18,84,41.0,,0.41,34.44
2010-07-19,88,41.0,,0.41,36.08
2010-07-20,87,41.0,,0.41,35.669999999999995
2010-07-21,87,41.0,,0.41,35.669999999999995
2010-07-22,77,41.0,,0.41,31.569999999999997
2010-07-23,76,41.0,,0.41,31.159999999999997
2010-07-24,72,41.0,,0.41,29.52
2010-07-25,77,41.0,,0.41,31.569999999999997
2010-07-26,94,41.0,,0.41,38.54
2010-07-27,86,41.0,,0.41,35.26
2010-07-28,79,41.0,,0.41,32.39
2010-07-29,81,41.0,,0.41,33.21
2010-07-30,72,41.0,,0.41,29.52
2010-07-31,60,41.0,,0.41,24.599999999999998
2010-08-01,49,46.0,False,0.46,22.540000000000003
2010-08-02,58,46.0,,0.46,26.68
2010-08-03,49,46.0,,0.46,22.540000000000003
2010-08-04,77,46.0,,0.46,35.42
2010-08-05,100,46.0,,0.46,46.0
2010-08-06,72,46.0,,0.46,33.120000000000005
2010-08-07,69,46.0,,0.46,31.740000000000002
2010-08-08,71,46.0,,0.46,32.660000000000004
2010-08-09,78,46.0,,0.46,35.88
2010-08-10,58,46.0,,0.46,26.68
2010-08-11,57,46.0,,0.46,26.220000000000002
2010-08-12,60,46.0,,0.46,27.6
2010-08-13,59,46.0,,0.46,27.14
2010-08-14,49,46.0,,0.46,22.540000000000003
2010-08-15,54,46.0,,0.46,24.84
2010-08-16,60,46.0,,0.46,27.6
2010-08-17,54,46.0,,0.46,24.84
2010-08-18,52,46.0,,0.46,23.92
2010-08-19,47,46.0,,0.46,21.62
2010-08-20,39,46.0,,0.46,17.94
2010-08-21,44,46.0,,0.46,20.240000000000002
2010-08-22,47,46.0,,0.46,21.62
2010-08-23,50,46.0,,0.46,23.0
2010-08-24,47,46.0,,0.46,21.62
2010-08-25,46,46.0,,0.46,21.16
2010-08-26,47,46.0,,0.46,21.62
2010-08-27,54,46.0,,0.46,24.84
2010-08-28,44,46.0,,0.46,20.240000000000002
2010-08-29,50,46.0,,0.46,23.0
2010-08-30,50,46.0,,0.46,23.0
2010-08-31,46,46.0,,0.46,21.16
2010-09-01,87,44.0,False,0.44,38.28
2010-09-02,73,44.0,,0.44,32.12
2010-09-03,72,44.0,,0.44,31.68
2010-09-04,82,44.0,,0.44,36.08
2010-09-05,64,44.0,,0.44,28.16
2010-09-06,82,44.0,,0.44,36.08
2010-09-07,93,44.0,,0.44,40.92
2010-09-08,88,44.0,,0.44,38.72
2010-09-09,90,44.0,,0.44,39.6
2010-09-10,76,44.0,,0.44,33.44
2010-09-11,73,44.0,,0.44,32.12
2010-09-12,76,44.0,,0.44,33.44
2010-09-13,100,44.0,,0.44,44.0
2010-09-14,90,44.0,,0.44,39.6
2010-09-15,92,44.0,,0.44,40.48
2010-09-16,84,44.0,,0.44,36.96
2010-09-17,87,44.0,,0.44,38.28
2010-09-18,75,44.0,,0.44,33.0
2010-09-19,74,44.0,,0.44,32.56
2010-09-20,92,44.0,,0.44,40.48
2010-09-21,88,44.0,,0.44,38.72
2010-09-22,89,44.0,,0.44,39.160000000000004
2010-09-23,89,44.0,,0.44,39.160000000000004
2010-09-24,87,44.0,,0.44,38.28
2010-09-25,67,44.0,,0.44,29.48
2010-09-26,78,44.0,,0.44,34.32
2010-09-27,98,44.0,,0.44,43.12
2010-09-28,94,44.0,,0.44,41.36
2010-09-29,95,44.0,,0.44,41.8
2010-09-30,86,44.0,,0.44,37.84
2010-10-01,80,42.0,False,0.42,33.6
2010-10-02,65,42.0,,0.42,27.3
2010-10-03,80,42.0,,0.42,33.6
2010-10-04,100,42.0,,0.42,42.0
2010-10-05,78,42.0,,0.42,32.76
2010-10-06,88,42.0,,0.42,36.96
2010-10-07,80,42.0,,0.42,33.6
2010-10-08,76,42.0,,0.42,31.919999999999998
2010-10-09,56,42.0,,0.42,23.52
2010-10-10,75,42.0,,0.42,31.5
2010-10-11,85,42.0,,0.42,35.699999999999996
2010-10-12,84,42.0,,0.42,35.28
2010-10-13,84,42.0,,0.42,35.28
2010-10-14,85,42.0,,0.42,35.699999999999996
2010-10-15,73,42.0,,0.42,30.66
2010-10-16,61,42.0,,0.42,25.619999999999997
2010-10-17,66,42.0,,0.42,27.72
2010-10-18,99,42.0,,0.42,41.58
2010-10-19,100,42.0,,0.42,42.0
2010-10-20,88,42.0,,0.42,36.96
2010-10-21,83,42.0,,0.42,34.86
2010-10-22,82,42.0,,0.42,34.44
2010-10-23,71,42.0,,0.42,29.82
2010-10-24,76,42.0,,0.42,31.919999999999998
2010-10-25,88,42.0,,0.42,36.96
2010-10-26,90,42.0,,0.42,37.8
2010-10-27,90,42.0,,0.42,37.8
2010-10-28,76,42.0,,0.42,31.919999999999998
2010-10-29,75,42.0,,0.42,31.5
2010-10-30,64,42.0,,0.42,26.88
2010-10-31,76,42.0,,0.42,31.919999999999998
2010-11-01,85,41.0,False,0.41,34.85
2010-11-02,95,41.0,,0.41,38.949999999999996
2010-11-03,92,41.0,,0.41,37.72
2010-11-04,93,41.0,,0.41,38.129999999999995
2010-11-05,74,41.0,,0.41,30.34
2010-11-06,61,41.0,,0.41,25.009999999999998
2010-11-07,79,41.0,,0.41,32.39
2010-11-08,100,41.0,,0.41,41.0
2010-11-09,82,41.0,,0.41,33.62
2010-11-10,89,41.0,,0.41,36.489999999999995
2010-11-11,76,41.0,,0.41,31.159999999999997
2010-11-12,79,41.0,,0.41,32.39
2010-11-13,63,41.0,,0.41,25.83
2010-11-14,72,41.0,,0.41,29.52
2010-11-15,99,41.0,,0.41,40.589999999999996
2010-11-16,81,41.0,,0.41,33.21
2010-11-17,81,41.0,,0.41,33.21
2010-11-18,90,41.0,,0.41,36.9
2010-11-19,81,41.0,,0.41,33.21
2010-11-20,66,41.0,,0.41,27.06
2010-11-21,77,41.0,,0.41,31.569999999999997
2010-11-22,91,41.0,,0.41,37.309999999999995
2010-11-23,82,41.0,,0.41,33.62
2010-11-24,69,41.0,,0.41,28.29
2010-11-25,56,41.0,,0.41,22.959999999999997
2010-11-26,63,41.0,,0.41,25.83
2010-11-27,63,41.0,,0.41,25.83
2010-11-28,74,41.0,,0.41,30.34
2010-11-29,87,41.0,,0.41,35.669999999999995
2010-11-30,90,41.0,,0.41,36.9
2010-12-01,95,38.0,False,0.38,36.1
2010-12-02,99,38.0,,0.38,37.62
2010-12-03,87,38.0,,0.38,33.06
2010-12-04,66,38.0,,0.38,25.080000000000002
2010-12-05,73,38.0,,0.38,27.740000000000002
2010-12-06,100,38.0,,0.38,38.0
2010-12-07,95,38.0,,0.38,36.1
2010-12-08,98,38.0,,0.38,37.24
2010-12-09,91,38.0,,0.38,34.58
2010-12-10,85,38.0,,0.38,32.3
2010-12-11,69,38.0,,0.38,26.22
2010-12-12,86,38.0,,0.38,32.68
2010-12-13,86,38.0,,0.38,32.68
2010-12-14,83,38.0,,0.38,31.54
2010-12-15,88,38.0,,0.38,33.44
2010-12-16,79,38.0,,0.38,30.02
2010-12-17,72,38.0,,0.38,27.36
2010-12-18,65,38.0,,0.38,24.7
2010-12-19,62,38.0,,0.38,23.56
2010-12-20,76,38.0,,0.38,28.88
2010-12-21,69,38.0,,0.38,26.22
2010-12-22,76,38.0,,0.38,28.88
2010-12-23,61,38.0,,0.38,23.18
2010-12-24,57,38.0,,0.38,21.66
2010-12-25,54,38.0,,0.38,20.52
2010-12-26,71,38.0,,0.38,26.98
2010-12-27,84,38.0,,0.38,31.92
2010-12-28,90,38.0,,0.38,34.2
2010-12-29,91,38.0,,0.38,34.58
2010-12-30,81,38.0,,0.38,30.78
2010-12-31,72,38.0,,0.38,27.36
2011-01-01,81,45.0,False,0.45,36.45
2011-01-02,89,45.0,,0.45,40.050000000000004
2011-01-03,95,45.0,,0.45,42.75
2011-01-04,98,45.0,,0.45,44.1
2011-01-05,94,45.0,,0.45,42.300000000000004
2011-01-06,93,45.0,,0.45,41.85
2011-01-07,89,45.0,,0.45,40.050000000000004
2011-01-08,75,45.0,,0.45,33.75
2011-01-09,86,45.0,,0.45,38.7
2011-01-10,92,45.0,,0.45,41.4
2011-01-11,96,45.0,,0.45,43.2
2011-01-12,94,45.0,,0.45,42.300000000000004
2011-01-13,93,45.0,,0.45,41.85
2011-01-14,89,45.0,,0.45,40.050000000000004
2011-01-15,72,45.0,,0.45,32.4
2011-01-16,80,45.0,,0.45,36.0
2011-01-17,85,45.0,,0.45,38.25
2011-01-18,100,45.0,,0.45,45.0
2011-01-19,91,45.0,,0.45,40.95
2011-01-20,86,45.0,,0.45,38.7
2011-01-21,80,45.0,,0.45,36.0
2011-01-22,89,45.0,,0.45,40.050000000000004
2011-01-23,82,45.0,,0.45,36.9
2011-01-24,95,45.0,,0.45,42.75
2011-01-25,95,45.0,,0.45,42.75
2011-01-26,89,45.0,,0.45,40.050000000000004
2011-01-27,85,45.0,,0.45,38.25
2011-01-28,84,45.0,,0.45,37.800000000000004
2011-01-29,80,45.0,,0.45,36.0
2011-01-30,79,45.0,,0.45,35.550000000000004
2011-01-31,95,45.0,,0.45,42.75
2011-02-01,71,48.0,False,0.48,34.08
2011-02-02,69,48.0,,0.48,33.12
2011-02-03,78,48.0,,0.48,37.44
2011-02-04,73,48.0,,0.48,35.04
2011-02-05,61,48.0,,0.48,29.279999999999998
2011-02-06,66,48.0,,0.48,31.68
2011-02-07,72,48.0,,0.48,34.56
2011-02-08,70,48.0,,0.48,33.6
2011-02-09,76,48.0,,0.48,36.48
2011-02-10,78,48.0,,0.48,37.44
2011-02-11,71,48.0,,0.48,34.08
2011-02-12,62,48.0,,0.48,29.759999999999998
2011-02-13,82,48.0,,0.48,39.36
2011-02-14,82,48.0,,0.48,39.36
2011-02-15,82,48.0,,0.48,39.36
2011-02-16,76,48.0,,0.48,36.48
2011-02-17,75,48.0,,0.48,36.0
2011-02-18,68,48.0,,0.48,32.64
2011-02-19,61,48.0,,0.48,29.279999999999998
2011-02-20,76,48.0,,0.48,36.48
2011-02-21,75,48.0,,0.48,36.0
2011-02-22,82,48.0,,0.48,39.36
2011-02-23,100,48.0,,0.48,48.0
2011-02-24,96,48.0,,0.48,46.08
2011-02-25,92,48.0,,0.48,44.16
2011-02-26,74,48.0,,0.48,35.519999999999996
2011-02-27,71,48.0,,0.48,34.08
2011-02-28,82,48.0,,0.48,39.36
2011-03-01,98,44.0,False,0.44,43.12
2011-03-02,88,44.0,,0.44,38.72
2011-03-03,93,44.0,,0.44,40.92
2011-03-04,88,44.0,,0.44,38.72
2011-03-05,77,44.0,,0.44,33.88
2011-03-06,89,44.0,,0.44,39.160000000000004
2011-03-07,100,44.0,,0.44,44.0
2011-03-08,88,44.0,,0.44,38.72
2011-03-09,92,44.0,,0.44,40.48
2011-03-10,93,44.0,,0.44,40.92
2011-03-11,83,44.0,,0.44,36.52
2011-03-12,70,44.0,,0.44,30.8
2011-03-13,70,44.0,,0.44,30.8
2011-03-14,99,44.0,,0.44,43.56
2011-03-15,96,44.0,,0.44,42.24
2011-03-16,90,44.0,,0.44,39.6
2011-03-17,84,44.0,,0.44,36.96
2011-03-18,76,44.0,,0.44,33.44
2011-03-19,72,44.0,,0.44,31.68
2011-03-20,82,44.0,,0.44,36.08
2011-03-21,91,44.0,,0.44,40.04
2011-03-22,94,44.0,,0.44,41.36
2011-03-23,92,44.0,,0.44,40.48
2011-03-24,90,44.0,,0.44,39.6
2011-03-25,86,44.0,,0.44,37.84
2011-03-26,78,44.0,,0.44,34.32
2011-03-27,84,44.0,,0.44,36.96
2011-03-28,100,44.0,,0.44,44.0
2011-03-29,89,44.0,,0.44,39.160000000000004
2011-03-30,99,44.0,,0.44,43.56
2011-03-31,87,44.0,,0.44,38.28
2011-04-01,76,48.0,False,0.48,36.48
2011-04-02,65,48.0,,0.48,31.2
2011-04-03,75,48.0,,0.48,36.0
2011-04-04,80,48.0,,0.48,38.4
2011-04-05,83,48.0,,0.48,39.839999999999996
2011-04-06,73,48.0,,0.48,35.04
2011-04-07,81,48.0,,0.48,38.879999999999995
2011-04-08,69,48.0,,0.48,33.12
2011-04-09,62,48.0,,0.48,29.759999999999998
2011-04-10,71,48.0,,0.48,34.08
2011-04-11,83,48.0,,0.48,39.839999999999996
2011-04-12,83,48.0,,0.48,39.839999999999996
2011-04-13,76,48.0,,0.48,36.48
2011-04-14,77,48.0,,0.48,36.96
2011-04-15,80,48.0,,0.48,38.4
2011-04-16,60,48.0,,0.48,28.799999999999997
2011-04-17,76,48.0,,0.48,36.48
2011-04-18,85,48.0,,0.48,40.8
2011-04-19,80,48.0,,0.48,38.4
2011-04-20,78,48.0,,0.48,37.44
2011-04-21,79,48.0,,0.48,37.92
2011-04-22,65,48.0,,0.48,31.2
2011-04-23,70,48.0,,0.48,33.6
2011-04-24,72,48.0,,0.48,34.56
2011-04-25,100,48.0,,0.48,48.0
2011-04-26,100,48.0,,0.48,48.0
2011-04-27,89,48.0,,0.48,42.72
2011-04-28,81,48.0,,0.48,38.879999999999995
2011-04-29,97,48.0,,0.48,46.559999999999995
2011-04-30,85,48.0,,0.48,40.8
2011-05-01,87,49.0,False,0.49,42.63
2011-05-02,87,49.0,,0.49,42.63
2011-05-03,89,49.0,,0.49,43.61
2011-05-04,86,49.0,,0.49,42.14
2011-05-05,100,49.0,,0.49,49.0
2011-05-06,93,49.0,,0.49,45.57
2011-05-07,65,49.0,,0.49,31.849999999999998
2011-05-08,77,49.0,,0.49,37.73
2011-05-09,97,49.0,,0.49,47.53
2011-05-10,95,49.0,,0.49,46.55
2011-05-11,85,49.0,,0.49,41.65
2011-05-12,99,49.0,,0.49,48.51
2011-05-13,90,49.0,,0.49,44.1
2011-05-14,70,49.0,,0.49,34.3
2011-05-15,77,49.0,,0.49,37.73
2011-05-16,95,49.0,,0.49,46.55
2011-05-17,92,49.0,,0.49,45.08
2011-05-18,94,49.0,,0.49,46.06
2011-05-19,100,49.0,,0.49,49.0
2011-05-20,89,49.0,,0.49,43.61
2011-05-21,71,49.0,,0.49,34.79
2011-05-22,86,49.0,,0.49,42.14
2011-05-23,91,49.0,,0.49,44.589999999999996
2011-05-24,92,49.0,,0.49,45.08
2011-05-25,83,49.0,,0.49,40.67
2011-05-26,80,49.0,,0.49,39.2
2011-05-27,83,49.0,,0.49,40.67
2011-05-28,76,49.0,,0.49,37.24
2011-05-29,76,49.0,,0.49,37.24
2011-05-30,80,49.0,,0.49,39.2
2011-05-31,87,49.0,,0.49,42.63
2011-06-01,18,66.0,False,0.66,11.88
2011-06-02,18,66.0,,0.66,11.88
2011-06-03,16,66.0,,0.66,10.56
2011-06-04,15,66.0,,0.66,9.9
2011-06-05,16,66.0,,0.66,10.56
2011-06-06,20,66.0,,0.66,13.200000000000001
2011-06-07,17,66.0,,0.66,11.22
2011-06-08,16,66.0,,0.66,10.56
2011-06-09,17,66.0,,0.66,11.22
2011-06-10,18,66.0,,0.66,11.88
2011-06-11,14,66.0,,0.66,9.24
2011-06-12,17,66.0,,0.66,11.22
2011-06-13,18,66.0,,0.66,11.88
2011-06-14,20,66.0,,0.66,13.200000000000001
2011-06-15,20,66.0,,0.66,13.200000000000001
2011-06-16,25,66.0,,0.66,16.5
2011-06-17,22,66.0,,0.66,14.520000000000001
2011-06-18,23,66.0,,0.66,15.180000000000001
2011-06-19,20,66.0,,0.66,13.200000000000001
2011-06-20,29,66.0,,0.66,19.14
2011-06-21,26,66.0,,0.66,17.16
2011-06-22,25,66.0,,0.66,16.5
2011-06-23,27,66.0,,0.66,17.82
2011-06-24,30,66.0,,0.66,19.8
2011-06-25,100,66.0,,0.66,66.0
2011-06-26,38,66.0,,0.66,25.080000000000002
2011-06-27,32,66.0,,0.66,21.12
2011-06-28,25,66.0,,0.66,16.5
2011-06-29,22,66.0,,0.66,14.520000000000001
2011-06-30,20,66.0,,0.66,13.200000000000001
2011-07-01,67,50.0,False,0.5,33.5
2011-07-02,64,50.0,,0.5,32.0
2011-07-03,70,50.0,,0.5,35.0
2011-07-04,67,50.0,,0.5,33.5
2011-07-05,72,50.0,,0.5,36.0
2011-07-06,77,50.0,,0.5,38.5
2011-07-07,72,50.0,,0.5,36.0
2011-07-08,70,50.0,,0.5,35.0
2011-07-09,67,50.0,,0.5,33.5
2011-07-10,74,50.0,,0.5,37.0
2011-07-11,78,50.0,,0.5,39.0
2011-07-12,77,50.0,,0.5,38.5
2011-07-13,78,50.0,,0.5,39.0
2011-07-14,69,50.0,,0.5,34.5
2011-07-15,62,50.0,,0.5,31.0
2011-07-16,63,50.0,,0.5,31.5
2011-07-17,65,50.0,,0.5,32.5
2011-07-18,78,50.0,,0.5,39.0
2011-07-19,80,50.0,,0.5,40.0
2011-07-20,73,50.0,,0.5,36.5
2011-07-21,68,50.0,,0.5,34.0
2011-07-22,70,50.0,,0.5,35.0
2011-07-23,62,50.0,,0.5,31.0
2011-07-24,83,50.0,,0.5,41.5
2011-07-25,100,50.0,,0.5,50.0
2011-07-26,80,50.0,,0.5,40.0
2011-07-27,78,50.0,,0.5,39.0
2011-07-28,71,50.0,,0.5,35.5
2011-07-29,60,50.0,,0.5,30.0
2011-07-30,64,50.0,,0.5,32.0
2011-07-31,68,50.0,,0.5,34.0
2011-08-01,89,47.0,False,0.47,41.83
2011-08-02,85,47.0,,0.47,39.949999999999996
2011-08-03,85,47.0,,0.47,39.949999999999996
2011-08-04,79,47.0,,0.47,37.129999999999995
2011-08-05,83,47.0,,0.47,39.01
2011-08-06,73,47.0,,0.47,34.309999999999995
2011-08-07,87,47.0,,0.47,40.89
2011-08-08,84,47.0,,0.47,39.48
2011-08-09,78,47.0,,0.47,36.66
2011-08-10,88,47.0,,0.47,41.36
2011-08-11,81,47.0,,0.47,38.07
2011-08-12,79,47.0,,0.47,37.129999999999995
2011-08-13,73,47.0,,0.47,34.309999999999995
2011-08-14,78,47.0,,0.47,36.66
2011-08-15,83,47.0,,0.47,39.01
2011-08-16,81,47.0,,0.47,38.07
2011-08-17,76,47.0,,0.47,35.72
2011-08-18,76,47.0,,0.47,35.72
2011-08-19,69,47.0,,0.47,32.43
2011-08-20,73,47.0,,0.47,34.309999999999995
2011-08-21,87,47.0,,0.47,40.89
2011-08-22,87,47.0,,0.47,40.89
2011-08-23,100,47.0,,0.47,47.0
2011-08-24,87,47.0,,0.47,40.89
2011-08-25,88,47.0,,0.47,41.36
2011-08-26,80,47.0,,0.47,37.599999999999994
2011-08-27,68,47.0,,0.47,31.959999999999997
2011-08-28,72,47.0,,0.47,33.839999999999996
2011-08-29,83,47.0,,0.47,39.01
2011-08-30,84,47.0,,0.47,39.48
2011-08-31,84,47.0,,0.47,39.48
2011-09-01,94,47.0,False,0.47,44.18
2011-09-02,81,47.0,,0.47,38.07
