date,inflation_unscaled,inflation_monthly,isPartial,scale,inflation
2020-01-09,79,78.0,,0.78,61.620000000000005
2020-01-10,76,78.0,,0.78,59.28
2020-01-11,75,78.0,,0.78,58.5
2020-01-12,69,78.0,,0.78,53.82
2020-01-13,82,78.0,,0.78,63.96
2020-01-14,81,78.0,,0.78,63.18
2020-01-15,93,78.0,,0.78,72.54
2020-01-16,94,78.0,,0.78,73.32000000000001
2020-01-17,80,78.0,,0.78,62.400000000000006
2020-01-18,56,78.0,,0.78,43.68
2020-01-19,51,78.0,,0.78,39.78
2020-01-20,69,78.0,,0.78,53.82
2020-01-21,91,78.0,,0.78,70.98
2020-01-22,93,78.0,,0.78,72.54
2020-01-23,97,78.0,,0.78,75.66
2020-01-24,79,78.0,,0.78,61.620000000000005
2020-01-25,57,78.0,,0.78,44.46
2020-01-26,57,78.0,,0.78,44.46
2020-01-27,76,78.0,,0.78,59.28
2020-01-28,90,78.0,,0.78,70.2
2020-01-29,96,78.0,,0.78,74.88
2020-01-30,100,78.0,,0.78,78.0
2020-01-31,91,78.0,,0.78,70.98
2020-02-01,55,86.0,False,0.86,47.3
2020-02-02,72,86.0,,0.86,61.92
2020-02-03,80,86.0,,0.86,68.8
2020-02-04,74,86.0,,0.86,63.64
2020-02-05,96,86.0,,0.86,82.56
2020-02-06,87,86.0,,0.86,74.82
2020-02-07,85,86.0,,0.86,73.1
2020-02-08,61,86.0,,0.86,52.46
2020-02-09,66,86.0,,0.86,56.76
2020-02-10,96,86.0,,0.86,82.56
2020-02-11,84,86.0,,0.86,72.24
2020-02-12,87,86.0,,0.86,74.82
2020-02-13,91,86.0,,0.86,78.26
2020-02-14,88,86.0,,0.86,75.67999999999999
2020-02-15,62,86.0,,0.86,53.32
2020-02-16,73,86.0,,0.86,62.78
2020-02-17,74,86.0,,0.86,63.64
2020-02-18,88,86.0,,0.86,75.67999999999999
2020-02-19,80,86.0,,0.86,68.8
2020-02-20,88,86.0,,0.86,75.67999999999999
2020-02-21,87,86.0,,0.86,74.82
2020-02-22,67,86.0,,0.86,57.62
2020-02-23,78,86.0,,0.86,67.08
2020-02-24,96,86.0,,0.86,82.56
2020-02-25,85,86.0,,0.86,73.1
2020-02-26,99,86.0,,0.86,85.14
2020-02-27,100,86.0,,0.86,86.0
2020-02-28,85,86.0,,0.86,73.1
2020-02-29,57,86.0,,0.86,49.019999999999996
2020-03-01,76,84.0,False,0.84,63.839999999999996
2020-03-02,86,84.0,,0.84,72.24
2020-03-03,73,84.0,,0.84,61.32
2020-03-04,81,84.0,,0.84,68.03999999999999
2020-03-05,82,84.0,,0.84,68.88
2020-03-06,69,84.0,,0.84,57.96
2020-03-07,34,84.0,,0.84,28.56
2020-03-08,52,84.0,,0.84,43.68
2020-03-09,65,84.0,,0.84,54.6
2020-03-10,76,84.0,,0.84,63.839999999999996
2020-03-11,81,84.0,,0.84,68.03999999999999
2020-03-12,69,84.0,,0.84,57.96
2020-03-13,54,84.0,,0.84,45.36
2020-03-14,57,84.0,,0.84,47.879999999999995
2020-03-15,59,84.0,,0.84,49.559999999999995
2020-03-16,55,84.0,,0.84,46.199999999999996
2020-03-17,56,84.0,,0.84,47.04
2020-03-18,75,84.0,,0.84,63.0
2020-03-19,62,84.0,,0.84,52.08
2020-03-20,68,84.0,,0.84,57.12
2020-03-21,42,84.0,,0.84,35.28
2020-03-22,63,84.0,,0.84,52.919999999999995
2020-03-23,70,84.0,,0.84,58.8
2020-03-24,69,84.0,,0.84,57.96
2020-03-25,100,84.0,,0.84,84.0
2020-03-26,83,84.0,,0.84,69.72
2020-03-27,78,84.0,,0.84,65.52
2020-03-28,73,84.0,,0.84,61.32
2020-03-29,60,84.0,,0.84,50.4
2020-03-30,71,84.0,,0.84,59.64
2020-03-31,78,84.0,,0.84,65.52
2020-04-01,72,94.0,False,0.94,67.67999999999999
2020-04-02,85,94.0,,0.94,79.89999999999999
2020-04-03,86,94.0,,0.94,80.83999999999999
2020-04-04,59,94.0,,0.94,55.459999999999994
2020-04-05,82,94.0,,0.94,77.08
2020-04-06,90,94.0,,0.94,84.6
2020-04-07,85,94.0,,0.94,79.89999999999999
2020-04-08,88,94.0,,0.94,82.72
2020-04-09,100,94.0,,0.94,94.0
2020-04-10,100,94.0,,0.94,94.0
2020-04-11,69,94.0,,0.94,64.86
2020-04-12,76,94.0,,0.94,71.44
2020-04-13,99,94.0,,0.94,93.05999999999999
2020-04-14,98,94.0,,0.94,92.11999999999999
2020-04-15,78,94.0,,0.94,73.32
2020-04-16,92,94.0,,0.94,86.47999999999999
2020-04-17,86,94.0,,0.94,80.83999999999999
2020-04-18,82,94.0,,0.94,77.08
2020-04-19,85,94.0,,0.94,79.89999999999999
2020-04-20,99,94.0,,0.94,93.05999999999999
2020-04-21,93,94.0,,0.94,87.42
2020-04-22,85,94.0,,0.94,79.89999999999999
2020-04-23,92,94.0,,0.94,86.47999999999999
2020-04-24,82,94.0,,0.94,77.08
2020-04-25,68,94.0,,0.94,63.919999999999995
2020-04-26,74,94.0,,0.94,69.56
2020-04-27,84,94.0,,0.94,78.96
2020-04-28,96,94.0,,0.94,90.24
2020-04-29,100,94.0,,0.94,94.0
2020-04-30,89,94.0,,0.94,83.66
2020-05-01,56,85.0,False,0.85,47.6
2020-05-02,57,85.0,,0.85,48.449999999999996
2020-05-03,61,85.0,,0.85,51.85
2020-05-04,61,85.0,,0.85,51.85
2020-05-05,72,85.0,,0.85,61.199999999999996
2020-05-06,70,85.0,,0.85,59.5
2020-05-07,69,85.0,,0.85,58.65
2020-05-08,60,85.0,,0.85,51.0
2020-05-09,59,85.0,,0.85,50.15
2020-05-10,62,85.0,,0.85,52.699999999999996
2020-05-11,65,85.0,,0.85,55.25
2020-05-12,67,85.0,,0.85,56.949999999999996
2020-05-13,62,85.0,,0.85,52.699999999999996
2020-05-14,75,85.0,,0.85,63.75
2020-05-15,54,85.0,,0.85,45.9
2020-05-16,51,85.0,,0.85,43.35
2020-05-17,47,85.0,,0.85,39.949999999999996
2020-05-18,51,85.0,,0.85,43.35
2020-05-19,48,85.0,,0.85,40.8
2020-05-20,64,85.0,,0.85,54.4
2020-05-21,100,85.0,,0.85,85.0
2020-05-22,45,85.0,,0.85,38.25
2020-05-23,48,85.0,,0.85,40.8
2020-05-24,36,85.0,,0.85,30.599999999999998
2020-05-25,34,85.0,,0.85,28.9
2020-05-26,44,85.0,,0.85,37.4
2020-05-27,44,85.0,,0.85,37.4
2020-05-28,41,85.0,,0.85,34.85
2020-05-29,39,85.0,,0.85,33.15
2020-05-30,46,85.0,,0.85,39.1
2020-05-31,36,85.0,,0.85,30.599999999999998
2020-06-01,70,69.0,False,0.69,48.3
2020-06-02,85,69.0,,0.69,58.65
2020-06-03,87,69.0,,0.69,60.029999999999994
2020-06-04,89,69.0,,0.69,61.41
2020-06-05,94,69.0,,0.69,64.86
2020-06-06,88,69.0,,0.69,60.72
2020-06-07,78,69.0,,0.69,53.81999999999999
2020-06-08,88,69.0,,0.69,60.72
2020-06-09,78,69.0,,0.69,53.81999999999999
2020-06-10,100,69.0,,0.69,69.0
2020-06-11,95,69.0,,0.69,65.55
2020-06-12,83,69.0,,0.69,57.269999999999996
2020-06-13,69,69.0,,0.69,47.61
2020-06-14,72,69.0,,0.69,49.67999999999999
2020-06-15,91,69.0,,0.69,62.78999999999999
2020-06-16,90,69.0,,0.69,62.099999999999994
2020-06-17,88,69.0,,0.69,60.72
2020-06-18,92,69.0,,0.69,63.48
2020-06-19,76,69.0,,0.69,52.44
2020-06-20,72,69.0,,0.69,49.67999999999999
2020-06-21,82,69.0,,0.69,56.58
2020-06-22,96,69.0,,0.69,66.24
2020-06-23,86,69.0,,0.69,59.339999999999996
2020-06-24,89,69.0,,0.69,61.41
2020-06-25,79,69.0,,0.69,54.51
2020-06-26,82,69.0,,0.69,56.58
2020-06-27,85,69.0,,0.69,58.65
2020-06-28,78,69.0,,0.69,53.81999999999999
2020-06-29,74,69.0,,0.69,51.059999999999995
2020-06-30,84,69.0,,0.69,57.959999999999994
2020-07-01,88,71.0,False,0.71,62.48
2020-07-02,76,71.0,,0.71,53.959999999999994
2020-07-03,80,71.0,,0.71,56.8
2020-07-04,86,71.0,,0.71,61.059999999999995
2020-07-05,82,71.0,,0.71,58.22
2020-07-06,94,71.0,,0.71,66.74
2020-07-07,87,71.0,,0.71,61.769999999999996
2020-07-08,79,71.0,,0.71,56.089999999999996
2020-07-09,88,71.0,,0.71,62.48
2020-07-10,84,71.0,,0.71,59.64
2020-07-11,89,71.0,,0.71,63.19
2020-07-12,85,71.0,,0.71,60.349999999999994
2020-07-13,94,71.0,,0.71,66.74
2020-07-14,85,71.0,,0.71,60.349999999999994
2020-07-15,96,71.0,,0.71,68.16
2020-07-16,88,71.0,,0.71,62.48
2020-07-17,88,71.0,,0.71,62.48
2020-07-18,90,71.0,,0.71,63.9
2020-07-19,85,71.0,,0.71,60.349999999999994
2020-07-20,90,71.0,,0.71,63.9
2020-07-21,97,71.0,,0.71,68.86999999999999
2020-07-22,100,71.0,,0.71,71.0
2020-07-23,97,71.0,,0.71,68.86999999999999
2020-07-24,82,71.0,,0.71,58.22
2020-07-25,89,71.0,,0.71,63.19
2020-07-26,96,71.0,,0.71,68.16
2020-07-27,94,71.0,,0.71,66.74
2020-07-28,86,71.0,,0.71,61.059999999999995
2020-07-29,85,71.0,,0.71,60.349999999999994
2020-07-30,85,71.0,,0.71,60.349999999999994
2020-07-31,76,71.0,,0.71,53.959999999999994
2020-08-01,57,74.0,False,0.74,42.18
2020-08-02,66,74.0,,0.74,48.839999999999996
2020-08-03,64,74.0,,0.74,47.36
2020-08-04,74,74.0,,0.74,54.76
2020-08-05,82,74.0,,0.74,60.68
2020-08-06,66,74.0,,0.74,48.839999999999996
2020-08-07,64,74.0,,0.74,47.36
2020-08-08,64,74.0,,0.74,47.36
2020-08-09,76,74.0,,0.74,56.24
2020-08-10,66,74.0,,0.74,48.839999999999996
2020-08-11,64,74.0,,0.74,47.36
2020-08-12,71,74.0,,0.74,52.54
2020-08-13,60,74.0,,0.74,44.4
2020-08-14,62,74.0,,0.74,45.88
2020-08-15,61,74.0,,0.74,45.14
2020-08-16,65,74.0,,0.74,48.1
2020-08-17,63,74.0,,0.74,46.62
2020-08-18,66,74.0,,0.74,48.839999999999996
2020-08-19,65,74.0,,0.74,48.1
2020-08-20,54,74.0,,0.74,39.96
2020-08-21,59,74.0,,0.74,43.66
2020-08-22,61,74.0,,0.74,45.14
2020-08-23,67,74.0,,0.74,49.58
2020-08-24,63,74.0,,0.74,46.62
2020-08-25,72,74.0,,0.74,53.28
2020-08-26,78,74.0,,0.74,57.72
2020-08-27,100,74.0,,0.74,74.0
2020-08-28,89,74.0,,0.74,65.86
2020-08-29,68,74.0,,0.74,50.32
2020-08-30,73,74.0,,0.74,54.019999999999996
2020-08-31,73,74.0,,0.74,54.019999999999996
2020-09-01,80,80.0,False,0.8,64.0
2020-09-02,79,80.0,,0.8,63.2
2020-09-03,66,80.0,,0.8,52.800000000000004
2020-09-04,65,80.0,,0.8,52.0
2020-09-05,58,80.0,,0.8,46.400000000000006
2020-09-06,72,80.0,,0.8,57.6
2020-09-07,71,80.0,,0.8,56.800000000000004
2020-09-08,70,80.0,,0.8,56.0
2020-09-09,76,80.0,,0.8,60.800000000000004
2020-09-10,63,80.0,,0.8,50.400000000000006
2020-09-11,82,80.0,,0.8,65.60000000000001
2020-09-12,63,80.0,,0.8,50.400000000000006
2020-09-13,68,80.0,,0.8,54.400000000000006
2020-09-14,73,80.0,,0.8,58.400000000000006
2020-09-15,71,80.0,,0.8,56.800000000000004
2020-09-16,93,80.0,,0.8,74.4
2020-09-17,100,80.0,,0.8,80.0
2020-09-18,80,80.0,,0.8,64.0
2020-09-19,76,80.0,,0.8,60.800000000000004
2020-09-20,69,80.0,,0.8,55.2
2020-09-21,78,80.0,,0.8,62.400000000000006
2020-09-22,88,80.0,,0.8,70.4
2020-09-23,89,80.0,,0.8,71.2
2020-09-24,89,80.0,,0.8,71.2
2020-09-25,80,80.0,,0.8,64.0
2020-09-26,67,80.0,,0.8,53.6
2020-09-27,68,80.0,,0.8,54.400000000000006
2020-09-28,79,80.0,,0.8,63.2
2020-09-29,89,80.0,,0.8,71.2
2020-09-30,84,80.0,,0.8,67.2
2020-10-01,85,81.0,False,0.81,68.85000000000001
2020-10-02,82,81.0,,0.81,66.42
2020-10-03,63,81.0,,0.81,51.03
2020-10-04,63,81.0,,0.81,51.03
2020-10-05,94,81.0,,0.81,76.14
2020-10-06,83,81.0,,0.81,67.23
2020-10-07,86,81.0,,0.81,69.66000000000001
2020-10-08,87,81.0,,0.81,70.47
2020-10-09,90,81.0,,0.81,72.9
2020-10-10,59,81.0,,0.81,47.790000000000006
2020-10-11,76,81.0,,0.81,61.56
2020-10-12,78,81.0,,0.81,63.18000000000001
2020-10-13,78,81.0,,0.81,63.18000000000001
2020-10-14,87,81.0,,0.81,70.47
2020-10-15,93,81.0,,0.81,75.33
2020-10-16,78,81.0,,0.81,63.18000000000001
2020-10-17,68,81.0,,0.81,55.080000000000005
2020-10-18,78,81.0,,0.81,63.18000000000001
2020-10-19,93,81.0,,0.81,75.33
2020-10-20,88,81.0,,0.81,71.28
2020-10-21,97,81.0,,0.81,78.57000000000001
2020-10-22,100,81.0,,0.81,81.0
2020-10-23,79,81.0,,0.81,63.99
2020-10-24,60,81.0,,0.81,48.6
2020-10-25,74,81.0,,0.81,59.940000000000005
2020-10-26,82,81.0,,0.81,66.42
2020-10-27,95,81.0,,0.81,76.95
2020-10-28,86,81.0,,0.81,69.66000000000001
2020-10-29,92,81.0,,0.81,74.52000000000001
2020-10-30,82,81.0,,0.81,66.42
2020-10-31,64,81.0,,0.81,51.84
2020-11-01,73,76.0,True,0.76,55.480000000000004
2020-11-02,87,76.0,,0.76,66.12
2020-11-03,86,76.0,,0.76,65.36
2020-11-04,66,76.0,,0.76,50.160000000000004
2020-11-05,65,76.0,,0.76,49.4
2020-11-06,73,76.0,,0.76,55.480000000000004
2020-11-07,64,76.0,,0.76,48.64
2020-11-08,76,76.0,,0.76,57.76
2020-11-09,96,76.0,,0.76,72.96000000000001
2020-11-10,83,76.0,,0.76,63.08
2020-11-11,89,76.0,,0.76,67.64
2020-11-12,87,76.0,,0.76,66.12
2020-11-13,74,76.0,,0.76,56.24
2020-11-14,70,76.0,,0.76,53.2
2020-11-15,78,76.0,,0.76,59.28
2020-11-16,100,76.0,,0.76,76.0
2020-11-17,86,76.0,,0.76,65.36
2020-11-18,90,76.0,,0.76,68.4
2020-11-19,88,76.0,,0.76,66.88
2020-11-20,93,76.0,,0.76,70.68
2020-11-21,66,76.0,,0.76,50.160000000000004
2020-11-22,76,76.0,,0.76,57.76
2020-11-23,66,76.0,,0.76,50.160000000000004
2020-11-24,84,76.0,,0.76,63.84
2020-11-25,70,76.0,,0.76,53.2
2020-11-26,62,76.0,,0.76,47.12
2020-11-27,79,76.0,,0.76,60.04
2020-11-28,60,76.0,,0.76,45.6
