date,inflation_unscaled,inflation_monthly,isPartial,scale,inflation
2016-09-12,80,70.0,,0.7,56.0
2016-09-13,86,70.0,,0.7,60.199999999999996
2016-09-14,80,70.0,,0.7,56.0
2016-09-15,69,70.0,,0.7,48.3
2016-09-16,69,70.0,,0.7,48.3
2016-09-17,48,70.0,,0.7,33.599999999999994
2016-09-18,59,70.0,,0.7,41.3
2016-09-19,88,70.0,,0.7,61.599999999999994
2016-09-20,78,70.0,,0.7,54.599999999999994
2016-09-21,88,70.0,,0.7,61.599999999999994
2016-09-22,85,70.0,,0.7,59.49999999999999
2016-09-23,86,70.0,,0.7,60.199999999999996
2016-09-24,58,70.0,,0.7,40.599999999999994
2016-09-25,58,70.0,,0.7,40.599999999999994
2016-09-26,75,70.0,,0.7,52.5
2016-09-27,77,70.0,,0.7,53.9
2016-09-28,99,70.0,,0.7,69.3
2016-09-29,100,70.0,,0.7,70.0
2016-09-30,75,70.0,,0.7,52.5
2016-10-01,40,78.0,False,0.78,31.200000000000003
2016-10-02,56,78.0,,0.78,43.68
2016-10-03,75,78.0,,0.78,58.5
2016-10-04,81,78.0,,0.78,63.18
2016-10-05,85,78.0,,0.78,66.3
2016-10-06,73,78.0,,0.78,56.940000000000005
2016-10-07,64,78.0,,0.78,49.92
2016-10-08,48,78.0,,0.78,37.44
2016-10-09,53,78.0,,0.78,41.34
2016-10-10,64,78.0,,0.78,49.92
2016-10-11,68,78.0,,0.78,53.04
2016-10-12,75,78.0,,0.78,58.5
2016-10-13,75,78.0,,0.78,58.5
2016-10-14,62,78.0,,0.78,48.36
2016-10-15,46,78.0,,0.78,35.88
2016-10-16,60,78.0,,0.78,46.800000000000004
2016-10-17,92,78.0,,0.78,71.76
2016-10-18,87,78.0,,0.78,67.86
2016-10-19,73,78.0,,0.78,56.940000000000005
2016-10-20,84,78.0,,0.78,65.52
2016-10-21,78,78.0,,0.78,60.84
2016-10-22,61,78.0,,0.78,47.58
2016-10-23,66,78.0,,0.78,51.480000000000004
2016-10-24,100,78.0,,0.78,78.0
2016-10-25,82,78.0,,0.78,63.96
2016-10-26,80,78.0,,0.78,62.400000000000006
2016-10-27,89,78.0,,0.78,69.42
2016-10-28,68,78.0,,0.78,53.04
2016-10-29,53,78.0,,0.78,41.34
2016-10-30,57,78.0,,0.78,44.46
2016-10-31,80,78.0,,0.78,62.400000000000006
2016-11-01,75,81.0,False,0.81,60.75000000000001
2016-11-02,71,81.0,,0.81,57.510000000000005
2016-11-03,70,81.0,,0.81,56.7
2016-11-04,54,81.0,,0.81,43.74
2016-11-05,47,81.0,,0.81,38.07
2016-11-06,49,81.0,,0.81,39.690000000000005
2016-11-07,67,81.0,,0.81,54.27
2016-11-08,62,81.0,,0.81,50.220000000000006
2016-11-09,56,81.0,,0.81,45.36
2016-11-10,84,81.0,,0.81,68.04
2016-11-11,61,81.0,,0.81,49.410000000000004
2016-11-12,52,81.0,,0.81,42.120000000000005
2016-11-13,61,81.0,,0.81,49.410000000000004
2016-11-14,85,81.0,,0.81,68.85000000000001
2016-11-15,89,81.0,,0.81,72.09
2016-11-16,96,81.0,,0.81,77.76
2016-11-17,100,81.0,,0.81,81.0
2016-11-18,66,81.0,,0.81,53.46
2016-11-19,60,81.0,,0.81,48.6
2016-11-20,45,81.0,,0.81,36.45
2016-11-21,74,81.0,,0.81,59.940000000000005
2016-11-22,66,81.0,,0.81,53.46
2016-11-23,72,81.0,,0.81,58.32000000000001
2016-11-24,57,81.0,,0.81,46.17
2016-11-25,42,81.0,,0.81,34.02
2016-11-26,41,81.0,,0.81,33.21
2016-11-27,49,81.0,,0.81,39.690000000000005
2016-11-28,66,81.0,,0.81,53.46
2016-11-29,70,81.0,,0.81,56.7
2016-11-30,91,81.0,,0.81,73.71000000000001
2016-12-01,92,77.0,False,0.77,70.84
2016-12-02,78,77.0,,0.77,60.06
2016-12-03,58,77.0,,0.77,44.660000000000004
2016-12-04,71,77.0,,0.77,54.67
2016-12-05,94,77.0,,0.77,72.38
2016-12-06,96,77.0,,0.77,73.92
2016-12-07,100,77.0,,0.77,77.0
2016-12-08,95,77.0,,0.77,73.15
2016-12-09,71,77.0,,0.77,54.67
2016-12-10,50,77.0,,0.77,38.5
2016-12-11,72,77.0,,0.77,55.44
2016-12-12,89,77.0,,0.77,68.53
2016-12-13,85,77.0,,0.77,65.45
2016-12-14,87,77.0,,0.77,66.99
2016-12-15,89,77.0,,0.77,68.53
2016-12-16,68,77.0,,0.77,52.36
2016-12-17,55,77.0,,0.77,42.35
2016-12-18,57,77.0,,0.77,43.89
2016-12-19,64,77.0,,0.77,49.28
2016-12-20,56,77.0,,0.77,43.120000000000005
2016-12-21,52,77.0,,0.77,40.04
2016-12-22,48,77.0,,0.77,36.96
2016-12-23,39,77.0,,0.77,30.03
2016-12-24,38,77.0,,0.77,29.26
2016-12-25,58,77.0,,0.77,44.660000000000004
2016-12-26,47,77.0,,0.77,36.19
2016-12-27,43,77.0,,0.77,33.11
2016-12-28,51,77.0,,0.77,39.27
2016-12-29,38,77.0,,0.77,29.26
2016-12-30,39,77.0,,0.77,30.03
2016-12-31,44,77.0,,0.77,33.88
2017-01-01,49,72.0,False,0.72,35.28
2017-01-02,49,72.0,,0.72,35.28
2017-01-03,62,72.0,,0.72,44.64
2017-01-04,71,72.0,,0.72,51.12
2017-01-05,81,72.0,,0.72,58.32
2017-01-06,74,72.0,,0.72,53.28
2017-01-07,58,72.0,,0.72,41.76
2017-01-08,62,72.0,,0.72,44.64
2017-01-09,68,72.0,,0.72,48.96
2017-01-10,70,72.0,,0.72,50.4
2017-01-11,84,72.0,,0.72,60.48
2017-01-12,83,72.0,,0.72,59.76
2017-01-13,73,72.0,,0.72,52.559999999999995
2017-01-14,56,72.0,,0.72,40.32
2017-01-15,65,72.0,,0.72,46.8
2017-01-16,64,72.0,,0.72,46.08
2017-01-17,93,72.0,,0.72,66.96
2017-01-18,80,72.0,,0.72,57.599999999999994
2017-01-19,100,72.0,,0.72,72.0
2017-01-20,69,72.0,,0.72,49.68
2017-01-21,51,72.0,,0.72,36.72
2017-01-22,62,72.0,,0.72,44.64
2017-01-23,84,72.0,,0.72,60.48
2017-01-24,87,72.0,,0.72,62.64
2017-01-25,87,72.0,,0.72,62.64
2017-01-26,76,72.0,,0.72,54.72
2017-01-27,87,72.0,,0.72,62.64
2017-01-28,57,72.0,,0.72,41.04
2017-01-29,65,72.0,,0.72,46.8
2017-01-30,91,72.0,,0.72,65.52
2017-01-31,84,72.0,,0.72,60.48
2017-02-01,84,84.0,False,0.84,70.56
2017-02-02,84,84.0,,0.84,70.56
2017-02-03,81,84.0,,0.84,68.03999999999999
2017-02-04,55,84.0,,0.84,46.199999999999996
2017-02-05,69,84.0,,0.84,57.96
2017-02-06,80,84.0,,0.84,67.2
2017-02-07,85,84.0,,0.84,71.39999999999999
2017-02-08,96,84.0,,0.84,80.64
2017-02-09,74,84.0,,0.84,62.16
2017-02-10,77,84.0,,0.84,64.67999999999999
2017-02-11,59,84.0,,0.84,49.559999999999995
2017-02-12,56,84.0,,0.84,47.04
2017-02-13,93,84.0,,0.84,78.11999999999999
2017-02-14,94,84.0,,0.84,78.96
2017-02-15,85,84.0,,0.84,71.39999999999999
2017-02-16,87,84.0,,0.84,73.08
2017-02-17,80,84.0,,0.84,67.2
2017-02-18,57,84.0,,0.84,47.879999999999995
2017-02-19,69,84.0,,0.84,57.96
2017-02-20,70,84.0,,0.84,58.8
2017-02-21,75,84.0,,0.84,63.0
2017-02-22,79,84.0,,0.84,66.36
2017-02-23,77,84.0,,0.84,64.67999999999999
2017-02-24,83,84.0,,0.84,69.72
2017-02-25,66,84.0,,0.84,55.44
2017-02-26,81,84.0,,0.84,68.03999999999999
2017-02-27,86,84.0,,0.84,72.24
2017-02-28,100,84.0,,0.84,84.0
2017-03-01,100,85.0,False,0.85,85.0
2017-03-02,94,85.0,,0.85,79.89999999999999
2017-03-03,78,85.0,,0.85,66.3
2017-03-04,66,85.0,,0.85,56.1
2017-03-05,69,85.0,,0.85,58.65
2017-03-06,85,85.0,,0.85,72.25
2017-03-07,93,85.0,,0.85,79.05
2017-03-08,84,85.0,,0.85,71.39999999999999
2017-03-09,81,85.0,,0.85,68.85
2017-03-10,71,85.0,,0.85,60.35
2017-03-11,48,85.0,,0.85,40.8
2017-03-12,65,85.0,,0.85,55.25
2017-03-13,84,85.0,,0.85,71.39999999999999
2017-03-14,75,85.0,,0.85,63.75
2017-03-15,85,85.0,,0.85,72.25
2017-03-16,74,85.0,,0.85,62.9
2017-03-17,69,85.0,,0.85,58.65
2017-03-18,47,85.0,,0.85,39.949999999999996
2017-03-19,66,85.0,,0.85,56.1
2017-03-20,83,85.0,,0.85,70.55
2017-03-21,91,85.0,,0.85,77.35
2017-03-22,83,85.0,,0.85,70.55
2017-03-23,94,85.0,,0.85,79.89999999999999
2017-03-24,64,85.0,,0.85,54.4
2017-03-25,50,85.0,,0.85,42.5
2017-03-26,55,85.0,,0.85,46.75
2017-03-27,86,85.0,,0.85,73.1
2017-03-28,94,85.0,,0.85,79.89999999999999
2017-03-29,95,85.0,,0.85,80.75
2017-03-30,84,85.0,,0.85,71.39999999999999
2017-03-31,69,85.0,,0.85,58.65
2017-04-01,45,85.0,False,0.85,38.25
2017-04-02,52,85.0,,0.85,44.199999999999996
2017-04-03,75,85.0,,0.85,63.75
2017-04-04,62,85.0,,0.85,52.699999999999996
2017-04-05,54,85.0,,0.85,45.9
2017-04-06,72,85.0,,0.85,61.199999999999996
2017-04-07,51,85.0,,0.85,43.35
2017-04-08,42,85.0,,0.85,35.699999999999996
2017-04-09,49,85.0,,0.85,41.65
2017-04-10,59,85.0,,0.85,50.15
2017-04-11,71,85.0,,0.85,60.35
2017-04-12,82,85.0,,0.85,69.7
2017-04-13,64,85.0,,0.85,54.4
2017-04-14,47,85.0,,0.85,39.949999999999996
2017-04-15,47,85.0,,0.85,39.949999999999996
2017-04-16,54,85.0,,0.85,45.9
2017-04-17,65,85.0,,0.85,55.25
2017-04-18,80,85.0,,0.85,68.0
2017-04-19,62,85.0,,0.85,52.699999999999996
2017-04-20,68,85.0,,0.85,57.8
2017-04-21,52,85.0,,0.85,44.199999999999996
2017-04-22,52,85.0,,0.85,44.199999999999996
2017-04-23,52,85.0,,0.85,44.199999999999996
2017-04-24,82,85.0,,0.85,69.7
2017-04-25,100,85.0,,0.85,85.0
2017-04-26,86,85.0,,0.85,73.1
2017-04-27,76,85.0,,0.85,64.6
2017-04-28,67,85.0,,0.85,56.949999999999996
2017-04-29,43,85.0,,0.85,36.55
2017-04-30,47,85.0,,0.85,39.949999999999996
2017-05-01,100,79.0,False,0.79,79.0
2017-05-02,86,79.0,,0.79,67.94
2017-05-03,87,79.0,,0.79,68.73
2017-05-04,95,79.0,,0.79,75.05
2017-05-05,69,79.0,,0.79,54.510000000000005
2017-05-06,53,79.0,,0.79,41.870000000000005
2017-05-07,59,79.0,,0.79,46.61
2017-05-08,90,79.0,,0.79,71.10000000000001
2017-05-09,86,79.0,,0.79,67.94
2017-05-10,83,79.0,,0.79,65.57000000000001
2017-05-11,89,79.0,,0.79,70.31
2017-05-12,70,79.0,,0.79,55.300000000000004
2017-05-13,44,79.0,,0.79,34.760000000000005
2017-05-14,42,79.0,,0.79,33.18
2017-05-15,74,79.0,,0.79,58.46
2017-05-16,62,79.0,,0.79,48.980000000000004
2017-05-17,60,79.0,,0.79,47.400000000000006
2017-05-18,63,79.0,,0.79,49.77
2017-05-19,51,79.0,,0.79,40.29
2017-05-20,40,79.0,,0.79,31.6
2017-05-21,55,79.0,,0.79,43.45
2017-05-22,69,79.0,,0.79,54.510000000000005
2017-05-23,73,79.0,,0.79,57.67
2017-05-24,54,79.0,,0.79,42.660000000000004
2017-05-25,52,79.0,,0.79,41.08
2017-05-26,61,79.0,,0.79,48.190000000000005
2017-05-27,46,79.0,,0.79,36.34
2017-05-28,44,79.0,,0.79,34.760000000000005
2017-05-29,61,79.0,,0.79,48.190000000000005
2017-05-30,58,79.0,,0.79,45.82
2017-05-31,64,79.0,,0.79,50.56
2017-06-01,58,60.0,False,0.6,34.8
2017-06-02,93,60.0,,0.6,55.8
2017-06-03,67,60.0,,0.6,40.199999999999996
2017-06-04,74,60.0,,0.6,44.4
2017-06-05,81,60.0,,0.6,48.6
2017-06-06,82,60.0,,0.6,49.199999999999996
2017-06-07,68,60.0,,0.6,40.8
2017-06-08,76,60.0,,0.6,45.6
2017-06-09,68,60.0,,0.6,40.8
2017-06-10,80,60.0,,0.6,48.0
2017-06-11,55,60.0,,0.6,33.0
2017-06-12,76,60.0,,0.6,45.6
2017-06-13,77,60.0,,0.6,46.199999999999996
2017-06-14,87,60.0,,0.6,52.199999999999996
2017-06-15,78,60.0,,0.6,46.8
2017-06-16,85,60.0,,0.6,51.0
2017-06-17,68,60.0,,0.6,40.8
2017-06-18,65,60.0,,0.6,39.0
2017-06-19,92,60.0,,0.6,55.199999999999996
2017-06-20,77,60.0,,0.6,46.199999999999996
2017-06-21,87,60.0,,0.6,52.199999999999996
2017-06-22,100,60.0,,0.6,60.0
2017-06-23,87,60.0,,0.6,52.199999999999996
2017-06-24,52,60.0,,0.6,31.2
2017-06-25,61,60.0,,0.6,36.6
2017-06-26,70,60.0,,0.6,42.0
2017-06-27,83,60.0,,0.6,49.8
2017-06-28,81,60.0,,0.6,48.6
2017-06-29,83,60.0,,0.6,49.8
2017-06-30,78,60.0,,0.6,46.8
2017-07-01,69,58.0,False,0.58,40.019999999999996
2017-07-02,86,58.0,,0.58,49.879999999999995
2017-07-03,86,58.0,,0.58,49.879999999999995
2017-07-04,68,58.0,,0.58,39.44
2017-07-05,75,58.0,,0.58,43.5
2017-07-06,94,58.0,,0.58,54.519999999999996
2017-07-07,89,58.0,,0.58,51.62
2017-07-08,71,58.0,,0.58,41.18
2017-07-09,80,58.0,,0.58,46.4
2017-07-10,81,58.0,,0.58,46.98
2017-07-11,99,58.0,,0.58,57.419999999999995
2017-07-12,92,58.0,,0.58,53.36
2017-07-13,81,58.0,,0.58,46.98
2017-07-14,90,58.0,,0.58,52.199999999999996
2017-07-15,85,58.0,,0.58,49.3
2017-07-16,69,58.0,,0.58,40.019999999999996
2017-07-17,77,58.0,,0.58,44.66
2017-07-18,78,58.0,,0.58,45.239999999999995
2017-07-19,79,58.0,,0.58,45.82
2017-07-20,94,58.0,,0.58,54.519999999999996
2017-07-21,78,58.0,,0.58,45.239999999999995
2017-07-22,65,58.0,,0.58,37.699999999999996
2017-07-23,83,58.0,,0.58,48.13999999999999
2017-07-24,91,58.0,,0.58,52.779999999999994
2017-07-25,85,58.0,,0.58,49.3
2017-07-26,100,58.0,,0.58,57.99999999999999
2017-07-27,76,58.0,,0.58,44.08
2017-07-28,90,58.0,,0.58,52.199999999999996
2017-07-29,65,58.0,,0.58,37.699999999999996
2017-07-30,84,58.0,,0.58,48.72
2017-07-31,85,58.0,,0.58,49.3
2017-08-01,96,54.0,False,0.54,51.84
2017-08-02,95,54.0,,0.54,51.300000000000004
2017-08-03,89,54.0,,0.54,48.06
2017-08-04,70,54.0,,0.54,37.800000000000004
2017-08-05,71,54.0,,0.54,38.34
2017-08-06,90,54.0,,0.54,48.6
2017-08-07,72,54.0,,0.54,38.88
2017-08-08,94,54.0,,0.54,50.760000000000005
2017-08-09,92,54.0,,0.54,49.68000000000001
2017-08-10,82,54.0,,0.54,44.28
2017-08-11,91,54.0,,0.54,49.14
2017-08-12,59,54.0,,0.54,31.860000000000003
2017-08-13,64,54.0,,0.54,34.56
2017-08-14,83,54.0,,0.54,44.82
2017-08-15,89,54.0,,0.54,48.06
2017-08-16,81,54.0,,0.54,43.74
2017-08-17,85,54.0,,0.54,45.900000000000006
2017-08-18,74,54.0,,0.54,39.96
2017-08-19,62,54.0,,0.54,33.480000000000004
2017-08-20,76,54.0,,0.54,41.040000000000006
2017-08-21,76,54.0,,0.54,41.040000000000006
2017-08-22,72,54.0,,0.54,38.88
2017-08-23,86,54.0,,0.54,46.440000000000005
2017-08-24,99,54.0,,0.54,53.46
2017-08-25,90,54.0,,0.54,48.6
2017-08-26,72,54.0,,0.54,38.88
2017-08-27,71,54.0,,0.54,38.34
2017-08-28,96,54.0,,0.54,51.84
2017-08-29,90,54.0,,0.54,48.6
2017-08-30,100,54.0,,0.54,54.0
2017-08-31,92,54.0,,0.54,49.68000000000001
2017-09-01,68,69.0,False,0.69,46.919999999999995
2017-09-02,51,69.0,,0.69,35.19
2017-09-03,54,69.0,,0.69,37.26
2017-09-04,63,69.0,,0.69,43.47
2017-09-05,69,69.0,,0.69,47.61
2017-09-06,76,69.0,,0.69,52.44
2017-09-07,73,69.0,,0.69,50.37
2017-09-08,77,69.0,,0.69,53.129999999999995
2017-09-09,56,69.0,,0.69,38.64
2017-09-10,45,69.0,,0.69,31.049999999999997
2017-09-11,72,69.0,,0.69,49.67999999999999
2017-09-12,81,69.0,,0.69,55.88999999999999
2017-09-13,82,69.0,,0.69,56.58
2017-09-14,87,69.0,,0.69,60.029999999999994
2017-09-15,66,69.0,,0.69,45.54
2017-09-16,53,69.0,,0.69,36.57
2017-09-17,61,69.0,,0.69,42.089999999999996
2017-09-18,96,69.0,,0.69,66.24
2017-09-19,87,69.0,,0.69,60.029999999999994
2017-09-20,79,69.0,,0.69,54.51
2017-09-21,95,69.0,,0.69,65.55
2017-09-22,66,69.0,,0.69,45.54
2017-09-23,52,69.0,,0.69,35.879999999999995
2017-09-24,69,69.0,,0.69,47.61
2017-09-25,100,69.0,,0.69,69.0
2017-09-26,87,69.0,,0.69,60.029999999999994
2017-09-27,92,69.0,,0.69,63.48
2017-09-28,77,69.0,,0.69,53.129999999999995
2017-09-29,80,69.0,,0.69,55.199999999999996
2017-09-30,67,69.0,,0.69,46.23
2017-10-01,67,81.0,False,0.81,54.27
2017-10-02,66,81.0,,0.81,53.46
2017-10-03,78,81.0,,0.81,63.18000000000001
2017-10-04,92,81.0,,0.81,74.52000000000001
2017-10-05,77,81.0,,0.81,62.370000000000005
2017-10-06,75,81.0,,0.81,60.75000000000001
2017-10-07,68,81.0,,0.81,55.080000000000005
2017-10-08,60,81.0,,0.81,48.6
2017-10-09,94,81.0,,0.81,76.14
2017-10-10,82,81.0,,0.81,66.42
2017-10-11,84,81.0,,0.81,68.04
2017-10-12,86,81.0,,0.81,69.66000000000001
2017-10-13,84,81.0,,0.81,68.04
2017-10-14,61,81.0,,0.81,49.410000000000004
2017-10-15,71,81.0,,0.81,57.510000000000005
2017-10-16,83,81.0,,0.81,67.23
2017-10-17,87,81.0,,0.81,70.47
2017-10-18,100,81.0,,0.81,81.0
2017-10-19,82,81.0,,0.81,66.42
2017-10-20,71,81.0,,0.81,57.510000000000005
2017-10-21,64,81.0,,0.81,51.84
2017-10-22,64,81.0,,0.81,51.84
2017-10-23,93,81.0,,0.81,75.33
2017-10-24,98,81.0,,0.81,79.38000000000001
2017-10-25,86,81.0,,0.81,69.66000000000001
2017-10-26,83,81.0,,0.81,67.23
2017-10-27,66,81.0,,0.81,53.46
2017-10-28,61,81.0,,0.81,49.410000000000004
2017-10-29,52,81.0,,0.81,42.120000000000005
2017-10-30,86,81.0,,0.81,69.66000000000001
2017-10-31,94,81.0,,0.81,76.14
2017-11-01,77,84.0,False,0.84,64.67999999999999
2017-11-02,83,84.0,,0.84,69.72
2017-11-03,79,84.0,,0.84,66.36
2017-11-04,68,84.0,,0.84,57.12
2017-11-05,62,84.0,,0.84,52.08
2017-11-06,75,84.0,,0.84,63.0
2017-11-07,88,84.0,,0.84,73.92
2017-11-08,74,84.0,,0.84,62.16
2017-11-09,70,84.0,,0.84,58.8
2017-11-10,68,84.0,,0.84,57.12
2017-11-11,53,84.0,,0.84,44.519999999999996
2017-11-12,68,84.0,,0.84,57.12
2017-11-13,90,84.0,,0.84,75.6
2017-11-14,81,84.0,,0.84,68.03999999999999
2017-11-15,96,84.0,,0.84,80.64
2017-11-16,83,84.0,,0.84,69.72
2017-11-17,76,84.0,,0.84,63.839999999999996
2017-11-18,60,84.0,,0.84,50.4
2017-11-19,70,84.0,,0.84,58.8
2017-11-20,79,84.0,,0.84,66.36
2017-11-21,87,84.0,,0.84,73.08
2017-11-22,88,84.0,,0.84,73.92
2017-11-23,55,84.0,,0.84,46.199999999999996
2017-11-24,50,84.0,,0.84,42.0
2017-11-25,48,84.0,,0.84,40.32
2017-11-26,66,84.0,,0.84,55.44
2017-11-27,77,84.0,,0.84,64.67999999999999
2017-11-28,100,84.0,,0.84,84.0
2017-11-29,94,84.0,,0.84,78.96
2017-11-30,82,84.0,,0.84,68.88
2017-12-01,76,80.0,False,0.8,60.800000000000004
2017-12-02,57,80.0,,0.8,45.6
2017-12-03,66,80.0,,0.8,52.800000000000004
2017-12-04,87,80.0,,0.8,69.60000000000001
2017-12-05,100,80.0,,0.8,80.0
2017-12-06,90,80.0,,0.8,72.0
2017-12-07,79,80.0,,0.8,63.2
2017-12-08,63,80.0,,0.8,50.400000000000006
2017-12-09,60,80.0,,0.8,48.0
2017-12-10,67,80.0,,0.8,53.6
2017-12-11,84,80.0,,0.8,67.2
2017-12-12,87,80.0,,0.8,69.60000000000001
2017-12-13,93,80.0,,0.8,74.4
2017-12-14,88,80.0,,0.8,70.4
2017-12-15,82,80.0,,0.8,65.60000000000001
2017-12-16,60,80.0,,0.8,48.0
2017-12-17,57,80.0,,0.8,45.6
2017-12-18,76,80.0,,0.8,60.800000000000004
2017-12-19,75,80.0,,0.8,60.0
2017-12-20,65,80.0,,0.8,52.0
2017-12-21,56,80.0,,0.8,44.800000000000004
2017-12-22,52,80.0,,0.8,41.6
2017-12-23,50,80.0,,0.8,40.0
2017-12-24,45,80.0,,0.8,36.0
2017-12-25,59,80.0,,0.8,47.2
2017-12-26,54,80.0,,0.8,43.2
2017-12-27,47,80.0,,0.8,37.6
2017-12-28,47,80.0,,0.8,37.6
2017-12-29,51,80.0,,0.8,40.800000000000004
2017-12-30,51,80.0,,0.8,40.800000000000004
2017-12-31,45,80.0,,0.8,36.0
2018-01-01,44,75.0,False,0.75,33.0
2018-01-02,64,75.0,,0.75,48.0
2018-01-03,56,75.0,,0.75,42.0
2018-01-04,55,75.0,,0.75,41.25
2018-01-05,60,75.0,,0.75,45.0
2018-01-06,57,75.0,,0.75,42.75
2018-01-07,51,75.0,,0.75,38.25
2018-01-08,68,75.0,,0.75,51.0
2018-01-09,73,75.0,,0.75,54.75
2018-01-10,90,75.0,,0.75,67.5
2018-01-11,80,75.0,,0.75,60.0
2018-01-12,83,75.0,,0.75,62.25
2018-01-13,55,75.0,,0.75,41.25
2018-01-14,58,75.0,,0.75,43.5
2018-01-15,60,75.0,,0.75,45.0
2018-01-16,70,75.0,,0.75,52.5
2018-01-17,59,75.0,,0.75,44.25
2018-01-18,82,75.0,,0.75,61.5
2018-01-19,69,75.0,,0.75,51.75
2018-01-20,56,75.0,,0.75,42.0
2018-01-21,64,75.0,,0.75,48.0
2018-01-22,85,75.0,,0.75,63.75
2018-01-23,77,75.0,,0.75,57.75
2018-01-24,76,75.0,,0.75,57.0
2018-01-25,87,75.0,,0.75,65.25
2018-01-26,84,75.0,,0.75,63.0
2018-01-27,51,75.0,,0.75,38.25
2018-01-28,66,75.0,,0.75,49.5
2018-01-29,79,75.0,,0.75,59.25
2018-01-30,91,75.0,,0.75,68.25
2018-01-31,100,75.0,,0.75,75.0
2018-02-01,49,99.0,False,0.99,48.51
2018-02-02,47,99.0,,0.99,46.53
2018-02-03,37,99.0,,0.99,36.63
2018-02-04,42,99.0,,0.99,41.58
2018-02-05,64,99.0,,0.99,63.36
2018-02-06,73,99.0,,0.99,72.27
2018-02-07,62,99.0,,0.99,61.38
2018-02-08,65,99.0,,0.99,64.35
2018-02-09,65,99.0,,0.99,64.35
2018-02-10,38,99.0,,0.99,37.62
2018-02-11,45,99.0,,0.99,44.55
2018-02-12,55,99.0,,0.99,54.45
2018-02-13,57,99.0,,0.99,56.43
2018-02-14,100,99.0,,0.99,99.0
2018-02-15,70,99.0,,0.99,69.3
2018-02-16,55,99.0,,0.99,54.45
2018-02-17,43,99.0,,0.99,42.57
2018-02-18,42,99.0,,0.99,41.58
2018-02-19,50,99.0,,0.99,49.5
2018-02-20,53,99.0,,0.99,52.47
2018-02-21,53,99.0,,0.99,52.47
2018-02-22,54,99.0,,0.99,53.46
2018-02-23,48,99.0,,0.99,47.519999999999996
2018-02-24,36,99.0,,0.99,35.64
2018-02-25,48,99.0,,0.99,47.519999999999996
2018-02-26,55,99.0,,0.99,54.45
2018-02-27,55,99.0,,0.99,54.45
2018-02-28,55,99.0,,0.99,54.45
2018-03-01,73,86.0,False,0.86,62.78
2018-03-02,54,86.0,,0.86,46.44
2018-03-03,49,86.0,,0.86,42.14
2018-03-04,48,86.0,,0.86,41.28
2018-03-05,70,86.0,,0.86,60.199999999999996
2018-03-06,72,86.0,,0.86,61.92
2018-03-07,59,86.0,,0.86,50.74
2018-03-08,65,86.0,,0.86,55.9
2018-03-09,62,86.0,,0.86,53.32
2018-03-10,49,86.0,,0.86,42.14
2018-03-11,47,86.0,,0.86,40.42
2018-03-12,56,86.0,,0.86,48.16
2018-03-13,58,86.0,,0.86,49.88
2018-03-14,56,86.0,,0.86,48.16
2018-03-15,63,86.0,,0.86,54.18
2018-03-16,56,86.0,,0.86,48.16
2018-03-17,43,86.0,,0.86,36.98
2018-03-18,59,86.0,,0.86,50.74
2018-03-19,66,86.0,,0.86,56.76
2018-03-20,66,86.0,,0.86,56.76
2018-03-21,65,86.0,,0.86,55.9
2018-03-22,67,86.0,,0.86,57.62
2018-03-23,51,86.0,,0.86,43.86
2018-03-24,41,86.0,,0.86,35.26
2018-03-25,53,86.0,,0.86,45.58
2018-03-26,66,86.0,,0.86,56.76
2018-03-27,100,86.0,,0.86,86.0
2018-03-28,72,86.0,,0.86,61.92
2018-03-29,55,86.0,,0.86,47.3
2018-03-30,46,86.0,,0.86,39.56
2018-03-31,42,86.0,,0.86,36.12
2018-04-01,64,89.0,False,0.89,56.96
2018-04-02,71,89.0,,0.89,63.19
2018-04-03,79,89.0,,0.89,70.31
2018-04-04,72,89.0,,0.89,64.08
2018-04-05,76,89.0,,0.89,67.64
2018-04-06,80,89.0,,0.89,71.2
2018-04-07,54,89.0,,0.89,48.06
2018-04-08,73,89.0,,0.89,64.97
2018-04-09,84,89.0,,0.89,74.76
2018-04-10,72,89.0,,0.89,64.08
2018-04-11,92,89.0,,0.89,81.88
2018-04-12,92,89.0,,0.89,81.88
2018-04-13,85,89.0,,0.89,75.65
2018-04-14,55,89.0,,0.89,48.95
2018-04-15,56,89.0,,0.89,49.84
2018-04-16,91,89.0,,0.89,80.99
2018-04-17,82,89.0,,0.89,72.98
2018-04-18,74,89.0,,0.89,65.86
2018-04-19,80,89.0,,0.89,71.2
2018-04-20,78,89.0,,0.89,69.42
2018-04-21,57,89.0,,0.89,50.730000000000004
2018-04-22,65,89.0,,0.89,57.85
2018-04-23,84,89.0,,0.89,74.76
2018-04-24,100,89.0,,0.89,89.0
2018-04-25,86,89.0,,0.89,76.54
2018-04-26,82,89.0,,0.89,72.98
2018-04-27,78,89.0,,0.89,69.42
2018-04-28,57,89.0,,0.89,50.730000000000004
2018-04-29,72,89.0,,0.89,64.08
2018-04-30,97,89.0,,0.89,86.33
2018-05-01,98,82.0,False,0.82,80.36
2018-05-02,84,82.0,,0.82,68.88
2018-05-03,96,82.0,,0.82,78.72
2018-05-04,95,82.0,,0.82,77.89999999999999
2018-05-05,58,82.0,,0.82,47.559999999999995
2018-05-06,69,82.0,,0.82,56.58
2018-05-07,93,82.0,,0.82,76.25999999999999
2018-05-08,100,82.0,,0.82,82.0
