date,risk_unscaled,risk_monthly,isPartial,scale,risk
2014-01-05,52,54.0,,0.54,28.080000000000002
2014-01-06,62,54.0,,0.54,33.480000000000004
2014-01-07,65,54.0,,0.54,35.1
2014-01-08,64,54.0,,0.54,34.56
2014-01-09,84,54.0,,0.54,45.36
2014-01-10,74,54.0,,0.54,39.96
2014-01-11,51,54.0,,0.54,27.540000000000003
2014-01-12,48,54.0,,0.54,25.92
2014-01-13,76,54.0,,0.54,41.040000000000006
2014-01-14,78,54.0,,0.54,42.120000000000005
2014-01-15,82,54.0,,0.54,44.28
2014-01-16,82,54.0,,0.54,44.28
2014-01-17,82,54.0,,0.54,44.28
2014-01-18,50,54.0,,0.54,27.0
2014-01-19,52,54.0,,0.54,28.080000000000002
2014-01-20,69,54.0,,0.54,37.260000000000005
2014-01-21,100,54.0,,0.54,54.0
2014-01-22,88,54.0,,0.54,47.52
2014-01-23,92,54.0,,0.54,49.68000000000001
2014-01-24,89,54.0,,0.54,48.06
2014-01-25,57,54.0,,0.54,30.78
2014-01-26,59,54.0,,0.54,31.860000000000003
2014-01-27,77,54.0,,0.54,41.580000000000005
2014-01-28,87,54.0,,0.54,46.980000000000004
2014-01-29,92,54.0,,0.54,49.68000000000001
2014-01-30,93,54.0,,0.54,50.220000000000006
2014-01-31,91,54.0,,0.54,49.14
2014-02-01,51,63.0,False,0.63,32.13
2014-02-02,58,63.0,,0.63,36.54
2014-02-03,85,63.0,,0.63,53.55
2014-02-04,87,63.0,,0.63,54.81
2014-02-05,81,63.0,,0.63,51.03
2014-02-06,88,63.0,,0.63,55.44
2014-02-07,86,63.0,,0.63,54.18
2014-02-08,47,63.0,,0.63,29.61
2014-02-09,61,63.0,,0.63,38.43
2014-02-10,84,63.0,,0.63,52.92
2014-02-11,85,63.0,,0.63,53.55
2014-02-12,93,63.0,,0.63,58.59
2014-02-13,77,63.0,,0.63,48.51
2014-02-14,76,63.0,,0.63,47.88
2014-02-15,56,63.0,,0.63,35.28
2014-02-16,57,63.0,,0.63,35.910000000000004
2014-02-17,83,63.0,,0.63,52.29
2014-02-18,81,63.0,,0.63,51.03
2014-02-19,76,63.0,,0.63,47.88
2014-02-20,90,63.0,,0.63,56.7
2014-02-21,74,63.0,,0.63,46.62
2014-02-22,58,63.0,,0.63,36.54
2014-02-23,65,63.0,,0.63,40.95
2014-02-24,91,63.0,,0.63,57.33
2014-02-25,83,63.0,,0.63,52.29
2014-02-26,91,63.0,,0.63,57.33
2014-02-27,100,63.0,,0.63,63.0
2014-02-28,75,63.0,,0.63,47.25
2014-03-01,61,61.0,False,0.61,37.21
2014-03-02,60,61.0,,0.61,36.6
2014-03-03,82,61.0,,0.61,50.019999999999996
2014-03-04,87,61.0,,0.61,53.07
2014-03-05,98,61.0,,0.61,59.78
2014-03-06,90,61.0,,0.61,54.9
2014-03-07,78,61.0,,0.61,47.58
2014-03-08,59,61.0,,0.61,35.99
2014-03-09,55,61.0,,0.61,33.55
2014-03-10,82,61.0,,0.61,50.019999999999996
2014-03-11,88,61.0,,0.61,53.68
2014-03-12,89,61.0,,0.61,54.29
2014-03-13,88,61.0,,0.61,53.68
2014-03-14,77,61.0,,0.61,46.97
2014-03-15,55,61.0,,0.61,33.55
2014-03-16,51,61.0,,0.61,31.11
2014-03-17,78,61.0,,0.61,47.58
2014-03-18,89,61.0,,0.61,54.29
2014-03-19,83,61.0,,0.61,50.629999999999995
2014-03-20,84,61.0,,0.61,51.24
2014-03-21,79,61.0,,0.61,48.19
2014-03-22,54,61.0,,0.61,32.94
2014-03-23,56,61.0,,0.61,34.16
2014-03-24,80,61.0,,0.61,48.8
2014-03-25,83,61.0,,0.61,50.629999999999995
2014-03-26,97,61.0,,0.61,59.17
2014-03-27,92,61.0,,0.61,56.12
2014-03-28,77,61.0,,0.61,46.97
2014-03-29,62,61.0,,0.61,37.82
2014-03-30,53,61.0,,0.61,32.33
2014-03-31,100,61.0,,0.61,61.0
2014-04-01,93,66.0,False,0.66,61.38
2014-04-02,87,66.0,,0.66,57.42
2014-04-03,94,66.0,,0.66,62.040000000000006
2014-04-04,75,66.0,,0.66,49.5
2014-04-05,59,66.0,,0.66,38.940000000000005
2014-04-06,58,66.0,,0.66,38.28
2014-04-07,87,66.0,,0.66,57.42
2014-04-08,91,66.0,,0.66,60.06
2014-04-09,92,66.0,,0.66,60.720000000000006
2014-04-10,89,66.0,,0.66,58.74
2014-04-11,72,66.0,,0.66,47.52
2014-04-12,51,66.0,,0.66,33.660000000000004
2014-04-13,60,66.0,,0.66,39.6
2014-04-14,90,66.0,,0.66,59.400000000000006
2014-04-15,91,66.0,,0.66,60.06
2014-04-16,86,66.0,,0.66,56.760000000000005
2014-04-17,87,66.0,,0.66,57.42
2014-04-18,68,66.0,,0.66,44.88
2014-04-19,50,66.0,,0.66,33.0
2014-04-20,49,66.0,,0.66,32.34
2014-04-21,90,66.0,,0.66,59.400000000000006
2014-04-22,93,66.0,,0.66,61.38
2014-04-23,89,66.0,,0.66,58.74
2014-04-24,97,66.0,,0.66,64.02
2014-04-25,77,66.0,,0.66,50.82
2014-04-26,63,66.0,,0.66,41.580000000000005
2014-04-27,72,66.0,,0.66,47.52
2014-04-28,94,66.0,,0.66,62.040000000000006
2014-04-29,91,66.0,,0.66,60.06
2014-04-30,100,66.0,,0.66,66.0
2014-05-01,85,57.0,False,0.57,48.449999999999996
2014-05-02,84,57.0,,0.57,47.879999999999995
2014-05-03,52,57.0,,0.57,29.639999999999997
2014-05-04,61,57.0,,0.57,34.769999999999996
2014-05-05,86,57.0,,0.57,49.019999999999996
2014-05-06,100,57.0,,0.57,56.99999999999999
2014-05-07,81,57.0,,0.57,46.169999999999995
2014-05-08,93,57.0,,0.57,53.01
2014-05-09,77,57.0,,0.57,43.88999999999999
2014-05-10,48,57.0,,0.57,27.36
2014-05-11,46,57.0,,0.57,26.22
2014-05-12,73,57.0,,0.57,41.61
2014-05-13,84,57.0,,0.57,47.879999999999995
2014-05-14,81,57.0,,0.57,46.169999999999995
2014-05-15,77,57.0,,0.57,43.88999999999999
2014-05-16,67,57.0,,0.57,38.19
2014-05-17,52,57.0,,0.57,29.639999999999997
2014-05-18,44,57.0,,0.57,25.08
2014-05-19,77,57.0,,0.57,43.88999999999999
2014-05-20,76,57.0,,0.57,43.31999999999999
2014-05-21,81,57.0,,0.57,46.169999999999995
2014-05-22,70,57.0,,0.57,39.9
2014-05-23,59,57.0,,0.57,33.629999999999995
2014-05-24,42,57.0,,0.57,23.939999999999998
2014-05-25,44,57.0,,0.57,25.08
2014-05-26,43,57.0,,0.57,24.509999999999998
2014-05-27,82,57.0,,0.57,46.739999999999995
2014-05-28,78,57.0,,0.57,44.459999999999994
2014-05-29,67,57.0,,0.57,38.19
2014-05-30,71,57.0,,0.57,40.47
2014-05-31,42,57.0,,0.57,23.939999999999998
2014-06-01,61,56.0,False,0.56,34.160000000000004
2014-06-02,80,56.0,,0.56,44.800000000000004
2014-06-03,85,56.0,,0.56,47.6
2014-06-04,90,56.0,,0.56,50.400000000000006
2014-06-05,85,56.0,,0.56,47.6
2014-06-06,72,56.0,,0.56,40.32000000000001
2014-06-07,60,56.0,,0.56,33.6
2014-06-08,56,56.0,,0.56,31.360000000000003
2014-06-09,90,56.0,,0.56,50.400000000000006
2014-06-10,92,56.0,,0.56,51.52
2014-06-11,100,56.0,,0.56,56.00000000000001
2014-06-12,79,56.0,,0.56,44.24
2014-06-13,71,56.0,,0.56,39.760000000000005
2014-06-14,51,56.0,,0.56,28.560000000000002
2014-06-15,42,56.0,,0.56,23.520000000000003
2014-06-16,88,56.0,,0.56,49.28
2014-06-17,82,56.0,,0.56,45.92
2014-06-18,84,56.0,,0.56,47.040000000000006
2014-06-19,79,56.0,,0.56,44.24
2014-06-20,73,56.0,,0.56,40.88
2014-06-21,65,56.0,,0.56,36.400000000000006
2014-06-22,62,56.0,,0.56,34.720000000000006
2014-06-23,94,56.0,,0.56,52.64000000000001
2014-06-24,92,56.0,,0.56,51.52
2014-06-25,86,56.0,,0.56,48.160000000000004
2014-06-26,93,56.0,,0.56,52.080000000000005
2014-06-27,84,56.0,,0.56,47.040000000000006
2014-06-28,48,56.0,,0.56,26.880000000000003
2014-06-29,60,56.0,,0.56,33.6
2014-06-30,77,56.0,,0.56,43.120000000000005
2014-07-01,87,54.0,False,0.54,46.980000000000004
2014-07-02,87,54.0,,0.54,46.980000000000004
2014-07-03,76,54.0,,0.54,41.040000000000006
2014-07-04,55,54.0,,0.54,29.700000000000003
2014-07-05,46,54.0,,0.54,24.840000000000003
2014-07-06,56,54.0,,0.54,30.240000000000002
2014-07-07,88,54.0,,0.54,47.52
2014-07-08,96,54.0,,0.54,51.84
2014-07-09,86,54.0,,0.54,46.440000000000005
2014-07-10,93,54.0,,0.54,50.220000000000006
2014-07-11,83,54.0,,0.54,44.82
2014-07-12,61,54.0,,0.54,32.940000000000005
2014-07-13,47,54.0,,0.54,25.380000000000003
2014-07-14,82,54.0,,0.54,44.28
2014-07-15,85,54.0,,0.54,45.900000000000006
2014-07-16,90,54.0,,0.54,48.6
2014-07-17,97,54.0,,0.54,52.38
2014-07-18,77,54.0,,0.54,41.580000000000005
2014-07-19,67,54.0,,0.54,36.18
2014-07-20,68,54.0,,0.54,36.72
2014-07-21,86,54.0,,0.54,46.440000000000005
2014-07-22,88,54.0,,0.54,47.52
2014-07-23,100,54.0,,0.54,54.0
2014-07-24,99,54.0,,0.54,53.46
2014-07-25,88,54.0,,0.54,47.52
2014-07-26,56,54.0,,0.54,30.240000000000002
2014-07-27,58,54.0,,0.54,31.32
2014-07-28,92,54.0,,0.54,49.68000000000001
2014-07-29,95,54.0,,0.54,51.300000000000004
2014-07-30,93,54.0,,0.54,50.220000000000006
2014-07-31,99,54.0,,0.54,53.46
2014-08-01,86,51.0,False,0.51,43.86
2014-08-02,49,51.0,,0.51,24.990000000000002
2014-08-03,66,51.0,,0.51,33.660000000000004
2014-08-04,92,51.0,,0.51,46.92
2014-08-05,99,51.0,,0.51,50.49
2014-08-06,87,51.0,,0.51,44.37
2014-08-07,98,51.0,,0.51,49.980000000000004
2014-08-08,82,51.0,,0.51,41.82
2014-08-09,56,51.0,,0.51,28.560000000000002
2014-08-10,61,51.0,,0.51,31.11
2014-08-11,87,51.0,,0.51,44.37
2014-08-12,88,51.0,,0.51,44.88
2014-08-13,95,51.0,,0.51,48.45
2014-08-14,87,51.0,,0.51,44.37
2014-08-15,83,51.0,,0.51,42.33
2014-08-16,61,51.0,,0.51,31.11
2014-08-17,62,51.0,,0.51,31.62
2014-08-18,80,51.0,,0.51,40.8
2014-08-19,97,51.0,,0.51,49.47
2014-08-20,94,51.0,,0.51,47.94
2014-08-21,91,51.0,,0.51,46.410000000000004
2014-08-22,84,51.0,,0.51,42.84
2014-08-23,46,51.0,,0.51,23.46
2014-08-24,49,51.0,,0.51,24.990000000000002
2014-08-25,79,51.0,,0.51,40.29
2014-08-26,100,51.0,,0.51,51.0
2014-08-27,95,51.0,,0.51,48.45
2014-08-28,95,51.0,,0.51,48.45
2014-08-29,81,51.0,,0.51,41.31
2014-08-30,46,51.0,,0.51,23.46
2014-08-31,54,51.0,,0.51,27.54
2014-09-01,44,61.0,False,0.61,26.84
2014-09-02,75,61.0,,0.61,45.75
2014-09-03,73,61.0,,0.61,44.53
2014-09-04,81,61.0,,0.61,49.41
2014-09-05,79,61.0,,0.61,48.19
2014-09-06,49,61.0,,0.61,29.89
2014-09-07,44,61.0,,0.61,26.84
2014-09-08,81,61.0,,0.61,49.41
2014-09-09,80,61.0,,0.61,48.8
2014-09-10,92,61.0,,0.61,56.12
2014-09-11,100,61.0,,0.61,61.0
2014-09-12,67,61.0,,0.61,40.87
2014-09-13,51,61.0,,0.61,31.11
2014-09-14,47,61.0,,0.61,28.669999999999998
2014-09-15,91,61.0,,0.61,55.51
2014-09-16,87,61.0,,0.61,53.07
2014-09-17,96,61.0,,0.61,58.56
2014-09-18,86,61.0,,0.61,52.46
2014-09-19,68,61.0,,0.61,41.48
2014-09-20,42,61.0,,0.61,25.62
2014-09-21,61,61.0,,0.61,37.21
2014-09-22,89,61.0,,0.61,54.29
2014-09-23,85,61.0,,0.61,51.85
2014-09-24,79,61.0,,0.61,48.19
2014-09-25,79,61.0,,0.61,48.19
2014-09-26,79,61.0,,0.61,48.19
2014-09-27,49,61.0,,0.61,29.89
2014-09-28,52,61.0,,0.61,31.72
2014-09-29,87,61.0,,0.61,53.07
2014-09-30,97,61.0,,0.61,59.17
2014-10-01,93,68.0,False,0.68,63.24
2014-10-02,88,68.0,,0.68,59.84
2014-10-03,86,68.0,,0.68,58.480000000000004
2014-10-04,53,68.0,,0.68,36.04
2014-10-05,63,68.0,,0.68,42.84
2014-10-06,88,68.0,,0.68,59.84
2014-10-07,91,68.0,,0.68,61.88
2014-10-08,97,68.0,,0.68,65.96000000000001
2014-10-09,82,68.0,,0.68,55.760000000000005
2014-10-10,73,68.0,,0.68,49.64
2014-10-11,49,68.0,,0.68,33.32
2014-10-12,49,68.0,,0.68,33.32
2014-10-13,83,68.0,,0.68,56.440000000000005
2014-10-14,93,68.0,,0.68,63.24
2014-10-15,93,68.0,,0.68,63.24
2014-10-16,95,68.0,,0.68,64.60000000000001
2014-10-17,79,68.0,,0.68,53.720000000000006
2014-10-18,53,68.0,,0.68,36.04
2014-10-19,55,68.0,,0.68,37.400000000000006
2014-10-20,89,68.0,,0.68,60.52
2014-10-21,90,68.0,,0.68,61.2
2014-10-22,96,68.0,,0.68,65.28
2014-10-23,91,68.0,,0.68,61.88
2014-10-24,86,68.0,,0.68,58.480000000000004
2014-10-25,51,68.0,,0.68,34.68
2014-10-26,58,68.0,,0.68,39.440000000000005
2014-10-27,92,68.0,,0.68,62.56
2014-10-28,95,68.0,,0.68,64.60000000000001
2014-10-29,100,68.0,,0.68,68.0
2014-10-30,96,68.0,,0.68,65.28
2014-10-31,67,68.0,,0.68,45.56
2014-11-01,51,64.0,False,0.64,32.64
2014-11-02,63,64.0,,0.64,40.32
2014-11-03,93,64.0,,0.64,59.52
2014-11-04,100,64.0,,0.64,64.0
2014-11-05,89,64.0,,0.64,56.96
2014-11-06,93,64.0,,0.64,59.52
2014-11-07,77,64.0,,0.64,49.28
2014-11-08,53,64.0,,0.64,33.92
2014-11-09,60,64.0,,0.64,38.4
2014-11-10,89,64.0,,0.64,56.96
2014-11-11,92,64.0,,0.64,58.88
2014-11-12,98,64.0,,0.64,62.72
2014-11-13,96,64.0,,0.64,61.44
2014-11-14,78,64.0,,0.64,49.92
2014-11-15,57,64.0,,0.64,36.480000000000004
2014-11-16,63,64.0,,0.64,40.32
2014-11-17,95,64.0,,0.64,60.800000000000004
2014-11-18,97,64.0,,0.64,62.08
2014-11-19,96,64.0,,0.64,61.44
2014-11-20,99,64.0,,0.64,63.36
2014-11-21,84,64.0,,0.64,53.76
2014-11-22,60,64.0,,0.64,38.4
2014-11-23,64,64.0,,0.64,40.96
2014-11-24,84,64.0,,0.64,53.76
2014-11-25,80,64.0,,0.64,51.2
2014-11-26,68,64.0,,0.64,43.52
2014-11-27,41,64.0,,0.64,26.240000000000002
2014-11-28,51,64.0,,0.64,32.64
2014-11-29,49,64.0,,0.64,31.36
2014-11-30,55,64.0,,0.64,35.2
2014-12-01,85,56.0,False,0.56,47.6
2014-12-02,88,56.0,,0.56,49.28
2014-12-03,100,56.0,,0.56,56.00000000000001
2014-12-04,89,56.0,,0.56,49.84
2014-12-05,80,56.0,,0.56,44.800000000000004
2014-12-06,51,56.0,,0.56,28.560000000000002
2014-12-07,62,56.0,,0.56,34.720000000000006
2014-12-08,74,56.0,,0.56,41.440000000000005
2014-12-09,91,56.0,,0.56,50.96000000000001
2014-12-10,92,56.0,,0.56,51.52
2014-12-11,87,56.0,,0.56,48.720000000000006
2014-12-12,75,56.0,,0.56,42.00000000000001
2014-12-13,51,56.0,,0.56,28.560000000000002
2014-12-14,54,56.0,,0.56,30.240000000000002
2014-12-15,78,56.0,,0.56,43.68000000000001
2014-12-16,84,56.0,,0.56,47.040000000000006
2014-12-17,77,56.0,,0.56,43.120000000000005
2014-12-18,74,56.0,,0.56,41.440000000000005
2014-12-19,57,56.0,,0.56,31.92
2014-12-20,32,56.0,,0.56,17.92
2014-12-21,38,56.0,,0.56,21.28
2014-12-22,54,56.0,,0.56,30.240000000000002
2014-12-23,45,56.0,,0.56,25.200000000000003
2014-12-24,44,56.0,,0.56,24.64
2014-12-25,35,56.0,,0.56,19.6
2014-12-26,43,56.0,,0.56,24.080000000000002
2014-12-27,44,56.0,,0.56,24.64
2014-12-28,33,56.0,,0.56,18.48
2014-12-29,66,56.0,,0.56,36.96
2014-12-30,57,56.0,,0.56,31.92
2014-12-31,53,56.0,,0.56,29.680000000000003
2015-01-01,40,53.0,False,0.53,21.200000000000003
2015-01-02,50,53.0,,0.53,26.5
2015-01-03,42,53.0,,0.53,22.26
2015-01-04,49,53.0,,0.53,25.970000000000002
2015-01-05,73,53.0,,0.53,38.690000000000005
2015-01-06,77,53.0,,0.53,40.81
2015-01-07,84,53.0,,0.53,44.52
2015-01-08,78,53.0,,0.53,41.34
2015-01-09,78,53.0,,0.53,41.34
2015-01-10,48,53.0,,0.53,25.44
2015-01-11,52,53.0,,0.53,27.560000000000002
2015-01-12,84,53.0,,0.53,44.52
2015-01-13,86,53.0,,0.53,45.580000000000005
2015-01-14,89,53.0,,0.53,47.17
2015-01-15,80,53.0,,0.53,42.400000000000006
2015-01-16,82,53.0,,0.53,43.46
2015-01-17,52,53.0,,0.53,27.560000000000002
2015-01-18,52,53.0,,0.53,27.560000000000002
2015-01-19,68,53.0,,0.53,36.04
2015-01-20,87,53.0,,0.53,46.11
2015-01-21,87,53.0,,0.53,46.11
2015-01-22,92,53.0,,0.53,48.760000000000005
2015-01-23,84,53.0,,0.53,44.52
2015-01-24,50,53.0,,0.53,26.5
2015-01-25,54,53.0,,0.53,28.62
2015-01-26,86,53.0,,0.53,45.580000000000005
2015-01-27,100,53.0,,0.53,53.0
2015-01-28,98,53.0,,0.53,51.940000000000005
2015-01-29,93,53.0,,0.53,49.29
2015-01-30,83,53.0,,0.53,43.99
2015-01-31,63,53.0,,0.53,33.39
2015-02-01,56,63.0,False,0.63,35.28
2015-02-02,81,63.0,,0.63,51.03
2015-02-03,97,63.0,,0.63,61.11
2015-02-04,99,63.0,,0.63,62.37
2015-02-05,100,63.0,,0.63,63.0
2015-02-06,88,63.0,,0.63,55.44
2015-02-07,49,63.0,,0.63,30.87
2015-02-08,64,63.0,,0.63,40.32
2015-02-09,83,63.0,,0.63,52.29
2015-02-10,92,63.0,,0.63,57.96
2015-02-11,100,63.0,,0.63,63.0
2015-02-12,88,63.0,,0.63,55.44
2015-02-13,86,63.0,,0.63,54.18
2015-02-14,50,63.0,,0.63,31.5
2015-02-15,48,63.0,,0.63,30.240000000000002
2015-02-16,82,63.0,,0.63,51.660000000000004
2015-02-17,82,63.0,,0.63,51.660000000000004
2015-02-18,96,63.0,,0.63,60.480000000000004
2015-02-19,95,63.0,,0.63,59.85
2015-02-20,88,63.0,,0.63,55.44
2015-02-21,55,63.0,,0.63,34.65
2015-02-22,58,63.0,,0.63,36.54
2015-02-23,99,63.0,,0.63,62.37
2015-02-24,92,63.0,,0.63,57.96
2015-02-25,91,63.0,,0.63,57.33
2015-02-26,96,63.0,,0.63,60.480000000000004
2015-02-27,87,63.0,,0.63,54.81
2015-02-28,49,63.0,,0.63,30.87
2015-03-01,57,61.0,False,0.61,34.769999999999996
2015-03-02,97,61.0,,0.61,59.17
2015-03-03,99,61.0,,0.61,60.39
2015-03-04,100,61.0,,0.61,61.0
2015-03-05,92,61.0,,0.61,56.12
2015-03-06,84,61.0,,0.61,51.24
2015-03-07,55,61.0,,0.61,33.55
2015-03-08,62,61.0,,0.61,37.82
2015-03-09,96,61.0,,0.61,58.56
2015-03-10,98,61.0,,0.61,59.78
2015-03-11,98,61.0,,0.61,59.78
2015-03-12,100,61.0,,0.61,61.0
2015-03-13,80,61.0,,0.61,48.8
2015-03-14,53,61.0,,0.61,32.33
2015-03-15,56,61.0,,0.61,34.16
2015-03-16,91,61.0,,0.61,55.51
2015-03-17,95,61.0,,0.61,57.949999999999996
2015-03-18,91,61.0,,0.61,55.51
2015-03-19,89,61.0,,0.61,54.29
2015-03-20,84,61.0,,0.61,51.24
2015-03-21,53,61.0,,0.61,32.33
2015-03-22,56,61.0,,0.61,34.16
2015-03-23,92,61.0,,0.61,56.12
2015-03-24,96,61.0,,0.61,58.56
2015-03-25,81,61.0,,0.61,49.41
2015-03-26,96,61.0,,0.61,58.56
2015-03-27,80,61.0,,0.61,48.8
2015-03-28,57,61.0,,0.61,34.769999999999996
2015-03-29,57,61.0,,0.61,34.769999999999996
2015-03-30,90,61.0,,0.61,54.9
2015-03-31,97,61.0,,0.61,59.17
2015-04-01,85,67.0,False,0.67,56.95
2015-04-02,81,67.0,,0.67,54.27
2015-04-03,77,67.0,,0.67,51.59
2015-04-04,52,67.0,,0.67,34.84
2015-04-05,56,67.0,,0.67,37.52
2015-04-06,75,67.0,,0.67,50.25
2015-04-07,94,67.0,,0.67,62.980000000000004
2015-04-08,82,67.0,,0.67,54.940000000000005
2015-04-09,87,67.0,,0.67,58.290000000000006
2015-04-10,76,67.0,,0.67,50.92
2015-04-11,54,67.0,,0.67,36.18
2015-04-12,65,67.0,,0.67,43.550000000000004
2015-04-13,95,67.0,,0.67,63.650000000000006
2015-04-14,100,67.0,,0.67,67.0
2015-04-15,97,67.0,,0.67,64.99000000000001
2015-04-16,90,67.0,,0.67,60.300000000000004
2015-04-17,92,67.0,,0.67,61.64
2015-04-18,46,67.0,,0.67,30.82
2015-04-19,61,67.0,,0.67,40.870000000000005
2015-04-20,98,67.0,,0.67,65.66000000000001
2015-04-21,91,67.0,,0.67,60.970000000000006
2015-04-22,97,67.0,,0.67,64.99000000000001
2015-04-23,85,67.0,,0.67,56.95
2015-04-24,82,67.0,,0.67,54.940000000000005
2015-04-25,52,67.0,,0.67,34.84
2015-04-26,58,67.0,,0.67,38.86
2015-04-27,98,67.0,,0.67,65.66000000000001
2015-04-28,98,67.0,,0.67,65.66000000000001
2015-04-29,87,67.0,,0.67,58.290000000000006
2015-04-30,94,67.0,,0.67,62.980000000000004
2015-05-01,85,58.0,False,0.58,49.3
2015-05-02,45,58.0,,0.58,26.099999999999998
2015-05-03,50,58.0,,0.58,28.999999999999996
2015-05-04,86,58.0,,0.58,49.879999999999995
2015-05-05,100,58.0,,0.58,57.99999999999999
2015-05-06,90,58.0,,0.58,52.199999999999996
2015-05-07,88,58.0,,0.58,51.04
2015-05-08,77,58.0,,0.58,44.66
2015-05-09,37,58.0,,0.58,21.459999999999997
2015-05-10,48,58.0,,0.58,27.839999999999996
2015-05-11,85,58.0,,0.58,49.3
2015-05-12,76,58.0,,0.58,44.08
2015-05-13,88,58.0,,0.58,51.04
2015-05-14,87,58.0,,0.58,50.459999999999994
2015-05-15,71,58.0,,0.58,41.18
2015-05-16,43,58.0,,0.58,24.939999999999998
2015-05-17,47,58.0,,0.58,27.259999999999998
2015-05-18,74,58.0,,0.58,42.919999999999995
2015-05-19,83,58.0,,0.58,48.13999999999999
2015-05-20,76,58.0,,0.58,44.08
2015-05-21,80,58.0,,0.58,46.4
2015-05-22,64,58.0,,0.58,37.12
2015-05-23,40,58.0,,0.58,23.2
2015-05-24,43,58.0,,0.58,24.939999999999998
2015-05-25,46,58.0,,0.58,26.68
2015-05-26,71,58.0,,0.58,41.18
2015-05-27,76,58.0,,0.58,44.08
2015-05-28,85,58.0,,0.58,49.3
2015-05-29,75,58.0,,0.58,43.5
2015-05-30,45,58.0,,0.58,26.099999999999998
2015-05-31,51,58.0,,0.58,29.58
2015-06-01,86,56.0,False,0.56,48.160000000000004
2015-06-02,97,56.0,,0.56,54.32000000000001
2015-06-03,92,56.0,,0.56,51.52
2015-06-04,100,56.0,,0.56,56.00000000000001
2015-06-05,82,56.0,,0.56,45.92
2015-06-06,53,56.0,,0.56,29.680000000000003
2015-06-07,45,56.0,,0.56,25.200000000000003
2015-06-08,90,56.0,,0.56,50.400000000000006
2015-06-09,93,56.0,,0.56,52.080000000000005
2015-06-10,91,56.0,,0.56,50.96000000000001
2015-06-11,88,56.0,,0.56,49.28
2015-06-12,84,56.0,,0.56,47.040000000000006
2015-06-13,51,56.0,,0.56,28.560000000000002
2015-06-14,64,56.0,,0.56,35.84
2015-06-15,90,56.0,,0.56,50.400000000000006
2015-06-16,94,56.0,,0.56,52.64000000000001
2015-06-17,94,56.0,,0.56,52.64000000000001
2015-06-18,88,56.0,,0.56,49.28
2015-06-19,79,56.0,,0.56,44.24
2015-06-20,59,56.0,,0.56,33.040000000000006
2015-06-21,55,56.0,,0.56,30.800000000000004
2015-06-22,89,56.0,,0.56,49.84
2015-06-23,85,56.0,,0.56,47.6
2015-06-24,90,56.0,,0.56,50.400000000000006
2015-06-25,76,56.0,,0.56,42.56
2015-06-26,81,56.0,,0.56,45.36000000000001
2015-06-27,70,56.0,,0.56,39.2
2015-06-28,58,56.0,,0.56,32.480000000000004
2015-06-29,86,56.0,,0.56,48.160000000000004
2015-06-30,96,56.0,,0.56,53.760000000000005
2015-07-01,82,55.0,False,0.55,45.1
2015-07-02,72,55.0,,0.55,39.6
2015-07-03,48,55.0,,0.55,26.400000000000002
2015-07-04,48,55.0,,0.55,26.400000000000002
2015-07-05,49,55.0,,0.55,26.950000000000003
2015-07-06,79,55.0,,0.55,43.45
2015-07-07,68,55.0,,0.55,37.400000000000006
2015-07-08,86,55.0,,0.55,47.300000000000004
2015-07-09,83,55.0,,0.55,45.650000000000006
2015-07-10,73,55.0,,0.55,40.150000000000006
2015-07-11,49,55.0,,0.55,26.950000000000003
2015-07-12,57,55.0,,0.55,31.35
2015-07-13,86,55.0,,0.55,47.300000000000004
2015-07-14,90,55.0,,0.55,49.50000000000001
2015-07-15,78,55.0,,0.55,42.900000000000006
2015-07-16,100,55.0,,0.55,55.00000000000001
2015-07-17,80,55.0,,0.55,44.0
2015-07-18,55,55.0,,0.55,30.250000000000004
2015-07-19,48,55.0,,0.55,26.400000000000002
2015-07-20,81,55.0,,0.55,44.550000000000004
2015-07-21,79,55.0,,0.55,43.45
2015-07-22,92,55.0,,0.55,50.6
2015-07-23,81,55.0,,0.55,44.550000000000004
2015-07-24,82,55.0,,0.55,45.1
2015-07-25,60,55.0,,0.55,33.0
2015-07-26,46,55.0,,0.55,25.3
2015-07-27,86,55.0,,0.55,47.300000000000004
2015-07-28,76,55.0,,0.55,41.800000000000004
2015-07-29,86,55.0,,0.55,47.300000000000004
2015-07-30,77,55.0,,0.55,42.35
2015-07-31,75,55.0,,0.55,41.25
2015-08-01,44,52.0,False,0.52,22.880000000000003
2015-08-02,47,52.0,,0.52,24.44
2015-08-03,86,52.0,,0.52,44.72
2015-08-04,79,52.0,,0.52,41.08
2015-08-05,85,52.0,,0.52,44.2
2015-08-06,84,52.0,,0.52,43.68
2015-08-07,75,52.0,,0.52,39.0
2015-08-08,55,52.0,,0.52,28.6
2015-08-09,49,52.0,,0.52,25.48
2015-08-10,90,52.0,,0.52,46.800000000000004
2015-08-11,84,52.0,,0.52,43.68
2015-08-12,75,52.0,,0.52,39.0
2015-08-13,72,52.0,,0.52,37.44
2015-08-14,72,52.0,,0.52,37.44
2015-08-15,46,52.0,,0.52,23.92
2015-08-16,47,52.0,,0.52,24.44
2015-08-17,74,52.0,,0.52,38.480000000000004
2015-08-18,94,52.0,,0.52,48.88
2015-08-19,90,52.0,,0.52,46.800000000000004
2015-08-20,73,52.0,,0.52,37.96
2015-08-21,75,52.0,,0.52,39.0
2015-08-22,47,52.0,,0.52,24.44
