date,risk_unscaled,risk_monthly,isPartial,scale,risk
2015-08-23,55,52.0,,0.52,28.6
2015-08-24,87,52.0,,0.52,45.24
2015-08-25,74,52.0,,0.52,38.480000000000004
2015-08-26,100,52.0,,0.52,52.0
2015-08-27,81,52.0,,0.52,42.120000000000005
2015-08-28,77,52.0,,0.52,40.04
2015-08-29,44,52.0,,0.52,22.880000000000003
2015-08-30,58,52.0,,0.52,30.16
2015-08-31,79,52.0,,0.52,41.08
2015-09-01,86,61.0,False,0.61,52.46
2015-09-02,87,61.0,,0.61,53.07
2015-09-03,94,61.0,,0.61,57.339999999999996
2015-09-04,73,61.0,,0.61,44.53
2015-09-05,39,61.0,,0.61,23.79
2015-09-06,53,61.0,,0.61,32.33
2015-09-07,54,61.0,,0.61,32.94
2015-09-08,88,61.0,,0.61,53.68
2015-09-09,91,61.0,,0.61,55.51
2015-09-10,85,61.0,,0.61,51.85
2015-09-11,85,61.0,,0.61,51.85
2015-09-12,49,61.0,,0.61,29.89
2015-09-13,53,61.0,,0.61,32.33
2015-09-14,86,61.0,,0.61,52.46
2015-09-15,95,61.0,,0.61,57.949999999999996
2015-09-16,93,61.0,,0.61,56.73
2015-09-17,84,61.0,,0.61,51.24
2015-09-18,87,61.0,,0.61,53.07
2015-09-19,56,61.0,,0.61,34.16
2015-09-20,49,61.0,,0.61,29.89
2015-09-21,91,61.0,,0.61,55.51
2015-09-22,95,61.0,,0.61,57.949999999999996
2015-09-23,88,61.0,,0.61,53.68
2015-09-24,88,61.0,,0.61,53.68
2015-09-25,75,61.0,,0.61,45.75
2015-09-26,49,61.0,,0.61,29.89
2015-09-27,53,61.0,,0.61,32.33
2015-09-28,100,61.0,,0.61,61.0
2015-09-29,99,61.0,,0.61,60.39
2015-09-30,99,61.0,,0.61,60.39
2015-10-01,89,68.0,False,0.68,60.52
2015-10-02,71,68.0,,0.68,48.28
2015-10-03,51,68.0,,0.68,34.68
2015-10-04,49,68.0,,0.68,33.32
2015-10-05,85,68.0,,0.68,57.800000000000004
2015-10-06,91,68.0,,0.68,61.88
2015-10-07,87,68.0,,0.68,59.160000000000004
2015-10-08,90,68.0,,0.68,61.2
2015-10-09,76,68.0,,0.68,51.68000000000001
2015-10-10,58,68.0,,0.68,39.440000000000005
2015-10-11,53,68.0,,0.68,36.04
2015-10-12,85,68.0,,0.68,57.800000000000004
2015-10-13,83,68.0,,0.68,56.440000000000005
2015-10-14,91,68.0,,0.68,61.88
2015-10-15,83,68.0,,0.68,56.440000000000005
2015-10-16,79,68.0,,0.68,53.720000000000006
2015-10-17,40,68.0,,0.68,27.200000000000003
2015-10-18,53,68.0,,0.68,36.04
2015-10-19,90,68.0,,0.68,61.2
2015-10-20,88,68.0,,0.68,59.84
2015-10-21,90,68.0,,0.68,61.2
2015-10-22,88,68.0,,0.68,59.84
2015-10-23,87,68.0,,0.68,59.160000000000004
2015-10-24,54,68.0,,0.68,36.720000000000006
2015-10-25,53,68.0,,0.68,36.04
2015-10-26,98,68.0,,0.68,66.64
2015-10-27,99,68.0,,0.68,67.32000000000001
2015-10-28,100,68.0,,0.68,68.0
2015-10-29,91,68.0,,0.68,61.88
2015-10-30,74,68.0,,0.68,50.32
2015-10-31,43,68.0,,0.68,29.240000000000002
2015-11-01,45,62.0,False,0.62,27.9
2015-11-02,84,62.0,,0.62,52.08
2015-11-03,87,62.0,,0.62,53.94
2015-11-04,86,62.0,,0.62,53.32
2015-11-05,94,62.0,,0.62,58.28
2015-11-06,68,62.0,,0.62,42.16
2015-11-07,55,62.0,,0.62,34.1
2015-11-08,55,62.0,,0.62,34.1
2015-11-09,92,62.0,,0.62,57.04
2015-11-10,100,62.0,,0.62,62.0
2015-11-11,77,62.0,,0.62,47.74
2015-11-12,86,62.0,,0.62,53.32
2015-11-13,75,62.0,,0.62,46.5
2015-11-14,49,62.0,,0.62,30.38
2015-11-15,56,62.0,,0.62,34.72
2015-11-16,94,62.0,,0.62,58.28
2015-11-17,90,62.0,,0.62,55.8
2015-11-18,90,62.0,,0.62,55.8
2015-11-19,93,62.0,,0.62,57.66
2015-11-20,81,62.0,,0.62,50.22
2015-11-21,48,62.0,,0.62,29.759999999999998
2015-11-22,48,62.0,,0.62,29.759999999999998
2015-11-23,92,62.0,,0.62,57.04
2015-11-24,81,62.0,,0.62,50.22
2015-11-25,58,62.0,,0.62,35.96
2015-11-26,33,62.0,,0.62,20.46
2015-11-27,36,62.0,,0.62,22.32
2015-11-28,39,62.0,,0.62,24.18
2015-11-29,45,62.0,,0.62,27.9
2015-11-30,77,62.0,,0.62,47.74
2015-12-01,98,57.0,False,0.57,55.85999999999999
2015-12-02,100,57.0,,0.57,56.99999999999999
2015-12-03,88,57.0,,0.57,50.16
2015-12-04,80,57.0,,0.57,45.599999999999994
2015-12-05,56,57.0,,0.57,31.919999999999998
2015-12-06,64,57.0,,0.57,36.48
2015-12-07,94,57.0,,0.57,53.58
2015-12-08,96,57.0,,0.57,54.72
2015-12-09,93,57.0,,0.57,53.01
2015-12-10,95,57.0,,0.57,54.15
2015-12-11,84,57.0,,0.57,47.879999999999995
2015-12-12,48,57.0,,0.57,27.36
2015-12-13,46,57.0,,0.57,26.22
2015-12-14,87,57.0,,0.57,49.589999999999996
2015-12-15,86,57.0,,0.57,49.019999999999996
2015-12-16,85,57.0,,0.57,48.449999999999996
2015-12-17,81,57.0,,0.57,46.169999999999995
2015-12-18,66,57.0,,0.57,37.62
2015-12-19,38,57.0,,0.57,21.659999999999997
2015-12-20,33,57.0,,0.57,18.81
2015-12-21,67,57.0,,0.57,38.19
2015-12-22,63,57.0,,0.57,35.91
2015-12-23,51,57.0,,0.57,29.069999999999997
2015-12-24,35,57.0,,0.57,19.95
2015-12-25,25,57.0,,0.57,14.249999999999998
2015-12-26,42,57.0,,0.57,23.939999999999998
2015-12-27,39,57.0,,0.57,22.229999999999997
2015-12-28,55,57.0,,0.57,31.349999999999998
2015-12-29,58,57.0,,0.57,33.059999999999995
2015-12-30,55,57.0,,0.57,31.349999999999998
2015-12-31,44,57.0,,0.57,25.08
2016-01-01,37,55.0,False,0.55,20.35
2016-01-02,41,55.0,,0.55,22.55
2016-01-03,41,55.0,,0.55,22.55
2016-01-04,69,55.0,,0.55,37.95
2016-01-05,66,55.0,,0.55,36.300000000000004
2016-01-06,76,55.0,,0.55,41.800000000000004
2016-01-07,75,55.0,,0.55,41.25
2016-01-08,70,55.0,,0.55,38.5
2016-01-09,51,55.0,,0.55,28.05
2016-01-10,46,55.0,,0.55,25.3
2016-01-11,72,55.0,,0.55,39.6
2016-01-12,79,55.0,,0.55,43.45
2016-01-13,77,55.0,,0.55,42.35
2016-01-14,74,55.0,,0.55,40.7
2016-01-15,73,55.0,,0.55,40.150000000000006
2016-01-16,47,55.0,,0.55,25.85
2016-01-17,48,55.0,,0.55,26.400000000000002
2016-01-18,68,55.0,,0.55,37.400000000000006
2016-01-19,89,55.0,,0.55,48.95
2016-01-20,87,55.0,,0.55,47.85
2016-01-21,91,55.0,,0.55,50.050000000000004
2016-01-22,78,55.0,,0.55,42.900000000000006
2016-01-23,48,55.0,,0.55,26.400000000000002
2016-01-24,54,55.0,,0.55,29.700000000000003
2016-01-25,83,55.0,,0.55,45.650000000000006
2016-01-26,95,55.0,,0.55,52.25000000000001
2016-01-27,100,55.0,,0.55,55.00000000000001
2016-01-28,91,55.0,,0.55,50.050000000000004
2016-01-29,84,55.0,,0.55,46.2
2016-01-30,62,55.0,,0.55,34.1
2016-01-31,62,55.0,,0.55,34.1
2016-02-01,83,65.0,False,0.65,53.95
2016-02-02,86,65.0,,0.65,55.9
2016-02-03,89,65.0,,0.65,57.85
2016-02-04,92,65.0,,0.65,59.800000000000004
2016-02-05,79,65.0,,0.65,51.35
2016-02-06,49,65.0,,0.65,31.85
2016-02-07,56,65.0,,0.65,36.4
2016-02-08,76,65.0,,0.65,49.4
2016-02-09,88,65.0,,0.65,57.2
2016-02-10,85,65.0,,0.65,55.25
2016-02-11,91,65.0,,0.65,59.15
2016-02-12,68,65.0,,0.65,44.2
2016-02-13,56,65.0,,0.65,36.4
2016-02-14,55,65.0,,0.65,35.75
2016-02-15,75,65.0,,0.65,48.75
2016-02-16,83,65.0,,0.65,53.95
2016-02-17,94,65.0,,0.65,61.1
2016-02-18,76,65.0,,0.65,49.4
2016-02-19,78,65.0,,0.65,50.7
2016-02-20,51,65.0,,0.65,33.15
2016-02-21,66,65.0,,0.65,42.9
2016-02-22,91,65.0,,0.65,59.15
2016-02-23,89,65.0,,0.65,57.85
2016-02-24,98,65.0,,0.65,63.7
2016-02-25,94,65.0,,0.65,61.1
2016-02-26,82,65.0,,0.65,53.300000000000004
2016-02-27,55,65.0,,0.65,35.75
2016-02-28,67,65.0,,0.65,43.550000000000004
2016-02-29,100,65.0,,0.65,65.0
2016-03-01,96,65.0,False,0.65,62.400000000000006
2016-03-02,88,65.0,,0.65,57.2
2016-03-03,91,65.0,,0.65,59.15
2016-03-04,83,65.0,,0.65,53.95
2016-03-05,50,65.0,,0.65,32.5
2016-03-06,60,65.0,,0.65,39.0
2016-03-07,85,65.0,,0.65,55.25
2016-03-08,94,65.0,,0.65,61.1
2016-03-09,85,65.0,,0.65,55.25
2016-03-10,87,65.0,,0.65,56.550000000000004
2016-03-11,81,65.0,,0.65,52.65
2016-03-12,54,65.0,,0.65,35.1
2016-03-13,57,65.0,,0.65,37.050000000000004
2016-03-14,84,65.0,,0.65,54.6
2016-03-15,92,65.0,,0.65,59.800000000000004
2016-03-16,95,65.0,,0.65,61.75
2016-03-17,84,65.0,,0.65,54.6
2016-03-18,75,65.0,,0.65,48.75
2016-03-19,51,65.0,,0.65,33.15
2016-03-20,59,65.0,,0.65,38.35
2016-03-21,86,65.0,,0.65,55.9
2016-03-22,88,65.0,,0.65,57.2
2016-03-23,86,65.0,,0.65,55.9
2016-03-24,83,65.0,,0.65,53.95
2016-03-25,66,65.0,,0.65,42.9
2016-03-26,58,65.0,,0.65,37.7
2016-03-27,56,65.0,,0.65,36.4
2016-03-28,83,65.0,,0.65,53.95
2016-03-29,100,65.0,,0.65,65.0
2016-03-30,92,65.0,,0.65,59.800000000000004
2016-03-31,91,65.0,,0.65,59.15
2016-04-01,75,67.0,False,0.67,50.25
2016-04-02,55,67.0,,0.67,36.85
2016-04-03,62,67.0,,0.67,41.54
2016-04-04,97,67.0,,0.67,64.99000000000001
2016-04-05,91,67.0,,0.67,60.970000000000006
2016-04-06,96,67.0,,0.67,64.32000000000001
2016-04-07,94,67.0,,0.67,62.980000000000004
2016-04-08,83,67.0,,0.67,55.61000000000001
2016-04-09,59,67.0,,0.67,39.53
2016-04-10,65,67.0,,0.67,43.550000000000004
2016-04-11,92,67.0,,0.67,61.64
2016-04-12,100,67.0,,0.67,67.0
2016-04-13,94,67.0,,0.67,62.980000000000004
2016-04-14,92,67.0,,0.67,61.64
2016-04-15,78,67.0,,0.67,52.260000000000005
2016-04-16,57,67.0,,0.67,38.190000000000005
2016-04-17,68,67.0,,0.67,45.56
2016-04-18,93,67.0,,0.67,62.31
2016-04-19,97,67.0,,0.67,64.99000000000001
2016-04-20,93,67.0,,0.67,62.31
2016-04-21,89,67.0,,0.67,59.63
2016-04-22,78,67.0,,0.67,52.260000000000005
2016-04-23,49,67.0,,0.67,32.830000000000005
2016-04-24,60,67.0,,0.67,40.2
2016-04-25,93,67.0,,0.67,62.31
2016-04-26,95,67.0,,0.67,63.650000000000006
2016-04-27,90,67.0,,0.67,60.300000000000004
2016-04-28,91,67.0,,0.67,60.970000000000006
2016-04-29,81,67.0,,0.67,54.27
2016-04-30,51,67.0,,0.67,34.17
2016-05-01,64,58.0,False,0.58,37.12
2016-05-02,96,58.0,,0.58,55.67999999999999
2016-05-03,94,58.0,,0.58,54.519999999999996
2016-05-04,100,58.0,,0.58,57.99999999999999
2016-05-05,100,58.0,,0.58,57.99999999999999
2016-05-06,78,58.0,,0.58,45.239999999999995
2016-05-07,51,58.0,,0.58,29.58
2016-05-08,57,58.0,,0.58,33.059999999999995
2016-05-09,91,58.0,,0.58,52.779999999999994
2016-05-10,90,58.0,,0.58,52.199999999999996
2016-05-11,89,58.0,,0.58,51.62
2016-05-12,88,58.0,,0.58,51.04
2016-05-13,78,58.0,,0.58,45.239999999999995
2016-05-14,49,58.0,,0.58,28.419999999999998
2016-05-15,55,58.0,,0.58,31.9
2016-05-16,85,58.0,,0.58,49.3
2016-05-17,88,58.0,,0.58,51.04
2016-05-18,82,58.0,,0.58,47.559999999999995
2016-05-19,81,58.0,,0.58,46.98
2016-05-20,84,58.0,,0.58,48.72
2016-05-21,45,58.0,,0.58,26.099999999999998
2016-05-22,56,58.0,,0.58,32.48
2016-05-23,79,58.0,,0.58,45.82
2016-05-24,84,58.0,,0.58,48.72
2016-05-25,80,58.0,,0.58,46.4
2016-05-26,77,58.0,,0.58,44.66
2016-05-27,69,58.0,,0.58,40.019999999999996
2016-05-28,44,58.0,,0.58,25.52
2016-05-29,41,58.0,,0.58,23.779999999999998
2016-05-30,48,58.0,,0.58,27.839999999999996
2016-05-31,80,58.0,,0.58,46.4
2016-06-01,95,52.0,False,0.52,49.4
2016-06-02,96,52.0,,0.52,49.92
2016-06-03,82,52.0,,0.52,42.64
2016-06-04,63,52.0,,0.52,32.76
2016-06-05,70,52.0,,0.52,36.4
2016-06-06,89,52.0,,0.52,46.28
2016-06-07,95,52.0,,0.52,49.4
2016-06-08,94,52.0,,0.52,48.88
2016-06-09,94,52.0,,0.52,48.88
2016-06-10,84,52.0,,0.52,43.68
2016-06-11,58,52.0,,0.52,30.16
2016-06-12,60,52.0,,0.52,31.200000000000003
2016-06-13,87,52.0,,0.52,45.24
2016-06-14,92,52.0,,0.52,47.84
2016-06-15,90,52.0,,0.52,46.800000000000004
2016-06-16,94,52.0,,0.52,48.88
2016-06-17,84,52.0,,0.52,43.68
2016-06-18,50,52.0,,0.52,26.0
2016-06-19,62,52.0,,0.52,32.24
2016-06-20,92,52.0,,0.52,47.84
2016-06-21,94,52.0,,0.52,48.88
2016-06-22,98,52.0,,0.52,50.96
2016-06-23,98,52.0,,0.52,50.96
2016-06-24,82,52.0,,0.52,42.64
2016-06-25,58,52.0,,0.52,30.16
2016-06-26,61,52.0,,0.52,31.720000000000002
2016-06-27,86,52.0,,0.52,44.72
2016-06-28,100,52.0,,0.52,52.0
2016-06-29,97,52.0,,0.52,50.440000000000005
2016-06-30,92,52.0,,0.52,47.84
2016-07-01,72,49.0,False,0.49,35.28
2016-07-02,57,49.0,,0.49,27.93
2016-07-03,53,49.0,,0.49,25.97
2016-07-04,56,49.0,,0.49,27.439999999999998
2016-07-05,85,49.0,,0.49,41.65
2016-07-06,90,49.0,,0.49,44.1
2016-07-07,91,49.0,,0.49,44.589999999999996
2016-07-08,84,49.0,,0.49,41.16
2016-07-09,55,49.0,,0.49,26.95
2016-07-10,64,49.0,,0.49,31.36
2016-07-11,88,49.0,,0.49,43.12
2016-07-12,93,49.0,,0.49,45.57
2016-07-13,96,49.0,,0.49,47.04
2016-07-14,88,49.0,,0.49,43.12
2016-07-15,82,49.0,,0.49,40.18
2016-07-16,60,49.0,,0.49,29.4
2016-07-17,63,49.0,,0.49,30.87
2016-07-18,89,49.0,,0.49,43.61
2016-07-19,96,49.0,,0.49,47.04
2016-07-20,94,49.0,,0.49,46.06
2016-07-21,92,49.0,,0.49,45.08
2016-07-22,78,49.0,,0.49,38.22
2016-07-23,55,49.0,,0.49,26.95
2016-07-24,60,49.0,,0.49,29.4
2016-07-25,100,49.0,,0.49,49.0
2016-07-26,92,49.0,,0.49,45.08
2016-07-27,99,49.0,,0.49,48.51
2016-07-28,94,49.0,,0.49,46.06
2016-07-29,81,49.0,,0.49,39.69
2016-07-30,51,49.0,,0.49,24.99
2016-07-31,63,49.0,,0.49,30.87
2016-08-01,91,49.0,False,0.49,44.589999999999996
2016-08-02,94,49.0,,0.49,46.06
2016-08-03,93,49.0,,0.49,45.57
2016-08-04,90,49.0,,0.49,44.1
2016-08-05,73,49.0,,0.49,35.769999999999996
2016-08-06,48,49.0,,0.49,23.52
2016-08-07,59,49.0,,0.49,28.91
2016-08-08,96,49.0,,0.49,47.04
2016-08-09,93,49.0,,0.49,45.57
2016-08-10,76,49.0,,0.49,37.24
2016-08-11,79,49.0,,0.49,38.71
2016-08-12,78,49.0,,0.49,38.22
2016-08-13,50,49.0,,0.49,24.5
2016-08-14,48,49.0,,0.49,23.52
2016-08-15,75,49.0,,0.49,36.75
2016-08-16,86,49.0,,0.49,42.14
2016-08-17,82,49.0,,0.49,40.18
2016-08-18,82,49.0,,0.49,40.18
2016-08-19,82,49.0,,0.49,40.18
2016-08-20,47,49.0,,0.49,23.03
2016-08-21,56,49.0,,0.49,27.439999999999998
2016-08-22,94,49.0,,0.49,46.06
2016-08-23,93,49.0,,0.49,45.57
2016-08-24,98,49.0,,0.49,48.019999999999996
2016-08-25,100,49.0,,0.49,49.0
2016-08-26,79,49.0,,0.49,38.71
2016-08-27,55,49.0,,0.49,26.95
2016-08-28,54,49.0,,0.49,26.46
2016-08-29,93,49.0,,0.49,45.57
2016-08-30,99,49.0,,0.49,48.51
2016-08-31,97,49.0,,0.49,47.53
2016-09-01,83,59.0,False,0.59,48.97
2016-09-02,77,59.0,,0.59,45.43
2016-09-03,48,59.0,,0.59,28.32
2016-09-04,44,59.0,,0.59,25.959999999999997
2016-09-05,56,59.0,,0.59,33.04
2016-09-06,85,59.0,,0.59,50.15
2016-09-07,91,59.0,,0.59,53.69
2016-09-08,81,59.0,,0.59,47.79
2016-09-09,87,59.0,,0.59,51.33
2016-09-10,55,59.0,,0.59,32.449999999999996
2016-09-11,58,59.0,,0.59,34.22
2016-09-12,84,59.0,,0.59,49.559999999999995
2016-09-13,95,59.0,,0.59,56.05
2016-09-14,96,59.0,,0.59,56.64
2016-09-15,93,59.0,,0.59,54.87
2016-09-16,89,59.0,,0.59,52.51
2016-09-17,52,59.0,,0.59,30.68
2016-09-18,56,59.0,,0.59,33.04
2016-09-19,95,59.0,,0.59,56.05
2016-09-20,91,59.0,,0.59,53.69
2016-09-21,100,59.0,,0.59,59.0
2016-09-22,87,59.0,,0.59,51.33
2016-09-23,79,59.0,,0.59,46.61
2016-09-24,55,59.0,,0.59,32.449999999999996
2016-09-25,60,59.0,,0.59,35.4
2016-09-26,97,59.0,,0.59,57.23
2016-09-27,88,59.0,,0.59,51.919999999999995
2016-09-28,93,59.0,,0.59,54.87
2016-09-29,92,59.0,,0.59,54.279999999999994
2016-09-30,85,59.0,,0.59,50.15
2016-10-01,52,62.0,False,0.62,32.24
2016-10-02,63,62.0,,0.62,39.06
2016-10-03,90,62.0,,0.62,55.8
2016-10-04,84,62.0,,0.62,52.08
2016-10-05,89,62.0,,0.62,55.18
2016-10-06,96,62.0,,0.62,59.519999999999996
2016-10-07,75,62.0,,0.62,46.5
2016-10-08,48,62.0,,0.62,29.759999999999998
2016-10-09,57,62.0,,0.62,35.339999999999996
2016-10-10,82,62.0,,0.62,50.839999999999996
2016-10-11,92,62.0,,0.62,57.04
2016-10-12,91,62.0,,0.62,56.42
2016-10-13,88,62.0,,0.62,54.56
2016-10-14,82,62.0,,0.62,50.839999999999996
2016-10-15,45,62.0,,0.62,27.9
2016-10-16,62,62.0,,0.62,38.44
2016-10-17,92,62.0,,0.62,57.04
2016-10-18,95,62.0,,0.62,58.9
2016-10-19,93,62.0,,0.62,57.66
2016-10-20,86,62.0,,0.62,53.32
2016-10-21,80,62.0,,0.62,49.6
2016-10-22,52,62.0,,0.62,32.24
2016-10-23,58,62.0,,0.62,35.96
2016-10-24,91,62.0,,0.62,56.42
2016-10-25,100,62.0,,0.62,62.0
2016-10-26,99,62.0,,0.62,61.38
2016-10-27,88,62.0,,0.62,54.56
2016-10-28,74,62.0,,0.62,45.88
2016-10-29,47,62.0,,0.62,29.14
2016-10-30,61,62.0,,0.62,37.82
2016-10-31,93,62.0,,0.62,57.66
2016-11-01,94,62.0,False,0.62,58.28
2016-11-02,94,62.0,,0.62,58.28
2016-11-03,88,62.0,,0.62,54.56
2016-11-04,76,62.0,,0.62,47.12
2016-11-05,51,62.0,,0.62,31.62
2016-11-06,53,62.0,,0.62,32.86
2016-11-07,90,62.0,,0.62,55.8
2016-11-08,87,62.0,,0.62,53.94
2016-11-09,62,62.0,,0.62,38.44
2016-11-10,84,62.0,,0.62,52.08
2016-11-11,72,62.0,,0.62,44.64
2016-11-12,47,62.0,,0.62,29.14
2016-11-13,58,62.0,,0.62,35.96
2016-11-14,89,62.0,,0.62,55.18
2016-11-15,100,62.0,,0.62,62.0
2016-11-16,97,62.0,,0.62,60.14
2016-11-17,91,62.0,,0.62,56.42
2016-11-18,80,62.0,,0.62,49.6
2016-11-19,52,62.0,,0.62,32.24
2016-11-20,61,62.0,,0.62,37.82
2016-11-21,88,62.0,,0.62,54.56
2016-11-22,83,62.0,,0.62,51.46
2016-11-23,60,62.0,,0.62,37.2
2016-11-24,35,62.0,,0.62,21.7
2016-11-25,42,62.0,,0.62,26.04
2016-11-26,47,62.0,,0.62,29.14
2016-11-27,53,62.0,,0.62,32.86
2016-11-28,81,62.0,,0.62,50.22
2016-11-29,88,62.0,,0.62,54.56
2016-11-30,95,62.0,,0.62,58.9
2016-12-01,95,53.0,False,0.53,50.35
2016-12-02,89,53.0,,0.53,47.17
2016-12-03,61,53.0,,0.53,32.33
2016-12-04,65,53.0,,0.53,34.45
2016-12-05,100,53.0,,0.53,53.0
2016-12-06,98,53.0,,0.53,51.940000000000005
2016-12-07,100,53.0,,0.53,53.0
2016-12-08,95,53.0,,0.53,50.35
2016-12-09,80,53.0,,0.53,42.400000000000006
2016-12-10,58,53.0,,0.53,30.740000000000002
2016-12-11,60,53.0,,0.53,31.8
2016-12-12,94,53.0,,0.53,49.82
2016-12-13,88,53.0,,0.53,46.64
2016-12-14,90,53.0,,0.53,47.7
2016-12-15,89,53.0,,0.53,47.17
2016-12-16,75,53.0,,0.53,39.75
2016-12-17,48,53.0,,0.53,25.44
2016-12-18,41,53.0,,0.53,21.73
2016-12-19,67,53.0,,0.53,35.510000000000005
2016-12-20,67,53.0,,0.53,35.510000000000005
2016-12-21,64,53.0,,0.53,33.92
2016-12-22,56,53.0,,0.53,29.68
2016-12-23,51,53.0,,0.53,27.03
2016-12-24,34,53.0,,0.53,18.02
2016-12-25,33,53.0,,0.53,17.490000000000002
2016-12-26,41,53.0,,0.53,21.73
2016-12-27,54,53.0,,0.53,28.62
2016-12-28,57,53.0,,0.53,30.21
2016-12-29,57,53.0,,0.53,30.21
2016-12-30,53,53.0,,0.53,28.09
2016-12-31,38,53.0,,0.53,20.14
2017-01-01,36,57.0,False,0.57,20.52
2017-01-02,47,57.0,,0.57,26.79
2017-01-03,57,57.0,,0.57,32.489999999999995
2017-01-04,74,57.0,,0.57,42.18
2017-01-05,81,57.0,,0.57,46.169999999999995
2017-01-06,65,57.0,,0.57,37.05
2017-01-07,43,57.0,,0.57,24.509999999999998
2017-01-08,45,57.0,,0.57,25.65
2017-01-09,71,57.0,,0.57,40.47
2017-01-10,73,57.0,,0.57,41.61
2017-01-11,80,57.0,,0.57,45.599999999999994
2017-01-12,88,57.0,,0.57,50.16
2017-01-13,78,57.0,,0.57,44.459999999999994
2017-01-14,47,57.0,,0.57,26.79
2017-01-15,46,57.0,,0.57,26.22
2017-01-16,67,57.0,,0.57,38.19
2017-01-17,82,57.0,,0.57,46.739999999999995
2017-01-18,87,57.0,,0.57,49.589999999999996
2017-01-19,79,57.0,,0.57,45.029999999999994
2017-01-20,75,57.0,,0.57,42.74999999999999
2017-01-21,55,57.0,,0.57,31.349999999999998
2017-01-22,64,57.0,,0.57,36.48
2017-01-23,92,57.0,,0.57,52.44
2017-01-24,95,57.0,,0.57,54.15
2017-01-25,87,57.0,,0.57,49.589999999999996
2017-01-26,93,57.0,,0.57,53.01
2017-01-27,85,57.0,,0.57,48.449999999999996
2017-01-28,56,57.0,,0.57,31.919999999999998
2017-01-29,65,57.0,,0.57,37.05
2017-01-30,87,57.0,,0.57,49.589999999999996
2017-01-31,100,57.0,,0.57,56.99999999999999
2017-02-01,84,67.0,False,0.67,56.28
2017-02-02,86,67.0,,0.67,57.620000000000005
2017-02-03,74,67.0,,0.67,49.580000000000005
2017-02-04,59,67.0,,0.67,39.53
2017-02-05,59,67.0,,0.67,39.53
2017-02-06,86,67.0,,0.67,57.620000000000005
2017-02-07,98,67.0,,0.67,65.66000000000001
2017-02-08,88,67.0,,0.67,58.96
2017-02-09,89,67.0,,0.67,59.63
2017-02-10,79,67.0,,0.67,52.93
2017-02-11,54,67.0,,0.67,36.18
2017-02-12,64,67.0,,0.67,42.88
2017-02-13,93,67.0,,0.67,62.31
2017-02-14,86,67.0,,0.67,57.620000000000005
2017-02-15,96,67.0,,0.67,64.32000000000001
2017-02-16,90,67.0,,0.67,60.300000000000004
2017-02-17,83,67.0,,0.67,55.61000000000001
2017-02-18,55,67.0,,0.67,36.85
2017-02-19,60,67.0,,0.67,40.2
2017-02-20,82,67.0,,0.67,54.940000000000005
2017-02-21,91,67.0,,0.67,60.970000000000006
2017-02-22,89,67.0,,0.67,59.63
2017-02-23,95,67.0,,0.67,63.650000000000006
2017-02-24,79,67.0,,0.67,52.93
2017-02-25,52,67.0,,0.67,34.84
2017-02-26,66,67.0,,0.67,44.220000000000006
2017-02-27,100,67.0,,0.67,67.0
2017-02-28,96,67.0,,0.67,64.32000000000001
2017-03-01,94,68.0,False,0.68,63.92
2017-03-02,96,68.0,,0.68,65.28
2017-03-03,93,68.0,,0.68,63.24
2017-03-04,54,68.0,,0.68,36.720000000000006
2017-03-05,63,68.0,,0.68,42.84
2017-03-06,97,68.0,,0.68,65.96000000000001
2017-03-07,93,68.0,,0.68,63.24
2017-03-08,94,68.0,,0.68,63.92
2017-03-09,94,68.0,,0.68,63.92
2017-03-10,82,68.0,,0.68,55.760000000000005
2017-03-11,48,68.0,,0.68,32.64
2017-03-12,58,68.0,,0.68,39.440000000000005
2017-03-13,89,68.0,,0.68,60.52
2017-03-14,87,68.0,,0.68,59.160000000000004
2017-03-15,83,68.0,,0.68,56.440000000000005
2017-03-16,87,68.0,,0.68,59.160000000000004
2017-03-17,79,68.0,,0.68,53.720000000000006
2017-03-18,48,68.0,,0.68,32.64
2017-03-19,60,68.0,,0.68,40.800000000000004
2017-03-20,92,68.0,,0.68,62.56
2017-03-21,100,68.0,,0.68,68.0
2017-03-22,92,68.0,,0.68,62.56
2017-03-23,90,68.0,,0.68,61.2
2017-03-24,79,68.0,,0.68,53.720000000000006
2017-03-25,54,68.0,,0.68,36.720000000000006
2017-03-26,68,68.0,,0.68,46.24
2017-03-27,94,68.0,,0.68,63.92
2017-03-28,96,68.0,,0.68,65.28
2017-03-29,99,68.0,,0.68,67.32000000000001
2017-03-30,93,68.0,,0.68,63.24
2017-03-31,85,68.0,,0.68,57.800000000000004
2017-04-01,58,67.0,False,0.67,38.86
2017-04-02,66,67.0,,0.67,44.220000000000006
2017-04-03,91,67.0,,0.67,60.970000000000006
2017-04-04,95,67.0,,0.67,63.650000000000006
2017-04-05,99,67.0,,0.67,66.33
2017-04-06,94,67.0,,0.67,62.980000000000004
2017-04-07,82,67.0,,0.67,54.940000000000005
2017-04-08,55,67.0,,0.67,36.85
2017-04-09,67,67.0,,0.67,44.89
2017-04-10,99,67.0,,0.67,66.33
2017-04-11,96,67.0,,0.67,64.32000000000001
2017-04-12,93,67.0,,0.67,62.31
2017-04-13,85,67.0,,0.67,56.95
2017-04-14,77,67.0,,0.67,51.59
2017-04-15,52,67.0,,0.67,34.84
2017-04-16,60,67.0,,0.67,40.2
2017-04-17,95,67.0,,0.67,63.650000000000006
