date,rich_unscaled,rich_monthly,isPartial,scale,rich
2010-01-01,78,32.0,False,0.32,24.96
2010-01-02,75,32.0,,0.32,24.0
2010-01-03,97,32.0,,0.32,31.04
2010-01-04,96,32.0,,0.32,30.72
2010-01-05,69,32.0,,0.32,22.080000000000002
2010-01-06,81,32.0,,0.32,25.92
2010-01-07,74,32.0,,0.32,23.68
2010-01-08,86,32.0,,0.32,27.52
2010-01-09,81,32.0,,0.32,25.92
2010-01-10,71,32.0,,0.32,22.72
2010-01-11,81,32.0,,0.32,25.92
2010-01-12,77,32.0,,0.32,24.64
2010-01-13,76,32.0,,0.32,24.32
2010-01-14,86,32.0,,0.32,27.52
2010-01-15,100,32.0,,0.32,32.0
2010-01-16,82,32.0,,0.32,26.240000000000002
2010-01-17,74,32.0,,0.32,23.68
2010-01-18,88,32.0,,0.32,28.16
2010-01-19,85,32.0,,0.32,27.2
2010-01-20,78,32.0,,0.32,24.96
2010-01-21,95,32.0,,0.32,30.400000000000002
2010-01-22,80,32.0,,0.32,25.6
2010-01-23,78,32.0,,0.32,24.96
2010-01-24,75,32.0,,0.32,24.0
2010-01-25,74,32.0,,0.32,23.68
2010-01-26,73,32.0,,0.32,23.36
2010-01-27,76,32.0,,0.32,24.32
2010-01-28,76,32.0,,0.32,24.32
2010-01-29,77,32.0,,0.32,24.64
2010-01-30,86,32.0,,0.32,27.52
2010-01-31,67,32.0,,0.32,21.44
2010-02-01,89,32.0,False,0.32,28.48
2010-02-02,92,32.0,,0.32,29.44
2010-02-03,91,32.0,,0.32,29.12
2010-02-04,85,32.0,,0.32,27.2
2010-02-05,84,32.0,,0.32,26.88
2010-02-06,95,32.0,,0.32,30.400000000000002
2010-02-07,86,32.0,,0.32,27.52
2010-02-08,89,32.0,,0.32,28.48
2010-02-09,86,32.0,,0.32,27.52
2010-02-10,88,32.0,,0.32,28.16
2010-02-11,85,32.0,,0.32,27.2
2010-02-12,85,32.0,,0.32,27.2
2010-02-13,75,32.0,,0.32,24.0
2010-02-14,80,32.0,,0.32,25.6
2010-02-15,93,32.0,,0.32,29.76
2010-02-16,94,32.0,,0.32,30.080000000000002
2010-02-17,94,32.0,,0.32,30.080000000000002
2010-02-18,97,32.0,,0.32,31.04
2010-02-19,99,32.0,,0.32,31.68
2010-02-20,75,32.0,,0.32,24.0
2010-02-21,100,32.0,,0.32,32.0
2010-02-22,95,32.0,,0.32,30.400000000000002
2010-02-23,90,32.0,,0.32,28.8
2010-02-24,88,32.0,,0.32,28.16
2010-02-25,93,32.0,,0.32,29.76
2010-02-26,81,32.0,,0.32,25.92
2010-02-27,87,32.0,,0.32,27.84
2010-02-28,85,32.0,,0.32,27.2
2010-03-01,81,34.0,False,0.34,27.540000000000003
2010-03-02,77,34.0,,0.34,26.180000000000003
2010-03-03,68,34.0,,0.34,23.12
2010-03-04,78,34.0,,0.34,26.520000000000003
2010-03-05,67,34.0,,0.34,22.78
2010-03-06,66,34.0,,0.34,22.44
2010-03-07,76,34.0,,0.34,25.840000000000003
2010-03-08,65,34.0,,0.34,22.1
2010-03-09,73,34.0,,0.34,24.82
2010-03-10,88,34.0,,0.34,29.92
2010-03-11,100,34.0,,0.34,34.0
2010-03-12,93,34.0,,0.34,31.62
2010-03-13,65,34.0,,0.34,22.1
2010-03-14,75,34.0,,0.34,25.500000000000004
2010-03-15,75,34.0,,0.34,25.500000000000004
2010-03-16,88,34.0,,0.34,29.92
2010-03-17,100,34.0,,0.34,34.0
2010-03-18,87,34.0,,0.34,29.580000000000002
2010-03-19,80,34.0,,0.34,27.200000000000003
2010-03-20,68,34.0,,0.34,23.12
2010-03-21,71,34.0,,0.34,24.14
2010-03-22,81,34.0,,0.34,27.540000000000003
2010-03-23,93,34.0,,0.34,31.62
2010-03-24,83,34.0,,0.34,28.220000000000002
2010-03-25,78,34.0,,0.34,26.520000000000003
2010-03-26,58,34.0,,0.34,19.720000000000002
2010-03-27,73,34.0,,0.34,24.82
2010-03-28,96,34.0,,0.34,32.64
2010-03-29,76,34.0,,0.34,25.840000000000003
2010-03-30,76,34.0,,0.34,25.840000000000003
2010-03-31,78,34.0,,0.34,26.520000000000003
2010-04-01,81,35.0,False,0.35,28.349999999999998
2010-04-02,100,35.0,,0.35,35.0
2010-04-03,78,35.0,,0.35,27.299999999999997
2010-04-04,67,35.0,,0.35,23.45
2010-04-05,75,35.0,,0.35,26.25
2010-04-06,81,35.0,,0.35,28.349999999999998
2010-04-07,87,35.0,,0.35,30.45
2010-04-08,87,35.0,,0.35,30.45
2010-04-09,88,35.0,,0.35,30.799999999999997
2010-04-10,70,35.0,,0.35,24.5
2010-04-11,77,35.0,,0.35,26.95
2010-04-12,98,35.0,,0.35,34.3
2010-04-13,99,35.0,,0.35,34.65
2010-04-14,86,35.0,,0.35,30.099999999999998
2010-04-15,85,35.0,,0.35,29.749999999999996
2010-04-16,80,35.0,,0.35,28.0
2010-04-17,71,35.0,,0.35,24.849999999999998
2010-04-18,96,35.0,,0.35,33.599999999999994
2010-04-19,82,35.0,,0.35,28.7
2010-04-20,95,35.0,,0.35,33.25
2010-04-21,87,35.0,,0.35,30.45
2010-04-22,86,35.0,,0.35,30.099999999999998
2010-04-23,89,35.0,,0.35,31.15
2010-04-24,85,35.0,,0.35,29.749999999999996
2010-04-25,92,35.0,,0.35,32.199999999999996
2010-04-26,84,35.0,,0.35,29.4
2010-04-27,78,35.0,,0.35,27.299999999999997
2010-04-28,84,35.0,,0.35,29.4
2010-04-29,92,35.0,,0.35,32.199999999999996
2010-04-30,91,35.0,,0.35,31.849999999999998
2010-05-01,100,35.0,False,0.35,35.0
2010-05-02,85,35.0,,0.35,29.749999999999996
2010-05-03,77,35.0,,0.35,26.95
2010-05-04,87,35.0,,0.35,30.45
2010-05-05,85,35.0,,0.35,29.749999999999996
2010-05-06,76,35.0,,0.35,26.599999999999998
2010-05-07,97,35.0,,0.35,33.949999999999996
2010-05-08,78,35.0,,0.35,27.299999999999997
2010-05-09,99,35.0,,0.35,34.65
2010-05-10,81,35.0,,0.35,28.349999999999998
2010-05-11,100,35.0,,0.35,35.0
2010-05-12,93,35.0,,0.35,32.55
2010-05-13,91,35.0,,0.35,31.849999999999998
2010-05-14,70,35.0,,0.35,24.5
2010-05-15,84,35.0,,0.35,29.4
2010-05-16,84,35.0,,0.35,29.4
2010-05-17,88,35.0,,0.35,30.799999999999997
2010-05-18,81,35.0,,0.35,28.349999999999998
2010-05-19,88,35.0,,0.35,30.799999999999997
2010-05-20,94,35.0,,0.35,32.9
2010-05-21,73,35.0,,0.35,25.549999999999997
2010-05-22,75,35.0,,0.35,26.25
2010-05-23,94,35.0,,0.35,32.9
2010-05-24,88,35.0,,0.35,30.799999999999997
2010-05-25,84,35.0,,0.35,29.4
2010-05-26,84,35.0,,0.35,29.4
2010-05-27,80,35.0,,0.35,28.0
2010-05-28,94,35.0,,0.35,32.9
2010-05-29,99,35.0,,0.35,34.65
2010-05-30,78,35.0,,0.35,27.299999999999997
2010-05-31,78,35.0,,0.35,27.299999999999997
2010-06-01,36,38.0,False,0.38,13.68
2010-06-02,36,38.0,,0.38,13.68
2010-06-03,39,38.0,,0.38,14.82
2010-06-04,37,38.0,,0.38,14.06
2010-06-05,34,38.0,,0.38,12.92
2010-06-06,39,38.0,,0.38,14.82
2010-06-07,37,38.0,,0.38,14.06
2010-06-08,36,38.0,,0.38,13.68
2010-06-09,41,38.0,,0.38,15.58
2010-06-10,38,38.0,,0.38,14.44
2010-06-11,31,38.0,,0.38,11.78
2010-06-12,43,38.0,,0.38,16.34
2010-06-13,100,38.0,,0.38,38.0
2010-06-14,54,38.0,,0.38,20.52
2010-06-15,48,38.0,,0.38,18.240000000000002
2010-06-16,41,38.0,,0.38,15.58
2010-06-17,37,38.0,,0.38,14.06
2010-06-18,38,38.0,,0.38,14.44
2010-06-19,39,38.0,,0.38,14.82
2010-06-20,48,38.0,,0.38,18.240000000000002
2010-06-21,31,38.0,,0.38,11.78
2010-06-22,35,38.0,,0.38,13.3
2010-06-23,41,38.0,,0.38,15.58
2010-06-24,38,38.0,,0.38,14.44
2010-06-25,32,38.0,,0.38,12.16
2010-06-26,34,38.0,,0.38,12.92
2010-06-27,31,38.0,,0.38,11.78
2010-06-28,33,38.0,,0.38,12.540000000000001
2010-06-29,35,38.0,,0.38,13.3
2010-06-30,36,38.0,,0.38,13.68
2010-07-01,79,32.0,False,0.32,25.28
2010-07-02,78,32.0,,0.32,24.96
2010-07-03,87,32.0,,0.32,27.84
2010-07-04,71,32.0,,0.32,22.72
2010-07-05,64,32.0,,0.32,20.48
2010-07-06,74,32.0,,0.32,23.68
2010-07-07,75,32.0,,0.32,24.0
2010-07-08,73,32.0,,0.32,23.36
2010-07-09,78,32.0,,0.32,24.96
2010-07-10,69,32.0,,0.32,22.080000000000002
2010-07-11,71,32.0,,0.32,22.72
2010-07-12,87,32.0,,0.32,27.84
2010-07-13,79,32.0,,0.32,25.28
2010-07-14,91,32.0,,0.32,29.12
2010-07-15,92,32.0,,0.32,29.44
2010-07-16,80,32.0,,0.32,25.6
2010-07-17,74,32.0,,0.32,23.68
2010-07-18,67,32.0,,0.32,21.44
2010-07-19,87,32.0,,0.32,27.84
2010-07-20,89,32.0,,0.32,28.48
2010-07-21,92,32.0,,0.32,29.44
2010-07-22,87,32.0,,0.32,27.84
2010-07-23,100,32.0,,0.32,32.0
2010-07-24,91,32.0,,0.32,29.12
2010-07-25,96,32.0,,0.32,30.72
2010-07-26,86,32.0,,0.32,27.52
2010-07-27,90,32.0,,0.32,28.8
2010-07-28,74,32.0,,0.32,23.68
2010-07-29,72,32.0,,0.32,23.04
2010-07-30,88,32.0,,0.32,28.16
2010-07-31,89,32.0,,0.32,28.48
2010-08-01,83,31.0,False,0.31,25.73
2010-08-02,90,31.0,,0.31,27.9
2010-08-03,98,31.0,,0.31,30.38
2010-08-04,85,31.0,,0.31,26.35
2010-08-05,100,31.0,,0.31,31.0
2010-08-06,95,31.0,,0.31,29.45
2010-08-07,87,31.0,,0.31,26.97
2010-08-08,96,31.0,,0.31,29.759999999999998
2010-08-09,78,31.0,,0.31,24.18
2010-08-10,84,31.0,,0.31,26.04
2010-08-11,92,31.0,,0.31,28.52
2010-08-12,95,31.0,,0.31,29.45
2010-08-13,91,31.0,,0.31,28.21
2010-08-14,84,31.0,,0.31,26.04
2010-08-15,80,31.0,,0.31,24.8
2010-08-16,97,31.0,,0.31,30.07
2010-08-17,99,31.0,,0.31,30.69
2010-08-18,100,31.0,,0.31,31.0
2010-08-19,94,31.0,,0.31,29.14
2010-08-20,89,31.0,,0.31,27.59
2010-08-21,82,31.0,,0.31,25.419999999999998
2010-08-22,84,31.0,,0.31,26.04
2010-08-23,93,31.0,,0.31,28.83
2010-08-24,91,31.0,,0.31,28.21
2010-08-25,87,31.0,,0.31,26.97
2010-08-26,88,31.0,,0.31,27.28
2010-08-27,88,31.0,,0.31,27.28
2010-08-28,82,31.0,,0.31,25.419999999999998
2010-08-29,95,31.0,,0.31,29.45
2010-08-30,92,31.0,,0.31,28.52
2010-08-31,88,31.0,,0.31,27.28
2010-09-01,21,38.0,False,0.38,7.98
2010-09-02,22,38.0,,0.38,8.36
2010-09-03,20,38.0,,0.38,7.6
2010-09-04,20,38.0,,0.38,7.6
2010-09-05,24,38.0,,0.38,9.120000000000001
2010-09-06,23,38.0,,0.38,8.74
2010-09-07,21,38.0,,0.38,7.98
2010-09-08,27,38.0,,0.38,10.26
2010-09-09,100,38.0,,0.38,38.0
2010-09-10,44,38.0,,0.38,16.72
2010-09-11,27,38.0,,0.38,10.26
2010-09-12,23,38.0,,0.38,8.74
2010-09-13,24,38.0,,0.38,9.120000000000001
2010-09-14,25,38.0,,0.38,9.5
2010-09-15,25,38.0,,0.38,9.5
2010-09-16,25,38.0,,0.38,9.5
2010-09-17,23,38.0,,0.38,8.74
2010-09-18,24,38.0,,0.38,9.120000000000001
2010-09-19,18,38.0,,0.38,6.84
2010-09-20,25,38.0,,0.38,9.5
2010-09-21,26,38.0,,0.38,9.88
2010-09-22,24,38.0,,0.38,9.120000000000001
2010-09-23,25,38.0,,0.38,9.5
2010-09-24,24,38.0,,0.38,9.120000000000001
2010-09-25,19,38.0,,0.38,7.22
2010-09-26,25,38.0,,0.38,9.5
2010-09-27,26,38.0,,0.38,9.88
2010-09-28,23,38.0,,0.38,8.74
2010-09-29,22,38.0,,0.38,8.36
2010-09-30,23,38.0,,0.38,8.74
2010-10-01,75,33.0,False,0.33,24.75
2010-10-02,89,33.0,,0.33,29.37
2010-10-03,78,33.0,,0.33,25.740000000000002
2010-10-04,80,33.0,,0.33,26.400000000000002
2010-10-05,83,33.0,,0.33,27.39
2010-10-06,82,33.0,,0.33,27.060000000000002
2010-10-07,89,33.0,,0.33,29.37
2010-10-08,85,33.0,,0.33,28.05
2010-10-09,80,33.0,,0.33,26.400000000000002
2010-10-10,94,33.0,,0.33,31.020000000000003
2010-10-11,100,33.0,,0.33,33.0
2010-10-12,93,33.0,,0.33,30.69
2010-10-13,93,33.0,,0.33,30.69
2010-10-14,84,33.0,,0.33,27.720000000000002
2010-10-15,87,33.0,,0.33,28.71
2010-10-16,76,33.0,,0.33,25.080000000000002
2010-10-17,81,33.0,,0.33,26.73
2010-10-18,96,33.0,,0.33,31.68
2010-10-19,95,33.0,,0.33,31.35
2010-10-20,95,33.0,,0.33,31.35
2010-10-21,97,33.0,,0.33,32.01
2010-10-22,86,33.0,,0.33,28.380000000000003
2010-10-23,76,33.0,,0.33,25.080000000000002
2010-10-24,74,33.0,,0.33,24.42
2010-10-25,86,33.0,,0.33,28.380000000000003
2010-10-26,83,33.0,,0.33,27.39
2010-10-27,88,33.0,,0.33,29.040000000000003
2010-10-28,90,33.0,,0.33,29.700000000000003
2010-10-29,76,33.0,,0.33,25.080000000000002
2010-10-30,76,33.0,,0.33,25.080000000000002
2010-10-31,86,33.0,,0.33,28.380000000000003
2010-11-01,78,31.0,False,0.31,24.18
2010-11-02,85,31.0,,0.31,26.35
2010-11-03,82,31.0,,0.31,25.419999999999998
2010-11-04,88,31.0,,0.31,27.28
2010-11-05,78,31.0,,0.31,24.18
2010-11-06,72,31.0,,0.31,22.32
2010-11-07,81,31.0,,0.31,25.11
2010-11-08,79,31.0,,0.31,24.49
2010-11-09,92,31.0,,0.31,28.52
2010-11-10,75,31.0,,0.31,23.25
2010-11-11,93,31.0,,0.31,28.83
2010-11-12,80,31.0,,0.31,24.8
2010-11-13,70,31.0,,0.31,21.7
2010-11-14,74,31.0,,0.31,22.94
2010-11-15,80,31.0,,0.31,24.8
2010-11-16,75,31.0,,0.31,23.25
2010-11-17,69,31.0,,0.31,21.39
2010-11-18,78,31.0,,0.31,24.18
2010-11-19,75,31.0,,0.31,23.25
2010-11-20,70,31.0,,0.31,21.7
2010-11-21,78,31.0,,0.31,24.18
2010-11-22,80,31.0,,0.31,24.8
2010-11-23,79,31.0,,0.31,24.49
2010-11-24,75,31.0,,0.31,23.25
2010-11-25,64,31.0,,0.31,19.84
2010-11-26,70,31.0,,0.31,21.7
2010-11-27,100,31.0,,0.31,31.0
2010-11-28,96,31.0,,0.31,29.759999999999998
2010-11-29,84,31.0,,0.31,26.04
2010-11-30,73,31.0,,0.31,22.63
2010-12-01,89,33.0,False,0.33,29.37
2010-12-02,83,33.0,,0.33,27.39
2010-12-03,100,33.0,,0.33,33.0
2010-12-04,93,33.0,,0.33,30.69
2010-12-05,87,33.0,,0.33,28.71
2010-12-06,83,33.0,,0.33,27.39
2010-12-07,84,33.0,,0.33,27.720000000000002
2010-12-08,86,33.0,,0.33,28.380000000000003
2010-12-09,91,33.0,,0.33,30.03
2010-12-10,87,33.0,,0.33,28.71
2010-12-11,73,33.0,,0.33,24.09
2010-12-12,71,33.0,,0.33,23.43
2010-12-13,75,33.0,,0.33,24.75
2010-12-14,79,33.0,,0.33,26.07
2010-12-15,89,33.0,,0.33,29.37
2010-12-16,80,33.0,,0.33,26.400000000000002
2010-12-17,91,33.0,,0.33,30.03
2010-12-18,74,33.0,,0.33,24.42
2010-12-19,75,33.0,,0.33,24.75
2010-12-20,75,33.0,,0.33,24.75
2010-12-21,73,33.0,,0.33,24.09
2010-12-22,81,33.0,,0.33,26.73
2010-12-23,76,33.0,,0.33,25.080000000000002
2010-12-24,63,33.0,,0.33,20.790000000000003
2010-12-25,74,33.0,,0.33,24.42
2010-12-26,61,33.0,,0.33,20.130000000000003
2010-12-27,65,33.0,,0.33,21.45
2010-12-28,76,33.0,,0.33,25.080000000000002
2010-12-29,69,33.0,,0.33,22.77
2010-12-30,86,33.0,,0.33,28.380000000000003
2010-12-31,81,33.0,,0.33,26.73
2011-01-01,56,40.0,False,0.4,22.400000000000002
2011-01-02,66,40.0,,0.4,26.400000000000002
2011-01-03,63,40.0,,0.4,25.200000000000003
2011-01-04,100,40.0,,0.4,40.0
2011-01-05,86,40.0,,0.4,34.4
2011-01-06,55,40.0,,0.4,22.0
2011-01-07,44,40.0,,0.4,17.6
2011-01-08,44,40.0,,0.4,17.6
2011-01-09,44,40.0,,0.4,17.6
2011-01-10,37,40.0,,0.4,14.8
2011-01-11,41,40.0,,0.4,16.400000000000002
2011-01-12,40,40.0,,0.4,16.0
2011-01-13,41,40.0,,0.4,16.400000000000002
2011-01-14,47,40.0,,0.4,18.8
2011-01-15,42,40.0,,0.4,16.8
2011-01-16,40,40.0,,0.4,16.0
2011-01-17,38,40.0,,0.4,15.200000000000001
2011-01-18,39,40.0,,0.4,15.600000000000001
2011-01-19,36,40.0,,0.4,14.4
2011-01-20,40,40.0,,0.4,16.0
2011-01-21,39,40.0,,0.4,15.600000000000001
2011-01-22,42,40.0,,0.4,16.8
2011-01-23,38,40.0,,0.4,15.200000000000001
2011-01-24,39,40.0,,0.4,15.600000000000001
2011-01-25,40,40.0,,0.4,16.0
2011-01-26,43,40.0,,0.4,17.2
2011-01-27,40,40.0,,0.4,16.0
2011-01-28,37,40.0,,0.4,14.8
2011-01-29,40,40.0,,0.4,16.0
2011-01-30,42,40.0,,0.4,16.8
2011-01-31,38,40.0,,0.4,15.200000000000001
2011-02-01,78,35.0,False,0.35,27.299999999999997
2011-02-02,76,35.0,,0.35,26.599999999999998
2011-02-03,86,35.0,,0.35,30.099999999999998
2011-02-04,75,35.0,,0.35,26.25
2011-02-05,87,35.0,,0.35,30.45
2011-02-06,100,35.0,,0.35,35.0
2011-02-07,74,35.0,,0.35,25.9
2011-02-08,84,35.0,,0.35,29.4
2011-02-09,76,35.0,,0.35,26.599999999999998
2011-02-10,76,35.0,,0.35,26.599999999999998
2011-02-11,85,35.0,,0.35,29.749999999999996
2011-02-12,77,35.0,,0.35,26.95
2011-02-13,86,35.0,,0.35,30.099999999999998
2011-02-14,77,35.0,,0.35,26.95
2011-02-15,75,35.0,,0.35,26.25
2011-02-16,88,35.0,,0.35,30.799999999999997
2011-02-17,80,35.0,,0.35,28.0
2011-02-18,78,35.0,,0.35,27.299999999999997
2011-02-19,73,35.0,,0.35,25.549999999999997
2011-02-20,79,35.0,,0.35,27.65
2011-02-21,74,35.0,,0.35,25.9
2011-02-22,76,35.0,,0.35,26.599999999999998
2011-02-23,80,35.0,,0.35,28.0
2011-02-24,86,35.0,,0.35,30.099999999999998
2011-02-25,86,35.0,,0.35,30.099999999999998
2011-02-26,74,35.0,,0.35,25.9
2011-02-27,77,35.0,,0.35,26.95
2011-02-28,83,35.0,,0.35,29.049999999999997
2011-03-01,94,36.0,False,0.36,33.839999999999996
2011-03-02,89,36.0,,0.36,32.04
2011-03-03,90,36.0,,0.36,32.4
2011-03-04,86,36.0,,0.36,30.959999999999997
2011-03-05,71,36.0,,0.36,25.56
2011-03-06,82,36.0,,0.36,29.52
2011-03-07,87,36.0,,0.36,31.32
2011-03-08,86,36.0,,0.36,30.959999999999997
2011-03-09,100,36.0,,0.36,36.0
2011-03-10,100,36.0,,0.36,36.0
2011-03-11,87,36.0,,0.36,31.32
2011-03-12,90,36.0,,0.36,32.4
2011-03-13,79,36.0,,0.36,28.439999999999998
2011-03-14,100,36.0,,0.36,36.0
2011-03-15,81,36.0,,0.36,29.16
2011-03-16,88,36.0,,0.36,31.68
2011-03-17,87,36.0,,0.36,31.32
2011-03-18,85,36.0,,0.36,30.599999999999998
2011-03-19,78,36.0,,0.36,28.08
2011-03-20,84,36.0,,0.36,30.24
2011-03-21,85,36.0,,0.36,30.599999999999998
2011-03-22,82,36.0,,0.36,29.52
2011-03-23,90,36.0,,0.36,32.4
2011-03-24,88,36.0,,0.36,31.68
2011-03-25,88,36.0,,0.36,31.68
2011-03-26,77,36.0,,0.36,27.72
2011-03-27,89,36.0,,0.36,32.04
2011-03-28,91,36.0,,0.36,32.76
2011-03-29,83,36.0,,0.36,29.88
2011-03-30,86,36.0,,0.36,30.959999999999997
2011-03-31,95,36.0,,0.36,34.199999999999996
2011-04-01,67,38.0,False,0.38,25.46
2011-04-02,76,38.0,,0.38,28.88
2011-04-03,74,38.0,,0.38,28.12
2011-04-04,92,38.0,,0.38,34.96
2011-04-05,79,38.0,,0.38,30.02
2011-04-06,68,38.0,,0.38,25.84
2011-04-07,80,38.0,,0.38,30.4
2011-04-08,65,38.0,,0.38,24.7
2011-04-09,72,38.0,,0.38,27.36
2011-04-10,58,38.0,,0.38,22.04
2011-04-11,75,38.0,,0.38,28.5
2011-04-12,72,38.0,,0.38,27.36
2011-04-13,87,38.0,,0.38,33.06
2011-04-14,82,38.0,,0.38,31.16
2011-04-15,77,38.0,,0.38,29.26
2011-04-16,71,38.0,,0.38,26.98
2011-04-17,68,38.0,,0.38,25.84
2011-04-18,100,38.0,,0.38,38.0
2011-04-19,96,38.0,,0.38,36.480000000000004
2011-04-20,88,38.0,,0.38,33.44
2011-04-21,77,38.0,,0.38,29.26
2011-04-22,64,38.0,,0.38,24.32
2011-04-23,68,38.0,,0.38,25.84
2011-04-24,79,38.0,,0.38,30.02
2011-04-25,85,38.0,,0.38,32.3
2011-04-26,75,38.0,,0.38,28.5
2011-04-27,81,38.0,,0.38,30.78
2011-04-28,77,38.0,,0.38,29.26
2011-04-29,72,38.0,,0.38,27.36
2011-04-30,85,38.0,,0.38,32.3
2011-05-01,55,38.0,False,0.38,20.9
2011-05-02,52,38.0,,0.38,19.76
2011-05-03,50,38.0,,0.38,19.0
2011-05-04,55,38.0,,0.38,20.9
2011-05-05,49,38.0,,0.38,18.62
2011-05-06,52,38.0,,0.38,19.76
2011-05-07,45,38.0,,0.38,17.1
2011-05-08,53,38.0,,0.38,20.14
2011-05-09,72,38.0,,0.38,27.36
2011-05-10,57,38.0,,0.38,21.66
2011-05-11,55,38.0,,0.38,20.9
2011-05-12,53,38.0,,0.38,20.14
2011-05-13,48,38.0,,0.38,18.240000000000002
2011-05-14,47,38.0,,0.38,17.86
2011-05-15,60,38.0,,0.38,22.8
2011-05-16,72,38.0,,0.38,27.36
2011-05-17,57,38.0,,0.38,21.66
2011-05-18,59,38.0,,0.38,22.42
2011-05-19,57,38.0,,0.38,21.66
2011-05-20,52,38.0,,0.38,19.76
2011-05-21,53,38.0,,0.38,20.14
2011-05-22,55,38.0,,0.38,20.9
2011-05-23,100,38.0,,0.38,38.0
2011-05-24,66,38.0,,0.38,25.080000000000002
2011-05-25,56,38.0,,0.38,21.28
2011-05-26,54,38.0,,0.38,20.52
2011-05-27,52,38.0,,0.38,19.76
2011-05-28,55,38.0,,0.38,20.9
2011-05-29,59,38.0,,0.38,22.42
2011-05-30,54,38.0,,0.38,20.52
2011-05-31,60,38.0,,0.38,22.8
2011-06-01,85,35.0,False,0.35,29.749999999999996
2011-06-02,88,35.0,,0.35,30.799999999999997
2011-06-03,79,35.0,,0.35,27.65
2011-06-04,84,35.0,,0.35,29.4
2011-06-05,66,35.0,,0.35,23.099999999999998
2011-06-06,76,35.0,,0.35,26.599999999999998
2011-06-07,85,35.0,,0.35,29.749999999999996
2011-06-08,90,35.0,,0.35,31.499999999999996
2011-06-09,100,35.0,,0.35,35.0
2011-06-10,83,35.0,,0.35,29.049999999999997
2011-06-11,98,35.0,,0.35,34.3
2011-06-12,76,35.0,,0.35,26.599999999999998
2011-06-13,88,35.0,,0.35,30.799999999999997
2011-06-14,91,35.0,,0.35,31.849999999999998
2011-06-15,89,35.0,,0.35,31.15
2011-06-16,84,35.0,,0.35,29.4
2011-06-17,81,35.0,,0.35,28.349999999999998
2011-06-18,81,35.0,,0.35,28.349999999999998
2011-06-19,78,35.0,,0.35,27.299999999999997
2011-06-20,81,35.0,,0.35,28.349999999999998
2011-06-21,92,35.0,,0.35,32.199999999999996
2011-06-22,77,35.0,,0.35,26.95
2011-06-23,85,35.0,,0.35,29.749999999999996
2011-06-24,76,35.0,,0.35,26.599999999999998
2011-06-25,78,35.0,,0.35,27.299999999999997
2011-06-26,77,35.0,,0.35,26.95
2011-06-27,88,35.0,,0.35,30.799999999999997
2011-06-28,86,35.0,,0.35,30.099999999999998
2011-06-29,65,35.0,,0.35,22.75
2011-06-30,77,35.0,,0.35,26.95
2011-07-01,65,37.0,False,0.37,24.05
2011-07-02,71,37.0,,0.37,26.27
2011-07-03,68,37.0,,0.37,25.16
2011-07-04,70,37.0,,0.37,25.9
2011-07-05,69,37.0,,0.37,25.53
2011-07-06,72,37.0,,0.37,26.64
2011-07-07,72,37.0,,0.37,26.64
2011-07-08,72,37.0,,0.37,26.64
2011-07-09,69,37.0,,0.37,25.53
2011-07-10,71,37.0,,0.37,26.27
2011-07-11,77,37.0,,0.37,28.49
2011-07-12,76,37.0,,0.37,28.12
2011-07-13,71,37.0,,0.37,26.27
2011-07-14,75,37.0,,0.37,27.75
2011-07-15,69,37.0,,0.37,25.53
2011-07-16,67,37.0,,0.37,24.79
2011-07-17,73,37.0,,0.37,27.009999999999998
2011-07-18,82,37.0,,0.37,30.34
2011-07-19,81,37.0,,0.37,29.97
2011-07-20,73,37.0,,0.37,27.009999999999998
2011-07-21,80,37.0,,0.37,29.6
2011-07-22,71,37.0,,0.37,26.27
2011-07-23,75,37.0,,0.37,27.75
2011-07-24,84,37.0,,0.37,31.08
2011-07-25,76,37.0,,0.37,28.12
2011-07-26,75,37.0,,0.37,27.75
2011-07-27,79,37.0,,0.37,29.23
2011-07-28,77,37.0,,0.37,28.49
2011-07-29,69,37.0,,0.37,25.53
2011-07-30,83,37.0,,0.37,30.71
2011-07-31,100,37.0,,0.37,37.0
2011-08-01,76,38.0,False,0.38,28.88
2011-08-02,81,38.0,,0.38,30.78
2011-08-03,73,38.0,,0.38,27.740000000000002
2011-08-04,72,38.0,,0.38,27.36
2011-08-05,72,38.0,,0.38,27.36
2011-08-06,69,38.0,,0.38,26.22
2011-08-07,69,38.0,,0.38,26.22
2011-08-08,76,38.0,,0.38,28.88
2011-08-09,81,38.0,,0.38,30.78
2011-08-10,74,38.0,,0.38,28.12
2011-08-11,75,38.0,,0.38,28.5
2011-08-12,70,38.0,,0.38,26.6
2011-08-13,68,38.0,,0.38,25.84
2011-08-14,71,38.0,,0.38,26.98
2011-08-15,100,38.0,,0.38,38.0
2011-08-16,77,38.0,,0.38,29.26
2011-08-17,72,38.0,,0.38,27.36
2011-08-18,68,38.0,,0.38,25.84
2011-08-19,78,38.0,,0.38,29.64
2011-08-20,66,38.0,,0.38,25.080000000000002
2011-08-21,65,38.0,,0.38,24.7
2011-08-22,71,38.0,,0.38,26.98
2011-08-23,68,38.0,,0.38,25.84
2011-08-24,67,38.0,,0.38,25.46
2011-08-25,66,38.0,,0.38,25.080000000000002
2011-08-26,69,38.0,,0.38,26.22
2011-08-27,64,38.0,,0.38,24.32
2011-08-28,59,38.0,,0.38,22.42
2011-08-29,72,38.0,,0.38,27.36
2011-08-30,64,38.0,,0.38,24.32
