date,rich_unscaled,rich_monthly,isPartial,scale,rich
2011-08-31,67,38.0,,0.38,25.46
2011-09-01,87,35.0,False,0.35,30.45
2011-09-02,83,35.0,,0.35,29.049999999999997
2011-09-03,86,35.0,,0.35,30.099999999999998
2011-09-04,97,35.0,,0.35,33.949999999999996
2011-09-05,87,35.0,,0.35,30.45
2011-09-06,90,35.0,,0.35,31.499999999999996
2011-09-07,86,35.0,,0.35,30.099999999999998
2011-09-08,93,35.0,,0.35,32.55
2011-09-09,85,35.0,,0.35,29.749999999999996
2011-09-10,78,35.0,,0.35,27.299999999999997
2011-09-11,90,35.0,,0.35,31.499999999999996
2011-09-12,86,35.0,,0.35,30.099999999999998
2011-09-13,82,35.0,,0.35,28.7
2011-09-14,88,35.0,,0.35,30.799999999999997
2011-09-15,96,35.0,,0.35,33.599999999999994
2011-09-16,88,35.0,,0.35,30.799999999999997
2011-09-17,76,35.0,,0.35,26.599999999999998
2011-09-18,85,35.0,,0.35,29.749999999999996
2011-09-19,88,35.0,,0.35,30.799999999999997
2011-09-20,100,35.0,,0.35,35.0
2011-09-21,95,35.0,,0.35,33.25
2011-09-22,94,35.0,,0.35,32.9
2011-09-23,90,35.0,,0.35,31.499999999999996
2011-09-24,86,35.0,,0.35,30.099999999999998
2011-09-25,88,35.0,,0.35,30.799999999999997
2011-09-26,91,35.0,,0.35,31.849999999999998
2011-09-27,89,35.0,,0.35,31.15
2011-09-28,92,35.0,,0.35,32.199999999999996
2011-09-29,88,35.0,,0.35,30.799999999999997
2011-09-30,82,35.0,,0.35,28.7
2011-10-01,63,37.0,False,0.37,23.31
2011-10-02,80,37.0,,0.37,29.6
2011-10-03,100,37.0,,0.37,37.0
2011-10-04,89,37.0,,0.37,32.93
2011-10-05,78,37.0,,0.37,28.86
2011-10-06,85,37.0,,0.37,31.45
2011-10-07,93,37.0,,0.37,34.41
2011-10-08,75,37.0,,0.37,27.75
2011-10-09,82,37.0,,0.37,30.34
2011-10-10,77,37.0,,0.37,28.49
2011-10-11,93,37.0,,0.37,34.41
2011-10-12,97,37.0,,0.37,35.89
2011-10-13,83,37.0,,0.37,30.71
2011-10-14,86,37.0,,0.37,31.82
2011-10-15,78,37.0,,0.37,28.86
2011-10-16,86,37.0,,0.37,31.82
2011-10-17,79,37.0,,0.37,29.23
2011-10-18,84,37.0,,0.37,31.08
2011-10-19,87,37.0,,0.37,32.19
2011-10-20,78,37.0,,0.37,28.86
2011-10-21,86,37.0,,0.37,31.82
2011-10-22,67,37.0,,0.37,24.79
2011-10-23,81,37.0,,0.37,29.97
2011-10-24,75,37.0,,0.37,27.75
2011-10-25,88,37.0,,0.37,32.56
2011-10-26,87,37.0,,0.37,32.19
2011-10-27,89,37.0,,0.37,32.93
2011-10-28,83,37.0,,0.37,30.71
2011-10-29,70,37.0,,0.37,25.9
2011-10-30,77,37.0,,0.37,28.49
2011-10-31,80,37.0,,0.37,29.6
2011-11-01,71,36.0,False,0.36,25.56
2011-11-02,69,36.0,,0.36,24.84
2011-11-03,71,36.0,,0.36,25.56
2011-11-04,67,36.0,,0.36,24.119999999999997
2011-11-05,64,36.0,,0.36,23.04
2011-11-06,67,36.0,,0.36,24.119999999999997
2011-11-07,73,36.0,,0.36,26.279999999999998
2011-11-08,71,36.0,,0.36,25.56
2011-11-09,71,36.0,,0.36,25.56
2011-11-10,67,36.0,,0.36,24.119999999999997
2011-11-11,72,36.0,,0.36,25.919999999999998
2011-11-12,58,36.0,,0.36,20.88
2011-11-13,65,36.0,,0.36,23.4
2011-11-14,69,36.0,,0.36,24.84
2011-11-15,70,36.0,,0.36,25.2
2011-11-16,73,36.0,,0.36,26.279999999999998
2011-11-17,68,36.0,,0.36,24.48
2011-11-18,71,36.0,,0.36,25.56
2011-11-19,66,36.0,,0.36,23.759999999999998
2011-11-20,65,36.0,,0.36,23.4
2011-11-21,73,36.0,,0.36,26.279999999999998
2011-11-22,100,36.0,,0.36,36.0
2011-11-23,68,36.0,,0.36,24.48
2011-11-24,60,36.0,,0.36,21.599999999999998
2011-11-25,55,36.0,,0.36,19.8
2011-11-26,70,36.0,,0.36,25.2
2011-11-27,65,36.0,,0.36,23.4
2011-11-28,75,36.0,,0.36,27.0
2011-11-29,70,36.0,,0.36,25.2
2011-11-30,79,36.0,,0.36,28.439999999999998
2011-12-01,83,34.0,False,0.34,28.220000000000002
2011-12-02,84,34.0,,0.34,28.560000000000002
2011-12-03,81,34.0,,0.34,27.540000000000003
2011-12-04,82,34.0,,0.34,27.880000000000003
2011-12-05,80,34.0,,0.34,27.200000000000003
2011-12-06,100,34.0,,0.34,34.0
2011-12-07,99,34.0,,0.34,33.660000000000004
2011-12-08,89,34.0,,0.34,30.26
2011-12-09,86,34.0,,0.34,29.240000000000002
2011-12-10,80,34.0,,0.34,27.200000000000003
2011-12-11,89,34.0,,0.34,30.26
2011-12-12,80,34.0,,0.34,27.200000000000003
2011-12-13,91,34.0,,0.34,30.94
2011-12-14,85,34.0,,0.34,28.900000000000002
2011-12-15,91,34.0,,0.34,30.94
2011-12-16,81,34.0,,0.34,27.540000000000003
2011-12-17,79,34.0,,0.34,26.860000000000003
2011-12-18,81,34.0,,0.34,27.540000000000003
2011-12-19,72,34.0,,0.34,24.48
2011-12-20,84,34.0,,0.34,28.560000000000002
2011-12-21,84,34.0,,0.34,28.560000000000002
2011-12-22,91,34.0,,0.34,30.94
2011-12-23,87,34.0,,0.34,29.580000000000002
2011-12-24,83,34.0,,0.34,28.220000000000002
2011-12-25,68,34.0,,0.34,23.12
2011-12-26,73,34.0,,0.34,24.82
2011-12-27,80,34.0,,0.34,27.200000000000003
2011-12-28,80,34.0,,0.34,27.200000000000003
2011-12-29,83,34.0,,0.34,28.220000000000002
2011-12-30,81,34.0,,0.34,27.540000000000003
2011-12-31,74,34.0,,0.34,25.16
2012-01-01,45,41.0,False,0.41,18.45
2012-01-02,58,41.0,,0.41,23.779999999999998
2012-01-03,61,41.0,,0.41,25.009999999999998
2012-01-04,65,41.0,,0.41,26.65
2012-01-05,61,41.0,,0.41,25.009999999999998
2012-01-06,97,41.0,,0.41,39.769999999999996
2012-01-07,100,41.0,,0.41,41.0
2012-01-08,70,41.0,,0.41,28.7
2012-01-09,74,41.0,,0.41,30.34
2012-01-10,69,41.0,,0.41,28.29
2012-01-11,71,41.0,,0.41,29.11
2012-01-12,61,41.0,,0.41,25.009999999999998
2012-01-13,65,41.0,,0.41,26.65
2012-01-14,61,41.0,,0.41,25.009999999999998
2012-01-15,60,41.0,,0.41,24.599999999999998
2012-01-16,65,41.0,,0.41,26.65
2012-01-17,68,41.0,,0.41,27.88
2012-01-18,59,41.0,,0.41,24.189999999999998
2012-01-19,60,41.0,,0.41,24.599999999999998
2012-01-20,63,41.0,,0.41,25.83
2012-01-21,61,41.0,,0.41,25.009999999999998
2012-01-22,56,41.0,,0.41,22.959999999999997
2012-01-23,59,41.0,,0.41,24.189999999999998
2012-01-24,63,41.0,,0.41,25.83
2012-01-25,64,41.0,,0.41,26.24
2012-01-26,71,41.0,,0.41,29.11
2012-01-27,64,41.0,,0.41,26.24
2012-01-28,64,41.0,,0.41,26.24
2012-01-29,67,41.0,,0.41,27.47
2012-01-30,64,41.0,,0.41,26.24
2012-01-31,65,41.0,,0.41,26.65
2012-02-01,84,38.0,False,0.38,31.92
2012-02-02,74,38.0,,0.38,28.12
2012-02-03,84,38.0,,0.38,31.92
2012-02-04,81,38.0,,0.38,30.78
2012-02-05,74,38.0,,0.38,28.12
2012-02-06,70,38.0,,0.38,26.6
2012-02-07,76,38.0,,0.38,28.88
2012-02-08,68,38.0,,0.38,25.84
2012-02-09,74,38.0,,0.38,28.12
2012-02-10,81,38.0,,0.38,30.78
2012-02-11,63,38.0,,0.38,23.94
2012-02-12,62,38.0,,0.38,23.56
2012-02-13,59,38.0,,0.38,22.42
2012-02-14,72,38.0,,0.38,27.36
2012-02-15,69,38.0,,0.38,26.22
2012-02-16,74,38.0,,0.38,28.12
2012-02-17,67,38.0,,0.38,25.46
2012-02-18,65,38.0,,0.38,24.7
2012-02-19,80,38.0,,0.38,30.4
2012-02-20,79,38.0,,0.38,30.02
2012-02-21,72,38.0,,0.38,27.36
2012-02-22,70,38.0,,0.38,26.6
2012-02-23,75,38.0,,0.38,28.5
2012-02-24,67,38.0,,0.38,25.46
2012-02-25,80,38.0,,0.38,30.4
2012-02-26,72,38.0,,0.38,27.36
2012-02-27,75,38.0,,0.38,28.5
2012-02-28,100,38.0,,0.38,38.0
2012-02-29,72,38.0,,0.38,27.36
2012-03-01,58,40.0,False,0.4,23.200000000000003
2012-03-02,58,40.0,,0.4,23.200000000000003
2012-03-03,52,40.0,,0.4,20.8
2012-03-04,54,40.0,,0.4,21.6
2012-03-05,66,40.0,,0.4,26.400000000000002
2012-03-06,71,40.0,,0.4,28.400000000000002
2012-03-07,57,40.0,,0.4,22.8
2012-03-08,55,40.0,,0.4,22.0
2012-03-09,58,40.0,,0.4,23.200000000000003
2012-03-10,48,40.0,,0.4,19.200000000000003
2012-03-11,56,40.0,,0.4,22.400000000000002
2012-03-12,72,40.0,,0.4,28.8
2012-03-13,58,40.0,,0.4,23.200000000000003
2012-03-14,60,40.0,,0.4,24.0
2012-03-15,60,40.0,,0.4,24.0
2012-03-16,61,40.0,,0.4,24.400000000000002
2012-03-17,56,40.0,,0.4,22.400000000000002
2012-03-18,61,40.0,,0.4,24.400000000000002
2012-03-19,56,40.0,,0.4,22.400000000000002
2012-03-20,66,40.0,,0.4,26.400000000000002
2012-03-21,58,40.0,,0.4,23.200000000000003
2012-03-22,66,40.0,,0.4,26.400000000000002
2012-03-23,56,40.0,,0.4,22.400000000000002
2012-03-24,54,40.0,,0.4,21.6
2012-03-25,52,40.0,,0.4,20.8
2012-03-26,53,40.0,,0.4,21.200000000000003
2012-03-27,69,40.0,,0.4,27.6
2012-03-28,69,40.0,,0.4,27.6
2012-03-29,100,40.0,,0.4,40.0
2012-03-30,73,40.0,,0.4,29.200000000000003
2012-03-31,58,40.0,,0.4,23.200000000000003
2012-04-01,83,40.0,False,0.4,33.2
2012-04-02,90,40.0,,0.4,36.0
2012-04-03,82,40.0,,0.4,32.800000000000004
2012-04-04,72,40.0,,0.4,28.8
2012-04-05,82,40.0,,0.4,32.800000000000004
2012-04-06,71,40.0,,0.4,28.400000000000002
2012-04-07,70,40.0,,0.4,28.0
2012-04-08,83,40.0,,0.4,33.2
2012-04-09,77,40.0,,0.4,30.8
2012-04-10,78,40.0,,0.4,31.200000000000003
2012-04-11,75,40.0,,0.4,30.0
2012-04-12,76,40.0,,0.4,30.400000000000002
2012-04-13,67,40.0,,0.4,26.8
2012-04-14,66,40.0,,0.4,26.400000000000002
2012-04-15,77,40.0,,0.4,30.8
2012-04-16,73,40.0,,0.4,29.200000000000003
2012-04-17,79,40.0,,0.4,31.6
2012-04-18,71,40.0,,0.4,28.400000000000002
2012-04-19,80,40.0,,0.4,32.0
2012-04-20,73,40.0,,0.4,29.200000000000003
2012-04-21,75,40.0,,0.4,30.0
2012-04-22,77,40.0,,0.4,30.8
2012-04-23,84,40.0,,0.4,33.6
2012-04-24,70,40.0,,0.4,28.0
2012-04-25,78,40.0,,0.4,31.200000000000003
2012-04-26,76,40.0,,0.4,30.400000000000002
2012-04-27,78,40.0,,0.4,31.200000000000003
2012-04-28,69,40.0,,0.4,27.6
2012-04-29,65,40.0,,0.4,26.0
2012-04-30,100,40.0,,0.4,40.0
2012-05-01,89,37.0,False,0.37,32.93
2012-05-02,89,37.0,,0.37,32.93
2012-05-03,100,37.0,,0.37,37.0
2012-05-04,93,37.0,,0.37,34.41
2012-05-05,88,37.0,,0.37,32.56
2012-05-06,83,37.0,,0.37,30.71
2012-05-07,89,37.0,,0.37,32.93
2012-05-08,89,37.0,,0.37,32.93
2012-05-09,92,37.0,,0.37,34.04
2012-05-10,78,37.0,,0.37,28.86
2012-05-11,76,37.0,,0.37,28.12
2012-05-12,81,37.0,,0.37,29.97
2012-05-13,83,37.0,,0.37,30.71
2012-05-14,92,37.0,,0.37,34.04
2012-05-15,86,37.0,,0.37,31.82
2012-05-16,96,37.0,,0.37,35.519999999999996
2012-05-17,97,37.0,,0.37,35.89
2012-05-18,80,37.0,,0.37,29.6
2012-05-19,75,37.0,,0.37,27.75
2012-05-20,90,37.0,,0.37,33.3
2012-05-21,80,37.0,,0.37,29.6
2012-05-22,86,37.0,,0.37,31.82
2012-05-23,90,37.0,,0.37,33.3
2012-05-24,88,37.0,,0.37,32.56
2012-05-25,86,37.0,,0.37,31.82
2012-05-26,72,37.0,,0.37,26.64
2012-05-27,75,37.0,,0.37,27.75
2012-05-28,71,37.0,,0.37,26.27
2012-05-29,82,37.0,,0.37,30.34
2012-05-30,86,37.0,,0.37,31.82
2012-05-31,96,37.0,,0.37,35.519999999999996
2012-06-01,62,36.0,False,0.36,22.32
2012-06-02,59,36.0,,0.36,21.24
2012-06-03,53,36.0,,0.36,19.08
2012-06-04,61,36.0,,0.36,21.96
2012-06-05,65,36.0,,0.36,23.4
2012-06-06,62,36.0,,0.36,22.32
2012-06-07,67,36.0,,0.36,24.119999999999997
2012-06-08,70,36.0,,0.36,25.2
2012-06-09,62,36.0,,0.36,22.32
2012-06-10,63,36.0,,0.36,22.68
2012-06-11,62,36.0,,0.36,22.32
2012-06-12,64,36.0,,0.36,23.04
2012-06-13,65,36.0,,0.36,23.4
2012-06-14,68,36.0,,0.36,24.48
2012-06-15,59,36.0,,0.36,21.24
2012-06-16,52,36.0,,0.36,18.72
2012-06-17,61,36.0,,0.36,21.96
2012-06-18,76,36.0,,0.36,27.36
2012-06-19,67,36.0,,0.36,24.119999999999997
2012-06-20,74,36.0,,0.36,26.64
2012-06-21,62,36.0,,0.36,22.32
2012-06-22,65,36.0,,0.36,23.4
2012-06-23,67,36.0,,0.36,24.119999999999997
2012-06-24,100,36.0,,0.36,36.0
2012-06-25,76,36.0,,0.36,27.36
2012-06-26,73,36.0,,0.36,26.279999999999998
2012-06-27,64,36.0,,0.36,23.04
2012-06-28,63,36.0,,0.36,22.68
2012-06-29,60,36.0,,0.36,21.599999999999998
2012-06-30,58,36.0,,0.36,20.88
2012-07-01,62,37.0,False,0.37,22.94
2012-07-02,76,37.0,,0.37,28.12
2012-07-03,75,37.0,,0.37,27.75
2012-07-04,68,37.0,,0.37,25.16
2012-07-05,64,37.0,,0.37,23.68
2012-07-06,74,37.0,,0.37,27.38
2012-07-07,75,37.0,,0.37,27.75
2012-07-08,78,37.0,,0.37,28.86
2012-07-09,97,37.0,,0.37,35.89
2012-07-10,96,37.0,,0.37,35.519999999999996
2012-07-11,95,37.0,,0.37,35.15
2012-07-12,96,37.0,,0.37,35.519999999999996
2012-07-13,86,37.0,,0.37,31.82
2012-07-14,84,37.0,,0.37,31.08
2012-07-15,66,37.0,,0.37,24.419999999999998
2012-07-16,92,37.0,,0.37,34.04
2012-07-17,89,37.0,,0.37,32.93
2012-07-18,100,37.0,,0.37,37.0
2012-07-19,80,37.0,,0.37,29.6
2012-07-20,86,37.0,,0.37,31.82
2012-07-21,79,37.0,,0.37,29.23
2012-07-22,75,37.0,,0.37,27.75
2012-07-23,81,37.0,,0.37,29.97
2012-07-24,82,37.0,,0.37,30.34
2012-07-25,82,37.0,,0.37,30.34
2012-07-26,88,37.0,,0.37,32.56
2012-07-27,86,37.0,,0.37,31.82
2012-07-28,74,37.0,,0.37,27.38
2012-07-29,74,37.0,,0.37,27.38
2012-07-30,67,37.0,,0.37,24.79
2012-07-31,76,37.0,,0.37,28.12
2012-08-01,56,40.0,False,0.4,22.400000000000002
2012-08-02,60,40.0,,0.4,24.0
2012-08-03,53,40.0,,0.4,21.200000000000003
2012-08-04,50,40.0,,0.4,20.0
2012-08-05,55,40.0,,0.4,22.0
2012-08-06,58,40.0,,0.4,23.200000000000003
2012-08-07,51,40.0,,0.4,20.400000000000002
2012-08-08,59,40.0,,0.4,23.6
2012-08-09,58,40.0,,0.4,23.200000000000003
2012-08-10,52,40.0,,0.4,20.8
2012-08-11,53,40.0,,0.4,21.200000000000003
2012-08-12,52,40.0,,0.4,20.8
2012-08-13,56,40.0,,0.4,22.400000000000002
2012-08-14,63,40.0,,0.4,25.200000000000003
2012-08-15,86,40.0,,0.4,34.4
2012-08-16,100,40.0,,0.4,40.0
2012-08-17,81,40.0,,0.4,32.4
2012-08-18,70,40.0,,0.4,28.0
2012-08-19,63,40.0,,0.4,25.200000000000003
2012-08-20,66,40.0,,0.4,26.400000000000002
2012-08-21,69,40.0,,0.4,27.6
2012-08-22,63,40.0,,0.4,25.200000000000003
2012-08-23,61,40.0,,0.4,24.400000000000002
2012-08-24,58,40.0,,0.4,23.200000000000003
2012-08-25,54,40.0,,0.4,21.6
2012-08-26,52,40.0,,0.4,20.8
2012-08-27,62,40.0,,0.4,24.8
2012-08-28,63,40.0,,0.4,25.200000000000003
2012-08-29,61,40.0,,0.4,24.400000000000002
2012-08-30,64,40.0,,0.4,25.6
2012-08-31,63,40.0,,0.4,25.200000000000003
2012-09-01,84,40.0,False,0.4,33.6
2012-09-02,73,40.0,,0.4,29.200000000000003
2012-09-03,84,40.0,,0.4,33.6
2012-09-04,83,40.0,,0.4,33.2
2012-09-05,90,40.0,,0.4,36.0
2012-09-06,77,40.0,,0.4,30.8
2012-09-07,86,40.0,,0.4,34.4
2012-09-08,75,40.0,,0.4,30.0
2012-09-09,90,40.0,,0.4,36.0
2012-09-10,83,40.0,,0.4,33.2
2012-09-11,83,40.0,,0.4,33.2
2012-09-12,82,40.0,,0.4,32.800000000000004
2012-09-13,100,40.0,,0.4,40.0
2012-09-14,98,40.0,,0.4,39.2
2012-09-15,77,40.0,,0.4,30.8
2012-09-16,75,40.0,,0.4,30.0
2012-09-17,92,40.0,,0.4,36.800000000000004
2012-09-18,91,40.0,,0.4,36.4
2012-09-19,97,40.0,,0.4,38.800000000000004
2012-09-20,89,40.0,,0.4,35.6
2012-09-21,88,40.0,,0.4,35.2
2012-09-22,87,40.0,,0.4,34.800000000000004
2012-09-23,90,40.0,,0.4,36.0
2012-09-24,87,40.0,,0.4,34.800000000000004
2012-09-25,82,40.0,,0.4,32.800000000000004
2012-09-26,97,40.0,,0.4,38.800000000000004
2012-09-27,89,40.0,,0.4,35.6
2012-09-28,91,40.0,,0.4,36.4
2012-09-29,70,40.0,,0.4,28.0
2012-09-30,83,40.0,,0.4,33.2
2012-10-01,93,37.0,False,0.37,34.41
2012-10-02,92,37.0,,0.37,34.04
2012-10-03,89,37.0,,0.37,32.93
2012-10-04,91,37.0,,0.37,33.67
2012-10-05,93,37.0,,0.37,34.41
2012-10-06,83,37.0,,0.37,30.71
2012-10-07,84,37.0,,0.37,31.08
2012-10-08,97,37.0,,0.37,35.89
2012-10-09,89,37.0,,0.37,32.93
2012-10-10,90,37.0,,0.37,33.3
2012-10-11,92,37.0,,0.37,34.04
2012-10-12,90,37.0,,0.37,33.3
2012-10-13,90,37.0,,0.37,33.3
2012-10-14,91,37.0,,0.37,33.67
2012-10-15,98,37.0,,0.37,36.26
2012-10-16,98,37.0,,0.37,36.26
2012-10-17,98,37.0,,0.37,36.26
2012-10-18,98,37.0,,0.37,36.26
2012-10-19,91,37.0,,0.37,33.67
2012-10-20,87,37.0,,0.37,32.19
2012-10-21,92,37.0,,0.37,34.04
2012-10-22,100,37.0,,0.37,37.0
2012-10-23,99,37.0,,0.37,36.63
2012-10-24,87,37.0,,0.37,32.19
2012-10-25,89,37.0,,0.37,32.93
2012-10-26,90,37.0,,0.37,33.3
2012-10-27,86,37.0,,0.37,31.82
2012-10-28,78,37.0,,0.37,28.86
2012-10-29,80,37.0,,0.37,29.6
2012-10-30,82,37.0,,0.37,30.34
2012-10-31,93,37.0,,0.37,34.41
2012-11-01,75,40.0,False,0.4,30.0
2012-11-02,74,40.0,,0.4,29.6
2012-11-03,73,40.0,,0.4,29.200000000000003
2012-11-04,84,40.0,,0.4,33.6
2012-11-05,83,40.0,,0.4,33.2
2012-11-06,79,40.0,,0.4,31.6
2012-11-07,80,40.0,,0.4,32.0
2012-11-08,75,40.0,,0.4,30.0
2012-11-09,77,40.0,,0.4,30.8
2012-11-10,91,40.0,,0.4,36.4
2012-11-11,100,40.0,,0.4,40.0
2012-11-12,79,40.0,,0.4,31.6
2012-11-13,78,40.0,,0.4,31.200000000000003
2012-11-14,76,40.0,,0.4,30.400000000000002
2012-11-15,79,40.0,,0.4,31.6
2012-11-16,80,40.0,,0.4,32.0
2012-11-17,69,40.0,,0.4,27.6
2012-11-18,80,40.0,,0.4,32.0
2012-11-19,87,40.0,,0.4,34.800000000000004
2012-11-20,79,40.0,,0.4,31.6
2012-11-21,74,40.0,,0.4,29.6
2012-11-22,66,40.0,,0.4,26.400000000000002
2012-11-23,62,40.0,,0.4,24.8
2012-11-24,69,40.0,,0.4,27.6
2012-11-25,91,40.0,,0.4,36.4
2012-11-26,70,40.0,,0.4,28.0
2012-11-27,77,40.0,,0.4,30.8
2012-11-28,87,40.0,,0.4,34.800000000000004
2012-11-29,82,40.0,,0.4,32.800000000000004
2012-11-30,72,40.0,,0.4,28.8
2012-12-01,58,42.0,False,0.42,24.36
2012-12-02,62,42.0,,0.42,26.04
2012-12-03,69,42.0,,0.42,28.98
2012-12-04,69,42.0,,0.42,28.98
2012-12-05,74,42.0,,0.42,31.08
2012-12-06,75,42.0,,0.42,31.5
2012-12-07,66,42.0,,0.42,27.72
2012-12-08,68,42.0,,0.42,28.56
2012-12-09,65,42.0,,0.42,27.3
2012-12-10,71,42.0,,0.42,29.82
2012-12-11,66,42.0,,0.42,27.72
2012-12-12,71,42.0,,0.42,29.82
2012-12-13,100,42.0,,0.42,42.0
2012-12-14,77,42.0,,0.42,32.339999999999996
2012-12-15,71,42.0,,0.42,29.82
2012-12-16,77,42.0,,0.42,32.339999999999996
2012-12-17,86,42.0,,0.42,36.12
2012-12-18,98,42.0,,0.42,41.16
2012-12-19,89,42.0,,0.42,37.379999999999995
2012-12-20,72,42.0,,0.42,30.24
2012-12-21,83,42.0,,0.42,34.86
2012-12-22,80,42.0,,0.42,33.6
2012-12-23,63,42.0,,0.42,26.459999999999997
2012-12-24,64,42.0,,0.42,26.88
2012-12-25,59,42.0,,0.42,24.779999999999998
2012-12-26,62,42.0,,0.42,26.04
2012-12-27,58,42.0,,0.42,24.36
2012-12-28,74,42.0,,0.42,31.08
2012-12-29,62,42.0,,0.42,26.04
2012-12-30,63,42.0,,0.42,26.459999999999997
2012-12-31,61,42.0,,0.42,25.619999999999997
2013-01-01,90,43.0,False,0.43,38.7
2013-01-02,93,43.0,,0.43,39.99
2013-01-03,86,43.0,,0.43,36.98
2013-01-04,91,43.0,,0.43,39.13
2013-01-05,100,43.0,,0.43,43.0
2013-01-06,87,43.0,,0.43,37.41
2013-01-07,91,43.0,,0.43,39.13
2013-01-08,94,43.0,,0.43,40.42
2013-01-09,76,43.0,,0.43,32.68
2013-01-10,89,43.0,,0.43,38.269999999999996
2013-01-11,75,43.0,,0.43,32.25
2013-01-12,80,43.0,,0.43,34.4
2013-01-13,82,43.0,,0.43,35.26
2013-01-14,87,43.0,,0.43,37.41
2013-01-15,86,43.0,,0.43,36.98
2013-01-16,78,43.0,,0.43,33.54
2013-01-17,90,43.0,,0.43,38.7
2013-01-18,79,43.0,,0.43,33.97
2013-01-19,75,43.0,,0.43,32.25
2013-01-20,79,43.0,,0.43,33.97
2013-01-21,76,43.0,,0.43,32.68
2013-01-22,88,43.0,,0.43,37.839999999999996
2013-01-23,88,43.0,,0.43,37.839999999999996
2013-01-24,87,43.0,,0.43,37.41
2013-01-25,79,43.0,,0.43,33.97
2013-01-26,88,43.0,,0.43,37.839999999999996
2013-01-27,87,43.0,,0.43,37.41
2013-01-28,81,43.0,,0.43,34.83
2013-01-29,82,43.0,,0.43,35.26
2013-01-30,78,43.0,,0.43,33.54
2013-01-31,80,43.0,,0.43,34.4
2013-02-01,89,41.0,False,0.41,36.489999999999995
2013-02-02,76,41.0,,0.41,31.159999999999997
2013-02-03,83,41.0,,0.41,34.03
2013-02-04,86,41.0,,0.41,35.26
2013-02-05,91,41.0,,0.41,37.309999999999995
2013-02-06,94,41.0,,0.41,38.54
2013-02-07,90,41.0,,0.41,36.9
2013-02-08,91,41.0,,0.41,37.309999999999995
2013-02-09,82,41.0,,0.41,33.62
2013-02-10,89,41.0,,0.41,36.489999999999995
2013-02-11,77,41.0,,0.41,31.569999999999997
2013-02-12,85,41.0,,0.41,34.85
2013-02-13,78,41.0,,0.41,31.979999999999997
2013-02-14,88,41.0,,0.41,36.08
2013-02-15,88,41.0,,0.41,36.08
2013-02-16,90,41.0,,0.41,36.9
2013-02-17,98,41.0,,0.41,40.18
2013-02-18,86,41.0,,0.41,35.26
2013-02-19,96,41.0,,0.41,39.36
2013-02-20,81,41.0,,0.41,33.21
2013-02-21,100,41.0,,0.41,41.0
2013-02-22,85,41.0,,0.41,34.85
2013-02-23,88,41.0,,0.41,36.08
2013-02-24,77,41.0,,0.41,31.569999999999997
2013-02-25,77,41.0,,0.41,31.569999999999997
2013-02-26,88,41.0,,0.41,36.08
2013-02-27,89,41.0,,0.41,36.489999999999995
2013-02-28,95,41.0,,0.41,38.949999999999996
2013-03-01,84,42.0,False,0.42,35.28
2013-03-02,73,42.0,,0.42,30.66
2013-03-03,72,42.0,,0.42,30.24
2013-03-04,86,42.0,,0.42,36.12
2013-03-05,92,42.0,,0.42,38.64
2013-03-06,86,42.0,,0.42,36.12
2013-03-07,98,42.0,,0.42,41.16
2013-03-08,92,42.0,,0.42,38.64
2013-03-09,82,42.0,,0.42,34.44
2013-03-10,89,42.0,,0.42,37.379999999999995
2013-03-11,86,42.0,,0.42,36.12
2013-03-12,89,42.0,,0.42,37.379999999999995
2013-03-13,90,42.0,,0.42,37.8
2013-03-14,92,42.0,,0.42,38.64
2013-03-15,82,42.0,,0.42,34.44
2013-03-16,84,42.0,,0.42,35.28
2013-03-17,86,42.0,,0.42,36.12
2013-03-18,92,42.0,,0.42,38.64
2013-03-19,96,42.0,,0.42,40.32
2013-03-20,95,42.0,,0.42,39.9
2013-03-21,80,42.0,,0.42,33.6
2013-03-22,93,42.0,,0.42,39.059999999999995
2013-03-23,91,42.0,,0.42,38.22
2013-03-24,88,42.0,,0.42,36.96
2013-03-25,100,42.0,,0.42,42.0
2013-03-26,95,42.0,,0.42,39.9
2013-03-27,92,42.0,,0.42,38.64
2013-03-28,96,42.0,,0.42,40.32
2013-03-29,100,42.0,,0.42,42.0
2013-03-30,90,42.0,,0.42,37.8
2013-03-31,91,42.0,,0.42,38.22
2013-04-01,64,46.0,False,0.46,29.44
2013-04-02,75,46.0,,0.46,34.5
2013-04-03,69,46.0,,0.46,31.740000000000002
2013-04-04,76,46.0,,0.46,34.96
2013-04-05,86,46.0,,0.46,39.56
2013-04-06,68,46.0,,0.46,31.28
2013-04-07,68,46.0,,0.46,31.28
2013-04-08,76,46.0,,0.46,34.96
2013-04-09,73,46.0,,0.46,33.58
2013-04-10,68,46.0,,0.46,31.28
2013-04-11,71,46.0,,0.46,32.660000000000004
2013-04-12,69,46.0,,0.46,31.740000000000002
2013-04-13,75,46.0,,0.46,34.5
2013-04-14,80,46.0,,0.46,36.800000000000004
2013-04-15,72,46.0,,0.46,33.120000000000005
2013-04-16,100,46.0,,0.46,46.0
2013-04-17,79,46.0,,0.46,36.34
2013-04-18,67,46.0,,0.46,30.82
2013-04-19,71,46.0,,0.46,32.660000000000004
2013-04-20,56,46.0,,0.46,25.76
2013-04-21,66,46.0,,0.46,30.360000000000003
2013-04-22,70,46.0,,0.46,32.2
2013-04-23,77,46.0,,0.46,35.42
2013-04-24,68,46.0,,0.46,31.28
