date,consumption_unscaled,consumption_monthly,isPartial,scale,consumption
2016-05-17,82,70.0,,0.7,57.4
2016-05-18,82,70.0,,0.7,57.4
2016-05-19,70,70.0,,0.7,49.0
2016-05-20,74,70.0,,0.7,51.8
2016-05-21,40,70.0,,0.7,28.0
2016-05-22,58,70.0,,0.7,40.599999999999994
2016-05-23,62,70.0,,0.7,43.4
2016-05-24,85,70.0,,0.7,59.49999999999999
2016-05-25,81,70.0,,0.7,56.699999999999996
2016-05-26,79,70.0,,0.7,55.3
2016-05-27,61,70.0,,0.7,42.699999999999996
2016-05-28,44,70.0,,0.7,30.799999999999997
2016-05-29,54,70.0,,0.7,37.8
2016-05-30,77,70.0,,0.7,53.9
2016-05-31,73,70.0,,0.7,51.099999999999994
2016-06-01,89,65.0,False,0.65,57.85
2016-06-02,100,65.0,,0.65,65.0
2016-06-03,78,65.0,,0.65,50.7
2016-06-04,71,65.0,,0.65,46.15
2016-06-05,68,65.0,,0.65,44.2
2016-06-06,79,65.0,,0.65,51.35
2016-06-07,77,65.0,,0.65,50.050000000000004
2016-06-08,71,65.0,,0.65,46.15
2016-06-09,85,65.0,,0.65,55.25
2016-06-10,66,65.0,,0.65,42.9
2016-06-11,65,65.0,,0.65,42.25
2016-06-12,70,65.0,,0.65,45.5
2016-06-13,69,65.0,,0.65,44.85
2016-06-14,81,65.0,,0.65,52.65
2016-06-15,71,65.0,,0.65,46.15
2016-06-16,77,65.0,,0.65,50.050000000000004
2016-06-17,82,65.0,,0.65,53.300000000000004
2016-06-18,66,65.0,,0.65,42.9
2016-06-19,56,65.0,,0.65,36.4
2016-06-20,77,65.0,,0.65,50.050000000000004
2016-06-21,82,65.0,,0.65,53.300000000000004
2016-06-22,85,65.0,,0.65,55.25
2016-06-23,76,65.0,,0.65,49.4
2016-06-24,82,65.0,,0.65,53.300000000000004
2016-06-25,80,65.0,,0.65,52.0
2016-06-26,76,65.0,,0.65,49.4
2016-06-27,87,65.0,,0.65,56.550000000000004
2016-06-28,91,65.0,,0.65,59.15
2016-06-29,82,65.0,,0.65,53.300000000000004
2016-06-30,86,65.0,,0.65,55.9
2016-07-01,62,68.0,False,0.68,42.160000000000004
2016-07-02,56,68.0,,0.68,38.080000000000005
2016-07-03,67,68.0,,0.68,45.56
2016-07-04,68,68.0,,0.68,46.24
2016-07-05,83,68.0,,0.68,56.440000000000005
2016-07-06,76,68.0,,0.68,51.68000000000001
2016-07-07,100,68.0,,0.68,68.0
2016-07-08,84,68.0,,0.68,57.120000000000005
2016-07-09,79,68.0,,0.68,53.720000000000006
2016-07-10,97,68.0,,0.68,65.96000000000001
2016-07-11,83,68.0,,0.68,56.440000000000005
2016-07-12,90,68.0,,0.68,61.2
2016-07-13,74,68.0,,0.68,50.32
2016-07-14,64,68.0,,0.68,43.52
2016-07-15,70,68.0,,0.68,47.6
2016-07-16,77,68.0,,0.68,52.36000000000001
2016-07-17,85,68.0,,0.68,57.800000000000004
2016-07-18,87,68.0,,0.68,59.160000000000004
2016-07-19,83,68.0,,0.68,56.440000000000005
2016-07-20,69,68.0,,0.68,46.92
2016-07-21,89,68.0,,0.68,60.52
2016-07-22,71,68.0,,0.68,48.28
2016-07-23,73,68.0,,0.68,49.64
2016-07-24,84,68.0,,0.68,57.120000000000005
2016-07-25,75,68.0,,0.68,51.00000000000001
2016-07-26,76,68.0,,0.68,51.68000000000001
2016-07-27,84,68.0,,0.68,57.120000000000005
2016-07-28,78,68.0,,0.68,53.040000000000006
2016-07-29,77,68.0,,0.68,52.36000000000001
2016-07-30,70,68.0,,0.68,47.6
2016-07-31,84,68.0,,0.68,57.120000000000005
2016-08-01,94,59.0,False,0.59,55.459999999999994
2016-08-02,88,59.0,,0.59,51.919999999999995
2016-08-03,83,59.0,,0.59,48.97
2016-08-04,87,59.0,,0.59,51.33
2016-08-05,85,59.0,,0.59,50.15
2016-08-06,76,59.0,,0.59,44.839999999999996
2016-08-07,77,59.0,,0.59,45.43
2016-08-08,68,59.0,,0.59,40.12
2016-08-09,78,59.0,,0.59,46.019999999999996
2016-08-10,82,59.0,,0.59,48.379999999999995
2016-08-11,71,59.0,,0.59,41.89
2016-08-12,64,59.0,,0.59,37.76
2016-08-13,70,59.0,,0.59,41.3
2016-08-14,63,59.0,,0.59,37.169999999999995
2016-08-15,82,59.0,,0.59,48.379999999999995
2016-08-16,81,59.0,,0.59,47.79
2016-08-17,53,59.0,,0.59,31.27
2016-08-18,88,59.0,,0.59,51.919999999999995
2016-08-19,72,59.0,,0.59,42.48
2016-08-20,51,59.0,,0.59,30.09
2016-08-21,66,59.0,,0.59,38.94
2016-08-22,82,59.0,,0.59,48.379999999999995
2016-08-23,75,59.0,,0.59,44.25
2016-08-24,79,59.0,,0.59,46.61
2016-08-25,84,59.0,,0.59,49.559999999999995
2016-08-26,83,59.0,,0.59,48.97
2016-08-27,73,59.0,,0.59,43.07
2016-08-28,97,59.0,,0.59,57.23
2016-08-29,100,59.0,,0.59,59.0
2016-08-30,81,59.0,,0.59,47.79
2016-08-31,100,59.0,,0.59,59.0
2016-09-01,64,75.0,False,0.75,48.0
2016-09-02,67,75.0,,0.75,50.25
2016-09-03,53,75.0,,0.75,39.75
2016-09-04,64,75.0,,0.75,48.0
2016-09-05,74,75.0,,0.75,55.5
2016-09-06,65,75.0,,0.75,48.75
2016-09-07,85,75.0,,0.75,63.75
2016-09-08,71,75.0,,0.75,53.25
2016-09-09,69,75.0,,0.75,51.75
2016-09-10,55,75.0,,0.75,41.25
2016-09-11,81,75.0,,0.75,60.75
2016-09-12,71,75.0,,0.75,53.25
2016-09-13,75,75.0,,0.75,56.25
2016-09-14,80,75.0,,0.75,60.0
2016-09-15,89,75.0,,0.75,66.75
2016-09-16,63,75.0,,0.75,47.25
2016-09-17,58,75.0,,0.75,43.5
2016-09-18,64,75.0,,0.75,48.0
2016-09-19,93,75.0,,0.75,69.75
2016-09-20,86,75.0,,0.75,64.5
2016-09-21,73,75.0,,0.75,54.75
2016-09-22,75,75.0,,0.75,56.25
2016-09-23,62,75.0,,0.75,46.5
2016-09-24,58,75.0,,0.75,43.5
2016-09-25,58,75.0,,0.75,43.5
2016-09-26,100,75.0,,0.75,75.0
2016-09-27,79,75.0,,0.75,59.25
2016-09-28,82,75.0,,0.75,61.5
2016-09-29,92,75.0,,0.75,69.0
2016-09-30,70,75.0,,0.75,52.5
2016-10-01,71,82.0,False,0.82,58.22
2016-10-02,68,82.0,,0.82,55.76
2016-10-03,80,82.0,,0.82,65.6
2016-10-04,86,82.0,,0.82,70.52
2016-10-05,86,82.0,,0.82,70.52
2016-10-06,93,82.0,,0.82,76.25999999999999
2016-10-07,66,82.0,,0.82,54.12
2016-10-08,63,82.0,,0.82,51.66
2016-10-09,74,82.0,,0.82,60.68
2016-10-10,92,82.0,,0.82,75.44
2016-10-11,100,82.0,,0.82,82.0
2016-10-12,99,82.0,,0.82,81.17999999999999
2016-10-13,86,82.0,,0.82,70.52
2016-10-14,72,82.0,,0.82,59.04
2016-10-15,59,82.0,,0.82,48.379999999999995
2016-10-16,62,82.0,,0.82,50.839999999999996
2016-10-17,98,82.0,,0.82,80.36
2016-10-18,100,82.0,,0.82,82.0
2016-10-19,86,82.0,,0.82,70.52
2016-10-20,73,82.0,,0.82,59.86
2016-10-21,80,82.0,,0.82,65.6
2016-10-22,58,82.0,,0.82,47.559999999999995
2016-10-23,69,82.0,,0.82,56.58
2016-10-24,94,82.0,,0.82,77.08
2016-10-25,94,82.0,,0.82,77.08
2016-10-26,88,82.0,,0.82,72.16
2016-10-27,92,82.0,,0.82,75.44
2016-10-28,70,82.0,,0.82,57.4
2016-10-29,52,82.0,,0.82,42.64
2016-10-30,59,82.0,,0.82,48.379999999999995
2016-10-31,84,82.0,,0.82,68.88
2016-11-01,84,78.0,False,0.78,65.52
2016-11-02,88,78.0,,0.78,68.64
2016-11-03,89,78.0,,0.78,69.42
2016-11-04,97,78.0,,0.78,75.66
2016-11-05,48,78.0,,0.78,37.44
2016-11-06,69,78.0,,0.78,53.82
2016-11-07,92,78.0,,0.78,71.76
2016-11-08,88,78.0,,0.78,68.64
2016-11-09,65,78.0,,0.78,50.7
2016-11-10,96,78.0,,0.78,74.88
2016-11-11,79,78.0,,0.78,61.620000000000005
2016-11-12,51,78.0,,0.78,39.78
2016-11-13,65,78.0,,0.78,50.7
2016-11-14,89,78.0,,0.78,69.42
2016-11-15,100,78.0,,0.78,78.0
2016-11-16,81,78.0,,0.78,63.18
2016-11-17,91,78.0,,0.78,70.98
2016-11-18,75,78.0,,0.78,58.5
2016-11-19,45,78.0,,0.78,35.1
2016-11-20,70,78.0,,0.78,54.6
2016-11-21,80,78.0,,0.78,62.400000000000006
2016-11-22,65,78.0,,0.78,50.7
2016-11-23,58,78.0,,0.78,45.24
2016-11-24,55,78.0,,0.78,42.9
2016-11-25,60,78.0,,0.78,46.800000000000004
2016-11-26,44,78.0,,0.78,34.32
2016-11-27,62,78.0,,0.78,48.36
2016-11-28,82,78.0,,0.78,63.96
2016-11-29,93,78.0,,0.78,72.54
2016-11-30,88,78.0,,0.78,68.64
2016-12-01,71,70.0,False,0.7,49.699999999999996
2016-12-02,70,70.0,,0.7,49.0
2016-12-03,52,70.0,,0.7,36.4
2016-12-04,78,70.0,,0.7,54.599999999999994
2016-12-05,100,70.0,,0.7,70.0
2016-12-06,90,70.0,,0.7,62.99999999999999
2016-12-07,81,70.0,,0.7,56.699999999999996
2016-12-08,79,70.0,,0.7,55.3
2016-12-09,72,70.0,,0.7,50.4
2016-12-10,69,70.0,,0.7,48.3
2016-12-11,59,70.0,,0.7,41.3
2016-12-12,75,70.0,,0.7,52.5
2016-12-13,85,70.0,,0.7,59.49999999999999
2016-12-14,79,70.0,,0.7,55.3
2016-12-15,78,70.0,,0.7,54.599999999999994
2016-12-16,68,70.0,,0.7,47.599999999999994
2016-12-17,54,70.0,,0.7,37.8
2016-12-18,53,70.0,,0.7,37.099999999999994
2016-12-19,47,70.0,,0.7,32.9
2016-12-20,67,70.0,,0.7,46.9
2016-12-21,49,70.0,,0.7,34.3
2016-12-22,65,70.0,,0.7,45.5
2016-12-23,43,70.0,,0.7,30.099999999999998
2016-12-24,41,70.0,,0.7,28.7
2016-12-25,37,70.0,,0.7,25.9
2016-12-26,42,70.0,,0.7,29.4
2016-12-27,45,70.0,,0.7,31.499999999999996
2016-12-28,46,70.0,,0.7,32.199999999999996
2016-12-29,57,70.0,,0.7,39.9
2016-12-30,46,70.0,,0.7,32.199999999999996
2016-12-31,54,70.0,,0.7,37.8
2017-01-01,51,73.0,False,0.73,37.23
2017-01-02,44,73.0,,0.73,32.12
2017-01-03,58,73.0,,0.73,42.339999999999996
2017-01-04,65,73.0,,0.73,47.449999999999996
2017-01-05,70,73.0,,0.73,51.1
2017-01-06,54,73.0,,0.73,39.42
2017-01-07,49,73.0,,0.73,35.769999999999996
2017-01-08,48,73.0,,0.73,35.04
2017-01-09,57,73.0,,0.73,41.61
2017-01-10,66,73.0,,0.73,48.18
2017-01-11,61,73.0,,0.73,44.53
2017-01-12,63,73.0,,0.73,45.99
2017-01-13,60,73.0,,0.73,43.8
2017-01-14,46,73.0,,0.73,33.58
2017-01-15,51,73.0,,0.73,37.23
2017-01-16,64,73.0,,0.73,46.72
2017-01-17,77,73.0,,0.73,56.21
2017-01-18,74,73.0,,0.73,54.019999999999996
2017-01-19,75,73.0,,0.73,54.75
2017-01-20,65,73.0,,0.73,47.449999999999996
2017-01-21,52,73.0,,0.73,37.96
2017-01-22,65,73.0,,0.73,47.449999999999996
2017-01-23,82,73.0,,0.73,59.86
2017-01-24,82,73.0,,0.73,59.86
2017-01-25,80,73.0,,0.73,58.4
2017-01-26,80,73.0,,0.73,58.4
2017-01-27,71,73.0,,0.73,51.83
2017-01-28,60,73.0,,0.73,43.8
2017-01-29,66,73.0,,0.73,48.18
2017-01-30,100,73.0,,0.73,73.0
2017-01-31,84,73.0,,0.73,61.32
2017-02-01,100,84.0,False,0.84,84.0
2017-02-02,66,84.0,,0.84,55.44
2017-02-03,72,84.0,,0.84,60.48
2017-02-04,62,84.0,,0.84,52.08
2017-02-05,68,84.0,,0.84,57.12
2017-02-06,73,84.0,,0.84,61.32
2017-02-07,84,84.0,,0.84,70.56
2017-02-08,81,84.0,,0.84,68.03999999999999
2017-02-09,85,84.0,,0.84,71.39999999999999
2017-02-10,59,84.0,,0.84,49.559999999999995
2017-02-11,56,84.0,,0.84,47.04
2017-02-12,91,84.0,,0.84,76.44
2017-02-13,70,84.0,,0.84,58.8
2017-02-14,92,84.0,,0.84,77.28
2017-02-15,78,84.0,,0.84,65.52
2017-02-16,80,84.0,,0.84,67.2
2017-02-17,84,84.0,,0.84,70.56
2017-02-18,62,84.0,,0.84,52.08
2017-02-19,58,84.0,,0.84,48.72
2017-02-20,65,84.0,,0.84,54.6
2017-02-21,88,84.0,,0.84,73.92
2017-02-22,68,84.0,,0.84,57.12
2017-02-23,76,84.0,,0.84,63.839999999999996
2017-02-24,58,84.0,,0.84,48.72
2017-02-25,59,84.0,,0.84,49.559999999999995
2017-02-26,64,84.0,,0.84,53.76
2017-02-27,96,84.0,,0.84,80.64
2017-02-28,81,84.0,,0.84,68.03999999999999
2017-03-01,100,83.0,False,0.83,83.0
2017-03-02,79,83.0,,0.83,65.57
2017-03-03,76,83.0,,0.83,63.08
2017-03-04,74,83.0,,0.83,61.419999999999995
2017-03-05,73,83.0,,0.83,60.589999999999996
2017-03-06,80,83.0,,0.83,66.39999999999999
2017-03-07,86,83.0,,0.83,71.38
2017-03-08,90,83.0,,0.83,74.7
2017-03-09,85,83.0,,0.83,70.55
2017-03-10,66,83.0,,0.83,54.779999999999994
2017-03-11,49,83.0,,0.83,40.669999999999995
2017-03-12,51,83.0,,0.83,42.33
2017-03-13,74,83.0,,0.83,61.419999999999995
2017-03-14,61,83.0,,0.83,50.629999999999995
2017-03-15,69,83.0,,0.83,57.269999999999996
2017-03-16,73,83.0,,0.83,60.589999999999996
2017-03-17,74,83.0,,0.83,61.419999999999995
2017-03-18,38,83.0,,0.83,31.54
2017-03-19,78,83.0,,0.83,64.74
2017-03-20,78,83.0,,0.83,64.74
2017-03-21,91,83.0,,0.83,75.53
2017-03-22,73,83.0,,0.83,60.589999999999996
2017-03-23,68,83.0,,0.83,56.44
2017-03-24,73,83.0,,0.83,60.589999999999996
2017-03-25,46,83.0,,0.83,38.18
2017-03-26,51,83.0,,0.83,42.33
2017-03-27,76,83.0,,0.83,63.08
2017-03-28,86,83.0,,0.83,71.38
2017-03-29,80,83.0,,0.83,66.39999999999999
2017-03-30,81,83.0,,0.83,67.22999999999999
2017-03-31,54,83.0,,0.83,44.82
2017-04-01,55,84.0,False,0.84,46.199999999999996
2017-04-02,72,84.0,,0.84,60.48
2017-04-03,83,84.0,,0.84,69.72
2017-04-04,92,84.0,,0.84,77.28
2017-04-05,88,84.0,,0.84,73.92
2017-04-06,87,84.0,,0.84,73.08
2017-04-07,61,84.0,,0.84,51.239999999999995
2017-04-08,53,84.0,,0.84,44.519999999999996
2017-04-09,57,84.0,,0.84,47.879999999999995
2017-04-10,86,84.0,,0.84,72.24
2017-04-11,83,84.0,,0.84,69.72
2017-04-12,66,84.0,,0.84,55.44
2017-04-13,75,84.0,,0.84,63.0
2017-04-14,62,84.0,,0.84,52.08
2017-04-15,56,84.0,,0.84,47.04
2017-04-16,65,84.0,,0.84,54.6
2017-04-17,77,84.0,,0.84,64.67999999999999
2017-04-18,98,84.0,,0.84,82.32
2017-04-19,79,84.0,,0.84,66.36
2017-04-20,84,84.0,,0.84,70.56
2017-04-21,70,84.0,,0.84,58.8
2017-04-22,55,84.0,,0.84,46.199999999999996
2017-04-23,67,84.0,,0.84,56.28
2017-04-24,100,84.0,,0.84,84.0
2017-04-25,87,84.0,,0.84,73.08
2017-04-26,90,84.0,,0.84,75.6
2017-04-27,81,84.0,,0.84,68.03999999999999
2017-04-28,70,84.0,,0.84,58.8
2017-04-29,51,84.0,,0.84,42.839999999999996
2017-04-30,61,84.0,,0.84,51.239999999999995
2017-05-01,87,71.0,False,0.71,61.769999999999996
2017-05-02,88,71.0,,0.71,62.48
2017-05-03,100,71.0,,0.71,71.0
2017-05-04,73,71.0,,0.71,51.83
2017-05-05,91,71.0,,0.71,64.61
2017-05-06,55,71.0,,0.71,39.05
2017-05-07,66,71.0,,0.71,46.86
2017-05-08,79,71.0,,0.71,56.089999999999996
2017-05-09,85,71.0,,0.71,60.349999999999994
2017-05-10,79,71.0,,0.71,56.089999999999996
2017-05-11,75,71.0,,0.71,53.25
2017-05-12,60,71.0,,0.71,42.599999999999994
2017-05-13,55,71.0,,0.71,39.05
2017-05-14,54,71.0,,0.71,38.339999999999996
2017-05-15,68,71.0,,0.71,48.28
2017-05-16,64,71.0,,0.71,45.44
2017-05-17,62,71.0,,0.71,44.019999999999996
2017-05-18,62,71.0,,0.71,44.019999999999996
2017-05-19,50,71.0,,0.71,35.5
2017-05-20,40,71.0,,0.71,28.4
2017-05-21,72,71.0,,0.71,51.12
2017-05-22,62,71.0,,0.71,44.019999999999996
2017-05-23,53,71.0,,0.71,37.629999999999995
2017-05-24,65,71.0,,0.71,46.15
2017-05-25,69,71.0,,0.71,48.989999999999995
2017-05-26,54,71.0,,0.71,38.339999999999996
2017-05-27,44,71.0,,0.71,31.24
2017-05-28,53,71.0,,0.71,37.629999999999995
2017-05-29,54,71.0,,0.71,38.339999999999996
2017-05-30,65,71.0,,0.71,46.15
2017-05-31,62,71.0,,0.71,44.019999999999996
2017-06-01,90,68.0,False,0.68,61.2
2017-06-02,75,68.0,,0.68,51.00000000000001
2017-06-03,73,68.0,,0.68,49.64
2017-06-04,96,68.0,,0.68,65.28
2017-06-05,100,68.0,,0.68,68.0
2017-06-06,90,68.0,,0.68,61.2
2017-06-07,80,68.0,,0.68,54.400000000000006
2017-06-08,82,68.0,,0.68,55.760000000000005
2017-06-09,73,68.0,,0.68,49.64
2017-06-10,60,68.0,,0.68,40.800000000000004
2017-06-11,67,68.0,,0.68,45.56
2017-06-12,74,68.0,,0.68,50.32
2017-06-13,81,68.0,,0.68,55.080000000000005
2017-06-14,87,68.0,,0.68,59.160000000000004
2017-06-15,85,68.0,,0.68,57.800000000000004
2017-06-16,67,68.0,,0.68,45.56
2017-06-17,71,68.0,,0.68,48.28
2017-06-18,76,68.0,,0.68,51.68000000000001
2017-06-19,70,68.0,,0.68,47.6
2017-06-20,93,68.0,,0.68,63.24
2017-06-21,66,68.0,,0.68,44.88
2017-06-22,82,68.0,,0.68,55.760000000000005
2017-06-23,84,68.0,,0.68,57.120000000000005
2017-06-24,71,68.0,,0.68,48.28
2017-06-25,60,68.0,,0.68,40.800000000000004
2017-06-26,83,68.0,,0.68,56.440000000000005
2017-06-27,77,68.0,,0.68,52.36000000000001
2017-06-28,87,68.0,,0.68,59.160000000000004
2017-06-29,80,68.0,,0.68,54.400000000000006
2017-06-30,58,68.0,,0.68,39.440000000000005
2017-07-01,82,61.0,False,0.61,50.019999999999996
2017-07-02,53,61.0,,0.61,32.33
2017-07-03,75,61.0,,0.61,45.75
2017-07-04,91,61.0,,0.61,55.51
2017-07-05,80,61.0,,0.61,48.8
2017-07-06,75,61.0,,0.61,45.75
2017-07-07,99,61.0,,0.61,60.39
2017-07-08,80,61.0,,0.61,48.8
2017-07-09,78,61.0,,0.61,47.58
2017-07-10,75,61.0,,0.61,45.75
2017-07-11,96,61.0,,0.61,58.56
2017-07-12,81,61.0,,0.61,49.41
2017-07-13,84,61.0,,0.61,51.24
2017-07-14,81,61.0,,0.61,49.41
2017-07-15,87,61.0,,0.61,53.07
2017-07-16,84,61.0,,0.61,51.24
2017-07-17,80,61.0,,0.61,48.8
2017-07-18,100,61.0,,0.61,61.0
2017-07-19,81,61.0,,0.61,49.41
2017-07-20,89,61.0,,0.61,54.29
2017-07-21,72,61.0,,0.61,43.92
2017-07-22,80,61.0,,0.61,48.8
2017-07-23,95,61.0,,0.61,57.949999999999996
2017-07-24,92,61.0,,0.61,56.12
2017-07-25,85,61.0,,0.61,51.85
2017-07-26,94,61.0,,0.61,57.339999999999996
2017-07-27,67,61.0,,0.61,40.87
2017-07-28,74,61.0,,0.61,45.14
2017-07-29,66,61.0,,0.61,40.26
2017-07-30,69,61.0,,0.61,42.089999999999996
2017-07-31,79,61.0,,0.61,48.19
2017-08-01,99,58.0,False,0.58,57.419999999999995
2017-08-02,84,58.0,,0.58,48.72
2017-08-03,92,58.0,,0.58,53.36
2017-08-04,95,58.0,,0.58,55.099999999999994
2017-08-05,65,58.0,,0.58,37.699999999999996
2017-08-06,84,58.0,,0.58,48.72
2017-08-07,95,58.0,,0.58,55.099999999999994
2017-08-08,92,58.0,,0.58,53.36
2017-08-09,84,58.0,,0.58,48.72
2017-08-10,87,58.0,,0.58,50.459999999999994
2017-08-11,79,58.0,,0.58,45.82
2017-08-12,68,58.0,,0.58,39.44
2017-08-13,83,58.0,,0.58,48.13999999999999
2017-08-14,89,58.0,,0.58,51.62
2017-08-15,86,58.0,,0.58,49.879999999999995
2017-08-16,83,58.0,,0.58,48.13999999999999
2017-08-17,82,58.0,,0.58,47.559999999999995
2017-08-18,63,58.0,,0.58,36.54
2017-08-19,73,58.0,,0.58,42.339999999999996
2017-08-20,61,58.0,,0.58,35.379999999999995
2017-08-21,77,58.0,,0.58,44.66
2017-08-22,92,58.0,,0.58,53.36
2017-08-23,95,58.0,,0.58,55.099999999999994
2017-08-24,86,58.0,,0.58,49.879999999999995
2017-08-25,86,58.0,,0.58,49.879999999999995
2017-08-26,66,58.0,,0.58,38.279999999999994
2017-08-27,63,58.0,,0.58,36.54
2017-08-28,94,58.0,,0.58,54.519999999999996
2017-08-29,100,58.0,,0.58,57.99999999999999
2017-08-30,96,58.0,,0.58,55.67999999999999
2017-08-31,88,58.0,,0.58,51.04
2017-09-01,58,73.0,False,0.73,42.339999999999996
2017-09-02,58,73.0,,0.73,42.339999999999996
2017-09-03,66,73.0,,0.73,48.18
2017-09-04,61,73.0,,0.73,44.53
2017-09-05,74,73.0,,0.73,54.019999999999996
2017-09-06,72,73.0,,0.73,52.56
2017-09-07,90,73.0,,0.73,65.7
2017-09-08,71,73.0,,0.73,51.83
2017-09-09,70,73.0,,0.73,51.1
2017-09-10,69,73.0,,0.73,50.37
2017-09-11,85,73.0,,0.73,62.05
2017-09-12,85,73.0,,0.73,62.05
2017-09-13,80,73.0,,0.73,58.4
2017-09-14,89,73.0,,0.73,64.97
2017-09-15,85,73.0,,0.73,62.05
2017-09-16,60,73.0,,0.73,43.8
2017-09-17,71,73.0,,0.73,51.83
2017-09-18,85,73.0,,0.73,62.05
2017-09-19,100,73.0,,0.73,73.0
2017-09-20,88,73.0,,0.73,64.24
2017-09-21,87,73.0,,0.73,63.51
2017-09-22,64,73.0,,0.73,46.72
2017-09-23,54,73.0,,0.73,39.42
2017-09-24,84,73.0,,0.73,61.32
2017-09-25,90,73.0,,0.73,65.7
2017-09-26,99,73.0,,0.73,72.27
2017-09-27,87,73.0,,0.73,63.51
2017-09-28,88,73.0,,0.73,64.24
2017-09-29,80,73.0,,0.73,58.4
2017-09-30,68,73.0,,0.73,49.64
2017-10-01,44,93.0,False,0.93,40.92
2017-10-02,54,93.0,,0.93,50.220000000000006
2017-10-03,67,93.0,,0.93,62.31
2017-10-04,52,93.0,,0.93,48.36
2017-10-05,50,93.0,,0.93,46.5
2017-10-06,51,93.0,,0.93,47.43
2017-10-07,42,93.0,,0.93,39.06
2017-10-08,57,93.0,,0.93,53.010000000000005
2017-10-09,59,93.0,,0.93,54.870000000000005
2017-10-10,69,93.0,,0.93,64.17
2017-10-11,54,93.0,,0.93,50.220000000000006
2017-10-12,56,93.0,,0.93,52.080000000000005
2017-10-13,76,93.0,,0.93,70.68
2017-10-14,82,93.0,,0.93,76.26
2017-10-15,100,93.0,,0.93,93.0
2017-10-16,82,93.0,,0.93,76.26
2017-10-17,84,93.0,,0.93,78.12
2017-10-18,76,93.0,,0.93,70.68
2017-10-19,72,93.0,,0.93,66.96000000000001
2017-10-20,67,93.0,,0.93,62.31
2017-10-21,59,93.0,,0.93,54.870000000000005
2017-10-22,71,93.0,,0.93,66.03
2017-10-23,71,93.0,,0.93,66.03
2017-10-24,74,93.0,,0.93,68.82000000000001
2017-10-25,67,93.0,,0.93,62.31
2017-10-26,73,93.0,,0.93,67.89
2017-10-27,55,93.0,,0.93,51.150000000000006
2017-10-28,47,93.0,,0.93,43.71
2017-10-29,59,93.0,,0.93,54.870000000000005
2017-10-30,72,93.0,,0.93,66.96000000000001
2017-10-31,81,93.0,,0.93,75.33
2017-11-01,99,85.0,False,0.85,84.14999999999999
2017-11-02,100,85.0,,0.85,85.0
2017-11-03,80,85.0,,0.85,68.0
2017-11-04,49,85.0,,0.85,41.65
2017-11-05,65,85.0,,0.85,55.25
2017-11-06,98,85.0,,0.85,83.3
2017-11-07,95,85.0,,0.85,80.75
2017-11-08,93,85.0,,0.85,79.05
2017-11-09,88,85.0,,0.85,74.8
2017-11-10,67,85.0,,0.85,56.949999999999996
2017-11-11,72,85.0,,0.85,61.199999999999996
2017-11-12,72,85.0,,0.85,61.199999999999996
2017-11-13,100,85.0,,0.85,85.0
2017-11-14,91,85.0,,0.85,77.35
2017-11-15,91,85.0,,0.85,77.35
2017-11-16,90,85.0,,0.85,76.5
2017-11-17,73,85.0,,0.85,62.05
2017-11-18,63,85.0,,0.85,53.55
2017-11-19,77,85.0,,0.85,65.45
2017-11-20,86,85.0,,0.85,73.1
2017-11-21,77,85.0,,0.85,65.45
2017-11-22,54,85.0,,0.85,45.9
2017-11-23,64,85.0,,0.85,54.4
2017-11-24,51,85.0,,0.85,43.35
2017-11-25,64,85.0,,0.85,54.4
2017-11-26,66,85.0,,0.85,56.1
2017-11-27,85,85.0,,0.85,72.25
2017-11-28,73,85.0,,0.85,62.05
2017-11-29,86,85.0,,0.85,73.1
2017-11-30,77,85.0,,0.85,65.45
2017-12-01,68,76.0,False,0.76,51.68
2017-12-02,69,76.0,,0.76,52.44
2017-12-03,82,76.0,,0.76,62.32
2017-12-04,94,76.0,,0.76,71.44
2017-12-05,92,76.0,,0.76,69.92
2017-12-06,74,76.0,,0.76,56.24
2017-12-07,100,76.0,,0.76,76.0
2017-12-08,87,76.0,,0.76,66.12
2017-12-09,76,76.0,,0.76,57.76
2017-12-10,61,76.0,,0.76,46.36
2017-12-11,84,76.0,,0.76,63.84
2017-12-12,97,76.0,,0.76,73.72
2017-12-13,75,76.0,,0.76,57.0
2017-12-14,61,76.0,,0.76,46.36
2017-12-15,65,76.0,,0.76,49.4
2017-12-16,76,76.0,,0.76,57.76
2017-12-17,50,76.0,,0.76,38.0
2017-12-18,60,76.0,,0.76,45.6
2017-12-19,67,76.0,,0.76,50.92
2017-12-20,59,76.0,,0.76,44.84
2017-12-21,52,76.0,,0.76,39.52
2017-12-22,71,76.0,,0.76,53.96
2017-12-23,61,76.0,,0.76,46.36
2017-12-24,59,76.0,,0.76,44.84
2017-12-25,63,76.0,,0.76,47.88
2017-12-26,50,76.0,,0.76,38.0
2017-12-27,71,76.0,,0.76,53.96
2017-12-28,45,76.0,,0.76,34.2
2017-12-29,73,76.0,,0.76,55.480000000000004
2017-12-30,51,76.0,,0.76,38.76
2017-12-31,59,76.0,,0.76,44.84
2018-01-01,58,74.0,False,0.74,42.92
2018-01-02,69,74.0,,0.74,51.06
2018-01-03,75,74.0,,0.74,55.5
2018-01-04,75,74.0,,0.74,55.5
2018-01-05,60,74.0,,0.74,44.4
2018-01-06,65,74.0,,0.74,48.1
2018-01-07,63,74.0,,0.74,46.62
2018-01-08,78,74.0,,0.74,57.72
