date,consumption_unscaled,consumption_monthly,isPartial,scale,consumption
2014-09-20,59,79.0,,0.79,46.61
2014-09-21,91,79.0,,0.79,71.89
2014-09-22,90,79.0,,0.79,71.10000000000001
2014-09-23,76,79.0,,0.79,60.040000000000006
2014-09-24,86,79.0,,0.79,67.94
2014-09-25,85,79.0,,0.79,67.15
2014-09-26,77,79.0,,0.79,60.830000000000005
2014-09-27,71,79.0,,0.79,56.09
2014-09-28,67,79.0,,0.79,52.93
2014-09-29,79,79.0,,0.79,62.410000000000004
2014-09-30,99,79.0,,0.79,78.21000000000001
2014-10-01,78,87.0,False,0.87,67.86
2014-10-02,57,87.0,,0.87,49.589999999999996
2014-10-03,72,87.0,,0.87,62.64
2014-10-04,65,87.0,,0.87,56.55
2014-10-05,90,87.0,,0.87,78.3
2014-10-06,86,87.0,,0.87,74.82
2014-10-07,79,87.0,,0.87,68.73
2014-10-08,99,87.0,,0.87,86.13
2014-10-09,76,87.0,,0.87,66.12
2014-10-10,48,87.0,,0.87,41.76
2014-10-11,59,87.0,,0.87,51.33
2014-10-12,71,87.0,,0.87,61.77
2014-10-13,86,87.0,,0.87,74.82
2014-10-14,100,87.0,,0.87,87.0
2014-10-15,87,87.0,,0.87,75.69
2014-10-16,79,87.0,,0.87,68.73
2014-10-17,76,87.0,,0.87,66.12
2014-10-18,58,87.0,,0.87,50.46
2014-10-19,59,87.0,,0.87,51.33
2014-10-20,89,87.0,,0.87,77.42999999999999
2014-10-21,79,87.0,,0.87,68.73
2014-10-22,75,87.0,,0.87,65.25
2014-10-23,70,87.0,,0.87,60.9
2014-10-24,57,87.0,,0.87,49.589999999999996
2014-10-25,72,87.0,,0.87,62.64
2014-10-26,47,87.0,,0.87,40.89
2014-10-27,100,87.0,,0.87,87.0
2014-10-28,86,87.0,,0.87,74.82
2014-10-29,92,87.0,,0.87,80.04
2014-10-30,93,87.0,,0.87,80.91
2014-10-31,81,87.0,,0.87,70.47
2014-11-01,29,100.0,False,1.0,29.0
2014-11-02,100,100.0,,1.0,100.0
2014-11-03,57,100.0,,1.0,57.0
2014-11-04,47,100.0,,1.0,47.0
2014-11-05,44,100.0,,1.0,44.0
2014-11-06,56,100.0,,1.0,56.0
2014-11-07,38,100.0,,1.0,38.0
2014-11-08,40,100.0,,1.0,40.0
2014-11-09,42,100.0,,1.0,42.0
2014-11-10,48,100.0,,1.0,48.0
2014-11-11,40,100.0,,1.0,40.0
2014-11-12,43,100.0,,1.0,43.0
2014-11-13,43,100.0,,1.0,43.0
2014-11-14,40,100.0,,1.0,40.0
2014-11-15,40,100.0,,1.0,40.0
2014-11-16,42,100.0,,1.0,42.0
2014-11-17,51,100.0,,1.0,51.0
2014-11-18,52,100.0,,1.0,52.0
2014-11-19,54,100.0,,1.0,54.0
2014-11-20,40,100.0,,1.0,40.0
2014-11-21,42,100.0,,1.0,42.0
2014-11-22,33,100.0,,1.0,33.0
2014-11-23,39,100.0,,1.0,39.0
2014-11-24,50,100.0,,1.0,50.0
2014-11-25,39,100.0,,1.0,39.0
2014-11-26,39,100.0,,1.0,39.0
2014-11-27,18,100.0,,1.0,18.0
2014-11-28,31,100.0,,1.0,31.0
2014-11-29,35,100.0,,1.0,35.0
2014-11-30,46,100.0,,1.0,46.0
2014-12-01,79,77.0,False,0.77,60.83
2014-12-02,66,77.0,,0.77,50.82
2014-12-03,87,77.0,,0.77,66.99
2014-12-04,83,77.0,,0.77,63.910000000000004
2014-12-05,100,77.0,,0.77,77.0
2014-12-06,60,77.0,,0.77,46.2
2014-12-07,81,77.0,,0.77,62.370000000000005
2014-12-08,78,77.0,,0.77,60.06
2014-12-09,72,77.0,,0.77,55.44
2014-12-10,74,77.0,,0.77,56.980000000000004
2014-12-11,75,77.0,,0.77,57.75
2014-12-12,66,77.0,,0.77,50.82
2014-12-13,44,77.0,,0.77,33.88
2014-12-14,51,77.0,,0.77,39.27
2014-12-15,65,77.0,,0.77,50.050000000000004
2014-12-16,73,77.0,,0.77,56.21
2014-12-17,55,77.0,,0.77,42.35
2014-12-18,56,77.0,,0.77,43.120000000000005
2014-12-19,55,77.0,,0.77,42.35
2014-12-20,38,77.0,,0.77,29.26
2014-12-21,40,77.0,,0.77,30.8
2014-12-22,54,77.0,,0.77,41.58
2014-12-23,32,77.0,,0.77,24.64
2014-12-24,58,77.0,,0.77,44.660000000000004
2014-12-25,44,77.0,,0.77,33.88
2014-12-26,33,77.0,,0.77,25.41
2014-12-27,57,77.0,,0.77,43.89
2014-12-28,55,77.0,,0.77,42.35
2014-12-29,42,77.0,,0.77,32.34
2014-12-30,47,77.0,,0.77,36.19
2014-12-31,35,77.0,,0.77,26.95
2015-01-01,68,80.0,False,0.8,54.400000000000006
2015-01-02,57,80.0,,0.8,45.6
2015-01-03,67,80.0,,0.8,53.6
2015-01-04,64,80.0,,0.8,51.2
2015-01-05,62,80.0,,0.8,49.6
2015-01-06,79,80.0,,0.8,63.2
2015-01-07,73,80.0,,0.8,58.400000000000006
2015-01-08,79,80.0,,0.8,63.2
2015-01-09,56,80.0,,0.8,44.800000000000004
2015-01-10,74,80.0,,0.8,59.2
2015-01-11,78,80.0,,0.8,62.400000000000006
2015-01-12,81,80.0,,0.8,64.8
2015-01-13,83,80.0,,0.8,66.4
2015-01-14,83,80.0,,0.8,66.4
2015-01-15,64,80.0,,0.8,51.2
2015-01-16,72,80.0,,0.8,57.6
2015-01-17,64,80.0,,0.8,51.2
2015-01-18,59,80.0,,0.8,47.2
2015-01-19,64,80.0,,0.8,51.2
2015-01-20,84,80.0,,0.8,67.2
2015-01-21,67,80.0,,0.8,53.6
2015-01-22,72,80.0,,0.8,57.6
2015-01-23,94,80.0,,0.8,75.2
2015-01-24,57,80.0,,0.8,45.6
2015-01-25,100,80.0,,0.8,80.0
2015-01-26,80,80.0,,0.8,64.0
2015-01-27,93,80.0,,0.8,74.4
2015-01-28,99,80.0,,0.8,79.2
2015-01-29,81,80.0,,0.8,64.8
2015-01-30,87,80.0,,0.8,69.60000000000001
2015-01-31,77,80.0,,0.8,61.6
2015-02-01,47,83.0,False,0.83,39.01
2015-02-02,74,83.0,,0.83,61.419999999999995
2015-02-03,70,83.0,,0.83,58.099999999999994
2015-02-04,69,83.0,,0.83,57.269999999999996
2015-02-05,79,83.0,,0.83,65.57
2015-02-06,68,83.0,,0.83,56.44
2015-02-07,58,83.0,,0.83,48.14
2015-02-08,81,83.0,,0.83,67.22999999999999
2015-02-09,81,83.0,,0.83,67.22999999999999
2015-02-10,79,83.0,,0.83,65.57
2015-02-11,100,83.0,,0.83,83.0
2015-02-12,73,83.0,,0.83,60.589999999999996
2015-02-13,70,83.0,,0.83,58.099999999999994
2015-02-14,35,83.0,,0.83,29.049999999999997
2015-02-15,64,83.0,,0.83,53.12
2015-02-16,75,83.0,,0.83,62.25
2015-02-17,83,83.0,,0.83,68.89
2015-02-18,72,83.0,,0.83,59.76
2015-02-19,86,83.0,,0.83,71.38
2015-02-20,49,83.0,,0.83,40.669999999999995
2015-02-21,60,83.0,,0.83,49.8
2015-02-22,41,83.0,,0.83,34.03
2015-02-23,66,83.0,,0.83,54.779999999999994
2015-02-24,78,83.0,,0.83,64.74
2015-02-25,95,83.0,,0.83,78.85
2015-02-26,81,83.0,,0.83,67.22999999999999
2015-02-27,60,83.0,,0.83,49.8
2015-02-28,48,83.0,,0.83,39.839999999999996
2015-03-01,72,86.0,False,0.86,61.92
2015-03-02,69,86.0,,0.86,59.339999999999996
2015-03-03,84,86.0,,0.86,72.24
2015-03-04,81,86.0,,0.86,69.66
2015-03-05,89,86.0,,0.86,76.53999999999999
2015-03-06,65,86.0,,0.86,55.9
2015-03-07,66,86.0,,0.86,56.76
2015-03-08,70,86.0,,0.86,60.199999999999996
2015-03-09,80,86.0,,0.86,68.8
2015-03-10,87,86.0,,0.86,74.82
2015-03-11,86,86.0,,0.86,73.96
2015-03-12,90,86.0,,0.86,77.4
2015-03-13,88,86.0,,0.86,75.67999999999999
2015-03-14,50,86.0,,0.86,43.0
2015-03-15,64,86.0,,0.86,55.04
2015-03-16,80,86.0,,0.86,68.8
2015-03-17,83,86.0,,0.86,71.38
2015-03-18,89,86.0,,0.86,76.53999999999999
2015-03-19,82,86.0,,0.86,70.52
2015-03-20,69,86.0,,0.86,59.339999999999996
2015-03-21,52,86.0,,0.86,44.72
2015-03-22,63,86.0,,0.86,54.18
2015-03-23,72,86.0,,0.86,61.92
2015-03-24,85,86.0,,0.86,73.1
2015-03-25,100,86.0,,0.86,86.0
2015-03-26,73,86.0,,0.86,62.78
2015-03-27,67,86.0,,0.86,57.62
2015-03-28,54,86.0,,0.86,46.44
2015-03-29,62,86.0,,0.86,53.32
2015-03-30,94,86.0,,0.86,80.84
2015-03-31,75,86.0,,0.86,64.5
2015-04-01,67,95.0,False,0.95,63.65
2015-04-02,77,95.0,,0.95,73.14999999999999
2015-04-03,41,95.0,,0.95,38.949999999999996
2015-04-04,38,95.0,,0.95,36.1
2015-04-05,58,95.0,,0.95,55.099999999999994
2015-04-06,80,95.0,,0.95,76.0
2015-04-07,87,95.0,,0.95,82.64999999999999
2015-04-08,71,95.0,,0.95,67.45
2015-04-09,100,95.0,,0.95,95.0
2015-04-10,62,95.0,,0.95,58.9
2015-04-11,42,95.0,,0.95,39.9
2015-04-12,62,95.0,,0.95,58.9
2015-04-13,81,95.0,,0.95,76.95
2015-04-14,68,95.0,,0.95,64.6
2015-04-15,56,95.0,,0.95,53.199999999999996
2015-04-16,92,95.0,,0.95,87.39999999999999
2015-04-17,76,95.0,,0.95,72.2
2015-04-18,61,95.0,,0.95,57.949999999999996
2015-04-19,78,95.0,,0.95,74.1
2015-04-20,73,95.0,,0.95,69.35
2015-04-21,90,95.0,,0.95,85.5
2015-04-22,76,95.0,,0.95,72.2
2015-04-23,91,95.0,,0.95,86.45
2015-04-24,56,95.0,,0.95,53.199999999999996
2015-04-25,55,95.0,,0.95,52.25
2015-04-26,55,95.0,,0.95,52.25
2015-04-27,66,95.0,,0.95,62.699999999999996
2015-04-28,67,95.0,,0.95,63.65
2015-04-29,61,95.0,,0.95,57.949999999999996
2015-04-30,87,95.0,,0.95,82.64999999999999
2015-05-01,99,79.0,False,0.79,78.21000000000001
2015-05-02,74,79.0,,0.79,58.46
2015-05-03,94,79.0,,0.79,74.26
2015-05-04,94,79.0,,0.79,74.26
2015-05-05,84,79.0,,0.79,66.36
2015-05-06,97,79.0,,0.79,76.63000000000001
2015-05-07,93,79.0,,0.79,73.47
2015-05-08,80,79.0,,0.79,63.2
2015-05-09,76,79.0,,0.79,60.040000000000006
2015-05-10,55,79.0,,0.79,43.45
2015-05-11,97,79.0,,0.79,76.63000000000001
2015-05-12,100,79.0,,0.79,79.0
2015-05-13,97,79.0,,0.79,76.63000000000001
2015-05-14,77,79.0,,0.79,60.830000000000005
2015-05-15,76,79.0,,0.79,60.040000000000006
2015-05-16,53,79.0,,0.79,41.870000000000005
2015-05-17,67,79.0,,0.79,52.93
2015-05-18,96,79.0,,0.79,75.84
2015-05-19,81,79.0,,0.79,63.99
2015-05-20,84,79.0,,0.79,66.36
2015-05-21,66,79.0,,0.79,52.14
2015-05-22,66,79.0,,0.79,52.14
2015-05-23,64,79.0,,0.79,50.56
2015-05-24,60,79.0,,0.79,47.400000000000006
2015-05-25,66,79.0,,0.79,52.14
2015-05-26,88,79.0,,0.79,69.52000000000001
2015-05-27,66,79.0,,0.79,52.14
2015-05-28,82,79.0,,0.79,64.78
2015-05-29,67,79.0,,0.79,52.93
2015-05-30,75,79.0,,0.79,59.25
2015-05-31,54,79.0,,0.79,42.660000000000004
2015-06-01,100,66.0,False,0.66,66.0
2015-06-02,75,66.0,,0.66,49.5
2015-06-03,72,66.0,,0.66,47.52
2015-06-04,62,66.0,,0.66,40.92
2015-06-05,63,66.0,,0.66,41.580000000000005
2015-06-06,58,66.0,,0.66,38.28
2015-06-07,64,66.0,,0.66,42.24
2015-06-08,81,66.0,,0.66,53.46
2015-06-09,76,66.0,,0.66,50.160000000000004
2015-06-10,78,66.0,,0.66,51.480000000000004
2015-06-11,65,66.0,,0.66,42.9
2015-06-12,62,66.0,,0.66,40.92
2015-06-13,55,66.0,,0.66,36.300000000000004
2015-06-14,59,66.0,,0.66,38.940000000000005
2015-06-15,59,66.0,,0.66,38.940000000000005
2015-06-16,68,66.0,,0.66,44.88
2015-06-17,58,66.0,,0.66,38.28
2015-06-18,48,66.0,,0.66,31.68
2015-06-19,77,66.0,,0.66,50.82
2015-06-20,69,66.0,,0.66,45.54
2015-06-21,62,66.0,,0.66,40.92
2015-06-22,66,66.0,,0.66,43.56
2015-06-23,74,66.0,,0.66,48.84
2015-06-24,77,66.0,,0.66,50.82
2015-06-25,61,66.0,,0.66,40.260000000000005
2015-06-26,61,66.0,,0.66,40.260000000000005
2015-06-27,55,66.0,,0.66,36.300000000000004
2015-06-28,51,66.0,,0.66,33.660000000000004
2015-06-29,68,66.0,,0.66,44.88
2015-06-30,79,66.0,,0.66,52.14
2015-07-01,52,67.0,False,0.67,34.84
2015-07-02,65,67.0,,0.67,43.550000000000004
2015-07-03,49,67.0,,0.67,32.830000000000005
2015-07-04,54,67.0,,0.67,36.18
2015-07-05,48,67.0,,0.67,32.160000000000004
2015-07-06,76,67.0,,0.67,50.92
2015-07-07,64,67.0,,0.67,42.88
2015-07-08,100,67.0,,0.67,67.0
2015-07-09,73,67.0,,0.67,48.910000000000004
2015-07-10,70,67.0,,0.67,46.900000000000006
2015-07-11,52,67.0,,0.67,34.84
2015-07-12,78,67.0,,0.67,52.260000000000005
2015-07-13,82,67.0,,0.67,54.940000000000005
2015-07-14,74,67.0,,0.67,49.580000000000005
2015-07-15,98,67.0,,0.67,65.66000000000001
2015-07-16,84,67.0,,0.67,56.28
2015-07-17,54,67.0,,0.67,36.18
2015-07-18,66,67.0,,0.67,44.220000000000006
2015-07-19,64,67.0,,0.67,42.88
2015-07-20,67,67.0,,0.67,44.89
2015-07-21,81,67.0,,0.67,54.27
2015-07-22,75,67.0,,0.67,50.25
2015-07-23,78,67.0,,0.67,52.260000000000005
2015-07-24,69,67.0,,0.67,46.230000000000004
2015-07-25,64,67.0,,0.67,42.88
2015-07-26,70,67.0,,0.67,46.900000000000006
2015-07-27,68,67.0,,0.67,45.56
2015-07-28,90,67.0,,0.67,60.300000000000004
2015-07-29,60,67.0,,0.67,40.2
2015-07-30,70,67.0,,0.67,46.900000000000006
2015-07-31,66,67.0,,0.67,44.220000000000006
2015-08-01,70,64.0,False,0.64,44.800000000000004
2015-08-02,83,64.0,,0.64,53.120000000000005
2015-08-03,85,64.0,,0.64,54.4
2015-08-04,71,64.0,,0.64,45.44
2015-08-05,87,64.0,,0.64,55.68
2015-08-06,62,64.0,,0.64,39.68
2015-08-07,95,64.0,,0.64,60.800000000000004
2015-08-08,68,64.0,,0.64,43.52
2015-08-09,73,64.0,,0.64,46.72
2015-08-10,61,64.0,,0.64,39.04
2015-08-11,64,64.0,,0.64,40.96
2015-08-12,75,64.0,,0.64,48.0
2015-08-13,64,64.0,,0.64,40.96
2015-08-14,80,64.0,,0.64,51.2
2015-08-15,67,64.0,,0.64,42.88
2015-08-16,57,64.0,,0.64,36.480000000000004
2015-08-17,79,64.0,,0.64,50.56
2015-08-18,84,64.0,,0.64,53.76
2015-08-19,85,64.0,,0.64,54.4
2015-08-20,82,64.0,,0.64,52.480000000000004
2015-08-21,86,64.0,,0.64,55.04
2015-08-22,70,64.0,,0.64,44.800000000000004
2015-08-23,54,64.0,,0.64,34.56
2015-08-24,91,64.0,,0.64,58.24
2015-08-25,87,64.0,,0.64,55.68
2015-08-26,91,64.0,,0.64,58.24
2015-08-27,100,64.0,,0.64,64.0
2015-08-28,73,64.0,,0.64,46.72
2015-08-29,70,64.0,,0.64,44.800000000000004
2015-08-30,68,64.0,,0.64,43.52
2015-08-31,88,64.0,,0.64,56.32
2015-09-01,66,86.0,False,0.86,56.76
2015-09-02,55,86.0,,0.86,47.3
2015-09-03,60,86.0,,0.86,51.6
2015-09-04,56,86.0,,0.86,48.16
2015-09-05,49,86.0,,0.86,42.14
2015-09-06,100,86.0,,0.86,86.0
2015-09-07,72,86.0,,0.86,61.92
2015-09-08,87,86.0,,0.86,74.82
2015-09-09,57,86.0,,0.86,49.019999999999996
2015-09-10,65,86.0,,0.86,55.9
2015-09-11,57,86.0,,0.86,49.019999999999996
2015-09-12,49,86.0,,0.86,42.14
2015-09-13,51,86.0,,0.86,43.86
2015-09-14,59,86.0,,0.86,50.74
2015-09-15,58,86.0,,0.86,49.88
2015-09-16,82,86.0,,0.86,70.52
2015-09-17,81,86.0,,0.86,69.66
2015-09-18,97,86.0,,0.86,83.42
2015-09-19,59,86.0,,0.86,50.74
2015-09-20,57,86.0,,0.86,49.019999999999996
2015-09-21,69,86.0,,0.86,59.339999999999996
2015-09-22,68,86.0,,0.86,58.48
2015-09-23,72,86.0,,0.86,61.92
2015-09-24,45,86.0,,0.86,38.7
2015-09-25,52,86.0,,0.86,44.72
2015-09-26,66,86.0,,0.86,56.76
2015-09-27,44,86.0,,0.86,37.839999999999996
2015-09-28,66,86.0,,0.86,56.76
2015-09-29,84,86.0,,0.86,72.24
2015-09-30,90,86.0,,0.86,77.4
2015-10-01,73,93.0,False,0.93,67.89
2015-10-02,71,93.0,,0.93,66.03
2015-10-03,70,93.0,,0.93,65.10000000000001
2015-10-04,64,93.0,,0.93,59.52
2015-10-05,72,93.0,,0.93,66.96000000000001
2015-10-06,73,93.0,,0.93,67.89
2015-10-07,80,93.0,,0.93,74.4
2015-10-08,83,93.0,,0.93,77.19
2015-10-09,64,93.0,,0.93,59.52
2015-10-10,68,93.0,,0.93,63.24
2015-10-11,74,93.0,,0.93,68.82000000000001
2015-10-12,75,93.0,,0.93,69.75
2015-10-13,88,93.0,,0.93,81.84
2015-10-14,79,93.0,,0.93,73.47
2015-10-15,77,93.0,,0.93,71.61
2015-10-16,78,93.0,,0.93,72.54
2015-10-17,53,93.0,,0.93,49.29
2015-10-18,64,93.0,,0.93,59.52
2015-10-19,83,93.0,,0.93,77.19
2015-10-20,72,93.0,,0.93,66.96000000000001
2015-10-21,82,93.0,,0.93,76.26
2015-10-22,62,93.0,,0.93,57.660000000000004
2015-10-23,69,93.0,,0.93,64.17
2015-10-24,57,93.0,,0.93,53.010000000000005
2015-10-25,66,93.0,,0.93,61.38
2015-10-26,100,93.0,,0.93,93.0
2015-10-27,86,93.0,,0.93,79.98
2015-10-28,87,93.0,,0.93,80.91000000000001
2015-10-29,89,93.0,,0.93,82.77000000000001
2015-10-30,78,93.0,,0.93,72.54
2015-10-31,54,93.0,,0.93,50.220000000000006
2015-11-01,59,83.0,False,0.83,48.97
2015-11-02,78,83.0,,0.83,64.74
2015-11-03,96,83.0,,0.83,79.67999999999999
2015-11-04,67,83.0,,0.83,55.61
2015-11-05,77,83.0,,0.83,63.91
2015-11-06,81,83.0,,0.83,67.22999999999999
2015-11-07,67,83.0,,0.83,55.61
2015-11-08,53,83.0,,0.83,43.989999999999995
2015-11-09,79,83.0,,0.83,65.57
2015-11-10,71,83.0,,0.83,58.93
2015-11-11,75,83.0,,0.83,62.25
2015-11-12,87,83.0,,0.83,72.21
2015-11-13,66,83.0,,0.83,54.779999999999994
2015-11-14,58,83.0,,0.83,48.14
2015-11-15,68,83.0,,0.83,56.44
2015-11-16,76,83.0,,0.83,63.08
2015-11-17,100,83.0,,0.83,83.0
2015-11-18,71,83.0,,0.83,58.93
2015-11-19,72,83.0,,0.83,59.76
2015-11-20,68,83.0,,0.83,56.44
2015-11-21,63,83.0,,0.83,52.29
2015-11-22,57,83.0,,0.83,47.309999999999995
2015-11-23,67,83.0,,0.83,55.61
2015-11-24,51,83.0,,0.83,42.33
2015-11-25,45,83.0,,0.83,37.35
2015-11-26,36,83.0,,0.83,29.88
2015-11-27,42,83.0,,0.83,34.86
2015-11-28,58,83.0,,0.83,48.14
2015-11-29,45,83.0,,0.83,37.35
2015-11-30,88,83.0,,0.83,73.03999999999999
2015-12-01,66,84.0,False,0.84,55.44
2015-12-02,78,84.0,,0.84,65.52
2015-12-03,70,84.0,,0.84,58.8
2015-12-04,65,84.0,,0.84,54.6
2015-12-05,55,84.0,,0.84,46.199999999999996
2015-12-06,62,84.0,,0.84,52.08
2015-12-07,74,84.0,,0.84,62.16
2015-12-08,70,84.0,,0.84,58.8
2015-12-09,64,84.0,,0.84,53.76
2015-12-10,62,84.0,,0.84,52.08
2015-12-11,61,84.0,,0.84,51.239999999999995
2015-12-12,100,84.0,,0.84,84.0
2015-12-13,98,84.0,,0.84,82.32
2015-12-14,77,84.0,,0.84,64.67999999999999
2015-12-15,61,84.0,,0.84,51.239999999999995
2015-12-16,53,84.0,,0.84,44.519999999999996
2015-12-17,54,84.0,,0.84,45.36
2015-12-18,46,84.0,,0.84,38.64
2015-12-19,31,84.0,,0.84,26.04
2015-12-20,39,84.0,,0.84,32.76
2015-12-21,46,84.0,,0.84,38.64
2015-12-22,39,84.0,,0.84,32.76
2015-12-23,43,84.0,,0.84,36.12
2015-12-24,35,84.0,,0.84,29.4
2015-12-25,37,84.0,,0.84,31.08
2015-12-26,37,84.0,,0.84,31.08
2015-12-27,43,84.0,,0.84,36.12
2015-12-28,62,84.0,,0.84,52.08
2015-12-29,60,84.0,,0.84,50.4
2015-12-30,36,84.0,,0.84,30.24
2015-12-31,31,84.0,,0.84,26.04
2016-01-01,61,72.0,False,0.72,43.92
2016-01-02,100,72.0,,0.72,72.0
2016-01-03,80,72.0,,0.72,57.599999999999994
2016-01-04,74,72.0,,0.72,53.28
2016-01-05,81,72.0,,0.72,58.32
2016-01-06,73,72.0,,0.72,52.559999999999995
2016-01-07,90,72.0,,0.72,64.8
2016-01-08,74,72.0,,0.72,53.28
2016-01-09,47,72.0,,0.72,33.839999999999996
2016-01-10,67,72.0,,0.72,48.239999999999995
2016-01-11,94,72.0,,0.72,67.67999999999999
2016-01-12,84,72.0,,0.72,60.48
2016-01-13,87,72.0,,0.72,62.64
2016-01-14,83,72.0,,0.72,59.76
2016-01-15,71,72.0,,0.72,51.12
2016-01-16,69,72.0,,0.72,49.68
2016-01-17,80,72.0,,0.72,57.599999999999994
2016-01-18,83,72.0,,0.72,59.76
2016-01-19,95,72.0,,0.72,68.39999999999999
2016-01-20,93,72.0,,0.72,66.96
2016-01-21,81,72.0,,0.72,58.32
2016-01-22,85,72.0,,0.72,61.199999999999996
2016-01-23,72,72.0,,0.72,51.839999999999996
2016-01-24,72,72.0,,0.72,51.839999999999996
2016-01-25,98,72.0,,0.72,70.56
2016-01-26,83,72.0,,0.72,59.76
2016-01-27,91,72.0,,0.72,65.52
2016-01-28,94,72.0,,0.72,67.67999999999999
2016-01-29,89,72.0,,0.72,64.08
2016-01-30,70,72.0,,0.72,50.4
2016-01-31,75,72.0,,0.72,54.0
2016-02-01,84,83.0,False,0.83,69.72
2016-02-02,82,83.0,,0.83,68.06
2016-02-03,65,83.0,,0.83,53.949999999999996
2016-02-04,97,83.0,,0.83,80.50999999999999
2016-02-05,72,83.0,,0.83,59.76
2016-02-06,62,83.0,,0.83,51.46
2016-02-07,57,83.0,,0.83,47.309999999999995
2016-02-08,94,83.0,,0.83,78.02
2016-02-09,93,83.0,,0.83,77.19
2016-02-10,82,83.0,,0.83,68.06
2016-02-11,76,83.0,,0.83,63.08
2016-02-12,74,83.0,,0.83,61.419999999999995
2016-02-13,53,83.0,,0.83,43.989999999999995
2016-02-14,61,83.0,,0.83,50.629999999999995
2016-02-15,74,83.0,,0.83,61.419999999999995
2016-02-16,88,83.0,,0.83,73.03999999999999
2016-02-17,93,83.0,,0.83,77.19
2016-02-18,77,83.0,,0.83,63.91
2016-02-19,82,83.0,,0.83,68.06
2016-02-20,70,83.0,,0.83,58.099999999999994
2016-02-21,52,83.0,,0.83,43.16
2016-02-22,96,83.0,,0.83,79.67999999999999
2016-02-23,87,83.0,,0.83,72.21
2016-02-24,91,83.0,,0.83,75.53
2016-02-25,79,83.0,,0.83,65.57
2016-02-26,83,83.0,,0.83,68.89
2016-02-27,57,83.0,,0.83,47.309999999999995
2016-02-28,77,83.0,,0.83,63.91
2016-02-29,100,83.0,,0.83,83.0
2016-03-01,88,78.0,False,0.78,68.64
2016-03-02,84,78.0,,0.78,65.52
2016-03-03,92,78.0,,0.78,71.76
2016-03-04,81,78.0,,0.78,63.18
2016-03-05,55,78.0,,0.78,42.9
2016-03-06,56,78.0,,0.78,43.68
2016-03-07,100,78.0,,0.78,78.0
2016-03-08,81,78.0,,0.78,63.18
2016-03-09,91,78.0,,0.78,70.98
2016-03-10,82,78.0,,0.78,63.96
2016-03-11,81,78.0,,0.78,63.18
2016-03-12,50,78.0,,0.78,39.0
2016-03-13,59,78.0,,0.78,46.02
2016-03-14,90,78.0,,0.78,70.2
2016-03-15,82,78.0,,0.78,63.96
2016-03-16,79,78.0,,0.78,61.620000000000005
2016-03-17,79,78.0,,0.78,61.620000000000005
2016-03-18,71,78.0,,0.78,55.38
2016-03-19,45,78.0,,0.78,35.1
2016-03-20,64,78.0,,0.78,49.92
2016-03-21,80,78.0,,0.78,62.400000000000006
2016-03-22,74,78.0,,0.78,57.72
2016-03-23,68,78.0,,0.78,53.04
2016-03-24,71,78.0,,0.78,55.38
2016-03-25,75,78.0,,0.78,58.5
2016-03-26,51,78.0,,0.78,39.78
2016-03-27,60,78.0,,0.78,46.800000000000004
2016-03-28,88,78.0,,0.78,68.64
2016-03-29,79,78.0,,0.78,61.620000000000005
2016-03-30,72,78.0,,0.78,56.160000000000004
2016-03-31,85,78.0,,0.78,66.3
2016-04-01,55,89.0,False,0.89,48.95
2016-04-02,51,89.0,,0.89,45.39
2016-04-03,60,89.0,,0.89,53.4
2016-04-04,67,89.0,,0.89,59.63
2016-04-05,77,89.0,,0.89,68.53
2016-04-06,92,89.0,,0.89,81.88
2016-04-07,75,89.0,,0.89,66.75
2016-04-08,70,89.0,,0.89,62.300000000000004
2016-04-09,52,89.0,,0.89,46.28
2016-04-10,63,89.0,,0.89,56.07
2016-04-11,72,89.0,,0.89,64.08
2016-04-12,57,89.0,,0.89,50.730000000000004
2016-04-13,78,89.0,,0.89,69.42
2016-04-14,70,89.0,,0.89,62.300000000000004
2016-04-15,57,89.0,,0.89,50.730000000000004
2016-04-16,72,89.0,,0.89,64.08
2016-04-17,58,89.0,,0.89,51.62
2016-04-18,83,89.0,,0.89,73.87
2016-04-19,70,89.0,,0.89,62.300000000000004
2016-04-20,100,89.0,,0.89,89.0
2016-04-21,96,89.0,,0.89,85.44
2016-04-22,68,89.0,,0.89,60.52
2016-04-23,50,89.0,,0.89,44.5
2016-04-24,59,89.0,,0.89,52.51
2016-04-25,79,89.0,,0.89,70.31
2016-04-26,78,89.0,,0.89,69.42
2016-04-27,71,89.0,,0.89,63.19
2016-04-28,70,89.0,,0.89,62.300000000000004
2016-04-29,57,89.0,,0.89,50.730000000000004
2016-04-30,32,89.0,,0.89,28.48
2016-05-01,78,70.0,False,0.7,54.599999999999994
2016-05-02,98,70.0,,0.7,68.6
2016-05-03,100,70.0,,0.7,70.0
2016-05-04,85,70.0,,0.7,59.49999999999999
2016-05-05,93,70.0,,0.7,65.1
2016-05-06,77,70.0,,0.7,53.9
2016-05-07,49,70.0,,0.7,34.3
2016-05-08,75,70.0,,0.7,52.5
2016-05-09,100,70.0,,0.7,70.0
2016-05-10,91,70.0,,0.7,63.699999999999996
2016-05-11,90,70.0,,0.7,62.99999999999999
2016-05-12,79,70.0,,0.7,55.3
2016-05-13,79,70.0,,0.7,55.3
2016-05-14,65,70.0,,0.7,45.5
2016-05-15,68,70.0,,0.7,47.599999999999994
2016-05-16,74,70.0,,0.7,51.8
