date,money_unscaled,money_monthly,isPartial,scale,money
2015-02-06,100,63.0,,0.63,63.0
2015-02-07,94,63.0,,0.63,59.22
2015-02-08,95,63.0,,0.63,59.85
2015-02-09,92,63.0,,0.63,57.96
2015-02-10,96,63.0,,0.63,60.480000000000004
2015-02-11,100,63.0,,0.63,63.0
2015-02-12,99,63.0,,0.63,62.37
2015-02-13,96,63.0,,0.63,60.480000000000004
2015-02-14,86,63.0,,0.63,54.18
2015-02-15,84,63.0,,0.63,52.92
2015-02-16,88,63.0,,0.63,55.44
2015-02-17,93,63.0,,0.63,58.59
2015-02-18,99,63.0,,0.63,62.37
2015-02-19,96,63.0,,0.63,60.480000000000004
2015-02-20,95,63.0,,0.63,59.85
2015-02-21,93,63.0,,0.63,58.59
2015-02-22,95,63.0,,0.63,59.85
2015-02-23,91,63.0,,0.63,57.33
2015-02-24,93,63.0,,0.63,58.59
2015-02-25,99,63.0,,0.63,62.37
2015-02-26,91,63.0,,0.63,57.33
2015-02-27,90,63.0,,0.63,56.7
2015-02-28,94,63.0,,0.63,59.22
2015-03-01,90,64.0,False,0.64,57.6
2015-03-02,94,64.0,,0.64,60.160000000000004
2015-03-03,93,64.0,,0.64,59.52
2015-03-04,97,64.0,,0.64,62.08
2015-03-05,90,64.0,,0.64,57.6
2015-03-06,94,64.0,,0.64,60.160000000000004
2015-03-07,91,64.0,,0.64,58.24
2015-03-08,90,64.0,,0.64,57.6
2015-03-09,93,64.0,,0.64,59.52
2015-03-10,94,64.0,,0.64,60.160000000000004
2015-03-11,97,64.0,,0.64,62.08
2015-03-12,94,64.0,,0.64,60.160000000000004
2015-03-13,90,64.0,,0.64,57.6
2015-03-14,92,64.0,,0.64,58.88
2015-03-15,91,64.0,,0.64,58.24
2015-03-16,94,64.0,,0.64,60.160000000000004
2015-03-17,95,64.0,,0.64,60.800000000000004
2015-03-18,92,64.0,,0.64,58.88
2015-03-19,90,64.0,,0.64,57.6
2015-03-20,98,64.0,,0.64,62.72
2015-03-21,87,64.0,,0.64,55.68
2015-03-22,90,64.0,,0.64,57.6
2015-03-23,98,64.0,,0.64,62.72
2015-03-24,98,64.0,,0.64,62.72
2015-03-25,89,64.0,,0.64,56.96
2015-03-26,100,64.0,,0.64,64.0
2015-03-27,100,64.0,,0.64,64.0
2015-03-28,93,64.0,,0.64,59.52
2015-03-29,89,64.0,,0.64,56.96
2015-03-30,94,64.0,,0.64,60.160000000000004
2015-03-31,96,64.0,,0.64,61.44
2015-04-01,88,66.0,False,0.66,58.080000000000005
2015-04-02,89,66.0,,0.66,58.74
2015-04-03,92,66.0,,0.66,60.720000000000006
2015-04-04,90,66.0,,0.66,59.400000000000006
2015-04-05,87,66.0,,0.66,57.42
2015-04-06,89,66.0,,0.66,58.74
2015-04-07,91,66.0,,0.66,60.06
2015-04-08,95,66.0,,0.66,62.7
2015-04-09,93,66.0,,0.66,61.38
2015-04-10,92,66.0,,0.66,60.720000000000006
2015-04-11,89,66.0,,0.66,58.74
2015-04-12,100,66.0,,0.66,66.0
2015-04-13,96,66.0,,0.66,63.36
2015-04-14,97,66.0,,0.66,64.02
2015-04-15,97,66.0,,0.66,64.02
2015-04-16,97,66.0,,0.66,64.02
2015-04-17,94,66.0,,0.66,62.040000000000006
2015-04-18,85,66.0,,0.66,56.1
2015-04-19,91,66.0,,0.66,60.06
2015-04-20,96,66.0,,0.66,63.36
2015-04-21,95,66.0,,0.66,62.7
2015-04-22,92,66.0,,0.66,60.720000000000006
2015-04-23,94,66.0,,0.66,62.040000000000006
2015-04-24,94,66.0,,0.66,62.040000000000006
2015-04-25,86,66.0,,0.66,56.760000000000005
2015-04-26,89,66.0,,0.66,58.74
2015-04-27,95,66.0,,0.66,62.7
2015-04-28,92,66.0,,0.66,60.720000000000006
2015-04-29,93,66.0,,0.66,61.38
2015-04-30,96,66.0,,0.66,63.36
2015-05-01,80,66.0,False,0.66,52.800000000000004
2015-05-02,86,66.0,,0.66,56.760000000000005
2015-05-03,100,66.0,,0.66,66.0
2015-05-04,87,66.0,,0.66,57.42
2015-05-05,79,66.0,,0.66,52.14
2015-05-06,79,66.0,,0.66,52.14
2015-05-07,78,66.0,,0.66,51.480000000000004
2015-05-08,78,66.0,,0.66,51.480000000000004
2015-05-09,74,66.0,,0.66,48.84
2015-05-10,73,66.0,,0.66,48.18
2015-05-11,81,66.0,,0.66,53.46
2015-05-12,81,66.0,,0.66,53.46
2015-05-13,77,66.0,,0.66,50.82
2015-05-14,79,66.0,,0.66,52.14
2015-05-15,76,66.0,,0.66,50.160000000000004
2015-05-16,70,66.0,,0.66,46.2
2015-05-17,77,66.0,,0.66,50.82
2015-05-18,75,66.0,,0.66,49.5
2015-05-19,82,66.0,,0.66,54.120000000000005
2015-05-20,78,66.0,,0.66,51.480000000000004
2015-05-21,76,66.0,,0.66,50.160000000000004
2015-05-22,78,66.0,,0.66,51.480000000000004
2015-05-23,73,66.0,,0.66,48.18
2015-05-24,71,66.0,,0.66,46.86
2015-05-25,72,66.0,,0.66,47.52
2015-05-26,73,66.0,,0.66,48.18
2015-05-27,81,66.0,,0.66,53.46
2015-05-28,77,66.0,,0.66,50.82
2015-05-29,80,66.0,,0.66,52.800000000000004
2015-05-30,76,66.0,,0.66,50.160000000000004
2015-05-31,72,66.0,,0.66,47.52
2015-06-01,79,64.0,False,0.64,50.56
2015-06-02,79,64.0,,0.64,50.56
2015-06-03,81,64.0,,0.64,51.84
2015-06-04,83,64.0,,0.64,53.120000000000005
2015-06-05,80,64.0,,0.64,51.2
2015-06-06,81,64.0,,0.64,51.84
2015-06-07,80,64.0,,0.64,51.2
2015-06-08,77,64.0,,0.64,49.28
2015-06-09,83,64.0,,0.64,53.120000000000005
2015-06-10,77,64.0,,0.64,49.28
2015-06-11,77,64.0,,0.64,49.28
2015-06-12,81,64.0,,0.64,51.84
2015-06-13,77,64.0,,0.64,49.28
2015-06-14,86,64.0,,0.64,55.04
2015-06-15,98,64.0,,0.64,62.72
2015-06-16,83,64.0,,0.64,53.120000000000005
2015-06-17,76,64.0,,0.64,48.64
2015-06-18,79,64.0,,0.64,50.56
2015-06-19,74,64.0,,0.64,47.36
2015-06-20,75,64.0,,0.64,48.0
2015-06-21,73,64.0,,0.64,46.72
2015-06-22,84,64.0,,0.64,53.76
2015-06-23,75,64.0,,0.64,48.0
2015-06-24,79,64.0,,0.64,50.56
2015-06-25,80,64.0,,0.64,51.2
2015-06-26,80,64.0,,0.64,51.2
2015-06-27,77,64.0,,0.64,49.28
2015-06-28,80,64.0,,0.64,51.2
2015-06-29,100,64.0,,0.64,64.0
2015-06-30,91,64.0,,0.64,58.24
2015-07-01,86,69.0,False,0.69,59.339999999999996
2015-07-02,100,69.0,,0.69,69.0
2015-07-03,92,69.0,,0.69,63.48
2015-07-04,83,69.0,,0.69,57.269999999999996
2015-07-05,86,69.0,,0.69,59.339999999999996
2015-07-06,90,69.0,,0.69,62.099999999999994
2015-07-07,85,69.0,,0.69,58.65
2015-07-08,89,69.0,,0.69,61.41
2015-07-09,86,69.0,,0.69,59.339999999999996
2015-07-10,85,69.0,,0.69,58.65
2015-07-11,85,69.0,,0.69,58.65
2015-07-12,86,69.0,,0.69,59.339999999999996
2015-07-13,90,69.0,,0.69,62.099999999999994
2015-07-14,83,69.0,,0.69,57.269999999999996
2015-07-15,82,69.0,,0.69,56.58
2015-07-16,83,69.0,,0.69,57.269999999999996
2015-07-17,83,69.0,,0.69,57.269999999999996
2015-07-18,79,69.0,,0.69,54.51
2015-07-19,84,69.0,,0.69,57.959999999999994
2015-07-20,86,69.0,,0.69,59.339999999999996
2015-07-21,86,69.0,,0.69,59.339999999999996
2015-07-22,83,69.0,,0.69,57.269999999999996
2015-07-23,81,69.0,,0.69,55.88999999999999
2015-07-24,81,69.0,,0.69,55.88999999999999
2015-07-25,78,69.0,,0.69,53.81999999999999
2015-07-26,79,69.0,,0.69,54.51
2015-07-27,82,69.0,,0.69,56.58
2015-07-28,81,69.0,,0.69,55.88999999999999
2015-07-29,78,69.0,,0.69,53.81999999999999
2015-07-30,81,69.0,,0.69,55.88999999999999
2015-07-31,83,69.0,,0.69,57.269999999999996
2015-08-01,90,68.0,False,0.68,61.2
2015-08-02,89,68.0,,0.68,60.52
2015-08-03,92,68.0,,0.68,62.56
2015-08-04,92,68.0,,0.68,62.56
2015-08-05,89,68.0,,0.68,60.52
2015-08-06,88,68.0,,0.68,59.84
2015-08-07,93,68.0,,0.68,63.24
2015-08-08,92,68.0,,0.68,62.56
2015-08-09,89,68.0,,0.68,60.52
2015-08-10,91,68.0,,0.68,61.88
2015-08-11,91,68.0,,0.68,61.88
2015-08-12,90,68.0,,0.68,61.2
2015-08-13,89,68.0,,0.68,60.52
2015-08-14,92,68.0,,0.68,62.56
2015-08-15,88,68.0,,0.68,59.84
2015-08-16,93,68.0,,0.68,63.24
2015-08-17,91,68.0,,0.68,61.88
2015-08-18,95,68.0,,0.68,64.60000000000001
2015-08-19,87,68.0,,0.68,59.160000000000004
2015-08-20,93,68.0,,0.68,63.24
2015-08-21,92,68.0,,0.68,62.56
2015-08-22,91,68.0,,0.68,61.88
2015-08-23,93,68.0,,0.68,63.24
2015-08-24,100,68.0,,0.68,68.0
2015-08-25,94,68.0,,0.68,63.92
2015-08-26,92,68.0,,0.68,62.56
2015-08-27,91,68.0,,0.68,61.88
2015-08-28,90,68.0,,0.68,61.2
2015-08-29,90,68.0,,0.68,61.2
2015-08-30,90,68.0,,0.68,61.2
2015-08-31,100,68.0,,0.68,68.0
2015-09-01,95,62.0,False,0.62,58.9
2015-09-02,97,62.0,,0.62,60.14
2015-09-03,99,62.0,,0.62,61.38
2015-09-04,95,62.0,,0.62,58.9
2015-09-05,92,62.0,,0.62,57.04
2015-09-06,88,62.0,,0.62,54.56
2015-09-07,93,62.0,,0.62,57.66
2015-09-08,93,62.0,,0.62,57.66
2015-09-09,95,62.0,,0.62,58.9
2015-09-10,95,62.0,,0.62,58.9
2015-09-11,100,62.0,,0.62,62.0
2015-09-12,90,62.0,,0.62,55.8
2015-09-13,93,62.0,,0.62,57.66
2015-09-14,91,62.0,,0.62,56.42
2015-09-15,92,62.0,,0.62,57.04
2015-09-16,98,62.0,,0.62,60.76
2015-09-17,95,62.0,,0.62,58.9
2015-09-18,97,62.0,,0.62,60.14
2015-09-19,93,62.0,,0.62,57.66
2015-09-20,89,62.0,,0.62,55.18
2015-09-21,90,62.0,,0.62,55.8
2015-09-22,93,62.0,,0.62,57.66
2015-09-23,95,62.0,,0.62,58.9
2015-09-24,95,62.0,,0.62,58.9
2015-09-25,94,62.0,,0.62,58.28
2015-09-26,91,62.0,,0.62,56.42
2015-09-27,88,62.0,,0.62,54.56
2015-09-28,93,62.0,,0.62,57.66
2015-09-29,98,62.0,,0.62,60.76
2015-09-30,97,62.0,,0.62,60.14
2015-10-01,91,60.0,False,0.6,54.6
2015-10-02,93,60.0,,0.6,55.8
2015-10-03,88,60.0,,0.6,52.8
2015-10-04,85,60.0,,0.6,51.0
2015-10-05,88,60.0,,0.6,52.8
2015-10-06,92,60.0,,0.6,55.199999999999996
2015-10-07,91,60.0,,0.6,54.6
2015-10-08,92,60.0,,0.6,55.199999999999996
2015-10-09,91,60.0,,0.6,54.6
2015-10-10,91,60.0,,0.6,54.6
2015-10-11,84,60.0,,0.6,50.4
2015-10-12,90,60.0,,0.6,54.0
2015-10-13,90,60.0,,0.6,54.0
2015-10-14,91,60.0,,0.6,54.6
2015-10-15,93,60.0,,0.6,55.8
2015-10-16,90,60.0,,0.6,54.0
2015-10-17,82,60.0,,0.6,49.199999999999996
2015-10-18,83,60.0,,0.6,49.8
2015-10-19,88,60.0,,0.6,52.8
2015-10-20,90,60.0,,0.6,54.0
2015-10-21,92,60.0,,0.6,55.199999999999996
2015-10-22,100,60.0,,0.6,60.0
2015-10-23,92,60.0,,0.6,55.199999999999996
2015-10-24,83,60.0,,0.6,49.8
2015-10-25,80,60.0,,0.6,48.0
2015-10-26,89,60.0,,0.6,53.4
2015-10-27,86,60.0,,0.6,51.6
2015-10-28,90,60.0,,0.6,54.0
2015-10-29,91,60.0,,0.6,54.6
2015-10-30,90,60.0,,0.6,54.0
2015-10-31,82,60.0,,0.6,49.199999999999996
2015-11-01,87,60.0,False,0.6,52.199999999999996
2015-11-02,96,60.0,,0.6,57.599999999999994
2015-11-03,97,60.0,,0.6,58.199999999999996
2015-11-04,96,60.0,,0.6,57.599999999999994
2015-11-05,100,60.0,,0.6,60.0
2015-11-06,97,60.0,,0.6,58.199999999999996
2015-11-07,87,60.0,,0.6,52.199999999999996
2015-11-08,87,60.0,,0.6,52.199999999999996
2015-11-09,96,60.0,,0.6,57.599999999999994
2015-11-10,96,60.0,,0.6,57.599999999999994
2015-11-11,95,60.0,,0.6,57.0
2015-11-12,96,60.0,,0.6,57.599999999999994
2015-11-13,97,60.0,,0.6,58.199999999999996
2015-11-14,86,60.0,,0.6,51.6
2015-11-15,87,60.0,,0.6,52.199999999999996
2015-11-16,95,60.0,,0.6,57.0
2015-11-17,94,60.0,,0.6,56.4
2015-11-18,97,60.0,,0.6,58.199999999999996
2015-11-19,97,60.0,,0.6,58.199999999999996
2015-11-20,95,60.0,,0.6,57.0
2015-11-21,86,60.0,,0.6,51.6
2015-11-22,86,60.0,,0.6,51.6
2015-11-23,95,60.0,,0.6,57.0
2015-11-24,94,60.0,,0.6,56.4
2015-11-25,87,60.0,,0.6,52.199999999999996
2015-11-26,79,60.0,,0.6,47.4
2015-11-27,85,60.0,,0.6,51.0
2015-11-28,88,60.0,,0.6,52.8
2015-11-29,91,60.0,,0.6,54.6
2015-11-30,94,60.0,,0.6,56.4
2015-12-01,91,61.0,False,0.61,55.51
2015-12-02,94,61.0,,0.61,57.339999999999996
2015-12-03,95,61.0,,0.61,57.949999999999996
2015-12-04,93,61.0,,0.61,56.73
2015-12-05,86,61.0,,0.61,52.46
2015-12-06,85,61.0,,0.61,51.85
2015-12-07,89,61.0,,0.61,54.29
2015-12-08,91,61.0,,0.61,55.51
2015-12-09,92,61.0,,0.61,56.12
2015-12-10,90,61.0,,0.61,54.9
2015-12-11,94,61.0,,0.61,57.339999999999996
2015-12-12,84,61.0,,0.61,51.24
2015-12-13,88,61.0,,0.61,53.68
2015-12-14,93,61.0,,0.61,56.73
2015-12-15,99,61.0,,0.61,60.39
2015-12-16,97,61.0,,0.61,59.17
2015-12-17,96,61.0,,0.61,58.56
2015-12-18,95,61.0,,0.61,57.949999999999996
2015-12-19,91,61.0,,0.61,55.51
2015-12-20,88,61.0,,0.61,53.68
2015-12-21,89,61.0,,0.61,54.29
2015-12-22,89,61.0,,0.61,54.29
2015-12-23,93,61.0,,0.61,56.73
2015-12-24,90,61.0,,0.61,54.9
2015-12-25,83,61.0,,0.61,50.629999999999995
2015-12-26,90,61.0,,0.61,54.9
2015-12-27,95,61.0,,0.61,57.949999999999996
2015-12-28,100,61.0,,0.61,61.0
2015-12-29,100,61.0,,0.61,61.0
2015-12-30,97,61.0,,0.61,59.17
2015-12-31,100,61.0,,0.61,61.0
2016-01-01,73,71.0,False,0.71,51.83
2016-01-02,86,71.0,,0.71,61.059999999999995
2016-01-03,80,71.0,,0.71,56.8
2016-01-04,86,71.0,,0.71,61.059999999999995
2016-01-05,84,71.0,,0.71,59.64
2016-01-06,85,71.0,,0.71,60.349999999999994
2016-01-07,91,71.0,,0.71,64.61
2016-01-08,90,71.0,,0.71,63.9
2016-01-09,86,71.0,,0.71,61.059999999999995
2016-01-10,91,71.0,,0.71,64.61
2016-01-11,85,71.0,,0.71,60.349999999999994
2016-01-12,88,71.0,,0.71,62.48
2016-01-13,90,71.0,,0.71,63.9
2016-01-14,100,71.0,,0.71,71.0
2016-01-15,88,71.0,,0.71,62.48
2016-01-16,85,71.0,,0.71,60.349999999999994
2016-01-17,79,71.0,,0.71,56.089999999999996
2016-01-18,82,71.0,,0.71,58.22
2016-01-19,83,71.0,,0.71,58.93
2016-01-20,85,71.0,,0.71,60.349999999999994
2016-01-21,85,71.0,,0.71,60.349999999999994
2016-01-22,86,71.0,,0.71,61.059999999999995
2016-01-23,81,71.0,,0.71,57.51
2016-01-24,81,71.0,,0.71,57.51
2016-01-25,80,71.0,,0.71,56.8
2016-01-26,85,71.0,,0.71,60.349999999999994
2016-01-27,94,71.0,,0.71,66.74
2016-01-28,87,71.0,,0.71,61.769999999999996
2016-01-29,85,71.0,,0.71,60.349999999999994
2016-01-30,85,71.0,,0.71,60.349999999999994
2016-01-31,81,71.0,,0.71,57.51
2016-02-01,92,69.0,False,0.69,63.48
2016-02-02,92,69.0,,0.69,63.48
2016-02-03,100,69.0,,0.69,69.0
2016-02-04,95,69.0,,0.69,65.55
2016-02-05,96,69.0,,0.69,66.24
2016-02-06,92,69.0,,0.69,63.48
2016-02-07,90,69.0,,0.69,62.099999999999994
2016-02-08,90,69.0,,0.69,62.099999999999994
2016-02-09,90,69.0,,0.69,62.099999999999994
2016-02-10,98,69.0,,0.69,67.61999999999999
2016-02-11,96,69.0,,0.69,66.24
2016-02-12,88,69.0,,0.69,60.72
2016-02-13,90,69.0,,0.69,62.099999999999994
2016-02-14,80,69.0,,0.69,55.199999999999996
2016-02-15,83,69.0,,0.69,57.269999999999996
2016-02-16,91,69.0,,0.69,62.78999999999999
2016-02-17,99,69.0,,0.69,68.30999999999999
2016-02-18,96,69.0,,0.69,66.24
2016-02-19,95,69.0,,0.69,65.55
2016-02-20,85,69.0,,0.69,58.65
2016-02-21,90,69.0,,0.69,62.099999999999994
2016-02-22,92,69.0,,0.69,63.48
2016-02-23,90,69.0,,0.69,62.099999999999994
2016-02-24,93,69.0,,0.69,64.17
2016-02-25,94,69.0,,0.69,64.86
2016-02-26,90,69.0,,0.69,62.099999999999994
2016-02-27,88,69.0,,0.69,60.72
2016-02-28,80,69.0,,0.69,55.199999999999996
2016-02-29,86,69.0,,0.69,59.339999999999996
2016-03-01,96,63.0,False,0.63,60.480000000000004
2016-03-02,96,63.0,,0.63,60.480000000000004
2016-03-03,97,63.0,,0.63,61.11
2016-03-04,99,63.0,,0.63,62.37
2016-03-05,93,63.0,,0.63,58.59
2016-03-06,90,63.0,,0.63,56.7
2016-03-07,90,63.0,,0.63,56.7
2016-03-08,93,63.0,,0.63,58.59
2016-03-09,96,63.0,,0.63,60.480000000000004
2016-03-10,95,63.0,,0.63,59.85
2016-03-11,91,63.0,,0.63,57.33
2016-03-12,85,63.0,,0.63,53.55
2016-03-13,88,63.0,,0.63,55.44
2016-03-14,94,63.0,,0.63,59.22
2016-03-15,93,63.0,,0.63,58.59
2016-03-16,94,63.0,,0.63,59.22
2016-03-17,92,63.0,,0.63,57.96
2016-03-18,89,63.0,,0.63,56.07
2016-03-19,85,63.0,,0.63,53.55
2016-03-20,88,63.0,,0.63,55.44
2016-03-21,95,63.0,,0.63,59.85
2016-03-22,93,63.0,,0.63,58.59
2016-03-23,93,63.0,,0.63,58.59
2016-03-24,89,63.0,,0.63,56.07
2016-03-25,85,63.0,,0.63,53.55
2016-03-26,87,63.0,,0.63,54.81
2016-03-27,87,63.0,,0.63,54.81
2016-03-28,96,63.0,,0.63,60.480000000000004
2016-03-29,97,63.0,,0.63,61.11
2016-03-30,100,63.0,,0.63,63.0
2016-03-31,98,63.0,,0.63,61.74
2016-04-01,91,67.0,False,0.67,60.970000000000006
2016-04-02,88,67.0,,0.67,58.96
2016-04-03,91,67.0,,0.67,60.970000000000006
2016-04-04,93,67.0,,0.67,62.31
2016-04-05,97,67.0,,0.67,64.99000000000001
2016-04-06,94,67.0,,0.67,62.980000000000004
2016-04-07,97,67.0,,0.67,64.99000000000001
2016-04-08,94,67.0,,0.67,62.980000000000004
2016-04-09,90,67.0,,0.67,60.300000000000004
2016-04-10,99,67.0,,0.67,66.33
2016-04-11,98,67.0,,0.67,65.66000000000001
2016-04-12,94,67.0,,0.67,62.980000000000004
2016-04-13,95,67.0,,0.67,63.650000000000006
2016-04-14,93,67.0,,0.67,62.31
2016-04-15,94,67.0,,0.67,62.980000000000004
2016-04-16,86,67.0,,0.67,57.620000000000005
2016-04-17,91,67.0,,0.67,60.970000000000006
2016-04-18,96,67.0,,0.67,64.32000000000001
2016-04-19,94,67.0,,0.67,62.980000000000004
2016-04-20,100,67.0,,0.67,67.0
2016-04-21,99,67.0,,0.67,66.33
2016-04-22,94,67.0,,0.67,62.980000000000004
2016-04-23,87,67.0,,0.67,58.290000000000006
2016-04-24,89,67.0,,0.67,59.63
2016-04-25,92,67.0,,0.67,61.64
2016-04-26,96,67.0,,0.67,64.32000000000001
2016-04-27,95,67.0,,0.67,63.650000000000006
2016-04-28,97,67.0,,0.67,64.99000000000001
2016-04-29,97,67.0,,0.67,64.99000000000001
2016-04-30,86,67.0,,0.67,57.620000000000005
2016-05-01,76,69.0,False,0.69,52.44
2016-05-02,81,69.0,,0.69,55.88999999999999
2016-05-03,84,69.0,,0.69,57.959999999999994
2016-05-04,81,69.0,,0.69,55.88999999999999
2016-05-05,84,69.0,,0.69,57.959999999999994
2016-05-06,79,69.0,,0.69,54.51
2016-05-07,78,69.0,,0.69,53.81999999999999
2016-05-08,72,69.0,,0.69,49.67999999999999
2016-05-09,81,69.0,,0.69,55.88999999999999
2016-05-10,81,69.0,,0.69,55.88999999999999
2016-05-11,83,69.0,,0.69,57.269999999999996
2016-05-12,87,69.0,,0.69,60.029999999999994
2016-05-13,95,69.0,,0.69,65.55
2016-05-14,100,69.0,,0.69,69.0
2016-05-15,94,69.0,,0.69,64.86
2016-05-16,92,69.0,,0.69,63.48
2016-05-17,87,69.0,,0.69,60.029999999999994
2016-05-18,84,69.0,,0.69,57.959999999999994
2016-05-19,83,69.0,,0.69,57.269999999999996
2016-05-20,86,69.0,,0.69,59.339999999999996
2016-05-21,94,69.0,,0.69,64.86
2016-05-22,89,69.0,,0.69,61.41
2016-05-23,81,69.0,,0.69,55.88999999999999
2016-05-24,84,69.0,,0.69,57.959999999999994
2016-05-25,83,69.0,,0.69,57.269999999999996
2016-05-26,80,69.0,,0.69,55.199999999999996
2016-05-27,81,69.0,,0.69,55.88999999999999
2016-05-28,84,69.0,,0.69,57.959999999999994
2016-05-29,80,69.0,,0.69,55.199999999999996
2016-05-30,84,69.0,,0.69,57.959999999999994
2016-05-31,80,69.0,,0.69,55.199999999999996
2016-06-01,75,67.0,False,0.67,50.25
2016-06-02,72,67.0,,0.67,48.24
2016-06-03,71,67.0,,0.67,47.57
2016-06-04,75,67.0,,0.67,50.25
2016-06-05,76,67.0,,0.67,50.92
2016-06-06,72,67.0,,0.67,48.24
2016-06-07,73,67.0,,0.67,48.910000000000004
2016-06-08,73,67.0,,0.67,48.910000000000004
2016-06-09,73,67.0,,0.67,48.910000000000004
2016-06-10,72,67.0,,0.67,48.24
2016-06-11,68,67.0,,0.67,45.56
2016-06-12,66,67.0,,0.67,44.220000000000006
2016-06-13,70,67.0,,0.67,46.900000000000006
2016-06-14,69,67.0,,0.67,46.230000000000004
2016-06-15,69,67.0,,0.67,46.230000000000004
2016-06-16,70,67.0,,0.67,46.900000000000006
2016-06-17,68,67.0,,0.67,45.56
2016-06-18,67,67.0,,0.67,44.89
2016-06-19,74,67.0,,0.67,49.580000000000005
2016-06-20,100,67.0,,0.67,67.0
2016-06-21,73,67.0,,0.67,48.910000000000004
2016-06-22,69,67.0,,0.67,46.230000000000004
2016-06-23,69,67.0,,0.67,46.230000000000004
2016-06-24,76,67.0,,0.67,50.92
2016-06-25,70,67.0,,0.67,46.900000000000006
2016-06-26,69,67.0,,0.67,46.230000000000004
2016-06-27,70,67.0,,0.67,46.900000000000006
2016-06-28,71,67.0,,0.67,47.57
2016-06-29,70,67.0,,0.67,46.900000000000006
2016-06-30,75,67.0,,0.67,50.25
2016-07-01,96,64.0,False,0.64,61.44
2016-07-02,100,64.0,,0.64,64.0
2016-07-03,90,64.0,,0.64,57.6
2016-07-04,88,64.0,,0.64,56.32
2016-07-05,91,64.0,,0.64,58.24
2016-07-06,95,64.0,,0.64,60.800000000000004
2016-07-07,89,64.0,,0.64,56.96
2016-07-08,89,64.0,,0.64,56.96
2016-07-09,90,64.0,,0.64,57.6
2016-07-10,90,64.0,,0.64,57.6
2016-07-11,90,64.0,,0.64,57.6
2016-07-12,90,64.0,,0.64,57.6
2016-07-13,90,64.0,,0.64,57.6
2016-07-14,90,64.0,,0.64,57.6
2016-07-15,88,64.0,,0.64,56.32
2016-07-16,89,64.0,,0.64,56.96
2016-07-17,93,64.0,,0.64,59.52
2016-07-18,87,64.0,,0.64,55.68
2016-07-19,86,64.0,,0.64,55.04
2016-07-20,89,64.0,,0.64,56.96
2016-07-21,88,64.0,,0.64,56.32
2016-07-22,87,64.0,,0.64,55.68
2016-07-23,88,64.0,,0.64,56.32
2016-07-24,82,64.0,,0.64,52.480000000000004
2016-07-25,90,64.0,,0.64,57.6
2016-07-26,89,64.0,,0.64,56.96
2016-07-27,89,64.0,,0.64,56.96
2016-07-28,91,64.0,,0.64,58.24
2016-07-29,90,64.0,,0.64,57.6
2016-07-30,82,64.0,,0.64,52.480000000000004
2016-07-31,90,64.0,,0.64,57.6
2016-08-01,98,61.0,False,0.61,59.78
2016-08-02,100,61.0,,0.61,61.0
2016-08-03,95,61.0,,0.61,57.949999999999996
2016-08-04,97,61.0,,0.61,59.17
2016-08-05,98,61.0,,0.61,59.78
2016-08-06,90,61.0,,0.61,54.9
2016-08-07,88,61.0,,0.61,53.68
2016-08-08,91,61.0,,0.61,55.51
2016-08-09,90,61.0,,0.61,54.9
2016-08-10,91,61.0,,0.61,55.51
2016-08-11,90,61.0,,0.61,54.9
2016-08-12,93,61.0,,0.61,56.73
2016-08-13,92,61.0,,0.61,56.12
2016-08-14,90,61.0,,0.61,54.9
2016-08-15,89,61.0,,0.61,54.29
2016-08-16,93,61.0,,0.61,56.73
2016-08-17,92,61.0,,0.61,56.12
2016-08-18,92,61.0,,0.61,56.12
2016-08-19,89,61.0,,0.61,54.29
2016-08-20,90,61.0,,0.61,54.9
2016-08-21,91,61.0,,0.61,55.51
2016-08-22,89,61.0,,0.61,54.29
2016-08-23,92,61.0,,0.61,56.12
2016-08-24,90,61.0,,0.61,54.9
2016-08-25,98,61.0,,0.61,59.78
2016-08-26,96,61.0,,0.61,58.56
2016-08-27,92,61.0,,0.61,56.12
2016-08-28,91,61.0,,0.61,55.51
2016-08-29,93,61.0,,0.61,56.73
2016-08-30,92,61.0,,0.61,56.12
2016-08-31,93,61.0,,0.61,56.73
2016-09-01,98,61.0,False,0.61,59.78
2016-09-02,95,61.0,,0.61,57.949999999999996
2016-09-03,93,61.0,,0.61,56.73
2016-09-04,93,61.0,,0.61,56.73
2016-09-05,98,61.0,,0.61,59.78
2016-09-06,99,61.0,,0.61,60.39
2016-09-07,97,61.0,,0.61,59.17
2016-09-08,97,61.0,,0.61,59.17
2016-09-09,99,61.0,,0.61,60.39
2016-09-10,97,61.0,,0.61,59.17
2016-09-11,95,61.0,,0.61,57.949999999999996
2016-09-12,99,61.0,,0.61,60.39
2016-09-13,96,61.0,,0.61,58.56
2016-09-14,100,61.0,,0.61,61.0
2016-09-15,98,61.0,,0.61,59.78
2016-09-16,96,61.0,,0.61,58.56
2016-09-17,94,61.0,,0.61,57.339999999999996
2016-09-18,92,61.0,,0.61,56.12
2016-09-19,96,61.0,,0.61,58.56
2016-09-20,96,61.0,,0.61,58.56
2016-09-21,98,61.0,,0.61,59.78
2016-09-22,96,61.0,,0.61,58.56
2016-09-23,94,61.0,,0.61,57.339999999999996
2016-09-24,91,61.0,,0.61,55.51
2016-09-25,92,61.0,,0.61,56.12
2016-09-26,93,61.0,,0.61,56.73
2016-09-27,95,61.0,,0.61,57.949999999999996
