date,money_unscaled,money_monthly,isPartial,scale,money
2011-10-31,85,58.0,,0.58,49.3
2011-11-01,92,57.0,False,0.57,52.44
2011-11-02,97,57.0,,0.57,55.28999999999999
2011-11-03,97,57.0,,0.57,55.28999999999999
2011-11-04,88,57.0,,0.57,50.16
2011-11-05,84,57.0,,0.57,47.879999999999995
2011-11-06,88,57.0,,0.57,50.16
2011-11-07,92,57.0,,0.57,52.44
2011-11-08,94,57.0,,0.57,53.58
2011-11-09,89,57.0,,0.57,50.73
2011-11-10,94,57.0,,0.57,53.58
2011-11-11,87,57.0,,0.57,49.589999999999996
2011-11-12,89,57.0,,0.57,50.73
2011-11-13,87,57.0,,0.57,49.589999999999996
2011-11-14,94,57.0,,0.57,53.58
2011-11-15,96,57.0,,0.57,54.72
2011-11-16,90,57.0,,0.57,51.3
2011-11-17,100,57.0,,0.57,56.99999999999999
2011-11-18,93,57.0,,0.57,53.01
2011-11-19,81,57.0,,0.57,46.169999999999995
2011-11-20,90,57.0,,0.57,51.3
2011-11-21,93,57.0,,0.57,53.01
2011-11-22,95,57.0,,0.57,54.15
2011-11-23,89,57.0,,0.57,50.73
2011-11-24,71,57.0,,0.57,40.47
2011-11-25,78,57.0,,0.57,44.459999999999994
2011-11-26,87,57.0,,0.57,49.589999999999996
2011-11-27,87,57.0,,0.57,49.589999999999996
2011-11-28,94,57.0,,0.57,53.58
2011-11-29,92,57.0,,0.57,52.44
2011-11-30,91,57.0,,0.57,51.87
2011-12-01,99,57.0,False,0.57,56.42999999999999
2011-12-02,97,57.0,,0.57,55.28999999999999
2011-12-03,85,57.0,,0.57,48.449999999999996
2011-12-04,100,57.0,,0.57,56.99999999999999
2011-12-05,96,57.0,,0.57,54.72
2011-12-06,98,57.0,,0.57,55.85999999999999
2011-12-07,95,57.0,,0.57,54.15
2011-12-08,92,57.0,,0.57,52.44
2011-12-09,89,57.0,,0.57,50.73
2011-12-10,82,57.0,,0.57,46.739999999999995
2011-12-11,85,57.0,,0.57,48.449999999999996
2011-12-12,98,57.0,,0.57,55.85999999999999
2011-12-13,96,57.0,,0.57,54.72
2011-12-14,98,57.0,,0.57,55.85999999999999
2011-12-15,97,57.0,,0.57,55.28999999999999
2011-12-16,90,57.0,,0.57,51.3
2011-12-17,83,57.0,,0.57,47.309999999999995
2011-12-18,82,57.0,,0.57,46.739999999999995
2011-12-19,93,57.0,,0.57,53.01
2011-12-20,89,57.0,,0.57,50.73
2011-12-21,92,57.0,,0.57,52.44
2011-12-22,92,57.0,,0.57,52.44
2011-12-23,94,57.0,,0.57,53.58
2011-12-24,78,57.0,,0.57,44.459999999999994
2011-12-25,72,57.0,,0.57,41.04
2011-12-26,84,57.0,,0.57,47.879999999999995
2011-12-27,94,57.0,,0.57,53.58
2011-12-28,90,57.0,,0.57,51.3
2011-12-29,96,57.0,,0.57,54.72
2011-12-30,92,57.0,,0.57,52.44
2011-12-31,92,57.0,,0.57,52.44
2012-01-01,74,65.0,False,0.65,48.1
2012-01-02,88,65.0,,0.65,57.2
2012-01-03,87,65.0,,0.65,56.550000000000004
2012-01-04,85,65.0,,0.65,55.25
2012-01-05,87,65.0,,0.65,56.550000000000004
2012-01-06,87,65.0,,0.65,56.550000000000004
2012-01-07,81,65.0,,0.65,52.65
2012-01-08,82,65.0,,0.65,53.300000000000004
2012-01-09,85,65.0,,0.65,55.25
2012-01-10,79,65.0,,0.65,51.35
2012-01-11,86,65.0,,0.65,55.9
2012-01-12,85,65.0,,0.65,55.25
2012-01-13,83,65.0,,0.65,53.95
2012-01-14,84,65.0,,0.65,54.6
2012-01-15,80,65.0,,0.65,52.0
2012-01-16,79,65.0,,0.65,51.35
2012-01-17,80,65.0,,0.65,52.0
2012-01-18,86,65.0,,0.65,55.9
2012-01-19,86,65.0,,0.65,55.9
2012-01-20,84,65.0,,0.65,54.6
2012-01-21,82,65.0,,0.65,53.300000000000004
2012-01-22,80,65.0,,0.65,52.0
2012-01-23,86,65.0,,0.65,55.9
2012-01-24,89,65.0,,0.65,57.85
2012-01-25,94,65.0,,0.65,61.1
2012-01-26,91,65.0,,0.65,59.15
2012-01-27,92,65.0,,0.65,59.800000000000004
2012-01-28,98,65.0,,0.65,63.7
2012-01-29,100,65.0,,0.65,65.0
2012-01-30,88,65.0,,0.65,57.2
2012-01-31,91,65.0,,0.65,59.15
2012-02-01,96,58.0,False,0.58,55.67999999999999
2012-02-02,100,58.0,,0.58,57.99999999999999
2012-02-03,98,58.0,,0.58,56.839999999999996
2012-02-04,100,58.0,,0.58,57.99999999999999
2012-02-05,94,58.0,,0.58,54.519999999999996
2012-02-06,92,58.0,,0.58,53.36
2012-02-07,99,58.0,,0.58,57.419999999999995
2012-02-08,96,58.0,,0.58,55.67999999999999
2012-02-09,92,58.0,,0.58,53.36
2012-02-10,96,58.0,,0.58,55.67999999999999
2012-02-11,92,58.0,,0.58,53.36
2012-02-12,85,58.0,,0.58,49.3
2012-02-13,92,58.0,,0.58,53.36
2012-02-14,93,58.0,,0.58,53.94
2012-02-15,94,58.0,,0.58,54.519999999999996
2012-02-16,93,58.0,,0.58,53.94
2012-02-17,98,58.0,,0.58,56.839999999999996
2012-02-18,87,58.0,,0.58,50.459999999999994
2012-02-19,86,58.0,,0.58,49.879999999999995
2012-02-20,90,58.0,,0.58,52.199999999999996
2012-02-21,91,58.0,,0.58,52.779999999999994
2012-02-22,91,58.0,,0.58,52.779999999999994
2012-02-23,95,58.0,,0.58,55.099999999999994
2012-02-24,98,58.0,,0.58,56.839999999999996
2012-02-25,95,58.0,,0.58,55.099999999999994
2012-02-26,91,58.0,,0.58,52.779999999999994
2012-02-27,91,58.0,,0.58,52.779999999999994
2012-02-28,92,58.0,,0.58,53.36
2012-02-29,94,58.0,,0.58,54.519999999999996
2012-03-01,95,57.0,False,0.57,54.15
2012-03-02,87,57.0,,0.57,49.589999999999996
2012-03-03,88,57.0,,0.57,50.16
2012-03-04,87,57.0,,0.57,49.589999999999996
2012-03-05,92,57.0,,0.57,52.44
2012-03-06,91,57.0,,0.57,51.87
2012-03-07,95,57.0,,0.57,54.15
2012-03-08,93,57.0,,0.57,53.01
2012-03-09,91,57.0,,0.57,51.87
2012-03-10,87,57.0,,0.57,49.589999999999996
2012-03-11,83,57.0,,0.57,47.309999999999995
2012-03-12,90,57.0,,0.57,51.3
2012-03-13,86,57.0,,0.57,49.019999999999996
2012-03-14,87,57.0,,0.57,49.589999999999996
2012-03-15,86,57.0,,0.57,49.019999999999996
2012-03-16,86,57.0,,0.57,49.019999999999996
2012-03-17,78,57.0,,0.57,44.459999999999994
2012-03-18,84,57.0,,0.57,47.879999999999995
2012-03-19,91,57.0,,0.57,51.87
2012-03-20,92,57.0,,0.57,52.44
2012-03-21,86,57.0,,0.57,49.019999999999996
2012-03-22,90,57.0,,0.57,51.3
2012-03-23,95,57.0,,0.57,54.15
2012-03-24,90,57.0,,0.57,51.3
2012-03-25,83,57.0,,0.57,47.309999999999995
2012-03-26,96,57.0,,0.57,54.72
2012-03-27,93,57.0,,0.57,53.01
2012-03-28,95,57.0,,0.57,54.15
2012-03-29,89,57.0,,0.57,50.73
2012-03-30,96,57.0,,0.57,54.72
2012-03-31,100,57.0,,0.57,56.99999999999999
2012-04-01,86,58.0,False,0.58,49.879999999999995
2012-04-02,94,58.0,,0.58,54.519999999999996
2012-04-03,91,58.0,,0.58,52.779999999999994
2012-04-04,93,58.0,,0.58,53.94
2012-04-05,87,58.0,,0.58,50.459999999999994
2012-04-06,90,58.0,,0.58,52.199999999999996
2012-04-07,88,58.0,,0.58,51.04
2012-04-08,96,58.0,,0.58,55.67999999999999
2012-04-09,98,58.0,,0.58,56.839999999999996
2012-04-10,100,58.0,,0.58,57.99999999999999
2012-04-11,94,58.0,,0.58,54.519999999999996
2012-04-12,90,58.0,,0.58,52.199999999999996
2012-04-13,86,58.0,,0.58,49.879999999999995
2012-04-14,83,58.0,,0.58,48.13999999999999
2012-04-15,90,58.0,,0.58,52.199999999999996
2012-04-16,94,58.0,,0.58,54.519999999999996
2012-04-17,94,58.0,,0.58,54.519999999999996
2012-04-18,98,58.0,,0.58,56.839999999999996
2012-04-19,88,58.0,,0.58,51.04
2012-04-20,84,58.0,,0.58,48.72
2012-04-21,83,58.0,,0.58,48.13999999999999
2012-04-22,87,58.0,,0.58,50.459999999999994
2012-04-23,93,58.0,,0.58,53.94
2012-04-24,96,58.0,,0.58,55.67999999999999
2012-04-25,90,58.0,,0.58,52.199999999999996
2012-04-26,87,58.0,,0.58,50.459999999999994
2012-04-27,86,58.0,,0.58,49.879999999999995
2012-04-28,85,58.0,,0.58,49.3
2012-04-29,88,58.0,,0.58,51.04
2012-04-30,95,58.0,,0.58,55.099999999999994
2012-05-01,98,59.0,False,0.59,57.82
2012-05-02,90,59.0,,0.59,53.099999999999994
2012-05-03,92,59.0,,0.59,54.279999999999994
2012-05-04,86,59.0,,0.59,50.739999999999995
2012-05-05,86,59.0,,0.59,50.739999999999995
2012-05-06,91,59.0,,0.59,53.69
2012-05-07,93,59.0,,0.59,54.87
2012-05-08,89,59.0,,0.59,52.51
2012-05-09,91,59.0,,0.59,53.69
2012-05-10,89,59.0,,0.59,52.51
2012-05-11,88,59.0,,0.59,51.919999999999995
2012-05-12,76,59.0,,0.59,44.839999999999996
2012-05-13,79,59.0,,0.59,46.61
2012-05-14,90,59.0,,0.59,53.099999999999994
2012-05-15,92,59.0,,0.59,54.279999999999994
2012-05-16,94,59.0,,0.59,55.459999999999994
2012-05-17,95,59.0,,0.59,56.05
2012-05-18,100,59.0,,0.59,59.0
2012-05-19,87,59.0,,0.59,51.33
2012-05-20,95,59.0,,0.59,56.05
2012-05-21,94,59.0,,0.59,55.459999999999994
2012-05-22,95,59.0,,0.59,56.05
2012-05-23,93,59.0,,0.59,54.87
2012-05-24,94,59.0,,0.59,55.459999999999994
2012-05-25,89,59.0,,0.59,52.51
2012-05-26,84,59.0,,0.59,49.559999999999995
2012-05-27,87,59.0,,0.59,51.33
2012-05-28,88,59.0,,0.59,51.919999999999995
2012-05-29,89,59.0,,0.59,52.51
2012-05-30,90,59.0,,0.59,53.099999999999994
2012-05-31,91,59.0,,0.59,53.69
2012-06-01,97,60.0,False,0.6,58.199999999999996
2012-06-02,93,60.0,,0.6,55.8
2012-06-03,91,60.0,,0.6,54.6
2012-06-04,94,60.0,,0.6,56.4
2012-06-05,97,60.0,,0.6,58.199999999999996
2012-06-06,92,60.0,,0.6,55.199999999999996
2012-06-07,94,60.0,,0.6,56.4
2012-06-08,96,60.0,,0.6,57.599999999999994
2012-06-09,89,60.0,,0.6,53.4
2012-06-10,90,60.0,,0.6,54.0
2012-06-11,100,60.0,,0.6,60.0
2012-06-12,96,60.0,,0.6,57.599999999999994
2012-06-13,97,60.0,,0.6,58.199999999999996
2012-06-14,92,60.0,,0.6,55.199999999999996
2012-06-15,98,60.0,,0.6,58.8
2012-06-16,91,60.0,,0.6,54.6
2012-06-17,90,60.0,,0.6,54.0
2012-06-18,100,60.0,,0.6,60.0
2012-06-19,98,60.0,,0.6,58.8
2012-06-20,96,60.0,,0.6,57.599999999999994
2012-06-21,95,60.0,,0.6,57.0
2012-06-22,90,60.0,,0.6,54.0
2012-06-23,92,60.0,,0.6,55.199999999999996
2012-06-24,93,60.0,,0.6,55.8
2012-06-25,96,60.0,,0.6,57.599999999999994
2012-06-26,97,60.0,,0.6,58.199999999999996
2012-06-27,95,60.0,,0.6,57.0
2012-06-28,91,60.0,,0.6,54.6
2012-06-29,94,60.0,,0.6,56.4
2012-06-30,88,60.0,,0.6,52.8
2012-07-01,71,61.0,False,0.61,43.31
2012-07-02,72,61.0,,0.61,43.92
2012-07-03,75,61.0,,0.61,45.75
2012-07-04,68,61.0,,0.61,41.48
2012-07-05,68,61.0,,0.61,41.48
2012-07-06,75,61.0,,0.61,45.75
2012-07-07,79,61.0,,0.61,48.19
2012-07-08,77,61.0,,0.61,46.97
2012-07-09,77,61.0,,0.61,46.97
2012-07-10,76,61.0,,0.61,46.36
2012-07-11,76,61.0,,0.61,46.36
2012-07-12,72,61.0,,0.61,43.92
2012-07-13,72,61.0,,0.61,43.92
2012-07-14,77,61.0,,0.61,46.97
2012-07-15,80,61.0,,0.61,48.8
2012-07-16,100,61.0,,0.61,61.0
2012-07-17,84,61.0,,0.61,51.24
2012-07-18,76,61.0,,0.61,46.36
2012-07-19,75,61.0,,0.61,45.75
2012-07-20,75,61.0,,0.61,45.75
2012-07-21,73,61.0,,0.61,44.53
2012-07-22,76,61.0,,0.61,46.36
2012-07-23,80,61.0,,0.61,48.8
2012-07-24,74,61.0,,0.61,45.14
2012-07-25,73,61.0,,0.61,44.53
2012-07-26,72,61.0,,0.61,43.92
2012-07-27,77,61.0,,0.61,46.97
2012-07-28,73,61.0,,0.61,44.53
2012-07-29,76,61.0,,0.61,46.36
2012-07-30,72,61.0,,0.61,43.92
2012-07-31,79,61.0,,0.61,48.19
2012-08-01,96,59.0,False,0.59,56.64
2012-08-02,100,59.0,,0.59,59.0
2012-08-03,97,59.0,,0.59,57.23
2012-08-04,97,59.0,,0.59,57.23
2012-08-05,96,59.0,,0.59,56.64
2012-08-06,97,59.0,,0.59,57.23
2012-08-07,92,59.0,,0.59,54.279999999999994
2012-08-08,92,59.0,,0.59,54.279999999999994
2012-08-09,95,59.0,,0.59,56.05
2012-08-10,89,59.0,,0.59,52.51
2012-08-11,88,59.0,,0.59,51.919999999999995
2012-08-12,92,59.0,,0.59,54.279999999999994
2012-08-13,88,59.0,,0.59,51.919999999999995
2012-08-14,91,59.0,,0.59,53.69
2012-08-15,91,59.0,,0.59,53.69
2012-08-16,96,59.0,,0.59,56.64
2012-08-17,97,59.0,,0.59,57.23
2012-08-18,91,59.0,,0.59,53.69
2012-08-19,88,59.0,,0.59,51.919999999999995
2012-08-20,94,59.0,,0.59,55.459999999999994
2012-08-21,92,59.0,,0.59,54.279999999999994
2012-08-22,87,59.0,,0.59,51.33
2012-08-23,89,59.0,,0.59,52.51
2012-08-24,96,59.0,,0.59,56.64
2012-08-25,89,59.0,,0.59,52.51
2012-08-26,90,59.0,,0.59,53.099999999999994
2012-08-27,92,59.0,,0.59,54.279999999999994
2012-08-28,88,59.0,,0.59,51.919999999999995
2012-08-29,85,59.0,,0.59,50.15
2012-08-30,89,59.0,,0.59,52.51
2012-08-31,91,59.0,,0.59,53.69
2012-09-01,90,59.0,False,0.59,53.099999999999994
2012-09-02,93,59.0,,0.59,54.87
2012-09-03,98,59.0,,0.59,57.82
2012-09-04,94,59.0,,0.59,55.459999999999994
2012-09-05,96,59.0,,0.59,56.64
2012-09-06,93,59.0,,0.59,54.87
2012-09-07,94,59.0,,0.59,55.459999999999994
2012-09-08,93,59.0,,0.59,54.87
2012-09-09,90,59.0,,0.59,53.099999999999994
2012-09-10,93,59.0,,0.59,54.87
2012-09-11,90,59.0,,0.59,53.099999999999994
2012-09-12,92,59.0,,0.59,54.279999999999994
2012-09-13,98,59.0,,0.59,57.82
2012-09-14,97,59.0,,0.59,57.23
2012-09-15,90,59.0,,0.59,53.099999999999994
2012-09-16,88,59.0,,0.59,51.919999999999995
2012-09-17,92,59.0,,0.59,54.279999999999994
2012-09-18,98,59.0,,0.59,57.82
2012-09-19,95,59.0,,0.59,56.05
2012-09-20,95,59.0,,0.59,56.05
2012-09-21,95,59.0,,0.59,56.05
2012-09-22,95,59.0,,0.59,56.05
2012-09-23,93,59.0,,0.59,54.87
2012-09-24,92,59.0,,0.59,54.279999999999994
2012-09-25,100,59.0,,0.59,59.0
2012-09-26,93,59.0,,0.59,54.87
2012-09-27,96,59.0,,0.59,56.64
2012-09-28,96,59.0,,0.59,56.64
2012-09-29,91,59.0,,0.59,53.69
2012-09-30,100,59.0,,0.59,59.0
2012-10-01,98,55.0,False,0.55,53.900000000000006
2012-10-02,99,55.0,,0.55,54.45
2012-10-03,96,55.0,,0.55,52.800000000000004
2012-10-04,100,55.0,,0.55,55.00000000000001
2012-10-05,92,55.0,,0.55,50.6
2012-10-06,84,55.0,,0.55,46.2
2012-10-07,86,55.0,,0.55,47.300000000000004
2012-10-08,92,55.0,,0.55,50.6
2012-10-09,90,55.0,,0.55,49.50000000000001
2012-10-10,88,55.0,,0.55,48.400000000000006
2012-10-11,91,55.0,,0.55,50.050000000000004
2012-10-12,91,55.0,,0.55,50.050000000000004
2012-10-13,83,55.0,,0.55,45.650000000000006
2012-10-14,82,55.0,,0.55,45.1
2012-10-15,92,55.0,,0.55,50.6
2012-10-16,87,55.0,,0.55,47.85
2012-10-17,91,55.0,,0.55,50.050000000000004
2012-10-18,96,55.0,,0.55,52.800000000000004
2012-10-19,89,55.0,,0.55,48.95
2012-10-20,87,55.0,,0.55,47.85
2012-10-21,85,55.0,,0.55,46.75000000000001
2012-10-22,93,55.0,,0.55,51.150000000000006
2012-10-23,91,55.0,,0.55,50.050000000000004
2012-10-24,93,55.0,,0.55,51.150000000000006
2012-10-25,93,55.0,,0.55,51.150000000000006
2012-10-26,92,55.0,,0.55,50.6
2012-10-27,81,55.0,,0.55,44.550000000000004
2012-10-28,77,55.0,,0.55,42.35
2012-10-29,84,55.0,,0.55,46.2
2012-10-30,85,55.0,,0.55,46.75000000000001
2012-10-31,87,55.0,,0.55,47.85
2012-11-01,87,56.0,False,0.56,48.720000000000006
2012-11-02,90,56.0,,0.56,50.400000000000006
2012-11-03,83,56.0,,0.56,46.480000000000004
2012-11-04,83,56.0,,0.56,46.480000000000004
2012-11-05,91,56.0,,0.56,50.96000000000001
2012-11-06,89,56.0,,0.56,49.84
2012-11-07,92,56.0,,0.56,51.52
2012-11-08,96,56.0,,0.56,53.760000000000005
2012-11-09,94,56.0,,0.56,52.64000000000001
2012-11-10,84,56.0,,0.56,47.040000000000006
2012-11-11,80,56.0,,0.56,44.800000000000004
2012-11-12,88,56.0,,0.56,49.28
2012-11-13,96,56.0,,0.56,53.760000000000005
2012-11-14,91,56.0,,0.56,50.96000000000001
2012-11-15,94,56.0,,0.56,52.64000000000001
2012-11-16,89,56.0,,0.56,49.84
2012-11-17,83,56.0,,0.56,46.480000000000004
2012-11-18,83,56.0,,0.56,46.480000000000004
2012-11-19,86,56.0,,0.56,48.160000000000004
2012-11-20,87,56.0,,0.56,48.720000000000006
2012-11-21,85,56.0,,0.56,47.6
2012-11-22,74,56.0,,0.56,41.440000000000005
2012-11-23,79,56.0,,0.56,44.24
2012-11-24,80,56.0,,0.56,44.800000000000004
2012-11-25,83,56.0,,0.56,46.480000000000004
2012-11-26,93,56.0,,0.56,52.080000000000005
2012-11-27,95,56.0,,0.56,53.2
2012-11-28,96,56.0,,0.56,53.760000000000005
2012-11-29,100,56.0,,0.56,56.00000000000001
2012-11-30,91,56.0,,0.56,50.96000000000001
2012-12-01,89,56.0,False,0.56,49.84
2012-12-02,87,56.0,,0.56,48.720000000000006
2012-12-03,93,56.0,,0.56,52.080000000000005
2012-12-04,93,56.0,,0.56,52.080000000000005
2012-12-05,96,56.0,,0.56,53.760000000000005
2012-12-06,95,56.0,,0.56,53.2
2012-12-07,97,56.0,,0.56,54.32000000000001
2012-12-08,91,56.0,,0.56,50.96000000000001
2012-12-09,88,56.0,,0.56,49.28
2012-12-10,92,56.0,,0.56,51.52
2012-12-11,100,56.0,,0.56,56.00000000000001
2012-12-12,94,56.0,,0.56,52.64000000000001
2012-12-13,96,56.0,,0.56,53.760000000000005
2012-12-14,86,56.0,,0.56,48.160000000000004
2012-12-15,83,56.0,,0.56,46.480000000000004
2012-12-16,82,56.0,,0.56,45.92
2012-12-17,86,56.0,,0.56,48.160000000000004
2012-12-18,88,56.0,,0.56,49.28
2012-12-19,90,56.0,,0.56,50.400000000000006
2012-12-20,89,56.0,,0.56,49.84
2012-12-21,84,56.0,,0.56,47.040000000000006
2012-12-22,87,56.0,,0.56,48.720000000000006
2012-12-23,83,56.0,,0.56,46.480000000000004
2012-12-24,85,56.0,,0.56,47.6
2012-12-25,79,56.0,,0.56,44.24
2012-12-26,85,56.0,,0.56,47.6
2012-12-27,93,56.0,,0.56,52.080000000000005
2012-12-28,91,56.0,,0.56,50.96000000000001
2012-12-29,97,56.0,,0.56,54.32000000000001
2012-12-30,88,56.0,,0.56,49.28
2012-12-31,92,56.0,,0.56,51.52
2013-01-01,90,58.0,False,0.58,52.199999999999996
2013-01-02,94,58.0,,0.58,54.519999999999996
2013-01-03,99,58.0,,0.58,57.419999999999995
2013-01-04,95,58.0,,0.58,55.099999999999994
2013-01-05,94,58.0,,0.58,54.519999999999996
2013-01-06,100,58.0,,0.58,57.99999999999999
2013-01-07,92,58.0,,0.58,53.36
2013-01-08,90,58.0,,0.58,52.199999999999996
2013-01-09,92,58.0,,0.58,53.36
2013-01-10,91,58.0,,0.58,52.779999999999994
2013-01-11,91,58.0,,0.58,52.779999999999994
2013-01-12,91,58.0,,0.58,52.779999999999994
2013-01-13,85,58.0,,0.58,49.3
2013-01-14,89,58.0,,0.58,51.62
2013-01-15,91,58.0,,0.58,52.779999999999994
2013-01-16,89,58.0,,0.58,51.62
2013-01-17,91,58.0,,0.58,52.779999999999994
2013-01-18,90,58.0,,0.58,52.199999999999996
2013-01-19,87,58.0,,0.58,50.459999999999994
2013-01-20,94,58.0,,0.58,54.519999999999996
2013-01-21,87,58.0,,0.58,50.459999999999994
2013-01-22,88,58.0,,0.58,51.04
2013-01-23,91,58.0,,0.58,52.779999999999994
2013-01-24,93,58.0,,0.58,53.94
2013-01-25,95,58.0,,0.58,55.099999999999994
2013-01-26,93,58.0,,0.58,53.94
2013-01-27,91,58.0,,0.58,52.779999999999994
2013-01-28,96,58.0,,0.58,55.67999999999999
2013-01-29,96,58.0,,0.58,55.67999999999999
2013-01-30,99,58.0,,0.58,57.419999999999995
2013-01-31,93,58.0,,0.58,53.94
2013-02-01,98,57.0,False,0.57,55.85999999999999
2013-02-02,91,57.0,,0.57,51.87
2013-02-03,93,57.0,,0.57,53.01
2013-02-04,98,57.0,,0.57,55.85999999999999
2013-02-05,97,57.0,,0.57,55.28999999999999
2013-02-06,94,57.0,,0.57,53.58
2013-02-07,96,57.0,,0.57,54.72
2013-02-08,93,57.0,,0.57,53.01
2013-02-09,86,57.0,,0.57,49.019999999999996
2013-02-10,92,57.0,,0.57,52.44
2013-02-11,96,57.0,,0.57,54.72
2013-02-12,95,57.0,,0.57,54.15
2013-02-13,93,57.0,,0.57,53.01
2013-02-14,90,57.0,,0.57,51.3
2013-02-15,87,57.0,,0.57,49.589999999999996
2013-02-16,88,57.0,,0.57,50.16
2013-02-17,88,57.0,,0.57,50.16
2013-02-18,90,57.0,,0.57,51.3
2013-02-19,95,57.0,,0.57,54.15
2013-02-20,99,57.0,,0.57,56.42999999999999
2013-02-21,93,57.0,,0.57,53.01
2013-02-22,93,57.0,,0.57,53.01
2013-02-23,87,57.0,,0.57,49.589999999999996
2013-02-24,92,57.0,,0.57,52.44
2013-02-25,91,57.0,,0.57,51.87
2013-02-26,98,57.0,,0.57,55.85999999999999
2013-02-27,97,57.0,,0.57,55.28999999999999
2013-02-28,100,57.0,,0.57,56.99999999999999
2013-03-01,95,56.0,False,0.56,53.2
2013-03-02,87,56.0,,0.56,48.720000000000006
2013-03-03,89,56.0,,0.56,49.84
2013-03-04,97,56.0,,0.56,54.32000000000001
2013-03-05,95,56.0,,0.56,53.2
2013-03-06,96,56.0,,0.56,53.760000000000005
2013-03-07,97,56.0,,0.56,54.32000000000001
2013-03-08,94,56.0,,0.56,52.64000000000001
2013-03-09,91,56.0,,0.56,50.96000000000001
2013-03-10,90,56.0,,0.56,50.400000000000006
2013-03-11,98,56.0,,0.56,54.88
2013-03-12,94,56.0,,0.56,52.64000000000001
2013-03-13,96,56.0,,0.56,53.760000000000005
2013-03-14,93,56.0,,0.56,52.080000000000005
2013-03-15,98,56.0,,0.56,54.88
2013-03-16,88,56.0,,0.56,49.28
2013-03-17,91,56.0,,0.56,50.96000000000001
2013-03-18,93,56.0,,0.56,52.080000000000005
2013-03-19,91,56.0,,0.56,50.96000000000001
2013-03-20,97,56.0,,0.56,54.32000000000001
2013-03-21,100,56.0,,0.56,56.00000000000001
2013-03-22,96,56.0,,0.56,53.760000000000005
2013-03-23,92,56.0,,0.56,51.52
2013-03-24,94,56.0,,0.56,52.64000000000001
2013-03-25,98,56.0,,0.56,54.88
2013-03-26,98,56.0,,0.56,54.88
2013-03-27,94,56.0,,0.56,52.64000000000001
2013-03-28,96,56.0,,0.56,53.760000000000005
2013-03-29,88,56.0,,0.56,49.28
2013-03-30,91,56.0,,0.56,50.96000000000001
2013-03-31,88,56.0,,0.56,49.28
2013-04-01,87,57.0,False,0.57,49.589999999999996
2013-04-02,91,57.0,,0.57,51.87
2013-04-03,88,57.0,,0.57,50.16
2013-04-04,94,57.0,,0.57,53.58
2013-04-05,89,57.0,,0.57,50.73
2013-04-06,83,57.0,,0.57,47.309999999999995
2013-04-07,85,57.0,,0.57,48.449999999999996
2013-04-08,90,57.0,,0.57,51.3
2013-04-09,91,57.0,,0.57,51.87
2013-04-10,90,57.0,,0.57,51.3
2013-04-11,92,57.0,,0.57,52.44
2013-04-12,92,57.0,,0.57,52.44
2013-04-13,83,57.0,,0.57,47.309999999999995
2013-04-14,100,57.0,,0.57,56.99999999999999
2013-04-15,99,57.0,,0.57,56.42999999999999
2013-04-16,90,57.0,,0.57,51.3
2013-04-17,88,57.0,,0.57,50.16
2013-04-18,89,57.0,,0.57,50.73
2013-04-19,84,57.0,,0.57,47.879999999999995
2013-04-20,80,57.0,,0.57,45.599999999999994
2013-04-21,83,57.0,,0.57,47.309999999999995
2013-04-22,91,57.0,,0.57,51.87
2013-04-23,91,57.0,,0.57,51.87
2013-04-24,90,57.0,,0.57,51.3
2013-04-25,91,57.0,,0.57,51.87
2013-04-26,87,57.0,,0.57,49.589999999999996
2013-04-27,80,57.0,,0.57,45.599999999999994
2013-04-28,86,57.0,,0.57,49.019999999999996
2013-04-29,90,57.0,,0.57,51.3
2013-04-30,95,57.0,,0.57,54.15
2013-05-01,100,57.0,False,0.57,56.99999999999999
2013-05-02,94,57.0,,0.57,53.58
2013-05-03,94,57.0,,0.57,53.58
2013-05-04,90,57.0,,0.57,51.3
2013-05-05,93,57.0,,0.57,53.01
2013-05-06,96,57.0,,0.57,54.72
2013-05-07,90,57.0,,0.57,51.3
2013-05-08,94,57.0,,0.57,53.58
2013-05-09,87,57.0,,0.57,49.589999999999996
2013-05-10,88,57.0,,0.57,50.16
2013-05-11,87,57.0,,0.57,49.589999999999996
2013-05-12,84,57.0,,0.57,47.879999999999995
2013-05-13,91,57.0,,0.57,51.87
2013-05-14,92,57.0,,0.57,52.44
2013-05-15,95,57.0,,0.57,54.15
2013-05-16,96,57.0,,0.57,54.72
2013-05-17,95,57.0,,0.57,54.15
2013-05-18,87,57.0,,0.57,49.589999999999996
2013-05-19,93,57.0,,0.57,53.01
2013-05-20,90,57.0,,0.57,51.3
2013-05-21,90,57.0,,0.57,51.3
2013-05-22,91,57.0,,0.57,51.87
2013-05-23,95,57.0,,0.57,54.15
2013-05-24,90,57.0,,0.57,51.3
2013-05-25,81,57.0,,0.57,46.169999999999995
2013-05-26,82,57.0,,0.57,46.739999999999995
2013-05-27,89,57.0,,0.57,50.73
2013-05-28,91,57.0,,0.57,51.87
2013-05-29,94,57.0,,0.57,53.58
2013-05-30,96,57.0,,0.57,54.72
2013-05-31,93,57.0,,0.57,53.01
2013-06-01,95,58.0,False,0.58,55.099999999999994
2013-06-02,96,58.0,,0.58,55.67999999999999
2013-06-03,94,58.0,,0.58,54.519999999999996
2013-06-04,94,58.0,,0.58,54.519999999999996
2013-06-05,98,58.0,,0.58,56.839999999999996
2013-06-06,96,58.0,,0.58,55.67999999999999
