date,economy_unscaled,economy_monthly,isPartial,scale,economy
2019-06-19,84,53.0,,0.53,44.52
2019-06-20,82,53.0,,0.53,43.46
2019-06-21,73,53.0,,0.53,38.690000000000005
2019-06-22,74,53.0,,0.53,39.22
2019-06-23,77,53.0,,0.53,40.81
2019-06-24,78,53.0,,0.53,41.34
2019-06-25,82,53.0,,0.53,43.46
2019-06-26,76,53.0,,0.53,40.28
2019-06-27,85,53.0,,0.53,45.050000000000004
2019-06-28,85,53.0,,0.53,45.050000000000004
2019-06-29,70,53.0,,0.53,37.1
2019-06-30,67,53.0,,0.53,35.510000000000005
2019-07-01,91,49.0,False,0.49,44.589999999999996
2019-07-02,91,49.0,,0.49,44.589999999999996
2019-07-03,82,49.0,,0.49,40.18
2019-07-04,89,49.0,,0.49,43.61
2019-07-05,74,49.0,,0.49,36.26
2019-07-06,70,49.0,,0.49,34.3
2019-07-07,82,49.0,,0.49,40.18
2019-07-08,90,49.0,,0.49,44.1
2019-07-09,100,49.0,,0.49,49.0
2019-07-10,84,49.0,,0.49,41.16
2019-07-11,89,49.0,,0.49,43.61
2019-07-12,91,49.0,,0.49,44.589999999999996
2019-07-13,82,49.0,,0.49,40.18
2019-07-14,74,49.0,,0.49,36.26
2019-07-15,92,49.0,,0.49,45.08
2019-07-16,93,49.0,,0.49,45.57
2019-07-17,87,49.0,,0.49,42.63
2019-07-18,88,49.0,,0.49,43.12
2019-07-19,92,49.0,,0.49,45.08
2019-07-20,90,49.0,,0.49,44.1
2019-07-21,85,49.0,,0.49,41.65
2019-07-22,93,49.0,,0.49,45.57
2019-07-23,91,49.0,,0.49,44.589999999999996
2019-07-24,86,49.0,,0.49,42.14
2019-07-25,89,49.0,,0.49,43.61
2019-07-26,94,49.0,,0.49,46.06
2019-07-27,77,49.0,,0.49,37.73
2019-07-28,83,49.0,,0.49,40.67
2019-07-29,95,49.0,,0.49,46.55
2019-07-30,91,49.0,,0.49,44.589999999999996
2019-07-31,89,49.0,,0.49,43.61
2019-08-01,65,60.0,False,0.6,39.0
2019-08-02,57,60.0,,0.6,34.199999999999996
2019-08-03,55,60.0,,0.6,33.0
2019-08-04,54,60.0,,0.6,32.4
2019-08-05,65,60.0,,0.6,39.0
2019-08-06,65,60.0,,0.6,39.0
2019-08-07,62,60.0,,0.6,37.199999999999996
2019-08-08,61,60.0,,0.6,36.6
2019-08-09,63,60.0,,0.6,37.8
2019-08-10,43,60.0,,0.6,25.8
2019-08-11,51,60.0,,0.6,30.599999999999998
2019-08-12,62,60.0,,0.6,37.199999999999996
2019-08-13,61,60.0,,0.6,36.6
2019-08-14,73,60.0,,0.6,43.8
2019-08-15,84,60.0,,0.6,50.4
2019-08-16,79,60.0,,0.6,47.4
2019-08-17,59,60.0,,0.6,35.4
2019-08-18,65,60.0,,0.6,39.0
2019-08-19,79,60.0,,0.6,47.4
2019-08-20,87,60.0,,0.6,52.199999999999996
2019-08-21,90,60.0,,0.6,54.0
2019-08-22,85,60.0,,0.6,51.0
2019-08-23,89,60.0,,0.6,53.4
2019-08-24,55,60.0,,0.6,33.0
2019-08-25,63,60.0,,0.6,37.8
2019-08-26,91,60.0,,0.6,54.6
2019-08-27,100,60.0,,0.6,60.0
2019-08-28,100,60.0,,0.6,60.0
2019-08-29,95,60.0,,0.6,57.0
2019-08-30,85,60.0,,0.6,51.0
2019-08-31,55,60.0,,0.6,33.0
2019-09-01,45,76.0,False,0.76,34.2
2019-09-02,58,76.0,,0.76,44.08
2019-09-03,80,76.0,,0.76,60.8
2019-09-04,80,76.0,,0.76,60.8
2019-09-05,86,76.0,,0.76,65.36
2019-09-06,82,76.0,,0.76,62.32
2019-09-07,50,76.0,,0.76,38.0
2019-09-08,58,76.0,,0.76,44.08
2019-09-09,88,76.0,,0.76,66.88
2019-09-10,97,76.0,,0.76,73.72
2019-09-11,93,76.0,,0.76,70.68
2019-09-12,93,76.0,,0.76,70.68
2019-09-13,81,76.0,,0.76,61.56
2019-09-14,43,76.0,,0.76,32.68
2019-09-15,55,76.0,,0.76,41.8
2019-09-16,88,76.0,,0.76,66.88
2019-09-17,96,76.0,,0.76,72.96000000000001
2019-09-18,90,76.0,,0.76,68.4
2019-09-19,94,76.0,,0.76,71.44
2019-09-20,82,76.0,,0.76,62.32
2019-09-21,47,76.0,,0.76,35.72
2019-09-22,59,76.0,,0.76,44.84
2019-09-23,98,76.0,,0.76,74.48
2019-09-24,100,76.0,,0.76,76.0
2019-09-25,93,76.0,,0.76,70.68
2019-09-26,83,76.0,,0.76,63.08
2019-09-27,83,76.0,,0.76,63.08
2019-09-28,50,76.0,,0.76,38.0
2019-09-29,54,76.0,,0.76,41.04
2019-09-30,87,76.0,,0.76,66.12
2019-10-01,91,73.0,False,0.73,66.42999999999999
2019-10-02,100,73.0,,0.73,73.0
2019-10-03,93,73.0,,0.73,67.89
2019-10-04,79,73.0,,0.73,57.67
2019-10-05,47,73.0,,0.73,34.31
2019-10-06,47,73.0,,0.73,34.31
2019-10-07,98,73.0,,0.73,71.53999999999999
2019-10-08,87,73.0,,0.73,63.51
2019-10-09,83,73.0,,0.73,60.589999999999996
2019-10-10,85,73.0,,0.73,62.05
2019-10-11,72,73.0,,0.73,52.56
2019-10-12,49,73.0,,0.73,35.769999999999996
2019-10-13,48,73.0,,0.73,35.04
2019-10-14,76,73.0,,0.73,55.48
2019-10-15,84,73.0,,0.73,61.32
2019-10-16,78,73.0,,0.73,56.94
2019-10-17,87,73.0,,0.73,63.51
2019-10-18,71,73.0,,0.73,51.83
2019-10-19,48,73.0,,0.73,35.04
2019-10-20,53,73.0,,0.73,38.69
2019-10-21,78,73.0,,0.73,56.94
2019-10-22,83,73.0,,0.73,60.589999999999996
2019-10-23,76,73.0,,0.73,55.48
2019-10-24,87,73.0,,0.73,63.51
2019-10-25,74,73.0,,0.73,54.019999999999996
2019-10-26,47,73.0,,0.73,34.31
2019-10-27,45,73.0,,0.73,32.85
2019-10-28,83,73.0,,0.73,60.589999999999996
2019-10-29,86,73.0,,0.73,62.78
2019-10-30,82,73.0,,0.73,59.86
2019-10-31,84,73.0,,0.73,61.32
2019-11-01,72,65.0,False,0.65,46.800000000000004
2019-11-02,47,65.0,,0.65,30.55
2019-11-03,57,65.0,,0.65,37.050000000000004
2019-11-04,90,65.0,,0.65,58.5
2019-11-05,83,65.0,,0.65,53.95
2019-11-06,87,65.0,,0.65,56.550000000000004
2019-11-07,88,65.0,,0.65,57.2
2019-11-08,79,65.0,,0.65,51.35
2019-11-09,55,65.0,,0.65,35.75
2019-11-10,50,65.0,,0.65,32.5
2019-11-11,77,65.0,,0.65,50.050000000000004
2019-11-12,80,65.0,,0.65,52.0
2019-11-13,91,65.0,,0.65,59.15
2019-11-14,84,65.0,,0.65,54.6
2019-11-15,76,65.0,,0.65,49.4
2019-11-16,48,65.0,,0.65,31.200000000000003
2019-11-17,54,65.0,,0.65,35.1
2019-11-18,87,65.0,,0.65,56.550000000000004
2019-11-19,100,65.0,,0.65,65.0
2019-11-20,87,65.0,,0.65,56.550000000000004
2019-11-21,89,65.0,,0.65,57.85
2019-11-22,83,65.0,,0.65,53.95
2019-11-23,52,65.0,,0.65,33.800000000000004
2019-11-24,55,65.0,,0.65,35.75
2019-11-25,73,65.0,,0.65,47.45
2019-11-26,65,65.0,,0.65,42.25
2019-11-27,53,65.0,,0.65,34.45
2019-11-28,38,65.0,,0.65,24.7
2019-11-29,37,65.0,,0.65,24.05
2019-11-30,38,65.0,,0.65,24.7
2019-12-01,52,63.0,False,0.63,32.76
2019-12-02,79,63.0,,0.63,49.77
2019-12-03,91,63.0,,0.63,57.33
2019-12-04,84,63.0,,0.63,52.92
2019-12-05,100,63.0,,0.63,63.0
2019-12-06,86,63.0,,0.63,54.18
2019-12-07,57,63.0,,0.63,35.910000000000004
2019-12-08,56,63.0,,0.63,35.28
2019-12-09,87,63.0,,0.63,54.81
2019-12-10,90,63.0,,0.63,56.7
2019-12-11,84,63.0,,0.63,52.92
2019-12-12,90,63.0,,0.63,56.7
2019-12-13,82,63.0,,0.63,51.660000000000004
2019-12-14,55,63.0,,0.63,34.65
2019-12-15,47,63.0,,0.63,29.61
2019-12-16,76,63.0,,0.63,47.88
2019-12-17,84,63.0,,0.63,52.92
2019-12-18,82,63.0,,0.63,51.660000000000004
2019-12-19,87,63.0,,0.63,54.81
2019-12-20,60,63.0,,0.63,37.8
2019-12-21,43,63.0,,0.63,27.09
2019-12-22,39,63.0,,0.63,24.57
2019-12-23,45,63.0,,0.63,28.35
2019-12-24,35,63.0,,0.63,22.05
2019-12-25,34,63.0,,0.63,21.42
2019-12-26,44,63.0,,0.63,27.72
2019-12-27,41,63.0,,0.63,25.830000000000002
2019-12-28,39,63.0,,0.63,24.57
2019-12-29,43,63.0,,0.63,27.09
2019-12-30,44,63.0,,0.63,27.72
2019-12-31,46,63.0,,0.63,28.98
2020-01-01,35,68.0,False,0.68,23.8
2020-01-02,51,68.0,,0.68,34.68
2020-01-03,50,68.0,,0.68,34.0
2020-01-04,50,68.0,,0.68,34.0
2020-01-05,49,68.0,,0.68,33.32
2020-01-06,59,68.0,,0.68,40.120000000000005
2020-01-07,71,68.0,,0.68,48.28
2020-01-08,74,68.0,,0.68,50.32
2020-01-09,83,68.0,,0.68,56.440000000000005
2020-01-10,78,68.0,,0.68,53.040000000000006
2020-01-11,50,68.0,,0.68,34.0
2020-01-12,53,68.0,,0.68,36.04
2020-01-13,86,68.0,,0.68,58.480000000000004
2020-01-14,78,68.0,,0.68,53.040000000000006
2020-01-15,79,68.0,,0.68,53.720000000000006
2020-01-16,87,68.0,,0.68,59.160000000000004
2020-01-17,86,68.0,,0.68,58.480000000000004
2020-01-18,48,68.0,,0.68,32.64
2020-01-19,51,68.0,,0.68,34.68
2020-01-20,56,68.0,,0.68,38.080000000000005
2020-01-21,86,68.0,,0.68,58.480000000000004
2020-01-22,92,68.0,,0.68,62.56
2020-01-23,100,68.0,,0.68,68.0
2020-01-24,83,68.0,,0.68,56.440000000000005
2020-01-25,55,68.0,,0.68,37.400000000000006
2020-01-26,50,68.0,,0.68,34.0
2020-01-27,86,68.0,,0.68,58.480000000000004
2020-01-28,85,68.0,,0.68,57.800000000000004
2020-01-29,87,68.0,,0.68,59.160000000000004
2020-01-30,86,68.0,,0.68,58.480000000000004
2020-01-31,90,68.0,,0.68,61.2
2020-02-01,54,79.0,False,0.79,42.660000000000004
2020-02-02,54,79.0,,0.79,42.660000000000004
2020-02-03,82,79.0,,0.79,64.78
2020-02-04,87,79.0,,0.79,68.73
2020-02-05,96,79.0,,0.79,75.84
2020-02-06,96,79.0,,0.79,75.84
2020-02-07,88,79.0,,0.79,69.52000000000001
2020-02-08,51,79.0,,0.79,40.29
2020-02-09,59,79.0,,0.79,46.61
2020-02-10,91,79.0,,0.79,71.89
2020-02-11,100,79.0,,0.79,79.0
2020-02-12,98,79.0,,0.79,77.42
2020-02-13,93,79.0,,0.79,73.47
2020-02-14,78,79.0,,0.79,61.620000000000005
2020-02-15,51,79.0,,0.79,40.29
2020-02-16,57,79.0,,0.79,45.03
2020-02-17,72,79.0,,0.79,56.88
2020-02-18,92,79.0,,0.79,72.68
2020-02-19,88,79.0,,0.79,69.52000000000001
2020-02-20,97,79.0,,0.79,76.63000000000001
2020-02-21,86,79.0,,0.79,67.94
2020-02-22,57,79.0,,0.79,45.03
2020-02-23,62,79.0,,0.79,48.980000000000004
2020-02-24,99,79.0,,0.79,78.21000000000001
2020-02-25,98,79.0,,0.79,77.42
2020-02-26,96,79.0,,0.79,75.84
2020-02-27,94,79.0,,0.79,74.26
2020-02-28,91,79.0,,0.79,71.89
2020-02-29,63,79.0,,0.79,49.77
2020-03-01,47,92.0,False,0.92,43.24
2020-03-02,71,92.0,,0.92,65.32000000000001
2020-03-03,70,92.0,,0.92,64.4
2020-03-04,74,92.0,,0.92,68.08
2020-03-05,75,92.0,,0.92,69.0
2020-03-06,69,92.0,,0.92,63.480000000000004
2020-03-07,43,92.0,,0.92,39.56
2020-03-08,45,92.0,,0.92,41.4
2020-03-09,90,92.0,,0.92,82.8
2020-03-10,75,92.0,,0.92,69.0
2020-03-11,79,92.0,,0.92,72.68
2020-03-12,98,92.0,,0.92,90.16000000000001
2020-03-13,80,92.0,,0.92,73.60000000000001
2020-03-14,56,92.0,,0.92,51.52
2020-03-15,53,92.0,,0.92,48.760000000000005
2020-03-16,82,92.0,,0.92,75.44
2020-03-17,82,92.0,,0.92,75.44
2020-03-18,83,92.0,,0.92,76.36
2020-03-19,79,92.0,,0.92,72.68
2020-03-20,74,92.0,,0.92,68.08
2020-03-21,62,92.0,,0.92,57.04
2020-03-22,60,92.0,,0.92,55.2
2020-03-23,78,92.0,,0.92,71.76
2020-03-24,100,92.0,,0.92,92.0
2020-03-25,91,92.0,,0.92,83.72
2020-03-26,80,92.0,,0.92,73.60000000000001
2020-03-27,73,92.0,,0.92,67.16
2020-03-28,54,92.0,,0.92,49.68
2020-03-29,60,92.0,,0.92,55.2
2020-03-30,76,92.0,,0.92,69.92
2020-03-31,75,92.0,,0.92,69.0
2020-04-01,62,100.0,False,1.0,62.0
2020-04-02,62,100.0,,1.0,62.0
2020-04-03,62,100.0,,1.0,62.0
2020-04-04,45,100.0,,1.0,45.0
2020-04-05,49,100.0,,1.0,49.0
2020-04-06,57,100.0,,1.0,57.0
2020-04-07,57,100.0,,1.0,57.0
2020-04-08,59,100.0,,1.0,59.0
2020-04-09,64,100.0,,1.0,64.0
2020-04-10,58,100.0,,1.0,58.0
2020-04-11,50,100.0,,1.0,50.0
2020-04-12,51,100.0,,1.0,51.0
2020-04-13,74,100.0,,1.0,74.0
2020-04-14,83,100.0,,1.0,83.0
2020-04-15,80,100.0,,1.0,80.0
2020-04-16,100,100.0,,1.0,100.0
2020-04-17,97,100.0,,1.0,97.0
2020-04-18,63,100.0,,1.0,63.0
2020-04-19,55,100.0,,1.0,55.0
2020-04-20,80,100.0,,1.0,80.0
2020-04-21,77,100.0,,1.0,77.0
2020-04-22,74,100.0,,1.0,74.0
2020-04-23,70,100.0,,1.0,70.0
2020-04-24,65,100.0,,1.0,65.0
2020-04-25,49,100.0,,1.0,49.0
2020-04-26,52,100.0,,1.0,52.0
2020-04-27,64,100.0,,1.0,64.0
2020-04-28,71,100.0,,1.0,71.0
2020-04-29,67,100.0,,1.0,67.0
2020-04-30,66,100.0,,1.0,66.0
2020-05-01,100,70.0,False,0.7,70.0
2020-05-02,68,70.0,,0.7,47.599999999999994
2020-05-03,68,70.0,,0.7,47.599999999999994
2020-05-04,94,70.0,,0.7,65.8
2020-05-05,98,70.0,,0.7,68.6
2020-05-06,91,70.0,,0.7,63.699999999999996
2020-05-07,96,70.0,,0.7,67.19999999999999
2020-05-08,87,70.0,,0.7,60.9
2020-05-09,63,70.0,,0.7,44.099999999999994
2020-05-10,58,70.0,,0.7,40.599999999999994
2020-05-11,87,70.0,,0.7,60.9
2020-05-12,84,70.0,,0.7,58.8
2020-05-13,88,70.0,,0.7,61.599999999999994
2020-05-14,83,70.0,,0.7,58.099999999999994
2020-05-15,75,70.0,,0.7,52.5
2020-05-16,62,70.0,,0.7,43.4
2020-05-17,56,70.0,,0.7,39.199999999999996
2020-05-18,71,70.0,,0.7,49.699999999999996
2020-05-19,71,70.0,,0.7,49.699999999999996
2020-05-20,66,70.0,,0.7,46.199999999999996
2020-05-21,73,70.0,,0.7,51.099999999999994
2020-05-22,63,70.0,,0.7,44.099999999999994
2020-05-23,49,70.0,,0.7,34.3
2020-05-24,54,70.0,,0.7,37.8
2020-05-25,48,70.0,,0.7,33.599999999999994
2020-05-26,61,70.0,,0.7,42.699999999999996
2020-05-27,61,70.0,,0.7,42.699999999999996
2020-05-28,56,70.0,,0.7,39.199999999999996
2020-05-29,52,70.0,,0.7,36.4
2020-05-30,43,70.0,,0.7,30.099999999999998
2020-05-31,43,70.0,,0.7,30.099999999999998
2020-06-01,92,49.0,False,0.49,45.08
2020-06-02,88,49.0,,0.49,43.12
2020-06-03,93,49.0,,0.49,45.57
2020-06-04,89,49.0,,0.49,43.61
2020-06-05,96,49.0,,0.49,47.04
2020-06-06,80,49.0,,0.49,39.2
2020-06-07,78,49.0,,0.49,38.22
2020-06-08,88,49.0,,0.49,43.12
2020-06-09,100,49.0,,0.49,49.0
2020-06-10,90,49.0,,0.49,44.1
2020-06-11,91,49.0,,0.49,44.589999999999996
2020-06-12,87,49.0,,0.49,42.63
2020-06-13,68,49.0,,0.49,33.32
2020-06-14,66,49.0,,0.49,32.339999999999996
2020-06-15,82,49.0,,0.49,40.18
2020-06-16,77,49.0,,0.49,37.73
2020-06-17,87,49.0,,0.49,42.63
2020-06-18,82,49.0,,0.49,40.18
2020-06-19,74,49.0,,0.49,36.26
2020-06-20,68,49.0,,0.49,33.32
2020-06-21,60,49.0,,0.49,29.4
2020-06-22,81,49.0,,0.49,39.69
2020-06-23,85,49.0,,0.49,41.65
2020-06-24,79,49.0,,0.49,38.71
2020-06-25,89,49.0,,0.49,43.61
2020-06-26,81,49.0,,0.49,39.69
2020-06-27,67,49.0,,0.49,32.83
2020-06-28,65,49.0,,0.49,31.849999999999998
2020-06-29,79,49.0,,0.49,38.71
2020-06-30,80,49.0,,0.49,39.2
2020-07-01,78,45.0,False,0.45,35.1
2020-07-02,85,45.0,,0.45,38.25
2020-07-03,77,45.0,,0.45,34.65
2020-07-04,64,45.0,,0.45,28.8
2020-07-05,73,45.0,,0.45,32.85
2020-07-06,88,45.0,,0.45,39.6
2020-07-07,83,45.0,,0.45,37.35
2020-07-08,89,45.0,,0.45,40.050000000000004
2020-07-09,79,45.0,,0.45,35.550000000000004
2020-07-10,80,45.0,,0.45,36.0
2020-07-11,79,45.0,,0.45,35.550000000000004
2020-07-12,71,45.0,,0.45,31.95
2020-07-13,81,45.0,,0.45,36.45
2020-07-14,94,45.0,,0.45,42.300000000000004
2020-07-15,81,45.0,,0.45,36.45
2020-07-16,82,45.0,,0.45,36.9
2020-07-17,74,45.0,,0.45,33.300000000000004
2020-07-18,81,45.0,,0.45,36.45
2020-07-19,73,45.0,,0.45,32.85
2020-07-20,81,45.0,,0.45,36.45
2020-07-21,89,45.0,,0.45,40.050000000000004
2020-07-22,87,45.0,,0.45,39.15
2020-07-23,74,45.0,,0.45,33.300000000000004
2020-07-24,70,45.0,,0.45,31.5
2020-07-25,72,45.0,,0.45,32.4
2020-07-26,72,45.0,,0.45,32.4
2020-07-27,74,45.0,,0.45,33.300000000000004
2020-07-28,78,45.0,,0.45,35.1
2020-07-29,74,45.0,,0.45,33.300000000000004
2020-07-30,100,45.0,,0.45,45.0
2020-07-31,89,45.0,,0.45,40.050000000000004
2020-08-01,56,52.0,False,0.52,29.12
2020-08-02,49,52.0,,0.52,25.48
2020-08-03,54,52.0,,0.52,28.080000000000002
2020-08-04,62,52.0,,0.52,32.24
2020-08-05,62,52.0,,0.52,32.24
2020-08-06,63,52.0,,0.52,32.76
2020-08-07,51,52.0,,0.52,26.52
2020-08-08,59,52.0,,0.52,30.68
2020-08-09,54,52.0,,0.52,28.080000000000002
2020-08-10,58,52.0,,0.52,30.16
2020-08-11,55,52.0,,0.52,28.6
2020-08-12,66,52.0,,0.52,34.32
2020-08-13,70,52.0,,0.52,36.4
2020-08-14,56,52.0,,0.52,29.12
2020-08-15,44,52.0,,0.52,22.880000000000003
2020-08-16,51,52.0,,0.52,26.52
2020-08-17,61,52.0,,0.52,31.720000000000002
2020-08-18,74,52.0,,0.52,38.480000000000004
2020-08-19,72,52.0,,0.52,37.44
2020-08-20,75,52.0,,0.52,39.0
2020-08-21,82,52.0,,0.52,42.64
2020-08-22,60,52.0,,0.52,31.200000000000003
2020-08-23,59,52.0,,0.52,30.68
2020-08-24,82,52.0,,0.52,42.64
2020-08-25,89,52.0,,0.52,46.28
2020-08-26,93,52.0,,0.52,48.36
2020-08-27,100,52.0,,0.52,52.0
2020-08-28,96,52.0,,0.52,49.92
2020-08-29,62,52.0,,0.52,32.24
2020-08-30,59,52.0,,0.52,30.68
2020-08-31,100,52.0,,0.52,52.0
2020-09-01,67,78.0,False,0.78,52.260000000000005
2020-09-02,73,78.0,,0.78,56.940000000000005
2020-09-03,72,78.0,,0.78,56.160000000000004
2020-09-04,76,78.0,,0.78,59.28
2020-09-05,40,78.0,,0.78,31.200000000000003
2020-09-06,40,78.0,,0.78,31.200000000000003
2020-09-07,42,78.0,,0.78,32.76
2020-09-08,67,78.0,,0.78,52.260000000000005
2020-09-09,71,78.0,,0.78,55.38
2020-09-10,75,78.0,,0.78,58.5
2020-09-11,76,78.0,,0.78,59.28
2020-09-12,45,78.0,,0.78,35.1
2020-09-13,46,78.0,,0.78,35.88
2020-09-14,72,78.0,,0.78,56.160000000000004
2020-09-15,81,78.0,,0.78,63.18
2020-09-16,71,78.0,,0.78,55.38
2020-09-17,79,78.0,,0.78,61.620000000000005
2020-09-18,78,78.0,,0.78,60.84
2020-09-19,40,78.0,,0.78,31.200000000000003
2020-09-20,46,78.0,,0.78,35.88
2020-09-21,76,78.0,,0.78,59.28
2020-09-22,82,78.0,,0.78,63.96
2020-09-23,82,78.0,,0.78,63.96
2020-09-24,84,78.0,,0.78,65.52
2020-09-25,69,78.0,,0.78,53.82
2020-09-26,39,78.0,,0.78,30.42
2020-09-27,39,78.0,,0.78,30.42
2020-09-28,56,78.0,,0.78,43.68
2020-09-29,67,78.0,,0.78,52.260000000000005
2020-09-30,100,78.0,,0.78,78.0
2020-10-01,97,69.0,False,0.69,66.92999999999999
2020-10-02,89,69.0,,0.69,61.41
2020-10-03,56,69.0,,0.69,38.64
2020-10-04,45,69.0,,0.69,31.049999999999997
2020-10-05,94,69.0,,0.69,64.86
2020-10-06,94,69.0,,0.69,64.86
2020-10-07,82,69.0,,0.69,56.58
2020-10-08,100,69.0,,0.69,69.0
2020-10-09,77,69.0,,0.69,53.129999999999995
2020-10-10,50,69.0,,0.69,34.5
2020-10-11,44,69.0,,0.69,30.36
2020-10-12,63,69.0,,0.69,43.47
2020-10-13,67,69.0,,0.69,46.23
2020-10-14,64,69.0,,0.69,44.16
2020-10-15,81,69.0,,0.69,55.88999999999999
2020-10-16,70,69.0,,0.69,48.3
2020-10-17,47,69.0,,0.69,32.43
2020-10-18,48,69.0,,0.69,33.12
2020-10-19,67,69.0,,0.69,46.23
2020-10-20,70,69.0,,0.69,48.3
2020-10-21,73,69.0,,0.69,50.37
2020-10-22,84,69.0,,0.69,57.959999999999994
2020-10-23,90,69.0,,0.69,62.099999999999994
2020-10-24,47,69.0,,0.69,32.43
2020-10-25,52,69.0,,0.69,35.879999999999995
2020-10-26,71,69.0,,0.69,48.989999999999995
2020-10-27,76,69.0,,0.69,52.44
2020-10-28,79,69.0,,0.69,54.51
2020-10-29,86,69.0,,0.69,59.339999999999996
2020-10-30,69,69.0,,0.69,47.61
2020-10-31,56,69.0,,0.69,38.64
2020-11-01,64,57.0,True,0.57,36.48
2020-11-02,92,57.0,,0.57,52.44
2020-11-03,100,57.0,,0.57,56.99999999999999
2020-11-04,76,57.0,,0.57,43.31999999999999
2020-11-05,77,57.0,,0.57,43.88999999999999
2020-11-06,82,57.0,,0.57,46.739999999999995
2020-11-07,78,57.0,,0.57,44.459999999999994
2020-11-08,84,57.0,,0.57,47.879999999999995
2020-11-09,97,57.0,,0.57,55.28999999999999
2020-11-10,81,57.0,,0.57,46.169999999999995
2020-11-11,66,57.0,,0.57,37.62
2020-11-12,86,57.0,,0.57,49.019999999999996
2020-11-13,83,57.0,,0.57,47.309999999999995
2020-11-14,52,57.0,,0.57,29.639999999999997
2020-11-15,52,57.0,,0.57,29.639999999999997
2020-11-16,87,57.0,,0.57,49.589999999999996
2020-11-17,79,57.0,,0.57,45.029999999999994
2020-11-18,81,57.0,,0.57,46.169999999999995
2020-11-19,85,57.0,,0.57,48.449999999999996
2020-11-20,80,57.0,,0.57,45.599999999999994
2020-11-21,52,57.0,,0.57,29.639999999999997
2020-11-22,48,57.0,,0.57,27.36
2020-11-23,64,57.0,,0.57,36.48
2020-11-24,73,57.0,,0.57,41.61
2020-11-25,53,57.0,,0.57,30.209999999999997
2020-11-26,38,57.0,,0.57,21.659999999999997
2020-11-27,41,57.0,,0.57,23.369999999999997
2020-11-28,46,57.0,,0.57,26.22
2020-11-29,51,57.0,,0.57,29.069999999999997
