date,consume_unscaled,consume_monthly,isPartial,scale,consume
2011-08-25,35,42.0,,0.42,14.7
2011-08-26,30,42.0,,0.42,12.6
2011-08-27,51,42.0,,0.42,21.419999999999998
2011-08-28,29,42.0,,0.42,12.18
2011-08-29,41,42.0,,0.42,17.22
2011-08-30,29,42.0,,0.42,12.18
2011-08-31,52,42.0,,0.42,21.84
2011-09-01,41,46.0,False,0.46,18.86
2011-09-02,92,46.0,,0.46,42.32
2011-09-03,61,46.0,,0.46,28.060000000000002
2011-09-04,18,46.0,,0.46,8.280000000000001
2011-09-05,40,46.0,,0.46,18.400000000000002
2011-09-06,33,46.0,,0.46,15.180000000000001
2011-09-07,66,46.0,,0.46,30.360000000000003
2011-09-08,66,46.0,,0.46,30.360000000000003
2011-09-09,62,46.0,,0.46,28.52
2011-09-10,8,46.0,,0.46,3.68
2011-09-11,91,46.0,,0.46,41.86
2011-09-12,100,46.0,,0.46,46.0
2011-09-13,71,46.0,,0.46,32.660000000000004
2011-09-14,65,46.0,,0.46,29.900000000000002
2011-09-15,73,46.0,,0.46,33.58
2011-09-16,63,46.0,,0.46,28.98
2011-09-17,43,46.0,,0.46,19.78
2011-09-18,58,46.0,,0.46,26.68
2011-09-19,52,46.0,,0.46,23.92
2011-09-20,78,46.0,,0.46,35.88
2011-09-21,59,46.0,,0.46,27.14
2011-09-22,46,46.0,,0.46,21.16
2011-09-23,41,46.0,,0.46,18.86
2011-09-24,42,46.0,,0.46,19.32
2011-09-25,66,46.0,,0.46,30.360000000000003
2011-09-26,84,46.0,,0.46,38.64
2011-09-27,45,46.0,,0.46,20.7
2011-09-28,77,46.0,,0.46,35.42
2011-09-29,85,46.0,,0.46,39.1
2011-09-30,69,46.0,,0.46,31.740000000000002
2011-10-01,70,49.0,False,0.49,34.3
2011-10-02,38,49.0,,0.49,18.62
2011-10-03,79,49.0,,0.49,38.71
2011-10-04,53,49.0,,0.49,25.97
2011-10-05,39,49.0,,0.49,19.11
2011-10-06,49,49.0,,0.49,24.009999999999998
2011-10-07,36,49.0,,0.49,17.64
2011-10-08,25,49.0,,0.49,12.25
2011-10-09,44,49.0,,0.49,21.56
2011-10-10,29,49.0,,0.49,14.209999999999999
2011-10-11,100,49.0,,0.49,49.0
2011-10-12,69,49.0,,0.49,33.81
2011-10-13,58,49.0,,0.49,28.419999999999998
2011-10-14,71,49.0,,0.49,34.79
2011-10-15,57,49.0,,0.49,27.93
2011-10-16,49,49.0,,0.49,24.009999999999998
2011-10-17,44,49.0,,0.49,21.56
2011-10-18,47,49.0,,0.49,23.03
2011-10-19,43,49.0,,0.49,21.07
2011-10-20,44,49.0,,0.49,21.56
2011-10-21,52,49.0,,0.49,25.48
2011-10-22,25,49.0,,0.49,12.25
2011-10-23,74,49.0,,0.49,36.26
2011-10-24,62,49.0,,0.49,30.38
2011-10-25,33,49.0,,0.49,16.169999999999998
2011-10-26,67,49.0,,0.49,32.83
2011-10-27,67,49.0,,0.49,32.83
2011-10-28,46,49.0,,0.49,22.54
2011-10-29,37,49.0,,0.49,18.13
2011-10-30,50,49.0,,0.49,24.5
2011-10-31,75,49.0,,0.49,36.75
2011-11-01,38,52.0,False,0.52,19.76
2011-11-02,54,52.0,,0.52,28.080000000000002
2011-11-03,72,52.0,,0.52,37.44
2011-11-04,42,52.0,,0.52,21.84
2011-11-05,63,52.0,,0.52,32.76
2011-11-06,33,52.0,,0.52,17.16
2011-11-07,53,52.0,,0.52,27.560000000000002
2011-11-08,39,52.0,,0.52,20.28
2011-11-09,93,52.0,,0.52,48.36
2011-11-10,58,52.0,,0.52,30.16
2011-11-11,47,52.0,,0.52,24.44
2011-11-12,40,52.0,,0.52,20.8
2011-11-13,55,52.0,,0.52,28.6
2011-11-14,62,52.0,,0.52,32.24
2011-11-15,65,52.0,,0.52,33.800000000000004
2011-11-16,100,52.0,,0.52,52.0
2011-11-17,44,52.0,,0.52,22.880000000000003
2011-11-18,23,52.0,,0.52,11.96
2011-11-19,34,52.0,,0.52,17.68
2011-11-20,28,52.0,,0.52,14.56
2011-11-21,63,52.0,,0.52,32.76
2011-11-22,75,52.0,,0.52,39.0
2011-11-23,38,52.0,,0.52,19.76
2011-11-24,41,52.0,,0.52,21.32
2011-11-25,11,52.0,,0.52,5.720000000000001
2011-11-26,28,52.0,,0.52,14.56
2011-11-27,66,52.0,,0.52,34.32
2011-11-28,38,52.0,,0.52,19.76
2011-11-29,88,52.0,,0.52,45.760000000000005
2011-11-30,55,52.0,,0.52,28.6
2011-12-01,87,42.0,False,0.42,36.54
2011-12-02,30,42.0,,0.42,12.6
2011-12-03,29,42.0,,0.42,12.18
2011-12-04,66,42.0,,0.42,27.72
2011-12-05,81,42.0,,0.42,34.019999999999996
2011-12-06,57,42.0,,0.42,23.939999999999998
2011-12-07,69,42.0,,0.42,28.98
2011-12-08,100,42.0,,0.42,42.0
2011-12-09,24,42.0,,0.42,10.08
2011-12-10,43,42.0,,0.42,18.06
2011-12-11,29,42.0,,0.42,12.18
2011-12-12,52,42.0,,0.42,21.84
2011-12-13,46,42.0,,0.42,19.32
2011-12-14,71,42.0,,0.42,29.82
2011-12-15,53,42.0,,0.42,22.259999999999998
2011-12-16,62,42.0,,0.42,26.04
2011-12-17,74,42.0,,0.42,31.08
2011-12-18,30,42.0,,0.42,12.6
2011-12-19,24,42.0,,0.42,10.08
2011-12-20,36,42.0,,0.42,15.12
2011-12-21,62,42.0,,0.42,26.04
2011-12-22,25,42.0,,0.42,10.5
2011-12-23,42,42.0,,0.42,17.64
2011-12-24,33,42.0,,0.42,13.86
2011-12-25,45,42.0,,0.42,18.9
2011-12-26,23,42.0,,0.42,9.66
2011-12-27,38,42.0,,0.42,15.959999999999999
2011-12-28,93,42.0,,0.42,39.059999999999995
2011-12-29,63,42.0,,0.42,26.459999999999997
2011-12-30,39,42.0,,0.42,16.38
2011-12-31,52,42.0,,0.42,21.84
2012-01-01,8,46.0,False,0.46,3.68
2012-01-02,66,46.0,,0.46,30.360000000000003
2012-01-03,48,46.0,,0.46,22.080000000000002
2012-01-04,71,46.0,,0.46,32.660000000000004
2012-01-05,42,46.0,,0.46,19.32
2012-01-06,42,46.0,,0.46,19.32
2012-01-07,36,46.0,,0.46,16.560000000000002
2012-01-08,29,46.0,,0.46,13.34
2012-01-09,100,46.0,,0.46,46.0
2012-01-10,52,46.0,,0.46,23.92
2012-01-11,81,46.0,,0.46,37.260000000000005
2012-01-12,70,46.0,,0.46,32.2
2012-01-13,96,46.0,,0.46,44.160000000000004
2012-01-14,43,46.0,,0.46,19.78
2012-01-15,93,46.0,,0.46,42.78
2012-01-16,59,46.0,,0.46,27.14
2012-01-17,68,46.0,,0.46,31.28
2012-01-18,68,46.0,,0.46,31.28
2012-01-19,64,46.0,,0.46,29.44
2012-01-20,71,46.0,,0.46,32.660000000000004
2012-01-21,62,46.0,,0.46,28.52
2012-01-22,27,46.0,,0.46,12.42
2012-01-23,84,46.0,,0.46,38.64
2012-01-24,85,46.0,,0.46,39.1
2012-01-25,69,46.0,,0.46,31.740000000000002
2012-01-26,80,46.0,,0.46,36.800000000000004
2012-01-27,65,46.0,,0.46,29.900000000000002
2012-01-28,78,46.0,,0.46,35.88
2012-01-29,71,46.0,,0.46,32.660000000000004
2012-01-30,68,46.0,,0.46,31.28
2012-01-31,74,46.0,,0.46,34.04
2012-02-01,59,53.0,False,0.53,31.270000000000003
2012-02-02,100,53.0,,0.53,53.0
2012-02-03,38,53.0,,0.53,20.14
2012-02-04,28,53.0,,0.53,14.84
2012-02-05,56,53.0,,0.53,29.68
2012-02-06,42,53.0,,0.53,22.26
2012-02-07,54,53.0,,0.53,28.62
2012-02-08,81,53.0,,0.53,42.93
2012-02-09,46,53.0,,0.53,24.380000000000003
2012-02-10,48,53.0,,0.53,25.44
2012-02-11,34,53.0,,0.53,18.02
2012-02-12,73,53.0,,0.53,38.690000000000005
2012-02-13,49,53.0,,0.53,25.970000000000002
2012-02-14,63,53.0,,0.53,33.39
2012-02-15,79,53.0,,0.53,41.870000000000005
2012-02-16,64,53.0,,0.53,33.92
2012-02-17,66,53.0,,0.53,34.980000000000004
2012-02-18,51,53.0,,0.53,27.03
2012-02-19,17,53.0,,0.53,9.01
2012-02-20,42,53.0,,0.53,22.26
2012-02-21,76,53.0,,0.53,40.28
2012-02-22,27,53.0,,0.53,14.31
2012-02-23,64,53.0,,0.53,33.92
2012-02-24,56,53.0,,0.53,29.68
2012-02-25,50,53.0,,0.53,26.5
2012-02-26,89,53.0,,0.53,47.17
2012-02-27,72,53.0,,0.53,38.160000000000004
2012-02-28,53,53.0,,0.53,28.09
2012-02-29,40,53.0,,0.53,21.200000000000003
2012-03-01,87,52.0,False,0.52,45.24
2012-03-02,95,52.0,,0.52,49.4
2012-03-03,41,52.0,,0.52,21.32
2012-03-04,78,52.0,,0.52,40.56
2012-03-05,66,52.0,,0.52,34.32
2012-03-06,91,52.0,,0.52,47.32
2012-03-07,88,52.0,,0.52,45.760000000000005
2012-03-08,67,52.0,,0.52,34.84
2012-03-09,72,52.0,,0.52,37.44
2012-03-10,45,52.0,,0.52,23.400000000000002
2012-03-11,88,52.0,,0.52,45.760000000000005
2012-03-12,92,52.0,,0.52,47.84
2012-03-13,89,52.0,,0.52,46.28
2012-03-14,77,52.0,,0.52,40.04
2012-03-15,99,52.0,,0.52,51.480000000000004
2012-03-16,70,52.0,,0.52,36.4
2012-03-17,58,52.0,,0.52,30.16
2012-03-18,62,52.0,,0.52,32.24
2012-03-19,91,52.0,,0.52,47.32
2012-03-20,100,52.0,,0.52,52.0
2012-03-21,86,52.0,,0.52,44.72
2012-03-22,71,52.0,,0.52,36.92
2012-03-23,71,52.0,,0.52,36.92
2012-03-24,58,52.0,,0.52,30.16
2012-03-25,68,52.0,,0.52,35.36
2012-03-26,58,52.0,,0.52,30.16
2012-03-27,79,52.0,,0.52,41.08
2012-03-28,76,52.0,,0.52,39.52
2012-03-29,61,52.0,,0.52,31.720000000000002
2012-03-30,62,52.0,,0.52,32.24
2012-03-31,87,52.0,,0.52,45.24
2012-04-01,48,52.0,False,0.52,24.96
2012-04-02,58,52.0,,0.52,30.16
2012-04-03,52,52.0,,0.52,27.04
2012-04-04,58,52.0,,0.52,30.16
2012-04-05,63,52.0,,0.52,32.76
2012-04-06,42,52.0,,0.52,21.84
2012-04-07,38,52.0,,0.52,19.76
2012-04-08,39,52.0,,0.52,20.28
2012-04-09,91,52.0,,0.52,47.32
2012-04-10,56,52.0,,0.52,29.12
2012-04-11,80,52.0,,0.52,41.6
2012-04-12,100,52.0,,0.52,52.0
2012-04-13,94,52.0,,0.52,48.88
2012-04-14,42,52.0,,0.52,21.84
2012-04-15,89,52.0,,0.52,46.28
2012-04-16,65,52.0,,0.52,33.800000000000004
2012-04-17,79,52.0,,0.52,41.08
2012-04-18,61,52.0,,0.52,31.720000000000002
2012-04-19,81,52.0,,0.52,42.120000000000005
2012-04-20,50,52.0,,0.52,26.0
2012-04-21,54,52.0,,0.52,28.080000000000002
2012-04-22,64,52.0,,0.52,33.28
2012-04-23,80,52.0,,0.52,41.6
2012-04-24,41,52.0,,0.52,21.32
2012-04-25,75,52.0,,0.52,39.0
2012-04-26,66,52.0,,0.52,34.32
2012-04-27,74,52.0,,0.52,38.480000000000004
2012-04-28,65,52.0,,0.52,33.800000000000004
2012-04-29,60,52.0,,0.52,31.200000000000003
2012-04-30,70,52.0,,0.52,36.4
2012-05-01,100,49.0,False,0.49,49.0
2012-05-02,68,49.0,,0.49,33.32
2012-05-03,77,49.0,,0.49,37.73
2012-05-04,77,49.0,,0.49,37.73
2012-05-05,52,49.0,,0.49,25.48
2012-05-06,55,49.0,,0.49,26.95
2012-05-07,60,49.0,,0.49,29.4
2012-05-08,59,49.0,,0.49,28.91
2012-05-09,72,49.0,,0.49,35.28
2012-05-10,67,49.0,,0.49,32.83
2012-05-11,49,49.0,,0.49,24.009999999999998
2012-05-12,38,49.0,,0.49,18.62
2012-05-13,79,49.0,,0.49,38.71
2012-05-14,92,49.0,,0.49,45.08
2012-05-15,65,49.0,,0.49,31.849999999999998
2012-05-16,39,49.0,,0.49,19.11
2012-05-17,52,49.0,,0.49,25.48
2012-05-18,58,49.0,,0.49,28.419999999999998
2012-05-19,42,49.0,,0.49,20.58
2012-05-20,37,49.0,,0.49,18.13
2012-05-21,68,49.0,,0.49,33.32
2012-05-22,79,49.0,,0.49,38.71
2012-05-23,52,49.0,,0.49,25.48
2012-05-24,42,49.0,,0.49,20.58
2012-05-25,47,49.0,,0.49,23.03
2012-05-26,38,49.0,,0.49,18.62
2012-05-27,43,49.0,,0.49,21.07
2012-05-28,68,49.0,,0.49,33.32
2012-05-29,44,49.0,,0.49,21.56
2012-05-30,95,49.0,,0.49,46.55
2012-05-31,65,49.0,,0.49,31.849999999999998
2012-06-01,97,43.0,False,0.43,41.71
2012-06-02,65,43.0,,0.43,27.95
2012-06-03,42,43.0,,0.43,18.06
2012-06-04,100,43.0,,0.43,43.0
2012-06-05,86,43.0,,0.43,36.98
2012-06-06,55,43.0,,0.43,23.65
2012-06-07,59,43.0,,0.43,25.37
2012-06-08,78,43.0,,0.43,33.54
2012-06-09,57,43.0,,0.43,24.509999999999998
2012-06-10,70,43.0,,0.43,30.099999999999998
2012-06-11,58,43.0,,0.43,24.94
2012-06-12,90,43.0,,0.43,38.7
2012-06-13,95,43.0,,0.43,40.85
2012-06-14,71,43.0,,0.43,30.53
2012-06-15,67,43.0,,0.43,28.81
2012-06-16,77,43.0,,0.43,33.11
2012-06-17,54,43.0,,0.43,23.22
2012-06-18,81,43.0,,0.43,34.83
2012-06-19,69,43.0,,0.43,29.669999999999998
2012-06-20,67,43.0,,0.43,28.81
2012-06-21,75,43.0,,0.43,32.25
2012-06-22,42,43.0,,0.43,18.06
2012-06-23,52,43.0,,0.43,22.36
2012-06-24,38,43.0,,0.43,16.34
2012-06-25,55,43.0,,0.43,23.65
2012-06-26,91,43.0,,0.43,39.13
2012-06-27,73,43.0,,0.43,31.39
2012-06-28,74,43.0,,0.43,31.82
2012-06-29,61,43.0,,0.43,26.23
2012-06-30,60,43.0,,0.43,25.8
2012-07-01,33,47.0,False,0.47,15.51
2012-07-02,57,47.0,,0.47,26.79
2012-07-03,69,47.0,,0.47,32.43
2012-07-04,100,47.0,,0.47,47.0
2012-07-05,62,47.0,,0.47,29.139999999999997
2012-07-06,52,47.0,,0.47,24.439999999999998
2012-07-07,70,47.0,,0.47,32.9
2012-07-08,70,47.0,,0.47,32.9
2012-07-09,80,47.0,,0.47,37.599999999999994
2012-07-10,43,47.0,,0.47,20.209999999999997
2012-07-11,80,47.0,,0.47,37.599999999999994
2012-07-12,75,47.0,,0.47,35.25
2012-07-13,45,47.0,,0.47,21.15
2012-07-14,23,47.0,,0.47,10.809999999999999
2012-07-15,63,47.0,,0.47,29.61
2012-07-16,31,47.0,,0.47,14.569999999999999
2012-07-17,86,47.0,,0.47,40.419999999999995
2012-07-18,86,47.0,,0.47,40.419999999999995
2012-07-19,56,47.0,,0.47,26.32
2012-07-20,50,47.0,,0.47,23.5
2012-07-21,47,47.0,,0.47,22.09
2012-07-22,48,47.0,,0.47,22.56
2012-07-23,74,47.0,,0.47,34.78
2012-07-24,84,47.0,,0.47,39.48
2012-07-25,61,47.0,,0.47,28.669999999999998
2012-07-26,50,47.0,,0.47,23.5
2012-07-27,70,47.0,,0.47,32.9
2012-07-28,53,47.0,,0.47,24.91
2012-07-29,94,47.0,,0.47,44.18
2012-07-30,86,47.0,,0.47,40.419999999999995
2012-07-31,90,47.0,,0.47,42.3
2012-08-01,52,44.0,False,0.44,22.88
2012-08-02,60,44.0,,0.44,26.4
2012-08-03,72,44.0,,0.44,31.68
2012-08-04,67,44.0,,0.44,29.48
2012-08-05,50,44.0,,0.44,22.0
2012-08-06,69,44.0,,0.44,30.36
2012-08-07,62,44.0,,0.44,27.28
2012-08-08,72,44.0,,0.44,31.68
2012-08-09,97,44.0,,0.44,42.68
2012-08-10,64,44.0,,0.44,28.16
2012-08-11,66,44.0,,0.44,29.04
2012-08-12,99,44.0,,0.44,43.56
2012-08-13,82,44.0,,0.44,36.08
2012-08-14,91,44.0,,0.44,40.04
2012-08-15,79,44.0,,0.44,34.76
2012-08-16,73,44.0,,0.44,32.12
2012-08-17,93,44.0,,0.44,40.92
2012-08-18,58,44.0,,0.44,25.52
2012-08-19,38,44.0,,0.44,16.72
2012-08-20,89,44.0,,0.44,39.160000000000004
2012-08-21,52,44.0,,0.44,22.88
2012-08-22,86,44.0,,0.44,37.84
2012-08-23,57,44.0,,0.44,25.080000000000002
2012-08-24,65,44.0,,0.44,28.6
2012-08-25,49,44.0,,0.44,21.56
2012-08-26,72,44.0,,0.44,31.68
2012-08-27,100,44.0,,0.44,44.0
2012-08-28,92,44.0,,0.44,40.48
2012-08-29,74,44.0,,0.44,32.56
2012-08-30,43,44.0,,0.44,18.92
2012-08-31,65,44.0,,0.44,28.6
2012-09-01,52,56.0,False,0.56,29.120000000000005
2012-09-02,46,56.0,,0.56,25.76
2012-09-03,41,56.0,,0.56,22.96
2012-09-04,61,56.0,,0.56,34.160000000000004
2012-09-05,81,56.0,,0.56,45.36000000000001
2012-09-06,71,56.0,,0.56,39.760000000000005
2012-09-07,58,56.0,,0.56,32.480000000000004
2012-09-08,53,56.0,,0.56,29.680000000000003
2012-09-09,86,56.0,,0.56,48.160000000000004
2012-09-10,78,56.0,,0.56,43.68000000000001
2012-09-11,65,56.0,,0.56,36.400000000000006
2012-09-12,68,56.0,,0.56,38.080000000000005
2012-09-13,89,56.0,,0.56,49.84
2012-09-14,50,56.0,,0.56,28.000000000000004
2012-09-15,57,56.0,,0.56,31.92
2012-09-16,81,56.0,,0.56,45.36000000000001
2012-09-17,83,56.0,,0.56,46.480000000000004
2012-09-18,98,56.0,,0.56,54.88
2012-09-19,74,56.0,,0.56,41.440000000000005
2012-09-20,69,56.0,,0.56,38.64
2012-09-21,69,56.0,,0.56,38.64
2012-09-22,41,56.0,,0.56,22.96
2012-09-23,59,56.0,,0.56,33.040000000000006
2012-09-24,80,56.0,,0.56,44.800000000000004
2012-09-25,92,56.0,,0.56,51.52
2012-09-26,100,56.0,,0.56,56.00000000000001
2012-09-27,76,56.0,,0.56,42.56
2012-09-28,76,56.0,,0.56,42.56
2012-09-29,66,56.0,,0.56,36.96
2012-09-30,71,56.0,,0.56,39.760000000000005
2012-10-01,55,53.0,False,0.53,29.150000000000002
2012-10-02,65,53.0,,0.53,34.45
2012-10-03,84,53.0,,0.53,44.52
2012-10-04,64,53.0,,0.53,33.92
2012-10-05,61,53.0,,0.53,32.33
2012-10-06,46,53.0,,0.53,24.380000000000003
2012-10-07,41,53.0,,0.53,21.73
2012-10-08,100,53.0,,0.53,53.0
2012-10-09,54,53.0,,0.53,28.62
2012-10-10,67,53.0,,0.53,35.510000000000005
2012-10-11,79,53.0,,0.53,41.870000000000005
2012-10-12,49,53.0,,0.53,25.970000000000002
2012-10-13,51,53.0,,0.53,27.03
2012-10-14,35,53.0,,0.53,18.55
2012-10-15,70,53.0,,0.53,37.1
2012-10-16,46,53.0,,0.53,24.380000000000003
2012-10-17,60,53.0,,0.53,31.8
2012-10-18,58,53.0,,0.53,30.740000000000002
2012-10-19,65,53.0,,0.53,34.45
2012-10-20,54,53.0,,0.53,28.62
2012-10-21,47,53.0,,0.53,24.91
2012-10-22,70,53.0,,0.53,37.1
2012-10-23,51,53.0,,0.53,27.03
2012-10-24,61,53.0,,0.53,32.33
2012-10-25,68,53.0,,0.53,36.04
2012-10-26,43,53.0,,0.53,22.790000000000003
2012-10-27,25,53.0,,0.53,13.25
2012-10-28,48,53.0,,0.53,25.44
2012-10-29,85,53.0,,0.53,45.050000000000004
2012-10-30,54,53.0,,0.53,28.62
2012-10-31,72,53.0,,0.53,38.160000000000004
2012-11-01,38,50.0,False,0.5,19.0
2012-11-02,51,50.0,,0.5,25.5
2012-11-03,78,50.0,,0.5,39.0
2012-11-04,43,50.0,,0.5,21.5
2012-11-05,66,50.0,,0.5,33.0
2012-11-06,52,50.0,,0.5,26.0
2012-11-07,73,50.0,,0.5,36.5
2012-11-08,72,50.0,,0.5,36.0
2012-11-09,88,50.0,,0.5,44.0
2012-11-10,28,50.0,,0.5,14.0
2012-11-11,50,50.0,,0.5,25.0
2012-11-12,58,50.0,,0.5,29.0
2012-11-13,100,50.0,,0.5,50.0
2012-11-14,40,50.0,,0.5,20.0
2012-11-15,80,50.0,,0.5,40.0
2012-11-16,60,50.0,,0.5,30.0
2012-11-17,22,50.0,,0.5,11.0
2012-11-18,49,50.0,,0.5,24.5
2012-11-19,53,50.0,,0.5,26.5
2012-11-20,58,50.0,,0.5,29.0
2012-11-21,52,50.0,,0.5,26.0
2012-11-22,40,50.0,,0.5,20.0
2012-11-23,47,50.0,,0.5,23.5
2012-11-24,38,50.0,,0.5,19.0
2012-11-25,26,50.0,,0.5,13.0
2012-11-26,54,50.0,,0.5,27.0
2012-11-27,67,50.0,,0.5,33.5
2012-11-28,76,50.0,,0.5,38.0
2012-11-29,62,50.0,,0.5,31.0
2012-11-30,66,50.0,,0.5,33.0
2012-12-01,100,43.0,False,0.43,43.0
2012-12-02,59,43.0,,0.43,25.37
2012-12-03,86,43.0,,0.43,36.98
2012-12-04,56,43.0,,0.43,24.08
2012-12-05,72,43.0,,0.43,30.96
2012-12-06,67,43.0,,0.43,28.81
2012-12-07,70,43.0,,0.43,30.099999999999998
2012-12-08,61,43.0,,0.43,26.23
2012-12-09,46,43.0,,0.43,19.78
2012-12-10,66,43.0,,0.43,28.38
2012-12-11,95,43.0,,0.43,40.85
2012-12-12,77,43.0,,0.43,33.11
2012-12-13,63,43.0,,0.43,27.09
2012-12-14,55,43.0,,0.43,23.65
2012-12-15,54,43.0,,0.43,23.22
2012-12-16,48,43.0,,0.43,20.64
2012-12-17,54,43.0,,0.43,23.22
2012-12-18,59,43.0,,0.43,25.37
2012-12-19,40,43.0,,0.43,17.2
2012-12-20,46,43.0,,0.43,19.78
2012-12-21,32,43.0,,0.43,13.76
2012-12-22,44,43.0,,0.43,18.919999999999998
2012-12-23,53,43.0,,0.43,22.79
2012-12-24,31,43.0,,0.43,13.33
2012-12-25,28,43.0,,0.43,12.04
2012-12-26,62,43.0,,0.43,26.66
2012-12-27,53,43.0,,0.43,22.79
2012-12-28,38,43.0,,0.43,16.34
2012-12-29,48,43.0,,0.43,20.64
2012-12-30,49,43.0,,0.43,21.07
2012-12-31,60,43.0,,0.43,25.8
2013-01-01,68,53.0,False,0.53,36.04
2013-01-02,65,53.0,,0.53,34.45
2013-01-03,69,53.0,,0.53,36.57
2013-01-04,54,53.0,,0.53,28.62
2013-01-05,80,53.0,,0.53,42.400000000000006
2013-01-06,86,53.0,,0.53,45.580000000000005
2013-01-07,63,53.0,,0.53,33.39
2013-01-08,92,53.0,,0.53,48.760000000000005
2013-01-09,78,53.0,,0.53,41.34
2013-01-10,73,53.0,,0.53,38.690000000000005
2013-01-11,79,53.0,,0.53,41.870000000000005
2013-01-12,31,53.0,,0.53,16.43
2013-01-13,62,53.0,,0.53,32.86
2013-01-14,45,53.0,,0.53,23.85
2013-01-15,91,53.0,,0.53,48.230000000000004
2013-01-16,86,53.0,,0.53,45.580000000000005
2013-01-17,92,53.0,,0.53,48.760000000000005
2013-01-18,58,53.0,,0.53,30.740000000000002
2013-01-19,88,53.0,,0.53,46.64
2013-01-20,44,53.0,,0.53,23.32
2013-01-21,96,53.0,,0.53,50.88
2013-01-22,60,53.0,,0.53,31.8
2013-01-23,92,53.0,,0.53,48.760000000000005
2013-01-24,87,53.0,,0.53,46.11
2013-01-25,73,53.0,,0.53,38.690000000000005
2013-01-26,85,53.0,,0.53,45.050000000000004
2013-01-27,74,53.0,,0.53,39.22
2013-01-28,80,53.0,,0.53,42.400000000000006
2013-01-29,100,53.0,,0.53,53.0
2013-01-30,100,53.0,,0.53,53.0
2013-01-31,80,53.0,,0.53,42.400000000000006
2013-02-01,63,56.0,False,0.56,35.28
2013-02-02,71,56.0,,0.56,39.760000000000005
2013-02-03,70,56.0,,0.56,39.2
2013-02-04,93,56.0,,0.56,52.080000000000005
2013-02-05,85,56.0,,0.56,47.6
2013-02-06,92,56.0,,0.56,51.52
2013-02-07,77,56.0,,0.56,43.120000000000005
2013-02-08,68,56.0,,0.56,38.080000000000005
2013-02-09,44,56.0,,0.56,24.64
2013-02-10,61,56.0,,0.56,34.160000000000004
2013-02-11,61,56.0,,0.56,34.160000000000004
2013-02-12,100,56.0,,0.56,56.00000000000001
2013-02-13,93,56.0,,0.56,52.080000000000005
2013-02-14,72,56.0,,0.56,40.32000000000001
2013-02-15,57,56.0,,0.56,31.92
2013-02-16,58,56.0,,0.56,32.480000000000004
2013-02-17,56,56.0,,0.56,31.360000000000003
2013-02-18,69,56.0,,0.56,38.64
2013-02-19,84,56.0,,0.56,47.040000000000006
2013-02-20,80,56.0,,0.56,44.800000000000004
2013-02-21,98,56.0,,0.56,54.88
2013-02-22,71,56.0,,0.56,39.760000000000005
2013-02-23,54,56.0,,0.56,30.240000000000002
2013-02-24,43,56.0,,0.56,24.080000000000002
2013-02-25,94,56.0,,0.56,52.64000000000001
2013-02-26,89,56.0,,0.56,49.84
2013-02-27,91,56.0,,0.56,50.96000000000001
2013-02-28,78,56.0,,0.56,43.68000000000001
2013-03-01,65,53.0,False,0.53,34.45
2013-03-02,52,53.0,,0.53,27.560000000000002
2013-03-03,71,53.0,,0.53,37.63
2013-03-04,70,53.0,,0.53,37.1
2013-03-05,82,53.0,,0.53,43.46
2013-03-06,81,53.0,,0.53,42.93
2013-03-07,77,53.0,,0.53,40.81
2013-03-08,76,53.0,,0.53,40.28
2013-03-09,33,53.0,,0.53,17.490000000000002
2013-03-10,60,53.0,,0.53,31.8
2013-03-11,85,53.0,,0.53,45.050000000000004
2013-03-12,66,53.0,,0.53,34.980000000000004
2013-03-13,68,53.0,,0.53,36.04
2013-03-14,83,53.0,,0.53,43.99
2013-03-15,68,53.0,,0.53,36.04
2013-03-16,50,53.0,,0.53,26.5
2013-03-17,77,53.0,,0.53,40.81
2013-03-18,49,53.0,,0.53,25.970000000000002
2013-03-19,86,53.0,,0.53,45.580000000000005
2013-03-20,65,53.0,,0.53,34.45
2013-03-21,100,53.0,,0.53,53.0
2013-03-22,70,53.0,,0.53,37.1
2013-03-23,47,53.0,,0.53,24.91
2013-03-24,65,53.0,,0.53,34.45
2013-03-25,85,53.0,,0.53,45.050000000000004
2013-03-26,79,53.0,,0.53,41.870000000000005
2013-03-27,90,53.0,,0.53,47.7
2013-03-28,54,53.0,,0.53,28.62
2013-03-29,61,53.0,,0.53,32.33
2013-03-30,58,53.0,,0.53,30.740000000000002
2013-03-31,44,53.0,,0.53,23.32
2013-04-01,49,61.0,False,0.61,29.89
2013-04-02,49,61.0,,0.61,29.89
2013-04-03,39,61.0,,0.61,23.79
2013-04-04,92,61.0,,0.61,56.12
2013-04-05,41,61.0,,0.61,25.009999999999998
2013-04-06,41,61.0,,0.61,25.009999999999998
2013-04-07,61,61.0,,0.61,37.21
2013-04-08,42,61.0,,0.61,25.62
2013-04-09,59,61.0,,0.61,35.99
2013-04-10,80,61.0,,0.61,48.8
2013-04-11,84,61.0,,0.61,51.24
2013-04-12,62,61.0,,0.61,37.82
2013-04-13,53,61.0,,0.61,32.33
2013-04-14,48,61.0,,0.61,29.28
2013-04-15,61,61.0,,0.61,37.21
2013-04-16,62,61.0,,0.61,37.82
2013-04-17,100,61.0,,0.61,61.0
2013-04-18,63,61.0,,0.61,38.43
2013-04-19,50,61.0,,0.61,30.5
2013-04-20,22,61.0,,0.61,13.42
2013-04-21,76,61.0,,0.61,46.36
