date,consume_unscaled,consume_monthly,isPartial,scale,consume
2013-04-22,82,61.0,,0.61,50.019999999999996
2013-04-23,69,61.0,,0.61,42.089999999999996
2013-04-24,67,61.0,,0.61,40.87
2013-04-25,47,61.0,,0.61,28.669999999999998
2013-04-26,86,61.0,,0.61,52.46
2013-04-27,45,61.0,,0.61,27.45
2013-04-28,45,61.0,,0.61,27.45
2013-04-29,59,61.0,,0.61,35.99
2013-04-30,88,61.0,,0.61,53.68
2013-05-01,93,53.0,False,0.53,49.29
2013-05-02,70,53.0,,0.53,37.1
2013-05-03,79,53.0,,0.53,41.870000000000005
2013-05-04,63,53.0,,0.53,33.39
2013-05-05,54,53.0,,0.53,28.62
2013-05-06,72,53.0,,0.53,38.160000000000004
2013-05-07,100,53.0,,0.53,53.0
2013-05-08,100,53.0,,0.53,53.0
2013-05-09,78,53.0,,0.53,41.34
2013-05-10,74,53.0,,0.53,39.22
2013-05-11,36,53.0,,0.53,19.080000000000002
2013-05-12,52,53.0,,0.53,27.560000000000002
2013-05-13,69,53.0,,0.53,36.57
2013-05-14,83,53.0,,0.53,43.99
2013-05-15,49,53.0,,0.53,25.970000000000002
2013-05-16,88,53.0,,0.53,46.64
2013-05-17,52,53.0,,0.53,27.560000000000002
2013-05-18,46,53.0,,0.53,24.380000000000003
2013-05-19,67,53.0,,0.53,35.510000000000005
2013-05-20,58,53.0,,0.53,30.740000000000002
2013-05-21,72,53.0,,0.53,38.160000000000004
2013-05-22,80,53.0,,0.53,42.400000000000006
2013-05-23,65,53.0,,0.53,34.45
2013-05-24,78,53.0,,0.53,41.34
2013-05-25,37,53.0,,0.53,19.61
2013-05-26,51,53.0,,0.53,27.03
2013-05-27,44,53.0,,0.53,23.32
2013-05-28,82,53.0,,0.53,43.46
2013-05-29,90,53.0,,0.53,47.7
2013-05-30,86,53.0,,0.53,45.580000000000005
2013-05-31,60,53.0,,0.53,31.8
2013-06-01,66,48.0,False,0.48,31.68
2013-06-02,78,48.0,,0.48,37.44
2013-06-03,85,48.0,,0.48,40.8
2013-06-04,73,48.0,,0.48,35.04
2013-06-05,80,48.0,,0.48,38.4
2013-06-06,80,48.0,,0.48,38.4
2013-06-07,60,48.0,,0.48,28.799999999999997
2013-06-08,72,48.0,,0.48,34.56
2013-06-09,46,48.0,,0.48,22.08
2013-06-10,100,48.0,,0.48,48.0
2013-06-11,68,48.0,,0.48,32.64
2013-06-12,75,48.0,,0.48,36.0
2013-06-13,69,48.0,,0.48,33.12
2013-06-14,76,48.0,,0.48,36.48
2013-06-15,53,48.0,,0.48,25.439999999999998
2013-06-16,65,48.0,,0.48,31.2
2013-06-17,64,48.0,,0.48,30.72
2013-06-18,91,48.0,,0.48,43.68
2013-06-19,57,48.0,,0.48,27.36
2013-06-20,59,48.0,,0.48,28.32
2013-06-21,70,48.0,,0.48,33.6
2013-06-22,56,48.0,,0.48,26.88
2013-06-23,67,48.0,,0.48,32.16
2013-06-24,75,48.0,,0.48,36.0
2013-06-25,94,48.0,,0.48,45.12
2013-06-26,60,48.0,,0.48,28.799999999999997
2013-06-27,78,48.0,,0.48,37.44
2013-06-28,81,48.0,,0.48,38.879999999999995
2013-06-29,52,48.0,,0.48,24.96
2013-06-30,56,48.0,,0.48,26.88
2013-07-01,86,48.0,False,0.48,41.28
2013-07-02,71,48.0,,0.48,34.08
2013-07-03,42,48.0,,0.48,20.16
2013-07-04,52,48.0,,0.48,24.96
2013-07-05,36,48.0,,0.48,17.28
2013-07-06,58,48.0,,0.48,27.84
2013-07-07,89,48.0,,0.48,42.72
2013-07-08,40,48.0,,0.48,19.2
2013-07-09,69,48.0,,0.48,33.12
2013-07-10,60,48.0,,0.48,28.799999999999997
2013-07-11,67,48.0,,0.48,32.16
2013-07-12,68,48.0,,0.48,32.64
2013-07-13,80,48.0,,0.48,38.4
2013-07-14,43,48.0,,0.48,20.64
2013-07-15,61,48.0,,0.48,29.279999999999998
2013-07-16,60,48.0,,0.48,28.799999999999997
2013-07-17,35,48.0,,0.48,16.8
2013-07-18,92,48.0,,0.48,44.16
2013-07-19,74,48.0,,0.48,35.519999999999996
2013-07-20,81,48.0,,0.48,38.879999999999995
2013-07-21,76,48.0,,0.48,36.48
2013-07-22,80,48.0,,0.48,38.4
2013-07-23,54,48.0,,0.48,25.919999999999998
2013-07-24,82,48.0,,0.48,39.36
2013-07-25,36,48.0,,0.48,17.28
2013-07-26,48,48.0,,0.48,23.04
2013-07-27,57,48.0,,0.48,27.36
2013-07-28,38,48.0,,0.48,18.24
2013-07-29,76,48.0,,0.48,36.48
2013-07-30,86,48.0,,0.48,41.28
2013-07-31,100,48.0,,0.48,48.0
2013-08-01,56,45.0,False,0.45,25.2
2013-08-02,64,45.0,,0.45,28.8
2013-08-03,52,45.0,,0.45,23.400000000000002
2013-08-04,95,45.0,,0.45,42.75
2013-08-05,84,45.0,,0.45,37.800000000000004
2013-08-06,81,45.0,,0.45,36.45
2013-08-07,50,45.0,,0.45,22.5
2013-08-08,84,45.0,,0.45,37.800000000000004
2013-08-09,84,45.0,,0.45,37.800000000000004
2013-08-10,70,45.0,,0.45,31.5
2013-08-11,57,45.0,,0.45,25.650000000000002
2013-08-12,59,45.0,,0.45,26.55
2013-08-13,45,45.0,,0.45,20.25
2013-08-14,65,45.0,,0.45,29.25
2013-08-15,100,45.0,,0.45,45.0
2013-08-16,47,45.0,,0.45,21.150000000000002
2013-08-17,59,45.0,,0.45,26.55
2013-08-18,63,45.0,,0.45,28.35
2013-08-19,67,45.0,,0.45,30.150000000000002
2013-08-20,69,45.0,,0.45,31.05
2013-08-21,67,45.0,,0.45,30.150000000000002
2013-08-22,59,45.0,,0.45,26.55
2013-08-23,75,45.0,,0.45,33.75
2013-08-24,62,45.0,,0.45,27.900000000000002
2013-08-25,65,45.0,,0.45,29.25
2013-08-26,56,45.0,,0.45,25.2
2013-08-27,78,45.0,,0.45,35.1
2013-08-28,65,45.0,,0.45,29.25
2013-08-29,83,45.0,,0.45,37.35
2013-08-30,77,45.0,,0.45,34.65
2013-08-31,60,45.0,,0.45,27.0
2013-09-01,44,53.0,False,0.53,23.32
2013-09-02,35,53.0,,0.53,18.55
2013-09-03,34,53.0,,0.53,18.02
2013-09-04,44,53.0,,0.53,23.32
2013-09-05,53,53.0,,0.53,28.09
2013-09-06,52,53.0,,0.53,27.560000000000002
2013-09-07,59,53.0,,0.53,31.270000000000003
2013-09-08,72,53.0,,0.53,38.160000000000004
2013-09-09,52,53.0,,0.53,27.560000000000002
2013-09-10,66,53.0,,0.53,34.980000000000004
2013-09-11,58,53.0,,0.53,30.740000000000002
2013-09-12,52,53.0,,0.53,27.560000000000002
2013-09-13,60,53.0,,0.53,31.8
2013-09-14,59,53.0,,0.53,31.270000000000003
2013-09-15,38,53.0,,0.53,20.14
2013-09-16,67,53.0,,0.53,35.510000000000005
2013-09-17,73,53.0,,0.53,38.690000000000005
2013-09-18,42,53.0,,0.53,22.26
2013-09-19,72,53.0,,0.53,38.160000000000004
2013-09-20,74,53.0,,0.53,39.22
2013-09-21,42,53.0,,0.53,22.26
2013-09-22,64,53.0,,0.53,33.92
2013-09-23,61,53.0,,0.53,32.33
2013-09-24,58,53.0,,0.53,30.740000000000002
2013-09-25,100,53.0,,0.53,53.0
2013-09-26,71,53.0,,0.53,37.63
2013-09-27,63,53.0,,0.53,33.39
2013-09-28,44,53.0,,0.53,23.32
2013-09-29,40,53.0,,0.53,21.200000000000003
2013-09-30,83,53.0,,0.53,43.99
2013-10-01,48,62.0,False,0.62,29.759999999999998
2013-10-02,100,62.0,,0.62,62.0
2013-10-03,84,62.0,,0.62,52.08
2013-10-04,44,62.0,,0.62,27.28
2013-10-05,35,62.0,,0.62,21.7
2013-10-06,59,62.0,,0.62,36.58
2013-10-07,51,62.0,,0.62,31.62
2013-10-08,62,62.0,,0.62,38.44
2013-10-09,64,62.0,,0.62,39.68
2013-10-10,60,62.0,,0.62,37.2
2013-10-11,37,62.0,,0.62,22.94
2013-10-12,48,62.0,,0.62,29.759999999999998
2013-10-13,60,62.0,,0.62,37.2
2013-10-14,56,62.0,,0.62,34.72
2013-10-15,61,62.0,,0.62,37.82
2013-10-16,66,62.0,,0.62,40.92
2013-10-17,59,62.0,,0.62,36.58
2013-10-18,61,62.0,,0.62,37.82
2013-10-19,31,62.0,,0.62,19.22
2013-10-20,51,62.0,,0.62,31.62
2013-10-21,62,62.0,,0.62,38.44
2013-10-22,81,62.0,,0.62,50.22
2013-10-23,49,62.0,,0.62,30.38
2013-10-24,42,62.0,,0.62,26.04
2013-10-25,69,62.0,,0.62,42.78
2013-10-26,26,62.0,,0.62,16.12
2013-10-27,17,62.0,,0.62,10.54
2013-10-28,90,62.0,,0.62,55.8
2013-10-29,64,62.0,,0.62,39.68
2013-10-30,68,62.0,,0.62,42.16
2013-10-31,39,62.0,,0.62,24.18
2013-11-01,38,58.0,False,0.58,22.04
2013-11-02,32,58.0,,0.58,18.56
2013-11-03,36,58.0,,0.58,20.88
2013-11-04,100,58.0,,0.58,57.99999999999999
2013-11-05,59,58.0,,0.58,34.22
2013-11-06,75,58.0,,0.58,43.5
2013-11-07,75,58.0,,0.58,43.5
2013-11-08,61,58.0,,0.58,35.379999999999995
2013-11-09,37,58.0,,0.58,21.459999999999997
2013-11-10,60,58.0,,0.58,34.8
2013-11-11,52,58.0,,0.58,30.159999999999997
2013-11-12,50,58.0,,0.58,28.999999999999996
2013-11-13,61,58.0,,0.58,35.379999999999995
2013-11-14,79,58.0,,0.58,45.82
2013-11-15,51,58.0,,0.58,29.58
2013-11-16,34,58.0,,0.58,19.72
2013-11-17,51,58.0,,0.58,29.58
2013-11-18,85,58.0,,0.58,49.3
2013-11-19,73,58.0,,0.58,42.339999999999996
2013-11-20,84,58.0,,0.58,48.72
2013-11-21,60,58.0,,0.58,34.8
2013-11-22,53,58.0,,0.58,30.74
2013-11-23,42,58.0,,0.58,24.36
2013-11-24,52,58.0,,0.58,30.159999999999997
2013-11-25,86,58.0,,0.58,49.879999999999995
2013-11-26,53,58.0,,0.58,30.74
2013-11-27,40,58.0,,0.58,23.2
2013-11-28,35,58.0,,0.58,20.299999999999997
2013-11-29,39,58.0,,0.58,22.619999999999997
2013-11-30,31,58.0,,0.58,17.98
2013-12-01,56,47.0,False,0.47,26.32
2013-12-02,100,47.0,,0.47,47.0
2013-12-03,87,47.0,,0.47,40.89
2013-12-04,94,47.0,,0.47,44.18
2013-12-05,100,47.0,,0.47,47.0
2013-12-06,89,47.0,,0.47,41.83
2013-12-07,57,47.0,,0.47,26.79
2013-12-08,93,47.0,,0.47,43.71
2013-12-09,65,47.0,,0.47,30.549999999999997
2013-12-10,69,47.0,,0.47,32.43
2013-12-11,73,47.0,,0.47,34.309999999999995
2013-12-12,75,47.0,,0.47,35.25
2013-12-13,95,47.0,,0.47,44.65
2013-12-14,53,47.0,,0.47,24.91
2013-12-15,71,47.0,,0.47,33.37
2013-12-16,68,47.0,,0.47,31.959999999999997
2013-12-17,72,47.0,,0.47,33.839999999999996
2013-12-18,73,47.0,,0.47,34.309999999999995
2013-12-19,78,47.0,,0.47,36.66
2013-12-20,45,47.0,,0.47,21.15
2013-12-21,34,47.0,,0.47,15.979999999999999
2013-12-22,35,47.0,,0.47,16.45
2013-12-23,46,47.0,,0.47,21.619999999999997
2013-12-24,51,47.0,,0.47,23.97
2013-12-25,25,47.0,,0.47,11.75
2013-12-26,66,47.0,,0.47,31.02
2013-12-27,79,47.0,,0.47,37.129999999999995
2013-12-28,49,47.0,,0.47,23.029999999999998
2013-12-29,48,47.0,,0.47,22.56
2013-12-30,52,47.0,,0.47,24.439999999999998
2013-12-31,59,47.0,,0.47,27.729999999999997
2014-01-01,42,52.0,False,0.52,21.84
2014-01-02,28,52.0,,0.52,14.56
2014-01-03,36,52.0,,0.52,18.72
2014-01-04,30,52.0,,0.52,15.600000000000001
2014-01-05,37,52.0,,0.52,19.240000000000002
2014-01-06,34,52.0,,0.52,17.68
2014-01-07,62,52.0,,0.52,32.24
2014-01-08,51,52.0,,0.52,26.52
2014-01-09,54,52.0,,0.52,28.080000000000002
2014-01-10,50,52.0,,0.52,26.0
2014-01-11,38,52.0,,0.52,19.76
2014-01-12,38,52.0,,0.52,19.76
2014-01-13,59,52.0,,0.52,30.68
2014-01-14,54,52.0,,0.52,28.080000000000002
2014-01-15,72,52.0,,0.52,37.44
2014-01-16,47,52.0,,0.52,24.44
2014-01-17,62,52.0,,0.52,32.24
2014-01-18,35,52.0,,0.52,18.2
2014-01-19,55,52.0,,0.52,28.6
2014-01-20,45,52.0,,0.52,23.400000000000002
2014-01-21,55,52.0,,0.52,28.6
2014-01-22,57,52.0,,0.52,29.64
2014-01-23,100,52.0,,0.52,52.0
2014-01-24,57,52.0,,0.52,29.64
2014-01-25,48,52.0,,0.52,24.96
2014-01-26,50,52.0,,0.52,26.0
2014-01-27,53,52.0,,0.52,27.560000000000002
2014-01-28,56,52.0,,0.52,29.12
2014-01-29,54,52.0,,0.52,28.080000000000002
2014-01-30,71,52.0,,0.52,36.92
2014-01-31,69,52.0,,0.52,35.88
2014-02-01,54,61.0,False,0.61,32.94
2014-02-02,59,61.0,,0.61,35.99
2014-02-03,66,61.0,,0.61,40.26
2014-02-04,69,61.0,,0.61,42.089999999999996
2014-02-05,56,61.0,,0.61,34.16
2014-02-06,71,61.0,,0.61,43.31
2014-02-07,72,61.0,,0.61,43.92
2014-02-08,56,61.0,,0.61,34.16
2014-02-09,67,61.0,,0.61,40.87
2014-02-10,85,61.0,,0.61,51.85
2014-02-11,69,61.0,,0.61,42.089999999999996
2014-02-12,80,61.0,,0.61,48.8
2014-02-13,53,61.0,,0.61,32.33
2014-02-14,54,61.0,,0.61,32.94
2014-02-15,45,61.0,,0.61,27.45
2014-02-16,77,61.0,,0.61,46.97
2014-02-17,78,61.0,,0.61,47.58
2014-02-18,93,61.0,,0.61,56.73
2014-02-19,100,61.0,,0.61,61.0
2014-02-20,85,61.0,,0.61,51.85
2014-02-21,75,61.0,,0.61,45.75
2014-02-22,59,61.0,,0.61,35.99
2014-02-23,71,61.0,,0.61,43.31
2014-02-24,80,61.0,,0.61,48.8
2014-02-25,85,61.0,,0.61,51.85
2014-02-26,90,61.0,,0.61,54.9
2014-02-27,77,61.0,,0.61,46.97
2014-02-28,95,61.0,,0.61,57.949999999999996
2014-03-01,60,61.0,False,0.61,36.6
2014-03-02,80,61.0,,0.61,48.8
2014-03-03,63,61.0,,0.61,38.43
2014-03-04,72,61.0,,0.61,43.92
2014-03-05,73,61.0,,0.61,44.53
2014-03-06,63,61.0,,0.61,38.43
2014-03-07,47,61.0,,0.61,28.669999999999998
2014-03-08,44,61.0,,0.61,26.84
2014-03-09,61,61.0,,0.61,37.21
2014-03-10,64,61.0,,0.61,39.04
2014-03-11,89,61.0,,0.61,54.29
2014-03-12,53,61.0,,0.61,32.33
2014-03-13,71,61.0,,0.61,43.31
2014-03-14,34,61.0,,0.61,20.74
2014-03-15,40,61.0,,0.61,24.4
2014-03-16,47,61.0,,0.61,28.669999999999998
2014-03-17,45,61.0,,0.61,27.45
2014-03-18,28,61.0,,0.61,17.08
2014-03-19,74,61.0,,0.61,45.14
2014-03-20,82,61.0,,0.61,50.019999999999996
2014-03-21,71,61.0,,0.61,43.31
2014-03-22,52,61.0,,0.61,31.72
2014-03-23,69,61.0,,0.61,42.089999999999996
2014-03-24,69,61.0,,0.61,42.089999999999996
2014-03-25,63,61.0,,0.61,38.43
2014-03-26,74,61.0,,0.61,45.14
2014-03-27,100,61.0,,0.61,61.0
2014-03-28,87,61.0,,0.61,53.07
2014-03-29,26,61.0,,0.61,15.86
2014-03-30,68,61.0,,0.61,41.48
2014-03-31,59,61.0,,0.61,35.99
2014-04-01,62,62.0,False,0.62,38.44
2014-04-02,78,62.0,,0.62,48.36
2014-04-03,64,62.0,,0.62,39.68
2014-04-04,58,62.0,,0.62,35.96
2014-04-05,56,62.0,,0.62,34.72
2014-04-06,62,62.0,,0.62,38.44
2014-04-07,96,62.0,,0.62,59.519999999999996
2014-04-08,87,62.0,,0.62,53.94
2014-04-09,72,62.0,,0.62,44.64
2014-04-10,72,62.0,,0.62,44.64
2014-04-11,58,62.0,,0.62,35.96
2014-04-12,47,62.0,,0.62,29.14
2014-04-13,66,62.0,,0.62,40.92
2014-04-14,67,62.0,,0.62,41.54
2014-04-15,92,62.0,,0.62,57.04
2014-04-16,93,62.0,,0.62,57.66
2014-04-17,74,62.0,,0.62,45.88
2014-04-18,60,62.0,,0.62,37.2
2014-04-19,47,62.0,,0.62,29.14
2014-04-20,71,62.0,,0.62,44.02
2014-04-21,77,62.0,,0.62,47.74
2014-04-22,98,62.0,,0.62,60.76
2014-04-23,100,62.0,,0.62,62.0
2014-04-24,84,62.0,,0.62,52.08
2014-04-25,79,62.0,,0.62,48.98
2014-04-26,65,62.0,,0.62,40.3
2014-04-27,67,62.0,,0.62,41.54
2014-04-28,87,62.0,,0.62,53.94
2014-04-29,70,62.0,,0.62,43.4
2014-04-30,80,62.0,,0.62,49.6
2014-05-01,63,53.0,False,0.53,33.39
2014-05-02,75,53.0,,0.53,39.75
2014-05-03,47,53.0,,0.53,24.91
2014-05-04,62,53.0,,0.53,32.86
2014-05-05,85,53.0,,0.53,45.050000000000004
2014-05-06,100,53.0,,0.53,53.0
2014-05-07,78,53.0,,0.53,41.34
2014-05-08,79,53.0,,0.53,41.870000000000005
2014-05-09,66,53.0,,0.53,34.980000000000004
2014-05-10,32,53.0,,0.53,16.96
2014-05-11,58,53.0,,0.53,30.740000000000002
2014-05-12,83,53.0,,0.53,43.99
2014-05-13,63,53.0,,0.53,33.39
2014-05-14,86,53.0,,0.53,45.580000000000005
2014-05-15,58,53.0,,0.53,30.740000000000002
2014-05-16,71,53.0,,0.53,37.63
2014-05-17,51,53.0,,0.53,27.03
2014-05-18,67,53.0,,0.53,35.510000000000005
2014-05-19,58,53.0,,0.53,30.740000000000002
2014-05-20,72,53.0,,0.53,38.160000000000004
2014-05-21,65,53.0,,0.53,34.45
2014-05-22,71,53.0,,0.53,37.63
2014-05-23,43,53.0,,0.53,22.790000000000003
2014-05-24,51,53.0,,0.53,27.03
2014-05-25,56,53.0,,0.53,29.68
2014-05-26,60,53.0,,0.53,31.8
2014-05-27,49,53.0,,0.53,25.970000000000002
2014-05-28,76,53.0,,0.53,40.28
2014-05-29,66,53.0,,0.53,34.980000000000004
2014-05-30,86,53.0,,0.53,45.580000000000005
2014-05-31,49,53.0,,0.53,25.970000000000002
2014-06-01,35,51.0,False,0.51,17.85
2014-06-02,60,51.0,,0.51,30.6
2014-06-03,64,51.0,,0.51,32.64
2014-06-04,94,51.0,,0.51,47.94
2014-06-05,71,51.0,,0.51,36.21
2014-06-06,65,51.0,,0.51,33.15
2014-06-07,39,51.0,,0.51,19.89
2014-06-08,75,51.0,,0.51,38.25
2014-06-09,62,51.0,,0.51,31.62
2014-06-10,100,51.0,,0.51,51.0
2014-06-11,68,51.0,,0.51,34.68
2014-06-12,63,51.0,,0.51,32.13
2014-06-13,50,51.0,,0.51,25.5
2014-06-14,52,51.0,,0.51,26.52
2014-06-15,82,51.0,,0.51,41.82
2014-06-16,51,51.0,,0.51,26.01
2014-06-17,66,51.0,,0.51,33.660000000000004
2014-06-18,77,51.0,,0.51,39.27
2014-06-19,75,51.0,,0.51,38.25
2014-06-20,42,51.0,,0.51,21.42
2014-06-21,65,51.0,,0.51,33.15
2014-06-22,49,51.0,,0.51,24.990000000000002
2014-06-23,36,51.0,,0.51,18.36
2014-06-24,76,51.0,,0.51,38.76
2014-06-25,71,51.0,,0.51,36.21
2014-06-26,84,51.0,,0.51,42.84
2014-06-27,58,51.0,,0.51,29.580000000000002
2014-06-28,42,51.0,,0.51,21.42
2014-06-29,73,51.0,,0.51,37.230000000000004
2014-06-30,54,51.0,,0.51,27.54
2014-07-01,60,47.0,False,0.47,28.2
2014-07-02,68,47.0,,0.47,31.959999999999997
2014-07-03,77,47.0,,0.47,36.19
2014-07-04,46,47.0,,0.47,21.619999999999997
2014-07-05,60,47.0,,0.47,28.2
2014-07-06,71,47.0,,0.47,33.37
2014-07-07,58,47.0,,0.47,27.259999999999998
2014-07-08,65,47.0,,0.47,30.549999999999997
2014-07-09,84,47.0,,0.47,39.48
2014-07-10,82,47.0,,0.47,38.54
2014-07-11,75,47.0,,0.47,35.25
2014-07-12,75,47.0,,0.47,35.25
2014-07-13,87,47.0,,0.47,40.89
2014-07-14,70,47.0,,0.47,32.9
2014-07-15,85,47.0,,0.47,39.949999999999996
2014-07-16,76,47.0,,0.47,35.72
2014-07-17,55,47.0,,0.47,25.849999999999998
2014-07-18,85,47.0,,0.47,39.949999999999996
2014-07-19,61,47.0,,0.47,28.669999999999998
2014-07-20,85,47.0,,0.47,39.949999999999996
2014-07-21,88,47.0,,0.47,41.36
2014-07-22,80,47.0,,0.47,37.599999999999994
2014-07-23,76,47.0,,0.47,35.72
2014-07-24,79,47.0,,0.47,37.129999999999995
2014-07-25,63,47.0,,0.47,29.61
2014-07-26,64,47.0,,0.47,30.08
2014-07-27,38,47.0,,0.47,17.86
2014-07-28,80,47.0,,0.47,37.599999999999994
2014-07-29,78,47.0,,0.47,36.66
2014-07-30,100,47.0,,0.47,47.0
2014-07-31,51,47.0,,0.47,23.97
2014-08-01,71,47.0,False,0.47,33.37
2014-08-02,71,47.0,,0.47,33.37
2014-08-03,53,47.0,,0.47,24.91
2014-08-04,57,47.0,,0.47,26.79
2014-08-05,68,47.0,,0.47,31.959999999999997
2014-08-06,66,47.0,,0.47,31.02
2014-08-07,91,47.0,,0.47,42.769999999999996
2014-08-08,76,47.0,,0.47,35.72
2014-08-09,64,47.0,,0.47,30.08
2014-08-10,64,47.0,,0.47,30.08
2014-08-11,55,47.0,,0.47,25.849999999999998
2014-08-12,57,47.0,,0.47,26.79
2014-08-13,44,47.0,,0.47,20.68
2014-08-14,57,47.0,,0.47,26.79
2014-08-15,62,47.0,,0.47,29.139999999999997
2014-08-16,70,47.0,,0.47,32.9
2014-08-17,37,47.0,,0.47,17.39
2014-08-18,83,47.0,,0.47,39.01
2014-08-19,80,47.0,,0.47,37.599999999999994
2014-08-20,64,47.0,,0.47,30.08
2014-08-21,70,47.0,,0.47,32.9
2014-08-22,100,47.0,,0.47,47.0
2014-08-23,47,47.0,,0.47,22.09
2014-08-24,58,47.0,,0.47,27.259999999999998
2014-08-25,66,47.0,,0.47,31.02
2014-08-26,89,47.0,,0.47,41.83
2014-08-27,92,47.0,,0.47,43.239999999999995
2014-08-28,93,47.0,,0.47,43.71
2014-08-29,69,47.0,,0.47,32.43
2014-08-30,65,47.0,,0.47,30.549999999999997
2014-08-31,70,47.0,,0.47,32.9
2014-09-01,43,57.0,False,0.57,24.509999999999998
2014-09-02,80,57.0,,0.57,45.599999999999994
2014-09-03,64,57.0,,0.57,36.48
2014-09-04,68,57.0,,0.57,38.76
2014-09-05,67,57.0,,0.57,38.19
2014-09-06,76,57.0,,0.57,43.31999999999999
2014-09-07,69,57.0,,0.57,39.33
2014-09-08,77,57.0,,0.57,43.88999999999999
2014-09-09,34,57.0,,0.57,19.38
2014-09-10,48,57.0,,0.57,27.36
2014-09-11,69,57.0,,0.57,39.33
2014-09-12,79,57.0,,0.57,45.029999999999994
2014-09-13,50,57.0,,0.57,28.499999999999996
2014-09-14,40,57.0,,0.57,22.799999999999997
2014-09-15,60,57.0,,0.57,34.199999999999996
2014-09-16,87,57.0,,0.57,49.589999999999996
2014-09-17,92,57.0,,0.57,52.44
2014-09-18,48,57.0,,0.57,27.36
2014-09-19,42,57.0,,0.57,23.939999999999998
2014-09-20,52,57.0,,0.57,29.639999999999997
2014-09-21,74,57.0,,0.57,42.18
2014-09-22,56,57.0,,0.57,31.919999999999998
2014-09-23,76,57.0,,0.57,43.31999999999999
2014-09-24,100,57.0,,0.57,56.99999999999999
2014-09-25,77,57.0,,0.57,43.88999999999999
2014-09-26,55,57.0,,0.57,31.349999999999998
2014-09-27,69,57.0,,0.57,39.33
2014-09-28,52,57.0,,0.57,29.639999999999997
2014-09-29,68,57.0,,0.57,38.76
2014-09-30,55,57.0,,0.57,31.349999999999998
2014-10-01,66,63.0,False,0.63,41.58
2014-10-02,58,63.0,,0.63,36.54
2014-10-03,67,63.0,,0.63,42.21
2014-10-04,41,63.0,,0.63,25.830000000000002
2014-10-05,43,63.0,,0.63,27.09
2014-10-06,69,63.0,,0.63,43.47
2014-10-07,74,63.0,,0.63,46.62
2014-10-08,50,63.0,,0.63,31.5
2014-10-09,77,63.0,,0.63,48.51
2014-10-10,51,63.0,,0.63,32.13
2014-10-11,35,63.0,,0.63,22.05
2014-10-12,65,63.0,,0.63,40.95
2014-10-13,74,63.0,,0.63,46.62
2014-10-14,75,63.0,,0.63,47.25
2014-10-15,83,63.0,,0.63,52.29
2014-10-16,69,63.0,,0.63,43.47
2014-10-17,68,63.0,,0.63,42.84
2014-10-18,49,63.0,,0.63,30.87
2014-10-19,55,63.0,,0.63,34.65
2014-10-20,65,63.0,,0.63,40.95
2014-10-21,78,63.0,,0.63,49.14
2014-10-22,73,63.0,,0.63,45.99
2014-10-23,77,63.0,,0.63,48.51
2014-10-24,51,63.0,,0.63,32.13
2014-10-25,28,63.0,,0.63,17.64
2014-10-26,38,63.0,,0.63,23.94
2014-10-27,100,63.0,,0.63,63.0
2014-10-28,81,63.0,,0.63,51.03
2014-10-29,75,63.0,,0.63,47.25
2014-10-30,74,63.0,,0.63,46.62
2014-10-31,59,63.0,,0.63,37.17
2014-11-01,34,58.0,False,0.58,19.72
2014-11-02,59,58.0,,0.58,34.22
2014-11-03,79,58.0,,0.58,45.82
2014-11-04,84,58.0,,0.58,48.72
2014-11-05,83,58.0,,0.58,48.13999999999999
2014-11-06,52,58.0,,0.58,30.159999999999997
2014-11-07,55,58.0,,0.58,31.9
2014-11-08,46,58.0,,0.58,26.68
2014-11-09,57,58.0,,0.58,33.059999999999995
2014-11-10,90,58.0,,0.58,52.199999999999996
2014-11-11,74,58.0,,0.58,42.919999999999995
2014-11-12,88,58.0,,0.58,51.04
2014-11-13,96,58.0,,0.58,55.67999999999999
2014-11-14,86,58.0,,0.58,49.879999999999995
2014-11-15,53,58.0,,0.58,30.74
2014-11-16,54,58.0,,0.58,31.319999999999997
2014-11-17,88,58.0,,0.58,51.04
2014-11-18,65,58.0,,0.58,37.699999999999996
2014-11-19,100,58.0,,0.58,57.99999999999999
2014-11-20,82,58.0,,0.58,47.559999999999995
2014-11-21,71,58.0,,0.58,41.18
2014-11-22,52,58.0,,0.58,30.159999999999997
2014-11-23,44,58.0,,0.58,25.52
2014-11-24,69,58.0,,0.58,40.019999999999996
2014-11-25,76,58.0,,0.58,44.08
2014-11-26,55,58.0,,0.58,31.9
2014-11-27,60,58.0,,0.58,34.8
2014-11-28,20,58.0,,0.58,11.6
2014-11-29,34,58.0,,0.58,19.72
2014-11-30,44,58.0,,0.58,25.52
2014-12-01,64,49.0,False,0.49,31.36
2014-12-02,75,49.0,,0.49,36.75
2014-12-03,100,49.0,,0.49,49.0
2014-12-04,74,49.0,,0.49,36.26
2014-12-05,74,49.0,,0.49,36.26
2014-12-06,37,49.0,,0.49,18.13
2014-12-07,87,49.0,,0.49,42.63
2014-12-08,64,49.0,,0.49,31.36
2014-12-09,69,49.0,,0.49,33.81
2014-12-10,69,49.0,,0.49,33.81
2014-12-11,89,49.0,,0.49,43.61
2014-12-12,62,49.0,,0.49,30.38
2014-12-13,51,49.0,,0.49,24.99
2014-12-14,40,49.0,,0.49,19.6
2014-12-15,64,49.0,,0.49,31.36
2014-12-16,64,49.0,,0.49,31.36
2014-12-17,51,49.0,,0.49,24.99
