date,growth_unscaled,growth_monthly,isPartial,scale,growth
2017-12-14,89,80.0,,0.8,71.2
2017-12-15,78,80.0,,0.8,62.400000000000006
2017-12-16,63,80.0,,0.8,50.400000000000006
2017-12-17,64,80.0,,0.8,51.2
2017-12-18,81,80.0,,0.8,64.8
2017-12-19,85,80.0,,0.8,68.0
2017-12-20,82,80.0,,0.8,65.60000000000001
2017-12-21,77,80.0,,0.8,61.6
2017-12-22,59,80.0,,0.8,47.2
2017-12-23,53,80.0,,0.8,42.400000000000006
2017-12-24,50,80.0,,0.8,40.0
2017-12-25,44,80.0,,0.8,35.2
2017-12-26,59,80.0,,0.8,47.2
2017-12-27,68,80.0,,0.8,54.400000000000006
2017-12-28,69,80.0,,0.8,55.2
2017-12-29,67,80.0,,0.8,53.6
2017-12-30,60,80.0,,0.8,48.0
2017-12-31,61,80.0,,0.8,48.800000000000004
2018-01-01,52,87.0,False,0.87,45.24
2018-01-02,75,87.0,,0.87,65.25
2018-01-03,82,87.0,,0.87,71.34
2018-01-04,83,87.0,,0.87,72.21
2018-01-05,77,87.0,,0.87,66.99
2018-01-06,68,87.0,,0.87,59.16
2018-01-07,65,87.0,,0.87,56.55
2018-01-08,87,87.0,,0.87,75.69
2018-01-09,88,87.0,,0.87,76.56
2018-01-10,91,87.0,,0.87,79.17
2018-01-11,90,87.0,,0.87,78.3
2018-01-12,87,87.0,,0.87,75.69
2018-01-13,63,87.0,,0.87,54.81
2018-01-14,63,87.0,,0.87,54.81
2018-01-15,69,87.0,,0.87,60.03
2018-01-16,84,87.0,,0.87,73.08
2018-01-17,89,87.0,,0.87,77.42999999999999
2018-01-18,93,87.0,,0.87,80.91
2018-01-19,88,87.0,,0.87,76.56
2018-01-20,68,87.0,,0.87,59.16
2018-01-21,68,87.0,,0.87,59.16
2018-01-22,90,87.0,,0.87,78.3
2018-01-23,92,87.0,,0.87,80.04
2018-01-24,92,87.0,,0.87,80.04
2018-01-25,93,87.0,,0.87,80.91
2018-01-26,95,87.0,,0.87,82.65
2018-01-27,75,87.0,,0.87,65.25
2018-01-28,68,87.0,,0.87,59.16
2018-01-29,95,87.0,,0.87,82.65
2018-01-30,92,87.0,,0.87,80.04
2018-01-31,100,87.0,,0.87,87.0
2018-02-01,93,92.0,False,0.92,85.56
2018-02-02,85,92.0,,0.92,78.2
2018-02-03,67,92.0,,0.92,61.64
2018-02-04,73,92.0,,0.92,67.16
2018-02-05,87,92.0,,0.92,80.04
2018-02-06,100,92.0,,0.92,92.0
2018-02-07,98,92.0,,0.92,90.16000000000001
2018-02-08,91,92.0,,0.92,83.72
2018-02-09,85,92.0,,0.92,78.2
2018-02-10,70,92.0,,0.92,64.4
2018-02-11,80,92.0,,0.92,73.60000000000001
2018-02-12,93,92.0,,0.92,85.56
2018-02-13,92,92.0,,0.92,84.64
2018-02-14,85,92.0,,0.92,78.2
2018-02-15,81,92.0,,0.92,74.52000000000001
2018-02-16,81,92.0,,0.92,74.52000000000001
2018-02-17,58,92.0,,0.92,53.36
2018-02-18,69,92.0,,0.92,63.480000000000004
2018-02-19,81,92.0,,0.92,74.52000000000001
2018-02-20,97,92.0,,0.92,89.24000000000001
2018-02-21,89,92.0,,0.92,81.88000000000001
2018-02-22,93,92.0,,0.92,85.56
2018-02-23,83,92.0,,0.92,76.36
2018-02-24,63,92.0,,0.92,57.96
2018-02-25,82,92.0,,0.92,75.44
2018-02-26,86,92.0,,0.92,79.12
2018-02-27,94,92.0,,0.92,86.48
2018-02-28,96,92.0,,0.92,88.32000000000001
2018-03-01,98,85.0,False,0.85,83.3
2018-03-02,85,85.0,,0.85,72.25
2018-03-03,70,85.0,,0.85,59.5
2018-03-04,77,85.0,,0.85,65.45
2018-03-05,95,85.0,,0.85,80.75
2018-03-06,100,85.0,,0.85,85.0
2018-03-07,97,85.0,,0.85,82.45
2018-03-08,87,85.0,,0.85,73.95
2018-03-09,94,85.0,,0.85,79.89999999999999
2018-03-10,68,85.0,,0.85,57.8
2018-03-11,73,85.0,,0.85,62.05
2018-03-12,89,85.0,,0.85,75.64999999999999
2018-03-13,88,85.0,,0.85,74.8
2018-03-14,85,85.0,,0.85,72.25
2018-03-15,85,85.0,,0.85,72.25
2018-03-16,81,85.0,,0.85,68.85
2018-03-17,68,85.0,,0.85,57.8
2018-03-18,65,85.0,,0.85,55.25
2018-03-19,91,85.0,,0.85,77.35
2018-03-20,92,85.0,,0.85,78.2
2018-03-21,85,85.0,,0.85,72.25
2018-03-22,95,85.0,,0.85,80.75
2018-03-23,81,85.0,,0.85,68.85
2018-03-24,65,85.0,,0.85,55.25
2018-03-25,72,85.0,,0.85,61.199999999999996
2018-03-26,91,85.0,,0.85,77.35
2018-03-27,90,85.0,,0.85,76.5
2018-03-28,94,85.0,,0.85,79.89999999999999
2018-03-29,80,85.0,,0.85,68.0
2018-03-30,74,85.0,,0.85,62.9
2018-03-31,66,85.0,,0.85,56.1
2018-04-01,58,89.0,False,0.89,51.62
2018-04-02,80,89.0,,0.89,71.2
2018-04-03,82,89.0,,0.89,72.98
2018-04-04,88,89.0,,0.89,78.32000000000001
2018-04-05,85,89.0,,0.89,75.65
2018-04-06,81,89.0,,0.89,72.09
2018-04-07,60,89.0,,0.89,53.4
2018-04-08,72,89.0,,0.89,64.08
2018-04-09,92,89.0,,0.89,81.88
2018-04-10,88,89.0,,0.89,78.32000000000001
2018-04-11,88,89.0,,0.89,78.32000000000001
2018-04-12,83,89.0,,0.89,73.87
2018-04-13,79,89.0,,0.89,70.31
2018-04-14,62,89.0,,0.89,55.18
2018-04-15,74,89.0,,0.89,65.86
2018-04-16,84,89.0,,0.89,74.76
2018-04-17,91,89.0,,0.89,80.99
2018-04-18,89,89.0,,0.89,79.21000000000001
2018-04-19,91,89.0,,0.89,80.99
2018-04-20,81,89.0,,0.89,72.09
2018-04-21,63,89.0,,0.89,56.07
2018-04-22,71,89.0,,0.89,63.19
2018-04-23,99,89.0,,0.89,88.11
2018-04-24,100,89.0,,0.89,89.0
2018-04-25,95,89.0,,0.89,84.55
2018-04-26,91,89.0,,0.89,80.99
2018-04-27,79,89.0,,0.89,70.31
2018-04-28,60,89.0,,0.89,53.4
2018-04-29,73,89.0,,0.89,64.97
2018-04-30,91,89.0,,0.89,80.99
2018-05-01,96,84.0,False,0.84,80.64
2018-05-02,98,84.0,,0.84,82.32
2018-05-03,98,84.0,,0.84,82.32
2018-05-04,88,84.0,,0.84,73.92
2018-05-05,63,84.0,,0.84,52.919999999999995
2018-05-06,84,84.0,,0.84,70.56
2018-05-07,99,84.0,,0.84,83.16
2018-05-08,98,84.0,,0.84,82.32
2018-05-09,100,84.0,,0.84,84.0
2018-05-10,99,84.0,,0.84,83.16
2018-05-11,85,84.0,,0.84,71.39999999999999
2018-05-12,60,84.0,,0.84,50.4
2018-05-13,69,84.0,,0.84,57.96
2018-05-14,95,84.0,,0.84,79.8
2018-05-15,96,84.0,,0.84,80.64
2018-05-16,88,84.0,,0.84,73.92
2018-05-17,93,84.0,,0.84,78.11999999999999
2018-05-18,78,84.0,,0.84,65.52
2018-05-19,61,84.0,,0.84,51.239999999999995
2018-05-20,72,84.0,,0.84,60.48
2018-05-21,90,84.0,,0.84,75.6
2018-05-22,91,84.0,,0.84,76.44
2018-05-23,85,84.0,,0.84,71.39999999999999
2018-05-24,92,84.0,,0.84,77.28
2018-05-25,76,84.0,,0.84,63.839999999999996
2018-05-26,62,84.0,,0.84,52.08
2018-05-27,69,84.0,,0.84,57.96
2018-05-28,66,84.0,,0.84,55.44
2018-05-29,88,84.0,,0.84,73.92
2018-05-30,83,84.0,,0.84,69.72
2018-05-31,82,84.0,,0.84,68.88
2018-06-01,95,74.0,False,0.74,70.3
2018-06-02,78,74.0,,0.74,57.72
2018-06-03,89,74.0,,0.74,65.86
2018-06-04,98,74.0,,0.74,72.52
2018-06-05,100,74.0,,0.74,74.0
2018-06-06,100,74.0,,0.74,74.0
2018-06-07,97,74.0,,0.74,71.78
2018-06-08,93,74.0,,0.74,68.82
2018-06-09,75,74.0,,0.74,55.5
2018-06-10,78,74.0,,0.74,57.72
2018-06-11,94,74.0,,0.74,69.56
2018-06-12,97,74.0,,0.74,71.78
2018-06-13,91,74.0,,0.74,67.34
2018-06-14,92,74.0,,0.74,68.08
2018-06-15,93,74.0,,0.74,68.82
2018-06-16,75,74.0,,0.74,55.5
2018-06-17,79,74.0,,0.74,58.46
2018-06-18,91,74.0,,0.74,67.34
2018-06-19,90,74.0,,0.74,66.6
2018-06-20,95,74.0,,0.74,70.3
2018-06-21,89,74.0,,0.74,65.86
2018-06-22,87,74.0,,0.74,64.38
2018-06-23,75,74.0,,0.74,55.5
2018-06-24,78,74.0,,0.74,57.72
2018-06-25,95,74.0,,0.74,70.3
2018-06-26,92,74.0,,0.74,68.08
2018-06-27,90,74.0,,0.74,66.6
2018-06-28,96,74.0,,0.74,71.03999999999999
2018-06-29,87,74.0,,0.74,64.38
2018-06-30,74,74.0,,0.74,54.76
2018-07-01,59,76.0,False,0.76,44.84
2018-07-02,67,76.0,,0.76,50.92
2018-07-03,65,76.0,,0.76,49.4
2018-07-04,59,76.0,,0.76,44.84
2018-07-05,62,76.0,,0.76,47.12
2018-07-06,66,76.0,,0.76,50.160000000000004
2018-07-07,57,76.0,,0.76,43.32
2018-07-08,63,76.0,,0.76,47.88
2018-07-09,69,76.0,,0.76,52.44
2018-07-10,69,76.0,,0.76,52.44
2018-07-11,75,76.0,,0.76,57.0
2018-07-12,70,76.0,,0.76,53.2
2018-07-13,65,76.0,,0.76,49.4
2018-07-14,57,76.0,,0.76,43.32
2018-07-15,57,76.0,,0.76,43.32
2018-07-16,72,76.0,,0.76,54.72
2018-07-17,72,76.0,,0.76,54.72
2018-07-18,74,76.0,,0.76,56.24
2018-07-19,72,76.0,,0.76,54.72
2018-07-20,60,76.0,,0.76,45.6
2018-07-21,57,76.0,,0.76,43.32
2018-07-22,63,76.0,,0.76,47.88
2018-07-23,71,76.0,,0.76,53.96
2018-07-24,71,76.0,,0.76,53.96
2018-07-25,75,76.0,,0.76,57.0
2018-07-26,72,76.0,,0.76,54.72
2018-07-27,100,76.0,,0.76,76.0
2018-07-28,70,76.0,,0.76,53.2
2018-07-29,73,76.0,,0.76,55.480000000000004
2018-07-30,84,76.0,,0.76,63.84
2018-07-31,78,76.0,,0.76,59.28
2018-08-01,83,83.0,False,0.83,68.89
2018-08-02,84,83.0,,0.83,69.72
2018-08-03,77,83.0,,0.83,63.91
2018-08-04,71,83.0,,0.83,58.93
2018-08-05,64,83.0,,0.83,53.12
2018-08-06,75,83.0,,0.83,62.25
2018-08-07,81,83.0,,0.83,67.22999999999999
2018-08-08,82,83.0,,0.83,68.06
2018-08-09,85,83.0,,0.83,70.55
2018-08-10,71,83.0,,0.83,58.93
2018-08-11,62,83.0,,0.83,51.46
2018-08-12,64,83.0,,0.83,53.12
2018-08-13,74,83.0,,0.83,61.419999999999995
2018-08-14,82,83.0,,0.83,68.06
2018-08-15,93,83.0,,0.83,77.19
2018-08-16,89,83.0,,0.83,73.86999999999999
2018-08-17,82,83.0,,0.83,68.06
2018-08-18,65,83.0,,0.83,53.949999999999996
2018-08-19,71,83.0,,0.83,58.93
2018-08-20,91,83.0,,0.83,75.53
2018-08-21,92,83.0,,0.83,76.36
2018-08-22,92,83.0,,0.83,76.36
2018-08-23,94,83.0,,0.83,78.02
2018-08-24,82,83.0,,0.83,68.06
2018-08-25,68,83.0,,0.83,56.44
2018-08-26,71,83.0,,0.83,58.93
2018-08-27,96,83.0,,0.83,79.67999999999999
2018-08-28,100,83.0,,0.83,83.0
2018-08-29,96,83.0,,0.83,79.67999999999999
2018-08-30,98,83.0,,0.83,81.33999999999999
2018-08-31,84,83.0,,0.83,69.72
2018-09-01,55,92.0,False,0.92,50.6
2018-09-02,59,92.0,,0.92,54.28
2018-09-03,71,92.0,,0.92,65.32000000000001
2018-09-04,89,92.0,,0.92,81.88000000000001
2018-09-05,96,92.0,,0.92,88.32000000000001
2018-09-06,91,92.0,,0.92,83.72
2018-09-07,85,92.0,,0.92,78.2
2018-09-08,60,92.0,,0.92,55.2
2018-09-09,66,92.0,,0.92,60.720000000000006
2018-09-10,88,92.0,,0.92,80.96000000000001
2018-09-11,92,92.0,,0.92,84.64
2018-09-12,97,92.0,,0.92,89.24000000000001
2018-09-13,100,92.0,,0.92,92.0
2018-09-14,84,92.0,,0.92,77.28
2018-09-15,62,92.0,,0.92,57.04
2018-09-16,73,92.0,,0.92,67.16
2018-09-17,90,92.0,,0.92,82.8
2018-09-18,100,92.0,,0.92,92.0
2018-09-19,100,92.0,,0.92,92.0
2018-09-20,100,92.0,,0.92,92.0
2018-09-21,90,92.0,,0.92,82.8
2018-09-22,57,92.0,,0.92,52.440000000000005
2018-09-23,68,92.0,,0.92,62.56
2018-09-24,97,92.0,,0.92,89.24000000000001
2018-09-25,98,92.0,,0.92,90.16000000000001
2018-09-26,99,92.0,,0.92,91.08
2018-09-27,91,92.0,,0.92,83.72
2018-09-28,79,92.0,,0.92,72.68
2018-09-29,62,92.0,,0.92,57.04
2018-09-30,70,92.0,,0.92,64.4
2018-10-01,90,94.0,False,0.94,84.6
2018-10-02,95,94.0,,0.94,89.3
2018-10-03,87,94.0,,0.94,81.78
2018-10-04,93,94.0,,0.94,87.42
2018-10-05,74,94.0,,0.94,69.56
2018-10-06,60,94.0,,0.94,56.4
2018-10-07,62,94.0,,0.94,58.279999999999994
2018-10-08,89,94.0,,0.94,83.66
2018-10-09,87,94.0,,0.94,81.78
2018-10-10,88,94.0,,0.94,82.72
2018-10-11,88,94.0,,0.94,82.72
2018-10-12,81,94.0,,0.94,76.14
2018-10-13,59,94.0,,0.94,55.459999999999994
2018-10-14,70,94.0,,0.94,65.8
2018-10-15,97,94.0,,0.94,91.17999999999999
2018-10-16,100,94.0,,0.94,94.0
2018-10-17,90,94.0,,0.94,84.6
2018-10-18,86,94.0,,0.94,80.83999999999999
2018-10-19,80,94.0,,0.94,75.19999999999999
2018-10-20,56,94.0,,0.94,52.64
2018-10-21,65,94.0,,0.94,61.099999999999994
2018-10-22,92,94.0,,0.94,86.47999999999999
2018-10-23,91,94.0,,0.94,85.53999999999999
2018-10-24,77,94.0,,0.94,72.38
2018-10-25,84,94.0,,0.94,78.96
2018-10-26,81,94.0,,0.94,76.14
2018-10-27,55,94.0,,0.94,51.699999999999996
2018-10-28,65,94.0,,0.94,61.099999999999994
2018-10-29,81,94.0,,0.94,76.14
2018-10-30,89,94.0,,0.94,83.66
2018-10-31,77,94.0,,0.94,72.38
2018-11-01,93,85.0,False,0.85,79.05
2018-11-02,91,85.0,,0.85,77.35
2018-11-03,67,85.0,,0.85,56.949999999999996
2018-11-04,75,85.0,,0.85,63.75
2018-11-05,100,85.0,,0.85,85.0
2018-11-06,92,85.0,,0.85,78.2
2018-11-07,88,85.0,,0.85,74.8
2018-11-08,96,85.0,,0.85,81.6
2018-11-09,80,85.0,,0.85,68.0
2018-11-10,60,85.0,,0.85,51.0
2018-11-11,67,85.0,,0.85,56.949999999999996
2018-11-12,89,85.0,,0.85,75.64999999999999
2018-11-13,96,85.0,,0.85,81.6
2018-11-14,95,85.0,,0.85,80.75
2018-11-15,88,85.0,,0.85,74.8
2018-11-16,80,85.0,,0.85,68.0
2018-11-17,57,85.0,,0.85,48.449999999999996
2018-11-18,60,85.0,,0.85,51.0
2018-11-19,82,85.0,,0.85,69.7
2018-11-20,79,85.0,,0.85,67.14999999999999
2018-11-21,61,85.0,,0.85,51.85
2018-11-22,43,85.0,,0.85,36.55
2018-11-23,51,85.0,,0.85,43.35
2018-11-24,54,85.0,,0.85,45.9
2018-11-25,66,85.0,,0.85,56.1
2018-11-26,81,85.0,,0.85,68.85
2018-11-27,96,85.0,,0.85,81.6
2018-11-28,95,85.0,,0.85,80.75
2018-11-29,91,85.0,,0.85,77.35
2018-11-30,87,85.0,,0.85,73.95
2018-12-01,61,78.0,False,0.78,47.58
2018-12-02,68,78.0,,0.78,53.04
2018-12-03,100,78.0,,0.78,78.0
2018-12-04,95,78.0,,0.78,74.10000000000001
2018-12-05,94,78.0,,0.78,73.32000000000001
2018-12-06,99,78.0,,0.78,77.22
2018-12-07,86,78.0,,0.78,67.08
2018-12-08,65,78.0,,0.78,50.7
2018-12-09,67,78.0,,0.78,52.260000000000005
2018-12-10,91,78.0,,0.78,70.98
2018-12-11,99,78.0,,0.78,77.22
2018-12-12,92,78.0,,0.78,71.76
2018-12-13,90,78.0,,0.78,70.2
2018-12-14,79,78.0,,0.78,61.620000000000005
2018-12-15,56,78.0,,0.78,43.68
2018-12-16,64,78.0,,0.78,49.92
2018-12-17,80,78.0,,0.78,62.400000000000006
2018-12-18,81,78.0,,0.78,63.18
2018-12-19,79,78.0,,0.78,61.620000000000005
2018-12-20,77,78.0,,0.78,60.06
2018-12-21,65,78.0,,0.78,50.7
2018-12-22,58,78.0,,0.78,45.24
2018-12-23,45,78.0,,0.78,35.1
2018-12-24,50,78.0,,0.78,39.0
2018-12-25,40,78.0,,0.78,31.200000000000003
2018-12-26,55,78.0,,0.78,42.9
2018-12-27,62,78.0,,0.78,48.36
2018-12-28,66,78.0,,0.78,51.480000000000004
2018-12-29,59,78.0,,0.78,46.02
2018-12-30,59,78.0,,0.78,46.02
2018-12-31,58,78.0,,0.78,45.24
2019-01-01,57,87.0,False,0.87,49.589999999999996
2019-01-02,75,87.0,,0.87,65.25
2019-01-03,81,87.0,,0.87,70.47
2019-01-04,80,87.0,,0.87,69.6
2019-01-05,66,87.0,,0.87,57.42
2019-01-06,59,87.0,,0.87,51.33
2019-01-07,84,87.0,,0.87,73.08
2019-01-08,86,87.0,,0.87,74.82
2019-01-09,91,87.0,,0.87,79.17
2019-01-10,97,87.0,,0.87,84.39
2019-01-11,85,87.0,,0.87,73.95
2019-01-12,65,87.0,,0.87,56.55
2019-01-13,68,87.0,,0.87,59.16
2019-01-14,93,87.0,,0.87,80.91
2019-01-15,100,87.0,,0.87,87.0
2019-01-16,99,87.0,,0.87,86.13
2019-01-17,93,87.0,,0.87,80.91
2019-01-18,88,87.0,,0.87,76.56
2019-01-19,67,87.0,,0.87,58.29
2019-01-20,66,87.0,,0.87,57.42
2019-01-21,76,87.0,,0.87,66.12
2019-01-22,90,87.0,,0.87,78.3
2019-01-23,98,87.0,,0.87,85.26
2019-01-24,92,87.0,,0.87,80.04
2019-01-25,95,87.0,,0.87,82.65
2019-01-26,67,87.0,,0.87,58.29
2019-01-27,77,87.0,,0.87,66.99
2019-01-28,94,87.0,,0.87,81.78
2019-01-29,91,87.0,,0.87,79.17
2019-01-30,93,87.0,,0.87,80.91
2019-01-31,97,87.0,,0.87,84.39
2019-02-01,97,94.0,False,0.94,91.17999999999999
2019-02-02,78,94.0,,0.94,73.32
2019-02-03,80,94.0,,0.94,75.19999999999999
2019-02-04,92,94.0,,0.94,86.47999999999999
2019-02-05,100,94.0,,0.94,94.0
2019-02-06,98,94.0,,0.94,92.11999999999999
2019-02-07,97,94.0,,0.94,91.17999999999999
2019-02-08,87,94.0,,0.94,81.78
2019-02-09,70,94.0,,0.94,65.8
2019-02-10,76,94.0,,0.94,71.44
2019-02-11,99,94.0,,0.94,93.05999999999999
2019-02-12,99,94.0,,0.94,93.05999999999999
2019-02-13,97,94.0,,0.94,91.17999999999999
2019-02-14,94,94.0,,0.94,88.36
2019-02-15,93,94.0,,0.94,87.42
2019-02-16,72,94.0,,0.94,67.67999999999999
2019-02-17,74,94.0,,0.94,69.56
2019-02-18,87,94.0,,0.94,81.78
2019-02-19,99,94.0,,0.94,93.05999999999999
2019-02-20,92,94.0,,0.94,86.47999999999999
2019-02-21,98,94.0,,0.94,92.11999999999999
2019-02-22,90,94.0,,0.94,84.6
2019-02-23,69,94.0,,0.94,64.86
2019-02-24,73,94.0,,0.94,68.61999999999999
2019-02-25,92,94.0,,0.94,86.47999999999999
2019-02-26,100,94.0,,0.94,94.0
2019-02-27,99,94.0,,0.94,93.05999999999999
2019-02-28,99,94.0,,0.94,93.05999999999999
2019-03-01,87,88.0,False,0.88,76.56
2019-03-02,68,88.0,,0.88,59.84
2019-03-03,75,88.0,,0.88,66.0
2019-03-04,87,88.0,,0.88,76.56
2019-03-05,93,88.0,,0.88,81.84
2019-03-06,92,88.0,,0.88,80.96
2019-03-07,100,88.0,,0.88,88.0
2019-03-08,84,88.0,,0.88,73.92
2019-03-09,65,88.0,,0.88,57.2
2019-03-10,66,88.0,,0.88,58.08
2019-03-11,91,88.0,,0.88,80.08
2019-03-12,91,88.0,,0.88,80.08
2019-03-13,90,88.0,,0.88,79.2
2019-03-14,90,88.0,,0.88,79.2
2019-03-15,77,88.0,,0.88,67.76
2019-03-16,58,88.0,,0.88,51.04
2019-03-17,72,88.0,,0.88,63.36
2019-03-18,81,88.0,,0.88,71.28
2019-03-19,93,88.0,,0.88,81.84
2019-03-20,92,88.0,,0.88,80.96
2019-03-21,87,88.0,,0.88,76.56
2019-03-22,74,88.0,,0.88,65.12
2019-03-23,59,88.0,,0.88,51.92
2019-03-24,74,88.0,,0.88,65.12
2019-03-25,91,88.0,,0.88,80.08
2019-03-26,96,88.0,,0.88,84.48
2019-03-27,84,88.0,,0.88,73.92
2019-03-28,86,88.0,,0.88,75.68
2019-03-29,81,88.0,,0.88,71.28
2019-03-30,60,88.0,,0.88,52.8
2019-03-31,70,88.0,,0.88,61.6
2019-04-01,90,93.0,False,0.93,83.7
2019-04-02,88,93.0,,0.93,81.84
2019-04-03,96,93.0,,0.93,89.28
2019-04-04,94,93.0,,0.93,87.42
2019-04-05,88,93.0,,0.93,81.84
2019-04-06,71,93.0,,0.93,66.03
2019-04-07,80,93.0,,0.93,74.4
2019-04-08,96,93.0,,0.93,89.28
2019-04-09,92,93.0,,0.93,85.56
2019-04-10,93,93.0,,0.93,86.49000000000001
2019-04-11,97,93.0,,0.93,90.21000000000001
2019-04-12,80,93.0,,0.93,74.4
2019-04-13,67,93.0,,0.93,62.31
2019-04-14,70,93.0,,0.93,65.10000000000001
2019-04-15,90,93.0,,0.93,83.7
2019-04-16,96,93.0,,0.93,89.28
2019-04-17,90,93.0,,0.93,83.7
2019-04-18,93,93.0,,0.93,86.49000000000001
2019-04-19,76,93.0,,0.93,70.68
2019-04-20,64,93.0,,0.93,59.52
2019-04-21,66,93.0,,0.93,61.38
2019-04-22,91,93.0,,0.93,84.63000000000001
2019-04-23,98,93.0,,0.93,91.14
2019-04-24,99,93.0,,0.93,92.07000000000001
2019-04-25,96,93.0,,0.93,89.28
2019-04-26,92,93.0,,0.93,85.56
2019-04-27,64,93.0,,0.93,59.52
2019-04-28,74,93.0,,0.93,68.82000000000001
2019-04-29,97,93.0,,0.93,90.21000000000001
2019-04-30,100,93.0,,0.93,93.0
2019-05-01,98,84.0,False,0.84,82.32
2019-05-02,100,84.0,,0.84,84.0
2019-05-03,94,84.0,,0.84,78.96
2019-05-04,69,84.0,,0.84,57.96
2019-05-05,76,84.0,,0.84,63.839999999999996
2019-05-06,97,84.0,,0.84,81.48
2019-05-07,96,84.0,,0.84,80.64
2019-05-08,89,84.0,,0.84,74.75999999999999
2019-05-09,95,84.0,,0.84,79.8
2019-05-10,87,84.0,,0.84,73.08
2019-05-11,67,84.0,,0.84,56.28
2019-05-12,63,84.0,,0.84,52.919999999999995
2019-05-13,88,84.0,,0.84,73.92
2019-05-14,99,84.0,,0.84,83.16
2019-05-15,92,84.0,,0.84,77.28
2019-05-16,84,84.0,,0.84,70.56
2019-05-17,79,84.0,,0.84,66.36
2019-05-18,60,84.0,,0.84,50.4
2019-05-19,68,84.0,,0.84,57.12
2019-05-20,85,84.0,,0.84,71.39999999999999
2019-05-21,87,84.0,,0.84,73.08
2019-05-22,84,84.0,,0.84,70.56
2019-05-23,82,84.0,,0.84,68.88
2019-05-24,72,84.0,,0.84,60.48
2019-05-25,60,84.0,,0.84,50.4
2019-05-26,58,84.0,,0.84,48.72
2019-05-27,62,84.0,,0.84,52.08
2019-05-28,88,84.0,,0.84,73.92
2019-05-29,79,84.0,,0.84,66.36
2019-05-30,85,84.0,,0.84,71.39999999999999
2019-05-31,74,84.0,,0.84,62.16
2019-06-01,69,74.0,False,0.74,51.06
2019-06-02,76,74.0,,0.74,56.24
2019-06-03,94,74.0,,0.74,69.56
2019-06-04,100,74.0,,0.74,74.0
2019-06-05,96,74.0,,0.74,71.03999999999999
2019-06-06,92,74.0,,0.74,68.08
2019-06-07,91,74.0,,0.74,67.34
2019-06-08,65,74.0,,0.74,48.1
2019-06-09,72,74.0,,0.74,53.28
2019-06-10,93,74.0,,0.74,68.82
2019-06-11,95,74.0,,0.74,70.3
2019-06-12,95,74.0,,0.74,70.3
2019-06-13,88,74.0,,0.74,65.12
2019-06-14,92,74.0,,0.74,68.08
2019-06-15,72,74.0,,0.74,53.28
2019-06-16,69,74.0,,0.74,51.06
2019-06-17,95,74.0,,0.74,70.3
2019-06-18,89,74.0,,0.74,65.86
2019-06-19,89,74.0,,0.74,65.86
2019-06-20,97,74.0,,0.74,71.78
2019-06-21,91,74.0,,0.74,67.34
2019-06-22,71,74.0,,0.74,52.54
2019-06-23,77,74.0,,0.74,56.98
2019-06-24,90,74.0,,0.74,66.6
2019-06-25,91,74.0,,0.74,67.34
2019-06-26,81,74.0,,0.74,59.94
2019-06-27,85,74.0,,0.74,62.9
2019-06-28,80,74.0,,0.74,59.2
2019-06-29,78,74.0,,0.74,57.72
2019-06-30,76,74.0,,0.74,56.24
2019-07-01,89,72.0,False,0.72,64.08
2019-07-02,92,72.0,,0.72,66.24
2019-07-03,84,72.0,,0.72,60.48
2019-07-04,71,72.0,,0.72,51.12
2019-07-05,73,72.0,,0.72,52.559999999999995
2019-07-06,75,72.0,,0.72,54.0
2019-07-07,78,72.0,,0.72,56.16
2019-07-08,87,72.0,,0.72,62.64
2019-07-09,100,72.0,,0.72,72.0
2019-07-10,95,72.0,,0.72,68.39999999999999
2019-07-11,97,72.0,,0.72,69.84
2019-07-12,86,72.0,,0.72,61.919999999999995
2019-07-13,83,72.0,,0.72,59.76
2019-07-14,75,72.0,,0.72,54.0
2019-07-15,89,72.0,,0.72,64.08
2019-07-16,91,72.0,,0.72,65.52
2019-07-17,94,72.0,,0.72,67.67999999999999
2019-07-18,88,72.0,,0.72,63.36
2019-07-19,87,72.0,,0.72,62.64
2019-07-20,76,72.0,,0.72,54.72
2019-07-21,77,72.0,,0.72,55.44
2019-07-22,81,72.0,,0.72,58.32
2019-07-23,97,72.0,,0.72,69.84
2019-07-24,99,72.0,,0.72,71.28
2019-07-25,94,72.0,,0.72,67.67999999999999
2019-07-26,86,72.0,,0.72,61.919999999999995
2019-07-27,79,72.0,,0.72,56.879999999999995
2019-07-28,85,72.0,,0.72,61.199999999999996
2019-07-29,91,72.0,,0.72,65.52
2019-07-30,90,72.0,,0.72,64.8
2019-07-31,91,72.0,,0.72,65.52
2019-08-01,83,75.0,False,0.75,62.25
2019-08-02,72,75.0,,0.75,54.0
2019-08-03,74,75.0,,0.75,55.5
2019-08-04,67,75.0,,0.75,50.25
2019-08-05,79,75.0,,0.75,59.25
2019-08-06,84,75.0,,0.75,63.0
2019-08-07,82,75.0,,0.75,61.5
2019-08-08,77,75.0,,0.75,57.75
2019-08-09,70,75.0,,0.75,52.5
2019-08-10,70,75.0,,0.75,52.5
2019-08-11,66,75.0,,0.75,49.5
2019-08-12,75,75.0,,0.75,56.25
2019-08-13,86,75.0,,0.75,64.5
2019-08-14,93,75.0,,0.75,69.75
2019-08-15,98,75.0,,0.75,73.5
2019-08-16,81,75.0,,0.75,60.75
2019-08-17,76,75.0,,0.75,57.0
2019-08-18,63,75.0,,0.75,47.25
2019-08-19,89,75.0,,0.75,66.75
