date,growth_unscaled,growth_monthly,isPartial,scale,growth
2010-01-01,43,64.0,False,0.64,27.52
2010-01-02,67,64.0,,0.64,42.88
2010-01-03,53,64.0,,0.64,33.92
2010-01-04,77,64.0,,0.64,49.28
2010-01-05,91,64.0,,0.64,58.24
2010-01-06,75,64.0,,0.64,48.0
2010-01-07,94,64.0,,0.64,60.160000000000004
2010-01-08,71,64.0,,0.64,45.44
2010-01-09,69,64.0,,0.64,44.160000000000004
2010-01-10,73,64.0,,0.64,46.72
2010-01-11,95,64.0,,0.64,60.800000000000004
2010-01-12,74,64.0,,0.64,47.36
2010-01-13,81,64.0,,0.64,51.84
2010-01-14,94,64.0,,0.64,60.160000000000004
2010-01-15,82,64.0,,0.64,52.480000000000004
2010-01-16,61,64.0,,0.64,39.04
2010-01-17,68,64.0,,0.64,43.52
2010-01-18,81,64.0,,0.64,51.84
2010-01-19,88,64.0,,0.64,56.32
2010-01-20,92,64.0,,0.64,58.88
2010-01-21,100,64.0,,0.64,64.0
2010-01-22,77,64.0,,0.64,49.28
2010-01-23,63,64.0,,0.64,40.32
2010-01-24,73,64.0,,0.64,46.72
2010-01-25,93,64.0,,0.64,59.52
2010-01-26,82,64.0,,0.64,52.480000000000004
2010-01-27,92,64.0,,0.64,58.88
2010-01-28,83,64.0,,0.64,53.120000000000005
2010-01-29,88,64.0,,0.64,56.32
2010-01-30,76,64.0,,0.64,48.64
2010-01-31,89,64.0,,0.64,56.96
2010-02-01,91,72.0,False,0.72,65.52
2010-02-02,78,72.0,,0.72,56.16
2010-02-03,88,72.0,,0.72,63.36
2010-02-04,93,72.0,,0.72,66.96
2010-02-05,81,72.0,,0.72,58.32
2010-02-06,65,72.0,,0.72,46.8
2010-02-07,71,72.0,,0.72,51.12
2010-02-08,88,72.0,,0.72,63.36
2010-02-09,100,72.0,,0.72,72.0
2010-02-10,80,72.0,,0.72,57.599999999999994
2010-02-11,84,72.0,,0.72,60.48
2010-02-12,72,72.0,,0.72,51.839999999999996
2010-02-13,53,72.0,,0.72,38.16
2010-02-14,67,72.0,,0.72,48.239999999999995
2010-02-15,78,72.0,,0.72,56.16
2010-02-16,94,72.0,,0.72,67.67999999999999
2010-02-17,86,72.0,,0.72,61.919999999999995
2010-02-18,90,72.0,,0.72,64.8
2010-02-19,88,72.0,,0.72,63.36
2010-02-20,58,72.0,,0.72,41.76
2010-02-21,81,72.0,,0.72,58.32
2010-02-22,94,72.0,,0.72,67.67999999999999
2010-02-23,89,72.0,,0.72,64.08
2010-02-24,94,72.0,,0.72,67.67999999999999
2010-02-25,87,72.0,,0.72,62.64
2010-02-26,74,72.0,,0.72,53.28
2010-02-27,72,72.0,,0.72,51.839999999999996
2010-02-28,79,72.0,,0.72,56.879999999999995
2010-03-01,90,72.0,False,0.72,64.8
2010-03-02,95,72.0,,0.72,68.39999999999999
2010-03-03,90,72.0,,0.72,64.8
2010-03-04,91,72.0,,0.72,65.52
2010-03-05,82,72.0,,0.72,59.04
2010-03-06,66,72.0,,0.72,47.519999999999996
2010-03-07,77,72.0,,0.72,55.44
2010-03-08,78,72.0,,0.72,56.16
2010-03-09,90,72.0,,0.72,64.8
2010-03-10,88,72.0,,0.72,63.36
2010-03-11,96,72.0,,0.72,69.12
2010-03-12,83,72.0,,0.72,59.76
2010-03-13,57,72.0,,0.72,41.04
2010-03-14,65,72.0,,0.72,46.8
2010-03-15,70,72.0,,0.72,50.4
2010-03-16,100,72.0,,0.72,72.0
2010-03-17,88,72.0,,0.72,63.36
2010-03-18,83,72.0,,0.72,59.76
2010-03-19,77,72.0,,0.72,55.44
2010-03-20,58,72.0,,0.72,41.76
2010-03-21,80,72.0,,0.72,57.599999999999994
2010-03-22,91,72.0,,0.72,65.52
2010-03-23,85,72.0,,0.72,61.199999999999996
2010-03-24,93,72.0,,0.72,66.96
2010-03-25,90,72.0,,0.72,64.8
2010-03-26,73,72.0,,0.72,52.559999999999995
2010-03-27,64,72.0,,0.72,46.08
2010-03-28,71,72.0,,0.72,51.12
2010-03-29,71,72.0,,0.72,51.12
2010-03-30,92,72.0,,0.72,66.24
2010-03-31,80,72.0,,0.72,57.599999999999994
2010-04-01,72,77.0,False,0.77,55.44
2010-04-02,80,77.0,,0.77,61.6
2010-04-03,63,77.0,,0.77,48.51
2010-04-04,78,77.0,,0.77,60.06
2010-04-05,98,77.0,,0.77,75.46000000000001
2010-04-06,88,77.0,,0.77,67.76
2010-04-07,91,77.0,,0.77,70.07000000000001
2010-04-08,100,77.0,,0.77,77.0
2010-04-09,80,77.0,,0.77,61.6
2010-04-10,67,77.0,,0.77,51.59
2010-04-11,68,77.0,,0.77,52.36
2010-04-12,96,77.0,,0.77,73.92
2010-04-13,99,77.0,,0.77,76.23
2010-04-14,96,77.0,,0.77,73.92
2010-04-15,87,77.0,,0.77,66.99
2010-04-16,96,77.0,,0.77,73.92
2010-04-17,67,77.0,,0.77,51.59
2010-04-18,82,77.0,,0.77,63.14
2010-04-19,94,77.0,,0.77,72.38
2010-04-20,94,77.0,,0.77,72.38
2010-04-21,94,77.0,,0.77,72.38
2010-04-22,84,77.0,,0.77,64.68
2010-04-23,77,77.0,,0.77,59.29
2010-04-24,73,77.0,,0.77,56.21
2010-04-25,91,77.0,,0.77,70.07000000000001
2010-04-26,97,77.0,,0.77,74.69
2010-04-27,95,77.0,,0.77,73.15
2010-04-28,92,77.0,,0.77,70.84
2010-04-29,89,77.0,,0.77,68.53
2010-04-30,73,77.0,,0.77,56.21
2010-05-01,73,69.0,False,0.69,50.37
2010-05-02,76,69.0,,0.69,52.44
2010-05-03,82,69.0,,0.69,56.58
2010-05-04,100,69.0,,0.69,69.0
2010-05-05,82,69.0,,0.69,56.58
2010-05-06,83,69.0,,0.69,57.269999999999996
2010-05-07,62,69.0,,0.69,42.779999999999994
2010-05-08,74,69.0,,0.69,51.059999999999995
2010-05-09,55,69.0,,0.69,37.949999999999996
2010-05-10,81,69.0,,0.69,55.88999999999999
2010-05-11,70,69.0,,0.69,48.3
2010-05-12,82,69.0,,0.69,56.58
2010-05-13,87,69.0,,0.69,60.029999999999994
2010-05-14,61,69.0,,0.69,42.089999999999996
2010-05-15,62,69.0,,0.69,42.779999999999994
2010-05-16,62,69.0,,0.69,42.779999999999994
2010-05-17,67,69.0,,0.69,46.23
2010-05-18,65,69.0,,0.69,44.849999999999994
2010-05-19,87,69.0,,0.69,60.029999999999994
2010-05-20,72,69.0,,0.69,49.67999999999999
2010-05-21,64,69.0,,0.69,44.16
2010-05-22,63,69.0,,0.69,43.47
2010-05-23,58,69.0,,0.69,40.019999999999996
2010-05-24,72,69.0,,0.69,49.67999999999999
2010-05-25,79,69.0,,0.69,54.51
2010-05-26,73,69.0,,0.69,50.37
2010-05-27,59,69.0,,0.69,40.709999999999994
2010-05-28,61,69.0,,0.69,42.089999999999996
2010-05-29,60,69.0,,0.69,41.4
2010-05-30,39,69.0,,0.69,26.909999999999997
2010-05-31,72,69.0,,0.69,49.67999999999999
2010-06-01,100,60.0,False,0.6,60.0
2010-06-02,97,60.0,,0.6,58.199999999999996
2010-06-03,89,60.0,,0.6,53.4
2010-06-04,98,60.0,,0.6,58.8
2010-06-05,79,60.0,,0.6,47.4
2010-06-06,67,60.0,,0.6,40.199999999999996
2010-06-07,94,60.0,,0.6,56.4
2010-06-08,93,60.0,,0.6,55.8
2010-06-09,85,60.0,,0.6,51.0
2010-06-10,91,60.0,,0.6,54.6
2010-06-11,83,60.0,,0.6,49.8
2010-06-12,69,60.0,,0.6,41.4
2010-06-13,91,60.0,,0.6,54.6
2010-06-14,85,60.0,,0.6,51.0
2010-06-15,97,60.0,,0.6,58.199999999999996
2010-06-16,94,60.0,,0.6,56.4
2010-06-17,84,60.0,,0.6,50.4
2010-06-18,91,60.0,,0.6,54.6
2010-06-19,57,60.0,,0.6,34.199999999999996
2010-06-20,66,60.0,,0.6,39.6
2010-06-21,80,60.0,,0.6,48.0
2010-06-22,86,60.0,,0.6,51.6
2010-06-23,71,60.0,,0.6,42.6
2010-06-24,72,60.0,,0.6,43.199999999999996
2010-06-25,76,60.0,,0.6,45.6
2010-06-26,58,60.0,,0.6,34.8
2010-06-27,64,60.0,,0.6,38.4
2010-06-28,80,60.0,,0.6,48.0
2010-06-29,88,60.0,,0.6,52.8
2010-06-30,90,60.0,,0.6,54.0
2010-07-01,86,55.0,False,0.55,47.300000000000004
2010-07-02,70,55.0,,0.55,38.5
2010-07-03,50,55.0,,0.55,27.500000000000004
2010-07-04,62,55.0,,0.55,34.1
2010-07-05,60,55.0,,0.55,33.0
2010-07-06,75,55.0,,0.55,41.25
2010-07-07,80,55.0,,0.55,44.0
2010-07-08,72,55.0,,0.55,39.6
2010-07-09,67,55.0,,0.55,36.85
2010-07-10,65,55.0,,0.55,35.75
2010-07-11,80,55.0,,0.55,44.0
2010-07-12,92,55.0,,0.55,50.6
2010-07-13,83,55.0,,0.55,45.650000000000006
2010-07-14,100,55.0,,0.55,55.00000000000001
2010-07-15,90,55.0,,0.55,49.50000000000001
2010-07-16,72,55.0,,0.55,39.6
2010-07-17,54,55.0,,0.55,29.700000000000003
2010-07-18,65,55.0,,0.55,35.75
2010-07-19,81,55.0,,0.55,44.550000000000004
2010-07-20,78,55.0,,0.55,42.900000000000006
2010-07-21,73,55.0,,0.55,40.150000000000006
2010-07-22,80,55.0,,0.55,44.0
2010-07-23,74,55.0,,0.55,40.7
2010-07-24,61,55.0,,0.55,33.550000000000004
2010-07-25,72,55.0,,0.55,39.6
2010-07-26,93,55.0,,0.55,51.150000000000006
2010-07-27,92,55.0,,0.55,50.6
2010-07-28,93,55.0,,0.55,51.150000000000006
2010-07-29,71,55.0,,0.55,39.050000000000004
2010-07-30,77,55.0,,0.55,42.35
2010-07-31,62,55.0,,0.55,34.1
2010-08-01,69,55.0,False,0.55,37.95
2010-08-02,98,55.0,,0.55,53.900000000000006
2010-08-03,87,55.0,,0.55,47.85
2010-08-04,95,55.0,,0.55,52.25000000000001
2010-08-05,91,55.0,,0.55,50.050000000000004
2010-08-06,96,55.0,,0.55,52.800000000000004
2010-08-07,57,55.0,,0.55,31.35
2010-08-08,81,55.0,,0.55,44.550000000000004
2010-08-09,82,55.0,,0.55,45.1
2010-08-10,82,55.0,,0.55,45.1
2010-08-11,90,55.0,,0.55,49.50000000000001
2010-08-12,95,55.0,,0.55,52.25000000000001
2010-08-13,74,55.0,,0.55,40.7
2010-08-14,78,55.0,,0.55,42.900000000000006
2010-08-15,82,55.0,,0.55,45.1
2010-08-16,88,55.0,,0.55,48.400000000000006
2010-08-17,92,55.0,,0.55,50.6
2010-08-18,88,55.0,,0.55,48.400000000000006
2010-08-19,90,55.0,,0.55,49.50000000000001
2010-08-20,89,55.0,,0.55,48.95
2010-08-21,63,55.0,,0.55,34.650000000000006
2010-08-22,78,55.0,,0.55,42.900000000000006
2010-08-23,72,55.0,,0.55,39.6
2010-08-24,98,55.0,,0.55,53.900000000000006
2010-08-25,98,55.0,,0.55,53.900000000000006
2010-08-26,95,55.0,,0.55,52.25000000000001
2010-08-27,90,55.0,,0.55,49.50000000000001
2010-08-28,69,55.0,,0.55,37.95
2010-08-29,86,55.0,,0.55,47.300000000000004
2010-08-30,100,55.0,,0.55,55.00000000000001
2010-08-31,92,55.0,,0.55,50.6
2010-09-01,84,63.0,False,0.63,52.92
2010-09-02,83,63.0,,0.63,52.29
2010-09-03,74,63.0,,0.63,46.62
2010-09-04,70,63.0,,0.63,44.1
2010-09-05,53,63.0,,0.63,33.39
2010-09-06,75,63.0,,0.63,47.25
2010-09-07,86,63.0,,0.63,54.18
2010-09-08,87,63.0,,0.63,54.81
2010-09-09,73,63.0,,0.63,45.99
2010-09-10,64,63.0,,0.63,40.32
2010-09-11,50,63.0,,0.63,31.5
2010-09-12,71,63.0,,0.63,44.73
2010-09-13,88,63.0,,0.63,55.44
2010-09-14,100,63.0,,0.63,63.0
2010-09-15,97,63.0,,0.63,61.11
2010-09-16,98,63.0,,0.63,61.74
2010-09-17,82,63.0,,0.63,51.660000000000004
2010-09-18,55,63.0,,0.63,34.65
2010-09-19,58,63.0,,0.63,36.54
2010-09-20,93,63.0,,0.63,58.59
2010-09-21,99,63.0,,0.63,62.37
2010-09-22,98,63.0,,0.63,61.74
2010-09-23,83,63.0,,0.63,52.29
2010-09-24,82,63.0,,0.63,51.660000000000004
2010-09-25,69,63.0,,0.63,43.47
2010-09-26,62,63.0,,0.63,39.06
2010-09-27,94,63.0,,0.63,59.22
2010-09-28,85,63.0,,0.63,53.55
2010-09-29,100,63.0,,0.63,63.0
2010-09-30,90,63.0,,0.63,56.7
2010-10-01,80,66.0,False,0.66,52.800000000000004
2010-10-02,64,66.0,,0.66,42.24
2010-10-03,59,66.0,,0.66,38.940000000000005
2010-10-04,80,66.0,,0.66,52.800000000000004
2010-10-05,87,66.0,,0.66,57.42
2010-10-06,80,66.0,,0.66,52.800000000000004
2010-10-07,93,66.0,,0.66,61.38
2010-10-08,72,66.0,,0.66,47.52
2010-10-09,46,66.0,,0.66,30.360000000000003
2010-10-10,65,66.0,,0.66,42.9
2010-10-11,81,66.0,,0.66,53.46
2010-10-12,96,66.0,,0.66,63.36
2010-10-13,84,66.0,,0.66,55.440000000000005
2010-10-14,86,66.0,,0.66,56.760000000000005
2010-10-15,81,66.0,,0.66,53.46
2010-10-16,55,66.0,,0.66,36.300000000000004
2010-10-17,69,66.0,,0.66,45.54
2010-10-18,100,66.0,,0.66,66.0
2010-10-19,94,66.0,,0.66,62.040000000000006
2010-10-20,91,66.0,,0.66,60.06
2010-10-21,80,66.0,,0.66,52.800000000000004
2010-10-22,77,66.0,,0.66,50.82
2010-10-23,47,66.0,,0.66,31.020000000000003
2010-10-24,65,66.0,,0.66,42.9
2010-10-25,90,66.0,,0.66,59.400000000000006
2010-10-26,92,66.0,,0.66,60.720000000000006
2010-10-27,76,66.0,,0.66,50.160000000000004
2010-10-28,76,66.0,,0.66,50.160000000000004
2010-10-29,74,66.0,,0.66,48.84
2010-10-30,56,66.0,,0.66,36.96
2010-10-31,69,66.0,,0.66,45.54
2010-11-01,92,65.0,False,0.65,59.800000000000004
2010-11-02,89,65.0,,0.65,57.85
2010-11-03,100,65.0,,0.65,65.0
2010-11-04,93,65.0,,0.65,60.45
2010-11-05,74,65.0,,0.65,48.1
2010-11-06,57,65.0,,0.65,37.050000000000004
2010-11-07,54,65.0,,0.65,35.1
2010-11-08,83,65.0,,0.65,53.95
2010-11-09,94,65.0,,0.65,61.1
2010-11-10,78,65.0,,0.65,50.7
2010-11-11,80,65.0,,0.65,52.0
2010-11-12,76,65.0,,0.65,49.4
2010-11-13,54,65.0,,0.65,35.1
2010-11-14,70,65.0,,0.65,45.5
2010-11-15,90,65.0,,0.65,58.5
2010-11-16,95,65.0,,0.65,61.75
2010-11-17,91,65.0,,0.65,59.15
2010-11-18,100,65.0,,0.65,65.0
2010-11-19,85,65.0,,0.65,55.25
2010-11-20,66,65.0,,0.65,42.9
2010-11-21,77,65.0,,0.65,50.050000000000004
2010-11-22,82,65.0,,0.65,53.300000000000004
2010-11-23,76,65.0,,0.65,49.4
2010-11-24,57,65.0,,0.65,37.050000000000004
2010-11-25,37,65.0,,0.65,24.05
2010-11-26,45,65.0,,0.65,29.25
2010-11-27,56,65.0,,0.65,36.4
2010-11-28,67,65.0,,0.65,43.550000000000004
2010-11-29,76,65.0,,0.65,49.4
2010-11-30,81,65.0,,0.65,52.65
2010-12-01,85,57.0,False,0.57,48.449999999999996
2010-12-02,99,57.0,,0.57,56.42999999999999
2010-12-03,85,57.0,,0.57,48.449999999999996
2010-12-04,67,57.0,,0.57,38.19
2010-12-05,68,57.0,,0.57,38.76
2010-12-06,99,57.0,,0.57,56.42999999999999
2010-12-07,98,57.0,,0.57,55.85999999999999
2010-12-08,97,57.0,,0.57,55.28999999999999
2010-12-09,100,57.0,,0.57,56.99999999999999
2010-12-10,77,57.0,,0.57,43.88999999999999
2010-12-11,57,57.0,,0.57,32.489999999999995
2010-12-12,72,57.0,,0.57,41.04
2010-12-13,99,57.0,,0.57,56.42999999999999
2010-12-14,90,57.0,,0.57,51.3
2010-12-15,87,57.0,,0.57,49.589999999999996
2010-12-16,81,57.0,,0.57,46.169999999999995
2010-12-17,80,57.0,,0.57,45.599999999999994
2010-12-18,47,57.0,,0.57,26.79
2010-12-19,57,57.0,,0.57,32.489999999999995
2010-12-20,67,57.0,,0.57,38.19
2010-12-21,64,57.0,,0.57,36.48
2010-12-22,69,57.0,,0.57,39.33
2010-12-23,62,57.0,,0.57,35.339999999999996
2010-12-24,42,57.0,,0.57,23.939999999999998
2010-12-25,41,57.0,,0.57,23.369999999999997
2010-12-26,44,57.0,,0.57,25.08
2010-12-27,58,57.0,,0.57,33.059999999999995
2010-12-28,69,57.0,,0.57,39.33
2010-12-29,73,57.0,,0.57,41.61
2010-12-30,68,57.0,,0.57,38.76
2010-12-31,61,57.0,,0.57,34.769999999999996
2011-01-01,46,69.0,False,0.69,31.74
2011-01-02,66,69.0,,0.69,45.54
2011-01-03,74,69.0,,0.69,51.059999999999995
2011-01-04,82,69.0,,0.69,56.58
2011-01-05,82,69.0,,0.69,56.58
2011-01-06,84,69.0,,0.69,57.959999999999994
2011-01-07,72,69.0,,0.69,49.67999999999999
2011-01-08,61,69.0,,0.69,42.089999999999996
2011-01-09,71,69.0,,0.69,48.989999999999995
2011-01-10,73,69.0,,0.69,50.37
2011-01-11,73,69.0,,0.69,50.37
2011-01-12,81,69.0,,0.69,55.88999999999999
2011-01-13,82,69.0,,0.69,56.58
2011-01-14,70,69.0,,0.69,48.3
2011-01-15,65,69.0,,0.69,44.849999999999994
2011-01-16,65,69.0,,0.69,44.849999999999994
2011-01-17,71,69.0,,0.69,48.989999999999995
2011-01-18,88,69.0,,0.69,60.72
2011-01-19,86,69.0,,0.69,59.339999999999996
2011-01-20,93,69.0,,0.69,64.17
2011-01-21,79,69.0,,0.69,54.51
2011-01-22,66,69.0,,0.69,45.54
2011-01-23,69,69.0,,0.69,47.61
2011-01-24,90,69.0,,0.69,62.099999999999994
2011-01-25,93,69.0,,0.69,64.17
2011-01-26,100,69.0,,0.69,69.0
2011-01-27,82,69.0,,0.69,56.58
2011-01-28,77,69.0,,0.69,53.129999999999995
2011-01-29,59,69.0,,0.69,40.709999999999994
2011-01-30,81,69.0,,0.69,55.88999999999999
2011-01-31,77,69.0,,0.69,53.129999999999995
2011-02-01,83,72.0,False,0.72,59.76
2011-02-02,78,72.0,,0.72,56.16
2011-02-03,93,72.0,,0.72,66.96
2011-02-04,81,72.0,,0.72,58.32
2011-02-05,68,72.0,,0.72,48.96
2011-02-06,83,72.0,,0.72,59.76
2011-02-07,97,72.0,,0.72,69.84
2011-02-08,85,72.0,,0.72,61.199999999999996
2011-02-09,93,72.0,,0.72,66.96
2011-02-10,81,72.0,,0.72,58.32
2011-02-11,81,72.0,,0.72,58.32
2011-02-12,66,72.0,,0.72,47.519999999999996
2011-02-13,66,72.0,,0.72,47.519999999999996
2011-02-14,93,72.0,,0.72,66.96
2011-02-15,91,72.0,,0.72,65.52
2011-02-16,98,72.0,,0.72,70.56
2011-02-17,95,72.0,,0.72,68.39999999999999
2011-02-18,87,72.0,,0.72,62.64
2011-02-19,68,72.0,,0.72,48.96
2011-02-20,75,72.0,,0.72,54.0
2011-02-21,92,72.0,,0.72,66.24
2011-02-22,98,72.0,,0.72,70.56
2011-02-23,100,72.0,,0.72,72.0
2011-02-24,86,72.0,,0.72,61.919999999999995
2011-02-25,79,72.0,,0.72,56.879999999999995
2011-02-26,72,72.0,,0.72,51.839999999999996
2011-02-27,71,72.0,,0.72,51.12
2011-02-28,88,72.0,,0.72,63.36
2011-03-01,81,70.0,False,0.7,56.699999999999996
2011-03-02,76,70.0,,0.7,53.199999999999996
2011-03-03,85,70.0,,0.7,59.49999999999999
2011-03-04,86,70.0,,0.7,60.199999999999996
2011-03-05,58,70.0,,0.7,40.599999999999994
2011-03-06,73,70.0,,0.7,51.099999999999994
2011-03-07,86,70.0,,0.7,60.199999999999996
2011-03-08,81,70.0,,0.7,56.699999999999996
2011-03-09,86,70.0,,0.7,60.199999999999996
2011-03-10,89,70.0,,0.7,62.3
2011-03-11,71,70.0,,0.7,49.699999999999996
2011-03-12,65,70.0,,0.7,45.5
2011-03-13,69,70.0,,0.7,48.3
2011-03-14,83,70.0,,0.7,58.099999999999994
2011-03-15,84,70.0,,0.7,58.8
2011-03-16,78,70.0,,0.7,54.599999999999994
2011-03-17,79,70.0,,0.7,55.3
2011-03-18,71,70.0,,0.7,49.699999999999996
2011-03-19,53,70.0,,0.7,37.099999999999994
2011-03-20,63,70.0,,0.7,44.099999999999994
2011-03-21,93,70.0,,0.7,65.1
2011-03-22,75,70.0,,0.7,52.5
2011-03-23,100,70.0,,0.7,70.0
2011-03-24,69,70.0,,0.7,48.3
2011-03-25,82,70.0,,0.7,57.4
2011-03-26,57,70.0,,0.7,39.9
2011-03-27,81,70.0,,0.7,56.699999999999996
2011-03-28,79,70.0,,0.7,55.3
2011-03-29,99,70.0,,0.7,69.3
2011-03-30,96,70.0,,0.7,67.19999999999999
2011-03-31,85,70.0,,0.7,59.49999999999999
2011-04-01,74,74.0,False,0.74,54.76
2011-04-02,66,74.0,,0.74,48.839999999999996
2011-04-03,68,74.0,,0.74,50.32
2011-04-04,79,74.0,,0.74,58.46
2011-04-05,87,74.0,,0.74,64.38
2011-04-06,77,74.0,,0.74,56.98
2011-04-07,83,74.0,,0.74,61.42
2011-04-08,83,74.0,,0.74,61.42
2011-04-09,63,74.0,,0.74,46.62
2011-04-10,72,74.0,,0.74,53.28
2011-04-11,93,74.0,,0.74,68.82
2011-04-12,92,74.0,,0.74,68.08
2011-04-13,85,74.0,,0.74,62.9
2011-04-14,92,74.0,,0.74,68.08
2011-04-15,77,74.0,,0.74,56.98
2011-04-16,58,74.0,,0.74,42.92
2011-04-17,64,74.0,,0.74,47.36
2011-04-18,86,74.0,,0.74,63.64
2011-04-19,88,74.0,,0.74,65.12
2011-04-20,80,74.0,,0.74,59.2
2011-04-21,80,74.0,,0.74,59.2
2011-04-22,84,74.0,,0.74,62.16
2011-04-23,65,74.0,,0.74,48.1
2011-04-24,69,74.0,,0.74,51.06
2011-04-25,100,74.0,,0.74,74.0
2011-04-26,88,74.0,,0.74,65.12
2011-04-27,94,74.0,,0.74,69.56
2011-04-28,88,74.0,,0.74,65.12
2011-04-29,77,74.0,,0.74,56.98
2011-04-30,59,74.0,,0.74,43.66
2011-05-01,83,70.0,False,0.7,58.099999999999994
2011-05-02,90,70.0,,0.7,62.99999999999999
2011-05-03,100,70.0,,0.7,70.0
2011-05-04,90,70.0,,0.7,62.99999999999999
2011-05-05,83,70.0,,0.7,58.099999999999994
2011-05-06,94,70.0,,0.7,65.8
2011-05-07,63,70.0,,0.7,44.099999999999994
2011-05-08,77,70.0,,0.7,53.9
2011-05-09,97,70.0,,0.7,67.89999999999999
2011-05-10,94,70.0,,0.7,65.8
2011-05-11,93,70.0,,0.7,65.1
2011-05-12,84,70.0,,0.7,58.8
2011-05-13,78,70.0,,0.7,54.599999999999994
2011-05-14,55,70.0,,0.7,38.5
2011-05-15,77,70.0,,0.7,53.9
2011-05-16,92,70.0,,0.7,64.39999999999999
2011-05-17,89,70.0,,0.7,62.3
2011-05-18,89,70.0,,0.7,62.3
2011-05-19,88,70.0,,0.7,61.599999999999994
2011-05-20,74,70.0,,0.7,51.8
2011-05-21,58,70.0,,0.7,40.599999999999994
2011-05-22,74,70.0,,0.7,51.8
2011-05-23,87,70.0,,0.7,60.9
2011-05-24,83,70.0,,0.7,58.099999999999994
2011-05-25,71,70.0,,0.7,49.699999999999996
2011-05-26,94,70.0,,0.7,65.8
2011-05-27,76,70.0,,0.7,53.199999999999996
2011-05-28,56,70.0,,0.7,39.199999999999996
2011-05-29,60,70.0,,0.7,42.0
2011-05-30,73,70.0,,0.7,51.099999999999994
2011-05-31,85,70.0,,0.7,59.49999999999999
2011-06-01,79,63.0,False,0.63,49.77
2011-06-02,88,63.0,,0.63,55.44
2011-06-03,86,63.0,,0.63,54.18
2011-06-04,71,63.0,,0.63,44.73
2011-06-05,71,63.0,,0.63,44.73
2011-06-06,88,63.0,,0.63,55.44
2011-06-07,85,63.0,,0.63,53.55
2011-06-08,100,63.0,,0.63,63.0
2011-06-09,75,63.0,,0.63,47.25
2011-06-10,86,63.0,,0.63,54.18
2011-06-11,75,63.0,,0.63,47.25
2011-06-12,71,63.0,,0.63,44.73
2011-06-13,88,63.0,,0.63,55.44
2011-06-14,94,63.0,,0.63,59.22
2011-06-15,79,63.0,,0.63,49.77
2011-06-16,83,63.0,,0.63,52.29
2011-06-17,77,63.0,,0.63,48.51
2011-06-18,74,63.0,,0.63,46.62
2011-06-19,56,63.0,,0.63,35.28
2011-06-20,99,63.0,,0.63,62.37
2011-06-21,80,63.0,,0.63,50.4
2011-06-22,81,63.0,,0.63,51.03
2011-06-23,85,63.0,,0.63,53.55
2011-06-24,68,63.0,,0.63,42.84
2011-06-25,67,63.0,,0.63,42.21
2011-06-26,64,63.0,,0.63,40.32
2011-06-27,80,63.0,,0.63,50.4
2011-06-28,91,63.0,,0.63,57.33
2011-06-29,86,63.0,,0.63,54.18
2011-06-30,76,63.0,,0.63,47.88
2011-07-01,77,60.0,False,0.6,46.199999999999996
2011-07-02,72,60.0,,0.6,43.199999999999996
2011-07-03,75,60.0,,0.6,45.0
2011-07-04,87,60.0,,0.6,52.199999999999996
2011-07-05,87,60.0,,0.6,52.199999999999996
2011-07-06,95,60.0,,0.6,57.0
2011-07-07,97,60.0,,0.6,58.199999999999996
2011-07-08,89,60.0,,0.6,53.4
2011-07-09,75,60.0,,0.6,45.0
2011-07-10,82,60.0,,0.6,49.199999999999996
2011-07-11,99,60.0,,0.6,59.4
2011-07-12,94,60.0,,0.6,56.4
2011-07-13,97,60.0,,0.6,58.199999999999996
2011-07-14,89,60.0,,0.6,53.4
2011-07-15,78,60.0,,0.6,46.8
2011-07-16,75,60.0,,0.6,45.0
2011-07-17,83,60.0,,0.6,49.8
2011-07-18,85,60.0,,0.6,51.0
2011-07-19,94,60.0,,0.6,56.4
2011-07-20,95,60.0,,0.6,57.0
2011-07-21,94,60.0,,0.6,56.4
2011-07-22,88,60.0,,0.6,52.8
2011-07-23,74,60.0,,0.6,44.4
2011-07-24,78,60.0,,0.6,46.8
2011-07-25,88,60.0,,0.6,52.8
2011-07-26,100,60.0,,0.6,60.0
2011-07-27,92,60.0,,0.6,55.199999999999996
2011-07-28,92,60.0,,0.6,55.199999999999996
2011-07-29,94,60.0,,0.6,56.4
2011-07-30,83,60.0,,0.6,49.8
2011-07-31,81,60.0,,0.6,48.6
2011-08-01,91,61.0,False,0.61,55.51
2011-08-02,84,61.0,,0.61,51.24
2011-08-03,87,61.0,,0.61,53.07
2011-08-04,100,61.0,,0.61,61.0
2011-08-05,87,61.0,,0.61,53.07
2011-08-06,71,61.0,,0.61,43.31
2011-08-07,82,61.0,,0.61,50.019999999999996
2011-08-08,93,61.0,,0.61,56.73
2011-08-09,100,61.0,,0.61,61.0
2011-08-10,91,61.0,,0.61,55.51
2011-08-11,89,61.0,,0.61,54.29
2011-08-12,81,61.0,,0.61,49.41
2011-08-13,71,61.0,,0.61,43.31
2011-08-14,80,61.0,,0.61,48.8
2011-08-15,86,61.0,,0.61,52.46
2011-08-16,92,61.0,,0.61,56.12
2011-08-17,88,61.0,,0.61,53.68
2011-08-18,80,61.0,,0.61,48.8
2011-08-19,82,61.0,,0.61,50.019999999999996
2011-08-20,69,61.0,,0.61,42.089999999999996
2011-08-21,65,61.0,,0.61,39.65
2011-08-22,84,61.0,,0.61,51.24
