date,travel_unscaled,travel_monthly,isPartial,scale,travel
2014-11-14,88,47.0,,0.47,41.36
2014-11-15,77,47.0,,0.47,36.19
2014-11-16,82,47.0,,0.47,38.54
2014-11-17,98,47.0,,0.47,46.059999999999995
2014-11-18,100,47.0,,0.47,47.0
2014-11-19,97,47.0,,0.47,45.589999999999996
2014-11-20,96,47.0,,0.47,45.12
2014-11-21,95,47.0,,0.47,44.65
2014-11-22,80,47.0,,0.47,37.599999999999994
2014-11-23,81,47.0,,0.47,38.07
2014-11-24,92,47.0,,0.47,43.239999999999995
2014-11-25,94,47.0,,0.47,44.18
2014-11-26,94,47.0,,0.47,44.18
2014-11-27,71,47.0,,0.47,33.37
2014-11-28,80,47.0,,0.47,37.599999999999994
2014-11-29,80,47.0,,0.47,37.599999999999994
2014-11-30,89,47.0,,0.47,41.83
2014-12-01,97,48.0,False,0.48,46.559999999999995
2014-12-02,91,48.0,,0.48,43.68
2014-12-03,94,48.0,,0.48,45.12
2014-12-04,83,48.0,,0.48,39.839999999999996
2014-12-05,89,48.0,,0.48,42.72
2014-12-06,75,48.0,,0.48,36.0
2014-12-07,77,48.0,,0.48,36.96
2014-12-08,100,48.0,,0.48,48.0
2014-12-09,88,48.0,,0.48,42.239999999999995
2014-12-10,90,48.0,,0.48,43.199999999999996
2014-12-11,85,48.0,,0.48,40.8
2014-12-12,85,48.0,,0.48,40.8
2014-12-13,78,48.0,,0.48,37.44
2014-12-14,75,48.0,,0.48,36.0
2014-12-15,97,48.0,,0.48,46.559999999999995
2014-12-16,97,48.0,,0.48,46.559999999999995
2014-12-17,100,48.0,,0.48,48.0
2014-12-18,92,48.0,,0.48,44.16
2014-12-19,86,48.0,,0.48,41.28
2014-12-20,84,48.0,,0.48,40.32
2014-12-21,82,48.0,,0.48,39.36
2014-12-22,97,48.0,,0.48,46.559999999999995
2014-12-23,86,48.0,,0.48,41.28
2014-12-24,75,48.0,,0.48,36.0
2014-12-25,71,48.0,,0.48,34.08
2014-12-26,87,48.0,,0.48,41.76
2014-12-27,88,48.0,,0.48,42.239999999999995
2014-12-28,90,48.0,,0.48,43.199999999999996
2014-12-29,98,48.0,,0.48,47.04
2014-12-30,95,48.0,,0.48,45.6
2014-12-31,81,48.0,,0.48,38.879999999999995
2015-01-01,54,59.0,False,0.59,31.86
2015-01-02,70,59.0,,0.59,41.3
2015-01-03,62,59.0,,0.59,36.58
2015-01-04,65,59.0,,0.59,38.35
2015-01-05,73,59.0,,0.59,43.07
2015-01-06,73,59.0,,0.59,43.07
2015-01-07,71,59.0,,0.59,41.89
2015-01-08,66,59.0,,0.59,38.94
2015-01-09,70,59.0,,0.59,41.3
2015-01-10,64,59.0,,0.59,37.76
2015-01-11,67,59.0,,0.59,39.53
2015-01-12,75,59.0,,0.59,44.25
2015-01-13,71,59.0,,0.59,41.89
2015-01-14,69,59.0,,0.59,40.71
2015-01-15,72,59.0,,0.59,42.48
2015-01-16,68,59.0,,0.59,40.12
2015-01-17,60,59.0,,0.59,35.4
2015-01-18,63,59.0,,0.59,37.169999999999995
2015-01-19,69,59.0,,0.59,40.71
2015-01-20,71,59.0,,0.59,41.89
2015-01-21,68,59.0,,0.59,40.12
2015-01-22,69,59.0,,0.59,40.71
2015-01-23,66,59.0,,0.59,38.94
2015-01-24,64,59.0,,0.59,37.76
2015-01-25,63,59.0,,0.59,37.169999999999995
2015-01-26,77,59.0,,0.59,45.43
2015-01-27,100,59.0,,0.59,59.0
2015-01-28,72,59.0,,0.59,42.48
2015-01-29,64,59.0,,0.59,37.76
2015-01-30,63,59.0,,0.59,37.169999999999995
2015-01-31,61,59.0,,0.59,35.989999999999995
2015-02-01,88,55.0,False,0.55,48.400000000000006
2015-02-02,95,55.0,,0.55,52.25000000000001
2015-02-03,95,55.0,,0.55,52.25000000000001
2015-02-04,93,55.0,,0.55,51.150000000000006
2015-02-05,92,55.0,,0.55,50.6
2015-02-06,88,55.0,,0.55,48.400000000000006
2015-02-07,84,55.0,,0.55,46.2
2015-02-08,92,55.0,,0.55,50.6
2015-02-09,99,55.0,,0.55,54.45
2015-02-10,97,55.0,,0.55,53.35
2015-02-11,89,55.0,,0.55,48.95
2015-02-12,87,55.0,,0.55,47.85
2015-02-13,84,55.0,,0.55,46.2
2015-02-14,83,55.0,,0.55,45.650000000000006
2015-02-15,94,55.0,,0.55,51.7
2015-02-16,99,55.0,,0.55,54.45
2015-02-17,99,55.0,,0.55,54.45
2015-02-18,100,55.0,,0.55,55.00000000000001
2015-02-19,91,55.0,,0.55,50.050000000000004
2015-02-20,96,55.0,,0.55,52.800000000000004
2015-02-21,89,55.0,,0.55,48.95
2015-02-22,92,55.0,,0.55,50.6
2015-02-23,90,55.0,,0.55,49.50000000000001
2015-02-24,99,55.0,,0.55,54.45
2015-02-25,100,55.0,,0.55,55.00000000000001
2015-02-26,93,55.0,,0.55,51.150000000000006
2015-02-27,93,55.0,,0.55,51.150000000000006
2015-02-28,88,55.0,,0.55,48.400000000000006
2015-03-01,97,58.0,False,0.58,56.26
2015-03-02,93,58.0,,0.58,53.94
2015-03-03,93,58.0,,0.58,53.94
2015-03-04,95,58.0,,0.58,55.099999999999994
2015-03-05,100,58.0,,0.58,57.99999999999999
2015-03-06,88,58.0,,0.58,51.04
2015-03-07,78,58.0,,0.58,45.239999999999995
2015-03-08,88,58.0,,0.58,51.04
2015-03-09,97,58.0,,0.58,56.26
2015-03-10,96,58.0,,0.58,55.67999999999999
2015-03-11,93,58.0,,0.58,53.94
2015-03-12,92,58.0,,0.58,53.36
2015-03-13,83,58.0,,0.58,48.13999999999999
2015-03-14,76,58.0,,0.58,44.08
2015-03-15,80,58.0,,0.58,46.4
2015-03-16,89,58.0,,0.58,51.62
2015-03-17,90,58.0,,0.58,52.199999999999996
2015-03-18,98,58.0,,0.58,56.839999999999996
2015-03-19,83,58.0,,0.58,48.13999999999999
2015-03-20,85,58.0,,0.58,49.3
2015-03-21,77,58.0,,0.58,44.66
2015-03-22,86,58.0,,0.58,49.879999999999995
2015-03-23,99,58.0,,0.58,57.419999999999995
2015-03-24,88,58.0,,0.58,51.04
2015-03-25,85,58.0,,0.58,49.3
2015-03-26,88,58.0,,0.58,51.04
2015-03-27,89,58.0,,0.58,51.62
2015-03-28,76,58.0,,0.58,44.08
2015-03-29,75,58.0,,0.58,43.5
2015-03-30,93,58.0,,0.58,53.94
2015-03-31,87,58.0,,0.58,50.459999999999994
2015-04-01,94,55.0,False,0.55,51.7
2015-04-02,90,55.0,,0.55,49.50000000000001
2015-04-03,86,55.0,,0.55,47.300000000000004
2015-04-04,82,55.0,,0.55,45.1
2015-04-05,79,55.0,,0.55,43.45
2015-04-06,100,55.0,,0.55,55.00000000000001
2015-04-07,97,55.0,,0.55,53.35
2015-04-08,90,55.0,,0.55,49.50000000000001
2015-04-09,91,55.0,,0.55,50.050000000000004
2015-04-10,88,55.0,,0.55,48.400000000000006
2015-04-11,81,55.0,,0.55,44.550000000000004
2015-04-12,84,55.0,,0.55,46.2
2015-04-13,97,55.0,,0.55,53.35
2015-04-14,93,55.0,,0.55,51.150000000000006
2015-04-15,91,55.0,,0.55,50.050000000000004
2015-04-16,90,55.0,,0.55,49.50000000000001
2015-04-17,90,55.0,,0.55,49.50000000000001
2015-04-18,79,55.0,,0.55,43.45
2015-04-19,86,55.0,,0.55,47.300000000000004
2015-04-20,92,55.0,,0.55,50.6
2015-04-21,100,55.0,,0.55,55.00000000000001
2015-04-22,91,55.0,,0.55,50.050000000000004
2015-04-23,91,55.0,,0.55,50.050000000000004
2015-04-24,86,55.0,,0.55,47.300000000000004
2015-04-25,81,55.0,,0.55,44.550000000000004
2015-04-26,87,55.0,,0.55,47.85
2015-04-27,95,55.0,,0.55,52.25000000000001
2015-04-28,95,55.0,,0.55,52.25000000000001
2015-04-29,90,55.0,,0.55,49.50000000000001
2015-04-30,90,55.0,,0.55,49.50000000000001
2015-05-01,76,58.0,False,0.58,44.08
2015-05-02,69,58.0,,0.58,40.019999999999996
2015-05-03,71,58.0,,0.58,41.18
2015-05-04,86,58.0,,0.58,49.879999999999995
2015-05-05,88,58.0,,0.58,51.04
2015-05-06,85,58.0,,0.58,49.3
2015-05-07,84,58.0,,0.58,48.72
2015-05-08,80,58.0,,0.58,46.4
2015-05-09,70,58.0,,0.58,40.599999999999994
2015-05-10,76,58.0,,0.58,44.08
2015-05-11,93,58.0,,0.58,53.94
2015-05-12,93,58.0,,0.58,53.94
2015-05-13,92,58.0,,0.58,53.36
2015-05-14,88,58.0,,0.58,51.04
2015-05-15,88,58.0,,0.58,51.04
2015-05-16,75,58.0,,0.58,43.5
2015-05-17,82,58.0,,0.58,47.559999999999995
2015-05-18,100,58.0,,0.58,57.99999999999999
2015-05-19,92,58.0,,0.58,53.36
2015-05-20,87,58.0,,0.58,50.459999999999994
2015-05-21,91,58.0,,0.58,52.779999999999994
2015-05-22,84,58.0,,0.58,48.72
2015-05-23,83,58.0,,0.58,48.13999999999999
2015-05-24,78,58.0,,0.58,45.239999999999995
2015-05-25,89,58.0,,0.58,51.62
2015-05-26,95,58.0,,0.58,55.099999999999994
2015-05-27,92,58.0,,0.58,53.36
2015-05-28,88,58.0,,0.58,51.04
2015-05-29,84,58.0,,0.58,48.72
2015-05-30,82,58.0,,0.58,47.559999999999995
2015-05-31,84,58.0,,0.58,48.72
2015-06-01,96,60.0,False,0.6,57.599999999999994
2015-06-02,92,60.0,,0.6,55.199999999999996
2015-06-03,95,60.0,,0.6,57.0
2015-06-04,93,60.0,,0.6,55.8
2015-06-05,87,60.0,,0.6,52.199999999999996
2015-06-06,80,60.0,,0.6,48.0
2015-06-07,83,60.0,,0.6,49.8
2015-06-08,100,60.0,,0.6,60.0
2015-06-09,93,60.0,,0.6,55.8
2015-06-10,93,60.0,,0.6,55.8
2015-06-11,87,60.0,,0.6,52.199999999999996
2015-06-12,85,60.0,,0.6,51.0
2015-06-13,78,60.0,,0.6,46.8
2015-06-14,84,60.0,,0.6,50.4
2015-06-15,97,60.0,,0.6,58.199999999999996
2015-06-16,94,60.0,,0.6,56.4
2015-06-17,89,60.0,,0.6,53.4
2015-06-18,87,60.0,,0.6,52.199999999999996
2015-06-19,84,60.0,,0.6,50.4
2015-06-20,74,60.0,,0.6,44.4
2015-06-21,80,60.0,,0.6,48.0
2015-06-22,94,60.0,,0.6,56.4
2015-06-23,93,60.0,,0.6,55.8
2015-06-24,92,60.0,,0.6,55.199999999999996
2015-06-25,93,60.0,,0.6,55.8
2015-06-26,83,60.0,,0.6,49.8
2015-06-27,82,60.0,,0.6,49.199999999999996
2015-06-28,89,60.0,,0.6,53.4
2015-06-29,95,60.0,,0.6,57.0
2015-06-30,95,60.0,,0.6,57.0
2015-07-01,91,62.0,False,0.62,56.42
2015-07-02,89,62.0,,0.62,55.18
2015-07-03,78,62.0,,0.62,48.36
2015-07-04,71,62.0,,0.62,44.02
2015-07-05,86,62.0,,0.62,53.32
2015-07-06,95,62.0,,0.62,58.9
2015-07-07,97,62.0,,0.62,60.14
2015-07-08,94,62.0,,0.62,58.28
2015-07-09,92,62.0,,0.62,57.04
2015-07-10,89,62.0,,0.62,55.18
2015-07-11,79,62.0,,0.62,48.98
2015-07-12,84,62.0,,0.62,52.08
2015-07-13,99,62.0,,0.62,61.38
2015-07-14,96,62.0,,0.62,59.519999999999996
2015-07-15,93,62.0,,0.62,57.66
2015-07-16,87,62.0,,0.62,53.94
2015-07-17,84,62.0,,0.62,52.08
2015-07-18,84,62.0,,0.62,52.08
2015-07-19,86,62.0,,0.62,53.32
2015-07-20,100,62.0,,0.62,62.0
2015-07-21,99,62.0,,0.62,61.38
2015-07-22,95,62.0,,0.62,58.9
2015-07-23,93,62.0,,0.62,57.66
2015-07-24,89,62.0,,0.62,55.18
2015-07-25,82,62.0,,0.62,50.839999999999996
2015-07-26,85,62.0,,0.62,52.7
2015-07-27,98,62.0,,0.62,60.76
2015-07-28,93,62.0,,0.62,57.66
2015-07-29,90,62.0,,0.62,55.8
2015-07-30,83,62.0,,0.62,51.46
2015-07-31,86,62.0,,0.62,53.32
2015-08-01,81,56.0,False,0.56,45.36000000000001
2015-08-02,89,56.0,,0.56,49.84
2015-08-03,99,56.0,,0.56,55.440000000000005
2015-08-04,98,56.0,,0.56,54.88
2015-08-05,95,56.0,,0.56,53.2
2015-08-06,94,56.0,,0.56,52.64000000000001
2015-08-07,88,56.0,,0.56,49.28
2015-08-08,83,56.0,,0.56,46.480000000000004
2015-08-09,90,56.0,,0.56,50.400000000000006
2015-08-10,99,56.0,,0.56,55.440000000000005
2015-08-11,100,56.0,,0.56,56.00000000000001
2015-08-12,91,56.0,,0.56,50.96000000000001
2015-08-13,90,56.0,,0.56,50.400000000000006
2015-08-14,89,56.0,,0.56,49.84
2015-08-15,79,56.0,,0.56,44.24
2015-08-16,90,56.0,,0.56,50.400000000000006
2015-08-17,94,56.0,,0.56,52.64000000000001
2015-08-18,94,56.0,,0.56,52.64000000000001
2015-08-19,92,56.0,,0.56,51.52
2015-08-20,89,56.0,,0.56,49.84
2015-08-21,80,56.0,,0.56,44.800000000000004
2015-08-22,82,56.0,,0.56,45.92
2015-08-23,83,56.0,,0.56,46.480000000000004
2015-08-24,83,56.0,,0.56,46.480000000000004
2015-08-25,92,56.0,,0.56,51.52
2015-08-26,83,56.0,,0.56,46.480000000000004
2015-08-27,82,56.0,,0.56,45.92
2015-08-28,81,56.0,,0.56,45.36000000000001
2015-08-29,79,56.0,,0.56,44.24
2015-08-30,80,56.0,,0.56,44.800000000000004
2015-08-31,90,56.0,,0.56,50.400000000000006
2015-09-01,100,52.0,False,0.52,52.0
2015-09-02,93,52.0,,0.52,48.36
2015-09-03,90,52.0,,0.52,46.800000000000004
2015-09-04,87,52.0,,0.52,45.24
2015-09-05,89,52.0,,0.52,46.28
2015-09-06,77,52.0,,0.52,40.04
2015-09-07,91,52.0,,0.52,47.32
2015-09-08,97,52.0,,0.52,50.440000000000005
2015-09-09,94,52.0,,0.52,48.88
2015-09-10,92,52.0,,0.52,47.84
2015-09-11,85,52.0,,0.52,44.2
2015-09-12,70,52.0,,0.52,36.4
2015-09-13,76,52.0,,0.52,39.52
2015-09-14,89,52.0,,0.52,46.28
2015-09-15,84,52.0,,0.52,43.68
2015-09-16,90,52.0,,0.52,46.800000000000004
2015-09-17,86,52.0,,0.52,44.72
2015-09-18,88,52.0,,0.52,45.760000000000005
2015-09-19,77,52.0,,0.52,40.04
2015-09-20,79,52.0,,0.52,41.08
2015-09-21,90,52.0,,0.52,46.800000000000004
2015-09-22,94,52.0,,0.52,48.88
2015-09-23,83,52.0,,0.52,43.160000000000004
2015-09-24,88,52.0,,0.52,45.760000000000005
2015-09-25,83,52.0,,0.52,43.160000000000004
2015-09-26,77,52.0,,0.52,40.04
2015-09-27,79,52.0,,0.52,41.08
2015-09-28,96,52.0,,0.52,49.92
2015-09-29,95,52.0,,0.52,49.4
2015-09-30,91,52.0,,0.52,47.32
2015-10-01,97,49.0,False,0.49,47.53
2015-10-02,88,49.0,,0.49,43.12
2015-10-03,84,49.0,,0.49,41.16
2015-10-04,94,49.0,,0.49,46.06
2015-10-05,98,49.0,,0.49,48.019999999999996
2015-10-06,99,49.0,,0.49,48.51
2015-10-07,99,49.0,,0.49,48.51
2015-10-08,99,49.0,,0.49,48.51
2015-10-09,93,49.0,,0.49,45.57
2015-10-10,83,49.0,,0.49,40.67
2015-10-11,85,49.0,,0.49,41.65
2015-10-12,97,49.0,,0.49,47.53
2015-10-13,100,49.0,,0.49,49.0
2015-10-14,99,49.0,,0.49,48.51
2015-10-15,96,49.0,,0.49,47.04
2015-10-16,89,49.0,,0.49,43.61
2015-10-17,78,49.0,,0.49,38.22
2015-10-18,85,49.0,,0.49,41.65
2015-10-19,98,49.0,,0.49,48.019999999999996
2015-10-20,97,49.0,,0.49,47.53
2015-10-21,98,49.0,,0.49,48.019999999999996
2015-10-22,91,49.0,,0.49,44.589999999999996
2015-10-23,89,49.0,,0.49,43.61
2015-10-24,77,49.0,,0.49,37.73
2015-10-25,79,49.0,,0.49,38.71
2015-10-26,96,49.0,,0.49,47.04
2015-10-27,92,49.0,,0.49,45.08
2015-10-28,90,49.0,,0.49,44.1
2015-10-29,85,49.0,,0.49,41.65
2015-10-30,83,49.0,,0.49,40.67
2015-10-31,66,49.0,,0.49,32.339999999999996
2015-11-01,65,49.0,False,0.49,31.849999999999998
2015-11-02,75,49.0,,0.49,36.75
2015-11-03,75,49.0,,0.49,36.75
2015-11-04,78,49.0,,0.49,38.22
2015-11-05,79,49.0,,0.49,38.71
2015-11-06,72,49.0,,0.49,35.28
2015-11-07,64,49.0,,0.49,31.36
2015-11-08,67,49.0,,0.49,32.83
2015-11-09,80,49.0,,0.49,39.2
2015-11-10,77,49.0,,0.49,37.73
2015-11-11,71,49.0,,0.49,34.79
2015-11-12,72,49.0,,0.49,35.28
2015-11-13,70,49.0,,0.49,34.3
2015-11-14,67,49.0,,0.49,32.83
2015-11-15,67,49.0,,0.49,32.83
2015-11-16,78,49.0,,0.49,38.22
2015-11-17,82,49.0,,0.49,40.18
2015-11-18,78,49.0,,0.49,38.22
2015-11-19,75,49.0,,0.49,36.75
2015-11-20,71,49.0,,0.49,34.79
2015-11-21,65,49.0,,0.49,31.849999999999998
2015-11-22,64,49.0,,0.49,31.36
2015-11-23,83,49.0,,0.49,40.67
2015-11-24,100,49.0,,0.49,49.0
2015-11-25,80,49.0,,0.49,39.2
2015-11-26,59,49.0,,0.49,28.91
2015-11-27,63,49.0,,0.49,30.87
2015-11-28,70,49.0,,0.49,34.3
2015-11-29,74,49.0,,0.49,36.26
2015-11-30,81,49.0,,0.49,39.69
2015-12-01,92,50.0,False,0.5,46.0
2015-12-02,79,50.0,,0.5,39.5
2015-12-03,80,50.0,,0.5,40.0
2015-12-04,76,50.0,,0.5,38.0
2015-12-05,71,50.0,,0.5,35.5
2015-12-06,73,50.0,,0.5,36.5
2015-12-07,88,50.0,,0.5,44.0
2015-12-08,87,50.0,,0.5,43.5
2015-12-09,83,50.0,,0.5,41.5
2015-12-10,83,50.0,,0.5,41.5
2015-12-11,83,50.0,,0.5,41.5
2015-12-12,73,50.0,,0.5,36.5
2015-12-13,76,50.0,,0.5,38.0
2015-12-14,89,50.0,,0.5,44.5
2015-12-15,90,50.0,,0.5,45.0
2015-12-16,87,50.0,,0.5,43.5
2015-12-17,87,50.0,,0.5,43.5
2015-12-18,78,50.0,,0.5,39.0
2015-12-19,79,50.0,,0.5,39.5
2015-12-20,73,50.0,,0.5,36.5
2015-12-21,86,50.0,,0.5,43.0
2015-12-22,88,50.0,,0.5,44.0
2015-12-23,82,50.0,,0.5,41.0
2015-12-24,71,50.0,,0.5,35.5
2015-12-25,64,50.0,,0.5,32.0
2015-12-26,84,50.0,,0.5,42.0
2015-12-27,90,50.0,,0.5,45.0
2015-12-28,100,50.0,,0.5,50.0
2015-12-29,99,50.0,,0.5,49.5
2015-12-30,91,50.0,,0.5,45.5
2015-12-31,83,50.0,,0.5,41.5
2016-01-01,67,57.0,False,0.57,38.19
2016-01-02,78,57.0,,0.57,44.459999999999994
2016-01-03,79,57.0,,0.57,45.029999999999994
2016-01-04,89,57.0,,0.57,50.73
2016-01-05,85,57.0,,0.57,48.449999999999996
2016-01-06,87,57.0,,0.57,49.589999999999996
2016-01-07,86,57.0,,0.57,49.019999999999996
2016-01-08,82,57.0,,0.57,46.739999999999995
2016-01-09,78,57.0,,0.57,44.459999999999994
2016-01-10,76,57.0,,0.57,43.31999999999999
2016-01-11,86,57.0,,0.57,49.019999999999996
2016-01-12,87,57.0,,0.57,49.589999999999996
2016-01-13,83,57.0,,0.57,47.309999999999995
2016-01-14,80,57.0,,0.57,45.599999999999994
2016-01-15,73,57.0,,0.57,41.61
2016-01-16,79,57.0,,0.57,45.029999999999994
2016-01-17,77,57.0,,0.57,43.88999999999999
2016-01-18,87,57.0,,0.57,49.589999999999996
2016-01-19,85,57.0,,0.57,48.449999999999996
2016-01-20,86,57.0,,0.57,49.019999999999996
2016-01-21,84,57.0,,0.57,47.879999999999995
2016-01-22,79,57.0,,0.57,45.029999999999994
2016-01-23,92,57.0,,0.57,52.44
2016-01-24,100,57.0,,0.57,56.99999999999999
2016-01-25,88,57.0,,0.57,50.16
2016-01-26,85,57.0,,0.57,48.449999999999996
2016-01-27,81,57.0,,0.57,46.169999999999995
2016-01-28,84,57.0,,0.57,47.879999999999995
2016-01-29,81,57.0,,0.57,46.169999999999995
2016-01-30,76,57.0,,0.57,43.31999999999999
2016-01-31,84,57.0,,0.57,47.879999999999995
2016-02-01,94,57.0,False,0.57,53.58
2016-02-02,93,57.0,,0.57,53.01
2016-02-03,99,57.0,,0.57,56.42999999999999
2016-02-04,93,57.0,,0.57,53.01
2016-02-05,85,57.0,,0.57,48.449999999999996
2016-02-06,83,57.0,,0.57,47.309999999999995
2016-02-07,83,57.0,,0.57,47.309999999999995
2016-02-08,87,57.0,,0.57,49.589999999999996
2016-02-09,91,57.0,,0.57,51.87
2016-02-10,94,57.0,,0.57,53.58
2016-02-11,95,57.0,,0.57,54.15
2016-02-12,88,57.0,,0.57,50.16
2016-02-13,86,57.0,,0.57,49.019999999999996
2016-02-14,86,57.0,,0.57,49.019999999999996
2016-02-15,92,57.0,,0.57,52.44
2016-02-16,96,57.0,,0.57,54.72
2016-02-17,96,57.0,,0.57,54.72
2016-02-18,94,57.0,,0.57,53.58
2016-02-19,88,57.0,,0.57,50.16
2016-02-20,85,57.0,,0.57,48.449999999999996
2016-02-21,97,57.0,,0.57,55.28999999999999
2016-02-22,100,57.0,,0.57,56.99999999999999
2016-02-23,99,57.0,,0.57,56.42999999999999
2016-02-24,100,57.0,,0.57,56.99999999999999
2016-02-25,99,57.0,,0.57,56.42999999999999
2016-02-26,90,57.0,,0.57,51.3
2016-02-27,86,57.0,,0.57,49.019999999999996
2016-02-28,91,57.0,,0.57,51.87
2016-02-29,92,57.0,,0.57,52.44
2016-03-01,91,57.0,False,0.57,51.87
2016-03-02,86,57.0,,0.57,49.019999999999996
2016-03-03,87,57.0,,0.57,49.589999999999996
2016-03-04,83,57.0,,0.57,47.309999999999995
2016-03-05,81,57.0,,0.57,46.169999999999995
2016-03-06,83,57.0,,0.57,47.309999999999995
2016-03-07,93,57.0,,0.57,53.01
2016-03-08,91,57.0,,0.57,51.87
2016-03-09,90,57.0,,0.57,51.3
2016-03-10,87,57.0,,0.57,49.589999999999996
2016-03-11,84,57.0,,0.57,47.879999999999995
2016-03-12,82,57.0,,0.57,46.739999999999995
2016-03-13,88,57.0,,0.57,50.16
2016-03-14,93,57.0,,0.57,53.01
2016-03-15,91,57.0,,0.57,51.87
2016-03-16,86,57.0,,0.57,49.019999999999996
2016-03-17,85,57.0,,0.57,48.449999999999996
2016-03-18,82,57.0,,0.57,46.739999999999995
2016-03-19,78,57.0,,0.57,44.459999999999994
2016-03-20,87,57.0,,0.57,49.589999999999996
2016-03-21,95,57.0,,0.57,54.15
2016-03-22,98,57.0,,0.57,55.85999999999999
2016-03-23,100,57.0,,0.57,56.99999999999999
2016-03-24,93,57.0,,0.57,53.01
2016-03-25,81,57.0,,0.57,46.169999999999995
2016-03-26,73,57.0,,0.57,41.61
2016-03-27,79,57.0,,0.57,45.029999999999994
2016-03-28,96,57.0,,0.57,54.72
2016-03-29,95,57.0,,0.57,54.15
2016-03-30,91,57.0,,0.57,51.87
2016-03-31,89,57.0,,0.57,50.73
2016-04-01,81,58.0,False,0.58,46.98
2016-04-02,80,58.0,,0.58,46.4
2016-04-03,88,58.0,,0.58,51.04
2016-04-04,100,58.0,,0.58,57.99999999999999
2016-04-05,90,58.0,,0.58,52.199999999999996
2016-04-06,89,58.0,,0.58,51.62
2016-04-07,88,58.0,,0.58,51.04
2016-04-08,80,58.0,,0.58,46.4
2016-04-09,82,58.0,,0.58,47.559999999999995
2016-04-10,90,58.0,,0.58,52.199999999999996
2016-04-11,98,58.0,,0.58,56.839999999999996
2016-04-12,90,58.0,,0.58,52.199999999999996
2016-04-13,91,58.0,,0.58,52.779999999999994
2016-04-14,86,58.0,,0.58,49.879999999999995
2016-04-15,84,58.0,,0.58,48.72
2016-04-16,78,58.0,,0.58,45.239999999999995
2016-04-17,89,58.0,,0.58,51.62
2016-04-18,91,58.0,,0.58,52.779999999999994
2016-04-19,92,58.0,,0.58,53.36
2016-04-20,88,58.0,,0.58,51.04
2016-04-21,82,58.0,,0.58,47.559999999999995
2016-04-22,79,58.0,,0.58,45.82
2016-04-23,74,58.0,,0.58,42.919999999999995
2016-04-24,79,58.0,,0.58,45.82
2016-04-25,89,58.0,,0.58,51.62
2016-04-26,89,58.0,,0.58,51.62
2016-04-27,89,58.0,,0.58,51.62
2016-04-28,85,58.0,,0.58,49.3
2016-04-29,78,58.0,,0.58,45.239999999999995
2016-04-30,78,58.0,,0.58,45.239999999999995
2016-05-01,78,58.0,False,0.58,45.239999999999995
2016-05-02,92,58.0,,0.58,53.36
2016-05-03,89,58.0,,0.58,51.62
2016-05-04,81,58.0,,0.58,46.98
2016-05-05,80,58.0,,0.58,46.4
2016-05-06,73,58.0,,0.58,42.339999999999996
2016-05-07,69,58.0,,0.58,40.019999999999996
2016-05-08,74,58.0,,0.58,42.919999999999995
2016-05-09,92,58.0,,0.58,53.36
2016-05-10,89,58.0,,0.58,51.62
2016-05-11,89,58.0,,0.58,51.62
2016-05-12,86,58.0,,0.58,49.879999999999995
2016-05-13,81,58.0,,0.58,46.98
2016-05-14,77,58.0,,0.58,44.66
2016-05-15,90,58.0,,0.58,52.199999999999996
2016-05-16,96,58.0,,0.58,55.67999999999999
2016-05-17,100,58.0,,0.58,57.99999999999999
2016-05-18,90,58.0,,0.58,52.199999999999996
2016-05-19,90,58.0,,0.58,52.199999999999996
2016-05-20,87,58.0,,0.58,50.459999999999994
2016-05-21,79,58.0,,0.58,45.82
2016-05-22,87,58.0,,0.58,50.459999999999994
2016-05-23,92,58.0,,0.58,53.36
2016-05-24,91,58.0,,0.58,52.779999999999994
2016-05-25,87,58.0,,0.58,50.459999999999994
2016-05-26,88,58.0,,0.58,51.04
2016-05-27,85,58.0,,0.58,49.3
2016-05-28,76,58.0,,0.58,44.08
2016-05-29,79,58.0,,0.58,45.82
2016-05-30,84,58.0,,0.58,48.72
2016-05-31,94,58.0,,0.58,54.519999999999996
2016-06-01,95,60.0,False,0.6,57.0
2016-06-02,88,60.0,,0.6,52.8
2016-06-03,81,60.0,,0.6,48.6
2016-06-04,75,60.0,,0.6,45.0
2016-06-05,91,60.0,,0.6,54.6
2016-06-06,91,60.0,,0.6,54.6
2016-06-07,89,60.0,,0.6,53.4
2016-06-08,89,60.0,,0.6,53.4
2016-06-09,89,60.0,,0.6,53.4
2016-06-10,82,60.0,,0.6,49.199999999999996
2016-06-11,78,60.0,,0.6,46.8
2016-06-12,78,60.0,,0.6,46.8
2016-06-13,89,60.0,,0.6,53.4
2016-06-14,87,60.0,,0.6,52.199999999999996
2016-06-15,85,60.0,,0.6,51.0
2016-06-16,83,60.0,,0.6,49.8
2016-06-17,74,60.0,,0.6,44.4
2016-06-18,75,60.0,,0.6,45.0
2016-06-19,77,60.0,,0.6,46.199999999999996
2016-06-20,91,60.0,,0.6,54.6
2016-06-21,88,60.0,,0.6,52.8
2016-06-22,83,60.0,,0.6,49.8
2016-06-23,86,60.0,,0.6,51.6
2016-06-24,85,60.0,,0.6,51.0
2016-06-25,78,60.0,,0.6,46.8
2016-06-26,92,60.0,,0.6,55.199999999999996
2016-06-27,96,60.0,,0.6,57.599999999999994
2016-06-28,99,60.0,,0.6,59.4
2016-06-29,100,60.0,,0.6,60.0
2016-06-30,90,60.0,,0.6,54.0
