date,kitchen_unscaled,kitchen_monthly,isPartial,scale,kitchen
2020-07-06,81,100.0,,1.0,81.0
2020-07-07,82,100.0,,1.0,82.0
2020-07-08,81,100.0,,1.0,81.0
2020-07-09,86,100.0,,1.0,86.0
2020-07-10,81,100.0,,1.0,81.0
2020-07-11,97,100.0,,1.0,97.0
2020-07-12,99,100.0,,1.0,99.0
2020-07-13,78,100.0,,1.0,78.0
2020-07-14,79,100.0,,1.0,79.0
2020-07-15,79,100.0,,1.0,79.0
2020-07-16,80,100.0,,1.0,80.0
2020-07-17,81,100.0,,1.0,81.0
2020-07-18,97,100.0,,1.0,97.0
2020-07-19,100,100.0,,1.0,100.0
2020-07-20,78,100.0,,1.0,78.0
2020-07-21,81,100.0,,1.0,81.0
2020-07-22,83,100.0,,1.0,83.0
2020-07-23,86,100.0,,1.0,86.0
2020-07-24,84,100.0,,1.0,84.0
2020-07-25,94,100.0,,1.0,94.0
2020-07-26,99,100.0,,1.0,99.0
2020-07-27,80,100.0,,1.0,80.0
2020-07-28,82,100.0,,1.0,82.0
2020-07-29,78,100.0,,1.0,78.0
2020-07-30,83,100.0,,1.0,83.0
2020-07-31,86,100.0,,1.0,86.0
2020-08-01,95,97.0,False,0.97,92.14999999999999
2020-08-02,100,97.0,,0.97,97.0
2020-08-03,76,97.0,,0.97,73.72
2020-08-04,77,97.0,,0.97,74.69
2020-08-05,76,97.0,,0.97,73.72
2020-08-06,79,97.0,,0.97,76.63
2020-08-07,79,97.0,,0.97,76.63
2020-08-08,100,97.0,,0.97,97.0
2020-08-09,97,97.0,,0.97,94.09
2020-08-10,76,97.0,,0.97,73.72
2020-08-11,75,97.0,,0.97,72.75
2020-08-12,76,97.0,,0.97,73.72
2020-08-13,80,97.0,,0.97,77.6
2020-08-14,80,97.0,,0.97,77.6
2020-08-15,99,97.0,,0.97,96.03
2020-08-16,97,97.0,,0.97,94.09
2020-08-17,76,97.0,,0.97,73.72
2020-08-18,74,97.0,,0.97,71.78
2020-08-19,70,97.0,,0.97,67.89999999999999
2020-08-20,76,97.0,,0.97,73.72
2020-08-21,77,97.0,,0.97,74.69
2020-08-22,99,97.0,,0.97,96.03
2020-08-23,95,97.0,,0.97,92.14999999999999
2020-08-24,76,97.0,,0.97,73.72
2020-08-25,72,97.0,,0.97,69.84
2020-08-26,74,97.0,,0.97,71.78
2020-08-27,73,97.0,,0.97,70.81
2020-08-28,76,97.0,,0.97,73.72
2020-08-29,98,97.0,,0.97,95.06
2020-08-30,96,97.0,,0.97,93.12
2020-08-31,67,97.0,,0.97,64.99
2020-09-01,73,92.0,False,0.92,67.16
2020-09-02,73,92.0,,0.92,67.16
2020-09-03,76,92.0,,0.92,69.92
2020-09-04,74,92.0,,0.92,68.08
2020-09-05,99,92.0,,0.92,91.08
2020-09-06,100,92.0,,0.92,92.0
2020-09-07,92,92.0,,0.92,84.64
2020-09-08,68,92.0,,0.92,62.56
2020-09-09,69,92.0,,0.92,63.480000000000004
2020-09-10,74,92.0,,0.92,68.08
2020-09-11,73,92.0,,0.92,67.16
2020-09-12,93,92.0,,0.92,85.56
2020-09-13,96,92.0,,0.92,88.32000000000001
2020-09-14,70,92.0,,0.92,64.4
2020-09-15,66,92.0,,0.92,60.720000000000006
2020-09-16,73,92.0,,0.92,67.16
2020-09-17,76,92.0,,0.92,69.92
2020-09-18,74,92.0,,0.92,68.08
2020-09-19,91,92.0,,0.92,83.72
2020-09-20,95,92.0,,0.92,87.4
2020-09-21,66,92.0,,0.92,60.720000000000006
2020-09-22,69,92.0,,0.92,63.480000000000004
2020-09-23,69,92.0,,0.92,63.480000000000004
2020-09-24,75,92.0,,0.92,69.0
2020-09-25,76,92.0,,0.92,69.92
2020-09-26,100,92.0,,0.92,92.0
2020-09-27,94,92.0,,0.92,86.48
2020-09-28,72,92.0,,0.92,66.24000000000001
2020-09-29,70,92.0,,0.92,64.4
2020-09-30,69,92.0,,0.92,63.480000000000004
2020-10-01,73,95.0,False,0.95,69.35
2020-10-02,73,95.0,,0.95,69.35
2020-10-03,93,95.0,,0.95,88.35
2020-10-04,94,95.0,,0.95,89.3
2020-10-05,72,95.0,,0.95,68.39999999999999
2020-10-06,70,95.0,,0.95,66.5
2020-10-07,71,95.0,,0.95,67.45
2020-10-08,74,95.0,,0.95,70.3
2020-10-09,78,95.0,,0.95,74.1
2020-10-10,100,95.0,,0.95,95.0
2020-10-11,97,95.0,,0.95,92.14999999999999
2020-10-12,78,95.0,,0.95,74.1
2020-10-13,73,95.0,,0.95,69.35
2020-10-14,75,95.0,,0.95,71.25
2020-10-15,78,95.0,,0.95,74.1
2020-10-16,79,95.0,,0.95,75.05
2020-10-17,98,95.0,,0.95,93.1
2020-10-18,99,95.0,,0.95,94.05
2020-10-19,75,95.0,,0.95,71.25
2020-10-20,72,95.0,,0.95,68.39999999999999
2020-10-21,76,95.0,,0.95,72.2
2020-10-22,75,95.0,,0.95,71.25
2020-10-23,80,95.0,,0.95,76.0
2020-10-24,98,95.0,,0.95,93.1
2020-10-25,92,95.0,,0.95,87.39999999999999
2020-10-26,77,95.0,,0.95,73.14999999999999
2020-10-27,73,95.0,,0.95,69.35
2020-10-28,73,95.0,,0.95,69.35
2020-10-29,79,95.0,,0.95,75.05
2020-10-30,77,95.0,,0.95,73.14999999999999
2020-10-31,88,95.0,,0.95,83.6
2020-11-01,85,96.0,False,0.96,81.6
2020-11-02,69,96.0,,0.96,66.24
2020-11-03,65,96.0,,0.96,62.4
2020-11-04,39,96.0,,0.96,37.44
2020-11-05,52,96.0,,0.96,49.92
2020-11-06,59,96.0,,0.96,56.64
2020-11-07,75,96.0,,0.96,72.0
2020-11-08,87,96.0,,0.96,83.52
2020-11-09,70,96.0,,0.96,67.2
2020-11-10,65,96.0,,0.96,62.4
2020-11-11,80,96.0,,0.96,76.8
2020-11-12,74,96.0,,0.96,71.03999999999999
2020-11-13,75,96.0,,0.96,72.0
2020-11-14,94,96.0,,0.96,90.24
2020-11-15,95,96.0,,0.96,91.2
2020-11-16,70,96.0,,0.96,67.2
2020-11-17,67,96.0,,0.96,64.32
2020-11-18,69,96.0,,0.96,66.24
2020-11-19,73,96.0,,0.96,70.08
2020-11-20,71,96.0,,0.96,68.16
2020-11-21,92,96.0,,0.96,88.32
2020-11-22,100,96.0,,0.96,96.0
2020-11-23,77,96.0,,0.96,73.92
2020-11-24,81,96.0,,0.96,77.75999999999999
2020-11-25,84,96.0,,0.96,80.64
2020-11-26,90,96.0,,0.96,86.39999999999999
2020-11-27,86,96.0,,0.96,82.56
2020-11-28,91,96.0,,0.96,87.36
2020-11-29,86,96.0,,0.96,82.56
2020-11-30,78,96.0,,0.96,74.88
