date,kitchen_unscaled,kitchen_monthly,isPartial,scale,kitchen
2010-01-01,89,51.0,False,0.51,45.39
2010-01-02,100,51.0,,0.51,51.0
2010-01-03,87,51.0,,0.51,44.37
2010-01-04,74,51.0,,0.51,37.74
2010-01-05,69,51.0,,0.51,35.19
2010-01-06,63,51.0,,0.51,32.13
2010-01-07,51,51.0,,0.51,26.01
2010-01-08,64,51.0,,0.51,32.64
2010-01-09,85,51.0,,0.51,43.35
2010-01-10,93,51.0,,0.51,47.43
2010-01-11,70,51.0,,0.51,35.7
2010-01-12,64,51.0,,0.51,32.64
2010-01-13,62,51.0,,0.51,31.62
2010-01-14,59,51.0,,0.51,30.09
2010-01-15,61,51.0,,0.51,31.11
2010-01-16,80,51.0,,0.51,40.8
2010-01-17,91,51.0,,0.51,46.410000000000004
2010-01-18,71,51.0,,0.51,36.21
2010-01-19,74,51.0,,0.51,37.74
2010-01-20,65,51.0,,0.51,33.15
2010-01-21,66,51.0,,0.51,33.660000000000004
2010-01-22,67,51.0,,0.51,34.17
2010-01-23,69,51.0,,0.51,35.19
2010-01-24,83,51.0,,0.51,42.33
2010-01-25,73,51.0,,0.51,37.230000000000004
2010-01-26,63,51.0,,0.51,32.13
2010-01-27,59,51.0,,0.51,30.09
2010-01-28,69,51.0,,0.51,35.19
2010-01-29,56,51.0,,0.51,28.560000000000002
2010-01-30,89,51.0,,0.51,45.39
2010-01-31,93,51.0,,0.51,47.43
2010-02-01,72,49.0,False,0.49,35.28
2010-02-02,61,49.0,,0.49,29.89
2010-02-03,68,49.0,,0.49,33.32
2010-02-04,71,49.0,,0.49,34.79
2010-02-05,73,49.0,,0.49,35.769999999999996
2010-02-06,88,49.0,,0.49,43.12
2010-02-07,86,49.0,,0.49,42.14
2010-02-08,68,49.0,,0.49,33.32
2010-02-09,71,49.0,,0.49,34.79
2010-02-10,68,49.0,,0.49,33.32
2010-02-11,64,49.0,,0.49,31.36
2010-02-12,74,49.0,,0.49,36.26
2010-02-13,86,49.0,,0.49,42.14
2010-02-14,100,49.0,,0.49,49.0
2010-02-15,84,49.0,,0.49,41.16
2010-02-16,72,49.0,,0.49,35.28
2010-02-17,72,49.0,,0.49,35.28
2010-02-18,65,49.0,,0.49,31.849999999999998
2010-02-19,69,49.0,,0.49,33.81
2010-02-20,84,49.0,,0.49,41.16
2010-02-21,93,49.0,,0.49,45.57
2010-02-22,74,49.0,,0.49,36.26
2010-02-23,70,49.0,,0.49,34.3
2010-02-24,67,49.0,,0.49,32.83
2010-02-25,65,49.0,,0.49,31.849999999999998
2010-02-26,72,49.0,,0.49,35.28
2010-02-27,90,49.0,,0.49,44.1
2010-02-28,97,49.0,,0.49,47.53
2010-03-01,76,47.0,False,0.47,35.72
2010-03-02,73,47.0,,0.47,34.309999999999995
2010-03-03,67,47.0,,0.47,31.49
2010-03-04,78,47.0,,0.47,36.66
2010-03-05,75,47.0,,0.47,35.25
2010-03-06,91,47.0,,0.47,42.769999999999996
2010-03-07,93,47.0,,0.47,43.71
2010-03-08,78,47.0,,0.47,36.66
2010-03-09,71,47.0,,0.47,33.37
2010-03-10,75,47.0,,0.47,35.25
2010-03-11,74,47.0,,0.47,34.78
2010-03-12,81,47.0,,0.47,38.07
2010-03-13,88,47.0,,0.47,41.36
2010-03-14,97,47.0,,0.47,45.589999999999996
2010-03-15,79,47.0,,0.47,37.129999999999995
2010-03-16,69,47.0,,0.47,32.43
2010-03-17,72,47.0,,0.47,33.839999999999996
2010-03-18,67,47.0,,0.47,31.49
2010-03-19,71,47.0,,0.47,33.37
2010-03-20,79,47.0,,0.47,37.129999999999995
2010-03-21,92,47.0,,0.47,43.239999999999995
2010-03-22,75,47.0,,0.47,35.25
2010-03-23,79,47.0,,0.47,37.129999999999995
2010-03-24,75,47.0,,0.47,35.25
2010-03-25,76,47.0,,0.47,35.72
2010-03-26,78,47.0,,0.47,36.66
2010-03-27,96,47.0,,0.47,45.12
2010-03-28,100,47.0,,0.47,47.0
2010-03-29,74,47.0,,0.47,34.78
2010-03-30,71,47.0,,0.47,33.37
2010-03-31,73,47.0,,0.47,34.309999999999995
2010-04-01,71,46.0,False,0.46,32.660000000000004
2010-04-02,78,46.0,,0.46,35.88
2010-04-03,91,46.0,,0.46,41.86
2010-04-04,87,46.0,,0.46,40.02
2010-04-05,75,46.0,,0.46,34.5
2010-04-06,76,46.0,,0.46,34.96
2010-04-07,72,46.0,,0.46,33.120000000000005
2010-04-08,80,46.0,,0.46,36.800000000000004
2010-04-09,71,46.0,,0.46,32.660000000000004
2010-04-10,92,46.0,,0.46,42.32
2010-04-11,95,46.0,,0.46,43.7
2010-04-12,73,46.0,,0.46,33.58
2010-04-13,73,46.0,,0.46,33.58
2010-04-14,77,46.0,,0.46,35.42
2010-04-15,75,46.0,,0.46,34.5
2010-04-16,69,46.0,,0.46,31.740000000000002
2010-04-17,100,46.0,,0.46,46.0
2010-04-18,90,46.0,,0.46,41.4
2010-04-19,73,46.0,,0.46,33.58
2010-04-20,77,46.0,,0.46,35.42
2010-04-21,82,46.0,,0.46,37.72
2010-04-22,74,46.0,,0.46,34.04
2010-04-23,77,46.0,,0.46,35.42
2010-04-24,90,46.0,,0.46,41.4
2010-04-25,95,46.0,,0.46,43.7
2010-04-26,85,46.0,,0.46,39.1
2010-04-27,79,46.0,,0.46,36.34
2010-04-28,81,46.0,,0.46,37.260000000000005
2010-04-29,78,46.0,,0.46,35.88
2010-04-30,80,46.0,,0.46,36.800000000000004
2010-05-01,83,46.0,False,0.46,38.18
2010-05-02,88,46.0,,0.46,40.480000000000004
2010-05-03,81,46.0,,0.46,37.260000000000005
2010-05-04,81,46.0,,0.46,37.260000000000005
2010-05-05,80,46.0,,0.46,36.800000000000004
2010-05-06,83,46.0,,0.46,38.18
2010-05-07,78,46.0,,0.46,35.88
2010-05-08,100,46.0,,0.46,46.0
2010-05-09,95,46.0,,0.46,43.7
2010-05-10,82,46.0,,0.46,37.72
2010-05-11,70,46.0,,0.46,32.2
2010-05-12,79,46.0,,0.46,36.34
2010-05-13,75,46.0,,0.46,34.5
2010-05-14,80,46.0,,0.46,36.800000000000004
2010-05-15,96,46.0,,0.46,44.160000000000004
2010-05-16,87,46.0,,0.46,40.02
2010-05-17,79,46.0,,0.46,36.34
2010-05-18,79,46.0,,0.46,36.34
2010-05-19,77,46.0,,0.46,35.42
2010-05-20,79,46.0,,0.46,36.34
2010-05-21,81,46.0,,0.46,37.260000000000005
2010-05-22,84,46.0,,0.46,38.64
2010-05-23,92,46.0,,0.46,42.32
2010-05-24,79,46.0,,0.46,36.34
2010-05-25,74,46.0,,0.46,34.04
2010-05-26,64,46.0,,0.46,29.44
2010-05-27,77,46.0,,0.46,35.42
2010-05-28,71,46.0,,0.46,32.660000000000004
2010-05-29,80,46.0,,0.46,36.800000000000004
2010-05-30,78,46.0,,0.46,35.88
2010-05-31,89,46.0,,0.46,40.940000000000005
2010-06-01,76,45.0,False,0.45,34.2
2010-06-02,81,45.0,,0.45,36.45
2010-06-03,71,45.0,,0.45,31.95
2010-06-04,68,45.0,,0.45,30.6
2010-06-05,78,45.0,,0.45,35.1
2010-06-06,89,45.0,,0.45,40.050000000000004
2010-06-07,77,45.0,,0.45,34.65
2010-06-08,80,45.0,,0.45,36.0
2010-06-09,75,45.0,,0.45,33.75
2010-06-10,72,45.0,,0.45,32.4
2010-06-11,82,45.0,,0.45,36.9
2010-06-12,91,45.0,,0.45,40.95
2010-06-13,91,45.0,,0.45,40.95
2010-06-14,80,45.0,,0.45,36.0
2010-06-15,67,45.0,,0.45,30.150000000000002
2010-06-16,84,45.0,,0.45,37.800000000000004
2010-06-17,86,45.0,,0.45,38.7
2010-06-18,73,45.0,,0.45,32.85
2010-06-19,83,45.0,,0.45,37.35
2010-06-20,100,45.0,,0.45,45.0
2010-06-21,77,45.0,,0.45,34.65
2010-06-22,76,45.0,,0.45,34.2
2010-06-23,81,45.0,,0.45,36.45
2010-06-24,69,45.0,,0.45,31.05
2010-06-25,77,45.0,,0.45,34.65
2010-06-26,87,45.0,,0.45,39.15
2010-06-27,87,45.0,,0.45,39.15
2010-06-28,69,45.0,,0.45,31.05
2010-06-29,72,45.0,,0.45,32.4
2010-06-30,78,45.0,,0.45,35.1
2010-07-01,75,47.0,False,0.47,35.25
2010-07-02,76,47.0,,0.47,35.72
2010-07-03,81,47.0,,0.47,38.07
2010-07-04,82,47.0,,0.47,38.54
2010-07-05,81,47.0,,0.47,38.07
2010-07-06,82,47.0,,0.47,38.54
2010-07-07,78,47.0,,0.47,36.66
2010-07-08,78,47.0,,0.47,36.66
2010-07-09,75,47.0,,0.47,35.25
2010-07-10,89,47.0,,0.47,41.83
2010-07-11,91,47.0,,0.47,42.769999999999996
2010-07-12,74,47.0,,0.47,34.78
2010-07-13,83,47.0,,0.47,39.01
2010-07-14,86,47.0,,0.47,40.419999999999995
2010-07-15,76,47.0,,0.47,35.72
2010-07-16,79,47.0,,0.47,37.129999999999995
2010-07-17,91,47.0,,0.47,42.769999999999996
2010-07-18,89,47.0,,0.47,41.83
2010-07-19,75,47.0,,0.47,35.25
2010-07-20,80,47.0,,0.47,37.599999999999994
2010-07-21,87,47.0,,0.47,40.89
2010-07-22,74,47.0,,0.47,34.78
2010-07-23,80,47.0,,0.47,37.599999999999994
2010-07-24,81,47.0,,0.47,38.07
2010-07-25,90,47.0,,0.47,42.3
2010-07-26,83,47.0,,0.47,39.01
2010-07-27,78,47.0,,0.47,36.66
2010-07-28,82,47.0,,0.47,38.54
2010-07-29,77,47.0,,0.47,36.19
2010-07-30,80,47.0,,0.47,37.599999999999994
2010-07-31,100,47.0,,0.47,47.0
2010-08-01,92,46.0,False,0.46,42.32
2010-08-02,81,46.0,,0.46,37.260000000000005
2010-08-03,79,46.0,,0.46,36.34
2010-08-04,91,46.0,,0.46,41.86
2010-08-05,86,46.0,,0.46,39.56
2010-08-06,82,46.0,,0.46,37.72
2010-08-07,91,46.0,,0.46,41.86
2010-08-08,89,46.0,,0.46,40.940000000000005
2010-08-09,83,46.0,,0.46,38.18
2010-08-10,82,46.0,,0.46,37.72
2010-08-11,100,46.0,,0.46,46.0
2010-08-12,81,46.0,,0.46,37.260000000000005
2010-08-13,77,46.0,,0.46,35.42
2010-08-14,86,46.0,,0.46,39.56
2010-08-15,96,46.0,,0.46,44.160000000000004
2010-08-16,86,46.0,,0.46,39.56
2010-08-17,80,46.0,,0.46,36.800000000000004
2010-08-18,82,46.0,,0.46,37.72
2010-08-19,77,46.0,,0.46,35.42
2010-08-20,77,46.0,,0.46,35.42
2010-08-21,92,46.0,,0.46,42.32
2010-08-22,98,46.0,,0.46,45.080000000000005
2010-08-23,83,46.0,,0.46,38.18
2010-08-24,75,46.0,,0.46,34.5
2010-08-25,80,46.0,,0.46,36.800000000000004
2010-08-26,74,46.0,,0.46,34.04
2010-08-27,77,46.0,,0.46,35.42
2010-08-28,84,46.0,,0.46,38.64
2010-08-29,85,46.0,,0.46,39.1
2010-08-30,80,46.0,,0.46,36.800000000000004
2010-08-31,79,46.0,,0.46,36.34
2010-09-01,71,44.0,False,0.44,31.24
2010-09-02,72,44.0,,0.44,31.68
2010-09-03,82,44.0,,0.44,36.08
2010-09-04,90,44.0,,0.44,39.6
2010-09-05,95,44.0,,0.44,41.8
2010-09-06,100,44.0,,0.44,44.0
2010-09-07,79,44.0,,0.44,34.76
2010-09-08,74,44.0,,0.44,32.56
2010-09-09,76,44.0,,0.44,33.44
2010-09-10,81,44.0,,0.44,35.64
2010-09-11,85,44.0,,0.44,37.4
2010-09-12,95,44.0,,0.44,41.8
2010-09-13,75,44.0,,0.44,33.0
2010-09-14,76,44.0,,0.44,33.44
2010-09-15,79,44.0,,0.44,34.76
2010-09-16,79,44.0,,0.44,34.76
2010-09-17,78,44.0,,0.44,34.32
2010-09-18,91,44.0,,0.44,40.04
2010-09-19,97,44.0,,0.44,42.68
2010-09-20,81,44.0,,0.44,35.64
2010-09-21,81,44.0,,0.44,35.64
2010-09-22,73,44.0,,0.44,32.12
2010-09-23,89,44.0,,0.44,39.160000000000004
2010-09-24,87,44.0,,0.44,38.28
2010-09-25,89,44.0,,0.44,39.160000000000004
2010-09-26,96,44.0,,0.44,42.24
2010-09-27,90,44.0,,0.44,39.6
2010-09-28,93,44.0,,0.44,40.92
2010-09-29,95,44.0,,0.44,41.8
2010-09-30,99,44.0,,0.44,43.56
2010-10-01,69,45.0,False,0.45,31.05
2010-10-02,89,45.0,,0.45,40.050000000000004
2010-10-03,85,45.0,,0.45,38.25
2010-10-04,77,45.0,,0.45,34.65
2010-10-05,86,45.0,,0.45,38.7
2010-10-06,100,45.0,,0.45,45.0
2010-10-07,92,45.0,,0.45,41.4
2010-10-08,84,45.0,,0.45,37.800000000000004
2010-10-09,87,45.0,,0.45,39.15
2010-10-10,75,45.0,,0.45,33.75
2010-10-11,84,45.0,,0.45,37.800000000000004
2010-10-12,73,45.0,,0.45,32.85
2010-10-13,69,45.0,,0.45,31.05
2010-10-14,80,45.0,,0.45,36.0
2010-10-15,75,45.0,,0.45,33.75
2010-10-16,84,45.0,,0.45,37.800000000000004
2010-10-17,91,45.0,,0.45,40.95
2010-10-18,81,45.0,,0.45,36.45
2010-10-19,79,45.0,,0.45,35.550000000000004
2010-10-20,77,45.0,,0.45,34.65
2010-10-21,82,45.0,,0.45,36.9
2010-10-22,83,45.0,,0.45,37.35
2010-10-23,91,45.0,,0.45,40.95
2010-10-24,98,45.0,,0.45,44.1
2010-10-25,77,45.0,,0.45,34.65
2010-10-26,72,45.0,,0.45,32.4
2010-10-27,78,45.0,,0.45,35.1
2010-10-28,70,45.0,,0.45,31.5
2010-10-29,79,45.0,,0.45,35.550000000000004
2010-10-30,88,45.0,,0.45,39.6
2010-10-31,93,45.0,,0.45,41.85
2010-11-01,76,49.0,False,0.49,37.24
2010-11-02,73,49.0,,0.49,35.769999999999996
2010-11-03,68,49.0,,0.49,33.32
2010-11-04,82,49.0,,0.49,40.18
2010-11-05,74,49.0,,0.49,36.26
2010-11-06,89,49.0,,0.49,43.61
2010-11-07,94,49.0,,0.49,46.06
2010-11-08,79,49.0,,0.49,38.71
2010-11-09,73,49.0,,0.49,35.769999999999996
2010-11-10,66,49.0,,0.49,32.339999999999996
2010-11-11,86,49.0,,0.49,42.14
2010-11-12,85,49.0,,0.49,41.65
2010-11-13,94,49.0,,0.49,46.06
2010-11-14,92,49.0,,0.49,45.08
2010-11-15,78,49.0,,0.49,38.22
2010-11-16,82,49.0,,0.49,40.18
2010-11-17,77,49.0,,0.49,37.73
2010-11-18,78,49.0,,0.49,38.22
2010-11-19,83,49.0,,0.49,40.67
2010-11-20,91,49.0,,0.49,44.589999999999996
2010-11-21,96,49.0,,0.49,47.04
2010-11-22,85,49.0,,0.49,41.65
2010-11-23,79,49.0,,0.49,38.71
2010-11-24,88,49.0,,0.49,43.12
2010-11-25,83,49.0,,0.49,40.67
2010-11-26,90,49.0,,0.49,44.1
2010-11-27,100,49.0,,0.49,49.0
2010-11-28,90,49.0,,0.49,44.1
2010-11-29,82,49.0,,0.49,40.18
2010-11-30,78,49.0,,0.49,38.22
2010-12-01,80,50.0,False,0.5,40.0
2010-12-02,84,50.0,,0.5,42.0
2010-12-03,82,50.0,,0.5,41.0
2010-12-04,87,50.0,,0.5,43.5
2010-12-05,90,50.0,,0.5,45.0
2010-12-06,82,50.0,,0.5,41.0
2010-12-07,70,50.0,,0.5,35.0
2010-12-08,72,50.0,,0.5,36.0
2010-12-09,82,50.0,,0.5,41.0
2010-12-10,73,50.0,,0.5,36.5
2010-12-11,92,50.0,,0.5,46.0
2010-12-12,94,50.0,,0.5,47.0
2010-12-13,80,50.0,,0.5,40.0
2010-12-14,79,50.0,,0.5,39.5
2010-12-15,76,50.0,,0.5,38.0
2010-12-16,87,50.0,,0.5,43.5
2010-12-17,87,50.0,,0.5,43.5
2010-12-18,95,50.0,,0.5,47.5
2010-12-19,100,50.0,,0.5,50.0
2010-12-20,89,50.0,,0.5,44.5
2010-12-21,83,50.0,,0.5,41.5
2010-12-22,83,50.0,,0.5,41.5
2010-12-23,78,50.0,,0.5,39.0
2010-12-24,81,50.0,,0.5,40.5
2010-12-25,70,50.0,,0.5,35.0
2010-12-26,86,50.0,,0.5,43.0
2010-12-27,83,50.0,,0.5,41.5
2010-12-28,83,50.0,,0.5,41.5
2010-12-29,86,50.0,,0.5,43.0
2010-12-30,91,50.0,,0.5,45.5
2010-12-31,93,50.0,,0.5,46.5
2011-01-01,91,57.0,False,0.57,51.87
2011-01-02,97,57.0,,0.57,55.28999999999999
2011-01-03,80,57.0,,0.57,45.599999999999994
2011-01-04,74,57.0,,0.57,42.18
2011-01-05,70,57.0,,0.57,39.9
2011-01-06,72,57.0,,0.57,41.04
2011-01-07,74,57.0,,0.57,42.18
2011-01-08,91,57.0,,0.57,51.87
2011-01-09,90,57.0,,0.57,51.3
2011-01-10,70,57.0,,0.57,39.9
2011-01-11,69,57.0,,0.57,39.33
2011-01-12,70,57.0,,0.57,39.9
2011-01-13,73,57.0,,0.57,41.61
2011-01-14,68,57.0,,0.57,38.76
2011-01-15,90,57.0,,0.57,51.3
2011-01-16,100,57.0,,0.57,56.99999999999999
2011-01-17,82,57.0,,0.57,46.739999999999995
2011-01-18,77,57.0,,0.57,43.88999999999999
2011-01-19,71,57.0,,0.57,40.47
2011-01-20,66,57.0,,0.57,37.62
2011-01-21,74,57.0,,0.57,42.18
2011-01-22,94,57.0,,0.57,53.58
2011-01-23,99,57.0,,0.57,56.42999999999999
2011-01-24,71,57.0,,0.57,40.47
2011-01-25,72,57.0,,0.57,41.04
2011-01-26,66,57.0,,0.57,37.62
2011-01-27,65,57.0,,0.57,37.05
2011-01-28,72,57.0,,0.57,41.04
2011-01-29,90,57.0,,0.57,51.3
2011-01-30,92,57.0,,0.57,52.44
2011-01-31,68,57.0,,0.57,38.76
2011-02-01,70,54.0,False,0.54,37.800000000000004
2011-02-02,65,54.0,,0.54,35.1
2011-02-03,67,54.0,,0.54,36.18
2011-02-04,66,54.0,,0.54,35.64
2011-02-05,87,54.0,,0.54,46.980000000000004
2011-02-06,90,54.0,,0.54,48.6
2011-02-07,66,54.0,,0.54,35.64
2011-02-08,62,54.0,,0.54,33.480000000000004
2011-02-09,72,54.0,,0.54,38.88
2011-02-10,70,54.0,,0.54,37.800000000000004
2011-02-11,78,54.0,,0.54,42.120000000000005
2011-02-12,86,54.0,,0.54,46.440000000000005
2011-02-13,96,54.0,,0.54,51.84
2011-02-14,72,54.0,,0.54,38.88
2011-02-15,73,54.0,,0.54,39.42
2011-02-16,67,54.0,,0.54,36.18
2011-02-17,72,54.0,,0.54,38.88
2011-02-18,68,54.0,,0.54,36.72
2011-02-19,91,54.0,,0.54,49.14
2011-02-20,100,54.0,,0.54,54.0
2011-02-21,79,54.0,,0.54,42.660000000000004
2011-02-22,79,54.0,,0.54,42.660000000000004
2011-02-23,65,54.0,,0.54,35.1
2011-02-24,69,54.0,,0.54,37.260000000000005
2011-02-25,71,54.0,,0.54,38.34
2011-02-26,100,54.0,,0.54,54.0
2011-02-27,93,54.0,,0.54,50.220000000000006
2011-02-28,69,54.0,,0.54,37.260000000000005
2011-03-01,64,52.0,False,0.52,33.28
2011-03-02,64,52.0,,0.52,33.28
2011-03-03,66,52.0,,0.52,34.32
2011-03-04,71,52.0,,0.52,36.92
2011-03-05,90,52.0,,0.52,46.800000000000004
2011-03-06,91,52.0,,0.52,47.32
2011-03-07,76,52.0,,0.52,39.52
2011-03-08,71,52.0,,0.52,36.92
2011-03-09,71,52.0,,0.52,36.92
2011-03-10,69,52.0,,0.52,35.88
2011-03-11,64,52.0,,0.52,33.28
2011-03-12,85,52.0,,0.52,44.2
2011-03-13,82,52.0,,0.52,42.64
2011-03-14,65,52.0,,0.52,33.800000000000004
2011-03-15,63,52.0,,0.52,32.76
2011-03-16,65,52.0,,0.52,33.800000000000004
2011-03-17,61,52.0,,0.52,31.720000000000002
2011-03-18,65,52.0,,0.52,33.800000000000004
2011-03-19,72,52.0,,0.52,37.44
2011-03-20,87,52.0,,0.52,45.24
2011-03-21,70,52.0,,0.52,36.4
2011-03-22,65,52.0,,0.52,33.800000000000004
2011-03-23,65,52.0,,0.52,33.800000000000004
2011-03-24,65,52.0,,0.52,33.800000000000004
2011-03-25,61,52.0,,0.52,31.720000000000002
2011-03-26,86,52.0,,0.52,44.72
2011-03-27,100,52.0,,0.52,52.0
2011-03-28,72,52.0,,0.52,37.44
2011-03-29,62,52.0,,0.52,32.24
2011-03-30,66,52.0,,0.52,34.32
2011-03-31,64,52.0,,0.52,33.28
2011-04-01,73,52.0,False,0.52,37.96
2011-04-02,100,52.0,,0.52,52.0
2011-04-03,100,52.0,,0.52,52.0
2011-04-04,83,52.0,,0.52,43.160000000000004
2011-04-05,78,52.0,,0.52,40.56
2011-04-06,74,52.0,,0.52,38.480000000000004
2011-04-07,83,52.0,,0.52,43.160000000000004
2011-04-08,79,52.0,,0.52,41.08
2011-04-09,96,52.0,,0.52,49.92
2011-04-10,95,52.0,,0.52,49.4
2011-04-11,78,52.0,,0.52,40.56
2011-04-12,77,52.0,,0.52,40.04
2011-04-13,82,52.0,,0.52,42.64
2011-04-14,74,52.0,,0.52,38.480000000000004
2011-04-15,78,52.0,,0.52,40.56
2011-04-16,98,52.0,,0.52,50.96
2011-04-17,96,52.0,,0.52,49.92
2011-04-18,86,52.0,,0.52,44.72
2011-04-19,81,52.0,,0.52,42.120000000000005
2011-04-20,85,52.0,,0.52,44.2
2011-04-21,72,52.0,,0.52,37.44
2011-04-22,83,52.0,,0.52,43.160000000000004
2011-04-23,97,52.0,,0.52,50.440000000000005
2011-04-24,88,52.0,,0.52,45.760000000000005
2011-04-25,77,52.0,,0.52,40.04
2011-04-26,78,52.0,,0.52,40.56
2011-04-27,75,52.0,,0.52,39.0
2011-04-28,71,52.0,,0.52,36.92
2011-04-29,67,52.0,,0.52,34.84
2011-04-30,92,52.0,,0.52,47.84
2011-05-01,94,50.0,False,0.5,47.0
2011-05-02,71,50.0,,0.5,35.5
2011-05-03,74,50.0,,0.5,37.0
2011-05-04,73,50.0,,0.5,36.5
2011-05-05,73,50.0,,0.5,36.5
2011-05-06,83,50.0,,0.5,41.5
2011-05-07,97,50.0,,0.5,48.5
2011-05-08,100,50.0,,0.5,50.0
2011-05-09,82,50.0,,0.5,41.0
2011-05-10,73,50.0,,0.5,36.5
2011-05-11,76,50.0,,0.5,38.0
2011-05-12,72,50.0,,0.5,36.0
2011-05-13,76,50.0,,0.5,38.0
2011-05-14,100,50.0,,0.5,50.0
2011-05-15,95,50.0,,0.5,47.5
2011-05-16,81,50.0,,0.5,40.5
2011-05-17,76,50.0,,0.5,38.0
2011-05-18,77,50.0,,0.5,38.5
2011-05-19,78,50.0,,0.5,39.0
2011-05-20,78,50.0,,0.5,39.0
2011-05-21,95,50.0,,0.5,47.5
2011-05-22,98,50.0,,0.5,49.0
2011-05-23,75,50.0,,0.5,37.5
2011-05-24,78,50.0,,0.5,39.0
2011-05-25,74,50.0,,0.5,37.0
2011-05-26,72,50.0,,0.5,36.0
2011-05-27,74,50.0,,0.5,37.0
2011-05-28,94,50.0,,0.5,47.0
2011-05-29,89,50.0,,0.5,44.5
2011-05-30,89,50.0,,0.5,44.5
2011-05-31,76,50.0,,0.5,38.0
2011-06-01,75,51.0,False,0.51,38.25
2011-06-02,75,51.0,,0.51,38.25
2011-06-03,80,51.0,,0.51,40.8
2011-06-04,82,51.0,,0.51,41.82
2011-06-05,86,51.0,,0.51,43.86
2011-06-06,81,51.0,,0.51,41.31
2011-06-07,74,51.0,,0.51,37.74
2011-06-08,78,51.0,,0.51,39.78
2011-06-09,76,51.0,,0.51,38.76
2011-06-10,81,51.0,,0.51,41.31
2011-06-11,99,51.0,,0.51,50.49
2011-06-12,96,51.0,,0.51,48.96
2011-06-13,79,51.0,,0.51,40.29
2011-06-14,82,51.0,,0.51,41.82
2011-06-15,79,51.0,,0.51,40.29
2011-06-16,78,51.0,,0.51,39.78
2011-06-17,81,51.0,,0.51,41.31
2011-06-18,95,51.0,,0.51,48.45
2011-06-19,92,51.0,,0.51,46.92
2011-06-20,73,51.0,,0.51,37.230000000000004
2011-06-21,79,51.0,,0.51,40.29
2011-06-22,79,51.0,,0.51,40.29
2011-06-23,80,51.0,,0.51,40.8
2011-06-24,81,51.0,,0.51,41.31
2011-06-25,98,51.0,,0.51,49.980000000000004
2011-06-26,100,51.0,,0.51,51.0
2011-06-27,80,51.0,,0.51,40.8
2011-06-28,88,51.0,,0.51,44.88
2011-06-29,86,51.0,,0.51,43.86
2011-06-30,83,51.0,,0.51,42.33
2011-07-01,72,54.0,False,0.54,38.88
2011-07-02,83,54.0,,0.54,44.82
2011-07-03,84,54.0,,0.54,45.36
2011-07-04,92,54.0,,0.54,49.68000000000001
2011-07-05,72,54.0,,0.54,38.88
2011-07-06,79,54.0,,0.54,42.660000000000004
2011-07-07,84,54.0,,0.54,45.36
2011-07-08,85,54.0,,0.54,45.900000000000006
2011-07-09,88,54.0,,0.54,47.52
2011-07-10,92,54.0,,0.54,49.68000000000001
2011-07-11,76,54.0,,0.54,41.040000000000006
2011-07-12,80,54.0,,0.54,43.2
2011-07-13,76,54.0,,0.54,41.040000000000006
2011-07-14,76,54.0,,0.54,41.040000000000006
2011-07-15,71,54.0,,0.54,38.34
2011-07-16,86,54.0,,0.54,46.440000000000005
2011-07-17,93,54.0,,0.54,50.220000000000006
2011-07-18,79,54.0,,0.54,42.660000000000004
2011-07-19,83,54.0,,0.54,44.82
2011-07-20,81,54.0,,0.54,43.74
2011-07-21,72,54.0,,0.54,38.88
2011-07-22,86,54.0,,0.54,46.440000000000005
2011-07-23,92,54.0,,0.54,49.68000000000001
2011-07-24,96,54.0,,0.54,51.84
2011-07-25,83,54.0,,0.54,44.82
2011-07-26,86,54.0,,0.54,46.440000000000005
2011-07-27,77,54.0,,0.54,41.580000000000005
2011-07-28,81,54.0,,0.54,43.74
2011-07-29,80,54.0,,0.54,43.2
2011-07-30,87,54.0,,0.54,46.980000000000004
2011-07-31,100,54.0,,0.54,54.0
2011-08-01,81,55.0,False,0.55,44.550000000000004
2011-08-02,80,55.0,,0.55,44.0
2011-08-03,87,55.0,,0.55,47.85
2011-08-04,78,55.0,,0.55,42.900000000000006
2011-08-05,84,55.0,,0.55,46.2
2011-08-06,92,55.0,,0.55,50.6
2011-08-07,93,55.0,,0.55,51.150000000000006
2011-08-08,80,55.0,,0.55,44.0
2011-08-09,82,55.0,,0.55,45.1
2011-08-10,83,55.0,,0.55,45.650000000000006
2011-08-11,80,55.0,,0.55,44.0
2011-08-12,74,55.0,,0.55,40.7
2011-08-13,87,55.0,,0.55,47.85
2011-08-14,100,55.0,,0.55,55.00000000000001
2011-08-15,84,55.0,,0.55,46.2
2011-08-16,85,55.0,,0.55,46.75000000000001
2011-08-17,79,55.0,,0.55,43.45
2011-08-18,82,55.0,,0.55,45.1
2011-08-19,84,55.0,,0.55,46.2
2011-08-20,99,55.0,,0.55,54.45
2011-08-21,92,55.0,,0.55,50.6
2011-08-22,82,55.0,,0.55,45.1
2011-08-23,86,55.0,,0.55,47.300000000000004
2011-08-24,81,55.0,,0.55,44.550000000000004
2011-08-25,74,55.0,,0.55,40.7
2011-08-26,69,55.0,,0.55,37.95
2011-08-27,90,55.0,,0.55,49.50000000000001
2011-08-28,96,55.0,,0.55,52.800000000000004
2011-08-29,73,55.0,,0.55,40.150000000000006
2011-08-30,85,55.0,,0.55,46.75000000000001
2011-08-31,79,55.0,,0.55,43.45
2011-09-01,74,55.0,False,0.55,40.7
2011-09-02,75,55.0,,0.55,41.25
