date,happy_unscaled,happy_monthly,isPartial,scale,happy
2016-01-24,18,87.0,,0.87,15.66
2016-01-25,18,87.0,,0.87,15.66
2016-01-26,18,87.0,,0.87,15.66
2016-01-27,19,87.0,,0.87,16.53
2016-01-28,20,87.0,,0.87,17.4
2016-01-29,21,87.0,,0.87,18.27
2016-01-30,20,87.0,,0.87,17.4
2016-01-31,19,87.0,,0.87,16.53
2016-02-01,22,90.0,False,0.9,19.8
2016-02-02,24,90.0,,0.9,21.6
2016-02-03,23,90.0,,0.9,20.7
2016-02-04,27,90.0,,0.9,24.3
2016-02-05,27,90.0,,0.9,24.3
2016-02-06,27,90.0,,0.9,24.3
2016-02-07,24,90.0,,0.9,21.6
2016-02-08,25,90.0,,0.9,22.5
2016-02-09,26,90.0,,0.9,23.400000000000002
2016-02-10,25,90.0,,0.9,22.5
2016-02-11,27,90.0,,0.9,24.3
2016-02-12,32,90.0,,0.9,28.8
2016-02-13,32,90.0,,0.9,28.8
2016-02-14,100,90.0,,0.9,90.0
2016-02-15,30,90.0,,0.9,27.0
2016-02-16,22,90.0,,0.9,19.8
2016-02-17,25,90.0,,0.9,22.5
2016-02-18,23,90.0,,0.9,20.7
2016-02-19,27,90.0,,0.9,24.3
2016-02-20,25,90.0,,0.9,22.5
2016-02-21,23,90.0,,0.9,20.7
2016-02-22,21,90.0,,0.9,18.900000000000002
2016-02-23,23,90.0,,0.9,20.7
2016-02-24,23,90.0,,0.9,20.7
2016-02-25,24,90.0,,0.9,21.6
2016-02-26,26,90.0,,0.9,23.400000000000002
2016-02-27,25,90.0,,0.9,22.5
2016-02-28,24,90.0,,0.9,21.6
2016-02-29,19,90.0,,0.9,17.1
2016-03-01,28,90.0,False,0.9,25.2
2016-03-02,28,90.0,,0.9,25.2
2016-03-03,28,90.0,,0.9,25.2
2016-03-04,32,90.0,,0.9,28.8
2016-03-05,29,90.0,,0.9,26.1
2016-03-06,27,90.0,,0.9,24.3
2016-03-07,27,90.0,,0.9,24.3
2016-03-08,30,90.0,,0.9,27.0
2016-03-09,27,90.0,,0.9,24.3
2016-03-10,28,90.0,,0.9,25.2
2016-03-11,32,90.0,,0.9,28.8
2016-03-12,28,90.0,,0.9,25.2
2016-03-13,25,90.0,,0.9,22.5
2016-03-14,26,90.0,,0.9,23.400000000000002
2016-03-15,27,90.0,,0.9,24.3
2016-03-16,28,90.0,,0.9,25.2
2016-03-17,43,90.0,,0.9,38.7
2016-03-18,31,90.0,,0.9,27.900000000000002
2016-03-19,29,90.0,,0.9,26.1
2016-03-20,32,90.0,,0.9,28.8
2016-03-21,27,90.0,,0.9,24.3
2016-03-22,28,90.0,,0.9,25.2
2016-03-23,30,90.0,,0.9,27.0
2016-03-24,32,90.0,,0.9,28.8
2016-03-25,35,90.0,,0.9,31.5
2016-03-26,33,90.0,,0.9,29.7
2016-03-27,100,90.0,,0.9,90.0
2016-03-28,29,90.0,,0.9,26.1
2016-03-29,26,90.0,,0.9,23.400000000000002
2016-03-30,28,90.0,,0.9,25.2
2016-03-31,28,90.0,,0.9,25.2
2016-04-01,100,80.0,False,0.8,80.0
2016-04-02,82,80.0,,0.8,65.60000000000001
2016-04-03,76,80.0,,0.8,60.800000000000004
2016-04-04,77,80.0,,0.8,61.6
2016-04-05,77,80.0,,0.8,61.6
2016-04-06,80,80.0,,0.8,64.0
2016-04-07,83,80.0,,0.8,66.4
2016-04-08,91,80.0,,0.8,72.8
2016-04-09,81,80.0,,0.8,64.8
2016-04-10,87,80.0,,0.8,69.60000000000001
2016-04-11,76,80.0,,0.8,60.800000000000004
2016-04-12,81,80.0,,0.8,64.8
2016-04-13,82,80.0,,0.8,65.60000000000001
2016-04-14,81,80.0,,0.8,64.8
2016-04-15,91,80.0,,0.8,72.8
2016-04-16,84,80.0,,0.8,67.2
2016-04-17,77,80.0,,0.8,61.6
2016-04-18,75,80.0,,0.8,60.0
2016-04-19,77,80.0,,0.8,61.6
2016-04-20,94,80.0,,0.8,75.2
2016-04-21,82,80.0,,0.8,65.60000000000001
2016-04-22,99,80.0,,0.8,79.2
2016-04-23,84,80.0,,0.8,67.2
2016-04-24,79,80.0,,0.8,63.2
2016-04-25,71,80.0,,0.8,56.800000000000004
2016-04-26,78,80.0,,0.8,62.400000000000006
2016-04-27,84,80.0,,0.8,67.2
2016-04-28,83,80.0,,0.8,66.4
2016-04-29,94,80.0,,0.8,75.2
2016-04-30,82,80.0,,0.8,65.60000000000001
2016-05-01,16,100.0,False,1.0,16.0
2016-05-02,14,100.0,,1.0,14.0
2016-05-03,15,100.0,,1.0,15.0
2016-05-04,15,100.0,,1.0,15.0
2016-05-05,19,100.0,,1.0,19.0
2016-05-06,20,100.0,,1.0,20.0
2016-05-07,22,100.0,,1.0,22.0
2016-05-08,100,100.0,,1.0,100.0
2016-05-09,19,100.0,,1.0,19.0
2016-05-10,16,100.0,,1.0,16.0
2016-05-11,15,100.0,,1.0,15.0
2016-05-12,15,100.0,,1.0,15.0
2016-05-13,18,100.0,,1.0,18.0
2016-05-14,15,100.0,,1.0,15.0
2016-05-15,14,100.0,,1.0,14.0
2016-05-16,14,100.0,,1.0,14.0
2016-05-17,14,100.0,,1.0,14.0
2016-05-18,14,100.0,,1.0,14.0
2016-05-19,14,100.0,,1.0,14.0
2016-05-20,17,100.0,,1.0,17.0
2016-05-21,14,100.0,,1.0,14.0
2016-05-22,14,100.0,,1.0,14.0
2016-05-23,13,100.0,,1.0,13.0
2016-05-24,14,100.0,,1.0,14.0
2016-05-25,15,100.0,,1.0,15.0
2016-05-26,15,100.0,,1.0,15.0
2016-05-27,16,100.0,,1.0,16.0
2016-05-28,14,100.0,,1.0,14.0
2016-05-29,14,100.0,,1.0,14.0
2016-05-30,16,100.0,,1.0,16.0
2016-05-31,13,100.0,,1.0,13.0
2016-06-01,21,91.0,False,0.91,19.11
2016-06-02,20,91.0,,0.91,18.2
2016-06-03,22,91.0,,0.91,20.02
2016-06-04,20,91.0,,0.91,18.2
2016-06-05,20,91.0,,0.91,18.2
2016-06-06,19,91.0,,0.91,17.29
2016-06-07,20,91.0,,0.91,18.2
2016-06-08,22,91.0,,0.91,20.02
2016-06-09,22,91.0,,0.91,20.02
2016-06-10,23,91.0,,0.91,20.93
2016-06-11,20,91.0,,0.91,18.2
2016-06-12,19,91.0,,0.91,17.29
2016-06-13,19,91.0,,0.91,17.29
2016-06-14,22,91.0,,0.91,20.02
2016-06-15,22,91.0,,0.91,20.02
2016-06-16,21,91.0,,0.91,19.11
2016-06-17,24,91.0,,0.91,21.84
2016-06-18,25,91.0,,0.91,22.75
2016-06-19,100,91.0,,0.91,91.0
2016-06-20,24,91.0,,0.91,21.84
2016-06-21,20,91.0,,0.91,18.2
2016-06-22,20,91.0,,0.91,18.2
2016-06-23,20,91.0,,0.91,18.2
2016-06-24,21,91.0,,0.91,19.11
2016-06-25,19,91.0,,0.91,17.29
2016-06-26,20,91.0,,0.91,18.2
2016-06-27,18,91.0,,0.91,16.38
2016-06-28,20,91.0,,0.91,18.2
2016-06-29,20,91.0,,0.91,18.2
2016-06-30,21,91.0,,0.91,19.11
2016-07-01,53,81.0,False,0.81,42.93
2016-07-02,46,81.0,,0.81,37.260000000000005
2016-07-03,47,81.0,,0.81,38.07
2016-07-04,100,81.0,,0.81,81.0
2016-07-05,44,81.0,,0.81,35.64
2016-07-06,44,81.0,,0.81,35.64
2016-07-07,43,81.0,,0.81,34.830000000000005
2016-07-08,44,81.0,,0.81,35.64
2016-07-09,42,81.0,,0.81,34.02
2016-07-10,41,81.0,,0.81,33.21
2016-07-11,39,81.0,,0.81,31.590000000000003
2016-07-12,41,81.0,,0.81,33.21
2016-07-13,42,81.0,,0.81,34.02
2016-07-14,43,81.0,,0.81,34.830000000000005
2016-07-15,45,81.0,,0.81,36.45
2016-07-16,41,81.0,,0.81,33.21
2016-07-17,41,81.0,,0.81,33.21
2016-07-18,40,81.0,,0.81,32.400000000000006
2016-07-19,41,81.0,,0.81,33.21
2016-07-20,47,81.0,,0.81,38.07
2016-07-21,44,81.0,,0.81,35.64
2016-07-22,46,81.0,,0.81,37.260000000000005
2016-07-23,44,81.0,,0.81,35.64
2016-07-24,40,81.0,,0.81,32.400000000000006
2016-07-25,40,81.0,,0.81,32.400000000000006
2016-07-26,44,81.0,,0.81,35.64
2016-07-27,47,81.0,,0.81,38.07
2016-07-28,46,81.0,,0.81,37.260000000000005
2016-07-29,48,81.0,,0.81,38.88
2016-07-30,46,81.0,,0.81,37.260000000000005
2016-07-31,44,81.0,,0.81,35.64
2016-08-01,89,76.0,False,0.76,67.64
2016-08-02,90,76.0,,0.76,68.4
2016-08-03,92,76.0,,0.76,69.92
2016-08-04,89,76.0,,0.76,67.64
2016-08-05,96,76.0,,0.76,72.96000000000001
2016-08-06,88,76.0,,0.76,66.88
2016-08-07,91,76.0,,0.76,69.16
2016-08-08,80,76.0,,0.76,60.8
2016-08-09,87,76.0,,0.76,66.12
2016-08-10,85,76.0,,0.76,64.6
2016-08-11,86,76.0,,0.76,65.36
2016-08-12,93,76.0,,0.76,70.68
2016-08-13,85,76.0,,0.76,64.6
2016-08-14,87,76.0,,0.76,66.12
2016-08-15,80,76.0,,0.76,60.8
2016-08-16,78,76.0,,0.76,59.28
2016-08-17,87,76.0,,0.76,66.12
2016-08-18,92,76.0,,0.76,69.92
2016-08-19,89,76.0,,0.76,67.64
2016-08-20,93,76.0,,0.76,70.68
2016-08-21,82,76.0,,0.76,62.32
2016-08-22,82,76.0,,0.76,62.32
2016-08-23,87,76.0,,0.76,66.12
2016-08-24,88,76.0,,0.76,66.88
2016-08-25,93,76.0,,0.76,70.68
2016-08-26,100,76.0,,0.76,76.0
2016-08-27,90,76.0,,0.76,68.4
2016-08-28,87,76.0,,0.76,66.12
2016-08-29,78,76.0,,0.76,59.28
2016-08-30,85,76.0,,0.76,64.6
2016-08-31,85,76.0,,0.76,64.6
2016-09-01,88,75.0,False,0.75,66.0
2016-09-02,95,75.0,,0.75,71.25
2016-09-03,84,75.0,,0.75,63.0
2016-09-04,84,75.0,,0.75,63.0
2016-09-05,93,75.0,,0.75,69.75
2016-09-06,74,75.0,,0.75,55.5
2016-09-07,78,75.0,,0.75,58.5
2016-09-08,84,75.0,,0.75,63.0
2016-09-09,96,75.0,,0.75,72.0
2016-09-10,85,75.0,,0.75,63.75
2016-09-11,86,75.0,,0.75,64.5
2016-09-12,79,75.0,,0.75,59.25
2016-09-13,84,75.0,,0.75,63.0
2016-09-14,87,75.0,,0.75,65.25
2016-09-15,87,75.0,,0.75,65.25
2016-09-16,96,75.0,,0.75,72.0
2016-09-17,88,75.0,,0.75,66.0
2016-09-18,79,75.0,,0.75,59.25
2016-09-19,80,75.0,,0.75,60.0
2016-09-20,85,75.0,,0.75,63.75
2016-09-21,90,75.0,,0.75,67.5
2016-09-22,96,75.0,,0.75,72.0
2016-09-23,100,75.0,,0.75,75.0
2016-09-24,88,75.0,,0.75,66.0
2016-09-25,81,75.0,,0.75,60.75
2016-09-26,79,75.0,,0.75,59.25
2016-09-27,81,75.0,,0.75,60.75
2016-09-28,88,75.0,,0.75,66.0
2016-09-29,89,75.0,,0.75,66.75
2016-09-30,100,75.0,,0.75,75.0
2016-10-01,60,80.0,False,0.8,48.0
2016-10-02,57,80.0,,0.8,45.6
2016-10-03,56,80.0,,0.8,44.800000000000004
2016-10-04,58,80.0,,0.8,46.400000000000006
2016-10-05,54,80.0,,0.8,43.2
2016-10-06,56,80.0,,0.8,44.800000000000004
2016-10-07,59,80.0,,0.8,47.2
2016-10-08,58,80.0,,0.8,46.400000000000006
2016-10-09,51,80.0,,0.8,40.800000000000004
2016-10-10,52,80.0,,0.8,41.6
2016-10-11,57,80.0,,0.8,45.6
2016-10-12,56,80.0,,0.8,44.800000000000004
2016-10-13,56,80.0,,0.8,44.800000000000004
2016-10-14,61,80.0,,0.8,48.800000000000004
2016-10-15,58,80.0,,0.8,46.400000000000006
2016-10-16,55,80.0,,0.8,44.0
2016-10-17,59,80.0,,0.8,47.2
2016-10-18,53,80.0,,0.8,42.400000000000006
2016-10-19,55,80.0,,0.8,44.0
2016-10-20,54,80.0,,0.8,43.2
2016-10-21,61,80.0,,0.8,48.800000000000004
2016-10-22,55,80.0,,0.8,44.0
2016-10-23,51,80.0,,0.8,40.800000000000004
2016-10-24,50,80.0,,0.8,40.0
2016-10-25,54,80.0,,0.8,43.2
2016-10-26,53,80.0,,0.8,42.400000000000006
2016-10-27,55,80.0,,0.8,44.0
2016-10-28,66,80.0,,0.8,52.800000000000004
2016-10-29,57,80.0,,0.8,45.6
2016-10-30,58,80.0,,0.8,46.400000000000006
2016-10-31,100,80.0,,0.8,80.0
2016-11-01,24,85.0,False,0.85,20.4
2016-11-02,21,85.0,,0.85,17.849999999999998
2016-11-03,20,85.0,,0.85,17.0
2016-11-04,24,85.0,,0.85,20.4
2016-11-05,21,85.0,,0.85,17.849999999999998
2016-11-06,18,85.0,,0.85,15.299999999999999
2016-11-07,18,85.0,,0.85,15.299999999999999
2016-11-08,19,85.0,,0.85,16.15
2016-11-09,15,85.0,,0.85,12.75
2016-11-10,22,85.0,,0.85,18.7
2016-11-11,35,85.0,,0.85,29.75
2016-11-12,21,85.0,,0.85,17.849999999999998
2016-11-13,19,85.0,,0.85,16.15
2016-11-14,19,85.0,,0.85,16.15
2016-11-15,20,85.0,,0.85,17.0
2016-11-16,21,85.0,,0.85,17.849999999999998
2016-11-17,21,85.0,,0.85,17.849999999999998
2016-11-18,25,85.0,,0.85,21.25
2016-11-19,21,85.0,,0.85,17.849999999999998
2016-11-20,20,85.0,,0.85,17.0
2016-11-21,21,85.0,,0.85,17.849999999999998
2016-11-22,25,85.0,,0.85,21.25
2016-11-23,31,85.0,,0.85,26.349999999999998
2016-11-24,100,85.0,,0.85,85.0
2016-11-25,22,85.0,,0.85,18.7
2016-11-26,18,85.0,,0.85,15.299999999999999
2016-11-27,18,85.0,,0.85,15.299999999999999
2016-11-28,17,85.0,,0.85,14.45
2016-11-29,19,85.0,,0.85,16.15
2016-11-30,20,85.0,,0.85,17.0
2016-12-01,33,90.0,False,0.9,29.7
2016-12-02,35,90.0,,0.9,31.5
2016-12-03,31,90.0,,0.9,27.900000000000002
2016-12-04,31,90.0,,0.9,27.900000000000002
2016-12-05,28,90.0,,0.9,25.2
2016-12-06,32,90.0,,0.9,28.8
2016-12-07,35,90.0,,0.9,31.5
2016-12-08,37,90.0,,0.9,33.300000000000004
2016-12-09,40,90.0,,0.9,36.0
2016-12-10,33,90.0,,0.9,29.7
2016-12-11,31,90.0,,0.9,27.900000000000002
2016-12-12,31,90.0,,0.9,27.900000000000002
2016-12-13,33,90.0,,0.9,29.7
2016-12-14,34,90.0,,0.9,30.6
2016-12-15,38,90.0,,0.9,34.2
2016-12-16,37,90.0,,0.9,33.300000000000004
2016-12-17,32,90.0,,0.9,28.8
2016-12-18,32,90.0,,0.9,28.8
2016-12-19,33,90.0,,0.9,29.7
2016-12-20,37,90.0,,0.9,33.300000000000004
2016-12-21,42,90.0,,0.9,37.800000000000004
2016-12-22,43,90.0,,0.9,38.7
2016-12-23,43,90.0,,0.9,38.7
2016-12-24,45,90.0,,0.9,40.5
2016-12-25,45,90.0,,0.9,40.5
2016-12-26,36,90.0,,0.9,32.4
2016-12-27,38,90.0,,0.9,34.2
2016-12-28,38,90.0,,0.9,34.2
2016-12-29,41,90.0,,0.9,36.9
2016-12-30,52,90.0,,0.9,46.800000000000004
2016-12-31,100,90.0,,0.9,90.0
2017-01-01,100,86.0,False,0.86,86.0
2017-01-02,23,86.0,,0.86,19.78
2017-01-03,20,86.0,,0.86,17.2
2017-01-04,19,86.0,,0.86,16.34
2017-01-05,18,86.0,,0.86,15.48
2017-01-06,20,86.0,,0.86,17.2
2017-01-07,18,86.0,,0.86,15.48
2017-01-08,17,86.0,,0.86,14.62
2017-01-09,17,86.0,,0.86,14.62
2017-01-10,17,86.0,,0.86,14.62
2017-01-11,17,86.0,,0.86,14.62
2017-01-12,18,86.0,,0.86,15.48
2017-01-13,22,86.0,,0.86,18.919999999999998
2017-01-14,18,86.0,,0.86,15.48
2017-01-15,17,86.0,,0.86,14.62
2017-01-16,17,86.0,,0.86,14.62
2017-01-17,17,86.0,,0.86,14.62
2017-01-18,17,86.0,,0.86,14.62
2017-01-19,17,86.0,,0.86,14.62
2017-01-20,19,86.0,,0.86,16.34
2017-01-21,18,86.0,,0.86,15.48
2017-01-22,16,86.0,,0.86,13.76
2017-01-23,16,86.0,,0.86,13.76
2017-01-24,17,86.0,,0.86,14.62
2017-01-25,18,86.0,,0.86,15.48
2017-01-26,19,86.0,,0.86,16.34
2017-01-27,21,86.0,,0.86,18.06
2017-01-28,22,86.0,,0.86,18.919999999999998
2017-01-29,18,86.0,,0.86,15.48
2017-01-30,17,86.0,,0.86,14.62
2017-01-31,17,86.0,,0.86,14.62
2017-02-01,21,85.0,False,0.85,17.849999999999998
2017-02-02,23,85.0,,0.85,19.55
2017-02-03,24,85.0,,0.85,20.4
2017-02-04,21,85.0,,0.85,17.849999999999998
2017-02-05,20,85.0,,0.85,17.0
2017-02-06,18,85.0,,0.85,15.299999999999999
2017-02-07,20,85.0,,0.85,17.0
2017-02-08,22,85.0,,0.85,18.7
2017-02-09,22,85.0,,0.85,18.7
2017-02-10,24,85.0,,0.85,20.4
2017-02-11,23,85.0,,0.85,19.55
2017-02-12,22,85.0,,0.85,18.7
2017-02-13,23,85.0,,0.85,19.55
2017-02-14,100,85.0,,0.85,85.0
2017-02-15,30,85.0,,0.85,25.5
2017-02-16,22,85.0,,0.85,18.7
2017-02-17,25,85.0,,0.85,21.25
2017-02-18,22,85.0,,0.85,18.7
2017-02-19,21,85.0,,0.85,17.849999999999998
2017-02-20,20,85.0,,0.85,17.0
2017-02-21,19,85.0,,0.85,16.15
2017-02-22,21,85.0,,0.85,17.849999999999998
2017-02-23,20,85.0,,0.85,17.0
2017-02-24,24,85.0,,0.85,20.4
2017-02-25,21,85.0,,0.85,17.849999999999998
2017-02-26,19,85.0,,0.85,16.15
2017-02-27,18,85.0,,0.85,15.299999999999999
2017-02-28,21,85.0,,0.85,17.849999999999998
2017-03-01,60,74.0,False,0.74,44.4
2017-03-02,62,74.0,,0.74,45.88
2017-03-03,69,74.0,,0.74,51.06
2017-03-04,59,74.0,,0.74,43.66
2017-03-05,59,74.0,,0.74,43.66
2017-03-06,54,74.0,,0.74,39.96
2017-03-07,59,74.0,,0.74,43.66
2017-03-08,76,74.0,,0.74,56.24
2017-03-09,64,74.0,,0.74,47.36
2017-03-10,69,74.0,,0.74,51.06
2017-03-11,59,74.0,,0.74,43.66
2017-03-12,60,74.0,,0.74,44.4
2017-03-13,56,74.0,,0.74,41.44
2017-03-14,63,74.0,,0.74,46.62
2017-03-15,61,74.0,,0.74,45.14
2017-03-16,61,74.0,,0.74,45.14
2017-03-17,100,74.0,,0.74,74.0
2017-03-18,64,74.0,,0.74,47.36
2017-03-19,61,74.0,,0.74,45.14
2017-03-20,69,74.0,,0.74,51.06
2017-03-21,60,74.0,,0.74,44.4
2017-03-22,61,74.0,,0.74,45.14
2017-03-23,62,74.0,,0.74,45.88
2017-03-24,69,74.0,,0.74,51.06
2017-03-25,60,74.0,,0.74,44.4
2017-03-26,60,74.0,,0.74,44.4
2017-03-27,56,74.0,,0.74,41.44
2017-03-28,56,74.0,,0.74,41.44
2017-03-29,59,74.0,,0.74,43.66
2017-03-30,62,74.0,,0.74,45.88
2017-03-31,70,74.0,,0.74,51.8
2017-04-01,28,83.0,False,0.83,23.24
2017-04-02,25,83.0,,0.83,20.75
2017-04-03,24,83.0,,0.83,19.919999999999998
2017-04-04,26,83.0,,0.83,21.58
2017-04-05,26,83.0,,0.83,21.58
2017-04-06,26,83.0,,0.83,21.58
2017-04-07,30,83.0,,0.83,24.9
2017-04-08,28,83.0,,0.83,23.24
2017-04-09,28,83.0,,0.83,23.24
2017-04-10,29,83.0,,0.83,24.07
2017-04-11,29,83.0,,0.83,24.07
2017-04-12,29,83.0,,0.83,24.07
2017-04-13,30,83.0,,0.83,24.9
2017-04-14,35,83.0,,0.83,29.049999999999997
2017-04-15,32,83.0,,0.83,26.56
2017-04-16,100,83.0,,0.83,83.0
2017-04-17,27,83.0,,0.83,22.41
2017-04-18,25,83.0,,0.83,20.75
2017-04-19,25,83.0,,0.83,20.75
2017-04-20,32,83.0,,0.83,26.56
2017-04-21,30,83.0,,0.83,24.9
2017-04-22,28,83.0,,0.83,23.24
2017-04-23,40,83.0,,0.83,33.199999999999996
2017-04-24,30,83.0,,0.83,24.9
2017-04-25,29,83.0,,0.83,24.07
2017-04-26,29,83.0,,0.83,24.07
2017-04-27,28,83.0,,0.83,23.24
2017-04-28,30,83.0,,0.83,24.9
2017-04-29,27,83.0,,0.83,22.41
2017-04-30,25,83.0,,0.83,20.75
2017-05-01,14,92.0,False,0.92,12.88
2017-05-02,14,92.0,,0.92,12.88
2017-05-03,14,92.0,,0.92,12.88
2017-05-04,15,92.0,,0.92,13.8
2017-05-05,21,92.0,,0.92,19.32
2017-05-06,15,92.0,,0.92,13.8
2017-05-07,14,92.0,,0.92,12.88
2017-05-08,15,92.0,,0.92,13.8
2017-05-09,15,92.0,,0.92,13.8
2017-05-10,19,92.0,,0.92,17.48
2017-05-11,17,92.0,,0.92,15.64
2017-05-12,20,92.0,,0.92,18.400000000000002
2017-05-13,21,92.0,,0.92,19.32
2017-05-14,100,92.0,,0.92,92.0
2017-05-15,19,92.0,,0.92,17.48
2017-05-16,14,92.0,,0.92,12.88
2017-05-17,14,92.0,,0.92,12.88
2017-05-18,14,92.0,,0.92,12.88
2017-05-19,16,92.0,,0.92,14.72
2017-05-20,14,92.0,,0.92,12.88
2017-05-21,13,92.0,,0.92,11.96
2017-05-22,13,92.0,,0.92,11.96
2017-05-23,13,92.0,,0.92,11.96
2017-05-24,14,92.0,,0.92,12.88
2017-05-25,15,92.0,,0.92,13.8
2017-05-26,17,92.0,,0.92,15.64
2017-05-27,14,92.0,,0.92,12.88
2017-05-28,14,92.0,,0.92,12.88
2017-05-29,17,92.0,,0.92,15.64
2017-05-30,12,92.0,,0.92,11.040000000000001
2017-05-31,13,92.0,,0.92,11.96
2017-06-01,22,83.0,False,0.83,18.259999999999998
2017-06-02,23,83.0,,0.83,19.09
2017-06-03,20,83.0,,0.83,16.599999999999998
2017-06-04,20,83.0,,0.83,16.599999999999998
2017-06-05,19,83.0,,0.83,15.77
2017-06-06,20,83.0,,0.83,16.599999999999998
2017-06-07,20,83.0,,0.83,16.599999999999998
2017-06-08,21,83.0,,0.83,17.43
2017-06-09,23,83.0,,0.83,19.09
2017-06-10,19,83.0,,0.83,15.77
2017-06-11,20,83.0,,0.83,16.599999999999998
2017-06-12,19,83.0,,0.83,15.77
2017-06-13,19,83.0,,0.83,15.77
2017-06-14,21,83.0,,0.83,17.43
2017-06-15,22,83.0,,0.83,18.259999999999998
2017-06-16,25,83.0,,0.83,20.75
2017-06-17,26,83.0,,0.83,21.58
2017-06-18,100,83.0,,0.83,83.0
2017-06-19,24,83.0,,0.83,19.919999999999998
2017-06-20,20,83.0,,0.83,16.599999999999998
2017-06-21,20,83.0,,0.83,16.599999999999998
2017-06-22,20,83.0,,0.83,16.599999999999998
2017-06-23,23,83.0,,0.83,19.09
2017-06-24,20,83.0,,0.83,16.599999999999998
2017-06-25,20,83.0,,0.83,16.599999999999998
2017-06-26,19,83.0,,0.83,15.77
2017-06-27,20,83.0,,0.83,16.599999999999998
2017-06-28,21,83.0,,0.83,17.43
2017-06-29,21,83.0,,0.83,17.43
2017-06-30,23,83.0,,0.83,19.09
2017-07-01,44,75.0,False,0.75,33.0
2017-07-02,40,75.0,,0.75,30.0
2017-07-03,43,75.0,,0.75,32.25
2017-07-04,100,75.0,,0.75,75.0
2017-07-05,43,75.0,,0.75,32.25
2017-07-06,39,75.0,,0.75,29.25
2017-07-07,43,75.0,,0.75,32.25
2017-07-08,40,75.0,,0.75,30.0
2017-07-09,38,75.0,,0.75,28.5
2017-07-10,37,75.0,,0.75,27.75
2017-07-11,37,75.0,,0.75,27.75
2017-07-12,38,75.0,,0.75,28.5
2017-07-13,38,75.0,,0.75,28.5
2017-07-14,42,75.0,,0.75,31.5
2017-07-15,40,75.0,,0.75,30.0
2017-07-16,37,75.0,,0.75,27.75
2017-07-17,36,75.0,,0.75,27.0
2017-07-18,37,75.0,,0.75,27.75
2017-07-19,39,75.0,,0.75,29.25
2017-07-20,38,75.0,,0.75,28.5
2017-07-21,41,75.0,,0.75,30.75
2017-07-22,36,75.0,,0.75,27.0
2017-07-23,37,75.0,,0.75,27.75
2017-07-24,35,75.0,,0.75,26.25
2017-07-25,38,75.0,,0.75,28.5
2017-07-26,39,75.0,,0.75,29.25
2017-07-27,39,75.0,,0.75,29.25
2017-07-28,42,75.0,,0.75,31.5
2017-07-29,38,75.0,,0.75,28.5
2017-07-30,37,75.0,,0.75,27.75
2017-07-31,36,75.0,,0.75,27.0
2017-08-01,93,71.0,False,0.71,66.03
2017-08-02,92,71.0,,0.71,65.32
2017-08-03,93,71.0,,0.71,66.03
2017-08-04,99,71.0,,0.71,70.28999999999999
2017-08-05,91,71.0,,0.71,64.61
2017-08-06,98,71.0,,0.71,69.58
2017-08-07,86,71.0,,0.71,61.059999999999995
2017-08-08,92,71.0,,0.71,65.32
2017-08-09,92,71.0,,0.71,65.32
2017-08-10,95,71.0,,0.71,67.45
2017-08-11,100,71.0,,0.71,71.0
2017-08-12,88,71.0,,0.71,62.48
2017-08-13,87,71.0,,0.71,61.769999999999996
2017-08-14,87,71.0,,0.71,61.769999999999996
2017-08-15,92,71.0,,0.71,65.32
2017-08-16,92,71.0,,0.71,65.32
2017-08-17,89,71.0,,0.71,63.19
2017-08-18,96,71.0,,0.71,68.16
2017-08-19,88,71.0,,0.71,62.48
2017-08-20,83,71.0,,0.71,58.93
2017-08-21,76,71.0,,0.71,53.959999999999994
2017-08-22,86,71.0,,0.71,61.059999999999995
2017-08-23,92,71.0,,0.71,65.32
2017-08-24,90,71.0,,0.71,63.9
2017-08-25,98,71.0,,0.71,69.58
2017-08-26,86,71.0,,0.71,61.059999999999995
2017-08-27,76,71.0,,0.71,53.959999999999994
2017-08-28,79,71.0,,0.71,56.089999999999996
2017-08-29,86,71.0,,0.71,61.059999999999995
2017-08-30,87,71.0,,0.71,61.769999999999996
2017-08-31,88,71.0,,0.71,62.48
2017-09-01,93,71.0,False,0.71,66.03
2017-09-02,78,71.0,,0.71,55.379999999999995
2017-09-03,77,71.0,,0.71,54.669999999999995
2017-09-04,91,71.0,,0.71,64.61
2017-09-05,71,71.0,,0.71,50.41
2017-09-06,71,71.0,,0.71,50.41
2017-09-07,74,71.0,,0.71,52.54
2017-09-08,79,71.0,,0.71,56.089999999999996
2017-09-09,75,71.0,,0.71,53.25
2017-09-10,73,71.0,,0.71,51.83
2017-09-11,72,71.0,,0.71,51.12
2017-09-12,73,71.0,,0.71,51.83
2017-09-13,79,71.0,,0.71,56.089999999999996
2017-09-14,81,71.0,,0.71,57.51
2017-09-15,91,71.0,,0.71,64.61
2017-09-16,82,71.0,,0.71,58.22
2017-09-17,77,71.0,,0.71,54.669999999999995
2017-09-18,78,71.0,,0.71,55.379999999999995
2017-09-19,79,71.0,,0.71,56.089999999999996
2017-09-20,86,71.0,,0.71,61.059999999999995
2017-09-21,93,71.0,,0.71,66.03
2017-09-22,100,71.0,,0.71,71.0
2017-09-23,85,71.0,,0.71,60.349999999999994
2017-09-24,80,71.0,,0.71,56.8
2017-09-25,77,71.0,,0.71,54.669999999999995
2017-09-26,82,71.0,,0.71,58.22
2017-09-27,86,71.0,,0.71,61.059999999999995
