date,happy_unscaled,happy_monthly,isPartial,scale,happy
2014-05-30,26,94.0,,0.94,24.439999999999998
2014-05-31,23,94.0,,0.94,21.619999999999997
2014-06-01,34,77.0,False,0.77,26.18
2014-06-02,32,77.0,,0.77,24.64
2014-06-03,34,77.0,,0.77,26.18
2014-06-04,36,77.0,,0.77,27.72
2014-06-05,34,77.0,,0.77,26.18
2014-06-06,38,77.0,,0.77,29.26
2014-06-07,33,77.0,,0.77,25.41
2014-06-08,31,77.0,,0.77,23.87
2014-06-09,31,77.0,,0.77,23.87
2014-06-10,33,77.0,,0.77,25.41
2014-06-11,32,77.0,,0.77,24.64
2014-06-12,34,77.0,,0.77,26.18
2014-06-13,37,77.0,,0.77,28.490000000000002
2014-06-14,37,77.0,,0.77,28.490000000000002
2014-06-15,100,77.0,,0.77,77.0
2014-06-16,32,77.0,,0.77,24.64
2014-06-17,30,77.0,,0.77,23.1
2014-06-18,31,77.0,,0.77,23.87
2014-06-19,32,77.0,,0.77,24.64
2014-06-20,33,77.0,,0.77,25.41
2014-06-21,31,77.0,,0.77,23.87
2014-06-22,30,77.0,,0.77,23.1
2014-06-23,30,77.0,,0.77,23.1
2014-06-24,30,77.0,,0.77,23.1
2014-06-25,31,77.0,,0.77,23.87
2014-06-26,31,77.0,,0.77,23.87
2014-06-27,32,77.0,,0.77,24.64
2014-06-28,32,77.0,,0.77,24.64
2014-06-29,32,77.0,,0.77,24.64
2014-06-30,30,77.0,,0.77,23.1
2014-07-01,47,71.0,False,0.71,33.37
2014-07-02,49,71.0,,0.71,34.79
2014-07-03,57,71.0,,0.71,40.47
2014-07-04,100,71.0,,0.71,71.0
2014-07-05,49,71.0,,0.71,34.79
2014-07-06,48,71.0,,0.71,34.08
2014-07-07,43,71.0,,0.71,30.529999999999998
2014-07-08,42,71.0,,0.71,29.82
2014-07-09,45,71.0,,0.71,31.95
2014-07-10,45,71.0,,0.71,31.95
2014-07-11,48,71.0,,0.71,34.08
2014-07-12,44,71.0,,0.71,31.24
2014-07-13,46,71.0,,0.71,32.66
2014-07-14,44,71.0,,0.71,31.24
2014-07-15,43,71.0,,0.71,30.529999999999998
2014-07-16,45,71.0,,0.71,31.95
2014-07-17,44,71.0,,0.71,31.24
2014-07-18,52,71.0,,0.71,36.92
2014-07-19,46,71.0,,0.71,32.66
2014-07-20,44,71.0,,0.71,31.24
2014-07-21,45,71.0,,0.71,31.95
2014-07-22,44,71.0,,0.71,31.24
2014-07-23,49,71.0,,0.71,34.79
2014-07-24,46,71.0,,0.71,32.66
2014-07-25,52,71.0,,0.71,36.92
2014-07-26,47,71.0,,0.71,33.37
2014-07-27,46,71.0,,0.71,32.66
2014-07-28,46,71.0,,0.71,32.66
2014-07-29,47,71.0,,0.71,33.37
2014-07-30,46,71.0,,0.71,32.66
2014-07-31,46,71.0,,0.71,32.66
2014-08-01,91,72.0,False,0.72,65.52
2014-08-02,86,72.0,,0.72,61.919999999999995
2014-08-03,87,72.0,,0.72,62.64
2014-08-04,75,72.0,,0.72,54.0
2014-08-05,81,72.0,,0.72,58.32
2014-08-06,82,72.0,,0.72,59.04
2014-08-07,80,72.0,,0.72,57.599999999999994
2014-08-08,90,72.0,,0.72,64.8
2014-08-09,83,72.0,,0.72,59.76
2014-08-10,85,72.0,,0.72,61.199999999999996
2014-08-11,75,72.0,,0.72,54.0
2014-08-12,79,72.0,,0.72,56.879999999999995
2014-08-13,84,72.0,,0.72,60.48
2014-08-14,86,72.0,,0.72,61.919999999999995
2014-08-15,94,72.0,,0.72,67.67999999999999
2014-08-16,84,72.0,,0.72,60.48
2014-08-17,88,72.0,,0.72,63.36
2014-08-18,79,72.0,,0.72,56.879999999999995
2014-08-19,82,72.0,,0.72,59.04
2014-08-20,76,72.0,,0.72,54.72
2014-08-21,76,72.0,,0.72,54.72
2014-08-22,89,72.0,,0.72,64.08
2014-08-23,84,72.0,,0.72,60.48
2014-08-24,81,72.0,,0.72,58.32
2014-08-25,75,72.0,,0.72,54.0
2014-08-26,83,72.0,,0.72,59.76
2014-08-27,77,72.0,,0.72,55.44
2014-08-28,80,72.0,,0.72,57.599999999999994
2014-08-29,100,72.0,,0.72,72.0
2014-08-30,91,72.0,,0.72,65.52
2014-08-31,80,72.0,,0.72,57.599999999999994
2014-09-01,95,72.0,False,0.72,68.39999999999999
2014-09-02,74,72.0,,0.72,53.28
2014-09-03,80,72.0,,0.72,57.599999999999994
2014-09-04,80,72.0,,0.72,57.599999999999994
2014-09-05,98,72.0,,0.72,70.56
2014-09-06,85,72.0,,0.72,61.199999999999996
2014-09-07,91,72.0,,0.72,65.52
2014-09-08,78,72.0,,0.72,56.16
2014-09-09,82,72.0,,0.72,59.04
2014-09-10,79,72.0,,0.72,56.879999999999995
2014-09-11,93,72.0,,0.72,66.96
2014-09-12,98,72.0,,0.72,70.56
2014-09-13,85,72.0,,0.72,61.199999999999996
2014-09-14,78,72.0,,0.72,56.16
2014-09-15,80,72.0,,0.72,57.599999999999994
2014-09-16,86,72.0,,0.72,61.919999999999995
2014-09-17,89,72.0,,0.72,64.08
2014-09-18,90,72.0,,0.72,64.8
2014-09-19,100,72.0,,0.72,72.0
2014-09-20,87,72.0,,0.72,62.64
2014-09-21,79,72.0,,0.72,56.879999999999995
2014-09-22,84,72.0,,0.72,60.48
2014-09-23,95,72.0,,0.72,68.39999999999999
2014-09-24,96,72.0,,0.72,69.12
2014-09-25,97,72.0,,0.72,69.84
2014-09-26,99,72.0,,0.72,71.28
2014-09-27,95,72.0,,0.72,68.39999999999999
2014-09-28,89,72.0,,0.72,64.08
2014-09-29,84,72.0,,0.72,60.48
2014-09-30,85,72.0,,0.72,61.199999999999996
2014-10-01,46,81.0,False,0.81,37.260000000000005
2014-10-02,45,81.0,,0.81,36.45
2014-10-03,53,81.0,,0.81,42.93
2014-10-04,45,81.0,,0.81,36.45
2014-10-05,41,81.0,,0.81,33.21
2014-10-06,38,81.0,,0.81,30.78
2014-10-07,40,81.0,,0.81,32.400000000000006
2014-10-08,45,81.0,,0.81,36.45
2014-10-09,45,81.0,,0.81,36.45
2014-10-10,49,81.0,,0.81,39.690000000000005
2014-10-11,43,81.0,,0.81,34.830000000000005
2014-10-12,44,81.0,,0.81,35.64
2014-10-13,42,81.0,,0.81,34.02
2014-10-14,42,81.0,,0.81,34.02
2014-10-15,44,81.0,,0.81,35.64
2014-10-16,48,81.0,,0.81,38.88
2014-10-17,49,81.0,,0.81,39.690000000000005
2014-10-18,48,81.0,,0.81,38.88
2014-10-19,42,81.0,,0.81,34.02
2014-10-20,42,81.0,,0.81,34.02
2014-10-21,44,81.0,,0.81,35.64
2014-10-22,53,81.0,,0.81,42.93
2014-10-23,55,81.0,,0.81,44.550000000000004
2014-10-24,62,81.0,,0.81,50.220000000000006
2014-10-25,57,81.0,,0.81,46.17
2014-10-26,51,81.0,,0.81,41.31
2014-10-27,46,81.0,,0.81,37.260000000000005
2014-10-28,47,81.0,,0.81,38.07
2014-10-29,48,81.0,,0.81,38.88
2014-10-30,52,81.0,,0.81,42.120000000000005
2014-10-31,100,81.0,,0.81,81.0
2014-11-01,29,88.0,False,0.88,25.52
2014-11-02,25,88.0,,0.88,22.0
2014-11-03,24,88.0,,0.88,21.12
2014-11-04,24,88.0,,0.88,21.12
2014-11-05,25,88.0,,0.88,22.0
2014-11-06,25,88.0,,0.88,22.0
2014-11-07,28,88.0,,0.88,24.64
2014-11-08,25,88.0,,0.88,22.0
2014-11-09,24,88.0,,0.88,21.12
2014-11-10,24,88.0,,0.88,21.12
2014-11-11,34,88.0,,0.88,29.92
2014-11-12,25,88.0,,0.88,22.0
2014-11-13,24,88.0,,0.88,21.12
2014-11-14,28,88.0,,0.88,24.64
2014-11-15,25,88.0,,0.88,22.0
2014-11-16,22,88.0,,0.88,19.36
2014-11-17,22,88.0,,0.88,19.36
2014-11-18,23,88.0,,0.88,20.24
2014-11-19,26,88.0,,0.88,22.88
2014-11-20,26,88.0,,0.88,22.88
2014-11-21,30,88.0,,0.88,26.4
2014-11-22,26,88.0,,0.88,22.88
2014-11-23,24,88.0,,0.88,21.12
2014-11-24,25,88.0,,0.88,22.0
2014-11-25,29,88.0,,0.88,25.52
2014-11-26,37,88.0,,0.88,32.56
2014-11-27,100,88.0,,0.88,88.0
2014-11-28,27,88.0,,0.88,23.76
2014-11-29,23,88.0,,0.88,20.24
2014-11-30,21,88.0,,0.88,18.48
2014-12-01,23,90.0,False,0.9,20.7
2014-12-02,24,90.0,,0.9,21.6
2014-12-03,25,90.0,,0.9,22.5
2014-12-04,26,90.0,,0.9,23.400000000000002
2014-12-05,30,90.0,,0.9,27.0
2014-12-06,26,90.0,,0.9,23.400000000000002
2014-12-07,24,90.0,,0.9,21.6
2014-12-08,25,90.0,,0.9,22.5
2014-12-09,25,90.0,,0.9,22.5
2014-12-10,27,90.0,,0.9,24.3
2014-12-11,30,90.0,,0.9,27.0
2014-12-12,32,90.0,,0.9,28.8
2014-12-13,27,90.0,,0.9,24.3
2014-12-14,26,90.0,,0.9,23.400000000000002
2014-12-15,27,90.0,,0.9,24.3
2014-12-16,32,90.0,,0.9,28.8
2014-12-17,34,90.0,,0.9,30.6
2014-12-18,34,90.0,,0.9,30.6
2014-12-19,36,90.0,,0.9,32.4
2014-12-20,27,90.0,,0.9,24.3
2014-12-21,29,90.0,,0.9,26.1
2014-12-22,29,90.0,,0.9,26.1
2014-12-23,36,90.0,,0.9,32.4
2014-12-24,41,90.0,,0.9,36.9
2014-12-25,40,90.0,,0.9,36.0
2014-12-26,31,90.0,,0.9,27.900000000000002
2014-12-27,28,90.0,,0.9,25.2
2014-12-28,29,90.0,,0.9,26.1
2014-12-29,31,90.0,,0.9,27.900000000000002
2014-12-30,36,90.0,,0.9,32.4
2014-12-31,100,90.0,,0.9,90.0
2015-01-01,100,81.0,False,0.81,81.0
2015-01-02,24,81.0,,0.81,19.44
2015-01-03,19,81.0,,0.81,15.39
2015-01-04,18,81.0,,0.81,14.580000000000002
2015-01-05,19,81.0,,0.81,15.39
2015-01-06,19,81.0,,0.81,15.39
2015-01-07,18,81.0,,0.81,14.580000000000002
2015-01-08,19,81.0,,0.81,15.39
2015-01-09,21,81.0,,0.81,17.01
2015-01-10,18,81.0,,0.81,14.580000000000002
2015-01-11,17,81.0,,0.81,13.770000000000001
2015-01-12,17,81.0,,0.81,13.770000000000001
2015-01-13,19,81.0,,0.81,15.39
2015-01-14,19,81.0,,0.81,15.39
2015-01-15,20,81.0,,0.81,16.200000000000003
2015-01-16,22,81.0,,0.81,17.82
2015-01-17,18,81.0,,0.81,14.580000000000002
2015-01-18,17,81.0,,0.81,13.770000000000001
2015-01-19,17,81.0,,0.81,13.770000000000001
2015-01-20,17,81.0,,0.81,13.770000000000001
2015-01-21,18,81.0,,0.81,14.580000000000002
2015-01-22,18,81.0,,0.81,14.580000000000002
2015-01-23,21,81.0,,0.81,17.01
2015-01-24,18,81.0,,0.81,14.580000000000002
2015-01-25,18,81.0,,0.81,14.580000000000002
2015-01-26,17,81.0,,0.81,13.770000000000001
2015-01-27,18,81.0,,0.81,14.580000000000002
2015-01-28,18,81.0,,0.81,14.580000000000002
2015-01-29,18,81.0,,0.81,14.580000000000002
2015-01-30,20,81.0,,0.81,16.200000000000003
2015-01-31,18,81.0,,0.81,14.580000000000002
2015-02-01,29,82.0,False,0.82,23.779999999999998
2015-02-02,27,82.0,,0.82,22.139999999999997
2015-02-03,28,82.0,,0.82,22.959999999999997
2015-02-04,30,82.0,,0.82,24.599999999999998
2015-02-05,31,82.0,,0.82,25.419999999999998
2015-02-06,36,82.0,,0.82,29.52
2015-02-07,34,82.0,,0.82,27.88
2015-02-08,30,82.0,,0.82,24.599999999999998
2015-02-09,33,82.0,,0.82,27.06
2015-02-10,32,82.0,,0.82,26.24
2015-02-11,34,82.0,,0.82,27.88
2015-02-12,36,82.0,,0.82,29.52
2015-02-13,49,82.0,,0.82,40.18
2015-02-14,100,82.0,,0.82,82.0
2015-02-15,38,82.0,,0.82,31.159999999999997
2015-02-16,29,82.0,,0.82,23.779999999999998
2015-02-17,30,82.0,,0.82,24.599999999999998
2015-02-18,33,82.0,,0.82,27.06
2015-02-19,36,82.0,,0.82,29.52
2015-02-20,35,82.0,,0.82,28.7
2015-02-21,32,82.0,,0.82,26.24
2015-02-22,29,82.0,,0.82,23.779999999999998
2015-02-23,27,82.0,,0.82,22.139999999999997
2015-02-24,29,82.0,,0.82,23.779999999999998
2015-02-25,32,82.0,,0.82,26.24
2015-02-26,30,82.0,,0.82,24.599999999999998
2015-02-27,35,82.0,,0.82,28.7
2015-02-28,31,82.0,,0.82,25.419999999999998
2015-03-01,79,77.0,False,0.77,60.83
2015-03-02,73,77.0,,0.77,56.21
2015-03-03,79,77.0,,0.77,60.83
2015-03-04,81,77.0,,0.77,62.370000000000005
2015-03-05,91,77.0,,0.77,70.07000000000001
2015-03-06,94,77.0,,0.77,72.38
2015-03-07,78,77.0,,0.77,60.06
2015-03-08,77,77.0,,0.77,59.29
2015-03-09,71,77.0,,0.77,54.67
2015-03-10,77,77.0,,0.77,59.29
2015-03-11,77,77.0,,0.77,59.29
2015-03-12,83,77.0,,0.77,63.910000000000004
2015-03-13,92,77.0,,0.77,70.84
2015-03-14,82,77.0,,0.77,63.14
2015-03-15,74,77.0,,0.77,56.980000000000004
2015-03-16,74,77.0,,0.77,56.980000000000004
2015-03-17,96,77.0,,0.77,73.92
2015-03-18,83,77.0,,0.77,63.910000000000004
2015-03-19,82,77.0,,0.77,63.14
2015-03-20,100,77.0,,0.77,77.0
2015-03-21,80,77.0,,0.77,61.6
2015-03-22,77,77.0,,0.77,59.29
2015-03-23,70,77.0,,0.77,53.9
2015-03-24,81,77.0,,0.77,62.370000000000005
2015-03-25,81,77.0,,0.77,62.370000000000005
2015-03-26,87,77.0,,0.77,66.99
2015-03-27,93,77.0,,0.77,71.61
2015-03-28,77,77.0,,0.77,59.29
2015-03-29,77,77.0,,0.77,59.29
2015-03-30,72,77.0,,0.77,55.44
2015-03-31,75,77.0,,0.77,57.75
2015-04-01,36,81.0,False,0.81,29.160000000000004
2015-04-02,37,81.0,,0.81,29.970000000000002
2015-04-03,41,81.0,,0.81,33.21
2015-04-04,38,81.0,,0.81,30.78
2015-04-05,100,81.0,,0.81,81.0
2015-04-06,31,81.0,,0.81,25.110000000000003
2015-04-07,29,81.0,,0.81,23.490000000000002
2015-04-08,29,81.0,,0.81,23.490000000000002
2015-04-09,29,81.0,,0.81,23.490000000000002
2015-04-10,38,81.0,,0.81,30.78
2015-04-11,31,81.0,,0.81,25.110000000000003
2015-04-12,30,81.0,,0.81,24.3
2015-04-13,27,81.0,,0.81,21.87
2015-04-14,30,81.0,,0.81,24.3
2015-04-15,30,81.0,,0.81,24.3
2015-04-16,30,81.0,,0.81,24.3
2015-04-17,34,81.0,,0.81,27.540000000000003
2015-04-18,29,81.0,,0.81,23.490000000000002
2015-04-19,27,81.0,,0.81,21.87
2015-04-20,33,81.0,,0.81,26.73
2015-04-21,32,81.0,,0.81,25.92
2015-04-22,37,81.0,,0.81,29.970000000000002
2015-04-23,35,81.0,,0.81,28.35
2015-04-24,38,81.0,,0.81,30.78
2015-04-25,29,81.0,,0.81,23.490000000000002
2015-04-26,30,81.0,,0.81,24.3
2015-04-27,29,81.0,,0.81,23.490000000000002
2015-04-28,30,81.0,,0.81,24.3
2015-04-29,33,81.0,,0.81,26.73
2015-04-30,32,81.0,,0.81,25.92
2015-05-01,22,94.0,False,0.94,20.68
2015-05-02,16,94.0,,0.94,15.04
2015-05-03,16,94.0,,0.94,15.04
2015-05-04,18,94.0,,0.94,16.919999999999998
2015-05-05,21,94.0,,0.94,19.74
2015-05-06,20,94.0,,0.94,18.799999999999997
2015-05-07,20,94.0,,0.94,18.799999999999997
2015-05-08,24,94.0,,0.94,22.56
2015-05-09,23,94.0,,0.94,21.619999999999997
2015-05-10,100,94.0,,0.94,94.0
2015-05-11,21,94.0,,0.94,19.74
2015-05-12,18,94.0,,0.94,16.919999999999998
2015-05-13,17,94.0,,0.94,15.979999999999999
2015-05-14,18,94.0,,0.94,16.919999999999998
2015-05-15,21,94.0,,0.94,19.74
2015-05-16,17,94.0,,0.94,15.979999999999999
2015-05-17,17,94.0,,0.94,15.979999999999999
2015-05-18,17,94.0,,0.94,15.979999999999999
2015-05-19,18,94.0,,0.94,16.919999999999998
2015-05-20,18,94.0,,0.94,16.919999999999998
2015-05-21,20,94.0,,0.94,18.799999999999997
2015-05-22,21,94.0,,0.94,19.74
2015-05-23,16,94.0,,0.94,15.04
2015-05-24,18,94.0,,0.94,16.919999999999998
2015-05-25,20,94.0,,0.94,18.799999999999997
2015-05-26,17,94.0,,0.94,15.979999999999999
2015-05-27,16,94.0,,0.94,15.04
2015-05-28,18,94.0,,0.94,16.919999999999998
2015-05-29,20,94.0,,0.94,18.799999999999997
2015-05-30,18,94.0,,0.94,16.919999999999998
2015-05-31,17,94.0,,0.94,15.979999999999999
2015-06-01,26,82.0,False,0.82,21.32
2015-06-02,26,82.0,,0.82,21.32
2015-06-03,28,82.0,,0.82,22.959999999999997
2015-06-04,27,82.0,,0.82,22.139999999999997
2015-06-05,31,82.0,,0.82,25.419999999999998
2015-06-06,25,82.0,,0.82,20.5
2015-06-07,24,82.0,,0.82,19.68
2015-06-08,24,82.0,,0.82,19.68
2015-06-09,26,82.0,,0.82,21.32
2015-06-10,27,82.0,,0.82,22.139999999999997
2015-06-11,25,82.0,,0.82,20.5
2015-06-12,26,82.0,,0.82,21.32
2015-06-13,24,82.0,,0.82,19.68
2015-06-14,23,82.0,,0.82,18.86
2015-06-15,22,82.0,,0.82,18.04
2015-06-16,25,82.0,,0.82,20.5
2015-06-17,27,82.0,,0.82,22.139999999999997
2015-06-18,28,82.0,,0.82,22.959999999999997
2015-06-19,29,82.0,,0.82,23.779999999999998
2015-06-20,32,82.0,,0.82,26.24
2015-06-21,100,82.0,,0.82,82.0
2015-06-22,27,82.0,,0.82,22.139999999999997
2015-06-23,23,82.0,,0.82,18.86
2015-06-24,24,82.0,,0.82,19.68
2015-06-25,24,82.0,,0.82,19.68
2015-06-26,26,82.0,,0.82,21.32
2015-06-27,22,82.0,,0.82,18.04
2015-06-28,22,82.0,,0.82,18.04
2015-06-29,22,82.0,,0.82,18.04
2015-06-30,25,82.0,,0.82,20.5
2015-07-01,42,77.0,False,0.77,32.34
2015-07-02,44,77.0,,0.77,33.88
2015-07-03,47,77.0,,0.77,36.19
2015-07-04,100,77.0,,0.77,77.0
2015-07-05,46,77.0,,0.77,35.42
2015-07-06,35,77.0,,0.77,26.95
2015-07-07,39,77.0,,0.77,30.03
2015-07-08,39,77.0,,0.77,30.03
2015-07-09,39,77.0,,0.77,30.03
2015-07-10,45,77.0,,0.77,34.65
2015-07-11,39,77.0,,0.77,30.03
2015-07-12,37,77.0,,0.77,28.490000000000002
2015-07-13,39,77.0,,0.77,30.03
2015-07-14,40,77.0,,0.77,30.8
2015-07-15,39,77.0,,0.77,30.03
2015-07-16,40,77.0,,0.77,30.8
2015-07-17,45,77.0,,0.77,34.65
2015-07-18,38,77.0,,0.77,29.26
2015-07-19,38,77.0,,0.77,29.26
2015-07-20,36,77.0,,0.77,27.72
2015-07-21,37,77.0,,0.77,28.490000000000002
2015-07-22,40,77.0,,0.77,30.8
2015-07-23,39,77.0,,0.77,30.03
2015-07-24,43,77.0,,0.77,33.11
2015-07-25,40,77.0,,0.77,30.8
2015-07-26,37,77.0,,0.77,28.490000000000002
2015-07-27,35,77.0,,0.77,26.95
2015-07-28,35,77.0,,0.77,26.95
2015-07-29,38,77.0,,0.77,29.26
2015-07-30,40,77.0,,0.77,30.8
2015-07-31,42,77.0,,0.77,32.34
2015-08-01,84,73.0,False,0.73,61.32
2015-08-02,89,73.0,,0.73,64.97
2015-08-03,79,73.0,,0.73,57.67
2015-08-04,76,73.0,,0.73,55.48
2015-08-05,87,73.0,,0.73,63.51
2015-08-06,84,73.0,,0.73,61.32
2015-08-07,86,73.0,,0.73,62.78
2015-08-08,84,73.0,,0.73,61.32
2015-08-09,81,73.0,,0.73,59.129999999999995
2015-08-10,74,73.0,,0.73,54.019999999999996
2015-08-11,77,73.0,,0.73,56.21
2015-08-12,83,73.0,,0.73,60.589999999999996
2015-08-13,80,73.0,,0.73,58.4
2015-08-14,88,73.0,,0.73,64.24
2015-08-15,86,73.0,,0.73,62.78
2015-08-16,75,73.0,,0.73,54.75
2015-08-17,74,73.0,,0.73,54.019999999999996
2015-08-18,76,73.0,,0.73,55.48
2015-08-19,82,73.0,,0.73,59.86
2015-08-20,77,73.0,,0.73,56.21
2015-08-21,87,73.0,,0.73,63.51
2015-08-22,82,73.0,,0.73,59.86
2015-08-23,78,73.0,,0.73,56.94
2015-08-24,72,73.0,,0.73,52.56
2015-08-25,76,73.0,,0.73,55.48
2015-08-26,84,73.0,,0.73,61.32
2015-08-27,81,73.0,,0.73,59.129999999999995
2015-08-28,100,73.0,,0.73,73.0
2015-08-29,86,73.0,,0.73,62.78
2015-08-30,81,73.0,,0.73,59.129999999999995
2015-08-31,76,73.0,,0.73,55.48
2015-09-01,72,87.0,False,0.87,62.64
2015-09-02,78,87.0,,0.87,67.86
2015-09-03,76,87.0,,0.87,66.12
2015-09-04,90,87.0,,0.87,78.3
2015-09-05,78,87.0,,0.87,67.86
2015-09-06,71,87.0,,0.87,61.77
2015-09-07,84,87.0,,0.87,73.08
2015-09-08,70,87.0,,0.87,60.9
2015-09-09,78,87.0,,0.87,67.86
2015-09-10,79,87.0,,0.87,68.73
2015-09-11,89,87.0,,0.87,77.42999999999999
2015-09-12,83,87.0,,0.87,72.21
2015-09-13,87,87.0,,0.87,75.69
2015-09-14,77,87.0,,0.87,66.99
2015-09-15,72,87.0,,0.87,62.64
2015-09-16,78,87.0,,0.87,67.86
2015-09-17,77,87.0,,0.87,66.99
2015-09-18,94,87.0,,0.87,81.78
2015-09-19,77,87.0,,0.87,66.99
2015-09-20,73,87.0,,0.87,63.51
2015-09-21,72,87.0,,0.87,62.64
2015-09-22,82,87.0,,0.87,71.34
2015-09-23,94,87.0,,0.87,81.78
2015-09-24,89,87.0,,0.87,77.42999999999999
2015-09-25,100,87.0,,0.87,87.0
2015-09-26,82,87.0,,0.87,71.34
2015-09-27,78,87.0,,0.87,67.86
2015-09-28,75,87.0,,0.87,65.25
2015-09-29,81,87.0,,0.87,70.47
2015-09-30,84,87.0,,0.87,73.08
2015-10-01,60,84.0,False,0.84,50.4
2015-10-02,64,84.0,,0.84,53.76
2015-10-03,53,84.0,,0.84,44.519999999999996
2015-10-04,49,84.0,,0.84,41.16
2015-10-05,50,84.0,,0.84,42.0
2015-10-06,55,84.0,,0.84,46.199999999999996
2015-10-07,56,84.0,,0.84,47.04
2015-10-08,55,84.0,,0.84,46.199999999999996
2015-10-09,63,84.0,,0.84,52.919999999999995
2015-10-10,53,84.0,,0.84,44.519999999999996
2015-10-11,49,84.0,,0.84,41.16
2015-10-12,50,84.0,,0.84,42.0
2015-10-13,54,84.0,,0.84,45.36
2015-10-14,53,84.0,,0.84,44.519999999999996
2015-10-15,57,84.0,,0.84,47.879999999999995
2015-10-16,68,84.0,,0.84,57.12
2015-10-17,54,84.0,,0.84,45.36
2015-10-18,47,84.0,,0.84,39.48
2015-10-19,49,84.0,,0.84,41.16
2015-10-20,53,84.0,,0.84,44.519999999999996
2015-10-21,56,84.0,,0.84,47.04
2015-10-22,56,84.0,,0.84,47.04
2015-10-23,62,84.0,,0.84,52.08
2015-10-24,48,84.0,,0.84,40.32
2015-10-25,48,84.0,,0.84,40.32
2015-10-26,50,84.0,,0.84,42.0
2015-10-27,52,84.0,,0.84,43.68
2015-10-28,53,84.0,,0.84,44.519999999999996
2015-10-29,56,84.0,,0.84,47.04
2015-10-30,67,84.0,,0.84,56.28
2015-10-31,100,84.0,,0.84,84.0
2015-11-01,24,95.0,False,0.95,22.799999999999997
2015-11-02,23,95.0,,0.95,21.849999999999998
2015-11-03,23,95.0,,0.95,21.849999999999998
2015-11-04,24,95.0,,0.95,22.799999999999997
2015-11-05,24,95.0,,0.95,22.799999999999997
2015-11-06,27,95.0,,0.95,25.65
2015-11-07,25,95.0,,0.95,23.75
2015-11-08,21,95.0,,0.95,19.95
2015-11-09,23,95.0,,0.95,21.849999999999998
2015-11-10,30,95.0,,0.95,28.5
2015-11-11,39,95.0,,0.95,37.05
2015-11-12,26,95.0,,0.95,24.7
2015-11-13,29,95.0,,0.95,27.549999999999997
2015-11-14,21,95.0,,0.95,19.95
2015-11-15,21,95.0,,0.95,19.95
2015-11-16,21,95.0,,0.95,19.95
2015-11-17,23,95.0,,0.95,21.849999999999998
2015-11-18,24,95.0,,0.95,22.799999999999997
2015-11-19,25,95.0,,0.95,23.75
2015-11-20,29,95.0,,0.95,27.549999999999997
2015-11-21,24,95.0,,0.95,22.799999999999997
2015-11-22,22,95.0,,0.95,20.9
2015-11-23,25,95.0,,0.95,23.75
2015-11-24,28,95.0,,0.95,26.599999999999998
2015-11-25,38,95.0,,0.95,36.1
2015-11-26,100,95.0,,0.95,95.0
2015-11-27,25,95.0,,0.95,23.75
2015-11-28,21,95.0,,0.95,19.95
2015-11-29,21,95.0,,0.95,19.95
2015-11-30,20,95.0,,0.95,19.0
2015-12-01,26,97.0,False,0.97,25.22
2015-12-02,27,97.0,,0.97,26.189999999999998
2015-12-03,27,97.0,,0.97,26.189999999999998
2015-12-04,30,97.0,,0.97,29.099999999999998
2015-12-05,27,97.0,,0.97,26.189999999999998
2015-12-06,28,97.0,,0.97,27.16
2015-12-07,29,97.0,,0.97,28.13
2015-12-08,28,97.0,,0.97,27.16
2015-12-09,29,97.0,,0.97,28.13
2015-12-10,28,97.0,,0.97,27.16
2015-12-11,32,97.0,,0.97,31.04
2015-12-12,28,97.0,,0.97,27.16
2015-12-13,25,97.0,,0.97,24.25
2015-12-14,26,97.0,,0.97,25.22
2015-12-15,29,97.0,,0.97,28.13
2015-12-16,30,97.0,,0.97,29.099999999999998
2015-12-17,33,97.0,,0.97,32.01
2015-12-18,37,97.0,,0.97,35.89
2015-12-19,28,97.0,,0.97,27.16
2015-12-20,28,97.0,,0.97,27.16
2015-12-21,29,97.0,,0.97,28.13
2015-12-22,33,97.0,,0.97,32.01
2015-12-23,35,97.0,,0.97,33.949999999999996
2015-12-24,35,97.0,,0.97,33.949999999999996
2015-12-25,38,97.0,,0.97,36.86
2015-12-26,29,97.0,,0.97,28.13
2015-12-27,28,97.0,,0.97,27.16
2015-12-28,29,97.0,,0.97,28.13
2015-12-29,31,97.0,,0.97,30.07
2015-12-30,39,97.0,,0.97,37.83
2015-12-31,100,97.0,,0.97,97.0
2016-01-01,100,87.0,False,0.87,87.0
2016-01-02,25,87.0,,0.87,21.75
2016-01-03,19,87.0,,0.87,16.53
2016-01-04,19,87.0,,0.87,16.53
2016-01-05,19,87.0,,0.87,16.53
2016-01-06,20,87.0,,0.87,17.4
2016-01-07,19,87.0,,0.87,16.53
2016-01-08,21,87.0,,0.87,18.27
2016-01-09,20,87.0,,0.87,17.4
2016-01-10,18,87.0,,0.87,15.66
2016-01-11,17,87.0,,0.87,14.79
2016-01-12,18,87.0,,0.87,15.66
2016-01-13,19,87.0,,0.87,16.53
2016-01-14,18,87.0,,0.87,15.66
2016-01-15,21,87.0,,0.87,18.27
2016-01-16,20,87.0,,0.87,17.4
2016-01-17,19,87.0,,0.87,16.53
2016-01-18,19,87.0,,0.87,16.53
2016-01-19,17,87.0,,0.87,14.79
2016-01-20,18,87.0,,0.87,15.66
2016-01-21,19,87.0,,0.87,16.53
2016-01-22,21,87.0,,0.87,18.27
2016-01-23,20,87.0,,0.87,17.4
