date,markets_unscaled,markets_monthly,isPartial,scale,markets
2013-11-19,83,46.0,,0.46,38.18
2013-11-20,81,46.0,,0.46,37.260000000000005
2013-11-21,83,46.0,,0.46,38.18
2013-11-22,78,46.0,,0.46,35.88
2013-11-23,83,46.0,,0.46,38.18
2013-11-24,68,46.0,,0.46,31.28
2013-11-25,80,46.0,,0.46,36.800000000000004
2013-11-26,82,46.0,,0.46,37.72
2013-11-27,74,46.0,,0.46,34.04
2013-11-28,68,46.0,,0.46,31.28
2013-11-29,67,46.0,,0.46,30.82
2013-11-30,59,46.0,,0.46,27.14
2013-12-01,66,41.0,False,0.41,27.06
2013-12-02,91,41.0,,0.41,37.309999999999995
2013-12-03,82,41.0,,0.41,33.62
2013-12-04,91,41.0,,0.41,37.309999999999995
2013-12-05,78,41.0,,0.41,31.979999999999997
2013-12-06,66,41.0,,0.41,27.06
2013-12-07,83,41.0,,0.41,34.03
2013-12-08,72,41.0,,0.41,29.52
2013-12-09,86,41.0,,0.41,35.26
2013-12-10,78,41.0,,0.41,31.979999999999997
2013-12-11,98,41.0,,0.41,40.18
2013-12-12,89,41.0,,0.41,36.489999999999995
2013-12-13,85,41.0,,0.41,34.85
2013-12-14,68,41.0,,0.41,27.88
2013-12-15,58,41.0,,0.41,23.779999999999998
2013-12-16,63,41.0,,0.41,25.83
2013-12-17,100,41.0,,0.41,41.0
2013-12-18,83,41.0,,0.41,34.03
2013-12-19,78,41.0,,0.41,31.979999999999997
2013-12-20,79,41.0,,0.41,32.39
2013-12-21,73,41.0,,0.41,29.93
2013-12-22,72,41.0,,0.41,29.52
2013-12-23,98,41.0,,0.41,40.18
2013-12-24,95,41.0,,0.41,38.949999999999996
2013-12-25,90,41.0,,0.41,36.9
2013-12-26,49,41.0,,0.41,20.09
2013-12-27,84,41.0,,0.41,34.44
2013-12-28,54,41.0,,0.41,22.139999999999997
2013-12-29,76,41.0,,0.41,31.159999999999997
2013-12-30,86,41.0,,0.41,35.26
2013-12-31,79,41.0,,0.41,32.39
2014-01-01,65,46.0,False,0.46,29.900000000000002
2014-01-02,58,46.0,,0.46,26.68
2014-01-03,79,46.0,,0.46,36.34
2014-01-04,57,46.0,,0.46,26.220000000000002
2014-01-05,58,46.0,,0.46,26.68
2014-01-06,67,46.0,,0.46,30.82
2014-01-07,73,46.0,,0.46,33.58
2014-01-08,80,46.0,,0.46,36.800000000000004
2014-01-09,78,46.0,,0.46,35.88
2014-01-10,76,46.0,,0.46,34.96
2014-01-11,64,46.0,,0.46,29.44
2014-01-12,68,46.0,,0.46,31.28
2014-01-13,76,46.0,,0.46,34.96
2014-01-14,85,46.0,,0.46,39.1
2014-01-15,74,46.0,,0.46,34.04
2014-01-16,84,46.0,,0.46,38.64
2014-01-17,84,46.0,,0.46,38.64
2014-01-18,72,46.0,,0.46,33.120000000000005
2014-01-19,73,46.0,,0.46,33.58
2014-01-20,97,46.0,,0.46,44.620000000000005
2014-01-21,71,46.0,,0.46,32.660000000000004
2014-01-22,75,46.0,,0.46,34.5
2014-01-23,84,46.0,,0.46,38.64
2014-01-24,89,46.0,,0.46,40.940000000000005
2014-01-25,77,46.0,,0.46,35.42
2014-01-26,75,46.0,,0.46,34.5
2014-01-27,100,46.0,,0.46,46.0
2014-01-28,93,46.0,,0.46,42.78
2014-01-29,80,46.0,,0.46,36.800000000000004
2014-01-30,78,46.0,,0.46,35.88
2014-01-31,95,46.0,,0.46,43.7
2014-02-01,70,48.0,False,0.48,33.6
2014-02-02,71,48.0,,0.48,34.08
2014-02-03,81,48.0,,0.48,38.879999999999995
2014-02-04,97,48.0,,0.48,46.559999999999995
2014-02-05,100,48.0,,0.48,48.0
2014-02-06,85,48.0,,0.48,40.8
2014-02-07,75,48.0,,0.48,36.0
2014-02-08,70,48.0,,0.48,33.6
2014-02-09,62,48.0,,0.48,29.759999999999998
2014-02-10,81,48.0,,0.48,38.879999999999995
2014-02-11,84,48.0,,0.48,40.32
2014-02-12,82,48.0,,0.48,39.36
2014-02-13,71,48.0,,0.48,34.08
2014-02-14,87,48.0,,0.48,41.76
2014-02-15,74,48.0,,0.48,35.519999999999996
2014-02-16,86,48.0,,0.48,41.28
2014-02-17,82,48.0,,0.48,39.36
2014-02-18,69,48.0,,0.48,33.12
2014-02-19,82,48.0,,0.48,39.36
2014-02-20,80,48.0,,0.48,38.4
2014-02-21,70,48.0,,0.48,33.6
2014-02-22,74,48.0,,0.48,35.519999999999996
2014-02-23,78,48.0,,0.48,37.44
2014-02-24,71,48.0,,0.48,34.08
2014-02-25,91,48.0,,0.48,43.68
2014-02-26,85,48.0,,0.48,40.8
2014-02-27,96,48.0,,0.48,46.08
2014-02-28,82,48.0,,0.48,39.36
2014-03-01,74,47.0,False,0.47,34.78
2014-03-02,83,47.0,,0.47,39.01
2014-03-03,89,47.0,,0.47,41.83
2014-03-04,100,47.0,,0.47,47.0
2014-03-05,89,47.0,,0.47,41.83
2014-03-06,86,47.0,,0.47,40.419999999999995
2014-03-07,95,47.0,,0.47,44.65
2014-03-08,88,47.0,,0.47,41.36
2014-03-09,87,47.0,,0.47,40.89
2014-03-10,89,47.0,,0.47,41.83
2014-03-11,92,47.0,,0.47,43.239999999999995
2014-03-12,87,47.0,,0.47,40.89
2014-03-13,74,47.0,,0.47,34.78
2014-03-14,93,47.0,,0.47,43.71
2014-03-15,91,47.0,,0.47,42.769999999999996
2014-03-16,88,47.0,,0.47,41.36
2014-03-17,85,47.0,,0.47,39.949999999999996
2014-03-18,77,47.0,,0.47,36.19
2014-03-19,92,47.0,,0.47,43.239999999999995
2014-03-20,90,47.0,,0.47,42.3
2014-03-21,76,47.0,,0.47,35.72
2014-03-22,87,47.0,,0.47,40.89
2014-03-23,90,47.0,,0.47,42.3
2014-03-24,94,47.0,,0.47,44.18
2014-03-25,88,47.0,,0.47,41.36
2014-03-26,95,47.0,,0.47,44.65
2014-03-27,94,47.0,,0.47,44.18
2014-03-28,76,47.0,,0.47,35.72
2014-03-29,78,47.0,,0.47,36.66
2014-03-30,72,47.0,,0.47,33.839999999999996
2014-03-31,92,47.0,,0.47,43.239999999999995
2014-04-01,81,51.0,False,0.51,41.31
2014-04-02,74,51.0,,0.51,37.74
2014-04-03,81,51.0,,0.51,41.31
2014-04-04,79,51.0,,0.51,40.29
2014-04-05,70,51.0,,0.51,35.7
2014-04-06,78,51.0,,0.51,39.78
2014-04-07,79,51.0,,0.51,40.29
2014-04-08,77,51.0,,0.51,39.27
2014-04-09,69,51.0,,0.51,35.19
2014-04-10,86,51.0,,0.51,43.86
2014-04-11,85,51.0,,0.51,43.35
2014-04-12,73,51.0,,0.51,37.230000000000004
2014-04-13,71,51.0,,0.51,36.21
2014-04-14,77,51.0,,0.51,39.27
2014-04-15,85,51.0,,0.51,43.35
2014-04-16,77,51.0,,0.51,39.27
2014-04-17,89,51.0,,0.51,45.39
2014-04-18,100,51.0,,0.51,51.0
2014-04-19,79,51.0,,0.51,40.29
2014-04-20,87,51.0,,0.51,44.37
2014-04-21,79,51.0,,0.51,40.29
2014-04-22,72,51.0,,0.51,36.72
2014-04-23,82,51.0,,0.51,41.82
2014-04-24,75,51.0,,0.51,38.25
2014-04-25,74,51.0,,0.51,37.74
2014-04-26,76,51.0,,0.51,38.76
2014-04-27,71,51.0,,0.51,36.21
2014-04-28,78,51.0,,0.51,39.78
2014-04-29,64,51.0,,0.51,32.64
2014-04-30,73,51.0,,0.51,37.230000000000004
2014-05-01,100,50.0,False,0.5,50.0
2014-05-02,75,50.0,,0.5,37.5
2014-05-03,77,50.0,,0.5,38.5
2014-05-04,82,50.0,,0.5,41.0
2014-05-05,79,50.0,,0.5,39.5
2014-05-06,79,50.0,,0.5,39.5
2014-05-07,85,50.0,,0.5,42.5
2014-05-08,80,50.0,,0.5,40.0
2014-05-09,93,50.0,,0.5,46.5
2014-05-10,83,50.0,,0.5,41.5
2014-05-11,78,50.0,,0.5,39.0
2014-05-12,85,50.0,,0.5,42.5
2014-05-13,75,50.0,,0.5,37.5
2014-05-14,78,50.0,,0.5,39.0
2014-05-15,80,50.0,,0.5,40.0
2014-05-16,76,50.0,,0.5,38.0
2014-05-17,85,50.0,,0.5,42.5
2014-05-18,81,50.0,,0.5,40.5
2014-05-19,87,50.0,,0.5,43.5
2014-05-20,91,50.0,,0.5,45.5
2014-05-21,89,50.0,,0.5,44.5
2014-05-22,78,50.0,,0.5,39.0
2014-05-23,84,50.0,,0.5,42.0
2014-05-24,92,50.0,,0.5,46.0
2014-05-25,96,50.0,,0.5,48.0
2014-05-26,74,50.0,,0.5,37.0
2014-05-27,68,50.0,,0.5,34.0
2014-05-28,81,50.0,,0.5,40.5
2014-05-29,89,50.0,,0.5,44.5
2014-05-30,81,50.0,,0.5,40.5
2014-05-31,75,50.0,,0.5,37.5
2014-06-01,88,51.0,False,0.51,44.88
2014-06-02,91,51.0,,0.51,46.410000000000004
2014-06-03,83,51.0,,0.51,42.33
2014-06-04,78,51.0,,0.51,39.78
2014-06-05,82,51.0,,0.51,41.82
2014-06-06,70,51.0,,0.51,35.7
2014-06-07,81,51.0,,0.51,41.31
2014-06-08,77,51.0,,0.51,39.27
2014-06-09,90,51.0,,0.51,45.9
2014-06-10,90,51.0,,0.51,45.9
2014-06-11,86,51.0,,0.51,43.86
2014-06-12,80,51.0,,0.51,40.8
2014-06-13,91,51.0,,0.51,46.410000000000004
2014-06-14,90,51.0,,0.51,45.9
2014-06-15,79,51.0,,0.51,40.29
2014-06-16,82,51.0,,0.51,41.82
2014-06-17,79,51.0,,0.51,40.29
2014-06-18,94,51.0,,0.51,47.94
2014-06-19,80,51.0,,0.51,40.8
2014-06-20,96,51.0,,0.51,48.96
2014-06-21,83,51.0,,0.51,42.33
2014-06-22,92,51.0,,0.51,46.92
2014-06-23,87,51.0,,0.51,44.37
2014-06-24,73,51.0,,0.51,37.230000000000004
2014-06-25,86,51.0,,0.51,43.86
2014-06-26,78,51.0,,0.51,39.78
2014-06-27,88,51.0,,0.51,44.88
2014-06-28,100,51.0,,0.51,51.0
2014-06-29,85,51.0,,0.51,43.35
2014-06-30,90,51.0,,0.51,45.9
2014-07-01,74,53.0,False,0.53,39.22
2014-07-02,67,53.0,,0.53,35.510000000000005
2014-07-03,86,53.0,,0.53,45.580000000000005
2014-07-04,79,53.0,,0.53,41.870000000000005
2014-07-05,100,53.0,,0.53,53.0
2014-07-06,88,53.0,,0.53,46.64
2014-07-07,71,53.0,,0.53,37.63
2014-07-08,71,53.0,,0.53,37.63
2014-07-09,79,53.0,,0.53,41.870000000000005
2014-07-10,88,53.0,,0.53,46.64
2014-07-11,91,53.0,,0.53,48.230000000000004
2014-07-12,77,53.0,,0.53,40.81
2014-07-13,76,53.0,,0.53,40.28
2014-07-14,79,53.0,,0.53,41.870000000000005
2014-07-15,74,53.0,,0.53,39.22
2014-07-16,78,53.0,,0.53,41.34
2014-07-17,73,53.0,,0.53,38.690000000000005
2014-07-18,94,53.0,,0.53,49.82
2014-07-19,95,53.0,,0.53,50.35
2014-07-20,88,53.0,,0.53,46.64
2014-07-21,67,53.0,,0.53,35.510000000000005
2014-07-22,84,53.0,,0.53,44.52
2014-07-23,86,53.0,,0.53,45.580000000000005
2014-07-24,81,53.0,,0.53,42.93
2014-07-25,72,53.0,,0.53,38.160000000000004
2014-07-26,98,53.0,,0.53,51.940000000000005
2014-07-27,80,53.0,,0.53,42.400000000000006
2014-07-28,74,53.0,,0.53,39.22
2014-07-29,78,53.0,,0.53,41.34
2014-07-30,76,53.0,,0.53,40.28
2014-07-31,78,53.0,,0.53,41.34
2014-08-01,100,49.0,False,0.49,49.0
2014-08-02,77,49.0,,0.49,37.73
2014-08-03,85,49.0,,0.49,41.65
2014-08-04,73,49.0,,0.49,35.769999999999996
2014-08-05,75,49.0,,0.49,36.75
2014-08-06,75,49.0,,0.49,36.75
2014-08-07,74,49.0,,0.49,36.26
2014-08-08,63,49.0,,0.49,30.87
2014-08-09,81,49.0,,0.49,39.69
2014-08-10,92,49.0,,0.49,45.08
2014-08-11,62,49.0,,0.49,30.38
2014-08-12,69,49.0,,0.49,33.81
2014-08-13,82,49.0,,0.49,40.18
2014-08-14,76,49.0,,0.49,37.24
2014-08-15,70,49.0,,0.49,34.3
2014-08-16,79,49.0,,0.49,38.71
2014-08-17,84,49.0,,0.49,41.16
2014-08-18,71,49.0,,0.49,34.79
2014-08-19,84,49.0,,0.49,41.16
2014-08-20,82,49.0,,0.49,40.18
2014-08-21,64,49.0,,0.49,31.36
2014-08-22,59,49.0,,0.49,28.91
2014-08-23,90,49.0,,0.49,44.1
2014-08-24,73,49.0,,0.49,35.769999999999996
2014-08-25,61,49.0,,0.49,29.89
2014-08-26,82,49.0,,0.49,40.18
2014-08-27,82,49.0,,0.49,40.18
2014-08-28,75,49.0,,0.49,36.75
2014-08-29,65,49.0,,0.49,31.849999999999998
2014-08-30,96,49.0,,0.49,47.04
2014-08-31,89,49.0,,0.49,43.61
2014-09-01,90,49.0,False,0.49,44.1
2014-09-02,77,49.0,,0.49,37.73
2014-09-03,86,49.0,,0.49,42.14
2014-09-04,85,49.0,,0.49,41.65
2014-09-05,84,49.0,,0.49,41.16
2014-09-06,86,49.0,,0.49,42.14
2014-09-07,91,49.0,,0.49,44.589999999999996
2014-09-08,83,49.0,,0.49,40.67
2014-09-09,83,49.0,,0.49,40.67
2014-09-10,87,49.0,,0.49,42.63
2014-09-11,87,49.0,,0.49,42.63
2014-09-12,99,49.0,,0.49,48.51
2014-09-13,88,49.0,,0.49,43.12
2014-09-14,73,49.0,,0.49,35.769999999999996
2014-09-15,83,49.0,,0.49,40.67
2014-09-16,100,49.0,,0.49,49.0
2014-09-17,94,49.0,,0.49,46.06
2014-09-18,83,49.0,,0.49,40.67
2014-09-19,97,49.0,,0.49,47.53
2014-09-20,84,49.0,,0.49,41.16
2014-09-21,96,49.0,,0.49,47.04
2014-09-22,78,49.0,,0.49,38.22
2014-09-23,85,49.0,,0.49,41.65
2014-09-24,85,49.0,,0.49,41.65
2014-09-25,100,49.0,,0.49,49.0
2014-09-26,97,49.0,,0.49,47.53
2014-09-27,78,49.0,,0.49,38.22
2014-09-28,88,49.0,,0.49,43.12
2014-09-29,94,49.0,,0.49,46.06
2014-09-30,92,49.0,,0.49,45.08
2014-10-01,83,49.0,False,0.49,40.67
2014-10-02,82,49.0,,0.49,40.18
2014-10-03,79,49.0,,0.49,38.71
2014-10-04,74,49.0,,0.49,36.26
2014-10-05,58,49.0,,0.49,28.419999999999998
2014-10-06,100,49.0,,0.49,49.0
2014-10-07,92,49.0,,0.49,45.08
2014-10-08,85,49.0,,0.49,41.65
2014-10-09,85,49.0,,0.49,41.65
2014-10-10,97,49.0,,0.49,47.53
2014-10-11,57,49.0,,0.49,27.93
2014-10-12,86,49.0,,0.49,42.14
2014-10-13,78,49.0,,0.49,38.22
2014-10-14,78,49.0,,0.49,38.22
2014-10-15,89,49.0,,0.49,43.61
2014-10-16,97,49.0,,0.49,47.53
2014-10-17,81,49.0,,0.49,39.69
2014-10-18,76,49.0,,0.49,37.24
2014-10-19,75,49.0,,0.49,36.75
2014-10-20,79,49.0,,0.49,38.71
2014-10-21,96,49.0,,0.49,47.04
2014-10-22,76,49.0,,0.49,37.24
2014-10-23,82,49.0,,0.49,40.18
2014-10-24,78,49.0,,0.49,38.22
2014-10-25,81,49.0,,0.49,39.69
2014-10-26,89,49.0,,0.49,43.61
2014-10-27,68,49.0,,0.49,33.32
2014-10-28,79,49.0,,0.49,38.71
2014-10-29,75,49.0,,0.49,36.75
2014-10-30,62,49.0,,0.49,30.38
2014-10-31,79,49.0,,0.49,38.71
2014-11-01,67,47.0,False,0.47,31.49
2014-11-02,70,47.0,,0.47,32.9
2014-11-03,99,47.0,,0.47,46.529999999999994
2014-11-04,100,47.0,,0.47,47.0
2014-11-05,76,47.0,,0.47,35.72
2014-11-06,83,47.0,,0.47,39.01
2014-11-07,78,47.0,,0.47,36.66
2014-11-08,61,47.0,,0.47,28.669999999999998
2014-11-09,78,47.0,,0.47,36.66
2014-11-10,76,47.0,,0.47,35.72
2014-11-11,84,47.0,,0.47,39.48
2014-11-12,94,47.0,,0.47,44.18
2014-11-13,86,47.0,,0.47,40.419999999999995
2014-11-14,93,47.0,,0.47,43.71
2014-11-15,67,47.0,,0.47,31.49
2014-11-16,75,47.0,,0.47,35.25
2014-11-17,94,47.0,,0.47,44.18
2014-11-18,79,47.0,,0.47,37.129999999999995
2014-11-19,67,47.0,,0.47,31.49
2014-11-20,83,47.0,,0.47,39.01
2014-11-21,84,47.0,,0.47,39.48
2014-11-22,80,47.0,,0.47,37.599999999999994
2014-11-23,72,47.0,,0.47,33.839999999999996
2014-11-24,84,47.0,,0.47,39.48
2014-11-25,86,47.0,,0.47,40.419999999999995
2014-11-26,68,47.0,,0.47,31.959999999999997
2014-11-27,64,47.0,,0.47,30.08
2014-11-28,59,47.0,,0.47,27.729999999999997
2014-11-29,54,47.0,,0.47,25.38
2014-11-30,58,47.0,,0.47,27.259999999999998
2014-12-01,77,45.0,False,0.45,34.65
2014-12-02,85,45.0,,0.45,38.25
2014-12-03,75,45.0,,0.45,33.75
2014-12-04,82,45.0,,0.45,36.9
2014-12-05,79,45.0,,0.45,35.550000000000004
2014-12-06,74,45.0,,0.45,33.300000000000004
2014-12-07,59,45.0,,0.45,26.55
2014-12-08,93,45.0,,0.45,41.85
2014-12-09,87,45.0,,0.45,39.15
2014-12-10,83,45.0,,0.45,37.35
2014-12-11,81,45.0,,0.45,36.45
2014-12-12,82,45.0,,0.45,36.9
2014-12-13,88,45.0,,0.45,39.6
2014-12-14,83,45.0,,0.45,37.35
2014-12-15,97,45.0,,0.45,43.65
2014-12-16,91,45.0,,0.45,40.95
2014-12-17,79,45.0,,0.45,35.550000000000004
2014-12-18,91,45.0,,0.45,40.95
2014-12-19,92,45.0,,0.45,41.4
2014-12-20,80,45.0,,0.45,36.0
2014-12-21,78,45.0,,0.45,35.1
2014-12-22,82,45.0,,0.45,36.9
2014-12-23,96,45.0,,0.45,43.2
2014-12-24,100,45.0,,0.45,45.0
2014-12-25,91,45.0,,0.45,40.95
2014-12-26,85,45.0,,0.45,38.25
2014-12-27,65,45.0,,0.45,29.25
2014-12-28,67,45.0,,0.45,30.150000000000002
2014-12-29,82,45.0,,0.45,36.9
2014-12-30,85,45.0,,0.45,38.25
2014-12-31,93,45.0,,0.45,41.85
2015-01-01,81,45.0,False,0.45,36.45
2015-01-02,82,45.0,,0.45,36.9
2015-01-03,70,45.0,,0.45,31.5
2015-01-04,69,45.0,,0.45,31.05
2015-01-05,89,45.0,,0.45,40.050000000000004
2015-01-06,81,45.0,,0.45,36.45
2015-01-07,90,45.0,,0.45,40.5
2015-01-08,74,45.0,,0.45,33.300000000000004
2015-01-09,94,45.0,,0.45,42.300000000000004
2015-01-10,64,45.0,,0.45,28.8
2015-01-11,61,45.0,,0.45,27.45
2015-01-12,80,45.0,,0.45,36.0
2015-01-13,84,45.0,,0.45,37.800000000000004
2015-01-14,79,45.0,,0.45,35.550000000000004
2015-01-15,73,45.0,,0.45,32.85
2015-01-16,91,45.0,,0.45,40.95
2015-01-17,88,45.0,,0.45,39.6
2015-01-18,79,45.0,,0.45,35.550000000000004
2015-01-19,86,45.0,,0.45,38.7
2015-01-20,86,45.0,,0.45,38.7
2015-01-21,90,45.0,,0.45,40.5
2015-01-22,100,45.0,,0.45,45.0
2015-01-23,84,45.0,,0.45,37.800000000000004
2015-01-24,73,45.0,,0.45,32.85
2015-01-25,88,45.0,,0.45,39.6
2015-01-26,76,45.0,,0.45,34.2
2015-01-27,87,45.0,,0.45,39.15
2015-01-28,90,45.0,,0.45,40.5
2015-01-29,84,45.0,,0.45,37.800000000000004
2015-01-30,89,45.0,,0.45,40.050000000000004
2015-01-31,88,45.0,,0.45,39.6
2015-02-01,53,45.0,False,0.45,23.85
2015-02-02,73,45.0,,0.45,32.85
2015-02-03,100,45.0,,0.45,45.0
2015-02-04,87,45.0,,0.45,39.15
2015-02-05,77,45.0,,0.45,34.65
2015-02-06,84,45.0,,0.45,37.800000000000004
2015-02-07,72,45.0,,0.45,32.4
2015-02-08,79,45.0,,0.45,35.550000000000004
2015-02-09,88,45.0,,0.45,39.6
2015-02-10,67,45.0,,0.45,30.150000000000002
2015-02-11,96,45.0,,0.45,43.2
2015-02-12,71,45.0,,0.45,31.95
2015-02-13,86,45.0,,0.45,38.7
2015-02-14,65,45.0,,0.45,29.25
2015-02-15,77,45.0,,0.45,34.65
2015-02-16,88,45.0,,0.45,39.6
2015-02-17,84,45.0,,0.45,37.800000000000004
2015-02-18,85,45.0,,0.45,38.25
2015-02-19,83,45.0,,0.45,37.35
2015-02-20,60,45.0,,0.45,27.0
2015-02-21,60,45.0,,0.45,27.0
2015-02-22,79,45.0,,0.45,35.550000000000004
2015-02-23,69,45.0,,0.45,31.05
2015-02-24,75,45.0,,0.45,33.75
2015-02-25,88,45.0,,0.45,39.6
2015-02-26,89,45.0,,0.45,40.050000000000004
2015-02-27,64,45.0,,0.45,28.8
2015-02-28,51,45.0,,0.45,22.95
2015-03-01,65,47.0,False,0.47,30.549999999999997
2015-03-02,79,47.0,,0.47,37.129999999999995
2015-03-03,90,47.0,,0.47,42.3
2015-03-04,90,47.0,,0.47,42.3
2015-03-05,87,47.0,,0.47,40.89
2015-03-06,89,47.0,,0.47,41.83
2015-03-07,83,47.0,,0.47,39.01
2015-03-08,88,47.0,,0.47,41.36
2015-03-09,88,47.0,,0.47,41.36
2015-03-10,96,47.0,,0.47,45.12
2015-03-11,99,47.0,,0.47,46.529999999999994
2015-03-12,90,47.0,,0.47,42.3
2015-03-13,92,47.0,,0.47,43.239999999999995
2015-03-14,81,47.0,,0.47,38.07
2015-03-15,92,47.0,,0.47,43.239999999999995
2015-03-16,90,47.0,,0.47,42.3
2015-03-17,90,47.0,,0.47,42.3
2015-03-18,88,47.0,,0.47,41.36
2015-03-19,70,47.0,,0.47,32.9
2015-03-20,79,47.0,,0.47,37.129999999999995
2015-03-21,74,47.0,,0.47,34.78
2015-03-22,100,47.0,,0.47,47.0
2015-03-23,85,47.0,,0.47,39.949999999999996
2015-03-24,93,47.0,,0.47,43.71
2015-03-25,96,47.0,,0.47,45.12
2015-03-26,92,47.0,,0.47,43.239999999999995
2015-03-27,83,47.0,,0.47,39.01
2015-03-28,86,47.0,,0.47,40.419999999999995
2015-03-29,83,47.0,,0.47,39.01
2015-03-30,98,47.0,,0.47,46.059999999999995
2015-03-31,97,47.0,,0.47,45.589999999999996
2015-04-01,85,51.0,False,0.51,43.35
2015-04-02,84,51.0,,0.51,42.84
2015-04-03,100,51.0,,0.51,51.0
2015-04-04,82,51.0,,0.51,41.82
2015-04-05,89,51.0,,0.51,45.39
2015-04-06,74,51.0,,0.51,37.74
2015-04-07,77,51.0,,0.51,39.27
2015-04-08,78,51.0,,0.51,39.78
2015-04-09,82,51.0,,0.51,41.82
2015-04-10,73,51.0,,0.51,37.230000000000004
2015-04-11,74,51.0,,0.51,37.74
2015-04-12,75,51.0,,0.51,38.25
2015-04-13,57,51.0,,0.51,29.07
2015-04-14,82,51.0,,0.51,41.82
2015-04-15,69,51.0,,0.51,35.19
2015-04-16,73,51.0,,0.51,37.230000000000004
2015-04-17,72,51.0,,0.51,36.72
2015-04-18,80,51.0,,0.51,40.8
2015-04-19,78,51.0,,0.51,39.78
2015-04-20,84,51.0,,0.51,42.84
2015-04-21,79,51.0,,0.51,40.29
2015-04-22,81,51.0,,0.51,41.31
2015-04-23,81,51.0,,0.51,41.31
2015-04-24,74,51.0,,0.51,37.74
2015-04-25,77,51.0,,0.51,39.27
2015-04-26,88,51.0,,0.51,44.88
2015-04-27,79,51.0,,0.51,40.29
2015-04-28,76,51.0,,0.51,38.76
2015-04-29,74,51.0,,0.51,37.74
2015-04-30,82,51.0,,0.51,41.82
2015-05-01,86,50.0,False,0.5,43.0
2015-05-02,68,50.0,,0.5,34.0
2015-05-03,66,50.0,,0.5,33.0
2015-05-04,66,50.0,,0.5,33.0
2015-05-05,77,50.0,,0.5,38.5
2015-05-06,75,50.0,,0.5,37.5
2015-05-07,70,50.0,,0.5,35.0
2015-05-08,87,50.0,,0.5,43.5
2015-05-09,73,50.0,,0.5,36.5
2015-05-10,73,50.0,,0.5,36.5
2015-05-11,70,50.0,,0.5,35.0
2015-05-12,66,50.0,,0.5,33.0
2015-05-13,76,50.0,,0.5,38.0
2015-05-14,67,50.0,,0.5,33.5
2015-05-15,77,50.0,,0.5,38.5
2015-05-16,65,50.0,,0.5,32.5
2015-05-17,84,50.0,,0.5,42.0
2015-05-18,76,50.0,,0.5,38.0
2015-05-19,77,50.0,,0.5,38.5
2015-05-20,68,50.0,,0.5,34.0
2015-05-21,75,50.0,,0.5,37.5
2015-05-22,81,50.0,,0.5,40.5
2015-05-23,100,50.0,,0.5,50.0
2015-05-24,73,50.0,,0.5,36.5
2015-05-25,82,50.0,,0.5,41.0
2015-05-26,78,50.0,,0.5,39.0
2015-05-27,75,50.0,,0.5,37.5
2015-05-28,69,50.0,,0.5,34.5
2015-05-29,63,50.0,,0.5,31.5
2015-05-30,78,50.0,,0.5,39.0
2015-05-31,80,50.0,,0.5,40.0
2015-06-01,63,52.0,False,0.52,32.76
2015-06-02,66,52.0,,0.52,34.32
2015-06-03,61,52.0,,0.52,31.720000000000002
2015-06-04,59,52.0,,0.52,30.68
2015-06-05,77,52.0,,0.52,40.04
2015-06-06,63,52.0,,0.52,32.76
2015-06-07,63,52.0,,0.52,32.76
2015-06-08,59,52.0,,0.52,30.68
2015-06-09,73,52.0,,0.52,37.96
2015-06-10,67,52.0,,0.52,34.84
2015-06-11,62,52.0,,0.52,32.24
2015-06-12,63,52.0,,0.52,32.76
2015-06-13,70,52.0,,0.52,36.4
2015-06-14,77,52.0,,0.52,40.04
2015-06-15,56,52.0,,0.52,29.12
2015-06-16,65,52.0,,0.52,33.800000000000004
2015-06-17,60,52.0,,0.52,31.200000000000003
2015-06-18,71,52.0,,0.52,36.92
2015-06-19,74,52.0,,0.52,38.480000000000004
2015-06-20,74,52.0,,0.52,38.480000000000004
2015-06-21,57,52.0,,0.52,29.64
2015-06-22,67,52.0,,0.52,34.84
2015-06-23,57,52.0,,0.52,29.64
2015-06-24,64,52.0,,0.52,33.28
2015-06-25,77,52.0,,0.52,40.04
2015-06-26,69,52.0,,0.52,35.88
2015-06-27,72,52.0,,0.52,37.44
2015-06-28,100,52.0,,0.52,52.0
2015-06-29,76,52.0,,0.52,39.52
2015-06-30,82,52.0,,0.52,42.64
2015-07-01,71,58.0,False,0.58,41.18
2015-07-02,90,58.0,,0.58,52.199999999999996
2015-07-03,69,58.0,,0.58,40.019999999999996
2015-07-04,87,58.0,,0.58,50.459999999999994
2015-07-05,100,58.0,,0.58,57.99999999999999
2015-07-06,80,58.0,,0.58,46.4
2015-07-07,77,58.0,,0.58,44.66
2015-07-08,95,58.0,,0.58,55.099999999999994
2015-07-09,93,58.0,,0.58,53.94
2015-07-10,70,58.0,,0.58,40.599999999999994
2015-07-11,93,58.0,,0.58,53.94
2015-07-12,83,58.0,,0.58,48.13999999999999
2015-07-13,70,58.0,,0.58,40.599999999999994
2015-07-14,79,58.0,,0.58,45.82
2015-07-15,83,58.0,,0.58,48.13999999999999
2015-07-16,69,58.0,,0.58,40.019999999999996
2015-07-17,80,58.0,,0.58,46.4
2015-07-18,90,58.0,,0.58,52.199999999999996
2015-07-19,73,58.0,,0.58,42.339999999999996
2015-07-20,76,58.0,,0.58,44.08
2015-07-21,66,58.0,,0.58,38.279999999999994
2015-07-22,78,58.0,,0.58,45.239999999999995
2015-07-23,84,58.0,,0.58,48.72
