date,markets_unscaled,markets_monthly,isPartial,scale,markets
2015-07-24,70,58.0,,0.58,40.599999999999994
2015-07-25,78,58.0,,0.58,45.239999999999995
2015-07-26,80,58.0,,0.58,46.4
2015-07-27,74,58.0,,0.58,42.919999999999995
2015-07-28,74,58.0,,0.58,42.919999999999995
2015-07-29,70,58.0,,0.58,40.599999999999994
2015-07-30,69,58.0,,0.58,40.019999999999996
2015-07-31,79,58.0,,0.58,45.82
2015-08-01,48,61.0,False,0.61,29.28
2015-08-02,39,61.0,,0.61,23.79
2015-08-03,40,61.0,,0.61,24.4
2015-08-04,42,61.0,,0.61,25.62
2015-08-05,40,61.0,,0.61,24.4
2015-08-06,38,61.0,,0.61,23.18
2015-08-07,45,61.0,,0.61,27.45
2015-08-08,47,61.0,,0.61,28.669999999999998
2015-08-09,43,61.0,,0.61,26.23
2015-08-10,37,61.0,,0.61,22.57
2015-08-11,45,61.0,,0.61,27.45
2015-08-12,49,61.0,,0.61,29.89
2015-08-13,42,61.0,,0.61,25.62
2015-08-14,45,61.0,,0.61,27.45
2015-08-15,42,61.0,,0.61,25.62
2015-08-16,41,61.0,,0.61,25.009999999999998
2015-08-17,43,61.0,,0.61,26.23
2015-08-18,48,61.0,,0.61,29.28
2015-08-19,50,61.0,,0.61,30.5
2015-08-20,52,61.0,,0.61,31.72
2015-08-21,57,61.0,,0.61,34.769999999999996
2015-08-22,49,61.0,,0.61,29.89
2015-08-23,57,61.0,,0.61,34.769999999999996
2015-08-24,100,61.0,,0.61,61.0
2015-08-25,88,61.0,,0.61,53.68
2015-08-26,80,61.0,,0.61,48.8
2015-08-27,60,61.0,,0.61,36.6
2015-08-28,56,61.0,,0.61,34.16
2015-08-29,45,61.0,,0.61,27.45
2015-08-30,43,61.0,,0.61,26.23
2015-08-31,49,61.0,,0.61,29.89
2015-09-01,89,57.0,False,0.57,50.73
2015-09-02,100,57.0,,0.57,56.99999999999999
2015-09-03,74,57.0,,0.57,42.18
2015-09-04,84,57.0,,0.57,47.879999999999995
2015-09-05,86,57.0,,0.57,49.019999999999996
2015-09-06,78,57.0,,0.57,44.459999999999994
2015-09-07,88,57.0,,0.57,50.16
2015-09-08,86,57.0,,0.57,49.019999999999996
2015-09-09,76,57.0,,0.57,43.31999999999999
2015-09-10,79,57.0,,0.57,45.029999999999994
2015-09-11,70,57.0,,0.57,39.9
2015-09-12,71,57.0,,0.57,40.47
2015-09-13,74,57.0,,0.57,42.18
2015-09-14,81,57.0,,0.57,46.169999999999995
2015-09-15,73,57.0,,0.57,41.61
2015-09-16,82,57.0,,0.57,46.739999999999995
2015-09-17,64,57.0,,0.57,36.48
2015-09-18,70,57.0,,0.57,39.9
2015-09-19,67,57.0,,0.57,38.19
2015-09-20,73,57.0,,0.57,41.61
2015-09-21,83,57.0,,0.57,47.309999999999995
2015-09-22,84,57.0,,0.57,47.879999999999995
2015-09-23,78,57.0,,0.57,44.459999999999994
2015-09-24,81,57.0,,0.57,46.169999999999995
2015-09-25,75,57.0,,0.57,42.74999999999999
2015-09-26,64,57.0,,0.57,36.48
2015-09-27,53,57.0,,0.57,30.209999999999997
2015-09-28,79,57.0,,0.57,45.029999999999994
2015-09-29,91,57.0,,0.57,51.87
2015-09-30,75,57.0,,0.57,42.74999999999999
2015-10-01,60,52.0,False,0.52,31.200000000000003
2015-10-02,61,52.0,,0.52,31.720000000000002
2015-10-03,63,52.0,,0.52,32.76
2015-10-04,76,52.0,,0.52,39.52
2015-10-05,88,52.0,,0.52,45.760000000000005
2015-10-06,73,52.0,,0.52,37.96
2015-10-07,79,52.0,,0.52,41.08
2015-10-08,68,52.0,,0.52,35.36
2015-10-09,74,52.0,,0.52,38.480000000000004
2015-10-10,70,52.0,,0.52,36.4
2015-10-11,66,52.0,,0.52,34.32
2015-10-12,100,52.0,,0.52,52.0
2015-10-13,68,52.0,,0.52,35.36
2015-10-14,65,52.0,,0.52,33.800000000000004
2015-10-15,73,52.0,,0.52,37.96
2015-10-16,68,52.0,,0.52,35.36
2015-10-17,65,52.0,,0.52,33.800000000000004
2015-10-18,56,52.0,,0.52,29.12
2015-10-19,72,52.0,,0.52,37.44
2015-10-20,76,52.0,,0.52,39.52
2015-10-21,72,52.0,,0.52,37.44
2015-10-22,79,52.0,,0.52,41.08
2015-10-23,71,52.0,,0.52,36.92
2015-10-24,59,52.0,,0.52,30.68
2015-10-25,56,52.0,,0.52,29.12
2015-10-26,61,52.0,,0.52,31.720000000000002
2015-10-27,73,52.0,,0.52,37.96
2015-10-28,98,52.0,,0.52,50.96
2015-10-29,52,52.0,,0.52,27.04
2015-10-30,62,52.0,,0.52,32.24
2015-10-31,52,52.0,,0.52,27.04
2015-11-01,74,49.0,False,0.49,36.26
2015-11-02,100,49.0,,0.49,49.0
2015-11-03,91,49.0,,0.49,44.589999999999996
2015-11-04,89,49.0,,0.49,43.61
2015-11-05,93,49.0,,0.49,45.57
2015-11-06,95,49.0,,0.49,46.55
2015-11-07,80,49.0,,0.49,39.2
2015-11-08,74,49.0,,0.49,36.26
2015-11-09,87,49.0,,0.49,42.63
2015-11-10,86,49.0,,0.49,42.14
2015-11-11,69,49.0,,0.49,33.81
2015-11-12,93,49.0,,0.49,45.57
2015-11-13,82,49.0,,0.49,40.18
2015-11-14,68,49.0,,0.49,33.32
2015-11-15,76,49.0,,0.49,37.24
2015-11-16,100,49.0,,0.49,49.0
2015-11-17,82,49.0,,0.49,40.18
2015-11-18,84,49.0,,0.49,41.16
2015-11-19,76,49.0,,0.49,37.24
2015-11-20,87,49.0,,0.49,42.63
2015-11-21,65,49.0,,0.49,31.849999999999998
2015-11-22,68,49.0,,0.49,33.32
2015-11-23,87,49.0,,0.49,42.63
2015-11-24,88,49.0,,0.49,43.12
2015-11-25,86,49.0,,0.49,42.14
2015-11-26,59,49.0,,0.49,28.91
2015-11-27,52,49.0,,0.49,25.48
2015-11-28,57,49.0,,0.49,27.93
2015-11-29,60,49.0,,0.49,29.4
2015-11-30,73,49.0,,0.49,35.769999999999996
2015-12-01,73,48.0,False,0.48,35.04
2015-12-02,75,48.0,,0.48,36.0
2015-12-03,58,48.0,,0.48,27.84
2015-12-04,98,48.0,,0.48,47.04
2015-12-05,77,48.0,,0.48,36.96
2015-12-06,73,48.0,,0.48,35.04
2015-12-07,73,48.0,,0.48,35.04
2015-12-08,90,48.0,,0.48,43.199999999999996
2015-12-09,72,48.0,,0.48,34.56
2015-12-10,82,48.0,,0.48,39.36
2015-12-11,76,48.0,,0.48,36.48
2015-12-12,70,48.0,,0.48,33.6
2015-12-13,68,48.0,,0.48,32.64
2015-12-14,66,48.0,,0.48,31.68
2015-12-15,66,48.0,,0.48,31.68
2015-12-16,82,48.0,,0.48,39.36
2015-12-17,78,48.0,,0.48,37.44
2015-12-18,81,48.0,,0.48,38.879999999999995
2015-12-19,48,48.0,,0.48,23.04
2015-12-20,46,48.0,,0.48,22.08
2015-12-21,94,48.0,,0.48,45.12
2015-12-22,83,48.0,,0.48,39.839999999999996
2015-12-23,60,48.0,,0.48,28.799999999999997
2015-12-24,92,48.0,,0.48,44.16
2015-12-25,100,48.0,,0.48,48.0
2015-12-26,56,48.0,,0.48,26.88
2015-12-27,62,48.0,,0.48,29.759999999999998
2015-12-28,78,48.0,,0.48,37.44
2015-12-29,71,48.0,,0.48,34.08
2015-12-30,75,48.0,,0.48,36.0
2015-12-31,78,48.0,,0.48,37.44
2016-01-01,55,55.0,False,0.55,30.250000000000004
2016-01-02,47,55.0,,0.55,25.85
2016-01-03,44,55.0,,0.55,24.200000000000003
2016-01-04,68,55.0,,0.55,37.400000000000006
2016-01-05,69,55.0,,0.55,37.95
2016-01-06,69,55.0,,0.55,37.95
2016-01-07,86,55.0,,0.55,47.300000000000004
2016-01-08,93,55.0,,0.55,51.150000000000006
2016-01-09,50,55.0,,0.55,27.500000000000004
2016-01-10,53,55.0,,0.55,29.150000000000002
2016-01-11,81,55.0,,0.55,44.550000000000004
2016-01-12,67,55.0,,0.55,36.85
2016-01-13,78,55.0,,0.55,42.900000000000006
2016-01-14,74,55.0,,0.55,40.7
2016-01-15,87,55.0,,0.55,47.85
2016-01-16,70,55.0,,0.55,38.5
2016-01-17,62,55.0,,0.55,34.1
2016-01-18,100,55.0,,0.55,55.00000000000001
2016-01-19,94,55.0,,0.55,51.7
2016-01-20,93,55.0,,0.55,51.150000000000006
2016-01-21,97,55.0,,0.55,53.35
2016-01-22,75,55.0,,0.55,41.25
2016-01-23,47,55.0,,0.55,25.85
2016-01-24,50,55.0,,0.55,27.500000000000004
2016-01-25,69,55.0,,0.55,37.95
2016-01-26,79,55.0,,0.55,43.45
2016-01-27,81,55.0,,0.55,44.550000000000004
2016-01-28,76,55.0,,0.55,41.800000000000004
2016-01-29,65,55.0,,0.55,35.75
2016-01-30,58,55.0,,0.55,31.900000000000002
2016-01-31,59,55.0,,0.55,32.45
2016-02-01,81,57.0,False,0.57,46.169999999999995
2016-02-02,90,57.0,,0.57,51.3
2016-02-03,77,57.0,,0.57,43.88999999999999
2016-02-04,82,57.0,,0.57,46.739999999999995
2016-02-05,74,57.0,,0.57,42.18
2016-02-06,71,57.0,,0.57,40.47
2016-02-07,74,57.0,,0.57,42.18
2016-02-08,77,57.0,,0.57,43.88999999999999
2016-02-09,84,57.0,,0.57,47.879999999999995
2016-02-10,86,57.0,,0.57,49.019999999999996
2016-02-11,84,57.0,,0.57,47.879999999999995
2016-02-12,90,57.0,,0.57,51.3
2016-02-13,62,57.0,,0.57,35.339999999999996
2016-02-14,68,57.0,,0.57,38.76
2016-02-15,100,57.0,,0.57,56.99999999999999
2016-02-16,87,57.0,,0.57,49.589999999999996
2016-02-17,90,57.0,,0.57,51.3
2016-02-18,70,57.0,,0.57,39.9
2016-02-19,87,57.0,,0.57,49.589999999999996
2016-02-20,64,57.0,,0.57,36.48
2016-02-21,74,57.0,,0.57,42.18
2016-02-22,73,57.0,,0.57,41.61
2016-02-23,79,57.0,,0.57,45.029999999999994
2016-02-24,80,57.0,,0.57,45.599999999999994
2016-02-25,81,57.0,,0.57,46.169999999999995
2016-02-26,72,57.0,,0.57,41.04
2016-02-27,67,57.0,,0.57,38.19
2016-02-28,80,57.0,,0.57,45.599999999999994
2016-02-29,77,57.0,,0.57,43.88999999999999
2016-03-01,84,52.0,False,0.52,43.68
2016-03-02,82,52.0,,0.52,42.64
2016-03-03,87,52.0,,0.52,45.24
2016-03-04,78,52.0,,0.52,40.56
2016-03-05,77,52.0,,0.52,40.04
2016-03-06,100,52.0,,0.52,52.0
2016-03-07,86,52.0,,0.52,44.72
2016-03-08,91,52.0,,0.52,47.32
2016-03-09,76,52.0,,0.52,39.52
2016-03-10,93,52.0,,0.52,48.36
2016-03-11,89,52.0,,0.52,46.28
2016-03-12,81,52.0,,0.52,42.120000000000005
2016-03-13,97,52.0,,0.52,50.440000000000005
2016-03-14,85,52.0,,0.52,44.2
2016-03-15,87,52.0,,0.52,45.24
2016-03-16,74,52.0,,0.52,38.480000000000004
2016-03-17,77,52.0,,0.52,40.04
2016-03-18,89,52.0,,0.52,46.28
2016-03-19,76,52.0,,0.52,39.52
2016-03-20,58,52.0,,0.52,30.16
2016-03-21,83,52.0,,0.52,43.160000000000004
2016-03-22,92,52.0,,0.52,47.84
2016-03-23,88,52.0,,0.52,45.760000000000005
2016-03-24,87,52.0,,0.52,45.24
2016-03-25,95,52.0,,0.52,49.4
2016-03-26,80,52.0,,0.52,41.6
2016-03-27,72,52.0,,0.52,37.44
2016-03-28,94,52.0,,0.52,48.88
2016-03-29,74,52.0,,0.52,38.480000000000004
2016-03-30,86,52.0,,0.52,44.72
2016-03-31,77,52.0,,0.52,40.04
2016-04-01,93,51.0,False,0.51,47.43
2016-04-02,82,51.0,,0.51,41.82
2016-04-03,89,51.0,,0.51,45.39
2016-04-04,91,51.0,,0.51,46.410000000000004
2016-04-05,89,51.0,,0.51,45.39
2016-04-06,90,51.0,,0.51,45.9
2016-04-07,94,51.0,,0.51,47.94
2016-04-08,76,51.0,,0.51,38.76
2016-04-09,74,51.0,,0.51,37.74
2016-04-10,82,51.0,,0.51,41.82
2016-04-11,77,51.0,,0.51,39.27
2016-04-12,96,51.0,,0.51,48.96
2016-04-13,94,51.0,,0.51,47.94
2016-04-14,79,51.0,,0.51,40.29
2016-04-15,83,51.0,,0.51,42.33
2016-04-16,97,51.0,,0.51,49.47
2016-04-17,95,51.0,,0.51,48.45
2016-04-18,96,51.0,,0.51,48.96
2016-04-19,93,51.0,,0.51,47.43
2016-04-20,87,51.0,,0.51,44.37
2016-04-21,81,51.0,,0.51,41.31
2016-04-22,78,51.0,,0.51,39.78
2016-04-23,84,51.0,,0.51,42.84
2016-04-24,85,51.0,,0.51,43.35
2016-04-25,89,51.0,,0.51,45.39
2016-04-26,84,51.0,,0.51,42.84
2016-04-27,88,51.0,,0.51,44.88
2016-04-28,100,51.0,,0.51,51.0
2016-04-29,83,51.0,,0.51,42.33
2016-04-30,83,51.0,,0.51,42.33
2016-05-01,86,51.0,False,0.51,43.86
2016-05-02,92,51.0,,0.51,46.92
2016-05-03,80,51.0,,0.51,40.8
2016-05-04,92,51.0,,0.51,46.92
2016-05-05,100,51.0,,0.51,51.0
2016-05-06,89,51.0,,0.51,45.39
2016-05-07,89,51.0,,0.51,45.39
2016-05-08,72,51.0,,0.51,36.72
2016-05-09,83,51.0,,0.51,42.33
2016-05-10,100,51.0,,0.51,51.0
2016-05-11,96,51.0,,0.51,48.96
2016-05-12,81,51.0,,0.51,41.31
2016-05-13,80,51.0,,0.51,40.8
2016-05-14,94,51.0,,0.51,47.94
2016-05-15,75,51.0,,0.51,38.25
2016-05-16,74,51.0,,0.51,37.74
2016-05-17,76,51.0,,0.51,38.76
2016-05-18,74,51.0,,0.51,37.74
2016-05-19,76,51.0,,0.51,38.76
2016-05-20,84,51.0,,0.51,42.84
2016-05-21,82,51.0,,0.51,41.82
2016-05-22,98,51.0,,0.51,49.980000000000004
2016-05-23,80,51.0,,0.51,40.8
2016-05-24,80,51.0,,0.51,40.8
2016-05-25,81,51.0,,0.51,41.31
2016-05-26,90,51.0,,0.51,45.9
2016-05-27,86,51.0,,0.51,43.86
2016-05-28,78,51.0,,0.51,39.78
2016-05-29,80,51.0,,0.51,40.8
2016-05-30,83,51.0,,0.51,42.33
2016-05-31,75,51.0,,0.51,38.25
2016-06-01,30,59.0,False,0.59,17.7
2016-06-02,27,59.0,,0.59,15.93
2016-06-03,36,59.0,,0.59,21.24
2016-06-04,30,59.0,,0.59,17.7
2016-06-05,31,59.0,,0.59,18.29
2016-06-06,28,59.0,,0.59,16.52
2016-06-07,34,59.0,,0.59,20.06
2016-06-08,29,59.0,,0.59,17.11
2016-06-09,29,59.0,,0.59,17.11
2016-06-10,30,59.0,,0.59,17.7
2016-06-11,28,59.0,,0.59,16.52
2016-06-12,29,59.0,,0.59,17.11
2016-06-13,32,59.0,,0.59,18.88
2016-06-14,30,59.0,,0.59,17.7
2016-06-15,34,59.0,,0.59,20.06
2016-06-16,30,59.0,,0.59,17.7
2016-06-17,31,59.0,,0.59,18.29
2016-06-18,36,59.0,,0.59,21.24
2016-06-19,32,59.0,,0.59,18.88
2016-06-20,31,59.0,,0.59,18.29
2016-06-21,32,59.0,,0.59,18.88
2016-06-22,29,59.0,,0.59,17.11
2016-06-23,29,59.0,,0.59,17.11
2016-06-24,100,59.0,,0.59,59.0
2016-06-25,40,59.0,,0.59,23.599999999999998
2016-06-26,47,59.0,,0.59,27.729999999999997
2016-06-27,61,59.0,,0.59,35.989999999999995
2016-06-28,46,59.0,,0.59,27.139999999999997
2016-06-29,38,59.0,,0.59,22.419999999999998
2016-06-30,38,59.0,,0.59,22.419999999999998
2016-07-01,85,54.0,False,0.54,45.900000000000006
2016-07-02,89,54.0,,0.54,48.06
2016-07-03,100,54.0,,0.54,54.0
2016-07-04,82,54.0,,0.54,44.28
2016-07-05,78,54.0,,0.54,42.120000000000005
2016-07-06,93,54.0,,0.54,50.220000000000006
2016-07-07,84,54.0,,0.54,45.36
2016-07-08,72,54.0,,0.54,38.88
2016-07-09,94,54.0,,0.54,50.760000000000005
2016-07-10,75,54.0,,0.54,40.5
2016-07-11,84,54.0,,0.54,45.36
2016-07-12,73,54.0,,0.54,39.42
2016-07-13,89,54.0,,0.54,48.06
2016-07-14,85,54.0,,0.54,45.900000000000006
2016-07-15,88,54.0,,0.54,47.52
2016-07-16,84,54.0,,0.54,45.36
2016-07-17,88,54.0,,0.54,47.52
2016-07-18,79,54.0,,0.54,42.660000000000004
2016-07-19,64,54.0,,0.54,34.56
2016-07-20,72,54.0,,0.54,38.88
2016-07-21,76,54.0,,0.54,41.040000000000006
2016-07-22,82,54.0,,0.54,44.28
2016-07-23,81,54.0,,0.54,43.74
2016-07-24,78,54.0,,0.54,42.120000000000005
2016-07-25,68,54.0,,0.54,36.72
2016-07-26,70,54.0,,0.54,37.800000000000004
2016-07-27,76,54.0,,0.54,41.040000000000006
2016-07-28,74,54.0,,0.54,39.96
2016-07-29,85,54.0,,0.54,45.900000000000006
2016-07-30,78,54.0,,0.54,42.120000000000005
2016-07-31,80,54.0,,0.54,43.2
2016-08-01,81,47.0,False,0.47,38.07
2016-08-02,87,47.0,,0.47,40.89
2016-08-03,88,47.0,,0.47,41.36
2016-08-04,100,47.0,,0.47,47.0
2016-08-05,77,47.0,,0.47,36.19
2016-08-06,82,47.0,,0.47,38.54
2016-08-07,70,47.0,,0.47,32.9
2016-08-08,78,47.0,,0.47,36.66
2016-08-09,75,47.0,,0.47,35.25
2016-08-10,70,47.0,,0.47,32.9
2016-08-11,76,47.0,,0.47,35.72
2016-08-12,77,47.0,,0.47,36.19
2016-08-13,77,47.0,,0.47,36.19
2016-08-14,80,47.0,,0.47,37.599999999999994
2016-08-15,73,47.0,,0.47,34.309999999999995
2016-08-16,70,47.0,,0.47,32.9
2016-08-17,67,47.0,,0.47,31.49
2016-08-18,71,47.0,,0.47,33.37
2016-08-19,87,47.0,,0.47,40.89
2016-08-20,72,47.0,,0.47,33.839999999999996
2016-08-21,72,47.0,,0.47,33.839999999999996
2016-08-22,69,47.0,,0.47,32.43
2016-08-23,78,47.0,,0.47,36.66
2016-08-24,75,47.0,,0.47,35.25
2016-08-25,78,47.0,,0.47,36.66
2016-08-26,76,47.0,,0.47,35.72
2016-08-27,77,47.0,,0.47,36.19
2016-08-28,85,47.0,,0.47,39.949999999999996
2016-08-29,75,47.0,,0.47,35.25
2016-08-30,77,47.0,,0.47,36.19
2016-08-31,79,47.0,,0.47,37.129999999999995
2016-09-01,78,49.0,False,0.49,38.22
2016-09-02,86,49.0,,0.49,42.14
2016-09-03,64,49.0,,0.49,31.36
2016-09-04,82,49.0,,0.49,40.18
2016-09-05,80,49.0,,0.49,39.2
2016-09-06,99,49.0,,0.49,48.51
2016-09-07,91,49.0,,0.49,44.589999999999996
2016-09-08,87,49.0,,0.49,42.63
2016-09-09,85,49.0,,0.49,41.65
2016-09-10,86,49.0,,0.49,42.14
2016-09-11,67,49.0,,0.49,32.83
2016-09-12,90,49.0,,0.49,44.1
2016-09-13,100,49.0,,0.49,49.0
2016-09-14,76,49.0,,0.49,37.24
2016-09-15,98,49.0,,0.49,48.019999999999996
2016-09-16,99,49.0,,0.49,48.51
2016-09-17,84,49.0,,0.49,41.16
2016-09-18,83,49.0,,0.49,40.67
2016-09-19,82,49.0,,0.49,40.18
2016-09-20,77,49.0,,0.49,37.73
2016-09-21,85,49.0,,0.49,41.65
2016-09-22,85,49.0,,0.49,41.65
2016-09-23,83,49.0,,0.49,40.67
2016-09-24,86,49.0,,0.49,42.14
2016-09-25,65,49.0,,0.49,31.849999999999998
2016-09-26,97,49.0,,0.49,47.53
2016-09-27,86,49.0,,0.49,42.14
2016-09-28,81,49.0,,0.49,39.69
2016-09-29,89,49.0,,0.49,43.61
2016-09-30,74,49.0,,0.49,36.26
2016-10-01,77,49.0,False,0.49,37.73
2016-10-02,79,49.0,,0.49,38.71
2016-10-03,84,49.0,,0.49,41.16
2016-10-04,90,49.0,,0.49,44.1
2016-10-05,85,49.0,,0.49,41.65
2016-10-06,77,49.0,,0.49,37.73
2016-10-07,93,49.0,,0.49,45.57
2016-10-08,79,49.0,,0.49,38.71
2016-10-09,88,49.0,,0.49,43.12
2016-10-10,100,49.0,,0.49,49.0
2016-10-11,83,49.0,,0.49,40.67
2016-10-12,93,49.0,,0.49,45.57
2016-10-13,85,49.0,,0.49,41.65
2016-10-14,85,49.0,,0.49,41.65
2016-10-15,83,49.0,,0.49,40.67
2016-10-16,83,49.0,,0.49,40.67
2016-10-17,80,49.0,,0.49,39.2
2016-10-18,81,49.0,,0.49,39.69
2016-10-19,76,49.0,,0.49,37.24
2016-10-20,90,49.0,,0.49,44.1
2016-10-21,85,49.0,,0.49,41.65
2016-10-22,72,49.0,,0.49,35.28
2016-10-23,75,49.0,,0.49,36.75
2016-10-24,90,49.0,,0.49,44.1
2016-10-25,80,49.0,,0.49,39.2
2016-10-26,82,49.0,,0.49,40.18
2016-10-27,81,49.0,,0.49,39.69
2016-10-28,87,49.0,,0.49,42.63
2016-10-29,65,49.0,,0.49,31.849999999999998
2016-10-30,76,49.0,,0.49,37.24
2016-10-31,81,49.0,,0.49,39.69
2016-11-01,17,60.0,False,0.6,10.2
2016-11-02,19,60.0,,0.6,11.4
2016-11-03,16,60.0,,0.6,9.6
2016-11-04,20,60.0,,0.6,12.0
2016-11-05,15,60.0,,0.6,9.0
2016-11-06,22,60.0,,0.6,13.2
2016-11-07,20,60.0,,0.6,12.0
2016-11-08,20,60.0,,0.6,12.0
2016-11-09,100,60.0,,0.6,60.0
2016-11-10,31,60.0,,0.6,18.599999999999998
2016-11-11,24,60.0,,0.6,14.399999999999999
2016-11-12,16,60.0,,0.6,9.6
2016-11-13,14,60.0,,0.6,8.4
2016-11-14,20,60.0,,0.6,12.0
2016-11-15,21,60.0,,0.6,12.6
2016-11-16,18,60.0,,0.6,10.799999999999999
2016-11-17,16,60.0,,0.6,9.6
2016-11-18,17,60.0,,0.6,10.2
2016-11-19,14,60.0,,0.6,8.4
2016-11-20,16,60.0,,0.6,9.6
2016-11-21,18,60.0,,0.6,10.799999999999999
2016-11-22,18,60.0,,0.6,10.799999999999999
2016-11-23,17,60.0,,0.6,10.2
2016-11-24,13,60.0,,0.6,7.8
2016-11-25,19,60.0,,0.6,11.4
2016-11-26,15,60.0,,0.6,9.0
2016-11-27,14,60.0,,0.6,8.4
2016-11-28,17,60.0,,0.6,10.2
2016-11-29,16,60.0,,0.6,9.6
2016-11-30,18,60.0,,0.6,10.799999999999999
2016-12-01,75,45.0,False,0.45,33.75
2016-12-02,76,45.0,,0.45,34.2
2016-12-03,66,45.0,,0.45,29.7
2016-12-04,61,45.0,,0.45,27.45
2016-12-05,86,45.0,,0.45,38.7
2016-12-06,74,45.0,,0.45,33.300000000000004
2016-12-07,77,45.0,,0.45,34.65
2016-12-08,82,45.0,,0.45,36.9
2016-12-09,69,45.0,,0.45,31.05
2016-12-10,60,45.0,,0.45,27.0
2016-12-11,63,45.0,,0.45,28.35
2016-12-12,79,45.0,,0.45,35.550000000000004
2016-12-13,73,45.0,,0.45,32.85
2016-12-14,77,45.0,,0.45,34.65
2016-12-15,66,45.0,,0.45,29.7
2016-12-16,62,45.0,,0.45,27.900000000000002
2016-12-17,58,45.0,,0.45,26.1
2016-12-18,59,45.0,,0.45,26.55
2016-12-19,73,45.0,,0.45,32.85
2016-12-20,74,45.0,,0.45,33.300000000000004
2016-12-21,70,45.0,,0.45,31.5
2016-12-22,74,45.0,,0.45,33.300000000000004
2016-12-23,80,45.0,,0.45,36.0
2016-12-24,64,45.0,,0.45,28.8
2016-12-25,100,45.0,,0.45,45.0
2016-12-26,89,45.0,,0.45,40.050000000000004
2016-12-27,62,45.0,,0.45,27.900000000000002
2016-12-28,60,45.0,,0.45,27.0
2016-12-29,74,45.0,,0.45,33.300000000000004
2016-12-30,63,45.0,,0.45,28.35
2016-12-31,61,45.0,,0.45,27.45
2017-01-01,72,46.0,False,0.46,33.120000000000005
2017-01-02,75,46.0,,0.46,34.5
2017-01-03,73,46.0,,0.46,33.58
2017-01-04,73,46.0,,0.46,33.58
2017-01-05,66,46.0,,0.46,30.360000000000003
2017-01-06,63,46.0,,0.46,28.98
2017-01-07,66,46.0,,0.46,30.360000000000003
2017-01-08,61,46.0,,0.46,28.060000000000002
2017-01-09,61,46.0,,0.46,28.060000000000002
2017-01-10,62,46.0,,0.46,28.52
2017-01-11,85,46.0,,0.46,39.1
2017-01-12,80,46.0,,0.46,36.800000000000004
2017-01-13,87,46.0,,0.46,40.02
2017-01-14,64,46.0,,0.46,29.44
2017-01-15,65,46.0,,0.46,29.900000000000002
2017-01-16,100,46.0,,0.46,46.0
2017-01-17,69,46.0,,0.46,31.740000000000002
2017-01-18,81,46.0,,0.46,37.260000000000005
2017-01-19,65,46.0,,0.46,29.900000000000002
2017-01-20,86,46.0,,0.46,39.56
2017-01-21,62,46.0,,0.46,28.52
2017-01-22,62,46.0,,0.46,28.52
2017-01-23,81,46.0,,0.46,37.260000000000005
2017-01-24,78,46.0,,0.46,35.88
2017-01-25,99,46.0,,0.46,45.54
2017-01-26,94,46.0,,0.46,43.24
2017-01-27,75,46.0,,0.46,34.5
2017-01-28,72,46.0,,0.46,33.120000000000005
2017-01-29,66,46.0,,0.46,30.360000000000003
2017-01-30,85,46.0,,0.46,39.1
2017-01-31,81,46.0,,0.46,37.260000000000005
2017-02-01,93,48.0,False,0.48,44.64
2017-02-02,94,48.0,,0.48,45.12
2017-02-03,93,48.0,,0.48,44.64
2017-02-04,78,48.0,,0.48,37.44
2017-02-05,73,48.0,,0.48,35.04
2017-02-06,81,48.0,,0.48,38.879999999999995
2017-02-07,92,48.0,,0.48,44.16
2017-02-08,96,48.0,,0.48,46.08
2017-02-09,81,48.0,,0.48,38.879999999999995
2017-02-10,86,48.0,,0.48,41.28
2017-02-11,78,48.0,,0.48,37.44
2017-02-12,78,48.0,,0.48,37.44
2017-02-13,88,48.0,,0.48,42.239999999999995
2017-02-14,90,48.0,,0.48,43.199999999999996
2017-02-15,83,48.0,,0.48,39.839999999999996
2017-02-16,96,48.0,,0.48,46.08
2017-02-17,87,48.0,,0.48,41.76
2017-02-18,82,48.0,,0.48,39.36
2017-02-19,74,48.0,,0.48,35.519999999999996
2017-02-20,100,48.0,,0.48,48.0
2017-02-21,82,48.0,,0.48,39.36
2017-02-22,89,48.0,,0.48,42.72
2017-02-23,86,48.0,,0.48,41.28
2017-02-24,86,48.0,,0.48,41.28
2017-02-25,81,48.0,,0.48,38.879999999999995
2017-02-26,88,48.0,,0.48,42.239999999999995
2017-02-27,85,48.0,,0.48,40.8
2017-02-28,94,48.0,,0.48,45.12
2017-03-01,89,49.0,False,0.49,43.61
2017-03-02,94,49.0,,0.49,46.06
2017-03-03,72,49.0,,0.49,35.28
2017-03-04,74,49.0,,0.49,36.26
2017-03-05,86,49.0,,0.49,42.14
2017-03-06,88,49.0,,0.49,43.12
2017-03-07,78,49.0,,0.49,38.22
2017-03-08,77,49.0,,0.49,37.73
2017-03-09,68,49.0,,0.49,33.32
2017-03-10,83,49.0,,0.49,40.67
2017-03-11,65,49.0,,0.49,31.849999999999998
2017-03-12,73,49.0,,0.49,35.769999999999996
2017-03-13,78,49.0,,0.49,38.22
2017-03-14,75,49.0,,0.49,36.75
2017-03-15,72,49.0,,0.49,35.28
2017-03-16,77,49.0,,0.49,37.73
2017-03-17,69,49.0,,0.49,33.81
2017-03-18,83,49.0,,0.49,40.67
2017-03-19,76,49.0,,0.49,37.24
2017-03-20,77,49.0,,0.49,37.73
2017-03-21,83,49.0,,0.49,40.67
